Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262),C7H15(13)
1.0485759900000004e-07,0.32391606221337527,89.099999999999994,0.0,0.0,0.0,0.99999999998488232,10.999999999987283,4.6253029064077632e-12,5.4989953195550766e-13,4.1275610283581744e-12,3.668924378103684e-12,4.035335173137401e-12,2.2483184032011949e-13,5.6295258435014411e-13,3.804165809152739e-14,2.7714966151072964e-14,1.1804089948425111e-14,1.5340473731456401e-13,1.677603035905073e-12,1.3005263033081073e-13,5.3260413783728153e-14,2.6454057968679538e-12,2.0786559332345814e-12,1.8754006174922226e-12,3.179564009583381e-13,1.2597911347523268e-12,9.3248489232822342e-13,1.7785976650371192e-12,1.5263976595818277e-13,2.2899759192635991e-14,5.9447518917592435e-14,7.5002058833368227e-14,9.0138826748988112e-15,9.2272546999156086e-15,2.836713430926256e-14,8.78438631004687e-15,3.0290751384936745e-14,2.4480179770850618e-15,1.0802023761340903e-16,9.1980938611281457e-15,2.9632250251340719e-17,5.4338806788289547e-15,4.2215776976591104e-15,5.4338806788289547e-15,4.001453564804887e-14,1.3168755396054622e-14,5.1814226740871878e-15,8.056771032241067e-15
1.1324620700000004e-07,0.3239160622133743,89.099999999999994,0.0,0.0,0.0,0.99999999998367095,10.99999999998567,4.8772585665442562e-12,6.0436656428629513e-13,4.3206771770565399e-12,3.8256897225609993e-12,4.2254599063950852e-12,2.2737473722008057e-13,5.764071683956407e-13,4.0872396859949451e-14,2.9727765826438719e-14,1.255591112160717e-14,1.6677017937246983e-13,1.8549102350108701e-12,1.4139227348548457e-13,5.7491608947695616e-14,2.9990729159324188e-12,2.3797257499421926e-12,2.1324795376159414e-12,3.4103241699638437e-13,1.3707421255516639e-12,1.0639430736666149e-12,2.0206283322885298e-12,1.66752699688145e-13,2.7081559771862761e-14,6.8751892409435771e-14,9.1232367578959511e-14,1.027982125482126e-14,1.0927887767649331e-14,3.4499753634814601e-14,1.0105353657699056e-14,3.5744471680619506e-14,2.6967902262486254e-15,1.1290907219925135e-16,1.0335931306907749e-14,3.6052847022661388e-17,6.984175395235493e-15,5.6035938133292732e-15,6.984175395235493e-15,4.6115435518391265e-14,1.6227743652377461e-14,5.9989425863356945e-15,8.4875515650545877e-15
1.2163481500000003e-07,0.3239160622133735,89.099999999999994,0.0,0.0,0.0,0.99999999998245903,10.999999999984004,5.1164608801597554e-12,6.6041379589076158e-13,4.5005967406134155e-12,3.9710605421050071e-12,4.402722781202031e-12,2.2990210237421537e-13,5.8931544207011497e-13,4.3730030006039646e-14,3.1763048442181196e-14,1.3312018665326087e-14,1.8025753804303768e-13,2.0338673959779613e-12,1.5285043521684118e-13,6.1743574114328649e-14,3.3645375176293711e-12,2.6950711421881475e-12,2.3990360441640768e-12,3.6397015977826696e-13,1.4810384741640121e-12,1.2012810219594968e-12,2.2714551992641442e-12,1.8095779801281266e-13,3.1598855350901723e-14,7.8678904725876579e-14,1.0911955155010655e-13,1.1591365621636334e-14,1.2765678979428704e-14,4.1252834846773458e-14,1.1497915961486853e-14,4.1576948848955425e-14,2.9488322190644305e-15,1.1747413221624595e-16,1.1495549400377017e-14,4.3124766271682344e-17,8.8070258115528883e-15,7.2700436139563049e-15,8.8070258115528883e-15,5.2586176041046932e-14,1.9676697894148305e-14,6.8546829133222931e-15,8.9132638480963754e-15
1.3841203100000004e-07,0.32391606221337127,89.099999999999994,0.0,0.0,0.0,0.99999999998003419,10.99999999998052,5.5596514373648829e-12,7.7729862533329224e-13,4.8249243656591487e-12,4.2320829706237339e-12,4.7225969887694835e-12,2.3490067001191534e-13,6.1393971240167551e-13,4.9528079126994322e-14,3.5902813479868698e-14,1.4839473121384646e-14,2.0760994134950117e-13,2.3959771846500442e-12,1.7613715921478151e-13,7.0324756195091915e-14,4.1261402356365501e-12,3.3649933015369606e-12,2.956972239281664e-12,4.0944374857179675e-13,1.699750707876176e-12,1.4921856309906969e-12,2.796300473674477e-12,2.0963969917433353e-13,4.1598326719817173e-14,1.0037580046581122e-13,1.4973552202320954e-13,1.433304768690343e-14,1.683402332327235e-14,5.6563916106292459e-14,1.4485690982618245e-14,5.4314303067046045e-14,3.461958507714204e-15,1.2573853295753818e-16,1.3871133768972557e-14,5.9163606123713871e-17,1.3352823881869751e-14,1.1564381898334091e-14,1.3352823881869751e-14,6.6601986078625663e-14,2.7791694758424202e-14,8.6669590744997771e-15,9.7569838441442046e-15
1.5351152540000004e-07,0.32391606221336866,89.099999999999994,0.0,0.0,0.0,0.99999999997785038,10.999999999977238,5.9222037402026399e-12,8.8802647000613443e-13,5.0812937499014991e-12,4.4383616122852701e-12,4.9757706084495408e-12,2.3936169740250225e-13,6.3518010722477579e-13,5.4842134855105762e-14,3.9708575350102162e-14,1.6233518943014706e-14,2.3267350061818887e-13,2.725858315068074e-12,1.9753586205997962e-13,7.8152065503692801e-14,4.8409903619223377e-12,4.0081531773425846e-12,3.4830436430567915e-12,4.4994070325072984e-13,1.8945085914001289e-12,1.7707935723942048e-12,3.2912873106809412e-12,2.3575367283128418e-13,5.1635959836230523e-14,1.2197363527824666e-13,1.9158336083460578e-13,1.6914286427784279e-14,2.0915332812600385e-14,7.2304702188489798e-14,1.7389934083844439e-14,6.691843544922158e-14,3.9334026944535015e-15,1.3231662163799346e-16,1.6064671288477817e-14,7.5657579889692345e-17,1.8576731903231111e-14,1.6667298995476176e-14,1.8576731903231111e-14,8.039758449789453e-14,3.6538066162147736e-14,1.0396415107400568e-14,1.0515117961572587e-14
1.6861101980000003e-07,0.32391606221336583,89.099999999999994,0.0,0.0,0.0,0.99999999997566513,10.999999999973836,6.2541767041706592e-12,1.0040734302385723e-12,5.3087857130117247e-12,4.6223455961532558e-12,5.2006839930691218e-12,2.4380006549975016e-13,6.5584421585185375e-13,6.0249953994738567e-14,4.3592512421144125e-14,1.7648015598276058e-14,2.5817373318236826e-13,3.0588784467533576e-12,2.1936759817504586e-13,8.6090421945822297e-14,5.5785372626389625e-12,4.6849511362497755e-12,4.027594447733784e-12,4.9005056793420538e-13,2.0873792773055837e-12,2.0636752893152524e-12,3.8041183854077246e-12,2.6214324717938751e-13,6.2584705823962504e-14,1.4550428899204638e-13,2.3815016037971343e-13,1.9583332364430817e-14,2.5361519960784654e-14,8.9777898600627684e-14,2.0481870664012143e-14,8.0517983760217679e-14,4.4134922084057313e-15,1.3820109826384167e-16,1.8304762864569791e-14,9.3971028593520159e-17,2.498340280367526e-14,2.3091502581190407e-14,2.498340280367526e-14,9.5269824398225506e-14,4.6702511186020768e-14,1.2203538065671473e-14,1.1277748095777755e-14
1.8371051420000002e-07,0.32391606221336267,89.099999999999994,0.0,0.0,0.0,0.99999999997347844,10.99999999997033,6.5588696046287893e-12,1.1255136935306267e-12,5.5113503100266824e-12,4.7878515859006872e-12,5.4011710375500015e-12,2.4820004024804441e-13,6.7609304534729762e-13,6.5754399067607255e-14,4.7557000441801359e-14,1.9084583052928724e-14,2.8412145238890784e-13,3.3946089234294195e-12,2.4164413384818675e-13,9.4147765715688263e-14,6.3346846848021958e-12,5.3915524342770436e-12,4.5871816844149613e-12,5.2978399864864141e-13,2.2784722981131443e-12,2.3694858609292687e-12,4.3318999113624381e-12,2.8880247254588534e-13,7.4373203316093965e-14,1.7094412415017866e-13,2.8912057569265498e-13,2.2324381426417629e-14,3.0140088399053457e-14,1.0885096363109085e-13,2.3747052952522902e-14,9.5036497814686265e-14,4.9019864913261135e-15,1.4349075898758171e-16,2.0588117977395549e-14,1.1396497680524061e-16,3.2669453943458292e-14,3.0969753760582097e-14,3.2669453943458292e-14,1.1118272790650244e-13,5.8325239162956721e-14,1.407575018101566e-14,1.2048294570353103e-14
1.9881000860000002e-07,0.3239160622133594,89.099999999999994,0.0,0.0,0.0,0.9999999999712903,10.999999999966734,6.8392373491141889e-12,1.2524178694498089e-12,5.6923868377862428e-12,4.9380171985376832e-12,5.5805394923269786e-12,2.5255022318203372e-13,6.9601506916422258e-13,7.1356182483280479e-14,5.1602601042292128e-14,2.0543653208477369e-14,3.1052733455639809e-13,3.7327396435650683e-12,2.6437646655799285e-13,1.0233019506836271e-13,7.1060446507063175e-12,6.1245402481934103e-12,5.1588607506352074e-12,5.6915935100020151e-13,2.4678785736486916e-12,2.6870731651899291e-12,4.8722024772176849e-12,3.1572531382534325e-13,8.6930545431290298e-14,1.9827276654003609e-13,3.441651127496126e-13,2.5124365293472682e-14,3.5218649993991856e-14,1.2938587431639324e-13,2.7171983441296299e-14,1.1040298110274911e-13,5.3988364057000571e-15,1.4826966948970829e-16,2.2912984054175508e-14,1.3549462968929886e-16,4.1722545391632673e-14,4.0424115320868161e-14,4.1722545391632673e-14,1.2810456541462803e-13,7.1439115108040305e-14,1.6002480525541113e-14,1.2828846614620404e-14
2.13909503e-07,0.3239160622133559,89.099999999999994,0.0,0.0,0.0,0.99999999996910072,10.999999999963052,7.0979251272564027e-12,1.3848515350780499e-12,5.8548233706949945e-12,5.0754294427695973e-12,5.7416459398058742e-12,2.5685985739328558e-13,7.1567723392751978e-13,7.705607735888151e-14,5.5729889993002533e-14,2.2025518015279517e-14,3.373999025680487e-13,4.0730195340050695e-12,2.8757346079964961e-13,1.1064194969413933e-13,7.8898067059695003e-12,6.880870549992493e-12,5.7401115748286637e-12,6.0819582510041246e-13,2.6556628347502711e-12,3.015448176535396e-12,5.4229826553705617e-12,3.4290434815624473e-13,1.0018789021932658e-13,2.2747250418515592e-13,4.0295241618075187e-13,2.7972443513371554e-14,4.0565676466448556e-14,1.5124404167133266e-13,3.0744072110749882e-14,1.2655159870182857e-13,5.9040453046486676e-15,1.5260952444892141e-16,2.5278494156111989e-14,1.5841454932739231e-16,5.2221467356970419e-14,5.1565615696784917e-14,5.2221467356970419e-14,1.4600723997870915e-13,8.6070979659041108e-14,1.7974863338969375e-14,1.3620653890496411e-14
2.290089974e-07,0.3239160622133521,89.099999999999994,0.0,0.0,0.0,0.99999999996690936,10.9999999999593,7.3372992140555295e-12,1.5228743928427952e-12,6.001182709161365e-12,5.2022246921207835e-12,5.886958438963903e-12,2.611409319171177e-13,7.3514107485553475e-13,8.2855837439863311e-14,5.9940336520310689e-14,2.3530827465590709e-14,3.6474483233003412e-13,4.4152337764315097e-12,3.1124133377402169e-13,1.1908553348872325e-13,8.6836356714561695e-12,7.6578326051067742e-12,6.3287777175207657e-12,6.469064860444909e-13,2.8418873572386481e-12,3.3537611359773692e-12,5.982520223447701e-12,3.7033219799855932e-13,1.1407948174655092e-13,2.5852787759011959e-13,4.6515755079264068e-13,3.0859612804694481e-14,4.6150984548659074e-14,1.7428965285702868e-13,3.4451644085677705e-14,1.4342110269087479e-13,6.4176130907840654e-15,1.565715502285238e-16,2.7684288565566634e-14,1.8258217571155796e-16,6.42364315601796e-14,6.4494310338806007e-14,6.42364315601796e-14,1.6486578297193202e-13,1.0224268695453689e-13,1.9985456492056359e-14,1.4424427231225451e-14
2.441084918e-07,0.32391606221334823,89.099999999999994,0.0,0.0,0.0,0.99999999996471656,10.999999999955486,7.5594748590753296e-12,1.6665398421625637e-12,6.1336384218443803e-12,5.320168528544836e-12,6.0186097820235286e-12,2.6539341600268984e-13,7.5445748298213555e-13,8.8756221205349213e-14,6.4234679985844766e-14,2.5059809004704683e-14,3.9256714069797953e-13,4.7592036945892103e-12,3.3538557266614455e-13,1.276628489489015e-13,9.4855895070053372e-12,8.4530136945400201e-12,6.9230148756717668e-12,6.8530484512309496e-13,3.0266193110099322e-12,3.701281584862837e-12,6.5493665675419316e-12,3.9800267923397869e-13,1.2854326551586312e-13,2.9142531456326882e-13,5.3046754516853605e-13,3.3778389864499024e-14,5.1946036173394432e-14,1.9839193336204252e-13,3.8283852246061181e-14,1.6095443564101275e-13,6.9395778131328414e-15,1.6020807590300641e-16,3.0130256659244254e-14,2.0786021138069322e-16,7.7829492246797063e-14,7.9299602951163227e-14,7.7829492246797063e-14,1.8465793990836633e-13,1.1997194319435453e-13,2.2027990273320775e-14,1.5240537387125513e-14
2.5920798620000005e-07,0.3239160622133443,89.099999999999994,0.0,0.0,0.0,0.9999999999625222,10.999999999951617,7.7663414714843401e-12,1.8158948464997584e-12,6.254062551405562e-12,5.4307198144299036e-12,6.1384425718763561e-12,2.6961248912395534e-13,7.7366140926060508e-13,9.4757100627761735e-14,6.861290748283553e-14,2.6612288586207245e-14,4.2087130671549357e-13,5.1047877393033228e-12,3.600111951740639e-13,1.3637540866070505e-13,1.029405303725186e-11,9.264267625511559e-12,7.5212472529043278e-12,7.2340552420185965e-13,3.2099238820540282e-12,4.0573813344791196e-12,7.1223021319790267e-12,4.2591020799283554e-13,1.4352122416357654e-13,3.2615281524720503e-13,5.9858490584226182e-13,3.6722551734333415e-14,5.7924110196227382e-14,2.2342659829108683e-13,4.2230591794647883e-14,1.7909852231017702e-13,7.4699969077402599e-15,1.6356384185097508e-16,3.2616443352713917e-14,2.341181522951157e-16,9.3055044660789431e-14,9.6060737005891816e-14,9.3055044660789431e-14,2.0536381060815244e-13,1.3927298722373834e-13,2.4097176466574259e-14,1.6069120680803027e-14
2.7430748060000007e-07,0.32391606221334013,89.099999999999994,0.0,0.0,0.0,0.99999999996032629,10.999999999947699,7.9595856591289001e-12,1.9709799589831404e-12,6.3640673920339519e-12,5.535084697744914e-12,6.2480486785408321e-12,2.7379914384464439e-13,7.9277672040305483e-13,1.0085901826007166e-13,7.3075554198131083e-14,2.8188357600895629e-14,4.4965993186170802e-13,5.4518729882139792e-12,3.8512165199319551e-13,1.4522387182473063e-13,1.1107681896653239e-11,1.0089686154529716e-11,8.1221294777010621e-12,7.6121937296308562e-13,3.3918598090788698e-12,4.4215196140796174e-12,7.7002999448772577e-12,4.5404895342783744e-13,1.589595575410503e-13,3.6269969349326693e-13,6.6922996993974053e-13,3.9686919573625053e-14,6.4060400782504489e-14,2.4927682977093418e-13,4.6282472944702632e-14,1.9780404202190261e-13,8.0088997856063679e-15,1.6667713132217814e-16,3.5143003374928458e-14,2.6123331969047065e-16,1.099603483321823e-13,1.1484736120230836e-13,1.099603483321823e-13,2.2696552627294913e-13,1.6015716844112357e-13,2.618856285592665e-14,1.6910150436644835e-14
3.0450646940000005e-07,0.3239160622133315,89.099999999999994,0.0,0.0,0.0,0.99999999995592959,10.999999999939748,8.3110580863292135e-12,2.2984718620314315e-12,6.5581709450532712e-12,5.7290611199820309e-12,6.4418863674319017e-12,2.8208132008771448e-13,8.3082233371798113e-13,1.1336673148372899e-13,8.2255470674677394e-14,3.1411202489023143e-14,5.0869721886716203e-13,6.1501811382058252e-12,4.3680748360036565e-13,1.6332947565949806e-13,1.2746156463780035e-11,1.1776428143025541e-11,9.3274315697536535e-12,8.3603076257050509e-13,3.7518354118625241e-12,5.1721160249924828e-12,8.8681675074814911e-12,5.1099756615672078e-13,1.9102317527780469e-13,4.4121423140541849e-13,8.1707967003540626e-13,4.5659800409993728e-14,7.6718028199911227e-14,3.0299657864444617e-13,5.4667383422585403e-14,2.3671921855953654e-13,9.1122709713383687e-15,1.7230243938443743e-16,4.031788112473265e-14,3.1758641893418216e-16,1.489667482867571e-13,1.5873144591347251e-13,1.489667482867571e-13,2.7279366711261071e-13,2.067085463022732e-13,3.042359226601009e-14,1.8629027992976506e-14
3.3470545820000004e-07,0.32391606221332286,89.099999999999994,0.0,0.0,0.0,0.99999999995152644,10.999999999931656,8.624074331966535e-12,2.6492196225575728e-12,6.7249099340987034e-12,5.9082151804748678e-12,6.6090395784763518e-12,2.9027437223576069e-13,8.6872827693949447e-13,1.2628092925295558e-13,9.1777367455116274e-14,3.4728413795913406e-14,5.6968426119813696e-13,6.8535292479572364e-12,4.9045742981848503e-13,1.8197883424365891e-13,1.4394083691591014e-11,1.350182028741044e-11,1.0531626792658586e-11,9.0981911265567712e-13,4.1069128348638202e-12,5.9500567496681583e-12,1.0047546769111036e-11,5.6880349112711494e-13,2.2438741515683883e-13,5.2690242795043257e-13,9.7217103381592948e-13,5.1670365095886472e-14,8.975892635885307e-14,3.5878089127748185e-13,6.3375881433443531e-14,2.7737065280534425e-13,1.0249763352796216e-14,1.7729428737657229e-16,4.5655788008843584e-14,3.7611039658617262e-16,1.9510415500184006e-13,2.1134092239662776e-13,1.9510415500184006e-13,3.2203057571399401e-13,2.5967559802692473e-13,3.4709658193091424e-14,2.0395893544055888e-14
3.6490444700000003e-07,0.3239160622133139,89.099999999999994,0.0,0.0,0.0,0.99999999994711708,10.999999999923462,8.9067210193823705e-12,3.0233423120769662e-12,6.8709537984258221e-12,6.0767925286203343e-12,6.7561896685581891e-12,2.9837486563053758e-13,9.0659944932879532e-13,1.3959848858550251e-13,1.0164053664070414e-13,3.8138389524127505e-14,6.3262064791166537e-13,7.5614802178656189e-12,5.4608152035087277e-13,2.0116978107544633e-13,1.6046588874071785e-11,1.5256852927517943e-11,1.1729422698103948e-11,9.8266196042910376e-13,4.4574369237783846e-12,6.7530841307709654e-12,1.1234560366546485e-11,6.2742737072286027e-13,2.5876723866158573e-13,6.1970847652004022e-13,1.1329656896700168e-12,5.7699866878268136e-14,1.0305172495714014e-13,4.1598882829944581e-13,7.2353743789290074e-14,3.1947348601501546e-13,1.1421370908369891e-14,1.8180821095233336e-16,5.1156771066242197e-14,4.3613192174947034e-16,2.4854729763146131e-13,2.729522354987656e-13,2.4854729763146131e-13,3.7458288663516889e-13,3.1908536669914104e-13,3.9030016606673406e-14,2.2209415140055664e-14
3.951034358e-07,0.3239160622133049,89.099999999999994,0.0,0.0,0.0,0.99999999994270095,10.999999999915179,9.1654064139829278e-12,3.4208870826407706e-12,7.0012606534849418e-12,6.2377366531738093e-12,6.8883377612119001e-12,3.0637326388396955e-13,9.4449732236493794e-13,1.5331696623040686e-13,1.1184495689195467e-13,4.1640003762035658e-14,6.9749798236006341e-13,8.2737336361163286e-12,6.0368339126774564e-13,2.2089761804108656e-13,1.7700242796499781e-11,1.703443095407776e-11,1.2917011431024701e-11,1.0546188807213041e-12,4.8037247327144532e-12,7.5795017324663959e-12,1.2426439946302701e-11,6.868327401062605e-13,2.9393123667840563e-13,7.19584434191388e-13,1.298200896500984e-12,6.3735125249025467e-14,1.164901411260719e-13,4.7409607475251217e-13,8.1554174680649267e-14,3.6278149172084639e-13,1.2626919017308411e-14,1.8595933306200634e-16,5.6820353692079042e-14,4.9710012309847101e-16,3.0940526335112476e-13,3.437492242658319e-13,3.0940526335112476e-13,4.30371204223889e-13,3.8494890134312943e-13,4.3372692737936006e-14,2.4068267595189215e-14
4.253024246e-07,0.32391606221329583,89.099999999999994,0.0,0.0,0.0,0.99999999993827848,10.999999999906832,9.4051955561418098e-12,3.8418416859945808e-12,7.1195059668687907e-12,6.393076094037621e-12,7.0092170393998176e-12,3.1428333967263305e-13,9.8245329911613248e-13,1.6743405582970311e-13,1.2239096114370243e-13,4.523238995296288e-14,7.6430253048748329e-13,8.990085314043808e-12,6.6326219670578956e-13,2.4115595490148607e-13,1.9352642918791395e-11,1.8828980724294179e-11,1.4091690064367322e-11,1.1257429323842915e-12,5.1460339750948385e-12,8.4280315825140365e-12,1.3621218482489728e-11,7.4698340413041043e-13,3.2969336815856158e-13,8.2648816286427127e-13,1.4668520786194402e-12,6.976691356504473e-14,1.2998924669816445e-13,5.3267953507998663e-13,9.0936781630966388e-14,4.0708223342439691e-13,1.3866125215747138e-14,1.8983273939399377e-16,6.2645662539324891e-14,5.5857043390230384e-16,3.7773443119482869e-13,4.2384068242455025e-13,3.7773443119482869e-13,4.8932681416321502e-13,4.5726576316913672e-13,4.7729194962733235e-14,2.5971174313269542e-14
4.555014134e-07,0.32391606221328684,89.099999999999994,0.0,0.0,0.0,0.99999999993384958,10.999999999898426,9.6300846565236927e-12,4.2861453467393243e-12,7.2284154039638044e-12,6.5442154854885003e-12,7.1216149614587137e-12,3.221201721805785e-13,1.020493703164315e-12,1.8194583047338746e-13,1.3327762313318112e-13,4.8914150225246263e-14,8.3301849158951921e-13,9.7103818482401138e-12,7.2481541980023081e-13,2.6193811658799698e-13,2.1002097244165888e-11,2.0636130444908038e-11,1.5251566907013825e-11,1.1960860145506944e-12,5.4845836519368544e-12,9.2977042157466179e-12,1.4817496614382354e-11,8.0784496844559184e-13,3.6590563420936734e-13,9.4038184034413828e-13,1.6380981833610516e-12,7.5788739864147346e-14,1.4348210671178382e-13,5.9140287686897969e-13,1.0046667838015733e-13,4.5219243368776478e-13,1.5138661726082831e-14,1.9349149912479015e-16,6.863135406178682e-14,6.2018942497558222e-16,4.5354924969732858e-13,5.1327513807745389e-13,4.5354924969732858e-13,5.5138912478101881e-13,5.3602744338233996e-13,5.2093507945107494e-14,2.7917025776973688e-14
