Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262),C7H15(13)
5.2428790000000005e-09,0.32391606221336644,89.099999999999994,0.0,0.0,0.0,0.99999999999924472,10.999999999999924,3.1518503737829288e-13,2.1649112568110052e-14,3.1302529987856959e-13,3.0150015749106512e-13,3.0380294443796806e-13,7.9532376210270412e-14,9.1867150544730113e-14,5.3514254474558403e-15,4.4258642560118061e-15,2.1965255752497646e-15,3.8141469415099449e-15,1.0937541102177778e-14,3.2190152139377176e-15,1.573086795067437e-15,9.7929245545265696e-15,6.6432768976908005e-15,6.5775730971193067e-15,1.3703246394201415e-14,6.7337154571314037e-15,3.3235444299979201e-15,6.3640283391010864e-15,1.7897889813982599e-15,1.7662848493654754e-17,1.5814913308867064e-16,6.6367713222687845e-18,1.133923238482494e-17,6.5081870685626283e-18,2.4202274964523019e-18,6.2994285251857061e-18,2.1084466308416083e-18,2.1434330361507682e-17,1.1407565646969917e-17,8.6708392659570597e-18,2.2698503915933609e-21,1.8719042963688032e-19,1.4946844510969533e-20,1.8719042963688032e-19,1.3347609362998062e-16,2.3655777992621557e-18,2.8336208636673992e-18,6.7692371767617846e-16
6.291455000000001e-09,0.32391606221336683,89.099999999999994,0.0,0.0,0.0,0.99999999999909361,10.999999999999895,3.7691399633514913e-13,2.6056865073210335e-14,3.7383388078851991e-13,3.5963617842698457e-13,3.6289614974899945e-13,9.1150194583698806e-14,1.0804648119836477e-13,5.9274452405859893e-15,4.8872293108434277e-15,2.422252329376171e-15,5.071016771503385e-15,1.5480490951023464e-14,4.2870780843784657e-15,2.0873413914571108e-15,1.3991868619738046e-14,9.5102887061867146e-15,9.4059554621270675e-15,1.7898327052672264e-14,1.0494039197378523e-14,4.7435848155469389e-15,9.097753919232294e-15,2.4918726291051611e-15,2.831141983836878e-17,2.3027866634133393e-16,1.2424327992690022e-17,1.8311183218473538e-17,1.0474921137348694e-17,4.5419419825668249e-18,1.1170488191367412e-17,4.3602433137991844e-18,3.1743878748988603e-17,1.2952343384583887e-17,1.5240673539187222e-17,4.3321058420532411e-21,3.5552424190803717e-19,3.3271438190196354e-20,3.5552424190803717e-19,1.8942722829240933e-16,4.0022204318068129e-18,4.7151237761575506e-18,8.0913561970789464e-16
8.388607e-09,0.32391606221336766,89.099999999999994,0.0,0.0,0.0,0.99999999999879152,10.999999999999824,4.9907510246063445e-13,3.4949636725600106e-14,4.9368448631861215e-13,4.738007435813852e-13,4.7942869543006336e-13,1.1108006756366437e-13,1.3843651710974333e-13,6.8636163429496061e-15,5.6183034751980616e-15,2.7769121250435305e-15,7.8037978896920744e-15,2.6692934363049345e-14,6.6156226765269116e-15,3.1986660374637991e-15,2.4573755344183196e-14,1.6766268649904562e-14,1.6546815742537082e-14,2.6616025984848462e-14,2.0652439911693479e-14,8.3158033797371746e-15,1.5995014043911611e-14,4.1646136484532652e-15,5.8983608222752343e-17,4.1668025722728339e-16,3.3102801171801666e-17,3.8534510828958911e-17,2.1982071058972135e-17,1.2153427583144263e-17,2.6819333197221101e-17,1.3457357873028517e-17,5.7119272521192538e-17,1.6009913912651616e-17,3.6063737502435423e-17,1.1853121768547874e-20,9.7426851856942831e-19,1.1746706529363962e-19,9.7426851856942831e-19,3.2917914640905873e-16,9.1948453263391973e-18,1.0488155716583443e-17,1.0682633134011702e-15
9.999999999999999e-09,0.3239160622133683,89.099999999999994,0.0,0.0,0.0,0.99999999999855937,10.99999999999976,5.9177802135987105e-13,4.1852271522500892e-14,5.8419856928339817e-13,5.5965182328348945e-13,5.6748738281745843e-13,1.2385665101701182e-13,1.6012799828861102e-13,7.4730611698309153e-15,6.0796423881198769e-15,2.9983194883742337e-15,1.0017350129568184e-14,3.7108107917619665e-14,8.5060637486090096e-15,4.09148908561788e-15,3.4642704959539441e-14,2.3704202487414706e-14,2.3355504386924718e-14,3.3302902779789808e-14,3.0736535310423679e-14,1.1708886754968503e-14,2.2566403532670134e-14,5.6574219814645936e-15,9.1822537695635328e-17,5.980073884550529e-16,5.9997416235957275e-17,6.0255077518462146e-17,3.4390152528814895e-17,2.2089846682587367e-17,4.5045763045303298e-17,2.647410773577013e-17,7.997129440484353e-17,1.8326768235407114e-17,6.0019885083633784e-17,2.1791803987080804e-20,1.8025059867022534e-18,2.5288600717174766e-19,1.8025059867022534e-18,4.611936021845961e-16,1.5326635734630505e-17,1.7063922079080433e-17,1.2620502184768283e-15
1.0485759000000001e-08,0.3239160622133683,89.099999999999994,0.0,0.0,0.0,0.99999999999848943,10.999999999999739,6.1952732109417326e-13,4.3944921063977772e-14,6.1121935140283099e-13,5.852190367220692e-13,5.9378282342350021e-13,1.2734448069112441e-13,1.6640270676691129e-13,7.6509232542109193e-15,6.2126034564945595e-15,3.0618493539534975e-15,1.0691300064140569e-14,4.0535600513711624e-14,9.0822236450359772e-15,4.3618397447588933e-15,3.8002360419635354e-14,2.602554359936429e-14,2.5629954530822555e-14,3.5270378846081088e-14,3.414821333799721e-14,1.2840013451682378e-14,2.4760632104995455e-14,6.1374336397041876e-15,1.0341946779406587e-16,6.5915306417986659e-16,7.0395805966822833e-17,6.7930712912123946e-17,3.878801457037202e-17,2.5937946781383173e-17,5.1725485514248117e-17,3.1705849807267799e-17,8.7288486670086969e-17,1.9019121081412034e-17,6.874758304505755e-17,2.5659737144064716e-20,2.1269473760898356e-18,3.0992159492274543e-19,2.1269473760898356e-18,5.050995477590806e-16,1.7600829093806999e-17,1.9458967183417738e-17,1.3194825337221392e-15
1.2582911000000002e-08,0.32391606221336905,89.099999999999994,0.0,0.0,0.0,0.99999999999818734,10.999999999999639,7.3829625269311181e-13,5.3042102188641546e-14,7.264875689271796e-13,6.9396812548141735e-13,7.0599404743365662e-13,1.4070681056280588e-13,1.9217648207728117e-13,8.3836547668175974e-15,6.7529453219864672e-15,3.3181600990624481e-15,1.3640288926049767e-14,5.6771921061673652e-14,1.1604378584943562e-14,5.536964633928711e-15,5.4198006854134057e-14,3.7255678111721018e-14,3.6610258292801697e-14,4.3582499307156934e-14,5.0562363780477496e-14,1.8288167031759703e-14,3.5347752992170495e-14,8.3500292549660339e-15,1.6273059977011639e-16,9.5678400497143713e-16,1.2997670416890306e-16,1.0704100611461691e-16,6.1379961277056616e-17,4.8040225986801886e-17,8.6857099476009978e-17,6.3149242272242028e-17,1.2063280288432511e-16,2.1963021230006892e-17,1.1434642933392853e-16,4.8002078581683359e-20,4.029315295841911e-18,6.8598936004389186e-19,4.029315295841911e-18,7.1634292191599709e-16,3.0015908140968716e-17,3.2172517164295537e-17,1.562443186275597e-15
1.4680063000000003e-08,0.3239160622133696,89.099999999999994,0.0,0.0,0.0,0.99999999999788525,10.999999999999527,8.5540754803028312e-13,6.2240571000697757e-14,8.3953716465861601e-13,8.0012177568622209e-13,8.1609984654029279e-13,1.5173642481673262e-13,2.1596258164936387e-13,9.0871396983057931e-15,7.2640037301004084e-15,3.5578324081072458e-15,1.6625651454947688e-14,7.5192179590242149e-14,1.4157701696072658e-14,6.7132909377130399e-15,7.3083979622319153e-14,5.0424609832991991e-14,4.9443676575682709e-14,5.1558626330312215e-14,6.936927609714763e-14,2.4635044459014917e-14,4.7710807462069904e-14,1.075684627180964e-14,2.3763510076604152e-16,1.3081460625199598e-15,2.1741182368462757e-16,1.5595710168460675e-16,9.0087204952670526e-17,8.0578160423934571e-17,1.3231125344617522e-16,1.1180306553351948e-16,1.5618442505708885e-16,2.4846704515412324e-17,1.7286313469285313e-16,8.1110163359384077e-20,6.91674964151158e-18,1.3479728928965226e-18,6.91674964151158e-18,9.6238578082437031e-16,4.7203797223188149e-17,4.9045058047893622e-17,1.7973976901169474e-15
1.6777215000000004e-08,0.3239160622133702,89.099999999999994,0.0,0.0,0.0,0.99999999999758316,10.9999999999994,9.7088598227942003e-13,7.1539777305832323e-14,9.5041388009134999e-13,9.0374947182317021e-13,9.241378875437785e-13,1.6084517103545228e-13,2.3793741274085053e-13,9.7612962654176089e-15,7.7476171611657613e-15,3.7816364813480389e-15,1.9647393773841132e-14,9.5615267486286591e-14,1.674061638427986e-14,7.8910947060278772e-15,9.4588068914676392e-14,6.5501547197020161e-14,6.4088303455078234e-14,5.9286700725463859e-14,9.0105870993975399e-14,3.1858323560747829e-14,6.180658900366085e-14,1.3324704191536948e-14,3.2870003194042097e-16,1.7118717370084097e-15,3.3786780873035643e-16,2.1454232997108268e-16,1.2517029803427966e-16,1.2552559145550482e-16,1.8766297384215752e-16,1.8111963398041287e-16,1.9359836248766823e-16,2.7671916630856857e-17,2.4372539010687267e-16,1.270647750945103e-19,1.1034341820756032e-17,2.4233640743498526e-18,1.1034341820756032e-17,1.2428446251451747e-15,6.9883472400886115e-17,7.037733061171182e-17,2.0247912459705266e-15
1.8874367000000005e-08,0.32391606221337077,89.099999999999994,0.0,0.0,0.0,0.99999999999728106,10.999999999999261,1.0847554411270471e-12,8.0939222749598687e-14,1.0591616025296411e-12,1.0049177458550473e-12,1.030145286639065e-12,1.6836136965519849e-13,2.5825761930668169e-13,1.0412810174161008e-14,8.2100337381961093e-15,3.9927391484065953e-15,2.2698857285322487e-14,1.1788005804602013e-13,1.9347120901439436e-14,9.0680743416507726e-15,1.1864143031915466e-13,8.2456790534902302e-14,8.0503949533246975e-14,6.680089167873788e-14,1.1243886878729116e-13,3.9937512007580484e-14,7.7593765240624208e-14,1.6027242051248478e-14,4.3651062642438022e-16,2.1669313019208988e-15,4.9611635502471139e-16,2.8264126592198795e-16,1.6689002886145471e-16,1.8470653436266338e-16,2.524501758262117e-16,2.7378824205605248e-16,2.3274532596339316e-16,3.0441454101676458e-17,3.2635009095006744e-16,1.8778768387264294e-19,1.6632860203544669e-17,4.0603249286407141e-18,1.6632860203544669e-17,1.5573262004188207e-15,9.8742366678036231e-17,9.639885045325821e-17,2.2449758464964364e-15
2.0971519000000006e-08,0.32391606221337127,89.099999999999994,0.0,0.0,0.0,0.99999999999697897,10.99999999999911,1.1970393888971046e-12,9.0438447760921597e-14,1.1658233211737299e-12,1.103691672505227e-12,1.1341588559801346e-12,1.7457476673549008e-13,2.7706816639937707e-13,1.1056708742770487e-14,8.6642429589451549e-15,4.1977142731345145e-15,2.5765155591151166e-14,1.4183721679383964e-13,2.1964467238037648e-14,1.0238474447344466e-14,1.4517690527665285e-13,1.0126113449571075e-13,9.865125708923714e-14,7.4087825503898039e-14,1.361175288136099e-13,4.8852999104095287e-14,9.5031951686146554e-14,1.8841308616949446e-14,5.6166836820827779e-16,2.6725211317673392e-15,6.96696267756878e-16,3.6013334398565443e-16,2.1551220059667523e-16,2.5985390988697202e-16,3.2638300963838329e-16,3.9191206677106276e-16,2.7340732525202082e-16,3.3156039889036197e-17,4.2032867663839366e-16,2.6510371902945013e-19,2.3970658290042092e-17,6.4247513480938507e-18,2.3970658290042092e-17,1.9054087528336568e-15,1.3445310293253232e-16,1.2729986150778088e-16,2.4582084822703066e-15
2.3068671000000007e-08,0.3239160622133717,89.099999999999994,0.0,0.0,0.0,0.99999999999667688,10.999999999998952,1.3077611864603862e-12,1.0003702228346111e-13,1.2704415433180993e-12,1.2001351914323658e-12,1.2362155351098307e-12,1.7973576740041063e-13,2.9450335508229444e-13,1.1703881398972138e-14,9.1200301405703314e-15,4.4014798712377732e-15,2.8835496615259198e-14,1.6734814809265485e-13,2.4583108299686062e-14,1.1398209312923488e-14,1.7412849441752044e-13,1.2188555044546476e-13,1.1849133086372197e-13,8.1147457769546647e-14,1.6091375989273221e-13,5.8585885293557441e-14,1.1408135755383794e-13,2.1746861701018488e-14,7.0471843795538093e-16,3.227872928945435e-15,9.4399615947446782e-16,4.4688155223005544e-16,2.7128096668925389e-16,3.5264256792602303e-16,4.092573068639848e-16,5.3723275830364973e-16,3.1530005396869932e-16,3.5816743558609504e-17,5.2528313500907531e-16,3.6077722784888205e-19,3.3317948939302949e-17,9.7026216579277043e-18,3.3317948939302949e-17,2.286692895714956e-15,1.7767784353760835e-16,1.6323298807692822e-16,2.6647686422103677e-15
2.5165823000000008e-08,0.3239160622133722,89.099999999999994,0.0,0.0,0.0,0.99999999999637479,10.999999999998781,1.4169441329045026e-12,1.0973453820470247e-13,1.3730583250371557e-12,1.2943110908335261e-12,1.336352466393264e-12,1.8405301986958609e-13,3.1068785260702589e-13,1.2355841417871153e-14,9.5793358021877731e-15,4.6050154470098157e-15,3.1908355419089474e-14,1.9428395955391933e-13,2.7201336156027428e-14,1.2547114841075067e-14,2.0543133091548256e-13,1.4430116603364577e-13,1.3998571593915518e-13,8.8015841554708218e-14,1.8660167307750676e-13,6.9117986034850546e-14,1.3470274928388501e-13,2.4727100645826634e-14,8.6613431734190207e-16,3.832187662316102e-15,1.2422765962379647e-15,5.4269277061913851e-16,3.3441116018442388e-16,4.6469997103318616e-16,5.0079173475038595e-16,7.113192041381476e-16,3.582321970406004e-16,3.8424686492438309e-17,6.4070940757874944e-16,4.7652381910421201e-19,4.4954635206009515e-17,1.4096317209417084e-17,4.4954635206009515e-17,2.7008253727108071e-15,2.2906727245710193e-16,2.0431550841025127e-16,2.8650080568254959e-15
2.936012700000001e-08,0.3239160622133731,89.099999999999994,0.0,0.0,0.0,0.99999999999577049,10.999999999998414,1.6307847676263928e-12,1.2942490752002145e-13,1.572450786171443e-12,1.4761018028079096e-12,1.5310140690873349e-12,1.9077643262049717e-13,3.3974503942598358e-13,1.3668334850231171e-14,1.0504254093226501e-14,5.0095892077943437e-15,3.8067271751042971e-14,2.5197369122859607e-13,3.2441683600139532e-14,1.4817124741547405e-14,2.7484123854009912e-13,1.9439309287830063e-13,1.8778832716360766e-13,1.0132749535218942e-13,2.3994042378799782e-13,9.2511837444167886e-14,1.805099454415612e-13,3.086156151641867e-14,1.2457875509469095e-15,5.1849322358059437e-15,2.0076520090812747e-15,7.6057995292801703e-16,4.8353187750739966e-16,7.5268945994583761e-16,7.0838718112256413e-16,1.1506763125349085e-15,4.4707689989804123e-16,4.3487062251327066e-17,9.0062890441407396e-16,7.7463465688156711e-19,7.6247458724203997e-17,2.7120257615356665e-17,7.6247458724203997e-17,3.6263230975679043e-15,3.5884043177243428e-16,3.0220975378610984e-16,3.2479426489198285e-15
3.355443100000001e-08,0.3239160622133738,89.099999999999994,0.0,0.0,0.0,0.9999999999951662,10.999999999998012,1.8387411934699073e-12,1.4950687246263066e-13,1.7643195958144242e-12,1.6495325869245394e-12,1.7184347459460305e-12,1.9569386025210622e-13,3.6502242981998085e-13,1.4977435991178033e-14,1.1425784748615589e-14,5.4054517872572971e-15,4.4258386602080995e-14,3.1409218124313969e-13,3.770043197944381e-14,1.705991642699922e-14,3.5292309941891662e-13,2.5131476342363661e-13,2.417680397667764e-13,1.1428725077710119e-13,2.9500828411728057e-13,1.1890538704210162e-13,2.3215886200064326e-13,3.7167924526487746e-14,1.7037667843039538e-15,6.7259073161007033e-15,3.0226123509816601e-15,1.0119169843234719e-15,6.6429171476489369e-16,1.1352074079084758e-15,9.4667611017050769e-16,1.7169738363432247e-15,5.3968954596414884e-16,4.8352429826504649e-17,1.1956427673541474e-15,1.1714422601614783e-18,1.2023253339939833e-16,4.744391598829244e-17,1.2023253339939833e-16,4.6793652006743706e-15,5.2862085456724456e-16,4.212529750892355e-16,3.6097291486811198e-15
3.7748735000000014e-08,0.32391606221337443,89.099999999999994,0.0,0.0,0.0,0.99999999999456168,10.999999999997575,2.0409878153690644e-12,1.6997821248989695e-13,1.948969728384673e-12,1.8150463535031599e-12,1.898897498199303e-12,1.9940069814673704e-13,3.8715854191788785e-13,1.6284082086339426e-14,1.2344355143717871e-14,5.7935428833622705e-15,5.048083115643342e-14,3.7997115771840347e-13,4.2978765448083014e-14,1.9279332725105865e-14,4.3922055971425203e-13,3.1485121695399486e-13,3.0164689021122194e-13,1.2700368563238602e-13,3.5115760733853755e-13,1.4817960888380836e-13,2.8936991227871268e-13,4.3598090040289192e-14,2.2428572083452968e-15,8.4515098295400538e-15,4.3135959090640596e-15,1.294940104852077e-15,8.7794400442168005e-16,1.6223468439655405e-15,1.2138875387484202e-15,2.4133604171458691e-15,6.3580584991673024e-16,5.3029537869086255e-17,1.5220044647087118e-15,1.6775902024819212e-18,1.7939654331718688e-16,7.7260769683443906e-17,1.7939654331718688e-16,5.8574526952865159e-15,7.4298639596455791e-16,5.6134027331017515e-16,3.9526523139676087e-15
4.1943039000000016e-08,0.323916062213375,89.099999999999994,0.0,0.0,0.0,0.99999999999395728,10.999999999997105,2.2376939562830379e-12,1.9083712312435183e-13,2.1266932882574284e-12,1.9730618672535735e-12,2.0726760071624221e-12,2.0229205159367191e-13,4.0667865028418563e-13,1.7597280459085186e-14,1.326750286209357e-14,6.1782328882860029e-15,5.6725859829631612e-14,4.4905721741673002e-13,4.8270673590202099e-14,2.147532072092706e-14,5.3330211121748177e-13,3.847941997216751e-13,3.6715900539712979e-13,1.3951105420839219e-13,4.0799752486632467e-13,1.8022315680239375e-13,3.5187742777958226e-13,5.012016701001132e-14,2.8654565690194704e-15,1.0358839469143845e-14,5.904075788281787e-15,1.6080320771722074e-15,1.1255711352905375e-15,2.2230547384637135e-15,1.5088773499329467e-15,3.2406726435518322e-15,7.3499335112412662e-16,5.7526672752103665e-17,1.8766014279078299e-15,2.3025148546837831e-18,2.5631544392373707e-16,1.1897969882793489e-16,2.5631544392373707e-16,7.1581534176152143e-15,1.0062680436851296e-15,7.2212936832334673e-16,4.2786873448795747e-15
4.613734300000002e-08,0.32391606221337543,89.099999999999994,0.0,0.0,0.0,0.99999999999335287,10.999999999996611,2.4290243156445038e-12,2.1208216769456591e-13,2.2977705560300107e-12,2.1239755156665017e-12,2.2400344940463549e-12,2.0464197465540274e-13,4.2401899916721464e-13,1.8920079765592457e-14,1.4198207470613626e-14,6.5614773529530771e-15,6.2990686823926045e-14,5.2088746741831653e-13,5.3574625054730532e-14,2.3649837817625961e-14,6.3475894278479211e-13,4.6094164781535541e-13,4.380496175222165e-13,1.518504236392629e-13,4.6524084121185418e-13,2.1493086872353713e-13,4.1942847785803694e-13,5.6711924231046365e-14,3.5735518631508906e-15,1.2445296387762474e-14,7.8149060496986967e-15,1.9496495668708942e-15,1.4080760269562302e-15,2.9452672023779048e-15,1.8307330288614863e-15,4.1986422960738601e-15,8.3685545579425256e-16,6.185177669222418e-17,2.2566225499628473e-15,3.0545893194594609e-18,3.5364125310975185e-16,1.7519622747876883e-16,3.5364125310975185e-16,8.5791561245259935e-15,1.3225708769078987e-15,9.031295273878104e-16,4.589659904456641e-15
5.033164700000002e-08,0.32391606221337577,89.099999999999994,0.0,0.0,0.0,0.99999999999274825,10.999999999996085,2.6151391507911312e-12,2.3371224302261598e-13,2.4624705874134522e-12,2.2681626541170756e-12,2.4012277867839021e-12,2.0663793888310913e-13,4.3954256615674842e-13,2.0249750952191652e-14,1.5134481895701372e-14,6.9427056901864476e-15,6.9278296896898599e-14,5.9507366937932481e-13,5.889397842903357e-14,2.5806966454319548e-14,7.4320356101413809e-13,5.4309743467634104e-13,5.1407449239854714e-13,1.6407269305084517e-13,5.2266956880107243e-13,2.5220306312664356e-13,4.9178212850243939e-13,6.3358027213384315e-14,4.3687654705084755e-15,1.4708504777763919e-14,1.006451455808082e-14,2.3182939535145084e-15,1.7261992621085186e-15,3.7959839541822107e-15,2.1785703376318969e-15,5.2863674135255066e-15,9.4114383338071177e-16,6.6012440315264086e-17,2.659443126786749e-15,3.9412015538785422e-18,4.7408931322070076e-16,2.4866985727954205e-16,4.7408931322070076e-16,1.0118266206434344e-14,1.695787222719625e-15,1.1037497499186161e-15,4.8872660340166046e-15
5.452595100000002e-08,0.3239160622133761,89.099999999999994,0.0,0.0,0.0,0.99999999999214362,10.999999999995536,2.7961943086942786e-12,2.557265540768487e-13,2.6210515629416968e-12,2.4059786349532416e-12,2.5565013242274192e-12,2.0840255238854603e-13,4.5355037420983803e-13,2.1583889957175614e-14,1.6074300076982998e-14,7.3213221819146009e-15,7.5591409116224721e-14,6.7129086528196406e-13,6.4232058138593335e-14,2.7950443552503296e-14,8.5826881499844154e-13,6.3107127004145995e-13,5.9499958636767946e-13,1.7621334956460015e-13,5.8014022376776273e-13,2.9194511239078817e-13,5.6870895808395657e-13,7.0048369226015426e-14,5.2524115451174995e-15,1.7146346925713094e-14,1.2669035873367535e-14,2.7125308000523226e-15,2.0805422061729787e-15,4.7813173748689093e-15,2.5515656314512885e-15,6.5023924106364363e-15,1.0476882172392032e-15,7.0015897559859407e-17,3.0826966405829804e-15,4.9688052063307736e-18,6.2042661379702767e-16,3.4230502956782156e-16,6.2042661379702767e-16,1.1773375383943249e-14,2.1296059812152633e-15,1.3233296597154226e-15,5.1730320577981425e-15
6.291455900000002e-08,0.32391606221337654,89.099999999999994,0.0,0.0,0.0,0.99999999999093414,10.999999999994358,3.1437274413525284e-12,3.00906051972667e-13,2.920837614262619e-12,2.6638260243715484e-12,2.8502245525651615e-12,2.1155043021369066e-13,4.7798887480060244e-13,2.4267477116564296e-14,1.7966108269578322e-14,8.0729447131784568e-15,8.8293835898662119e-14,8.2875846970421425e-13,7.4967719374267315e-14,3.2205312588085645e-14,1.1068866019481301e-12,8.2374018449816306e-13,7.7066235752564752e-13,2.003040396064464e-13,6.9488263308189433e-13,3.7848236382509949e-13,7.3541816737583072e-13,8.3535794745460268e-14,7.2889090402728281e-15,2.2538480387694505e-14,1.8997126531838228e-14,3.5724626112958815e-15,2.8996872542047766e-15,7.17631171934612e-15,3.3703509175655846e-15,9.3116153914950331e-15,1.26676919127735e-15,7.7578518400222369e-17,3.9824996312084777e-15,7.4686181507919863e-18,1.0020138249780919e-15,6.022587526293496e-16,1.0020138249780919e-15,1.5423513441158878e-14,3.1928655943345719e-15,1.8165738186711649e-15,5.7143273465292404e-15
7.130316700000002e-08,0.32391606221337665,89.099999999999994,0.0,0.0,0.0,0.99999999998972444,10.999999999993095,3.4727853646744667e-12,3.476195528214973e-13,3.1989912628392057e-12,2.8999963893046376e-12,3.1229843829789824e-12,2.1440970364621178e-13,4.9884822866258957e-13,2.6973038743000473e-14,1.9875265529765874e-14,8.8196681221405744e-15,1.0109930828619204e-13,9.9160917833720079e-13,8.5789059547088371e-14,3.6430494082238353e-14,1.3780446493966492e-12,1.0375378109671422e-12,9.6335520189444424e-13,2.241804907196661e-13,8.0914334053899011e-13,4.7387203550181239e-13,9.1793208867074845e-13,9.7146492186055478e-14,9.6881884317593007e-15,2.8608320824444758e-14,2.6888333929856807e-14,4.5194933484181893e-15,3.8679130628623893e-15,1.0163648938323725e-14,4.2823484869849185e-15,1.2608360860726687e-14,1.4928002276168065e-15,8.4591168925414916e-17,4.9422694507022549e-15,1.0589335360036117e-17,1.521200629043106e-15,9.8052437603524505e-16,1.521200629043106e-15,1.9514213852100447e-14,4.5381607685455229e-15,2.3770488699413321e-15,6.2227765323049809e-15
7.969177500000003e-08,0.32391606221337654,89.099999999999994,0.0,0.0,0.0,0.99999999998851441,10.999999999991747,3.7844650161643866e-12,3.9586942256361491e-13,3.4572256614833931e-12,3.1167070979157948e-12,3.3764219286180381e-12,2.1710417188366239e-13,5.1715673582777232e-13,2.9703260241067823e-14,2.1804491398970153e-14,9.5647135913215969e-15,1.1400905099687054e-13,1.1586645895810207e-12,9.6701509501710885e-14,4.0638445629198437e-14,1.6694401791862208e-12,1.2711380057914784e-12,1.17153465845081e-12,2.4786337308145731e-13,9.2281655736027422e-13,5.7750296190280024e-13,1.1147797260609343e-12,1.1086890252862122e-13,1.2451701357326028e-14,3.5344177413862889e-14,3.6404608535872271e-14,5.5447387897791431e-15,4.9859623230932173e-15,1.3766138594995678e-14,5.2835326114581577e-15,1.6373295038381958e-14,1.7246594858617493e-15,9.1100768667791413e-17,5.9513117417708047e-15,1.4355114383165609e-17,2.2010391755647342e-15,1.5038461873230203e-15,2.2010391755647342e-15,2.4031290855903695e-14,6.1886459589329347e-15,2.9990006545603839e-15,6.7057979991459616e-15
8.808038300000003e-08,0.3239160622133764,89.099999999999994,0.0,0.0,0.0,0.99999999998730404,10.999999999990326,4.079802032575207e-12,4.4566082174121849e-13,3.6971172727914116e-12,3.3159435107221244e-12,3.6120490888285854e-12,2.1970914574332215e-13,5.336301915276434e-13,3.2458072140448469e-14,2.3754146243777913e-14,1.0309707584660224e-14,1.2702718358461209e-13,1.3290741496745653e-12,1.077120245447191e-13,4.4840259863735927e-14,1.9790057964224011e-12,1.523294017293324e-12,1.3937843385334838e-12,2.7137658499319553e-13,1.0358365068356045e-12,6.8881611784606614e-13,1.3246275493586846e-12,1.2469537399507327e-13,1.5577857960675403e-14,4.2735514595384731e-14,4.7585062372731762e-14,6.6402197370564441e-15,6.2532013999972623e-15,1.7997677787597343e-14,6.370056773956239e-15,2.058748404670366e-14,1.9615246166972933e-15,9.7150065223847083e-17,7.0011718849418505e-15,1.8780727543990328e-17,3.0645850836243324e-15,2.1997802556610177e-15,3.0645850836243324e-15,2.8961639976032827e-14,8.1651093190022093e-15,3.6770010384800711e-15,7.1693963867515236e-15
9.646899100000004e-08,0.32391606221337593,89.099999999999994,0.0,0.0,0.0,0.99999999998609335,10.999999999988837,4.3597739102598381e-12,4.9700113929419862e-13,3.9201171888352469e-12,3.4994845600127908e-12,3.8312589301452938e-12,2.2227718427134908e-13,5.4877599518824022e-13,3.5237249435314046e-14,2.5724080618520533e-14,1.105574705963068e-14,1.4015801833851228e-13,1.5022093798928767e-12,1.1882732269725865e-13,4.9045189136651785e-14,2.3048840334366429e-12,1.7928338263643283e-12,1.6288041009695088e-12,2.9473852013170511e-13,1.1481626629566206e-12,8.0729963891766438e-13,1.5462659486813436e-12,1.3862012665577723e-13,1.9062583780864164e-14,5.0772817040642895e-14,6.0449623650586345e-14,7.7987528638086152e-15,7.6678653644775758e-15,2.286465818250104e-14,7.5381832323956625e-15,2.523260526372374e-14,2.2028024153501889e-15,1.0277803717123639e-16,8.0851694825753584e-15,2.387304221006839e-17,4.1346968302087741e-15,3.0963162325247774e-15,4.1346968302087741e-15,3.4293133932437959e-14,1.0486222994535727e-14,4.4060213047578003e-15,7.618421889028734e-15
9.999999999999998e-08,0.32391606221337527,89.099999999999994,0.0,0.0,0.0,0.99999999998558364,10.999999999988191,4.4732516878685157e-12,5.190771317362782e-13,4.0092591478566811e-12,3.572439713240585e-12,3.9189346625500852e-12,2.2335379805556066e-13,5.5484596924049558e-13,3.6414543427864563e-14,2.655948136829145e-14,1.1370387375312227e-14,1.4571968003650767e-13,1.5757837645315478e-12,1.2353872418690445e-13,5.0817902914749377e-14,2.4465246472404199e-12,1.9112213942195573e-12,1.7312579931195152e-12,3.0452913104762986e-13,1.1952343064513815e-12,8.5920252685031837e-13,1.6428173005645224e-12,1.4450994885663834e-13,2.0635232775810203e-14,5.434703020826048e-14,6.6369806177372379e-14,8.3036858855083244e-15,8.3068079097240361e-15,2.5103578277119595e-14,8.0534269484078351e-15,2.7312408258845863e-14,2.3055641449408902e-15,1.0502971460864387e-16,8.5503557286710829e-15,2.6216205572064823e-17,4.6523563132502809e-15,3.5404677285829306e-15,4.6523563132502809e-15,3.6654536239390719e-14,1.1570429926161835e-14,4.7270117887360554e-15,7.8040453498211679e-15
