Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450)
1.6777215e-08,0.18983857302323273,89.099999999999994,0.0,0.0,0.0,0.99999999999987921,10.999999999999947,4.2922436123321923e-14,1.3289270859782399e-14,4.2667127473740864e-14,3.9441429717986469e-14,4.1499175865383641e-14,8.2966117076365311e-15,8.5644172348031644e-15,9.7547738525120457e-16,7.9621082595576536e-16,3.98091095175814e-16,4.8692096407804692e-15,5.4002539928059429e-15,4.1059793510477957e-15,2.052955024597054e-15,6.8762153269096133e-15,4.8287396176911742e-15,4.7780443362238189e-15,1.0503112650788156e-15,3.4288187586175617e-15,5.2365523359801134e-16,4.6293788214693423e-15,1.0466698859221367e-15,8.4689651616557651e-18,4.7364910178283247e-17,1.924370914517319e-17,8.1109099531698951e-18,3.3836698926463873e-18,7.6568906668102333e-18,1.6518221849662878e-18,3.6080018720287054e-18
2.0971519e-08,0.18983857302323273,89.099999999999994,0.0,0.0,0.0,0.99999999999984901,10.999999999999924,5.234645583315152e-14,1.6635672897648969e-14,5.1963279440114823e-14,4.7492406695306814e-14,5.0546816984728406e-14,9.2917754418271546e-15,9.6548178602308023e-15,1.0271166911386888e-15,8.319689196102598e-16,4.1596343913576918e-16,6.2782572456899055e-15,7.8264560647014616e-15,5.2958169029296786e-15,2.6478442708577037e-15,1.0413795945825117e-14,7.3763238268230394e-15,7.2889192548735703e-15,1.2640819706047848e-15,5.1986881331799098e-15,7.9578861151929642e-16,7.0571192222324037e-15,1.5116330969925024e-15,1.376442870054592e-17,7.12159759189639e-17,3.7904443208592975e-17,1.3650581433424088e-17,5.5240497435027952e-18,1.5144210182363799e-17,2.709036846649508e-18,7.2810365400876817e-18
2.5165823e-08,0.18983857302323282,89.099999999999994,0.0,0.0,0.0,0.99999999999981881,10.999999999999897,6.1292091675904233e-14,1.9991020039008192e-14,6.0760545314341224e-14,5.4918422286356699e-14,5.9110176984309039e-14,1.0037767237348628e-14,1.0495408126155208e-14,1.0816081648328589e-15,8.7012947094868866e-16,4.3503657803793943e-16,7.6843302856177798e-15,1.0511295415081763e-14,6.4832735841071643e-15,3.2415327375451666e-15,1.457991245590772e-14,1.0414424332999932e-14,1.0277128297640273e-14,1.4509885837256088e-15,7.1935372965809863e-15,1.1182205020183181e-15,9.9431415111761985e-15,2.0235974999113175e-15,2.0391219846863713e-17,9.9293683421793284e-17,6.5714483815147504e-17,2.0670433242240533e-17,8.2146146663309883e-18,2.634767171977827e-17,3.9868744493318408e-18,1.2734394180146767e-17
3.3554431e-08,0.18983857302323282,89.099999999999994,0.0,0.0,0.0,0.9999999999997583,10.999999999999844,7.783611792152941e-14,2.6727196736493983e-14,7.6955103350802594e-14,6.8070912214875266e-14,7.4876695921106192e-14,1.0984748244988783e-14,1.1621893420949118e-14,1.1940482706053169e-15,9.4940369410833428e-16,4.7465832971158793e-16,1.0492647223682816e-14,1.6459751080950707e-14,8.8552985310374677e-15,4.4274342431296994e-15,2.4622431624389602e-14,1.7871581887893787e-14,1.7589632264994178e-14,1.7668983342102184e-15,1.1671966610753499e-14,1.9030504476493357e-15,1.6993355153550148e-14,3.1503607565420957e-15,3.7650499813400871e-17,1.6724564166929639e-16,1.5473604516406159e-16,3.8860925525826661e-17,1.5263760861883998e-17,6.2404185739601558e-17,7.1122534910607044e-18,2.9743372944172046e-17
4.1943039e-08,0.18983857302323273,89.099999999999994,0.0,0.0,0.0,0.9999999999996978,10.999999999999778,9.2738250737409419e-14,3.3495002184210539e-14,9.1452494931089658e-14,7.9258706416670601e-14,8.8992374718963534e-14,1.1512117944625308e-14,1.2306077413917112e-14,1.3103129608313411e-15,1.032016202119295e-15,5.1594800657854025e-16,1.3296642764961792e-14,2.2878492793062709e-14,1.1224071483456317e-14,5.6116678849920084e-15,3.6643990378653863e-14,2.701087224768319e-14,2.6515483664776549e-14,2.037687538892021e-15,1.6522021614831917e-14,2.8557427925677072e-15,2.5578399456323792e-14,4.3563677666530516e-15,6.0270503915512348e-17,2.4942973013529619e-16,2.9860778111955326e-16,6.2025414413751615e-17,2.4568368351293113e-17,1.2102485942733797e-16,1.0859780212076593e-17,5.6030332080510121e-17
5.033164700000001e-08,0.1898385730232328,89.099999999999994,0.0,0.0,0.0,0.99999999999963729,10.999999999999709,1.0617466950788887e-13,4.0291832042577432e-14,1.0444497860838063e-13,8.8807656499745095e-14,1.0164284636744982e-13,1.1847743931009845e-14,1.2774360079257139e-14,1.4257402586000383e-15,1.1139596673801568e-15,5.5690182050683012e-16,1.6100974788873243e-14,2.9536657850817147e-14,1.3593599470050035e-14,6.796237451075091e-15,5.0318690384221415e-14,3.7650775086037722e-14,3.6864044251793437e-14,2.2884374209586725e-15,2.1534668146529086e-14,3.9560238762854994e-15,3.5506314181853826e-14,5.5986693511402961e-15,8.8259603312905214e-17,3.4429630171029306e-16,5.0866660086647857e-16,8.9387403173081093e-17,3.6160889648709915e-17,2.0709331591131346e-16,1.5121633037503824e-17,9.2418828493805768e-17
5.872025500000001e-08,0.18983857302323273,89.099999999999994,0.0,0.0,0.0,0.99999999999957678,10.999999999999631,1.1829908545550115e-13,4.711550753964966e-14,1.1609890474480094e-13,9.6979563489812802e-14,1.1298963762565624e-13,1.2074896945062816e-14,1.3116003457050569e-14,1.540633468053617e-15,1.1954480939051452e-15,5.9762664801859659e-16,1.8905340548843132e-14,3.634139409139935e-14,1.5963668308856896e-14,7.9810360647536513e-15,6.5384447930660618e-14,4.9632961492584094e-14,4.847046087669851e-14,2.5276375840513193e-15,2.6634242686287069e-14,5.1873697334199366e-15,4.6611380830305929e-14,6.8615690118452452e-15,1.2160885653688303e-16,4.5066057878258282e-16,7.9422197421564157e-16,1.2023564036358659e-16,5.0066648868041656e-17,3.2474336418687384e-16,1.9857135007947997e-17,1.3916421796953739e-16
6.710886300000001e-08,0.1898385730232327,89.099999999999994,0.0,0.0,0.0,0.99999999999951628,10.999999999999551,1.2924200667063708e-13,5.3964258063040962e-14,1.2655427355597484e-13,1.0397786886311407e-13,1.2316909044957076e-13,1.2211679276577353e-14,1.3355236689112734e-14,1.6552932026327059e-15,1.2767527524913239e-15,6.3825815818586306e-16,2.1709439922053919e-14,4.326567806810068e-14,1.8334006639591257e-14,9.1659280569154748e-15,8.1637254680573952e-14,6.2823042389289325e-14,6.1196081131575296e-14,2.7570772922191366e-15,3.1804412858332807e-14,6.5364374057582979e-15,5.8754578465226173e-14,8.1416511124626816e-15,1.6029347306354621e-16,5.6763051071539885e-16,1.1626291439545359e-15,1.5403483271858648e-16,6.6303658102298513e-17,4.7737018624092235e-16,2.5056128027924772e-17,1.9626830150513016e-16
7.549747100000002e-08,0.1898385730232327,89.099999999999994,0.0,0.0,0.0,0.99999999999945577,10.999999999999462,1.3911560784659228e-13,6.0836614618615445e-14,1.359305014468154e-13,1.0996510090585044e-13,1.3229743895577998e-13,1.227820745591735e-14,1.351451075583195e-14,1.7700469194418957e-15,1.3581548563064798e-15,6.7893698754107894e-16,2.451294594965409e-14,5.0284823026335015e-14,2.0704333148560853e-14,1.0350772790979571e-14,9.8913831909746609e-14,7.710553828593481e-14,7.4922710985679684e-14,2.9787355496952886e-15,3.7027026901464924e-14,7.9919559990950083e-15,7.1817784323315802e-14,9.4351206170472953e-15,2.0427794954619069e-16,6.9448882749692333e-16,1.6197483972313004e-15,1.9039712229730231e-16,8.4884604546519778e-17,6.6780015712306056e-16,3.0707306143268742e-17,2.6374353763226893e-16
8.388607900000002e-08,0.18983857302323262,89.099999999999994,0.0,0.0,0.0,0.99999999999939526,10.999999999999369,1.4802447348807244e-13,6.7731224169672204e-14,1.4433856531730416e-13,1.1508905708354775e-13,1.4048255316616696e-13,1.2310171046954868e-14,1.3630000714585897e-14,1.8848770760026155e-15,1.4396418257654545e-15,7.1965684975265929e-16,2.7315876321122418e-14,5.7360619600961915e-14,2.3074660310435011e-14,1.1535576553225807e-14,1.1706560675053347e-13,9.2372796048608211e-14,8.954054647028288e-14,3.1963161059516271e-15,4.2269630195641572e-14,9.5433792782805012e-15,8.5691478249747857e-14,1.0735247556710984e-14,2.535217789451738e-16,8.3057202286813667e-16,2.1708138507321658e-15,2.2897117511350198e-16,1.058198468999567e-16,8.9862457059555484e-16,3.6792299675895007e-17,3.4166417894160155e-16
9.227468700000003e-08,0.18983857302323254,89.099999999999994,0.0,0.0,0.0,0.99999999999933475,10.999999999999277,1.5606980879508702e-13,7.4646783012867061e-14,1.5188568697648169e-13,1.1949147339917489e-13,1.4782866964342027e-13,1.233970428916477e-14,1.3735360712990265e-14,1.9996898994904341e-15,1.5211334508514857e-15,7.6037763790282134e-16,3.0118324884153088e-14,6.4457462436785038e-14,2.5445068223763503e-14,1.2720379450515915e-14,1.3595010161417786e-13,1.0852064630859809e-13,1.0494352554527618e-13,3.4131777276149808e-15,4.7502985255416152e-14,1.1180546317814472e-14,1.0026999020159775e-13,1.203597185298742e-14,3.0798090285543076e-16,9.7524513150665068e-16,2.8207428300846219e-15,2.69392428748377e-16,1.2911839736414122e-16,1.1723216653270684e-15,4.3294176473902271e-17,4.3009017309453145e-16
9.999999999999998e-08,0.18983857302323243,89.099999999999994,0.0,0.0,0.0,0.99999999999927902,10.999999999999188,1.6279181016601389e-13,8.1033101125718389e-14,1.5815506146787411e-13,1.230063041047128e-13,1.5393023507359403e-13,1.2370900174673315e-14,1.3831254937872697e-14,2.1053856080839248e-15,1.5961658736200993e-15,7.9786956405959523e-16,3.2698778639219975e-14,7.1002580147497151e-14,2.7628136820717462e-14,1.3811507971400294e-14,1.5389005143400235e-13,1.240917216048821e-13,1.1974345783154667e-13,3.612902537500063e-15,5.2308805992455253e-14,1.2756689449160165e-14,1.1424017201346523e-13,1.323321278420475e-14,3.6270163636489272e-16,1.115643962483553e-15,3.5100748710484077e-15,3.0799743470110331e-16,1.5266942782997078e-16,1.4640971822566969e-15,4.9645727163092251e-17,5.2078425575071512e-16
1.0905190300000003e-07,0.18983857302323243,89.099999999999994,0.0,0.0,0.0,0.99999999999921374,10.99999999999908,1.6991233648612127e-13,8.8536550159902721e-14,1.6475604733382635e-13,1.2656044821267257e-13,1.6035365464922985e-13,1.2392516632975767e-14,1.3924991601967116e-14,2.2292280185360395e-15,1.6841022723892373e-15,8.4180779902508563e-16,3.5721812836868109e-14,7.8699068652390429e-14,3.0186154250364187e-14,1.5089996842994051e-14,1.7548514752554778e-13,1.4310577187265842e-13,1.3775024459261632e-13,3.8448761703072015e-15,5.7941276929752221e-14,1.4679386958884794e-14,1.3118977135777865e-13,1.4638999676727374e-14,4.3232529990201965e-16,1.2884967184592601e-15,4.4316010065603948e-15,3.5467352142655438e-16,1.8282112018230741e-16,1.856256156650808e-15,5.7537852680849184e-17,6.3820164080918531e-16
1.2415139740000003e-07,0.18983857302323226,89.099999999999994,0.0,0.0,0.0,0.99999999999910483,10.999999999998892,1.8021766992983386e-13,1.0109932569412274e-13,1.7423056366010917e-13,1.3142148004850558e-13,1.6957084683107429e-13,1.2440287856613051e-14,1.40866794851828e-14,2.4357024634656415e-15,1.830746383831691e-15,9.1507624899875935e-16,4.0763356598655834e-14,9.1549475369440158e-14,3.4453450466395953e-14,1.7222671399250737e-14,2.1259755629046342e-13,1.764206403685716e-13,1.691362351552323e-13,4.2318761064483553e-15,6.7297012057693761e-14,1.8045759402372379e-14,1.6061166081414306e-13,1.6982112553568754e-14,5.614832415359759e-16,1.5955892290620311e-15,6.2508405162755434e-15,4.3524508473811866e-16,2.3925714245172895e-16,2.63646537450271e-15,7.1753321218160811e-17,8.6081273304375382e-16
1.3925089180000002e-07,0.1898385730232321,89.099999999999994,0.0,0.0,0.0,0.99999999999899591,10.999999999998701,1.8885234065928716e-13,1.1371666292948179e-13,1.8208617685014996e-13,1.3523662166202114e-13,1.7721001551495279e-13,1.248192895096412e-14,1.4236561445811146e-14,2.6421347916398329e-15,1.9774172141182927e-15,9.883535443841167e-16,4.5803328129107839e-14,1.0442918676500803e-13,3.8720994941667165e-14,1.9355337306800147e-14,2.507790007158353e-13,2.1142921570541518e-13,2.0191090912272452e-13,4.6167670004541007e-15,7.6622290825091151e-14,2.1584566777567881e-14,1.9117818784458468e-13,1.9326765265598855e-14,7.0656138386857313e-16,1.9248811408996221e-15,8.4299513941503607e-15,5.1849360009697271e-16,3.0334839575309872e-16,3.5800490327589799e-15,8.7279093547023218e-17,1.1164658325691353e-15
1.5435038620000002e-07,0.18983857302323195,89.099999999999994,0.0,0.0,0.0,0.999999999998887,10.999999999998504,1.9610487916874639e-13,1.2638545630002373e-13,1.8861548881701091e-13,1.3826464240455599e-13,1.8355605846090716e-13,1.2518723404977912e-14,1.4376499581385306e-14,2.8485238763000184e-15,2.1241153275207399e-15,1.0616399789257803e-15,5.0841729609408143e-14,1.1733273494433329e-13,4.2988786465898195e-14,2.1487994271572006e-14,2.8976611580048777e-13,2.4783494830167511e-13,2.3578659122060977e-13,4.9996995314617771e-15,8.5916342041435762e-14,2.5270257943264868e-14,2.2261048849391186e-13,2.1672691524349406e-14,8.6712248587284986e-16,2.2752325197275973e-15,1.0973322696129669e-14,6.0377530588131676e-16,3.7505412198175413e-16,4.6920852996095724e-15,1.0410013741074229e-16,1.4047990679028141e-15
1.694498806e-07,0.18983857302323182,89.099999999999994,0.0,0.0,0.0,0.99999999999877809,10.999999999998304,2.022134484697658e-13,1.3910322645028339e-13,1.9405747622068999e-13,1.4069882796180192e-13,1.8884159430911032e-13,1.2554828181831835e-14,1.4511474358671112e-14,3.0548359057274853e-15,2.270810915384149e-15,1.1349206569454347e-15,5.5878595883097861e-14,1.3025243672151376e-13,4.7256854196904267e-14,2.3620657188915175e-14,3.2936151234929812e-13,2.853931386879233e-13,2.705289116882194e-13,5.3811303356906326e-15,9.5175763122296113e-14,2.9082156906828904e-14,2.546837748374489e-13,2.4019083852483351e-14,1.0427104805431353e-15,2.6457846883392826e-15,1.3881720316727692e-14,6.9058874691824237e-16,4.5431938141031711e-16,5.9761639469859768e-15,1.2220021528464599e-16,1.7254659808284173e-15
1.84549375e-07,0.18983857302323162,89.099999999999994,0.0,0.0,0.0,0.99999999999866918,10.999999999998096,2.0737683730684233e-13,1.5186795386682835e-13,1.9860977892478702e-13,1.4268825520636237e-13,1.9325899429867495e-13,1.2592429660850573e-14,1.4645073183163039e-14,3.2610797020126056e-15,2.4175106519577366e-15,1.2081989260692552e-15,6.0913919197376984e-14,1.4318261398175146e-13,5.1525190811478542e-14,2.5753322710875128e-14,3.6941250332450398e-13,3.2389960031477245e-13,3.0594458292756648e-13,5.7612981264436726e-15,1.0439895658423551e-13,3.3003292897926516e-14,2.8721479815685983e-13,2.6365506452110855e-14,1.2328588873059926e-15,3.0358718992225735e-15,1.7153235029370282e-14,7.7854172514557088e-16,5.4107861485911739e-16,7.434735214337262e-15,1.4156414343455276e-16,2.0781161551115247e-15
2.147483638e-07,0.18983857302323126,89.099999999999994,0.0,0.0,0.0,0.99999999999845135,10.999999999997677,2.1551104033541141e-13,1.7753191938062581e-13,2.0567807442807391e-13,1.4577238328656353e-13,2.0010529284973157e-13,1.2670197024414128e-14,1.4909829441578273e-14,3.6733861067292362e-15,2.7109446373042447e-15,1.3547593152059742e-15,7.0979917688789646e-14,1.6906652080643274e-13,6.0062646039761684e-14,3.0018650489761495e-14,4.5042935163914064e-13,4.0309711396955686e-13,3.7817960792017619e-13,6.5177022970077052e-15,1.2273996442704875e-13,4.1119411169802106e-14,3.5307486115023325e-13,3.1058711728613024e-14,1.654955879370657e-15,3.8726762388824116e-15,2.4768472863255681e-14,9.5674079316102037e-16,7.3677850929401592e-16,1.0880865915243534e-14,1.8402846753093095e-16,2.8779421397620405e-15
