Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394)
6.167386204168529e-08,0.2795626292649557,89.099999999999994,0.0,0.0,0.0,0.99999999863496003,10.999999999123496,5.2035212174446332e-10,2.9627176360555534e-11,3.6333535959536177e-10,4.025635724354613e-10,3.5416170320080776e-10,2.4918740842886074e-11,1.1315207478222177e-10,2.0926432439484291e-12,1.7621315586342647e-12,8.0436630664576717e-13,1.8973557200041771e-12,1.8328287919154892e-10,1.9148667355482181e-12,8.6262685951602958e-13,1.8183716280522493e-10,1.491773772459376e-10,1.1335999752294041e-10,7.8226399658262531e-11,7.0026480968979196e-11,3.0029035676600143e-10,1.0752043185751076e-10,1.0213505442976143e-11,4.2637536939798946e-12,2.621601273651592e-11,3.6050592544467646e-12,1.4360534224733678e-12,1.7157251696479098e-12,1.3824997395985839e-12,2.7000100514556896e-12,2.350054632162905e-12,9.0783195764458627e-14,4.4620994701053089e-14,8.034938823746444e-14,2.0970129339909203e-15,1.3210265268712541e-12,4.232249756399137e-13,1.3210265268712541e-12
6.440233073038787e-08,0.2795626292650239,89.099999999999994,0.0,0.0,0.0,0.99999999857457023,10.999999999061609,5.4051089592133815e-10,3.1965020017073261e-11,3.7277978219237545e-10,4.1548888613379168e-10,3.6338259883003522e-10,2.534935370974993e-11,1.1727622769990213e-10,2.1728734990734626e-12,1.8372365901564639e-12,8.3795136910254056e-13,1.9744211880438109e-12,1.9530730819393768e-10,2.0018585258911563e-12,9.0149300590832942e-13,1.953207100740546e-10,1.613429324882411e-10,1.2140554617404945e-10,8.1340159763871461e-11,7.300790145608932e-11,3.2386690773860947e-10,1.1521128136777438e-10,1.0773141640163039e-11,4.6470865274936246e-12,2.8571921326464395e-11,3.9509062289010642e-12,1.5474742753458751e-12,1.8759992999518104e-12,1.5199316073124562e-12,2.8729139755734086e-12,2.5120472027012512e-12,9.5355988168344356e-14,4.6150170048833278e-14,8.4647245331532296e-14,2.3058684880025399e-15,1.5181475556360558e-12,4.8998059076428929e-13,1.5181475556360558e-12
6.713079941909045e-08,0.27956262926509096,89.099999999999994,0.0,0.0,0.0,0.99999999851418042,10.99999999899849,5.6044327480158252e-10,3.4398269959350072e-11,3.8187503455982921e-10,4.2814893887731294e-10,3.7226473472916025e-10,2.5775177657632082e-11,1.2141531249311252e-10,2.2523695975775707e-12,1.9122910718719147e-12,8.715359407605399e-13,2.0507774151942145e-12,2.0752517100203149e-10,2.0887965309481784e-12,9.4035887319962726e-13,2.0907711131328415e-10,1.7387386645213569e-10,1.2957371021533774e-10,8.4418295536533148e-11,7.5955469466313484e-11,3.4810244994576391e-10,1.2303408388572111e-10,1.1337895670947611e-11,5.0418531027893384e-12,3.1022862084736502e-11,4.3082271960159808e-12,1.6613192673685965e-12,2.0414737532934813e-12,1.6623088455514277e-12,3.0458553776116635e-12,2.6743663521045142e-12,9.9929130303614263e-14,4.7653861042055175e-14,8.8945655195194779e-14,2.5222614092903792e-15,1.7331535465975072e-12,5.6318668752984348e-13,1.7331535465975072e-12
6.985926810779304e-08,0.27956262926515685,89.099999999999994,0.0,0.0,0.0,0.99999999845379062,10.999999998934197,5.8015295803183784e-10,3.6927686237847937e-11,3.9063873706457406e-10,4.4055628927998931e-10,3.8082549837915291e-10,2.6196310866037418e-11,1.2557081582804339e-10,2.3311417725407318e-12,1.9872922872493794e-12,9.0512018324174852e-13,2.1264342921522204e-12,2.1993076323074422e-10,2.1756774835509154e-12,9.7922455432680058e-13,2.230904485824736e-10,1.8675883843771875e-10,1.3785372166568331e-10,8.7461499148990861e-11,7.8869809427978797e-11,3.7297908532139539e-10,1.3097971893629897e-10,1.190758135261288e-11,5.4473977379534439e-12,3.3568121833603555e-11,4.6763841469830989e-12,1.7774479124056104e-12,2.2118458279117482e-12,1.8093571899477975e-12,3.2186217813739082e-12,2.8367767865029724e-12,1.0450251817016998e-13,4.9133051210547033e-14,9.3244454742922046e-14,2.745774237946532e-15,1.9665987778397969e-12,6.4306554734013981e-13,1.9665987778397969e-12
7.258773679649562e-08,0.2795626292652217,89.099999999999994,0.0,0.0,0.0,0.99999999839340081,10.999999998868784,5.9964376477934371e-10,3.9553991947987587e-11,3.990875695633496e-10,4.5272285104313596e-10,3.8908135499439668e-10,2.6612844255956971e-11,1.2974394205923218e-10,2.4092000769322825e-12,2.0622375609148333e-12,9.3870420247072107e-13,2.2014015720193451e-12,2.3251886208036224e-10,2.2624981962005493e-12,1.0180901166542028e-12,2.3734561364914982e-10,1.9998677312322335e-10,1.4623543227973465e-10,9.0470425909651274e-11,8.175151487414366e-11,3.9847981423337537e-10,1.3903958270991002e-10,1.2482017254652287e-11,5.8630885435527142e-12,3.6206997707178124e-11,5.0547597314399791e-12,1.89572687337663e-12,2.3868193341133636e-12,1.960806773670998e-12,3.3910271027393616e-12,2.9990720561422854e-12,1.0907608010147245e-13,5.0588682644406286e-14,9.7543529918986196e-14,2.9759961432766329e-15,2.2190046419208369e-12,7.2982688501757338e-13,2.2190046419208369e-12
7.804467417390078e-08,0.27956262926534864,89.099999999999994,0.0,0.0,0.0,0.99999999827262132,10.999999998734781,6.3798451359511578e-10,4.5099986114498951e-11,4.1510293576899165e-10,4.7637822712882356e-10,4.0473988227751559e-10,2.7432454140421946e-11,1.3814676130676703e-10,2.563214536413889e-12,2.2119498533017564e-12,1.0058718310125599e-12,2.3493055461326819e-12,2.5822374453169981e-10,2.4359464717588215e-12,1.0958210439736012e-12,2.6652480158978541e-10,2.2742854925656255e-10,1.6326625480628801e-10,9.6387900359132695e-11,8.7419253561361452e-11,4.5128976816871581e-10,1.5546998159862527e-10,1.3644436098755248e-11,6.7225027148345182e-12,4.1762834911716766e-11,5.8398062100340116e-12,2.1382360020155404e-12,2.7494235127381689e-12,2.2758582534687296e-12,3.734125405525084e-12,3.3226172983493969e-12,1.1822354584561432e-13,5.3432845189641453e-14,1.0614221930716219e-13,3.4549663158976382e-15,2.782624359276229e-12,9.2477455864518902e-13,2.782624359276229e-12
8.350161155130595e-08,0.27956262926547243,89.099999999999994,0.0,0.0,0.0,0.99999999815184182,10.999999998596845,6.7549777541648989e-10,5.1041341416363724e-11,4.300376184596895e-10,4.9919866582492276e-10,4.1935539570861911e-10,2.8234654493176417e-11,1.466295956200141e-10,2.7144903257091166e-12,2.3614075661957638e-12,1.073039151288046e-12,2.4945642809929101e-12,2.8460545487796634e-10,2.6091171767237479e-12,1.1735518832221919e-12,2.9650848180353254e-10,2.5611585484175423e-10,1.805961132947213e-10,1.0217533349820396e-10,9.2962900742932501e-11,5.0641252985801043e-10,1.7226563016148818e-10,1.4823786618225004e-11,7.6155327478153901e-12,4.7684937734475306e-11,6.6588754927788068e-12,2.3879094814058003e-12,3.1270787898331822e-12,2.6054304084307568e-12,4.074084036181434e-12,3.6438124329124303e-12,1.2737128076113737e-13,5.6193134593778067e-14,1.1474131962343725e-13,3.9560762681132317e-15,3.4275575002020875e-12,1.1494658694395025e-12,3.4275575002020875e-12
8.895854892871111e-08,0.2795626292655937,89.099999999999994,0.0,0.0,0.0,0.99999999803106232,10.999999998455309,7.1221663688882645e-10,5.7382628748783748e-11,4.4399603403178544e-10,5.2125936327279392e-10,4.3303111285754101e-10,2.9020030436586604e-11,1.5519633813912008e-10,2.8631024449671335e-12,2.5105912262543112e-12,1.1402063432182537e-12,2.6372503108727783e-12,3.1163414477162163e-10,2.7819870269618117e-12,1.2512827100529768e-12,3.2720096673055177e-10,2.8596949531761215e-10,1.9816282331333444e-10,1.0783693556581578e-10,9.8386331259052253e-11,5.6373987782418747e-10,1.8937332793106398e-10,1.6018766873332846e-11,8.5380076785785479e-12,5.3968005294676851e-11,7.5078443957898976e-12,2.6439028923079874e-12,3.5177246619647014e-12,2.9476133001144297e-12,4.4100983806296929e-12,3.9617537409317105e-12,1.3651914599341663e-13,5.8875787343362026e-14,1.2334061814676388e-13,4.4764170273201141e-15,4.1568797158032381e-12,1.4051545506677235e-12,4.1568797158032381e-12
9.441548630611628e-08,0.27956262926571285,89.099999999999994,0.0,0.0,0.0,0.99999999791028282,10.999999998310466,7.4817460205049319e-10,6.4127937287354293e-11,4.5707179019784435e-10,5.4262793979631209e-10,4.4585961559750315e-10,2.9789106351504671e-11,1.6384957928449143e-10,3.0091235224766658e-12,2.6594821654279923e-12,1.2073734830858439e-12,2.7774339347345434e-12,3.392835922201765e-10,2.9545336787419927e-12,1.3290135305873284e-12,3.5851602685716952e-10,3.169143347740013e-10,2.1591122989381377e-10,1.1337658594172433e-10,1.0369314155027805e-10,6.231739578280703e-10,2.0674560077582772e-10,1.7228134548061941e-11,9.4861330941217345e-12,6.0606860964635317e-11,8.3829496031211618e-12,2.9054553287331862e-12,3.9194542304481745e-12,3.3006301262236597e-12,4.7415696553181818e-12,4.2757625994465259e-12,1.4566706946973089e-13,6.1486530215424122e-14,1.3194001006315436e-13,5.0132820101080879e-15,4.9732309942999097e-12,1.6929239363660009e-12,4.9732309942999097e-12
9.987242368352145e-08,0.2795626292658306,89.099999999999994,0.0,0.0,0.0,0.99999999778950333,10.999999998162597,7.8340524758575853e-10,7.1280909597142731e-11,4.6934881126834117e-10,5.6336518691281902e-10,4.5792394517395226e-10,3.054236292489525e-11,1.7259101684476698e-10,3.1526238876493236e-12,2.8080624330234405e-12,1.2745405600979988e-12,2.9151832913293086e-12,3.67530558346174e-10,3.1267357577060526e-12,1.4067443324156037e-12,3.9037594893170534e-10,3.4887919101945575e-10,2.3379245284971438e-10,1.1879788553883471e-10,1.0888668941905736e-10,6.8462621519527742e-10,2.243400716691836e-10,1.8450702807885804e-11,1.0456469680181358e-11,6.7596443737155987e-11,9.2807712320596288e-12,3.1718810822725617e-12,4.3305148197836604e-12,3.6628407902518827e-12,5.0680611413764688e-12,4.5853379270387312e-12,1.5481502480044926e-13,6.4030622006360258e-14,1.4053945196957955e-13,5.5641725844306343e-15,5.8788498577420479e-12,2.0136996028129173e-12,5.8788498577420479e-12
9.999999999999998e-08,0.2795626292659473,89.099999999999994,0.0,0.0,0.0,0.9999999977866797,10.999999998159103,7.8422046492710089e-10,7.1453040642176583e-11,4.696269005994215e-10,5.6384289740489731e-10,4.5819746911618779e-10,3.0559787557194685e-11,1.7279644543283846e-10,3.1559491449369604e-12,2.8115321955885843e-12,1.2761108406253561e-12,2.918375113992401e-12,3.6819791288963121e-10,3.1307573362625798e-12,1.4085615801486463e-12,3.9112673247587651e-10,3.4963814038101281e-10,2.3421172270285155e-10,1.1892324046110733e-10,1.0900677889671581e-10,6.8608637175790089e-10,2.2475375273158701e-10,1.8479433571209539e-11,1.0479394931713457e-11,6.7764006833093654e-11,9.3020073234417556e-12,3.1781629674363687e-12,4.3402233074368288e-12,3.6714064009064538e-12,5.0756318210472743e-12,4.5925192220524645e-12,1.5502889276038464e-13,6.4089342105633032e-14,1.4074049652367515e-13,5.5772006012952842e-15,5.9011057394578542e-12,2.0216003437247033e-12,5.9011057394578542e-12
