Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527)
2.687268080452604e-08,0.24946165311595817,89.099999999999994,0.0,0.0,0.0,0.99999999991005195,10.999999999962222,3.4790860714861126e-11,1.60547541251363e-12,3.1708108385718966e-11,3.0465182309242102e-11,3.0828635319505445e-11,3.2341827027249351e-12,7.3537107338194544e-12,2.0854356460741384e-13,1.6024481740657302e-13,7.5143237266619133e-14,3.454500890541344e-13,7.2789101371023032e-12,3.0718257598625352e-13,1.3871005956875225e-13,7.0471304928404242e-12,5.1091760790538086e-12,4.7414720461104178e-12,3.4900705981070216e-12,5.4171914394357548e-12,5.2769799628287732e-12,4.518704164468339e-12,6.8807280907263966e-13,6.6346084172209434e-14,3.2860209838558097e-13,8.1711258102083903e-14,3.5259163173353319e-14,2.7257557573941065e-14,3.1926082136162145e-14,5.2879775256693635e-14,6.7532571090321584e-14,8.0494946435271996e-15,1.3194530759345004e-15,1.1626514331643202e-14,4.1768768359365107e-17,0.0,2.2702023445013477e-15
2.9465258678359004e-08,0.24946165311596652,89.099999999999994,0.0,0.0,0.0,0.99999999990137411,10.999999999955875,3.7802584144793049e-11,1.7972967357030618e-12,3.4172696738954558e-11,3.2832730968706437e-11,3.3227906302250152e-11,3.2880513092099665e-12,7.7395344857118977e-12,2.2557069190345223e-13,1.7314530652627993e-13,8.0696507730359476e-14,3.8086683975771644e-13,8.420574678893358e-12,3.3942672848086364e-13,1.5249226423888083e-13,8.3461002816733934e-12,6.0913881258004726e-12,5.6174494631103371e-12,3.8363326946185358e-12,6.1219999157068964e-12,6.2594260502549601e-12,5.3474718361406081e-12,7.7541618956450595e-13,8.28088306933715e-14,3.9609457444274401e-13,1.0625460130414661e-13,4.256558929678024e-14,3.4370994644252857e-14,4.1876297733292708e-14,6.4184859430024197e-14,8.5685384598190028e-14,9.164618352511295e-15,1.4212631041251599e-15,1.3706163718346909e-14,5.4854996551098125e-17,0.0,3.2991589152763671e-15
3.205783655219197e-08,0.24946165311597412,89.099999999999994,0.0,0.0,0.0,0.99999999989269628,10.999999999949178,4.0758475101621609e-11,1.9958396732682767e-12,3.6549787957717667e-11,3.5119115271061558e-11,3.5541747233872976e-11,3.3379971059403855e-12,8.1015758007643471e-12,2.4254340283780146e-13,1.8604837937817527e-13,8.6216919827678747e-14,4.1616817781118759e-13,9.6034858442317791e-12,3.7167597243110482e-13,1.6620872391006419e-13,9.7334601617340664e-12,7.1505380288296738e-12,6.5532813424599168e-12,4.1801642972118568e-12,6.8254299354063512e-12,7.3130970948991838e-12,6.2316083993296794e-12,8.6373266437960913e-13,1.0130874287831431e-13,4.6971686258383276e-13,1.3467444077996945e-13,5.0447508334237863e-14,4.2461267429689842e-14,5.3521686370081183e-14,7.639022628008384e-14,1.0588512327039996e-13,1.0301248771596255e-14,1.5201514759189305e-15,1.5862951665111702e-14,7.0182415623441356e-17,0.0,4.6316450661649097e-15
3.465041442602494e-08,0.24946165311598126,89.099999999999994,0.0,0.0,0.0,0.99999999988401844,10.999999999942153,4.3659685678079737e-11,2.2011675960630878e-12,3.8842970311194556e-11,3.7328272758573005e-11,3.7773641575033845e-11,3.3853580514407512e-12,8.4437511532402435e-12,2.5946172254107535e-13,1.9895370193338955e-13,9.170985516600726e-14,4.5135492137555008e-13,1.0823132800287949e-11,4.0393031908027888e-13,1.7987042703203283e-13,1.1205015423434574e-11,8.2845601067518812e-12,7.5461041690415352e-12,4.5216481939750402e-12,7.5263505631754366e-12,8.4356412476987865e-12,7.1683579054652671e-12,9.529243289394596e-13,1.218631373195979e-13,5.494286537157313e-13,1.6707359964276162e-13,5.8877591289905558e-14,5.1554026126220849e-14,6.6935957267609089e-14,8.9448919004620465e-14,1.2804340728318476e-13,1.1455816155634286e-14,1.6162360436003956e-15,1.8084078555654602e-14,8.784932598743175e-17,0.0,6.316643879155418e-15
3.7242992299857904e-08,0.24946165311598775,89.099999999999994,0.0,0.0,0.0,0.99999999987534061,10.999999999934815,4.6507359073625178e-11,2.4133455511101065e-12,4.1055682566774088e-11,3.9463943593870405e-11,3.9926939244989231e-11,3.4309274144813382e-12,8.7692991425869044e-12,2.763253508662462e-13,2.118605971384245e-13,9.7179605147759741e-14,4.8642820734888557e-13,1.2075711450539943e-11,4.3619012441612116e-13,1.9348669944364395e-13,1.2756774285497468e-11,9.4914347339556547e-12,8.5931813928510212e-12,4.8608599157283017e-12,8.2241343767602691e-12,9.6248189350246297e-12,8.1551113298272988e-12,1.0429286567542091e-12,1.4447973403686787e-13,6.3519124219058042e-13,2.0352781890805894e-13,6.7829784246140014e-14,6.1670326076505443e-14,8.2182158151932048e-14,1.0331626347012863e-13,1.5206920125976679e-13,1.2625366482899028e-14,1.7096478864887007e-15,2.0358881687029196e-14,1.079398542911135e-16,0.0,8.4051002852795581e-15
3.983557017369087e-08,0.24946165311599358,89.099999999999994,0.0,0.0,0.0,0.99999999986666277,10.999999999927171,4.9302628702041355e-11,2.6324399793664433e-12,4.319122052091652e-11,4.1529681146693051e-11,4.2004856387399625e-11,3.4752229234559481e-12,9.0809116946590245e-12,2.9313448777417791e-13,2.2476887601268908e-13,1.0262994366370247e-13,5.2138867103365685e-13,1.3357991721391857e-11,4.6845525912306877e-13,2.0706513239280834e-13,1.438493725961411e-11,1.0769187769022802e-11,9.6918975249010454e-12,5.1978636072644058e-12,8.9184127258606545e-12,1.0878492169362507e-11,9.1893975259338754e-12,1.1337011550476087e-12,1.6915788414940623e-13,7.269674189730728e-13,2.4408898421029962e-13,7.7279313657459704e-14,7.2827012525695594e-14,9.9313527110348007e-14,1.1794978194697549e-13,1.7787225719545178e-13,1.3807428712765605e-14,1.800495999990388e-15,2.2678467332721117e-14,1.3052508500304335e-16,0.0,1.0949612020464346e-14
4.242814804752384e-08,0.24946165311599888,89.099999999999994,0.0,0.0,0.0,0.99999999985798493,10.999999999919241,5.2046617377356955e-11,2.8585184418423437e-12,4.5252742907859375e-11,4.3528861385324671e-11,4.4010478580368965e-11,3.5185945847540937e-12,9.3808260870785821e-12,3.0988972273578255e-13,2.3767876275877576e-13,1.0806421000489921e-13,5.5623655587045384e-13,1.4667224189687484e-11,5.0072518350740495e-13,2.2061186678650476e-13,1.608588773258881e-11,1.2115889962894295e-11,1.0839752822093271e-11,5.5327150373145531e-12,9.608973247885046e-12,1.2194617959023181e-11,1.0268875200819302e-11,1.2252083997069312e-12,1.9588957131694275e-13,8.2472136222547784e-13,2.8878780121606225e-13,8.7202630934469422e-14,8.5037051870599104e-14,1.1837423804085195e-13,1.3330907489281055e-13,2.0536442530179493e-13,1.4999927204527708e-14,1.8888717508257724e-15,2.5035431185602555e-14,1.556640509381044e-16,0.0,1.4004166401850566e-14
4.5020725921356804e-08,0.2494616531160037,89.099999999999994,0.0,0.0,0.0,0.9999999998493071,10.99999999991104,5.4740436515270329e-11,3.0916493198776882e-12,4.7243277227549627e-11,4.5464692057929214e-11,4.594676492491692e-11,3.5612943260089085e-12,9.6709075960656377e-12,3.2659148977618448e-13,2.5059036167621374e-13,1.1348516063388751e-13,5.9097225499001919e-13,1.6001056115290141e-11,5.3299947993640321e-13,2.341320738240247e-13,1.7856182767236672e-11,1.3529656348921962e-11,1.2034358054614503e-11,5.8654680775331875e-12,1.0295689283751301e-11,1.3571242642371063e-11,1.139132508334687e-11,1.3174235216132244e-12,2.2466035897150575e-13,9.2841851565085045e-13,3.3763634214161255e-13,9.7577323444521462e-14,9.8309851766032477e-14,1.3940012671740718e-13,1.4935564759761504e-13,2.3446050889332707e-13,1.6201123115946826e-14,1.9748896146366673e-15,2.7423584575828355e-14,1.8340469816126867e-16,0.0,1.7623886892162265e-14
4.761330379518977e-08,0.24946165311600813,89.099999999999994,0.0,0.0,0.0,0.99999999984062926,10.999999999902572,5.7385185428563103e-11,3.3319016193130684e-12,4.9165725114415006e-11,4.7340221061195164e-11,4.7816553248977316e-11,3.6034828366082128e-12,9.9527081216102547e-12,3.4323993432751267e-13,2.6350348611681768e-13,1.1889496839641033e-13,6.2559644377410229e-13,1.7357471616405815e-11,5.6527802348056197e-13,2.4763019153193002e-13,1.9692544738803143e-11,1.5008645615634552e-11,1.3273429707283468e-11,6.1961758949496815e-12,1.0978512672467101e-11,1.5006497985104735e-11,1.2554642912287782e-11,1.410325754436549e-12,2.5545018948426527e-13,1.0380255201679473e-12,3.9063018945331551e-13,1.0838203839343234e-13,1.1265154660976103e-13,1.6241933431422898e-13,1.6605278871195804e-13,2.6507820263829513e-13,1.7409575099153362e-14,2.0586593139340548e-15,2.9837758043393233e-14,2.1378474110229393e-16,0.0,2.1864813328594983e-14
5.020588166902274e-08,0.24946165311601196,89.099999999999994,0.0,0.0,0.0,0.99999999983195142,10.999999999893857,5.9981950666465478e-11,3.5793447878217405e-12,5.102286764430138e-11,4.9158344685097151e-11,4.9622564711561752e-11,3.6452572872602164e-12,1.0227521186817604e-11,3.5983518910025911e-13,2.764179087653535e-13,1.2429541927720949e-13,6.6010980584335105e-13,1.873473549073916e-11,5.9756073181924602e-13,2.6110994770119036e-13,2.1591853079715354e-11,1.6551059463849901e-11,1.4554785243655769e-11,6.5248885744589924e-12,1.1657450752576529e-11,1.6498596858907424e-11,1.3756832638863352e-11,1.5038986462015193e-12,2.8823415150525096e-13,1.1535101646952657e-12,4.477504848322709e-13,1.1959643743872871e-13,1.280652774047444e-13,1.874529336504716e-13,1.8336550164917166e-13,2.9713825773017265e-13,1.8624086535486624e-14,2.1402526872201756e-15,3.2273634425045362e-14,2.4683249459926488e-16,0.0,2.6783689580616853e-14
5.539103741668867e-08,0.24946165311601842,89.099999999999994,0.0,0.0,0.0,0.99999999981459575,10.999999999875701,6.5035809225136998e-11,4.0960823480119096e-12,5.4551787581095174e-11,5.2633247773197226e-11,5.305358408621608e-11,3.7277760895280706e-12,1.0760305770117447e-11,3.9286715844251713e-13,3.0225026218322613e-13,1.3507413200816665e-13,7.288062662837742e-13,2.1546025880517211e-11,6.6213780207519026e-13,2.8802605045092135e-13,2.5567566746222852e-11,1.9819178804877587e-11,1.7236096573201625e-11,7.176511835250107e-12,1.3003850565102677e-11,1.964655862999087e-11,1.6270348538295331e-11,1.6930030433237541e-12,3.5966437679510184e-13,1.4019889294120073e-12,5.7423308364880725e-13,1.4317779475101619e-13,1.6210792663245201e-13,2.4361559627579515e-13,2.197058800206714e-13,3.6528452074132986e-13,2.1067459754885943e-14,2.2972823480587668e-15,3.7196766989139894e-14,3.2100183174107514e-16,0.0,3.8884689425901183e-14
6.05761931643546e-08,0.2494616531160232,89.099999999999994,0.0,0.0,0.0,0.99999999979724008,10.999999999856657,6.9910428725060354e-11,4.6424186997581183e-12,5.7850060399980479e-11,5.590982249997505e-11,5.625942372542639e-11,3.8091611434839903e-12,1.1275946483872224e-11,4.2569013028881502e-13,3.2808734250613882e-13,1.4583113076040628e-13,7.9706535396595804e-13,2.4425114113655573e-11,7.2672833716271844e-13,3.1489891866854375e-13,2.9761215679065671e-11,2.332046306529657e-11,2.0062686250599781e-11,7.8206778515470981e-12,1.4335323149770556e-11,2.3002306063325734e-11,1.8917840769878982e-11,1.8846393208976377e-12,4.3867870253529173e-13,1.6736178857430854e-12,7.1670927324615947e-13,1.6817743299416175e-13,2.0041240039001031e-13,3.0793638341417699e-13,2.5812850044523256e-13,4.3833058003290722e-13,2.3525041265857666e-14,2.4465301881291977e-15,4.2170814194148221e-14,4.059792120340729e-16,0.0,5.4388008815562434e-14
6.576134891202054e-08,0.24946165311602655,89.099999999999994,0.0,0.0,0.0,0.99999999977988441,10.999999999836787,7.4613989301317001e-11,5.2189053565822378e-12,6.0936084542868929e-11,5.9006523604268118e-11,5.9258096324102997e-11,3.8896381039136379e-12,1.1779235697642243e-11,4.5830620809454544e-13,3.5392853384637176e-13,1.5657319855128352e-13,8.6489133959237368e-13,2.7364370583496237e-11,7.9133055247383653e-13,3.4174187263116757e-13,3.4152742447448385e-11,2.7042006287227639e-11,2.3020294763983458e-11,8.4577043596598817e-12,1.5652318818500725e-11,2.6554083666794353e-11,2.1686641860773081e-11,2.0787185485151747e-12,5.2496475083239243e-13,1.9681748340958134e-12,8.7467486713931368e-13,1.9446474795297469e-13,2.4292039030941011e-13,3.8038431260277205e-13,2.9840771226254199e-13,5.1575877308011078e-13,2.5992435582267895e-14,2.5891492586782403e-15,4.7180066655043566e-14,5.0172571557750836e-16,0.0,7.3755079919319593e-14
7.094650465968647e-08,0.24946165311602853,89.099999999999994,0.0,0.0,0.0,0.99999999976252874,10.99999999981616,7.915442465107788e-11,5.8260872047345571e-12,6.3826763604385072e-11,6.1940028352092838e-11,6.2066156893638425e-11,3.9692730949297616e-12,1.2273545918090605e-11,4.9071672033027553e-13,3.797724794526607e-13,1.6730467188692778e-13,9.3228919305353472e-13,3.0357849059608074e-11,8.5594343576810347e-13,3.6856447626506956e-13,3.8723949187782337e-11,3.0971525525304763e-11,2.6095894880841028e-11,9.0878890414110612e-12,1.6955378148885776e-11,3.0291115089416192e-11,2.4565305575477478e-11,2.2751648721591635e-12,6.1818242561341065e-13,2.2854509551898401e-12,1.0475301800442819e-12,2.2192122505977044e-13,2.8954645485561137e-13,4.6086225846935598e-13,3.40338468850128e-13,5.9709689717591237e-13,2.8466629989683332e-14,2.724467007741139e-15,5.2213634688286253e-14,6.0811442046165701e-16,0.0,9.7443747517970311e-14
7.61316604073524e-08,0.24946165311602927,89.099999999999994,0.0,0.0,0.0,0.99999999974517306,10.999999999794824,8.3539415353760832e-11,6.46449386990783e-12,6.6537623877782432e-11,6.4725403301159266e-11,6.4698817795434677e-11,4.0479954111280457e-12,1.2761128483646475e-11,5.229238409029701e-13,4.0561866832662745e-13,1.7802865590250789e-13,9.9926297394514381e-13,3.340096385708322e-11,9.2056516199377538e-13,3.9537264441316416e-13,4.3458328321230862e-11,3.5097338316328408e-11,2.9277589314474422e-11,9.7114959828076589e-12,1.8245130969126264e-11,3.4203522761002958e-11,2.7543484288480735e-11,2.4739139074191907e-12,7.1797330250170467e-13,2.6252497016721741e-12,1.2346060335396495e-12,2.504394250122443e-13,3.4018289572977311e-13,5.4921803826812952e-13,3.8373472173403641e-13,6.8191417665066643e-13,3.094565653643999e-14,2.8555945845948027e-15,5.7264464001453452e-14,7.2494513525772161e-16,0.0,1.2590518181100446e-13
8.131681615501834e-08,0.24946165311602894,89.099999999999994,0.0,0.0,0.0,0.99999999972781739,10.999999999772841,8.7776382831905505e-11,7.1346489661919255e-12,6.9082928417976476e-11,6.7376265884679216e-11,6.717005487006966e-11,4.1258417428868388e-12,1.3243574849426849e-11,5.5493021815022102e-13,4.3146713716387976e-13,1.8874752212025497e-13,1.0658162006323511e-12,3.6490005134904419e-11,9.8519339084468189e-13,4.2217007389656752e-13,4.8340898408999854e-11,3.9408340486609721e-11,3.255451146276092e-11,1.0328765411644714e-11,1.9522066889980476e-11,3.828224485831525e-11,3.0611808961926074e-11,2.6748968025841438e-12,8.239700734937742e-13,2.9873855295919414e-12,1.4351899081402572e-12,2.7992190377354244e-13,3.9470446146874663e-13,6.452551331642438e-13,4.2842761674915952e-13,7.6982076329233904e-13,3.3428167458946361e-14,2.9772705596484381e-15,6.2327831573653974e-14,8.5195864808369957e-16,0.0,1.5958090768457007e-13
8.650197190268427e-08,0.24946165311602755,89.099999999999994,0.0,0.0,0.0,0.99999999971046172,10.999999999750253,9.1872483814780148e-11,7.8370409004793366e-12,7.1475787721903086e-11,6.9904940739696628e-11,6.9492714479043544e-11,4.2030349179634271e-12,1.3722282594150203e-11,5.8673752387062631e-13,4.5731695298883213e-13,1.994628305676249e-13,1.1319532933897666e-12,3.9621650223051369e-11,1.0498267814800682e-12,4.4896027091341031e-13,5.3358045360762002e-11,4.3893984185081018e-11,3.5916729186414084e-11,1.093993040166057e-11,2.0786451961748022e-11,4.2518958347794058e-11,3.376177248309891e-11,2.8780349534070709e-12,9.3580568054018105e-13,3.3716826597731684e-12,1.6485512677797373e-12,3.1028006321617307e-13,4.5297285897925473e-13,7.4874299015360086e-13,4.7426358962306526e-13,8.6046524741550977e-13,3.5913064268652633e-14,3.102301517030306e-15,6.7399767176313763e-14,9.888504187718627e-16,0.0,1.9889998276814414e-13
9.16871276503502e-08,0.24946165311602517,89.099999999999994,0.0,0.0,0.0,0.99999999969310605,10.999999999727105,9.5834608370695102e-11,8.5721782799196718e-12,7.3728256560175191e-11,7.232259102598578e-11,7.1678616089544958e-11,4.2796739883998085e-12,1.4198478101782452e-11,6.1834711815641333e-13,4.8316681328405426e-13,2.1017569684488885e-13,1.1976789147895204e-12,4.2792921833079193e-11,1.1144643925040747e-12,4.757464007802569e-13,5.8497388287970932e-11,4.8544255562964334e-11,3.9355161567563281e-11,1.1545207315897158e-11,2.2038630441219389e-11,4.6906020972165405e-11,3.6985637406852017e-11,3.083259853393087e-12,1.053118592100465e-12,3.7779742673616793e-12,1.8739566873489215e-12,3.414332913683823e-13,5.1484022963985243e-13,8.5942499755060678e-13,5.211030713346866e-13,9.5352686394714631e-13,3.83994372487422e-14,3.2043899316068245e-15,7.2476897082234882e-14,1.1352811797247987e-15,0.0,2.4427712267790965e-13
9.687228339801614e-08,0.249461653116022,89.099999999999994,0.0,0.0,0.0,0.99999999967575037,10.999999999703443,9.9669383157808331e-11,9.3404659408809632e-12,7.5851411296102337e-11,7.4639314838928715e-11,7.3738631903176875e-11,4.3555396990452676e-12,1.4672862029504153e-11,6.4976134128042211e-13,5.0901651434754121e-13,2.2088705541197668e-13,1.2629966856015107e-12,4.6001528406386681e-11,1.179104215916684e-12,5.025297043900528e-13,6.3747679527834648e-11,5.3349652154616097e-11,4.2861513858376109e-11,1.2144783090181626e-11,2.3279221646564558e-11,5.1436424819706844e-11,4.0276376843740184e-11,3.2905255474367991e-12,1.1755532283713307e-12,4.2061019111191632e-12,2.1106721693642589e-12,3.7330845111943024e-13,5.8015120747684647e-13,9.77023302084823e-13,5.6881965551399403e-13,1.0487099122146161e-12,4.0886797544190349e-14,3.3416659587435912e-15,7.7557532147198355e-14,1.2908833410010006e-15,0.0,2.9611209688885228e-13
9.999999999999998e-08,0.24946165311601803,89.099999999999994,0.0,0.0,0.0,0.9999999996652813,10.999999999688931,1.0192364680945153e-10,9.8201348875907755e-12,7.7073884886472885e-11,7.5991838953133791e-11,7.4924598555151182e-11,4.4008830631218341e-12,1.4958257576667857e-11,6.6861711953654464e-13,5.2460911064904839e-13,2.273476623963336e-13,1.3022010171005906e-12,4.7954299804903391e-11,1.2180955121570941e-12,5.1868420031819914e-13,6.6964011712786848e-11,5.6319502481042642e-11,4.5006204498427702e-11,1.2503767517792596e-11,2.4022155149110526e-11,5.4235781115218206e-11,4.2291007996939791e-11,3.4165146584776043e-12,1.2517363600124958e-12,4.4748458548549784e-12,2.2586219992305131e-12,3.9285673872744691e-13,6.2114482925074079e-13,1.0511803243222504e-12,5.979781883483235e-13,1.1070377074204087e-12,4.238761333506341e-14,3.4242773907829217e-15,8.062375037627424e-14,1.3890150589758404e-15,0.0,3.3066378544828774e-13
1.0205743914568207e-07,0.24946165311601803,89.099999999999994,0.0,0.0,0.0,0.9999999996583947,10.999999999679295,1.033831761154289e-10,1.0142416000680483e-11,7.7855418755441805e-11,7.686422961853499e-11,7.5682741442796506e-11,4.4305743201942509e-12,1.514568125584734e-11,6.8098250465587233e-13,5.3486594817501309e-13,2.3159725029285821e-13,1.3279101883763618e-12,4.9245779675512566e-11,1.2437441786144096e-12,5.2931013657940066e-13,6.9098716718901269e-11,5.8301161275668188e-11,4.6428219815703502e-11,1.2738832894612173e-11,2.45086617279653e-11,5.6103740285884327e-11,4.3627621271372871e-11,3.4997775617990319e-12,1.3027607171804151e-12,4.655914709225053e-12,2.3579662009488817e-12,4.0583926964190578e-13,6.4874460411518664e-13,1.1012428051411996e-12,6.17298841751958e-13,1.1457484532776583e-12,4.3375059925143461e-14,3.4454325152605517e-15,8.2641455988276004e-14,1.4552663045842557e-15,0.0,3.5478936419807763e-13
1.07242594893348e-07,0.24946165311601332,89.099999999999994,0.0,0.0,0.0,0.99999999964103903,10.999999999654699,1.0698209622815381e-10,1.0978377197606182e-11,7.9749620120665782e-11,7.900558557127789e-11,7.7520110301187828e-11,4.5050324761836002e-12,1.5617226514584417e-11,7.1201216782214756e-13,5.6071418043534345e-13,2.4230625443820502e-13,1.3924236878243563e-12,5.2524072493395155e-11,1.3083830619597966e-12,5.5608811616889935e-13,7.4541226834218348e-11,6.3390239392897765e-11,5.0048369737741637e-11,1.3327529485639079e-11,2.57270592952603e-11,6.0902056274440422e-11,4.7033574748366856e-11,3.7109430332383353e-12,1.4344045996320864e-12,5.1272684370966296e-12,2.6151257951597841e-12,4.3896545422448913e-13,7.2045633662460072e-13,1.231777906900472e-12,6.6643659806491112e-13,1.2444057483633788e-12,4.5864149456672705e-14,3.5894024050299529e-15,8.7728349037334814e-14,1.6280254298011674e-15,0.0,4.2067654623295215e-13
1.1242775064101394e-07,0.2494616531160079,89.099999999999994,0.0,0.0,0.0,0.99999999962368336,10.999999999629688,1.1047199143603387e-10,1.184886246871852e-11,8.1542617940357107e-11,8.107088630415071e-11,7.9259189023765438e-11,4.5789701727181556e-12,1.6088186469076398e-11,7.4285194599337332e-13,5.8656026641405531e-13,2.5301458226093756e-13,1.4565413288550715e-12,5.5834519265783484e-11,1.373019686516401e-12,5.828651538696385e-13,8.0066743448951865e-11,6.8608792175890661e-11,5.3715635382941459e-11,1.3911029945673193e-11,2.6934686515858369e-11,6.5825932935653392e-11,5.048892303347166e-11,3.9239635395453085e-12,1.5701677725904537e-12,5.6200248623039349e-12,2.8814757688452039e-12,4.7263190306499423e-13,7.951226953307177e-13,1.3683199818130252e-12,7.1613832811654307e-13,1.3444638835415566e-12,4.8353637273313696e-14,3.6603421178495449e-15,9.2816612426118105e-14,1.8087519682437441e-15,0.0,4.9412256472258562e-13
1.1761290638867987e-07,0.24946165311600202,89.099999999999994,0.0,0.0,0.0,0.99999999960632768,10.999999999604295,1.1385845738143701e-10,1.2754201780598631e-11,8.3242325100994106e-11,8.3066939757498738e-11,8.0907759665361945e-11,4.6522430604878865e-12,1.6559121848142525e-11,7.7350387378701748e-13,6.1240381039880945e-13,2.6372286918693372e-13,1.5202667748045837e-12,5.9175466107442273e-11,1.4376523539448665e-12,6.0964222524029999e-13,8.5667552008934981e-11,7.3949153500401654e-11,5.7424230548962627e-11,1.4489474050909698e-11,2.8131984766624467e-11,7.0870370756769154e-11,5.3988810773394283e-11,4.1387951438514685e-12,1.7097489437867248e-12,6.1340513841088686e-12,3.1563704005957652e-12,5.0678847769798713e-13,8.7258074037411459e-13,1.5105584833826375e-12,7.6631830754218318e-13,1.4457221333103993e-12,5.0843164651144534e-14,3.7061830982382038e-15,9.7904991274206153e-14,1.9970345375392356e-15,0.0,5.7545838171828089e-13
1.227980621363458e-07,0.24946165311599555,89.099999999999994,0.0,0.0,0.0,0.99999999958897201,10.99999999957854,1.1714684800356344e-10,1.3694731009744511e-11,8.48560048493452e-11,8.4999894866148284e-11,8.2472966339943244e-11,4.7247888506799944e-12,1.703009053088121e-11,8.0396995625013029e-13,6.382445012561001e-13,2.744311270236987e-13,1.5836036545415561e-12,6.2545862070706541e-11,1.5022793104741373e-12,6.3641896762429881e-13,9.133664935493307e-11,7.940406497543932e-11,6.1168879725194736e-11,1.5062993029272284e-11,2.9319296330351621e-11,7.6030779468055844e-11,5.7528829354039794e-11,4.3553901141836916e-12,1.8528581311043283e-12,6.6692206469929526e-12,3.4391824842239174e-12,5.4138973598876114e-13,9.5266818181355555e-13,1.6581808989250972e-12,8.1689901811621054e-13,1.5479998586988753e-12,5.3332796827567981e-14,3.7485057117844616e-15,1.0299376846146417e-13,2.1924590658018297e-15,0.0,6.6499815199597868e-13
1.2798321788401174e-07,0.24946165311598864,89.099999999999994,0.0,0.0,0.0,0.99999999957161634,10.999999999552449,1.203422809292663e-10,1.4670683708581071e-11,8.6390321964047012e-11,8.6875303960501911e-11,8.3961361128342272e-11,4.7967992258699164e-12,1.7501091184501402e-11,8.3425180521433023e-13,6.6408154618887268e-13,2.8513903264687463e-13,1.6465559256918373e-12,6.5944806278409739e-11,1.566899311149342e-12,6.6319505658544023e-13,9.7067678845020673e-11,8.4966657772669185e-11,6.4944775512574959e-11,1.5631715229624495e-11,3.0496702246012666e-11,8.1302940548280937e-11,6.1104971936388947e-11,4.5736857529596369e-12,1.999218507594411e-12,7.2254100195011234e-12,3.7293088998755204e-12,5.7639437293362138e-13,1.0352244984234453e-12,1.810875425928355e-12,8.6781028371859298e-13,1.6511373767524945e-12,5.5822682444403704e-14,3.890805133773703e-15,1.0808344016960606e-13,2.394612351728573e-15,0.0,7.6303911971902901e-13
1.3316837363167767e-07,0.24946165311598126,89.099999999999994,0.0,0.0,0.0,0.99999999955426067,10.999999999526047,1.2344963949146158e-10,1.5682560756975205e-11,8.7851405186594177e-11,8.869820549587643e-11,8.5378972562698318e-11,4.8684520244699597e-12,1.7972406325139838e-11,8.6435107797031406e-13,6.8991418359591181e-13,2.9584665375241153e-13,1.7091274389068518e-12,6.9371192791338145e-11,1.6315111075656473e-12,6.8997090450851244e-13,1.0285484550999139e-10,9.0630434783202463e-11,6.8747525524134653e-11,1.6195759702480486e-11,3.1664280025534341e-11,8.6682971506098872e-11,6.4713570214901608e-11,4.7936215771608821e-12,2.1485706763726739e-12,7.802501101600526e-12,4.0261826327121785e-12,6.1176470105452755e-13,1.1200928892782321e-12,1.9683354919101561e-12,9.1898851881341145e-13,1.7549899791625297e-12,5.8312723893059057e-14,3.948092969227908e-15,1.1317362127821568e-13,2.6030880717682686e-15,0.0,8.6986076838608489e-13
1.383535293793436e-07,0.24946165311597357,89.099999999999994,0.0,0.0,0.0,0.99999999953690499,10.999999999499362,1.2647357643827697e-10,1.6730534992887606e-11,8.9244903766576656e-11,9.0473195094686074e-11,8.673136995574953e-11,4.9395496413460927e-12,1.8444331571101876e-11,8.9426974578653375e-13,7.1574212971408197e-13,3.0655436438482184e-13,1.7713216707039902e-12,7.2823970917505819e-11,1.6961130022751741e-12,7.1674685787299334e-13,1.0869284246817281e-10,9.6389252539104376e-11,7.2573104899150518e-11,1.675523043499064e-11,3.2822447189903608e-11,9.2167296754980986e-11,6.8351246182453862e-11,5.015162550295722e-12,2.3006741456030073e-12,8.4003793299274727e-12,4.3292774974120048e-12,6.4746629887428277e-13,1.2071217313716586e-12,2.1302631832481382e-12,9.7037609588792798e-13,1.8594208744865437e-12,6.0802752984784154e-14,4.0420081583686632e-15,1.182637568359614e-13,2.8174913423566053e-15,0.0,9.8572443500017648e-13
