Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261)
0.0,0.27197205501564176,89.099999999999994,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.27197205501564176,89.099999999999994,0.0,0.0,0.0,0.99999999999999989,11.0,2.7617963175120104e-17,3.5500196332205851e-19,2.7617962578861577e-17,2.6626404925091819e-17,2.6626404825661913e-17,1.0537393540368832e-17,1.0537395965863198e-17,1.5936265827624377e-19,1.3042612197916345e-19,6.5213060989580221e-20,4.8598863820047214e-26,7.4604985438013896e-25,3.9774448624176905e-26,1.988722431208799e-26,4.3079281704462596e-25,2.876989226300786e-25,2.8632280817318799e-25,2.7050279055286614e-24,8.2491898612701858e-31,9.8253921776868785e-25,2.7604306087649068e-25,1.0924397847174219e-25,2.7368828182563028e-33
3.0000000000000002e-15,0.27197205501564176,89.099999999999994,0.0,0.0,0.0,0.99999999999999967,11.0,6.8199460096240762e-17,8.7663753651093749e-19,6.819945710277967e-17,6.5750917351896829e-17,6.5750916852717986e-17,2.6020903102071837e-17,2.6020915279040561e-17,3.9352807299130037e-19,3.2207256709545361e-19,1.610362835477231e-19,2.4398600603396551e-25,3.7454745916624133e-24,1.9968387420303743e-25,9.9841937101516394e-26,2.1627557403569446e-24,1.4443660119755384e-24,1.437457336213216e-24,1.3580338413141091e-23,6.9697199003340924e-30,4.9327477474526747e-24,1.3858488042990267e-24,5.4844925475954932e-25,2.3123864963616523e-32
7e-15,0.27197205501564176,89.099999999999994,0.0,0.0,0.0,0.99999999999999944,11.0,1.7867131288882812e-16,2.2966456920711424e-18,1.7867129446565843e-16,1.7225652905502788e-16,1.7225652598284387e-16,6.8170413139088704e-17,6.8170488081826707e-17,1.030977642875761e-18,8.4377618484721019e-19,4.2188809242359537e-19,1.5016019755909378e-24,2.3051412419243872e-23,1.2289465655529832e-24,6.1447328277647735e-25,1.3310617844870995e-23,8.8893093397163185e-24,8.8467896358691495e-24,8.3579671729814155e-23,1.089226124460911e-28,3.035845186321243e-23,8.5291662857257587e-24,3.3754128447316037e-24,3.6138003800688832e-31
1.5e-14,0.27197205501564176,89.099999999999994,0.0,0.0,0.0,0.999999999999999,11.0,3.9961501874344805e-16,5.1366628874500786e-18,3.9961493130033115e-16,3.8526772906639398e-16,3.8526771448466184e-16,1.5246924562568466e-16,1.524696013308517e-16,2.3058736723492313e-18,1.8871808748092326e-18,9.4359043740459451e-19,7.1271293651141371e-24,1.0941043161932546e-22,5.8330134386042107e-24,2.9165067193020381e-24,6.3177073542254091e-23,4.219192509265291e-23,4.1990107102185781e-23,3.9669867468031404e-22,1.0767295188990496e-27,1.4409232925995546e-22,4.0482549114539175e-23,1.6020927857837268e-23,3.572353372101427e-30
3.1e-14,0.27197205501564176,89.099999999999994,0.0,0.0,0.0,0.999999999999998,11.0,8.4150243153045447e-16,1.081670081524363e-17,8.4150205340539685e-16,8.1129003550957063e-16,8.1128997245447831e-16,3.2106616025289501e-16,3.2106769840292258e-16,4.855653290265625e-18,3.9739800726776508e-18,1.9869900363387795e-18,3.0819214687972881e-23,4.7311682023495166e-22,2.5223202809815679e-23,1.2611601404907547e-23,2.7319286906524044e-22,1.8244806371875642e-22,1.8157532092608974e-22,1.7154111379751783e-21,9.4467085456048638e-27,6.2308976698651015e-22,1.7505626808072328e-22,6.9278181928997101e-23,3.134235592919906e-29
6.300000000000001e-14,0.27197205501564176,89.099999999999994,0.0,0.0,0.0,0.99999999999999589,11.0,1.7252772614154202e-15,2.2176790818986029e-17,1.7252756913588848e-15,1.6633342740779296e-15,1.6633340122581603e-15,6.5825698815354476e-16,6.582633748448319e-16,9.95516276318626e-18,8.147537741074651e-18,4.07376887053723e-18,1.2796629747576551e-22,1.9644812066196293e-21,1.0473092138143385e-22,5.2365460690715713e-23,1.1343556620227192e-21,7.5756389529514739e-22,7.5393980352520388e-22,7.1226787923913387e-21,7.8953279995187916e-26,2.587201824359969e-21,7.2687121400542105e-22,2.8765656795973867e-22,2.619557581253481e-28
1.2700000000000001e-13,0.27197205501564176,89.099999999999994,0.0,0.0,0.0,0.99999999999999167,11.0,3.4928269384282571e-15,4.4897027419192699e-17,3.4928205422430886e-15,3.3674212539444954e-15,3.3674201873163261e-15,1.3326266387809978e-15,1.3326526569331878e-15,2.0153982667058713e-17,1.6494490175570359e-17,8.2472450877849869e-18,5.2130243182500452e-22,8.003002082419512e-21,4.2664865677758921e-22,2.1332432838878962e-22,4.621203378776307e-21,3.0862091824904669e-21,3.0714429036218152e-21,2.9016144218520074e-20,6.4525116506009566e-25,1.0539882268463709e-20,2.9611686958947048e-21,1.1718607054072839e-21,2.1409171876397679e-27
2.55e-13,0.27197205501564176,89.099999999999994,0.0,0.0,0.0,0.99999999999998335,11.0,7.0279263614182966e-15,9.0337726991299145e-17,7.0279005439508343e-15,6.7755892246116125e-15,6.775584919192736e-15,2.681317921270335e-15,2.6814229380357947e-15,4.0550826384359171e-17,3.3187743491852254e-17,1.6593871745925732e-17,2.104065144792143e-21,3.2303097578823968e-20,1.7220368369672894e-21,8.6101841848362438e-22,1.8652965921236402e-20,1.2457149507012871e-20,1.2397528964207741e-20,1.1711526950758331e-19,5.2164933310169403e-24,4.254296929023508e-20,1.1952414484489698e-20,4.729993275119132e-21,1.7309173221502337e-26
5.11e-13,0.2719720550156418,89.099999999999994,0.0,0.0,0.0,0.99999999999996669,11.0,1.4098125483197783e-14,1.8122003162872888e-16,1.4098021747367061e-14,1.3591901209798533e-14,1.3591883909640851e-14,5.3785084266238917e-15,5.3789303688065126e-15,8.1341330076508243e-17,6.6571644365368664e-17,3.3285822182683438e-17,8.4533330216695088e-21,1.2979458623387874e-19,6.9185722443541244e-21,3.4592861221769727e-21,7.4948588127676465e-20,5.0053591188200761e-20,4.9813887094206295e-20,4.7053409468802262e-19,4.194580140644477e-23,1.7093925444085315e-19,4.802535307967728e-20,1.9004634301802421e-20,1.3920003754799924e-25
