Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414)
3.2771e-11,0.29248933767782703,89.099999999999994,0.0,0.0,0.0,0.99999999999568223,10.999999999999982,1.8271369609957301e-12,1.7952304442660156e-14,1.8262603139675534e-12,1.7598134777382057e-12,1.7596442038758042e-12,7.0817588358899017e-13,7.1156696859504362e-13,8.2328929838312432e-15,6.7253958734862476e-15,3.3626979395571907e-15,4.0447546292593276e-17,8.4750633817785803e-16,3.3083706644115763e-17,1.653076204456513e-17,4.66671308483756e-16,3.117338536894059e-16,3.1002250905628589e-16,3.5664705202464311e-15,1.2725367346803221e-17,1.4632342748780543e-15,2.9867522562471352e-16,1.2039063620509383e-16,4.4394090572336275e-20,2.7113530601905179e-17,1.295663526213983e-22,3.486322602781378e-20,1.3945903164818721e-20,4.0686378963978229e-23,1.3005614543859262e-21,3.3068485102117179e-24,1.1113394413530058e-20,5.0851369461591406e-16,3.2477613852495666e-23,9.7348996358468715e-27
4.9155000000000004e-11,0.2924893376778332,89.099999999999994,0.0,0.0,0.0,0.99999999999352351,10.999999999999972,2.7407151345315643e-12,2.6963407344102438e-14,2.7388055259235237e-12,2.6393809924346483e-12,2.6390110567795189e-12,1.0596236648783662e-12,1.0669955782018056e-12,1.2320726328544758e-14,1.0065692391492018e-14,5.0328461238753009e-15,8.7688587319644823e-17,1.8456998607856207e-15,7.1772153027412668e-17,3.5851331337882969e-17,1.016547069076866e-15,6.7914819244374173e-16,6.7530909051162776e-16,7.7416788928134655e-15,3.9940564539766935e-17,3.1869830393420922e-15,6.5058063570164641e-16,2.6181801824767861e-16,1.3985144815642282e-19,5.964509408989136e-17,5.9711479237618712e-22,1.0978738920201622e-19,4.3957087500788047e-20,1.8758140793829746e-22,5.9779553650395769e-21,2.2691951255889288e-23,3.48467833571833e-20,7.5961486144892236e-16,1.4903072594000149e-22,6.6974458897551048e-26
6.5539e-11,0.2924893376778394,89.099999999999994,0.0,0.0,0.0,0.9999999999913648,10.999999999999956,3.6543473457753509e-12,3.5998952765251621e-14,3.6509953670578636e-12,3.5187609789380191e-12,3.5181096139205305e-12,1.4092835171651511e-12,1.4221987075793366e-12,1.6389384188630161e-14,1.3390955966688419e-14,6.6954776630956015e-15,1.5322555003814667e-16,3.2390771644691943e-15,1.2549333797780887e-16,6.2668179398858406e-17,1.7843556374639535e-15,1.192283637365389e-15,1.1853585842326614e-15,1.3543884069994324e-14,9.0375186567843724e-17,5.5935258176196406e-15,1.1419345034534064e-15,4.5885721568483622e-16,3.1745602119052478e-19,1.0566840609508611e-16,1.7251152878465268e-21,2.49133374765739e-19,9.9828148109889165e-20,5.4210663223195329e-22,1.7235931943711077e-20,8.2011579919965002e-23,7.8782434828715494e-20,1.0086625408101915e-15,4.2913768839931277e-22,2.4247496718920204e-25
9.830700000000001e-11,0.29248933767785185,89.099999999999994,0.0,0.0,0.0,0.99999999998704747,10.999999999999927,5.4817743540488868e-12,5.4143309054050358e-14,5.4743048423895338e-12,5.2769578203603966e-12,5.2754966395609079e-12,2.1032678188304574e-12,2.1319276423153383e-12,2.4470261654367567e-14,1.9997123041418808e-14,9.9985592198848254e-15,3.3810823082241916e-16,7.2144250156136005e-15,2.7729486871872544e-16,1.3838964395236425e-16,3.976182815612482e-15,2.6576477692656487e-15,2.6413110582092575e-15,2.9963699470834215e-14,2.9800340701252916e-16,1.2461386740354886e-14,2.5444594189027975e-15,1.0190426369514841e-15,1.0548383009036378e-18,2.4015056527026356e-16,8.6795211828980039e-21,8.2716985544541485e-19,3.3208921291051417e-19,2.7297843884053227e-21,8.6245682351920115e-20,6.3435296394812627e-22,2.592541744646692e-19,1.500997760262115e-15,2.1398407973312325e-21,1.8855638418974515e-24
9.999999999999999e-11,0.29248933767786417,89.099999999999994,0.0,0.0,0.0,0.99999999998682443,10.999999999999925,5.5761965542682286e-12,5.508340359743695e-14,5.5684696795087461e-12,5.3677769331494183e-12,5.3662648681128932e-12,2.1389316074668731e-12,2.1685722095190858e-12,2.4885763267362033e-14,2.033685827269166e-14,1.0168426640632321e-14,3.495728665584387e-16,7.4628035123059878e-15,2.8671855805831637e-16,1.430880573857122e-16,4.1131798456127062e-15,2.7492608915013379e-15,2.7323106276483239e-15,3.0984046508327927e-14,3.1360024305562201e-16,1.2890569760321589e-14,2.6321171407151927e-15,1.0539604669901081e-15,1.1105326715277735e-18,2.4868514457226615e-16,9.3144783720706726e-21,8.708038733738126e-19,3.4964613141512355e-19,2.929633311597429e-21,9.2524546615301137e-20,6.9499653293762336e-22,2.7279187306897036e-19,1.5262374724166274e-15,2.2951421059894443e-21,2.0665182138479761e-24
1.31075e-10,0.29248933767786417,89.099999999999994,0.0,0.0,0.0,0.99999999998273015,10.999999999999892,7.3094178576011389e-12,7.2384968586582787e-14,7.2961882242548904e-12,7.0344059108446942e-12,7.0318020174466297e-12,2.7901928684667028e-12,2.840755794746391e-12,3.2477261257773842e-14,2.6545106860352386e-14,1.3272545741805935e-14,5.9338442659467155e-16,1.2772053830845971e-14,4.8727815179557309e-16,2.4304858877520355e-16,7.0423351314962609e-15,4.7083820876103974e-15,4.6779484850859145e-15,5.2714406328258842e-14,6.8486796238010418e-16,2.2065805221710407e-14,4.5062673024044712e-15,1.7991626024419144e-15,2.4399199188843404e-18,4.3302491362806728e-16,2.578008290659887e-20,1.912020255944018e-18,7.6888843095674687e-19,8.1131458815858381e-21,2.5513048587902563e-19,2.3684653721780502e-21,5.9481370197793132e-19,1.9860667689936696e-15,6.3135921064878387e-21,7.0645299473741041e-24
1.63843e-10,0.29248933767787666,89.099999999999994,0.0,0.0,0.0,0.99999999997841282,10.999999999999851,9.1372775271864029e-12,9.0723445016185882e-14,9.1166461894370047e-12,8.7911079402228246e-12,8.7870231554199637e-12,3.4701340056341915e-12,3.5486861492697289e-12,4.0412298371016655e-14,3.3036251942367283e-14,1.6518107029517252e-14,9.1716807185937318e-16,1.9908961562281665e-14,7.5409828545123877e-16,3.7592937151811587e-16,1.0982254653489285e-14,7.3445843094238712e-15,7.2948410090922915e-15,8.1671255873427945e-14,1.3028333990716964e-15,3.4403324467556046e-14,7.0268910088025761e-15,2.7970972661132422e-15,4.6700082352002545e-18,6.8688911565453078e-16,5.9641269635979965e-20,3.6572287132206417e-18,1.4729958162716345e-18,1.8780369204346282e-20,5.8802533944125076e-19,6.5054956841419031e-21,1.1297355557058071e-18,2.4644334695981529e-15,1.4516597536436036e-20,1.9465419021922314e-23
1.9661100000000002e-10,0.2924893376778891,89.099999999999994,0.0,0.0,0.0,0.9999999999740955,10.999999999999808,1.0965352965877431e-11,1.0915825588097703e-13,1.0935679811548119e-11,1.0547066820285598e-11,1.0541157711047224e-11,4.1431696607391007e-12,4.2557220043538853e-12,4.8277311372211998e-14,3.9471925108378231e-14,1.9735923366368633e-14,1.3075510366537399e-15,2.8621651666034595e-14,1.0763880948855212e-15,5.3630625752911125e-16,1.5795139797304015e-14,1.0566199372352594e-14,1.0491393088158358e-14,1.1670718589633113e-13,2.2031806289816511e-15,4.9469697312978886e-14,1.010570238410511e-14,4.0106320178637653e-15,7.945054419122226e-18,1.0043489799969396e-15,1.1861767008911196e-19,6.2179617591647612e-18,2.5082420905184287e-18,3.737258163151363e-20,1.1652291192217817e-18,1.4911044080891592e-20,1.9075204750416852e-18,2.9366361942215712e-15,2.8698551446167207e-20,4.4752448092873397e-23
2.6214700000000005e-10,0.2924893376779138,89.099999999999994,0.0,0.0,0.0,0.99999999996546074,10.999999999999705,1.4622149590887578e-11,1.4631528290053888e-13,1.4569478560569157e-11,1.4056765909571808e-11,1.404615904027814e-11,5.4688123850148301e-12,5.6671227245235235e-12,6.3804185261241804e-14,5.2181762759979215e-14,2.6090759980987743e-14,2.2813035128217846e-15,5.076087249116852e-14,1.8824685773335727e-15,9.3695049767706109e-16,2.803651734679507e-14,1.8765230823175713e-14,1.8621045189924831e-14,2.0455969156502628e-13,5.0296545165112855e-15,8.777239260112607e-14,1.7935345537561542e-14,7.0763531929044755e-15,1.8354224594709073e-17,1.8393969478922256e-15,3.5136688929164911e-19,1.4345422397352402e-17,5.8045754831160658e-18,1.1083006511930573e-19,3.4265927766065885e-18,5.5657989664240191e-20,4.3417248695614378e-18,3.8643187925238404e-15,8.3999487032660191e-20,1.6808725463288003e-22
3.276830000000001e-10,0.29248933767793867,89.099999999999994,0.0,0.0,0.0,0.99999999995682598,10.999999999999583,1.8279804356571629e-11,1.8385279520530687e-13,1.8197594256073346e-11,1.7563526194002593e-11,1.7546788812170255e-11,6.7677385322419464e-12,7.0749849464360009e-12,7.907257798709411e-14,6.4685064269598874e-14,3.2342243039633013e-14,3.5001777609951177e-15,7.9160579845114908e-14,2.8950729727852468e-15,1.4394585549767039e-15,4.3759386275386638e-14,2.9304537145839091e-14,2.9061657642165009e-14,3.1529995948441862e-13,9.5400456943350645e-15,1.369381830264953e-13,2.798970759909763e-14,1.0978834753427387e-14,3.5218980033417905e-17,2.9581049018082392e-15,8.1757513471261811e-19,2.7490177121522694e-17,1.115706982498019e-17,2.5815575852924835e-19,7.919652801069583e-18,1.5388585664452765e-19,8.2116389617530525e-18,4.7727402634877358e-15,1.9329943044720265e-19,4.672501190335006e-22
3.932190000000001e-10,0.2924893376779633,89.099999999999994,0.0,0.0,0.0,0.99999999994819122,10.999999999999437,2.1938313673368674e-11,2.2176791615907833e-13,2.1820037326942727e-11,2.1067371155716071e-11,2.1043029615275754e-11,8.04058418761446e-12,8.4793370139643722e-12,9.4097187733869733e-14,7.6992346733759251e-14,3.8495586435325159e-14,4.9497066743553826e-15,1.1379011817489564e-13,4.1036824591259019e-15,2.0382884229689653e-15,6.2956271149519762e-14,4.2183067814057583e-14,4.1807658925625575e-14,4.4794874179276047e-13,1.6099625513291085e-14,1.9692974987437597e-13,4.0262965242992054e-14,1.5700022301592872e-14,6.0129652591068412e-17,4.380679536448964e-15,1.6389569809249981e-18,4.6869888020512686e-17,1.9080920670370211e-17,5.1805337410701388e-19,1.5771146036290042e-17,3.5599593020011671e-19,1.3818688988092617e-17,5.6651591929936965e-15,3.8328169762079537e-19,1.0866419719231214e-21
5.242910000000002e-10,0.29248933767801283,89.099999999999994,0.0,0.0,0.0,0.9999999999309217,10.999999999999087,2.9257881756820121e-11,2.9872387654499726e-13,2.904794676215081e-11,2.8066399632219446e-11,2.8022282373821585e-11,1.0510380171433816e-11,1.1277619944371278e-11,1.2346551141064616e-13,1.0105555412145658e-13,5.052596935064375e-14,8.4910686197923817e-15,2.0162022441811164e-13,7.0722149203508077e-15,3.5057350330425649e-15,1.1174315896771563e-13,7.4953391569555264e-14,7.4193949782488146e-14,7.755474724205746e-13,3.6527656264888842e-14,3.4924858020696224e-13,7.1443326911000912e-14,2.7531616193283054e-14,1.3989999309252621e-16,8.2092128582496756e-15,5.0187860810004524e-18,1.087031676998961e-16,4.4557265639669561e-17,1.5905294249608711e-18,4.7510654017989269e-17,1.4370834579522345e-18,3.117045252929326e-17,7.4105393897837993e-15,1.1424807359658774e-18,4.4551704713362037e-21
6.418791001967527e-10,0.292489337678057,89.099999999999994,0.0,0.0,0.0,0.99999999991542876,10.9999999999987,3.5827330196275869e-11,3.6903111662557616e-13,3.5513084979410084e-11,3.4335694966822946e-11,3.426845864827325e-11,1.2643123981416696e-11,1.3776355118464779e-11,1.4910683324850917e-13,1.2206638970380533e-13,6.1029259844210523e-14,1.2331143534391717e-14,3.0132707278952149e-13,1.0312203927533322e-14,5.1029076064120369e-15,1.6726492271370598e-13,1.1230427758387034e-13,1.110417110361642e-13,1.1355866221698699e-12,6.4666593472519331e-14,5.2239777701716515e-13,1.0691240125020006e-13,4.0767377375867431e-14,2.5322613686122395e-16,1.2855320522910087e-14,1.0968585640873538e-17,1.9617999443794421e-16,8.0908816970168607e-17,3.4836692578780644e-18,1.0244326161563464e-16,3.7468350455660756e-18,5.4909650474447723e-17,8.9428205555772288e-15,2.4418398572212572e-18,1.1751964591565547e-20
7.594672003935053e-10,0.2924893376781011,89.099999999999994,0.0,0.0,0.0,0.99999999989993582,10.999999999998247,4.2399475212945206e-11,4.405311810186902e-13,4.1960117634556291e-11,4.0595916620920615e-11,4.0500276263735863e-11,1.470066643513433e-11,1.6264205384966905e-11,1.7414599190291415e-13,1.4257994098803982e-13,7.1282525890327811e-14,1.6733986747532085e-14,4.2063982603310109e-13,1.4049429781523103e-14,6.94050150481581e-15,2.3386146805300407e-13,1.5716939103143876e-13,1.5522802011517732e-13,1.5536537955736266e-12,1.0345719971806184e-13,7.2986651408247316e-13,1.4943787887246068e-13,5.6388574902067208e-14,4.1412499134339275e-16,1.8743850653379102e-14,2.0932369439006532e-17,3.1985343213655998e-16,1.3273332559957778e-16,6.6624697250578917e-18,1.92942148750525e-16,8.2453033687006437e-18,8.7433675136061843e-17,1.0452009534404016e-14,4.5593970324457078e-18,2.6158489629987432e-20
8.770553005902579e-10,0.29248933767814517,89.099999999999994,0.0,0.0,0.0,0.99999999988444288,10.999999999997724,4.897429632148903e-11,5.1322020963451825e-13,4.838910255491348e-11,4.6847168140741368e-11,4.6717659587766129e-11,1.6686024195490287e-11,1.8741322283968227e-11,1.9863971139178372e-13,1.6263874109269221e-13,8.1306611160429703e-14,2.1643764599799904e-14,5.5939439501246918e-13,1.8241364468577638e-14,8.9966185490190034e-15,3.114933137470543e-13,2.0954259224950239e-13,2.0672213814112939e-13,2.0257490641563151e-12,1.5399273981209242e-13,9.7146622858858853e-13,1.989876566913079e-13,7.4308539146620192e-14,6.3001802947527733e-16,2.5961456177767379e-14,3.6286077255154127e-17,4.850627387190685e-16,2.0255474114947086e-16,1.1573866625134951e-17,3.3016323542855459e-16,1.6100398030407243e-17,1.2955642610022574e-16,1.1944062092517219e-14,7.7357850364496414e-18,5.1651751567231167e-20
9.946434007870105e-10,0.2924893376781891,89.099999999999994,0.0,0.0,0.0,0.99999999986894994,10.999999999997133,5.5551772916040994e-11,5.8709604099945354e-13,5.4800097402041274e-11,5.3089546685169622e-11,5.2920538263508637e-11,1.8602082986873306e-11,2.1207855678132754e-11,2.2263905942645457e-13,1.8228161119784725e-13,9.1120484357021377e-14,2.7010211108185164e-14,7.1742850458006022e-13,2.2849194408781794e-14,1.1251402811380675e-14,4.0012156187939685e-13,2.6941772155656033e-13,2.6549343597080995e-13,2.5482032630946684e-12,2.1716323733477583e-13,1.2470134120139212e-12,2.5552974776508029e-13,9.4444104316090019e-14,9.0799691006649854e-16,3.4588786152883602e-14,5.855309812003854e-17,6.9679574790491203e-16,2.9281859394199869e-16,1.8715778539360605e-17,5.259923010189369e-16,2.8777588765272272e-17,1.8191613519226151e-16,1.3423238738674618e-14,1.2220031253462414e-17,9.334532615808842e-20
9.999999999999999e-10,0.2924893376782329,89.099999999999994,0.0,0.0,0.0,0.99999999986824417,10.999999999997105,5.5851465678393702e-11,5.9048962205625487e-13,5.509171587331375e-11,5.3373701692118455e-11,5.320275723513713e-11,1.8687761523497118e-11,2.131996631500031e-11,2.2372129845021492e-13,1.8316709196727238e-13,9.1562819454338904e-14,2.7264813089331404e-14,7.2508410520474413e-13,2.3068427477533127e-14,1.1358555417141259e-14,4.044201776844972e-13,2.7232382321440128e-13,2.6834350619710921e-13,2.5731475912876851e-12,2.2035339350885886e-13,1.2603712081631893e-12,2.5827146297099646e-13,9.5412825040851973e-14,9.2224879785515185e-16,3.5016588249287715e-14,5.9758850575610472e-17,7.0762467107154783e-16,2.9745585564866328e-16,1.9103043976373577e-17,5.3650952355371721e-16,2.9498527402158277e-17,1.8455308638843365e-16,1.349036454949455e-14,1.2459529432256923e-17,9.5732809931460938e-20
1.112231500983763e-09,0.2924893376782329,89.099999999999994,0.0,0.0,0.0,0.999999999853457,10.99999999999647,6.2131884279431613e-11,6.6215768922039962e-13,6.1193159675097581e-11,5.9323143635259569e-11,5.9108846900393214e-11,2.0451605834100615e-11,2.3663953793740408e-11,2.461900892052987e-13,2.0154403401837747e-13,1.0074143714096798e-13,3.2787996597796414e-14,8.9458164322653659e-13,2.7837446322332892e-14,1.3686820602081625e-14,4.9970785618509033e-13,3.3678860066072336e-13,3.3151139111012402e-13,3.117642526028807e-12,2.9368285184972554e-13,1.5563293283947007e-12,3.1903227830845846e-13,1.167154099847025e-13,1.2548551846997837e-15,4.4701061380511626e-14,8.9381724422376011e-17,9.5971519747702366e-16,4.0589967994803917e-16,2.8630430852886119e-17,7.9279038798234125e-16,4.8038601649734377e-17,2.4500378727290306e-16,1.4892627686014812e-14,1.8263221806467723e-17,1.5754387171201367e-19
1.3474077013772682e-09,0.2924893376783202,89.099999999999994,0.0,0.0,0.0,0.99999999982247112,10.999999999994936,7.5299928026091485e-11,8.1583780264551962e-13,7.3925715636935352e-11,7.1764334389603193e-11,7.1441514194555603e-11,2.3961560651857946e-11,2.8545429276356676e-11,2.9211136828053935e-13,2.390558421562892e-13,1.194669553672027e-13,4.5415993968322772e-14,1.3056113386536464e-12,3.8826954562309617e-14,1.9034775746775587e-14,7.3160353739909442e-13,4.9399281670016951e-13,4.8516573235357304e-13,4.3851757409537421e-12,4.8895155927770434e-13,2.2755735703288459e-12,4.6679174895867127e-13,1.6736035782515468e-13,2.1811443860544066e-15,6.9658912874578983e-14,1.8377292605702398e-16,1.6563801941287679e-15,7.0971759183181269e-16,5.9115988327631713e-17,1.5896113341013202e-15,1.146763554731277e-16,4.0478784321575294e-16,1.7811092498813475e-14,3.6008835215897054e-17,3.8443236271499766e-19
1.5590662817314229e-09,0.2924893376783985,89.099999999999994,0.0,0.0,0.0,0.99999999979458387,10.999999999993319,8.7159968713045915e-11,9.5820923195249422e-13,8.5324259750566645e-11,8.2932188906541394e-11,8.2490521497957134e-11,2.6918411705060229e-11,3.2904522040768104e-11,3.3228504573825412e-13,2.7181388687500901e-13,1.3580500567169407e-13,5.7816151055265947e-14,1.7393507837831856e-12,4.9720123044999698e-14,2.4315735331544451e-14,9.7741146827562587e-13,6.6104975568804847e-13,6.4793435854950792e-13,5.6578296291972418e-12,7.146914831969176e-13,3.0366793822344998e-12,6.2326273563317289e-13,2.1950580971076202e-13,3.3132862429533703e-15,9.7859466545064055e-14,3.1643523891468752e-16,2.4993500735286989e-15,1.0837658114507379e-15,1.0218262843263477e-16,2.6766495578350157e-15,2.203941791589964e-16,5.8796490792329201e-16,2.042152258875481e-14,5.9725167652695423e-17,7.5354395381543483e-19
1.7707248620855775e-09,0.2924893376784765,89.099999999999994,0.0,0.0,0.0,0.99999999976669662,10.999999999991477,9.9028220066836426e-11,1.1044348661669992e-12,9.6665588152868328e-11,9.407279178978085e-11,9.3491509759983875e-11,2.9697613961864399e-11,3.7232033836395244e-11,3.7154006927225151e-13,3.0376611811078427e-13,1.5172477985190507e-13,7.1023585373355031e-14,2.2326207247427136e-12,6.1419208246742914e-14,2.9968658540295257e-14,1.2581492854724747e-12,8.5229607297103962e-13,8.337128245931888e-13,7.0411778884005348e-12,9.8875887356326914e-13,3.9046164534124148e-12,8.0179559571033107e-13,2.7746673937665901e-13,4.7627772837831144e-15,1.3183423971849752e-13,5.0645726598855695e-16,3.5677656405628609e-15,1.5659444637132171e-15,1.641772356710142e-16,4.1901859102151582e-15,3.870583900580519e-16,8.0879823085984712e-16,2.3020830119682804e-14,9.2098652616653476e-17,1.3496160111532177e-18
1.982383442439732e-09,0.2924893376785541,89.099999999999994,0.0,0.0,0.0,0.99999999973880938,10.999999999989409,1.109045586906416e-10,1.254523772210009e-12,1.0795002939842285e-10,1.0518651861593146e-10,1.0444425067231057e-10,3.2311524579427628e-11,4.1528769178322909e-11,4.1001876724368068e-13,3.3503140056394284e-13,1.6728360035375298e-13,8.4898249688576467e-14,2.7845488670357896e-12,7.380541527332988e-14,3.5935281681222577e-14,1.5736098412779816e-12,1.0676951343897963e-12,1.0423274200038059e-12,8.5232078821009639e-12,1.311305049717543e-12,4.8784930314893913e-12,1.0022090995079448e-12,3.4088068465325999e-13,6.5609921350606016e-15,1.7187432547122916e-13,7.6596165772282887e-16,4.8793959828357044e-15,2.1681422261857476e-15,2.4926626203917432e-16,6.1998419662396687e-15,6.3371552551071643e-16,1.0671199570186042e-15,2.5612223862622282e-14,1.3423878789461636e-16,2.2535485772047069e-18
2.1940420227938864e-09,0.2924893376786314,89.099999999999994,0.0,0.0,0.0,0.99999999971092213,10.999999999987118,1.2278886081100857e-10,1.408485530499475e-12,1.1917791010422622e-10,1.1627371475517733e-10,1.1534855075718037e-10,3.4771653986557951e-11,4.5795516203707465e-11,4.4784239559807336e-13,3.6571275597998797e-13,1.8253114291656718e-13,9.9320854379573397e-14,3.3942801381984741e-12,8.677578569602117e-14,4.2165474823392243e-14,1.9235896224435834e-12,1.3072101365296526e-12,1.2736056456435244e-12,1.0093266075936246e-11,1.6819430138239748e-12,5.9574524256708419e-12,1.2243233797269835e-12,4.0940901744246838e-13,8.7376627073433866e-15,2.1824252084188729e-13,1.107279477932732e-15,6.4500545661489987e-15,2.9018591188190992e-15,3.6174833772356985e-16,8.7706903824605065e-15,9.8084819605327415e-16,1.3624382042304404e-15,2.8198384700253445e-14,1.8709205344130349e-16,3.5575561833706351e-18
2.405700603148041e-09,0.2924893376787085,89.099999999999994,0.0,0.0,0.0,0.99999999968303488,10.999999999984613,1.3468100231295711e-10,1.5663311829698478e-12,1.3034955496701654e-10,1.2733469631763667e-10,1.2620425047443195e-10,3.7088687349961082e-11,5.00330466788434e-11,4.8511196191754374e-13,3.958980412272009e-13,1.9750974614457532e-13,1.1419205522584339e-13,4.0609766559654101e-12,1.0024252019417344e-13,4.8616914901558457e-14,2.3078886328332685e-12,1.5708040996036545e-12,1.5273762053179633e-12,1.1742012089096551e-11,2.0997724544762756e-12,7.1406721694974687e-12,1.4679599422082392e-12,4.8273635707259087e-13,1.1320908594876594e-14,2.7117420049699681e-13,1.5429266490972824e-15,8.2936741125977329e-15,3.7782149855670823e-15,5.0604670963218937e-16,1.1963608278470131e-14,1.4500335046530659e-15,1.6939346323090251e-15,3.0780517766253367e-14,2.5146166468675856e-16,5.3644043668503671e-18
2.6173591835021953e-09,0.29248933767878516,89.099999999999994,0.0,0.0,0.0,0.99999999965514763,10.999999999981892,1.4658085878996725e-10,1.7280730636386724e-12,1.4146528674924426e-10,1.3836975136524941e-10,1.3701122326622236e-10,3.9272507492028202e-11,5.4242115948393757e-11,5.2190936878501945e-13,4.2566075996435095e-13,2.1225480568654296e-13,1.2943132746204174e-13,4.7838177557747422e-12,1.141321668735784e-13,5.5254659471330808e-14,2.726310284997742e-12,1.858439863768182e-12,1.8034690137313266e-12,1.3461354982001498e-11,2.5634210517965133e-12,8.4273631917581695e-12,1.7329416908675274e-12,5.6056996621242757e-13,1.4337283193831201e-14,3.3087844801128016e-13,2.0855656497509204e-15,1.04223853333202e-14,4.8079609819453396e-15,6.8669731368931489e-16,1.5835312343845322e-14,2.0637101332137481e-15,2.0604882184552782e-15,3.335852016428078e-14,3.280158601229283e-16,7.7868579389189487e-18
2.885846011002723e-09,0.29248933767888197,89.099999999999994,0.0,0.0,0.0,0.99999999961977293,10.999999999978135,1.6168661458115609e-10,1.9388659583556909e-12,1.5548553934076474e-10,1.523307207569107e-10,1.5064950552270782e-10,4.1865294802627078e-11,5.9541486771403772e-11,5.6801180971423811e-13,4.6290297921276783e-13,2.306692956173245e-13,1.4918895384879361e-13,5.780255769414882e-12,1.3226310821342474e-13,6.3897267990448192e-14,3.3058658449895864e-12,2.2578352894558998e-12,2.1855422043638435e-12,1.5732843387263467e-11,3.2148548342774002e-12,1.0207204001567654e-11,2.0995041940257588e-12,6.6535984016416085e-13,1.8826104172325022e-14,4.1664866422179521e-13,2.9476651011147233e-15,1.3549276589746297e-14,6.3512094974212076e-15,9.7536910022059733e-16,2.1803590636974055e-14,3.0859979667938926e-15,2.5739041992782253e-15,3.6622782388990534e-14,4.4346032361242478e-16,1.1937442098156257e-17
3.1543328385032506e-09,0.29248933767897844,89.099999999999994,0.0,0.0,0.0,0.99999999958439822,10.999999999974044,1.768043295317022e-10,2.1559722960503627e-12,1.6941699049537479e-10,1.6625089274018568e-10,1.6420909250877854e-10,4.4275642118082946e-11,6.4797722855386258e-11,6.1357440954540557e-13,4.9967051130162837e-13,2.4880719686949113e-13,1.6932281170128324e-13,6.8641386106053294e-12,1.5086942948055893e-13,7.2743642436868861e-14,3.9396269821764915e-12,2.6957788913328119e-12,2.6029198053959607e-12,1.8093888343054694e-11,3.9335408563916431e-12,1.2150833731621836e-11,2.4997746609405951e-12,7.7645110507389611e-13,2.4101100825774743e-14,5.139565154032676e-13,4.0278744149083451e-15,1.7170388752450573e-14,8.178714164445142e-15,1.3394055566319213e-15,2.9040255257284719e-14,4.4246358519688059e-15,3.1389566574710084e-15,3.9880746082281765e-14,5.8009665617713313e-16,1.7542886409583364e-17
3.4228196660037783e-09,0.2924893376790744,89.099999999999994,0.0,0.0,0.0,0.99999999954902352,10.999999999969623,1.919337495086866e-10,2.3794157844747012e-12,1.8326028567613862e-10,1.8013072111535401e-10,1.7768990911488554e-10,4.651927392817243e-11,7.001225774500724e-11,6.586886615556531e-13,5.3605134705453393e-13,2.6671142635546665e-13,1.8974312774754989e-13,8.0339037850467104e-12,1.6986318227187925e-13,8.1753120578945068e-14,4.6272110848990241e-12,3.1721936121276246e-12,3.0552629197177136e-12,2.053341895372187e-11,4.7155352497650116e-12,1.4256832426773096e-11,2.9334014868319055e-12,8.9337401074738104e-13,3.0208398278215258e-14,6.2310308370629829e-13,5.3512854380285375e-15,2.1301394033398209e-14,1.031052864861894e-14,1.788278639106487e-15,3.7625087379867873e-14,6.1257293955968028e-15,3.7529586551687701e-15,4.3133477432440933e-14,7.3835790211839417e-16,2.488846417420229e-17
3.691306493504306e-09,0.29248933767916996,89.099999999999994,0.0,0.0,0.0,0.99999999951364882,10.999999999964883,2.0707462069905229e-10,2.6092208971172741e-12,1.9701606553451168e-10,1.939706206043243e-10,1.9109193735414327e-10,4.8610522249230641e-11,7.51864866990203e-11,7.0342663677901995e-13,5.7211699569739397e-13,2.8441713620174617e-13,2.1037927456996584e-13,9.288028461465869e-12,1.8917287928657568e-13,9.0893082981625598e-14,5.368241342078572e-12,3.6870019433252497e-12,3.5422356268913929e-12,2.3041869879148679e-11,5.5567336262044949e-12,1.6523840857852504e-11,3.4000367355169345e-12,1.0156991120222051e-12,3.7191573304521537e-14,7.4435280547846229e-13,6.9424953805459016e-15,2.5955330209817625e-14,1.2766112650854688e-14,2.3314607322723518e-15,4.7626234936533746e-14,8.2338603416401625e-15,4.4131944277115447e-15,4.6381195446029718e-14,9.1842788508962407e-16,3.4274303254959937e-17
