Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414)
3.959793321004834e-09,0.2924893376792651,89.099999999999994,0.0,0.0,0.0,0.99999999947827412,10.999999999959831,2.2222668992519408e-10,2.8454122908441064e-12,2.1068496582153004e-10,2.0777097365968846e-10,2.044152098784831e-10,5.0562478364331462e-11,8.0321767195005819e-11,7.4784676976304063e-13,6.0792664358548415e-13,3.0195373588592216e-13,2.3117407253434877e-13,1.0625028838117343e-11,2.0873933595360303e-13,1.0013677213189169e-13,6.1623461474046498e-12,4.2401259292729183e-12,4.063505023248987e-12,2.5610842237464982e-11,6.4530623544378924e-12,1.8950554888786271e-11,3.8993362492147371e-12,1.1430331449188856e-12,4.5091931672637636e-14,8.7793984780341795e-13,8.8254377291434798e-15,3.1143046380982249e-14,1.5564396045915734e-14,2.9783660573787618e-15,5.9100606637314364e-14,1.0791284523595221e-14,5.1170418677839608e-15,4.9623840588456829e-14,1.1202774527529674e-15,4.6012337308996861e-17
4.228280148505361e-09,0.2924893376793598,89.099999999999994,0.0,0.0,0.0,0.99999999944289941,10.99999999995447,2.3738970463717601e-10,3.0880148811383299e-12,2.2426761760132996e-10,2.215321303765996e-10,2.1765980786257066e-10,5.2387040503781508e-11,8.5419420243627078e-11,7.9199250177162142e-13,6.4352672062161055e-13,3.1934459450297675e-13,2.5208512184594301e-13,1.2043458783378624e-11,2.2851610818790004e-13,1.0946365628808476e-13,7.0091589063694016e-12,4.831487163658441e-12,4.6187410998601196e-12,2.8233154695934496e-11,7.4003818448079172e-12,2.1535723147174402e-11,4.4309595295715413e-12,1.2750174923512014e-12,5.3948496966508083e-14,1.0240679813460937e-12,1.1023477822502071e-14,3.6873270253523149e-14,1.8723775914889857e-14,3.7383722483080468e-15,7.2095619886991658e-14,1.3837987663200844e-14,5.8618639950612892e-15,5.286100691344549e-14,1.3437068993803193e-15,6.042481237018733e-17
4.496766976005889e-09,0.2924893376794542,89.099999999999994,0.0,0.0,0.0,0.99999999940752471,10.999999999948811,2.5256341336351075e-10,3.3370529855681151e-12,2.3776464701161048e-10,2.3525441767432006e-10,2.308258528641773e-10,5.4095103649524463e-11,9.0480730665628803e-11,8.3590043765138703e-13,6.7895651560545904e-13,3.3660981571325757e-13,2.7307677118675058e-13,1.3541909409127104e-11,2.4846387560294989e-13,1.1885641799691747e-13,7.9083173404212837e-12,5.4610068038519823e-12,5.2076168618968199e-12,3.0902371435042838e-11,8.3947734649290451e-12,2.4278140213652017e-11,4.9945699420831038e-12,1.411323098677604e-12,6.3798392209268632e-14,1.1829192058623994e-12,1.3559156216813985e-14,4.3153173635742683e-14,2.2262202632793723e-14,4.6207340681771851e-15,8.6648947527530241e-14,1.7410806859450449e-14,6.6452224203294187e-15,5.6092774844901682e-14,1.5883690226102689e-15,7.7840946580049198e-17
4.765253803506417e-09,0.2924893376795482,89.099999999999994,0.0,0.0,0.0,0.99999999937215001,10.999999999942858,2.6774756549586918e-10,3.5925507567748509e-12,2.5117667569825669e-10,2.4893813661877311e-10,2.4391350712516543e-10,5.5696554344699105e-11,9.5506948963415835e-11,8.7959660639269347e-13,7.1424597108684855e-13,3.5376509471464407e-13,2.9412379687806788e-13,1.5119007177448097e-11,2.6855265018265476e-13,1.2830222809962114e-13,8.859463446430203e-12,6.1286055608119683e-12,5.8298080863178598e-12,3.3612986881898215e-11,9.4323608779912985e-12,2.7176646011232679e-11,5.5898344254334006e-12,1.5516503471632561e-12,7.4676748168834758e-14,1.3546511839239118e-12,1.645437040358219e-14,4.9988253157669783e-14,2.6197159520251386e-14,5.6346331234719323e-15,1.0278994095280601e-13,2.1544047252848054e-14,7.4647300855396946e-15,5.9319298602293793e-14,1.853785417205516e-15,9.8597091873107346e-17
5.0337406310069445e-09,0.2924893376796419,89.099999999999994,0.0,0.0,0.0,0.9999999993367753,10.99999999993662,2.8294191197743247e-10,3.8545321186873652e-12,2.6450432027090323e-10,2.6258357337702112e-10,2.5692296320066214e-10,5.7200505480924418e-11,1.0049929092624843e-10,9.2310605632897095e-13,7.4942249242129851e-13,3.7082503919780478e-13,3.1520195354310661e-13,1.6773414147880927e-11,2.887549672007361e-13,1.3778915583458926e-13,9.8622427502483038e-12,6.8342037269382124e-12,6.4849936070524767e-12,3.6359869613473641e-11,1.0509637134135933e-11,3.0230117613579047e-11,6.2164239106647881e-12,1.6957227300936039e-12,8.6617121929747861e-14,1.5394075482001707e-12,1.9730065148890717e-14,5.7383043118699969e-14,3.054575304837605e-14,6.7890719213644471e-15,1.2054004194083429e-13,2.6268145586282094e-14,8.3182652422172997e-15,6.2540829993583449e-14,2.1394014227587221e-15,1.2303170022081825e-16
5.302227458507472e-09,0.2924893376797352,89.099999999999994,0.0,0.0,0.0,0.9999999993014006,10.999999999930095,2.9814620492744747e-10,4.1230211444052761e-12,2.7774819288170452e-10,2.7619099415487064e-10,2.6985444648466146e-10,5.8615241207069105e-11,1.0545893971774806e-10,9.664469775812628e-13,7.8450720067004836e-13,3.8780127993947859e-13,3.3629375909250537e-13,1.8503825896585304e-11,3.0904963565087477e-13,1.4730824879658641e-13,1.0916304421884791e-11,7.5777211586678487e-12,7.1728549963017843e-12,3.913856931006583e-11,1.1623212506094152e-11,3.3437470335811692e-11,6.8740129195080856e-12,1.8432880652099338e-12,9.9651318796232841e-14,1.7373130888910843e-12,2.3406485887410064e-14,6.5340834946383557e-14,3.5324673554827123e-14,8.0929475676529553e-15,1.39914055882534e-13,3.1610660445070354e-14,9.2037805683967859e-15,6.5757370808538828e-14,2.4445864700642709e-15,1.5148672032252247e-16
5.570714286008e-09,0.2924893376798282,89.099999999999994,0.0,0.0,0.0,0.9999999992660259,10.9999999999233,3.1336019782314182e-10,4.3980418907934051e-12,2.9090890117012545e-10,2.8976064804112411e-10,2.827082115011061e-10,5.9948300610420917e-11,1.1038704643764952e-10,1.0096325777057228e-12,8.1951643520554082e-13,4.0470317919246214e-13,3.5738664625578219e-13,2.0308970897132403e-11,3.2942023698775655e-13,1.5685278215117892e-13,1.2021301010515261e-11,8.3590772833790977e-12,7.8930765885170418e-12,4.1945193456704684e-11,1.27698566028603e-11,3.6797654522119855e-11,7.5622796172417593e-12,1.9941161260305796e-12,1.1380950330133564e-13,1.9484764135995239e-12,2.7503142044434684e-14,7.3863882416197165e-14,4.0550217458660454e-14,9.5550334902950091e-15,1.6092085929383805e-13,3.7596112147344864e-14,1.0119321745211729e-14,6.8968830625360008e-14,2.768657899492887e-15,1.8430587492317058e-16
5.8392011135085276e-09,0.2924893376799209,89.099999999999994,0.0,0.0,0.0,0.99999999923065119,10.999999999916234,3.2858364560466874e-10,4.6796182772845303e-12,3.0398704831182073e-10,3.0329276910200071e-10,2.9548453881655353e-10,6.1206548527932011e-11,1.1528473104213032e-10,1.0526721919766226e-12,8.5446268831187576e-13,4.215382696645394e-13,3.7847186807077074e-13,2.2187609544015954e-11,3.4985419166754364e-13,1.6641779833228653e-13,1.3176888206272254e-11,9.1781911048052379e-12,8.6453454465122013e-12,4.4776324934886363e-11,1.3946512251444494e-11,4.0309652680069843e-11,8.2809057871173297e-12,2.1479966027988886e-12,1.2912029250323465e-13,2.172991898702311e-12,3.2038802519587555e-14,8.2953551218844152e-14,4.6238305940835851e-14,1.1183971084494701e-14,1.8356400623683303e-13,4.424605610133216e-14,1.1063034930429838e-14,7.2175145637573513e-14,3.1108948120269673e-15,2.2183349200005539e-16
6.107687941009055e-09,0.29248933768001334,89.099999999999994,0.0,0.0,0.0,0.99999999919527649,10.9999999999089,3.4381630507728497e-10,4.9677739565584027e-12,3.169832326779584e-10,3.1678758160912677e-10,3.0818372923992342e-10,6.2396303533362974e-11,1.2015308224172167e-10,1.0955754432789138e-12,8.8935767949857625e-13,4.3831373592910083e-13,3.9954040018839388e-13,2.4138534190357718e-11,3.7033968581555885e-13,1.7599851539377478e-13,1.4382724501898504e-11,1.0034981222790562e-11,9.4293515401318473e-12,4.7628770815958339e-11,1.5150422127201811e-11,4.3972474972968783e-11,9.029577077437479e-12,2.3047355744668995e-12,1.4561094599468792e-13,2.4109446114716478e-12,3.703137056393795e-14,9.261067624804647e-14,5.2404521699493519e-14,1.2988222445787716e-14,2.0784236493572879e-13,5.1578582745303423e-14,1.2033243672748213e-14,7.5376384573679439e-14,3.4705713874735192e-15,2.6441166117126319e-16
6.376174768509583e-09,0.2924893376801055,89.099999999999994,0.0,0.0,0.0,0.99999999915990179,10.999999999901307,3.5905793468466216e-10,5.2625324527708559e-12,3.2989804825919728e-10,3.3024529823087199e-10,3.2080610440893956e-10,6.352332923407303e-11,1.2499315928963563e-10,1.1383497908798507e-12,9.2421072726459814e-13,4.5503561278570845e-13,4.2058535411415092e-13,2.6160567331798443e-11,3.9086730029818486e-13,1.8559120872794414e-13,1.5638471146799003e-11,1.0929365824658227e-11,1.0244787508967369e-11,5.04996820809584e-11,1.637901822887602e-11,4.778515888714249e-11,9.8079827002014507e-12,2.4641555907920877e-12,1.6330733414031892e-13,2.6624085759931936e-12,4.249801079460452e-14,1.0283544355592225e-13,5.9064102492933377e-14,1.4976105497029283e-14,2.3375050314284166e-13,5.9609015219209001e-14,1.3028381071017459e-14,7.8572629846893111e-14,3.8469446537239553e-15,3.1238124669843561e-16
6.644661596010111e-09,0.29248933768019736,89.099999999999994,0.0,0.0,0.0,0.99999999912452708,10.999999999893456,3.7430829492587637e-10,5.5639171855548908e-12,3.4273208422440542e-10,3.436661236736734e-10,3.3335200178455812e-10,6.4592939208979857e-11,1.2980599157904476e-10,1.1810030475798727e-12,9.5903080325490488e-13,4.7170974293831415e-13,4.4159949600742594e-13,2.825256198653777e-11,4.114279587459426e-13,1.9519219532616207e-13,1.6943791975178643e-11,1.1861262709874262e-11,1.1091348897796068e-11,5.3386392454023548e-11,1.7629981057720867e-11,5.1746765641201197e-11,1.0615815733700435e-11,2.6260927140807964e-12,1.8223404461881418e-13,2.9274502137642229e-12,4.8455075961840153e-14,1.1362766993801765e-13,6.6231955381254374e-14,1.7155761539815686e-14,2.6127976130987762e-13,6.83495602828849e-14,1.4047008385227951e-14,8.176392760216631e-14,4.2392939354380004e-15,3.6607908507361698e-16
6.913148423510638e-09,0.2924893376802889,89.099999999999994,0.0,0.0,0.0,0.99999999908915238,10.999999999885356,3.8956714775019871e-10,5.8719515468928821e-12,3.5548592583773991e-10,3.5705025021761731e-10,3.4582177870237724e-10,6.5609919110596366e-11,1.3459258151642156e-10,1.2235388674634001e-12,9.9382323438019396e-13,4.8834019884822524e-13,4.6257969148466185e-13,3.0413398786945971e-11,4.3201622455755294e-13,2.0479954415452152e-13,1.8298353413894777e-11,1.2830589259786051e-11,1.196873365086177e-11,5.6286662512148087e-11,1.8901072145391881e-11,5.5856381959111655e-11,1.1452772476670218e-11,2.7903985227292186e-12,2.0241429721129837e-13,3.2061240872845982e-12,5.4918314565709228e-14,1.2498646903992608e-13,7.3922645793506487e-14,1.9535220627927917e-14,2.9041788061767235e-13,7.7810423875276532e-14,1.5087728391200137e-14,8.4950256177420546e-14,4.6468752806340331e-15,4.2584135766949425e-16
7.181635251011166e-09,0.2924893376803802,89.099999999999994,0.0,0.0,0.0,0.99999999905377768,10.999999999877007,4.0483425748508969e-10,6.1866587657907506e-12,3.6816015329427817e-10,3.7039786478204043e-10,3.5821580328066524e-10,6.6578711218400785e-11,1.3935390241891456e-10,1.2659621723736174e-12,1.0285939725327697e-12,5.0493129153833279e-13,4.8352155778026003e-13,3.2641988085222726e-11,4.526260346658807e-13,2.1441092938294117e-13,1.9701824308160961e-11,1.3837262494293574e-11,1.2876642741649827e-11,5.91983486720173e-11,2.0190285308947836e-11,6.0113114283813863e-11,1.2318553238662403e-11,2.9569349836260333e-12,2.2387012165740079e-13,3.4984796089863908e-12,6.1902675218953075e-14,1.3691079203717946e-13,8.2150416518922999e-14,2.2122325215741977e-14,3.2115068860456217e-13,8.7998935845147443e-14,1.6149250614541943e-14,8.8131598527235958e-14,5.0689941873743999e-15,4.9199806557319438e-16
7.450122078511694e-09,0.2924893376804713,89.099999999999994,0.0,0.0,0.0,0.99999999901840297,10.999999999868418,4.2010938997636485e-10,6.5080619507309089e-12,3.8075534303187684e-10,3.837091441786878e-10,3.7053446008507038e-10,6.750331044170382e-11,1.4409090227185555e-10,1.3082748708867204e-12,1.0633462119850437e-12,5.2148599387535496e-13,5.0442368306735669e-13,3.4937266121022271e-11,4.7325407920684072e-13,2.2402532476442282e-13,2.1153875818498819e-11,1.4881199023001526e-11,1.3814779450940603e-11,6.2119644296645801e-11,2.1495707448860015e-11,6.4516091195370483e-11,1.3212861431575938e-11,3.1255772532454445e-12,2.4662231131896692e-13,3.8045564949219407e-12,6.9422515352624678e-14,1.4939902735700349e-13,9.0929193991685763e-14,2.4924800756848141e-14,3.5346090013443897e-13,9.8920684632419437e-14,1.723034153273504e-14,9.1307963690172019e-14,5.5049377478342213e-15,5.6487779219257767e-16
7.71860890601222e-09,0.2924893376805622,89.099999999999994,0.0,0.0,0.0,0.99999999898302827,10.999999999859588,4.3539231314799581e-10,6.836184063768847e-12,3.9327206705994688e-10,3.9698425953660165e-10,3.8277814423439223e-10,6.8387385239881517e-11,1.4880450281653637e-10,1.3504791053348941e-12,1.0980829610366268e-12,5.3800715016589507e-13,5.2528442636310165e-13,3.7298195927828881e-11,4.9389723208577984e-13,2.3364171421996485e-13,2.2654181289444514e-11,1.5962315082313774e-11,1.4782849727104014e-11,6.5048877012216219e-11,2.2815603580644688e-11,6.9064459491341691e-11,1.413540401485119e-11,3.2962102957885375e-12,2.7069054698980261e-13,4.1243889647585894e-12,7.7491494958318542e-14,1.6244933490587375e-13,1.0027260220212898e-13,2.7950211260369155e-14,3.8732922493161738e-13,1.1057906853537487e-13,1.8329860734451069e-14,9.4479375332937304e-14,5.9540183051517713e-15,6.4480435301382726e-16
7.987095733512747e-09,0.2924893376806529,89.099999999999994,0.0,0.0,0.0,0.99999999894765357,10.999999999850521,4.506827969289709e-10,7.1710479474905354e-12,4.0571089310198951e-10,4.1022337583096599e-10,3.9494726150120218e-10,6.9234277101225488e-11,1.5349560022528009e-10,1.3925765608354407e-12,1.1328065700110642e-12,5.54497246764818e-13,5.4610259790606069e-13,3.9723766646721341e-11,5.1455302310917124e-13,2.4325934447407757e-13,2.4202416228160185e-11,1.7080526533587376e-11,1.5780562105604263e-11,6.7984541347778587e-11,2.4148384941094369e-11,7.3757383988893809e-11,1.5085891388696486e-11,3.4687288487232003e-12,2.9609339628607704e-13,4.4580052895163901e-12,8.6122616887785274e-14,1.7605961038850793e-13,1.101939623039162e-13,3.1205969921024667e-14,4.2273445964243622e-13,1.229755256986742e-13,1.9446742656011243e-14,9.7645851072565183e-14,6.415568475353762e-15,7.320971661869655e-16
8.524069388513803e-09,0.2924893376808335,89.099999999999994,0.0,0.0,0.0,0.99999999887690416,10.999999999831694,4.812855370621633e-10,7.861091753454535e-12,4.3035710002874769e-10,4.3659424972872808e-10,4.1906345434101978e-10,7.0828616657656206e-11,1.6281374692962836e-10,1.4764591543228112e-12,1.2022238682047695e-12,5.873939700401832e-13,5.8760520481915315e-13,4.4764913345858898e-11,5.5589253619248425e-13,2.6249504492004956e-13,2.7441386751335714e-11,1.9427897291881454e-11,1.7863760557115813e-11,7.3869651709661575e-11,2.6846944142724405e-11,8.3573636722869939e-11,1.7069559579463652e-11,3.8190393899367985e-12,3.5097206867640309e-13,5.166681707788511e-12,1.0512008606219857e-13,2.0495099715630815e-13,1.3182235543892226e-13,3.8437395713764408e-14,4.9806520832841052e-13,1.4997966958351999e-13,2.1728667015659419e-14,1.0396402683834408e-13,7.3735790045522232e-15,9.3003108919835013e-16
9.007345678014752e-09,0.29248933768099544,89.099999999999994,0.0,0.0,0.0,0.99999999881322965,10.999999999813976,5.0885159640678413e-10,8.505414593570082e-12,4.5227788184717184e-10,4.6020648076760287e-10,4.4051723371893415e-10,7.2164587614817207e-11,1.7113160927358464e-10,1.5516047886508519e-12,1.2646739616568646e-12,6.1691667708153696e-13,6.2480042928374682e-13,4.9513386131299298e-11,5.9312063538381326e-13,2.7980501494634364e-13,3.0517165384785544e-11,2.166654585627198e-11,1.9837144441567708e-11,7.9175540005460027e-11,2.9306436885105051e-11,9.2894581198859728e-11,1.8947597125167202e-11,4.1398701050887924e-12,4.0509247512050357e-13,5.8518235876982084e-12,1.2425792709273591e-13,2.3284402090940057e-13,1.5339214793505532e-13,4.5804705133319686e-14,5.7088171004456915e-13,1.7678788584905525e-13,2.3832395262059996e-14,1.0963356883556013e-13,8.2723432228123665e-15,1.1364600398316564e-15
9.490621967515702e-09,0.2924893376811567,89.099999999999994,0.0,0.0,0.0,0.99999999874955514,10.999999999795543,5.3643867167690224e-10,9.1719302234139129e-12,4.7395490762691887e-10,4.8370443446744096e-10,4.6173605832621613e-10,7.3420546830308036e-11,1.7938940111784224e-10,1.6264256576384133e-12,1.3271061524641022e-12,6.4636933937704338e-13,6.6184413830185841e-13,5.445669507454364e-11,6.3036310695591457e-13,2.9711131940548362e-13,3.3743280950073781e-11,2.4024058788100747e-11,2.1902153456986562e-11,8.4484250416256904e-11,3.1788568058570218e-11,1.0267158323974792e-10,2.0911826815407241e-11,4.4655178623451893e-12,4.637794528589173e-13,6.581863886711105e-12,1.4539125752877101e-13,2.6251146807631051e-13,1.7702839716118168e-13,5.4026751239504011e-14,6.4829524612227166e-13,2.0593780636953759e-13,2.5978583905546506e-14,1.1528721052657421e-13,9.2024018653771578e-15,1.3714842228453055e-15
9.973898257016651e-09,0.29248933768131746,89.099999999999994,0.0,0.0,0.0,0.99999999868588063,10.999999999776412,5.6404549835419207e-10,9.8607672515833584e-12,4.9539133624525324e-10,5.0708892549166925e-10,4.8272251904834155e-10,7.4607763260084657e-11,1.8759151380731614e-10,1.7009259112075226e-12,1.3895245481437895e-12,6.757600146482507e-13,6.9873496788772281e-13,5.9589797367969851e-11,6.6761512053616067e-13,3.1441308519171982e-13,3.7117911402957332e-11,2.6499932853960347e-11,2.4057179022116976e-11,8.9790954952655965e-11,3.4287969501226838e-11,1.1290027397352474e-10,2.2960679292403634e-11,4.7956151852668359e-12,5.271062173023169e-13,7.3568231519902619e-12,1.6857476588357369e-13,2.9393612865153797e-13,2.027985201090651e-13,6.3141462354328095e-14,7.3014773318352173e-13,2.3738853636507339e-13,2.8162992424393912e-14,1.2092498924281942e-13,1.0160810817350499e-14,1.6367768546809647e-15
9.999999999999999e-09,0.2924893376814776,89.099999999999994,0.0,0.0,0.0,0.9999999986824416,10.99999999977536,5.6553708041684052e-10,9.8986091581534816e-12,4.9654233002115686e-10,5.0834870731288811e-10,4.8384943444975657e-10,7.4670123717424472e-11,1.8803300730159895e-10,1.7049406142498309e-12,1.3928954341608545e-12,6.7734578128955616e-13,7.0072307172723257e-13,5.9872343310234552e-11,6.6962729623303494e-13,3.1534741271250594e-13,3.7304367155120266e-11,2.6637013882583489e-11,2.4176103128986832e-11,9.0077429990151694e-11,3.4423360738408988e-11,1.1346549854786791e-10,2.3073716339323938e-11,4.8135639467017722e-12,5.3065985588173297e-13,7.399957229988048e-12,1.6988624845993238e-13,2.9568304487404384e-13,2.0425237396364197e-13,6.3659873557003472e-14,7.3469179630872166e-13,2.3915175350259437e-13,2.8281983908317819e-14,1.2122903473544756e-13,1.0213327777070665e-14,1.6519986100218257e-15
1.04571745465176e-08,0.2924893376814776,89.099999999999994,0.0,0.0,0.0,0.99999999862220612,10.999999999756596,5.9167083475959317e-10,1.0572052941190807e-11,5.1659028406968744e-10,5.3036074083941555e-10,5.034792384461092e-10,7.5735891029917108e-11,1.9574212320867759e-10,1.7751090789661022e-12,1.4519320661191222e-12,7.0509569752008267e-13,7.3547215367014608e-13,6.4907870219239979e-11,7.0487303564024468e-13,3.3170982157753315e-13,4.0639253349715209e-11,2.9093661461486862e-11,2.6300637933683798e-11,9.5091579129503311e-11,3.6800056461159206e-11,1.2357639702238186e-10,2.5092617808611687e-11,5.1298431575281628e-12,5.9513722867496034e-13,8.176694404905833e-12,1.9385780880398935e-13,3.2710010794027977e-13,2.3076715192248347e-13,7.3185307345248996e-14,8.1627735315244319e-13,2.7109055344356882e-13,3.0381809730352217e-14,1.2654693980858218e-13,1.1144877072678607e-14,1.9339540744767461e-15
1.094045083601855e-08,0.29248933768163715,89.099999999999994,0.0,0.0,0.0,0.99999999855853161,10.99999999973611,6.1931346201872241e-10,1.1305913221464777e-11,5.3755482547231068e-10,5.5352064291623117e-10,5.2400886363166743e-10,7.6813136899740061e-11,2.0384519819678041e-10,1.8489780848960057e-12,1.5143305326249949e-12,7.3438239882948725e-13,7.7205551582848449e-13,7.0406302265509173e-11,7.4213430342465612e-13,3.4900139289769163e-13,4.4305521705453585e-11,3.1804734765420802e-11,2.863097201353203e-11,1.0038272503415952e-10,3.9320943699205453e-11,1.3469580112594681e-10,2.7306137478085908e-11,5.4679264176825164e-12,6.6792862386910847e-13,9.041446130375185e-12,2.2128466870064741e-13,3.6198493282326169e-13,2.6099620669393429e-13,8.4193325979967565e-14,9.0651969500326252e-13,3.0698705240246637e-13,3.2631619860456287e-14,1.3215308841501921e-13,1.2152141063606652e-14,2.2645755633741165e-15
1.1423727125519499e-08,0.2924893376817964,89.099999999999994,0.0,0.0,0.0,0.9999999984948571,10.999999999714969,6.4697218404807084e-10,1.2062472687501686e-11,5.5828799335273433e-10,5.76569372930917e-10,5.4431405844075767e-10,7.7846443407119069e-11,2.1190450950440005e-10,1.9225353282582642e-12,1.576720902211421e-12,7.636252736852832e-13,8.0848537823109579e-13,7.6080684616727865e-11,7.7939724842593206e-13,3.6628794420072864e-13,4.8114949308722342e-11,3.4632639780548608e-11,3.1046647747014412e-11,1.0566158518464669e-10,4.1847355680901755e-11,1.4625443211943654e-10,2.9599764512193085e-11,5.8096276888767323e-12,7.4552866843029236e-13,9.9510255763143303e-12,2.5089482196796902e-13,3.9857169145194661e-13,2.9354494185821785e-13,9.6199159983269266e-14,1.0007091276634489e-12,3.4501531463745858e-13,3.4909360692848538e-14,1.3774345743447044e-13,1.3180364248447316e-14,2.6301448290219116e-15
1.2390279704521398e-08,0.2924893376821132,89.099999999999994,0.0,0.0,0.0,0.99999999836750808,10.999999999670765,7.0233324197503832e-10,1.3644180892177917e-11,5.9907213647321764e-10,6.2233620088298529e-10,5.8426183941126995e-10,7.9804009146676758e-11,2.2790599605163151e-10,2.0687231885376956e-12,1.7014792105807494e-12,8.2199719584561909e-13,8.8088674669974114e-13,8.794061351299779e-11,8.5392344417505777e-13,4.0084700480359058e-13,5.6156300374965741e-11,4.0636878121701548e-11,3.6128010871857119e-11,1.1617349717174635e-10,4.6906103313291557e-11,1.7067358588740004e-10,3.4421595618515694e-11,6.5030861787308202e-12,9.153116591991996e-13,1.1904374950280082e-11,3.1680074720738337e-13,4.7677427169961352e-13,3.6582567276353601e-13,1.233320609400224e-13,1.2002703760391989e-12,4.2719620318597535e-13,3.9537890623667754e-14,1.4887695038411144e-13,1.5291759525621223e-14,3.4718610827610993e-15
1.3260177025623107e-08,0.2924893376823968,89.099999999999994,0.0,0.0,0.0,0.99999999825289398,10.999999999628853,7.5220170435250627e-10,1.514657221490517e-11,6.3501616560519038e-10,6.6315327020028547e-10,6.1947406170978328e-10,8.1466238197517951e-11,2.4219178078530267e-10,2.1992465806831282e-12,1.8137365766957951e-12,8.7442241056473281e-13,9.455294194352757e-13,9.9175863584066812e-11,9.2099302259337781e-13,4.3193593017622783e-13,6.3865744874138913e-11,4.6435051104627054e-11,4.0978212463985256e-11,1.2557266428800113e-10,5.1454297562415588e-11,1.9411399269553308e-10,3.9021032026363816e-11,7.1377651372801366e-12,1.0849028223340479e-12,1.381486361752161e-11,3.8389090961546905e-13,5.5278393344170333e-13,4.3935432804984174e-13,1.514742700415152e-13,1.3917375689503083e-12,5.0775001839225988e-13,4.3774202502832582e-14,1.588433670440963e-13,1.7245265710932078e-14,4.3628737586367639e-15
1.4043084614614646e-08,0.292489337682651,89.099999999999994,0.0,0.0,0.0,0.99999999814974128,10.999999999589461,7.9711306423711413e-10,1.6563191212133782e-11,6.6676313447581718e-10,6.9958988325006795e-10,6.5057829337471779e-10,8.2899242223643809e-11,2.5497054078155584e-10,2.315880167776273e-12,1.9147475211711286e-12,9.2153199346360179e-13,1.0032915133653252e-12,1.0972399484837011e-10,9.8134923409638505e-13,4.5990594744810933e-13,7.1178270024218275e-11,5.1970209495701805e-11,4.5560576557849402e-11,1.3397572724754854e-10,5.5535877710825104e-11,2.1637687796681052e-10,4.33641980753279e-11,7.7168650477910642e-12,1.2512318604798226e-12,1.5657271437175166e-11,4.5068001000797104e-13,6.256540720526855e-13,5.1263916192895038e-13,1.7995777124259465e-13,1.5728806845625621e-12,5.8522078661619544e-13,4.7634298020593293e-14,1.6776974050203474e-13,1.9039241703395801e-14,5.2792424257411559e-15
1.4825992203606186e-08,0.2924893376829043,89.099999999999994,0.0,0.0,0.0,0.99999999804658857,10.999999999548526,8.4204792830715718e-10,1.8041398261911169e-11,6.9795148239394758e-10,7.3574644713095152e-10,6.8113820564791543e-10,8.428429486548881e-11,2.6768717522099868e-10,2.431728508990169e-12,2.0157378840747833e-12,9.6858361738735239e-13,1.0606626162922939e-12,1.2067066528528666e-10,1.0416972999164668e-12,4.8786773442294994e-13,7.8837790206880029e-11,5.7803162987803235e-11,5.0342553342650894e-11,1.4232167204457481e-10,5.9601110999178036e-11,2.3972894308832854e-10,4.7894572088562188e-11,8.3029651310417528e-12,1.4305831185243971e-12,1.7615646481100713e-11,5.2361098851214796e-13,7.0266602823498958e-13,5.9285571312346569e-13,2.1154481896352597e-13,1.7617177568720532e-12,6.6707775473021399e-13,5.1532138821838594e-14,1.7665509569655442e-13,2.0861760392899281e-14,6.3092382070950082e-15
1.5608899792597725e-08,0.2924893376831566,89.099999999999994,0.0,0.0,0.0,0.99999999794343586,10.999999999506086,8.8700194220020623e-10,1.958168019506988e-11,7.285928224192172e-10,7.7162579518748786e-10,7.1116481100661478e-10,8.5630089101863815e-11,2.8035247262429745e-10,2.5467991073481801e-12,2.1167062449270799e-12,1.0155863248494404e-12,1.1176462464085343e-12,1.3200250386127125e-10,1.1020357266170052e-12,5.1582245719712859e-13,8.6837335865266076e-11,6.3931645257374035e-11,5.5318377513607586e-11,1.5060790242562305e-10,6.3646285205621386e-11,2.6415521353714968e-10,5.2606792063691262e-11,8.8956893888650577e-12,1.6229670058596844e-12,1.9689442252847493e-11,6.0273126492937364e-13,7.8373868417453047e-13,6.801783855160785e-13,2.4633724647925215e-13,1.9576372321503384e-12,7.5301250847465427e-13,5.5461903994618399e-14,1.8549953616405278e-13,2.2708428930483908e-14,7.4575200047394674e-15
