Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237)
5.505023000000001e-09,0.19076393011119747,89.099999999999994,0.0,0.0,0.0,0.999999999996252,10.999999999999391,1.5309805923370046e-12,1.1128503260281621e-13,1.5138205865614176e-12,1.447173278652842e-12,1.4678146489670326e-12,3.7407095154589897e-13,4.3211982802483989e-13,2.1464827920167232e-14,1.7452909931708953e-14,8.7261236320939303e-15,2.6970982137154052e-14,1.0090769523903096e-13,2.2821212388507042e-14,1.1410429341274277e-14,8.6137138164322513e-14,5.8775265948308491e-14,5.8023006393920423e-14,7.2332809275905135e-14,6.1339992360310497e-14,2.9363318330674711e-14,5.6031841177762761e-14,1.5824197842494376e-14,1.9453394460243866e-16,1.4900549484362989e-15,1.1763933887911604e-16,1.485747709770007e-16,7.134511884357348e-17,4.2813477030985432e-17,1.3374746170678812e-16
6.5535990000000015e-09,0.19076393011119844,89.099999999999994,0.0,0.0,0.0,0.99999999999553812,10.999999999999172,1.811493904051343e-12,1.329916126072047e-13,1.7874339869677035e-12,1.7048600863424188e-12,1.7335010562941072e-12,4.1963507943760447e-13,4.965435795366788e-13,2.3370257253435112e-14,1.8887420154524349e-14,9.4431626119581126e-15,3.4271082980291215e-14,1.3939268680534351e-13,2.9058560838558579e-14,1.4528925970144126e-14,1.2104879502469435e-13,8.2868183578978715e-14,8.167293294357672e-14,9.0493842500535706e-14,9.099506706480201e-14,4.1237874214987474e-14,7.883484808552974e-14,2.1534345839022157e-14,3.0262369143272272e-16,2.1269011914780288e-15,2.1410922164355266e-16,2.3458725762762708e-16,1.1175342800290239e-16,7.8394281309707682e-17,2.3761288814770608e-16
7.602175000000002e-09,0.19076393011119935,89.099999999999994,0.0,0.0,0.0,0.99999999999482425,10.999999999998925,2.0885607635634265e-12,1.5485942892914505e-13,2.056525341237095e-12,1.957123126512979e-12,1.9948790263473471e-12,4.5951550515108599e-13,5.5636326636314665e-13,2.5167086711206974e-14,2.0219977569397904e-14,1.0109170973769089e-14,4.1675522150977846e-14,1.8290145865354671e-13,3.539815842951093e-14,1.7698453537600626e-14,1.615532553243247e-13,1.109574632262659e-13,1.09176702549325e-13,1.0843031502290497e-13,1.2577172226420023e-13,5.5008145313926487e-14,1.0533515226221252e-13,2.7848212571680726e-14,4.3901830955215853e-16,2.8763882387132177e-15,3.5481761944967175e-16,3.4406168625879132e-16,1.6314976444087461e-16,1.3064258865491425e-16,3.8419143568497549e-16
8.650751000000003e-09,0.1907639301112002,89.099999999999994,0.0,0.0,0.0,0.99999999999411038,10.999999999998652,2.3622262042900732e-12,1.7688766455200324e-13,2.3211741549935596e-12,2.2040907905994625e-12,2.2520122836971207e-12,4.944465440990678e-13,6.1195751849597016e-13,2.6890228701217761e-14,2.148388486029691e-14,1.0740806576317828e-14,4.91495101852653e-14,2.3104659109267866e-13,4.1806720488531932e-14,2.0902354204646905e-14,2.0751973229890016e-13,1.4298783493673313e-13,1.4046138426188182e-13,1.2611008926043238e-13,1.6505179315675246e-13,7.0631867945828028e-14,1.3545717611252581e-13,3.4689555300301815e-14,6.0494901786553209e-16,3.7370082819145148e-15,5.4825949054473227e-16,4.7759261564342578e-16,2.2612653560585254e-16,2.0293425337650222e-16,5.7879977577139365e-16
9.699327000000003e-09,0.19076393011120105,89.099999999999994,0.0,0.0,0.0,0.9999999999933965,10.999999999998353,2.6325344876849153e-12,1.9907552426488585e-13,2.5814581213109727e-12,2.4458874711269141e-12,2.5049650642284621e-12,5.2504582819781096e-13,6.6366708036645263e-13,2.8552398643146948e-14,2.2692231507049625e-14,1.1344620495220745e-14,5.6680374667118476e-14,2.8347881137794443e-13,4.8271166813347461e-14,2.4134076906014072e-14,2.588216878230405e-13,1.7890500225521755e-13,1.754557439678014e-13,1.435557833146827e-13,2.0826644416372281e-13,8.8069428359629291e-14,1.691270974625875e-13,4.1994099210645993e-14,8.0152392978193887e-16,4.7072727911324271e-15,8.0261504114214883e-16,6.3539379701591123e-16,3.0122491056559182e-16,2.9857267019908428e-16,8.2553081201200047e-16
9.999999999999999e-09,0.1907639301112018,89.099999999999994,0.0,0.0,0.0,0.99999999999319189,10.999999999998261,2.7094306323306835e-12,2.0546710045294629e-13,2.6552985598807029e-12,2.5142844710369904e-12,2.5767356351598823e-12,5.3309800665841102e-13,6.7782219915525219e-13,2.9020548439285735e-14,2.3030986853644731e-14,1.1513888080130658e-14,5.8847528280469776e-14,2.9925879475616277e-13,5.0132600303163382e-14,2.506462695101825e-14,2.7449908511524377e-13,1.8991351813096765e-13,1.8616466090253602e-13,1.4851368657005944e-13,2.213170242218741e-13,9.3398820936632699e-14,1.7942603799676109e-13,4.4166069332081358e-14,8.6370126574991532e-16,5.0055344952329095e-15,8.8789651773108145e-16,6.8513001476882594e-16,3.2507175657702727e-16,3.3075691146666133e-16,9.0634280032792331e-16
1.0747903000000004e-08,0.1907639301112018,89.099999999999994,0.0,0.0,0.0,0.99999999999268263,10.999999999998028,2.8995295142842084e-12,2.2142222564878925e-13,2.8374539217373295e-12,2.6826353640761391e-12,2.753801914030113e-12,5.5186198835483671e-13,7.1180745044483113e-13,3.0173370540024948e-14,2.3862931190920578e-14,1.192957383249663e-14,6.4248415789738465e-14,3.3987425213095648e-13,5.4773589998096529e-14,2.7384660546750995e-14,3.1533508298302662e-13,2.1865514079314036e-13,2.1408950130774242e-13,1.6075770421504325e-13,2.549404245985925e-13,1.0728279682984208e-13,2.0627210635390991e-13,4.970482835415954e-14,1.0298616259971476e-15,5.7858768957802834e-15,1.1257704595861041e-15,8.1753779802317795e-16,3.8898959136079074e-16,4.2078212562499257e-16,1.1275672321026239e-15
1.1796479000000004e-08,0.19076393011120246,89.099999999999994,0.0,0.0,0.0,0.99999999999196876,10.999999999997682,3.1632548201852178e-12,2.4392699939455371e-13,3.0892372032928225e-12,2.9144543618621974e-12,2.9985874892942361e-12,5.7538414294108046e-13,7.5667054017525503e-13,3.1777261545488354e-14,2.5017207318335959e-14,1.2506280680352186e-14,7.1829608566139347e-14,3.9993279575619596e-13,6.1292772292460035e-14,3.0643491041019201e-14,3.7693836852850288e-13,2.6218490804502318e-13,2.5629335217117995e-13,1.7768607610585806e-13,3.0467142442904133e-13,1.2823537472316836e-13,2.4682045532192119e-13,5.7770965741979191e-14,1.2910621894249819e-15,6.971652882743393e-15,1.5253356088937696e-15,1.0240142919984176e-15,4.8996183242476155e-16,5.7271226220071394e-16,1.4873522633396087e-15
1.3893631000000003e-08,0.19076393011120385,89.099999999999994,0.0,0.0,0.0,0.9999999999905409,10.999999999996918,3.6810677813463604e-12,2.8940775892698552e-13,3.5804627127779834e-12,3.3637720558750449e-12,3.4762623883271711e-12,6.1425378269234984e-13,8.3763706474050459e-13,3.4964671013555466e-14,2.7306357446203768e-14,1.3649900327923815e-14,8.7000694419917826e-14,5.2993503344000149e-13,7.4351559457673832e-14,3.7170947185974111e-14,5.1494160302963991e-13,3.6037331534882942e-13,3.5113980807753919e-13,2.1079004527954902e-13,4.1173056566864855e-13,1.7521827701247941e-13,3.3784630165640515e-13,7.4791714489359749e-14,1.9159794836929503e-15,9.6599149734600081e-15,2.5831913879578235e-15,1.5093444531376043e-15,7.3352418855970236e-16,9.780940245576598e-16,2.3877542549446222e-15
1.5779419663854062e-08,0.19076393011120493,89.099999999999994,0.0,0.0,0.0,0.99999999998925693,10.999999999996163,4.1359498744317959e-12,3.3083721047475706e-13,4.0085236305503634e-12,3.7521156916885117e-12,3.8926005780823247e-12,6.4177523333938562e-13,9.0175062032844653e-13,3.7835511217291446e-14,2.9368924649924391e-14,1.4680227529492559e-14,1.0062489482838551e-13,6.5676681665406692e-13,8.6091243392160161e-14,4.3038560827639205e-14,6.5525952780187036e-13,4.6105477066899537e-13,4.4795071980324541e-13,2.3979000258513145e-13,5.1490782229927886e-13,2.2306786928210285e-13,4.3062951436867388e-13,9.0913122016809206e-14,2.5996251935474685e-15,1.2431933700678917e-14,3.867076181861989e-15,2.0265631638596441e-15,1.0025242418388407e-15,1.4744862870025286e-15,3.408596413793151e-15
1.766520832770812e-08,0.190763930111206,89.099999999999994,0.0,0.0,0.0,0.99999999998797295,10.999999999995344,4.5809080379742384e-12,3.727666767889633e-13,4.4240758802593233e-12,4.1262540885059656e-12,4.296827777503979e-12,6.6388360524357187e-13,9.5885185905645677e-13,4.0706231942666688e-14,3.1432909789223761e-14,1.5711179058794497e-14,1.1423673032297063e-13,7.9173971814310283e-13,9.7830613822178321e-14,4.8905551343678868e-14,8.1028035629959828e-13,5.7316407936029538e-13,5.552872350448541e-13,2.6822845338308315e-13,6.2303621313325419e-13,2.7603690873676401e-13,5.3336553789137359e-13,1.0763795018984851e-13,3.4034989554822796e-15,1.5533830877457507e-14,5.5054253209849308e-15,2.6178657549771606e-15,1.3215447011639155e-15,2.1130110753503601e-15,4.6307578507223464e-15
1.955099699156218e-08,0.19076393011120688,89.099999999999994,0.0,0.0,0.0,0.99999999998668898,10.999999999994472,5.0161762595560222e-12,4.1519223441220061e-13,4.8275132594622929e-12,4.486786995094577e-12,4.6893066847864062e-12,6.8176736296876021e-13,1.0099342384303061e-12,4.3569230833028019e-14,3.3492139511864709e-14,1.6739672289763828e-14,1.2784378857975293e-13,9.338191229662404e-13,1.0957583701483412e-13,5.477500135379232e-14,9.7939691390484902e-13,6.9641578499384688e-13,6.7278951448779753e-13,2.9623818782482664e-13,7.3494328317621503e-13,3.3395867307261345e-13,6.456842157557172e-13,1.2484209573462336e-13,4.331971703517555e-15,1.8960500387532044e-14,7.5335231650501712e-15,3.2805995550623174e-15,1.6930387637509508e-15,2.9095170551363717e-15,6.0517350271165881e-15
2.1436785655416237e-08,0.19076393011120762,89.099999999999994,0.0,0.0,0.0,0.99999999998540501,10.999999999993539,5.441983268970803e-12,4.5811010697784019e-13,5.2192170344502569e-12,4.8342886043656452e-12,5.0703926376380108e-12,6.9635410372615129e-13,1.0558473611824132e-12,4.6424781823732972e-14,3.5546797472935271e-14,1.7765800788761255e-14,1.4144581225166184e-13,1.0821160161327007e-12,1.2132672240530739e-13,6.0646817285396949e-14,1.1620278737182964e-12,8.3053126092704298e-13,8.0010944815947648e-13,3.2390305512300106e-13,8.4973668032589635e-13,3.9667586371457889e-13,7.6722844288432314e-13,1.4242869913024658e-13,5.3890641162629222e-15,2.2707415329958422e-14,9.9841207101092763e-15,4.0120735074615836e-15,2.11934992278988e-15,3.8791096440358614e-15,7.666584453578778e-15
2.3322574319270295e-08,0.1907639301112083,89.099999999999994,0.0,0.0,0.0,0.99999999998412104,10.999999999992557,5.8585527503535941e-12,5.0151665764929218e-13,5.599556501451746e-12,5.1693088114284558e-12,5.4404329868129201e-12,7.0837257635734877e-13,1.097319354815871e-12,4.9277146656108384e-14,3.7600537657288742e-14,1.8791392216499818e-14,1.5503857110605797e-13,1.2358645102397176e-12,1.3307961009844611e-13,6.6519171472613947e-14,1.3576163012073074e-12,9.7523844423970456e-13,9.3691013043903036e-13,3.5127704146093301e-13,9.6672993120188743e-13,4.6403932901324387e-13,8.9765365074313081e-13,1.6032164833737493e-13,6.5784460547257156e-15,2.6770496043250102e-14,1.2887592385060152e-14,4.8096408592420148e-15,2.6027100135503991e-15,5.0361908763660477e-15,9.4687416421356427e-15
2.5208362983124354e-08,0.1907639301112089,89.099999999999994,0.0,0.0,0.0,0.99999999998283706,10.999999999991527,6.2661034451155769e-12,5.4540838364153684e-13,5.9688893561508585e-12,5.4923741401297836e-12,5.7997666775821006e-12,7.1839437826986822e-13,1.1349743767796071e-12,5.2128807077603347e-14,3.9655608541992508e-14,1.9817571427489029e-14,1.6861960770055768e-13,1.3944042706005939e-12,1.448322457924859e-13,7.2390939055852547e-14,1.5656286173872871e-12,1.1302716973801168e-12,1.082865511288385e-12,3.7840608699184944e-13,1.0853835997098216e-12,5.3590719683574657e-13,1.0366274421274842e-12,1.7846118588074852e-13,7.9034325231603648e-15,3.114599816186753e-14,1.6272068970664197e-14,5.6707062277291141e-15,3.1452337784962384e-15,6.3944927963931187e-15,1.1450584526067596e-14
2.8979940310832474e-08,0.19076393011120996,89.099999999999994,0.0,0.0,0.0,0.99999999998026923,10.999999999989321,7.0549991587259029e-12,6.3463399429193798e-13,6.6759097477327721e-12,6.1046343269832221e-12,6.487626532218734e-12,7.3410677199204449e-13,1.200885156542292e-12,5.7833301170197646e-14,4.3772814952948143e-14,2.1873231760221267e-14,1.9574330037853731e-13,1.7236688066025055e-12,1.6833366323706369e-13,8.4131175826749453e-14,2.016902380739222e-12,1.4702853776239164e-12,1.4009887990302172e-12,4.3207682526348126e-13,1.3261050155761337e-12,6.9262163196766356e-13,1.3389501949495631e-12,2.1530632590337518e-13,1.09718237146656e-14,4.0820745560945656e-14,2.4585877513327347e-14,7.5732270271330088e-15,4.4156720518083207e-15,9.7664482020268151e-15,1.5919356785661338e-14
3.237435990576978e-08,0.19076393011121054,89.099999999999994,0.0,0.0,0.0,0.99999999997795819,10.999999999987189,7.7362571552524062e-12,7.1656378145807226e-13,7.2779475004760512e-12,6.619617189362938e-12,7.0733039667188086e-12,7.4492345692656538e-13,1.2517456379693154e-12,6.295560199615022e-14,4.7475335323307994e-14,2.3721585688527407e-14,2.2012398460426419e-13,2.0314655506993573e-12,1.8949152577144243e-13,9.4699133263670309e-14,2.4606322309940907e-12,1.8090754784481868e-12,1.7155496267308489e-12,4.7990759811402442e-13,1.5450850326091567e-12,8.4777402123406178e-13,1.637179669873184e-12,2.4894286877822611e-13,1.4223789137705312e-14,5.0564301542283973e-14,3.3953033643192324e-14,9.4779258891636328e-15,5.7803643431702789e-15,1.3614153281403448e-14,2.0469084833834826e-14
3.576877950070709e-08,0.19076393011121104,89.099999999999994,0.0,0.0,0.0,0.99999999997564715,10.999999999984928,8.3914793360606727e-12,8.0001668021360314e-13,7.8493907259973265e-12,7.1030805794277746e-12,7.629158353840699e-12,7.5382302497660311e-13,1.2965440810328219e-12,6.8061392173633452e-14,5.1169984137811742e-14,2.5565763254292431e-14,2.4448110042975765e-13,2.3479843110443369e-12,2.1066064741000873e-13,1.0527127078639793e-13,2.9372886679472585e-12,2.1774717986696442e-12,2.055164740614561e-12,5.2742727030984064e-13,1.7651099955736347e-12,1.0155843261104571e-12,1.958457097185411e-12,2.8290052722224938e-13,1.7952461315734137e-14,6.1272999880675009e-14,4.5223920057399738e-14,1.1551236345648642e-14,7.3647414411060883e-15,1.8298949360519706e-14,2.5466560734407221e-14
