Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9)
0.0,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,9.8199512182402767e-24,1.6454379175517251e-23,9.8199512182402767e-24,9.5870658638745412e-24,9.5870658638745412e-24,2.4359048339956978e-24,2.4359048339956978e-24,7.2441583002805088e-24,6.1401472501578754e-24,3.070073625078865e-24
3.0000000000000002e-15,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,3.226555400278949e-23,5.4064388719556678e-23,3.226555400278949e-23,3.1500359267016356e-23,3.1500359267016356e-23,8.0036873117001499e-24,8.0036873117001499e-24,2.3802234415207383e-23,2.0174769536233014e-23,1.0087384768116272e-23
7e-15,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,7.1545358875750591e-23,1.1988190542162568e-22,7.1545358875750591e-23,6.9848622722514515e-23,6.9848622722514515e-23,1.7747306647682941e-23,1.7747306647682941e-23,5.2778867616329413e-23,4.473535853686451e-23,2.2367679268431735e-23
1.5e-14,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,1.5010496862167279e-22,2.5151693882576366e-22,1.5010496862167279e-22,1.4654514963351087e-22,1.4654514963351087e-22,3.7234545319648527e-23,3.7234545319648527e-23,1.107321340185735e-22,9.3856536538127507e-23,4.6928268269062655e-23
3.1e-14,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,3.0722418811351724e-22,5.1478700563403967e-22,3.0722418811351724e-22,2.9993820345550355e-22,2.9993820345550355e-22,7.6209022663579692e-23,7.6209022663579692e-23,2.2663866682306162e-22,1.920988925406535e-22,9.6049446270324506e-23
6.300000000000001e-14,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,6.2146262709720605e-22,1.0413271392505917e-21,6.2146262709720605e-22,6.0672431109948896e-22,6.0672431109948896e-22,1.5415797735144204e-22,1.5415797735144204e-22,4.584517324320379e-22,3.8858360454570549e-22,1.9429180227284821e-22
1.2700000000000001e-13,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,1.2499395050645839e-21,2.0944074064836957e-21,1.2499395050645839e-21,1.2202965263874597e-21,1.2202965263874597e-21,3.100558867271667e-22,3.100558867271667e-22,9.2207786364999046e-22,7.8155302855580947e-22,3.9077651427789562e-22
2.55e-13,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,2.5068932609993395e-21,4.2005679409499042e-21,2.5068932609993395e-21,2.447440956963401e-21,2.447440956963401e-21,6.2185170547861597e-22,6.2185170547861597e-22,1.8493301260858958e-21,1.5674918765760175e-21,7.8374593828799033e-22
5.11e-13,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,5.0208007728688499e-21,8.4128890098823204e-21,5.0208007728688499e-21,4.9017298181152839e-21,4.9017298181152839e-21,1.2454433429815146e-21,1.2454433429815146e-21,3.703834650957706e-21,3.1393695726164336e-21,1.56968478630818e-21
1e-12,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,9.8227569185883466e-21,1.6459080426710253e-20,9.8227569185883466e-21,9.589805025549935e-21,9.589805025549935e-21,2.436600806805411e-21,2.436600806805411e-21,7.2462280597948756e-21,6.1419015779436341e-21,3.0709507889717448e-21
1.023e-12,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,1.0048615796607872e-20,1.6837531147747151e-20,1.0048615796607872e-20,9.8103075404190489e-21,9.8103075404190489e-21,2.4926266179873121e-21,2.4926266179873121e-21,7.4128437007013273e-21,6.2831249646972651e-21,3.1415624823485588e-21
2.047e-12,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,2.0104245844085914e-20,3.3686815423476816e-20,2.0104245844085914e-20,1.9627462985026581e-20,1.9627462985026581e-20,4.9869931679989067e-21,4.9869931679989067e-21,1.4830861800188568e-20,1.2570635748858928e-20,6.2853178744293166e-21
4.095e-12,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,4.0215505939042004e-20,6.7385383974936145e-20,4.0215505939042004e-20,3.9261773874241644e-20,3.9261773874241644e-20,9.9757262680220951e-21,9.9757262680220951e-21,2.9666897999163056e-20,2.5145657317182254e-20,1.2572828658590832e-20
8.191e-12,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,8.0438026128954171e-20,1.3478252107785482e-19,8.0438026128954171e-20,7.8530395652671777e-20,7.8530395652671777e-20,1.9953192468068473e-20,1.9953192468068473e-20,5.933897039711202e-20,5.0295700453828912e-20,2.5147850226913866e-20
1e-11,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,9.8202317882750847e-20,1.6454849300636552e-19,9.8202317882750847e-20,9.5873397800420832e-20,9.5873397800420832e-20,2.4359744312766694e-20,2.4359744312766694e-20,7.2443652762319466e-20,6.1403226829364526e-20,3.0701613414681541e-20
1.6383e-11,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,1.6088306650877853e-19,2.6957679528369213e-19,1.6088306650877853e-19,1.5706763920953203e-19,1.5706763920953203e-19,3.990812486816123e-20,3.990812486816123e-20,1.1868311519300995e-19,1.0059578672712223e-19,5.0297893363559934e-20
3.2767e-11,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,3.217731472684272e-19,5.3916534369536677e-19,3.217731472684272e-19,3.1414212632325251e-19,3.1414212632325251e-19,7.9817989668346744e-20,7.9817989668346744e-20,2.3737140478480578e-19,2.0119595927370883e-19,1.0059797963685206e-19
6.5535e-11,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,6.4355330878772454e-19,1.0783424405187159e-18,6.4355330878772454e-19,6.2829110055069353e-19,6.2829110055069353e-19,1.5963771926871777e-19,1.5963771926871777e-19,4.7474798396839759e-19,4.0239630436688205e-19,2.0119815218343631e-19
9.999999999999999e-11,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,9.8199792752437545e-19,1.6454426188029178e-18,9.8199792752437545e-19,9.5870932554912941e-19,9.5870932554912941e-19,2.4359117937237949e-19,2.4359117937237949e-19,7.2441789978756532e-19,6.140164793435731e-19,3.0700823967177938e-19
1.31071e-10,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,1.2871136318263192e-18,2.1566966341654145e-18,1.2871136318263192e-18,1.2565890490055755e-18,1.2565890490055755e-18,3.1927717846945982e-19,3.1927717846945982e-19,9.4950114233558111e-19,8.0479699455322848e-19,4.023984972766048e-19
2.62143e-10,0.18125671900602025,89.099999999999994,0.0,0.0,0.0,1.0,11.0,2.574234277903509e-18,4.3134050214588112e-18,2.574234277903509e-18,2.5131849459153395e-18,2.5131849459153395e-18,6.3855609687094388e-19,6.3855609687094388e-19,1.899007459069948e-18,1.6095983749259215e-18,8.0479918746294189e-19
