Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262),C7H15(13),H2O(558),S(501),S(715),S(704),CCOO(28),C4H8O(297),S(144)
1.31071e-10,0.2152649378226709,89.099999999999994,0.0,0.0,0.0,0.99999999999999678,11.0,1.3468669368736207e-15,2.2937375270207203e-16,1.3467011777155189e-15,1.3067394826686538e-15,1.3073749410050763e-15,4.0455833397362256e-16,4.0531169851158988e-16,9.5747710282782829e-17,8.0005458617994404e-17,3.9996388777171556e-17,3.2321124570467964e-18,2.1417478059768774e-18,2.7014933134717662e-18,1.3498583581809683e-18,2.0223996764197774e-18,1.3605674971640861e-18,1.3548574227769189e-18,2.3442393507945574e-18,6.7671375135291459e-20,2.6016517785310205e-19,1.3151837666181879e-18,4.0737020273065061e-19,1.3705627040649838e-22,2.0101521878296766e-20,3.6881021194833863e-24,7.6200558454391159e-23,5.0644020561736994e-23,1.3623826105152871e-24,1.9248326715134665e-24,5.0124379889443595e-26,7.4531260231136932e-22,1.0749805934991096e-19,2.0071685865432308e-23,2.7549279036717081e-28,8.9694540360668314e-26,6.9861948485447026e-29,4.9338399962197597e-26,2.132872740906887e-20,2.2246189555471377e-23,1.604489173883379e-23,6.3824738673060493e-18,6.5519916688375248e-29,6.8547878321716011e-32,6.7526242091505946e-27,6.4205339963232823e-21,1.4984596251103635e-23,3.3669036106008482e-26,1.1864536144206275e-22
2.62143e-10,0.2152649378226709,89.099999999999994,0.0,0.0,0.0,0.99999999999999345,11.0,2.6911698571457951e-15,4.5887562497357934e-16,2.690508653352439e-15,2.6094900987836933e-15,2.6120244900683897e-15,8.0350239664133092e-16,8.0648116673471443e-16,1.8539166139300275e-16,1.5492183346621861e-16,7.7436964619324975e-17,1.2548070050032273e-17,8.5288121156875911e-18,1.0491922558491307e-17,5.2391493808873541e-18,8.0783178815799573e-18,5.4376163793465294e-18,5.4140950961716982e-18,9.0615954009020292e-18,5.2331126789417328e-19,1.0391616313362327e-18,5.2552934255161048e-18,1.6197499886352484e-18,1.0633131113883696e-21,8.0175834568841427e-20,5.7172582972223854e-23,6.0103909236376949e-22,3.9358907683190337e-22,2.1149874002861948e-23,2.9036357300970964e-23,1.5108541986925696e-24,5.5945158333767532e-21,1.805096664475874e-19,3.0128054427213881e-22,7.0263306933990123e-27,1.4912945693907282e-24,3.5701034647979984e-27,7.6760168212480051e-25,8.4590683788816101e-20,1.7773815385344349e-22,1.2770116758446995e-22,1.2761822548341777e-17,2.1776532125290849e-27,1.0289242155849882e-30,2.0292876319589874e-25,2.5676453077827285e-20,1.1978121223572951e-22,5.2294177728255803e-25,9.0967675712105998e-22
5.24287e-10,0.2152649378226709,89.099999999999994,0.0,0.0,0.0,0.9999999999999869,11.0,5.3720839498881494e-15,9.1820908258748897e-16,5.3694533420910643e-15,5.2030709511678685e-15,5.2131499686003177e-15,1.5849639156176553e-15,1.596610603306306e-15,3.484223846063421e-16,2.9117399365001255e-16,1.4550110296526227e-16,4.7388104553851599e-17,3.3813456520026578e-17,3.9649696590964665e-17,1.9774572147816455e-17,3.2223272002446376e-17,2.1713179499083143e-17,2.1613690183586757e-17,3.3928725391402156e-17,3.9205125161699508e-18,4.144730945596751e-18,2.0977656349939467e-17,6.4024819834659045e-18,8.0212789154617292e-21,3.1893128144189175e-19,8.6089495393708446e-22,4.6762527587735692e-21,2.9786478609960239e-21,3.1931157224352149e-22,4.1472651309286501e-22,4.3077649565600786e-23,3.9620833511303947e-20,2.7320063055653563e-19,4.2656852847497317e-21,1.5622202468795116e-25,2.5228300145080836e-23,1.5921743645721864e-25,1.1639109632836311e-23,3.3299184853475509e-19,1.4182108807825965e-21,1.0112072444955748e-21,2.5502068297627596e-17,7.3639769185590098e-26,1.4568075364910423e-29,5.758068265732039e-24,1.0263063783928655e-19,9.5671694838530273e-22,7.9047620156980765e-24,6.7017273388937906e-21
9.999999999999999e-10,0.21526493782267098,89.099999999999994,0.0,0.0,0.0,0.99999999999997491,10.999999999999998,1.0209370594603265e-14,1.7528381215160351e-15,1.0199676668949991e-14,9.8668029293875848e-15,9.9039058775339983e-15,2.9459996038200027e-15,2.9875206899965862e-15,5.9583520910974198e-16,4.9784475493965988e-16,2.486590744476568e-16,1.5893656840850929e-16,1.2371874663518431e-16,1.3312745910479756e-16,6.624401287058051e-17,1.1928931222906544e-16,8.0547811970086912e-17,8.0138861454961892e-17,1.1195305593590228e-16,2.5519731298322419e-17,1.5341799080563441e-17,7.7765814020895827e-17,2.3293795353902797e-17,5.3000939541769547e-20,1.1751183771294255e-18,1.1249964471023088e-20,3.2594103729458766e-20,1.9789763141675514e-20,4.191228678084642e-21,4.9096948934386787e-21,1.0120495892685001e-21,2.3347996848973364e-19,3.6355431946752391e-19,4.9821759479837484e-20,2.6778566509171711e-24,3.903919030029783e-22,5.4663874708221143e-24,1.5408250404137484e-22,1.2056071230349047e-18,1.0372739238285996e-20,7.286545068399217e-21,4.8509715447750498e-17,2.2720595254366972e-24,1.7015039394051332e-28,1.3449316118795524e-22,3.8110197025583122e-19,7.0110736280680644e-21,1.0408829729908497e-22,4.2262793521229127e-20
1.0485750000000002e-09,0.21526493782267098,89.099999999999994,0.0,0.0,0.0,0.99999999999997369,10.999999999999998,1.0703305380423788e-14,1.8380619971846723e-15,1.0692890220192387e-14,1.0343016068069993e-14,1.0382878426689592e-14,3.084974802215736e-15,3.1295463598037618e-15,6.2109850431137141e-16,5.1894788272814722e-16,2.5919252311262358e-16,1.7032676928958681e-16,1.3289896552208423e-16,1.4267246273957204e-16,7.0989002145854212e-17,1.2817961563470719e-16,8.6555409559976255e-17,8.6114859997165002e-17,1.1992011140043473e-16,2.7725225056834513e-17,1.6485130426681816e-17,8.3564446303105324e-17,2.5018565429492445e-17,5.7593807541851354e-20,1.2625435435070991e-18,1.2310791170719031e-20,3.5444792297778414e-20,2.1506344199496115e-20,4.5865896907461289e-21,5.3686756004517294e-21,1.1109912031639974e-21,2.5327490258145971e-19,3.7278032430416131e-19,5.4473485003475487e-20,2.9353404740817375e-24,4.2767871670960918e-22,6.0083019957967873e-24,1.6862738274638144e-22,1.2947097688714597e-18,1.1287085104313897e-20,7.9273190955881345e-21,5.0859023665766886e-17,2.4965399152093085e-24,1.8603688668889306e-28,1.4763828679666688e-22,4.0953664614682798e-19,7.6292832959047484e-21,1.1390958708177023e-22,4.5893929920291062e-20
1.5728630000000002e-09,0.21526493782267098,89.099999999999994,0.0,0.0,0.0,0.99999999999996048,10.999999999999996,1.6004083014976292e-14,2.7590444475810874e-15,1.5982101626924371e-14,1.5436202410601543e-14,1.5520259540431223e-14,4.524726130611564e-15,4.6166266804790193e-15,8.4994824561301834e-16,7.0988983111126295e-16,3.5442152457552412e-16,3.3702201022091353e-16,2.7902216007000874e-16,2.8249877544427525e-16,1.4033390002797813e-16,2.7134182705346455e-16,1.834950290385672e-16,1.8249703223916023e-16,2.3446128355490773e-16,7.3967820527944478e-17,3.4894983726962126e-17,1.7706851917863443e-16,5.2320070964647266e-17,1.5514801515054331e-19,2.664609956177005e-18,4.3007506216150981e-20,9.8295701815130524e-20,5.8107904202361341e-20,1.6054909791969121e-20,1.7864359705600245e-20,4.6502615267892864e-21,6.3807227568133457e-19,4.3774064762287917e-19,1.8020810936189051e-19,1.1026045105194662e-23,1.597717870388827e-21,2.7979269501891916e-23,5.9279336141558503e-22,2.7024512015800315e-18,3.2178415255392537e-20,2.2405598271716552e-20,7.6052619095446574e-17,1.1547986036384889e-23,6.1544374231496913e-28,6.1700376698322281e-22,8.6842834897947519e-19,2.1774935911597164e-20,3.9946872802640418e-22,1.2014786184474865e-19
2.621439e-09,0.21526493782267106,89.099999999999994,0.0,0.0,0.0,0.99999999999993416,10.999999999999991,2.6485192269337709e-14,4.6053831953183915e-15,2.6425414815008706e-14,2.5439104172472008e-14,2.5667066289743506e-14,7.1824598667891069e-15,7.4183974848416477e-15,1.1855910371932473e-15,9.8867059603900341e-16,4.9324755993156151e-16,7.9250560353079916e-16,7.4830220911583725e-16,6.6513298532515582e-16,3.2915421467908893e-16,7.4288798277802239e-16,5.0423110088035586e-16,5.0104136649573826e-16,5.3560542085654643e-16,2.8182601167140616e-16,9.5532447190962248e-17,4.859735966801572e-16,1.3897672068394062e-16,6.0958259759975484e-19,7.2495979583440872e-18,2.8087435039411284e-19,4.1401125632232189e-19,2.2993389787188137e-19,1.0541143355177092e-19,1.0028775143916437e-19,4.3858169193508251e-20,2.1133852980309808e-18,5.3199238234201271e-19,9.9901217875706206e-19,8.0766563440386779e-23,1.2263580375392779e-20,3.4985706412322634e-22,3.9496563616849335e-21,7.1923263731888977e-18,1.4657268360448588e-19,9.9485735975323898e-20,1.2557777296505056e-16,1.5050009901946025e-22,3.4118110899713176e-27,5.8210093988437321e-21,2.3835444888989455e-18,9.9517401496908807e-20,2.6434147138835733e-21,4.3500408820362054e-19
3.5651574e-09,0.2152649378226711,89.099999999999994,0.0,0.0,0.0,0.99999999999991041,10.999999999999984,3.5821862838476979e-14,6.2705714920032643e-15,3.5716533040809798e-14,3.4296019558258833e-14,3.4696878344922287e-14,9.4080323706254392e-15,9.8082407922438889e-15,1.4167106108958287e-15,1.1793488764396261e-15,5.880520549084372e-16,1.2735921665221466e-15,1.3060956073398175e-15,1.0696377965282868e-15,5.2794868226746872e-16,1.3143572760490807e-15,8.9427322101439037e-16,8.8809331297248557e-16,8.4343380682987103e-16,5.7259661339113021e-16,1.6902565399761762e-16,8.6119444304105769e-16,2.4106458393873633e-16,1.2626772514945374e-18,1.2780638800723713e-17,7.1910489401762915e-19,8.8840829656138503e-19,4.7803189278419072e-19,2.704831214871053e-19,2.3852771354107558e-19,1.2677192707629235e-19,3.9693602001214524e-18,6.0828338552030979e-19,2.3647301387873634e-18,2.1416620701552999e-22,3.3383089896359641e-20,1.1125749201565923e-21,1.0207960340227917e-20,1.252595130824076e-17,3.2831704076324217e-19,2.1971434967620493e-19,1.6935432264132713e-16,4.8829263349127409e-22,8.0759910815218018e-27,1.6851677303318466e-20,4.2209717586128654e-18,2.2332639695069412e-19,6.811744886304536e-21,8.5780977604905812e-19
4.5088758e-09,0.2152649378226711,89.099999999999994,0.0,0.0,0.0,0.99999999999988665,10.99999999999998,4.5057743461130209e-14,7.9394061182748449e-15,4.4894999513430569e-14,4.3001679053050051e-14,4.3619666351719918e-14,1.1471556270208429e-14,1.2067143372919835e-14,1.5957685036442729e-15,1.3256128499450357e-15,6.6063773508511162e-16,1.8070790693870132e-15,1.9986650965762379e-15,1.5184816143075695e-15,7.4756586308381238e-16,2.0385015264848133e-15,1.3903191851664315e-15,1.3798981799216006e-15,1.1728950817480454e-15,9.7843238768701069e-16,2.6217235425493103e-16,1.3378056917551265e-15,3.6666169256298504e-16,2.2030739257135496e-18,1.9761750685244234e-17,1.5022102223005487e-18,1.5998024017791961e-18,8.3682539026369968e-19,5.662102831057703e-19,4.6183726659582407e-19,2.9257852587339545e-19,6.3047381926574877e-18,6.8155657006086231e-19,4.5630691248333838e-18,4.5919480250500373e-22,7.3614601041142552e-20,2.829551569958354e-21,2.1537656051138845e-20,1.9174328625252482e-17,6.1736959494755898e-19,4.071483726340127e-19,2.1221621771482964e-16,1.2720999033924271e-21,1.5583726806661398e-26,3.901807644910495e-20,6.5485241357645111e-18,4.2074796518391618e-19,1.4330968444291187e-20,1.4230838362938794e-18
5.452594200000001e-09,0.21526493782267117,89.099999999999994,0.0,0.0,0.0,0.99999999999986289,10.999999999999972,5.419937589378461e-14,9.6116558547623466e-15,5.3968283656228058e-14,5.1566835508997628e-14,5.2442405403404122e-14,1.3392583401850242e-14,1.4208919004511769e-14,1.7388587195888144e-15,1.4410596280828434e-15,7.1780501545142598e-16,2.3769303559016523e-15,2.8119270077876523e-15,1.9980926907124759e-15,9.81272969343346e-16,2.9044529915724601e-15,1.98544014444388e-15,1.9694577964265243e-15,1.5132406476810106e-15,1.4934901006373749e-15,3.7358931908748169e-16,1.9089778804132433e-15,5.1295608513132944e-16,3.4317168963977215e-18,2.8085376778503155e-17,2.70325773430178e-18,2.5584514984041025e-18,1.3071950889943527e-18,1.0206218263509577e-18,7.762780132895519e-19,5.6670951682814686e-19,9.024747168088446e-18,7.5325939687732095e-19,7.6538800903417139e-18,8.4163309992075631e-22,1.3820451545641134e-19,5.9456201991072497e-21,3.9106735582803796e-20,2.7031031467954988e-17,1.0270137633868667e-18,6.6818968003650316e-19,2.5418146712873588e-16,2.7288777765174653e-21,2.6139420525063986e-26,7.5867905815188658e-20,9.3293202812379087e-18,7.0116558907436755e-19,2.5958751834936344e-20,2.1139544275525563e-18
7.340031000000001e-09,0.21526493782267123,89.099999999999994,0.0,0.0,0.0,0.99999999999981548,10.999999999999956,7.2270465733073788e-14,1.296386308109645e-14,7.1878489249511788e-14,6.8383449145673906e-14,6.9862745294316793e-14,1.6937732329291339e-14,1.8243171004031133e-14,1.9699997956350797e-15,1.6245303453623446e-15,8.0839284825243209e-16,3.572732589245432e-15,4.6957183196997241e-15,3.0046901173420447e-15,1.4694120189510792e-15,4.9529261318780858e-15,3.3986033837560313e-15,3.3680977662675023e-15,2.2001743061433731e-15,2.7673569710434723e-15,6.3726656370881971e-16,3.2635103808451453e-15,8.4872233713924522e-16,6.5820615773704701e-18,4.7721959816336369e-17,6.3302783216304687e-18,5.0932689240354453e-18,2.5175337639603266e-18,2.3955367224542096e-18,1.6352147197905105e-18,1.4544745502391367e-18,1.5164062314701256e-17,8.9429719177939963e-19,1.6097852642340543e-17,2.0148597805100791e-21,3.4239439225513809e-19,1.7188775189473506e-20,9.2871278771882275e-20,4.5423449319584692e-17,2.1757934952287101e-18,1.38509077100421e-18,3.3602396812552717e-16,8.128144482530996e-21,5.4977156844587486e-26,1.9621701762014492e-19,1.589598840112618e-17,1.4896864215150837e-18,6.1434240345641888e-20,3.7502332870497929e-18
9.2274678e-09,0.21526493782267125,89.099999999999994,0.0,0.0,0.0,0.99999999999976807,10.999999999999938,9.0001197825657758e-14,1.6328462761024359e-14,8.941006447461229e-14,8.4700129541852088e-14,8.6922073100535447e-14,2.0035075808413996e-14,2.1895040586318662e-14,2.1362060231208217e-15,1.7518049956677168e-15,8.7079828074886515e-16,4.8353269148599261e-15,6.9746003972983605e-15,4.0674943851728916e-15,1.9808751175094577e-15,7.5058562628875961e-15,5.1692267406276844e-15,5.1181932778940079e-15,2.8816667574693168e-15,4.4234014930244736e-15,9.6611563786804444e-16,4.9575510021836901e-15,1.2496627904671985e-15,1.0889956897351645e-17,7.2117188599169045e-17,1.2298815661266402e-17,8.6832429460285843e-18,4.1796681276045542e-18,4.6626383287851798e-18,2.8859407034911087e-18,3.01653708645946e-18,2.2240101139441864e-17,1.0318371447301111e-18,2.8416356049970584e-17,3.9750640436655385e-21,6.9456299989117109e-19,3.9419356111385525e-20,1.8275375825826973e-19,6.8078771591916044e-17,3.9280109153391043e-18,2.4499510010155198e-18,4.1447437689680516e-16,1.9092174074834782e-20,9.7047138159099197e-26,4.1035739238071045e-19,2.4054643335745389e-17,2.6965162826750393e-18,1.2054402332702565e-19,5.7548458874494825e-18
9.999999999999999e-09,0.2152649378226713,89.099999999999994,0.0,0.0,0.0,0.99999999999974865,10.999999999999929,9.7155483933056284e-14,1.7709365054417599e-14,9.6471529827029139e-14,9.122908063044025e-14,9.3795387056105295e-14,2.1181396203199455e-14,2.3282903197111621e-14,2.1934671378064905e-15,1.7944888920390614e-15,8.9159448360623063e-16,5.3635013018670455e-15,8.0180134170397486e-15,4.5119617140632566e-15,2.193497887267616e-15,8.7016068868064414e-15,6.0019970982223909e-15,5.9404561625707038e-15,3.153530637120427e-15,5.2102954837277215e-15,1.1202533823464173e-15,5.753158687455698e-15,1.4314634410693581e-15,1.3023823938651348e-17,8.3524468015961201e-17,1.5652543337093365e-17,1.0500137400715172e-17,5.0053563753236201e-18,5.9382163518814382e-18,3.5245767929109139e-18,3.9299915615549938e-18,2.5338354081853848e-17,1.0871243280646876e-18,3.4727407189173406e-17,5.0865927949142123e-21,8.9868434963353588e-19,5.3677451993088247e-20,2.3390786897485612e-19,7.8629128249039754e-17,4.8673476324950364e-18,3.0088068977735227e-18,4.455517880176228e-16,2.626429772422772e-20,1.1860055261111778e-25,5.3693716854023231e-19,2.7864666077893344e-17,3.3452516575995838e-18,1.5410360984267521e-19,6.6656399280858644e-18
1.11149046e-08,0.2152649378226713,89.099999999999994,0.0,0.0,0.0,0.99999999999972067,10.999999999999917,1.0737500332487718e-13,1.9706112882819094e-14,1.0654551479565711e-13,1.0049844800963765e-13,1.0360309943849144e-13,2.2711396664211482e-14,2.5176416806939781e-14,2.2650790248585678e-15,1.846453400639599e-15,9.1674660084442647e-16,6.1374185909592096e-15,9.6371700340850424e-15,5.1630954912363169e-15,2.5037098499344684e-15,1.0581749177018121e-14,7.3144840287530394e-15,7.2356229044487133e-15,3.538637142651027e-15,6.4576200228585316e-15,1.3627109946826356e-15,7.0060560874531807e-15,1.7119550663518585e-15,1.6482928285209874e-17,1.0144369649473054e-16,2.1425270106862354e-17,1.3478110899268263e-17,6.3458424560282559e-18,8.13511329437096e-18,4.5760021594894118e-18,5.5289607224522791e-18,3.0016567599134382e-17,1.1658813262672306e-18,4.5134970698638974e-17,7.0073772939473716e-21,1.254688424574123e-18,7.9537572693344305e-20,3.2244290539499526e-19,9.516340573726073e-17,6.4504721446660062e-18,3.9413009418084399e-18,4.8934480719649849e-16,3.93640351918466e-20,1.5414431976949619e-25,7.5948237961301082e-19,3.3845203971538777e-17,4.4399929114481338e-18,2.1212717475796345e-19,8.0725539082538256e-18
1.48897782e-08,0.21526493782267145,89.099999999999994,0.0,0.0,0.0,0.99999999999962574,10.999999999999867,1.4107239801054681e-13,2.6500196226212346e-14,1.3965633510583642e-13,1.306048311988362e-13,1.3585425511692471e-13,2.7069806755048805e-14,3.0810962351166942e-14,2.4899591315123936e-15,2.0064003404528061e-15,9.932812514805454e-16,8.7815330701322635e-15,1.5928554086713023e-14,7.3850412455615234e-15,3.5500324300947704e-15,1.8236582487077647e-14,1.2706108678046216e-14,1.2543986460410447e-14,4.74990066699336e-15,1.1460900103971179e-14,2.3521029223424921e-15,1.2136571038966635e-14,2.7816863674805119e-15,3.1778541760400222e-17,1.7434813184964471e-16,5.3430572132776024e-17,2.6961775837048605e-17,1.230158366286314e-17,2.0339414542284795e-17,9.2773562465475239e-18,1.4820839470915018e-17,4.6708764456142281e-17,1.4238072149338349e-18,9.2335131520712215e-17,1.7798577351169142e-20,3.3342670377665733e-18,2.7055828423061095e-19,8.2999219919524914e-19,1.6232396337694252e-16,1.4615104859870879e-17,8.5035786882043167e-18,6.2891481586518292e-16,1.4044513830537904e-19,3.1534166121898412e-25,2.1016084107424306e-18,5.8001649687071271e-17,1.0125102131712524e-17,5.4311156613427223e-19,1.3269668828261487e-17
1.86646518e-08,0.21526493782267148,89.099999999999994,0.0,0.0,0.0,0.99999999999953082,10.999999999999808,1.7341130866780212e-13,3.3344847794747535e-14,1.7127143855952828e-13,1.5881461345812637e-13,1.6667089696963642e-13,3.0319829621280068e-14,3.5370061855316675e-14,2.6922433916731104e-15,2.1460245873453123e-15,1.0586368017111178e-15,1.1457760528468909e-14,2.3343892714999977e-14,9.6298234891294724e-15,4.5887894825327597e-15,2.7804007981759431e-14,1.9521008382071605e-14,1.9234302214700529e-14,5.8355207468653757e-15,1.7514852201916203e-14,3.5928750616998811e-15,1.8595296896896052e-14,4.0134014701256094e-15,5.2649716786264794e-17,2.6552908104370668e-16,1.0742943634912378e-16,4.5624715019291117e-17,2.046739725211853e-17,4.0957488456254891e-17,1.5640840313578804e-17,3.0872067000371378e-17,6.4545898726018168e-17,1.6686756699464476e-18,1.5740980348873899e-16,3.6184185357086767e-20,6.9876605942760382e-18,6.8032217588951063e-19,1.7163161712670335e-18,2.4635079973895898e-16,2.7612277841771987e-17,1.5357118109192198e-17,7.5587337903927931e-16,3.6415516566978565e-19,5.3758379250110306e-25,4.5169162172987823e-18,8.7880935484930155e-17,1.9243546937043043e-17,1.1185833713800069e-18,1.8979690724066723e-17
2.24395254e-08,0.21526493782267161,89.099999999999994,0.0,0.0,0.0,0.9999999999994359,10.999999999999744,2.04445020022304e-13,4.0238705946703081e-14,2.0145650081711425e-13,1.8524645769328981e-13,1.9611314116920982e-13,3.2731548128879881e-14,3.9060633696106627e-14,2.8915934879314003e-15,2.2827797070561928e-15,1.1214539104711113e-15,1.4146587252205624e-14,3.1673378726003613e-14,1.1880853712145913e-14,5.6124748379958888e-15,3.9163995413018812e-14,2.7701843453767321e-14,2.7242731989643988e-14,6.8148131961079869e-15,2.4370723062682831e-14,5.0719848023984416e-15,2.6317577119575242e-14,5.3678743077816405e-15,7.9250010407214872e-17,3.7408752548636083e-16,1.8871084222869174e-16,6.9389634906073138e-17,3.0913727411451091e-17,7.2010798652329728e-17,2.3524071734959201e-17,5.5085450953517387e-17,8.3169765780684605e-17,1.901147801979258e-18,2.395867343427319e-16,6.4028069721139997e-20,1.2640344363487113e-17,1.4293184334404458e-18,3.094919033890038e-18,3.466953922803816e-16,4.6418685124974408e-17,2.4735460445602038e-17,8.7152750539595812e-16,7.8245563608824032e-19,8.182333283731606e-25,8.3173247635063767e-18,1.2298980349117598e-16,3.2533612149871364e-17,2.0105562021789385e-18,2.494898263966984e-17
2.6214398999999997e-08,0.21526493782267161,89.099999999999994,0.0,0.0,0.0,0.99999999999934097,10.999999999999671,2.3422686067437064e-13,4.7180447377148046e-14,2.3027684632958768e-13,2.1001593503268495e-13,2.2424139280207763e-13,3.4519731907540389e-14,4.2057263788770407e-14,3.093081260294068e-15,2.4213020596044846e-15,1.1840424352335448e-15,1.6843038656657347e-14,4.0739611066198089e-14,1.4134235745783349e-14,6.6198893474077783e-15,5.2199722838105327e-14,3.7191280940616419e-14,3.6505822049254362e-14,7.7115644924316986e-15,3.1822329912337353e-14,6.7769849215401561e-15,3.5239227447154031e-14,6.8138895651455196e-15,1.1171160795121513e-16,4.9920213148161402e-16,3.0239274125637234e-16,9.8066396134015967e-17,4.3700825884119224e-17,1.1544673985561637e-16,3.2781671735454297e-17,8.8595196679357284e-17,1.0243569245414335e-16,2.121884554601627e-18,3.3787548464775152e-16,1.0312650758403993e-19,2.0703815183786456e-17,2.6653563735542834e-18,5.0856518460437342e-18,4.6283727528435758e-16,7.1979215720428239e-17,3.680357643687984e-17,9.7717524368770415e-16,1.4848905555480537e-18,1.1539077334840813e-24,1.380823652238641e-17,1.6287002217739158e-16,5.0725618189650689e-17,3.2948173709043653e-18,3.1033339828118036e-17
3.37641462e-08,0.2152649378226717,89.099999999999994,0.0,0.0,0.0,0.99999999999915112,10.99999999999951,2.9022179438538661e-13,6.1203174874479024e-14,2.8405046831679223e-13,2.5495765001348239e-13,2.7676831897383347e-13,3.6754434694029454e-14,4.644092048976346e-14,3.5005365914113851e-15,2.702149610180889e-15,1.3079249225859216e-15,2.2261167419500997e-14,6.0600591126395172e-14,1.8651768817766553e-14,8.59027843912648e-15,8.29044650575649e-14,5.9895198170300096e-14,5.8575546742729905e-14,9.327315655784834e-15,4.7993820282679337e-14,1.0823575817457208e-14,5.6458070783144132e-14,9.9036341266291985e-15,1.9462516474710155e-16,7.965426109330166e-16,6.4410321309217685e-16,1.6919021644229077e-16,7.6479729229075708e-17,2.4593762364161854e-16,5.5001569288578779e-17,1.8626662660646212e-16,1.4274530096627322e-16,2.5304193130126663e-18,5.7906889859756886e-16,2.2105758129941052e-19,4.5431426875075744e-17,7.2709804249719989e-18,1.1361771771769175e-17,7.407368622025421e-16,1.4654132378855567e-16,6.9290788648774003e-17,1.1627190003112114e-15,4.1552200745322673e-18,1.9776282112856628e-24,3.0895980724496114e-17,2.5551893253626458e-16,1.0435831770640017e-16,7.3288944533427293e-18,4.3367901433388484e-17
4.055891868e-08,0.2152649378226717,89.099999999999994,0.0,0.0,0.0,0.99999999999898026,10.999999999999343,3.3682505623623087e-13,7.3976068137636518e-14,3.2837244659729182e-13,2.9072842343179911e-13,3.201047395898153e-13,3.7895205305934137e-14,4.9162693158280362e-14,3.8731827175924926e-15,2.9601100404264585e-15,1.4185845105829312e-15,2.7166212313871892e-14,7.9820798386180358e-14,2.2732129259103434e-14,1.0317796087204502e-14,1.1525058803077475e-13,8.4278594562997453e-14,8.21536367700017e-14,1.066328707975975e-14,6.3350136690492365e-14,1.5132043640777898e-14,7.907608844135378e-14,1.2813968846181462e-14,2.9032502713138436e-16,1.1142686583821338e-15,1.1066902187641798e-15,2.4742801390932153e-16,1.1444687468106111e-16,4.2237465794776849e-16,7.8702227407479011e-17,3.1247271284032952e-16,1.8080122484912683e-16,2.8638587784738376e-18,8.4166199283097506e-16,3.8104577650918109e-19,7.9450205045904792e-17,1.4983497196998006e-17,2.0339566303787207e-17,1.0402268785382941e-15,2.4497073493458763e-16,1.0828161314428059e-16,1.3063547604075432e-15,8.7023355443498887e-18,2.8744325923802667e-24,5.4733936472182598e-17,3.5163444913767676e-16,1.7604582213572482e-16,1.3079037814284868e-17,5.4467129382752019e-17
4.735369116e-08,0.2152649378226717,89.099999999999994,0.0,0.0,0.0,0.99999999999880917,10.99999999999916,3.8012444856067533e-13,8.6887182385676506e-14,3.6918113479238305e-13,3.2263533315007275e-13,3.6003874039360337e-13,3.8662282345553775e-14,5.119985458522738e-14,4.2486740912700981e-15,3.220409853071569e-15,1.5274379763033698e-15,3.210236583622987e-14,9.9827185449693779e-14,2.6831936557493271e-14,1.2008450908351358e-14,1.5148760700728774e-13,1.1209398325366134e-13,1.0891539657412331e-13,1.1947601381367232e-14,7.9023311629098969e-14,2.0013068004674049e-14,1.0469158260806675e-13,1.5781457245819004e-14,4.0651780714384808e-16,1.4760986922802862e-15,1.7407408979199582e-15,3.3745935191847721e-16,1.6066283693395519e-16,6.6383259991031165e-16,1.0552399697410966e-16,4.7710878859073105e-16,2.2037638055592406e-16,3.1682368488758867e-18,1.1419075069272545e-15,6.0047683758770826e-19,1.2654381084613214e-16,2.7526271546974598e-17,3.3284139299576875e-17,1.3837833708210219e-15,3.7769704579923541e-16,1.5640441256637969e-16,1.4336202196301053e-15,1.6182761585345798e-17,3.8998270117076866e-24,8.8095271023337353e-17,4.5803313935121357e-16,2.7383241032875208e-16,2.1347162108563725e-17,6.5560000521710065e-17
