Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262),C7H15(13),H2O(558),S(501),S(715),S(704),CCOO(28),C4H8O(297),S(144)
5.4148463640000004e-08,0.2152649378226717,89.099999999999994,0.0,0.0,0.0,0.99999999999863809,10.999999999998961,4.2036966465303104e-13,9.993171353125768e-14,4.0677238831605124e-13,3.5113745120214082e-13,3.9685308307153323e-13,3.921130867615026e-14,5.2783835320509188e-14,4.6263443608132211e-15,3.4822988715764356e-15,1.634336712379412e-15,3.707165915528887e-14,1.2037710653399584e-13,3.0954413457379821e-14,1.3666956532373923e-14,1.9115091558398481e-13,1.4307346840126693e-13,1.3857414835245575e-13,1.320089671694757e-14,9.4860986318103274e-14,2.5418956589106982e-14,1.3301713685084435e-13,1.8783441492827855e-14,5.4356054667597148e-16,1.8795183576820235e-15,2.5657445323413488e-15,4.3781844364740698e-16,2.1527561245556551e-16,9.7741005964386266e-16,1.3531282188074748e-16,6.8064219088190454e-16,2.6131190960051828e-16,3.4463680659321973e-18,1.4753816936610074e-15,8.8590470358581888e-19,1.8821578975998796e-16,4.6532830099902501e-17,5.0994772965774177e-17,1.7690807108179015e-15,5.4846480398061408e-16,2.1318734610777307e-16,1.5487857870558838e-15,2.7620000275502352e-17,5.038703547185168e-24,1.3220723122009028e-16,5.7353882756658337e-16,4.0108782262989366e-16,3.2633785849625865e-17,7.671994700187456e-17
6.094323612e-08,0.21526493782267161,89.099999999999994,0.0,0.0,0.0,0.99999999999846689,10.999999999998755,4.5778434624018884e-13,1.1310584865645864e-13,4.4140785495252203e-13,3.7662023066150885e-13,4.3079903162096681e-13,3.9584237441140669e-14,5.402676177040938e-14,5.0067365860539998e-15,3.7461873586543334e-15,1.7396585295075495e-15,4.2075088003361125e-14,1.4134900290454365e-13,3.5101335439861901e-14,1.5296833058183645e-14,2.3384975423160728e-13,1.7697728123903346e-13,1.7087660727852231e-13,1.4428293877568509e-14,1.1082289358392711e-13,3.130883804108916e-14,1.6379985870316409e-13,2.1813793236054625e-14,7.0168443613402797e-16,2.3225081328768687e-15,3.5975588987352558e-15,5.4730075580085997e-16,2.7837272205381369e-16,1.368745567398858e-15,1.6800911828055489e-16,9.2289123448163306e-16,3.0345078440560814e-16,3.7006821862216178e-18,1.8383791374054095e-15,1.2425378280216891e-18,2.6566961427160041e-16,7.3811690178491997e-17,7.4275505690595625e-17,2.1940556215538899e-15,7.6041988542172973e-16,2.7800859226382068e-16,1.655139551051888e-15,4.4152481325856141e-17,6.2784075131749621e-24,1.8810441531003344e-16,6.9738671327134965e-16,5.6081775743717218e-16,4.7442174596827474e-17,8.7971017336899918e-17
6.773800860000001e-08,0.21526493782267145,89.099999999999994,0.0,0.0,0.0,0.99999999999829581,10.999999999998533,4.9257423587813733e-13,1.2640642572579222e-13,4.7332596793519686e-13,3.9942207021684867e-13,4.6210561099825262e-13,3.9826855228512201e-14,5.5014626615468279e-14,5.3903201369988011e-15,4.0124394073662185e-15,1.8437335810198625e-15,4.7113781039026812e-14,1.6264858892896795e-13,3.9274343341298639e-14,1.6901210947107333e-14,2.7924053304711292e-13,2.1358497138443674e-13,2.0559214258907497e-13,1.563546666851651e-14,1.2686494784759727e-13,3.7645683162076746e-14,1.9681027447810485e-13,2.4865827246456207e-14,8.8103632872370508e-16,2.8032828040446705e-15,4.8496001386483244e-15,6.6489170504387292e-16,3.5000144735500061e-16,1.8425022258213255e-15,2.0355099811910015e-16,1.2037035235864535e-15,3.466549460015999e-16,3.9333589223195665e-18,2.2276398705257802e-15,1.674685781802678e-18,3.5991450624101319e-16,1.1128120870249572e-16,1.0393121433465508e-16,2.6568245987863158e-15,1.0163255135041417e-15,3.502645057871174e-16,1.7554167804533905e-15,6.6991544795026571e-17,7.6078055120339215e-24,2.5669811099788489e-16,8.2904616079672213e-16,7.5577859976870754e-16,6.6276725703499881e-17,9.9297158210627388e-17
7.453278108000001e-08,0.21526493782267137,89.099999999999994,0.0,0.0,0.0,0.9999999999981245,10.999999999998304,5.2493232150983267e-13,1.3983073933925204e-13,5.0274872865154431e-13,4.1984950345632753e-13,4.9098596463569351e-13,4.0000780050924895e-14,5.5831050693727215e-14,5.7772582776280773e-15,4.2811333370294066e-15,1.9467392712803618e-15,5.2189190506708738e-14,1.8418472292888223e-13,4.3475204370613732e-14,1.848307135628739e-14,3.2701166365897045e-13,2.5268985049798188e-13,2.4250616213434225e-13,1.6830348922682919e-14,1.4292734973580555e-13,4.4395031061724507e-14,2.3183549786980825e-13,2.7930556651089477e-14,1.0817017165818549e-15,3.3202017339053319e-15,6.3335313769402562e-15,7.8967257117367722e-16,4.3018001480176327e-16,2.4026452038738239e-15,2.4186320642504426e-16,1.5230227809298731e-15,3.9080484953948625e-16,4.1464015487731087e-18,2.64020289805772e-15,2.1860149944071705e-18,4.7182447106171372e-16,1.6094058400331448e-16,1.4076812036919049e-16,3.1556316285942653e-15,1.3186848237879855e-15,4.2940086167449806e-16,1.8520145949195909e-15,9.740319107376164e-17,9.0167851935582145e-24,3.3881583198942296e-16,9.6813294152135206e-16,9.8854875525721272e-16,8.9643709776862075e-17,1.1068866728137484e-16
8.812232604000001e-08,0.2152649378226711,89.099999999999994,0.0,0.0,0.0,0.99999999999778166,10.999999999997812,5.8306154310774063e-13,1.6704199080423081e-13,5.5491474703984403e-13,4.5465105541114156e-13,5.4224400502516585e-13,4.026137664702376e-14,5.7164186179611634e-14,6.561575192551975e-15,4.8258957304280515e-15,2.1500585868634152e-15,6.2456352345567834e-14,2.2772573341112642e-13,5.1966990940500719e-14,2.1589875002729033e-14,4.2860588659123075e-13,3.3763289089024507e-13,3.2215079718846207e-13,1.9198739029457539e-14,1.7499866926123152e-13,5.9007909488295305e-14,3.071609675041699e-13,3.4080709847239418e-14,1.5470116447978165e-15,4.4568394591511274e-15,1.0035034980620507e-14,1.0575109583908266e-15,6.1611691960997416e-16,3.7945055020802414e-15,3.2659412499039325e-16,2.2762403430014619e-15,4.8153109068420436e-16,4.5207488612103385e-18,3.5248839859173311e-15,3.457708029741013e-18,7.5146534739424335e-16,3.0520893122339569e-16,2.392118063203988e-16,4.2549641746049914e-15,2.0714948166694707e-15,6.061125744473938e-16,2.0420478406914142e-15,1.8627560577273318e-16,1.2038136104115545e-23,5.4652169063294328e-16,1.2677879518193487e-15,1.5769411422449707e-15,1.5200745621363434e-16,1.336986676788695e-16
9.999999999999998e-08,0.21526493782267075,89.099999999999994,0.0,0.0,0.0,0.99999999999748146,10.999999999997357,6.2750123549522571e-13,1.912134135384409e-13,5.9414331772333954e-13,4.7962542603585705e-13,5.8083810613769185e-13,4.0495287674980434e-14,5.8176933704759776e-14,7.2588428662115055e-15,5.3100336643194704e-15,2.3253389405862296e-15,7.1565435575417674e-14,2.6609018538980883e-13,5.9494892784569777e-14,2.425500242574132e-14,5.2282054648292295e-13,4.1834511289272029e-13,3.9721948692510857e-13,2.1258833764470674e-14,2.0287447299920467e-13,7.2856495746202688e-14,3.7787905272400684e-13,3.946383297537514e-14,2.0232047093887359e-15,5.5564213379887591e-15,1.4108412331672326e-14,1.3079760488223059e-15,8.0627892822919142e-16,5.3188692149750189e-15,4.0928004530517435e-16,3.0582010276911951e-15,5.6303461521060383e-16,4.799500199852261e-18,4.3518473972567973e-15,4.8516077789134525e-18,1.0595630352067698e-15,4.9170845350488577e-16,3.5646121788061252e-16,5.3195070409658538e-15,2.9006977985826583e-15,7.7801452609480224e-16,2.2125729792888208e-15,3.0181887194488987e-16,1.4862370387835626e-23,7.7870834980069921e-16,1.5530979959389451e-15,2.2362892571436546e-15,2.262123394703477e-16,1.5408946588624512e-16
1.0171187100000001e-07,0.21526493782267075,89.099999999999994,0.0,0.0,0.0,0.99999999999743816,10.999999999997289,6.3346473217590744e-13,1.9472661599921735e-13,5.9936101716950651e-13,4.8286943924535232e-13,5.8597471665015837e-13,4.0533078939145376e-14,5.8316673689999516e-14,7.3602552421482649e-15,5.3804152012448849e-15,2.3504390225301548e-15,7.2889231037496804e-14,2.7163611215692312e-13,6.058842130514682e-14,2.4635902139250976e-14,5.367512924458653e-13,4.3042371554113282e-13,4.084069432599352e-13,2.1555470042449801e-14,2.0687672017925894e-13,7.4927241404220179e-14,3.8839644684991373e-13,4.0239734574431956e-14,2.0971338467547007e-15,5.7227294984020162e-15,1.4761660414223906e-14,1.3451384994517195e-15,8.3578290323970108e-16,5.5627029180868077e-15,4.218486074223676e-16,3.1802969266159573e-15,5.7492725052199474e-16,4.8364026592354189e-18,4.4745517867466767e-15,5.0746503321486294e-18,1.1089893764312651e-15,5.2399255799966784e-16,3.7602792135790808e-16,5.4804820789534284e-15,3.0338896835699136e-15,8.0396765527850671e-16,2.2378703935705629e-15,3.2187101664093526e-16,1.5281428763283198e-23,8.1624039320290835e-16,1.5960699966260667e-15,2.3431101158419484e-15,2.3859207851138379e-16,1.5705133728160836e-16
1.1530141596000002e-07,0.21526493782267037,89.099999999999994,0.0,0.0,0.0,0.99999999999709432,10.999999999996739,6.7724817272580203e-13,2.2287753299777469e-13,6.3730856661247363e-13,5.059326672853946e-13,6.2335733562821362e-13,4.0810641792829453e-14,5.9372453657287322e-14,8.174261660768536e-15,5.9450339965551947e-15,2.5487086125553392e-15,8.3499970099230046e-14,3.1579662872420536e-13,6.9348723284695835e-14,2.7635764148849598e-14,6.499865593748472e-13,5.2988043323629653e-13,5.0009930206445061e-13,2.3900025824659889e-14,2.3857019857718828e-13,9.197205520440045e-14,4.7439706098328892e-13,4.6408163795869458e-14,2.7307984882073353e-15,7.1104807144414804e-15,2.0549367034652023e-14,1.6481359991176586e-15,1.0884128631061818e-15,7.716372708465936e-15,5.2741136337180339e-16,4.232018567678316e-15,6.7044624151456202e-16,5.1036699143820209e-18,5.4753698369389591e-15,7.0453578594213582e-18,1.5470090008694796e-15,8.3537555581478069e-16,5.575357436999561e-16,6.8224195693262854e-15,4.2174788140937419e-15,1.0191349728051927e-15,2.4479339587033746e-15,5.1583550289276994e-16,1.8699409066515795e-23,1.1518898618043528e-15,1.9544375678678939e-15,3.3015704731027324e-15,3.534188982579407e-16,1.8078283634971306e-16
1.2889096092000002e-07,0.2152649378226699,89.099999999999994,0.0,0.0,0.0,0.99999999999675004,10.999999999996168,7.1535675000646834e-13,2.5149222970985402e-13,6.6978014826238402e-13,5.2494515469967232e-13,6.5538131542037825e-13,4.1062179739298229e-14,6.034784645658686e-14,9.0044693961422314e-15,6.5200460153196802e-15,2.7455215604731314e-15,9.4300323674762586e-14,3.6016355810767351e-13,7.8255468104595252e-14,3.0601017510876322e-14,7.6717727220149957e-13,6.3499475861283761e-13,5.9624576258445824e-13,2.6228472867397571e-14,2.7011377405339312e-13,1.0999290802263948e-13,5.6421608701583252e-13,5.2590407611185255e-14,3.446126863144544e-15,8.6143772696371791e-15,2.7415068306118465e-14,1.9630929315077104e-15,1.3729675044071732e-15,1.0257330693772572e-14,6.43091969612202e-16,5.4281441877802652e-15,7.6766931801246932e-16,5.3309303243380071e-18,6.5166589117697012e-15,9.3715991393089986e-18,2.0667375331822063e-15,1.2577301528056136e-15,7.8988337842670982e-16,8.2725410650615847e-15,5.6311912155196523e-15,1.248314954469071e-15,2.6778192961062117e-15,7.8011103207695784e-16,2.2255605469061835e-23,1.5565313722221656e-15,2.3454999315893366e-15,4.4645921522754589e-15,5.0043381461028864e-16,2.0490674186032806e-16
1.4248050588000002e-07,0.2152649378226694,89.099999999999994,0.0,0.0,0.0,0.99999999999640499,10.999999999995575,7.486000322869671e-13,2.805715473655518e-13,6.9763608325843189e-13,5.4077038774353466e-13,6.82879838549151e-13,4.1291880420692146e-14,6.1264240003342943e-14,9.8515276086097303e-15,7.1055586803985993e-15,2.9413294914493455e-15,1.0530158974336827e-13,4.0469399616615842e-13,8.7315046560843888e-14,3.3540940847622746e-14,8.8743318672820162e-13,7.4490375924765229e-13,6.9602232616976468e-13,2.8541632894543623e-14,3.0150663869632387e-13,1.2886512383736256e-13,6.5706833328946579e-13,5.8785636548240758e-14,4.2407976461760901e-15,1.0229893913500321e-14,3.5360983938379519e-14,2.2873381641665004e-15,1.6882153324696465e-15,1.3181871278725464e-14,7.6867611601765049e-16,6.7656843041672231e-15,8.662768759266268e-16,5.525053847571455e-18,7.5901102470426438e-15,1.2050051526149131e-17,2.6683364553238283e-15,1.8093720693304406e-15,1.0789991458964329e-15,9.8238649707339382e-15,7.2819458101730555e-15,1.4887786311150763e-15,2.9312542828233309e-15,1.1267310080840648e-15,2.5921641991101457e-23,2.0325884083928569e-15,2.7725574399131854e-15,5.8425683151148015e-15,6.8347990911860219e-16,2.2943691730328856e-16
1.5607005084000002e-07,0.2152649378226689,89.099999999999994,0.0,0.0,0.0,0.99999999999605971,10.999999999994969,7.7767329870359689e-13,3.1011879149245135e-13,7.2160231630789374e-13,5.5408845715731074e-13,7.06556807841646e-13,4.1519868948992141e-14,6.2148953220549907e-14,1.0716048515573267e-14,7.7016680049325224e-15,3.1364926235815229e-15,1.1651436998585027e-13,4.4934360398862976e-13,9.6532755566903943e-14,3.6462966036232955e-14,1.0100505431947076e-12,8.5886711638073481e-13,7.987356737953095e-13,3.0842358169122655e-14,3.3273234142173465e-13,1.4848428270975481e-13,7.5230155809389779e-13,6.4990708731795598e-14,5.1121715637251007e-15,1.1953426980650738e-14,4.4377956060571736e-14,2.6187536427639433e-15,2.0327933112585197e-15,1.6482122080566941e-14,9.0394169780570208e-16,8.2418019711633367e-15,9.6602184897335899e-16,5.6917064222723519e-18,8.6892328467380867e-15,1.5073549119004784e-17,3.3511636409539659e-15,2.50832254477185e-15,1.4305621353943044e-15,1.1470446993871773e-14,9.175120216086737e-15,1.7382735440372526e-15,3.2106942057323557e-15,1.5676792088598438e-15,2.9675350670259687e-23,2.5820007428387172e-15,3.239333147075164e-15,7.4443107097557998e-15,9.0627997158078714e-16,2.5439180982784881e-16
1.6965959580000003e-07,0.2152649378226684,89.099999999999994,0.0,0.0,0.0,0.99999999999571376,10.999999999994349,8.0317354205348036e-13,3.4013910452415383e-13,7.4229126211767714e-13,5.6543440296645361e-13,7.2700705392983802e-13,4.1754601645494079e-14,6.301874568109021e-14,1.159864928679377e-14,8.3085004325173056e-15,3.3313169204711042e-15,1.2794854418939229e-13,4.9408216801903113e-13,1.0591295157597901e-13,3.9373016400468836e-14,1.1344735008473158e-12,9.7624984646346918e-13,9.0380279135751846e-13,3.3131955546287144e-14,3.6378581995244805e-13,1.6876308424213794e-13,8.4937526726776752e-13,7.1204182797998395e-14,6.057382066802508e-15,1.3782130102137252e-14,5.44478820840319e-14,2.9556641451596028e-15,2.4052503747560263e-15,2.0147028081772791e-14,1.0486799668013261e-15,9.8536525052620247e-15,1.0667132427092873e-15,5.8355642532521023e-18,9.8089757766858086e-15,1.8431989436159299e-17,4.1139453746248309e-15,3.3721453991407141e-15,1.8499841064902543e-15,1.320721946749117e-14,1.1314865176661071e-14,1.9949145780377731e-15,3.5176366194148971e-15,2.1147919388855875e-15,3.3499481624035942e-23,3.2063283117239712e-15,3.7498217004025853e-15,9.2772736963151277e-15,1.1724248952961922e-15,2.7978656051269439e-16
1.8324914076000003e-07,0.21526493782266778,89.099999999999994,0.0,0.0,0.0,0.99999999999536704,10.999999999993713,8.2561156593166979e-13,3.7063901459107958e-13,7.6021731370202059e-13,5.7522498253424394e-13,7.447311706138466e-13,4.1992025114009934e-14,6.3877817900015973e-14,1.2499896626604138e-14,8.926160201167484e-15,3.5260408777065256e-15,1.3961334796194169e-13,5.3889494870129319e-13,1.1545924079058984e-13,4.2275786820186596e-14,1.2602671417633101e-12,1.0965092553698985e-12,1.0107358160656747e-12,3.5410122301069005e-14,3.9467418069003943e-13,1.8962887981075532e-13,9.4784495706594538e-13,7.7426439959994189e-14,7.0734017061786258e-15,1.5713779438878228e-14,6.5545507508766037e-14,3.2967615039136747e-15,2.8040789119261102e-15,2.4163071160655345e-14,1.2026957837881162e-15,1.1598378092108606e-14,1.1682064290194372e-15,5.9604682781915072e-18,1.0945460146878167e-14,2.2112996328245967e-17,4.9549003257417297e-15,4.417833931269739e-15,2.3423982514085209e-15,1.5029872072023245e-14,1.3704325302377415e-14,2.2571245605540871e-15,3.8528304053831961e-15,2.7796877523926002e-15,3.7380787719401207e-23,3.9068239662870131e-15,4.3081878127814012e-15,1.1347723318254267e-14,1.4853658604387951e-15,3.0563103871611119e-16
1.9683868572000003e-07,0.21526493782266717,89.099999999999994,0.0,0.0,0.0,0.99999999999501987,10.999999999993069,8.4542598494377014e-13,4.0162593501049943e-13,7.7581458064599854e-13,5.8378825040538017e-13,7.6015236782948127e-13,4.2226500833988601e-14,6.4725273629953173e-14,1.3420294101746568e-14,9.554715117848886e-15,3.7208427134248927e-15,1.5151741199631677e-13,5.8377449767520931e-13,1.2517464374453825e-13,4.5175033589660477e-14,1.3870875994575453e-12,1.2191798525157616e-12,1.1191247089090739e-12,3.7676363314881203e-14,4.254060013907526e-13,2.1102076740569906e-13,1.047344109864623e-12,8.3658095854785572e-14,8.1571161430604902e-15,1.7746611805895067e-14,7.7640445615691383e-14,3.6410142384069991e-15,3.2277495403304709e-15,2.8515074752482229e-14,1.365799107098213e-15,1.3473169467470774e-14,1.2703915107966082e-15,6.0695979226190506e-18,1.209568363440247e-14,2.6102661360396332e-17,5.8718789166433768e-15,5.6616931027126269e-15,2.9126494970418515e-15,1.6934715338823152e-14,1.6345883821414125e-14,2.5235879172763197e-15,4.2165125556844511e-15,3.5736910725709061e-15,4.1309015463487846e-23,4.6845136394386744e-15,4.9186523943866661e-15,1.3660932775640374e-14,1.8484068527337546e-15,3.3193269477063865e-16
2.2401777564000003e-07,0.21526493782266595,89.099999999999994,0.0,0.0,0.0,0.99999999999432332,10.999999999991751,8.7862879824136007e-13,4.6509330561347592e-13,8.0142046869244935e-13,5.981942185576886e-13,7.854517362047281e-13,4.2680998970811993e-14,6.6388235267419181e-14,1.5320417603883738e-14,1.0844763667160898e-14,4.1112154274813981e-15,1.7607480460256593e-13,6.7370632869820745e-13,1.4512228848654813e-13,5.0974124463639875e-14,1.6427948127501358e-12,1.4702235341985406e-12,1.3389578941676391e-12,4.2173205521857751e-14,4.8641748858839785e-13,2.5518806269363018e-13,1.2482913082783637e-12,9.6149623206783981e-14,1.0514974109487078e-14,2.2110577782936598e-14,1.0468178761024109e-13,4.3359398138236822e-15,4.1434980629462337e-15,3.8160581035727966e-14,1.7185151449036679e-15,1.7602090511172316e-14,1.476530371385543e-15,6.2505247874485913e-18,1.4428794954869571e-14,3.4947081470676389e-17,7.9239266475879118e-15,8.8054268159824566e-15,4.3046060022263724e-15,2.0978837542298328e-14,2.2391796451156041e-14,3.0651720917659473e-15,5.0284393327787446e-15,5.5926337388148395e-15,4.9277025784688048e-23,6.4746933491479905e-15,6.3127095834624936e-15,1.9032473174201562e-14,2.7372610350283868e-15,3.8593604047228145e-16
2.5119686556000004e-07,0.21526493782266473,89.099999999999994,0.0,0.0,0.0,0.99999999999362421,10.999999999990404,9.051935944988873e-13,5.3060745254909139e-13,8.2140057101908056e-13,6.1013225290974405e-13,8.0514885134760899e-13,4.3136875971258491e-14,6.8028400578163603e-14,1.7302406723216396e-14,1.2179016239822316e-14,4.5032240474915279e-15,2.0167822597863442e-13,7.6381863182613755e-13,1.6577125779291025e-13,5.6787524842766416e-14,1.9000270596300394e-12,1.7268284548059488e-12,1.5611643341373701e-12,4.6626601578157823e-14,5.4682523690764688e-13,3.0094638956537929e-13,1.4504154107127446e-12,1.0867448100252818e-13,1.3105916778464546e-14,2.6865829358299695e-14,1.3527196879014748e-13,5.0357347055362458e-15,5.1405595917347865e-15,4.8946784220321228e-14,2.1053369928691117e-15,2.2219415862333646e-14,1.684678209580053e-15,6.3944867351470897e-18,1.679550566238773e-14,4.4839757041580842e-17,1.0248640643307794e-14,1.2918092676943645e-14,6.0588587946542843e-15,2.5319220270125119e-14,2.9461699566627781e-14,3.6131742127538112e-15,5.9497443243295545e-15,8.2548635440693086e-15,5.7359784280347658e-23,8.5822324902053927e-15,7.9646803780156076e-15,2.5419044316895421e-14,3.8624129025174238e-15,4.4184442210395035e-16
2.7837595548000004e-07,0.21526493782266345,89.099999999999994,0.0,0.0,0.0,0.99999999999292233,10.999999999989036,9.2689015073781278e-13,5.9823397399381288e-13,8.3738040008637791e-13,6.2052340626692329e-13,8.2084214518637671e-13,4.3604017429067727e-14,6.966741783048652e-14,1.9369211165758657e-14,1.3557756997817813e-14,4.8973441436009971e-15,2.2837711679063777e-13,8.5406553134859015e-13,1.8713204305048409e-13,6.26258938574517e-14,2.1577989031479373e-12,1.9871261161915463e-12,1.784248072512604e-12,5.1039427067967087e-14,6.0664200044623453e-13,3.4807088227617506e-13,1.6525391726983137e-12,1.2122973816290201e-13,1.5905746412182342e-14,3.2007135929460416e-14,1.6909375166069274e-13,5.7374397351038153e-15,6.2076449730836824e-15,6.0735266079468657e-14,2.524840055016614e-15,2.7304943536798769e-14,1.8945800979233048e-15,6.5126168636324169e-18,1.9188354579690821e-14,5.5653608612342841e-17,1.2823055808374929e-14,1.8101288335280972e-14,8.204000058612269e-15,2.994067227520653e-14,3.7559732647343175e-14,4.1633048814743135e-15,6.9745039823100444e-15,1.1637048004841354e-14,6.5531809638110733e-23,1.1011174835038614e-14,9.9053787758759372e-15,3.2839037415745984e-14,5.2449289195654055e-15,4.9968844175034856e-16
3.0555504540000005e-07,0.21526493782266212,89.099999999999994,0.0,0.0,0.0,0.99999999999221756,10.999999999987647,9.4501192421011535e-13,6.6803448306605493e-13,8.5050657033560317e-13,6.2992888016225263e-13,8.3366515919895366e-13,4.4064876648876121e-14,7.1302691486095545e-14,2.1523323843455088e-14,1.498113880989141e-14,5.2938145484889234e-15,2.5621401494167467e-13,9.4443449495274809e-13,2.0921169846892084e-13,6.8495527513632273e-14,2.415502855547889e-12,2.2497547970110347e-12,2.0071730331968162e-12,5.5410989584688247e-14,6.65906446879684e-13,3.9640342730287347e-13,1.8539228976521459e-12,1.3381650859127882e-13,1.8891621498220438e-14,3.753123109169428e-14,2.0582963233215712e-13,6.4392369787467641e-15,7.3343145887060455e-15,7.339203760148609e-14,2.9756773691052747e-15,3.2839129075206043e-14,2.1060995140198405e-15,6.6125556062896461e-18,2.1603181549796462e-14,6.7265581390119521e-17,1.5623837719937431e-14,2.4443716943538503e-14,1.0764514664738034e-14,3.4831736353099428e-14,4.6686795901893658e-14,4.7127688396517626e-15,8.0955449050242935e-15,1.5809070557137092e-14,7.377889414573895e-23,1.3764760124274011e-14,1.2163352025023516e-14,4.1304368786155012e-14,6.9036334880624841e-15,5.5948603733451845e-16
3.3273413532000005e-07,0.21526493782266076,89.099999999999994,0.0,0.0,0.0,0.99999999999150979,10.999999999986239,9.6050410712127639e-13,7.4006454937298657e-13,8.6158785240550639e-13,6.3868882412502134e-13,8.4442211929962018e-13,4.4510879711257121e-14,7.2925939121969335e-14,2.376686696303196e-14,1.6449240199387938e-14,5.6927336856918056e-15,2.852254033828252e-13,1.0349243227590529e-12,2.3201482066044157e-13,7.4399888189083533e-14,2.6727660131392388e-12,2.5137226925604497e-12,2.2292259736579417e-12,5.9741689145656778e-14,7.246476059625742e-13,4.4583212894238864e-13,2.0541249203880446e-12,1.4643465695981106e-13,2.2042364135490278e-14,4.3436055854943e-14,2.4517337275255258e-13,7.1400128997323404e-15,8.5110833592075186e-15,8.6791429261886463e-14,3.4565498190549243e-15,3.880326138889002e-14,2.3191633184091182e-15,6.6995634429388175e-18,2.4037727112107772e-14,7.9560234981467106e-17,1.862810491319779e-14,3.202181056993082e-14,1.3761128221118748e-14,3.998360318869665e-14,5.6841759692677303e-14,5.2598163303477869e-15,9.3052019744268944e-15,2.0834049429485634e-14,8.2093321323754775e-23,1.6845770226718921e-14,1.4764648361301694e-14,5.0822241729280177e-14,8.8552558948457597e-15,6.2125132524765277e-16
3.5991322524000006e-07,0.21526493782265926,89.099999999999994,0.0,0.0,0.0,0.99999999999079925,10.999999999984821,9.7405971326953649e-13,8.1437259325606904e-13,8.7119829777026639e-13,6.4701763860234484e-13,8.5368739792786863e-13,4.4952879728352957e-14,7.4542169764518233e-14,2.6101655227763596e-14,1.796210410229627e-14,6.0941245514711969e-15,3.154424029671439e-13,1.1255237897425359e-12,2.5554427257497098e-13,8.0340669680712153e-14,2.9293512839462206e-12,2.7783053603331203e-12,2.4499164666827701e-12,6.4034353042844624e-14,7.8287468953960207e-13,4.9627655623483268e-13,2.2529006196149417e-12,1.5908127689246547e-13,2.5338610725279524e-14,4.9720252297280144e-14,2.8683723750371261e-13,7.8390573279384735e-15,9.7294550676847329e-15,1.008183147617079e-13,3.966196151233225e-15,4.5179491336419723e-14,2.5337254589140279e-15,6.7773187904645121e-18,2.6490694356538312e-14,9.2431797532808283e-17,2.1813990284913113e-14,4.0900572328011147e-14,1.7211166837154422e-14,4.5389316448175521e-14,6.8022301564848332e-14,5.8034330619248427e-15,1.0595895017379766e-14,2.6768522512464252e-14,9.0470661982257005e-23,2.0256754166910025e-14,1.7732703059701788e-14,6.1396465488001077e-14,1.1114591793312927e-14,6.8499416172039682e-16
3.8709231516000006e-07,0.21526493782265785,89.099999999999994,0.0,0.0,0.0,0.99999999999008549,10.999999999983395,9.8618771513149978e-13,8.909996141235729e-13,8.7974713307650852e-13,6.5505646794299516e-13,8.6187345232730357e-13,4.5397696052339475e-14,7.6160608454885854e-14,2.8529210958863557e-14,1.951972986904814e-14,6.4979567596810716e-15,3.4689142953775422e-13,1.2162193947579053e-12,2.798016944648083e-13,8.6318445752311213e-14,3.1851022790176594e-12,3.0429731625502643e-12,2.668909316705117e-12,6.8291236504416933e-14,8.406000585893212e-13,5.4767826902095563e-13,2.450135169307784e-12,1.7175409919320019e-13,2.8762829668295315e-14,5.6382912266385505e-14,3.305555342637737e-13,8.5359019837351571e-15,1.0981897314533809e-14,1.1536891201934152e-13,4.5034085651036711e-15,5.1950667236558574e-14,2.7497491513792909e-15,6.848426089759492e-18,2.8961245568919247e-14,1.0578490882931877e-16,2.5160954968092572e-14,5.1134586447514702e-14,2.1128920669535513e-14,5.1043233316786832e-14,8.0225380934700159e-14,6.3430859135794732e-15,1.1960387273909536e-14,3.3662778324356529e-14,9.8908055171078514e-23,2.4000138265650506e-14,2.108839069400054e-14,7.3028386782532467e-14,1.3694674357263092e-14,7.5071896551668051e-16
