Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139)
3.7059305759887005e-06,0.00209967904908164,2.7337947565665465e-07,1.1492122632458849e-05,2.4145179377098553e-09,7.097507218892743e-06,2.6269726768484829e-05,0.00038919999284128842,1.3087100555469088e-16,2.6796799047832729e-24,2.3079322315383478e-11,1.2425267398213746e-08,3.5224590753912149e-11,6.8017657323533635e-07,4.9299345126738993e-05,1.0539404253175265e-08,8.0069190302206868e-11,3.196549994644827e-08,1.816055662665198e-07,4.0996999704573413e-15,7.9115806849415376e-08,8.6654400439798121e-12,6.7835595434116511e-09,1.385423375208763e-07,0.00070674618782981178,1.7006177628467682e-10,2.1702504743811782e-08,0.00053389073452055449,3.2139194140945473e-22,2.0015547485489162e-11,3.1478649518873971e-07,7.6530153618172689e-08,4.8107053391019325e-13,0.88129999999999997,0.0,0.0,0.0,0.00072764578114170922,0.10708523636425667,0.00018794046028906827,3.9744976615549001e-05,2.4886345783513996e-05,5.3185135485452355e-06,1.3665711480784964e-11,1.6262234815679429e-06,1.865179489805179e-10,8.9389681082983582e-08,2.2567816551224866e-14,8.3827969561366224e-16,0.00069168549551986422,0.0024934704228482506,0.00067590438058125267,0.0022377040103384173,2.6771530299833135e-12,6.9829508112559428e-08,1.8882192988022085e-11,2.9675918172388316e-07,0.0015928470048020007,2.9012933228135421e-05,5.899719829249687e-06,3.6258150466935275e-06,2.090740197010456e-06,0.00029164361248849711,3.2191592055363691e-09,0.00013934826650037452,6.8806367986882688e-08,4.3446492441664104e-08,3.4565559701982558e-14,0.0005707865882043922,1.6875272452062377e-06,1.1435371428593537e-07,0.00012635488080600785,1.6876049647061554e-11,4.6878823294520145e-10,2.4627827340281353e-06,2.2062475172016563e-09,1.5124916192512402e-09,5.6656020763758084e-09,1.3669763946885487e-15,1.1757363735140774e-06,3.5948125623343899e-07,7.1171100209468179e-15,3.76085120599838e-10,4.0650183249848549e-15,1.6159430283222732e-09,5.5509942135879924e-06,1.3742628061218539e-08,6.0353654823124922e-14,1.7008718176298894e-05,2.8344903967756014e-10,1.2741479798178586e-13,3.0330970725787224e-05,2.1799749709322267e-07,7.8871983163401286e-12,1.8717735595050155e-13,6.0546424824931848e-11,0.00013478886043764569,3.4271201204582547e-05,1.6428047318289571e-12,7.4797926781823037e-11,3.5213669986217588e-06,2.5475940749090707e-10,3.8600910451790479e-09,5.2927090466079975e-12,4.1966830529803093e-06
3.717013820053693e-06,0.0020996833977398304,2.7390650483366118e-07,1.1539621507707738e-05,2.4141994445930756e-09,7.1033654937051402e-06,2.6353878861083294e-05,0.00038966756189587706,1.3178915611125159e-16,2.6922211699017114e-24,2.3190194002429774e-11,1.2483176827071256e-08,3.5464254769818506e-11,6.8427530394596782e-07,4.95862288087109e-05,1.0641443179399278e-08,8.0487262788688326e-11,3.2293815245190457e-08,1.8329672879567554e-07,4.1264250451642483e-15,7.9564440225243681e-08,8.7492304451461629e-12,6.7962530830069844e-09,1.3956107837018329e-07,0.00070692920473668412,1.7042190331062975e-10,2.178061889629765e-08,0.0005355956703335836,3.2391334873791842e-22,2.0182730223922216e-11,3.1556841414383427e-07,7.6771447742747654e-08,4.8656163521755841e-13,0.88129999999999997,0.0,0.0,0.0,0.0007242429104383039,0.1070840082659027,0.00018840148384468078,3.9546822373347036e-05,2.4750439658913939e-05,5.2683490894237491e-06,1.3590898030885236e-11,1.6108654386618441e-06,1.8602220817111989e-10,8.8900313742090203e-08,2.2354686253439772e-14,8.3369050029940294e-16,0.00069048709204590263,0.0024948444076044228,0.00067572927968518291,0.0022368855214515847,2.6785919307719452e-12,6.9867990671034844e-08,1.8850034521175884e-11,2.9641695671590814e-07,0.0015949779030306952,2.9040133865456826e-05,5.9051727010348357e-06,3.6292315684372804e-06,2.0926869403945119e-06,0.0002921732706958156,3.1888450678508454e-09,0.00013923253650144934,6.8748292844886766e-08,4.3409821981991e-08,3.446439527698598e-14,0.0005711065082102195,1.7028870064817704e-06,1.1450675517849915e-07,0.00012699658092264328,1.6879588814329291e-11,4.6904520061129295e-10,2.4657463032735183e-06,2.2088724797919785e-09,1.5142911607001473e-09,5.6723429605398133e-09,1.3686028113353181e-15,1.1772352986926392e-06,3.5993469889478921e-07,7.1260874050332981e-15,3.7656458441758967e-10,4.0701458599976003e-15,1.6181999756917931e-09,5.5587541922123934e-06,1.3794073020161738e-08,6.0578766013210555e-14,1.7077167481163777e-05,2.8458974233341217e-10,1.2789003841111026e-13,3.051925494177001e-05,2.183033912994508e-07,7.8981586988076337e-12,1.8744000331812543e-13,6.0630562687741823e-11,0.00013555199310711678,3.4311707696151021e-05,1.6443527087983582e-12,7.4886334072616121e-11,3.5247061909635602e-06,2.5499753457721587e-10,3.8636991268219409e-09,5.2977279422731976e-12,4.2306055217933181e-06
3.7280970641186853e-06,0.002099687741627157,2.7442949697681785e-07,1.1586888243190147e-05,2.4137261566709475e-09,7.1091782430237555e-06,2.6437914385227089e-05,0.00039013425226236951,1.3270954170537292e-16,2.7049329063228742e-24,2.3300758742240445e-11,1.254107117230132e-08,3.5704820553587769e-11,6.8838957055069531e-07,4.9873342292805043e-05,1.0743945027492851e-08,8.0905894807420796e-11,3.2624358200766538e-08,1.8499883176766132e-07,4.1532029625043486e-15,8.0013851705231459e-08,8.8335264641944357e-12,6.8088826087743801e-09,1.4058391386208357e-07,0.00070711025741327423,1.7077800326658498e-10,2.1859015355656987e-08,0.00053729966797817568,3.2644121910619995e-22,2.0350710906358165e-11,3.16345901816816e-07,7.7012064484868786e-08,4.920976663231408e-13,0.88129999999999997,0.0,0.0,0.0,0.0007208571036800102,0.10708278098989914,0.0001888631045482433,3.9349821635214867e-05,2.4615779707988113e-05,5.2186994530152179e-06,1.351677102357997e-11,1.5956651975873008e-06,1.8552839271054983e-10,8.8415436538197847e-08,2.2143745840886552e-14,8.2914341264939426e-16,0.00068929026910953496,0.0024962120702695071,0.00067555057670675269,0.0022360640208533423,2.6800240312836929e-12,6.9906296153095599e-08,1.8817915223543332e-11,2.9607418096456401e-07,0.0015971031116556482,2.9066846943784574e-05,5.9105263340613798e-06,3.6325870888443613e-06,2.0945984568734021e-06,0.00029270075791846525,3.1588419443505359e-09,0.00013911683279342675,6.8690232919108525e-08,4.3373161130286309e-08,3.4363598129560042e-14,0.00057142447778804704,1.7183197399263079e-06,1.1465938739624464e-07,0.00012763904041446724,1.6883116908018182e-11,4.6930128998932925e-10,2.4686994243142117e-06,2.211488033005882e-09,1.516084251556984e-09,5.679059681494197e-09,1.370223397968485e-15,1.1787235521518416e-06,3.6038486991167584e-07,7.1350000161915872e-15,3.7704063465124045e-10,4.0752363992158046e-15,1.620442131498629e-09,5.5664633552680412e-06,1.3845470388333083e-08,6.0803662694541301e-14,1.7145441863226343e-05,2.8572752991364768e-10,1.2836482598319562e-13,3.0708242209630145e-05,2.1860728757696322e-07,7.9090465771841152e-12,1.8770093522103311e-13,6.071414396969738e-11,0.00013631619055224053,3.4351682879076592e-05,1.6458730469379649e-12,7.4973581764892613e-11,3.5279849585382143e-06,2.5523128625976856e-10,3.8672409127317835e-09,5.3026560178925722e-12,4.2646834720827104e-06
3.7391803081836777e-06,0.002099692080751425,2.7494846721929504e-07,1.1633920996039953e-05,2.413097958221081e-09,7.1149456356794965e-06,2.6521829698325465e-05,0.00039060006876733103,1.3363215303252597e-16,2.7178174224589015e-24,2.3411014606149426e-11,1.2598949475337797e-08,3.5946289152699078e-11,6.9251942087224634e-07,5.0160680829220442e-05,1.0846908035782477e-08,8.1325087394163135e-11,3.2957132539641916e-08,1.8671191656408238e-07,4.1800332571214264e-15,8.0464037154388722e-08,8.918329084581594e-12,6.8214482837862708e-09,1.416108388001127e-07,0.00070728936582990776,1.7113001659877792e-10,2.1937697257008756e-08,0.00053900272485188968,3.2897549454486505e-22,2.051949110069482e-11,3.1711896827198724e-07,7.7252005683306416e-08,4.9767876699083933e-13,0.88129999999999997,0.0,0.0,0.0,0.00071748824063547732,0.10708155453242865,0.00018932531775718272,3.9153965658351556e-05,2.4482352599538106e-05,5.1695591053032825e-06,1.3443323108147934e-11,1.580621060093128e-06,1.8503648894536061e-10,8.7935001388995173e-08,2.1934971746188613e-14,8.2463798175672115e-16,0.0006880950318438881,0.0024975734546533257,0.00067536829636002178,0.0022352395479482054,2.681449378759887e-12,6.9944425785852102e-08,1.8785835245546846e-11,2.9573085985250256e-07,0.0015992226527359636,2.9093074115864329e-05,5.9157810682523621e-06,3.6358818134051026e-06,2.096474866039486e-06,0.00029322608481724156,3.1291464903714653e-09,0.00013900115708219708,6.8632189046881791e-08,4.3336510415268956e-08,3.4263164629063323e-14,0.00057174051496960531,1.7338252364683102e-06,1.1481161252413442e-07,0.00012828224906703427,1.6886633697876428e-11,4.6955649930604882e-10,2.4716421351358834e-06,2.2140942112427323e-09,1.5178709154042137e-09,5.6857523275767657e-09,1.3718381759018827e-15,1.1802011535343571e-06,3.6083177542142347e-07,7.1438479759301418e-15,3.7751327758396844e-10,4.0802900120404052e-15,1.6226695143630752e-09,5.5741217664185106e-06,1.3896818069213125e-08,6.102833567304076e-14,1.7213539431940288e-05,2.8686237091245005e-10,1.2883914128809244e-13,3.0897931862862244e-05,2.1890918841344876e-07,7.9198620444221512e-12,1.8796015379520802e-13,6.0797169384353026e-11,0.00013708144333310392,3.4391130034824762e-05,1.6473658393524943e-12,7.5059677020531797e-11,3.5312038453982055e-06,2.5546070207185115e-10,3.8707170019133824e-09,5.3074940911915976e-12,4.2989170455576928e-06
3.75026355224867e-06,0.0020996964151203095,2.7546343079541254e-07,1.1680717949430264e-05,2.4123142683768257e-09,7.1206678396960673e-06,2.6605621191898112e-05,0.00039106501616549398,1.345569808092206e-16,2.7308778843326409e-24,2.3520959730399609e-11,1.2656810784072769e-08,3.6188661656515496e-11,6.96664903936382e-07,5.0448239701760348e-05,1.0950330432850939e-08,8.1744841623495442e-11,3.3292141930893371e-08,1.8843602461159515e-07,4.2069154643156397e-15,8.0914992446786908e-08,9.0036391851941667e-12,6.8339502722308041e-09,1.426418478303196e-07,0.00070746654974351104,1.7147788333595895e-10,2.2016667766952005e-08,0.00054070483836229119,3.3151611165847412e-22,2.0689072384777372e-11,3.1788762378108185e-07,7.7491273195675437e-08,5.0330507396300015e-13,0.88129999999999997,0.0,0.0,0.0,0.00071413620234775778,0.10708032888980205,0.00018978811883288663,3.8959245773009763e-05,2.4350145142921484e-05,5.1209225712083508e-06,1.337054701150998e-11,1.56573134603927e-06,1.8454648337795624e-10,8.7458960720043441e-08,2.1728340653305472e-14,8.2017376147720317e-16,0.00068690138524100431,0.0024989286041328775,0.00067518246318572467,0.0022344121416594002,2.6828680199774283e-12,6.9982380784291575e-08,1.8753794734034805e-11,2.9538699878754219e-07,0.0016013365481743695,2.9118817067040072e-05,5.9209372501435049e-06,3.6391159517061209e-06,2.098316289830526e-06,0.00029374926201126657,3.0997553965197677e-09,0.00013888551106342533,6.8574162060541661e-08,4.3299870362501477e-08,3.4163091153948486e-14,0.00057205463758411388,1.749403284105808e-06,1.1496343213589056e-07,0.00012892619667082634,1.6890138952490231e-11,4.6981082673957242e-10,2.4745744733562282e-06,2.2166910485722359e-09,1.5196511755983012e-09,5.6924209862787578e-09,1.373447166245087e-15,1.181668122590537e-06,3.6127542159407326e-07,7.1526314064051587e-15,3.7798251953339412e-10,4.0853067682423011e-15,1.6248821431684946e-09,5.5817294902351739e-06,1.3948113984196303e-08,6.1252775833808221e-14,1.7281458322870114e-05,2.8799423425913734e-10,1.2931296508300205e-13,3.1088323206425536e-05,2.1920909633082732e-07,7.9306051947117995e-12,1.8821766120602499e-13,6.0879639654762872e-11,0.00013784774204624771,3.4430052435790763e-05,1.648831181002631e-12,7.5144626981617398e-11,3.5343633930307169e-06,2.5568582135905926e-10,3.8741279905276677e-09,5.3122429760400355e-12,4.333306383083484e-06
3.7613467963136625e-06,0.002099700744741386,2.7597440303659552e-07,1.1727277311803759e-05,2.4113746982258646e-09,7.1263450222998707e-06,2.6689285291962493e-05,0.00039152909914063282,1.3548401604681916e-16,2.7441171850607036e-24,2.3630592317237771e-11,1.2714654155067348e-08,3.6431939202815379e-11,7.0082606974346235e-07,5.0736014227703207e-05,1.1054210437850028e-08,8.216515860576991e-11,3.3629389992810737e-08,1.9017119738293832e-07,4.2338491193304741e-15,8.1366713465572991e-08,9.0894576360400409e-12,6.8463887388779656e-09,1.4367693544250735e-07,0.00070764182869992396,1.7182154345403083e-10,2.2095930083791043e-08,0.00054240600592685465,3.3406300896142286e-22,2.0859456345680147e-11,3.1865187881826209e-07,7.7729868897691241e-08,5.0897672086501938e-13,0.88129999999999997,0.0,0.0,0.0,0.00071080087111733206,0.10707910405845522,0.00019025150314101326,3.8765653382010089e-05,2.4219144286440936e-05,5.0727844340400876e-06,1.3298435537341292e-11,1.5509943932296683e-06,1.8405836266443911e-10,8.6987267458965252e-08,2.1523829495213319e-14,8.1575031037489652e-16,0.00068570933415441188,0.0025002775616573092,0.00067499310155296973,0.0022335818404356968,2.6842800012540558e-12,7.0020162351416255e-08,1.8721793832346555e-11,2.9504260320218078e-07,0.0016034448197189851,2.9144077514575732e-05,5.9259952327450215e-06,3.6422897173461224e-06,2.1001228525050691e-06,0.00029427030007763398,3.0706653888215816e-09,0.00013876989642249113,6.8516152787393078e-08,4.3263241494370239e-08,3.4063374157953165e-14,0.00057236686326065972,1.7650536679612467e-06,1.1511484779412165e-07,0.00012957087302229735,1.6893632447164148e-11,4.7006427056476048e-10,2.4774964762305064e-06,2.2192785787393483e-09,1.5214250552730808e-09,5.6990657442574472e-09,1.3750503899064577e-15,1.1831244791836606e-06,3.6171581463395418e-07,7.1613504304516681e-15,3.7844836685325967e-10,4.0902867379801203e-15,1.6270800370608429e-09,5.5892865921952882e-06,1.3999356068658844e-08,6.1476974123876477e-14,1.7349196697741942e-05,2.8912308931900918e-10,1.2978627825587555e-13,3.1279415516995923e-05,2.1950701388609012e-07,7.9412761235106319e-12,1.8847345964897175e-13,6.0961555513711099e-11,0.00013861507732471003,3.4468453344894186e-05,1.6502691686668808e-12,7.5228438769552605e-11,3.537464140290442e-06,2.5590668327445747e-10,3.8774744718183722e-09,5.3169034823509434e-12,4.3678516246536765e-06
3.772430040378655e-06,0.0020997050696221105,2.7648139936805428e-07,1.1773597316990432e-05,2.410278767897793e-09,7.1319773499264511e-06,2.6772818459604731e-05,0.00039199232230669557,1.3641324985520149e-16,2.757538414151475e-24,2.3739910633166896e-11,1.2772478651901585e-08,3.667612293299903e-11,7.0500296852931639e-07,5.1023999757739508e-05,1.1158546260850194e-08,8.2586039510368942e-11,3.3968880297404107e-08,1.9191747639823107e-07,4.2608337575090277e-15,8.181919610300533e-08,9.1757853228332813e-12,6.8587638480769205e-09,1.4471609597102455e-07,0.00070781522203657553,1.7216093742196103e-10,2.2175487438123694e-08,0.00054410622497278252,3.3661612479370693e-22,2.1030644578963406e-11,3.1941174405509542e-07,7.7967794682192786e-08,5.1469383818716999e-13,0.88129999999999997,0.0,0.0,0.0,0.00070748213047880414,0.1070778800349447,0.00019071546605230056,3.8573179960398124e-05,2.4089337116767796e-05,5.0251393347776602e-06,1.3226981565742677e-11,1.5364085571900531e-06,1.8357211361162432e-10,8.651987503329887e-08,2.1321415450821447e-14,8.1136719170197413e-16,0.00068451888330269591,0.0025016203697542988,0.0006748002356613236,0.0022327486822601543,2.6856853684551913e-12,7.0057771678422973e-08,1.8689832680403561e-11,2.9469767855316975e-07,0.0016055474889655258,2.916885720708414e-05,5.9309553754250641e-06,3.6454033278701927e-06,2.101894680593366e-06,0.00029478920955078932,3.0418732280948799e-09,0.00013865431483442279,6.8458162049675288e-08,4.3226624330062931e-08,3.3964010141207792e-14,0.00057267720943094075,1.7807761703321637e-06,1.1526586105048156e-07,0.00013021626792497512,1.6897113961102561e-11,4.7031682910842289e-10,2.4804081806590001e-06,2.2218568351709568e-09,1.5231925773443303e-09,5.7056866873532722e-09,1.3766478675972721e-15,1.1845702432972995e-06,3.6215296078202167e-07,7.1700051716298466e-15,3.7891082593578539e-10,4.095229991826658e-15,1.6292632154491859e-09,5.5967931386834326e-06,1.4050542275319724e-08,6.1700921566945936e-14,1.7416752744558313e-05,2.9024890589525974e-10,1.3025906185652036e-13,3.1471208043149078e-05,2.1980294367188517e-07,7.951874927564796e-12,1.8872755135015217e-13,6.1042917703873665e-11,0.00013938343983815554,3.4506336015050817e-05,1.6516799009117954e-12,7.5311119483907485e-11,3.5405066232958049e-06,2.5612332677107343e-10,3.8807570359982704e-09,5.3214764159246897e-12,4.4025529093721949e-06
3.7835132844436472e-06,0.002099709389769826,2.7698443530417115e-07,1.1819676223978023e-05,2.4090260900358674e-09,7.1375649882237104e-06,2.6856217191330139e-05,0.00039245469020882524,1.3734467342950763e-16,2.7711446792135558e-24,2.3848913006693338e-11,1.2830283343932718e-08,3.6921213981954929e-11,7.0919565058101295e-07,5.1312191675894428e-05,1.1263336103147886e-08,8.3007485553495611e-11,3.4310616370516986e-08,1.9367490322522184e-07,4.2878689140107836e-15,8.2272436260461656e-08,9.2626231672922424e-12,6.8710757637793443e-09,1.4575932359565258e-07,0.00070798674888482435,1.7249600535274126e-10,2.2255343093382017e-08,0.00054580549293686137,3.3917539758537669e-22,2.120263868880676e-11,3.2016723035566733e-07,7.8205052458286125e-08,5.2045655326108153e-13,0.88129999999999997,0.0,0.0,0.0,0.0007041798651817203,0.10707665681594428,0.00019118000294282583,3.838181705508348e-05,2.3960710857579144e-05,4.9779819714335017e-06,1.3156178052490609e-11,1.5219722109720997e-06,1.8308772317459174e-10,8.6056737365586487e-08,2.112107594225431e-14,8.0702397335266133e-16,0.00068333003727251949,0.002502957070535633,0.00067460388954260978,0.0022319127046576434,2.6870841669998321e-12,7.0095209944858751e-08,1.8657911414786551e-11,2.9435223032117004e-07,0.0016076445773591974,2.9193157923991504e-05,5.9358180437998866e-06,3.6484570046882433e-06,2.1036319028582108e-06,0.00029530600092203736,3.0133757096835202e-09,0.00013853876796383744,6.8400190664530598e-08,4.3190019385548957e-08,3.386499566779245e-14,0.00057298569333166913,1.796570570733311e-06,1.1541647344580546e-07,0.00013086237119045241,1.6900583278947299e-11,4.7056850077127416e-10,2.4833096231924737e-06,2.2244258509806953e-09,1.5249537645130836e-09,5.7122839006022616e-09,1.378239619834722e-15,1.186005435039785e-06,3.6258686631721816e-07,7.1785957542519393e-15,3.7936990321309781e-10,4.1001366007842731e-15,1.6314316980064008e-09,5.6042491969937185e-06,1.4101670571553759e-08,6.1924609251586183e-14,1.7484124677651247e-05,2.9137165422986231e-10,1.3073129707169082e-13,3.1663700005550342e-05,2.2009688831678334e-07,7.9624017049182053e-12,1.889799385665134e-13,6.112372697788891e-11,0.00014015282029296663,3.4543703688758987e-05,1.6530634780550256e-12,7.5392676201515845e-11,3.5434913753469432e-06,2.5633579059598433e-10,3.8839762701596175e-09,5.3259625783256917e-12,4.4374103754387344e-06
3.7945965285086396e-06,0.0020997137051917743,2.7748352644471173e-07,1.1865512316936632e-05,2.4076162347225523e-09,7.1431081020551971e-06,2.6939478019326536e-05,0.00039291620732423053,1.3827827810601447e-16,2.7849391571765885e-24,2.3957597828049236e-11,1.2888067306898621e-08,3.7167213494708458e-11,7.1340416650249456e-07,5.1600585399413169e-05,1.1368578157540676e-08,8.3429498004853376e-11,3.4654601691062706e-08,1.9544351947900186e-07,4.3149541240869808e-15,8.2726429848433374e-08,9.3499720885846268e-12,6.8833246499194024e-09,1.4680661234272085e-07,0.00070815642817202587,1.7282668699753492e-10,2.2335500346170975e-08,0.00054750380726537116,3.4174076633746803e-22,2.1375440288505507e-11,3.2091834877182694e-07,7.844164415066457e-08,5.2626499018827608e-13,0.88129999999999997,0.0,0.0,0.0,0.00070089396117497388,0.10707543439824201,0.00019164510919382287,3.8191556284403132e-05,2.3833252868191877e-05,4.9313070985213062e-06,1.3086018028274853e-11,1.5076837449892228e-06,1.8260517845470408e-10,8.5597808868393995e-08,2.0922788632572888e-14,8.0272022781653597e-16,0.00068214280052099948,0.0025042877057018598,0.00067440408706243135,0.0022310739447010588,2.6884764418655679e-12,7.0132478318751888e-08,1.8626030168795975e-11,2.9400626401039804e-07,0.0016097361061962773,2.9216981474955429e-05,5.9405836096154385e-06,3.6514509730110115e-06,2.1053346502484213e-06,0.00029582068463921817,2.9851696630566818e-09,0.0001384232574648849,6.8342239443974302e-08,4.3153427173560197e-08,3.3766327351717903e-14,0.00057329233200669849,1.8124366459378495e-06,1.1556668651022371e-07,0.00013150917263931119,1.6904040189815779e-11,4.708192840184207e-10,2.4862008400373559e-06,2.22698565897361e-09,1.5267086392688159e-09,5.718857468247964e-09,1.3798256669447912e-15,1.1874300746429477e-06,3.6301753755608548e-07,7.1871223033746124e-15,3.798256051568279e-10,4.1050066362804946e-15,1.6335855046720912e-09,5.6116548353399742e-06,1.4152738942722787e-08,6.2148028345861998e-14,1.7551310737676931e-05,2.9249130500347975e-10,1.3120296525596747e-13,3.1856890597175354e-05,2.2038885048533481e-07,7.9728565549145664e-12,1.892306235858963e-13,6.120398409837317e-11,0.00014092320943228038,3.4580559597789782e-05,1.6544200021363203e-12,7.5473115975799785e-11,3.5464189268699637e-06,2.5654411328628624e-10,3.8871327582130354e-09,5.3303627667986095e-12,4.4724241601315223e-06
3.805679772573632e-06,0.002099718015895079,2.7797868847097113e-07,1.1911103905059166e-05,2.4060487825151935e-09,7.1486068555071479e-06,2.702259751171178e-05,0.00039337687806303273,1.3921405532826591e-16,2.7989252177265751e-24,2.4065963549338729e-11,1.2945829623279419e-08,3.7414122631942017e-11,7.1762856739920503e-07,5.188917637863345e-05,1.1474270608603447e-08,8.3852078178054618e-11,3.5000839691962114e-08,1.9722336682201101e-07,4.342088923010554e-15,8.3181172786525967e-08,9.4378330037157693e-12,6.8955106704499128e-09,1.4785795608631581e-07,0.0007083242786235978,1.7315292173482142e-10,2.2415962526541715e-08,0.00054920116541400717,3.4431216923662321e-22,2.1549051000644365e-11,3.2166511053851183e-07,7.8677571698951594e-08,5.3211926975756742e-13,0.88129999999999997,0.0,0.0,0.0,0.00069762430559169213,0.1070742127787377,0.00019211078019158137,3.8002389337655038e-05,2.3706950642137512e-05,4.885109526537102e-06,1.3016494597915965e-11,1.4935415668572706e-06,1.8212446669768938e-10,8.5143044439185615e-08,2.0726531423563815e-14,7.9845553213045917e-16,0.00068095717737798073,0.00250561231654681,0.00067420085192167547,0.0022302324390173706,2.6898622375933629e-12,7.0169577956737677e-08,1.8594189072509197e-11,2.9365978514810732e-07,0.0016118220966256716,2.9240329699258608e-05,5.9452524506232322e-06,3.6543854617700705e-06,2.1070030558602522e-06,0.00029633327110641951,2.9572519515094852e-09,0.0001383077849811946,6.8284309194867474e-08,4.3116848203574263e-08,3.3668001861087877e-14,0.00057359714230914127,1.8283741700220559e-06,1.157165017632735e-07,0.00013215666210205569,1.6907484486988211e-11,4.7106917736424696e-10,2.4890818670607572e-06,2.2295362916506033e-09,1.528457223892503e-09,5.7254074737528991e-09,1.3814060290650226e-15,1.1888441824620611e-06,3.6344498085269265e-07,7.1955849447974749e-15,3.8027793827809149e-10,4.1098401701672106e-15,1.6357246556544498e-09,5.6190101228622058e-06,1.4203745389455906e-08,6.2371170085364817e-14,1.7618309191602927e-05,2.9360782933525329e-10,1.3167404790648763e-13,3.2050778983549798e-05,2.2067883287829856e-07,7.9832395782052841e-12,1.8947960872723033e-13,6.1283689837981262e-11,0.00014169459803601227,3.4616906962886746e-05,1.655749576881287e-12,7.5552445836113319e-11,3.5492898053654822e-06,2.567483331654004e-10,3.8902270808315882e-09,5.3346777741910214e-12,4.5075943997875979e-06
3.827846260703617e-06,0.0020997266231737176,2.7895728828377294e-07,1.2001546927683975e-05,2.402439430510899e-09,7.1594719337993183e-06,2.7188398944142886e-05,0.00039429569772314089,1.410920939841569e-16,2.827485567665097e-24,2.428173180354718e-11,1.3061285679123879e-08,3.7910674497107091e-11,7.2612523062656834e-07,5.246693206999027e-05,1.168699940028194e-08,8.4698947195226653e-11,3.5700087251886443e-08,2.0081692166520252e-07,4.3965054289041446e-15,8.4092890437116629e-08,9.6150945318424196e-12,6.9196947698471263e-09,1.4997278330781799e-07,0.00070865456692957302,1.7379180742100375e-10,2.257781516040787e-08,0.00055259300304075394,3.494728339653029e-22,2.1898706298667599e-11,3.2314560994010047e-07,7.9147442190639855e-08,5.4396582283641396e-13,0.88129999999999997,0.0,0.0,0.0,0.00069113329401442861,0.1070717719224565,0.00019304379799891752,3.7627304024227699e-05,2.3457764115448767e-05,4.79412580277159e-06,1.2879330303266373e-11,1.4656897892435361e-06,1.8116849175987261e-10,8.4245829763525584e-08,2.0340020089212682e-14,7.9004162085900801e-16,0.00067859078862066006,0.0025082436284539372,0.0006737841776514429,0.0022285413347999171,2.6926145676579154e-12,7.024327559566931e-08,1.8530627833750775e-11,2.9296531198894421e-07,0.0016159775461337064,2.9285607668230701e-05,5.9543014982499002e-06,3.6600769343339125e-06,2.1102373845043008e-06,0.000297352193685704,2.9022691533432443e-09,0.00013807696058107678,6.816851481244133e-08,4.3043732011099863e-08,3.3472366292419326e-14,0.00057420134427321604,1.8604626480319692e-06,1.1601494486142537e-07,0.00013345366444866814,1.6914334437167194e-11,4.7156628875486588e-10,2.4948134934595424e-06,2.2346101595795068e-09,1.5319356108523764e-09,5.7384371283874243e-09,1.3845497779685276e-15,1.191640884801473e-06,3.6429020922772868e-07,7.2123190115500523e-15,3.8117252429991726e-10,4.1193980226945021e-15,1.6399590727568e-09,5.6335699266661526e-06,1.4305564601373412e-08,6.2816586836823497e-14,1.7751736480627883e-05,2.9583138534296285e-10,1.3261438342745722e-13,3.2440645667330475e-05,2.2125286932361958e-07,8.0037905538880838e-12,1.899724888087039e-13,6.1441450315950999e-11,0.00014324033694057472,3.4688088886383941e-05,1.6583283014249881e-12,7.5707803805947294e-11,3.5548636381766721e-06,2.5714461668120689e-10,3.8962315357506559e-09,5.343055394429209e-12,4.5784047844685071e-06
