Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202)
7.820811766142771e-13,0.003552514507593293,9.8488128087164633e-22,1.9584139145944726e-17,-4.0322445871780664e-15,9.8359769066813106e-22,6.2627846973629929e-15,9.1214972593247657e-24,-9.6334814780334208e-32,7.0616537274290014e-19,2.5749299559917551e-35,-7.0617269990272498e-19,1.7081371402619933e-30,-2.7868821080366989e-18,5.5754778407050867e-25,-9.7226903643422887e-32,1.4269350581244252e-37,-4.4385217887088443e-30,6.1908262027205011e-40,2.7842592801790014e-41,1.6807328236177793e-30,1.684987821243744e-30,1.514864152231003e-42,6.7695035103129201e-24,-5.2285040857432111e-39,1.4308409720686395e-42,2.1855809712190783e-37,1.0412544207456498e-26,-3.9866584385723495e-44,-9.7577479210530523e-41,1.0414840341197364e-34,-1.1570367651218211e-38,-6.7898865792965752e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899870529998071,0.10880299999143002,0.00010000000000000282,6.5372107843576842e-10,4.5844370077375436e-09,4.5814843064532821e-09,1.4089969133891788e-15,5.7576789465615531e-12,1.651910219559715e-09,2.8046230653584155e-12,7.5058216540623394e-20,2.4875983466147604e-20,9.8062921538127879e-21,6.0872982550910249e-16,5.9754332510733135e-10,1.4365693620027546e-14,1.0318400588050631e-22,2.6799677166412192e-23,4.9915764888028202e-25,7.748548497312858e-25,8.6932556386516138e-10,6.698006938106548e-29
7.887799531072018e-13,0.0035525145075927978,9.6889204454446169e-22,1.9265126806362568e-17,-1.9432031711593785e-15,9.675751543993765e-22,6.3258602698970061e-15,9.2928737308717744e-24,8.5300081901875771e-31,1.9554185277614616e-16,2.1315172739381439e-35,-1.9554185887648041e-16,-1.8125537722274713e-28,-2.1259065381027489e-18,4.2757178554880841e-25,8.5234808218102934e-31,1.4176350398173707e-37,-5.5233990086736409e-30,5.0942333813791728e-40,-1.2081203194903998e-40,1.4083012363656468e-30,3.0164976949278938e-28,2.0086473812269488e-42,5.6722282288495633e-24,2.4586350237576909e-38,1.9255059899588178e-42,8.0638034799815799e-38,1.0638026304232061e-26,1.8770440020852909e-43,1.0642174661002806e-38,1.3809658677688399e-34,-9.6949112381678973e-39,-1.3471907973035137e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899869422539449,0.10880299999128851,0.00010000000000000219,6.5932040160965623e-10,4.6236873883257653e-09,4.6206767007564848e-09,1.4210617121179081e-15,5.8564286471160731e-12,1.658101061849365e-09,2.847309458126644e-12,7.6345591047142192e-20,2.5254602216278936e-20,1.0062506277775578e-20,6.1920066221753214e-16,6.0584173738949444e-10,1.4612795795418478e-14,1.0476526189713175e-22,2.749393472016018e-23,5.0920014598126887e-25,7.9778232972515052e-25,8.8139836607539666e-10,6.9589982951645498e-29
7.936518701691938e-13,0.0035525145075924382,9.6553994018071642e-22,1.9197898557281049e-17,1.3118672545754518e-16,9.641984740699524e-22,6.3713769980219821e-15,9.4186437406940996e-24,1.3589172548766538e-30,5.4851981417692909e-17,1.3226587367879354e-35,-5.4851985313572364e-17,-3.1359596050800165e-27,-1.3477062646202199e-18,2.7451948137865538e-25,1.3585417007429696e-30,1.3669778687617148e-37,-6.0712221819860653e-30,4.1651122182542898e-40,-2.8922565272498675e-40,8.98187052910521e-31,3.3509803963718973e-27,2.2931796277380503e-42,3.6176365078453607e-24,5.1227532977622229e-38,2.0750722438841937e-42,-2.5388735611555249e-36,1.0800345827416137e-26,3.9104911964932066e-43,5.867541996171454e-38,1.5765864587601708e-34,-6.1832193777625031e-39,-1.743931366776604e-64,0.88129999999999997,0.0,0.0,0.0,0.009889986861710269,0.10880299999118491,0.00010000000000000139,6.6339270310750152e-10,4.6522342722553253e-09,4.64918020130771e-09,1.4298364902691341e-15,5.9287719064294159e-12,1.6625550247718284e-09,2.8785049065095345e-12,7.7288711842792736e-20,2.5531298888632172e-20,1.0251645758022071e-20,6.2687201284099923e-16,6.1189644282143851e-10,1.4793832597528004e-14,1.0592090910922925e-22,2.8006315455482871e-23,5.1656928808869749e-25,8.1474518638228976e-25,8.9020695002269725e-10,7.1536325143191081e-29
7.985237872311858e-13,0.0035525145075920635,9.6179507250947591e-22,1.9122837318081172e-17,-1.6740192342327121e-15,9.6042838720815838e-22,6.4189960176217385e-15,9.5453888599828539e-24,3.6391394513933728e-30,-4.454352031969008e-16,3.0735223945623008e-35,4.454351947040167e-16,4.8171125332118e-27,-1.8196442193924394e-18,3.6741795053275092e-25,3.6386460914666659e-30,1.3026544569829579e-37,-6.609800870166589e-30,3.1339694893409022e-40,-4.5307891269853264e-40,2.0182384320811206e-30,-4.1604664971033874e-27,2.6848429416390392e-42,8.1288780507849209e-24,9.6273142857423665e-38,2.2346383991524388e-42,2.266849301919031e-36,1.0961541525483181e-26,7.3490610788530002e-43,1.9403057833986459e-39,1.8458607048639115e-34,-1.3893788000431691e-38,-2.166790470100954e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899867811708831,0.10880299999108074,0.00010000000000000189,6.674650045348735e-10,4.6807775130614011e-09,4.6776832600333043e-09,1.4386101908147319e-15,6.0015564788636101e-12,1.6669685279732737e-09,2.9098262107231694e-12,7.8237586166503402e-20,2.5809111897568584e-20,1.0443159382610778e-20,6.345905795386856e-16,6.179673165643734e-10,1.4975983604164747e-14,1.0708123101198745e-22,2.8525020152373978e-23,5.2399349799842079e-25,8.3195266490103117e-25,8.9903905616860723e-10,7.3523912053326836e-29
7.985768156420496e-13,0.0035525145075920588,9.6174543072054768e-22,1.9121843551030471e-17,-1.2404543025380557e-15,9.6037847379997172e-22,6.4195071322906965e-15,9.5467738864292346e-24,3.6416567610646243e-30,-1.0290641841573953e-17,3.0744701924780929e-35,1.0290633345898778e-17,4.8174673536078808e-27,-1.8202978926500397e-18,3.6754709257484065e-25,3.6411635848455389e-30,1.3019596948159126e-37,-6.6160313991135361e-30,3.1224383119269444e-40,-4.530807205667679e-40,2.0188993499564672e-30,-4.1605873116356703e-27,2.6883208161191579e-42,8.1315400358968058e-24,9.659929708519263e-38,2.2366904957268953e-42,2.3222278426830877e-36,1.0963299028100803e-26,7.3739334546318185e-43,1.2312955480487324e-39,1.8482518028725023e-34,-1.3898337810750729e-38,-2.1719854279099477e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899867802942406,0.1088029999910796,0.00010000000000000188,6.6750932952411195e-10,4.6810882040502376e-09,4.6779934992925109e-09,1.4387056756364347e-15,6.002351156816871e-12,1.667016343171234e-09,2.9101678251724165e-12,7.8247946186174432e-20,2.5812141941954074e-20,1.0445257172986726e-20,6.346748548735331e-16,6.1803348438220465e-10,1.4977972423523727e-14,1.0709388702732001e-22,2.8530701307767196e-23,5.2407461308377469e-25,8.321413269045658e-25,8.9913531927925737e-10,7.3545777523239838e-29
7.986828724637772e-13,0.0035525145075920544,9.6174011766237264e-22,1.9121727028944628e-17,-7.2723442904042141e-17,9.603726179581019e-22,6.4203581167199728e-15,9.5495443294810502e-24,3.5744260326987536e-30,8.5097853117178084e-16,2.8947237870433078e-35,-8.5097853918549613e-16,4.7505674912658093e-27,-1.7116402246218025e-18,3.4617102651744776e-25,3.5739691000356378e-30,1.3004800396654423e-37,-6.6277486283253148e-30,3.0993359369074189e-40,-4.5276076760679953e-40,1.9045291864267914e-30,-4.0939209923067407e-27,2.694882515636912e-42,7.6708902449841233e-24,9.7239562898177378e-38,2.2403191917663539e-42,2.4314467110018306e-36,1.0966814009915756e-26,7.4227423018289855e-43,-1.6401820024390104e-40,1.8527630936897601e-34,-1.31109993952226e-38,-2.1817622493343758e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899867785406537,0.10880299999107733,0.00010000000000000177,6.6759797950255524e-10,4.6817098953116341e-09,4.6786139776015747e-09,1.4388967118795701e-15,6.0039407218325707e-12,1.6671119545736686e-09,2.9108511134783508e-12,7.8268668951733921e-20,2.5818202557606481e-20,1.0449453886293401e-20,6.3484342792930003e-16,6.1816582760794885e-10,1.498195059050774e-14,1.0711920527184425e-22,2.8542066634365523e-23,5.2423686935182735e-25,8.3251876772655829e-25,8.9932785654286193e-10,7.3589528298447287e-29
7.987206489946145e-13,0.0035525145075920514,9.6174079266720145e-22,1.9121736643879176e-17,1.6847251103322963e-17,9.6037309960394241e-22,6.4206624630675314e-15,9.550531187239463e-24,3.5523088957343176e-30,8.3361379203095648e-16,2.8333895359292527e-35,-8.3361379988005316e-16,4.7273383665455751e-27,-1.6737270084496456e-18,3.3871242286920236e-25,3.5518645870614861e-30,1.2999417985291848e-37,-6.6318297592544548e-30,3.0911021034359762e-40,-4.5264982055477544e-40,1.8655038091181934e-30,-4.0707659115330399e-27,2.6971718441384866e-42,7.5137073631650042e-24,9.7466208964867732e-38,2.2415551316127139e-42,2.4701592939281135e-36,1.0968066016632259e-26,7.4400384795930012e-43,-6.5820783522236061e-40,1.8543370504078225e-34,-1.2842343847415852e-38,-2.1851682553316444e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899867779160423,0.10880299999107652,0.00010000000000000173,6.6762955586501253e-10,4.6819313341810937e-09,4.6788349866302967e-09,1.4389647632061683e-15,6.0045069377964123e-12,1.6671460081261085e-09,2.9110945024528531e-12,7.8276050569083054e-20,2.5820361363802417e-20,1.0450948863298423e-20,6.3490347504699115e-16,6.1821296809348721e-10,1.4983367646510405e-14,1.0712822365406685e-22,2.854611524892352e-23,5.2429466695476634e-25,8.3265322373356266e-25,8.9939643806669567e-10,7.3605114466406616e-29
7.987584255254518e-13,0.003552514507592049,9.617422391936761e-22,1.9121761620044507e-17,4.3763140229126212e-17,9.6037435276900704e-22,6.4209718376286363e-15,9.551518095460977e-24,3.5343811243763733e-30,7.6267759757225753e-16,2.7784868387409663e-35,-7.6267760527386375e-16,4.7061852498097898e-27,-1.63903981541141e-18,3.3188850315172229e-25,3.5339483645440362e-30,1.2993932695073827e-37,-6.6358263106740654e-30,3.0828633984554988e-40,-4.5254881317566063e-40,1.8305738181135607e-30,-4.0496971052079843e-27,2.6994183059414523e-42,7.3730195075470227e-24,9.7691711195522448e-38,2.242740473810477e-42,2.5086986374333706e-36,1.0969318024694114e-26,7.4572509027763582e-43,-1.1498415598383453e-39,1.8558815359609758e-34,-1.2601881444946644e-38,-2.1885043109548093e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899867772914395,0.10880299999107572,0.00010000000000000169,6.6766113222746557e-10,4.6821527639679117e-09,4.6790559956324571e-09,1.4390328179304726e-15,6.0050731802903756e-12,1.6671800592691413e-09,2.9113378989630964e-12,7.8283432532313149e-20,2.5822520236841125e-20,1.0452443984007612e-20,6.3496352500471041e-16,6.1826010954186071e-10,1.4984784769531992e-14,1.0713724218730521e-22,2.8550164246140729e-23,5.2435246786873864e-25,8.3278769456284698e-25,8.9946502099129412e-10,7.3620703151481954e-29
7.988339785871264e-13,0.0035525145075920427,9.6174296358651469e-22,1.9121768388362463e-17,5.9297102710413964e-18,9.6037469021666852e-22,6.4216169455872061e-15,9.5534921218601015e-24,3.5124040571840453e-30,5.7675460490778691e-16,2.6980276854528983e-35,-5.7675461239299774e-16,4.6744042756939942e-27,-1.5865761596056599e-18,3.2156765998999969e-25,3.5119888455998398e-30,1.2982645717603738e-37,-6.6435635640257729e-30,3.0663670229198779e-40,-4.5239701687515912e-40,1.7794016810680979e-30,-4.0179121380521445e-27,2.7037856308142404e-42,7.1669130064518187e-24,9.8139911274596299e-38,2.2449616202545041e-42,2.585256766741895e-36,1.0971822040802342e-26,7.4914668369546242e-43,-2.1253989017028182e-39,1.8588841567668548e-34,-1.2249606076138071e-38,-2.1949653010977453e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899867760422859,0.1088029999910741,0.00010000000000000163,6.6772428495235471e-10,4.6825955759398469e-09,4.6794980135305341e-09,1.4391689284809161e-15,6.0062057713986043e-12,1.6672481519189428e-09,2.911824722117107e-12,7.8298197842294736e-20,2.5826838250210339e-20,1.0455434800297917e-20,6.3508363627904043e-16,6.1835439628940312e-10,1.4987619283622046e-14,1.0715527971982002e-22,2.855826377135644e-23,5.2446808294082519e-25,8.3305669551732622e-25,8.99602192442757e-10,7.3651890592316636e-29
7.988717551179637e-13,0.0035525145075920406,9.6174319539032749e-22,1.9121769176005269e-17,1.3801046703242191e-18,9.6037472853554057e-22,6.4219444399712661e-15,9.5544791883084301e-24,3.5039013667535748e-30,5.0708177777469204e-16,2.6631681957404968e-35,-5.0708178516609952e-16,4.6604752389652684e-27,-1.5635128970097555e-18,3.1703061824223503e-25,3.5034938919088446e-30,1.2976932053532018e-37,-6.6473759544002382e-30,3.0581141527788924e-40,-4.5233044936922042e-40,1.7572352263664059e-30,-4.0039825628424126e-27,2.7059420901743951e-42,7.0776329668761268e-24,9.8363468821503275e-38,2.2460401445944418e-42,2.6234217560321194e-36,1.0973074048712523e-26,7.5085325620895429e-43,-2.6114883236630645e-39,1.8603667648317304e-34,-1.2097009436321068e-38,-2.1981494077423558e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899867754177161,0.10880299999107329,0.0001000000000000016,6.6775586131479504e-10,4.6828169730047912e-09,4.6797190224530122e-09,1.4392369831742251e-15,6.0067720934827714e-12,1.6672821958349481e-09,2.9120681412265382e-12,7.8305580843165557e-20,2.5828997323709095e-20,1.0456930352168387e-20,6.3514369475581375e-16,6.1840154062580514e-10,1.4989036607676094e-14,1.0716429864301786e-22,2.8562313916677688e-23,5.2452589378790521e-25,8.3319121081939246e-25,8.9967077956895589e-10,7.366748683068247e-29
7.989473081796383e-13,0.003552514507592035,9.6174359253779912e-22,1.9121769426607301e-17,2.1955195426015173e-19,9.6037473865440885e-22,6.4226142709233511e-15,9.5564535387641755e-24,3.4931871097742585e-30,4.0246659887844379e-16,2.6091061406564046e-35,-4.0246660612426763e-16,4.6384688646079703e-27,-1.5269017022777533e-18,3.0982857012101789e-25,3.492792002308394e-30,1.2965277651515713e-37,-6.6548221933513391e-30,3.0415900615710461e-40,-4.5222509977082679e-40,1.7228723446177678e-30,-3.9819760746044579e-27,2.7101706673565199e-42,6.9392292625294338e-24,9.8809216723245511e-38,2.2480973547477293e-42,2.699391281558329e-36,1.0975578063949193e-26,7.5425591602557956e-43,-3.578331150043587e-39,1.8632739955114042e-34,-1.1860451060775263e-38,-2.2043706975719226e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899867741686041,0.10880299999107167,0.00010000000000000158,6.6781901403965875e-10,4.6832597403369511e-09,4.6801610401917237e-09,1.4393730876181623e-15,6.0079048437711243e-12,1.6673502740327388e-09,2.9125550095687956e-12,7.8320348228424915e-20,2.58333157379054e-20,1.0459922030866259e-20,6.3526382306710707e-16,6.1849583314858744e-10,1.4991871523804037e-14,1.0718233724095789e-22,2.8570415738318157e-23,5.2464152872622078e-25,8.334603007296227e-25,8.9980795942243047e-10,7.3698689381428402e-29
7.990984143029875e-13,0.0035525145075920228,9.6174435015875162e-22,1.9121769191832388e-17,-1.0284292234271397e-19,9.6037472196069955e-22,6.4239928524043731e-15,9.5604031338532571e-24,3.4838568714866465e-30,2.6542653619698474e-16,2.5399819304025062e-35,-2.6542654325655526e-16,4.6096227521642536e-27,-1.4786084144362162e-18,3.0032899829424489e-25,3.4834784008160939e-30,1.2941341568060526e-37,-6.6692436475393015e-30,3.0084704747552456e-40,-4.5208649458615731e-40,1.6789807240353186e-30,-3.9531299389604633e-27,2.7184123630560998e-42,6.7624465664424993e-24,9.9698331357785165e-38,2.2519556139700323e-42,2.8503853655640086e-36,1.0980586092738971e-26,7.6104303829480506e-43,-5.4980375254470761e-39,1.8689403275647015e-34,-1.1558295623870286e-38,-2.2164282135390196e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899867716704531,0.10880299999106842,0.00010000000000000152,6.6794531948931833e-10,4.6841452047525157e-09,4.681045075244176e-09,1.439645275617208e-15,6.0101707688264091e-12,1.6674863919023475e-09,2.913528866707603e-12,7.8349888532994836e-20,2.58419536347369e-20,1.0465907688535562e-20,6.3550412511707664e-16,6.186844335897075e-10,1.4997542428054289e-14,1.0721841796406384e-22,2.858662550674655e-23,5.2487285157954599e-25,8.3399871782880586e-25,9.000823415273483e-10,7.3761134796743447e-29
7.991739673646621e-13,0.0035525145075920176,9.6174473914026712e-22,1.9121769275510794e-17,7.3310492290579678e-20,9.6037472371865418e-22,6.424689857432193e-15,9.5623781573172195e-24,3.4809082251682215e-30,2.1114523295266309e-16,2.5128246485596108e-35,-2.1114523993906672e-16,4.5981778059491368e-27,-1.4593989541199711e-18,2.965505487085149e-25,3.4805364752545635e-30,1.292924453516496e-37,-6.6763606958657497e-30,2.991893028972223e-40,-4.5203141127599516e-40,1.6617500775692718e-30,-3.9416850442379978e-27,2.7224909192942547e-42,6.6930465283920766e-24,1.0014251241322262e-37,2.2538349480936612e-42,2.9256949459496448e-36,1.0983090106822139e-26,7.6443372342265569e-43,-6.4551189460834205e-39,1.8717444178466935e-34,-1.1439677677129493e-38,-2.2223807051955418e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899867704213915,0.1088029999910668,0.00010000000000000148,6.6800847221413116e-10,4.6845879230413232e-09,4.6814870926641591e-09,1.4397813648121616e-15,6.0113038374735091e-12,1.6675544412070218e-09,2.9140158253862172e-12,7.8364660068790139e-20,2.5846272850222922e-20,1.0468901092497461e-20,6.3562428749855005e-16,6.187787376586119e-10,1.500037814816958e-14,1.0723645925875887e-22,2.8594731922392045e-23,5.2498852625039108e-25,8.3426798570486962e-25,9.0021953817850697e-10,7.3792367585077787e-29
7.993250734880113e-13,0.0035525145075920054,9.6174553153444505e-22,1.912176972441672e-17,1.9664280747676552e-19,9.6037474139175433e-22,6.4261043486776822e-15,9.5663291205294842e-24,3.4783449411344762e-30,1.3920253343444468e-16,2.4775692904569427e-35,-1.3920254032596269e-16,4.5831363411533955e-27,-1.4340672018268783e-18,2.9156840560558987e-25,3.4779824089945468e-30,1.2904682030045411e-37,-6.6903477218243257e-30,2.9586685758005318e-40,-4.5195882262704702e-40,1.6394250461182429e-30,-3.9266436837482302e-27,2.7305384406096227e-42,6.6031277875935537e-24,1.0103022034867671e-37,2.2574642632847186e-42,3.0758213661879158e-36,1.0988098134251093e-26,7.712100959542361e-43,-8.3620058838782319e-39,1.8772772539490355e-34,-1.1285989311029886e-38,-2.2340873628993575e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899867679233065,0.10880299999106355,0.00010000000000000147,6.6813477766368899e-10,4.6854733226826471e-09,4.6823711270791571e-09,1.4400535288090918e-15,6.0135703992440321e-12,1.6676905013067475e-09,2.9149898631510414e-12,7.8394208674402592e-20,2.5854912349212793e-20,1.0474890201376839e-20,6.3586465768555753e-16,6.1896736118544227e-10,1.5006050660316108e-14,1.072725458452409e-22,2.8610950880563675e-23,5.2521992856888231e-25,8.3480675881721776e-25,9.004939538692868e-10,7.3854873502226044e-29
7.996272857347097e-13,0.003552514507591983,9.6174753663146524e-22,1.9121778967660249e-17,2.0244969446633205e-18,9.6037519591693674e-22,6.4289735486176839e-15,9.5742347616655808e-24,3.477124589813163e-30,6.8907866133594239e-17,2.4430750966443658e-35,-6.8907872932728413e-17,4.5682924029051427e-27,-1.4089784404406256e-18,2.8663566891828043e-25,3.4767722632972534e-30,1.2854659926951528e-37,-6.717832372318514e-30,2.8919455779109676e-40,-4.5188692176893278e-40,1.6177088871799233e-30,-3.9117999869012917e-27,2.7464202775366463e-42,6.5156614081843204e-24,1.0280501332809662e-37,2.2644711965983767e-42,3.3751016682484871e-36,1.0998114192225996e-26,7.8475806415722879e-43,-1.2161476260355136e-38,1.8881963470067926e-34,-1.1136492415111826e-38,-2.2571249886431555e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899867629272092,0.10880299999105707,0.00010000000000000144,6.6838738856253366e-10,4.6872440495378146e-09,4.6841391942092862e-09,1.4405978260830567e-15,6.0181052206783551e-12,1.6679624675548567e-09,2.9169384201225842e-12,7.8453328021558079e-20,2.5872195617576507e-20,1.0486877626534025e-20,6.3634557974838767e-16,6.1934466976036378e-10,1.501739997209757e-14,1.0734473606401129e-22,2.8643413313672572e-23,5.2568294511363436e-25,8.3588525491745194e-25,9.0104287475403134e-10,7.3980046840684065e-29
7.999294979814081e-13,0.00355251450759196,9.6174970933724326e-22,1.9121791524947291e-17,2.7503537262008105e-18,9.6037581690518621e-22,6.4318631249047835e-15,9.5821441427343326e-24,3.4772086905834808e-30,3.3639734434833129e-17,2.4263595750497404e-35,-3.3639741189697106e-17,4.5610714422201732e-27,-1.3967209988327595e-18,2.842273534999538e-25,3.4768624465259395e-30,1.2804029975125229e-37,-6.7450779193550306e-30,2.824950499303301e-40,-4.5185184489138164e-40,1.607313509781612e-30,-3.904579271708938e-27,2.7622000531669634e-42,6.4737918477960435e-24,1.045798492341593e-37,2.2713560547019635e-42,3.6739088708001155e-36,1.1008130255898934e-26,7.9830635721784654e-43,-1.595404635826128e-38,1.8990452736048608e-34,-1.1064929181696736e-38,-2.2799960183107508e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899867579311535,0.10880299999105059,0.00010000000000000143,6.6863999946110722e-10,4.6890147398140694e-09,4.6859072596395633e-09,1.4411421074485038e-15,6.0226417399939327e-12,1.6682342799387208e-09,2.9188874583691897e-12,7.8512469504487411e-20,2.588948315483704e-20,1.0498874262733149e-20,6.3682668349628561e-16,6.1972203982174051e-10,1.5028753571278862e-14,1.0741694382916855e-22,2.8675900272789988e-23,5.2614617356671803e-25,8.3696470132788159e-25,9.0159188509132478e-10,7.4105381825612008e-29
8.00533922474805e-13,0.003552514507591913,9.6175616435574382e-22,1.9121858550282132e-17,7.3400957910939895e-18,9.6037916386072966e-22,6.4376687965321885e-15,9.5979779308316228e-24,3.4771679076714387e-30,1.1533202233422287e-17,2.4143227630411975e-35,-1.153320895776914e-17,4.5561137836421011e-27,-1.3882917959957403e-18,2.8257540439918521e-25,3.4768286764288363e-30,1.2701064600185076e-37,-6.7992401598402986e-30,2.6898775847030161e-40,-4.5182764681585719e-40,1.6001454088436505e-30,-3.8996220208460642e-27,2.7936188463949437e-42,6.4449208189781506e-24,1.0812947941342417e-37,2.2849614139570219e-42,4.2708736498809234e-36,1.1028162452058006e-26,8.2540258202440887e-43,-2.353000957210184e-38,1.9206463607224153e-34,-1.1015582749916076e-38,-2.3256026603565547e-64,0.88129999999999997,0.0,0.0,0.0,0.009889986747939096,0.10880299999103758,0.00010000000000000141,6.6914522125716948e-10,4.692556073184359e-09,4.6894433837007987e-09,1.4422306489921464e-15,6.0317215700539424e-12,1.6687772899454601e-09,2.9227874587482751e-12,7.8630841012187786e-20,2.5924075294153706e-20,1.0522904407931208e-20,6.3778961772270808e-16,6.2047702561218665e-10,1.505147791901226e-14,1.07561430885083e-22,2.8740972369000746e-23,5.2707347811064175e-25,8.3912739886679634e-25,9.0269026317147544e-10,7.4356699520855934e-29
8.010779045188621e-13,0.0035525145075918714,9.6176409991759697e-22,1.9121961128892411e-17,1.2294104636803653e-17,9.603842984156026e-22,6.4429019012012311e-15,9.612240495911732e-24,3.4771627869348662e-30,4.7817012317283131e-18,2.4093593096031149e-35,-4.7817079445206911e-18,4.5542362003003739e-27,-1.3850814418243814e-18,2.8194956670584786e-25,3.47682846466701e-30,1.2607193834270807e-37,-6.8478718870770394e-30,2.5674391191525205e-40,-4.5181842160211138e-40,1.5974313802088033e-30,-3.8977448119357364e-27,2.8218468215274188e-42,6.4339894994359915e-24,1.1132409337538595e-37,2.2971488857428953e-42,4.8079171650674897e-36,1.1046191525949111e-26,8.4978875552386806e-43,-3.0345409873614035e-38,1.9400536983638155e-34,-1.0996898735011455e-38,-2.3666653214860116e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899867389462652,0.10880299999102588,0.0001000000000000014,6.6959992087274916e-10,4.6957432593482183e-09,4.6926258898637901e-09,1.4432103302030802e-15,6.0398989028578879e-12,1.669265502873735e-09,2.9262990122747956e-12,7.8737446888442376e-20,2.5955221996229505e-20,1.054456134388654e-20,6.386568455451927e-16,6.2115671106369717e-10,1.5071943684423897e-14,1.0769152730963121e-22,2.8799616612552674e-23,5.2790873688799518e-25,8.410769024332554e-25,9.0367909184994271e-10,7.4583409469622449e-29
8.016218865629192e-13,0.0035525145075918307,9.6177425127689635e-22,1.9122107745890668e-17,1.7555396990631548e-17,9.6039164479169061e-22,6.4481385455115978e-15,9.6265159378387454e-24,3.4773304695723671e-30,2.473455785273462e-18,2.4064492664812046e-35,-2.4734624920646623e-18,4.5532327497650638e-27,-1.3833399910554493e-18,2.8161272019459839e-25,3.4770005841937435e-30,1.2512122325428636e-37,-6.8964439148386384e-30,2.4440777058092599e-40,-4.5181341927953077e-40,1.5960245902633838e-30,-3.8967418216757229e-27,2.8500509911743557e-42,6.4283233575433997e-24,1.145189298365387e-37,2.3093061272105554e-42,5.3448456784924242e-36,1.1064220746006458e-26,8.7417660762510992e-43,-3.7159492469257317e-38,1.9594446748619727e-34,-1.0987213910345201e-38,-2.4077963902534836e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899867299534483,0.10880299999101417,0.00010000000000000141,6.7005462048740158e-10,4.6989304397302158e-09,4.6958083902135671e-09,1.4441900089829135e-15,6.0480820421322253e-12,1.669753191317809e-09,2.9298122088033828e-12,7.8844128465347497e-20,2.5986383271664951e-20,1.0566249853265378e-20,6.3952469471374627e-16,6.2183660610694196e-10,1.5092424112342446e-14,1.0782168528080026e-22,2.8858344918130522e-23,5.2874472039714234e-25,8.4302966467558554e-25,9.0466822544946616e-10,7.481067507880978e-29
8.021658686069764e-13,0.003552514507591789,9.6178718746431738e-22,1.9122309735306228e-17,2.4166267030505867e-17,9.6040177223617056e-22,6.4533767143785296e-15,9.6408035469868726e-24,3.4773955289187206e-30,2.163143364475884e-18,2.403793577741736e-35,-2.1631500659614955e-18,4.5523608492062745e-27,-1.3818287913083004e-18,2.8132117382584018e-25,3.4770700077241134e-30,1.2415919136273559e-37,-6.9449606869153517e-30,2.3198453809222663e-40,-4.5180906989172131e-40,1.5947792871371526e-30,-3.8958703251810232e-27,2.8782320568268921e-42,6.4233076376419589e-24,1.1771380270859371e-37,2.3214359245853914e-42,5.8816668870203968e-36,1.1082250159016911e-26,8.9856471333992475e-43,-4.3972350034837212e-38,1.9788197722480756e-34,-1.0978640778275759e-38,-2.4489930128626234e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899867209606418,0.10880299999100247,0.00010000000000000141,6.7050932010117801e-10,4.7021176179070176e-09,4.6989908850722156e-09,1.4451696868097475e-15,6.0562706661647389e-12,1.6702403848253623e-09,2.9333269564963383e-12,7.8950881548647004e-20,2.6017558305862838e-20,1.0587968207997468e-20,6.4039313080925529e-16,6.2251669893422536e-10,1.5112918390545779e-14,1.0795190139371197e-22,2.8917152681898156e-23,5.2958138849531033e-25,8.4498550756090596e-25,9.0565764679181518e-10,7.5038466382425834e-29
