Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826),S(1504),S(4018),S(4379)
9.458994659734322e-09,0.0029979920129971586,3.3794478977491004e-14,2.640142040981646e-10,3.1743371389703826e-12,6.864691187052817e-11,1.6293764566276369e-07,1.1348172554247886e-09,2.6843787265000536e-31,-5.3912509030746034e-27,1.2493681464573546e-22,2.8158878903431501e-17,1.1722192953622433e-23,1.477619181845705e-14,4.5660808573445264e-17,4.0440607313979559e-23,2.0458609224895194e-23,6.1134801300942558e-20,2.6763592038894158e-22,4.9378958896877961e-31,2.2490568061356249e-18,-3.9785797056960214e-21,2.1817805922411601e-16,-2.0394626954328148e-19,6.5114122532680568e-07,4.111887535004809e-14,2.4454706584073609e-14,7.5553148691789637e-12,2.5770806002257753e-39,-3.9092638256192384e-22,4.8827670584031547e-17,1.1482336455663815e-20,2.9588368020707149e-27,0.88129999999999997,0.0,0.0,0.0,0.0097586612910992142,0.10879386475592119,0.00010000000000997376,6.1815689878489173e-06,4.9860249449377753e-05,4.0526810766020345e-05,1.9479561588160537e-11,8.7615811126396244e-06,1.3621576232626248e-09,1.2740416285395199e-07,1.2157743578202118e-13,1.1946770833318071e-15,8.170589783536536e-08,1.5242579044907691e-07,9.5573047049052471e-06,1.9832680713427121e-06,1.2148674792733288e-16,4.0481271986491887e-12,2.1685131796295959e-15,1.5499769900913373e-11,1.3428046530581245e-05,1.262957300560838e-11,1.6869199125083285e-12,7.0623886260076707e-13,1.5409718089334171e-13,5.3618107631719841e-14,2.4064819529274912e-08,6.5018835813457612e-07,2.2841100325867962e-10,1.4420661552858281e-10,1.8931048686669246e-14,5.803154608561351e-10,1.7965704603403963e-17,8.5562930346219667e-10,2.306811143833761e-14,2.1975948124504621e-12,3.9970960368482148e-11,7.6722364222588714e-10,4.8896380274675848e-13,3.3520489224593682e-13,1.2529252389037946e-12,3.022356015342151e-19,1.6377826028783192e-14,3.4912579489459263e-15,6.9114417858273485e-23,5.2392609715902554e-18,3.9475560891821328e-23,5.4038295020262716e-18,1.7949430593214376e-14,8.0747427995232859e-12,2.523212167941969e-17,2.9651172327910131e-16,4.9417266059297595e-21,5.32676970385937e-17,4.5454653648892274e-11,4.0203005219114128e-14,1.0348828910974928e-18,3.4529004979053692e-20,7.9442283213516216e-18,2.7190508247804941e-14,1.2320297503439907e-18,3.2001143742926221e-19,2.6866704921735444e-24,1.422201139268701e-21,7.3204480387796099e-26,1.1089373362764281e-24,2.1382198562361941e-27,8.9481509113751158e-20,2.4404718207451537e-15,1.3736225592511096e-20,9.1416760473734222e-20,4.2255924191608747e-19,6.2962936218218936e-19
9.571886159769134e-09,0.0029979917427303327,3.4589950539638475e-14,2.7004906126022927e-10,3.2102635112685927e-12,7.0928418304594861e-11,1.667844440619298e-07,1.1893066000254371e-09,2.7847440086244298e-31,-6.4664009424095713e-27,1.2725826845628799e-22,2.9181956371489891e-17,1.2079890345819722e-23,1.5119930791731241e-14,4.7498939684414532e-17,4.1745998133202843e-23,2.1826629546193937e-23,6.4763107212889413e-20,2.8988025666644463e-22,5.3361553816716408e-31,2.3406669826918738e-18,-3.7839558690489881e-21,2.2510830172357296e-16,-2.0363003489068029e-19,6.6687490696880214e-07,4.2415060130700264e-14,2.555078882170899e-14,7.8888282685009561e-12,2.6903858156479257e-39,-3.922083055716083e-22,5.0790694224222254e-17,1.2199692423290871e-20,3.1634172986541951e-27,0.88129999999999997,0.0,0.0,0.0,0.0097570926674630382,0.10879375495534627,0.00010000000001042935,6.2542520422762487e-06,5.0443672511684516e-05,4.0993333961084846e-05,1.970747706383787e-11,8.8630565383143199e-06,1.3619530978159989e-09,1.2889499587026955e-07,1.2298552890383433e-13,1.2086567210632537e-15,8.4626832407105138e-08,1.5688635135433902e-07,9.6705308222112553e-06,2.0303820160222004e-06,1.2495689222513323e-16,4.1689572199138579e-12,2.2463151836565693e-15,1.6145144389607987e-11,1.3587303408614699e-05,1.3314423750487303e-11,1.7801486370765718e-12,7.4948492682632823e-13,1.6458049472546382e-13,5.7900209508843448e-14,2.4347209833709751e-08,6.6588483841525695e-07,2.3392504743985291e-10,1.4768810518553593e-10,1.9151104807769654e-14,6.0852369138585869e-10,1.8781738758573564e-17,8.6708024432342501e-10,2.4662534764212789e-14,2.2236201910729249e-12,4.0449927233182683e-11,7.8590956304544754e-10,5.0087252655954e-13,3.4336878069286047e-13,1.2834742648259826e-12,3.0960475876954339e-19,1.703797825143387e-14,3.6327632404969694e-15,7.1915716422517383e-23,5.4504503807292053e-18,4.1075557469568409e-23,5.6682082794117049e-18,1.8834536977023808e-14,8.1736976552231654e-12,2.554131442158589e-17,3.1459262747680519e-16,5.2430674628841316e-21,5.3920435992908762e-17,4.6586700006467834e-11,4.0968943155056791e-14,1.0545982775961901e-18,3.5186843311413248e-20,8.0955740097806417e-18,2.8077261426217359e-14,1.3371676288168264e-18,3.3960714849997247e-19,2.9159584764243761e-24,1.5417756656366431e-21,7.9359228848677777e-26,1.2021732062642825e-24,2.3179951564141625e-27,9.5564201421757637e-20,2.5278703326392073e-15,1.4741732756295501e-20,9.3716458978085017e-20,4.3830361757157156e-19,6.5353222867344874e-19
9.684777659803946e-09,0.00299799147308634,3.5394513810097832e-14,2.7615081578541971e-10,3.2461729430128286e-12,7.3265134008480467e-11,1.7067417687661238e-07,1.2457174491907882e-09,2.8875903882025717e-31,1.282985769791048e-26,1.2958817464402234e-22,3.0233842112331175e-17,1.2460833552606967e-23,1.5467424881480953e-14,4.9395299928596607e-17,4.3075464408462318e-23,2.3267997145216051e-23,6.8560807715848384e-20,3.1368800124296885e-22,5.7625459406218154e-31,2.4352325196518836e-18,-3.5988634735310077e-21,2.3221174985877463e-16,-2.0328278151432005e-19,6.8279205763261517e-07,4.3734021990344818e-14,2.6681015321128977e-14,8.2336025800547972e-12,2.807318961903996e-39,-3.9344157484184614e-22,5.2815792464650724e-17,1.2954194163435141e-20,3.3792812323962856e-27,0.88129999999999997,0.0,0.0,0.0,0.0097555240536905084,0.10879364513408198,0.00010000000001089598,6.3269094524885833e-06,5.1026792237209526e-05,4.14594396988162e-05,1.9935273604223513e-11,8.9644407001029085e-06,1.3617485712389621e-09,1.3038505093837527e-07,1.243923556298741e-13,1.2226290639239459e-15,8.7615466425412164e-08,1.614278153895545e-07,9.7837370008287205e-06,2.0780363064794245e-06,1.2848888866815637e-16,4.2920206421200978e-12,2.3259302762938749e-15,1.6808572206174649e-11,1.3746536387027136e-05,1.4027081179438157e-11,1.8772379455343934e-12,7.9476470547085345e-13,1.7562066195833909e-13,6.2465095002946191e-14,2.462934831294245e-08,6.8176367447373242e-07,2.3950314491624765e-10,1.512100397305232e-10,1.9371040587520456e-14,6.3774072497094149e-10,1.9627175151658097e-17,8.7852962978633932e-10,2.6345737407019505e-14,2.2496326139720195e-12,4.0928671391798675e-11,8.0481727895062668e-10,5.129225898873233e-13,3.5162956241219151e-13,1.3143862711332688e-12,3.1706147557217832e-19,1.7717252683347082e-14,3.778389279199122e-15,7.4798591039401215e-23,5.6677573712635247e-18,4.2722147226176497e-23,5.9423734685418224e-18,1.975266839422432e-14,8.2726089113860777e-12,2.5850370344555528e-17,3.3355676526074898e-16,5.5591285458415693e-21,5.4572886107259049e-17,4.7732531902987548e-11,4.1738376674097304e-14,1.0744036087634235e-18,3.5847683883040582e-20,8.2476101706617742e-18,2.8980787767173305e-14,1.4499503583381641e-18,3.6012438000433758e-19,3.1619203442566843e-24,1.6710175592082853e-21,8.6011570910286471e-26,1.3029471063340082e-24,2.5123049406944749e-27,1.0199513647743225e-19,2.6172690940876289e-15,1.5807168893766937e-20,9.6045034126511637e-20,4.5443308481456207e-19,6.7803085341808097e-19
9.797669159838758e-09,0.0029979912040630783,3.6208170953131381e-14,2.8231959004614845e-10,3.2822078477548706e-12,7.5657985531253498e-11,1.7460676317874456e-07,1.3040933237147553e-09,2.992941153905874e-31,-2.9047777024155492e-26,1.3192632230119046e-22,3.1315163743673673e-17,1.2864568537458274e-23,1.5818689536612292e-14,5.1351340898876721e-17,4.4429092653934461e-23,2.4785676927286061e-23,7.2533732890409214e-20,3.3914923044882761e-22,6.2187998564277284e-31,2.5328290998446389e-18,-3.4228345983506906e-21,2.3949169446543518e-16,-2.0290370265807229e-19,6.9889251347840997e-07,4.5075815089413684e-14,2.7845973915944102e-14,8.5899183444149355e-12,2.927941810095212e-39,-3.9462787861877563e-22,5.4904508710708777e-17,1.3747408564837427e-20,3.6068960489668165e-27,0.88129999999999997,0.0,0.0,0.0,0.0097539554510207866,0.10879353529162498,0.00010000000001137367,6.3995412234240438e-06,5.1609607667159559e-05,4.1925127146511733e-05,2.0162950834709731e-11,9.0657334176618197e-06,1.3615440437043847e-09,1.3187432560785723e-07,1.2579791345765743e-13,1.2365940889362119e-15,9.0672522207079657e-08,1.6605081310885977e-07,9.8969232411809338e-06,2.1262304828228026e-06,1.3208321861450375e-16,4.4173351791900041e-12,2.4073779961741714e-15,1.7490305749946546e-11,1.3905745465861629e-05,1.4768293755300951e-11,1.9782939589479527e-12,8.4214458965488931e-13,1.8723878710597478e-13,6.7327555812703898e-14,2.4911234461427603e-08,6.9782467926771881e-07,2.4514522979399814e-10,1.5477237755731655e-10,1.9590855701329709e-14,6.6798987220907953e-10,2.050283200935396e-17,8.8997744370104835e-10,2.8121483946690896e-14,2.275632041073327e-12,4.1407192089163753e-11,8.2394666900176173e-10,5.2511391524322465e-13,3.599871842838506e-13,1.3456610588887439e-12,3.246057039537699e-19,1.8415997727459828e-14,3.9282114691198447e-15,7.7764534439724993e-23,5.8912934071684523e-18,4.4416182753440644e-23,6.2265719830722193e-18,2.0704664667294015e-14,8.3714766278364486e-12,2.6159289635171763e-17,3.5343665779956593e-16,5.8904518632811513e-21,5.5225047776089944e-17,4.8892143267152702e-11,4.2511249606134993e-14,1.094297438421841e-18,3.6511478451310181e-20,8.4003257020843075e-18,2.9901163066011101e-14,1.5708382681770523e-18,3.8159321525085121e-19,3.4255602342943597e-24,1.8106179690364246e-21,9.31970803847688e-26,1.4117979597559307e-24,2.7221883230669845e-27,1.0879067674101288e-19,2.7086891837161975e-15,1.6935301351606996e-20,9.8402507543337179e-20,4.7095225072445641e-19,7.0313249672916454e-19
9.91056065987357e-09,0.002997990935658445,3.703091685836643e-14,2.8855535001126243e-10,3.3181747186224093e-12,7.8107906202872645e-11,1.7858212205704025e-07,1.3644781132639795e-09,3.1008420885273605e-31,5.0879354080723867e-27,1.3427250517421893e-22,3.2426557391232026e-17,1.3290756882016087e-23,1.6173741166803273e-14,5.3368537755914351e-17,4.5806967443502517e-23,2.6382703843126097e-23,7.6687828819338445e-20,3.6635751908109647e-22,6.706729356060046e-31,2.6335336852814688e-18,-3.2554211227898103e-21,2.4695146227397807e-16,-2.0249239482789858e-19,7.1517611038518167e-07,4.6440491812542171e-14,2.9046253408142211e-14,8.9580603449671832e-12,3.0523188785193875e-39,-3.9576886371433681e-22,5.7058411290177449e-17,1.4580947944520737e-20,3.8467405490219808e-27,0.88129999999999997,0.0,0.0,0.0,0.0097523868606919483,0.10879342542747263,0.00010000000001186245,6.4721473600279844e-06,5.2192117844213647e-05,4.2390395473929875e-05,2.039050838126233e-11,9.166934511183501e-06,1.3613395153849864e-09,1.3336281743207008e-07,1.2720219989213907e-13,1.2505517731577e-15,9.3798720420222159e-08,1.7075597420941469e-07,1.0010089543703524e-05,2.1749640845117935e-06,1.3574036276542867e-16,4.5449185212626432e-12,2.4906778380178612e-15,1.8190597055486338e-11,1.4064930645176858e-05,1.5538818148976658e-11,2.0834239922584561e-12,8.9169197487172484e-13,1.9945637033911929e-13,7.2502873889007265e-14,2.5192867775105295e-08,7.1406766526487566e-07,2.5085123600706896e-10,1.583750769509746e-10,1.9810549781351813e-14,6.9929465286457775e-10,2.1409542529310535e-17,9.0142367133002111e-10,2.9993633359254806e-14,2.3016184302863602e-12,4.188548856212655e-11,8.4329761196231682e-10,5.3744642495091256e-13,3.684415930578848e-13,1.3772984286693689e-12,3.3223739580870205e-19,1.9134564646810992e-14,4.082305831490401e-15,8.0815051571924237e-23,6.1211708674310264e-18,4.6158523621410691e-23,6.5210536572753469e-18,2.1691375614559165e-14,8.4703008683316844e-12,2.6468072492563227e-17,3.7426551877866315e-16,6.2375909654211389e-21,5.5876921419782756e-17,5.0065528034985027e-11,4.3287507414269407e-14,1.1142783624413171e-18,3.717818017629747e-20,8.5537098249188278e-18,3.0838462078328666e-14,1.7003105891443809e-18,4.0404419265261186e-19,3.7079235262899925e-24,1.96130319609939e-21,1.0095314038111904e-25,1.5292921004790975e-24,2.9487372669949475e-27,1.1596771208867595e-19,2.8021517486950529e-15,1.8128975998771978e-20,1.0078890158596242e-19,4.8786572263286645e-19,7.288444189928514e-19
9.999999999999999e-09,0.0029979906678703257,3.7689194643086069e-14,2.9354323234971217e-10,3.3466340462678646e-12,8.00900183899267e-11,1.8176195017080961e-07,1.4137741067558831e-09,3.1881494163962887e-31,1.3328429088236087e-26,1.3613686274957401e-22,3.3328847046402011e-17,1.3644262232164103e-23,1.6457734427083205e-14,5.501109469904337e-17,4.6915870148993147e-23,2.7706363812130688e-23,8.0111605493255963e-20,3.8921881364621324e-22,7.1170528848179072e-31,2.7155763819122764e-18,-3.1286231870697765e-21,2.5299143048665853e-16,-2.0214321360664373e-19,7.2820685679955692e-07,4.7537949355621066e-14,3.0022652547935114e-14,9.2583123763573595e-12,3.1535662993833203e-39,-3.9664169687154108e-22,5.8812198838171093e-17,1.5271061978034834e-20,4.045768559667332e-27,0.88129999999999997,0.0,0.0,0.0,0.0097511441400039683,0.10879333837084293,0.00010000000001225759,6.5296520503041016e-06,5.2653399595205699e-05,4.2758710522487288e-05,2.0570707744199544e-11,9.2470468496965954e-06,1.3611774754798265e-09,1.3454153150649238e-07,1.2831385458176476e-13,1.2616046513600473e-15,9.6325043654376171e-08,1.7454243047933385e-07,1.0099732443751489e-05,2.2139564027164035e-06,1.3868268230556115e-16,4.6476200556980877e-12,2.5580007017271968e-15,1.8758750974712544e-11,1.4191029615152175e-05,1.6170590751312872e-11,2.1696785982162186e-12,9.3253060660860543e-13,2.0957600899962441e-13,7.6835714534662803e-14,2.5415814549209159e-08,7.2706539819793905e-07,2.5541721069813197e-10,1.6125797675277568e-10,1.9984518304043879e-14,7.2486134302609499e-10,2.2150503086382231e-17,9.1049091671601624e-10,3.154793641511852e-14,2.3221971050133348e-12,4.2264263691480182e-11,8.5878579126816926e-10,5.4731715513189547e-13,3.7520835719697638e-13,1.4026207180105582e-12,3.383457389050221e-19,1.9718163437759123e-14,4.2074723954784458e-15,8.3292901779920429e-23,6.3078706769359766e-18,4.7573778640478524e-23,6.761827824352938e-18,2.24983230224172e-14,8.5485644703209299e-12,2.6712611860112588e-17,3.9146366506416214e-16,6.5242196782791333e-21,5.6393170184030956e-17,5.1004927685094803e-11,4.3904873378355267e-14,1.1301693772230238e-18,3.7708415040469985e-20,8.6756976512282159e-18,3.1593109738907932e-14,1.8093142595625107e-18,4.2254904893762554e-19,3.9456486922409134e-24,2.089066256310513e-21,1.0752934690305884e-25,1.6289131673290702e-24,3.1408236922168067e-27,1.2193625878091493e-19,2.8776624620483222e-15,1.9123157890302494e-20,1.0270009255543421e-19,5.0154856706198056e-19,7.4965300421304597e-19
1.0023452159908382e-08,0.0029979906678703257,3.7862746974047038e-14,2.948580750512392e-10,3.3541041751603721e-12,8.0615838614834305e-11,1.8260017170990813e-07,1.4269162132222609e-09,3.2113086792253216e-31,-8.4354505839259466e-27,1.3662652330389047e-22,3.3568670695248805e-17,1.3739277501100768e-23,1.6532597515072831e-14,5.5448398428963692e-17,4.7209170898348399e-23,2.8062210522642078e-23,8.1029202971157486e-20,3.9541136752136503e-22,7.228259518982679e-31,2.7374250173710329e-18,-3.0962011301757966e-21,2.5459442945113208e-16,-2.0204818216841367e-19,7.3164268384616066e-07,4.7828102135527513e-14,3.0282443878031824e-14,9.3383192486822376e-12,3.180515524840086e-39,-3.9686611893590994e-22,5.9279103176920064e-17,1.5456488279225781e-20,4.099309352808529e-27,0.88129999999999997,0.0,0.0,0.0,0.0097508182839403414,0.10879331554112422,0.00010000000001236236,6.5447278672556936e-06,5.2774321813310266e-05,4.285524385422051e-05,2.0617945870728226e-11,9.268043801598804e-06,1.3611349864532494e-09,1.348505239701218e-07,1.2860521244851993e-13,1.2645020937000085e-15,9.6994779461088574e-08,1.7554392720508063e-07,1.0123235908849046e-05,2.2242366501155747e-06,1.3946080091620439e-16,4.6747883256214646e-12,2.5758492360039241e-15,1.8909697645241602e-11,1.4224091925053107e-05,1.6339422291604887e-11,2.1927369980853581e-12,9.4347563859804454e-13,2.122954575875337e-13,7.8007017675148853e-14,2.5474247751962287e-08,7.3049244426040646e-07,2.5662109725316782e-10,1.620180960473758e-10,2.0030122490087424e-14,7.316788737772655e-10,2.2348160761233712e-17,9.1286829971370033e-10,3.196617613940865e-14,2.327591740538404e-12,4.2363560046812713e-11,8.6286998619010908e-10,5.4992004107527723e-13,3.7699273530693943e-13,1.40929818038764e-12,3.3995650287107373e-19,1.9873308657470725e-14,4.2407492438468592e-15,8.3951664336206523e-23,6.3575033957652626e-18,4.7950039082352245e-23,6.8260723603281729e-18,2.2713664863771949e-14,8.5690817019597709e-12,2.6776719132511834e-17,3.9607752525269909e-16,6.6011154583454712e-21,5.6528507493875704e-17,5.1252680153196415e-11,4.4067097778278002e-14,1.134345033758902e-18,3.7847744121908357e-20,8.7077521981199122e-18,3.1792758169645874e-14,1.8388731994286325e-18,4.2750847683148077e-19,4.0101137563948509e-24,2.1238498076682387e-21,1.0931972134763006e-25,1.6560350605050626e-24,3.1931193092448964e-27,1.235438728766428e-19,2.8976780372057613e-15,1.9391148367303013e-20,1.0320423964108487e-19,5.051781083627523e-19,7.5517388091924186e-19
1.0136343659943194e-08,0.0029979904006966294,3.8703652433171513e-14,3.012276516815953e-10,3.3900202705713771e-12,8.318273376229721e-11,1.8666082983862572e-07,1.4914524812390629e-09,3.3243705640928046e-31,7.0600186588142614e-30,1.3898818237299475e-22,3.4742161838564984e-17,1.4210155530986249e-23,1.6895277525681544e-14,5.7592461462990845e-17,4.8635782899754391e-23,2.9827421258549861e-23,8.5564114018198355e-20,4.2641399119320818e-22,7.7854244874585512e-31,2.8445835017339215e-18,-2.9447752944515866e-21,2.6242401863583758e-16,-2.0157042582736473e-19,7.4829206900129726e-07,4.9238693903622656e-14,3.1555136509376611e-14,9.7309911982256655e-12,3.3125984208290589e-39,-3.979211819203495e-22,6.1568219707399505e-17,1.6375765968394258e-20,4.3651119261851592e-27,0.88129999999999997,0.0,0.0,0.0,0.0097492497220008148,0.10879320563208042,0.00010000000001287344,6.6172827500715866e-06,5.3356218621369355e-05,4.3319671463658549e-05,2.0845262930726884e-11,9.3690611105189529e-06,1.3609304570814478e-09,1.3633744278617376e-07,1.3000694865144216e-13,1.2784450277221192e-15,1.0026141563167112e-07,1.8041529951538931e-07,1.0236362337085625e-05,2.2740477173877415e-06,1.4324501202369582e-16,4.806962219153191e-12,2.6629115684625123e-15,1.9647858557096316e-11,1.4383229305590716e-05,1.7170884422149687e-11,2.306343428333779e-12,9.9756562925966416e-13,2.2577859850500329e-13,8.3856605769330799e-14,2.5755373891871686e-08,7.4709882743359732e-07,2.6245474701364795e-10,1.6570139284578484e-10,2.0249573489860102e-14,7.6516660477614665e-10,2.3319560291283298e-17,9.2431131731920428e-10,3.4043226119712595e-14,2.3535519309955381e-12,4.2841405778046098e-11,8.8266366966498259e-10,5.6253468544005987e-13,3.8564055743834302e-13,1.441660113336988e-12,3.4776297672565051e-19,2.0632588662007456e-14,4.403619381194709e-15,8.7175910419821094e-23,6.6004058152595752e-18,4.9791607405496509e-23,7.1418856959380565e-18,2.3772408822718987e-14,8.6678192026414984e-12,2.7085229785894817e-17,4.1890775469565322e-16,6.9816099548596278e-21,5.7179806485774831e-17,5.2453593579175745e-11,4.4849970374784874e-14,1.1544961567146163e-18,3.8520127067073435e-20,8.862442875244075e-18,3.2764123482014763e-14,1.9870575479734146e-18,4.5201780830588922e-19,4.3332902375978127e-24,2.2990832937109721e-21,1.1833931158872917e-25,1.792670517331264e-24,3.4565755398462973e-27,1.3153749480380971e-19,2.9952893990862994e-15,2.0724877256074327e-20,1.0564854607026629e-19,5.2289401639330554e-19,7.8212814382816539e-19
1.0249235159978006e-08,0.0029979901341352544,3.9553627155567892e-14,3.0766402520599459e-10,3.4259520378087972e-12,8.5809550043310722e-11,1.9076401355090631e-07,1.5581321850145819e-09,3.4400614756015587e-31,-3.2643494340780633e-27,1.4135729296238604e-22,3.594769867204416e-17,1.47035282580097e-23,1.7261801225125502e-14,5.9802293245332472e-17,5.0086881430611789e-23,3.16816441093878e-23,9.0298958624820647e-20,4.5947301303633935e-22,8.3803616837425027e-31,2.9550910593014009e-18,-2.8007630581554838e-21,2.7044369488471615e-16,-2.0105838208941978e-19,7.651241006764735e-07,5.0672313127183128e-14,3.2864923400560409e-14,1.0136377293286815e-11,3.4486353779649062e-39,-3.9893554667465844e-22,6.3927425640837867e-17,1.7340573362561351e-20,4.6446713077533042e-27,0.88129999999999997,0.0,0.0,0.0,0.009747681176106731,0.10879309569984336,0.00010000000001339567,6.6898120134482051e-06,5.3937807317230742e-05,4.3783677481317422e-05,2.1072459189626111e-11,9.4699862601644376e-06,1.3607259274416515e-09,1.3782357144928182e-07,1.3140740603400189e-13,1.292380552428913e-15,1.035993433581258e-07,1.8537071757604498e-07,1.0349468828895252e-05,2.3243968233568916e-06,1.4709347429101583e-16,4.9414578014130169e-12,2.7518841636611682e-15,2.04053303830037e-11,1.45423427869081e-05,1.8033991938121745e-11,2.4243550672262309e-12,1.0540331303563237e-12,2.3992879439917944e-13,9.0068857187253881e-14,2.6036245696395805e-08,7.6388662541611804e-07,2.683521185774688e-10,1.6942492522398308e-10,2.0468902444809343e-14,7.9978214955221132e-10,2.4324632514801411e-17,9.3575271370123296e-10,3.6229009752894189e-14,2.3794989610412685e-12,4.3319024997830433e-11,9.0267854003198391e-10,5.7529027965535747e-13,3.9438500571296449e-13,1.4743840262616891e-12,3.5565676882472865e-19,2.1412766907515472e-14,4.5709946412504697e-15,9.0489341817110478e-23,6.8499940190157251e-18,5.1684115031749234e-23,7.4687546285945363e-18,2.4868495398881044e-14,8.7665134486184221e-12,2.7393604697086239e-17,4.4279210360638887e-16,7.379672717940082e-21,5.7830818911379403e-17,5.3668262280701795e-11,4.5636076623636786e-14,1.1747304805265918e-18,3.9195287287918889e-20,9.0177722543605627e-18,3.3752629119247075e-14,2.1454190499213215e-18,4.7760444192263515e-19,4.6786645748427207e-24,2.487875680631235e-21,1.2805679465614678e-25,1.9398784364162705e-24,3.7404170144465688e-27,1.3996756934100003e-19,3.0950072840544625e-15,2.2133316255617993e-20,1.0812184613425249e-19,5.4101805600324356e-19,8.0971446990752302e-19
1.0362126660012818e-08,0.0029979898681841114,4.0412666756587439e-14,3.1416717686104501e-10,3.4618678115414354e-12,8.8497253021575225e-11,1.9490963946331887e-07,1.6270009914838128e-09,3.5584119549947651e-31,3.4785598658919141e-27,1.4373367035003674e-22,3.7185958524394934e-17,1.5219634336368416e-23,1.7632189684743954e-14,6.2079487802228214e-17,5.1562542646767136e-23,3.3628270589482278e-23,9.5240270870530956e-20,4.947005253268237e-22,9.0153147554251077e-31,3.0690311167531688e-18,-2.6638012894868469e-21,2.7865696565501624e-16,-2.0051128284622975e-19,7.821386133911706e-07,5.2129004068342053e-14,3.4212397495370694e-14,1.0554783535907639e-11,3.5886955025828934e-39,-3.9991066522898821e-22,6.6358414938191315e-17,1.8352759145180162e-20,4.9385240748575764e-27,0.88129999999999997,0.0,0.0,0.0,0.0097461126474900073,0.10879298574391651,0.00010000000001392917,6.7623156623660469e-06,5.4519086951599415e-05,4.4247261089015925e-05,2.129953427652084e-11,9.5708190733535346e-06,1.360521397705729e-09,1.3930890753326076e-07,1.3280658213759046e-13,1.3063086450698934e-15,1.0700927522589251e-07,1.9041080685450005e-07,1.0462555384773497e-05,2.3752835043444017e-06,1.5100666517939269e-16,5.0782926450630825e-12,2.8427863007163615e-15,2.1182363269378422e-11,1.470143236914145e-05,1.8929541167240387e-11,2.5468849982547618e-12,1.1129504363438477e-12,2.5476948989236935e-13,9.6661594120201808e-14,2.6316862668753978e-08,7.8085564830538614e-07,2.7431314504590047e-10,1.731886509412382e-10,2.068810901198513e-14,8.3555003995213328e-10,2.5364286534103139e-17,9.4719247936703312e-10,3.8527865608400328e-14,2.4054327898935062e-12,4.3796416952226287e-11,9.2291447461107555e-10,5.8818674512381945e-13,4.0322602624946017e-13,1.5074697173729279e-12,3.6363783049201045e-19,2.2214208960454413e-14,4.7429541385960804e-15,9.3893524713788e-23,7.1063849620787543e-18,5.3628456507594448e-23,7.8069434329203215e-18,2.6002823824884541e-14,8.8651645224427634e-12,2.7701844123925163e-17,4.6776728138282258e-16,7.795915558639675e-21,5.8481545315014749e-17,5.4896680236359728e-11,4.6425369622902492e-14,1.1950467976166732e-18,3.9873184501939534e-20,9.1737310651977833e-18,3.4758345207843521e-14,2.3145374688060471e-18,5.0430113592853628e-19,5.0475014974462164e-24,2.6911467889881274e-21,1.3851951401920932e-25,2.0983760510698177e-24,4.0460266452415555e-27,1.488537502248115e-19,3.1968532462311579e-15,2.3619713823703925e-20,1.1062416599552859e-19,5.5955483741863409e-19,8.3794012244400058e-19
