Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826),S(1504),S(4018),S(4379)
9.077360438097255e-11,0.0029980168044149067,6.8696995823165831e-18,1.2864982782400061e-13,1.3936081066317206e-13,3.2038883724588352e-16,1.6039699621292222e-11,1.3049249441037805e-17,-2.8101873477726286e-30,-3.5099152922786937e-20,5.8310931778647372e-27,1.1889463876906436e-19,8.3467544923746875e-20,3.929226713958326e-18,5.6384481131081634e-23,1.0982304117371734e-29,1.1401890790958506e-31,1.0250689663686233e-26,9.7955817949044989e-33,-7.6513033917977951e-42,2.6644904979530447e-24,-8.364694666386413e-20,2.5345048911960468e-20,-2.5336913203880215e-23,1.1124614606304624e-11,8.5472459157406875e-21,3.7496195577696193e-23,2.9293290724611217e-19,-3.134310962251205e-39,-4.4454229784465887e-27,6.0308666056974101e-23,5.2158797244168542e-30,1.3861495496274295e-39,0.88129999999999997,0.0,0.0,0.0,0.0098887416640153682,0.10880295032676564,9.9999999999995993e-05,6.0186024107113816e-08,4.8670427729794817e-07,4.3943381532964752e-07,1.9016127490322363e-13,4.8427852802087018e-08,1.379108632516871e-09,1.2290867213192358e-09,6.7199404750987285e-16,1.1525224103302531e-17,4.9175590840575102e-14,7.9321871947048885e-12,9.1824833500087583e-08,1.8628553750791807e-10,5.1819798328083629e-20,2.8932862682161522e-17,5.3262803985030995e-21,9.9872981118259681e-19,1.2888457877821968e-07,1.0783556087318376e-20,1.5386497864107988e-22,1.3201843591200817e-23,5.5376054042337843e-26,5.1278640930643884e-27,6.0268200223821332e-11,1.1118312440717448e-11,3.8882539549328862e-15,2.4127052528898221e-15,2.935420825799654e-16,1.240427947728287e-18,1.7877723750809575e-22,3.7913369377477037e-13,1.7692851098871707e-25,1.7391048496566561e-14,1.3053942419719142e-13,2.0780009717389579e-14,1.3153070402966743e-17,9.0257658705105299e-18,2.6161801715602564e-17,6.31087782743365e-24,2.3509302184082842e-19,1.9114115018897579e-20,3.7839075508675157e-28,7.4661709398946262e-23,2.1612259591310673e-28,4.8533367641875409e-24,4.7701115368568104e-21,8.3674951196050454e-15,2.6147962457888728e-20,9.9933721403404609e-25,1.663922875963026e-29,5.5198964806957753e-20,3.1450313162722013e-16,1.8042596637852038e-18,4.6439582954688036e-23,1.5495810829467662e-24,3.5578925449548607e-22,9.4495926513324321e-21,1.29921683497104e-30,5.9786846162445751e-30,8.7606444132055284e-36,9.8922780511839856e-27,5.090671132368661e-31,7.6580633470527557e-30,1.487209693609419e-32,2.0914151040049979e-28,8.9767418514098981e-21,9.8040219793860323e-33,1.3340799729966894e-25,8.5320433396761699e-27,1.1228666122386917e-27
9.205313802006324e-11,0.002998016801213456,7.0439033401245669e-18,1.3168921496315875e-13,1.4067794220621482e-13,3.3392207023216234e-16,1.6486667872010998e-11,1.3758193261979505e-17,-2.8009402089001515e-30,-5.0854229624227744e-21,6.0261086552600433e-27,5.2454446767615056e-20,4.6898900174249373e-20,3.98076578551756e-18,5.8816635850482343e-23,1.1678220221392886e-29,1.1844998930389648e-31,1.0556241972780831e-26,1.0297864876252605e-32,-7.7273489280082778e-42,2.7789978510184987e-24,-4.7136511468102454e-20,2.6063030483733928e-20,-4.6067995636659241e-23,1.1574219416156503e-11,9.0211624051276052e-21,4.0156582519229464e-23,3.0968353937808941e-19,-3.1715886558701207e-39,-7.1981738192420195e-27,6.2900085351909173e-23,5.5375245491693125e-30,1.516116394389837e-39,0.88129999999999997,0.0,0.0,0.0,0.009888723926585857,0.10880294925791355,9.999999999999598e-05,6.1034278671443658e-08,4.9356359383631289e-07,4.4525781921897854e-07,1.9284129458368444e-13,4.9478721967790963e-08,1.3791063225656952e-09,1.246617148642161e-09,6.8657611435567845e-16,1.1689608055472262e-17,5.1530149564688939e-14,8.1581062901651066e-12,9.3127025167968905e-08,1.9157362473537868e-10,5.2645499812241652e-20,3.013236301986817e-17,5.4753995346409628e-21,1.0401963507070942e-18,1.3071233791101357e-07,1.1384779421232665e-20,1.645373714633473e-22,1.4131847705768447e-23,6.0110682042421033e-26,5.5631185635644957e-27,6.1791616640929346e-11,1.156766144191178e-11,4.0456705647269721e-15,2.511018054601338e-15,2.9608866515261519e-16,1.3208736370700131e-18,1.9783385774981364e-22,3.8981018005505232e-13,1.8944368493365219e-25,1.7591849911676832e-14,1.3307186492637006e-13,2.1476585628068068e-14,1.3595276420515714e-17,9.3290867615671605e-18,2.7132191266818311e-17,6.5449595689583316e-24,2.4161795454262465e-19,1.9833989732856927e-20,3.9264169171667647e-28,7.674181413081356e-23,2.2426219596324609e-28,5.0036573283961863e-24,4.9650308815753835e-21,8.5991572017877304e-15,2.6871907410754334e-20,1.0540895383413005e-24,1.7551094016154805e-29,5.6727262288509823e-20,3.2790071095883956e-16,1.8646123954336275e-18,4.7993108845206807e-23,1.6014153039308972e-24,3.6770132894876498e-22,9.9038487819993694e-21,1.3957993690395893e-30,6.3999034990569141e-30,9.3027516748201197e-36,1.0183221124635833e-26,5.2404133448987229e-31,7.8840178024093422e-30,1.5309508973608485e-32,2.184742667496688e-28,9.2438146182604672e-21,1.062193590897346e-32,1.407348406370245e-25,9.1180764782589024e-27,1.2163981217690589e-27
9.333267165915393e-11,0.002998016797997849,7.2200914594378763e-18,1.3475627881194881e-13,1.4185325050749265e-13,3.4782465674389368e-16,1.693992933565952e-11,1.4495476907209134e-17,-2.7911733903323251e-30,4.0499743816642237e-21,6.2248604448666339e-27,1.5770939853016247e-19,1.6089026431426153e-19,4.0512456172228807e-18,6.133986587093537e-23,1.2396643408555352e-29,1.230148371787176e-31,1.0866590605303144e-26,1.0821113006717522e-32,-7.9624522381156228e-42,2.8967264934738865e-24,-1.6128776303246664e-19,2.6790872287419317e-20,-1.0521149900340849e-22,1.2035101574225277e-11,9.5140485601520786e-21,4.2988530798339208e-23,3.2717969859342704e-19,-3.20864862937203e-39,-1.0229179829180668e-26,6.5564387449646608e-23,5.8743205466718999e-30,1.6547987628633925e-39,0.88129999999999997,0.0,0.0,0.0,0.0098887061891436475,0.10880294818431804,9.9999999999995898e-05,6.1882529892162662e-08,5.0042288259699401e-07,4.5107703230985817e-07,1.9552130335652828e-13,5.0534328190073002e-08,1.3791040126124386e-09,1.2641475044908385e-09,7.012239135911645e-16,1.1853991337423333e-17,5.3961458700816714e-14,8.3872208612251862e-12,9.4429214276668701e-08,1.9693570790264591e-10,5.3473651184922853e-20,3.1363457866148088e-17,5.626906519903712e-21,1.0828084256691473e-18,1.3254009383791126e-07,1.2010648107565118e-20,1.7578468554101452e-22,1.5113129945927411e-23,6.5175661898208722e-26,6.0285684705906455e-27,6.3329711562365238e-11,1.2028281344846097e-11,4.2070426522535415e-15,2.611817861806474e-15,2.9863670075858572e-16,1.4053421313346478e-18,2.3966278700185234e-22,4.0063063383106326e-13,2.0265317995165124e-25,1.779325281741845e-14,1.3561976296723264e-13,2.2186583762776129e-14,1.4046026806112344e-17,9.6382661814605618e-18,2.8123411428376597e-17,6.7840661564306921e-24,2.4823002334225321e-19,2.0569456210960747e-20,4.0720128946598565e-28,7.8849799749440436e-23,2.3257809165764164e-28,5.1567241658542515e-24,5.1651785118535495e-21,8.8337434037798965e-15,2.7604990425671699e-20,1.111063868813063e-24,1.8499974449143318e-29,5.8274851284040006e-20,3.4166647166727624e-16,1.9261219332183762e-18,4.9576413888277271e-23,1.6542430626085275e-24,3.7984192353371913e-22,1.037319371465065e-20,1.4982148591294297e-30,6.8443500514427018e-30,9.8712564823022152e-36,1.0479035569745807e-26,5.3926630484958765e-31,8.1137665502130126e-30,1.5754244873158939e-32,2.2900633923440839e-28,9.5150552580305383e-21,1.1496889799041681e-32,1.4834844137465206e-25,9.7348946778048843e-27,1.3161798833423425e-27
9.461220529824462e-11,0.0029980167947684577,7.3981330349274221e-18,1.3784815475026176e-13,1.4292297210842001e-13,3.6210106824006711e-16,1.7399420438977766e-11,1.5261844673503606e-17,-2.7800450407900402e-30,-3.8512490369032424e-25,6.4273705503726807e-27,2.4161361001580774e-19,2.4009518916964579e-19,4.1294583152051272e-18,6.3956781610149013e-23,1.3138675497810314e-29,1.2771583881422362e-31,1.1182517095689708e-26,1.1366017801802419e-32,-8.5437276486514095e-42,3.0177204240688406e-24,-2.4075229673036205e-19,2.7528567534830277e-20,-2.0188800355167305e-22,1.2507368725096384e-11,1.002637439748611e-20,4.5997337235510579e-23,3.4543956767263809e-19,-3.2454774195667377e-39,-1.7388175636528047e-26,6.8302565995917037e-23,6.2267707913626737e-30,1.803368720942091e-39,0.88129999999999997,0.0,0.0,0.0,0.0098886884516887694,0.10880294710610598,9.9999999999995831e-05,6.273077776927693e-08,5.0728214354565536e-07,4.5689158131902292e-07,1.9820130120823042e-13,5.1594544772010597e-08,1.3791017026570992e-09,1.2816777889170512e-09,7.1593568714328838e-16,1.2018373949641329e-17,5.6470837042851769e-14,8.6195319247432045e-12,9.5731400826185846e-08,2.0237178644675757e-10,5.4304253221210763e-20,3.2626500951346778e-17,5.7808249128755739e-21,1.1265840237714216e-18,1.343678465590869e-07,1.2661831897680255e-20,1.8762930565928364e-22,1.6147765437333052e-23,7.0589031200531324e-26,6.5258596858812608e-27,6.4882356049320931e-11,1.2500279732143139e-11,4.3724080539015955e-15,2.7151286582947705e-15,3.0117766275109686e-16,1.4939764153526453e-18,3.0565505014347778e-22,4.1159488293345584e-13,2.1658538026562753e-25,1.7995227249733524e-14,1.3818305316782875e-13,2.2910085597400429e-14,1.4505373538595019e-17,9.9533397589907397e-18,2.9135601177596245e-17,7.0282311144929506e-24,2.5492919863751121e-19,2.1320588322755035e-20,4.2207101068832056e-28,8.0985656596851974e-23,2.4107111823779173e-28,5.3125561862110353e-24,5.3706223447524029e-21,9.0712444952929532e-15,2.8347182657056089e-20,1.1703194127914794e-24,1.9486856602701935e-29,5.9841670897157494e-20,3.5580502434693663e-16,1.9887951053392594e-18,5.1189673868387768e-23,1.7080702235106467e-24,3.9221238804307869e-22,1.0857914797482062e-20,1.6067370907927456e-30,7.3129643559779199e-30,1.0467122370300328e-35,1.0779747463999456e-26,5.5474336683846469e-31,8.3473299435686654e-30,1.6206343841687784e-32,2.4243997226452238e-28,9.7911450016702777e-21,1.2432226665523985e-32,1.5625549009416794e-25,1.0383620770671658e-26,1.4225278151332965e-27
9.589173893733531e-11,0.0029980167915256593,7.577938610388341e-18,1.4096286631780938e-13,1.4394304115543586e-13,3.767557750289054e-16,1.7865070653559815e-11,1.6058050490811835e-17,-2.7679210139919787e-30,8.5358483172087247e-23,6.6336608704574534e-27,2.74572546303856e-19,2.7232235189122732e-19,4.2094203617925718e-18,6.6661024839542894e-23,1.3904833271342559e-29,1.3255562609134021e-31,1.1504507492702632e-26,1.1933297012246114e-32,-9.3795426229161308e-42,3.1420236196144461e-24,-2.7330657602972401e-19,2.8276109443726503e-20,-3.2396040500561979e-22,1.299112758286476e-11,1.0558614223097069e-20,4.91807180540401e-23,3.6446846856718283e-19,-3.2820586926974378e-39,-2.7926862826368949e-26,7.111561395659045e-23,6.5953883163824885e-30,1.9628152694415457e-39,0.88129999999999997,0.0,0.0,0.0,0.0098886707142212434,0.1088029460234007,9.9999999999995736e-05,6.357902230279255e-08,5.1414137666284938e-07,4.6270158963162006e-07,2.0088128813108777e-13,5.265924834770342e-08,1.3790993926996796e-09,1.299208001905496e-09,7.3070972316097003e-16,1.2182755891982752e-17,5.9059604129276769e-14,8.8550404988673091e-12,9.7033584816519069e-08,2.0788185980460515e-10,5.5137306698640175e-20,3.3921844048220557e-17,5.9371785730300672e-21,1.1715413039552507e-18,1.3619559607471432e-07,1.3339010658431044e-20,2.0009416324035045e-22,1.7237883906146032e-23,7.6369538898348099e-26,7.0567036009308272e-27,6.644942264450084e-11,1.2983763256466993e-11,4.5418042788840795e-15,2.8209742201962984e-15,3.0371951834787137e-16,1.5869224778823386e-18,3.8872726037758193e-22,4.2270275539556977e-13,2.3126943139329051e-25,1.8197743236633154e-14,1.4076166699272827e-13,2.3647172256315155e-14,1.4973368373833899e-17,1.0274342970152549e-17,3.0168898820974142e-17,7.2774878059693257e-24,2.6171545283601114e-19,2.2087458204248721e-20,4.3725228341946629e-28,8.3149375675108765e-23,2.4974209134412357e-28,5.4711722818663545e-24,5.5814302555990553e-21,9.3116512747204312e-15,2.9098455348957925e-20,1.2319161305174461e-24,2.0512739569200035e-29,6.1427660420701884e-20,3.7032096524430016e-16,2.0526387076406597e-18,5.2833063737292974e-23,1.7629026233802134e-24,4.0481406589398736e-22,1.135830104136358e-20,1.721649013177296e-30,7.8067112329864332e-30,1.1091337305223726e-35,1.1085382691113875e-26,5.7047385301364537e-31,8.5847282264948853e-30,1.6665844794826093e-32,2.5990468836316205e-28,1.0072506456232531e-20,1.3431445986852551e-32,1.6446272109769648e-25,1.1065399778731103e-26,1.5357684606754534e-27
9.7171272576426e-11,0.002998016788269795,7.7594690041013255e-18,1.4409951372010015e-13,1.4494936078906292e-13,3.9179327928874787e-16,1.8336838102774676e-11,1.688485503580612e-17,-2.7553623151602362e-30,-3.3449098277495782e-22,6.8437531942240806e-27,2.8477007068914281e-19,2.8120537437138212e-19,4.2888105088192147e-18,6.9444423423585774e-23,1.4695506761859669e-29,1.3753695927859087e-31,1.1832705811756258e-26,1.2523660595970707e-32,-1.0334226067001722e-41,3.2696800051581028e-24,-2.8254767166082537e-19,2.9033491224370778e-20,-4.5777415282253981e-22,1.3486483932640753e-11,1.111124663653903e-20,5.2535421670887035e-23,3.8427006937912038e-19,-3.3183810965519487e-39,-4.0197481810819696e-26,7.4004523620848562e-23,6.980696293179668e-30,2.1338939673743223e-39,0.88129999999999997,0.0,0.0,0.0,0.0098886529767410782,0.10880294493632241,9.9999999999995654e-05,6.4427263492715624e-08,5.2100058193999138e-07,4.6850717735493786e-07,2.0356126412165191e-13,5.3728318828553532e-08,1.3790970827401819e-09,1.3167381434163328e-09,7.455443552696639e-16,1.2347137164074019e-17,6.1729080166949695e-14,9.093747602986687e-12,9.8335766247667152e-08,2.1346592741292181e-10,5.5972812394714178e-20,3.5249836964904392e-17,6.0959916542977252e-21,1.2176986001593217e-18,1.3802334238496728e-07,1.4042874561987961e-20,2.1320274815972459e-22,1.8385670985346694e-23,8.2536670152404484e-26,7.6228794977402704e-27,6.8030785361755929e-11,1.3478837642028058e-11,4.7152685097697797e-15,2.9293781163250728e-15,3.0626273657672698e-16,1.6843293610851562e-18,4.8008323795084016e-22,4.3395407945514239e-13,2.4673525883594309e-25,1.8400791018983242e-14,1.4335553239948101e-13,2.4397924496675207e-14,1.5450062836672086e-17,1.0601311132270413e-17,3.1223441997315615e-17,7.5318694326210581e-24,2.6858876031892802e-19,2.2870136287146359e-20,4.5274650195605397e-28,8.534094862195917e-23,2.5859180734652665e-28,5.6325915482813038e-24,5.7976700786423549e-21,9.5549545693177003e-15,2.9858779835624273e-20,1.2959147419270156e-24,2.1578635102540635e-29,6.3032759337928445e-20,3.852188761639602e-16,2.1176595022348237e-18,5.4506757578582719e-23,1.8187460699897847e-24,4.176482938603746e-22,1.1874643127940919e-20,1.8432430094407081e-30,8.3265808324059661e-30,1.1744914320087923e-35,1.1395966933064166e-26,5.8645908548729924e-31,8.8259814750599822e-30,1.713278634469576e-32,2.8208554622208665e-28,1.0359263609192793e-20,1.4498123662925627e-32,1.729769119731563e-25,1.1781399160407849e-26,1.6562392629572303e-27
9.973033985460738e-11,0.0029980167817202845,8.1276234712238224e-18,1.504366484885295e-13,1.4694282555332904e-13,4.2303471926509899e-16,1.9298696197090138e-11,1.8633341441930505e-17,-2.7303549732258799e-30,2.9186388055846046e-25,7.2754304653128932e-27,2.3652731740077508e-19,2.3158082787050346e-19,4.4436356235180868e-18,7.5221049567962761e-23,1.6352168462385783e-29,1.4793522029976296e-31,1.2507776859516067e-26,1.377647044840781e-32,-1.2243808268481236e-41,3.5352278422092381e-24,-2.3361016156552924e-19,3.0577747197217592e-20,-7.1519400503746519e-22,1.451240787983932e-11,1.2279623885140829e-20,5.9752641808158046e-23,4.262175808995306e-19,-3.3902370700231796e-39,-6.5559251483033302e-26,8.0013893984707851e-23,7.8035254532985141e-30,2.5136557608606349e-39,0.88129999999999997,0.0,0.0,0.0,0.0098886175017428423,0.10880294274951201,9.9999999999995505e-05,6.6123735841808483e-08,5.3471890896012119e-07,4.8010555640520542e-07,2.0892118330007507e-13,5.587909520644664e-08,1.3790924628149569e-09,1.3517982119189148e-09,7.7538895116980426e-16,1.2675897696697154e-17,6.7315442462234534e-14,9.5807614841708272e-12,1.0094012143240302e-07,2.2485604312759712e-10,5.7651183559131861e-20,3.8005162175072633e-17,6.4210940347590184e-21,1.313687429512683e-18,1.4167882539004296e-07,1.5533468538498464e-20,2.4144778359287433e-22,2.0863267189692315e-23,9.6112408858853079e-26,8.8686831971427544e-27,7.123590207746773e-11,1.4504177527382038e-11,5.0745481834050549e-15,3.1539542116110724e-15,3.1135197557755693e-16,1.8931365357013954e-18,6.5726683325017096e-22,4.5688639629423482e-13,2.8013576665534218e-25,1.8808467549671901e-14,1.4858872679526125e-13,2.5940746920388292e-14,1.6429755582599257e-17,1.1273282781420201e-17,3.339681235176819e-17,8.0561395380755691e-24,2.825964417596898e-19,2.4483190964058384e-20,4.8467919882566545e-28,8.9807625592302468e-23,2.7683056509949131e-28,5.9639162817783588e-24,6.2467166400420742e-21,1.005021415052291e-14,3.1406469959878721e-20,1.4313641590464627e-24,2.3834571443401156e-29,6.6300044193468865e-20,4.1617886649098093e-16,2.2512595490560101e-18,5.7945749195798394e-23,1.9334891904928893e-24,4.4401971411572042e-22,1.2956365491133485e-20,2.1076934167323726e-30,9.4487727954124991e-30,1.3144329835859618e-35,1.2032084504268692e-26,6.1919904243901473e-31,9.3201325658337112e-30,1.8089144652846591e-32,3.4158818278979259e-28,1.0949002676098767e-20,1.6848674222705312e-32,1.9095348447222199e-25,1.3320836505579797e-26,1.9202745924147553e-27
9.999999999999999e-11,0.0029980167751226566,8.166813018027236e-18,1.5110936210233096e-13,1.4715239624057625e-13,4.2641847192454797e-16,1.9401473307473124e-11,1.8825148920167032e-17,-2.727785555254772e-30,1.1704871372652669e-22,7.3218159867004112e-27,2.2959286592260104e-19,2.2459674975506677e-19,4.4597206015406129e-18,7.5845336207659625e-23,1.6532687870049184e-29,1.490654395885866e-31,1.2580343943176963e-26,1.3914259184390379e-32,-1.2431536135051474e-41,3.5640154860466831e-24,-2.2669265869122718e-19,3.0742760677052198e-20,-7.4020181743032755e-22,1.4623274065438022e-11,1.2407763485586704e-20,6.0553272537301725e-23,4.308232605099745e-19,-3.3977478842879425e-39,-6.8106149904289779e-26,8.066535513555363e-23,7.8944213927455636e-30,2.5567512136137601e-39,0.88129999999999997,0.0,0.0,0.0,0.0098886137635837094,0.10880294251812375,9.9999999999995492e-05,6.6302499796525343e-08,5.3616446277193246e-07,4.8132676296940109e-07,2.0948597894987047e-13,5.6106684969352988e-08,1.3790919759926854e-09,1.3554926284790479e-09,7.7854703148036508e-16,1.2710540480009218e-17,6.7923643339943284e-14,9.6328259628460692e-12,1.0121455316700238e-07,2.2607350669849832e-10,5.7828612587821577e-20,3.8303302888498648e-17,6.4559382243378651e-21,1.324092179613387e-18,1.4206401892379444e-07,1.5697151800849344e-20,2.4458773983675982e-22,2.113905470638717e-23,9.7644648847620619e-26,9.0092533922312288e-27,7.1576900467178447e-11,1.4614980589535275e-11,5.113375242741486e-15,3.1782277644752063e-15,3.1188836623988978e-16,1.9162650187252681e-18,6.7459571563282019e-22,4.5933619709180419e-13,2.8385495853224938e-25,1.8851548813347118e-14,1.491436835337618e-13,2.6106549227540811e-14,1.6535045358740763e-17,1.1345500572534142e-17,3.3630855645968629e-17,8.1125965052625996e-24,2.8409275966255859e-19,2.4656886129177319e-20,4.8811774011058738e-28,9.0284783567346379e-23,2.7879453080433484e-28,5.9994931849266102e-24,6.2953379957673569e-21,1.0103071477762786e-14,3.157164956448818e-20,1.4462313120504381e-24,2.4082189018678376e-29,6.6648750279590819e-20,4.1953279070078752e-16,2.2656155596237372e-18,5.8315286952165148e-23,1.9458189296697518e-24,4.4685350232816763e-22,1.3074232665206104e-20,2.1372893225607167e-30,9.5736875401011044e-30,1.3299224117823434e-35,1.2100282153734202e-26,6.2270907347082708e-31,9.3731125981183948e-30,1.8191675075855484e-32,3.4903112236583571e-28,1.1012389649650286e-20,1.7114185878790888e-32,1.9292309755301927e-25,1.3491700608279188e-26,1.949981015355983e-27
1.0228940713278877e-10,0.0029980167751226566,8.5026252170712249e-18,1.568597104800815e-13,1.4893317390065378e-13,4.5586165091376695e-16,2.0284969929657123e-11,2.0513554721884808e-17,-2.7066711466368938e-30,-3.7533090331407316e-22,7.7225743958406274e-27,2.2957152394538221e-19,2.2275169503919122e-19,4.5977262136562195e-18,8.126976048718716e-23,1.8111859587559509e-29,1.5893257847098931e-31,1.3207017000692673e-26,1.5130141785302408e-32,-1.3891329225466753e-41,3.8147145555080737e-24,-2.2537998432019559e-19,3.2161281102614993e-20,-9.406942948068987e-22,1.5585968555114738e-11,1.3535419821934328e-20,6.7677513034915982e-23,4.7140356351723608e-19,-3.4610609632977509e-39,-8.7901117680079083e-26,8.633860177193931e-23,8.6996507080670015e-30,2.9476676030104711e-39,0.88129999999999997,0.0,0.0,0.0,0.0098885820266940601,0.10880294054657275,9.9999999999995356e-05,6.7820194816604331e-08,5.4843712460410655e-07,4.9168761657436792e-07,2.1428105874207754e-13,5.8045975939965396e-08,1.379087842881424e-09,1.3868579943038708e-09,8.0545701448317741e-16,1.300465554637677e-17,7.3240495961970604e-14,1.0080581745814279e-11,1.0354446638038372e-07,2.3654212908354434e-10,5.9339372958413251e-20,4.0895235980728663e-17,6.7563308595882738e-21,1.4147007806557005e-18,1.4533429557569829e-07,1.7139346168052257e-20,2.7256382248126507e-22,2.3599194505024092e-23,1.1148765448868287e-25,1.0278940272177481e-26,7.4496726980254093e-11,1.5577126899879809e-11,5.4505381035577524e-15,3.3890414127153989e-15,3.1644196000082837e-16,2.1216524852739804e-18,8.1382907918261759e-22,4.8039046345485895e-13,3.1704244600833061e-25,1.921825591845348e-14,1.5388204996724477e-13,2.7539191257225954e-14,1.7444859100309801e-17,1.196953390121474e-17,3.5656800119580737e-17,8.6013038531176222e-24,2.9695207602313034e-19,2.6160283225214683e-20,5.1787961066443969e-28,9.4385632828822391e-23,2.9579339405272309e-28,6.3066841900228345e-24,6.7183040523840588e-21,1.0556950434095518e-14,3.2990025507435189e-20,1.5771686896204386e-24,2.6263014087890346e-29,6.9643045137513045e-20,4.4872136096394875e-16,2.3896486399311277e-18,6.1508023297541265e-23,2.0523454436179159e-24,4.7133720418453867e-22,1.410544062886417e-20,2.402624694161437e-30,1.0687984916214198e-29,1.4673993261814013e-35,1.2688302817486239e-26,6.5297366940993022e-31,9.8299414439357928e-30,1.9075723428719695e-32,4.2046766781175884e-28,1.1559726809116435e-20,1.9514830221833686e-32,2.1024026656324418e-25,1.5011724877541216e-26,2.217559205716347e-27
1.0484847441097015e-10,0.0029980167684794186,8.8844669500470286e-18,1.6336810443122747e-13,1.508470267028373e-13,4.9031019564310765e-16,2.1295743208695647e-11,2.2531896968171335e-17,-2.6836214820376661e-30,2.9691808921832125e-22,8.1853551795512087e-27,2.3319916633780811e-19,2.2566625737080159e-19,4.7564411344433951e-18,8.7607912930566221e-23,1.9978241708529876e-29,1.7055055146035353e-31,1.3930303873248183e-26,1.659054339597299e-32,-1.5431903294323634e-41,4.1084902501500579e-24,-2.2884779343228845e-19,3.3784038625278791e-20,-1.1500880732053543e-21,1.6707979559509428e-11,1.4882615172173881e-20,7.6374696087005992e-23,5.2001043327173158e-19,-3.5308932800836594e-39,-1.0923167277410893e-25,9.2986560622426187e-23,9.6736338532790499e-30,3.4419134252345867e-39,0.88129999999999997,0.0,0.0,0.0,0.0098885465515947298,0.10880293832835468,9.9999999999995207e-05,6.9516640417151912e-08,5.621552288732789e-07,5.032542081430478e-07,2.1964089044758493e-13,6.0228110879131304e-08,1.3790832229395799e-09,1.4219174905926608e-09,8.3573674835055993e-16,1.333341071331412e-17,7.9514818846535798e-14,1.0593216581560216e-11,1.0614880109159951e-07,2.4852418077349002e-10,6.1037386853303428e-20,4.3922786725309814e-17,7.1019051363432802e-21,1.5208918831275744e-18,1.4898975294331366e-07,1.8866412918176859e-20,3.0675975683648864e-22,2.6613051071423165e-23,1.2884695865449448e-25,1.187053767809471e-26,7.7812303153042235e-11,1.6698498892034148e-11,5.8435242403165541e-15,3.6348209779001327e-15,3.2153491244101241e-16,2.3711824939706581e-18,9.5943256613719014e-22,5.0446491423549365e-13,3.5772423257225886e-25,1.9630145458512618e-14,1.5923492745193997e-13,2.9193889707907356e-14,1.8495776760623557e-17,1.2690340977253947e-17,3.8004482649861627e-17,9.1676222600373863e-24,3.1165552532136203e-19,2.7901919153573196e-20,5.5235775611043669e-28,9.9074925041280366e-23,3.1548601647615008e-28,6.6610492679669816e-24,7.2129739027366515e-21,1.1075091076916234e-14,3.4609220398754098e-20,1.7338416371960781e-24,2.8872516131596882e-29,7.3061284889808176e-20,4.8288249421142182e-16,2.5328796022602543e-18,6.5194939870915286e-23,2.1753602012155046e-24,4.9961120737000134e-22,1.5324253797485737e-20,2.730738742464281e-30,1.2053095764121177e-29,1.634296181452593e-35,1.3364822683065615e-26,6.8779330395850162e-31,1.0355564910492043e-29,2.0092824584344959e-32,5.17281858135751e-28,1.2191316983616799e-20,2.2529997366453428e-32,2.3089296404560628e-25,1.6864221358900966e-26,2.5512061147271654e-27
