Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826),S(1504),S(4018),S(4379),S(4378),S(4400),S(4225),S(5131),S(5168),S(2471),S(5526),S(2681),S(4920),S(5903),S(5631),S(1278),S(6437),C5H8(1977),COO(115),S(2961),S(3450),S(3334),S(1529),S(1687),S(1803),S(1807),S(1519),S(7307),S(6868),S(6905),S(7163),S(6885),S(8703),S(7157),S(8374),S(8785),S(9152),C7H8(2430),S(9324),S(9469)
0.0,0.003153826723287034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88129999999999997,0.0,0.0,0.0,0.0098899999999999995,0.108803,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3075059931942271e-20,0.003153826723287034,3.4048904310342197e-35,3.0896197836803543e-31,1.0816491386771924e-21,2.1208847789408376e-35,6.5707328648736094e-22,6.7186682617421741e-38,1.2742172439217345e-56,5.6035234798341761e-47,9.5977581674720848e-51,2.3165789809880249e-51,3.1057924434325551e-36,6.4178800662676559e-27,2.1014386632932625e-43,1.1678201053552877e-62,2.8493108556940372e-58,1.8085295081355112e-44,2.4224562951401281e-60,1.9956365448288707e-85,5.9798304162787572e-58,2.6176088065787495e-74,1.2289661905248253e-44,1.5805796604946816e-69,7.9733806166572939e-39,1.8917769165389054e-56,9.9170653646002588e-51,2.9207341924782888e-47,7.1220107395447612e-75,2.0150805058455613e-90,1.2331529249908712e-56,8.7037540058336848e-73,4.2456917503205001e-93,0.88129999999999997,0.0,0.0,0.0,0.0098899999999989639,0.108803,0.0001,3.1132502467245028e-17,2.7486513373921145e-16,2.7486352695003339e-16,1.3827857278947112e-26,1.383051656486092e-26,4.5599337176369175e-16,8.0106360665066645e-27,1.1243921820415669e-37,1.3005239455795153e-37,2.6498670575176353e-42,2.3951451790752632e-30,4.7584975285195218e-24,5.5899520615653864e-29,2.5151403556595926e-42,1.5079244325536313e-44,1.501135524803731e-45,2.1701223550636927e-52,8.1520876515300338e-24,1.792298722789891e-63,1.9212718448225763e-74,4.5541928693694047e-75,1.5489218082482999e-86,3.6953522228481418e-80,5.5836446402282603e-29,7.9733929060543445e-39,2.3237557135011549e-49,3.2478116943037608e-50,1.3191885655303371e-22,3.8350336174350997e-55,7.3146218883656865e-63,2.5661768343538258e-38,1.9590129493985167e-77,1.6317348584212279e-29,1.1169192488126316e-33,1.0578546026777939e-43,3.0829984367699e-54,2.6614433620415582e-54,2.2768159946453072e-55,8.5583241377199894e-65,5.322532390480107e-37,2.6781789934029996e-47,3.4956426789496544e-58,2.362945999940274e-47,2.1768780754677756e-58,5.4059797349886425e-46,2.338401407769003e-51,3.9169098491802172e-41,9.8544185084073042e-52,2.7041210989067462e-64,4.4003912570121247e-75,9.8544623515371677e-52,1.0975553243433004e-51,1.8408652144542748e-47,9.2627952035322695e-58,8.1724080509983903e-58,5.3649941850629432e-58,1.3454164264365382e-58,2.7220964098713941e-79,3.7055871612635517e-87,1.3403111190053622e-82,3.9530219045227062e-50,1.9890692314583382e-60,1.1520638607638431e-60,1.7549329150365153e-60,1.5659717348502997e-78,5.0703042121282605e-39,1.3374092649863136e-86,1.6033212496589811e-68,1.1702757557351639e-78,1.3574463401302586e-88,2.944282629179291e-89,1.9315232308358342e-99,2.4233664654810703e-100,4.0712447638223467e-113,3.9928302740756027e-124,1.2916024144043344e-46,4.2030891827744768e-56,4.9128303553235828e-56,1.9627449313157331e-113,2.103983296475034e-124,1.0129991056944455e-124,1.8193179349092223e-68,1.6261039141317307e-76,1.2072213706102478e-69,9.7118584686712893e-55,1.847166128040835e-77,3.190227692682433e-86,2.1603915988284919e-79,4.2381176924242007e-87,1.2351517538351841e-97,1.5614423107463195e-98,8.6315878028363214e-99,6.2190930614949311e-66,1.2822603405404197e-107,1.4075871143753089e-99,3.2608022810437331e-103,1.4958325125102194e-111,2.289154246062165e-102,3.3645452340242991e-115,1.3496165424216973e-113,1.6346784407914232e-117,3.5110554608925937e-123,1.1751902065059641e-134,4.4281421251424589e-47,8.8955329401053981e-143,2.227264848191976e-153
3.6610167809438364e-20,0.003153826723287034,1.6405359827067455e-34,1.8661202861784988e-30,3.0286175875247158e-21,1.2810144062072819e-34,1.839805217220081e-21,4.0580756708979057e-37,7.6962721537434264e-56,3.3843930886378779e-46,5.7973999443972195e-50,2.7501619632240386e-50,8.6962188414298319e-36,1.7970064186535723e-26,1.2692689526874383e-42,1.3865135636879365e-61,3.3827018480074798e-57,1.0923518229642232e-43,2.8759401215199003e-59,8.2350499232609813e-84,1.337664112233905e-56,8.2298628436843229e-73,1.459028624207327e-43,4.9768143683327089e-68,9.4659974664565895e-38,4.2318292897503559e-55,5.9899074801162887e-50,2.4870629033930628e-46,8.4552511503289578e-74,1.1605391452427858e-88,2.7585136999287773e-55,3.5916282868529354e-71,4.826140088254899e-91,0.88129999999999997,0.0,0.0,0.0,0.0098899999999970956,0.108803,0.0001,8.7171006908271328e-17,7.6962237439885805e-16,7.6961787541490707e-16,8.3504283142390107e-26,8.3536320005171393e-26,1.276781398368678e-15,4.8384241000432059e-26,1.333911758912901e-36,1.540803738538212e-36,3.1459284668651175e-41,1.4466676853143805e-29,2.8741324272636817e-23,3.3763310449252971e-28,2.9859651554410999e-41,1.7902078829483182e-43,1.7821478663640848e-44,4.8544763082738294e-51,4.92386080453598e-23,7.395969979176494e-62,1.4462853189044853e-72,3.4282823146770636e-73,2.1142703873499493e-84,2.7817686416524982e-78,3.3725213620602402e-28,9.4660120561503666e-38,5.1981480688240959e-48,7.2652246792759283e-49,3.6937274513031865e-22,8.5788168078606849e-54,1.6362058470732087e-61,3.0465650600516861e-37,1.4746958772981881e-75,9.8556773153664605e-29,6.746632893550747e-33,1.2559601035281166e-42,6.8969378323428036e-53,5.9538820371745659e-53,5.0934373192894228e-54,3.5214247831292445e-63,3.2148095632786801e-36,3.1795340989926676e-46,7.813424859190662e-57,2.8052893341951625e-46,4.8654182505936777e-57,6.417974771980087e-45,3.1377131029640881e-50,4.6501552983411251e-40,2.2043774002380605e-50,6.801609498120905e-63,2.0362780825596899e-73,2.2043954920290577e-50,2.4551873205680301e-50,2.1856059039889052e-46,2.0721637330735026e-56,1.8282129258740276e-56,1.2001961009907113e-56,3.0098146910162041e-57,1.2600176213958783e-77,5.0581023274470679e-85,6.2022841319080741e-81,4.6930270727107944e-49,4.4494625648241565e-59,2.5771203784481977e-59,3.9256821436203107e-59,6.4619601050277971e-77,3.0624637442647411e-38,1.4144747516255573e-84,6.6161498797956723e-67,8.8095435903648264e-77,1.8529075230622603e-86,4.018931174201272e-87,4.7650503553607359e-97,5.9784234400464507e-98,1.8119416534485042e-110,3.2026695579811871e-121,1.5334821036809864e-45,9.4026707816836882e-55,6.6607296714006053e-55,8.7353610571544361e-111,1.687615749101087e-121,8.125317571335547e-122,7.5707647677228414e-67,1.2342741183276206e-74,4.9816327918716721e-68,1.1530603792437466e-53,8.5477535968584105e-76,2.6891983236879128e-84,8.9149050512558045e-78,3.1903451996561394e-85,1.6859737962008446e-95,2.1313583606942011e-96,1.1782059825292274e-96,2.5664001124302528e-64,3.163320818950554e-105,1.9213468861557598e-97,4.4509735055709004e-101,3.6902004376719103e-109,3.1246803607009026e-100,8.3002895118377317e-113,3.3294869022195982e-111,4.0327320256532001e-115,1.5626221573376856e-120,9.4262452700975771e-132,5.2574047777291738e-46,1.2852148880729499e-139,5.794488538685895e-150
8.368038356443054e-20,0.003153826723287034,6.9892965085042401e-34,8.9845438856161685e-30,6.922554482134076e-21,6.1675329330652011e-34,4.205269138907402e-21,1.9537887913489136e-36,3.7054237459946527e-55,1.6293020029087977e-45,2.7915591609220441e-49,2.6999536116725844e-49,1.9877071636700929e-35,4.1074432431017034e-26,6.1109836337331844e-42,1.3614515022982626e-60,3.3211567337922728e-56,5.2592038104136769e-43,2.8236150813281938e-58,3.257703715103165e-82,2.6429987292712827e-55,1.8358868228585509e-71,1.4324828764061331e-42,1.1155788635302181e-66,9.2937724416949502e-37,8.3613815478126728e-54,2.8838826078725097e-49,1.9337586578902934e-45,8.3014157190404961e-73,5.2039247283181131e-87,5.4503579313380336e-54,1.4208123481488753e-69,4.368297133330134e-89,0.88129999999999997,0.0,0.0,0.0,0.0098899999999933624,0.108803,0.0001,1.99248015790265e-16,1.7591368554345436e-15,1.7591265721639106e-15,4.0187455843898952e-25,4.0219142100734272e-25,2.9183572813000345e-15,2.329492841950554e-25,1.3075994976707975e-35,1.5060804536538304e-35,3.0886939894470875e-40,6.9650821380433144e-29,1.3837709613503189e-22,1.6255580591130297e-27,2.9316182268786575e-40,1.7576367081082078e-42,1.7497228587944777e-43,9.591624562574183e-50,2.3706268835827059e-22,2.9257713999065513e-60,1.1435340123176377e-70,2.7106390285242874e-71,3.3400281556944958e-82,2.1994603256144357e-76,1.6237238604219245e-27,9.2937867653530969e-37,1.027066240694146e-46,1.4354858942931591e-47,8.4428030941228134e-22,1.6950296385663132e-52,3.2326678225235413e-60,2.9911354772739874e-36,1.1659973810799066e-73,4.7450831240427443e-28,3.2486621214667693e-32,1.2332681944353024e-41,1.3628889127958994e-51,1.1765336483829993e-51,1.0065032209512818e-52,1.3842126724159495e-61,1.5477924182947486e-35,3.1216854285873711e-45,1.5411319614461117e-55,2.7542493710353974e-45,9.5952594025598116e-56,6.3011964339843476e-44,3.8464842270563519e-49,4.5655498889281578e-39,4.355406483555042e-49,1.6693191403814598e-61,9.982893146016891e-72,4.3554780511384033e-49,4.8510362476496033e-49,2.1461177301757313e-45,4.0947371243862733e-55,3.6125776476263522e-55,2.3716808527575218e-55,5.9476302235565526e-56,6.1780835152174625e-76,7.9905412183571941e-83,3.0406857023480749e-79,4.6076406816625267e-48,8.7913633951428665e-58,5.091953875566543e-58,7.7563454607652461e-58,2.5561511112637448e-75,1.4744444650958065e-37,1.3220720956585338e-82,2.6172829661861881e-65,6.9654408728379184e-75,2.927139614507193e-84,6.3489258936655119e-85,1.5041844979224953e-94,1.8872104381960355e-95,1.1431937590296249e-107,4.0394333779103261e-118,1.5057760979125631e-44,1.8580377878188812e-53,7.0850397568237783e-54,5.5113310221820188e-108,2.1285403512147006e-118,1.0248225244611264e-118,3.3001109670511762e-65,1.0742112429683378e-72,1.9706843950255014e-66,1.1321115560299854e-52,4.1905581417925205e-74,2.6323806542027181e-82,3.5266378388423655e-76,2.5225029532453077e-83,2.6634174050360383e-93,3.3670143134137955e-94,1.8612713972215427e-94,1.0152551654483875e-62,9.9856345583467331e-103,3.0352480442688565e-95,7.0314276990105729e-99,1.1648829544636868e-106,4.9362153666903495e-98,2.6201449039297735e-110,1.0510163916286635e-108,1.273009930926058e-112,9.8588901279228851e-118,1.1889003620782846e-128,5.162417245787786e-45,3.2410372300833348e-136,2.9219484126171145e-146
1.778208150744149e-19,0.003153826723287034,2.8681484134640116e-33,3.923781899435646e-29,1.4710428259010051e-20,2.6935236650236247e-33,8.9361972231695729e-21,8.5327093192874737e-36,1.6182559004668166e-54,7.1143813319403436e-45,1.2194642184642634e-48,2.3877727585589831e-48,4.2238777224364068e-35,8.7283168935760323e-26,2.6688271032916535e-41,1.2044807564243189e-59,2.9375255206164539e-55,2.2968324761128899e-42,2.4974555911314259e-57,1.162651215853231e-80,4.703074520403761e-54,3.4378475081962155e-70,1.2670147417173324e-41,2.1099002945474185e-65,8.2202364698792883e-36,1.4878631704920501e-52,1.2594673011462945e-48,1.4914893579922799e-44,7.3425081941679299e-72,1.9575297318648986e-85,9.6986196890687603e-53,5.0707778102300021e-68,3.3106332286435726e-87,0.88129999999999997,0.0,0.0,0.0,0.0098899999999858979,0.108803,0.0001,4.2340203355401655e-16,3.7381658163725033e-15,3.7381439649389411e-15,1.753664599092577e-24,1.7564755965165891e-24,6.2015083660484217e-15,1.0173506500517574e-24,1.1529391389309965e-34,1.3203626290266717e-34,2.7319159652758405e-39,3.0418343332935238e-28,6.0432906218072969e-22,7.0992391141581361e-27,2.5929474213680476e-39,1.5546097509848113e-41,1.5476091919275298e-42,1.7067774230494412e-48,1.0353149194127021e-21,1.0441864765979399e-58,8.1734986559829022e-69,1.9374504151874581e-69,4.7777988741163564e-80,1.5720815648683274e-74,7.0912286832064905e-27,8.2202491379436581e-36,1.8276087077751077e-45,2.5543701908185351e-46,1.7940945864865453e-21,3.0162146865245013e-51,5.7516470014580802e-59,2.6456251633629266e-35,8.3340573446222722e-72,2.0723013644748173e-27,1.419170423103306e-31,1.0910948070052143e-40,2.4257965619418927e-50,2.0941039138939298e-50,1.7914685934995089e-51,4.8781354158838565e-60,6.759616127057288e-35,2.761095402182165e-44,2.7328681922625195e-54,2.4361017864597909e-44,1.7010299848523035e-54,5.5733204229054174e-43,4.7645630255684504e-48,4.0381768924353419e-38,7.7499564827374994e-48,4.1339359790528548e-60,4.9433311171665398e-70,7.7502118898788994e-48,8.6321592288513062e-48,1.8987093971210424e-44,7.288120498804095e-54,6.4295935619111952e-54,4.2213361939846939e-54,1.0586148639491231e-54,3.0594753099064152e-74,1.143014915103214e-80,1.505691121356247e-77,4.0754039971652004e-47,1.5643672655334888e-56,9.0608537448958941e-57,1.3801498542591715e-56,9.1216413455026117e-74,6.4392863515616116e-37,1.016773283901393e-80,9.3408960602027899e-64,4.9786053852332261e-73,4.1871773622636981e-82,9.0819304310715652e-83,4.3047818108026585e-92,5.4009536875804301e-93,6.5444080258584645e-105,4.6252579145050283e-115,1.3321875047391027e-43,3.3070958457643183e-52,6.5327825836040424e-53,3.1550556239121985e-105,2.4372349248175383e-115,1.1734488607177355e-115,1.2150671943622503e-63,7.9268041337022442e-71,7.0332326486023997e-65,1.0013517861463589e-51,2.0750866292727359e-72,2.606695660337418e-80,1.2586248730008585e-74,1.8029695124084137e-81,3.809908891621131e-91,4.8163769017390566e-92,2.6624728883101053e-92,3.6233947219817401e-61,2.8577440587295364e-100,4.3417971862006695e-93,1.005817202556856e-96,3.333724937988839e-104,7.0610556530160201e-96,7.4984630056826279e-108,3.0078533003094765e-106,3.6431701219098457e-110,5.6438488381576247e-115,1.3613123178635595e-125,4.5672844522689878e-44,7.4223897992025773e-133,1.3383539104732772e-142
3.661016780943836e-19,0.003153826723287034,1.1604452559049547e-32,1.6381008064808039e-28,3.0286175763390999e-20,1.1244931059863233e-32,1.8398054355244014e-20,3.5622384758148113e-35,6.7558998334242344e-54,2.9691045580936712e-44,5.0936743264155816e-48,2.0065528910314167e-47,8.6962188388292115e-35,1.7970064200836956e-25,1.1141827801028929e-40,1.0129307850536137e-58,2.4691672000768496e-54,9.5888234591615665e-42,2.0992619545811294e-56,3.9283350074187595e-79,7.9324208954446598e-53,5.9360731711658333e-69,1.0650019980727173e-40,3.7157322695357748e-64,6.9096040489473869e-35,2.5094987038277613e-51,5.2580280548974947e-48,1.1633578248668431e-43,6.1718205585520769e-71,6.7761096535238094e-84,1.6358136181852706e-51,1.7133008580244384e-66,2.3019838202618746e-85,0.88129999999999997,0.0,0.0,0.0,0.0098899999999709672,0.108803,0.0001,8.7171006908057661e-16,7.6962237337229166e-15,7.6961787475970979e-15,7.3093042300123762e-24,7.3329398177081932e-24,1.2767807811089034e-14,4.2472380689337164e-24,9.6308364465144373e-34,1.0905782723131698e-33,2.2963404384404327e-38,1.2699059342259581e-27,2.5229542741500529e-21,2.9637925794185515e-26,2.1794684883455267e-38,1.3067431465436896e-40,1.3008573266594131e-41,2.8787264870030396e-47,4.3222349618571411e-21,3.5280663612615854e-57,5.5277352697611874e-67,1.3102972737552037e-67,6.4650493588241186e-78,1.0631985656492849e-72,2.9604483793539423e-26,6.9096146954540053e-35,3.0825265431011604e-44,4.3083178027607787e-45,3.6937197346825559e-21,5.0872869610065405e-50,9.6985890154801397e-58,2.2238068681879209e-34,5.6363210824630311e-70,8.6514410678845571e-27,5.9280526451034507e-31,9.1760710472872974e-40,4.0935142082168219e-49,3.533784580394878e-49,3.0230918978860287e-50,1.6078480695095475e-58,2.8220066654686552e-34,2.3208670415010058e-43,4.577667710900088e-53,2.0476893428708963e-43,2.8476905421711674e-53,4.6846839361462978e-42,6.2967984895812208e-47,3.394330523604724e-37,1.3070568329095156e-46,1.0898898802740309e-58,2.6033467666083038e-68,1.3071431207754109e-46,1.455939627167206e-46,1.5968082887273761e-43,1.2298401537230113e-52,1.0848513973914184e-52,7.1234670516840028e-53,1.7864058575210002e-53,1.6113022440225437e-72,1.5466491574395997e-78,7.929583241921926e-76,3.4256192466687365e-46,2.638504083458988e-55,1.5282433567603815e-55,2.3276544586379614e-55,3.0812500393153692e-72,2.6882752952132537e-36,7.1189294063475567e-79,3.1560770293510786e-62,3.3670325576681381e-71,5.6658582719710793e-80,1.2289168697612311e-80,1.1652323812181134e-89,1.4619483516247652e-90,3.5432803878542102e-102,5.0086753529610279e-112,1.1203652587321331e-42,5.5806572500306919e-51,5.6097272928364429e-52,1.7082135890530146e-102,2.6392730354202391e-112,1.270723601317988e-112,4.1538757760507508e-62,5.4255971689998025e-69,2.3763703676243953e-63,8.4170125467648574e-51,1.0928252299109615e-70,2.7439093904745571e-78,4.252560845553768e-73,1.2193354600906664e-79,5.1552984552393801e-89,6.5171839403323258e-90,3.6026716697173891e-90,1.2242665141241272e-59,7.7353502858502396e-98,5.8750116434274818e-91,1.3610016616540612e-94,9.0237289265365517e-102,9.5545274640167805e-94,2.0296795180499218e-105,8.1416476634422783e-104,9.8613438291472771e-108,3.0556539624676984e-112,1.4741386116631027e-122,3.8410710398117519e-43,1.60755259545827e-129,5.7973276223388161e-139
7.42663404134321e-19,0.003153826723287034,4.666852725599005e-32,6.692174480747701e-28,6.1437670574668778e-20,4.5939212343351323e-32,3.7321772473593324e-20,1.4552908969022282e-34,2.7600055242263894e-53,1.2121517529749917e-43,2.0831021815840189e-47,1.6442511712244144e-46,1.764090106714997e-34,3.6453558840607878e-25,4.5518002093334163e-40,8.3127012824315965e-58,2.0243724527472717e-53,3.9173472617514285e-41,1.721101859893727e-55,1.2915501572830486e-77,1.3029019558610282e-51,9.856387630326358e-68,8.7315259619374024e-40,6.4113213467086576e-63,5.6649108429824287e-34,4.1218591442254e-50,2.1480760250507282e-47,9.1712802119291655e-43,5.0600313829546918e-70,2.2529953295970919e-82,2.686827628827578e-50,5.6329560186751756e-65,1.5349662066705666e-83,0.88129999999999997,0.0,0.0,0.0,0.0098899999999411056,0.108803,0.0001,1.7683261401299246e-15,1.5612339550386472e-14,1.5612248301345792e-14,2.9764083866640637e-23,2.995745155007245e-23,2.5900395803354637e-14,1.7351348210001955e-23,7.7988023297017898e-33,8.6406982661478659e-33,1.8826788445709102e-37,5.1879799273783447e-27,1.0307086542357495e-20,1.2108059732813411e-25,1.7867614657679227e-37,1.0713469464978093e-39,1.066519053669482e-40,4.7283066992396773e-46,1.7657731757062043e-20,1.1599485672803677e-55,3.6363212234246724e-65,8.6195549609008471e-66,8.5076236049226142e-76,6.9940626812609732e-71,1.2094397561208258e-25,5.6649195687376908e-34,5.0630503269425991e-43,7.0764220415381224e-44,7.4929564073135411e-21,8.3558842179355536e-49,1.5922069912895672e-56,1.8232104196471758e-33,3.7077524582131183e-68,3.534388451189102e-26,2.4244960397855799e-30,7.5309062880048526e-39,6.730356365561244e-48,5.8100739948418162e-48,4.9704253631033605e-49,5.0396350117485189e-57,1.1528817991703572e-33,1.9027870010045623e-42,7.4167342134915398e-52,1.6788178080998768e-42,4.6087351298196016e-52,3.8407415074603655e-41,8.9209407730751181e-46,2.7828764645948226e-36,2.1465603158590825e-45,3.0800407388489905e-57,1.4694963887915497e-66,2.1468439560311578e-45,2.3913845621493903e-45,1.3105187946497833e-42,2.0219612232146879e-51,1.7832065034657823e-51,1.1712032883221131e-51,2.9371243476257487e-52,9.0954953659669445e-71,2.035260918485992e-76,4.4760112732337933e-74,2.8085240918119439e-45,4.3336524491652483e-54,2.5101375233354547e-54,3.8226210763301955e-54,1.0125545897450976e-70,1.0982481752087765e-35,4.7628586899512178e-77,1.037648659075015e-60,2.2149455906365928e-69,7.4559479192962107e-78,1.6171847472303335e-78,3.067079511014575e-87,3.848086901750463e-88,1.8653966574836778e-99,5.2738766664289301e-109,9.194965558982117e-42,9.1753025291991716e-50,4.6522983533666568e-51,8.9930673687627482e-100,2.7790183018649749e-109,1.3380063779996514e-109,1.3725681408657432e-60,3.5874386795220464e-67,7.8129859460627392e-62,6.9007944575053483e-50,6.1686699999153545e-69,3.0956845787736779e-76,1.3981173130460432e-71,8.0210157620956855e-78,6.7839200125477729e-87,8.5760532014502991e-88,4.7408053633410293e-88,4.0251247604774253e-58,2.0360244173054264e-95,7.7309985122207479e-89,1.7909617413500063e-92,2.3751349062858445e-99,1.2572939647176475e-91,5.3422915970920816e-103,2.142956218350299e-101,2.5956079100351768e-105,1.6086336040788491e-109,1.5521462755370643e-119,3.1524108659478783e-42,3.3852848942925272e-126,2.4416911369485393e-135
1.4957868562141958e-18,0.003153826723287034,1.8716254166763552e-31,2.7050835463992457e-27,1.2374065940728688e-19,1.856936399910721e-31,7.516922412709363e-20,5.8825204795115998e-34,1.1156383637651445e-52,4.8930583217796857e-43,8.4378303898231333e-47,1.3301958165838984e-45,3.5530265506687477e-34,7.3420548221145964e-25,1.8399104247857172e-39,6.7449719002426933e-57,1.6393892997819402e-52,1.5834543986830378e-40,1.3937930341808707e-54,4.1891090814197285e-76,2.1120584066419833e-50,1.6047285124320112e-66,7.071009843382163e-39,1.1226931410387927e-61,4.5875916457831792e-33,6.6817112559334302e-49,8.6828667363440241e-47,7.2794421892660199e-42,4.0977446095571236e-69,7.340904941543175e-81,4.3554596376385127e-49,1.8270342553640063e-63,1.0026251342262766e-81,0.88129999999999997,0.0,0.0,0.0,0.0098899999998813826,0.108803,0.0001,3.5615582822135316e-15,3.1444571112076555e-14,3.1444387362572679e-14,1.1953558672013176e-22,1.2109280664996025e-22,5.216552819669573e-14,7.0136882145880976e-23,6.1638305665838802e-32,6.5554109887098595e-32,1.524642275951138e-36,2.0970642945919884e-26,4.1662852253947762e-20,4.8942713225076631e-25,1.4468062799725467e-36,8.6760447690757009e-39,8.6369093071385163e-40,7.6647558467920253e-45,7.1375307300600274e-20,3.7622493978334413e-54,2.3593593269364248e-63,5.5926377887683896e-64,1.1041208112373211e-73,4.5379701464689193e-69,4.8887488355125399e-25,4.5875987074384975e-33,8.2073943077125556e-42,1.1471175714455142e-42,1.5091375257923673e-20,1.3545248747930715e-47,2.5784822917679088e-55,1.4764817596188424e-32,2.4057061679933801e-66,1.4286502467245493e-25,9.8219732930506059e-30,6.1113710112542119e-38,1.0932072108052243e-46,9.4372564884742659e-47,8.0734448521386093e-48,1.4953375069822677e-55,4.6601325340920453e-33,1.5409262133565659e-41,1.1704760244410101e-50,1.3595475450093131e-41,7.2578984085807098e-51,3.1102584863912242e-40,1.3311718763849351e-44,2.2536442560797744e-35,3.4787448872290709e-44,9.1747382729965782e-56,8.7462693571421755e-65,3.4796645077718503e-44,3.8765353282999019e-44,1.0634930573638877e-41,3.2839916565429645e-50,2.8949789710557456e-50,1.9023697017534844e-50,4.7707608122458655e-51,5.4136966745118464e-69,2.6412660226840976e-74,2.6641219835925078e-72,2.2744066624529907e-44,7.024718264086148e-53,4.0690191156869405e-53,6.1948239828609381e-53,3.2810000449166208e-69,4.4392947258514863e-35,3.116198887396161e-75,3.3655858460347067e-59,1.4371311192591525e-67,9.6763744689183437e-76,2.0987919064427845e-76,7.961361836733345e-85,9.988675439707653e-86,9.6844694837077902e-97,5.4760879194275088e-106,7.4617639882312283e-41,1.4902920682974688e-48,3.795145170306356e-50,4.6688776017276072e-97,2.8855715642999225e-106,1.3893082951212711e-106,4.4621737449519799e-59,2.3331264714986231e-65,2.5341233262192981e-60,5.5884501271814366e-49,3.6715927510549628e-67,3.6833127010006523e-74,4.5345546855968414e-70,5.2040749297332258e-76,8.8037968915386787e-85,1.1129558247575065e-85,6.1523706562320771e-86,1.3055395420428711e-56,5.2847728579734822e-93,1.0032860883446679e-86,2.3242192788348402e-90,6.1649579049372155e-97,1.6316520496788813e-89,1.386644646883439e-100,5.5622773043347047e-99,6.7372461362873197e-103,8.3509592230808799e-107,1.6115640465456547e-116,2.5581984006461377e-41,7.0298013269896715e-123,1.0140748295796036e-131
