Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200)
7.711867731351983e-06,0.001931665834099809,2.337031653263664e-10,9.1587009790313703e-09,2.5327952723744352e-13,1.4521225483426232e-07,2.8457602968776031e-06,0.00010686757678783869,1.7606238291550121e-23,2.7435091987324042e-28,1.3158690778212244e-17,1.6188241556991792e-12,4.273658271086672e-16,3.6845917085446905e-10,7.6467169931036166e-08,5.2099280221431341e-15,4.8860265330101992e-16,2.9825442518512104e-12,3.3374614851331254e-11,5.549857950303404e-21,2.6460500047074331e-11,2.2638421604160417e-17,2.0293458187549787e-12,4.0904149068485346e-11,2.6310985621627016e-05,1.6700877411372738e-13,9.4688946275008341e-11,2.4830489712134448e-05,7.257426877640177e-31,1.4847513201633075e-16,8.2185963826361037e-11,3.9263484126673589e-11,6.0406475060999285e-19,0.88129999999999997,0.0,0.0,0.0,0.0051820270898207442,0.10729566076053181,0.00010030538844967482,6.0028111206202994e-05,5.9138760425965816e-05,1.5541360428840124e-05,8.0476005678469297e-11,2.5204961121406096e-05,4.7755725574170356e-12,5.4092228812297705e-07,7.3302205209501828e-13,9.8643577743098607e-15,0.00134345348757928,0.0014984810287975222,2.9982383156457929e-05,0.0015924612308396114,6.2918460436433919e-13,7.2630791649689423e-09,2.4495953499890719e-12,1.6421248904325357e-08,2.9017708541147683e-05,7.2321541202724949e-07,9.1080533855166082e-07,4.4842963602097632e-08,3.2620028150126077e-07,1.2338716116203206e-05,1.6119335819212737e-09,5.1366214468822307e-06,5.0986267598674475e-09,3.5985317354791452e-09,3.1620762568694021e-15,2.1167154607569944e-05,1.5716848516492701e-09,7.8086703673892683e-10,5.0977516714595707e-06,1.7229715626428324e-12,2.3820842931911155e-11,2.1675708311414997e-07,4.9514334710405323e-10,4.0004032505617574e-10,1.1178800464650899e-09,1.5766042580985382e-15,3.4079363235784793e-08,5.5333378852606568e-08,2.3787798153764034e-15,2.1271683565389742e-12,1.3375457751719218e-15,1.0493928738098647e-11,6.3835839473820531e-08,3.0222497061186834e-09,1.6252070304783791e-14,1.8348874268862619e-07,1.5247158324554394e-12,3.8312082252389357e-14,5.4379232087190619e-06,4.5966950439845732e-09,3.5383593682823515e-13,4.0798557572832259e-16,2.6966904878499739e-12,3.7169873352046038e-07,1.9602620229192435e-06,1.0725526555686191e-14,1.7243169487444311e-13,9.7071613611520009e-09,1.4941636771765316e-12,2.2571731202851537e-11,1.4729320673667784e-15
7.774476196973828e-06,0.0019316553579303087,2.3747558371337522e-10,9.2848599627087162e-09,2.5782678936237568e-13,1.4613175437657048e-07,2.8464607316798462e-06,0.00010753073712624754,1.8101504466958662e-23,2.7519802878036684e-28,1.3506160499371369e-17,1.6468894606632727e-12,4.365644109090259e-16,3.7400321289078503e-10,7.8795834759599804e-08,5.4078811572461249e-15,4.9904935474018364e-16,3.0367935064606021e-12,3.417251328237228e-11,5.7123087924097319e-21,2.7061535955505486e-11,2.3335419342818915e-17,2.057863638792479e-12,4.1795919928848687e-11,2.6470090598798048e-05,1.6801173531212846e-13,9.583666686547449e-11,2.5173545143865411e-05,7.4998347538810585e-31,1.5388508657502787e-16,8.345391057164471e-11,4.010223708076686e-11,6.2238163427054927e-19,0.88129999999999997,0.0,0.0,0.0,0.0051622784270673192,0.10728906826177377,0.00010031184612568857,5.9835088105062504e-05,5.8887620037916633e-05,1.548184789836475e-05,8.0129764858117263e-11,2.5107160737835523e-05,4.7588709244169031e-12,5.385950180183093e-07,7.3017777721134201e-13,9.8219172510516034e-15,0.001349084151348694,0.001505421048112867,3.0157793872966042e-05,0.0015993341123964426,6.3206311734436934e-13,7.2967203466793481e-09,2.4598635162353517e-12,1.6490657089155901e-08,2.9194308447861503e-05,7.2877276947406191e-07,9.1775389542938754e-07,4.519117268240846e-08,3.2872168286176794e-07,1.2508014908059221e-05,1.6057636364548062e-09,5.1388550025086967e-06,5.100558048800724e-09,3.5998948096821077e-09,3.1585158282026209e-15,2.1324056048710084e-05,1.611431946938428e-09,7.8562336793823758e-10,5.1790696510549532e-06,1.7229926303750223e-12,2.3832299440560193e-11,2.1833792071756257e-07,4.9872655237862457e-10,4.0293529806505364e-10,1.125969837408806e-09,1.5880137102032081e-15,3.4462124796814681e-08,5.5951754845878261e-08,2.4053637753957646e-15,2.1510596072531317e-12,1.352493465236195e-15,1.0612426578481868e-11,6.4556721941877378e-08,3.0367277703773146e-09,1.6329010933483542e-14,1.8635477176005481e-07,1.5485313530152345e-12,3.8493459494876961e-14,5.5134523819114335e-06,4.6490123412354843e-09,3.5784307429041512e-13,4.1262906467860848e-16,2.7272300928629947e-12,3.8025186191318284e-07,2.0013662369948444e-06,1.0808811099002876e-14,1.7604737199594032e-13,9.9289225267552273e-09,1.5282123962206067e-12,2.3086091590890057e-11,1.5065813619530002e-15
7.837084662595673e-06,0.0019316449716608704,2.4126794157027347e-10,9.4127959019641312e-09,2.6245272272946365e-13,1.4704800325406996e-07,2.8471760317731831e-06,0.00010819131353134762,1.8605891985466495e-23,2.7602943827900896e-28,1.3859701784801827e-17,1.675247317083599e-12,4.4587345727518091e-16,3.7957978067780803e-10,8.1172871664434114e-08,5.6115476227991781e-15,5.0962230316437754e-16,3.091578040833971e-12,3.4982235938897231e-11,5.87799004773842e-21,2.7670771132635299e-11,2.4047080526435145e-17,2.0865106656142358e-12,4.2698297781218462e-11,2.6628587129396204e-05,1.6901081532661019e-13,9.6986842659066472e-11,2.551812071515709e-05,7.7480148526845944e-31,1.5943793267726509e-16,8.4729018889977867e-11,4.0950409767528614e-11,6.4108456331327855e-19,0.88129999999999997,0.0,0.0,0.0,0.0051426814786990713,0.10728252378149773,0.00010031837692574093,5.9641769962541228e-05,5.8638389418231639e-05,1.5422785705113498e-05,7.9786192797768554e-11,2.5010109575635006e-05,4.7423008162908639e-12,5.3628568608290347e-07,7.2735529152160749e-13,9.7798038515286793e-15,0.001354666637081096,0.0015123110344825942,3.0332479323460701e-05,0.001606150557463366,6.3492055313135259e-13,7.3301189897310838e-09,2.4700438431290962e-12,1.6559478961763821e-08,2.9370291695595719e-05,7.3431918632105041e-07,9.2468825896716126e-07,4.5538695221143713e-08,3.3123792361962009e-07,1.2677904012884176e-05,1.5996403577674691e-09,5.1410603960936231e-06,5.102463181969483e-09,3.6012394235358168e-09,3.1549965601529775e-15,2.1480377705460811e-05,1.6518635151246821e-09,7.9036308432954555e-10,5.2609368942842135e-06,1.7230310179106083e-12,2.3843966319979757e-11,2.1991682121030138e-07,5.0230512971617501e-10,4.058265320324939e-10,1.1340491798372091e-09,1.5994084262243539e-15,3.484499090147359e-08,5.6570253717177788e-08,2.4319530179367902e-15,2.1749573834728142e-12,1.3674441255688758e-15,1.0730964283836547e-11,6.5277847465830095e-08,3.0511297076575818e-09,1.6405540083806709e-14,1.892389955165772e-07,1.5724980639113924e-12,3.8673866732120462e-14,5.5893415526499538e-06,4.7013487626987954e-09,3.6185137739619855e-13,4.1727425102294631e-16,2.757778581600749e-12,3.8892359441306412e-07,2.042915390381234e-06,1.0891931435511545e-14,1.7970218764187852e-13,1.0153463402103936e-08,1.5626857323671588e-12,2.360686650048561e-11,1.5406524403618164e-15
7.899693128217518e-06,0.0019316346742504205,2.4508001505074687e-10,9.5425325003869631e-09,2.6715247704385267e-13,1.479610289227632e-07,2.8479061342420675e-06,0.00010884932888197919,1.9119475954056418e-23,2.7677828613444234e-28,1.4219362897368205e-17,1.7038999213040964e-12,4.5529316097572211e-16,3.8518873050272059e-10,8.3598796697884217e-08,5.8210380300489551e-15,5.2032176268261047e-16,3.1468991033845562e-12,3.5803849413931338e-11,6.0469345171903659e-21,2.8288239282779649e-11,2.4773585089074761e-17,2.1152858042018121e-12,4.3611290706896706e-11,2.6786479800484276e-05,1.7000604523821406e-13,9.8139428845323193e-11,2.5864205568432094e-05,8.0020475264026792e-31,1.6513593415689448e-16,8.6011237909784425e-11,4.1807995752707527e-11,6.6017802700025834e-19,0.88129999999999997,0.0,0.0,0.0,0.0051232344586488246,0.10727602676422261,0.00010032498087522434,5.9448210793275844e-05,5.8391045819761421e-05,1.536416860420807e-05,7.9445257339835034e-11,2.4913798810524434e-05,4.7258606686133225e-12,5.3399407616830004e-07,7.2455433839411909e-13,9.7380136340182484e-15,0.0013602014977782957,0.0015191515550724822,3.0506444943869234e-05,0.001612911211452496,6.3775715385026258e-13,7.3632778435947463e-09,2.4801373388720306e-12,1.6627721234173302e-08,2.9545663132621618e-05,7.3985469514883733e-07,9.3160847658281028e-07,4.5885533274730655e-08,3.3374902113295498e-07,1.2848375599772445e-05,1.5935632025872483e-09,5.1432386962505226e-06,5.1043432035933801e-09,3.6025663140349823e-09,3.1515178933260083e-15,2.1636123096554682e-05,1.6929866430772141e-09,7.9508631658793657e-10,5.3433516593412429e-06,1.7230864840219936e-12,2.3855840597089916e-11,2.2149380547321446e-07,5.0587912953847578e-10,4.0871406769567418e-10,1.1421181875878935e-09,1.6107885667130469e-15,3.5227946956723448e-08,5.7188852225842922e-08,2.4585465438843104e-15,2.1988607743271336e-12,1.3823971943851938e-15,1.0849537310189823e-11,6.5999188400513614e-08,3.0654567066311021e-09,1.6481664231854847e-14,1.921413495070966e-07,1.5966154295818523e-12,3.8853319230663214e-14,5.6655888377241603e-06,4.753702265869222e-09,3.6586069184911731e-13,4.2192095347615466e-16,2.7883347781231767e-12,3.9771447334060482e-07,2.0849090280415045e-06,1.0974888057067851e-14,1.8339610178563987e-13,1.0380785868886809e-08,1.5975839379400676e-12,2.4134059743398641e-11,1.5751455881143497e-15
7.962301593839362e-06,0.001931624464674668,2.4891158325626501e-10,9.6740944337777712e-09,2.7193302724863447e-13,1.4887085845392104e-07,2.8486509758525955e-06,0.00010950480573226215,1.9642331338644285e-23,2.7752714554354322e-28,1.4585191892051515e-17,1.7328494941167231e-12,4.6482372152197128e-16,3.9082992035232945e-10,8.6074125200763283e-08,6.0364641045496956e-15,5.3114799273854526e-16,3.202757948539151e-12,3.6637420002590574e-11,6.2191749703863037e-21,2.8913973757690923e-11,2.5515068578509966e-17,2.1441879684918993e-12,4.4534906233114504e-11,2.6943773138874532e-05,1.7099745672611555e-13,9.9294381420265863e-11,2.6211789001700529e-05,8.2620133262962863e-31,1.7098136255459886e-16,8.7300517197618857e-11,4.2674988026348226e-11,6.7966652176808032e-19,0.88129999999999997,0.0,0.0,0.0,0.0051039356134643318,0.10726957666415324,0.0001003316579963405,5.9254462230630567e-05,5.8145566922884241e-05,1.5305991445157292e-05,7.9106926933896264e-11,2.4818219777910672e-05,4.7095489456698861e-12,5.3171997620714039e-07,7.2177466584126949e-13,9.6965427312211802e-15,0.0013656892767836106,0.0015259431671712498,3.0679696098629925e-05,0.001619616708456876,6.4057315737667267e-13,7.3961996098584366e-09,2.4901449940571437e-12,1.6695390501212232e-08,2.9720427542132167e-05,7.4537932822136927e-07,9.3851459520333047e-07,4.6231688881917099e-08,3.3625499259948351e-07,1.3019421946667449e-05,1.5875316374161912e-09,5.1453909226123834e-06,5.1061991093567488e-09,3.6038761839188042e-09,3.1480792826919857e-15,2.1791295729518688e-05,1.7348084778708325e-09,7.9979319363376465e-10,5.4263122192767625e-06,1.7231587938834114e-12,2.3867919379221118e-11,2.2306889406849231e-07,5.0944860149321734e-10,4.1159794516637032e-10,1.1501769727507804e-09,1.6221542897555193e-15,3.5610978748823309e-08,5.7807527746168769e-08,2.4851433805601458e-15,2.2227688926202609e-12,1.3973521247654288e-15,1.0968141233359162e-11,6.6720717829677479e-08,3.0797099336722086e-09,1.6557389731380957e-14,1.9506177018544224e-07,1.6208829219841152e-12,3.9031831968628179e-14,5.7421923871449251e-06,4.8060708630697204e-09,3.6987086756551595e-13,4.2656899561940326e-16,2.8188975385973413e-12,4.0662503741644812e-07,2.1273466727358669e-06,1.1057681451298891e-14,1.8712907244755446e-13,1.0610891604926923e-08,1.6329072343291402e-12,2.466767466408076e-11,1.6100610597978412e-15
8.024910059461207e-06,0.0019316143419145922,2.5276242725349038e-10,9.8075056763454027e-09,2.7678926941480563e-13,1.4977751881157639e-07,2.8494104944700876e-06,0.00011015776641948062,2.0174532680745504e-23,2.7820598047395414e-28,1.4957236570221869e-17,1.7620982823274576e-12,4.744653262337007e-16,3.9650320939720041e-10,8.85993720052151e-08,6.2579383285118592e-15,5.4210124885678036e-16,3.2591558349399726e-12,3.7483013800852343e-11,6.3947439523252224e-21,2.9548007672331113e-11,2.6271708530447361e-17,2.1732160887626505e-12,4.5469151520385586e-11,2.7100471631086847e-05,1.7198508034108819e-13,1.0045165691527549e-10,2.6560860416859173e-05,8.5279931420686046e-31,1.7697649660836771e-16,8.8596806625327877e-11,4.3551379197144019e-11,6.9955454880344515e-19,0.88129999999999997,0.0,0.0,0.0,0.0050847832113477516,0.10726317294193115,0.00010033840830917941,5.9060574352122754e-05,5.790193069016827e-05,1.5248249139396281e-05,7.8771170438265175e-11,2.4723363920002566e-05,4.6933641308070216e-12,5.2946317687937871e-07,7.1901602498151468e-13,9.6553873259388405e-15,0.0013711305110201348,0.0015326864215013214,3.085223810438708e-05,0.0016262676750468034,6.4336879869730719e-13,7.4288869582763608e-09,2.500067787572471e-12,1.6762493279798484e-08,2.9894589663821757e-05,7.5089311770736621e-07,9.454066614951851e-07,4.6577164072783669e-08,3.38755855103028e-07,1.3191035404159582e-05,1.5815451351670025e-09,5.1475180633523948e-06,5.1080318636332041e-09,3.6051697138278432e-09,3.1446801887293427e-15,2.1945899103088233e-05,1.7773362083018045e-09,8.0448384321452472e-10,5.5098168570843821e-06,1.7232477150910003e-12,2.3880199803852282e-11,2.2464210734629481e-07,5.1301359467625056e-10,4.1447820411051146e-10,1.1582256461699915e-09,1.6335057516809906e-15,3.5994072345688685e-08,5.8426258105420112e-08,2.5117425747592704e-15,2.2466808687367136e-12,1.4123083807392707e-15,1.1086771711696119e-11,6.744240933883412e-08,3.093890539723686e-09,1.6632722849981293e-14,1.9800019460863493e-07,1.6453000180879557e-12,3.9209419721035328e-14,5.8191503731159635e-06,4.8584526027295338e-09,3.7388175722005811e-13,4.3121820423852155e-16,2.8494657402122892e-12,4.156558229446078e-07,2.1702278325720142e-06,1.1140312103758729e-14,1.9090105635905981e-13,1.084378215173768e-08,1.6686558223435758e-12,2.5207714296080458e-11,1.6453990893163586e-15
8.087518525083052e-06,0.0019316043050084852,2.5663233095768155e-10,9.9427909185875123e-09,2.8172739320474678e-13,1.5068103657424773e-07,2.8501846278769159e-06,0.00011080823297302148,2.0716154399676698e-23,2.7888775351140307e-28,1.5335544614736784e-17,1.7916485514646807e-12,4.8421816775702394e-16,4.0220845792419906e-10,9.1175051200367676e-08,6.4855742636899925e-15,5.5318178360132617e-16,3.3160940258959353e-12,3.8340696622842665e-11,6.5736747068040697e-21,3.0190373804433944e-11,2.7043645814445967e-17,2.2023690983602367e-12,4.6414033210692052e-11,2.7256579706419822e-05,1.7296894699183193e-13,1.0161121262393045e-10,2.6911409363566086e-05,8.8000679509898623e-31,1.8312362262872262e-16,8.9900056496108036e-11,4.4437161335055e-11,7.1984661601070164e-19,0.88129999999999997,0.0,0.0,0.0,0.005065775551192868,0.10725681506733076,0.00010034523183084707,5.8866595047917883e-05,5.7660115485803761e-05,1.5190936687863461e-05,7.8437957274968309e-11,2.462922282873286e-05,4.677304734386227e-12,5.2722347265400549e-07,7.1627817128764967e-13,9.6145436700701396e-15,0.0013765257283050139,0.0015393818594721001,3.102407620991649e-05,0.0016328647271235755,6.4614430884621952e-13,7.461342513455856e-09,2.5099066817047184e-12,1.6829035976376413e-08,3.0068154175621591e-05,7.5639609545287325e-07,9.5228472169629012e-07,4.6921960858971475e-08,3.4125162557865239e-07,1.3363208426237672e-05,1.5756031780197341e-09,5.1496210625916222e-06,5.1098423873269786e-09,3.6064475537226028e-09,3.1413200883331972e-15,2.2099936702886039e-05,1.8205770833278088e-09,8.0915839141238865e-10,5.5938638699187691e-06,1.7233530225589705e-12,2.3892679100438851e-11,2.2621346535657946e-07,5.1657415748582116e-10,4.1735488363041173e-10,1.1662643171144492e-09,1.6448431065970944e-15,3.6377214174362927e-08,5.9045021715688955e-08,2.538343198418352e-15,2.2705958554772795e-12,1.4272654404731391e-15,1.1205424519769144e-11,6.8164237220862849e-08,3.107999655312177e-09,1.6707669744555857e-14,2.0095656067289828e-07,1.6698662018365783e-12,3.9386097001953061e-14,5.896460999340569e-06,4.9108455854650946e-09,3.778932175073438e-13,4.3586841075127953e-16,2.8800382907942162e-12,4.2480736279257658e-07,2.2135519950047484e-06,1.1222780495591091e-14,1.9471200843488415e-13,1.1079458856970541e-08,1.7048298734237856e-12,2.5754181229283627e-11,1.6811598811580108e-15
8.150126990704897e-06,0.0019315943529452817,2.605210807425789e-10,1.0079974458483775e-08,2.8674376968583455e-13,1.5158143817377803e-07,2.8509733147870116e-06,0.00011145622715708867,2.126727051641521e-23,2.7952101865095408e-28,1.5720163365690631e-17,1.8215025996824876e-12,4.9408242775988124e-16,4.0794552846383401e-10,9.3801676203971858e-08,6.7194864126322408e-15,5.6438984421957746e-16,3.3735737904769805e-12,3.9210534039184487e-11,6.7559993863079884e-21,3.0841104640185486e-11,2.7831051011164364e-17,2.2316459523090385e-12,4.7369557502098318e-11,2.7412101744838213e-05,1.7394908669239751e-13,1.0277300649303028e-10,2.7263425518674336e-05,9.0783191920691022e-31,1.8942503482814967e-16,9.1210217499196769e-11,4.5332326048591044e-11,7.405472370445148e-19,0.88129999999999997,0.0,0.0,0.0,0.0050469109582030342,0.10725050251795956,0.00010035212857589765,5.8672570355457914e-05,5.7420100016921749e-05,1.513404916650014e-05,7.8107257365693152e-11,2.4535788226121483e-05,4.6613692899252362e-12,5.2500066135848278e-07,7.1356086401572217e-13,9.5740080767597095e-15,0.0013818754486428389,0.0015460300145019028,3.119521560549374e-05,0.0016394084714360993,6.4889991531871895e-13,7.4935688612623799e-09,2.5196626244972265e-12,1.6895024902583169e-08,3.0241125702233969e-05,7.6188829321415466e-07,9.5914882173029976e-07,4.7266081243177214e-08,3.4374232082832038e-07,1.3535933555827035e-05,1.5697052559216422e-09,5.1517008276437763e-06,5.1116315646130055e-09,3.6077103276406077e-09,3.1379984635687578e-15,2.2253412002055717e-05,1.8645384051675244e-09,8.1381696287432327e-10,5.6784515671449588e-06,1.7234744934937294e-12,2.3905354527047984e-11,2.2778298789157211e-07,5.2013033763338013e-10,4.202280222735046e-10,1.1742930933027854e-09,1.6561665064250089e-15,3.676039100765896e-08,5.9663797543733797e-08,2.5649443473191527e-15,2.294513027224818e-12,1.4422227955411273e-15,1.1324095533810457e-11,6.8886176386729848e-08,3.1220383922125454e-09,1.6782236466665058e-14,2.0393080703696509e-07,1.6945809635093249e-12,3.9561878077125726e-14,5.9741224966579239e-06,4.9632479567663729e-09,3.8190510854360451e-13,4.405194505582567e-16,2.9106141242466047e-12,4.3408018685666966e-07,2.2573186298369241e-06,1.130508710580037e-14,1.985618820370221e-13,1.1317922902113866e-08,1.7414295338101108e-12,2.630707767288859e-11,1.717343614597875e-15
8.212735456326741e-06,0.001931584484755473,2.6442846538342026e-10,1.0219080704016026e-08,2.9184080257320627e-13,1.5247874986978146e-07,2.8517764943079935e-06,0.00011210177048350878,2.1827954941586076e-23,2.8013126251840133e-28,1.6111140011427756e-17,1.8516627471901517e-12,5.0405829061347263e-16,4.1371428495956831e-10,9.6479759766380151e-08,6.9597901814805493e-15,5.7572567562786483e-16,3.4315964043553204e-12,4.0092591388875161e-11,6.9417508462034533e-21,3.1500232388034677e-11,2.8634078799894153e-17,2.2610456155532156e-12,4.8335730172760304e-11,2.7567042079312879e-05,1.7492552941610182e-13,1.0393699708937048e-10,2.7616898680214407e-05,9.3628284770047389e-31,1.9588303436683996e-16,9.2527240718278717e-11,4.6236864509886873e-11,7.6166093101047453e-19,0.88129999999999997,0.0,0.0,0.0,0.0050281877825114991,0.10724423477885626,0.00010035909855647645,5.8478544577067717e-05,5.7181863316063793e-05,1.5077581723715429e-05,7.7779041091477604e-11,2.4443051956099589e-05,4.6455563528822609e-12,5.2279454390783435e-07,7.1086386596725837e-13,9.5337769154575131e-15,0.0013871801846286785,0.0015526314124295665,3.1365661425680823e-05,0.0016458995060540634,6.5163584237228582e-13,7.5255685508177057e-09,2.5293365504848606e-12,1.6960466280183167e-08,3.0413508817675773e-05,7.6736974265149294e-07,9.6599900735113332e-07,4.7609527218443715e-08,3.4622795755116931e-07,1.3709203420447222e-05,1.5638508663190873e-09,5.1537582317588097e-06,5.1134002460332746e-09,3.6089586358817304e-09,3.1347148092669486e-15,2.2406328460853465e-05,1.9092275280916195e-09,8.1845968088068163e-10,5.7635782697747336e-06,1.7236119107236463e-12,2.3918223411968371e-11,2.2935069449870947e-07,5.2368218224867228e-10,4.2309765811724592e-10,1.1823120811400201e-09,1.6674761012332566e-15,3.714358995421994e-08,6.0282565101408394e-08,2.5915451406770609e-15,2.3184315793242021e-12,1.4571799506936414e-15,1.1442780734107268e-11,6.9608202380426811e-08,3.1360078453859604e-09,1.6856428976222239e-14,2.0692287312445285e-07,1.7194437997414125e-12,3.9736776996251973e-14,6.0521331217313344e-06,5.0156579066669899e-09,3.8591729386852648e-13,4.4517116301356076e-16,2.9411922005641202e-12,4.4347482219768548e-07,2.3015271902192605e-06,1.138723241108195e-14,2.0245062906268144e-13,1.1559175310682868e-08,1.778454925852883e-12,2.6866405475196772e-11,1.7539504449407131e-15
8.275343921948586e-06,0.0019315746995322968,2.683542761941374e-10,1.0360133349931402e-08,2.9701523563233604e-13,1.5337299749425494e-07,2.8525941067490639e-06,0.0001127448841933628,2.2398281159988324e-23,2.806726685455125e-28,1.6508521606816323e-17,1.8821313306221073e-12,5.1414593266921039e-16,4.1951459206957529e-10,9.9209813889790836e-08,7.2066019587049157e-15,5.8718951954957114e-16,3.490163148008498e-12,4.0986933764050698e-11,7.1309616106747052e-21,3.2167788955845752e-11,2.9452900081532446e-17,2.2905670537404085e-12,4.9312556554512289e-11,2.7721404992355974e-05,1.7589830442325249e-13,1.0510314364527e-10,2.7971818776583074e-05,9.6536775709615833e-31,2.0249993115087852e-16,9.3851077631668693e-11,4.7150767427088812e-11,7.8319222281921774e-19,0.88129999999999997,0.0,0.0,0.0,0.005009604400939751,0.10723801134302285,0.00010036614178216803,5.8284560184899261e-05,5.6945384762926507e-05,1.5021529585454222e-05,7.7453279324548398e-11,2.4351005993242304e-05,4.6298645022026038e-12,5.2060492451861563e-07,7.0818694374323048e-13,9.493846615820843e-15,0.0013924404409168859,0.0015591865709714422,3.1535418745226572e-05,0.0016523384197466742,6.5435231078591431e-13,7.5573440918675109e-09,2.5389293797255132e-12,1.7025366234598721e-08,3.0585308041557464e-05,7.7284047513706889e-07,9.7283532389670714e-07,4.7952300764082324e-08,3.4870855233448864e-07,1.3883010738852115e-05,1.5580395146933484e-09,5.1557941124774747e-06,5.1151492468621204e-09,3.6101930538544748e-09,3.1314686312118594e-15,2.2558689524830292e-05,1.9546518636116084e-09,8.2308666724488219e-10,5.8492423113923869e-06,1.7237650620583191e-12,2.3931283146666931e-11,2.3091660446428078e-07,5.2722973783658782e-10,4.2596382873425458e-10,1.190321385620617e-09,1.6787720391009799e-15,3.7526798424283029e-08,6.090130438966434e-08,2.6181447187337571e-15,2.3423507259452914e-12,1.4721364225038011e-15,1.1561476200747454e-11,7.033029135354404e-08,3.1499090926115633e-09,1.6930253139175437e-14,2.0993269913785755e-07,1.7444542136402191e-12,3.9910807587519858e-14,6.130491158947521e-06,5.068073672389639e-09,3.899296406463999e-13,4.4982339165962683e-16,2.9717715073656322e-12,4.529917928272998e-07,2.3461771116773703e-06,1.1469216884846927e-14,2.063781998586959e-13,1.1803216935935424e-08,1.8159061462167833e-12,2.743216609648663e-11,1.7909805016570115e-15
8.33795238757043e-06,0.0019315649962999366,2.7229830724202577e-10,1.0503156366333221e-08,3.0227196023263453e-13,1.5426420665642525e-07,2.8534260926221799e-06,0.00011338558924043006,2.2978322563951739e-23,2.8120163098967209e-28,1.691235487183862e-17,1.9129107193688874e-12,5.2434553359443766e-16,4.2534631735158205e-10,1.0199234974828328e-07,7.460039184349244e-15,5.987816128361742e-16,3.5492753094903439e-12,4.1893625994213047e-11,7.3236643337166004e-21,3.2843805931198528e-11,3.0287659121999998e-17,2.320209254230069e-12,5.0300041507824267e-11,2.7875194712886622e-05,1.7686744127635694e-13,1.0627140609830418e-10,2.8328175874401255e-05,9.9509486107401773e-31,2.0927804258444692e-16,9.5181680147762945e-11,4.8074025018569202e-11,8.0514564352774114e-19,0.88129999999999997,0.0,0.0,0.0,0.0049911592185034916,0.10723183171188225,0.00010037325825986028,5.8090657741677592e-05,5.6710644104679258e-05,1.496588805866996e-05,7.7129943466584584e-11,2.4259642451111342e-05,4.6142923416423039e-12,5.1843161096611962e-07,7.0552986798668208e-13,9.4542136724047908e-15,0.0013976567137650938,0.001565695999254139,3.1704492575364293e-05,0.0016587257914497987,6.5704953758366707e-13,7.5888979525143055e-09,2.5484420169686994e-12,1.7089730789356594e-08,3.0756527835724702e-05,7.7830052187565357e-07,9.7965781632748305e-07,4.8294403848698891e-08,3.5118412163102172e-07,1.405734832653772e-05,1.5522707149097209e-09,5.1578092705591052e-06,5.1168793457825047e-09,3.6114141311416855e-09,3.12825944351111e-15,2.2710498622771108e-05,2.0008188855672532e-09,8.2769804222286706e-10,5.9354420389442005e-06,1.7239337388929447e-12,2.3944531166805444e-11,2.3248073679817272e-07,5.3077305019103463e-10,4.2882657112272623e-10,1.1983211101338048e-09,1.6900544658433756e-15,3.7910004176985339e-08,6.1519995970632914e-08,2.6447422458560175e-15,2.366269703035517e-12,1.4870917411098381e-15,1.1680178117662178e-11,7.105242008910442e-08,3.1637431918154509e-09,1.7003714711111933e-14,2.1296022615185836e-07,1.7696117155606048e-12,4.0083983418956643e-14,6.209194922121106e-06,5.1204935390301473e-09,3.9394201969970592e-13,4.5447598428793073e-16,3.0023510601501954e-12,4.6263161951028712e-07,2.3912678111772646e-06,1.1551040997945854e-14,2.1034454313932537e-13,1.2050048452185787e-08,1.8537832643131093e-12,2.8004360585330537e-11,1.8284338870649512e-15
