Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200)
2.193909390691693e-09,0.0019342678677516597,1.2487426821125033e-18,1.0274389220387402e-14,-1.6539613394052388e-15,6.5308171581343404e-14,2.3915441355693696e-10,9.587055977103907e-15,-2.1515400266636673e-30,3.096041107563003e-27,1.0349291478018208e-28,-9.3200064272078919e-16,-1.2531939434731405e-17,1.1960236823166327e-17,-4.3419420900545204e-19,8.3284326497538093e-30,-2.4478411101888361e-29,7.2203590253212804e-26,1.1540943126120041e-29,1.740822028591757e-40,2.3542297113730168e-25,4.7322034560867843e-16,8.715430191280185e-23,4.8463951973019913e-16,4.7768167691608562e-11,3.8546606659771216e-20,-1.9014510756165564e-19,1.4254126349846402e-15,-3.5398375876025558e-39,5.3139491608061566e-20,2.6869212369425293e-23,5.9146428281460608e-29,7.1356903773682571e-34,0.88129999999999997,0.0,0.0,0.0,0.0098878806268857637,0.1088024075385693,9.9999999999987808e-05,1.0583682964828154e-07,9.837922605496114e-07,4.097925695239052e-07,1.3557177160504285e-12,5.8308737722494625e-07,8.8165320013129066e-12,9.1022381227235572e-09,1.6957608194847015e-14,1.6599007327620757e-16,3.0914174498907969e-11,1.8186370640507491e-10,1.2152058340373226e-08,3.8703097469233881e-09,1.6062450287274493e-19,5.6083101130851898e-16,5.6075272278650301e-20,4.8713008516080704e-17,1.1436444998647952e-08,4.2106085720491358e-18,1.4914551247269787e-18,1.0589404637451471e-20,1.4786519379315178e-21,9.6777557187296967e-23,3.1533127519464664e-11,4.7686236034943932e-11,4.7920230378246285e-14,3.3774626997626372e-14,4.57270361067132e-17,2.3684204618746699e-16,-9.700852347742302e-16,5.3845164637877111e-14,2.2271302545236339e-21,1.6656337150067924e-14,1.8660690806477374e-13,2.1526109644706783e-13,4.9760694145998134e-16,4.0197726347296992e-16,1.0943456604070082e-15,1.5434125749664116e-21,2.4002439564082525e-19,2.5592831477275778e-19,1.1002345053848876e-26,1.4960099384364975e-23,6.1864235666419396e-27,3.3422276578984334e-24,1.5228644347648913e-20,2.1487050777641413e-13,1.1701085817505653e-18,7.9444580988083307e-23,6.6009874577071334e-28,2.7583682823896246e-18,6.7624548881651529e-14,4.6027430335286685e-18,3.5878733879015362e-22,4.0852173535442978e-25,2.7339784550461461e-21,6.3110336610921084e-20,2.3780101872725699e-27,2.5326963891967121e-27,2.1000437163723444e-34,1.4909906777918467e-28,2.3240078202821261e-32,3.5084149978823979e-31,2.2623732262033095e-35
2.203030946849106e-09,0.0019342678627158297,1.2539236204847075e-18,1.0070955989123646e-14,-1.3216902576561737e-15,6.6064256943500578e-14,2.4110969422927234e-10,9.7430863479710223e-15,-2.1132179153539111e-30,-2.8715659949000365e-29,1.0450190010202353e-28,-9.2801769067856244e-16,-1.2276806377157338e-17,1.206011456386926e-17,-4.3570324647926744e-19,8.4459423455159341e-30,-2.4652351152308485e-29,7.3388186440867247e-26,1.1784519922183619e-29,1.6858595039315e-40,2.3893467036567966e-25,4.7132005266084492e-16,8.8204976158442641e-23,4.8609142126389748e-16,4.8223740834199825e-11,3.906745554351397e-20,-1.9011643125078197e-19,1.4536581461112843e-15,-3.4995234584900251e-39,5.3444749899578376e-20,2.7134583763049679e-23,6.0152501273459729e-29,7.1391409478127478e-34,0.88129999999999997,0.0,0.0,0.0,0.0098878718015520378,0.10880240493243563,9.9999999999987713e-05,1.0627658804429335e-07,9.8788073542233761e-07,4.1135291169268212e-07,1.3613518220797518e-12,5.8565328979408336e-07,8.8165243935207962e-12,9.1401079968000145e-09,1.7032231221958186e-14,1.6668067522582344e-16,3.1301158416042368e-11,1.8348504705699147e-10,1.2202595441350218e-08,3.9025525168369701e-09,1.6166289630729904e-19,5.6673991948752502e-16,5.6773210191493493e-20,4.9500460921555741e-17,1.1484006215272933e-08,4.2930009983437754e-18,1.5254396541691285e-18,1.0835101431744176e-20,1.5193072249956787e-21,9.9484789694035602e-23,3.169207621109295e-11,4.8141025537011488e-11,4.8377310778981933e-14,3.4096991490906961e-14,4.5918887165587674e-17,2.4103827186225431e-16,-9.7342545839481947e-16,5.4265999516047712e-14,2.2803679934027616e-21,1.6743073933647949e-14,1.8770657187282893e-13,2.1752673148559886e-13,5.0284590904186071e-16,4.0620965839500979e-16,1.1059998519578116e-15,1.5598490867718186e-21,2.4341091426195895e-19,2.5987588917564244e-19,1.1172051086178486e-26,1.5171249157554227e-23,6.2818462609532836e-27,3.3977421050395941e-24,1.5495157832096906e-20,2.1639593134328031e-13,1.178415481617598e-18,8.1120489223813359e-23,6.7402392534808223e-28,2.7779506734466944e-18,6.8407794962702349e-14,4.6509124694135297e-18,3.6254220466237481e-22,4.1279707183854262e-25,2.7625928203978013e-21,6.4052931080263814e-20,2.4443792756705997e-27,2.5914606788155808e-27,2.1585042078763724e-34,1.5064006997858415e-28,2.3480277442764109e-32,3.5446872438192493e-31,2.2857558416889765e-35
2.2212740591639326e-09,0.0019342678526442247,1.2667497045029472e-18,9.782805919167493e-15,-7.8974114914591961e-16,6.759213944743411e-14,2.4504407824162846e-10,1.0060846690372301e-14,-2.0402950024287176e-30,-1.8532843329809014e-26,1.0653462305393001e-28,-9.2009116516855464e-16,-1.1783110792489397e-17,1.2260828673194556e-17,-4.3870236017331655e-19,8.6853090341256928e-30,-2.5000016353742949e-29,7.5799747980823005e-26,1.2286750793184719e-29,1.6024214257458099e-40,2.4608539871046262e-25,4.6754349292327206e-16,9.0336968167472161e-23,4.8897776319666064e-16,4.914176052835346e-11,4.0123145195695234e-20,-1.9005335143661372e-19,1.5111378795419581e-15,-3.4197448773150792e-39,5.4055210158451247e-20,2.7670238397502435e-23,6.2203541518996625e-29,7.1458573770720176e-34,0.88129999999999997,0.0,0.0,0.0,0.0098878541505463477,0.10880239972016602,9.9999999999987509e-05,1.0715609796966879e-07,9.9605763824696172e-07,4.1447357763898565e-07,1.3726199687572355e-12,5.9078508412843478e-07,8.8165091776342652e-12,9.2158473056260629e-09,1.7181476380326972e-14,1.6806187111341023e-16,3.2084758944082463e-11,1.8675187869930758e-10,1.2303669503548614e-08,3.9674391234813773e-09,1.6375000858096199e-19,5.7866534199262266e-16,5.8186421909724098e-20,5.1103457341098929e-17,1.1579128521599407e-08,4.4615633137958139e-18,1.595282001210666e-18,1.1340391304801024e-20,1.6034492161480759e-21,1.0509249523938509e-22,3.2010100798614803e-11,4.905746601654243e-11,4.929836854158601e-14,3.4746588056702564e-14,4.6302597690672792e-17,2.4959977512772934e-16,-9.8006311630384373e-16,5.5111928181690808e-14,2.3899857908942433e-21,1.6916686474100676e-14,1.8990842470734149e-13,2.2209795949349427e-13,5.1341627287935162e-16,4.1474912325679508e-16,1.1295164992653105e-15,1.5930158362042744e-21,2.5029146454286131e-19,2.6790948949828946e-19,1.1517415175280213e-26,1.560025460245678e-23,6.47603836746898e-27,3.5109735464348582e-24,1.6039358385167478e-20,2.1945738296844549e-13,1.1950870287391215e-18,8.4560550380629294e-23,7.0260752260092301e-28,2.8172515874958562e-18,6.9990941619096197e-14,4.7480880187025954e-18,3.7011715665042511e-22,4.214220051886729e-25,2.8203186096815695e-21,6.5967702005458042e-20,2.581982109045226e-27,2.7123129070550917e-27,2.2797014540216767e-34,1.5374871036389234e-28,2.3964827776989765e-32,3.6178589090047154e-31,2.3329252380979867e-35
2.257760283793586e-09,0.0019342678325012343,1.2997546868351359e-18,9.5545013617925774e-15,-1.6257818946060512e-16,7.0711042560466902e-14,2.5300816939408467e-10,1.0719596288942616e-14,-1.9066645456442254e-30,-8.3077037192706417e-26,1.1065889327180872e-28,-9.0439768967059977e-16,-1.0860049976577259e-17,1.2666069135616803e-17,-4.4462529722152263e-19,9.1834460680160087e-30,-2.5694277916022844e-29,8.0795705902556845e-26,1.3353713016760465e-29,1.512539007557139e-40,2.6090781556620839e-25,4.6008652671735747e-16,9.4725611648347916e-23,4.9468125727093013e-16,5.1005310160375749e-11,4.2291032990917493e-20,-1.8990453925703369e-19,1.6301149167496413e-15,-3.2638332037290615e-39,5.5275774849652407e-20,2.8761445947746455e-23,6.6464608083888742e-29,7.1585897418341691e-34,0.88129999999999997,0.0,0.0,0.0,0.0098878188471823465,0.10880238929561765,9.9999999999987116e-05,1.0891509035396279e-07,1.0124112557300442e-06,4.2071483578525304e-07,1.395155999922182e-12,6.0104854927517197e-07,8.8164787446522576e-12,9.367324161473012e-09,1.7479963104743094e-14,1.7082423075998316e-16,3.3690859431045356e-11,1.9338244839149595e-10,1.2505817068906938e-08,4.0988165831457594e-09,1.679656644021978e-19,6.0294822730942046e-16,6.1082854802206992e-20,5.4423793566676984e-17,1.1769372626615702e-08,4.814184701837244e-18,1.7427029373191771e-18,1.2408434086447986e-20,1.7835612122097831e-21,1.1711647209077459e-22,3.2646641863484295e-11,5.0917809442233043e-11,5.1168088565393431e-14,3.6065263284606505e-14,4.7070055911161138e-17,2.6741334195207973e-16,-9.9316856930640192e-16,5.6820755592698639e-14,2.6222449177493797e-21,1.726444182902228e-14,1.9432196786208747e-13,2.3140052581106009e-13,5.3492736012457896e-16,4.3212727413963125e-16,1.177384348521607e-15,1.6605263508057329e-21,2.6448967205806612e-19,2.8454069742242644e-19,1.2232390000900866e-26,1.6485529276937063e-23,6.8780560407720341e-27,3.7464494495506464e-24,1.717354593639893e-20,2.2562226951428278e-13,1.2286587454315614e-18,9.1805273536275178e-23,7.6280424056656694e-28,2.8963923632036863e-18,7.3224209167971202e-14,4.9457902793068213e-18,3.8552828860993551e-22,4.3896930855590971e-25,2.937761067884445e-21,6.9917164550675233e-20,2.8776094772049697e-27,2.9677611090342477e-27,2.5400463747426857e-34,1.6007271710255963e-28,2.495056423411808e-32,3.7667152216797775e-31,2.4288834546153818e-35
2.294246508423239e-09,0.0019342678123585378,1.3379822911621553e-18,9.5580804756464415e-15,4.7422846198128175e-17,7.3914677695676371e-14,2.6109942348435886e-10,1.1410144441603822e-14,-1.7849160766580349e-30,-1.4795520776897792e-25,1.1486123155968122e-28,-8.8892393676755639e-16,-1.0021381850881286e-17,1.3076350333730045e-17,-4.5044896531070806e-19,9.7118317455196686e-30,-2.638671863705585e-29,8.6028577378534951e-26,1.4508251586424787e-29,1.4735700200256343e-40,2.7644733419874324e-25,4.5276051732912532e-16,9.9284465159566585e-23,5.0029383619812154e-16,5.2905570864863727e-11,4.4535292666851361e-20,-1.8972608630704674e-19,1.7545685271544175e-15,-3.1131136438024593e-39,5.6495641517195902e-20,2.9879671717918939e-23,7.0944243761984099e-29,7.170467025089794e-34,0.88129999999999997,0.0,0.0,0.0,0.009887783542015454,0.108802378871057,9.9999999999986696e-05,1.1067404611657301e-07,1.0287646214146202e-06,4.2695599525695066e-07,1.4176916802460697e-12,6.1131184914334071e-07,8.8164483100588732e-12,9.5187986598026e-09,1.7778445022453458e-14,1.7358654741443872e-16,3.5349528010170546e-11,2.0014280766849965e-10,1.2707963888849998e-08,4.2323329981221525e-09,1.7223680888061167e-19,6.2781023484751437e-16,6.4073902014160345e-20,5.790037530556104e-17,1.1959616054891796e-08,5.1882147772579399e-18,1.9009100993803291e-18,1.3556739459268813e-20,1.9804274880409403e-21,1.3028837400935222e-22,3.3283807427475658e-11,5.2814800157384425e-11,5.3074645419211778e-14,3.7409936448252274e-14,4.7837571067760772e-17,2.8617524132242933e-16,-1.0060501395111344e-15,5.8552085309757251e-14,2.872752617068334e-21,1.7612866386083971e-14,1.9874812745056052e-13,2.409170912643956e-13,5.5693346095163577e-16,4.4990535688931102e-16,1.2263677279428102e-15,1.7296101555112887e-21,2.7928421635848297e-19,3.0194349409200941e-19,1.2980535391866932e-26,1.7407999726958915e-23,7.2987249353004373e-27,3.9943338868472471e-24,1.8370889994556163e-20,2.3184231296804324e-13,1.2625308220889699e-18,9.9558720942013494e-23,8.2722802769266301e-28,2.9762411983586667e-18,7.6547448429253479e-14,5.147968974831649e-18,4.012883651698054e-22,4.5691392362531822e-25,3.0578629158856546e-21,7.4029558447737244e-20,3.2023630727950084e-27,3.2424061547756047e-27,2.8259905149144055e-34,1.6653936465626351e-28,2.5958534663443827e-32,3.9189301774990035e-31,2.527006054573658e-35
2.367218957682545e-09,0.0019342677720740225,1.4215721010148428e-18,9.8285434318094319e-15,2.3356378398910235e-18,8.0578698866660151e-14,2.776630561927867e-10,1.2890699127359696e-14,-1.5690986641350793e-30,-1.6755337233277702e-25,1.2349830078675593e-28,-8.5861316546654643e-16,-8.5447810417130936e-18,1.3911978302931961e-17,-4.6180377772992425e-19,1.0838501345323327e-29,-2.7764280441109556e-29,9.7237246360998249e-26,1.7101732519317105e-29,1.4572105866846944e-40,3.0979039230132921e-25,4.3846413950122275e-16,1.0893236783392383e-22,5.1125219202782136e-16,5.681636059437206e-11,4.9257813627466924e-20,-1.892819695136569e-19,2.0204889834896035e-15,-2.8276672741373165e-39,5.8932198780378626e-20,3.2199655783414156e-23,8.0592287717005044e-29,7.1919710223882533e-34,0.88129999999999997,0.0,0.0,0.0,0.0098877129262752057,0.10880235802189839,9.999999999998587e-05,1.1419184777798439e-07,1.0614705936949464e-06,4.3943801650908694e-07,1.4627619832813743e-12,6.3183795025665697e-07,8.8163874360399478e-12,9.8217405493882745e-09,1.8375394356694899e-14,1.791110511174587e-16,3.8827939670468715e-11,2.1405568377947497e-10,1.3112255292343273e-08,4.5057825019233241e-09,1.8094674918219009e-19,6.7928621919173601e-16,7.03459279574721e-20,6.5340781295992933e-17,1.2340100881738539e-08,6.0042243073732552e-18,2.2520692468628105e-18,1.6112671566013643e-20,2.4295577753327871e-21,1.6044227441269114e-22,3.4559874064868628e-11,5.6718858191858209e-11,5.6998405072640698e-14,4.0177372390710556e-14,4.9372818577943174e-17,3.2668012788409977e-16,-1.0311539114773936e-15,6.2081660206805683e-14,3.4330408597797669e-21,1.8311615661966784e-14,2.0763602474135757e-13,2.605945390680503e-13,6.0243607279513604e-16,4.8666565676771716e-16,1.3276935673955197e-15,1.8725152506919948e-21,3.1072858804912426e-19,3.3916003965796289e-19,1.4580472901538781e-26,1.9368663142213024e-23,8.1983414431270972e-27,4.5292787238305724e-24,2.0965583431951185e-20,2.4444403494427886e-13,1.3311551673258086e-18,1.1670714218496205e-22,9.6971531433149477e-28,3.1380138063382461e-18,8.3466985461374063e-14,5.565791381595355e-18,4.3385813555538331e-22,4.9399825845011418e-25,3.3060660005392858e-21,8.2757764211901689e-20,3.949335488150313e-27,3.8537195831612769e-27,3.4835297147484887e-34,1.7990211613792099e-28,2.8041416525460254e-32,4.2334721595229796e-31,2.7297676801964307e-35
2.4313887009626995e-09,0.001934267736650019,1.4987773854341143e-18,1.0145621792917936e-14,2.8449798216398944e-16,8.6725011687834994e-14,2.9264788350228626e-10,1.4307625696621775e-14,-1.4021748049075723e-30,1.4385855765320155e-26,1.3134712894181735e-28,-8.3263785950099464e-16,-7.4128053528281843e-18,1.4663378159971984e-17,-4.7147334360094123e-19,1.1872742796088549e-29,-2.896519373716631e-29,1.0795540678698199e-25,1.9725160756349709e-29,1.4593935654814951e-40,3.4175690199534002e-25,4.2624613923159759e-16,1.1802650225739587e-22,5.206020501763425e-16,6.0377049349263997e-11,5.3674843387148164e-20,-1.887968573864307e-19,2.2738467668196026e-15,-2.5945761011397312e-39,6.1069879518212237e-20,3.4335160971869796e-23,8.987978983759683e-29,7.2087663817779618e-34,0.88129999999999997,0.0,0.0,0.0,0.0098876508229957128,0.108802339687744,9.9999999999985124e-05,1.172851740810145e-07,1.0902303860366347e-06,4.5041399461698812e-07,1.5023942598770485e-12,6.4988742368436898e-07,8.8163338999651486e-12,1.0088130522922787e-08,1.8900317287094983e-14,1.8396898739445171e-16,4.2068633636591319e-11,2.2672596621682041e-10,1.3467774341214819e-08,4.7533151126797184e-09,1.887922721859425e-19,7.2650196172419446e-16,7.6188775755225526e-20,7.2444962678378454e-17,1.2674685382752467e-08,6.8016448991658844e-18,2.6023670760501067e-18,1.8671047192414953e-20,2.8925878764677074e-21,1.9166075828919129e-22,3.5683747466701174e-11,6.0273415601478168e-11,6.0570915668009277e-14,4.2697127938518103e-14,5.0723151692990019e-17,3.6576437362887401e-16,-1.0525187024993887e-15,6.5258415210636495e-14,3.9971914858636429e-21,1.892802088967088e-14,2.1548812849518403e-13,2.7861110493258709e-13,6.4409855231583886e-16,5.2032370201527689e-16,1.4205131278726276e-15,2.0034234986080041e-21,3.4051172799608349e-19,3.7467110264076036e-19,1.6107091805321872e-26,2.1225790236891897e-23,9.0567321989001577e-27,5.0454650490134675e-24,2.3481751271226249e-20,2.5569873407592871e-13,1.3924441062378068e-18,1.3375187178351477e-22,1.1113412393820696e-27,3.2824941911229717e-18,8.985672454677703e-14,5.9480913871485929e-18,4.6365889376443159e-22,5.2792976041765972e-25,3.5331680762250996e-21,9.1006932065423914e-20,4.7275772170947651e-27,4.4656178511757619e-27,4.1683971448541355e-34,1.9212802643304393e-28,2.9947097153488844e-32,4.5212579523384523e-31,2.9152792918133322e-35
2.495558444242854e-09,0.0019342677012269202,1.5841112709200412e-18,1.0773318402308106e-14,8.9587008102580167e-16,9.3142573420527087e-14,3.080247906586824e-10,1.5838150251740683e-14,-1.2544267039732316e-30,1.172659140010333e-25,1.3943066153780683e-28,-8.072927005220894e-16,-6.4083723716747093e-18,1.5430288308453994e-17,-4.8085487670542537e-19,1.2935858118374598e-29,-3.0153751424970458e-29,1.1952861621437193e-25,2.2703686067519028e-29,1.5165469215559857e-40,3.7637138540652755e-25,4.1434343781469029e-16,1.2772024891856069e-22,5.2969111312790136e-16,6.4051753821588857e-11,5.8345941839586092e-20,-1.8822367374050128e-19,2.5463163983686153e-15,-2.3779279404683646e-39,6.3201350981801e-20,3.6563792734297272e-23,9.9969825945072134e-29,7.2239023124030332e-34,0.88129999999999997,0.0,0.0,0.0,0.0098875887141465536,0.10880232135355065,9.9999999999984365e-05,1.2037838711179582e-07,1.1189893871072032e-06,4.6138966135898688e-07,1.5420254341534902e-12,6.6793637564033638e-07,8.8162803589123152e-12,1.0354513088643655e-08,1.9425225051818926e-14,1.8882678858120116e-16,4.5484330504181369e-11,2.3980797082748297e-10,1.3823291083854858e-08,5.0074631510583033e-09,1.9681379250329314e-19,7.755624176818126e-16,8.2346687266320823e-20,8.0101525265146486e-17,1.300926779237474e-08,7.6794296953819024e-18,2.9952045259221841e-18,2.1549210322820448e-20,3.4277067720971251e-21,2.2788315559169993e-22,3.6809079596614607e-11,6.3941790133740177e-11,6.4257832119980463e-14,4.5297627200353395e-14,5.2073729864700643e-17,4.0829415525483236e-16,-1.0732351948065935e-15,6.8502615313771269e-14,4.6353700919483459e-21,1.9546104068223983e-14,2.2337143855902172e-13,2.9729765764100595e-13,6.8731083053124365e-16,5.5523386455318814e-16,1.5168265663234659e-15,2.1392593440104388e-21,3.7238743592243087e-19,4.1292959108048495e-19,1.775182240671212e-26,2.3213444448941278e-23,9.9815350698019205e-27,5.6074397231023891e-24,2.6233364969513095e-20,2.6711024004000024e-13,1.4545869428376731e-18,1.5281714312718401e-22,1.2697562146046963e-27,3.4289875283499252e-18,9.6536071249604759e-14,6.3443585575476212e-18,4.9454841177637991e-22,5.6310093597926039e-25,3.7685678693203345e-21,9.9814012869720371e-20,5.6364136833473651e-27,5.1540015536646273e-27,4.967992369507638e-34,2.0480053389830198e-28,3.1922390549808592e-32,4.8195594698685651e-31,3.1075674179214138e-35
2.5597281875230083e-09,0.0019342676658047266,1.6804063113735562e-18,1.1855148758012276e-14,1.4049042871045423e-15,9.9834529844746148e-14,3.2379404818378463e-10,1.7488177255473074e-14,-1.1236386979151128e-30,1.2595159063399321e-25,1.4774625983456768e-28,-7.825859114325366e-16,-5.5243063367458564e-18,1.6212672390885535e-17,-4.8995528898497157e-19,1.4045278223651908e-29,-3.1327558708718969e-29,1.3200562771001442e-25,2.6072547963083304e-29,1.6490085072588961e-40,4.1380690623785455e-25,4.0275774926237001e-16,1.3804164062038026e-22,5.3852621419421397e-16,6.7840614653308864e-11,6.3277564845528577e-20,-1.8756213754421733e-19,2.8387215090881547e-15,-2.1771233102149104e-39,6.5325187695158256e-20,3.8889491515457452e-23,1.1091374966620096e-28,7.2376454574195352e-34,0.88129999999999997,0.0,0.0,0.0,0.0098875265997300146,0.10880230301931729,9.9999999999983593e-05,1.2347148687201975e-07,1.1477475926086958e-06,4.7236501445124564e-07,1.5816555001882722e-12,6.8598480235393844e-07,8.8162268128834766e-12,1.0620888206892195e-08,1.9950117541207816e-14,1.9368445395448412e-16,4.9079612782149393e-11,2.5330548965611475e-10,1.417880552006364e-08,5.2682263531786845e-09,2.0501292197799757e-19,8.2648702800688463e-16,8.8827944320930436e-20,8.8336911131694578e-17,1.3343848111280368e-08,8.6432205358549026e-18,3.4343465560829717e-18,2.4776745862852745e-20,4.0437302986230778e-21,2.697486824416189e-22,3.793572597085828e-11,6.7724121990111483e-11,6.805929536724783e-14,4.7978969863614971e-14,5.3424497409475732e-17,4.5446935161836539e-16,-1.0933194136448619e-15,7.1813479760973357e-14,5.3549572446874782e-21,2.0165729636291858e-14,2.3128349755497265e-13,3.1665674954640773e-13,7.3207881572278135e-16,5.9140091855512881e-16,1.6166476240715683e-15,2.2800421670000215e-21,4.0645118222790088e-19,4.5407517215866359e-19,1.9520668992027185e-26,2.5337582945751571e-23,1.0976126159692896e-26,6.2181561660769591e-24,2.9236487102723816e-20,2.7867373604327572e-13,1.5175574461447748e-18,1.7408968118028594e-22,1.4465117916326747e-27,3.577431981903348e-18,1.0350897195331303e-13,6.7546282543692886e-18,5.2652944569347182e-22,5.9951492370576456e-25,4.012286390997475e-21,1.0919904939754972e-19,6.6941487037464217e-27,5.9259467223480798e-27,5.8983769202875557e-34,2.179214007634916e-28,3.3967571379480312e-32,5.1284182293629276e-31,3.3066587980658434e-35
2.6238979308031627e-09,0.0019342676303834322,1.7833632937742078e-18,1.3173299179885366e-14,1.4121274684007466e-15,1.0680388827678582e-13,3.3995625703671005e-10,1.9263764382722718e-14,-1.0068213458514023e-30,-2.8596965663637674e-27,1.5629116378831731e-28,-7.5854092238489654e-16,-4.7693472468216256e-18,1.7010437365223644e-17,-4.9878167663348637e-19,1.523771393280267e-29,-3.2484259542619511e-29,1.4543721573791786e-25,2.9869245468986937e-29,1.8157364663647016e-40,4.542445986046865e-25,3.9150635887719198e-16,1.4901922586961218e-22,5.4711436580675644e-16,7.1743758284082684e-11,6.8476088811837339e-20,-1.8681186138024241e-19,3.151895322373136e-15,-1.9914135152240415e-39,6.7440132278706575e-20,4.1316428843932393e-23,1.2276568903293122e-28,7.2502639875417423e-34,0.88129999999999997,0.0,0.0,0.0,0.0098874644797487445,0.10880228468504252,9.9999999999982807e-05,1.2656447336337869e-07,1.176504997885489e-06,4.8334005160615659e-07,1.621284451566085e-12,7.040327000574158e-07,8.8161732618809788e-12,1.0887255834688435e-08,2.047499464568599e-14,1.9854198273051004e-16,5.2859062557954501e-11,2.6722231444137806e-10,1.4534317649641511e-08,5.5356044541121849e-09,2.1339127229071916e-19,8.7929510213391204e-16,9.5640829210511206e-20,9.7178050430659939e-17,1.3678426340134605e-08,9.6988926341796485e-18,3.9237723008296553e-18,2.8385061819196586e-20,4.7502763297361915e-21,3.179590136813799e-22,3.9063556330773309e-11,7.1620537188271116e-11,7.1975432085008902e-14,5.074124552758196e-14,5.4775402148899115e-17,5.0449567784818792e-16,-1.112787762436947e-15,7.5190236937383561e-14,6.1638527454693746e-21,2.07867683796051e-14,2.3922203179528618e-13,3.3669072788323892e-13,7.7840794132223356e-16,6.2882925449747425e-16,1.7199889383029507e-15,2.4257897904551108e-21,4.4280052511899553e-19,4.9825099383861646e-19,2.1419785486260424e-26,2.7604293215981208e-23,1.2043965711611768e-26,6.8806903964459579e-24,3.25078885657097e-20,2.903845547088126e-13,1.5813301988633538e-18,1.9776891613649302e-22,1.6432650948564757e-27,3.7277676338234594e-18,1.1077925019856351e-13,7.1789313453129373e-18,5.596044013030479e-22,6.3717446330749539e-25,4.2643419821145967e-21,1.1918213292703359e-19,7.9211886525154524e-27,6.7889654353631209e-27,6.9774561192485783e-34,2.3149227997421931e-28,3.6082897271967686e-32,5.4478731723941615e-31,3.5125785135447229e-35
2.688067674083317e-09,0.0019342675949630369,1.8813638714916012e-18,1.4139132660879648e-14,6.1453716682335361e-16,1.1405352305199311e-13,3.5651229372191892e-10,2.1171122924889826e-14,-9.0044667184213725e-31,-2.4527284836536356e-25,1.6506248038738593e-28,-7.3516685371618769e-16,-4.1382557742714722e-18,1.7823456072580889e-17,-5.0734131604774462e-19,1.6557536543476497e-29,-3.3621532523860288e-29,1.5987616896938198e-25,3.4133546248159155e-29,1.9174281686434694e-40,4.9787373573799357e-25,3.8059240188050886e-16,1.6068204536689795e-22,5.5546276978482315e-16,7.5761298571139073e-11,7.394781115461833e-20,-1.8597238668361859e-19,3.4866800645020963e-15,-1.8198736701647048e-39,6.9545104806696196e-20,4.3849009174039441e-23,1.355826828215417e-28,7.2620291451365534e-34,0.88129999999999997,0.0,0.0,0.0,0.0098874023542057602,0.10880226635072471,9.9999999999982007e-05,1.2965734658756562e-07,1.2052615979149519e-06,4.9431477053398511e-07,1.6609122813658573e-12,7.2208006498419557e-07,8.8161197059075147e-12,1.1153615925615613e-08,2.099985625571226e-14,2.0339937406281439e-16,5.682726149775726e-11,2.8156223661447105e-10,1.4889827472388917e-08,5.8095971878174761e-09,2.2195045495980548e-19,9.3400583637147898e-16,1.0279362465371636e-19,1.0665234760837743e-16,1.4013002479593211e-08,1.0852555188239571e-17,4.4676781511314564e-18,3.240742701511563e-20,5.5578059494761701e-21,3.7328200988195442e-22,4.019245301776296e-11,7.5631149179269968e-11,7.6006356311205888e-14,5.3584534853607846e-14,5.6126401356396771e-17,5.585846223805105e-16,-1.1316570126834913e-15,7.8632124160570136e-14,7.0704925356420726e-21,2.1409101736437e-14,2.4718492812894115e-13,3.5740175300761081e-13,8.2630320815098533e-16,6.6752291329234128e-16,1.8268621430420534e-15,2.5765186224433e-21,4.8153508504471678e-19,5.4560363882396776e-19,2.3455473473758988e-26,3.0019791469604403e-23,1.3188596994837716e-26,7.5982420609412644e-24,3.6065055470943985e-20,3.0223817165204477e-13,1.6458805624000635e-18,2.2406742570878641e-22,1.8617824966470306e-27,3.8799364018398562e-18,1.1835061195779643e-13,7.6172946069128755e-18,5.9377536547063342e-22,6.7608193137759503e-25,4.5247505525291983e-21,1.297833961079438e-19,9.340214828857332e-27,7.751014838087283e-27,8.2251304025113113e-34,2.4551472865660295e-28,3.8268610919715772e-32,5.7779609811976097e-31,3.7253501917161867e-35
