Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826),S(1504)
1.2781369522747706e-10,0.0033317705482987024,3.1255018716563114e-16,4.1840672517050333e-12,2.6022663719520247e-12,5.0331602124843887e-15,1.4693337600264428e-10,5.7243489849268907e-16,-3.7377941973403389e-29,-3.8428132963651874e-21,1.9620408863572935e-24,2.2033472360333098e-20,8.6087746808074482e-25,4.6104869823947839e-17,1.941086622948161e-20,6.3906009204535982e-27,2.3334709900753859e-29,4.0515243397811186e-25,1.4939022962951317e-30,5.777224022072093e-39,1.0783802928100906e-21,1.3419719644201449e-26,7.3052231508530526e-18,2.8738368259080017e-23,4.6020118098153097e-10,1.9898634284834221e-18,1.4532226584496343e-20,6.9707342946303219e-18,-1.6198803129775042e-37,1.08705708681654e-31,2.2571519921266494e-20,6.0245544994201025e-27,4.8451883441621722e-36,0.88129999999999997,0.0,0.0,0.0,0.0098829119577958542,0.1088028457299028,9.999999999995539e-05,2.45810763722589e-07,2.0061245637403144e-06,1.857097153902832e-06,5.1306416225889737e-13,1.5084088365452715e-07,1.0544004819431066e-08,3.280772444478253e-09,1.5799661562883191e-15,2.3959874331979042e-17,7.4974800730393793e-13,7.2038963751289706e-11,1.0580371713718561e-06,1.6873770203563721e-09,3.1027284889041359e-19,9.6978291288069049e-16,1.3570615277494894e-19,5.8498687293969602e-17,1.7530688005941088e-06,1.1537070227805605e-18,1.8733706117350952e-20,4.8857655054629444e-21,2.5928446980439759e-23,2.9015131210871752e-24,9.9467787439607157e-10,4.6001869677195359e-10,1.1404350572447646e-13,6.8224288351396635e-14,3.2083308939502672e-15,2.2576811931257686e-16,1.1841897912602763e-21,2.0135383735975386e-11,2.5121678521400022e-23,1.3406833312979248e-13,1.6288297212218524e-12,5.6776608927853129e-13,2.3205036861884559e-16,1.4947234587145147e-16,5.4083238386488213e-16,6.5115787439709652e-23,1.1338273513572796e-17,7.7105712106306757e-19,1.1364440078707027e-26,6.9743307442352199e-21,6.5303358507735552e-27,4.9802620631888856e-22,5.8945507170873225e-19,5.4360071285289749e-14,1.4662571789093234e-19,1.5982328485865028e-22,3.5582063343554354e-27,2.9589939013056442e-19,4.7528328222798986e-15,8.6598445107406581e-17,1.549757824704635e-21,1.8633874215514779e-22,1.1918632023716483e-20,1.5308295584525845e-18,6.7493817416496147e-28,2.9014761405392804e-27,1.2919109834405886e-32,2.8780523362197416e-24,1.0298426819779463e-28,1.5559720927965319e-27,1.0945193456027602e-29,9.5357034401954571e-27,1.3631160600248175e-19,7.0779839226104878e-30,5.5627272995287134e-23
1.2954890358058308e-10,0.0033317705397166077,3.1966262490531906e-16,4.2729136018505326e-12,2.6171917879181029e-12,5.226195645214961e-15,1.5090129985073396e-10,6.0321341460332176e-16,-3.7235791767737196e-29,2.0329961496036546e-20,2.026781061329734e-24,-1.3504934872279275e-21,8.8182194842742233e-25,4.6959500551502588e-17,2.0209988141034354e-20,6.692167101221508e-27,2.4513514908689953e-29,4.1850368162948749e-25,1.5843671702157332e-30,6.17954842414368e-39,1.1228030042508914e-21,1.3798665861468548e-26,7.5031365758220327e-18,2.9147396289545347e-23,4.7732407172239621e-10,2.0930490971631078e-18,1.5500504959495617e-20,7.3373637522102984e-18,-1.637071446845845e-37,1.1150288263740425e-31,2.3500856372016682e-20,6.3973379835698264e-27,5.2639749678905145e-36,0.88129999999999997,0.0,0.0,0.0,0.0098828157657439002,0.10880284313262804,9.9999999999954617e-05,2.4914608330684849e-07,2.0333387941752791e-06,1.8817682334736866e-06,5.2002416471324292e-13,1.5338936370168325e-07,1.054390874806721e-08,3.3255508938197178e-09,1.6066599334015556e-15,2.428689673035705e-17,7.8270235549258956e-13,7.4019905021235455e-11,1.0724483205808116e-06,1.7334804775403615e-09,3.1556615085805611e-19,1.0073088213592253e-15,1.395496556592801e-19,6.0824036414041193e-17,1.7769479557881784e-06,1.2144012011922518e-18,1.9919589954857138e-20,5.20858099633256e-21,2.8001450230900121e-23,3.1353768998834936e-24,1.0168006393852778e-09,4.7713477656534693e-10,1.1829101457213464e-13,7.0773800164527501e-14,3.2426737753643701e-15,2.399987675529641e-16,1.1939646983168248e-21,2.0666852461737404e-11,2.6799508656575603e-23,1.359170721948454e-13,1.6606325370775022e-12,5.865568677984019e-13,2.3974183946345166e-16,1.5442489329739673e-16,5.5973289096160586e-16,6.739139156201119e-23,1.1641216399736164e-17,7.9582219849352656e-19,1.1729447120045246e-26,7.161006871710843e-21,6.7400794482836409e-27,5.1415012676683236e-22,6.1315171398577295e-19,5.56954683489607e-14,1.5022773563852533e-19,1.6847703317540446e-22,3.750897768411144e-27,3.0316857230488425e-19,4.9394849081077375e-15,8.944393613420233e-17,1.6006824111032791e-21,1.9246158266714609e-22,1.2310458737923996e-20,1.6023404058377421e-18,7.2678233039190104e-28,3.0931995798215495e-27,1.3741999433647337e-32,2.9665161085685049e-24,1.0614996052109321e-28,1.6038877794552856e-27,1.1281623359522485e-29,9.7963989719040776e-27,1.4078003688250485e-19,7.6852300743848769e-30,5.8530630422779837e-23
1.312841119336891e-10,0.0033317705311320636,3.2683044309297466e-16,4.3622593197039241e-12,2.6318196048679819e-12,5.4238443276184055e-15,1.549222476265035e-10,6.3521594829626223e-16,-3.7094294721882937e-29,4.8029285974779587e-21,2.0927675671076307e-24,1.4988478617079281e-20,9.0330867530827228e-25,4.7826497908052362e-17,2.1030606906631113e-20,7.0035976270280394e-27,2.5734745981643958e-29,4.321072963408883e-25,1.6789931253167013e-30,6.6032055662755899e-39,1.1684220844029191e-21,1.3905234728509481e-26,7.7036274906090755e-18,2.9273088736239869e-23,4.948248011270239e-10,2.2000304449606323e-18,1.6518623106846836e-20,7.7179659518610156e-18,-1.6541422845093743e-37,1.1434561249091701e-31,2.4455195622798126e-20,6.7880255028074706e-27,5.71250409207758e-36,0.88129999999999997,0.0,0.0,0.0,0.0098827195745825255,0.10880284053419113,9.9999999999953804e-05,2.5248135399282366e-07,2.0605524668404451e-06,1.9064371271005237e-06,5.2698402421682994e-13,1.5593895266570073e-07,1.0543812677582899e-08,3.3703284235081605e-09,1.6333653257528532e-15,2.4613912412398462e-17,8.1661191608009372e-13,7.6028039725017028e-11,1.0868593143513706e-06,1.7802046820810829e-09,3.2088823323645623e-19,1.0457288119618659e-15,1.4346672452231405e-19,6.3214202279725189e-17,1.8008268869461619e-06,1.2774791370189277e-18,2.1163228131862395e-20,5.548128924128082e-21,3.0209370870867092e-23,3.384712884247539e-24,1.039063227743569e-09,4.9462854399492428e-10,1.2263234960910685e-13,7.3379831328245147e-14,3.2770097348943061e-15,2.5491792501522939e-16,1.2023924651025623e-21,2.1204694827752505e-11,2.8565663911323831e-23,1.377710587440995e-13,1.6926228021843391e-12,6.0571200795383181e-13,2.4758267584490591e-16,1.594735819634305e-16,5.790216373871989e-16,6.9713739313551734e-23,1.1948048691173664e-17,8.2099350287156299e-19,1.2100441452127892e-26,7.3500839097964774e-21,6.9532635161007727e-27,5.3059521536738437e-22,6.3746932574471232e-19,5.7043216150037208e-14,1.5386306792358672e-19,1.7747628739890971e-22,3.9512836968170913e-27,3.1050498720867374e-19,5.1306876411416689e-15,9.2343664143170204e-17,1.6525776910278272e-21,1.9870112938101231e-22,1.2709757765489597e-20,1.6761851596061051e-18,7.8188214044250125e-28,3.2948613318270272e-27,1.4607087981135808e-32,3.056563590516111e-24,1.093723301746626e-28,1.6526628697653874e-27,1.1624076210315097e-29,1.0061960887952675e-26,1.4533156691596444e-19,8.3350896276287838e-30,6.1541682759184239e-23
1.3301932028679512e-10,0.003331770522545354,3.3405338396468579e-16,4.4521002478431885e-12,2.6462058287939333e-12,5.6261486336276514e-15,1.5899615125368479e-10,6.6847447889045045e-16,-3.695332402467313e-29,-1.7123687447937365e-20,2.1600073894827476e-24,3.7749149548514609e-20,9.2518566177541764e-25,4.8701413219223654e-17,2.1873002166760601e-20,7.3250899920334568e-27,2.6999347119419056e-29,4.4596361675781796e-25,1.777913644217413e-30,7.0493156852157104e-39,1.2152530529760177e-21,1.3890663359824514e-26,7.9066932731294483e-18,2.9279266971809174e-23,5.1270573011290807e-10,2.31088977164718e-18,1.7588399500546503e-20,8.112872867175436e-18,-1.6710933293413293e-37,1.1726693464176535e-31,2.5434860995862081e-20,7.1972385715649703e-27,6.1924331937041447e-36,0.88129999999999997,0.0,0.0,0.0,0.0098826233843117752,0.10880283793467001,9.9999999999952991e-05,2.5581657578105611e-07,2.087765581701794e-06,1.9311039126605174e-06,5.3394374076109533e-13,1.5848957270331924e-07,1.0543716607978191e-08,3.4151050334785577e-09,1.6600815179808682e-15,2.494092137762843e-17,8.5149019021122779e-13,7.8063380771368358e-11,1.1012701526849944e-06,1.8275496092153758e-09,3.2623910966394866e-19,1.0850505484605621e-15,1.4745835222180038e-19,6.5670399177296658e-17,1.824705594090359e-06,1.3430063499197909e-18,2.2466640592074759e-20,5.9050537127944854e-21,3.2559066804755698e-23,3.6503328656090081e-24,1.0614632296091595e-09,5.1250235901206925e-10,1.2706809803833963e-13,7.6042737483740062e-14,3.3113466309132137e-15,2.7054894008623736e-16,1.2106017974906392e-21,2.174889066485628e-11,3.0423627223221433e-23,1.3963021388494635e-13,1.7247984306996207e-12,6.2523363821445699e-13,2.5557375196382874e-16,1.6461897429817354e-16,5.9870107117677029e-16,7.208312543502582e-23,1.2258767692473762e-17,8.4657094425290638e-19,1.2477421749287453e-26,7.5415601926806031e-21,7.1698872924580276e-27,5.4736421687866461e-22,6.6241566882204519e-19,5.8403195448523271e-14,1.575313931078355e-19,1.8683003684448744e-22,4.1595643440578909e-27,3.1790798573735685e-19,5.3264827212273792e-15,9.5297915633606284e-17,1.7054487922600206e-21,2.0505799878629973e-22,1.311656860572842e-20,1.7524079971605841e-18,8.40397635622789e-28,3.5068441810467598e-27,1.5516059392437885e-32,3.1482030553394617e-24,1.1265167326587336e-28,1.7023018646048744e-27,1.197258347262447e-29,1.0332739331441234e-26,1.4996624009839836e-19,9.029898510506685e-30,6.4662798393844028e-23
1.3475452863990113e-10,0.0033317705139567196,3.413307589404343e-16,4.5424255644448409e-12,2.6603985205755537e-12,5.8331501355617712e-15,1.6312297062721962e-10,7.0302142652766846e-16,-3.681293914517756e-29,-1.9679702967979582e-21,2.2285074339682824e-24,2.3449662000409177e-20,9.4737848115336395e-25,4.9583708682165654e-17,2.2737451923583413e-20,7.6568418111536285e-27,2.8308277850662134e-29,4.6007722026340363e-25,1.8812662115597245e-30,7.5189069868811952e-39,1.2633114156914596e-21,1.3829840522890257e-26,8.1123313038339514e-18,2.9233091177879385e-23,5.3096918055288798e-10,2.4257098360622357e-18,1.8711689937509871e-20,8.5224193427605873e-18,-1.6879252423342204e-37,1.2019918073671315e-31,2.6440175497299091e-20,7.6256118109890492e-27,6.7055577266392188e-36,0.88129999999999997,0.0,0.0,0.0,0.0098825271949316857,0.10880283533413763,9.9999999999952205e-05,2.5915174867208732e-07,2.114978138731984e-06,1.9557686631746992e-06,5.4090331433917151e-13,1.6104115082584371e-07,1.0543620539253139e-08,3.4598807236733988e-09,1.6868077455729082e-15,2.5267923625626966e-17,8.8735067025618526e-13,8.0125941064786984e-11,1.1156808355831462e-06,1.8755152341811103e-09,3.3161879377340671e-19,1.1252816158689381e-15,1.515255335374427e-19,6.8193856603606914e-17,1.8485840772430063e-06,1.4110495128231269e-18,2.3831891368313709e-20,6.2800162039677712e-21,3.5057640570537118e-23,3.933079639188091e-24,1.0839982757664834e-09,5.307585425386708e-10,1.3159883735109555e-13,7.8762868389811879e-14,3.3456920561869132e-15,2.869155953631738e-16,1.2187424171632954e-21,2.229941986471529e-11,3.2376973647804329e-23,1.4149445988807211e-13,1.75715737085382e-12,6.451238646428356e-13,2.6371593281137525e-16,1.6986162680620188e-16,6.1877361429809596e-16,7.4499841528650763e-23,1.2573370734793911e-17,8.7255442193391744e-19,1.2860386527276304e-26,7.7354340709936154e-21,7.389949924463779e-27,5.6445987397041063e-22,6.8799849735060832e-19,5.9775288102472932e-14,1.6123239251487135e-19,1.9654737751168529e-22,4.3759423112224811e-27,3.2537692476378797e-19,5.5269114625334428e-15,9.830697340613625e-17,1.7593007763807829e-21,2.1153279941374597e-22,1.3530930247949948e-20,1.8310533176488081e-18,9.0249435603723881e-28,3.7295406645001939e-27,1.6470645469006964e-32,3.2414426926676579e-24,1.1598828290809573e-28,1.7528092192796844e-27,1.2327176292545713e-29,1.0608373879201727e-26,1.5468552390788815e-19,9.7720900212479843e-30,6.7896359856760167e-23
1.3648973699300715e-10,0.0033317705053664054,3.4866241190063743e-16,4.6332327077422494e-12,2.6744890899347744e-12,6.0448905325930365e-15,1.6730260093052267e-10,7.3888959140599304e-16,-3.6673114151114135e-29,1.4769214062385065e-20,2.2982745163954811e-24,7.589835374579737e-21,9.6966363863700833e-25,5.0469055452263418e-17,2.3624235190420484e-20,7.9990607166495743e-27,2.9662500315596343e-29,4.744480706728502e-25,1.9891894872225798e-30,8.0132490754572238e-39,1.3126126630115748e-21,1.3946756361038576e-26,8.3205389676523711e-18,2.935863570525451e-23,5.4961743201221935e-10,2.5445738936717277e-18,1.9890391810201156e-20,8.946943441402607e-18,-1.7046385075597638e-37,1.2319492697853732e-31,2.747146178531555e-20,8.0737944495771985e-27,7.2536671863575546e-36,0.88129999999999997,0.0,0.0,0.0,0.0098824310064422986,0.10880283273266214,9.9999999999951378e-05,2.6248687266645876e-07,2.1421901378989761e-06,1.9804314467027193e-06,5.4786274494300005e-13,1.63593619004383e-07,1.0543524471407776e-08,3.5046554940411807e-09,1.7135432959672464e-15,2.5594919156017925e-17,9.2420683958937558e-13,8.2215733505241389e-11,1.1300913630472889e-06,1.924101532215157e-09,3.3702729920867946e-19,1.1664295132612377e-15,1.5566926521746627e-19,7.07858209130621e-17,1.8724623364262713e-06,1.4816765949299399e-18,2.5261094135351997e-20,6.6736957982802042e-21,3.7712473843677719e-23,4.2338311330803072e-24,1.10666604094773e-09,5.4939937320545099e-10,1.3622513451537376e-13,8.1540567431356013e-14,3.3800389308453534e-15,3.0404215482827944e-16,1.2279137654967766e-21,2.285626238607214e-11,3.4429382481159395e-23,1.4336373981766924e-13,1.7896975773180589e-12,6.6538476826318741e-13,2.7201007310536357e-16,1.7520208938080916e-16,6.3924166020564076e-16,7.6964175763672556e-23,1.2891855177904811e-17,8.9894382435556076e-19,1.3249334141851375e-26,7.9317039129204841e-21,7.6134504672883841e-27,5.8188492777042392e-22,7.1422555683433883e-19,6.1159377171232111e-14,1.6496575070867667e-19,2.0663752332915914e-22,4.6006228265067498e-27,3.3291116770030075e-19,5.7320147572583594e-15,1.0137111613481362e-16,1.814138631114223e-21,2.1812613091456563e-22,1.3952881112749921e-20,1.9121657616321977e-18,9.6834405293176402e-28,3.9633543437324983e-27,1.7472632020348369e-32,3.336290588892829e-24,1.193824485191121e-28,1.8041893325693777e-27,1.2687885423543852e-29,1.0889299513081319e-26,1.5948933383913615e-19,1.056419121158605e-29,7.1244765006435002e-23
1.3822494534611317e-10,0.0033317704967746158,3.5604812947602022e-16,4.7245182362300067e-12,2.6884263318984052e-12,6.2614111790151236e-15,1.7153510161509408e-10,7.7611209233673471e-16,-3.6533807281815971e-29,-3.7945395846496821e-21,2.3693153899572457e-24,2.7052898404359381e-20,9.9216729337759337e-25,5.1359233409139742e-17,2.4533628604569955e-20,8.3519277785312409e-27,3.1062984900827814e-29,4.8907721057936783e-25,2.1018243513851602e-30,8.5331761077466365e-39,1.3631722742593999e-21,1.411526860193845e-26,8.5313136478240863e-18,2.9535612980010754e-23,5.6865273420643619e-10,2.6675655498128494e-18,2.1126432315945202e-20,9.3867854841115727e-18,-1.7212337296807462e-37,1.2629054284935065e-31,2.8529042269272421e-20,8.5424462682288802e-27,7.8386174564700062e-36,0.88129999999999997,0.0,0.0,0.0,0.00988233481884364,0.1088028301303081,9.9999999999950552e-05,2.6582194776471183e-07,2.1694015791905992e-06,2.0050923279187049e-06,5.5482203256961239e-13,1.6614691259447291e-07,1.0543428404442132e-08,3.5494293445534202e-09,1.7402874920519927e-15,2.5921907968593256e-17,9.620721751102194e-13,8.4332770989503955e-11,1.1445017350788844e-06,1.9733084785547214e-09,3.4246463961036441e-19,1.2085016788419221e-15,1.5989054533078579e-19,7.3447550501517791e-17,1.8963403716622728e-06,1.554956498634471e-18,2.6756398340859884e-20,7.0867852991053139e-21,4.0531150901080952e-23,4.5534911209956025e-24,1.1294642308555884e-09,5.6842709980498698e-10,1.4094754907456563e-13,8.4376173496236427e-14,3.4143824972737713e-15,3.2195322816245181e-16,1.2376904845189621e-21,2.3419398235454968e-11,3.6584608360270273e-23,1.4523801214100254e-13,1.8224170250458174e-12,6.8601841259047746e-13,2.8045702037083485e-16,1.8064090728786928e-16,6.6010758217532658e-16,7.9476413879863212e-23,1.3214218400967679e-17,9.2573903259940347e-19,1.3644262840300987e-26,8.1303680987473312e-21,7.8403879137729939e-27,5.9964211825911364e-22,7.4110458673747902e-19,6.2555346566308823e-14,1.6873115455188871e-19,2.1710977235783681e-22,4.8338129923209636e-27,3.4051008259818954e-19,5.9418331982805214e-15,1.044906196060019e-16,1.8699672924992578e-21,2.2483858672623917e-22,1.4382459222601937e-20,1.995790140457517e-18,1.0381230207737567e-27,4.2086967418680542e-27,1.8523844092679605e-32,3.4327547630865821e-24,1.2283445710664707e-28,1.8564465664514578e-27,1.305474136304818e-29,1.1175794173335185e-26,1.6437794739832603e-19,1.1408803443465139e-29,7.4710422518550392e-23
1.399601536992192e-10,0.0033317704881815906,3.6348721477124836e-16,4.8162712294580975e-12,2.7021053713843918e-12,6.4827524330234185e-15,1.7582060188676856e-10,8.1472266335811004e-16,-3.6395004954796823e-29,-2.0336434238836887e-20,2.4416366965146189e-24,4.45176493963703e-20,1.0151662663839069e-24,5.2258520833835942e-17,2.5465907563447522e-20,8.715613644789144e-27,3.2510725994372097e-29,5.0396864336039607e-25,2.2193172693078719e-30,9.079354846649643e-39,1.415005708888359e-21,1.4058020928686456e-26,8.7446527299312173e-18,2.9497193007450484e-23,5.880772841405885e-10,2.79476902616593e-18,2.242179277486921e-20,9.8422897555867657e-18,-1.7377115421721029e-37,1.2940814365761141e-31,2.9613238909576889e-20,9.0322462370659491e-27,8.4624316356902791e-36,0.88129999999999997,0.0,0.0,0.0,0.009882238632135722,0.10880282752713438,9.9999999999949752e-05,2.6915697396738816e-07,2.1966124625957301e-06,2.0297513658593773e-06,5.61781177216277e-13,1.6870097258721478e-07,1.0543332338356232e-08,3.5942022751924069e-09,1.7670397157444167e-15,2.6248890063223637e-17,1.0009601427435866e-12,8.6477066408833573e-11,1.1589119516793957e-06,2.0231360484375721e-09,3.4793082860053029e-19,1.2515054425767141e-15,1.6419037413073117e-19,7.6180325505949244e-17,1.9202181829730401e-06,1.6309598355440475e-18,2.8320019085580092e-20,7.5200022045686368e-21,4.3521632771917709e-23,4.8930112070816374e-24,1.152390605774322e-09,5.8784391843979788e-10,1.4576662746133197e-13,8.7270017531286744e-14,3.4487286634473271e-15,3.4067405016953926e-16,1.2470216292126684e-21,2.398880750526608e-11,3.8846544886601084e-23,1.4711722422957504e-13,1.8553137283001274e-12,7.0702683004933881e-13,2.8905760935814554e-16,1.8617861757534512e-16,6.8137371763711644e-16,8.2036837301181458e-23,1.3540457817444347e-17,9.5293991565228172e-19,1.4045170691651712e-26,8.3314250300855033e-21,8.0707611543244371e-27,6.1773418187115852e-22,7.6864331574200015e-19,6.3963081718622352e-14,1.7252829500558469e-19,2.2797357423858213e-22,5.0757232878207621e-27,3.4817304577989263e-19,6.1564068447903089e-15,1.076657544787415e-16,1.9267916048041e-21,2.3167074925326412e-22,1.481970189304948e-20,2.0819715685239613e-18,1.1120159215192683e-27,4.4659940513704536e-27,1.9626179223061416e-32,3.5308431158006643e-24,1.2634459143681852e-28,1.9095852185616429e-27,1.3427774157748704e-29,1.1467623735005978e-26,1.693526343462951e-19,1.2308675050035862e-29,7.8295760176922241e-23
1.416953620523252e-10,0.003331770479587489,3.7097899372900516e-16,4.9084811285147489e-12,2.7155872850187463e-12,6.7089543282336942e-15,1.8015904537444606e-10,8.5475541831709241e-16,-3.6256724543405619e-29,3.3151551319684326e-21,2.5152450017934154e-24,2.1812276764011776e-20,1.038552803884491e-24,5.3165542045173738e-17,2.6421349203576447e-20,9.0903227061701306e-27,3.4006724251727682e-29,5.1912609604133576e-25,2.3418169246604844e-30,9.6529886180345286e-39,1.4681284130562204e-21,1.3882679609939058e-26,8.9605536069049156e-18,2.9346154517714613e-23,6.0789324329448679e-10,2.9262689593482293e-18,2.3778491587624936e-20,1.0313803284794139e-17,-1.7540724897624152e-37,1.3247713891996222e-31,3.0724373361050759e-20,9.5438865271208023e-27,9.1271922115488291e-36,0.88129999999999997,0.0,0.0,0.0,0.009882142446318588,0.10880282492319639,9.9999999999948952e-05,2.7249195127502907e-07,2.2238227880843991e-06,2.0544086158980902e-06,5.6874017887542231e-13,1.7125574363589209e-07,1.0543236273150091e-08,3.6389742859345262e-09,1.7937993873209426e-15,2.6575865439736658e-17,1.0408842011531583e-12,8.8648632650763911e-11,1.1733220128502848e-06,2.0735842171015161e-09,3.5342587980033168e-19,1.2954480611787187e-15,1.6856975328216483e-19,7.8985440909692725e-17,1.9440957703805421e-06,1.7097583940886245e-18,2.9954216726236612e-20,7.9740810734758631e-21,4.6692142122455362e-23,5.2533763909296122e-24,1.1754429627313777e-09,6.0765198970092534e-10,1.5068290727211264e-13,9.0222425131356894e-14,3.4830794103432033e-15,3.6023028362016867e-16,1.2562672302866768e-21,2.456447034638771e-11,4.1219181736626499e-23,1.4900130727011182e-13,1.8883857234662268e-12,7.2841203182920857e-13,2.9781266609472749e-16,1.918157516794088e-16,7.0304237966623024e-16,8.4645724519301998e-23,1.387057086438375e-17,9.8054633471397211e-19,1.4452055650158213e-26,8.5348731230034593e-21,8.3045690133982836e-27,6.3616385237651077e-22,7.9684946518158225e-19,6.5382469089015884e-14,1.7635686580894242e-19,2.3923848199072649e-22,5.3265664951232986e-27,3.5589943917438804e-19,6.3757753942170671e-15,1.108967879122684e-16,1.9846163496566216e-21,2.3862319336925998e-22,1.5264645957142593e-20,2.1707553649897558e-18,1.1902132297210942e-27,4.7356825992047874e-27,2.0781585036713322e-32,3.6305634651778002e-24,1.2991313132678243e-28,1.9636095418608212e-27,1.3807013540933153e-29,1.1764608698569449e-26,1.744145706617989e-19,1.3266649313793644e-29,8.2003218646226733e-23
1.4343057040543122e-10,0.0033317704709925067,3.7852362512849738e-16,5.0011502846897267e-12,2.7290486700318454e-12,6.9400573725398472e-15,1.8455023140270746e-10,8.9624479233760063e-16,-3.6119007225177622e-29,2.1675571630427447e-20,2.590146792504248e-24,4.4197991274003987e-21,1.0619065497634499e-24,5.4074318926151459e-17,2.7400231971399696e-20,9.4762853982407889e-27,3.5551977699184577e-29,5.3454900070826156e-25,2.469472711741931e-30,1.0255730279029926e-38,1.5225558189332143e-21,1.4011212296052011e-26,9.1790136781005956e-18,2.9483431748669467e-23,6.2810273714165903e-10,3.0621504047428883e-18,2.5198586792215469e-20,1.0801676020163221e-17,-1.7703170842664489e-37,1.3560193719380372e-31,3.1862766957938511e-20,1.0078073545311245e-26,9.8349910324457607e-36,0.88129999999999997,0.0,0.0,0.0,0.0098820462613922848,0.10880282231854631,9.9999999999948099e-05,2.7582687968817622e-07,2.2510325556238653e-06,2.0790641301147935e-06,5.7569903753880086e-13,1.7381117368615382e-07,1.0543140208823764e-08,3.6837453767279034e-09,1.8205659615435455e-15,2.6902834097753431e-17,1.081857801973855e-12,9.0847482599097884e-11,1.1877319185930154e-06,2.1246529597837225e-09,3.58949806837854e-19,1.3403367161083912e-15,1.7302968569527156e-19,8.1864207394233925e-17,1.9679731339066851e-06,1.7914252411532573e-18,3.1661300988895382e-20,8.4497752108546701e-21,5.0051193934724047e-23,5.6356091183612452e-24,1.1986191358619775e-09,6.2785343818705241e-10,1.5569691714746413e-13,9.3233716466939414e-14,3.5174294595517958e-15,3.8064804684976891e-16,1.2669394056726417e-21,2.5146366971017121e-11,4.37066143802432e-23,1.5089019999005325e-13,1.9216310539906836e-12,7.5017600706732337e-13,3.0672300755826683e-16,1.9755283521277012e-16,7.2511585620049552e-16,8.7303350999385123e-23,1.420455500208187e-17,1.0085581442171358e-18,1.4864915570336085e-26,8.7407108080195868e-21,8.5418102581371418e-27,6.549338616314633e-22,8.257307486629313e-19,6.681339620190654e-14,1.8021656357008235e-19,2.5091415755813461e-22,5.5865578228568953e-27,3.6368865050052267e-19,6.5999781704015507e-15,1.1418398343468802e-16,2.0434462436946851e-21,2.4569648613440761e-22,1.5717327747479724e-20,2.2621870583404713e-18,1.272911857646929e-27,5.0182098481089528e-27,2.199206451831681e-32,3.7319235388690589e-24,1.3354035335471537e-28,2.0185237401658748e-27,1.4192488901737499e-29,1.206730937340907e-26,1.795634875230832e-19,1.4285667281274833e-29,8.5835251653856842e-23
