Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332)
3.9424136386566084e-08,0.0015989195361069393,3.3953729834896148e-18,9.5355327805497287e-14,3.6363293808152249e-16,1.3950827210685289e-14,5.661334349571475e-09,1.2624037846862889e-11,4.3638333998331502e-37,-7.8700285742191045e-30,1.802567934143922e-31,-3.8921582443619788e-15,3.7348960293928373e-30,3.3850755927004215e-17,-2.0128487126410012e-17,-3.15317697528099e-30,2.992083222032986e-29,4.3763488518756944e-23,6.4447865235263054e-26,5.5439791822257886e-46,7.9864000579802433e-29,2.7172625934983232e-22,1.4879346710880137e-38,1.9569959092381363e-15,-7.9960750350713332e-31,-1.1595893587076478e-29,-4.87123187879183e-19,4.0729213248994065e-15,3.0906027865558655e-46,1.388344635065168e-19,4.5767675223025754e-22,6.075670509286243e-26,4.5505972072229756e-33,0.88129999999999997,0.0,0.0,0.0,0.0098829448220706211,0.10880014815951557,9.9999999999965188e-05,3.4666595316223275e-07,3.2105089218601815e-06,5.023405753424559e-07,9.2782885005969691e-12,2.7745416589709522e-06,3.2228960982779612e-13,6.3357473981648014e-08,1.3317999222396584e-13,1.8193153044539542e-15,8.2579523464382156e-09,1.2604687631837506e-08,7.1969027428226162e-09,1.2444002409274625e-07,3.6632755151550603e-18,1.8241546791914919e-14,2.635747153413166e-18,7.6458623910561991e-15,5.2540054633688611e-09,2.752671402649174e-15,9.5485212738642957e-15,3.050802060742972e-17
3.943984743293717e-08,0.0015989195342885553,3.3980686136840743e-18,9.5430087208128562e-14,3.5451291855215071e-16,1.3971634211092072e-14,5.6658158911129553e-09,1.2644036679826496e-11,4.0926932051702189e-37,-1.2811163776740248e-30,1.8045571073652979e-31,-3.8921498369274317e-15,3.7400911522048134e-30,3.3865620708487093e-17,-2.0136893445769167e-17,-3.1564749203213519e-30,3.0220829500103713e-29,4.3833982209832495e-23,6.4602704655046943e-26,5.5531387304677106e-46,7.9863999243071654e-29,2.6993424710037508e-22,1.487933603862511e-38,1.9569959103092358e-15,-8.0030805884528897e-31,-1.1601263258857259e-29,-4.8712318787917674e-19,4.0838509707471823e-15,3.0361111195862994e-46,1.3883446440502726e-19,4.5786685417905953e-22,6.0829993979367856e-26,4.5505972072229394e-33,0.88129999999999997,0.0,0.0,0.0,0.0098829419655989351,0.1088001470176535,9.9999999999965175e-05,3.4680347884128824e-07,3.2117787935083561e-06,5.0253519349014306e-07,9.2819583103038129e-12,2.7756441308134082e-06,3.2228951850667431e-13,6.3382536313977396e-08,1.3323291166529627e-13,1.8200349714829086e-15,8.2677749603675544e-09,1.2617847299353967e-08,7.1997698321741927e-09,1.2453899987411627e-07,3.666957124801919e-18,1.8260964189039086e-14,2.6388845485103224e-18,7.6560100059304491e-15,5.2560985712236414e-09,2.7572333532931498e-15,9.5654863916774139e-15,3.0567831353790854e-17
3.947126952567934e-08,0.0015989195306517915,3.4034197587522888e-18,9.5575650325583843e-14,3.4362168012914993e-16,1.4013312465919723e-14,5.6747842240999835e-09,1.2684105436960587e-11,3.588051181110094e-37,-1.1235387702322015e-30,1.8085408118928379e-31,-3.8921330213815359e-15,3.7506603565714859e-30,3.3895352724961398e-17,-2.0153706781452005e-17,-3.1631773945716359e-30,3.0822286867737325e-29,4.3975226535044283e-23,6.491331493581836e-26,5.571358086913926e-46,7.986399798831679e-29,2.6638560152305222e-22,1.4879314820565773e-38,1.9569959124263271e-15,-8.0171015688835638e-31,-1.1612002706516342e-29,-4.8712318787916412e-19,4.1057592200539621e-15,2.9205209607113525e-46,1.3883446618429737e-19,4.5824703204534148e-22,6.0976744956074807e-26,4.5505972072228675e-33,0.88129999999999997,0.0,0.0,0.0,0.0098829362525509716,0.10880014473392667,9.9999999999965148e-05,3.470785287076475e-07,3.2143185059185119e-06,5.0292442532301524e-07,9.2892978402508828e-12,2.7778490491454756e-06,3.2228933586101846e-13,6.3432660367681247e-08,1.3333874933100241e-13,1.821474287997195e-15,8.287443452971686e-09,1.2644193435936343e-08,7.2055040083534116e-09,1.2473706877528248e-07,3.6743276568198012e-18,1.8299839298892574e-14,2.6451667766907066e-18,7.6763325267051672e-15,5.2602847851539007e-09,2.7663743451709975e-15,9.5994852183350958e-15,3.0687728613710808e-17
3.9486980572050426e-08,0.0015989195288334123,3.4060806249194163e-18,9.5646953693885726e-14,3.4128639671795404e-16,1.4034183751632998e-14,5.6792710155403062e-09,1.2704175398245818e-11,3.3523624944630328e-37,-1.3523327253353046e-30,1.8105353441573173e-31,-3.8921246132701075e-15,3.75603019255588e-30,3.3910219995363534e-17,-2.0162113797768454e-17,-3.1665801238080541e-30,3.1123747532098754e-29,4.40459773099282e-23,6.5069086793572154e-26,5.580425883167725e-46,7.9863998051045389e-29,2.6462881210786469e-22,1.4879304276299352e-38,1.9569959134724253e-15,-8.0241169960635241e-31,-1.1617372484212168e-29,-4.8712318787915786e-19,4.1167378571541657e-15,2.8602430778431888e-46,1.3883446706513039e-19,4.5843710796450833e-22,6.105020708837509e-26,4.5505972072228313e-33,0.88129999999999997,0.0,0.0,0.0,0.0098829333959746905,0.10880014359206196,9.9999999999965134e-05,3.4721605289495361e-07,3.2155883466746796e-06,5.0311903900717345e-07,9.2929675604743101e-12,2.7789514956292179e-06,3.2228924453648418e-13,6.3457722088941817e-08,1.3339166755509636e-13,1.8221939374792567e-15,8.2972893376432817e-09,1.2657379910767245e-08,7.2083710951810335e-09,1.2483616189439969e-07,3.6780165807604707e-18,1.8319297020463587e-14,2.6483116116938239e-18,7.6865074408401171e-15,5.2623778912293667e-09,2.7709533959261633e-15,9.6165189687869746e-15,3.0747815329768861e-17
3.95184026647926e-08,0.0015989195251966575,3.411391324306727e-18,9.5788320182211131e-14,3.3876462053396517e-16,1.4075990722935338e-14,5.6882498504938678e-09,1.2744386579133988e-11,2.9238150329881436e-37,-1.3113435489172638e-30,1.8145297699248743e-31,-3.8921077963699489e-15,3.7670036110763615e-30,3.3939957180347409e-17,-2.0178928527333348e-17,-3.1734190374055525e-30,3.1728134029220354e-29,4.4187736436343886e-23,6.5381566444073078e-26,5.5985055722178936e-46,7.9863998542956563e-29,2.6114991655821475e-22,1.4879283323390928e-38,1.9569959155398633e-15,-8.0381577246782443e-31,-1.1628112153577753e-29,-4.8712318787914525e-19,4.1387442404788811e-15,2.7358915006391704e-46,1.3883446880937284e-19,4.5881723378006679e-22,6.1197304746091452e-26,4.5505972072227594e-33,0.88129999999999997,0.0,0.0,0.0,0.0098829276827175454,0.10880014130832988,9.9999999999965107e-05,3.4749109977782439e-07,3.2181279972751146e-06,5.0350826190836579e-07,9.3003069113802836e-12,2.7811563632174532e-06,3.2228906188400353e-13,6.3507844920009182e-08,1.3349750278506212e-13,1.8236332188854309e-15,8.317004398716266e-09,1.2683779687919759e-08,7.2141052663122504e-09,1.2503446546800317e-07,3.6854017484288818e-18,1.8358252818996514e-14,2.654608728325222e-18,7.7068845971900162e-15,5.2665641016009329e-09,2.7801286308995238e-15,9.650655248087106e-15,3.0868265441234107e-17
3.958124685027693e-08,0.0015989195179231654,3.421995683870057e-18,9.6068621828774418e-14,3.3967481773837722e-16,1.4159862655241939e-14,5.7062285278486905e-09,1.2825094494808485e-11,2.2132497925786877e-37,-1.3100491861951498e-30,1.8225400926453798e-31,-3.892074159859325e-15,3.7898149850240183e-30,3.3999442319519656e-17,-2.0212560774089711e-17,-3.1872278431641268e-30,3.2942778088104848e-29,4.4472286973145733e-23,6.6010283526189606e-26,5.6344856205746391e-46,7.9864000988249221e-29,2.5432874495549653e-22,1.4879241962655658e-38,1.9569959195772068e-15,-8.0662786808011604e-31,-1.164959195743718e-29,-4.8712318787912002e-19,4.1829539161892456e-15,2.4790230373947243e-46,1.3883447222915892e-19,4.5957738133456145e-22,6.149219422310193e-26,4.5505972072226137e-33,0.88129999999999997,0.0,0.0,0.0,0.0098829162557849248,0.10880013674085524,9.9999999999965053e-05,3.480411875766334e-07,3.2232071747426352e-06,5.0428668982781872e-07,9.3149852547808553e-12,2.7855659967948142e-06,3.2228869656539402e-13,6.3608088134637738e-08,1.3370916836816334e-13,1.8265117114174299e-15,8.3565277717235488e-09,1.2736686632885236e-08,7.2255735984782981e-09,1.2543154194716663e-07,3.7002013848858551e-18,1.8436325961390986e-14,2.6672327749629288e-18,7.7477483374782184e-15,5.2749365152263988e-09,2.7985477682793217e-15,9.7192035041421666e-15,3.1110275225921167e-17
3.970693522124561e-08,0.001598919503376249,3.4432295528592876e-18,9.6628212043176927e-14,3.4122015518643305e-16,1.4328641477867834e-14,5.742269920123177e-09,1.2987656713956133e-11,1.3000018652725267e-37,-1.2799641327724678e-30,1.8386467933793993e-31,-3.8920068759873948e-15,3.8388271112120727e-30,3.4118456456038704e-17,-2.0279836417297204e-17,-3.2149149647460225e-30,3.5395639517988076e-29,4.5045533033053573e-23,6.7282861747531707e-26,5.7059491465619736e-46,7.9864005060778589e-29,2.4121644969555835e-22,1.4879161352900347e-38,1.9569959272726045e-15,-8.122678603620413e-31,-1.1692553458286358e-29,-4.8712318787906966e-19,4.2721646944075342e-15,1.9715794094000398e-46,1.3883447880169022e-19,4.6109726022931158e-22,6.2084754534493244e-26,4.5505972072223222e-33,0.88129999999999997,0.0,0.0,0.0,0.0098828934002466208,0.10880012760586395,9.9999999999964931e-05,3.4914133930678125e-07,3.2333650340470694e-06,5.0584347401937316e-07,9.3443405059218119e-12,2.7943848568964137e-06,3.2228796587359021e-13,6.3808564760140435e-08,1.3413247999552355e-13,1.8322684149657784e-15,8.4359481926290253e-09,1.2842930730953069e-08,7.2485102224225845e-09,1.2622757215706177e-07,3.7299180380308041e-18,1.8593119417484388e-14,2.6926003367028078e-18,7.8299144504554515e-15,5.2916813140050037e-09,2.8356617833848788e-15,9.8574074865262966e-15,3.1598755862398489e-17
3.995831196318296e-08,0.001598919474282693,3.4862962106492595e-18,9.7789870266888952e-14,3.6787646479914957e-16,1.4670362714474446e-14,5.8146887228334683e-09,1.3317400188764917e-11,3.9472305984892486e-38,2.2451082036582923e-30,1.8712066938300293e-31,-3.8918722647809659e-15,3.9454259161136276e-30,3.4356664548413618e-17,-2.0414432295987112e-17,-3.2726697978082093e-30,4.039638568010576e-29,4.6208732492178113e-23,6.9889507474662331e-26,5.8478937781919821e-46,7.986404202247353e-29,2.1698782646521858e-22,1.4879008444154974e-38,1.956995941239351e-15,-8.2361106135408512e-31,-1.1778484204448652e-29,-4.8712318787896855e-19,4.4537824486067935e-15,1.1042705458965887e-46,1.3883449093745103e-19,4.6413535385231874e-22,6.3281038246524806e-26,4.5505972072217331e-33,0.88129999999999997,0.0,0.0,0.0,0.0098828476824797187,0.10880010933571348,9.9999999999964687e-05,3.5134154729928302e-07,3.2536787645348711e-06,5.0895675488717961e-07,9.4030452493843382e-12,2.8120209436360821e-06,3.2228650427170708e-13,6.4209478685606774e-08,1.3497902484282123e-13,1.8437806928262433e-15,8.5962891041221909e-09,1.3057144922237148e-08,7.2943833087418147e-09,1.278271409715595e-07,3.7898222708936305e-18,1.8909302932761937e-14,2.7438150532966526e-18,7.9960085808021167e-15,5.3251707976596756e-09,2.9110013709358481e-15,1.0138282926063155e-14,3.2593744995369369e-17
4.0209688705120307e-08,0.0015989194451895056,3.529822273780171e-18,9.8976501877077091e-14,3.5843455853040539e-16,1.5017679408852865e-14,5.8875555331794081e-09,1.365336635362106e-11,1.7502020336736309e-38,-1.8201012828953179e-32,1.9042319710861018e-31,-3.8917375955031695e-15,4.0616754243595548e-30,3.4595113027248359e-17,-2.0549087618634314e-17,-3.3306850063915865e-30,4.5525283782768459e-29,4.7394451873250765e-23,7.2579894776559912e-26,5.9891915375399611e-46,7.9864073245896203e-29,1.9519563943465905e-22,1.4878865138858707e-38,1.9569959534623334e-15,-8.3503857406312661e-31,-1.1864425179248695e-29,-4.8712318787886734e-19,4.639720149827493e-15,5.6109800941437529e-47,1.3883450183436201e-19,4.6717122965563331e-22,6.4492277760195021e-26,4.5505972072211357e-33,0.88129999999999997,0.0,0.0,0.0,0.0098828019557962842,0.10880009106533901,9.9999999999964443e-05,3.535416280053658e-07,3.2739898334149959e-06,5.1206965063688286e-07,9.4617422832708292e-12,2.8296548424254749e-06,3.2228504237891577e-13,6.4610339964361297e-08,1.3582546466693403e-13,1.8552914589318566e-15,8.7586403348115838e-09,1.3273670271554247e-08,7.3402561796007637e-09,1.2943671981146596e-07,3.8503570826165214e-18,1.9228963663612712e-14,2.7956725013474565e-18,8.1644659614639876e-15,5.3586601294190997e-09,2.9878394617589237e-15,1.0425186864501529e-14,3.3613122754685806e-17
4.0461065447057655e-08,0.0015989194160966854,3.5722810029150058e-18,1.0004555864079436e-13,2.8890189135582572e-16,1.537064332068747e-14,5.9608703786118461e-09,1.3995632377060706e-11,6.611773284570318e-38,-1.3055496633829716e-29,1.9377251007422264e-31,-3.8916028680191606e-15,4.1878811195206571e-30,3.4833796201161453e-17,-2.0683802370305844e-17,-3.3841476920849479e-30,5.0784138924972563e-29,4.8602985031044711e-23,7.5356165620187285e-26,6.1296566724423359e-46,7.9864024565255575e-29,1.7559343578860602e-22,1.4878728283199837e-38,1.9569959641081458e-15,-8.4655042608853146e-31,-1.1950375905430252e-29,-4.8712318787876613e-19,4.8300483860765687e-15,3.4768094859750876e-47,1.3883451161026969e-19,4.7020488870789006e-22,6.5718558990517724e-26,4.5505972072205281e-33,0.88129999999999997,0.0,0.0,0.0,0.0098827562202010635,0.10880007279474051,9.9999999999964199e-05,3.5574158142979812e-07,3.2942982276548725e-06,5.1518215915094236e-07,9.5204315699205546e-12,2.847286541271721e-06,3.2228358019537104e-13,6.501114833923023e-08,1.3667179889219555e-13,1.8668007058978517e-15,8.9230141510092946e-09,1.3492518571392391e-08,7.3861288349580718e-09,1.3105630727023639e-07,3.911525683969299e-18,1.9552119696392154e-14,2.8481766079491675e-18,8.3353034400293004e-15,5.3921493092530582e-09,3.0661958794048943e-15,1.0718206079109553e-14,3.4657314623626624e-17
4.0712442188995003e-08,0.0015989193870042332,3.6118147719630682e-18,1.0082359441668171e-13,1.7245889442022219e-16,1.5729305979078959e-14,6.0346332796614093e-09,1.4344275901766947e-11,1.9051882082339603e-37,-3.1138785589703836e-29,1.9716855983866153e-31,-3.8914680822090926e-15,4.3242831501550213e-30,3.5072707340977938e-17,-2.0818576536019698e-17,-3.4284725099909077e-30,5.6174775991116854e-29,4.9834627695706384e-23,7.8220503757092827e-26,6.2690468799767781e-46,7.9863825113936229e-29,1.579601658603195e-22,1.4878593098000048e-38,1.9569959733257165e-15,-8.5814664458025895e-31,-1.2036335822998116e-29,-4.8712318787866463e-19,5.0248384100989319e-15,4.4199617914564975e-47,1.3883452037163073e-19,4.7323633201431814e-22,6.6959967729086546e-26,4.5505972072199137e-33,0.88129999999999997,0.0,0.0,0.0,0.0098827104756988322,0.10880005452391776,9.9999999999963955e-05,3.5794140757734958e-07,3.3146039341980825e-06,5.1829427831276106e-07,9.5791130716038776e-12,2.864916028187999e-06,3.2228211772122877e-13,6.5411903552530864e-08,1.3751802694322972e-13,1.8783084263248468e-15,9.0894228128050275e-09,1.3713701608394433e-08,7.4320012747723971e-09,1.3268590193478396e-07,3.9733312841260034e-18,1.9878789108672052e-14,2.901331298207259e-18,8.5085378572068262e-15,5.4256383371313434e-09,3.146090579201355e-15,1.1017427984032732e-14,3.572675048175562e-17
4.12151956728697e-08,0.0015989193288204315,3.682424557336946e-18,1.0153619754067171e-13,-1.1408904817415703e-17,1.6463942007291603e-14,6.1835024616928419e-09,1.5061009166043207e-11,4.6126291194185264e-37,-5.3589183884052772e-29,2.0410034389068947e-31,-3.8911983352641896e-15,4.6127134920802439e-30,3.5551235725648888e-17,-2.1088303049325049e-17,-3.4960142170211723e-30,6.7358406378362611e-29,5.2368438494468622e-23,8.4222403355112952e-26,6.549206195025867e-46,7.9863071960748948e-29,1.2786128979446277e-22,1.4878312828357002e-38,1.9569959880180891e-15,-8.8159228889964757e-31,-1.2208283677611958e-29,-4.8712318787846126e-19,5.428093403256602e-15,1.1894722530067433e-46,1.3883453521135144e-19,4.7929257688823299e-22,6.9488510070853597e-26,4.5505972072186568e-33,0.88129999999999997,0.0,0.0,0.0,0.0098826189599917642,0.10880001798160011,9.9999999999963481e-05,3.6234067806089243e-07,3.3552072327218623e-06,5.2451734012300192e-07,9.6964525713292627e-12,2.9001683183254011e-06,3.2227919190175171e-13,6.6213253478404556e-08,1.392101622231296e-13,1.9013192583866592e-15,9.42839367137449e-09,1.4163119000813905e-08,7.5237455076068886e-09,1.3597510718511345e-07,4.0988663067917857e-18,2.0542740322351915e-14,3.0096081166356387e-18,8.8622648231410048e-15,5.4926159369001846e-09,3.310575533605351e-15,1.163483380894565e-14,3.7943103396358089e-17
4.164311560530927e-08,0.0015989192792982983,3.7395325619426474e-18,1.0180689570351528e-13,6.2772519317791496e-17,1.7107683232714923e-14,6.3116225152932983e-09,1.5691873955900648e-11,4.6604122976086989e-37,-3.4091820991487186e-29,2.1014802359709254e-31,-3.8909685549208785e-15,4.8541971129593241e-30,3.5959333959926203e-17,-2.1318068560333874e-17,-3.552056274391979e-30,7.7308507909880219e-29,5.460066563171778e-23,8.9629223630832339e-26,6.7953241584938252e-46,7.9862380202368851e-29,1.068167463298929e-22,1.4878057739922787e-38,1.9569959972452894e-15,-9.0181421692428884e-31,-1.23546692793482e-29,-4.8712318787828763e-19,5.786049260334957e-15,1.7544891918611133e-46,1.3883454544173853e-19,4.8444039672509252e-22,7.1689137565790766e-26,4.5505972072175579e-33,0.88129999999999997,0.0,0.0,0.0,0.009882541038133805,0.10879998687780648,9.9999999999963074e-05,3.6608472751432762e-07,3.38975824898265e-06,5.2981286907300183e-07,9.7963015204302127e-12,2.9301663168105251e-06,3.2227670066852882e-13,6.6895154711738261e-08,1.4065008772486091e-13,1.9209001109660052e-15,9.7234338079650393e-09,1.455310669689295e-08,7.6018331698569402e-09,1.3880624470416161e-07,4.2077523995240323e-18,2.111910065545424e-14,3.1038541897026942e-18,9.1710475533363999e-15,5.5496236156269754e-09,3.4556096969845636e-15,1.2180697503310217e-14,3.9913120153665664e-17
4.207103553774884e-08,0.0015989192297772316,3.806133578671451e-18,1.0291198750477593e-13,3.3364922014331054e-16,1.7768686985326738e-14,6.4410370002492963e-09,1.6342295697217548e-11,1.723337221574348e-37,6.2809944960836075e-30,2.1633585589997476e-31,-3.890738604605385e-15,5.0796179375859285e-30,3.6368250095880405e-17,-2.1548006037918454e-17,-3.6386108867561074e-30,8.7663979489397104e-29,5.6903978695999866e-23,9.5322686414700443e-26,7.0538859534466203e-46,7.9862135505684932e-29,8.9235504835202737e-23,1.4877802814977338e-38,1.9569960040537503e-15,-9.2228100381635833e-31,-1.2501088334468545e-29,-4.8712318787811353e-19,6.157932558955193e-15,1.517413397335008e-46,1.3883455383269013e-19,4.8958181762523608e-22,7.3934766480531337e-26,4.5505972072164337e-33,0.88129999999999997,0.0,0.0,0.0,0.0098824630905259819,0.10879995577336576,9.9999999999962668e-05,3.6982840820437054e-07,3.4243013030229746e-06,5.3510724095061192e-07,9.8961274079827775e-12,2.9601577423801271e-06,3.2227420859519664e-13,6.7576898462901783e-08,1.4208969772192559e-13,1.9404764414313078e-15,1.0024537424866078e-08,1.495002047510909e-08,7.6799202069347871e-09,1.4166636202710848e-07,4.3185280819976907e-18,2.1705888198391312e-14,3.2000389592524074e-18,9.4870054409464047e-15,5.6066308535991133e-09,3.6053786144977517e-15,1.2745751578806381e-14,4.1962320069894521e-17
4.249895547018841e-08,0.0015989191802572322,3.8817051220579694e-18,1.0480273672351971e-13,3.996961780288821e-16,1.8447218105279069e-14,6.571745651026982e-09,1.7012670947836839e-11,-2.0040765219405272e-38,2.2759735743328902e-30,2.2266922190154089e-31,-3.8905084840425631e-15,5.3155392100001284e-30,3.6777984325698877e-17,-2.1778115406792886e-17,-3.7431878852553727e-30,9.8433998832131914e-29,5.9279905739921189e-23,1.0131485776372749e-25,7.3223793701211109e-46,7.986214618262785e-29,7.4546445284061094e-23,1.487756159402538e-38,1.9569960088262728e-15,-9.429927928964622e-31,-1.2647540735319128e-29,-4.8712318787793894e-19,6.5441153960775583e-15,7.4903232003671825e-47,1.3883456067086365e-19,4.947168461813342e-22,7.6225816417251958e-26,4.5505972072152842e-33,0.88129999999999997,0.0,0.0,0.0,0.0098823851171911982,0.1087999246682777,9.9999999999962261e-05,3.735717201545721e-07,3.4588363314189959e-06,5.4040044534651882e-07,9.995930050709602e-12,2.9901425360894108e-06,3.2227171568250191e-13,6.8258483480664324e-08,1.4352898938493097e-13,1.9600482138533665e-15,1.0331764814316649e-08,1.5353918303298434e-08,7.7580066186371364e-09,1.4455545199344371e-07,4.4312091370991622e-18,2.2303191863571277e-14,3.2981817281319467e-18,9.8102213508714712e-15,5.6636376506680598e-09,3.7599846108803703e-15,1.3330446029883039e-14,4.4092954528841038e-17
4.282062199368317e-08,0.0015989191430338516,3.9339646025541968e-18,1.0576529728213592e-13,7.2966869563311072e-17,1.896895821132274e-14,6.6708519035207145e-09,1.7529968847142275e-11,2.2676075176551824e-37,-5.4618588999244666e-29,2.2752766377002887e-31,-3.8903353906159513e-15,5.527371568456743e-30,3.708646150353863e-17,-2.1951201264018265e-17,-3.8001392249509177e-30,1.0680878334456253e-28,6.1114622468805091e-23,1.0602329041166697e-25,7.5267908903849527e-46,7.9861803067622011e-29,6.5111271913051414e-23,1.4877383646782851e-38,1.9569960112181412e-15,-9.5872318938582869e-31,-1.2757647286130652e-29,-4.871231878778075e-19,6.8440500468859957e-15,5.9596388571803487e-47,1.3883456493948866e-19,4.985726299612789e-22,7.7978150803821711e-26,4.5505972072144002e-33,0.88129999999999997,0.0,0.0,0.0,0.0098823264878744061,0.10879990128622044,9.9999999999961949e-05,3.763853172100998e-07,3.4847909173832969e-06,5.4437856116298987e-07,1.007093607267086e-11,3.0126776413599425e-06,3.2226984121308064e-13,6.8770724242072374e-08,1.4461069064508985e-13,1.9747572513854731e-15,1.0566775119690857e-08,1.5662160558507515e-08,7.8167036001049903e-09,1.4674624539490645e-07,4.517175223798523e-18,2.2759160983091314e-14,3.3732561874577232e-18,1.0058010581880127e-14,5.7064892511289621e-09,3.8794485350807776e-15,1.3783164599841383e-14,4.5749539611735272e-17
4.3142288517177925e-08,0.0015989191058110727,3.9765567608979801e-18,1.0579595660298668e-13,-1.3824854347046701e-16,1.9500851056550649e-14,6.7706898578053179e-09,1.8058939154858885e-11,5.3132341525960029e-37,-6.4424561798959512e-29,2.3246908290850145e-31,-3.8901622007505874e-15,5.7553368099283443e-30,3.739532959947952e-17,-2.2124384173351679e-17,-3.8356128516568421e-30,1.1542758794081133e-28,6.2991901590766578e-23,1.1091295417070633e-25,7.7326735540693551e-46,7.9861109601783658e-29,5.6867570031027137e-23,1.4877193395206616e-38,1.956996012712374e-15,-9.7459215953271851e-31,-1.2867768158549147e-29,-4.8712318787767557e-19,7.1524402382029266e-15,1.1517752013644815e-46,1.3883456855631145e-19,5.0242480555439497e-22,7.9756564298489174e-26,4.5505972072135032e-33,0.88129999999999997,0.0,0.0,0.0,0.0098822678440446624,0.10879987790379654,9.9999999999961638e-05,3.7919870593258653e-07,3.5107409044540514e-06,5.4835600700352322e-07,1.0145928775191621e-11,3.0352089410183687e-06,3.2226796627016229e-13,6.92828740478314e-08,1.456922092331338e-13,1.9894636771183044e-15,1.0805305267763285e-08,1.5974406459529643e-08,7.8754002280035887e-09,1.4895340262303294e-07,4.6042335445315875e-18,2.3221160140437414e-14,3.4494560971718754e-18,1.0309982895455526e-14,5.7493406023107746e-09,4.001748361830989e-15,1.424743328422347e-14,4.7454416335319448e-17
4.346395504067268e-08,0.0015989190685888985,4.0268064685806238e-18,1.0651223202750803e-13,3.7482195228866755e-16,2.0043027461982445e-14,6.8712569685805875e-09,1.8599754670371004e-11,2.1159508450201645e-37,3.4853096988659356e-29,2.374951259258465e-31,-3.8899889145177805e-15,5.9464359263091937e-30,3.7704701025781707e-17,-2.2297664102388655e-17,-3.9100967640183646e-30,1.2429350867945455e-28,6.4912411755583595e-23,1.1598941590574901e-25,7.9448200888066885e-46,7.9861000036185367e-29,4.966762148591066e-23,1.4877002341273772e-38,1.9569960135374479e-15,-9.9059976327570814e-31,-1.2977909317102316e-29,-4.8712318787754365e-19,7.4694505038946976e-15,1.3445589956133446e-46,1.3883457159785892e-19,5.0627337910818433e-22,8.1561233966984295e-26,4.5505972072125884e-33,0.88129999999999997,0.0,0.0,0.0,0.0098822091857100943,0.10879985452100824,9.9999999999961326e-05,3.8201188633204303e-07,3.5366862673630017e-06,5.5233277846335179e-07,1.0220908085254403e-11,3.0577364100897043e-06,3.2226609085401217e-13,6.9794932398599731e-08,1.4677354395024568e-13,2.0041674767132213e-15,1.1047380805973971e-08,1.62906805701488e-08,7.9340965022467858e-09,1.5117692057522982e-07,4.6923907874217418e-18,2.3689227013824972e-14,3.5267896364392507e-18,1.0566173417610539e-14,5.7921917041505588e-09,4.1269287945674853e-15,1.4723449218984007e-14,4.9208583264472788e-17
4.3536330008459e-08,0.0015989190602139927,4.0406695678698135e-18,1.0690807760397644e-13,4.5793146857678267e-16,2.0166447456333734e-14,6.8939850147927362e-09,1.8723088271817478e-11,9.5986698900917448e-38,7.3807676269122236e-30,2.386379135047638e-31,-3.8899499118302276e-15,5.9859725777229055e-30,3.7774388393356762e-17,-2.2336665453634617e-17,-3.9324940843688931e-30,1.2632273137762619e-28,6.5350552938777328e-23,1.171579353897339e-25,7.9937702784199804e-46,7.9861061758150384e-29,4.8176879163585588e-23,1.4876960796320862e-38,1.9569960136418268e-15,-9.9422058585660785e-31,-1.3002694385254816e-29,-4.8712318787751389e-19,7.5419826411442174e-15,1.2300052773814521e-46,1.388345722105023e-19,5.0713881232856008e-22,8.1970921160737034e-26,4.5505972072123804e-33,0.88129999999999997,0.0,0.0,0.0,0.0098821959855867267,0.10879984925983066,9.9999999999961258e-05,3.8264482321342633e-07,3.5425233341431788e-06,5.5322745865330976e-07,1.0237776576836868e-11,3.0628045601758798e-06,3.22265668820189e-13,6.9910132872557211e-08,1.4701681879938077e-13,2.0074754682336592e-15,1.1102339011903418e-08,1.6362399892913787e-08,7.9473031152045663e-09,1.5167946650919908e-07,4.7123782957378932e-18,2.3795382117905661e-14,3.5443467469457405e-18,1.0624401196676298e-14,5.8018331676956302e-09,4.1554959540776675e-15,1.4832191917408006e-14,4.9610166018501841e-17
