Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272)
7.988120811013868e-11,0.0016293591554720488,-2.1179990728082627e-20,-1.6401539016557561e-15,-1.6549089152544326e-15,-2.1156744851723283e-20,8.4380526862331241e-14,4.6939032094483158e-21,-5.6753382611398618e-34,-2.3927325960516201e-28,9.9369398927416117e-37,-1.9019989821341532e-21,-4.8605273204457771e-26,-1.1220938299585307e-18,-1.0498583423116217e-26,-7.3837900218347804e-34,-2.4649547705372051e-35,-1.3251835300628853e-28,-1.3540923239731272e-35,3.1080608107326952e-45,2.0732086644515687e-29,5.611185560554857e-26,3.0462966575473634e-28,1.8999149198696241e-21,3.9386087743043913e-16,2.5177780997002413e-27,7.0545249204347513e-30,-2.9630469299639503e-23,-1.6760950515063557e-44,4.3164498735754014e-33,2.2986117784965038e-30,4.241076406548675e-38,-2.5857098992746539e-46,0.88129999999999997,0.0,0.0,0.0,0.0098899757283333872,0.10880299763963529,0.00010000000000000118,1.176258171545681e-09,1.1334057366823942e-08,9.3268718995421359e-09,2.721333369115616e-14,2.1837280000164039e-09,8.7505933919220376e-13,1.7652486701630613e-10,9.0040590091463057e-17,4.4158905255448427e-18,1.7639393443286726e-16,4.3305644580729998e-14,4.0364272043093752e-11,1.1039480997181552e-12,8.4853996558840439e-22,3.3423217912881643e-21,3.7459683859609598e-25,9.3959100434661241e-24,3.1795648308063649e-11,3.5779168313400892e-26,7.8056012478877437e-28,1.6280597703198322e-30,1.0747305032727888e-32,6.4943853556279827e-34,1.6032130253550103e-14,3.9281904269251521e-16,6.1561198366151847e-19,4.2621939939223927e-19,1.5190544442577631e-16,3.3577029585438316e-24,-4.9667636588775109e-24,1.8647456868495639e-18
8.398836821035822e-11,0.0016293591551157954,-2.2395268853502522e-20,-1.7343243743452742e-15,-1.559608530743063e-15,-2.2368332955894036e-20,9.2754078043683261e-14,5.5447213294607485e-21,-5.5717629571437138e-34,-3.1342643820443173e-28,9.7440711986442304e-37,-1.8983502835625872e-21,-4.8075034428681604e-26,-1.119225220101689e-18,-1.2289668381566028e-26,-7.383784383068087e-34,-2.8378239080869154e-35,-1.4229269652669789e-28,-1.577181602175118e-35,3.0937146467611262e-45,2.073839771993366e-29,5.6010543220981672e-26,3.3686085810601578e-28,1.8999150464319611e-21,4.5498645021883068e-16,3.061123035727681e-27,9.2295117708827116e-30,-3.4167902730147962e-23,-1.7863221882687731e-44,4.7994523228197097e-33,2.571609711129499e-30,5.0322462421802141e-38,-3.3059094838836882e-46,0.88129999999999997,0.0,0.0,0.0,0.0098899744803321483,0.10880299742096028,0.00010000000000000118,1.2367357221282114e-09,1.1916378313123312e-08,9.7095314395223721e-09,2.8611507074450033e-14,2.3928915959146154e-09,8.7505923128717079e-13,1.8602647156918964e-10,9.8664999187754148e-17,4.6535802172022886e-18,2.0671796074240509e-16,4.7874542082431141e-14,4.2464165830065743e-11,1.2203074874506188e-12,8.9494938662586475e-22,3.8793293869329323e-21,4.179542227785436e-25,1.0997924964499672e-23,3.3449771632902087e-11,4.3946452469085946e-26,1.00757401845882e-27,2.1013447718234144e-30,1.458631381757942e-32,8.7393720989872547e-34,1.758055518045352e-14,4.5378044673831098e-16,7.116069780922367e-19,4.9439236290916464e-19,1.6005558916637956e-16,4.1429292976244707e-24,-8.6147826891204473e-24,2.0635426821967475e-18
9.22026884107973e-11,0.0016293591543663968,-2.4619275645403159e-20,-1.9067036928221547e-15,-1.3850634448475905e-15,-2.4584376050252517e-20,1.1064148510096474e-13,7.5689037563802554e-21,-5.3702460775398313e-34,3.8549628727459178e-36,9.3322112866053879e-37,-1.8910741673781591e-21,-4.7036056852159441e-26,-1.1134782820308367e-18,-1.5860257749153381e-26,-7.3837707235251783e-34,-3.6613345040426565e-35,-1.6176877751913175e-28,-2.0816261717179865e-35,3.0652241005020109e-45,2.0752999542204554e-29,5.581270554153869e-26,4.0609600262342938e-28,1.8999151283716094e-21,5.9466654868050391e-16,4.4008439712056195e-27,1.5080134445346653e-29,-4.3963934569408242e-23,-1.9963637380372133e-44,5.8019319967583257e-33,3.1739163190675038e-30,6.901088141079095e-38,-5.2139902495506672e-46,0.88129999999999997,0.0,0.0,0.0,0.009889971984313746,0.10880299696096436,0.00010000000000000118,1.3576905998775217e-09,1.3081019106405145e-08,1.0452204646662695e-08,3.1407851180686638e-14,2.8338635526607864e-09,8.7505901547574766e-13,2.0502966255629924e-10,1.1684753397153356e-16,5.128959147265463e-18,2.7778495969882799e-16,5.7701397136983693e-14,4.6663952593932647e-11,1.4705119469594538e-12,9.8799309541683407e-22,5.1181514072884424e-21,5.1319231741868059e-25,1.4755204804735704e-23,3.6758017641471944e-11,6.4458588079812934e-26,1.6205778320422731e-27,3.3791170560215633e-30,2.5750141163797177e-32,1.5191359730499674e-33,2.0850833533101537e-14,5.9308465241372437e-16,9.310992015990761e-19,6.5079094137559816e-19,1.7660544135188095e-16,6.1286317918102829e-24,-1.5889842669285806e-23,2.491261946060742e-18
9.999999999999999e-11,0.0016293591535701314,-2.6498821679676229e-20,-2.052442781115229e-15,-1.2373827911040989e-15,-2.6455701042392713e-20,1.290108368711322e-13,9.9351459889477924e-21,-5.1857069781027173e-34,-2.8048744605754962e-27,8.907730757335762e-37,-1.88419064442367e-21,-4.607424686548272e-26,-1.1080097722458978e-18,-1.923530017996284e-26,-7.3837586767537052e-34,-4.5381520752350631e-35,-1.8016660712662432e-28,-2.63465270169769e-35,3.0384224277489942e-45,2.0769499104358561e-29,5.5629141086454646e-26,4.7768107199610601e-28,1.8999157513661842e-21,7.4999676094641571e-16,6.0308294816504271e-27,2.293358412749011e-29,-5.4069670850294265e-23,-2.1833728545051491e-44,6.7977059789066957e-33,3.8204717686854197e-30,9.0701563594353089e-38,-7.7383266413796699e-46,0.88129999999999997,0.0,0.0,0.0,0.0098899696149886852,0.10880299649768102,0.00010000000000000118,1.4725048003553807e-09,1.4186534325675132e-08,1.1130535714062778e-08,3.4062232646828346e-14,3.279087312535916e-09,8.7505881061853845e-13,2.2306811423999508e-10,1.3520539237603179e-16,5.5802044074540902e-18,3.5929494236745787e-16,6.7879957764134683e-14,5.0650531762851659e-11,1.7295834126977218e-12,1.0765909177664526e-21,6.5124081801808481e-21,6.1457501168718175e-25,1.907469459234942e-23,3.9898316268477297e-11,9.0000175381728931e-26,2.4509332499821917e-27,5.1095486075959881e-30,4.2221739163602696e-32,2.4585480813438047e-33,2.4160255725030588e-14,7.4799594286709915e-16,1.1753437083785674e-18,8.2546575739242635e-19,1.9265189290067299e-16,8.6200830400684603e-24,-2.2769772400078348e-23,2.9344061745530441e-18
1.0041700861123637e-10,0.0016293591535701314,-2.6593472715834665e-20,-2.0597837529228545e-15,-1.2299414625519575e-15,-2.6549895340629348e-20,1.3003102978720355e-13,1.0074983492613941e-20,-5.176018547686544e-34,-3.1189723071504969e-27,8.8840817319112586e-37,-1.8838231102073041e-21,-4.6023294256704568e-26,-1.1077169282227074e-18,-1.941540914527621e-26,-7.3837583467835001e-34,-4.5876365286904414e-35,-1.8114808685039531e-28,-2.6663156467787018e-35,3.0369953149784534e-45,2.077045869754425e-29,5.5619263726622326e-26,4.8166993264219147e-28,1.8999158505289767e-21,7.5895489110021468e-16,6.1289098866227519e-27,2.3427829932486869e-29,-5.4630558047979347e-23,-2.1930452933856236e-44,6.8521556933492054e-33,3.8572230902084859e-30,9.197992487033811e-38,-7.8962571329543998e-46,0.88129999999999997,0.0,0.0,0.0,0.0098899694882740932,0.10880299647220119,0.00010000000000000118,1.4786451797394961e-09,1.4245658431472413e-08,1.1166110651210275e-08,3.420419173255583e-14,3.3036012597534872e-09,8.7505879966250821e-13,2.2403282942883437e-10,1.3621617328837134e-16,5.6043374740847079e-18,3.6406672270183087e-16,6.8447669381177461e-14,5.0863738277689552e-11,1.7440306179351303e-12,1.0813368450014038e-21,6.5932993456002337e-21,6.2030897826704862e-25,1.9327996199583565e-23,4.0066262795326072e-11,9.1554792841988896e-26,2.5034823209943768e-27,5.2190467672149799e-30,4.3305742306327948e-32,2.5200043205743766e-33,2.4342686750416633e-14,7.5692988958505224e-16,1.189433779059493e-18,8.355589705070557e-19,1.9351990730789647e-16,8.77223605712585e-24,-2.3137011710105031e-23,2.9591244927876245e-18
1.0863132881167544e-10,0.0016293591527296544,-2.8345575031258559e-20,-2.195712278993228e-15,-1.092080067317129e-15,-2.8292664544104838e-20,1.5090186293619447e-13,1.3127793468325586e-20,-4.9888179751378902e-34,-2.6579415743443026e-27,8.398084143851409e-37,-1.8766040747905326e-21,-4.5033767477370846e-26,-1.1019391988962091e-18,-2.2955127739534447e-26,-7.3837486039000694e-34,-5.615649134562013e-35,-2.0043063006772839e-28,-3.334234824377033e-35,3.0090241886870039e-45,2.0791024742820339e-29,5.5427776358670886e-26,5.6355358905583804e-28,1.8999172672476186e-21,9.4942323099481865e-16,8.3100064301824635e-27,3.495810108128654e-29,-6.606923120114029e-23,-2.3769728413467231e-44,7.9490712971759888e-33,4.6286041885609643e-30,1.1983000303692151e-37,-1.1559036054271302e-45,0.88129999999999997,0.0,0.0,0.0,0.0098899669922131693,0.10880299595629865,0.00010000000000000118,1.5995994617145335e-09,1.5410296285629799e-08,1.1852877325007636e-08,3.7000528722102686e-14,3.800476873648077e-09,8.750585838474489e-13,2.4303597216520761e-10,1.5670379590611023e-16,6.0797151971200273e-18,4.6716451279816364e-16,8.0114196525545712e-14,5.5063522881327738e-11,2.0408634596130308e-12,1.1749809077962333e-21,8.3244958076722806e-21,7.399402164537143e-25,2.4814040747910341e-23,4.3374507094572993e-11,1.2657727107749986e-25,3.7384976654932746e-27,7.7921522134364924e-30,6.9919906629818133e-32,4.018883588717766e-33,2.8045084058515493e-14,9.4688354497879923e-16,1.4891040089087516e-18,1.0505698046253827e-18,2.1083270298013402e-16,1.2211401235376553e-23,-3.0356397709582893e-23,3.4671018420530104e-18
1.168456490121145e-10,0.0016293591518474644,-2.9900152694862879e-20,-2.316393422249606e-15,-9.6946616950165335e-16,-2.9837292970462136e-20,1.7323422055303346e-13,1.6795067206699785e-20,-4.808388320706882e-34,1.2887859277803057e-26,7.8727464748154752e-37,-1.8694250365234503e-21,-4.4039752039483349e-26,-1.0961423233803998e-18,-2.6479424911428187e-26,-7.383741551107112e-34,-6.7442971199207883e-35,-2.1961636367339362e-28,-4.0882784957084162e-35,2.9813068403230377e-45,2.0814908409448527e-29,5.5210803013905462e-26,6.5171892065513536e-28,1.8999159712855437e-21,1.1675653149434318e-15,1.1012652982566819e-26,5.0465159154110687e-29,-7.8192317325224345e-23,-2.5487276370025459e-44,9.091451269108281e-33,5.4951015279438369e-30,1.5321665118804902e-37,-1.643905582709274e-45,0.88129999999999997,0.0,0.0,0.0,0.0098899644961309534,0.10880299541479246,0.00010000000000000118,1.7205534458030314e-09,1.6574932666468144e-08,1.2514040427416906e-08,3.979686214217846e-14,4.3229546615497298e-09,8.7505836803056398e-13,2.6203909064758899e-10,1.7824707861546963e-16,6.5550923134237398e-18,5.8869167954025522e-16,9.270185144958329e-14,5.9263306404838457e-11,2.3610104311705207e-12,1.2689255669596147e-21,1.0331262998411779e-20,8.7274112118395982e-25,3.1316165404576782e-23,4.668275053931706e-11,1.7101755089136535e-25,5.423805684119482e-27,1.1302602020350116e-29,1.090333691285235e-31,6.1974787792080415e-33,3.1947607875326675e-14,1.1644352152817217e-15,1.8324794133717621e-18,1.2976036616978587e-18,2.2857278141719116e-16,1.659836454045221e-23,-3.7548136828041e-23,4.0151655337089724e-18
1.2505996921255358e-10,0.0016293591509259247,-3.1278923451729857e-20,-2.4235104107926732e-15,-8.6034346536081192e-16,-3.1205519315678455e-20,1.970094862837348e-13,2.1147335010333902e-20,-4.63448322563794e-34,1.8733013786547379e-26,7.3067464728515438e-37,-1.8622591455564519e-21,-4.3027324793773608e-26,-1.0903240176829638e-18,-2.9988301632242814e-26,-7.3837369222719685e-34,-7.9725106281446179e-35,-2.3870519099463501e-28,-4.9312569842641321e-35,2.9538406966455055e-45,2.0842335241981193e-29,5.4954316210500927e-26,7.4613896808373943e-28,1.8999100148512178e-21,1.4148011798054981e-15,1.4309001952099748e-26,7.0858012186574997e-29,-9.0921843033635289e-23,-2.7088670823548984e-44,1.0277472484509766e-32,6.4637257633851651e-30,1.9285119483968432e-37,-2.2804577710471945e-45,0.88129999999999997,0.0,0.0,0.0,0.0098899620000274351,0.1088029948491315,0.00010000000000000118,1.8415071320053882e-09,1.7739567571697251e-08,1.3151048774845521e-08,4.2593191986030508e-14,4.869585831989772e-09,8.7505815221184819e-13,2.8104218480867318e-10,2.0078628307805926e-16,7.0304688213121267e-18,7.3027004634374076e-16,1.062115393779447e-13,6.3463088848212964e-11,2.7044714917324697e-12,1.3631711161869141e-21,1.2632925614806768e-20,1.0193832012099135e-24,3.8942416011221067e-23,4.9990993129658743e-11,2.2652327853038802e-25,7.6752570853301209e-27,1.599121990106957e-29,1.6500518684192127e-31,9.2837820031805298e-33,3.6040419478120047e-14,1.4110009924078795e-15,2.2218125572704259e-18,1.5783527553482905e-18,2.4676474836607991e-16,2.2100137132165705e-23,-4.4712340872555604e-23,4.6032871279896429e-18
1.3327428941299265e-10,0.00162935914996726,-3.2501374069792723e-20,-2.5185736572371728e-15,-7.6360682118388604e-16,-3.2416834180014224e-20,2.2221056719435877e-13,2.6257838693464121e-20,-4.4668670389930151e-34,-3.9047550851782609e-26,6.6989867035400884e-37,-1.8550651693047666e-21,-4.2108928227021942e-26,-1.0844858144959294e-18,-3.3481720506913759e-26,-7.3837269227406779e-34,-9.2992248922820784e-35,-2.5769699316914921e-28,-5.8659013356068793e-35,2.9266378068199145e-45,2.0873687252281849e-29,5.4771335431814032e-26,8.4678794488798243e-28,1.8999119111383348e-21,1.6924812592176939e-15,1.8274648289004116e-26,9.7166010924745857e-29,-1.0418841875314698e-22,-2.8579256762671496e-44,1.1506176623875269e-32,7.5414582261535982e-30,2.3950140681058765e-37,-3.0956395912027486e-45,0.88129999999999997,0.0,0.0,0.0,0.009889959503902597,0.10880299426068245,0.00010000000000000118,1.9624605203220013e-09,1.8904200999081078e-08,1.3765269177070677e-08,4.5389518247138385e-14,5.4390035985979523e-09,8.750579363912975e-13,3.0004525464816945e-10,2.2426505228981121e-16,7.505844720777965e-18,8.9352678672568227e-16,1.2064419525213094e-13,6.7662870211442465e-11,3.0712466003745597e-12,1.4577178589504785e-21,1.5248613902502934e-20,1.1805520230252401e-24,4.7806172629228071e-23,5.3299234865694811e-11,2.9490515379844187e-25,1.062814454336334e-26,2.2139143631481452e-29,2.4327190630961136e-31,1.3559657563680888e-32,4.0314226216656303e-14,1.687927558575023e-15,2.6592455641852051e-18,1.8944261990436747e-18,2.6542924786300671e-16,2.8898673696494704e-23,-5.1849000496305257e-23,5.2314382053876062e-18
1.4148860961343173e-10,0.0016293591489735728,-3.3585584404406257e-20,-2.6029845554503101e-15,-6.7855905710228867e-16,-3.3489304995023137e-20,2.4882165695632792e-13,3.2202464450765786e-20,-4.3053131694620559e-34,-1.2045240934057185e-25,6.048541621852948e-37,-1.8479026420621358e-21,-4.1458363970062983e-26,-1.0786311335577644e-18,-3.695964454076669e-26,-7.3836989409170834e-34,-1.0723380195454262e-34,-2.7659168198079051e-28,-6.8948682595325547e-35,2.8997168500990829e-45,2.0909420812347843e-29,5.4838714095509781e-26,9.536413163863858e-28,1.8999410916413573e-21,2.0018902709126476e-15,2.2988449216037143e-26,1.3054395064420357e-28,-1.1793044327181649e-22,-2.9964159961413774e-44,1.2780582139446846e-32,8.7352534303859778e-30,2.9399216728040273e-37,-4.1228738439741823e-45,0.88129999999999997,0.0,0.0,0.0,0.0098899570077564218,0.10880299365073487,0.00010000000000000118,2.0834136107532696e-09,2.0068832946472447e-08,1.4357991108910801e-08,4.8185840919289696e-14,6.0299185085219271e-09,8.7505772056890777e-13,3.1904830013964197e-10,2.4863021795666982e-16,7.9812200111599657e-18,1.0800917335699859e-15,1.3600078128903352e-13,7.1862650494518144e-11,3.4613357161245372e-12,1.552566107279462e-21,1.8197266656579866e-20,1.3569451198928282e-24,5.8026247564685761e-23,5.660747574751854e-11,3.7814396361154048e-25,1.4439049157190659e-26,3.0071633024345345e-29,3.5052192164250888e-31,1.9369104535995682e-32,4.4760250483161201e-14,1.9964960628123833e-15,3.1468162848232311e-18,2.2473546485106932e-18,2.8458332289011669e-16,3.7191018816289605e-23,-5.8958098818919659e-23,5.8995903664819074e-18
1.497029298138708e-10,0.0016293591479468442,-3.4547615010207434e-20,-2.6779880824857302e-15,-6.0287688907247038e-16,-3.443896439463893e-20,2.7682611402629537e-13,3.9059659876021077e-20,-4.149602682557077e-34,1.777376335481258e-26,5.354301071354637e-37,-1.8409846766502675e-21,-4.0802575091171958e-26,-1.0727509764604856e-18,-4.0422176798662204e-26,-7.383673756452099e-34,-1.2243921871077635e-34,-2.9538913509636467e-28,-8.0207447086524027e-35,2.8730409250770967e-45,2.0949459670693604e-29,5.4886357511750667e-26,1.0666758778289183e-27,1.8999681726664035e-21,2.34425086248907e-15,2.8532354328184635e-26,1.72277804162013e-28,-1.3209341269581992e-22,-3.1248296212496095e-44,1.4104346002104504e-32,1.0052039048742557e-29,3.5720612405018413e-37,-5.3989929973532821e-45,0.88129999999999997,0.0,0.0,0.0,0.0098899545115888957,0.10880299302050525,0.00010000000000000118,2.2043664032995895e-09,2.123346341189286e-08,1.4930431092269218e-08,5.0982159996764828e-14,6.6411140604690117e-09,8.7505750474467455e-13,3.3805132121706824e-10,2.7383161981234011e-16,8.4565946908064915e-18,1.2915950905862229e-15,1.5228228472383224e-13,7.6062429697431214e-11,3.8747387979641791e-12,1.6477161809783454e-21,2.1497634012592684e-20,1.5492701576897031e-24,6.9726966420018164e-23,5.9915715775219957e-11,4.7839768218103145e-25,1.9287759867308722e-26,4.0162025811539009e-29,4.948857602440058e-31,2.7127229327741799e-32,4.9370200606610153e-14,2.3379257565916335e-15,3.6864640821012012e-18,2.6385946556933145e-18,3.0424076009577205e-16,4.7189431715971245e-23,-6.6040075848111242e-23,6.6077152319153443e-18
1.5791725001430987e-10,0.001629359146888944,-3.5397888878747423e-20,-2.7443927185790047e-15,-5.3073009352770839e-16,-3.5276193460518613e-20,3.062042597804761e-13,4.6910289396728074e-20,-3.9995243069384359e-34,5.7464650225704098e-25,4.6146780485311152e-37,-1.8343853185561228e-21,-3.9082429555900781e-26,-1.0668123204426189e-18,-4.3869591471795099e-26,-7.3837430960879641e-34,-1.3859799434408957e-34,-3.1408889616264092e-28,-9.246051456684533e-35,2.8464706575622966e-45,2.0992707806772445e-29,5.3847373514003059e-26,1.1858698300329303e-27,1.8998702230340117e-21,2.7207270351680081e-15,3.4991245554108768e-26,2.237918974533493e-28,-1.466284720083774e-22,-3.2436379965781414e-44,1.5463771916454299e-32,1.1498710829804064e-29,4.3008431353226982e-37,-6.9642530483378948e-45,0.88129999999999997,0.0,0.0,0.0,0.0098899520154000081,0.10880299237114127,0.00010000000000000118,2.325318897961358e-09,2.2398092393768977e-08,1.5483736811455509e-08,5.377847547489794e-14,7.2714425894656074e-09,8.7505728891859401e-13,3.5705431783422597e-10,2.9982193593366466e-16,8.9319687585612402e-18,1.5296655049291693e-15,1.6948971572637393e-13,8.0262207820172781e-11,4.3114558048350996e-12,1.7431684072458596e-21,2.5168280083402334e-20,1.7582433322792036e-24,8.30382341519878e-23,6.3223954948885942e-11,5.9800861616920553e-25,2.5379267599923497e-26,5.2835844915727458e-29,6.8614308525970041e-31,3.7329964515435499e-32,5.413624351870703e-14,2.713377408061426e-15,4.2800352639388761e-18,3.0695327575725646e-18,3.2441241384867263e-16,5.9121492328838832e-23,-7.309599365733291e-23,7.3557844424583328e-18
1.6613157021474895e-10,0.0016293591458016363,-3.6139027599156558e-20,-2.8024029523314159e-15,-4.581043079354599e-16,-3.6003560674322748e-20,3.3693844481142195e-13,5.5837506060911478e-20,-3.8548743761783798e-34,9.8290627228571347e-25,3.8284400713219574e-37,-1.8274546177914406e-21,-3.5886669143191822e-26,-1.0607926759545322e-18,-4.7301879277314988e-26,-7.3839726530324026e-34,-1.5569964279299797e-34,-3.3268998497234186e-28,-1.0573245171210039e-34,2.819915649292484e-45,2.103851282970586e-29,5.1287889532903102e-26,1.3112028431171699e-27,1.8995651160155291e-21,3.1324273785871584e-15,4.2452785962744017e-26,2.8665445230241909e-28,-1.6148968705229318e-22,-3.3532932133860927e-44,1.6818082275961569e-32,1.3082130040656784e-29,5.1362670178388239e-37,-8.8623207944360717e-45,0.88129999999999997,0.0,0.0,0.0,0.0098899495191897436,0.1088029917037257,0.00010000000000000118,2.4462710947389717e-09,2.3562719891049627e-08,1.6018991000350566e-08,5.6574787350352144e-14,7.9198213797677463e-09,8.7505707309066261e-13,3.7605728997934894e-10,3.2655652246340633e-16,9.4073422141298835e-18,1.795928448604757e-15,1.8762410547419885e-13,8.4461984862734044e-11,4.7714866956487089e-12,1.8389231201267891e-21,2.9227585548836302e-20,1.9845879651308995e-24,9.8095588857204076e-23,6.6532193268600455e-11,7.3951057527252644e-25,3.2945835458061463e-26,6.8575059696565447e-29,9.3594705306768657e-31,5.0564562988522845e-32,5.9050978934421329e-14,3.12395652784553e-15,4.9292882162063748e-18,3.5414893393042131e-18,3.4510646816666566e-16,7.32301924832282e-23,-8.0126111741613463e-23,8.1437696590330535e-18
1.7434589041518802e-10,0.001629359144686585,-3.6779192572269786e-20,-2.8526520153377046e-15,-4.0006224106616886e-16,-3.662916427432588e-20,3.6903118409447341e-13,6.5926965878886713e-20,-3.7154553418445204e-34,-5.8531525201155879e-25,2.9972441236016205e-37,-1.8187314126167098e-21,-3.3958031833835496e-26,-1.0547842474491807e-18,-5.0717872433880958e-26,-7.3840825704488532e-34,-1.7373368762820022e-34,-3.5119181868783502e-28,-1.2004720944108755e-34,2.7937745793238371e-45,2.1091046977808162e-29,4.994284628584732e-26,1.4426560981149414e-27,1.8994137570574132e-21,3.5804081330403193e-15,5.100727612000201e-26,3.6257568213265722e-28,-1.7663301785246669e-22,-3.4542285092976901e-44,1.8153703811617414e-32,1.4809145145189194e-29,6.0889273486769466e-37,-1.1140421320398994e-44,0.88129999999999997,0.0,0.0,0.0,0.0098899470229580934,0.10880299101927995,0.00010000000000000118,2.5672229936328296e-09,2.4727345902101194e-08,1.6537215120983185e-08,5.9371095618461651e-14,8.585228986350341e-09,8.7505685726087722e-13,3.9506023763340588e-10,3.5399326193340279e-16,9.8827150570363608e-18,2.0920048625197736e-15,2.0668650436784579e-13,8.866176082510602e-11,5.2548314292880107e-12,1.9349806597331822e-21,3.3693750220091415e-20,2.229033269509613e-24,1.1504024523405113e-22,6.9840430734444726e-11,9.0563604853255547e-25,4.2249144693233773e-26,8.7922500468394887e-29,1.2580665765384518e-30,6.7520891422857322e-32,6.4107414916956735e-14,3.5707164227660181e-15,5.6358982618593904e-18,4.0557222912663596e-18,3.663285825061996e-16,8.9774015165971711e-23,-8.7126866300439058e-23,8.9716425626766608e-18
1.825602106156271e-10,0.0016293591435453602,-3.7370757594279969e-20,-2.8991954906419567e-15,-4.0521159074954022e-16,-3.7205296095364748e-20,4.0252251865546546e-13,7.7267693727799563e-20,-3.5810744870146907e-34,-5.4407876487962379e-24,2.1271227457352385e-37,-1.8079530662256225e-21,-4.3425001450849194e-26,-1.049055206730899e-18,-5.4115376045138511e-26,-7.3831738821746261e-34,-1.9268974028254623e-34,-3.6959672091423541e-28,-1.3542821081743751e-34,2.7690983276290822e-45,2.1161776398089045e-29,6.0041622695581809e-26,1.5802123193233826e-27,1.9004468017702419e-21,4.0656760809296333e-15,6.0747516804482247e-26,4.5339193036146476e-28,-1.9202530959373739e-22,-3.5468583519493344e-44,1.9621825217106392e-32,1.6686647491306038e-29,7.1700222022316487e-37,-1.3849924551624222e-44,0.88129999999999997,0.0,0.0,0.0,0.0098899445267050454,0.10880299031876761,0.00010000000000000118,2.6881745946433273e-09,2.5891970421691136e-08,1.703937283620829e-08,6.2167400265984172e-14,9.2667017622819194e-09,8.7505664142923432e-13,4.1406316072672602e-10,3.8209242007704235e-16,1.0358087285537821e-17,2.4195100305997675e-15,2.2667798037841972e-13,9.2861535707279908e-11,5.7614899645708175e-12,2.0313413715005332e-21,3.8584795538663849e-20,2.4923132691543241e-24,1.3401912874967069e-22,7.3148667346497312e-11,1.099323368742783e-24,5.3582515499747999e-26,1.1148642413119395e-28,1.6686470817835378e-30,8.9003548662680617e-32,6.9298944809736329e-14,4.0546610792542386e-15,6.4014622490688727e-18,4.6134304621359902e-18,3.8808197989818407e-16,1.090270036346394e-22,-9.4090751615641452e-23,9.8393748544985088e-18
1.9077453081606617e-10,0.0016293591423794426,-3.80286649211112e-20,-2.9509322371910407e-15,-5.0159741233715591e-16,-3.7846776034054222e-20,4.3743769272428113e-13,8.9952807894095662e-20,-3.4515485280774715e-34,-7.41206438322926e-24,1.2197515520996824e-37,-1.8016159768907918e-21,-9.2414031806043693e-26,-1.0436913588003777e-18,-5.749541878745911e-26,-7.380663574684835e-34,-2.1255767706097157e-34,-3.8791052931616235e-28,-1.5189852462661533e-34,2.7458562294953189e-45,2.1254196892588823e-29,1.1014523429102241e-25,1.7238558919262362e-27,1.9029632398714932e-21,4.5891912708766671e-15,7.1768678758572929e-26,5.6102152172096518e-28,-2.0766635706666224e-22,-3.6315791710290667e-44,2.1888195429841476e-32,1.8721584377379573e-29,8.3913680846841516e-37,-1.7046992522423635e-44,0.88129999999999997,0.0,0.0,0.0,0.0098899420304306013,0.10880298960309778,0.00010000000000000118,2.8091258977708609e-09,2.7056593439984142e-08,1.7526373281000746e-08,6.4963701268684893e-14,9.9633305874866623e-09,8.7505642559573207e-13,4.3306605912283644e-10,4.1081651094558688e-16,1.0833458896220338e-17,2.7800526585240237e-15,2.4759961751935867e-13,9.7061309509246776e-11,6.291462260167999e-12,2.1280056056513763e-21,4.3918566986178178e-20,2.7751658550937243e-24,1.5518490136304868e-22,7.6456903104834353e-11,1.3237238507281148e-24,6.7273201967100596e-26,1.3994522935431233e-28,2.1864904009464392e-30,1.1594483769783386e-31,7.4619325505824002e-14,4.5767478798860061e-15,7.2275028738142791e-18,5.2157569121149801e-18,4.1036788690709962e-16,1.3127882181909979e-22,-1.0101989607445427e-22,1.0746938255665266e-17
