Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411)
1.8188415195831596e-08,0.002986662466591241,1.2229154481055471e-13,9.0298210485130042e-10,5.7577997858854313e-12,3.6428871383985097e-10,5.9001023758848084e-07,1.5278058555492914e-08,9.4727140839413355e-33,1.8862355883160842e-33,6.9044591503837164e-25,1.1931456917544764e-22,4.5923397767297653e-23,2.1802376070842263e-14,1.2792595107728927e-19,1.4523275956186189e-25,2.2821582518223484e-22,5.1275823997966831e-19,7.3008618392901299e-21,1.3517250365703293e-41,7.4029839605199896e-30,1.7986362642417382e-28,3.6863947605943206e-37,3.57995152963435e-23,9.9927401359759027e-32,1.027129591540375e-29,3.3471091509643175e-26,5.991974977956174e-11,1.1077611760442979e-40,1.6632129047805441e-32,3.1164368587324651e-28,4.6368442773218907e-31,1.19517928126031e-42,0.88129999999999997,0.0,0.0,0.0,0.0096364036888131662,0.10878469074339851,9.9999999978197214e-05,1.1738706063183226e-05,9.4460672967312492e-05,7.7621548796032416e-05,3.7028658442922287e-11,1.6878348995286551e-05,1.3490464725480887e-09,2.4219219848739123e-07,2.3413751175763032e-13,2.270447857873474e-15,5.8292880354563718e-07,7.9304833176939121e-07,1.8292530509966157e-05,7.2518547641102987e-06,6.1852172344112154e-16,2.1587359602333174e-11,1.5588387550677538e-14,1.4260822457428549e-10,2.5732647637054117e-05,2.2741703173086259e-10,3.1698263649198671e-11,1.7413000453917091e-11,5.0684480636521693e-12
1.841900010487547e-08,0.002986661783815458,1.2534713291419538e-13,9.2515535018491375e-10,5.8276698312128468e-12,3.8212430498757975e-10,6.0440980796150414e-07,1.6048104538631834e-08,1.0696460613004107e-32,-1.1821218842463933e-27,7.5679794523588676e-25,1.3548352536137608e-22,5.0217315584362231e-23,2.2680364975312066e-14,1.340360523034603e-19,1.6058157438487865e-25,2.4604366531718463e-22,5.5062053219086283e-19,8.0094050899299866e-21,1.4291433271135519e-41,7.3977579443930982e-30,1.6001667570817099e-28,3.695337909139694e-37,3.5774254063641762e-23,1.0956621033376216e-31,1.114831888984599e-29,3.6857255766329815e-26,6.3748080016781791e-11,1.2618043803400295e-40,2.5218448591430609e-31,3.1558103740795633e-28,4.8113470210732005e-31,1.3551675668863831e-42,0.88129999999999997,0.0,0.0,0.0,0.0096331955779835974,0.10878444690437328,9.9999999977319173e-05,1.1883257752749048e-05,9.5603555042922037e-05,7.855581836682214e-05,3.7476593686483013e-11,1.7082091313543576e-05,1.3486269013534234e-09,2.4512217950222074e-07,2.3696383793196491e-13,2.2979151717065852e-15,6.049016978786396e-07,8.1913581867484823e-07,1.8521103624464974e-05,7.4327070423628367e-06,6.3866966004891839e-16,2.2305098672711812e-11,1.6177783985170086e-14,1.4855184210999399e-10,2.6054874645118066e-05,2.3998091048209653e-10,3.3467255911515547e-11,1.8468896865560043e-11,5.3987774612778862e-12
1.8649585013919347e-08,0.0029866611004201807,1.2843905791228312e-13,9.4758839370960509e-10,5.8974555908555976e-12,4.0058005632397434e-10,6.189607560985568e-07,1.6846264932983599e-08,1.206644087167328e-32,5.3468292842156193e-28,8.2883684793968527e-25,1.5314137327921834e-22,5.4863904707428042e-23,2.3588266512074012e-14,1.4040901645508427e-19,1.7739826006092341e-25,2.6509516083849152e-22,5.9093048590440773e-19,8.779254805088269e-21,1.5083879862053333e-41,7.3942829200975488e-30,1.4253995690572237e-28,3.7025459609168427e-37,3.5757458190597315e-23,1.2003680229306078e-31,1.2095475757883562e-29,4.0552482627252348e-26,6.7767454834581494e-11,1.4357815961766118e-40,4.5400403864428713e-31,3.1950928485384473e-28,4.990139706095364e-31,1.5357523062860784e-42,0.88129999999999997,0.0,0.0,0.0,0.0096299879251845605,0.10878420267734976,9.9999999976411235e-05,1.2027703832541413e-05,9.6744859971518876e-05,7.9488634719252562e-05,3.7923908758645148e-11,1.7285514738376666e-05,1.3482073836743098e-09,2.4804810403560202e-07,2.3978574039679422e-13,2.3253444577680502e-15,6.2740514847989621e-07,8.4576336272161923e-07,1.8749593370036909e-05,7.615672402339912e-06,6.5923196261342036e-16,2.3037855898537989e-11,1.6781469429731148e-14,1.5465682213264136e-10,2.6377001395903936e-05,2.5305734567628836e-10,3.530916216690283e-11,1.9572811228433048e-11,5.7453803110539345e-12
1.8880169922963223e-08,0.0029866604163937245,1.3156726174785922e-13,9.7028088302735766e-10,5.9671775109237284e-12,4.1966853611235578e-10,6.3366210314477268e-07,1.7673172065458988e-08,1.3598650336338481e-32,-4.8465939980484828e-28,9.0698696195312471e-25,1.7239314952180754e-22,5.9887941533716911e-23,2.4526777030070785e-14,1.4705495667395399e-19,1.9580796542041614e-25,2.8544275308127718e-22,6.3382278397156516e-19,9.6150919702030258e-21,1.5896999343269962e-41,7.3973275505469723e-30,1.338134576426981e-28,3.7086501742381055e-37,3.5772189168269463e-23,1.3140642787922515e-31,1.3117845346533456e-29,4.4581736417124563e-26,7.1984761582665993e-11,1.6320734959257998e-40,6.3158554008230265e-31,3.2343195866552982e-28,5.1732665339199329e-31,1.7394567633158578e-42,0.88129999999999997,0.0,0.0,0.0,0.0096267807404797241,0.10878395805874227,9.9999999975472668e-05,1.2172044350616783e-05,9.7884580760152547e-05,8.0419990491756516e-05,3.8370600916297966e-11,1.7488617668739888e-05,1.3477879209189238e-09,2.5096995414425831e-07,2.4260319694230902e-13,2.3527355478473541e-15,6.5044468460752003e-07,8.7293568263153187e-07,1.89779997602763e-05,7.8007464117092923e-06,6.8021224657485751e-16,2.3785764137761493e-11,1.739959377615733e-14,1.6092514754537711e-10,2.6699027902374052e-05,2.6665987084440632e-10,3.7225928331246498e-11,2.0726194365886722e-11,6.1087960927960083e-12
1.9110754832007098e-08,0.00298665973172447,1.3473168170360626e-13,9.9323237220714794e-10,6.0368465151195211e-12,4.3940236187524044e-10,6.4851286394992001e-07,1.8529462873503265e-08,1.5310675974951344e-32,1.0087462931473305e-27,9.9169912396464664e-25,1.9342301211444758e-22,6.5315645662972608e-23,2.5496597456779411e-14,1.5398430205472474e-19,2.1594512895131879e-25,3.0716239677526723e-22,6.7943801082287113e-19,1.0521906382128136e-20,1.673613196028259e-41,7.3948234031393994e-30,1.148137897697449e-28,3.7140689390915227e-37,3.5760085837607887e-23,1.4374727278130716e-31,1.4220823430147317e-29,4.8971715191896224e-26,7.6407039484423774e-11,1.8533207536600948e-40,7.9308045759534867e-31,3.2735151376462324e-28,5.3607739572034958e-31,1.9690940992195359e-42,0.88129999999999997,0.0,0.0,0.0,0.0096235740339017661,0.10878371304498884,9.9999999974502782e-05,1.2316279355168509e-05,9.9022710456007462e-05,8.1349878367960272e-05,3.8816667432054015e-11,1.7691398513465002e-05,1.3473685144911396e-09,2.5388771198775716e-07,2.4541618549572401e-13,2.3800882746981036e-15,6.7402580326670032e-07,9.0065747393232325e-07,1.9206322809016058e-05,7.987924628340698e-06,7.0161410954072895e-16,2.4548955601627697e-11,1.8032306047030519e-14,1.6735879126592247e-10,2.7020954177826634e-05,2.8080217790533198e-10,3.9219523379588211e-11,2.1930517934864319e-11,6.4895730674053025e-12
1.9341339741050974e-08,0.002986659046400864,1.3793225943699729e-13,1.0164425138141208e-09,6.1065041922558966e-12,4.5979419822671824e-10,6.6351204694836503e-07,1.9415778811188676e-08,1.7221809650456785e-32,-1.4110684007642557e-27,1.083451940187366e-24,2.163145942351555e-22,7.1174671398306709e-23,2.6498433216066713e-14,1.6120780501380043e-19,2.3795404870232387e-25,3.3033368125209234e-22,7.2792282608664028e-19,1.1505013283820936e-20,1.7602925491325932e-41,7.3997608109390782e-30,1.1183948988850305e-28,3.7190621937074336e-37,3.5783968290312691e-23,1.5713676765244746e-31,1.5410138398465211e-29,5.3750947430458769e-26,8.1041480652525006e-11,2.1024491400712634e-40,9.438434498006553e-31,3.3126969736410046e-28,5.5527103846878198e-31,2.2277977167456617e-42,0.88129999999999997,0.0,0.0,0.0,0.0096203678154519728,0.10878346763255159,9.9999999973500898e-05,1.2460408894526305e-05,0.00010015924214676531,8.2278291076874288e-05,3.9262105594391686e-11,1.7893855691303048e-05,1.3469491657904748e-09,2.5680135982944185e-07,2.4822468412185467e-13,2.4074024720467592e-15,6.981539690851097e-07,9.2893340882527116e-07,1.9434562530326886e-05,8.1772026004057884e-06,7.2344113118431093e-16,2.5327561850930834e-11,1.8679754392308138e-14,1.7395971617197757e-10,2.7342780235894743e-05,2.9549811630887631e-10,4.1291939221824367e-11,2.3187274333800289e-11,6.8882682434898538e-12
1.957192465009485e-08,0.002986658360411423,1.4116893455596008e-13,1.0399109236157565e-09,6.1760699608775231e-12,4.8085675467836359e-10,6.7865865456215015e-07,2.0332765753870115e-08,1.9353204818192332e-32,2.0686290348663131e-27,1.1827531132238527e-24,2.4130470500644106e-22,7.7494277934827874e-23,2.7532994080804854e-14,1.6873654890777369e-19,2.6198948432519006e-25,3.5503995498528641e-22,7.7943014215895873e-19,1.2570070839116866e-20,1.8500992234254437e-41,7.3920833641860475e-30,8.6698623036694754e-29,3.7233812116370588e-37,3.5746845617334484e-23,1.7165791652360975e-31,1.669186764465003e-29,5.8949894862956957e-26,8.5895431096846023e-11,2.3826965817724135e-40,1.0819218678057089e-30,3.3518386471568768e-28,5.7491243911585986e-31,2.5190546877963914e-42,0.88129999999999997,0.0,0.0,0.0,0.0096171620951000913,0.10878322181791632,9.9999999972466257e-05,1.2604433017155678e-05,0.00010129416896064071,8.3205221393083202e-05,3.9706912707669705e-11,1.8095987630965629e-05,1.3465298762120686e-09,2.5971088003653322e-07,2.5102867102369022e-13,2.4346779745935867e-15,7.2283461418873893e-07,9.5776813605249931e-07,1.9662718938516517e-05,8.3685758664796512e-06,7.4569687314290166e-16,2.6121713792256898e-11,1.9342086085925604e-14,1.8072987504694378e-10,2.7664506090545273e-05,3.1076169216490982e-10,4.3445190576387288e-11,2.4497976608370846e-11,7.3054473429570392e-12
1.9802509559138725e-08,0.00298665767374472,1.4444165053265954e-13,1.0636373061226702e-09,6.2456426157788889e-12,5.0260278346240638e-10,6.9395168288900534e-07,2.128107390204021e-08,2.1728021499911991e-32,-3.5000969729297685e-27,1.2901408171193632e-24,2.6840131592726963e-22,8.4305232009168448e-23,2.8600994072182594e-14,1.7658195585411275e-19,2.8821729024868002e-25,3.8136845276798787e-22,8.3411930459380274e-19,1.3723098390656386e-20,1.9425629281678936e-41,7.4062354728674207e-30,1.0549994098503256e-28,3.727401547030363e-37,3.5815287848424705e-23,1.8739964316236007e-31,1.8072454593155134e-29,6.4601057566268669e-26,9.0976391716246008e-11,2.697642771800191e-40,1.2115548622212987e-30,3.390968513921885e-28,5.9500642263742041e-31,2.8467424174395761e-42,0.88129999999999997,0.0,0.0,0.0,0.0096139568827839916,0.10878297559759323,9.9999999971398196e-05,1.2748351771657421e-05,0.00010242748406667574,8.4130662136934375e-05,4.0151086092243322e-11,1.8297792771165922e-05,1.3461106471466355e-09,2.6261625508087579e-07,2.5382812454296213e-13,2.461914618019656e-15,7.4807313807912288e-07,9.871662807649289e-07,1.9890792048129009e-05,8.5620399556431222e-06,7.6838487891660514e-16,2.6931541674244274e-11,2.001944752243731e-14,1.8767121052639422e-10,2.7986131756077873e-05,3.2660706736419084e-10,4.5681314842723336e-11,2.5864158355663977e-11,7.7416847657709905e-12
2.00330944681826e-08,0.002986656986389415,1.4775034109259968e-13,1.0876211637582234e-09,6.3150547255679974e-12,5.2504507735624253e-10,7.0939012255523994e-07,2.226135768513968e-08,2.4371644681477967e-32,6.1814988620211615e-27,1.4061851152461427e-24,2.9804939086394396e-22,9.1640155308908861e-23,2.9703151287043584e-14,1.8475579473541498e-19,3.1681507804452454e-25,4.0941042481583103e-22,8.9215627419268911e-19,1.497049543974802e-20,2.0386311118293288e-41,7.3804148397747286e-30,4.5001604338864215e-29,3.7304599605700391e-37,3.5690424761135283e-23,2.044571547013893e-31,1.9558726297634065e-29,7.0739088390655549e-26,9.6292019266220539e-11,3.051242355061858e-40,1.3247877383019108e-30,3.430020752767683e-28,6.1555772779641737e-31,3.215168702138426e-42,0.88129999999999997,0.0,0.0,0.0,0.0096107521884097134,0.10878272896811607,9.9999999970295969e-05,1.2892165206767039e-05,0.00010355918067461628,8.5054606174722385e-05,4.0594623084416165e-11,1.8499269560658791e-05,1.3456914799804712e-09,2.6551746753864306e-07,2.5662302316070095e-13,2.4891122389840753e-15,7.7387490751287881e-07,1.0171324443918611e-06,2.0118781873943915e-05,8.7575903875849107e-06,7.9150867376827195e-16,2.7757175083889359e-11,2.0711984213721242e-14,1.9478565504569047e-10,2.8307657247123904e-05,3.4304855869640116e-10,4.8002371973364256e-11,2.7287373627346562e-11,8.1975635540793677e-12
2.0263679377226476e-08,0.002986656298334208,1.5109495656178466e-13,1.11186235860188e-09,6.3846232601118167e-12,5.4819646756976375e-10,7.2497295751726734e-07,2.32742756653137e-08,2.7311770628286851e-32,-1.1376666051403976e-26,1.5314894174298424e-24,3.2991332806563932e-22,9.9533066780161539e-23,3.0840187879962553e-14,1.9327018934828962e-19,3.4797290900656945e-25,4.3926126758830112e-22,9.5371381051790289e-19,1.6319061345477279e-20,2.1364635687537518e-41,7.4302788262635966e-30,1.4002043534245935e-28,3.7340181528496719e-37,3.593156513678865e-23,2.2293232281050904e-31,2.1157911588650926e-29,7.7400902730504093e-26,1.0185012730083693e-10,3.4478588106177771e-40,1.4371997537153351e-30,3.4691209706371851e-28,6.3657114749002897e-31,3.6291154276653767e-42,0.88129999999999997,0.0,0.0,0.0,0.009607548021850645,0.1087824819260436,9.9999999969158858e-05,1.3035873371354217e-05,0.00010468925203563645,8.5977046418872212e-05,4.1037521036725099e-11,1.8700416458280514e-05,1.3452723760953379e-09,2.6841450009216679e-07,2.5941334549778716e-13,2.5162706751411422e-15,8.0024525638375265e-07,1.047671204512353e-06,2.0346688430975544e-05,8.9552226727039144e-06,8.150717646249651e-16,2.859874294290322e-11,2.1419840785752634e-14,2.020751307887974e-10,2.8629082578645358e-05,3.6010063696669032e-10,5.0410444345775986e-11,2.8769196832002173e-11,8.6736753557857855e-12
2.049426428627035e-08,0.002986655609567909,1.5447541452210931e-13,1.1363600607153589e-09,6.4537423850050424e-12,5.7206982157972502e-10,7.4069916763925281e-07,2.432049044129769e-08,3.0578775929521744e-32,2.216109639136477e-26,1.6666919827773201e-24,3.6520708733683426e-22,1.0802047001966947e-22,3.2012829755141597e-14,2.0213762676885229e-19,3.8189401684410906e-25,4.7102065640771143e-22,1.0189716568865115e-18,1.7776015774107492e-20,2.2402650665168018e-41,7.3286595629446668e-30,-8.122735355918786e-29,3.7352914269246772e-37,3.5440144917533568e-23,2.429340832378975e-31,2.2877659814181085e-29,8.4625810748738742e-26,1.0765868709039314e-10,3.8923048535998042e-40,1.5198220503647971e-30,3.5080136380935353e-28,6.5805134535532334e-31,4.0938862189253456e-42,0.88129999999999997,0.0,0.0,0.0,0.0096043443929483673,0.10878223446795716,9.9999999967986144e-05,1.3179476314422261e-05,0.00010581769144145043,8.6897975828114662e-05,4.1479777317592199e-11,1.8901231932987211e-05,1.3448533368685814e-09,2.7130733552772475e-07,2.6219907031548455e-13,2.5433897651196013e-15,8.2718948560701745e-07,1.0787871147283134e-06,2.0574511734472166e-05,9.1549323122109609e-06,8.3907763998050375e-16,2.9456373504114769e-11,2.2143160975442072e-14,2.0954154963817438e-10,2.8950407765933783e-05,3.7777792610974843e-10,5.2907636633843042e-11,3.0311222636586714e-11,9.1706203875690475e-12
2.0724849195314227e-08,0.0029866549200793214,1.5789169892161817e-13,1.1611148614056124e-09,6.5236189445130402e-12,5.9667804112745287e-10,7.5656772395393656e-07,2.5400668551792947e-08,3.4205553606559144e-32,-4.4931600377573576e-26,1.8124674602634959e-24,4.0201630060549227e-22,1.1713934595893886e-22,3.3221806829555209e-14,2.1137096582180297e-19,4.1879556453731693e-25,5.0479267994167328e-22,1.088116727056758e-18,1.9349019928854068e-20,2.3410971484358619e-41,7.5451116075731835e-30,3.7813656542609281e-28,3.7404288045868897e-37,3.6486890236828638e-23,2.6457885459702372e-31,2.4726060152493462e-29,9.2455616775036342e-26,1.1372582851645738e-10,4.3898768823295088e-40,1.6379479629535705e-30,3.5472487159680012e-28,6.8000329826426544e-31,4.6153583638119744e-42,0.88129999999999997,0.0,0.0,0.0,0.0096011413115102903,0.10878198659046559,9.9999999966777082e-05,1.3322974085107529e-05,0.00010694449222657905,8.7817387407667418e-05,4.1921389312214491e-11,1.9101714463893635e-05,1.3444343636728025e-09,2.7419595674123536e-07,2.6498017651597745e-13,2.5704693485760341e-15,8.5471286300603735e-07,1.1104847045390007e-06,2.0802251799915244e-05,9.3567147982318806e-06,8.6352976979953653e-16,3.0330194347915457e-11,2.2882087627533002e-14,2.1718681312563919e-10,2.9271632824609221e-05,3.9609520230051055e-10,5.5496075678858215e-11,3.1915065866950027e-11,9.6890073973476371e-12
2.0928446587790586e-08,0.002986654310678838,1.6093786910352242e-13,1.1831856298203292e-09,6.5846697813156144e-12,6.1902734998814367e-10,7.7069654166723002e-07,2.6383192387978949e-08,3.7735976164578722e-32,1.2927009011034688e-27,1.9505416221516775e-24,4.3728214114074176e-22,1.2574855058279696e-22,3.4320077065682053e-14,2.1983840546610815e-19,4.5404172942704858e-25,5.363721341919766e-22,1.1525560538254695e-18,2.0840903968207618e-20,2.4423227637993064e-41,7.686725174394174e-30,6.4674188203081687e-28,3.7521950142370103e-37,3.7171746667243259e-23,2.8515586130815781e-31,2.6471922046106142e-29,9.9907506747427907e-26,1.1930446145873023e-10,4.8780592440023384e-40,2.1619928917193115e-30,3.5825786413997662e-28,6.9978531362464144e-31,5.1281599233624744e-42,0.88129999999999997,0.0,0.0,0.0,0.0095983135796717731,0.10878176737306489,9.9999999965678745e-05,1.3449589575187652e-05,0.00010793804547818935,8.8627924313886637e-05,4.2310777645217037e-11,1.927845466293846e-05,1.3440644828269819e-09,2.7674297867999586e-07,2.6743192760480498e-13,2.5943465855198959e-15,8.7950054139679042e-07,1.1389595702071088e-06,2.1003268125144468e-05,9.5366003135103493e-06,8.8549376044465223e-16,3.1115303901863901e-11,2.354761760788157e-14,2.2408746166708397e-10,2.9555178675941234e-05,4.1281258283798214e-10,5.7859135637127355e-11,3.3383891486830018e-11,1.0165040709676169e-11
2.111168424101931e-08,0.0029866537617232944,1.6370319442117518e-13,1.2032195424924579e-09,6.639472382373584e-12,6.3964756666217071e-10,7.8350608505645776e-07,2.7290933212203221e-08,4.1199485727721526e-32,-3.5772454705083273e-28,2.0827574605816083e-24,4.7169051611768595e-22,1.3396872317847956e-22,3.5333648242318884e-14,2.2771956740894769e-19,4.8804476086489906e-25,5.6627194376074111e-22,1.2133866233246472e-18,2.2271253073633713e-20,2.5419243891574944e-41,7.735740510405354e-30,7.0081909285030383e-28,3.7670286984800261e-37,3.7408819606089001e-23,3.049284588022555e-31,2.8139770694042017e-29,1.070738265553825e-25,1.2450792238235826e-10,5.360347028924139e-40,2.8962401724178939e-30,3.614837783336329e-28,7.179150258731947e-31,5.6358839849343388e-42,0.88129999999999997,0.0,0.0,0.0,0.0095957689980034639,0.10878156979368862,9.9999999964665097e-05,1.3563473471961247e-05,0.00010883114297810177,8.9356387223228664e-05,4.2660794477538538e-11,1.9437297049176825e-05,1.3437316357683282e-09,2.7903246838301108e-07,2.6963539911562793e-13,2.6158095683421211e-15,9.0220194707812184e-07,1.1649802354893566e-06,2.1184127353015062e-05,9.6998733987522266e-06,9.0556306810974659e-16,3.1832850961200634e-11,2.4157172362843947e-14,2.3041958959095148e-10,2.9810303218825222e-05,4.2830334804799401e-10,6.0049379056152793e-11,3.4749071064308701e-11,1.0608530499285797e-11
2.1294921894248034e-08,0.002986653212293016,1.66491003545207e-13,1.2234144228188341e-09,6.6943943885268969e-12,6.6075375611768851e-10,7.9640376703706131e-07,2.8221260393588624e-08,4.4955829373656028e-32,6.2523151096177189e-34,2.2229112230754096e-24,5.085472493322618e-22,1.4265843955768375e-22,3.6371409631500174e-14,2.3585473158499052e-19,5.2434422587373359e-25,5.9763306822434576e-22,1.2770111303384991e-18,2.3789318440663301e-20,2.6462792089151217e-41,7.744289484474042e-30,6.6323496852349751e-28,3.7824463957210215e-37,3.7450204616279323e-23,3.2596084106346109e-31,2.9903999403592649e-29,1.1470127601092513e-25,1.2988891803544615e-10,5.8868756906669447e-40,3.7025096062099155e-30,3.6472536113248695e-28,7.3635787253786168e-31,6.1914148253518856e-42,0.88129999999999997,0.0,0.0,0.0,0.0095932247785374229,0.108781371943798,9.9999999963627245e-05,1.3677291036737139e-05,0.00010972319455856229,9.008387995305687e-05,4.3010400076673297e-11,1.9595926644150153e-05,1.3433988327147078e-09,2.8131926824302696e-07,2.7183591877272409e-13,2.637247335041297e-15,9.2527788431849454e-07,1.1913758102654102e-06,2.1364934043638018e-05,9.8644478194516878e-06,9.2591999126193415e-16,3.2560835674905256e-11,2.4776821226449759e-14,2.3686783941235055e-10,3.0065364558740808e-05,4.4422371222079019e-10,6.2300908383669298e-11,3.6156080321724119e-11,1.106661630303764e-11
2.1478159547476758e-08,0.002986652662382498,1.693012751758379e-13,1.2437702907481875e-09,6.7493705358924285e-12,6.8235244541821979e-10,8.0938906267374394e-07,2.9174515065319941e-08,4.9027532282692431e-32,-4.0717495641668178e-28,2.3714131814413449e-24,5.4782686138603088e-22,1.5184030734590109e-22,3.7433733719482792e-14,2.4425105193224529e-19,5.6307735944227022e-25,6.3051619615904923e-22,1.3435369666966698e-18,2.5399827159006106e-20,2.7529706284364689e-41,7.7446815664904782e-30,6.1390605028031661e-28,3.7967567471597243e-37,3.7452141375002596e-23,3.4832667902556829e-31,3.1769537526811567e-29,1.2281588088100479e-25,1.3545181522331951e-10,6.4613702323326853e-40,4.4812060764324237e-30,3.6796785785573024e-28,7.5511708664090653e-31,6.7989768671603202e-42,0.88129999999999997,0.0,0.0,0.0,0.0095906809261360575,0.10878117382173393,9.9999999962564848e-05,1.3791042294408697e-05,0.00011061419694901678,9.0810399077010444e-05,4.3359593159584941e-11,1.9754342702952033e-05,1.3430660743467049e-09,2.8360336986740299e-07,2.7403347624270506e-13,2.6586598069400217e-15,9.4873093703401675e-07,1.2181485239579654e-06,2.1545688205195913e-05,1.0030321297626661e-05,9.4656623770376179e-16,3.3299320849611856e-11,2.5406634274501424e-14,2.4343314666826314e-10,3.0320362704109224e-05,4.605813588755655e-10,6.4614830014242648e-11,3.7605765239764929e-11,1.1539618698217377e-11
2.166139720070548e-08,0.002986652111986355,1.7213398407416369e-13,1.2642870862288144e-09,6.804301590730367e-12,7.0445017176928506e-10,8.2246144510061478e-07,3.0151039774814586e-08,5.3438666692945591e-32,7.8655157250867387e-29,2.528691211224298e-24,5.8963453192024301e-22,1.6153790719922821e-22,3.8520994281832852e-14,2.5291584794467974e-19,6.0438850074462537e-25,6.6498403783557122e-22,1.4130747468308809e-18,2.7107725460622538e-20,2.861103886695965e-41,7.7425859417176209e-30,5.6203949781987616e-28,3.8095160214705817e-37,3.7442043959929918e-23,3.7210349361864933e-31,3.3741528722293886e-29,1.3144491938911224e-25,1.4120104604384979e-10,7.0878417751008572e-40,5.1991928331536265e-30,3.7120634652784235e-28,7.7419530703325648e-31,7.4631416044734669e-42,0.88129999999999997,0.0,0.0,0.0,0.0095881374456482735,0.10878097542584693,9.9999999961477516e-05,1.3904727269921838e-05,0.00011150414689575425,9.1535941187727781e-05,4.3708372449838389e-11,1.9912544484827595e-05,1.3427333613430287e-09,2.8588476490667761e-07,2.7622806124977317e-13,2.6800469057656798e-15,9.7256367563515704e-07,1.2453005960766861e-06,2.1726389845963747e-05,1.0197491551820426e-05,9.6750350761756572e-16,3.4048369015285571e-11,2.604668121861195e-14,2.501164426485991e-10,3.0575297663481921e-05,4.7738403120500438e-10,6.6992259032291242e-11,3.9098979730971964e-11,1.2027861626239262e-11
2.1844634853934205e-08,0.002986651561099141,1.749890996022681e-13,1.2849646389780869e-09,6.8591836386623676e-12,7.2705348180660483e-10,8.3562038546845436e-07,3.115117844633786e-08,5.8214946190523166e-32,-8.322569508402804e-29,2.6951913169915038e-24,6.340929093436438e-22,1.7177573450818126e-22,3.9633566334163454e-14,2.6185660729023438e-19,6.4842938368971611e-25,7.0110136630457415e-22,1.4857383608876916e-18,2.8918186497796288e-20,2.9705834920766501e-41,7.7420498020903196e-30,5.177218556908155e-28,3.8208688432094538e-37,3.7439484361029977e-23,3.9737282003652382e-31,3.5825337646266325e-29,1.4061697031802822e-25,1.4714110791401914e-10,7.7706065950764567e-40,5.8564609272774543e-30,3.7444075289259735e-28,7.9359497624979171e-31,8.1888531074124603e-42,0.88129999999999997,0.0,0.0,0.0,0.0095855943419094966,0.1087807767544975,9.999999996036484e-05,1.4018345988274645e-05,0.00011239304116186448,9.2260502896831547e-05,4.4056736677583355e-11,2.0070531253170201e-05,1.3424006943805155e-09,2.8816344505445666e-07,2.7841966357567508e-13,2.7014085536493929e-15,9.9677865704120318e-07,1.2728342362146172e-06,2.1907038974308327e-05,1.036595629714857e-05,9.8873349356270939e-16,3.480804242509648e-11,2.6697031406580653e-14,2.5691865439640127e-10,3.0830169445539727e-05,4.9463953155580062e-10,6.9434319136612476e-11,4.0636585576310725e-11,1.2531672367096694e-11
2.202787250716293e-08,0.0029866510097154935,1.778665894441966e-13,1.3058027453351576e-09,6.9140271830603752e-12,7.501689298952203e-10,8.488653532268957e-07,3.2175276184387575e-08,6.3383657967338777e-32,-4.9795639163174402e-30,2.8713759690733719e-24,6.8134910155504617e-22,1.825791302627952e-22,4.0771825965604149e-14,2.7108096782902092e-19,6.9535849294732057e-25,7.3893480393307552e-22,1.5616446291759874e-18,3.0836589918986188e-20,3.0816176915385156e-41,7.7427721375273196e-30,4.79525005906658e-28,3.8310785669722977e-37,3.7443007577493375e-23,4.2421986497840745e-31,3.8026530002329902e-29,1.5036179715211983e-25,1.5327655577271929e-10,8.5142689508133051e-40,6.462703316839354e-30,3.7767215934883166e-28,8.1331855490745819e-31,8.981406957684839e-42,0.88129999999999997,0.0,0.0,0.0,0.0095830516197431929,0.10878057780605463,9.9999999959226509e-05,1.413189847451081e-05,0.00011328087652528241,9.2984080832645525e-05,4.4404684578787618e-11,2.0228302275023039e-05,1.3420680741343407e-09,2.9043940204240003e-07,2.8060827305278798e-13,2.7227446730790224e-15,1.0213784263058443e-06,1.3007516452308408e-06,2.2087635598676799e-05,1.0535713245747577e-05,1.0102578813827244e-15,3.5578403088465161e-11,2.7357753866221225e-14,2.638407052168354e-10,3.1084978059076683e-05,5.123557139273518e-10,7.1942141547696589e-11,4.2219451431814256e-11,1.3051381118918821e-11
