Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445)
1.837337141347557e-12,0.0024677037885986013,6.8208611289539488e-21,1.352811929803635e-16,-9.5970332469058448e-16,6.7870178550787007e-21,3.0776551580238257e-14,1.5502471189803902e-22,-1.7933045625197651e-30,2.8955073379576864e-17,7.9810287488460028e-35,-2.8955733919012066e-17,9.3261213374638356e-30,-3.4220658332984001e-18,7.0331237624161679e-25,-1.7950438273586937e-30,-2.7356210150277898e-37,-5.7433675927100923e-29,-2.7182970177049098e-38,4.3448644388776645e-43,4.6103255454612826e-29,1.4823164797659197e-28,1.8119459673680595e-23,2.2750713865965527e-23,2.5415383607908258e-16,6.3843491488635373e-27,7.0833293125424432e-31,2.6180476865790404e-25,-3.2188796613005408e-42,1.987565503941346e-37,9.0211386093300314e-28,1.3633357093697403e-36,-1.1444901164655335e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899603076229199,0.10880299991083059,0.0001000000000000035,1.5308146860007838e-09,1.543453866729303e-08,1.539356014180979e-08,6.8362106854071838e-15,6.5020067432264521e-11,2.0666676595719189e-09,2.4111774668727278e-11,8.4839061745102089e-19,2.1403140352404714e-19,4.5419948228939572e-19,6.9146666553162336e-15,2.1096995025250678e-09,1.6333538959934542e-13,1.2838992494525836e-21,7.1206230761535363e-22,6.8961999880909996e-24,2.6772105573724617e-23,3.0677192122455789e-09,5.7149213221655634e-27,2.0166836183345419e-30,1.5932915298843478e-31,1.5336402285995919e-35,3.9848375981999822e-36,6.4210579600513348e-14,2.540432145492044e-16,8.261237042239796e-20,2.8026998306149094e-20,2.1511929589068624e-16,2.8876167523483015e-25,6.3708650997910656e-22,1.9223649291694655e-16,2.1044268207314136e-33,2.857007278987172e-15,5.5624603106003632e-16,1.5206144135250665e-18
1.8384338140100284e-12,0.002467703788598356,6.8197951621278173e-21,1.3525875009219822e-16,-9.2022162456716493e-16,6.7858916003803079e-21,3.0802977489341141e-14,1.5525483762709366e-22,-1.7968647924072002e-30,4.7263817992754605e-18,7.913231797541229e-35,-4.7270385074464787e-18,9.305446022528324e-30,-3.4013620155638123e-18,6.9926153852811663e-25,-1.7986026039690788e-30,-2.9502529832359787e-37,-5.778002184785987e-29,-2.7785484076764164e-38,3.9603262571703194e-43,4.6148833235055959e-29,1.4786934883210337e-28,1.8146165510433083e-23,2.258845311165091e-23,2.5460843417546991e-16,6.3995895818901277e-27,7.1044791894918993e-31,2.6217592426430637e-25,-3.2552428430132863e-42,1.9964437827643777e-37,9.0402558050473337e-28,1.3674774860921765e-36,-1.1529163517113937e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899602839519866,0.10880299991073117,0.0001000000000000035,1.5317283976506672e-09,1.5443743350465881e-08,1.5402709947976437e-08,6.8402878065252564e-15,6.5097123222404879e-11,2.0668081053756206e-09,2.413409755106021e-11,8.4939606990796095e-19,2.1422955703218218e-19,4.5503172475805455e-19,6.9229196727324171e-15,2.1113956922390658e-09,1.6353035619646589e-13,1.2850932394422207e-21,7.1333669557040162e-22,6.9050328927332738e-24,2.6823393475302706e-23,3.0701856462054578e-09,5.7294658429615739e-27,2.0230751652008939e-30,1.5983428712394545e-31,1.5394569367218642e-35,3.9986628296769354e-36,6.4286995093768855e-14,2.5449759428129736e-16,8.2770456447355467e-20,2.8087302602449307e-20,2.1520279874917188e-16,2.8945966979613209e-25,6.3342155564291991e-22,1.9251980039571978e-16,2.1110992603325408e-33,2.8585201207689916e-15,5.5690861593869198e-16,1.5234059333503896e-18
1.840627159334971e-12,0.0024677037885978653,6.8177211951666384e-21,1.3521501542766925e-16,-8.9414148894717016e-16,6.7836968447290434e-21,3.0856107434638353e-14,1.557157571927198e-22,-1.8002935676438095e-30,-3.2553610845152396e-18,7.8775411469175872e-35,3.2547058909746245e-18,9.3027486287031338e-30,-3.3930345980678506e-18,6.9765627943038249e-25,-1.8020401542795649e-30,-3.3843246243524971e-37,-5.847092021796819e-29,-2.9001483752519754e-38,3.8107578248242823e-43,4.630425945074978e-29,1.4747805819269606e-28,1.8199641548795594e-23,2.2521930435923083e-23,2.5551925366879865e-16,6.4301522778691373e-27,7.1469305786709305e-31,2.6291805475713852e-25,-3.3280964256252127e-42,2.0141623513851672e-37,9.0785747494971463e-28,1.375347896721687e-36,-1.1697856038003513e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899602366102242,0.1088029999105322,0.00010000000000000346,1.5335558209382296e-09,1.5462152609750221e-08,1.5421009425212861e-08,6.8484419949466471e-15,6.5251369615320894e-11,2.0670881341934123e-09,2.41787572420605e-11,8.5140873393912353e-19,2.1462598766999737e-19,4.5669932302132215e-19,6.9394404691264727e-15,2.1147884165394046e-09,1.6392063809973645e-13,1.2874819654987672e-21,7.1589002820394785e-22,6.9227155869408112e-24,2.6926166360809369e-23,3.0751190156066715e-09,5.7586385203977701e-27,2.0359070899115252e-30,1.6084841649689917e-31,1.5511457693527602e-35,4.0264325651547521e-36,6.4439961485122953e-14,2.5540797616568158e-16,8.3087235901551933e-20,2.8208184207052778e-20,2.1528142990547012e-16,2.9085948449304902e-25,6.3197504898788582e-22,1.9308709801602634e-16,2.1244951487034242e-33,2.8615460809029772e-15,5.5823482445413007e-16,1.5289989493816265e-18
1.842820504659914e-12,0.002467703788597374,6.81567952138896e-21,1.3517191876571952e-16,-8.9736186674107095e-16,6.7815340996155278e-21,3.0909375037724714e-14,1.5617756919591151e-22,-1.8233904430321041e-30,-3.0928116457402303e-18,7.8716315814301054e-35,3.0921555275041799e-18,9.3138297988156928e-30,-3.3979755326399369e-18,6.9865671152033523e-25,-1.8251504059018226e-30,-3.8245841507804521e-37,-5.916136455037504e-29,-3.0232113783034711e-38,3.9196034071710556e-43,4.6479238674276696e-29,1.4598494823221362e-28,1.8253203415707927e-23,2.2532320196921361e-23,2.5643223914387968e-16,6.4608242410290495e-27,7.1895845959901694e-31,2.6365994598270965e-25,-3.4016947918248813e-42,2.0317297408913237e-37,9.1170065442605316e-28,1.383120767825968e-36,-1.186725030334662e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899601892685207,0.10880299991033304,0.00010000000000000346,1.5353832442095187e-09,1.548056181299796e-08,1.5439308722326165e-08,6.8565961563903407e-15,6.5405795752364316e-11,2.0673670155384885e-09,2.4223435476247755e-11,8.5342374338101277e-19,2.150225829122953e-19,4.5837107583225743e-19,6.9559809472509977e-15,2.118181599504934e-09,1.6431138494740722e-13,1.2898716962710317e-21,7.1844944092716963e-22,6.940420793737243e-24,2.7029202229748955e-23,3.0800530519563815e-09,5.7879228889153699e-27,2.0488042768434972e-30,1.6186770621256388e-31,1.562908723449251e-35,4.0543617789250802e-36,6.4593108413570239e-14,2.563205228569915e-16,8.3404825869319904e-20,2.8329430205500946e-20,2.153240189751098e-16,2.9226440777076964e-25,6.3288835801177153e-22,1.9365530592821507e-16,2.1379592106002072e-33,2.8645718858903246e-15,5.5956241789980775e-16,1.5346052758506482e-18
1.8472071953097997e-12,0.00246770378859639,6.8116521926685452e-21,1.3508682487920791e-16,-8.8341031512937046e-16,6.7772637727863684e-21,3.1015980972354396e-14,1.5710387657851446e-22,-1.8314723960255151e-30,-9.2586607189389811e-19,7.8588700135696827e-35,9.2520927721551172e-19,9.3314720028461683e-30,-3.4012831030487444e-18,6.9936651832894523e-25,-1.8332572629557154e-30,-4.7234232102573264e-37,-6.0542997670315036e-29,-3.2737282072312526e-38,3.997360360113987e-43,4.6830124099859451e-29,1.4539200641882322e-28,1.8360584697872082e-23,2.2550692635640499e-23,2.5826472153127158e-16,6.5224973413051258e-27,7.275504345006377e-31,2.651430259359102e-25,-3.54957631741513e-42,2.0667315288717057e-37,9.1942096428662464e-28,1.3987700649487435e-36,-1.2208645751734113e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899600945851606,0.10880299990993411,0.00010000000000000347,1.5390380907032777e-09,1.55173801819698e-08,1.54759067762351e-08,6.8729044620854549e-15,6.5715187207180762e-11,2.067921360570295e-09,2.4312847360358213e-11,8.5746079782297711e-19,2.1581626531221677e-19,4.6172707451465453e-19,6.9891209481922551e-15,2.1249693315342427e-09,1.6509427347269693e-13,1.2946541782103548e-21,7.2358654468995624e-22,6.9758987396205172e-24,2.7236064684077706e-23,3.0899231111095726e-09,5.8468282084369024e-27,2.0747957571726236e-30,1.6392187111636781e-31,1.5866589918115642e-35,4.1107024783562116e-36,6.4899943858723699e-14,2.5815212414366469e-16,8.4042442817377593e-20,2.8573018609052278e-20,2.1542394890062632e-16,2.9508964685283962e-25,6.3354571225103837e-22,1.947944532644602e-16,2.1650932351039141e-33,2.8706223730941389e-15,5.6222175871175531e-16,1.545857933458053e-18
1.8515938859596855e-12,0.002467703788595404,6.807724423377283e-21,1.3500369258296948e-16,-8.6166032252482084e-16,6.7730918658013795e-21,3.1122719709309932e-14,1.5803376623254264e-22,-1.8336315471267244e-30,1.3558941445673695e-19,7.8394204257668605e-35,-1.3624630647763547e-19,9.3458747716156723e-30,-3.4014351926256383e-18,6.9945668054316728e-25,-1.83544035462335e-30,-5.6467879528069541e-37,-6.192476878255637e-29,-3.5301020742527263e-38,3.993227507300255e-43,4.7178767590160368e-29,1.4522742550889305e-28,1.8468309438051364e-23,2.2551794044694498e-23,2.6010589945961741e-16,6.5846107292329691e-27,7.3622435980233084e-31,2.6662518357961963e-25,-3.6980504093473335e-42,2.1016246985825052e-37,9.271866385439372e-28,1.4145818218195626e-36,-1.2553328716260329e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899599999018786,0.10880299990953439,0.00010000000000000345,1.5426929371319442e-09,1.5554198485354797e-08,1.5512504109772623e-08,6.889212738922801e-15,6.6025297517478927e-11,2.0684711735375496e-09,2.4402332917319935e-11,8.6150723232860257e-19,2.1661060169253299e-19,4.6509976033586739e-19,7.0223396754065912e-15,2.1317588751091975e-09,1.6587902176901873e-13,1.2994406742347861e-21,7.2874805796344983e-22,7.0114667230282456e-24,2.7443983210447297e-23,3.0997958044450125e-09,5.9061838323759711e-27,2.1010513853192978e-30,1.659969226302571e-31,1.6107104369809833e-35,4.1676901075875951e-36,6.5207501398309271e-14,2.5999241625160584e-16,8.4683314641078448e-20,2.8818072146317988e-20,2.1552863435011346e-16,2.9793547691820655e-25,6.3364185546015251e-22,1.9593724325403296e-16,2.1925031943171797e-33,2.8766714931793552e-15,5.6488663704767722e-16,1.5571640046871909e-18
1.860367267259457e-12,0.0024677037885934257,6.8001622023631399e-21,1.3484320566293435e-16,-8.2135386618123985e-16,6.7650379380859552e-21,3.1336671256616095e-14,1.5990433063086571e-22,-1.8370139763442202e-30,-4.5692802638972251e-22,7.8021913645379103e-35,-2.0022159176082873e-22,9.3752027307924454e-30,-3.4020683853541272e-18,6.9970174227396657e-25,-1.8388708843687494e-30,-7.5671068636707752e-37,-6.4688699967534967e-29,-4.0604412605876783e-38,4.0177758119162232e-43,4.7883265556455914e-29,1.4497440209233031e-28,1.8684789757032092e-23,2.2558325742887885e-23,2.6381444784286659e-16,6.7101691980985858e-27,7.5382109983494252e-31,2.6958684243344577e-25,-3.995558863886595e-42,2.1713420742751705e-37,9.4285483116510282e-28,1.4466015256039946e-36,-1.3252690633966423e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899598105355677,0.10880299990873257,0.00010000000000000346,1.5500026297939997e-09,1.5627834869489954e-08,1.558569661613893e-08,6.9218291945036275e-15,6.6647674299132781e-11,2.0695573941563859e-09,2.458152338881417e-11,8.6962823624109298e-19,2.1820122165011573e-19,4.7189542456687552e-19,7.0890133076649613e-15,2.145343320595706e-09,1.6745409765520148e-13,1.3090256190037803e-21,7.391446117056309e-22,7.0828727594445271e-24,2.7863002341089157e-23,3.1195489827141484e-09,6.026257907988892e-27,2.1543655631529827e-30,1.7021051470221933e-31,1.6597327919511133e-35,4.283636710465173e-36,6.582478258008965e-14,2.6369917876669755e-16,8.5974865865722898e-20,2.9312599961703541e-20,2.1572717086617871e-16,3.0368943729376419e-25,6.338926598366583e-22,1.9823375609625568e-16,2.2481618742000038e-33,2.8887649323070469e-15,5.7023299742866001e-16,1.5799369635018763e-18
1.869140648559228e-12,0.0024677037885914408,6.7930002752851066e-21,1.3469060547083645e-16,-7.7960654217473548e-16,6.7573797149886709e-21,3.1551248666790655e-14,1.6178931450431412e-22,-1.8381343210898718e-30,-4.5834885321897409e-20,7.7651196666056259e-35,4.5177563433630973e-20,9.4043542887988157e-30,-3.4022199925387962e-18,6.9985240266042762e-25,-1.8400392721072648e-30,-9.5855805177251109e-37,-6.745288890622637e-29,-4.6142556816481621e-38,4.0378479464070383e-43,4.859608662842372e-29,1.4488758798659928e-28,1.8902644999216619e-23,2.2565273871064857e-23,2.675580285759314e-16,6.8375144498431131e-27,7.7175284556366711e-31,2.7254507479608478e-25,-4.2935695987411418e-42,2.2410210432067543e-37,9.5870625568818807e-28,1.4791628008113622e-36,-1.3965436507834399e-47,0.88129999999999997,0.0,0.0,0.0,0.00988995962116959,0.10880299990792759,0.00010000000000000346,1.5573123221956857e-09,1.5701470961061873e-08,1.5658886241977446e-08,6.9544455204767686e-15,6.727292554507407e-11,2.0706259346201476e-09,2.4761004640934194e-11,8.7778674791236684e-19,2.1979442281401626e-19,4.7875838374709657e-19,7.1560018427542037e-15,2.1589348331429256e-09,1.6903661257954406e-13,1.3186264106999281e-21,7.496395090625012e-22,7.154638844451403e-24,2.828627850567499e-23,3.1393124372507897e-09,6.1481614040531904e-27,2.2087611840400147e-30,1.7450961994559928e-31,1.7099977213173264e-35,4.4022436162068506e-36,6.6444951712753792e-14,2.6744095459151327e-16,8.7279538058389684e-20,2.9813048194263956e-20,2.1591430775067131e-16,3.0952700991648685e-25,6.3405781513599673e-22,2.0054485106086773e-16,2.3049502815781606e-33,2.9008513616587989e-15,5.7560148587161621e-16,1.6029249360363755e-18
1.8779140298589994e-12,0.0024677037885894467,6.786252832332765e-21,1.3454617443655986e-16,-7.3602415866799881e-16,6.7501313663873538e-21,3.1766447880933761e-14,1.6368877447922245e-22,-1.8384759265482142e-30,-5.3818594686105227e-22,7.7262735372723205e-35,-1.1919318211759209e-22,9.4327172450259643e-30,-3.4017513039482068e-18,6.998814172118567e-25,-1.8404287364633844e-30,-1.1702256112263139e-36,-7.0216909870132954e-29,-5.1915718303381762e-38,4.0447371458260494e-43,4.9316041127975495e-29,1.4485816405913692e-28,1.9121875837768916e-23,2.2567632488732408e-23,2.7133679872387403e-16,6.9666626609033953e-27,7.9002416727977507e-31,2.7550005097168135e-25,-4.5917815045177576e-42,2.3107264683914111e-37,9.747420266944794e-28,1.5122802625512475e-36,-1.4691633898893723e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899594318039453,0.10880299990711945,0.00010000000000000346,1.5646220143370022e-09,1.5775106762892633e-08,1.5732072987889409e-08,6.9870617180769946e-15,6.7901050654183431e-11,2.0716770712440333e-09,2.4940774241804194e-11,8.8598275949865268e-19,2.2139018359691876e-19,4.8568898136178303e-19,7.2233052793555964e-15,2.1725333022983887e-09,1.7062656651354052e-13,1.3282429198220496e-21,7.6023319301005837e-22,7.2267649143426836e-24,2.8713832259690458e-23,3.1590860074457799e-09,6.271912126222227e-27,2.2642540259086147e-30,1.7889548702416011e-31,1.7615294002988565e-35,4.5235570940985991e-36,6.7068008528347471e-14,2.7121790068978646e-16,8.8597394918378982e-20,3.0319454473160068e-20,2.1609125199812317e-16,3.1544898313556456e-25,6.3411265173406043e-22,2.0287053524230108e-16,2.3628849165530606e-33,2.9129299588012195e-15,5.8099208674378583e-16,1.6261287750310104e-18
1.8866874111587707e-12,0.0024677037885874457,6.7799317074920093e-21,1.3441014801451778e-16,-6.9133014874350393e-16,6.7433047053304682e-21,3.1982270994957564e-14,1.656027688318911e-22,-1.8385599038612994e-30,1.9036400241994972e-20,7.6861853009113154e-35,-1.9693761195750974e-20,9.4605582718794163e-30,-3.4008771622181308e-18,6.9983098617967351e-25,-1.8405604415842497e-30,-1.3917161530640722e-36,-7.298040132811037e-29,-5.7924141023612874e-38,4.0439576368993404e-43,5.0043517642904318e-29,1.4484802606576844e-28,1.9342482953700923e-23,2.2566763254110487e-23,2.7515091960229117e-16,7.0976305173097045e-27,8.0863979952885623e-31,2.7845195072733819e-25,-4.8900663329326889e-42,2.3804860152020466e-37,9.909632895487221e-28,1.5459579228218908e-36,-1.543137033818697e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899592424386215,0.10880299990630814,0.00010000000000000346,1.5719317062179496e-09,1.5848742276856675e-08,1.5805256854492261e-08,7.0196777881618319e-15,6.8532049009141892e-11,2.0727110836447632e-09,2.5120829713299756e-11,8.9421626294479664e-19,2.2298848200096707e-19,4.9268757056298515e-19,7.290923616148452e-15,2.1861386162898994e-09,1.7222395942811297e-13,1.3378750139708771e-21,7.7092611853164323e-22,7.2992509037047855e-24,2.9145684713125299e-23,3.1788695307709414e-09,6.3975284469516943e-27,2.320860443823086e-30,1.8336941029610012e-31,1.8143530030946383e-35,4.6476252532779657e-36,6.7693952751678503e-14,2.7503017827301345e-16,8.9928501868823631e-20,3.0831857475576344e-20,2.1625825937053237e-16,3.2145617056435086e-25,6.3409537972234776e-22,2.0521081581767451e-16,2.4219828831143566e-33,2.9249999225776717e-15,5.864047825930454e-16,1.6495493557588141e-18
1.9042341737583137e-12,0.00246770378858342,6.7685586535329425e-21,1.3416311295837012e-16,-6.0283690586880389e-16,6.7309066096862356e-21,3.2415802137533608e-14,1.6947457772167866e-22,-1.8382443247746515e-30,-5.2786161073552851e-21,7.6071363705885746e-35,4.6212376028954862e-21,9.5166234541903002e-30,-3.3994154848878678e-18,6.9978695145447641e-25,-1.840340441118893e-30,-1.8641571170044519e-36,-7.8506055390560076e-29,-7.0647645862877632e-38,4.0446551638546917e-43,5.1524334281342442e-29,1.4486244725314085e-28,1.9787828478215923e-23,2.2567889171510444e-23,2.8288581006101584e-16,7.3650872773966477e-27,8.4692173574700514e-31,2.8434718992663076e-25,-5.4867296617622157e-42,2.5201940162169292e-37,1.023966529728349e-27,1.6149961387610852e-36,-1.6952234192856775e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899588637089315,0.10880299990467608,0.00010000000000000346,1.5865510891987384e-09,1.599601244601268e-08,1.5951615952053422e-08,7.0849095479236923e-15,6.9802663174281165e-11,2.0747287463462894e-09,2.5481789215036965e-11,9.1079571563549656e-19,2.2619261130952159e-19,5.0689003182431325e-19,7.4271049854158979e-15,2.2133693748224759e-09,1.7544106209218038e-13,1.3571854737758543e-21,7.926113768384995e-22,7.4453023990526889e-24,3.0022363768349761e-23,3.2184658494147745e-09,6.6544263061930757e-27,2.4374753471025057e-30,1.9258627999776214e-31,1.9239710590346916e-35,4.9042069681801069e-36,6.8954502404027844e-14,2.8276132401968762e-16,9.2630707961707339e-20,3.1874796837823517e-20,2.1656160806533487e-16,3.3372921923306625e-25,6.3411181628617308e-22,2.0993519207741307e-16,2.5437329610840209e-33,2.9491109298457009e-15,5.9729638671413817e-16,1.6970439755132252e-18
1.9217809363578567e-12,0.002467703788579363,6.7588593525086928e-21,1.3394906323345542e-16,-5.1748736922629423e-16,6.7201634994373332e-21,3.2851852979399227e-14,1.7340521122461714e-22,-1.8378774004439751e-30,-2.434794758596768e-20,7.5317475500175861e-35,2.3690345381132265e-20,9.5741190616370533e-30,-3.3990587315736445e-18,6.9996063167527773e-25,-1.8400694754836659e-30,-2.3758631069640946e-36,-8.4030470859612706e-29,-8.4315023238824038e-38,4.0624420175493853e-43,5.3041368389458125e-29,1.4487905137845568e-28,2.0238686838009769e-23,2.2578425239835957e-23,2.9076399021746651e-16,7.6400194935667074e-27,8.8663726411332982e-31,2.9023222928016193e-25,-6.0832766161848766e-42,2.6602053183824521e-37,1.05772514861668e-27,1.6863121138445576e-36,-1.852974176511683e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899584849804854,0.1088029999030314,0.00010000000000000346,1.6011704711380533e-09,1.6143281484560935e-08,1.6097963539598211e-08,7.150140806842696e-15,7.1084763104165528e-11,2.0766810854788012e-09,2.5843863674634761e-11,9.2752504157227618e-19,2.2940663789464635e-19,5.2136859913596482e-19,7.5645459402210563e-15,2.2406262442151992e-09,1.7868792034198051e-13,1.37655675046103e-21,8.1469892347048832e-22,7.5927928076005959e-24,3.0916484485191126e-23,3.2581001360740701e-09,6.9190034715374329e-27,2.5587394523017541e-30,2.0217079938464381e-31,2.0390595948467066e-35,5.1723845091679309e-36,7.0226598468950761e-14,2.9063568126373393e-16,9.5386679616638722e-20,3.2942176163181025e-20,2.1682752011590074e-16,3.46352735237794e-25,6.3432477616223133e-22,2.1471803531573463e-16,2.670340196012771e-33,2.973178181990344e-15,6.0827613382548728e-16,1.7454157845686629e-18
1.9393276989573997e-12,0.0024677037885752757,6.7508190277506223e-21,1.3376770080379212e-16,-4.3156301575313912e-16,6.7110604214524433e-21,3.3290412292552731e-14,1.7739516532668595e-22,-1.8377760929380195e-30,1.4522592135369231e-20,7.4556204287306426e-35,-1.5180381677911336e-20,9.6313453850637529e-30,-3.3985085632903834e-18,7.00097051501999e-25,-1.8400640274761205e-30,-2.926820980397344e-36,-8.9554104591918311e-29,-9.8928407123160167e-38,4.0784641948385685e-43,5.4592243981345692e-29,1.4487662873452652e-28,2.0695063411010623e-23,2.2587026658987734e-23,2.9878681783473602e-16,7.9225701746226142e-27,9.278276994137221e-31,2.9610856678976855e-25,-6.6796301444908137e-42,2.8005360320922171e-37,1.0922488084003034e-27,1.7599796560502134e-36,-2.0165659454015653e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899581062532309,0.10880299990137417,0.00010000000000000346,1.6157898520358964e-09,1.6290549416323822e-08,1.6244299622321098e-08,7.215371575466631e-15,7.2378343605365998e-11,2.0785703108569051e-09,2.6207032919040065e-11,9.4440417298811742e-19,2.3263038268384454e-19,5.3612625812485775e-19,7.7032464704301127e-15,2.2679083411309386e-09,1.8196453393945599e-13,1.3959877672163597e-21,8.3719258863252556e-22,7.7417215793880701e-24,3.1828224479187164e-23,3.2977711062865125e-09,7.1914176140544752e-27,2.6847958425742869e-30,2.1213429295782241e-31,2.1598431003857201e-35,5.4525842032513908e-36,7.1510238630686643e-14,2.9865460689102264e-16,9.8196967487334025e-20,3.4034322019117378e-20,2.1706516323519433e-16,3.5933370725202527e-25,6.3450334695315626e-22,2.1955940218086208e-16,2.8019542355239488e-33,2.997196147827237e-15,6.1934383035768326e-16,1.7946721259892047e-18
1.9744212241564853e-12,0.0024677037885670063,6.7397983604977837e-21,1.3350467956872648e-16,-2.5785876030070849e-16,6.6978567297965034e-21,3.4175055140664382e-14,1.855549754300802e-22,-1.8374231101056876e-30,1.4765944217161577e-20,7.3012259797785007e-35,-1.5423975217005764e-20,9.7449078815989635e-30,-3.3966919109211185e-18,7.0023146250232531e-25,-1.8399024891554977e-30,-4.1464803257751576e-36,-1.005964826995517e-28,-1.310012426814314e-37,4.0987317570742024e-43,5.7797233877947806e-29,1.4488368756780788e-28,2.16243906395705e-23,2.2598524001919579e-23,3.1527169598765048e-16,8.5110944598273958e-27,1.0148005636364811e-30,3.0784100339498121e-25,-7.8721477998574257e-42,3.0820742892341487e-37,1.1636289189050912e-27,1.9145873715039992e-36,-2.3618203128309661e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899573488021707,0.10880299989802202,0.00010000000000000347,1.6450286107071746e-09,1.658508203540229e-08,1.6536937293492397e-08,7.3458316754868362e-15,7.4999926134457131e-11,2.0821674175891876e-09,2.6936580237749279e-11,9.7861158884134769e-19,2.3910635645710958e-19,5.664905185816283e-19,7.9844262238504279e-15,2.3225450207662726e-09,1.8860702628693894e-13,1.4350249880135098e-21,8.8341317387457332e-22,8.0438920766091385e-24,3.3705252791713986e-23,3.3772184489480851e-09,7.7603834469641762e-27,2.9518663978223468e-30,2.3324418368028579e-31,2.4194259760438147e-35,6.0508038135546386e-36,7.4112142240385423e-14,3.1513144041527462e-16,1.0398263344518171e-19,3.629418771728386e-20,2.1747046925647939e-16,3.8639581918370898e-25,6.347331185265452e-22,2.294179114777944e-16,3.0808103567224101e-33,3.0450706976460732e-15,6.4174217174416422e-16,1.8958668323621011e-18
2.005804671122576e-12,0.0024677037885595067,6.7355636170893874e-21,1.3338017981371617e-16,-1.0938200072379423e-16,6.6916038704787984e-21,3.4974698896290326e-14,1.9305792206939957e-22,-1.8371634976659505e-30,-1.299271367376217e-19,7.1710782223945479e-35,1.2926845198805656e-19,9.8495910162668092e-30,-3.3974117141749175e-18,7.0081461706817053e-25,-1.8398148956009771e-30,-5.3700859923176267e-36,-1.1046863385183945e-28,-1.6290840572760087e-37,4.1520657045782764e-43,6.0788899676315404e-29,1.4488325747324388e-28,2.2474213300418446e-23,2.262917533228607e-23,3.3051693543476703e-16,9.0646193772187013e-27,1.0979915951103242e-30,3.1831811953024842e-25,-8.938347814256995e-42,3.3348432786187026e-37,1.2301479678165958e-27,2.0613128994955198e-36,-2.6919906148129662e-47,0.88129999999999997,0.0,0.0,0.0,0.00988995667143233,0.10880299989498186,0.00010000000000000346,1.6711762519908693e-09,1.6848473171516398e-08,1.679859845843565e-08,7.4624979857662991e-15,7.7383202272094027e-11,2.0851900554593403e-09,2.7592523033419148e-11,1.0097095000710964e-18,2.4492896525673195e-19,5.9461913923689304e-19,8.240147130808469e-15,2.3714831428297982e-09,1.9464808605399642e-13,1.4701276664566593e-21,9.2616014670048361e-22,8.3189851281360848e-24,3.5445245561041908e-23,3.4483795042265123e-09,8.2973047542875069e-27,3.2083835285285674e-30,2.5352067820930807e-31,2.6731821657810386e-35,6.6308810621929844e-36,7.6478062807402457e-14,3.3036920933766709e-16,1.0934596524930536e-19,3.8402205662655646e-20,2.177660321160742e-16,4.1187697815156667e-25,6.3535559044094618e-22,2.3843296465936357e-16,3.3486603308237797e-33,3.0876825479154284e-15,6.6206830293971742e-16,1.9894303831731713e-18
