Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540)
1.0021391681701263e-11,0.0027654661489489515,2.0342905226410283e-18,3.2563157032452496e-14,2.7347666689968871e-13,1.9970005419666895e-18,1.2381960989577319e-12,6.9453853724632545e-20,-8.6273436985577199e-30,8.2276570843767465e-20,1.8596153553804421e-33,-8.1958464362647454e-20,4.9444684204837194e-28,4.1985300355557949e-18,4.1628581253769938e-24,-8.8197930135585015e-30,1.4217778209213413e-32,4.4226191231907833e-27,3.0933098317145225e-34,4.2289002672109449e-42,2.4718933704511549e-25,3.8854482462440412e-27,1.890577029785458e-20,2.446751196557226e-23,2.272937587090666e-13,6.9882176093176724e-23,4.4454097864469665e-26,3.319397054263317e-22,-2.3806426413996158e-39,3.2236897843631036e-34,5.2501590512825622e-24,6.7302706621501881e-32,1.6231021489046887e-42,0.88129999999999997,0.0,0.0,0.0,0.0098895136959920374,0.10880299667704238,9.9999999999995898e-05,1.6249260699928754e-08,1.569310396041368e-07,1.5420372475311378e-07,5.0846205904233902e-14,3.0203902427179931e-09,7.6146502958360854e-09,3.0127808622091958e-10,3.3064471577796787e-17,2.2879681553958846e-18,2.2394628177195184e-16,4.815225094478669e-13,5.6625766141139126e-08,1.140509368490462e-11,2.3482051886018919e-20,5.1901842823694964e-19,1.1631347670323836e-21,3.6367825207223509e-20,9.1338120011368511e-08,5.2754458114456887e-23,9.6240110779460183e-26,1.4841052705530234e-26,7.3215779345609968e-30,1.1044871704889754e-30,7.4769425320364713e-12,2.2718881932897144e-13,6.8184164457058169e-17,3.6771701093192756e-17,7.7440329164023778e-16,2.5003112050318494e-21,-3.3753344300733752e-22,7.1237607240116868e-14,1.0073464618660401e-28,2.2440004568902071e-14,4.0746414905751082e-14,9.6348707694693015e-16,4.7650707636075762e-19,3.1349212244521623e-19
1.0342013288286873e-11,0.0027654661484085965,2.1616301494679664e-18,3.4581076040048901e-14,2.8114854127622417e-13,2.1207698140915763e-18,1.3093827715218202e-12,7.6894832006309534e-20,-8.6169803072322275e-30,-1.4608843032052095e-19,1.9329240932264842e-33,1.464020104968833e-19,5.0991486209603288e-28,4.2660708966191646e-18,4.6469056944377579e-24,-8.8167455843858624e-30,1.540872014251751e-32,4.6463876368828722e-27,3.3972775298040739e-34,4.3193377709023509e-42,2.7281975276348226e-25,3.8777673286190568e-27,2.0193230451365551e-20,2.4401007993623138e-23,2.4956043259767462e-13,7.9197134017923906e-23,5.1999040810306823e-26,3.6390094741925998e-22,-2.4698792949152577e-39,3.4284600803535912e-34,5.7945362475493615e-24,7.6916413982530297e-32,1.9361767612987132e-42,0.88129999999999997,0.0,0.0,0.0,0.0098894981419901176,0.10880299648152628,9.9999999999995817e-05,1.6769114812492958e-08,1.619507202726849e-07,1.5904843931772729e-07,5.2472612150583222e-14,3.2053379187180796e-09,7.6146390282531179e-09,3.1177366539660714e-10,3.5089114167811988e-17,2.3676738186588643e-18,2.4838720348972485e-16,5.1283019146196527e-13,5.852894521868467e-08,1.2146416625561992e-11,2.4317776933010496e-20,5.7014959704902754e-19,1.2358561764058892e-21,3.9916144131801775e-20,9.4407982442778011e-08,5.9795220880497243e-23,1.12581594809098e-25,1.7369809313565873e-26,8.8476251571925944e-30,1.3282387210093959e-30,7.9523024688559829e-12,2.4944493796759158e-13,7.4947456448252546e-17,4.0564600554322411e-17,7.7949211115467522e-16,2.8566734933655886e-21,-3.3247367110724401e-22,7.6081126324492028e-14,1.1791449133004902e-28,2.2730664370088435e-14,4.2691966865223984e-14,1.0452596084388137e-15,5.1787474064318334e-19,3.405695169264129e-19
1.0662634894872483e-11,0.002765466147854933,2.2925842540660268e-18,3.665441048935728e-14,2.8873134109216917e-13,2.2479407228796592e-18,1.3825257936787752e-12,8.4905651132037169e-20,-8.602661138164642e-30,1.2383886553833476e-21,2.0018258813168305e-33,-9.3205965098716988e-22,5.2530866451929841e-28,4.3204374170596127e-18,5.1670129841627556e-24,-8.8097284612894544e-30,1.6659977363729678e-32,4.8731895314537729e-27,3.7216041098077147e-34,4.5300041292184254e-42,3.0016620009035933e-25,3.8608529706368976e-27,2.1523101725909235e-20,2.3997843095207035e-23,2.7321957346635462e-13,8.9408998849207149e-23,6.0531944923892572e-26,3.9781043227457536e-22,-2.558933023509071e-39,3.6369876916968471e-34,6.3753612123954886e-24,8.7538085582129471e-32,2.2978551622656518e-42,0.88129999999999997,0.0,0.0,0.0,0.0098894825880065599,0.10880299628119604,9.9999999999995776e-05,1.7288967672873536e-08,1.6697038414931262e-07,1.6388830949796111e-07,5.4099012948871923e-14,3.3950977889043102e-09,7.6146277588333909e-09,3.2226922255541827e-10,3.7166436505578795e-17,2.447379314721871e-18,2.7466286365488545e-16,5.4512457867028885e-13,6.0432121013217681e-08,1.291107741747347e-11,2.515467772769142e-20,6.2451462398517784e-19,1.3105700764246816e-21,4.3682317289718671e-20,9.7477840170344807e-08,6.7510497500791158e-23,1.3105238536263696e-25,2.02297934907242e-26,1.0628610186823336e-29,1.5882979430994928e-30,8.4416533996337206e-12,2.7309284520461329e-13,8.2138945624291733e-17,4.460768985798557e-17,7.8461473658987094e-16,3.2510576859610779e-21,-3.2432500488336641e-22,8.1083440613424178e-14,1.373477353987124e-28,2.3014435518888969e-14,4.4655802278011535e-14,1.130863899702682e-15,5.612276346822211e-19,3.6893926153505572e-19
1.0983256501458093e-11,0.002765466147288119,2.427141424920566e-18,3.8782884324456027e-14,2.9631443196040417e-13,2.3784966521999236e-18,1.4576285746587631e-12,9.3514017245005379e-20,-8.5911758726295383e-30,1.0436561164389483e-21,2.0725413928630133e-33,-7.4105885089430512e-22,5.4072460314605524e-28,4.3900548505791973e-18,5.7150423370371782e-24,-8.8055258628510587e-30,1.7972553227036396e-32,5.1031919533198258e-27,4.0670083191089765e-34,4.6728613660001536e-42,3.2928446360818278e-25,3.8503905898082184e-27,2.2895374767684562e-20,2.3639083637244404e-23,2.9831148725988106e-13,1.0057294997572111e-22,7.0146486569990184e-26,4.3372097139740182e-22,-2.6477993472922959e-39,3.8489660598471547e-34,6.9938149965595962e-24,9.9237869669259453e-32,2.7105263491522464e-42,0.88129999999999997,0.0,0.0,0.0,0.0098894670340412688,0.10880299607610584,9.9999999999995709e-05,1.7808819281072494e-08,1.7199003133046485e-07,1.6872338949000483e-07,5.5725408330230371e-14,3.5896156723176486e-09,7.6146164882340416e-09,3.3276475374541949e-10,3.9295845464730545e-17,2.5270846135728038e-18,3.0285301781889399e-16,5.7840574569584376e-13,6.2335293524495215e-08,1.3699075909838082e-11,2.5992754059604541e-20,6.8221042869410656e-19,1.3872604588559371e-21,4.7672184358005317e-20,1.0054769319376156e-07,7.5940951935989197e-23,1.5185128056721312e-25,2.3452206696121527e-26,1.2697385663108634e-29,1.8892049433449703e-30,8.9449396476291067e-12,2.9817282676221242e-13,8.9771183886795653e-17,4.890863694674096e-17,7.8976420962161367e-16,3.6862665444698273e-21,-3.1970246848093686e-22,8.6244466658630885e-14,1.5924714572911115e-28,2.3292077609442749e-14,4.6637227167731517e-14,1.2203350574162795e-15,6.0658454262869832e-19,3.9861349131444812e-19
1.1303878108043703e-11,0.002765466146708302,2.5653689850197405e-18,4.0967506366936784e-14,3.0415031214255554e-13,2.5124998018909253e-18,1.5346992308224422e-12,1.0274834518195244e-19,-8.5925920053448331e-30,2.6147910046364066e-19,2.1512042883549409e-33,-2.611584228524303e-19,5.563372523469009e-28,4.5547617422730524e-18,6.2663010873494068e-24,-8.8141796050931493e-30,1.9347756422950954e-32,5.3395119352041288e-27,4.434325496975964e-34,4.3544341759139005e-42,3.6023028844647335e-25,3.8698041533149129e-27,2.4310040217349048e-20,2.3640951651283982e-23,3.248763105672957e-13,1.12745823399794e-22,8.0942329322879618e-26,4.7168563770310701e-22,-2.7365654737212674e-39,4.0653098789066005e-34,7.6510783748676023e-24,1.1208865244771147e-31,3.183056001391645e-42,0.88129999999999997,0.0,0.0,0.0,0.0098894514800939876,0.10880299586630925,9.999999999999556e-05,1.8328669637091823e-08,1.7700966208042209e-07,1.7355373284550419e-07,5.735179838008339e-14,3.7888380323637629e-09,7.6146052169079197e-09,3.4326025644296241e-10,4.1476754972849087e-17,2.6067896960463355e-18,3.330385969601023e-16,6.1267376809155546e-13,6.4238462752351066e-08,1.4510411952718544e-11,2.6832005824943277e-20,7.4333372657426275e-19,1.4659116422414239e-21,5.1891534123453877e-20,1.0361754151284457e-07,8.5128372090909077e-23,1.7518926373304519e-25,2.7070199034698656e-26,1.5090011323844597e-29,2.2359278996083222e-30,9.4621058867227362e-12,3.2472499909181411e-13,9.7856670357107357e-17,5.3475077434439392e-17,7.9499383978546703e-16,4.1652311340489484e-21,-3.3718774531836879e-22,9.1564121058029403e-14,1.8383884274533306e-28,2.3564377611721088e-14,4.8635626730800232e-14,1.3137068261681426e-15,6.5396348726053545e-19,4.2960385402605822e-19
1.1624499714629313e-11,0.0027654661461156255,2.7073337192237022e-18,4.3209277646800395e-14,3.1198827013368376e-13,2.650011908435359e-18,1.6137311906924231e-12,1.1263767971341456e-19,-8.5967536354609098e-30,2.9279835385132141e-20,2.2403023352891403e-33,-2.8937563441133597e-20,5.7202958523476135e-28,4.7364016372988645e-18,6.8470774630427352e-24,-8.82558819380206e-30,2.0787621728615541e-32,5.5852837231196887e-27,4.8246006991824408e-34,3.91358148079401e-42,3.9305931197400939e-25,3.8956091161909315e-27,2.5767088740568816e-20,2.4090780472091289e-23,3.5295402331137063e-13,1.259859905735597e-22,9.3024871636782294e-26,5.1175833406096597e-22,-2.8253226068180379e-39,4.2870199041767367e-34,8.3483318655790382e-24,1.2616589077058644e-31,3.7254099767683959e-42,0.88129999999999997,0.0,0.0,0.0,0.0098894359261649661,0.10880299565185916,9.9999999999995356e-05,1.8848518740933528e-08,1.8202927614665877e-07,1.7837939252316329e-07,5.8978183016520083e-14,3.992711925221649e-09,7.6145939451840894e-09,3.5375572884565051e-10,4.3708585446686942e-17,2.6864945484545954e-18,3.6530160693797452e-16,6.4792872172887672e-13,6.6141628696665632e-08,1.5345085396195393e-11,2.7672432980408533e-20,8.0798104338047825e-19,1.5465082453380281e-21,5.634610894487363e-20,1.0668738512748522e-07,9.5115582682790696e-23,2.0128894177389791e-25,3.1118782562958209e-26,1.784571055933655e-29,2.6338558372667626e-30,9.9930971142152299e-12,3.5278932205718523e-13,1.0640785533131546e-16,5.8314617029413445e-17,8.0009889446822633e-16,4.6910038836109622e-21,-3.5859469338817272e-22,9.7042320452520827e-14,2.1136171143097075e-28,2.383181098486678e-14,5.0650448145007123e-14,1.4110118228439941e-15,7.0338185855260049e-19,4.6192159298680917e-19
1.1945121321214924e-11,0.0027654661455102387,2.8530043902281595e-18,4.5507601794209101e-14,3.19634160136549e-13,2.7909967588117362e-18,1.694717721241641e-12,1.2321164540334132e-19,-8.5954471043424446e-30,6.4975971322828458e-21,2.3326172177680986e-33,-6.1441882236694369e-21,5.8763747875090295e-28,4.8731471088034501e-18,7.4783392186182923e-24,-8.8315563595829893e-30,2.2294593172584182e-32,5.8399820207417499e-27,5.2390279893875294e-34,3.6670025146302142e-42,4.2782693977889003e-25,3.9087670547979591e-27,2.7266511004671997e-20,2.4552062655400013e-23,3.8258445420128852e-13,1.4035330855305744e-22,1.0650528667564406e-25,5.5399313263829092e-22,-2.9140649383351965e-39,4.5142590049967472e-34,9.0867557375190745e-24,1.4154757086952919e-31,4.3517087972057687e-42,0.88129999999999997,0.0,0.0,0.0,0.0098894203722544091,0.10880299543280803,9.9999999999995248e-05,1.9368366592599631e-08,1.8704887332808896e-07,1.8320042091337512e-07,6.0604562174161266e-14,4.201184975216482e-09,7.6145826732860532e-09,3.6425116939113582e-10,4.5990763522570557e-17,2.7661991589327084e-18,3.9972507462543005e-16,6.8417068277479618e-13,6.8044791357358867e-08,1.6203096089304332e-11,2.8514035494879345e-20,8.7624872094991433e-19,1.6290351741121123e-21,6.1041607152272595e-20,1.0975722403763884e-07,1.0594640574560829e-22,2.3038456573598707e-25,3.563483849879423e-26,2.1007007728102729e-29,3.0888160937596151e-30,1.0537858638448387e-11,3.8240560438437286e-13,1.1543714197995368e-16,6.3434832576370383e-17,8.0514171652004305e-16,5.266757751248053e-21,-3.6953455504967695e-22,1.0267898152478924e-13,2.4206745777767006e-28,2.409460928974279e-14,5.2681170550478809e-14,1.512281695498505e-15,7.5485651012337946e-19,4.9557760840352734e-19
1.2265742927800534e-11,0.002765466144892279,3.0021962143631936e-18,4.7859379744551934e-14,3.2667441599583509e-13,2.9352646695681962e-18,1.7776444042521151e-12,1.3450041830754295e-19,-8.5780608238816414e-30,-5.1187126167920369e-19,2.4181369560752161e-33,5.1219517649117008e-19,6.028674672157993e-28,4.8334225034552399e-18,8.2034882902138105e-24,-8.8215047450334497e-30,2.3870472737001506e-32,6.0973043889183042e-27,5.678603211220771e-34,4.2461784879663392e-42,4.6458854287777088e-25,3.8855233577298596e-27,2.8808297692211201e-20,2.4532900829568109e-23,4.1380727747727681e-13,1.5590915439526093e-22,1.2150081393912658e-25,5.984424946398869e-22,-3.0026701363331696e-39,4.7457269134206674e-34,9.8675300035426684e-24,1.5831429207544586e-31,5.0644045410947911e-42,0.88129999999999997,0.0,0.0,0.0,0.00988940481836275,0.10880299520920761,9.9999999999995275e-05,1.9888213192092154e-08,1.9206845319302046e-07,1.8801686982872243e-07,6.223093571304542e-14,4.4142053843133427e-09,7.614571401326321e-09,3.7474657670747916e-10,4.8322722160329355e-17,2.8459035170618433e-18,4.3639305783949134e-16,7.2139972782062064e-13,6.9947950734392629e-08,1.7084443879420012e-11,2.9356813358339317e-20,9.482329126362628e-19,1.7134776260752424e-21,6.5983682635029323e-20,1.128270582433281e-07,1.1766567990992647e-22,2.6272257387728624e-25,4.0657207350156995e-26,2.4619981628773496e-29,3.6071076567464246e-30,1.1096336084732436e-11,4.1361350040796952e-13,1.2495688533373079e-16,6.8843271435727516e-17,8.1007048810363654e-16,5.8957912503168472e-21,-3.3938313961285177e-22,1.0847402100040489e-13,2.7622123230060963e-28,2.4352878129131173e-14,5.4727289292119043e-14,1.6175471323829239e-15,8.0840377656294037e-19,5.3058246693721731e-19
1.2586364534386144e-11,0.0027654661442618887,3.1547883943596108e-18,5.0262556807914274e-14,3.3369558284512214e-13,3.082690020870499e-18,1.8625306533249843e-12,1.4653481290875362e-19,-8.5608098510496254e-30,2.5043732899887996e-20,2.5034214432492672e-33,-2.4747516976694757e-20,6.1810310793658377e-28,4.8014001920791853e-18,8.9640794343118414e-24,-8.8115729033972087e-30,2.5516034983811066e-32,6.3532987043827704e-27,6.1439834150846442e-34,4.7943031535554144e-42,5.0339989531397062e-25,3.8624981100955637e-27,3.0392439433178261e-20,2.4524535720409399e-23,4.4666201083943415e-13,1.7271644733971433e-22,1.3813496454216603e-25,6.4515700201261431e-22,-3.0910553085335718e-39,4.9801830827686239e-34,1.0691834415686371e-23,1.7654931829738112e-31,5.8489570962851621e-42,0.88129999999999997,0.0,0.0,0.0,0.0098893892644893889,0.10880299498110911,9.9999999999995302e-05,2.0408058539413118e-08,1.9708801634164418e-07,1.9282879049824912e-07,6.3857303827336357e-14,4.6317219378537068e-09,7.6145601293435335e-09,3.852419499842327e-10,5.0703900706093968e-17,2.9256076166871463e-18,4.7539065078579934e-16,7.5961593501470154e-13,7.1851106827756489e-08,1.7989128614588027e-11,3.0200766592102029e-20,1.0240295803970249e-18,1.799821092843102e-21,7.1177944639004066e-20,1.1589688774462044e-07,1.3031927247817293e-22,2.9856197010552256e-25,4.6226751998630608e-26,2.873445167007835e-29,4.1955255793040927e-30,1.1668475399031886e-11,4.4645250800097527e-13,1.3497939163825134e-16,7.4547451088804435e-17,8.1524666540199641e-16,6.5815319037772028e-21,-3.1099739999952262e-22,1.1442735564855133e-13,3.141020669438238e-28,2.4607286775655321e-14,5.6788339585315259e-14,1.7268378745341479e-15,8.6403947904603297e-19,5.6694640459361634e-19
1.2906986140971754e-11,0.002765466143619214,3.3107768288440967e-18,5.2716982110853084e-14,3.4081700205764918e-13,3.233263976574516e-18,1.9493792286457556e-12,1.5934644295577752e-19,-8.5471885919029237e-30,-1.0855725180170546e-19,2.5850011973527814e-33,1.0883659522622487e-19,6.3338451268591798e-28,4.8148794248495939e-18,9.7489446926219484e-24,-8.8052264395432572e-30,2.7230952925478095e-32,6.6083380513287283e-27,6.6356369562495363e-34,5.1552777019402253e-42,5.4431645756643582e-25,3.8474119164950022e-27,3.2018926886748855e-20,2.4305546385770203e-23,4.8118799378594393e-13,1.9083986601930491e-22,1.5653864241680759e-25,6.9418530530788696e-22,-3.1792211560986506e-39,5.2177735432576433e-34,1.1560848426966925e-23,1.9633900724932135e-31,6.7225611932033475e-42,0.88129999999999997,0.0,0.0,0.0,0.0098893737106342024,0.10880299474856307,9.9999999999995275e-05,2.0927902634564535e-08,2.02107562897462e-07,1.976362334908169e-07,6.5483666557059365e-14,4.8536840811788793e-09,7.6145488573464458e-09,3.9573728895137088e-10,5.3133745731103392e-17,3.0053114557579551e-18,5.1680411284846746e-16,7.9881938347355991e-13,7.3754259637451188e-08,1.8917150144089907e-11,3.1045895281972703e-20,1.1037344674853984e-18,1.8880513982405027e-21,7.662995239157384e-20,1.1896671254160112e-07,1.4395421859950406e-22,3.3817650215956915e-25,5.2386712787760677e-26,3.340477911378185e-29,4.8614643861581289e-30,1.2254222891184713e-11,4.8096194692387445e-13,1.4551691160361633e-16,8.0554855004282355e-17,8.2043845752585586e-16,7.3275574891475889e-21,-2.9317382460380228e-22,1.2053890228837046e-13,3.5600532040197935e-28,2.4858557010231843e-14,5.8863924624619486e-14,1.8401826744957895e-15,9.2177889100414531e-19,6.0467930506650267e-19
1.3227607747557364e-11,0.002765466142964388,3.4702116605100546e-18,5.5223390077480106e-14,3.4805234531448016e-13,3.3870320046648746e-18,2.0381916929860294e-12,1.7296744290616959e-19,-8.5377108788140795e-30,3.9117812656348174e-24,2.6684049870632317e-33,2.7016346183855504e-22,6.4875712018970015e-28,4.8784391872743421e-18,1.0557666931304073e-23,-8.8029928851547964e-30,2.9015340940367603e-32,6.8648456328830815e-27,7.154103528581253e-34,5.2878600217311689e-42,5.873938971028846e-25,3.8416070753550855e-27,3.3687750716090392e-20,2.4167649353333117e-23,5.1742443993377303e-13,2.1034533507297721e-22,1.7684819976260427e-25,7.4557660484486417e-22,-3.2672081674817206e-39,5.458785020785399e-34,1.2475751277634436e-23,2.1777193826527374e-31,7.6904883994708243e-42,0.88129999999999997,0.0,0.0,0.0,0.0098893581567971751,0.10880299451161962,9.9999999999995221e-05,2.1447745477548397e-08,2.07127092876256e-07,2.0243924891257347e-07,6.7110023907091913e-14,5.0800417222157021e-09,7.6145375853485821e-09,4.0623259346493614e-10,5.5611708870583718e-17,3.0850150331810117e-18,5.607205115877272e-16,8.3901015243987419e-13,7.5657409163475627e-08,1.9868508317799127e-11,3.1892199504598122e-20,1.1874431619082105e-18,1.9781545984590417e-21,8.2345230498408985e-20,1.2203653263435255e-07,1.5861837564237013e-22,3.8185072275536848e-25,5.9182076432146509e-26,3.8688790958128449e-29,5.6127754306520026e-30,1.2853525127046551e-11,5.1718101111908286e-13,1.565816567101627e-16,8.687294262538681e-17,8.2559745052759679e-16,8.1375551207519473e-21,-2.8697958066927185e-22,1.2680857777456853e-13,4.0223835149358824e-28,2.5107075391957244e-14,6.0953694938139187e-14,1.9576097178786354e-15,9.8163695648849329e-19,6.4379084245188998e-19
1.3548229354142974e-11,0.002765466142297551,3.6331310985518519e-18,5.7782321449910472e-14,3.5529929399646954e-13,3.5440277124869134e-18,2.1289646613823858e-12,1.8743058450491826e-19,-8.5314618637852274e-30,-2.7204299988896241e-20,2.7546365785459748e-33,2.7477222369609828e-20,6.6416136969913971e-28,4.9600193858993123e-18,1.140164292405897e-23,-8.8039725502761371e-30,3.0869898422171933e-32,7.1248158751991961e-27,7.7001199624673721e-34,5.3348747712480353e-42,6.3268775541801358e-25,3.8443026422278069e-27,3.5398901594770983e-20,2.4130670406846215e-23,5.5541041020003056e-13,2.3130029199067711e-22,1.9920669273886689e-25,7.9938071452213839e-22,-3.3550604386185167e-39,5.7037988082675169e-34,1.3437721949311367e-23,2.4093941162805192e-31,8.7681167251903159e-42,0.88129999999999997,0.0,0.0,0.0,0.0098893426029784109,0.10880299427032827,9.9999999999995139e-05,2.1967587068366715e-08,2.1214660617390227e-07,2.0723788630986162e-07,6.8736375843584977e-14,5.3107453285364418e-09,7.6145263133587306e-09,4.1672786340530902e-10,5.8137247886276043e-17,3.1647183480479069e-18,6.072278878384297e-16,8.8018832154972258e-13,7.7560555405830561e-08,2.0843202985469726e-11,3.2739679349260063e-20,1.2752510629964146e-18,2.0701170305228045e-21,8.8329261858989637e-20,1.2510634802295997e-07,1.7436059733561137e-22,4.2988245255521556e-25,6.6659975942849018e-26,4.4648632652152423e-29,6.4578798686349895e-30,1.3466328982615281e-11,5.5514874190575558e-13,1.6818579085081131e-16,9.3509144251721781e-17,8.3071398515711024e-16,9.0153459866450464e-21,-2.8495502796656107e-22,1.3323629900510648e-13,4.5312327057874698e-28,2.5353040237705591e-14,6.3057333924082726e-14,2.0791465394694671e-15,1.0436282500086041e-18,6.8429045571199592e-19
1.3868850960728585e-11,0.0027654661416188363,3.7995518450352213e-18,6.039396723607721e-14,3.6254133441475475e-13,3.7042632755833248e-18,2.2216983348687425e-12,2.0276928608492701e-19,-8.5248528121999555e-30,2.3971642521435126e-20,2.8430393756691632e-33,-2.3696858483123494e-20,6.7959181019356979e-28,5.0546070191790233e-18,1.2283531634255183e-23,-8.8045875996278636e-30,3.2795793029116959e-32,7.3894527228107145e-27,8.2745707997675136e-34,5.3197501760526688e-42,6.8025352630740078e-25,3.8453427496720345e-27,3.7152370191341962e-20,2.4129182890037177e-23,5.9518480807072958e-13,2.5377373644580282e-22,2.2376426523254323e-25,8.5564784220214281e-22,-3.442796709278541e-39,5.9530845188904017e-34,1.4447939155592524e-23,2.6593556530913743e-31,9.970578903536793e-42,0.88129999999999997,0.0,0.0,0.0,0.0098893270491779289,0.10880299402473798,9.9999999999995045e-05,2.2487427407021505e-08,2.171661027742522e-07,2.1203219465465034e-07,7.0362722361140502e-14,5.5457459419239037e-09,7.614515041380486e-09,4.2722309866166872e-10,6.0709826825882733e-17,3.2444213995170401e-18,6.5641527494831698e-16,9.2235397111049849e-13,7.9463698364518596e-08,2.1841233996631421e-11,3.3588334901982728e-20,1.3672533749548821e-18,2.1639253191667654e-21,9.4587486916394773e-20,1.2817615870751165e-07,1.9123076270315136e-22,4.8258349038027075e-25,7.4869808850258898e-26,5.13511126115048e-29,7.405813437686591e-30,1.4092581652861052e-11,5.9490402325092147e-13,1.803414288568995e-16,1.004708601370183e-16,8.3583515438751437e-16,9.9648919631363859e-21,-2.8593423618390232e-22,1.3982198292275028e-13,5.0899775807837944e-28,2.5596657206273459e-14,6.517454861313626e-14,2.2048200497445221e-15,1.1077669997485131e-18,7.2618736265452832e-19
1.4189472567314195e-11,0.0027654661409283795,3.9694656270735105e-18,6.3058112148012783e-14,3.6972330301428745e-13,3.8677259690392212e-18,2.3163900918356539e-12,2.1901759917120268e-19,-8.5181730081985991e-30,-2.3100027647291727e-20,2.9332857802120551e-33,2.3375592046816642e-20,6.9500258528246584e-28,5.1445081745216508e-18,1.3210071486434103e-23,-8.8051252286016875e-30,3.4794437806202243e-32,7.6590245737341883e-27,8.8784180951636735e-34,5.3281366035105958e-42,7.3014670827591891e-25,3.846189481891936e-27,3.894814718283673e-20,2.4136558661917232e-23,6.3678638195940652e-13,2.7783620979385628e-22,2.5067824992797918e-25,9.1442822756247999e-22,-3.5304204311051648e-39,6.2066592380400193e-34,1.5507581344540786e-23,2.9285737098821457e-31,1.1312872856265699e-41,0.88129999999999997,0.0,0.0,0.0,0.009889311495395783,0.10880299377489717,9.999999999999495e-05,2.3007266493514758e-08,2.2218558261931613e-07,2.1682222235638707e-07,7.1989063440843042e-14,5.7849951665218668e-09,7.6145037694147087e-09,4.377182991221664e-10,6.3328915893348659e-17,3.3241241867390065e-18,7.0837267167023569e-16,9.6550718207052902e-13,8.1366838039543453e-08,2.2862601200546112e-11,3.4438166251935259e-20,1.4635451090911714e-18,2.2595663704589614e-21,1.0112530492734557e-19,1.3124596468809752e-07,2.0927975849297882e-22,5.4027975434050868e-25,8.3863264025742367e-26,5.886788400526486e-29,8.4662490854115487e-30,1.4732230646035521e-11,6.3648558412691268e-13,1.9306063723353229e-16,1.077654609401359e-16,8.4094518815954537e-16,1.0990296355088386e-20,-2.8579960863575903e-22,1.4656554651464751e-13,5.7021525595218168e-28,2.5838133744712057e-14,6.7305066460230235e-14,2.3346565888304078e-15,1.1740671220580342e-18,7.6949058101535836e-19
1.4510094173899805e-11,0.0027654661402263087,4.1428523775588256e-18,6.5774349395200974e-14,3.7684695692659725e-13,4.0343913383937094e-18,2.4130401532263773e-12,2.3621012731965932e-19,-8.511311969189716e-30,-4.9511514270764833e-22,3.0252066192024284e-33,7.7048349290254248e-22,7.1039604849724024e-28,5.2301397166217704e-18,1.4182152019401419e-23,-8.8054762502828073e-30,3.6867279184523438e-32,7.9333514679264682e-27,9.5126396063711096e-34,5.3579339931002718e-42,7.8242279804122421e-25,3.8465960102819748e-27,4.0786223242506943e-20,2.4145959111260874e-23,6.8025374618302353e-13,3.0355958893927162e-22,2.8011236918037512e-25,9.7577186719697374e-22,-3.6179307946184424e-39,6.464528588644895e-34,1.6617826733277361e-23,3.2180428504236961e-31,1.2807563080432075e-41,0.88129999999999997,0.0,0.0,0.0,0.0098892959416319783,0.10880299352085372,9.9999999999994855e-05,2.3527104327848496e-08,2.2720504571004859e-07,2.2160801734078088e-07,7.3615399082845044e-14,6.0284450900749525e-09,7.6144924974615177e-09,4.4821346468908501e-10,6.5993990586663182e-17,3.403826708971716e-18,7.6319090036595092e-16,1.0096480359423154e-12,8.3269974430909168e-08,2.3907304446346286e-11,3.5289173487921569e-20,1.5642211093343582e-18,2.3570273320110158e-21,1.0794808005875507e-19,1.3431576596480803e-07,2.2855934109633565e-22,6.0330966330147174e-25,9.3694062374473283e-26,6.7275003784204399e-29,9.6494392949385894e-30,1.538522374053956e-11,6.7993201947674538e-13,2.0635544069667987e-16,1.1540029172892447e-16,8.4605995154824602e-16,1.2095787258680588e-20,-2.8464789856210256e-22,1.5346690680652956e-13,6.3714319003673059e-28,2.6077686577240755e-14,6.9448632743647087e-14,2.4686820370035029e-15,1.2425422825067946e-18,8.1420896720658148e-19
