Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711)
4.539358298933635e-10,0.0019100870967839764,-2.2337231371641417e-20,-1.022209227743226e-15,-8.5276693864611324e-16,1.1412734066309557e-17,7.7375181467384568e-12,1.03972800048188e-17,7.1480980321669979e-31,-2.187158791006328e-26,3.5298234775244567e-34,9.9589300103436413e-17,6.6068761917072203e-17,1.6503451576291755e-18,1.7936965656130994e-21,-2.4181255934560344e-31,4.7461300459148175e-32,6.2954007214999253e-27,1.126959633735928e-32,3.5948172211132024e-42,-5.1325937989426111e-30,-7.9810379205894355e-17,-2.6878171156440472e-39,-3.0257650807940784e-18,9.9027703809059931e-35,3.1614891315378434e-35,3.1311182230802851e-21,5.3198030905244668e-18,2.8031659779920827e-41,-7.5688866753256792e-23,-7.0333728776079545e-27,1.7436488362423352e-34,1.8621653403483471e-37,0.88129999999999997,0.0,0.0,0.0,0.009889393280104174,0.10880287012669775,9.9999999999998392e-05,2.9382758802980618e-08,2.859107565245361e-07,1.6088320200698097e-07,3.6317733923959006e-13,1.2744269222161368e-07,6.7761376951373882e-10,2.4225093347896903e-09
4.5893526056936723e-10,0.0019100870932616766,-2.3759722401327418e-20,-1.0873226562315359e-15,-7.6111017261177333e-16,1.1890005659702046e-17,7.891401897582023e-12,1.078983173957456e-17,7.4077509430304048e-31,-1.7021863765678446e-25,3.8090088288873358e-34,1.0025941934514234e-16,6.5326341928591795e-17,1.6520478088943888e-18,1.8903418512986917e-21,-2.4182117848087477e-31,4.9444457785071246e-32,6.366164209620905e-27,1.1640668154397923e-32,3.9095809112721638e-42,-5.1324688229446504e-30,-7.9630654929000847e-17,-2.720904802424715e-39,-3.1696471413059598e-18,1.1534626336182729e-34,3.5127196174835281e-35,3.2639191119180371e-21,5.5471630784713565e-18,3.4548014508521023e-41,-7.9529278174921861e-23,-7.8872987578160898e-27,1.2120100109692884e-34,2.022655838159642e-37,0.88129999999999997,0.0,0.0,0.0,0.0098893866059602265,0.1088028682823205,9.9999999999998392e-05,2.970631595118779e-08,2.8905931259553459e-07,1.622410097026982e-07,3.6717678037463618e-13,1.2926010116967558e-07,6.7761343352919822e-10,2.4493197541045884e-09
4.689341219213747e-10,0.001910087086209574,-2.6149850130644165e-20,-1.196729259435412e-15,-5.9831840931071012e-16,1.2827290419461425e-17,8.2032759754765383e-12,1.160658747212982e-17,7.9119863021305275e-31,-1.7056025897751656e-28,4.390919234368152e-34,1.0157099886625651e-16,6.3862729726197281e-17,1.655449375736195e-18,2.0855543007552819e-21,-2.4183355531388234e-31,5.3611403173907762e-32,6.5079836253729591e-27,1.2405538823002333e-32,4.4272384748421835e-42,-5.1321958347211695e-30,-7.9268469282464825e-17,-2.7867673580287253e-39,-3.4564250101999269e-18,1.4903795943563973e-34,4.2592481130843786e-35,3.5250448895623307e-21,5.994663045421204e-18,4.8076158961391077e-41,-8.7265318782117847e-23,-9.7138873895825688e-27,-7.0978988517962595e-36,2.3576575407062455e-37,0.88129999999999997,0.0,0.0,0.0,0.0098893732577055651,0.1088028645896367,9.9999999999998392e-05,3.035342695313212e-08,2.9535641196776375e-07,1.649526827995596e-07,3.7517564604935206e-13,1.3289884435160356e-07,6.7761271366276162e-10,2.5029404814948921e-09
4.789329832733821e-10,0.0019100870791482069,-2.8005814598248042e-20,-1.2816853894525841e-15,-4.5683965591714902e-16,1.3741798172080503e-17,8.5206165040846248e-12,1.2466705770977579e-17,8.3943375250896864e-31,3.9326366332052174e-25,5.00176958734103e-34,1.0282174363675948e-16,6.2403956048671225e-17,1.6588568827044046e-18,2.2832580306331421e-21,-2.4180226713913372e-31,5.8047346956539098e-32,6.6501946646304979e-27,1.320052045075608e-32,4.8146633859770397e-42,-5.1317374356324699e-30,-7.8879620097113221e-17,-2.8522139869174524e-39,-3.7418578800420226e-18,1.840822105767481e-34,5.0635673064341739e-35,3.7802757768736405e-21,6.4326506061495001e-18,6.2219348210440392e-41,-9.5073116991338945e-23,-1.1698179513516414e-26,-1.6703687877038789e-34,2.7099785222662953e-37,0.88129999999999997,0.0,0.0,0.0,0.0098893599094952017,0.10880286089209172,9.9999999999998392e-05,3.1000533562472097e-08,3.0165349430924101e-07,1.6765947734691305e-07,3.8317448959164718e-13,1.3654244340984711e-07,6.77611943719826e-10,2.5565610605287362e-09
4.889318446253896e-10,0.0019100870720783485,-2.9408686562669826e-20,-1.3459019553324564e-15,-3.4035628916582224e-16,1.4634023024467677e-17,8.8434237062479868e-12,1.3371596652798643e-17,8.8532054777014238e-31,-5.9786087066183218e-25,5.6389278990511275e-34,1.0407572022767495e-16,6.1012469124399897e-17,1.6622410676745541e-18,2.4833969526500988e-21,-2.4182773812770379e-31,6.2753993676412765e-32,6.7927988027444979e-27,1.4025451242248321e-32,5.0926098819225522e-42,-5.1315176271211307e-30,-7.8527347546688018e-17,-2.9172476836461532e-39,-4.0259624383087497e-18,2.2041177401048793e-34,5.9245345707779717e-35,4.0297560360693287e-21,6.8613586311238593e-18,7.6921001043243968e-41,-1.0295195569154269e-22,-1.3839438088462299e-26,-3.614408307449134e-34,3.0781419469778537e-37,0.88129999999999997,0.0,0.0,0.0,0.0098893465613291171,0.1088028571901046,9.9999999999998392e-05,3.1647635779234497e-08,3.0795055961487823e-07,1.7036181238427008e-07,3.9117331099544589e-13,1.4019047931051823e-07,6.7761113645333678e-10,2.6101814911655835e-09
4.98930705977397e-10,0.0019100870650007652,-3.0471324389184438e-20,-1.3945448811321502e-15,-2.6581638339477796e-16,1.5506016382241454e-17,9.1717128138143354e-12,1.4322692407639798e-17,9.2877357161980709e-31,-3.2965243459498837e-24,6.3012089807154842e-34,1.0551432114893063e-16,5.9863402184934062e-17,1.6655199134627312e-18,2.6861289861368096e-21,-2.4222264094735148e-31,6.7733092444646053e-32,6.9357932129196041e-27,1.4880492033395199e-32,5.2885349832794025e-42,-5.1327528106154839e-30,-7.8389506958035603e-17,-2.9818833535356197e-39,-4.3091472988735231e-18,2.5797151037498618e-34,6.8410793800698789e-35,4.2740621374764747e-21,7.281751251286292e-18,9.2123596549434789e-41,-1.1091231245990918e-22,-1.6137032863061333e-26,-5.9313282666372964e-34,3.4614987549064531e-37,0.88129999999999997,0.0,0.0,0.0,0.0098893332132073096,0.10880285348405835,9.9999999999998392e-05,3.2294733603446127e-08,3.1424760787805039e-07,1.7306007095518937e-07,3.9917211025271568e-13,1.4384256901507168e-07,6.7761030139584163e-10,2.6638017733560476e-09
5.089295673294044e-10,0.0019100870579161057,-3.1327243596327275e-20,-1.4337256137433909e-15,-2.2732239704686348e-16,1.6360969351062848e-17,9.5054782437571841e-12,1.5321447714752966e-17,9.6980496990334534e-31,-3.7050210423573466e-24,6.9891230150977262e-34,1.071242162428081e-16,5.8933776150602319e-17,1.6687048837095653e-18,2.8917780450493683e-21,-2.4301577272911973e-31,7.2986666581181521e-32,7.0791719297699704e-27,1.576618039896433e-32,5.433952120399662e-42,-5.1353572727891038e-30,-7.844724486677245e-17,-3.0461451085841202e-39,-4.5921152202566385e-18,2.967170933239252e-34,7.8122893164861582e-35,4.5140869478509069e-21,7.6953286959912055e-18,1.0777027555714576e-40,-1.1897420248054159e-22,-1.8590619641258121e-26,-8.6494087216231513e-34,3.8603634177435269e-37,0.88129999999999997,0.0,0.0,0.0,0.0098893198651297688,0.10880284977430324,9.9999999999998392e-05,3.2941827035133748e-08,3.2054463909133676e-07,1.757546033906037e-07,4.0717088735440125e-13,1.4749836219703519e-07,6.7760944572218142e-10,2.7174219070399465e-09
5.189284286814119e-10,0.0019100870508249855,-3.1972811624189694e-20,-1.4632778822818285e-15,-1.4307480978903483e-16,1.7198062439949299e-17,9.8446343745162859e-12,1.6369334860515175e-17,1.0084541948637545e-30,4.5263186432262943e-24,7.6999176208485354e-34,1.0828573962820877e-16,5.7606383231374983e-17,1.6720952262439996e-18,3.1001369768289862e-21,-2.4299848444948449e-31,7.8516816703913883e-32,7.2229406700874827e-27,1.6682327970989731e-32,5.529808973092295e-42,-5.1350216471816587e-30,-7.808242317659324e-17,-3.1100260418362582e-39,-4.874570016573464e-18,3.3656384576073112e-34,8.8373275761561181e-35,4.7495975562756519e-21,8.1016886418668848e-18,1.2380598304433475e-40,-1.2712891129716266e-22,-2.1199983270330193e-26,-1.1797570391501971e-33,4.2731760420376162e-37,0.88129999999999997,0.0,0.0,0.0,0.0098893065170964928,0.10880284606115972,9.9999999999998392e-05,3.358891607432416e-08,3.2684165325401681e-07,1.7844572999322917e-07,4.1516964229995045e-13,1.511575385576726e-07,6.7760857479401575e-10,2.7710418921940531e-09
5.289272900334193e-10,0.001910087043727968,-3.2163060734428862e-20,-1.4719887768958443e-15,5.671978509939019e-17,1.8008495063798277e-17,1.0189096994466024e-11,1.7467839442738171e-17,1.0445755667402341e-30,1.3239657241211166e-23,8.4225067676416194e-34,1.0835768845510989e-16,5.5266476755601306e-17,1.6759810641370621e-18,3.3099075494306524e-21,-2.4100482329307903e-31,8.4324853395425809e-32,7.3671280044942455e-27,1.7626896908311393e-32,5.5238901214961382e-42,-5.1273834490780049e-30,-7.6669365371875317e-17,-3.173456695142322e-39,-5.1542038183965331e-18,3.7734332231345193e-34,9.9150852418815602e-35,4.9781261874291729e-21,8.496648792078801e-18,1.4017629607295364e-40,-1.3530658448107972e-22,-2.3964346930651649e-26,-1.5405798545972919e-33,4.6936191167928804e-37,0.88129999999999997,0.0,0.0,0.0,0.0098892931691074576,0.10880284234492041,9.9999999999998392e-05,3.4236000721044125e-08,3.3313865037633484e-07,1.8113374326623273e-07,4.2316837510272617e-13,1.5481980559737273e-07,6.7760769254380388e-10,2.8246617288826975e-09
5.389261513854267e-10,0.0019100870366255513,-3.1542936979152745e-20,-1.4436063997016235e-15,3.2439365563052875e-16,1.877827771375538e-17,1.0538892473301993e-11,1.8618463452614961e-17,1.0777064547191086e-30,1.4940356630452261e-23,9.1399664578517649e-34,1.0749565966199009e-16,5.2111608735695743e-17,1.6802404520060151e-18,3.5190349741644259e-21,-2.3755394482459479e-31,9.0409978363512357e-32,7.5117761169663958e-27,1.8596552916221538e-32,5.3422168529039014e-42,-5.1138670263415532e-30,-7.4388281224348635e-17,-3.2363274598764699e-39,-5.4273689165351318e-18,4.1882489354026088e-34,1.1043694181603464e-34,5.1957604461275232e-21,8.8735791497310967e-18,1.5682301723992638e-40,-1.4339620532488353e-22,-2.6881320894611102e-26,-1.9504716612924449e-33,5.112045085728836e-37,0.88129999999999997,0.0,0.0,0.0,0.0098892798211626439,0.10880283862585262,9.9999999999998392e-05,3.4883080975320442e-08,3.3943563047287245e-07,1.8381891064009428e-07,4.3116708578158676e-13,1.5848489588880924e-07,6.7760680189919564e-10,2.8782814172369353e-09
5.489250127374342e-10,0.001910087029518213,-3.0257515345228735e-20,-1.3847712797740773e-15,3.7474551286459454e-16,1.9508991735584876e-17,1.0894301963052693e-11,1.982274480454821e-17,1.1075719840323714e-30,-1.5314370989484035e-23,9.8496088661020591e-34,1.0811255001454644e-16,5.0549720838333403e-17,1.683733498686083e-18,3.7275023006809206e-21,-2.367066803674488e-31,9.6769726465541741e-32,7.6568818511568274e-27,1.9591126252411511e-32,5.0169457214802168e-42,-5.1107738609194743e-30,-7.364937012869138e-17,-3.2986474859360151e-39,-5.6942737823746296e-18,4.6092584651207197e-34,1.2220754094827177e-34,5.4029484240278636e-21,9.2332172341324812e-18,1.736817565795085e-40,-1.5140014542700646e-22,-2.9947256455453808e-26,-2.4123097145606206e-33,5.526949568653562e-37,0.88129999999999997,0.0,0.0,0.0,0.0098892664732620605,0.10880283490420069,9.9999999999998392e-05,3.5530156837179887e-08,3.4573259353381286e-07,1.8650147668428331e-07,4.3916577432438965e-13,1.6215256486519327e-07,6.7760590505894691e-10,2.9319009572493597e-09
5.589238740894416e-10,0.0019100870224063723,-2.9613156768712536e-20,-1.3552794841136798e-15,-1.5137140320710713e-16,2.0239300566573374e-17,1.1255733231611769e-11,2.108228277310372e-17,1.134789497745361e-30,-5.5645755522428486e-23,1.0587980894680521e-33,1.1297425013206401e-16,5.3230111774580444e-17,1.6851080138992977e-18,3.9403627203027918e-21,-2.4501274434236168e-31,1.0340424469895377e-31,7.8023327250205256e-27,2.061916162918559e-32,4.8240889361531455e-42,-5.1384977296312866e-30,-7.7150698023830207e-17,-3.3607250355594253e-39,-5.9644821574686303e-18,5.0394997991957029e-34,1.3445003769672571e-34,5.6105325885035749e-21,9.5938808282534248e-18,1.9069023522153277e-40,-1.5960608984199546e-22,-3.3160659653809398e-26,-2.928542594343955e-33,5.9592057039646236e-37,0.88129999999999997,0.0,0.0,0.0,0.0098892531254057645,0.10880283118018766,9.9999999999998392e-05,3.617722830664924e-08,3.5202953949615366e-07,1.8918166486924308e-07,4.4716444065141846e-13,1.6582258905820094e-07,6.7760500364839048e-10,2.9855203484984426e-09
5.68922735441449e-10,0.0019100870152904236,-3.200737997389349e-20,-1.4648725017469784e-15,-1.4086454763702677e-15,2.1046164350941898e-17,1.1623442542374517e-11,2.2398743714865019e-17,1.1600973060318677e-30,-1.0387171698015936e-22,1.1438084160266173e-33,1.2411256051376762e-16,6.1952839286886192e-17,1.6836665888510791e-18,4.1681338039189188e-21,-2.6679307447684621e-31,1.1032342867069346e-31,7.9479092164026279e-27,2.1699540220154766e-32,5.3523196089306564e-42,-5.2089577537917222e-30,-8.6788846264325911e-17,-3.4231753082234599e-39,-6.2573905724703267e-18,5.4861917255175041e-34,1.4718974425632831e-34,5.8400805642284679e-21,9.9920469747080523e-18,2.0779960182835484e-40,-1.6861193650360519e-22,-3.6527850363967655e-26,-3.5012347018128309e-33,6.4561819984763213e-37,0.88129999999999997,0.0,0.0,0.0,0.0098892397775938636,0.1088028274540174,9.9999999999998392e-05,3.6824295383755282e-08,3.5832646824831888e-07,1.9185967927506156e-07,4.5516308462124286e-13,1.69494764389344e-07,6.7760409884818882e-10,3.0391395901023888e-09
5.789215967934565e-10,0.0019100870081707221,-3.8615127864336036e-20,-1.7673308469446734e-15,-2.3624733463530429e-15,2.1978524944324427e-17,1.1996465389903815e-11,2.3773788942016187e-17,1.1836518049132903e-30,-2.0929711751532674e-23,1.2463591061459082e-33,1.346678579773384e-16,6.9711851942153944e-17,1.682931646434009e-18,4.4179547798785295e-21,-2.8716215384141805e-31,1.1754942873937205e-31,8.093484971343074e-27,2.2846857987927218e-32,7.0242099843934757e-42,-5.2727339196585945e-30,-9.5618427151249537e-17,-3.4863863450740619e-39,-6.5856485098292146e-18,5.9538380162004782e-34,1.6049816435485575e-34,6.1052530342868997e-21,1.0450859688398559e-17,2.2497445200234498e-40,-1.7882454789705807e-22,-4.0064907425024823e-26,-4.1329260665214826e-33,7.054168458701687e-37,0.88129999999999997,0.0,0.0,0.0,0.0098892264298264046,0.10880282372587724,9.9999999999998392e-05,3.7471358068524827e-08,3.6462337974115263e-07,1.9453570633723982e-07,4.6316170617170622e-13,1.7316890442464134e-07,6.7760319152308069e-10,3.0927586814177887e-09
5.889204581454639e-10,0.0019100870010476012,-4.3813634817056996e-20,-2.0052846088193029e-15,5.5179641562165548e-17,2.2893528804417286e-17,1.2371532730602776e-11,2.520887182779959e-17,1.2092407188607847e-30,2.9229800514016801e-22,1.3510051065017772e-33,1.2262418866127757e-16,5.4924540010600414e-17,1.6932158604767379e-18,4.6709741655533528e-21,-2.5134829074483542e-31,1.2509970221826553e-31,8.2394964454229979e-27,2.402723508484667e-32,8.4163901256133737e-42,-5.1775571388480153e-30,-8.1875770664824332e-17,-3.5492199279189713e-39,-6.9136031509348517e-18,6.4275891820886698e-34,1.7442673121525958e-34,6.3657618941826526e-21,1.0902245626062804e-17,2.4221619633613795e-40,-1.8914179881590656e-22,-4.3784199482084691e-26,-4.8285160059622677e-33,7.6650810861137958e-37,0.88129999999999997,0.0,0.0,0.0,0.0098892130821031134,0.10880281999594088,9.9999999999998392e-05,3.8118416360984641e-08,3.7092027424571068e-07,1.9720991646464891e-07,4.7116030564738535e-13,1.7684483875767983e-07,6.7760228232187875e-10,3.1463776239442323e-09
5.903002705202418e-10,0.0019100870000643806,-4.3750381703385444e-20,-2.0023898342024295e-15,5.4484964064173631e-16,2.3000066961073505e-17,1.2423527774020052e-11,2.5411692683083849e-17,1.2131421106153979e-30,6.540247471159756e-23,1.3635088950995841e-33,1.1966287502843134e-16,5.1644030411477165e-17,1.6952177752712732e-18,4.7036643279084422e-21,-2.4326676221711425e-31,1.2616728988313063e-31,8.2597342549045806e-27,2.4188089728952173e-32,8.4055371879568029e-42,-5.1555807891315531e-30,-7.8714206394594021e-17,-3.5577150003620606e-39,-6.9542174902181813e-18,6.4915699373511542e-34,1.7639695926522599e-34,6.3961748437190753e-21,1.0955211506455876e-17,2.4460308135849883e-40,-1.9042934200386108e-22,-4.4311840911098597e-26,-4.9299231721057765e-33,7.7384602522479081e-37,0.88129999999999997,0.0,0.0,0.0,0.009889211240161443,0.10880281948108879,9.9999999999998378e-05,3.8207708087239371e-08,3.717892251808487e-07,1.9757881550745997e-07,4.7226408628786737e-13,1.7735223850820137e-07,6.7760215673624208e-10,3.153776863035692e-09
5.909901767076307e-10,0.001910086999572748,-4.3614609145023011e-20,-1.9961753944026127e-15,6.6945726999888626e-16,2.305045876086146e-17,1.2449677366539172e-11,2.5513541571643321e-17,1.2150630169390004e-30,-1.4114270866675575e-24,1.3694420732627524e-33,1.189167220276928e-16,5.0747015711219982e-17,1.6958531226324779e-18,4.719654416104649e-21,-2.4114975826179533e-31,1.2670322102757387e-31,8.269864276509042e-27,2.4268022558360066e-32,8.3714159455780416e-42,-5.1498099395369516e-30,-7.787301669626905e-17,-3.5619379619954957e-39,-6.9738258155197299e-18,6.5233257196896036e-34,1.7738548050795557e-34,6.4105740699366783e-21,1.0980332394835018e-17,2.4579754527594442e-40,-1.9105183296056009e-22,-4.4576806889274061e-26,-4.9811422941717263e-33,7.773359903295986e-37,0.88129999999999997,0.0,0.0,0.0,0.0098892103191909192,0.10880281922365104,9.9999999999998378e-05,3.8252353919000646e-08,3.7222370053066451e-07,1.9776325329974324e-07,4.7281597645499666e-13,1.7760594995095556e-07,6.7760209393424121e-10,3.1574764815620431e-09
5.923699890824086e-10,0.0019100869985894384,-4.325610158106113e-20,-1.9797660029870602e-15,7.5059962277247747e-16,2.3148534404837446e-17,1.2502215058535636e-11,2.5718122733127843e-17,1.2187953858606113e-30,2.2097156087818724e-24,1.3810155026115275e-33,1.1847292309145073e-16,5.0009765333050952e-17,1.6966061864298798e-18,4.7513292000075542e-21,-2.3964782005900329e-31,1.2777916452494851e-31,8.290137442528238e-27,2.4427659532361257e-32,8.2797237840288912e-42,-5.145688370038901e-30,-7.7243983001225058e-17,-3.5703589604472336e-39,-7.0124069100905053e-18,6.5866838102364076e-34,1.7936867781748226e-34,6.4386177917548432e-21,1.102930297198863e-17,2.481883589976563e-40,-1.9227807690883791e-22,-4.5108866771687486e-26,-5.0845835769570708e-33,7.8415282179557401e-37,0.88129999999999997,0.0,0.0,0.0,0.0098892084772504996,0.10880281870875236,9.9999999999998378e-05,3.8341645519791095e-08,3.7309265098957604e-07,1.9813210566717826e-07,4.7391975647640891e-13,1.7811339573031835e-07,6.7760196831239181e-10,3.1648757165599567e-09
5.951296138319643e-10,0.0019100869966226467,-4.2318373270786128e-20,-1.9368445598841476e-15,7.2828421013777614e-16,2.3337384667461858e-17,1.2607771027399923e-11,2.6130838293816193e-17,1.2260485980397437e-30,6.6727719804215738e-23,1.4034437689504008e-33,1.187433315722691e-16,4.9715187556175063e-17,1.6975430353687898e-18,4.8139370977840693e-21,-2.3950523583825712e-31,1.2994754398141652e-31,8.3307261907663427e-27,2.4747005694870244e-32,8.0381797106056377e-42,-5.1455067412058297e-30,-7.7156557090921519e-17,-3.5871287856621509e-39,-7.0879166968288365e-18,6.713141999446341e-34,1.8336076802814198e-34,6.4926800945609563e-21,1.11238397222566e-17,2.5297656505600665e-40,-1.9468421810366933e-22,-4.6181613381664705e-26,-5.2954682922415632e-33,7.9738597746165526e-37,0.88129999999999997,0.0,0.0,0.0,0.0098892047933721791,0.10880281767886432,9.9999999999998378e-05,3.8520228470443763e-08,3.7483055094112053e-07,1.9886971884119122e-07,4.7612731526353598e-13,1.7912837755677845e-07,6.7760171699962952e-10,3.1796741782469587e-09
5.958195200193533e-10,0.001910086996130914,-4.2068757712621715e-20,-1.925419206438645e-15,7.4781437915451941e-16,2.3383948551876164e-17,1.2634199102315942e-11,2.6234761716512586e-17,1.2278518474043429e-30,5.3886068683207189e-25,1.4090113550953945e-33,1.1864844440736248e-16,4.9480888444262115e-17,1.6978561783075157e-18,4.8295535028781837e-21,-2.3903641206162343e-31,1.3049312672612971e-31,8.3408797274694447e-27,2.4827099779932166e-32,7.9737144287929598e-42,-5.1443090878557933e-30,-7.6973211193087085e-17,-3.5913130198387142e-39,-7.1066700453433536e-18,6.7447903324071459e-34,1.8436439731075685e-34,6.5060191733046326e-21,1.1147179656664124e-17,2.5417473744635958e-40,-1.9528315594699677e-22,-4.6451635084940913e-26,-5.3490194070561618e-33,8.0067276167228798e-37,0.88129999999999997,0.0,0.0,0.0,0.0098892038724031229,0.10880281742137375,9.9999999999998378e-05,3.8564874155830274e-08,3.7526502572661642e-07,1.990541033278431e-07,4.7667920469733967e-13,1.7938214155084061e-07,6.7760165415746107e-10,3.183373791914742e-09
5.961644731130478e-10,0.0019100869958850412,-4.1960236955796309e-20,-1.9204520322046133e-15,7.5428893062621856e-16,2.3407601489926989e-17,1.2647426783165831e-11,2.6286836057333454e-17,1.2287362197044108e-30,7.9419938970448291e-27,1.4118412927709265e-33,1.1862301706671935e-16,4.9384654437680362e-17,1.6980019288090426e-18,4.837418597126892e-21,-2.3887315202430391e-31,1.307664124722519e-31,8.345956045061445e-27,2.4867301171536941e-32,7.9459170999632726e-42,-5.1438771934848125e-30,-7.6902922082882136e-17,-3.5934076368068976e-39,-7.116145295755746e-18,6.7606679096546636e-34,1.8486693703828387e-34,6.5127943749093648e-21,1.1159028785090242e-17,2.5477396145283423e-40,-1.9558588683838206e-22,-4.658689710288459e-26,-5.3759149782543583e-33,8.023425968909342e-37,0.88129999999999997,0.0,0.0,0.0,0.0098892034119186754,0.10880281729262568,9.9999999999998378e-05,3.8587196990682035e-08,3.75482263088122e-07,1.9914629278222363e-07,4.7695514937367246e-13,1.7950902629640344e-07,6.7760162273434302e-10,3.1852235984824923e-09
5.968543793004367e-10,0.0019100869953932876,-4.1764655316208783e-20,-1.911499962352627e-15,7.5793227944513472e-16,2.3455355041514845e-17,1.2673911597050278e-11,2.6391209985868497e-17,1.2304726918979867e-30,-2.7537526833379591e-25,1.4175589187426458e-33,1.1863371882584214e-16,4.9252368619238938e-17,1.6982634257244438e-18,4.8532231462490317e-21,-2.3872254081038209e-31,1.3131398103449896e-31,8.3561086400175621e-27,2.4947936339723382e-32,7.8962723651211492e-42,-5.1434601965481703e-30,-7.6823090539450901e-17,-3.5975995666033466e-39,-7.1352191210613266e-18,6.7924990940859085e-34,1.8587348977614617e-34,6.5264731756953175e-21,1.1182945194243967e-17,2.5597268429952734e-40,-1.9619554311852963e-22,-4.685793033324338e-26,-5.4299500084484522e-33,8.05715559765874e-37,0.88129999999999997,0.0,0.0,0.0,0.0098892024909499401,0.10880281703512408,9.9999999999998378e-05,3.8631842644702578e-08,3.7591673774914385e-07,1.9933066614233002e-07,4.7750703864582817e-13,1.797628012553584e-07,6.7760155988415267e-10,3.1889232110862042e-09
5.971993323941313e-10,0.001910086995147405,-4.1672312293143333e-20,-1.9072732883938225e-15,7.5604498130516943e-16,2.347932097076024e-17,1.2687167560791106e-11,2.6443509548462992e-17,1.2313285040919978e-30,-1.0650815148520485e-27,1.4204314400526038e-33,1.186635244214942e-16,4.9210401791630891e-17,1.6983822735135036e-18,4.8611447056559829e-21,-2.3871411886907953e-31,1.3158827245919091e-31,8.3611853180112846e-27,2.4988336524816292e-32,7.8729884192781825e-42,-5.1434267193856875e-30,-7.6807462471313527e-17,-3.5996958160157644e-39,-7.1447840002270649e-18,6.8084385728063935e-34,1.8637753438293173e-34,6.533338786703797e-21,1.1194948277798041e-17,2.5657217857041044e-40,-1.9650141542427303e-22,-4.6993708553471947e-26,-5.4570911922735175e-33,8.0741005963548522e-37,0.88129999999999997,0.0,0.0,0.0,0.009889202030465654,0.10880281690637054,9.9999999999998378e-05,3.8654165463871346e-08,3.7613397504890714e-07,1.9942285005948968e-07,4.7778298324196533e-13,1.7988969145731785e-07,6.7760152845711636e-10,3.1907730171222059e-09
5.978892385815202e-10,0.0019100869946556299,-4.1491307482337302e-20,-1.8989884407406875e-15,7.5079204003694654e-16,2.3527257792099657e-17,1.2713700437963098e-11,2.6548334005482131e-17,1.2330259170767392e-30,7.5273011783783998e-29,1.4261857323259674e-33,1.1873306646555309e-16,4.9136367113594404e-17,1.6986150922590782e-18,4.8770036641570406e-21,-2.3872528706840788e-31,1.3213789116427742e-31,8.3713399645924792e-27,2.5069261736124194e-32,7.8274307160590576e-42,-5.1434318859878047e-30,-7.6786108242970386e-17,-3.603887496881358e-39,-7.1639265069265726e-18,6.8403469110649304e-34,1.8738724501906501e-34,6.5470734535612095e-21,1.1218961464907376e-17,2.5777140998431759e-40,-1.9711392043446215e-22,-4.7265805501485427e-26,-5.511623414383743e-33,8.1080470911354835e-37,0.88129999999999997,0.0,0.0,0.0,0.0098892011094972344,0.10880281664885802,9.9999999999998378e-05,3.8698811086525948e-08,3.7656844958729863e-07,1.9960721239587366e-07,4.7833487235481547e-13,1.8014347727835031e-07,6.7760146559921639e-10,3.1944726286621561e-09
5.992690509562981e-10,0.0019100869936720386,-4.1142231849836447e-20,-1.8830107695938223e-15,7.3320689586336271e-16,2.3623105047569928e-17,1.2766851049792872e-11,2.6758886123111341e-17,1.2363655696022366e-30,-1.2045601179851265e-26,1.4377259623726113e-33,1.1892000478048138e-16,4.9036166840692505e-17,1.6990574365735716e-18,4.908778762541134e-21,-2.3887661140943087e-31,1.3324127800054782e-31,8.3916545564762666e-27,2.5231600237276919e-32,7.7397904049969335e-42,-5.1437840008174866e-30,-7.6791222076146392e-17,-3.6122672390993171e-39,-7.2022509107099048e-18,6.9042749873174237e-34,1.8941315911970311e-34,6.5745435268616724e-21,1.1266993879131217e-17,2.6017076379792835e-40,-1.983416101135837e-22,-4.7812164769850177e-26,-5.6216913100743629e-33,8.1761358226964348e-37,0.88129999999999997,0.0,0.0,0.0,0.0098891992675610302,0.10880281613381142,9.9999999999998378e-05,3.8788102269103276e-08,3.7743739841961616e-07,1.9997591523472598e-07,4.7943865026291454e-13,1.8065107043104526e-07,6.7760133986848396e-10,3.2018718496137728e-09
