Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683)
3.428090027780899e-08,0.0032041654405937027,2.9843602731287076e-14,2.4847890833338054e-10,1.0981066459602082e-12,1.7996197443245892e-10,4.1936249201292949e-07,1.2097668974702751e-08,2.1167208239537624e-32,9.8239598158222434e-28,1.9239682669550988e-25,6.6843888548832366e-17,1.3011321481408492e-23,1.1028516326100262e-14,1.7973982149452935e-16,6.956116054752686e-26,7.8408460706395372e-23,3.1742670217392791e-19,4.9200257421442299e-21,4.0764652453459635e-30,8.0078580002693414e-18,4.0400812725134189e-22,3.2203468662413851e-16,5.2091454715446996e-17,9.9077890731702721e-07,3.599732004004898e-14,6.5308876574377187e-14,4.6768872536786501e-11,1.7064380831530594e-40,5.9683425682770634e-20,1.798951784430563e-16,1.3986483255726527e-19,6.051712961051544e-27,0.88129999999999997,0.0,0.0,0.0,0.0097345623004482587,0.10878595483251433,9.9999999988971338e-05,9.2009861999221056e-06,6.2873883054980883e-05,4.6023617958978818e-05,3.0118220711007931e-11,1.580429057352529e-05,2.5190655479600498e-10,1.9906428711913103e-07,2.7926812889708673e-13,2.3174336489406493e-15,6.093995893593094e-07,7.133155289207478e-07,6.076669850887585e-06,5.4685419073582025e-06,3.6389476377727769e-16,1.0901952222696017e-11,6.6265204294512914e-15,5.4875401808785108e-11,7.4595209689303185e-06,1.2705860350772669e-10,2.9574588090811752e-11,7.5927986848114661e-12,4.4344049557499806e-12,2.3263432868372969e-12,1.5338673208981968e-08,9.8646791999190288e-07,3.969718995349844e-10,2.602010209285627e-10,9.3054227629412308e-15,3.6539164017389903e-09,1.0640853308798692e-17,3.6500654146051978e-10,8.653609311058258e-13,1.7366711736460222e-12,2.8372769688072202e-11,1.3720073442312818e-09,1.0838914577980895e-12,7.8393027989050951e-13,2.6770320497113442e-12,1.1569686296112392e-18,3.2896032678462751e-13
3.50433086877464e-08,0.0032041643852885504,3.116652036902844e-14,2.5934299538863614e-10,1.1216793720936882e-12,1.9526851784094834e-10,4.3731136956075231e-07,1.3179757319006849e-08,2.2774206688723719e-32,-1.6066028733880452e-27,2.2536180110343459e-25,7.2775107611143207e-17,1.5168931611463003e-23,1.1820614701726571e-14,1.9811152209212401e-16,8.2821780817284647e-26,8.9436023032010628e-23,3.6004514475571928e-19,5.7954926926597004e-21,4.913219186559726e-30,8.835933828773007e-18,3.0863681169691665e-22,3.4848888753245154e-16,5.2105302584939549e-17,1.0347736740739534e-06,3.7843142289292846e-14,7.03193389308628e-14,5.200520315683336e-11,1.8622618950022083e-40,5.9684282504215632e-20,1.9821119145115677e-16,1.6048852019105861e-19,6.9372533669555688e-27,0.88129999999999997,0.0,0.0,0.0,0.0097310689535609948,0.10878556239571871,9.9999999988179192e-05,9.4000362144647374e-06,6.4213247021450973e-05,4.6978026650739344e-05,3.0759709959408127e-11,1.6132940919430502e-05,2.5182206115378149e-10,2.0330435274960024e-07,2.850755118318471e-13,2.366794942797669e-15,6.4986120872856397e-07,7.5588655343295853e-07,6.2106270475145961e-06,5.7101325092780121e-06,3.8545932139761129e-16,1.155767520314887e-11,7.0672842757616325e-15,5.8789852709135015e-11,7.6241661611458652e-06,1.3911209923383039e-10,3.2408517021218635e-11,8.3853539370885244e-12,4.9380781479103803e-12,2.6622190290676217e-12,1.5659485519112444e-08,1.0301025269553578e-06,4.1452996497972654e-10,2.7170997553558422e-10,9.5025654490358141e-15,3.9850160955558679e-09,2.3283893769823206e-17,3.735276216897249e-10,9.733525327575469e-13,1.773832441366133e-12,2.898336668990042e-11,1.433426050956499e-09,1.132409297661927e-12,8.1902104999179956e-13,2.7969116983563402e-12,1.2087786152815236e-18,3.5904388418151039e-13
3.580571709768381e-08,0.0032041633314405203,3.2517607965806437e-14,2.704319001607274e-10,1.1447999802731539e-12,2.1147416721090756e-10,4.555814950790191e-07,1.4331053025696073e-08,2.4492748703451628e-32,2.6938944456842654e-27,2.6324506274848664e-25,7.911423229837055e-17,1.7633911188836585e-23,1.2658231431538174e-14,2.179820448142692e-16,9.8327326224021988e-26,1.0180360057011522e-22,4.0757727684222681e-19,6.8082019369419106e-21,5.8987365479043869e-30,9.7327531767453976e-18,2.3581066631798795e-22,3.76656666126587e-16,5.2120789699892323e-17,1.0796773879382042e-06,3.9734776979122509e-14,7.5581672266762068e-14,5.7690382631868514e-11,2.0308290759799864e-40,5.9684942368760536e-20,2.1801415278547918e-16,1.8365886085360045e-19,7.9339794506312913e-27,0.88129999999999997,0.0,0.0,0.0,0.0097275747304475333,0.10878516911273609,9.9999999987341551e-05,9.5988461173090567e-06,6.5549428295055107e-05,4.7928884571784777e-05,3.1399670160428177e-11,1.6460363446280374e-05,2.517375426025746e-10,2.0753431205599269e-07,2.9086119871331139e-13,2.4160385825248152e-15,6.9201430622057205e-07,8.0005183198457674e-07,6.3445321597017925e-06,5.9567218118751609e-06,4.0782776779974478e-16,1.2238148066438287e-11,7.5265144259436805e-15,6.288166347879856e-11,7.788756300499648e-06,1.5198797733503503e-10,3.5437789044976685e-11,9.2385824671175328e-12,5.4841416342872719e-12,3.0372035403711755e-12,1.5979108312762014e-08,1.0746238386333362e-06,4.3244473894826335e-10,2.8345275109870796e-10,9.6992108888947987e-15,4.3377679551596352e-09,3.7038211804976942e-17,3.8204585694164119e-10,1.0919463462311328e-12,1.8109048519590945e-12,2.9592552033601593e-11,1.4961450948351926e-09,1.1819540969908375e-12,8.5485457329989812e-13,2.9193298541133484e-12,1.2616857014015071e-18,3.9120081667498382e-13
3.6491884666627486e-08,0.0032041623841664447,3.3757644512933934e-14,2.8060306332227469e-10,1.1658079923308918e-12,2.2685172857776639e-10,4.7229583645624773e-07,1.5428598264223004e-08,2.6143204307095838e-32,-1.241754648636735e-30,3.0205510031068336e-25,8.518669378861489e-17,2.0145078091048082e-23,1.3452342069588566e-14,2.372268189234602e-16,1.1447420198334312e-25,1.141925180788678e-22,4.5494325826484347e-19,7.8523604152958272e-21,6.9315368190359442e-30,1.0602419326341611e-17,1.8507319487133537e-22,4.0354707883746269e-16,5.2136268763837602e-17,1.1208650777096408e-06,4.1476294737751846e-14,8.0538108668817735e-14,6.3213063582173203e-11,2.1944223293915584e-40,5.9685403992387803e-20,2.3718679343873831e-16,2.0690268411981718e-19,8.9356706821192732e-27,0.88129999999999997,0.0,0.0,0.0,0.0097244292158508248,0.10878481442087262,9.9999999986547414e-05,9.7775698847534246e-06,6.6749241002021461e-05,4.8781594851818701e-05,3.1974312996640053e-11,1.6753985026471905e-05,2.5166145552351155e-10,2.1133254192628617e-07,2.9604960936110702e-13,2.460256186001788e-15,7.3142217760406713e-07,8.4118428475975059e-07,6.4650022199899762e-06,6.1829130243620934e-06,4.2865707608704701e-16,1.2872057892348165e-11,7.9558717362917228e-15,6.6718739784317889e-11,7.93684034490529e-06,1.6430786954521858e-10,3.8337988692762576e-11,1.0060813572808203e-11,6.0137604170281654e-12,3.4110099343390052e-12,1.6265743043464744e-08,1.1154476230922218e-06,4.4887159802539742e-10,2.9422023308105664e-10,9.8757626388080443e-15,4.6744856909381706e-09,5.0429898909372638e-17,3.8970983557446456e-10,1.2083804035044044e-12,1.8441932801524603e-12,3.013959911768022e-11,1.5537013060652819e-09,1.2274203111339088e-12,8.8773823922408906e-13,3.0316712906934157e-12,1.3102377974747338e-18,4.2199891124047055e-13
3.710943547867679e-08,0.003204161532540528,3.4893189435341496e-14,2.8991234523161743e-10,1.1848432229663452e-12,2.4135142099409156e-10,4.8755580958614934e-07,1.6467793702719668e-08,2.7723867906986449e-32,1.9837910240121734e-30,3.4122524891864763e-25,9.0963964865762995e-17,2.2666633497202859e-23,1.4200664854213944e-14,2.557131134703497e-16,1.310119047394531e-25,1.264529117453619e-22,5.0159978285586288e-19,8.9124780597412474e-21,7.9949681225562488e-30,1.143875028166473e-17,1.4880743770923042e-22,4.290538945887658e-16,5.2151560660346722e-17,1.1585590812178822e-06,4.3075193583842594e-14,8.5181133015936745e-14,6.852972994410974e-11,2.3522010794035412e-40,5.968573386706145e-20,2.5559803426893929e-16,2.2993201021189277e-19,9.9297438176036919e-27,0.88129999999999997,0.0,0.0,0.0,0.0097215977011727295,0.10878449459085821,9.9999999985799043e-05,9.9382552221801721e-06,6.782682267549115e-05,4.9546534659726672e-05,3.249041076301366e-11,1.7017380262700458e-05,2.5159296133035397e-10,2.1474380528673229e-07,3.007039084332003e-13,2.4999688668501968e-15,7.6809786631763237e-07,8.7933974697730065e-07,6.573389190217881e-06,6.3899264486571712e-06,4.4797637925021847e-16,1.3460221239417741e-11,8.3554893592538052e-15,7.0299307827725802e-11,8.0700778414590195e-06,1.760102010046875e-10,4.1094235192869424e-11,1.0846713432605941e-11,6.5228120875203674e-12,3.7791633574509244e-12,1.6522876892181304e-08,1.1527975622127612e-06,4.6390056935552355e-10,3.0407143106447353e-10,1.0034308572060575e-14,4.9936762146430656e-09,6.3352613778063906e-17,3.9660544507742603e-10,1.3215293610461482e-12,1.8740901308647831e-12,3.0630944048566653e-11,1.6063981692810875e-09,1.2690477321131262e-12,9.1784547862764257e-13,3.1345282426505247e-12,1.3546908574037983e-18,4.5128696058916427e-13
3.772698629072609e-08,0.0032041606817497436,3.6047238455064366e-14,2.993688976795709e-10,1.2036636861065396e-12,2.564921108379244e-10,5.0301908778062915e-07,1.7557188892322591e-08,2.9403296711134319e-32,2.4141369189373054e-30,3.8481690063249253e-25,9.7050224258105386e-17,2.5459343430005969e-23,1.4981738993984105e-14,2.7536238428726764e-16,1.4967366075799845e-25,1.3985113579745639e-22,5.5236302163381487e-19,1.0099089049241122e-20,9.2007027472130934e-30,1.2328641798719686e-17,1.1965883586651914e-22,4.5585094844287439e-16,5.2168247071406133e-17,1.196843370101678e-06,4.4703880761108126e-14,9.0000096274798336e-14,7.4190182540051907e-11,2.5209893297499635e-40,5.9685997796070752e-20,2.7516174775770888e-16,2.5512392335768953e-19,1.1018844379207586e-26,0.88129999999999997,0.0,0.0,0.0,0.0097187656873205901,0.10878417417658219,9.999999998501793e-05,1.0098783347009519e-05,6.8902253882862404e-05,5.0309089772065238e-05,3.3005475468956991e-11,1.7279951027113589e-05,2.5152445275103325e-10,2.1814824056843309e-07,3.0534363875888768e-13,2.5396020577023023e-15,8.0593406774081756e-07,9.1858515207825252e-07,6.6817419705013108e-06,6.6001912620026789e-06,4.6784524783101113e-16,1.4065311909502607e-11,8.7677785142644378e-15,7.4002207579953431e-11,8.2032791956147993e-06,1.8831408597327135e-10,4.3993537456644709e-11,1.1677781057731031e-11,7.0638870722227193e-12,4.1795170447322597e-12,1.6779211739840079e-08,1.1907216105325539e-06,4.7916048838371714e-10,3.1407401433435968e-10,1.01925196486921e-14,5.328660791063227e-09,7.7145708613649536e-17,4.0349918667716178e-10,1.4430566466909134e-12,1.9039270438497719e-12,3.1121335726066255e-11,1.6599422899131909e-09,1.3113442645175422e-12,9.4843665597891703e-13,3.2390391514713413e-12,1.3998587299131936e-18,4.8212179301256545e-13
3.8344537102775396e-08,0.0032041598317585607,3.721976941288513e-14,3.0897173914155063e-10,1.2223695650274471e-12,2.7228906774243137e-10,5.1868340075467431e-07,1.8698242844697562e-08,3.1187018507802912e-32,5.4081108686144243e-28,4.3325014416024195e-25,1.0345883018168725e-16,2.8547561591553188e-23,1.5796432020133477e-14,2.9623330196864226e-16,1.706965941248281e-25,1.5447522887754311e-22,6.0753018434732224e-19,1.1425296534180825e-20,1.0565153950384819e-29,1.3274864741348612e-17,9.6236604513831344e-23,4.8399164517187189e-16,5.2186435312035519e-17,1.2357161010818386e-06,4.6362273140340884e-14,9.4998167007721681e-14,8.0210025204364336e-11,2.7017750073561323e-40,5.9686207756300086e-20,2.9593567614448608e-16,2.826467693932015e-19,1.2210516902907407e-26,0.88129999999999997,0.0,0.0,0.0,0.0097159331966863161,0.10878385316957863,9.9999999984203193e-05,1.025915435699247e-05,6.9975516365754158e-05,5.1069244209632817e-05,3.3519498365724963e-11,1.7541691832955419e-05,2.51455930364198e-10,2.2154578994364202e-07,3.0996870338500017e-13,2.5791550853486217e-15,8.4494556856659397e-07,9.5893339428842854e-07,6.7900605562065575e-06,6.8136989059673381e-06,4.882701748194401e-16,1.468753203839037e-11,9.192901200995539e-15,7.7829181698057632e-11,8.3364444013697629e-06,2.0123849807563881e-10,4.7040455387358087e-11,1.2555672151378056e-11,7.6382949175961028e-12,4.6142393906332462e-12,1.7034742196930783e-08,1.2292174391384453e-06,4.9465041577525852e-10,3.2422736716936297e-10,1.035039335886148e-14,5.6799266124776514e-09,9.1855502026364497e-17,4.1039106001610059e-10,1.5734225331227589e-12,1.9337035379413422e-12,3.1610766165790599e-11,1.7143318763693869e-09,1.3543084867973988e-12,9.7951074313519252e-13,3.3452005040095615e-12,1.4457398966796573e-18,5.1456255302916442e-13
3.89620879148247e-08,0.003204158982531726,3.8410779967202504e-14,3.1872037697630853e-10,1.2412592209031774e-12,2.8875754983457389e-10,5.3454646045636854e-07,1.9892425812187948e-08,3.3086952073897966e-32,-5.2675346127454429e-28,4.8697682680580329e-25,1.1020361822781091e-16,3.1957036382420281e-23,1.6645613160453581e-14,3.1838696098751421e-16,1.9434036138093752e-25,1.7041849991550667e-22,6.6741468290735741e-19,1.2905344366121728e-20,1.2106344211494843e-29,1.4280308220574789e-17,7.7409307407736137e-23,5.1353119090051763e-16,5.2206239708744321e-17,1.2751754185707679e-06,4.8050286594828373e-14,1.0017850188797025e-13,8.6605261939866894e-11,2.8955771631617164e-40,5.9686373659170669e-20,3.1797992701251596e-16,3.1267959605049484e-19,1.3512772642255098e-26,0.88129999999999997,0.0,0.0,0.0,0.0097131002515486713,0.10878353156148628,9.9999999983353964e-05,1.0419368350198316e-05,7.1046592034915664e-05,5.1826982210026442e-05,3.4032470785610433e-11,1.780259726824788e-05,2.513873947455829e-10,2.249363961202285e-07,3.1457900667972269e-13,2.6186272828151158e-15,8.8514698145737287e-07,1.0003972550055407e-06,6.8983449429493717e-06,7.0304407718948702e-06,5.0925759622571911e-16,1.5327082006557267e-11,9.6310175177597775e-15,8.1781954112347753e-11,8.4695734530095938e-06,2.1480260532673879e-10,5.023959647276002e-11,1.3482066102747957e-11,8.2473677805117328e-12,5.0856012020882247e-12,1.728946294665614e-08,1.2682827012596285e-06,5.1036940500776682e-10,3.3453086913658787e-10,1.0507927237933915e-14,6.0479664323061582e-09,1.0753030718050665e-16,4.1728106475219703e-10,1.7131038897042571e-12,1.9634191412550935e-12,3.2099227542486918e-11,1.7695651235397799e-09,1.3979389667059664e-12,1.01106670421712e-12,3.4530087606667207e-12,1.4923328279477433e-18,5.4867001584523132e-13
3.9579638726874e-08,0.0032041581340342775,3.9620282238285874e-14,3.2861466217846042e-10,1.2599875080919442e-12,3.0591279805788952e-10,5.5060596265376607e-07,2.1141218799678214e-08,3.5115804995162891e-32,7.5086347608118088e-28,5.4648227884887457e-25,1.1729891440150851e-16,3.5715410614448868e-23,1.7530152975115272e-14,3.4188696126570896e-16,2.2088844289237319e-25,1.8777973455763498e-22,7.3234666686369577e-19,1.4554696333991241e-20,1.3844038885446667e-29,1.5347983740826092e-17,6.2269538296107237e-23,5.4452662549742898e-16,5.2227781109844801e-17,1.3152194548403587e-06,4.9767835991235223e-14,1.0554424559911139e-13,9.3392297968244803e-11,3.1036648583551191e-40,5.9686503611590633e-20,3.4135705196759287e-16,3.4541270772110075e-19,1.493410936631743e-26,0.88129999999999997,0.0,0.0,0.0,0.0097102668740720027,0.10878320934404803,9.9999999982469377e-05,1.0579425425012474e-05,7.2115462971214706e-05,5.2582288228464132e-05,3.4544384142419856e-11,1.8062661996073143e-05,2.5131884646797561e-10,2.2832000234487063e-07,3.1917445433758462e-13,2.6580179894003625e-15,9.2655274432256788e-07,1.0429894019055134e-06,7.0065951265936781e-06,7.2504082015194434e-06,5.3081389062999332e-16,1.5984160425065457e-11,1.0082285653547744e-14,8.5862229925048101e-11,8.6026663451069235e-06,2.2902576480544419e-10,5.3595614497962951e-11,1.4458665504878386e-11,8.8924600402661322e-12,5.5959783877449691e-12,1.7543368745212756e-08,1.307915032531534e-06,5.2631650247746138e-10,3.4498389516124807e-10,1.0665118792022375e-14,6.4332784689360997e-09,1.2422050312149012e-16,4.2416920055884105e-10,1.8625944571762516e-12,1.9930733838117148e-12,3.2586712132334457e-11,1.8256402129978552e-09,1.44223426145841e-12,1.0431034957236187e-12,3.5624603557885461e-12,1.5396359827011226e-18,5.8450662566055448e-13
4.0197189538923306e-08,0.0032041572862314765,4.0848302182279641e-14,3.3865478138968272e-10,1.2788216195112442e-12,3.2377003063106042e-10,5.668595862870806e-07,2.2446113076135336e-08,3.7283168336121303e-32,-1.708504218122492e-27,6.1228708391033898e-25,1.2475954602856498e-16,3.985191470265217e-23,1.8450922994170338e-14,3.6679949122568268e-16,2.5065042764612325e-25,2.0666340391037352e-22,8.0267355964474094e-19,1.6390119332691677e-20,1.579988861492647e-29,1.648102943099443e-17,5.0096270850485674e-23,5.7703685389278509e-16,5.2251188413734037e-17,1.3558463301902893e-06,5.1514835136071261e-14,1.1109853073645831e-13,1.0058794063681288e-10,3.3274427746535065e-40,5.9686604189788282e-20,3.6613212667307346e-16,3.8104824373166688e-19,1.6483531529704376e-26,0.88129999999999997,0.0,0.0,0.0,0.0097074330863048865,0.10878288650911261,9.9999999981548564e-05,1.0739325680134276e-05,7.3182111426733297e-05,5.3335146938569876e-05,3.5055229932000712e-11,1.832188075484095e-05,2.5125028610118162e-10,2.3169655240646946e-07,3.2375495338418359e-13,2.6973265507152963e-15,9.6917711962851801e-07,1.0867223880696644e-06,7.1148111032502866e-06,7.4735924875842057e-06,5.5294537874305821e-16,1.6658964121782561e-11,1.0546861880419103e-14,9.007169531257401e-11,8.7357230725196267e-06,2.4392751732486095e-10,5.7113208257375555e-11,1.5487195669117182e-11,9.5749479058760541e-12,6.1478546467463103e-12,1.7796454422058745e-08,1.3481120512603426e-06,5.4249074760567214e-10,3.5558581559648276e-10,1.0821965608165839e-14,6.8363663093325876e-09,1.4197860780467102e-16,4.3105546712467924e-10,2.022405119680242e-12,2.0226658029079542e-12,3.3073212262826133e-11,1.882555313190071e-09,1.4871929178815818e-12,1.0756200666402121e-12,3.6735516980400081e-12,1.587647808824668e-18,6.2213653451093271e-13
4.081474035097261e-08,0.003204156439088975,4.2094810815474137e-14,3.4883930232156406e-10,1.2971958987691512e-12,3.4234443755360146e-10,5.8330499747281814e-07,2.3808609688008771e-08,3.9606132721097617e-32,3.7799943197260416e-27,6.8494889101509359e-25,1.3260085651317178e-16,4.4398549129780973e-23,1.9408795104470107e-14,3.9319341204731953e-16,2.8396248580860998e-25,2.271798749655255e-22,8.7876059374395665e-19,1.8429770027056288e-20,1.7997580140143253e-29,1.7682714345620357e-17,4.0311090484656111e-23,6.1112267995356673e-16,5.2276595915203764e-17,1.3970541531166425e-06,5.3291197055417931e-14,1.1684447771541147e-13,1.0820940020593362e-10,3.5684752974935319e-40,5.9686680752002357e-20,3.923728319729278e-16,4.1980077775771217e-19,1.8170570741406221e-26,0.88129999999999997,0.0,0.0,0.0,0.0097045989101807381,0.1087825630486312,9.9999999980590618e-05,1.0899069214574766e-05,7.4246519823896852e-05,5.4085543233118639e-05,3.5564999731826076e-11,1.8580248358543392e-05,2.5118171421204015e-10,2.3506599063348637e-07,3.2832041218068728e-13,2.7365523186522207e-15,1.0130341937361001e-06,1.1316086511304325e-06,7.2229928692755885e-06,7.6999848744583329e-06,5.7565832297594954e-16,1.735168812788711e-11,1.1024900546196545e-14,9.4412017430903114e-11,8.868743630389168e-06,2.595275821022816e-10,6.0797120266372479e-11,1.6569404137292943e-11,1.0296229020068376e-11,6.7438241537003414e-12,1.8048714880169508e-08,1.3888713586879466e-06,5.5889117294554173e-10,3.6633599629329957e-10,1.0978465225278915e-14,7.2577388125140365e-09,1.6085935268457071e-16,4.379398641534111e-10,2.1930641742691245e-12,2.0521959335199067e-12,3.3558720271909502e-11,1.9403085795117998e-09,1.5328134724740568e-12,1.1086153584824507e-12,3.7862791705559599e-12,1.6363667431695626e-18,6.6162564188129276e-13
4.137053608181699e-08,0.003204155677196994,4.3232470945433866e-14,3.5812812433482535e-10,1.3140541336376633e-12,3.5968711550358781e-10,5.9826790344229582e-07,2.5085354746456367e-08,4.1841266752087944e-32,-4.5985170167716617e-30,7.5669947679226383e-25,1.3999661939655279e-16,4.8868438182161504e-23,2.0303323237688294e-14,4.1827366502659573e-16,3.1728095038886292e-25,2.471368813138182e-22,9.5248048331195784e-19,2.0456267938040807e-20,2.0203621166574954e-29,1.8825728135689455e-17,3.3157418684773009e-23,6.4319886644567516e-16,5.2301291826558125e-17,1.4346363312220012e-06,5.4914955267134234e-14,1.2218227000808985e-13,1.1544733675562662e-10,3.8016300161449791e-40,5.9686732782059234e-20,4.1730068337934007e-16,4.5753094696931595e-19,1.9814887685569204e-26,0.88129999999999997,0.0,0.0,0.0,0.0097020478376560783,0.10878227139279029,9.9999999979696042e-05,1.1042704481470764e-05,7.5202557743456227e-05,5.4758782223959237e-05,3.6022865686235145e-11,1.8812047239159848e-05,2.5111999012623481e-10,2.3809235884965233e-07,3.3241639102388796e-13,2.7717841909528437e-15,1.053571017872958e-06,1.1730025256425454e-06,7.3203272057940243e-06,7.9064736738148119e-06,5.966022463386412e-16,1.799062133291786e-11,1.1466771742994419e-14,9.8431552347082304e-11,8.9884312037239751e-06,2.7418113486748977e-10,6.4258797080353775e-11,1.7590748578391674e-11,1.0979722358255537e-11,7.3201316652946652e-12,1.827503957719551e-08,1.4260334960955211e-06,5.7384413478742882e-10,3.7613739374735153e-10,1.1119016120468654e-14,7.6530321960099631e-09,1.7885895973398846e-16,4.4413422279216494e-10,2.3563835789810338e-12,2.0787194233205874e-12,3.399482301706154e-11,1.9930016162431874e-09,1.5744366767013318e-12,1.1387195467227431e-12,3.8891297774392658e-12,1.6808170608423432e-18,6.9881135854969145e-13
4.187075223957693e-08,0.0032041549919074514,4.42692189606058e-14,3.665885379817359e-10,1.3294037873617537e-12,3.7581181257234318e-10,6.1186428842907361e-07,2.6276278630558437e-08,4.3981815035384996e-32,2.635399768113246e-30,8.2681869658049933e-25,1.4693728678995963e-16,5.3219050582695706e-23,2.1135223539003227e-14,4.4196613749169218e-16,3.5021845952078591e-25,2.6638328270766171e-22,1.0233246497786219e-18,2.2447843835343118e-20,2.2391355833062939e-29,1.9906461910629247e-17,2.781654206132275e-23,6.7324092800597322e-16,5.2325095577050667e-17,1.4688601557787388e-06,5.6396558502786423e-14,1.2712303697565842e-13,1.2227941163401703e-10,4.0258579236162529e-40,5.9686768248455733e-20,4.4084341877665971e-16,4.9394905421536751e-19,2.1403444309256228e-26,0.88129999999999997,0.0,0.0,0.0,0.0096997516316118405,0.10878200845908569,9.999999997886408e-05,1.1171867813564651e-05,7.6061418076158019e-05,5.5362972810483254e-05,3.6434189114896071e-11,1.9020070187901668e-05,2.5106443119761923e-10,2.4081109386348661e-07,3.3609223965043575e-13,2.8034347099858709e-15,1.0909257819317331e-06,1.211071607486923e-06,7.4079044118186928e-06,8.0945239366170268e-06,6.1586246662679326e-16,1.8578321164420738e-11,1.1873975560705671e-14,1.0214188241543225e-10,9.0961249647347091e-06,2.8787880248074136e-10,6.749570933883617e-11,1.8549436483640824e-11,1.1623581226863348e-11,7.8729147450799686e-12,1.8478153834343548e-08,1.4598656954220017e-06,5.8745717623513367e-10,3.8506049970181604e-10,1.1245268448457729e-14,8.0221277798130526e-09,1.9591123061937161e-16,4.497078504628204e-10,2.5116009954252252e-12,2.1025468474733485e-12,3.4386618798086941e-11,2.0410034086460803e-09,1.612354043977173e-12,1.1661434699297975e-12,3.9828236951388844e-12,1.721310010098973e-18,7.3365474980623347e-13
4.237096839733687e-08,0.003204154306990855,4.531817545922443e-14,3.7514455931629289e-10,1.3444740534547806e-12,3.9243393690159766e-10,6.2558230400212495e-07,2.7507693893059876e-08,4.6255953879503779e-32,3.317365288702021e-30,9.0255942469450172e-25,1.5415673855763271e-16,5.7900782275727748e-23,2.1993017698610783e-14,4.6676219303631292e-16,3.8618530628512238e-25,2.8691762537979046e-22,1.0986585747371912e-18,2.4610725087818364e-20,2.4787398135410626e-29,2.1038494258470132e-17,2.3340766496872078e-23,7.0443122831972811e-16,5.2350481585689327e-17,1.5034617390441873e-06,5.7897269089883194e-14,1.3219506108270302e-13,1.2942278972475175e-10,4.2649355735666618e-40,5.9686794647487387e-20,4.6547705974632201e-16,5.3283775280239517e-19,2.3101074792705083e-26,0.88129999999999997,0.0,0.0,0.0,0.009697455209371748,0.10878174510099979,9.9999999978006232e-05,1.1300928498275073e-05,7.69187780257135e-05,5.5965521667308963e-05,3.6844791885562909e-11,1.9227525722008154e-05,2.5100886570692195e-10,2.4352506563053641e-07,3.3975806183365881e-13,2.8350297770413451e-15,1.1291137849821158e-06,1.2499190859784882e-06,7.4954591665683506e-06,8.2846633111102931e-06,6.3551512172480356e-16,1.9178119323700878e-11,1.229028017459856e-14,1.0594096900594057e-10,9.2037949871908929e-06,3.0207025194412208e-10,7.0850312128230694e-11,1.9546520294734877e-11,1.229544563249855e-11,8.4596159165112782e-12,1.8680717845123758e-08,1.4940624926961066e-06,6.0121687239304957e-10,3.9407973727184685e-10,1.1371288787961073e-14,8.4041414921476828e-09,2.138050312763273e-16,4.5528025105208464e-10,2.6749338318252498e-12,2.1263326067048613e-12,3.4777750479141586e-11,2.0895518001064774e-09,1.6507030472710009e-12,1.1938795758914983e-12,4.0775845648611837e-12,1.762264078230662e-18,7.6984106717051123e-13
