Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826),S(1504),S(4018),S(4379),S(4378),S(4400)
5.302514261104211e-06,0.002474004906348046,1.8067337067783934e-07,9.9217418936355877e-06,1.6307932228895542e-09,5.2076690415631667e-06,2.0204328335734108e-05,0.0003849877739111436,3.2669406581362476e-17,8.9567023849303916e-25,9.5142251453050658e-12,7.8853829229802855e-09,1.1730234115651805e-11,3.0437786302584086e-07,4.5039012239342705e-05,4.9947470264445719e-09,2.289789437104877e-10,3.8641487625816858e-07,1.9585346978227709e-06,1.6327623244089441e-15,5.3149457481955419e-08,3.6020744929896827e-12,4.1837885049415638e-09,8.7967802552096929e-08,0.00066940060119233052,9.9864153571228201e-11,1.6287807309056281e-08,0.0004850993341524123,5.6536802935025224e-23,1.1622771097725607e-11,1.9781516418242145e-07,6.2126481867357325e-08,1.6213492256877714e-13,0.88129999999999997,0.0,0.0,0.0,0.0010197281434138311,0.10704351334244169,0.00016265172655762373,4.1996850368312817e-05,2.968895493140176e-05,8.3323559312448683e-06,1.5355624524934678e-11,2.6514742572702201e-06,1.2373506302957903e-10,1.0087927373741555e-07,4.0390960248904784e-14,1.0281992792222028e-15,0.00078719081340949081,0.0024906300629796581,0.00060050307077109293,0.0023598168488824073,1.9788431022564815e-12,5.5573677762582411e-08,1.5056901919483366e-11,2.0822135206893152e-07,0.0012605813090791399,2.2127608935909716e-05,4.7829035148745626e-06,2.5324195112213499e-06,1.6997402535666676e-06,0.00027759701297953241,4.0083337971501964e-09,0.00011250520002529008,5.0974025152242501e-08,3.2659679101598462e-08,2.6827308706970226e-14,0.00055362742876331132,9.9111428907286557e-07,7.9637818203617062e-08,0.00010852360784881958,1.3580120361768118e-11,3.5049774113312152e-10,2.3048075641108502e-06,1.9535151891451572e-09,1.3672359426631922e-09,4.945746023741131e-09,1.4959758793343736e-15,9.3951573286127227e-07,2.9897872169605807e-07,6.5270850207045548e-15,2.4322611653558653e-10,3.7206389909054086e-15,1.0817253384150993e-09,4.0019910954850589e-06,1.0656072851663912e-08,4.0270036856980371e-14,1.2279070084137658e-05,1.8661967176492968e-10,8.6253437383582736e-14,2.9249275175879178e-05,1.7002168370733977e-07,5.679703985127331e-12,1.086461889478097e-13,4.3562787753103153e-11,0.00011112441393441061,3.5823019364967426e-05,1.0533182899506058e-12,5.1622528830771142e-11,3.0709591476987734e-06,2.0513606663688057e-10,3.1069478915536857e-09,3.4245842591086976e-12,3.2821745632806697e-06,3.5924152611084468e-06,9.944960206787629e-08,7.2233069568253326e-09,1.5618310542107624e-06,3.9751384931477937e-06,2.1721984743933886e-08,4.5095024841572383e-10
5.328563552047266e-06,0.002474012651206915,1.8137466994552492e-07,1.000480629936178e-05,1.6345568907759004e-09,5.2173543784400892e-06,2.031912933555016e-05,0.00038584184747881704,3.3054125428786694e-17,9.0148563873121022e-25,9.6009056957939955e-12,7.9566266626217858e-09,1.1851038077857111e-11,3.0696537807367939e-07,4.5525700185666664e-05,5.0787810209688102e-09,2.311676467092392e-10,3.901755837847957e-07,1.9773535270142678e-06,1.6518956216327848e-15,5.3670720483435156e-08,3.659902736637439e-12,4.1999784181692597e-09,8.9009573904679509e-08,0.00066987808050711817,1.0027004507581963e-10,1.636946414413401e-08,0.00048780111655502594,5.7312854841198393e-23,1.1785612807930763e-11,1.9877904244174878e-07,6.2490237880841485e-08,1.6502459765561686e-13,0.88129999999999997,0.0,0.0,0.0,0.0010133215732333264,0.10704125524659752,0.00016318878376514833,4.170984628943043e-05,2.941750500195001e-05,8.2254608437926193e-06,1.521485747961535e-11,2.6174000335579276e-06,1.2327985549998884e-10,9.9954499907146035e-08,3.9871894068381024e-14,1.0187736385479466e-15,0.00078534156609431091,0.0024932174635818151,0.00060059844774540275,0.0023589297409535442,1.9808508013932323e-12,5.5631415629992587e-08,1.5022073529717405e-11,2.0790607244341143e-07,0.0012636689807288398,2.2182115674111615e-05,4.7945707533928479e-06,2.538673418904504e-06,1.7039022689819438e-06,0.00027855094245106518,3.9569512045460403e-09,0.00011231365011833714,5.0886004663994452e-08,3.2603283307714058e-08,2.6727996808978466e-14,0.0005542481674026097,1.0073793969034183e-06,7.983294450081443e-08,0.00010943901376547222,1.3589213133956166e-11,3.5092174496620195e-10,2.310236315968326e-06,1.9580690696398338e-09,1.3704231352040451e-09,4.9572751914232084e-09,1.4994631907890511e-15,9.4206739410947661e-07,2.9978348638875969e-07,6.5446540555214887e-15,2.4388670193456799e-10,3.7306538805177129e-15,1.0848533871146247e-09,4.0135710620092651e-06,1.0727493753417684e-08,4.0538959285827014e-14,1.2375246218411424e-05,1.8808137518559504e-10,8.6829435959581564e-14,2.9545770582350932e-05,1.7051484519348155e-07,5.6960404276577901e-12,1.0896132590478521e-13,4.3688086712587179e-11,0.00011221470812092268,3.5934011070035993e-05,1.0559195001228132e-12,5.178247322465145e-11,3.0796775977096072e-06,2.0571346409670257e-10,3.1156930349682685e-09,3.4343066504775952e-12,3.32840724190458e-06,3.6249432398111972e-06,1.0018546565274867e-07,7.3142706190464594e-09,1.5825081165768865e-06,4.0276705146227352e-06,2.200902904479924e-08,4.5690962052059805e-10
5.3546128429903214e-06,0.0024740203820071897,1.8206975708378327e-07,1.0087528845899239e-05,1.6380779793404865e-09,5.2269667565667593e-06,2.0434125756588067e-05,0.00038669333915317952,3.3440414113325593e-17,9.0742033682416365e-25,9.6874138260699614e-12,8.0280374715805668e-09,1.1972417106955164e-11,3.0956301350622612e-07,4.6013940029587978e-05,5.1635589718344828e-09,2.3336060426158152e-10,3.9394472397716672e-07,1.9962161296541792e-06,1.6711234089721584e-15,5.4193841737738924e-08,3.7183440333689409e-12,4.2160821042821321e-09,9.0058657213054805e-08,0.00067034900328435444,1.0067154758897018e-10,1.6451176357804345e-08,0.00049050186798716507,5.8093143074715138e-23,1.1949690433870025e-11,1.9973686477664453e-07,6.2852570649742446e-08,1.679506923189606e-13,0.88129999999999997,0.0,0.0,0.0,0.001006965569611879,0.1070389984034088,0.00016372697561169427,4.1425492383612843e-05,2.9149502198676296e-05,8.1200532826008895e-06,1.5075880326276792e-11,2.5838006967328755e-06,1.2282756886510666e-10,9.9041484833125264e-08,3.9360062028385945e-14,1.0094678475142723e-15,0.00078349416134919565,0.0024957850794616351,0.00060068494570995185,0.002358029673372646,1.9828427182873704e-12,5.5688711995034445e-08,1.49872760065695e-11,2.0758987838665323e-07,0.0012667452611041716,2.2235815594153181e-05,4.806063116421166e-06,2.5448349634668215e-06,1.7080021110918602e-06,0.00027949899934753082,3.9062835385035235e-09,0.00011212158445583107,5.07977556035937e-08,3.2546741064841186e-08,2.6629347293782356e-14,0.00055486242471365719,1.0238160116789109e-06,8.0027350822833949e-08,0.00011035685573195292,1.3598296139140176e-11,3.5134439623608927e-10,2.3156407691916843e-06,1.9626021675048889e-09,1.3735957822946965e-09,4.9687517431819538e-09,1.5029345871215638e-15,9.4460157534491173e-07,3.0058265461125519e-07,6.5621009122896219e-15,2.4454276202536595e-10,3.7405991248885697e-15,1.0879618440795036e-09,4.0250785667938928e-06,1.0799057615446076e-08,4.0808409584058346e-14,1.2471400383074905e-05,1.8954274470798904e-10,8.7406565166507102e-14,2.9844248258982075e-05,1.7100492553139304e-07,5.7122732490373146e-12,1.0927449396576144e-13,4.3812590907719697e-11,0.00011330841779713743,3.6043470892656154e-05,1.0584822933723362e-12,5.1940210109130787e-11,3.0882375473002747e-06,2.0628024984855511e-10,3.124277455654487e-09,3.4438522898878263e-12,3.3750296880116238e-06,3.6576178455727804e-06,1.0092187815790876e-07,7.4058680109674425e-09,1.6033381746539971e-06,4.0805894843088451e-06,2.2298187574608072e-08,4.6291288906153796e-10
5.380662133933377e-06,0.002474028098736507,1.8275865038724285e-07,1.0169899015710995e-05,1.6413540985877568e-09,5.2365064914928797e-06,2.0549306598823735e-05,0.0003875422708922818,3.3828254283963411e-17,9.1348119677616491e-25,9.7737428927275229e-12,8.099612564742823e-09,1.2094369667033575e-11,3.1217076880326051e-07,4.6503711471434676e-05,5.2490788326280308e-09,2.3555771508465254e-10,3.9772211795077484e-07,2.015122120557303e-06,1.6904451026980587e-15,5.4718810565010522e-08,3.7774012717979713e-12,4.2320997409134398e-09,9.1115066286913015e-08,0.00067081346000561056,1.010685245447724e-10,1.6532943735651498e-08,0.00049320157739861218,5.887761414287625e-23,1.211500589359705e-11,2.0068862914499826e-07,6.3213479850318683e-08,1.7091337562754963e-13,0.88129999999999997,0.0,0.0,0.0,0.0010006595371477975,0.10703674276068646,0.00016426628929349792,4.1143753617756431e-05,2.8884898112103702e-05,8.0161120656970482e-06,1.4938667884714997e-11,2.5506694732299471e-06,1.2237816730983275e-10,9.8140063093147506e-08,3.8855360944512414e-14,1.0002802200762025e-15,0.00078164865532708841,0.0024983331091760915,0.00060076265215049671,0.0023571168693214345,1.9848190109561052e-12,5.5745571288739715e-08,1.4952510414126664e-11,2.0727278155809199e-07,0.0012698102230888826,2.2288708311724175e-05,4.8173805315637093e-06,2.5509040983884792e-06,1.7120397516466842e-06,0.00028044121585719538,3.8563206152685087e-09,0.00011192900749382051,5.0709279977678343e-08,3.249005365865713e-08,2.6531348531615524e-14,0.00055547028571200328,1.0404244903896751e-06,8.0221041777609535e-08,0.00011127710670292022,1.3607368409188813e-11,3.5176568564333215e-10,2.3210210821461508e-06,1.9671146177424539e-09,1.3767539784211095e-09,4.9801760208072771e-09,1.5063901717155973e-15,9.4711830328204038e-07,3.0137623516541735e-07,6.5794257831650051e-15,2.4519430372401709e-10,3.7504748335528318e-15,1.0910507195120195e-09,4.0365136467921884e-06,1.0870758367551128e-08,4.1078364768717933e-14,1.256752560175988e-05,1.9100367430392306e-10,8.7984775777709744e-14,3.0144712087636213e-05,1.7149192631838577e-07,5.72840250818735e-12,1.0958569415144231e-13,4.3936300790422608e-11,0.00011440551076177447,3.615140689977919e-05,1.0610066503500129e-12,5.2095751108987511e-11,3.0966402324244931e-06,2.0683650714433352e-10,3.1327024145279821e-09,3.4532225556148563e-12,3.422042826714223e-06,3.690439259029343e-06,1.0165881523814924e-07,7.4980994264409182e-09,1.6243213474368823e-06,4.1338956777073901e-06,2.2589461838031107e-08,4.6896008529215489e-10
5.406711424876432e-06,0.002474035801386301,1.8344136877229303e-07,1.0251906397948932e-05,1.6443827479548004e-09,5.2459738955024584e-06,2.0664660871708731e-05,0.00038838866418951099,3.4217627548198458e-17,9.1967355801788649e-25,9.8598863857095076e-12,8.1713491614308623e-09,1.2216894175761814e-11,3.1478864316319321e-07,4.6994994308093032e-05,5.3353384963634922e-09,2.377588785125938e-10,4.015075876686192e-07,2.0340711230486765e-06,1.7098601158979577e-15,5.5245616305360209e-08,3.8370775127876188e-12,4.2480315052772737e-09,9.2178814457991861e-08,0.00067127153988509863,1.0146083704017865e-10,1.6614766051021372e-08,0.00049590023381295681,5.9666213251016649e-23,1.228156113853174e-11,2.0163433447572662e-07,6.3572965425155405e-08,1.739128106718439e-13,0.88129999999999997,0.0,0.0,0.0,0.00099440289041131534,0.10703448826800885,0.00016480671203294498,4.0864595506339817e-05,2.8623644989504575e-05,7.9136163107466968e-06,1.4803195316884148e-11,2.5179996853941315e-06,1.2193161565904392e-10,9.725007151282913e-08,3.8357689093389942e-14,9.9120909309940447e-16,0.00077980510257128334,0.0025008617482678549,0.00060083165357111576,0.0023561915479516169,1.9867798350377007e-12,5.5801997874868509e-08,1.4917777786678581e-11,2.0695479350878612e-07,0.0012728639386847731,2.2340793591735657e-05,4.8285229587453459e-06,2.556880794309364e-06,1.7160151739581345e-06,0.00028137762423907349,3.8070523950381951e-09,0.00011173592370006064,5.0620579798977349e-08,3.2433222378741731e-08,2.6433989105338038e-14,0.00055607183415306292,1.0572051728624e-06,8.0414021917298941e-08,0.00011219973948816444,1.3616428994337308e-11,3.5218560407806209e-10,2.3263774105301963e-06,1.9716065531073231e-09,1.3798978164963704e-09,4.9915483603994231e-09,1.5098300462338442e-15,9.4961760409379502e-07,3.0216423668345703e-07,6.5966288565997565e-15,2.4584133380636458e-10,3.7602811139340022e-15,1.0941200231241034e-09,4.0478763371483983e-06,1.0942589925204661e-08,4.1348801804712923e-14,1.2663614929879302e-05,1.9246405842822518e-10,8.8564018454870084e-14,3.0447165783820403e-05,1.7197584907247199e-07,5.744428261435481e-12,1.0989492743185848e-13,4.4059216792723145e-11,0.00011550595490689825,3.6257827265174605e-05,1.0634925588439857e-12,5.2249108002930012e-11,3.1048869024229234e-06,2.0738232012563931e-10,3.1409691859797063e-09,3.4624188408626183e-12,3.469447578502497e-06,3.7234076584491094e-06,1.0239625248429968e-07,7.5909651383498588e-09,1.6454577489476611e-06,4.1875893576538457e-06,2.288285327053195e-08,4.7505123902921987e-10
5.432760715819487e-06,0.0024740434899478162,1.841179316525329e-07,1.0333540668814852e-05,1.6471623619230558e-09,5.2553692785584618e-06,2.0780177596214211e-05,0.00038923254016121214,3.4608515845461292e-17,9.2599591808510195e-25,9.9458379342544635e-12,8.2432444808543935e-09,1.2339989092922313e-11,3.1741663582679994e-07,4.7487768417219599e-05,5.4223358069207133e-09,2.3996399445902246e-10,4.0530095581375173e-07,2.0530627673836945e-06,1.7293678572741293e-15,5.577424831509134e-08,3.8973756295249498e-12,4.2638775811247038e-09,9.3249914659895454e-08,0.0006717233311033104,1.0184834584896647e-10,1.6696643067951867e-08,0.00049859782631217714,6.0458888377650014e-23,1.2449358145681373e-11,2.0257398047918899e-07,6.3931027531441214e-08,1.7694915548609326e-13,0.88129999999999997,0.0,0.0,0.0,0.0009881950520619963,0.10703223487637967,0.00016534823107358345,4.0587984010420993e-05,2.8365695612037501e-05,7.8125453792128201e-06,1.4669438064499746e-11,2.4857847340029221e-06,1.2148787925652681e-10,9.6371348755686084e-08,3.7866945946441565e-14,9.8225282218210623e-16,0.00077796355632550943,0.0025033711898332458,0.00060089203567658593,0.0023552539251474377,1.9887253442266314e-12,5.585799606258495e-08,1.488307913446169e-11,2.0663592570355887e-07,0.0012759064791769321,2.2392071321782314e-05,4.8394903843967806e-06,2.5627650357985693e-06,1.7199283706604113e-06,0.00028230825680539785,3.758468955716686e-09,0.00011154233755161892,5.0531657085040379e-08,3.2376248517763538e-08,2.6337257765893393e-14,0.00055666715276490863,1.0741583848179372e-06,8.0606295748734005e-08,0.00011312472678137908,1.362547695978252e-11,3.5260414259235208e-10,2.3317099078736354e-06,1.9760781045120443e-09,1.3830273881442012e-09,5.0028690933946698e-09,1.5132543109282553e-15,9.520995035440382e-07,3.0294666766704689e-07,6.6137103181961842e-15,2.4648385894234892e-10,3.7700180718310929e-15,1.0971697641973001e-09,4.059166671416071e-06,1.1014546186037285e-08,4.1619697592737729e-14,1.2759661450414497e-05,1.9392379195471176e-10,8.914424372213299e-14,3.0751612925374826e-05,1.7245669523930674e-07,5.7603505627029829e-12,1.1020219473080352e-13,4.4181339328192445e-11,0.00011660971820286667,3.6362740247128733e-05,1.0659400124360201e-12,5.2400292691461104e-11,3.1129788170911024e-06,2.0791777362285637e-10,3.1490790548327603e-09,3.4714425504938089e-12,3.5172448600044512e-06,3.7565232200219622e-06,1.0313416543349794e-07,7.6844654022642173e-09,1.6667474891063311e-06,4.2416707764866944e-06,2.3178363250209431e-08,4.8118637889869677e-10
5.4588100067625425e-06,0.002474051164411451,1.8478835922062797e-07,1.0414791649491434e-05,1.6496913850886041e-09,5.2646929442767134e-06,2.0895845816560609e-05,0.00039007391932407293,3.5000901149105343e-17,9.3245023310487393e-25,1.0031591323526903e-11,8.3152957497318524e-09,1.2463652845116167e-11,3.2005474553902097e-07,4.7982013810629895e-05,5.5100685296935362e-09,2.4217296363444421e-10,4.0910204613068642e-07,2.0720966950532394e-06,1.7489677317897036e-15,5.6304695976902129e-08,3.9582983361460714e-12,4.2796381469284432e-09,9.4328379171630297e-08,0.00067216892017826259,1.0223091225933242e-10,1.6778574536528444e-08,0.00050129434407182735,6.1255587501976748e-23,1.2618398934373216e-11,2.0350756809734883e-07,6.4287666669384812e-08,1.8002255961743946e-13,0.88129999999999997,0.0,0.0,0.0,0.00098203545769915399,0.1070299825390701,0.00016589083369391352,4.0313885809015601e-05,2.8111003612016399e-05,7.712879019255918e-06,1.4537372012325066e-11,2.4540181435122508e-06,1.2104692427574008e-10,9.5503736395853861e-08,3.7383032859133131e-14,9.7340979258865674e-16,0.0007761240677665916,0.0025058616230645351,0.00060094388288852525,0.0023543042115681174,1.990655689139114e-12,5.5913570073924531e-08,1.4848415429450323e-11,2.0631618946801061e-07,0.0012789379147027874,2.2442541580515799e-05,4.850282836354169e-06,2.5685568294858402e-06,1.7237793492881473e-06,0.00028323314595287417,3.7105605611141636e-09,0.00011134825354071157,5.044251386130897e-08,3.2319133373447521e-08,2.6241143572463724e-14,0.00055725632262372906,1.0912844292177484e-06,8.0797867706166485e-08,0.00011405204109556023,1.3634511399463314e-11,3.5302129257416471e-10,2.3370187242382941e-06,1.9805293999496874e-09,1.386142782945028e-09,5.0141385438378706e-09,1.5166630638150417e-15,9.5456402658214551e-07,3.0372353636266148e-07,6.6306703479853022e-15,2.4712188559105244e-10,3.7796858098673109e-15,1.1001999513043312e-09,4.0703846805351685e-06,1.1086621037340902e-08,4.1891028996540494e-14,1.2855658290599741e-05,1.9538277042976431e-10,8.9725402024509108e-14,3.1058056864635721e-05,1.729344661577403e-07,5.7761694624222508e-12,1.10507496903821e-13,4.4302668783642284e-11,0.00011771676875094148,3.6466154238257236e-05,1.0683490138836456e-12,5.254931726865797e-11,3.1209172519284265e-06,2.0844295351113157e-10,3.1570333217340275e-09,3.4802951068833104e-12,3.5654355812942508e-06,3.7897861164882515e-06,1.0387252954113187e-07,7.7786004453430266e-09,1.688190671084505e-06,4.2961401693597092e-06,2.3475993061271573e-08,4.8736553157707059e-10
5.484859297705598e-06,0.002474058824772116,1.8545267217635958e-07,1.0495649258197097e-05,1.6519671700413068e-09,5.2739451940516985e-06,2.101165459655893e-05,0.00039091282181061092,3.5394765078441431e-17,9.3904583283360053e-25,1.0117140475053419e-11,8.3875001971282737e-09,1.2587883753481022e-11,3.2270297091020167e-07,4.8477710588628774e-05,5.5985343803094087e-09,2.443856873270707e-10,4.1291068318705621e-07,2.091172554650175e-06,1.7686591410606542e-15,5.6836948691174482e-08,4.0198486069990483e-12,4.295313384258664e-09,9.541421983831998e-08,0.000672608392559459,1.0260839610306563e-10,1.6860560198482418e-08,0.00050398977632398908,6.2056254084236668e-23,1.2788685556166918e-11,2.0443509908061126e-07,6.4642883550688125e-08,1.8313316687170011e-13,0.88129999999999997,0.0,0.0,0.0,0.0009759235511472065,0.10702773121077798,0.00016643450719470361,4.0042268042416131e-05,2.7859523178555561e-05,7.6145972312667837e-06,1.4406973335214962e-11,2.4226935190773875e-06,1.2060871741686546e-10,9.4647077913234741e-08,3.690585241625545e-14,9.6467840900769208e-16,0.00077428668676693835,0.0025083332346573554,0.00060098727880503286,0.0023533426145531163,1.9925710184221714e-12,5.5968724075204668e-08,1.4813787619529728e-11,2.0599559605846751e-07,0.0012819583146647499,2.2492204579291659e-05,4.8609003711669876e-06,2.5742561971688296e-06,1.7275681275479387e-06,0.00028415232411487391,3.6633175956300158e-09,0.00011115367616814599,5.0353152157664102e-08,3.2261878246362976e-08,2.6145635706206008e-14,0.00055783942374546794,1.1085835937673102e-06,8.098874217736432e-08,0.00011498165483000412,1.3643531414653371e-11,3.534370454277736e-10,2.342304007457063e-06,1.9849605655374222e-09,1.3892440891663619e-09,5.0253570310244395e-09,1.5200564014738128e-15,9.5701119782567032e-07,3.0449485091420717e-07,6.6475091237589096e-15,2.4775542012565447e-10,3.7892844293894539e-15,1.103210592741769e-09,4.0815303944280851e-06,1.1158808359875303e-08,4.2162772856829678e-14,1.295159861186783e-05,1.9684088991952086e-10,9.0307443757660821e-14,3.1366500806685433e-05,1.7340916311791429e-07,5.7918850094593671e-12,1.1081083477532896e-13,4.4423205533870835e-11,0.0001188270747391851,3.6568077710771418e-05,1.0707195722532352e-12,5.2696193943298665e-11,3.1287034918861992e-06,2.0895794629048268e-10,3.164833296794582e-09,3.4889779429463171e-12,3.614020648609483e-06,3.8231965185280577e-06,1.0461132021613809e-07,7.8733704762283457e-09,1.7097873936405397e-06,4.3509977602178982e-06,2.3775743926694803e-08,4.9358872246927406e-10
5.510908588648653e-06,0.00247406647102079,1.8611089184701007e-07,1.0576103548263917e-05,1.6539872012090088e-09,5.2831263216317015e-06,2.1127593028531158e-05,0.00039174926723475726,3.57900892269164e-17,9.4578493298803049e-25,1.0202479467863494e-11,8.4598550521136899e-09,1.2712680093564086e-11,3.2536131004888983e-07,4.8974838978089905e-05,5.6877310059338807e-09,2.46602067431226e-10,4.1672669236674019e-07,2.1102900048433341e-06,1.7884414811487878e-15,5.7370995881227627e-08,4.0820295823245889e-12,4.3109034714808742e-09,9.6507447899206165e-08,0.00067304183222479058,1.0298065371610103e-10,1.6942599785179527e-08,0.00050668411238027618,6.2860830325253691e-23,1.2960220099410341e-11,2.0535657620587252e-07,6.4996679185911963e-08,1.8628111281212588e-13,0.88129999999999997,0.0,0.0,0.0,0.00096985878755621033,0.10702548084816316,0.00016697923890876816,3.9773098485461919e-05,2.761120924066914e-05,7.5176803487525391e-06,1.4278218594582525e-11,2.3918045727529756e-06,1.2017322610560535e-10,9.3801219327237092e-08,3.6435308831039985e-14,9.5605710201144437e-16,0.00077245146141139017,0.0025107862079039788,0.0006010223058931861,0.0023523693368732801,1.9944714780277445e-12,5.6023462156789431e-08,1.4779196619467212e-11,2.0567415660224747e-07,0.0012849677474590445,2.2541060690625106e-05,4.8713430802235335e-06,2.5798631791338473e-06,1.7312947355945236e-06,0.00028506582379478058,3.6167306038181383e-09,0.00011095860994827879,5.0263574010940406e-08,3.2204484441534536e-08,2.6050723536562639e-14,0.0005584165346846227,1.1260561457020452e-06,8.1178923486462722e-08,0.00011591354023479253,1.3652536120454953e-11,3.5385139265419088e-10,2.3475659023234607e-06,1.9893717248215125e-09,1.3923313932763765e-09,5.0365248677411164e-09,1.5234344185154557e-15,9.5944104095499882e-07,3.0526061916859973e-07,6.6642268168251382e-15,2.4838446867671568e-10,3.7988140280484196e-15,1.106201695915832e-09,4.0926038397304834e-06,1.1231102022078573e-08,4.2434905971449365e-14,1.3047475615188595e-05,1.9829804709101062e-10,9.0890319225440118e-14,3.1676947749602932e-05,1.7388078727809692e-07,5.807497248315534e-12,1.1111220908547698e-13,4.4542949920198105e-11,0.000119940604480368,3.6668519251905703e-05,1.0730517043012157e-12,5.2840935089916489e-11,3.1363388339344346e-06,2.0946283925348537e-10,3.1724803021294246e-09,3.4974925050006971e-12,3.6630009619258785e-06,3.8567545930050415e-06,1.0535051279029907e-07,7.9687756774167398e-09,1.731537749329367e-06,4.4062437571861707e-06,2.4077616983002751e-08,4.9985597518556466e-10
5.536957879591708e-06,0.0024740741031538315,1.8676304001020866e-07,1.0656144663337674e-05,1.6557513982980284e-09,5.292236618735031e-06,2.1243650233123397e-05,0.00039258327486022795,3.6186856086144717e-17,9.5266103608338831e-25,1.028760251358558e-11,8.5323575459281494e-09,1.2838040312295588e-11,3.2802976102974455e-07,4.9473379294078728e-05,5.7776560084920604e-09,2.4882200650008947e-10,4.2054989985516435e-07,2.1294487108855672e-06,1.8083141438888224e-15,5.7906826987197294e-08,4.1448436992283916e-12,4.3264085916539996e-09,9.7608074165572098e-08,0.0006734693221577536,1.0334754360667147e-10,1.7024693022298447e-08,0.00050937734160085956,6.3669267382036713e-23,1.3133004684216683e-11,2.0627200298016656e-07,6.5349054773619168e-08,1.8946652704970493e-13,0.88129999999999997,0.0,0.0,0.0,0.00096384062960456498,0.10702323140916499,0.00016752501619012451,3.9506345341394666e-05,2.7366017238741791e-05,7.4221089374366372e-06,1.4151084619791251e-11,2.3613450913312868e-06,1.1974041824899784e-10,9.2966008417578167e-08,3.5971307455226254e-14,9.4754432011387801e-16,0.00077061843861018218,0.0025132207238100887,0.0006010490458570407,0.002351384578267105,1.9963572120883967e-12,5.607778835801206e-08,1.4744643322365029e-11,2.0535188217285057e-07,0.0012879662808048778,2.2589110412414746e-05,4.8816110820089372e-06,2.5853778299591206e-06,1.7349592131679786e-06,0.00028597367751539174,3.570790243278226e-09,0.00011076305940261217,5.0173781461777352e-08,3.2146953266424762e-08,2.5956396705738517e-14,0.00055898773301058641,1.1437023375212339e-06,8.1368415914782442e-08,0.00011684766946221573,1.3661524662014654e-11,3.5426432618481009e-10,2.3528045515793123e-06,1.9937629996023797e-09,1.3954047805213525e-09,5.0476423623548433e-09,1.5267972082139765e-15,9.6185357938642078e-07,3.0602084888779391e-07,6.6808235966373476e-15,2.4900903730642434e-10,3.8082747024378096e-15,1.1091732679919611e-09,4.1036050421896992e-06,1.1303495885411159e-08,4.2707405115245367e-14,1.3143282537682038e-05,1.9975413916067818e-10,9.1473978682440077e-14,3.1989400548850708e-05,1.7434933975384588e-07,5.8230062220667837e-12,1.114116205471217e-13,4.466190227301342e-11,0.00012105732637472276,3.6767487515962979e-05,1.0753454327285004e-12,5.2983553179695233e-11,3.1438245823745545e-06,2.0995772017405293e-10,3.1799756671437614e-09,3.5058402475399403e-12,3.7123774175764817e-06,3.8904605045826106e-06,1.060900825519687e-07,8.0648162135207195e-09,1.7534418264467204e-06,4.4618783574769547e-06,2.4381613307074764e-08,5.0616731209826132e-10
