Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85)
1.8704534712974134e-07,0.002657161688156756,3.6010887411863756e-11,2.8742753132162516e-08,1.5490156077809968e-11,2.4754905235511578e-07,8.7103992297167865e-06,1.868629172088843e-05,1.3966227731005655e-23,2.9439814484855428e-26,4.5818373232590876e-18,2.8575949857188073e-12,1.6253927539745954e-16,9.0211923841151341e-11,4.6501434029775899e-11,1.2815650619959935e-17,2.8876294491441648e-16,2.0607245594557015e-13,1.4480930677710287e-13,2.8721391888642278e-21,2.0971451964463378e-12,2.6782987018702585e-19,9.4542028289679651e-12,5.3883633033684072e-13,7.6079985951503344e-05,6.92666527145711e-12,1.0866567241056091e-10,8.5872377564006223e-07,1.5380661091677725e-30,1.2358263973902529e-19,3.0557864384492351e-11,9.1824327937448793e-13,5.821053817235722e-20,0.88129999999999997,0.0,0.0,0.0,0.0081341107368252535,0.10853651571482729,0.00010000122808014972,7.1515901785320797e-05,0.00039019802706328132,0.0002228442748882863,1.8905237530131697e-10,6.5839557359989438e-05,6.2560846163792653e-10,1.2416027163192999e-06,9.9602759020770017e-13,1.2576618369028852e-14,0.00017074520900963407,0.00018869281471590695,9.1451949014154576e-05,0.0003519239431581536,1.4303284730300866e-13,4.2723199423371985e-09,3.3266096983120341e-12,3.8425913465586487e-08,0.00012399392731411965,3.9954322670607406e-07,7.9976193898224177e-08,4.4063382363713875e-08,2.6607557499766006e-08,4.3811178134428088e-07,1.089290713414928e-07,6.2944961154289201e-05,2.6767524375304664e-08,1.713173996697505e-08,1.0700196166497846e-13,1.30913184035999e-05,1.8261370362704901e-11,7.8582918212213471e-09,4.9521241688391013e-08,1.5400508848640268e-11,2.7707615434796963e-10,1.1739529459150684e-07,9.3178856278138699e-11,6.5114311915708851e-11,2.3613657015866756e-10,7.0238614128717698e-17,2.2857880990244931e-09,6.7540097041534646e-10,1.4638025645577052e-17,6.0108681952221924e-13,8.34535255386451e-18,2.2056530560981792e-12,8.0977876214114255e-09,4.008705684049122e-10,1.4286488469775316e-15,1.6021525751055186e-09,2.4515868050821258e-14,3.0567210038541199e-15,2.9725596908764478e-08,2.9707221729461373e-10,9.3100059683539998e-15,1.9402696397342922e-16,7.1411261788490534e-14,1.4848292818316656e-09,1.082536791161519e-09,1.8443321367082882e-14,1.6085254709317579e-15,1.1916284367177276e-11,7.4675005271975559e-16,1.1310299127872161e-14,1.3585127648070255e-17,1.3373710613407059e-11,1.6454429870800934e-10
1.8847397954221062e-07,0.0026571582974485573,3.7194395862966598e-11,2.9067280012869089e-08,1.552892707989906e-11,2.5109198520971308e-07,8.7229356880725321e-06,1.8963433096795519e-05,1.483138340657268e-23,3.016840266678215e-26,4.8064164807321368e-18,2.9351373617487153e-12,1.7014326547200582e-16,9.3079618260649421e-11,4.8482061782507616e-11,1.3590112013451377e-17,3.0212595252344394e-16,2.1392059959532347e-13,1.5196959778403111e-13,3.0219312805381921e-21,2.1740894616514655e-12,2.8483845758943908e-19,9.6954120123439021e-12,5.6369103310622125e-13,7.6844895216200945e-05,6.9982632852068328e-12,1.106980199240686e-10,8.800158834876688e-07,1.6495737021024727e-30,1.32794841059142e-19,3.1623516136968822e-11,9.6057221214704942e-13,6.1220843843893519e-20,0.88129999999999997,0.0,0.0,0.0,0.0081227904864813981,0.10853415991980538,0.00010000128296934423,7.1935706407675188e-05,0.00039068606879987292,0.00022265586008132733,1.8928496632139105e-10,6.5782606346968296e-05,6.2480243605919283e-10,1.2431303082239647e-06,9.9516602943088082e-13,1.2592091869661626e-14,0.00017283956438378766,0.00019125527284964033,9.2079063450829061e-05,0.00035564033708052203,1.4497150106901451e-13,4.3304491131530947e-09,3.367454434306182e-12,3.8910219129679006e-08,0.00012485819830773334,4.0639844229589423e-07,8.1349280690233814e-08,4.4843074555896471e-08,2.7086134102281569e-08,4.5092127566353653e-07,1.0883747460335448e-07,6.3449256302493777e-05,2.6981426436765404e-08,1.7268642294370686e-08,1.0716288139617705e-13,1.3351586495144063e-05,1.8854225248244874e-11,7.9134832917370923e-09,5.094760018753263e-08,1.5428793151970834e-11,2.7764199740962425e-10,1.1874185257779356e-07,9.4245721536324964e-11,6.5859847807956988e-11,2.3884046380512145e-10,7.1042884903709631e-17,2.3540050982219727e-09,6.9555432673762758e-10,1.5074811139972066e-17,6.1902569145347881e-13,8.5943703537652448e-18,2.2752689128017901e-12,8.353549234652257e-09,4.0577120141801412e-10,1.4460845021630323e-15,1.6614964061860867e-09,2.5423937496367124e-14,3.0940261361249549e-15,3.0345839223558138e-08,3.068970923873132e-10,9.617713237992618e-15,2.0044389086626929e-16,7.3771494303357969e-14,1.5491764892622867e-09,1.1346910188732519e-09,1.8769672051952121e-14,1.6860223165862893e-15,1.2596607084453163e-11,7.8936727313116371e-16,1.1955782419758571e-14,1.4360727724606017e-17,1.3964016031651282e-11,1.710082791877887e-10
1.899026119546799e-07,0.0026571549138962483,3.8406080994010055e-11,2.9392168522320051e-08,1.5567550094632808e-11,2.5464203949426945e-07,8.7350573781937526e-06,1.9241096849463871e-05,1.5740088386219259e-23,3.0913781555997266e-26,5.0396575248974642e-18,3.013908047154395e-12,1.7802018224440061e-16,9.6010539263877964e-11,5.0531165971345914e-11,1.4404163266783237e-17,3.1596425786900358e-16,2.2198397294550313e-13,1.5940850949961167e-13,3.1778029267686038e-21,2.253035668433338e-12,3.0273058648958502e-19,9.9399934452043666e-12,5.8942165758884067e-13,7.7609148215437965e-05,7.0698043576367105e-12,1.1274842935386497e-10,9.0160358400721233e-07,1.7678870247808484e-30,1.4258811018922049e-19,3.2714850952520658e-11,1.004390210052167e-12,6.4358319279683415e-20,0.88129999999999997,0.0,0.0,0.0,0.0081114986586252307,0.10853180706097938,0.00010000133971014716,7.2353861898043838e-05,0.00039115646336711918,0.00022246012515223789,1.8950900251883909e-10,6.572349723219534e-05,6.2399848654245515e-10,1.244601715319218e-06,9.9427182066894088e-13,1.2606996255152867e-14,0.00017493277645511967,0.00019382231620227575,9.2705213501715264e-05,0.00035935611704539271,1.4691354898289655e-13,4.3886830785867188e-09,3.4082772559859314e-12,3.9394382564053478e-08,0.00012572135651705231,4.1328616618315783e-07,8.2728857452593483e-08,4.5626721047998481e-08,2.7567211614700484e-08,4.6395533141590481e-07,1.087422843399485e-07,6.395070290493514e-05,2.7194109093832537e-08,1.7404764176883574e-08,1.0731923025515594e-13,1.3614048950086222e-05,1.9459636730373911e-11,7.9686036183359913e-09,5.2399116256044576e-08,1.5456448042578455e-11,2.7819683499104168e-10,1.2009039590177496e-07,9.5314121191583727e-11,6.6606455951159508e-11,2.415482472322221e-10,7.1848312690512627e-17,2.423495516326536e-09,7.1608358897677524e-10,1.5519743676933627e-17,6.3729943276736569e-13,8.8480329018124895e-18,2.3462857774529949e-12,8.6144624504784342e-09,4.1067286587666683e-10,1.4635231551077097e-15,1.722376484404993e-09,2.6355514345519335e-14,3.1313376823714059e-15,3.0973618750990416e-08,3.1693260848896979e-10,9.9320092217630232e-15,2.0699839385603903e-16,7.618226481851601e-14,1.6156424730877873e-09,1.1887790068005388e-09,1.9097677862710984e-14,1.7663926373251157e-15,1.3308493319903549e-11,8.3396066140639456e-16,1.2631196962022298e-14,1.5172311705263358e-17,1.4573667985346543e-11,1.7766933164401139e-10
1.9133124436714918e-07,0.0026571515376470926,3.9646295558033781e-11,2.9717404221972522e-08,1.5605841022103372e-11,2.5819893906638e-07,8.7467777132467439e-06,1.9519259180549178e-05,1.6693995969806628e-23,3.1670489121573562e-26,5.2817965387966578e-18,3.0939101337160402e-12,1.8617647768767267e-16,9.9005310960441745e-11,5.2650583383866347e-11,1.525944786139173e-17,3.302891317736154e-16,2.3026583651520014e-13,1.671336875958515e-13,3.3399256380398495e-21,2.3340122780673321e-12,3.2154359297623206e-19,1.0187945597141442e-11,6.1604877288112919e-13,7.8372720133734411e-05,7.1412859778926852e-12,1.1481683280440048e-10,9.2348698433762748e-07,1.8933395158726575e-30,1.5299209336137214e-19,3.3832177331785327e-11,1.0497320536216992e-12,6.7627026714195084e-20,0.88129999999999997,0.0,0.0,0.0,0.0081002351295714238,0.10852945722908504,0.00010000139834289999,7.2770373615951947e-05,0.00039160954455853738,0.00022225732026725283,1.8972464629486719e-10,6.5662304093421406e-05,6.2319660389439024e-10,1.2460180041933976e-06,9.9334608457769385e-13,1.262134232933973e-14,0.00017702469001196829,0.0001963937447616142,9.3330401511642892e-05,0.00036307111708538459,1.4885883962446262e-13,4.447017285170941e-09,3.4490751301209989e-12,3.9878365884408761e-08,0.00012658340478009032,4.2020572775767916e-07,8.4114789067623615e-08,4.6414241577017712e-08,2.8050739240068904e-08,4.7721464498885954e-07,1.0864362323954105e-07,6.4449296583180574e-05,2.7405570595053873e-08,1.7540104493441433e-08,1.0747109422485824e-13,1.3878685335042692e-05,2.0077711679545879e-11,8.02365298274083e-09,5.3875896166783182e-08,1.5483485268618406e-11,2.787408714579624e-10,1.2144086725488164e-07,9.6384009815804244e-11,6.7354104599723117e-11,2.4425980528678771e-10,7.2654863236914853e-17,2.4942654479051119e-09,7.3699054256273797e-10,1.5972861952244012e-17,6.5590964616260633e-13,9.1063622590381611e-18,2.4187120398638462e-12,8.8805581871937271e-09,4.1557521318107658e-10,1.4809635657192414e-15,1.7848127067470941e-09,2.7310903058802863e-14,3.168652989305306e-15,3.1608936810147265e-08,3.271802546478261e-10,1.0252940208153237e-14,2.1369144548579111e-16,7.8643928385383701e-14,1.6842724973480643e-09,1.2448488430584911e-09,1.9427305204192043e-14,1.849707891876819e-15,1.4053046237969674e-11,8.8059922815286276e-16,1.3337587999713115e-14,1.6021137249719165e-17,1.5203060721208222e-11,1.8453144846035198e-10
1.9261701353837153e-07,0.002657148505385132,4.0787171831666856e-11,3.0010402072542441e-08,1.563928893020832e-11,2.6140577831990951e-07,8.7569936298029286e-06,1.977001239283888e-05,1.7592554355891557e-23,3.235999214906574e-26,5.507527299143853e-18,3.1669673296110132e-12,1.9376138909784313e-16,1.0175570766928188e-10,5.4619722990480175e-11,1.6065858688426406e-17,3.4360693612759343e-16,2.3790901289024343e-13,1.7433751079010935e-13,3.4913244439527081e-21,2.4086507226282218e-12,3.3929385462545062e-19,1.0413982985569845e-11,6.4079683764134736e-13,7.9059332710037069e-05,7.2055665619393965e-12,1.1669372430280346e-10,9.4343493364325643e-07,2.0126350343271457e-30,1.6290337696233975e-19,3.4860247672919871e-11,1.0918716111520692e-12,7.0684490101740379e-20,0.88129999999999997,0.0,0.0,0.0,0.0080901220478338375,0.10852734504118712,0.00010000145276357264,7.3143833150505726e-05,0.00039200278579759829,0.00022206895248409568,1.899116820695718e-10,6.5605508068739809e-05,6.2247666917306895e-10,1.2472464043467932e-06,9.9248686848019549e-13,1.2633785214441043e-14,0.00017890617734130364,0.0001987116177146257,9.3892250105554473e-05,0.0003664138161873291,1.5061225102771773e-13,4.4996000868069503e-09,3.485769450792326e-12,4.0313766427127724e-08,0.0001273583015488061,4.2646000839428849e-07,8.5367450913959804e-08,4.7126256960524169e-08,2.8487967550202976e-08,4.8934117111502991e-07,1.0855195946884554e-07,6.4895588731107628e-05,2.7594840711691245e-08,1.7661241805761408e-08,1.0760400692617815e-13,1.4118699880545104e-05,2.0644893954735643e-11,8.073136887606632e-09,5.5226683950206653e-08,1.5507300201736726e-11,2.792214352347878e-10,1.2265789343934023e-07,9.7348145793247829e-11,6.8027852262416339e-11,2.4670334142601598e-10,7.3381690901519635e-17,2.5590572377085209e-09,7.561311522891689e-10,1.6387698099080075e-17,6.7294780182703378e-13,9.3428664148080158e-18,2.4851074471327923e-12,9.1245002304482869e-09,4.1998763242113465e-10,1.4966604522986098e-15,1.8423521477389012e-09,2.8191362040866338e-14,3.2022378717778832e-15,3.2187169175745579e-08,3.3658570697191221e-10,1.0547488304408238e-14,2.1983443452366691e-16,8.0903225117131274e-14,1.7479274442337312e-09,1.2970463087444503e-09,1.972532884867433e-14,1.92726917648151e-15,1.475200524488868e-11,9.2438082687374018e-16,1.40007072681469e-14,1.6817983579266428e-17,1.5786720144726542e-11,1.9088258489952837e-10
1.9390278270959387e-07,0.0026571454792554128,4.1951696853758499e-11,3.0303659427068081e-08,1.5672322049532976e-11,2.6461775139136029e-07,8.7669042357581666e-06,2.0021134195393405e-05,1.8530346259884808e-23,3.305882658788718e-26,5.7408363462118171e-18,3.2410264853910125e-12,2.0158264038832655e-16,1.0455876741768571e-10,5.6648720441136478e-11,1.69083136397113e-17,3.5733644355704813e-16,2.4573417083380174e-13,1.8178521287420821e-13,3.6480559293569836e-21,2.4849775338206085e-12,3.5784761346966705e-19,1.0642747625667438e-11,6.6630315764900344e-13,7.9745357291455553e-05,7.2697952308474254e-12,1.1858508542620414e-10,9.6362250208181435e-07,2.1382512642176127e-30,1.7335775866793865e-19,3.5909842748017374e-11,1.1352997357012926e-12,7.3854684809543739e-20,0.88129999999999997,0.0,0.0,0.0,0.0080800317009620867,0.10852523543868262,0.00010000150877945567,7.3515969434363436e-05,0.00039238250379802563,0.00022187522842288265,1.900921635279784e-10,6.5547133650610911e-05,6.2175839470713641e-10,1.2484317582504897e-06,9.9160377428438567e-13,1.2645792069363319e-14,0.00018078638397695513,0.00020103274366885994,9.4453323032999897e-05,0.00036975563655015198,1.5236806270330248e-13,4.5522572762015441e-09,3.5224390905090875e-12,4.0748965139155696e-08,0.0001281323036024665,4.3273906821411209e-07,8.6625056836894718e-08,4.7841289387257859e-08,2.8927103885719617e-08,5.0165115354458569e-07,1.0845766597055034e-07,6.5339565201195097e-05,2.7783119818223953e-08,1.7781744850184639e-08,1.0773341558064345e-13,1.4360443803566264e-05,2.1222495995253995e-11,8.1225635910735723e-09,5.6598091988770141e-08,1.5530632424149425e-11,2.7969355633246442e-10,1.2387639550724938e-07,9.8313419820978991e-11,6.8702395205224724e-11,2.4914976260751724e-10,7.4109376719395361e-17,2.6248943465406022e-09,7.7558030167438387e-10,1.6809221253544128e-17,6.9026084377520731e-13,9.5831829314479001e-18,2.5526568335653865e-12,9.3726856938109599e-09,4.2440009806377852e-10,1.5123569605440252e-15,1.9011823899180665e-09,2.9091572652792749e-14,3.2358219447738926e-15,3.2771508629298092e-08,3.4616519066385895e-10,1.0847479305155083e-14,2.2609108878021401e-16,8.3204271045135462e-14,1.8134056362598339e-09,1.3509241424480246e-09,2.0024615317542722e-14,2.0073274125575658e-15,1.5479176067957373e-11,9.699286004135495e-16,1.4690577217435873e-14,1.7646992714089765e-17,1.6386981128839539e-11,1.9740278674564129e-10
1.9518855188081622e-07,0.002657142459356107,4.3140124996593225e-11,3.0597166190679464e-08,1.5704958684777529e-11,2.6783467005953332e-07,8.7765185171019784e-06,2.0272608504824201e-05,1.9508652925101203e-23,3.3766138031918505e-26,5.9819028967786489e-18,3.3160896401015449e-12,2.0964503663071519e-16,1.0741492963522852e-10,5.8738987504060897e-11,1.7788120536769902e-17,3.7148609019145049e-16,2.537436741021752e-13,1.8948258812905901e-13,3.8102501286294728e-21,2.5630133986873758e-12,3.7723232809491172e-19,1.0874237785192117e-11,6.9258313836353825e-13,8.0430777514275389e-05,7.3339703000643891e-12,1.2049086572747174e-10,9.8404971001911111e-07,2.270455955044015e-30,1.8437937328374028e-19,3.6981184413867518e-11,1.1800424552934495e-12,7.714074268492116e-20,0.88129999999999997,0.0,0.0,0.0,0.0080699640017539726,0.1085231284821038,0.00010000156642055387,7.3886786334221793e-05,0.00039274892970914783,0.00022167631692929934,1.9026620312030002e-10,6.5487230828035226e-05,6.2104177401808885e-10,1.2495748044339815e-06,9.9069755822900075e-13,1.2657370374924185e-14,0.00018266520599988708,0.00020335698499298938,9.5013621982906118e-05,0.00037309646498430644,1.5412617049011059e-13,4.6049857198726818e-09,3.5590820182331635e-12,4.1183936593161608e-08,0.00012890541298553559,4.3904243961073008e-07,8.7887512633020719e-08,4.8559282780951734e-08,2.9368112726576281e-08,5.1414503109521091e-07,1.0836082555457932e-07,6.578122457243141e-05,2.7970407391191846e-08,1.7901613291614193e-08,1.078593796341712e-13,1.4603902162836444e-05,2.1810593747006597e-11,8.1719332240420183e-09,5.7990191247960091e-08,1.5553490060329063e-11,2.8015737609801343e-10,1.2509633388459069e-07,9.9279800541588357e-11,6.937771151529374e-11,2.5159898934510367e-10,7.4837897047445877e-17,2.6917807827901953e-09,7.9533916360228218e-10,1.7237456835653787e-17,7.0784982610089879e-13,9.8273263012817582e-18,2.621365806513951e-12,9.6251352445089297e-09,4.2881238321249704e-10,1.5280522837257749e-15,1.9613176559642378e-09,3.0011752527785486e-14,3.2694034822233536e-15,3.3361955076241297e-08,3.5591971117004103e-10,1.1152944442170147e-14,2.3246206494328194e-16,8.5547305729761843e-14,1.8807407274999827e-09,1.4065183854096796e-09,2.0325141139315598e-14,2.0899361573193549e-15,1.623541365209355e-11,1.0172960254088574e-15,1.5408007813045067e-14,1.8509139331862105e-17,1.7004135488600561e-11,2.0409501881081079e-10
1.9647432105203857e-07,0.0026571394457825235,4.4352709737447026e-11,3.0890912589297703e-08,1.5737070110546915e-11,2.7105635008886793e-07,8.7858452196904052e-06,2.0524419621279932e-05,2.0528781952538155e-23,3.4482770502538313e-26,6.2309084105299686e-18,3.3921587688602936e-12,2.1795341675635694e-16,1.1032462878115889e-10,6.0891959299688385e-11,1.8706623262793333e-17,3.860643796023756e-16,2.6193988167449448e-13,1.9743549959205018e-13,3.9780386400154169e-21,2.6427789810972755e-12,3.974763911406194e-19,1.1108451552096407e-11,7.196523114442559e-13,8.1115577532050326e-05,7.3980901408980173e-12,1.2241101449625473e-10,1.0047165605435959e-06,2.409524740462073e-30,1.9599313487978812e-19,3.8074493535917575e-11,1.226126004229689e-12,8.0545849857516872e-20,0.88129999999999997,0.0,0.0,0.0,0.0080599188639209236,0.10852102423028044,0.00010000162571705099,7.4256287704196189e-05,0.00039310229093301503,0.0002214723827571125,1.9043391147011417e-10,6.5425848375934422e-05,6.2032680069627833e-10,1.2506762694301341e-06,9.8976895818606846e-13,1.2668527490423416e-14,0.00018454254228723782,0.00020568420656700347,9.5573148637883551e-05,0.0003764361906685413,1.5588647213783077e-13,4.6577823414644113e-09,3.5956962575147129e-12,4.1618656026407807e-08,0.00012967763173492308,4.4536966167580811e-07,8.9154725452481707e-08,4.9280181836434226e-08,2.9810959032493539e-08,5.2682322160696204e-07,1.0826151902492766e-07,6.6220565944503744e-05,2.8156703128435146e-08,1.8020846936594089e-08,1.0798195750892607e-13,1.4849060013291733e-05,2.2409262557720868e-11,8.221245916925502e-09,5.9403050701411826e-08,1.5575881098136536e-11,2.8061303353768814e-10,1.2631766966882571e-07,1.0024725713349877e-10,7.0053779654213227e-11,2.5405094351103182e-10,7.5567228646642909e-17,2.7597204198634439e-09,8.1540887098967922e-10,1.7672429399216587e-17,7.2571576740145401e-13,1.0075310522794451e-17,2.6912398143344411e-12,9.881868964702979e-09,4.3322426901596514e-10,1.5437456438464342e-15,2.0227720750780907e-09,3.0952117868648046e-14,3.3029808195316144e-15,3.3958508113589456e-08,3.6585024878524759e-10,1.1463914158203443e-14,2.3894800327344867e-16,8.7932562679226964e-14,1.9499665692860793e-09,1.4638653782012227e-09,2.0626883165263793e-14,2.1751494128143559e-15,1.7021589113331469e-11,1.066537588004038e-15,1.6153824310698622e-14,1.9405416546094929e-17,1.763847635723218e-11,2.1096226211192259e-10
1.9776009022326092e-07,0.002657136438627238,4.55897036225631e-11,3.118488885252748e-08,1.5768694391460162e-11,2.7428261115796951e-07,8.7948928542557726e-06,2.0776552220581497e-05,2.1592066557488555e-23,3.5208111319765427e-26,6.4880365884508845e-18,3.4692357848140325e-12,2.2651265139249438e-16,1.1328829431883911e-10,6.3109094479711631e-11,1.9665202464025581e-17,4.0107988179688184e-16,2.7032514747316523e-13,2.0564987859766374e-13,4.1515546157373468e-21,2.7242949200051473e-12,4.1860926577036597e-19,1.1345386840831877e-11,7.4752633307097567e-13,8.1799742002454617e-05,7.4621531750173165e-12,1.2434548077649467e-10,1.0256230399173197e-06,2.5557416271703629e-30,2.0822477876187436e-19,3.9189989974723238e-11,1.273576820039198e-12,8.4073246941499698e-20,0.88129999999999997,0.0,0.0,0.0,0.0080498962020763287,0.10851892274037349,0.00010000168669930511,7.462447738590443e-05,0.00039344281117422472,0.00022126358665414611,1.9059539739855916e-10,6.5363033880777257e-05,6.1961346840003174e-10,1.2517368679341351e-06,9.8881869404857936e-13,1.2679270655252886e-14,0.00018641829445513889,0.00020801427574691062,9.6131904674293586e-05,0.00037977470510495043,1.5764886728042228e-13,4.7106441209448689e-09,3.6322798853773874e-12,4.2053099327653964e-08,0.00013044896188006363,4.5172028017995573e-07,9.0426603794956656e-08,5.0003932019306151e-08,3.0255608243345946e-08,5.3968612231521839e-07,1.0815982522191139e-07,6.6657588919896352e-05,2.8342006941446206e-08,1.8139445728412237e-08,1.0810120667270047e-13,1.5095902410840476e-05,2.3018577187569557e-11,8.2705017996558301e-09,6.0836737361832374e-08,1.5597813393004415e-11,2.8106066533333417e-10,1.2754036461724126e-07,1.0121575930168838e-10,7.0730578451534873e-11,2.5650554831225212e-10,7.6297348674961849e-17,2.8287169973176092e-09,8.3579051711843848e-10,1.8114162639028192e-17,7.4385965107601135e-13,1.032714910473561e-17,2.7622841473325095e-12,1.0142906354954009e-08,4.3763554445183419e-10,1.5594362908719943e-15,2.0855596810199164e-09,3.1912883417770927e-14,3.3365523519342346e-15,3.4561167041433342e-08,3.7595775873998944e-10,1.1780418109586266e-14,2.4554952766104418e-16,9.0360269369608258e-14,2.0211172053226104e-09,1.5230017549475657e-09,2.092981856927531e-14,2.2630216173360502e-15,1.7838589803778329e-11,1.1177087879910712e-15,1.6928867319035333e-14,2.0336835980191717e-17,1.829029815125888e-11,2.1800751340194568e-10
1.9904585939448327e-07,0.002657133437980108,4.6851358258016904e-11,3.1479085390487679e-08,1.5799856339406426e-11,2.7751327679255181e-07,8.8036697011731151e-06,2.102899134682669e-05,2.2699865590342268e-23,3.5942377743876598e-26,6.7534733712289583e-18,3.5473225409105324e-12,2.3532764081892218e-16,1.163063506940317e-10,6.5391875392434474e-11,2.0665276221303236e-17,4.1654123223429048e-16,2.7890182011525841e-13,2.1413172433174866e-13,4.3309327519204793e-21,2.8075818278864838e-12,4.4066091028655008e-19,1.1585041398306003e-11,7.7622098235218591e-13,8.2483256075197115e-05,7.5261578735811784e-12,1.2629421337995873e-10,1.0467691179919708e-06,2.7093992030064014e-30,2.211008880239304e-19,4.0327892574120817e-11,1.3224215406022724e-12,8.7726229213708092e-20,0.88129999999999997,0.0,0.0,0.0,0.0080398959317235612,0.10851682406790705,0.00010000174939784434,7.4991359208544705e-05,0.00039377071048789621,0.00022105008544239991,1.9075076794777217e-10,6.5298833764446058e-05,6.1890177085474499e-10,1.2527573029574039e-06,9.8784746809154164e-13,1.2689606990455606e-14,0.00018829236680528036,0.0002103470623311281,9.6689891762311925e-05,0.00038311190207741076,1.5941325741038633e-13,4.7635680938431368e-09,3.6688310312765221e-12,4.248724302489493e-08,0.00013121940544298953,4.5809384754843845e-07,9.1703057504731348e-08,5.0730479564832303e-08,3.0702026279001993e-08,5.5273411020241354e-07,1.0805582106144054e-07,6.7092293587541689e-05,2.8526318948388445e-08,1.8257409742632802e-08,1.0821718363555514e-13,1.5344414416637807e-05,2.3638611819234048e-11,8.3197010016878257e-09,6.229131631024242e-08,1.5619294669872434e-11,2.8150040589948649e-10,1.2876438113613279e-07,1.0218527726901658e-10,7.1408087098710761e-11,2.5896272826846274e-10,7.7028234680853725e-17,2.8987741219835184e-09,8.5648515597313088e-10,1.8562679398190524e-17,7.6228242562067742e-13,1.0582855070291804e-17,2.834503938724287e-12,1.0408266337744769e-08,4.4204600608573983e-10,1.5751235018697692e-15,2.1496944103596348e-09,3.2894262430353546e-14,3.3701165326524673e-15,3.5169930873377962e-08,3.8624317129695805e-10,1.2102485169340316e-14,2.5226724568915042e-16,9.2830647268688584e-14,2.0942268670944553e-09,1.5839644378336912e-09,2.1233924847391455e-14,2.3536076372611791e-15,1.8687319368002346e-11,1.1708661422685975e-15,1.7733992852018972e-14,2.1304427831733082e-17,1.8959896538448185e-11,2.2523378472803557e-10
2.0033162856570562e-07,0.002657130443928337,4.8137924290625661e-11,3.1773492813551886e-08,1.5830547240000087e-11,2.8074817429936925e-07,8.8121838151700532e-06,2.1281722405122059e-05,2.3853563738400878e-23,3.6685634717482901e-26,7.0274069378790123e-18,3.626420831557708e-12,2.4440331391999009e-16,1.1937921731699473e-10,6.7741808243646877e-11,2.1708300722534288e-17,4.3245713087821903e-16,2.8767224267547518e-13,2.228871033814253e-13,4.5163092791372936e-21,2.8926602892371795e-12,4.6366200556543049e-19,1.1827412809743897e-11,8.057521597489634e-13,8.3166105380292311e-05,7.5901027534397071e-12,1.2825716089865253e-10,1.0681547486136842e-06,2.8707985163710073e-30,2.3464890822059596e-19,4.1488419150159837e-11,1.3726870012989809e-12,9.1508146778778702e-20,0.88129999999999997,0.0,0.0,0.0,0.0080299179692440437,0.10851472826679923,0.00010000181384336273,7.5356936988972185e-05,0.00039408620532711358,0.00022083203209647794,1.9090012840406613e-10,6.5233293307539339e-05,6.1819170185198236e-10,1.2537382659798231e-06,9.868559653245029e-13,1.2699543500267696e-14,0.00019016466627253963,0.00021268243852716034,9.7247111565989993e-05,0.00038644767761103352,1.6117954585326197e-13,4.8165513504940025e-09,3.7053478760779881e-12,4.292106427331607e-08,0.00013198896443840301,4.6448992283330316e-07,9.2983997765090328e-08,5.145977147628285e-08,3.1150179538796055e-08,5.6596754234524e-07,1.0794958157337452e-07,6.7524680507019793e-05,2.8709639467349553e-08,1.8374739182777961e-08,1.0832994395964328e-13,1.5594581101168168e-05,2.4269440067921836e-11,8.3688436520039569e-09,6.3766850724907316e-08,1.5640332524581541e-11,2.8193238741034041e-10,1.2998968227025145e-07,1.0315578176776052e-10,7.2086285143178826e-11,2.6142240919065117e-10,7.7759864596862328e-17,2.9698952691058096e-09,8.7749380258278369e-10,1.9018001675518522e-17,7.8098500492836928e-13,1.0842440961309242e-17,2.9079041656321191e-12,1.0677967261130751e-08,4.4645545782428712e-10,1.590806580124921e-15,2.2151901008216121e-09,3.3896466649076878e-14,3.4036718710029771e-15,3.5784798346576627e-08,3.9670739185653339e-10,1.2430143430569411e-14,2.591017487025117e-16,9.5343911861973541e-14,2.1693299693346317e-09,1.6467906316339906e-09,2.1539179817112518e-14,2.4469627589202862e-15,1.956869779504423e-11,1.2260671880267661e-15,1.8570072377170927e-14,2.2309240931772254e-17,1.9647568406630502e-11,2.3264410299452107e-10
