Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538)
0.0,0.0038177494256872867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88129999999999997,0.0,0.0,0.0,0.0098899999999999995,0.108803,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0838156322685368e-20,0.0038177494256872867,1.3712283726996682e-35,1.7915088727697311e-31,5.3023951728745712e-22,1.0798960495513322e-35,3.8164319909500068e-22,4.0185307168059845e-38,1.8811679799101621e-57,1.9183188668322853e-47,2.6334966350678321e-51,1.1326447864071877e-51,8.0759515869269461e-37,3.6679453989772723e-27,1.164522942098583e-43,4.124544056333418e-63,1.3627443133845693e-58,8.5997318926869063e-45,1.2491100222577463e-60,4.2167572935345231e-86,3.6196976279061159e-58,9.7056771193436193e-75,5.8927905277080829e-45,1.078328768837519e-69,7.812418667633088e-39,1.3284616590920466e-56,3.3945268677394809e-51,1.3587536892634541e-47,8.7551961196559772e-76,7.7179697946474269e-91,7.7180933525804116e-57,5.5978538576574451e-73,2.2573845962504532e-93,0.88129999999999997,0.0,0.0,0.0,0.009889999999999231,0.108803,0.0001,3.1886037275004954e-17,2.2214171787104017e-16,2.221408846050445e-16,1.4365592111540012e-26,1.4369430362533399e-26,2.9204410261274317e-16,8.5530292350691796e-27,1.5410461355549098e-37,1.8311988520816108e-37,2.829322522144762e-42,2.0168211043427098e-30,4.7272069609997048e-24,4.7179942550188093e-29,2.3839648254268281e-42,1.3004738706083478e-44,9.4748296615452268e-46,1.7771065049527739e-52,7.5562161155714779e-24,2.1100867703966588e-63,2.9455351956784317e-74,5.8885340049368756e-75,2.6367640851581707e-86,4.2489819857848435e-80,4.2869176682000888e-29,7.8124245600816069e-39,3.0079845739905441e-49,4.1210472797169143e-50,7.8604527437701263e-23,3.6838266455534072e-55,4.7085209997132978e-63,2.4361758211448185e-38,3.0294604412598593e-77,1.5363005860436599e-29,6.1386588035747706e-34,7.6305879139136552e-44,2.9379729854228121e-54
5.834683770351903e-20,0.0038177494256872876,7.3383026083599311e-35,1.0820687422692749e-30,1.4846706479523633e-21,6.5225721376266255e-35,1.0686009702758276e-21,2.4271925853229685e-37,1.136225459929972e-56,1.1585985463451317e-46,1.5906319676855871e-50,1.3446204238268737e-50,2.2612664442773456e-36,1.0270247117684951e-26,7.0337185705900888e-43,4.8966587039521075e-62,1.617850048906603e-57,5.1942380634141768e-44,1.4829434224313545e-59,1.7400566520536687e-84,8.0971185126867018e-57,3.0514517509600076e-73,6.9959206494619885e-44,3.3951089284968751e-68,9.2749034401627534e-38,2.9717155920062274e-55,2.0502942280684487e-50,1.277463593955811e-46,1.0394168833587426e-74,4.4449144371351811e-89,1.7265065481158349e-55,2.3099699772863566e-71,2.5672569364412488e-91,0.88129999999999997,0.0,0.0,0.0,0.0098899999999978484,0.108803,0.0001,8.9280904370000388e-17,6.2199680996456144e-16,6.2199447684731065e-16,8.6745488328411388e-26,8.6791359331215679e-26,8.1772344678545874e-16,5.1660295328294436e-26,1.8279700230867451e-36,2.168663428673459e-36,3.3589755451744474e-41,1.2181599446605461e-29,2.8552328863552654e-23,2.8496685297467897e-28,2.830229837203984e-41,1.5439225762634784e-43,1.1248515902047171e-44,3.9753155352251914e-51,4.5639543450462658e-23,8.7073307893952806e-62,2.21732503488295e-72,4.4327407423556182e-73,3.5991694351042548e-84,3.1985271605509253e-78,2.5892982709675287e-28,9.274910435318342e-38,6.7287402123912234e-48,9.2186176252121885e-49,2.2009262681557293e-22,8.2405728600410279e-54,1.0532358090889375e-61,2.8922278252362293e-37,2.280501855736617e-75,9.2792537261865658e-29,3.7082841201043314e-33,9.0602292331254822e-43,6.5729558653341531e-53
1.3336420046518636e-19,0.0038177494256872867,3.3267903730033111e-34,5.2096894816262847e-30,3.3935329074721061e-21,3.140337709600142e-34,2.4425165638767832e-21,1.1685887807741704e-36,5.4704364865188674e-56,5.577480627340891e-46,7.6582082163353075e-50,1.3200379850457664e-49,5.1686090151978516e-36,2.3474850557294685e-26,3.3864327160957884e-42,4.8075685529024564e-61,1.5884147718560221e-56,2.5008020347402762e-43,1.4559626539261185e-58,6.8834906112128153e-83,1.5998540432770464e-55,6.8068251094254633e-72,6.8686358174941561e-43,7.6086141882625072e-67,9.1061551926342117e-37,5.8716092296117448e-54,9.8712841306932014e-50,1.0802901129629083e-45,1.0205056598057466e-73,1.9930565112942154e-87,3.4112857276534447e-54,9.1380107912475366e-70,2.3240353857264317e-89,0.88129999999999997,0.0,0.0,0.0,0.0098899999999950833,0.108803,0.0001,2.0407063855993739e-16,1.4217069938543808e-15,1.421701661144587e-15,4.1741127508565828e-25,4.1786303406520534e-25,1.8690819730100258e-15,2.4872207138307128e-25,1.79141618293042e-35,2.1179891374841026e-35,3.2978638012173633e-40,5.864915735990672e-29,1.3746716071258937e-22,1.3719927289327604e-27,2.7787084699353838e-40,1.5158323345202871e-42,1.1043855649867819e-43,7.8545508663643256e-50,2.1973473632698493e-22,3.4445322876958043e-60,1.7531716340020371e-70,3.5048336219541369e-71,5.6858036640631475e-82,2.528978492252524e-76,1.2466356569745923e-27,9.1061620597583981e-37,1.329485261773258e-46,1.8214433670513377e-47,5.030686255314956e-22,1.6281983343635558e-52,2.0808357566018956e-60,2.8396061972830398e-36,1.8031236303086964e-73,4.4675593839402823e-28,1.785923283885618e-32,8.8979185824170342e-42,1.2990632764505666e-51
2.83398925988521e-19,0.0038177494256872867,1.411089165039837e-33,2.2752071060209184e-29,7.2112574192713189e-21,1.3714679803518881e-33,5.1903479560359015e-21,5.103534508643377e-36,2.3890833354464404e-55,2.4352415105605367e-45,3.3445407281409079e-49,1.1673480258275777e-48,1.0983294156043678e-35,4.9884057445291618e-26,1.4789441369564231e-41,4.2522399420756856e-60,1.404934877694384e-55,1.0921659507297222e-42,1.2877824933546265e-57,2.4566685740295077e-81,2.8468543371219149e-54,1.2745436861720494e-70,6.0752295970811901e-42,1.4383668689175037e-65,8.0542911362292332e-36,1.0448214894787888e-52,4.311049121312735e-49,8.8056507222061052e-45,9.0262569935503837e-73,7.4966439225876133e-86,6.0701997221075525e-53,3.2612906347854831e-68,1.7613947312558315e-87,0.88129999999999997,0.0,0.0,0.0,0.009889999999989553,0.108803,0.0001,4.3365010693959571e-16,3.0211273604465737e-15,3.0211160289901145e-15,1.8209190314404615e-24,1.8249176469771703e-24,3.9717983769759047e-15,1.0862345188710579e-24,1.5786559554609857e-34,1.8536858273945509e-34,2.916923869211177e-39,2.5613627658951427e-28,6.0035510100974476e-22,5.9918526994674572e-27,2.4576864238813003e-39,1.3407365226142572e-41,9.7681582002560966e-43,1.3976743827823769e-48,9.5963915410134474e-22,1.2293282606433644e-58,1.2530929204540135e-68,2.5051068115021865e-69,8.1333512309750054e-80,1.8076069954876849e-74,5.4443854289214743e-27,8.0542972087689643e-36,2.365746504716672e-45,3.2411606922118233e-46,1.0690198228051935e-21,2.8972919514332005e-51,3.7020894518829318e-59,2.5115991108965173e-35,1.2887964954224822e-71,1.9510989333270719e-27,7.8043768134280362e-32,7.8746120607838738e-41,2.3128934494291726e-50
5.834683770351903e-19,0.0038177494256872867,5.8071818360785049e-33,9.4985394475884424e-29,1.484670641390863e-20,5.7256088315164243e-33,1.0686011560182968e-20,2.1306254340578579e-35,9.9739526380816943e-55,1.0161719326364594e-44,1.3962799173550082e-48,9.8087220139201275e-48,2.2612664433754594e-35,1.0270247125639536e-25,6.174300643469869e-41,3.5742638896979942e-59,1.1809324187366706e-54,4.5595778527289488e-42,1.0824588042552363e-56,8.3005256376705844e-80,4.8016344157113576e-53,2.2004231389980756e-69,5.1065948563597829e-41,2.5308489713980384e-64,6.7701169944445415e-35,1.7622441529381973e-51,1.7997781446307489e-48,7.0924413603227144e-44,7.5871128778019413e-72,2.5946498113295887e-84,1.0238275810508733e-51,1.1019160534039922e-66,1.2247617220696882e-85,0.88129999999999997,0.0,0.0,0.0,0.0098899999999784906,0.108803,0.0001,8.9280904369804974e-16,6.2199680888927173e-15,6.2199447616850682e-15,7.5851019326401074e-24,7.6186718966431661e-24,8.1772285909762359e-15,4.5348143546288056e-24,1.3172496336658604e-33,1.5260632224136987e-33,2.4518505610321436e-38,1.0693185165633941e-27,2.5063634833876234e-21,2.5014805500503369e-26,2.0657498379125824e-38,1.1269698141638226e-40,8.2107136756524356e-42,2.3573788371902577e-47,4.0063031512907656e-21,4.1536166316166858e-57,8.4746618988351611e-67,1.694202634994162e-67,1.1005591101288592e-77,1.2224840191107836e-72,2.2729237389562967e-26,6.7701220965025508e-35,3.9901722552070386e-44,5.4666896926572874e-45,2.2009190167290738e-21,4.8867063860079801e-50,6.2419338458366219e-58,2.1111496929883733e-34,8.7161250339201768e-70,8.1454404087063947e-27,3.2621690056601797e-31,6.6266625958459456e-40,3.9053517301555124e-49
1.183607279128529e-18,0.0038177494256872867,2.3556456795078299e-32,3.8804628121354318e-28,3.0117604287338705e-20,2.3390980195234789e-32,2.1677342047792415e-20,8.7043020650476907e-35,4.0746850984649162e-54,4.1473662173801536e-44,5.7042590636223717e-48,8.0359825110819518e-47,4.5871404973253485e-35,2.0833929901904228e-25,2.5224032773534624e-40,2.9303974875011792e-58,9.6819974639854624e-54,1.8627363296151914e-41,8.874651662778161e-56,2.7290297524812725e-78,7.8866939236884237e-52,3.6526032029164639e-68,4.1866922356090102e-40,4.3595223969870163e-63,5.5505509239621529e-34,2.8944913018768786e-50,7.3526809711425615e-48,5.689296986273778e-43,6.2203735344524984e-71,8.6245872808898492e-83,1.6816388052979333e-50,3.6228566420674488e-65,8.1667465558780375e-84,0.88129999999999997,0.0,0.0,0.0,0.009889999999956366,0.108803,0.0001,1.8111269172115073e-15,1.2617649526923616e-14,1.2617602215090583e-14,3.0850553173946636e-23,3.1124760251969516e-23,1.658807864326401e-14,1.8526188663823012e-23,1.0643776187136617e-32,1.2015916223639804e-32,2.0101753726241879e-37,4.3685149057818923e-27,1.0239305418381557e-20,1.021936424269405e-25,1.6934892994427189e-37,9.2395791191147864e-40,6.7316196804175283e-41,3.8719909850362902e-46,1.636704406068548e-20,1.365614512020679e-55,5.5749004110016426e-65,1.1145000361046531e-65,1.4482699679305982e-75,8.0418888961976507e-71,9.2856350721700191e-26,5.5505551032026205e-34,6.5538534527262941e-43,8.9790491344538383e-44,4.4647046021553996e-21,8.026430020685611e-49,1.0245238520643439e-56,1.7308469289982637e-33,5.7337425115342196e-68,3.3276671020646586e-26,1.3359674833003819e-30,5.4453633955644272e-39,6.4287403095039024e-48
2.383885083315206e-18,0.0038177494256872867,9.4883364818237473e-32,1.5685450052922429e-27,6.0659399570819905e-20,9.4550081023156956e-32,4.3660016140272568e-20,3.5184196498432893e-34,1.6470528684387093e-53,1.6731834202922347e-43,2.3057527218721239e-47,6.4983764484429307e-46,9.2388885988559449e-35,4.1961295510609381e-25,1.0195957361931666e-39,2.3731118655970384e-57,7.8407325785742651e-53,7.5294780816481218e-41,7.1869236413648863e-55,8.8515330350430601e-77,1.2784654427373842e-50,5.9434990983669669e-67,3.3904874573197849e-39,7.6109733912679782e-62,4.4949800114374829e-33,4.6920950968338465e-49,2.9720712055173832e-47,4.5567760238865012e-42,5.0374197674201326e-70,2.8085840246882953e-81,2.7260054980045548e-49,1.1750634039985823e-63,5.3344429611522421e-82,0.88129999999999997,0.0,0.0,0.0,0.0098899999999121167,0.108803,0.0001,3.6477626642246202e-15,2.541301232826132e-14,2.5412917073964019e-14,1.2360838284134885e-22,1.2581125447307993e-22,3.3409737245090377e-14,7.4885754835161561e-23,8.3775031377043592e-32,9.0139642682531307e-32,1.6278922451949434e-36,1.7658234546855648e-26,4.1388851274248778e-20,4.1308304066209578e-25,1.371209331397498e-36,7.4824502306622111e-39,5.4514086252604957e-40,6.2766291179032937e-45,6.6158115687315506e-20,4.4293135402416415e-54,3.6171658114941047e-63,7.2312169770999109e-64,1.8795648381407201e-73,5.2178268504345654e-69,3.7534021298029827e-25,4.4949833898453614e-33,1.0624025512408774e-41,1.4555409041795991e-42,8.9922245639032664e-21,1.3011189295392533e-47,1.6584829772431369e-55,1.4016828725346413e-32,3.7202274475887698e-66,1.345087286490294e-25,5.4265902800506354e-30,4.4299209888185374e-38,1.0467264978174189e-46
4.784440691688561e-18,0.0038177494256872867,3.8085061038493783e-31,6.3070501836881272e-27,1.2174298828426033e-19,3.8018171072035492e-31,8.7625416794277984e-20,1.4147423415480873e-33,6.6227271683385246e-53,6.7018009059380081e-43,9.2713303249751624e-47,5.2154523169955248e-45,1.8542384776440415e-34,8.4216026952722541e-25,4.099749627123858e-39,1.9100868927987915e-56,6.3109037228526639e-52,3.0275700299735535e-40,5.7846624153302349e-54,2.8516331202082728e-75,2.0589239377797735e-49,9.5628728603765429e-66,2.7289520879217068e-38,1.3919480750111646e-60,3.617950912029452e-32,7.5564743896109543e-48,1.1950567582944252e-46,3.6473929076812011e-41,4.0545536827165102e-69,9.0411465811183732e-80,4.3901366329970732e-48,3.7856138494630391e-62,3.4489488411583844e-80,0.88129999999999997,0.0,0.0,0.0,0.009889999999823618,0.108803,0.0001,7.3210341581956359e-15,5.100373763763733e-14,5.100354659996054e-14,4.8843511580664104e-22,5.0588149767016104e-22,6.7052888438565554e-14,3.0111182948370276e-22,6.3834125639523818e-31,6.3183136820098543e-31,1.3102694303702161e-35,7.1002975081768598e-26,1.6642228137044144e-19,1.6609887274770303e-24,1.1033110203892082e-35,6.0225261114522997e-38,4.3877171825856267e-39,1.0108204565596254e-43,2.6601812335659659e-19,1.4269466395974249e-52,2.3308620818379625e-61,4.6597171713974696e-62,2.4224727276491449e-71,3.3623150489745464e-67,1.5092264634820433e-24,3.6179536215279287e-32,1.7109493702688709e-40,2.3440984273607893e-41,1.8047059655627446e-20,2.0954120373361482e-46,2.6635193455437242e-54,1.1281933481357397e-31,2.3972739055925311e-64,5.4084647570996879e-25,2.2032354008908779e-29,3.5979813432792774e-37,1.7005366911275333e-45
9.58555190843527e-18,0.0038177494256872867,1.5260387963975864e-30,2.5294090884029688e-26,2.4391015829700479e-19,1.5246986473952313e-30,1.7555642797846937e-19,5.6737597745830102e-33,2.6560098227574772e-52,2.6670720643343099e-42,3.7182181635974776e-46,4.1612368612505124e-44,3.7149377029702465e-34,1.6872549073575915e-24,1.6441829808778651e-38,1.5327244501246527e-55,5.0641028153081395e-51,1.2141910007702143e-39,4.6418289208145823e-53,9.1559563868284329e-74,3.3050120648128944e-48,1.5257738016202005e-64,2.1898006586636718e-37,2.7609502123678803e-59,2.903177667085373e-31,1.2129814534085591e-46,4.792712089411802e-46,2.9186701002500323e-40,3.2535239967938908e-68,2.8858532636442917e-78,7.0471056609089434e-47,1.2154751590824073e-60,2.2185666460817259e-78,0.88129999999999997,0.0,0.0,0.0,0.0098899999996466224,0.108803,0.0001,1.4667577145916832e-14,1.0218518712533673e-13,1.0218480488495231e-13,1.89319048144624e-21,2.0288108810652947e-21,1.3433852679135894e-13,1.20758912563672e-21,4.6265420293930599e-30,4.020920787799484e-30,1.0514088853350484e-34,2.8475361154722479e-25,6.6742401865262539e-19,6.6613076070717094e-24,8.8476433665477727e-35,4.8326966462733891e-37,3.5207852807395791e-38,1.6225543770637666e-42,1.0668456378755774e-18,4.5815254694670828e-51,1.4968300640597398e-59,2.9923713464515375e-60,3.1114053987743339e-69,2.1592130092935638e-65,6.0526729372817888e-24,2.9031798256592462e-31,2.7463974828594973e-39,3.7627800134969427e-40,3.6155910549168501e-20,3.3636007451045985e-45,4.2519701320769265e-53,9.0529934215697911e-31,1.5394783671994442e-62,2.1689784682650501e-24,9.0062154600173428e-29,2.9391423799729103e-36,2.77730121988279e-44
