Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538)
8.70958623470372e-13,0.003817749425619189,9.2607511628235963e-21,1.5344160371954054e-16,2.1626767267332001e-14,9.2492139636108952e-21,1.9405288658852465e-14,4.2690080021008692e-23,-2.0721726007604161e-30,-1.215103349643333e-17,2.7057071493820121e-35,1.2151004202596719e-17,3.4196754656086915e-29,3.283749749469984e-20,3.794080283663445e-26,-2.0736621548890318e-30,9.1947012057005328e-37,2.3377934743623352e-30,7.5612074085413487e-39,-4.0785810754794579e-42,3.4178317927378468e-29,2.1542919674939547e-28,4.8386320901534204e-23,1.8399897501486359e-24,9.4824226103965893e-17,1.6856542561703406e-27,6.6283403124388577e-32,9.3910056734080955e-26,-1.5540199069233448e-41,2.9831607428012594e-37,7.1297390724882491e-28,4.4464149636908089e-37,1.9156984868159086e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899680094075328,0.1088029999821189,0.00010000000000000005,1.3327159614220129e-09,9.2792484485412708e-09,9.2721743709752841e-09,2.2152272673571673e-15,1.2431914690853907e-11,5.6800695877680196e-09,5.4275897634949183e-12,1.3815070520570661e-19,4.1771176249075877e-20,3.5455671477036564e-20,1.7469206505269051e-15,2.4662516020802343e-09,4.1192577400430234e-14,2.8625612716759378e-22,1.5684937964107403e-22,3.4022824259071619e-24,8.0488190577111273e-24,3.9421869227517167e-09,9.1297557424124559e-28,9.8056704517624051e-32,1.9627000718023801e-32,5.6791933368485243e-37,1.9969458835890075e-37,3.7315252629112655e-14,9.4805669386208761e-17,1.4679222364595447e-20,3.9258370350201436e-21,4.0750240871404439e-16,4.7734173354090205e-26,2.7417207573037096e-23,1.9998600649225115e-16,1.0100577192526538e-34,2.5934901183827163e-15,2.9813379258727586e-16,4.7632107257925069e-19,9.5922654853654631e-23
8.941647224055529e-13,0.003817749425615679,9.7579698117363851e-21,1.6167466849690041e-16,2.2050029092206486e-14,9.7454880927543989e-21,2.0017248116047642e-14,4.5218510527618567e-23,-2.4474978425797235e-30,6.8852763276714538e-18,4.6655614888404237e-35,-6.8853195796249516e-18,3.5381926587866496e-29,-1.8385838476981153e-20,5.5106208500299465e-26,-2.4491693635301364e-30,9.7020967524300928e-37,2.3914709211449385e-30,7.971535599243746e-39,-4.9625336157219398e-42,3.8157381948482901e-29,2.7200661168948992e-28,5.1880752142140371e-23,3.2077764131776382e-24,1.0260046437363745e-16,1.8725093183100115e-27,7.5593214755925527e-32,1.0158049134953442e-25,-1.6701912751665182e-41,3.222186142857677e-37,7.8608063713555154e-28,4.9664079600046978e-37,8.9489509097794345e-51,0.88129999999999997,0.0,0.0,0.0,0.0098899671588169452,0.10880299998120142,0.00010000000000000011,1.368225170799451e-09,9.5263824587832956e-09,9.5188865079836124e-09,2.2742305743280556e-15,1.309989404872225e-11,5.7330796338274383e-09,5.6764116290072068e-12,1.4557386955994443e-19,4.3686148681583692e-20,3.839520370610058e-20,1.8411477132557425e-15,2.5691219926822563e-09,4.3416535712484306e-14,2.9946009834204728e-22,1.6970656196255879e-22,3.6080224537279625e-24,8.7807312703540678e-24,4.1066204143518357e-09,1.0241786268337004e-27,1.1307627590491485e-31,2.2634085981770638e-32,6.7312528828934824e-37,2.3205939032057353e-37,3.932660624033974e-14,1.0258015787873922e-16,1.6027197385140242e-20,4.3311285933458702e-21,4.076365751657935e-16,5.3054945293082567e-26,3.999029595570008e-23,2.1442733256879417e-16,1.1648202028546029e-34,2.6645737030637121e-15,3.1551880515869388e-16,5.1877927100433373e-19,1.0599620349845679e-22
9.120248420615428e-13,0.0038177494256129408,1.01477303312279e-20,1.6812807681128132e-16,2.2537636778185532e-14,1.0134487657035359e-20,2.0491593529972376e-14,4.7222090224298972e-23,-2.7835783141608022e-30,4.8040983046072123e-19,6.1905090164918286e-35,-4.8045093341565517e-19,3.6302797875922365e-29,-1.1124179438305748e-21,5.0802385237567078e-26,-2.7853442060505909e-30,1.011254180787287e-36,2.3683248438100299e-30,8.2898205468169106e-39,-5.5842772335310311e-42,4.1390615670655718e-29,3.2153272985227313e-28,5.4667771540186207e-23,4.2734375597010454e-24,1.0886634621148041e-16,2.0265701725922068e-27,8.3447178471222437e-32,1.0775932502787088e-25,-1.7724831017798094e-41,3.4436311320359127e-37,8.4587689059475716e-28,5.4074899678024249e-37,-2.9651984632658939e-51,0.88129999999999997,0.0,0.0,0.0,0.0098899665042068916,0.10880299998048103,0.00010000000000000009,1.3955541350036761e-09,9.7165819871116056e-09,9.7087518230758292e-09,2.3196407604403518e-15,1.3625774914506982e-11,5.77219013141008e-09,5.8703883447812208e-12,1.5141791581808953e-19,4.5179024428442095e-20,4.0766087946061421e-20,1.9153522400718063e-15,2.6489319201336775e-09,4.5167966158175205e-14,3.0975526445465408e-22,1.8006641368380414e-22,3.7705284403326114e-24,9.3736583297478542e-24,4.2341928389654871e-09,1.1165180194804275e-27,1.2585450883441853e-31,2.5192522773394061e-32,7.6481216188272518e-37,2.5980542970271122e-37,4.0910427212585504e-14,1.088446180380209e-16,1.7119946135147449e-20,4.6628413033692582e-21,4.0793025242315662e-16,5.7444560797598626e-26,3.6779930807362951e-23,2.2594505362065615e-16,1.2964937475327389e-34,2.7189869550450994e-15,3.2921601942601532e-16,5.5311335304845001e-19,1.1423120657239279e-22
9.298849617175327e-13,0.003817749425610148,1.0554812211962984e-20,1.7486833928687314e-16,2.3970649577762791e-14,1.054077832417833e-20,2.0968822748333632e-14,4.927629482954558e-23,-3.3217192387450023e-30,2.0972601029111204e-17,7.2046170725859209e-35,-2.0972574843236899e-17,3.7179075569160345e-29,3.0075429771795846e-19,-4.1426326606334138e-26,-3.3233034906714763e-30,1.0465012296386739e-36,2.6778135623387286e-30,8.6302615021821249e-39,-5.9048366711773374e-42,4.4626389176701659e-29,4.008002228690489e-28,5.7540323141491532e-23,4.9751901167548793e-24,1.1538204493526624e-16,2.1899438966266313e-27,9.1940680320924077e-32,1.1418572057635775e-25,-1.8947056546784954e-41,3.721233900019439e-37,9.0884974110152672e-28,5.9105843357093345e-37,-2.9088052350171463e-51,0.88129999999999997,0.0,0.0,0.0,0.0098899658496214102,0.10880299997974829,9.9999999999999774e-05,1.4228830961624809e-09,9.906780303240495e-09,9.8986068371024074e-09,2.3650506557307017e-15,1.4161898788210507e-11,5.8098908354481637e-09,6.0664684216798804e-12,1.5737579406240862e-19,4.6688088197238604e-20,4.3233571736237706e-20,1.9910221091809358e-15,2.7292745949354376e-09,4.6954019031552278e-14,3.2016342905686128e-22,1.9083921569818955e-22,3.9366527862778997e-24,9.9929935439516557e-24,4.3626168362080787e-09,1.2150240307657023e-27,1.3977172586498859e-31,2.7979093134997714e-32,8.6674902494406766e-37,2.9022539856992973e-37,4.2525399690454532e-14,1.153588280254336e-16,1.826202368048062e-20,5.012368309720495e-21,4.0904003504130587e-16,6.2101997471817121e-26,-3.1118423959325393e-23,2.3781615187848143e-16,1.4399096294245098e-34,2.7732407731789903e-15,3.431878738584276e-16,5.8892093856446628e-19,1.2289825786541803e-22
9.477450813735226e-13,0.0038177494256073133,1.0984930634507602e-20,1.8199025908608786e-16,2.5325291026618426e-14,1.0970074744215573e-20,2.1448749937716491e-14,5.1381559603439855e-23,-3.6868914900083745e-30,2.3759024168421469e-18,7.4261138412971831e-35,-2.3758111350129524e-18,3.7941424991370815e-29,5.9050142825226491e-19,-1.2990474763626894e-25,-3.6883105712326405e-30,1.0753872207506058e-36,3.5355638668134366e-30,9.0406618298656762e-39,-5.841256313403813e-42,4.7788153520082433e-29,4.5443075202076575e-28,6.0498964979292991e-23,5.1115798767781974e-24,1.2215242572097465e-16,2.3629980873754041e-27,1.0111198646681028e-31,1.2087059920124084e-25,-2.0348501739803681e-41,4.0512544987769427e-37,9.7509551182414706e-28,6.4907634965438314e-37,3.0713541542961368e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899651950605412,0.10880299997900326,9.9999999999999517e-05,1.4502120542759339e-09,1.0096976495206811e-08,1.008845155609755e-08,2.4104600458464072e-15,1.4708259638513093e-11,5.8462325541625238e-09,6.2646072764311613e-12,1.6344743726599815e-19,4.8212996863453179e-20,4.5799657459426176e-20,2.0681573670576342e-15,2.8101308169000187e-09,4.8774694007447652e-14,3.3068222334195781e-22,2.0203301904317235e-22,4.1063936350679994e-24,1.0639318150838344e-23,4.4918617154987479e-09,1.3199682792308906e-27,1.5490310169420662e-31,3.1008863853905278e-32,9.7983953978023466e-37,3.2351754479772733e-37,4.4171517086743531e-14,1.2212765135406069e-16,1.9454541341862657e-20,5.3802617358079922e-21,4.0998122902246904e-16,6.7038022169204595e-26,-9.6262226820911374e-23,2.5004292740060277e-16,1.595843478446912e-34,2.8273783923903066e-15,3.5743348875169875e-16,6.2623121877570944e-19,1.3200889058042884e-22
9.638191890639136e-13,0.003817749425604718,1.1388860006816885e-20,1.8867862711556529e-16,2.5921209056299023e-14,1.13732375155174e-20,2.18830433400925e-14,5.3320316939875342e-23,-3.7547006981771654e-30,-1.7771112378559169e-18,7.4449568598172821e-35,1.7772164208323729e-18,3.8569413933033822e-29,6.543585126671544e-19,-1.4868915558952701e-25,-3.7561743825036535e-30,1.1046214074101151e-36,4.6813480164662898e-30,9.5317615127871367e-39,-5.8756382990910138e-42,5.0714778578842978e-29,4.6476250951080098e-28,6.3235794712229773e-23,5.1002353913781762e-24,1.2846754183001996e-16,2.5273331878759534e-27,1.0997851549686035e-31,1.2712001904451421e-25,-2.1703361681590326e-41,4.3764945651323008e-37,1.0375951649483024e-27,7.0579352481869442e-37,8.3920371587236883e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899646059766779,0.10880299997832227,9.9999999999999449e-05,1.4748081139743215e-09,1.0268150686396548e-08,1.0259303005925358e-08,2.4513279276977543e-15,1.52087320367524e-11,5.8778186816878928e-09,6.4446564011511734e-12,1.6900912982345871e-19,4.9598684218203958e-20,4.8195097598173562e-20,2.1388319385033216e-15,2.8833251897696104e-09,5.0442903041367833e-14,3.4024180875208639e-22,2.1247405181331382e-22,4.2622509575176139e-24,1.1244566374215005e-23,4.6088594891523493e-09,1.4201520507567662e-27,1.6962420963626779e-31,3.3956574697651144e-32,1.0919517054802385e-36,3.5610848193405291e-37,4.567964620626694e-14,1.2844130561803634e-16,2.0571851923569788e-20,5.7275286482504424e-21,4.1013448948930516e-16,7.1727712331457992e-26,-1.1013312657584472e-22,2.6135296309441237e-16,1.7475550620945726e-34,2.8759611530336428e-15,3.7048803535365782e-16,6.6111934342692114e-19,1.4059723312683587e-22
9.798932967543045e-13,0.003817749425602082,1.1787672900952307e-20,1.9528168955431911e-16,2.477418495535032e-14,1.1771257976681834e-20,2.2319524101274348e-14,5.5301099367477075e-23,-3.4929483728430381e-30,-3.2401172389756397e-17,7.522893247383953e-35,3.2401170388476826e-17,3.9139893678452458e-29,1.864441520599522e-19,-3.176386559441889e-27,-3.4950085908621257e-30,1.1540026918163775e-36,5.444083685049438e-30,1.0128336207091599e-38,-6.8774484078559595e-42,5.3792646121084439e-29,4.353851057743295e-28,6.6043172255310528e-23,5.1383247234552278e-24,1.3499643563297289e-16,2.7000909204800483e-27,1.1945630020866259e-31,1.3359215934748924e-25,-2.3018420343706736e-41,4.69566223358722e-37,1.1028954793396275e-27,7.6579408149846853e-37,1.3304231616124317e-49,0.88129999999999997,0.0,0.0,0.0,0.0098899640169131005,0.10880299997763139,9.999999999999991e-05,1.4994041712060789e-09,1.0439321540347997e-08,1.0430146126054995e-08,2.4921950140996027e-15,1.5717487111709758e-11,5.9083782170847948e-09,6.626306542130128e-12,1.7466286893102732e-19,5.0996693416578532e-20,5.0673496231777087e-20,2.2106931405416775e-15,2.9569075013070057e-09,5.2139155157056324e-14,3.4988747190621309e-22,2.2326848343523205e-22,4.4210347469783941e-24,1.187256984818004e-23,4.7264773654038512e-09,1.5259819245437112e-27,1.8545179629867568e-31,3.7125933875937055e-32,1.2146222117743425e-36,3.9135456850815148e-37,4.7212992577324943e-14,1.3496867934453956e-16,2.1731728980594933e-20,6.0905307843598432e-21,4.0872396364344268e-16,7.6660114962061027e-26,-3.1324501727026729e-24,2.7295445479964133e-16,1.9106755030296205e-34,2.924223243563453e-15,3.8376258288038037e-16,6.9726936771355853e-19,1.4956256591387335e-22
9.959674044446954e-13,0.0038177494255994026,1.2171826140736347e-20,2.0164112223841247e-16,2.4095560752950001e-14,1.2154592489148131e-20,2.2758261620917076e-14,5.7324211823140693e-23,-3.2513083289827031e-30,7.1423969104055723e-18,7.0037161249392311e-35,-7.1424776424903627e-18,3.9678029952257962e-29,-1.5821879778364826e-19,1.0424628746884871e-25,-3.2538113950367675e-30,1.2267881830698622e-36,5.4571910910065644e-30,1.077357128302014e-38,-7.1682755850281502e-42,5.6843839774607286e-29,4.0737049878080158e-28,6.8921463918105509e-23,4.7753910117533066e-24,1.4174265170657066e-16,2.8815539853564973e-27,1.2957639901066281e-31,1.4028295241975652e-25,-2.4193495816260824e-41,4.9828560403436812e-37,1.1710679062845683e-27,8.321557321060664e-37,1.5391216562775346e-49,0.88129999999999997,0.0,0.0,0.0,0.0098899634278670854,0.10880299997693067,0.00010000000000000026,1.5240002259712535e-09,1.0610491199384316e-08,1.0600980920877359e-08,2.5330618115267431e-15,1.6234520473923881e-11,5.9379445212678662e-09,6.809527097094841e-12,1.8040860580800384e-19,5.2406788935186253e-20,5.3236321772324705e-20,2.2837408588233009e-15,3.0308651445795876e-09,5.3863449980795813e-14,3.5961756711696224e-22,2.3442217962568063e-22,4.5827436133052951e-24,1.2523751652608262e-23,4.8446951926748104e-09,1.6376681824968296e-27,2.0244759518692993e-31,4.0529316117823079e-32,1.3486374354166779e-36,4.2942280754287458e-37,4.8771551402813111e-14,1.4171331589034462e-16,2.2934982333301751e-20,6.4696786450384003e-21,4.0790541597778179e-16,8.1843534684379108e-26,7.5853896147895908e-23,2.8484891189309325e-16,2.0858418692834409e-34,2.9720905886782553e-15,3.9725553180560606e-16,7.3470231311724596e-19,1.5891323821456066e-22
1e-12,0.0038177494255970156,1.226659758925916e-20,2.0320988314106757e-16,2.4126467882133792e-14,1.2249154361335896e-20,2.2868702414227824e-14,5.7838441546679696e-23,-3.224212083959898e-30,1.7720097969892972e-17,6.7944913519566921e-35,-1.7720184266193289e-17,3.9814567279847754e-29,-1.8258684321823446e-19,1.1200825946613413e-25,-3.2267613933136281e-30,1.2471621027055873e-36,5.3660023548355394e-30,1.0933371857262917e-38,-7.0890273747561852e-42,5.7609457612174671e-29,4.0436601992773955e-28,6.9654724908313846e-23,4.6312027890893036e-24,1.434696268221397e-16,2.9284782264345616e-27,1.32219819964162e-31,1.4199496248441288e-25,-2.4471773031168837e-41,5.0512680238491677e-37,1.1886297816207052e-27,8.497582321184807e-37,1.5504165485965221e-49,0.88129999999999997,0.0,0.0,0.0,0.0098899632800925775,0.10880299997675333,0.00010000000000000028,1.530170766620448e-09,1.0653433381868238e-08,1.0643837834511541e-08,2.5433142679163351e-15,1.6365529743641214e-11,5.9452099536692785e-09,6.8557354624314937e-12,1.8186449823744406e-19,5.2762416137127029e-20,5.38926915233351e-20,2.3022529064593337e-15,3.0494767329466674e-09,5.4300432918796745e-14,3.6207166754761752e-22,2.3727742730142943e-22,4.6237711632734329e-24,1.269080366692354e-23,4.8744449447109061e-09,1.6666315313714631e-27,2.069022058900774e-31,4.1421360748954606e-32,1.3841353367694872e-36,4.3943638178021577e-37,4.9166510656688129e-14,1.434398852693475e-16,2.3243750163610606e-20,6.5673793818075338e-21,4.0791940636183187e-16,8.3184304112979763e-26,8.1554553697176429e-23,2.8787907785253619e-16,2.1317541087913165e-34,2.9840468164993365e-15,4.006746418473818e-16,7.4429706913566639e-19,1.6132053351145053e-22
1.0101367248891117e-12,0.0038177494255970156,1.2505406315412238e-20,2.0716280488953934e-16,2.4575397829811991e-14,1.2487428800887943e-20,2.314701728066806e-14,5.9142956071323346e-23,-3.2462866902786835e-30,1.6246688332468086e-18,6.2711583673284138e-35,-1.6247399322494693e-18,4.0175061826555489e-29,-1.1560780800640578e-19,9.1900108347396126e-26,-3.2488235616330595e-30,1.2972641770234962e-36,5.0907121528734554e-30,1.1313052097525573e-38,-6.7659825582931739e-42,5.9573849647440601e-29,4.0823688094762268e-28,7.1517766584711469e-23,4.271564974283115e-24,1.4787248064014953e-16,3.0489614602279246e-27,1.3905545267879985e-31,1.4635594965009565e-25,-2.5172699797775496e-41,5.2246450978375935e-37,1.2336008386227876e-27,8.9509682469860699e-37,1.5525367984960164e-49,0.88129999999999997,0.0,0.0,0.0,0.0098899629086365414,0.10880299997630483,0.00010000000000000021,1.545681637808878e-09,1.0761377015938117e-08,1.0751564833785791e-08,2.5690858386681441e-15,1.6697146652510493e-11,5.9632092844872987e-09,6.9723143571826842e-12,1.855497231203609e-19,5.3659626583386874e-20,5.5566636102125069e-20,2.3491164521799422e-15,3.0963603088504321e-09,5.5406670136990796e-14,3.6826339964388372e-22,2.44556757985421e-22,4.727714490403443e-24,1.3117326130427857e-23,4.949386144491916e-09,1.7411465931307763e-27,2.1844907941777238e-31,4.3733674297894857e-32,1.4768396185422158e-36,4.6545911443128561e-37,5.016632460448595e-14,1.4784170219598698e-16,2.4032265385799228e-20,6.8176153352419631e-21,4.0836325407807349e-16,8.6627604934382842e-26,6.6737060101554056e-23,2.955779834363584e-16,2.2507658955394686e-34,3.0140459473574975e-15,4.093292636797736e-16,7.6877993863122805e-19,1.6748203643810338e-22
1.0228891132890863e-12,0.003817749425594845,1.2813230219818186e-20,2.1225813212926566e-16,2.528768941376883e-14,1.2794565247269687e-20,2.3498552058198661e-14,6.0808384829191377e-23,-3.3031361897990299e-30,6.7371867554762306e-19,5.882697591934905e-35,-6.7376178776936208e-19,4.0649888899982281e-29,8.430853372128574e-21,5.4318154120869626e-26,-3.3056232818424054e-30,1.3554464414454046e-36,4.8811921290165542e-30,1.1774781210419009e-38,-6.3368682352775777e-42,6.2199597531699878e-29,4.156163224626321e-28,7.3901982488935515e-23,4.0047320658153285e-24,1.5353806960998823e-16,3.2057676958343362e-27,1.4805336040421034e-31,1.5196424817234543e-25,-2.6080325146256116e-41,5.4490798231366659e-37,1.2918771953588978e-27,9.5324055079401476e-37,1.5380444602003388e-49,0.88129999999999997,0.0,0.0,0.0,0.0098899624413400031,0.10880299997573506,0.00010000000000000009,1.5651949068240655e-09,1.0897173506126592e-08,1.0887084829714064e-08,2.6015072851724182e-15,1.7119004666833556e-11,5.9853268830343349e-09,7.119829638095277e-12,1.9023778933627155e-19,5.479492865592672e-20,5.7721821393384368e-20,2.4087430099580409e-15,3.1555405081363125e-09,5.6814198889671581e-14,3.7609881644950737e-22,2.5392378039234901e-22,4.8601298904564436e-24,1.3667462399854611e-23,5.0439829211818777e-09,1.8384334506594031e-27,2.3370648089898433e-31,4.6789100054390006e-32,1.6008028284583819e-36,4.9998545233693542e-37,5.1438364999604532e-14,1.5350595179790454e-16,2.5049634340969579e-20,7.1419943030065413e-21,4.0899984881471043e-16,9.1110506558375147e-26,3.9054796816825199e-23,3.0543055783253915e-16,2.4080254987566842e-34,3.0517246772385878e-15,4.203390810829033e-16,8.0032774365592737e-19,1.7546019771636412e-22
1.0356415016890609e-12,0.0038177494255926476,1.3132997914051008e-20,2.1755131579950677e-16,2.6072547750886617e-14,1.3113628184055015e-20,2.3851448931732866e-14,6.2501044651281365e-23,-3.5943941210154088e-30,1.4806058049668007e-17,4.8540782459070582e-35,-1.4806068664152255e-17,4.1015510543030878e-29,1.5029727584946307e-19,1.1230948603716302e-26,-3.5968107672477371e-30,1.4068553385399908e-36,4.9573495033117539e-30,1.2237720922212204e-38,-5.8491252500945639e-42,6.4733427932131515e-29,4.7340876517533423e-28,7.6331412821019265e-23,3.2846461601322742e-24,1.5934640746475081e-16,3.3685433320377486e-27,1.5751104306334089e-31,1.5771260856892431e-25,-2.7058780731662593e-41,5.6960946304796846e-37,1.3520826875682482e-27,1.0169714663183165e-36,1.5961292984279083e-49,0.88129999999999997,0.0,0.0,0.0,0.009889961974053757,0.10880299997515917,9.9999999999999951e-05,1.5847081742868459e-09,1.1032969101635781e-08,1.1022599593049594e-08,2.6339285172037315e-15,1.7546065683300132e-11,6.006872236838043e-09,7.2682836696296485e-12,1.9498367724604017e-19,5.593745560086759e-20,5.9932625883883508e-20,2.4691166365146161e-15,3.2149369524512984e-09,5.823937761497745e-14,3.8398474921270412e-22,2.6352679993108303e-22,4.9943839809937108e-24,1.4232898842692048e-23,5.1389253559592332e-09,1.9397722572872534e-27,2.4981016267618975e-31,5.0014073806098425e-32,1.7333671317158564e-36,5.3659277871287173e-37,5.2726266136260919e-14,1.5931291080514091e-16,2.6095667512903651e-20,7.4772337107340074e-21,4.0961159025962628e-16,9.576582508544601e-26,7.3202162305027094e-24,3.1546991823962986e-16,2.5740124926640357e-34,3.0893629644992169e-15,4.3148460233798821e-16,8.3271799189209029e-19,1.8369487864349438e-22
1.0483938900890355e-12,0.0038177494255904345,1.3461906085357727e-20,2.2299584746257627e-16,2.6477810462844725e-14,1.3441814126643147e-20,2.4205908692623276e-14,6.422109608043228e-23,-3.9153522301032072e-30,-6.9519997504118834e-18,4.2998826336028849e-35,6.9519970897111738e-18,4.1465320169533838e-29,1.857667314195929e-19,1.0232606660169388e-27,-3.917819514542039e-30,1.455870945399034e-36,5.2241652572019468e-30,1.2722663648627954e-38,-6.0373101705586475e-42,6.749114073109153e-29,5.3858453768297912e-28,7.8806220132166557e-23,2.8918488881467869e-24,1.652992629417454e-16,3.5374378190444881e-27,1.6744589301291493e-31,1.6360534573935723e-25,-2.8127744443706138e-41,5.9772428920067904e-37,1.4142536170919677e-27,1.0813221077655876e-36,1.7544988001121098e-49,0.88129999999999997,0.0,0.0,0.0,0.0098899615067779348,0.10880299997457714,9.9999999999999937e-05,1.6042214401972386e-09,1.1168763416164355e-08,1.1158109125980826e-08,2.6663494452261555e-15,1.7978327514232262e-11,6.0278601526086906e-09,7.4176621909054301e-12,1.9978736253769412e-19,5.7087097662754892e-20,6.2199787686396286e-20,2.5302372831513723e-15,3.2745440464092712e-09,5.968220616066374e-14,3.9192042536365305e-22,2.7336874524710284e-22,5.1304760556826195e-24,1.4813846348980638e-23,5.2342045048670569e-09,2.0452749141583254e-27,2.6679510535172951e-31,5.3415608760328686e-32,1.8750065993325343e-36,5.7537842188341501e-37,5.4030025621832546e-14,1.6526434734196427e-16,2.7170769056919876e-20,7.8235426015083795e-21,4.0983690219888433e-16,1.0059796539553612e-25,-2.3059395981670456e-25,3.2569673409420471e-16,2.7490879420878781e-34,3.1269284627877453e-15,4.4276558644400875e-16,8.6596098282194589e-19,1.9219020472047603e-22
1.0611462784890101e-12,0.0038177494255881867,1.379658551755957e-20,2.2853583135747192e-16,2.6923084154164853e-14,1.3775753728241864e-20,2.4561902831506278e-14,6.5968704607991619e-23,-3.849389147186262e-30,1.1296399487028665e-17,4.150767479289517e-35,-1.1296394465069465e-17,4.1932230424717948e-29,2.2128093853494159e-19,-9.1947608875648518e-27,-3.8519159536555599e-30,1.5065708146672634e-36,5.5572897564629969e-30,1.3240113350806733e-38,-6.3174071501456275e-42,7.0456027686997056e-29,5.2783863015343343e-28,8.1326562743548234e-23,2.7805733036605649e-24,1.7139840451146798e-16,3.7126024467545544e-27,1.7787573478425188e-31,1.6964544811159459e-25,-2.9237415842924808e-41,6.2760624329579773e-37,1.4784264187212396e-27,1.1466779822378258e-36,1.9598883875033486e-49,0.88129999999999997,0.0,0.0,0.0,0.0098899610395119433,0.10880299997398903,9.9999999999999869e-05,1.6237347045552644e-09,1.1304556806882694e-08,1.1293613430695259e-08,2.6987701506702599e-15,1.841578797287144e-11,6.0483050525392727e-09,7.567951156496915e-12,2.0464882090947888e-19,5.8243746744251253e-20,6.452404599408963e-20,2.5921048962050733e-15,3.3343563399313774e-09,6.1142684367756315e-14,3.9990510717120909e-22,2.8345254454123555e-22,5.2684054062706112e-24,1.5410515726012418e-23,5.3298116562151389e-09,2.155054853446014e-27,2.8469724579262683e-31,5.7000910117440615e-32,2.0262147148036974e-36,6.1644298125437213e-37,5.5349641064301908e-14,1.7136202926502913e-16,2.8275343076943343e-20,8.1811308668718827e-21,4.100500500816414e-16,1.056113898490985e-25,-7.7916700891195735e-24,3.3611165733689172e-16,2.9336227998020201e-34,3.1643854558559947e-15,4.5418166417986551e-16,9.0006699757344562e-19,2.0095029144005184e-22
1.0738986668889847e-12,0.003817749425585926,1.4135297348354443e-20,2.3414241619441958e-16,2.7263077074736802e-14,1.4113707859229076e-20,2.4919432964236764e-14,6.7744041767915315e-23,-3.6860281099318737e-30,-3.5625601773358584e-18,4.317946672512282e-35,3.5625675807609258e-18,4.2436814974618653e-29,2.3447401565599133e-19,-1.2513224865199547e-26,-3.6886391559378235e-30,1.56064433038424e-36,5.8956434591605892e-30,1.379210781354151e-38,-6.2918945692808271e-42,7.3605373421201336e-29,4.9639587729739868e-28,8.3892594873525602e-23,2.8901099151185559e-24,1.7764560037767568e-16,3.894190345003798e-27,1.8881883085648312e-31,1.7583485984540761e-25,-3.0323580187260203e-41,6.5678773953843603e-37,1.5446376559389066e-27,1.2135230203498291e-36,2.2057481772766057e-49,0.88129999999999997,0.0,0.0,0.0,0.0098899605722555933,0.10880299997339478,9.9999999999999842e-05,1.6432479673609431e-09,1.1440349215478977e-08,1.1429112509379525e-08,2.7311906232241609e-15,1.8858444873378126e-11,6.0682209852978691e-09,7.7191367377034395e-12,2.0956802806985263e-19,5.9407296416036184e-20,6.690614108171153e-20,2.6547194495873689e-15,3.3943685240920763e-09,6.2620812097567372e-14,4.079380645936499e-22,2.9378112561542163e-22,5.4081713228802775e-24,1.6023117698085121e-23,5.4257383239400745e-09,2.2692270376822244e-27,3.0355349122749495e-31,6.0777377913203487e-32,2.187504945840792e-36,6.5989040275450804e-37,5.668511007225418e-14,1.7760772416347359e-16,2.9409793624393746e-20,8.550209224414279e-21,4.1019622218670717e-16,1.1081061839769792e-25,-1.0279206731307593e-23,3.4671532291253969e-16,3.1279980530667142e-34,3.2017183184492097e-15,4.6573236920448342e-16,9.3504629184871856e-19,2.0997924452053614e-22
