Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826),S(1504),S(4018),S(4379),S(4378)
1.3563933513021477e-10,0.0021535468265861885,5.0206233188859892e-20,2.4930389033627233e-15,-2.3352382662281176e-15,-1.7615713801011262e-16,9.2047881428346163e-13,2.035655397985451e-19,-1.3358699074790899e-29,-1.5222071321408777e-23,1.664679123969199e-31,-1.1812235842573912e-15,-6.7750736284567009e-16,7.5877851233211583e-19,-2.5094380220491997e-20,-6.9449673343425928e-31,-4.6540295976131393e-32,8.5377350107594337e-28,1.9806121171176186e-31,1.6646952230424767e-40,3.9697988941458448e-29,9.1168205843093286e-16,2.431213599223059e-25,4.6138602719327147e-17,3.6130038255428465e-14,1.5420599855325664e-24,-5.2261819952614997e-20,-8.8513377666552379e-17,-5.0413729252978887e-40,7.0916103554082891e-22,4.6892239673217058e-26,-2.265088045385002e-34,5.1885995740530734e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898819096820256,0.10880298712051792,9.9999999999999124e-05,6.5352517869087331e-09,5.4598156441020006e-08,4.2611709707154642e-08,6.7618164678611897e-14,1.2432271861106799e-08,8.786921670122454e-12,4.4621747997815693e-10,3.6175309321148587e-16,8.1412302215885926e-18,3.6284734949946741e-15,4.8917799102778667e-13,7.4448211331259954e-10,1.1918686722512477e-11,3.8250922145077071e-21,2.0137443828313038e-19,1.8468619477400272e-23,1.3762737880013662e-21,7.0044558133851198e-10,1.1476389928104732e-23,3.2790244772401921e-25,2.333364623908123e-27,1.992488065077789e-29,1.1895116995380436e-30,4.7683133855120334e-13,3.6075382908398653e-14,3.240306426749627e-17,2.2251135351222735e-17,2.9728772956990428e-18,1.14920678588908e-21,-5.6678495824972064e-17,2.2821493787852294e-16,3.7410645417756476e-28,5.1498844427473992e-16,1.877143806669681e-15,1.3839916999937068e-16,2.8455078863101564e-19,2.2944563718427699e-19,4.3692295611416417e-19,6.1699385532001634e-25,2.0859377463430159e-22,3.9653829487675542e-23,1.7056647156940322e-30,1.2827340718971278e-26,9.59053677164179e-31,1.1113720144480636e-27,1.5191699345723649e-24,8.6577585664621811e-16,4.2349137199224577e-21,6.239369012805627e-28,5.1774239587232199e-33,9.9835790017094294e-21,1.5385788212235785e-17,2.9873474573317564e-21,2.0920361061668237e-25,2.6471710850040218e-28,1.5902807334545053e-24,2.6043128743951049e-24,4.1729746052842844e-34,5.5760921363775257e-34,5.7930368283088846e-41,1.5206495239467477e-31,2.1290292120247211e-35,3.1873613821995986e-34,2.3035888964433666e-38,-1.072567476448988e-23,7.9986492342495113e-21,7.2989371977022562e-35,7.4529923400667474e-30,2.9464395131624695e-31,8.1402309671627937e-32,7.7718325559831104e-33
1.3633325955365777e-10,0.0021535468263468227,4.9791409684498898e-20,2.4712485591091101e-15,-2.307504856395906e-15,-1.7651727303426261e-16,9.2955904996722255e-13,2.0730982215199587e-19,-1.3347846381135719e-29,6.4112327464840572e-24,1.6799333880844402e-31,-1.1834030973546132e-15,-6.7819646681296388e-16,7.5802770876361444e-19,-2.5222748640171443e-20,-6.9424179525748387e-31,-4.7749010641774684e-32,8.5667551100387512e-28,1.9933687666209419e-31,1.6550133622712076e-40,4.0368393301291419e-29,9.1307030890934439e-16,2.4560062641441303e-25,4.6329973097299579e-17,3.6654713043361959e-14,1.5726672517084137e-24,-5.2430299570652773e-20,-8.880322541287346e-17,-5.1518161802300187e-40,7.1263768963221598e-22,4.8030671096715889e-26,-1.9288049497977352e-34,5.2219678352142482e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898813054873434,0.10880298700934836,9.9999999999999124e-05,6.5686845490445885e-09,5.4877430067894257e-08,4.2784469325115573e-08,6.7964037242728948e-14,1.2541107089655048e-08,8.7869211530727701e-12,4.4854231485429948e-10,3.6491997714270244e-16,8.1836468182850449e-18,3.6896203126020736e-15,4.9420809062558725e-13,7.4831344384739725e-10,1.2040930418447157e-11,3.8459766851478101e-21,2.0441564728683522e-19,1.8683150934139166e-23,1.3986939352585836e-21,7.0405028695210581e-10,1.1718563889773613e-23,3.3645845784466818e-25,2.3943678148378287e-27,2.0549031398864497e-29,1.2261394309474765e-30,4.8116832647940213e-13,3.6599259044295957e-14,3.2874593758266187e-17,2.2578232305667573e-17,2.9821574156062057e-18,1.174831087863781e-21,-5.6968348597771249e-17,2.3056021792668013e-16,3.8391019634765428e-28,5.1706781105764656e-16,1.8910185427875556e-15,1.4013634683213583e-16,2.8813879349281514e-19,2.3234126795954503e-19,4.432331686471999e-19,6.2590471944696903e-25,2.1067325130282207e-22,4.0234206980801266e-23,1.7306290326434606e-30,1.2956121009957028e-26,9.7309050660170809e-31,1.1226893162443589e-27,1.5399511248271743e-24,8.7472111137330422e-16,4.2786698418508219e-21,6.3533929948394473e-28,5.272062763834333e-33,1.0086733956416514e-20,1.5626075714416033e-17,3.0248490172837463e-21,2.1183013863008458e-25,2.6804025894784203e-28,1.6102677613326361e-24,2.6508335430773066e-24,4.2722586497305294e-34,5.7218851395051193e-34,5.9197686232815016e-41,1.5366144664099555e-31,2.1513857300301531e-35,3.220958312042473e-34,2.3277740938943506e-38,-1.1014209156336068e-23,8.0257860543908309e-21,7.4688900016197865e-35,7.6009180074620845e-30,3.0173361959770823e-31,8.3809461209345766e-32,7.9789600279796613e-33
1.377211084005438e-10,0.002153546825866067,4.8975718556270393e-20,2.428355773911584e-15,-2.2626452691805012e-15,-1.7722755879781519e-16,9.4784581344114963e-13,2.1494852509891235e-19,-1.332668570208165e-29,-1.5392476489468092e-24,1.7106817295718174e-31,-1.182180462175019e-15,-6.7400070223047234e-16,7.5657126408614411e-19,-2.5479690768700732e-20,-6.9501962228116177e-31,-5.0184053400564553e-32,8.6247127908888566e-28,2.018953269454088e-31,1.6358876091705516e-40,4.1729899225329708e-29,9.1026935029587591e-16,2.5059601833026256e-25,4.671260974188551e-17,3.7718349386015077e-14,1.6352109472170076e-24,-5.276661591002669e-20,-8.9381866076732699e-17,-5.3719631624158899e-40,7.1962630319972488e-22,5.0321947621980834e-26,-1.2272444807695142e-34,5.2888841083416597e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898800970964075,0.1088029867860676,9.9999999999999124e-05,6.6355500343203187e-09,5.5435977142980879e-08,4.3129046837172236e-08,6.8655782147276238e-14,1.2759719054659975e-08,8.7869201189720129e-12,4.5319198306295561e-10,3.7128114105120733e-16,8.2684799835144226e-18,3.814048505246579e-15,5.0434597198491613e-13,7.5597610418929313e-10,1.2287288859467267e-11,3.8877754886145663e-21,2.1058764386485874e-19,1.9116939883949513e-23,1.444311552351425e-21,7.1125969750786941e-10,1.2214627892724042e-23,3.541094207895165e-25,2.5202277714567359e-27,2.1846379300747613e-29,1.3022196340823471e-30,4.8988692407850332e-13,3.7661276191720928e-14,3.3830520235341445e-17,2.3241448556245221e-17,3.0007303291353879e-18,1.2273996046735659e-21,-5.7548511864733052e-17,2.3528645022003024e-16,4.0413914242708771e-28,5.2123870621620619e-16,1.9188812627533623e-15,1.4364912995064126e-16,2.9539450567340907e-19,2.381969018970032e-19,4.5601731605533114e-19,6.4395764546403779e-25,2.1486240722094469e-22,4.1411090308246658e-23,1.7812514108526549e-30,1.3215564308897107e-26,1.0015542411410085e-30,1.1455280243552172e-27,1.5820845333617168e-24,8.9274658393813621e-16,4.3668422746186889e-21,6.5861192096474028e-28,5.4652241561601202e-33,1.0294600294552748e-20,1.6114087285453622e-17,3.1006815499574374e-21,2.1714129087679844e-25,2.7476005781549291e-28,1.6506843357874169e-24,2.7456251986962943e-24,4.476548134314037e-34,6.0226816621954703e-34,6.1798933604618858e-41,1.5688351422118778e-31,2.1965060387841723e-35,3.2887660883591429e-34,2.3765850114341464e-38,-1.1598095346225875e-23,8.0799802894647304e-21,7.8178713116382656e-35,7.903137910564415e-30,3.1630464050125259e-31,8.879724446029563e-32,8.4061034247279723e-33
1.3910895724742982e-10,0.002153546825382627,4.818051005177301e-20,2.3864751354826517e-15,-2.1954764939502669e-15,-1.7793201659580011e-16,9.6631036883403129e-13,2.2279023725999776e-19,-1.3306352988222045e-29,2.4706879411576457e-24,1.7418264350104424e-31,-1.196724182450221e-15,-6.8556140160661176e-16,7.5496865568217737e-19,-2.5737804949755417e-20,-6.889912066316093e-31,-5.2642500610612877e-32,8.6825576652361783e-28,2.0447983303221467e-31,1.6172442790700595e-40,4.3117628261316136e-29,9.2322952159105839e-16,2.5564052718922796e-25,4.7096842282945925e-17,3.8801143370283438e-14,1.699553446712905e-24,-5.3104130648843595e-20,-8.9962573017971153e-17,-5.5911395571535127e-40,7.2669592497404853e-22,5.2632496715308167e-26,-4.8702196128389415e-35,5.3564735448913017e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898788887033743,0.10880298656154247,9.9999999999999124e-05,6.7024154676014211e-09,5.5994523979621797e-08,4.3472379853384529e-08,6.9347526753277882e-14,1.2979575227932855e-08,8.7869190848694075e-12,4.5784164923566847e-10,3.7767850899658424e-16,8.3533131115980167e-18,3.9413527041130627e-15,5.145874487108715e-13,7.6363876356092208e-10,1.2536142031303271e-11,3.9296141158609487e-21,2.1687996881596279e-19,1.9557072850831313e-23,1.4909781517526928e-21,7.1846910716841421e-10,1.272660813913398e-23,3.7249802973717652e-25,2.651362695773397e-27,2.3211405272815874e-29,1.3821951365260044e-30,4.9866467020632799e-13,3.8742421624723519e-14,3.4803701463318083e-17,2.3916764300327378e-17,3.0193299685984451e-18,1.2817632072399124e-21,-5.8131313537543123e-17,2.4006023545907194e-16,4.2521889825656359e-28,5.2542556925324528e-16,1.9468952555863294e-15,1.4721338469465254e-16,3.0275697039320131e-19,2.4413875557120859e-19,4.6902085449450446e-19,6.6232038085067261e-25,2.1909184304667633e-22,4.2609614488531419e-23,1.832804648502801e-30,1.3477518458783868e-26,1.0305413754542914e-30,1.1686398090580236e-27,1.6249852059507146e-24,9.1095190631529815e-16,4.4558944651986364e-21,6.8251780966037529e-28,5.6636428131027486e-33,1.0504540706191361e-20,1.6612097231316575e-17,3.1776249654530371e-21,2.2253025492619241e-25,2.8157829697674653e-28,1.691693603352351e-24,2.8427792297089229e-24,4.6886528726020834e-34,6.3360860307276973e-34,6.4490964895534424e-41,1.6014451657453733e-31,2.2421716563251788e-35,3.3573958580265709e-34,2.4259857566218851e-38,-1.2191140076753259e-23,8.1340660359287787e-21,8.1792050476018144e-35,8.2139723947730756e-30,3.3140882161457467e-31,9.4023366701674482e-32,8.8508471162342248e-33
1.4049680609431584e-10,0.0021535468248965405,4.7413033680104534e-20,2.3459741051885233e-15,-2.1190742395280576e-15,-1.7865426138016986e-16,9.8494423407443068e-13,2.3083851169250071e-19,-1.3288317175590434e-29,-1.2597296834748471e-23,1.7736035785926168e-31,-1.2164697341106462e-15,-7.022511945034449e-16,7.5331262331738864e-19,-2.5999913655935147e-20,-6.8274073484232699e-31,-5.5124147029930375e-32,8.7402804585612577e-28,2.0714191712298399e-31,1.5989876498151844e-40,4.4533130336977022e-29,9.4135264738622941e-16,2.6073411938180729e-25,4.7488114740119774e-17,3.9903229346503339e-14,1.7657280141552855e-24,-5.3449287819305417e-20,-9.0556234292596649e-17,-5.8093765060240187e-40,7.3395140386033701e-22,5.4962544131137983e-26,2.9119781556894734e-35,5.426085055171911e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898776803082438,0.10880298633578665,9.9999999999999124e-05,6.7692808488879163e-09,5.6553070578340418e-08,4.3814482105433565e-08,7.0039271061368881e-14,1.3200661878244357e-08,8.7869180507649474e-12,4.6249131338932848e-10,3.8411168142680625e-16,8.438146202843982e-18,4.0715701774149446e-15,5.2493254469827838e-13,7.7130142196228245e-10,1.2787489932232272e-11,3.9714925761576549e-21,2.2329372748770663e-19,2.0003603066220838e-23,1.5387094548533576e-21,7.2567851593375696e-10,1.3254875729565399e-23,3.9164843549545924e-25,2.7879460767880316e-27,2.4647025616486776e-29,1.4662305803844013e-30,5.0750113640749854e-13,3.9842829486053459e-14,3.5794258768894022e-17,2.4604265753538399e-17,3.0380072719191214e-18,1.3379661889115549e-21,-5.8723125958566814e-17,2.4488156122484886e-16,4.471776013689445e-28,5.29628472028803e-16,1.9750608546959782e-15,1.5082940068396192e-16,3.1022678919013381e-19,2.5016731495117307e-19,4.8224514562117453e-19,6.8099484844679999e-25,2.2336157222732942e-22,4.3829948681941998e-23,1.8852960218634623e-30,1.3741984234421992e-26,1.0600560008129883e-30,1.1920259217262458e-27,1.6686604750569785e-24,9.2933695291127814e-16,4.5458257992270184e-21,7.0706887773725537e-28,5.8674176493907323e-33,1.0716553742939021e-20,1.7120208702271324e-17,3.2556854948032721e-21,2.2799746724645067e-25,2.8849552859305924e-28,1.7332988897395634e-24,2.942331403741317e-24,4.908809207967883e-34,6.6625129384858457e-34,6.7276267881020683e-41,1.6344465610393734e-31,2.2883854176101237e-35,3.4268519053823832e-34,2.4759793956964193e-38,-1.2793469139126381e-23,8.1880346095275233e-21,8.5532058899500401e-35,8.5335753799107591e-30,3.4705988630096513e-31,9.9496758987293653e-32,9.3137151263483097e-33
1.4188465494120187e-10,0.002153546824407833,4.6675047216157639e-20,2.3069416661476448e-15,-2.0494185937284165e-15,-1.7939914840789274e-16,1.0037460344734162e-12,2.3909684807456615e-19,-1.3272746643233302e-29,-1.8275781361285145e-24,1.8060594603567989e-31,-1.232858250859913e-15,-7.1549805831696254e-16,7.516388064912288e-19,-2.6266624176470182e-20,-6.7772082639031492e-31,-5.7629348323457808e-32,8.7978775150372732e-28,2.0989144457417535e-31,1.581000741663914e-40,4.5977077417960086e-29,9.5607279509750781e-16,2.6587676113480255e-25,4.7887581490153903e-17,4.1024739394114129e-14,1.8337678776987929e-24,-5.3803435986716519e-20,-9.1165129731268221e-17,-6.0267217931188221e-40,7.4141188685544624e-22,5.7312496242049251e-26,1.1076114165326111e-34,5.4979774713106375e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898764719110108,0.10880298610881368,9.9999999999999124e-05,6.8361461781798252e-09,5.7111616939258727e-08,4.4155367034027995e-08,7.073101507168757e-14,1.3422965565326241e-08,8.786917016658639e-12,4.6714097553148929e-10,3.9058026725625458e-16,8.5229792573901766e-18,4.2047379076468857e-15,5.3538128372986155e-13,7.7896407939337256e-10,1.3041332560547958e-11,4.0134108786444887e-21,2.2983001234034134e-19,2.0456583538510369e-23,1.5875211914523185e-21,7.3288792380391483e-10,1.3799804569272641e-23,4.1158520056326444e-25,2.9301543969471609e-27,2.6156238891119864e-29,1.5544950545114396e-30,5.1639590272734661e-13,4.0962631651073773e-14,3.6802311427519679e-17,2.5304037672171065e-17,3.0566813958429347e-18,1.3960531459752894e-21,-5.9325320568479681e-17,2.497504152104736e-16,4.7004388197499174e-28,5.3384749976501041e-16,2.0033783935054026e-15,1.5449746573992592e-16,3.1780455987749123e-19,2.5628306299468389e-19,4.9569153907974852e-19,6.9998295412975405e-25,2.2767160976721487e-22,4.5072259822709544e-23,1.9387327114524705e-30,1.4008962510240802e-26,1.0901021546496476e-30,1.2156876216276702e-27,1.7131176118549913e-24,9.4790159932861664e-16,4.6366356681907449e-21,7.3227706152243482e-28,6.0766477806128284e-33,1.0930637970195305e-20,1.763852386685705e-17,3.3348693301366965e-21,2.3354336158053096e-25,2.9551230137840071e-28,1.7755034998963777e-24,3.0443174023269256e-24,5.1372570684379691e-34,7.002384234902432e-34,7.0157362608503796e-41,1.6678413402049648e-31,2.3351501408589528e-35,3.4971384841138433e-34,2.5265689768409903e-38,-1.3405254867340288e-23,8.2418825748642433e-21,8.9401923998282444e-35,8.8621003958668392e-30,3.6327163830838703e-31,1.0522653029947235e-31,9.7952364237027219e-33
1.432725037880879e-10,0.002153546823916532,4.5960906079491396e-20,2.2690914392313833e-15,-2.0033026776238973e-15,-1.8014977235378995e-16,1.0227100496417383e-12,2.4756865558856664e-19,-1.3258865002745209e-29,2.6675853941654502e-24,1.8390340395652165e-31,-1.2344937292330982e-15,-7.1395062146917493e-16,7.5007858425540434e-19,-2.6535961323318619e-20,-6.7869125551460838e-31,-6.0158828108875696e-32,8.8553518230253924e-28,2.1269297693231563e-31,1.5631882178119187e-40,4.7450492071847078e-29,9.5601788777513978e-16,2.7106842003964022e-25,4.829140823011673e-17,4.2165801046777177e-14,1.9037056561482314e-24,-5.4162011157318372e-20,-9.178154928824919e-17,-6.243219684988538e-40,7.4900464208632987e-22,5.968272788555871e-26,1.9634490546511142e-34,5.5712227864965333e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898752635116806,0.1088029858806364,9.9999999999999124e-05,6.9030114554771675e-09,5.7670163062212964e-08,4.4495047557824871e-08,7.1422758784017131e-14,1.3646473370942606e-08,8.7869159825504776e-12,4.7179063566428995e-10,3.9708389058941919e-16,8.6078122752755552e-18,4.3408919543497631e-15,5.4593368906678356e-13,7.8662673585419058e-10,1.3297669914588649e-11,4.0553690322501795e-21,2.3648988408849618e-19,2.0916066133973423e-23,1.6374288301392333e-21,7.4009733077890331e-10,1.4361765015258461e-23,4.3233288975589783e-25,3.0781641927534992e-27,2.7742077748772912e-29,1.6471593884925957e-30,5.253485649360923e-13,4.2101955456394694e-14,3.7827974609052495e-17,2.6016161893391857e-17,3.075496049727904e-18,1.4560682201772922e-21,-5.9933437787812393e-17,2.5466678543345362e-16,4.9384638651691328e-28,5.3808255347170397e-16,2.0318481976731672e-15,1.5821786092795308e-16,3.2549086623509354e-19,2.6248647132591345e-19,5.0936134945747231e-19,7.1928655427150087e-25,2.3202197199096816e-22,4.6336709749559804e-23,1.9931216786092761e-30,1.4278454244635196e-26,1.1206837511580413e-30,1.2396260867225119e-27,1.7583637009304369e-24,9.6664572451209685e-16,4.7283234799258406e-21,7.5815411661995825e-28,6.2914308219282324e-33,1.1146791991903815e-20,1.816714214887331e-17,3.4151825180254589e-21,2.3916836147553054e-25,3.0262915114828532e-28,1.8183106610731803e-24,3.14877220766483e-24,5.374235959841724e-34,7.3561218994039059e-34,7.3136758938735501e-41,1.7016314681165702e-31,2.382468578319724e-35,3.5682597483447118e-34,2.5777574766907058e-38,-1.4026660906106585e-23,8.2956127097702076e-21,9.3404813585970322e-35,9.1996979272267903e-30,3.8005772446342787e-31,1.1122181591161649e-31,1.0295935859387026e-32
1.4466035263497392e-10,0.002153546823422663,4.5261512606757994e-20,2.2319619463741718e-15,-1.968403102838518e-15,-1.8087920608468817e-16,1.0418416222471234e-12,2.562572988974996e-19,-1.3245222082596007e-29,5.6792005201559601e-25,1.8722704462132124e-31,-1.2301132478927334e-15,-7.0641711520021169e-16,7.4858355415130924e-19,-2.6804744172803426e-20,-6.8117186433535497e-31,-6.2713164065758067e-32,8.9127125114650058e-28,2.154897985354481e-31,1.5456787740294806e-40,4.8952693691669245e-29,9.4996312089470611e-16,2.7630906358752935e-25,4.86934475495542e-17,4.3326538419002493e-14,1.9755736191999537e-24,-5.4517724523903543e-20,-9.2393177473065556e-17,-6.4588881454710698e-40,7.5661450794642834e-22,6.2073298796791346e-26,2.8604194365958484e-34,5.6443355181882205e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898740551102513,0.10880298565126732,9.9999999999999124e-05,6.9698766807799639e-09,5.8228708946577164e-08,4.4833536191175019e-08,7.2114502197570421e-14,1.3871172781149174e-08,8.7869149484404646e-12,4.7644029378774358e-10,4.0362218729491188e-16,8.6926452565004567e-18,4.4800677565231159e-15,5.5658978364092853e-13,7.9428939134473493e-10,1.3556501992721174e-11,4.0973670457179271e-21,2.4327438071343896e-19,2.1382102003059182e-23,1.6884477027223019e-21,7.4730673685873854e-10,1.4941126807089885e-23,4.5391626488933226e-25,3.2321534550277441e-27,2.9407634041212372e-29,1.7443976097648633e-30,5.3435873088045921e-13,4.3260924824759423e-14,3.8871360395190174e-17,2.6740718058310924e-17,3.0942887053899665e-18,1.5180554536263203e-21,-6.0540295567120415e-17,2.5963066013537752e-16,5.186140051294074e-28,5.4233361971692113e-16,2.0604705802186383e-15,1.6199086287250856e-16,3.3328628282653697e-19,2.6877800412521268e-19,5.2325586760152145e-19,7.3890747171989521e-25,2.3641267661060815e-22,4.7623456611252259e-23,2.0484697259528338e-30,1.4550460483671641e-26,1.1518046152872748e-30,1.2638425170562796e-27,1.8044056987177184e-24,9.8556920973234512e-16,4.8208886536452469e-21,7.8471171117611815e-28,6.5118636625081627e-33,1.1365014438829585e-20,1.8706161061820939e-17,3.4966310093027027e-21,2.4487288377245273e-25,3.0984660523437945e-28,1.8617235494443901e-24,3.2557303869101791e-24,5.6199868802290298e-34,7.7241513884911121e-34,7.6216976338202635e-41,1.7358188761578699e-31,2.4303434352010706e-35,3.6402197835412483e-34,2.6295478211393408e-38,-1.4657769870551638e-23,8.3492335310497535e-21,9.75439097285004e-35,9.546516613225387e-30,3.97431739771058e-31,1.1749184873334159e-31,1.0816338160987728e-32
1.4743605032874597e-10,0.00215354682242734,4.3894665669262986e-20,2.1592407128719765e-15,-1.9334697004477435e-15,-1.8223553068917361e-16,1.0805996101969489e-12,2.7429895777349034e-19,-1.3216899638935487e-29,-6.5744980753732529e-25,1.9391539862627194e-31,-1.1987447688487129e-15,-6.689344695867271e-16,7.4594216912339559e-19,-2.7336033960011485e-20,-6.9582876727387295e-31,-6.7896633869654602e-32,9.0271189002442932e-28,2.2098569758250108e-31,1.5116088153498226e-40,5.2045008304959927e-29,9.1534911110513825e-16,2.8693717485659061e-25,4.9483288224071332e-17,4.5707543416206556e-14,2.1252321733767548e-24,-5.5210082063659367e-20,-9.3584340490696681e-17,-6.8877504873567347e-40,7.7171687978181467e-22,6.6914933388924698e-26,4.7813499400879827e-34,5.7879735767381996e-35,0.88129999999999997,0.0,0.0,0.0,0.009889871638301094,0.10880298518900448,9.9999999999999124e-05,7.1036069754019952e-09,5.9345799998934866e-08,4.5506988375861078e-08,7.3497988127552067e-14,1.4324095827653871e-08,8.7869128802148828e-12,4.8573960400955205e-10,4.1680132881994593e-16,8.8623111090223646e-18,4.7676290970502959e-15,5.7821313415595931e-13,8.0961469941499679e-10,1.4081650314601114e-11,4.1814826881311877e-21,2.5722146951075271e-19,2.2334042516482944e-23,1.7938819796036549e-21,7.6172554633301378e-10,1.6153576386214912e-23,4.9969262443852714e-25,3.5588076369612358e-27,3.2990800052463114e-29,1.9533217139161051e-30,5.5254998732881117e-13,4.563830256736965e-14,4.10117540996184e-17,2.822744903707862e-17,3.1320347466065719e-18,1.6481276176010122e-21,-6.1739817536169743e-17,2.6970087508113539e-16,5.711642720053144e-28,5.5088343042903834e-16,2.1181743152497221e-15,1.6969581565990285e-16,3.4920679101033731e-19,2.8162733705373947e-19,5.5172428868141039e-19,7.7910868846407416e-25,2.4531518939812891e-22,5.0264483807941189e-23,2.1620707049883268e-30,1.5102020998543391e-26,1.2156796898455788e-30,1.3131140580976045e-27,1.8989057656755886e-24,1.023953776820355e-15,5.0086487220890214e-21,8.3991637187439448e-28,6.9700761023154649e-33,1.1807659032848762e-20,1.9815797852073022e-17,3.6629581809747447e-21,2.565221962534593e-25,3.2458547782887338e-28,1.9503794664149094e-24,3.4772982601959773e-24,6.138801849410361e-34,8.5048481310993827e-34,8.2690281496403827e-41,1.8053933989812146e-31,2.5277734257254644e-35,3.7866728052227381e-34,2.7349459607560755e-38,-1.5949243850440284e-23,8.4561713464210923e-21,1.0624380850498687e-34,1.0268425170652869e-29,4.3399942800928703e-31,1.3089445143356918e-31,1.1918412434582833e-32
1.4975182385366872e-10,0.0021535468215893223,4.2775624370850249e-20,2.0995662248104369e-15,-1.8935590666295891e-15,-1.8322877493178712e-16,1.1134539805653919e-12,2.9004559727394396e-19,-1.3190328101978477e-29,-6.401553827184033e-25,1.9950432770191555e-31,-1.1797976177791759e-15,-6.4517003707585166e-16,7.4387692086517072e-19,-2.77688415714316e-20,-7.0554222355534058e-31,-7.2296463325675009e-32,9.1222829070050032e-28,2.2539692487192664e-31,1.4845169365290216e-40,5.4713413885291751e-29,8.9384646977979023e-16,2.9595388447182842e-25,5.0120011591924308e-17,4.7755346856163963e-14,2.2562928877325915e-24,-5.5759218030016354e-20,-9.4530093675902406e-17,-7.2429533916442914e-40,7.8404936731433766e-22,7.1014367029293812e-26,6.5172161778981293e-34,5.9032257806862732e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898696219430118,0.1088029847997998,9.9999999999999124e-05,7.215178431736409e-09,6.0277791929498978e-08,4.6065314030470386e-08,7.4652233977698515e-14,1.4705507784527638e-08,8.7869111546819522e-12,4.9349804232266687e-10,4.2789964304360077e-16,9.0038637639220875e-18,5.017109560938048e-15,5.9657113669906834e-13,8.2240065032271735e-10,1.4527418913377178e-11,4.2517827189023409e-21,2.692482877302672e-19,2.3148768848755429e-23,1.8853865730462991e-21,7.7375520277284346e-10,1.7221777234697525e-23,5.4067165291955741e-25,3.8512905105536547e-27,3.6253374801307559e-29,2.1432659406545737e-30,5.6789954908433022e-13,4.7682985774692652e-14,4.2852730036020206e-17,2.9506590916999627e-17,3.1636498382506755e-18,1.7630868821396179e-21,-6.2716966239777857e-17,2.7824778079999789e-16,6.1822943300652653e-28,5.580646972562113e-16,2.1667863933483356e-15,1.7628758695908246e-16,3.6282844988867826e-19,2.9262147941730375e-19,5.7617494276964542e-19,8.13636280725446e-25,2.5286624010883623e-22,5.253755699752976e-23,2.2598445372265779e-30,1.5569896535483559e-26,1.2706555440416487e-30,1.3550828132079116e-27,1.9802459627101892e-24,1.0565260535481046e-15,5.1679777159664985e-21,8.8816289850814483e-28,7.3705381945636092e-33,1.218327746547407e-20,2.0774278700888142e-17,3.8052538814115752e-21,2.664884027047488e-25,3.3719483452131982e-28,2.0262279318682775e-24,3.6701279264620328e-24,6.6007317842142784e-34,9.2038798713824135e-34,8.8422829401209577e-41,1.8646729455865095e-31,2.6107869058900435e-35,3.9114629469231133e-34,2.8247483069471283e-38,-1.7056473042467199e-23,8.5451132646222102e-21,1.1394823763538834e-34,1.0900282898026455e-29,4.6643168960286008e-31,1.4300318843934518e-31,1.2902998216952153e-32
