Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132)
1.5798890799091466e-12,0.003699402977132503,6.4291823389055918e-20,1.000640034641611e-15,7.2255955909787402e-14,6.7125083359086954e-20,6.0801542202803432e-14,2.8886611374048487e-22,-7.3295696801380989e-30,-1.6490536505584721e-18,1.5004501009221681e-34,1.6492773137038354e-18,1.4511503878913096e-28,1.3457286316276534e-18,-3.1595337596784518e-25,-7.3352792720920631e-30,5.3832092187546978e-35,1.3439168347837314e-28,5.25847759437213e-37,-5.687634497925629e-41,8.3088869620953495e-28,1.6243434443906018e-27,6.0107734504741696e-22,4.3189672602333158e-24,1.0382514803315892e-15,4.602763511138081e-26,3.567226391878176e-30,1.2759495042897871e-24,-1.0131349847416399e-40,3.3358369087489193e-36,1.7397451703611464e-26,2.4240467916892633e-35,3.653207529678465e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899196975009169,0.10880299992645889,9.9999999999998744e-05,2.9767890518615796e-09,2.1854105685883935e-08,2.1817495279843346e-08,5.0646049107440719e-15,5.4889065553969235e-11,9.7829200379000227e-09,1.8586199467775267e-11,5.7802934619899624e-19,1.3638653611395794e-19,3.429130366611027e-19,8.5744286092469307e-15,8.975458355085062e-09,2.0247666064245088e-13,1.1793237069685219e-21,1.7172778507777331e-21,2.4327554023882556e-23,1.2045335552617217e-22,1.4821824655076288e-08,2.7023920547960837e-26,5.6325647681959434e-30,1.2965336754011521e-30,7.2208484487741953e-35,1.7107616389956708e-35,2.0272199431090566e-13,1.0379986764677261e-15,1.8837159239467779e-19,6.5032279372833459e-20,6.2261969303130601e-16,1.1486769796859434e-24,-2.2763684275445202e-22,1.800230866243929e-15,5.7895419868440391e-33,6.7536950649549318e-15,1.6815424744656198e-15,5.6441064474961374e-18,1.4750712707299201e-21,1.0294655890964338e-21,2.7236028360224902e-22,3.3246699243212091e-29,1.5949281476698928e-21,2.6867003734166e-24,3.9822541143604538e-32,7.3263771531901419e-25,2.2880533289539822e-32,2.8579535004332895e-25,1.0026967829211099e-23,3.5877121375680243e-18,8.7007862442479117e-24,3.7041008316673867e-29,7.8864103883289775e-34,1.753015356004251e-23,2.9791451436084693e-21,8.651903089884519e-22,1.3880437601315303e-26
1.5970510356974124e-12,0.003699402977126979,6.5702429285569466e-20,1.0225702221538572e-15,7.2954703236636095e-14,6.8651889747752929e-20,6.1647908553022423e-14,2.9621627500201321e-22,-7.3250727323645254e-30,2.1033156736331559e-21,1.5554993598920671e-34,-1.883064911879579e-21,1.4671684645733315e-28,1.3373328128709014e-18,-3.1061518322898306e-25,-7.331058142629674e-30,5.5966397895550257e-35,1.3773228863971638e-28,5.4692185803778545e-37,-5.8111300938146599e-41,8.6341594825670935e-28,1.6243073190891411e-27,6.1736251948403816e-22,4.505589485871813e-24,1.0723956309594136e-15,4.8058225016141878e-26,3.7650874872521751e-30,1.3189649965325384e-24,-1.049404893178813e-40,3.4923911497239188e-36,1.8078340762145385e-26,2.5481437546348371e-35,3.8981976932462226e-47,0.88129999999999997,0.0,0.0,0.0,0.009889918826857403,0.10880299992496349,9.9999999999998744e-05,3.0091249916083271e-09,2.2091393962636492e-08,2.2053898375543973e-08,5.1195980457982446e-15,5.6076155313250938e-11,9.7955828884286348e-09,1.8893612736361099e-11,5.9053057858509039e-19,1.386423625958249e-19,3.5443081328130403e-19,8.761545754832336e-15,9.1076349939600536e-09,2.0689853439039225e-13,1.198929711260607e-21,1.7737541473741811e-21,2.4887803457259535e-23,1.2463973036168721e-22,1.5040097602166828e-08,2.8281252225665111e-26,5.9611314562096705e-30,1.3722058065137577e-30,7.7283524234292583e-35,1.8194887691340905e-35,2.0713485238676786e-13,1.0721336604844697e-15,1.9499410137234701e-19,6.7592618760295906e-20,6.2285291392355248e-16,1.199897651081768e-24,-2.2441517363535081e-22,1.8489928342770168e-15,6.1274945189727319e-33,6.8172788054157609e-15,1.7180111073091322e-15,5.8346461442517919e-18,1.5305509537122832e-21,1.067380991006601e-21,2.8469069644827109e-22,3.4751800372745761e-29,1.6297216725255546e-21,2.7747458205324563e-24,4.1127573109764681e-32,7.5081578528228108e-25,2.3630355039362014e-32,2.8905649990875634e-25,1.0259178896075846e-23,3.6906996610114629e-18,8.9508120581516451e-24,3.8340467719062185e-29,8.1667653752711507e-34,1.803444261286619e-23,3.1001277061972104e-21,8.9440015899909264e-22,1.4350683527647729e-26
1.6142129914856783e-12,0.003699402977121404,6.7126449659982065e-20,1.0447080699420898e-15,7.3676664206500298e-14,7.0195459684615485e-20,6.2498216966287276e-14,3.0368143033447137e-22,-7.3016122387487516e-30,-2.8846658626420934e-19,1.5749324282341329e-34,2.8868543520193834e-19,1.4827190273573911e-28,1.3364129292699561e-18,-3.0796554726731668e-25,-7.3078555078913403e-30,5.8156152311015118e-35,1.4104500885827231e-28,5.685421972576297e-37,-5.8549031152109594e-41,8.9674125913979372e-28,1.6175569213000326e-27,6.3388584897740507e-22,4.5336260368455676e-24,1.1072789750667204e-15,5.0155224371895442e-26,3.9716293210654062e-30,1.3629534096247722e-24,-1.0853597043304106e-40,3.6477506916750897e-36,1.8777564445714131e-26,2.6772552237216433e-35,4.155685013512121e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899179562219764,0.10880299992345463,9.9999999999998772e-05,3.041460926949964e-09,2.2328681212938083e-08,2.2290288935268246e-08,5.1745909430307975e-15,5.72756892918441e-11,9.807792515788743e-09,1.9202034016528461e-11,6.0316286253069717e-19,1.4090558602914127e-19,3.6620832251580885e-19,8.9506820144603152e-15,9.2399795276789278e-09,2.113681603687958e-13,1.2186016986507658e-21,1.8314539598934107e-21,2.5454346632620763e-23,1.2892193939819726e-22,1.5258647808836729e-08,2.958202504219576e-26,6.3048830564430344e-30,1.4513780101521317e-30,8.2653025572174026e-35,1.9338581143412161e-35,2.1159489435572876e-13,1.1070076146727663e-15,2.0177060968526682e-19,7.0222503293401559e-20,6.2312468837818303e-16,1.2528231923837432e-24,-2.2304277367135256e-22,1.8984674099696284e-15,6.4810816112186669e-33,6.8805559576647326e-15,1.7548153461603777e-15,6.0292923634148022e-18,1.587388972068852e-21,1.1061991639083709e-21,2.97427630978456e-22,3.6306520874635703e-29,1.6648897502175361e-21,2.8646841243172584e-24,4.2460661767760138e-32,7.6922208086016575e-25,2.4396297086923158e-32,2.923165394681306e-25,1.0493988894228438e-23,3.79537526528362e-18,9.2049407968242409e-24,3.9669843450272127e-29,8.4536617768271382e-34,1.8547016775992999e-23,3.2245621859203477e-21,9.2423960135980146e-22,1.4831101511364659e-26
1.631374947273944e-12,0.0036994029771157786,6.8564745470947716e-20,1.067066991241486e-15,7.4451594518311432e-14,7.1756709245264233e-20,6.3352520525875786e-14,3.1126241736360835e-22,-7.3329775227158931e-30,1.4220051961462856e-18,1.5824751665658075e-34,-1.4217839484394639e-18,1.4981673900751932e-28,1.3506196394175952e-18,-3.1076876055126474e-25,-7.339453163346344e-30,6.0400021113761762e-35,1.4436205746492515e-28,5.9070745037646862e-37,-5.8595452396758071e-41,9.3092745845209169e-28,1.6268036622625437e-27,6.5064762840225707e-22,4.5084851267516493e-24,1.1429093734810246e-15,5.232006298005952e-26,4.1871342373397246e-30,1.407925541857373e-24,-1.1211901109630704e-40,3.8028341182307486e-36,1.9495389098776722e-26,2.8114039157444812e-35,4.4255830073917789e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899170855943214,0.10880299992193233,9.9999999999998744e-05,3.0737968578865183e-09,2.2565967484518864e-08,2.252666696700408e-08,5.2295836133256445e-15,5.8487659504749858e-11,9.8195651389000889e-09,1.9511441437816388e-11,6.1592611394484019e-19,1.4317604592493717e-19,3.7824865738496724e-19,9.1418374001261593e-15,9.3724859475224085e-09,2.1588553836871862e-13,1.2383382747307023e-21,1.8903903477611771e-21,2.6027179755391213e-23,1.3330105234924054e-22,1.5477465352460726e-08,3.0927227487726196e-26,6.6643403969958152e-30,1.5341704982384814e-30,8.8330527403909691e-35,2.0540984627020014e-35,2.1610210979968653e-13,1.1426283970651417e-15,2.0870288717565634e-19,7.2922958378063505e-20,6.2345197506986571e-16,1.3074915924629397e-24,-2.2541229147024304e-22,1.9486554614614485e-15,6.8508404244304455e-33,6.9435370689095818e-15,1.7919534581657446e-15,6.228082617715835e-18,1.6456001152942064e-21,1.1459295060758025e-21,3.1057947093018276e-22,3.7911883991130276e-29,1.700432354773239e-21,2.956534995664668e-24,4.3822099283525072e-32,7.8785660050716047e-25,2.5178527299437632e-32,2.9557549133346245e-25,1.0731396186799677e-23,3.901744288956064e-18,9.4631854652384368e-24,4.1029468365960894e-29,8.7471733656454158e-34,1.9067902371492011e-23,3.3525047932395509e-21,9.54714388613946e-22,1.5321784884887326e-26
1.6485369030622099e-12,0.0036994029771101047,7.0017657370917336e-20,1.0896522837870534e-15,7.5180176491438023e-14,7.3336034428967457e-20,6.4210791202584051e-14,3.1896007662835772e-22,-7.3120774627010759e-30,-1.8568800311235566e-18,1.582606064240797e-34,1.8571006945731028e-18,1.5135829447314493e-28,1.3526505124705126e-18,-3.0915392468483708e-25,-7.3188032125492444e-30,6.2697596449639185e-35,1.4769778987558533e-28,6.1341970337340908e-37,-5.8372747440534844e-41,9.6599663675171236e-28,1.6203526156829918e-27,6.6764814204068628e-22,4.4498979054198289e-24,1.1792946852943037e-15,5.4554185761898525e-26,4.4118906279802372e-30,1.4538925841766146e-24,-1.1570181140828638e-40,3.9583608710774354e-36,2.0232081389555504e-26,2.9507022287828633e-35,4.7098529345407962e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899162149742523,0.10880299992039667,9.9999999999998744e-05,3.1061327844180137e-09,2.2803252706551209e-08,2.2763032478734231e-08,5.2845760405856798e-15,5.9712057972089742e-11,9.8309163969574546e-09,1.9821813603180334e-11,6.2882024879046632e-19,1.4545358526825958e-19,3.9055491713132991e-19,9.3350119150629754e-15,9.5051484595453449e-09,2.2045066818066171e-13,1.2581380842267665e-21,1.9505763689228876e-21,2.6606299034021363e-23,1.3777813827122113e-22,1.5696540665085357e-08,3.2317859013886115e-26,7.0400360570697108e-30,1.6207062023780967e-30,9.4330031147885845e-35,2.1804453670372373e-35,2.2065648830403839e-13,1.1790038639576082e-15,2.1579270329449728e-19,7.5695010775865731e-20,6.2373848993980196e-16,1.3639412830248672e-24,-2.247697293527013e-22,1.9995578250476224e-15,7.237320280568939e-33,7.0062276776060855e-15,1.8294237539289416e-15,6.4310542272726592e-18,1.7051990992245752e-21,1.1865813683498362e-21,3.2415466537898958e-22,3.9568920938220308e-29,1.7363494603725591e-21,3.0503181324905078e-24,4.521217763062873e-32,8.0671934164634927e-25,2.5977213433594418e-32,2.9883357781841911e-25,1.097139917588608e-23,4.0098119509070084e-18,9.7255587768087646e-24,4.2419675119403773e-29,9.0473738706720519e-34,1.9597125131357864e-23,3.484011913975729e-21,9.8583024378532834e-22,1.5822826498692607e-26
1.6656988588504757e-12,0.0036994029771043797,7.1485497137798524e-20,1.1124687938399494e-15,7.5959886029884229e-14,7.4933802458028505e-20,6.5073129439122356e-14,3.2677525577165821e-22,-7.3778463505636403e-30,2.6735511189306594e-18,1.6134919924960501e-34,-2.673327983527128e-18,1.5294347244381034e-28,1.3675702707930673e-18,-3.1218056479665609e-25,-7.3848074405009472e-30,6.5048938197343337e-35,1.5106282621944262e-28,6.3668393720278388e-37,-5.8556056647979631e-41,1.0020425242445652e-27,1.6406487730084297e-27,6.8488766389339169e-22,4.5281705884859489e-24,1.2164427678635834e-15,5.6859052753305001e-26,4.6461929968881142e-30,1.50086611929949e-24,-1.1930258388523126e-40,4.1151110320547351e-36,2.098790830058314e-26,3.0951102413435661e-35,5.0038314604922745e-47,0.88129999999999997,0.0,0.0,0.0,0.009889915344361417,0.10880299991884761,9.9999999999998744e-05,3.1384687065444762e-09,2.3040536984646266e-08,2.2999385478436323e-08,5.3395682487045954e-15,6.0948876719102426e-11,9.8418613703112638e-09,2.0133129579264446e-11,6.4184518308441157e-19,1.4773805044676169e-19,4.0313020721131505e-19,9.5302055596880015e-15,9.6379614768410018e-09,2.2506354959835661e-13,1.2779997904724136e-21,2.0120250798332588e-21,2.7191700679988328e-23,1.423542655639348e-22,1.5915864520654366e-08,3.3754930026812126e-26,7.4325144961637037e-30,1.7111108040140792e-30,1.0066601120558712e-34,2.3131412736258914e-35,2.2525801945767445e-13,1.2161418699103043e-15,2.2304182710164235e-19,7.8539688551644427e-20,6.240668029570158e-16,1.4222111392774211e-24,-2.2731558893657513e-22,2.0511753063257596e-15,7.6410827978295213e-33,7.0686316071409665e-15,1.8672245817618928e-15,6.6382443241875658e-18,1.7662005662610982e-21,1.228164054321932e-21,3.381617281549943e-22,4.1278670834418245e-29,1.7726410410146853e-21,3.1460532197395694e-24,4.6631188590376617e-32,8.2581030074423214e-25,2.6792523135615156e-32,3.0209104695993089e-25,1.1213996443268276e-23,4.119583352936093e-18,9.9920731597608352e-24,4.3840796168262172e-29,9.3543369770309074e-34,2.0134710210403157e-23,3.6191401053466388e-21,1.0175928610825545e-21,1.6334318732704729e-26
1.6828608146387415e-12,0.0036994029770986083,7.296713561577549e-20,1.1354988919797208e-15,7.6595085255113355e-14,7.6548939904387724e-20,6.5939366645652303e-14,3.3470880152395898e-22,-7.2891447060241792e-30,-5.906695742551686e-18,1.6173535477507353e-34,5.9069118534832225e-18,1.5448967245012232e-28,1.3436709098028628e-18,-3.011577089136842e-25,-7.2963969425925969e-30,6.745555257198223e-35,1.5441725410673412e-28,6.6050384945631665e-37,-5.8464883358846596e-41,1.0389554133463937e-27,1.6146510419011179e-27,7.0236645815909523e-22,4.4858969853165229e-24,1.2543614768115063e-15,5.9236139105258431e-26,4.8903420219411886e-30,1.548857562937346e-24,-1.2289750003417166e-40,4.272157557631862e-36,2.1763137114229953e-26,3.245028082305785e-35,5.3155104817760839e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899144737557339,0.10880299991728522,9.9999999999998758e-05,3.1708046242659277e-09,2.3277820164590728e-08,2.3235725974082793e-08,5.3945602028948629e-15,6.2198107776140611e-11,9.8524145998805279e-09,2.0445368884544573e-11,6.5500083289736907e-19,1.5002929116373414e-19,4.159776392937836e-19,9.7274183150302971e-15,9.770919612348954e-09,2.2972418240580956e-13,1.2979221035967521e-21,2.0747495353675918e-21,2.7783380907796397e-23,1.4703050197107952e-22,1.613542802313197e-08,3.5239461880406728e-26,7.8423321793868335e-30,1.8055127636824309e-30,1.0735342525449479e-34,2.4524356493176235e-35,2.2990669285297113e-13,1.2540502677481124e-15,2.3045202726592672e-19,8.1458021024570144e-20,6.2427062551336432e-16,1.4823404809089549e-24,-2.2025837533742745e-22,2.1035086812623226e-15,8.062702021740953e-33,7.1307419019485803e-15,1.9053542862365202e-15,6.8496898552745677e-18,1.8286190856902339e-21,1.270686820594952e-21,3.5260923728664921e-22,4.3042180632873972e-29,1.809307071059907e-21,3.2437599293987154e-24,4.8079423752004248e-32,8.4512947338208733e-25,2.7624623941365569e-32,3.0534796215776247e-25,1.1459186730144102e-23,4.231063482230277e-18,1.0262740763139439e-23,4.5293163794547227e-29,9.6681363269901442e-34,2.0680682198419272e-23,3.7579460922181988e-21,1.0500079063168807e-21,1.6856353506164012e-26
1.7000227704270074e-12,0.0036994029770927844,7.4461840919566253e-20,1.1587311442428424e-15,7.7255462588677858e-14,7.8180770679741767e-20,6.6809588088839376e-14,3.4276156065547624e-22,-7.1960967352407282e-30,-1.6462821839785053e-18,1.6120727529269249e-34,1.6464922263674244e-18,1.5602477811916286e-28,1.3234686049101757e-18,-2.9145523172175246e-25,-7.2036311542077473e-30,6.9918052725197822e-35,1.5773132092103031e-28,6.8487725638415929e-37,-5.8235108146859442e-41,1.0767863115223847e-27,1.5869164780056016e-27,7.2008477818290065e-22,4.4035054028647204e-24,1.293058665798541e-15,6.1686937065175575e-26,5.1446454432783814e-30,1.5978777858595491e-24,-1.264604764227917e-40,4.4277579507679292e-36,2.2558035439239409e-26,3.4005120023656081e-35,5.6374509280019575e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899136031568094,0.10880299991570952,9.9999999999998785e-05,3.203140537582391e-09,2.3515102409976611e-08,2.3472053973640296e-08,5.44955193989301e-15,6.3459743179340712e-11,9.8625900387144519e-09,2.0758511540300234e-11,6.6828711436094041e-19,1.5232716081209298e-19,4.2910033206453877e-19,9.9266501684108417e-15,9.904017696800417e-09,2.344325663944253e-13,1.3179037411954162e-21,2.138762788563221e-21,2.8381335935376029e-23,1.5180791449444163e-22,1.6355222636137163e-08,3.6772488310403564e-26,8.27005931005121e-30,1.9040437223823239e-30,1.1440779045847831e-34,2.5985860535010103e-35,2.3460249808624309e-13,1.2927369083328071e-15,2.3802507201379589e-19,8.4451038876214435e-20,6.244990111584574e-16,1.5443691311455065e-24,-2.1411564120268085e-22,2.156558693531916e-15,8.5027662203215622e-33,7.192555033055078e-15,1.9438111840147842e-15,7.0654275565113735e-18,1.8924691444645291e-21,1.3141588709228998e-21,3.6750584279244666e-22,4.4860506072258136e-29,1.8463475245139876e-21,3.3434579187949678e-24,4.9557174487451072e-32,8.6467685421121121e-25,2.847368326186146e-32,3.0860420903479529e-25,1.1706968796544055e-23,4.3442571991823837e-18,1.0537573427133977e-23,4.6777110098919086e-29,9.9888455179473941e-34,2.1235065060116888e-23,3.9004867847609236e-21,1.0830810129867721e-21,1.7389022216973953e-26
1.7171847262152732e-12,0.0036994029770869128,7.5968228945091277e-20,1.1821439437087406e-15,7.7799270995130083e-14,7.9827966673898193e-20,6.7683740646078877e-14,3.5093437907383613e-22,-7.0015711125241138e-30,-9.5141132338830796e-18,1.5917474092459887e-34,9.5143096306312023e-18,1.575329012239118e-28,1.2724172306858477e-18,-2.7058455839228799e-25,-7.0094282229128207e-30,7.2437007158523098e-35,1.6095455056320115e-28,7.0979516541284523e-37,-5.7983862660160059e-41,1.1155358536275906e-27,1.5288733082840733e-27,7.3804287035766506e-22,4.2555056962400826e-24,1.3325421871466796e-15,6.4212950547117589e-26,5.409415884252979e-30,1.6479369432968701e-24,-1.2995129062808492e-40,4.5794857007832497e-36,2.3372871096431271e-26,3.5617282411435245e-35,5.9658550810793911e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899127325645254,0.10880299991412054,9.9999999999998826e-05,3.2354764464938905e-09,2.3752383623727543e-08,2.3708369485071507e-08,5.5045434383265234e-15,6.4733774968782883e-11,9.8724012573072378e-09,2.1072537900074691e-11,6.8170394364825864e-19,1.5463151522298278e-19,4.4250140899492991e-19,1.0127901101215421e-14,1.0037250702654009e-08,2.3918870135296468e-13,1.3379434611263348e-21,2.2040778911686221e-21,2.8985561982995737e-23,1.5668756963002517e-22,1.6575240057333498e-08,3.8355051495418514e-26,8.7162755951604041e-30,2.0068375215263681e-30,1.2184501655821317e-34,2.7518557048599352e-35,2.3934542475648691e-13,1.3322096411871002e-15,2.4576272926991269e-19,8.7519773670699691e-20,6.2464364114038774e-16,1.6083372578364608e-24,-2.0034140745514526e-22,2.2103260657953131e-15,8.9618735017589911e-33,7.2540641982780833e-15,1.9825935567233817e-15,7.2854940157068309e-18,1.957765173592653e-21,1.3585893731787489e-21,3.8286024324932024e-22,4.6734708817215462e-29,1.8837623756430664e-21,3.4451668352606548e-24,5.1064732020509333e-32,8.8445243730981947e-25,2.9339868422999028e-32,3.1185961315414814e-25,1.1957341266359204e-23,4.4591692800881565e-18,1.0816582787083965e-23,4.8292967053988349e-29,1.0316538119176388e-33,2.1797882345618705e-23,4.0468192159114677e-21,1.1168177918824923e-21,1.7932415897935173e-26
1.734346682003539e-12,0.00369940297708099,7.748772154816533e-20,1.2057594517679627e-15,7.8629401572747174e-14,8.1492005751406666e-20,6.8562101677573161e-14,3.5922811895592291e-22,-7.1083878592021765e-30,1.1810121652270415e-17,1.6357468225457727e-34,-1.1809920328264969e-17,1.5913152318761759e-28,1.2974992004105449e-18,-2.7721814352788127e-25,-7.1164567809823938e-30,7.5009752629348518e-35,1.6413530411823851e-28,7.3524780488253146e-37,-5.830916951691185e-41,1.1553850729278141e-27,1.5625182866096315e-27,7.5624097168732589e-22,4.3956266590590477e-24,1.3728198913747277e-15,6.6815699181133507e-26,5.6849725830397065e-30,1.6990452006690612e-24,-1.3341214502432657e-40,4.7294739432565523e-36,2.4207912192119889e-26,3.7284565986397271e-35,6.2904691842638285e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899118619782799,0.10880299991251828,9.9999999999998812e-05,3.2678123510004456e-09,2.3989664186465559e-08,2.3944672516333882e-08,5.5595347845412448e-15,6.6020195189859429e-11,9.8818613201925616e-09,2.1387428765656665e-11,6.9525123698840149e-19,1.5694221351680225e-19,4.561840000007005e-19,1.0331171134082993e-14,1.0170613789814541e-08,2.4399258710142893e-13,1.3580400279089065e-21,2.2707078933424941e-21,2.9596055274074068e-23,1.6167053319261297e-22,1.6795472293927749e-08,3.9988204986510838e-26,9.1815736172294202e-30,2.1140309837726985e-30,1.2968154825705343e-34,2.9125155233937288e-35,2.4413546246630932e-13,1.3724763140297496e-15,2.5366676655237713e-19,9.0665258137097812e-20,6.250532682235146e-16,1.6742854934894715e-24,-2.0540085272588645e-22,2.2648114929207791e-15,9.4406353064281051e-33,7.3152841303512569e-15,2.021699705743326e-15,7.5099256213650695e-18,2.0245215287111952e-21,1.4039874468810401e-21,3.9868120234608528e-22,4.8665858478511353e-29,1.9215515983813782e-21,3.548906312658844e-24,5.260238737532269e-32,9.0445621600735985e-25,3.0223346635964061e-32,3.1511418958303643e-25,1.2210302681628864e-23,4.5758043892193865e-18,1.1099780205447703e-23,4.9841066446022253e-29,1.0651287660644252e-33,2.2369157052766439e-23,4.1970005820897209e-21,1.1512238232490094e-21,1.8486625087034454e-26
1.7515086377918048e-12,0.0036994029770750225,7.9022426277732108e-20,1.2296105290540242e-15,7.94202606819524e-14,8.3175051862452636e-20,6.9444441048507241e-14,3.6764365051089338e-22,-7.1979031813242134e-30,-1.0401418050230339e-18,1.6714754268686519e-34,1.0403477349241616e-18,1.6072154946298214e-28,1.3211316928243667e-18,-2.833098676579484e-25,-7.2061874472085752e-30,7.7633602580351565e-35,1.6735734389637834e-28,7.6123752968245975e-37,-5.8499130675317947e-41,1.1961917827514995e-27,1.5903517544965998e-27,7.7467930966410585e-22,4.4980702464935058e-24,1.4138996270502245e-15,6.9496719613685158e-26,5.9716420081640239e-30,1.7512139259439482e-24,-1.3690681124308744e-40,4.8819928654862591e-36,2.5063427127292473e-26,3.9011751267603529e-35,6.6345292319441118e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899109913981216,0.10880299991090281,9.9999999999998758e-05,3.3001482511020766e-09,2.4226943854866143e-08,2.4180963075379147e-08,5.614525925006946e-15,6.7318995893709316e-11,9.8909827633173458e-09,2.1703165410604292e-11,7.0892891067096336e-19,1.5925911827592646e-19,4.7015124197677925e-19,1.0536460297317169e-14,1.0304102314015497e-08,2.4884422347386923e-13,1.3781922779001758e-21,2.3386658436956438e-21,3.0212812035438761e-23,1.6675787026015953e-22,1.7015911676512486e-08,4.1673014637537847e-26,9.6665600372327766e-30,2.2257641918542015e-30,1.3793442144348728e-34,3.0808449093353448e-35,2.4897260082221873e-13,1.4135447726274622e-15,2.6173895093933283e-19,9.388852621681265e-20,6.2544704989158209e-16,1.7422549748459358e-24,-2.101016939718215e-22,2.3200156407412308e-15,9.9396776541497967e-33,7.3762346157546586e-15,2.0611280318398895e-15,7.7387585534191894e-18,2.0927524840779692e-21,1.4503621593568897e-21,4.1497755362676906e-22,5.0655033191895683e-29,1.9597151676555134e-21,3.6546959703011907e-24,5.4170431360344756e-32,9.2468818289621739e-25,3.1124284988015331e-32,3.1836832913632362e-25,1.2465851757302724e-23,4.6941670721725352e-18,1.1387176755601385e-23,5.1421739863800983e-29,1.0993167628566249e-33,2.2948911594330118e-23,4.3510882527878551e-21,1.1863046553655008e-21,1.9051739798070852e-26
1.7686705935800706e-12,0.003699402977069003,8.0577235199906088e-20,1.2537734687203424e-15,8.0701635981767299e-14,8.4882053359492785e-20,7.0331050981052251e-14,3.7618185093456768e-22,-7.7396579318118302e-30,2.8642610410671749e-17,1.7651775548974275e-34,-2.8642367277804384e-17,1.624073050357804e-28,1.4773709305531845e-18,-3.3731893124840825e-25,-7.7479718890675345e-30,8.0304759742421669e-35,1.7079885747874174e-28,7.8778463678711553e-37,-5.9121752858017183e-41,1.2381080682908607e-27,1.7575090581034199e-27,7.9335810454774089e-22,4.8556575132773064e-24,1.4557892412595078e-15,7.2257561401486688e-26,6.269756182320055e-30,1.8044565369698295e-24,-1.4055488733188978e-40,5.043853808290511e-36,2.5939684517138314e-26,4.0797298561467203e-35,7.0040424122046967e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899101208233704,0.10880299990927414,9.9999999999998609e-05,3.3324841467988021e-09,2.4464223100241467e-08,2.4417241170154771e-08,5.6695169654987751e-15,6.8630169135832195e-11,9.8997777381186081e-09,2.2019729460597472e-11,7.2273688103146246e-19,1.6158209466659204e-19,4.8440627710069734e-19,1.0743768652280965e-14,1.0437711773442018e-08,2.5374361033349468e-13,1.3983990150914619e-21,2.4079647898036907e-21,3.0835828496505698e-23,1.719506453515996e-22,1.7236550770920833e-08,4.3410555638133949e-26,1.0171852334833347e-29,2.3421797339975632e-30,1.4662113197704452e-34,3.2571298401099845e-35,2.5385682943368119e-13,1.455422861265194e-15,2.69981049174949e-19,9.7190612728730506e-20,6.2624305137003548e-16,1.8122872219338869e-24,-2.4760663467913131e-22,2.3759391539684297e-15,1.0459637769915305e-32,7.4369522498887019e-15,2.1008770738384738e-15,7.9720288457792693e-18,2.1624722526071155e-21,1.49772253865789e-21,4.3175818313607603e-22,5.2703317500190175e-29,1.9982530577113921e-21,3.7625554164624909e-24,5.5769154620435201e-32,9.4514833006211722e-25,3.2042850472416761e-32,3.2162277185603563e-25,1.2723987621902502e-23,4.8142617867330265e-18,1.1678783297020207e-23,5.3035318779921763e-29,1.1342251478062404e-33,2.3537167950166532e-23,4.5091397254520754e-21,1.2220658141309999e-21,1.9627849672389367e-26
