Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132)
7.476972496337172e-09,0.0036993858264381995,3.3382562779216679e-13,2.6660768890301208e-09,3.9297040388197367e-11,1.9350065581282707e-10,3.6820985853135377e-07,3.4288695990166413e-09,1.9966496463288801e-28,-1.5701444113083004e-24,2.5647515085697823e-25,1.1468069869075187e-15,1.4243544674795458e-23,1.704483501968106e-14,1.6703880661767827e-15,6.3831003923381243e-26,1.2557795872742668e-22,1.0450762945458608e-19,6.1806453363360829e-22,8.7999491832811429e-29,9.8627093362944601e-17,2.9198642023038092e-28,1.0342070097557784e-14,3.9103767367135627e-19,3.8453532615136029e-06,7.0291648644738873e-13,3.3715795434491589e-13,1.3936525285351058e-11,4.2031005419197461e-36,3.1044043058521135e-29,1.9307798375165008e-15,6.7106884135033008e-19,3.6625971139173397e-26,0.88129999999999997,0.0,0.0,0.0,0.0095180198747672924,0.10879414351840523,9.9999999982956794e-05,1.3676328032775094e-05,9.9092449937134106e-05,8.707115623074074e-05,2.2963570333997217e-11,8.2316846822001603e-06,9.7814420101941791e-09,1.4778064038291764e-07,8.6688793478542327e-14,1.0844291236138325e-15,1.03743119654281e-07,3.0036450427031818e-07,5.8368246436141676e-05,4.2970371073821674e-06,2.9347547463329753e-16,1.602875808994579e-11,8.0111833028396598e-15,7.3353499944181712e-11,9.6717645367148816e-05,6.2848974357743696e-11,3.5345303080908689e-12,5.9190655731998692e-12,5.3906997061952151e-13,3.5657366128322071e-13,1.0443451312228363e-07,3.8393939764683518e-06,8.6332665916369183e-10,5.212219347112016e-10,1.2289867648123029e-13,4.5757905716864308e-09,5.2781537312197147e-16,9.5080111551453787e-09,8.3274177608717002e-14,8.2883959224502482e-12,1.7268821787517177e-10,4.1673649123671119e-09,1.5495162521930037e-12,9.9844686278093228e-13,4.1241113792082986e-12,5.0332617972817672e-19,4.8653443588236574e-14,4.5659973038995194e-15,6.7679733589988199e-23,2.9641736572976684e-17,3.8886151583445071e-23,3.3090856613144579e-17,8.8394961016044231e-14,8.4802400668818054e-12,2.0615638306789245e-17,1.1357196060204789e-15,2.515408977850346e-20,4.1641478765462847e-17,6.0764503464785264e-11,6.4541627987523083e-13,1.0454851158929629e-17
7.641179184835024e-09,0.003699385799224393,3.4805968472458999e-13,2.7764078868453104e-09,4.0105229757047248e-11,2.0791575640365025e-10,3.8402492290977943e-07,3.7319987365458746e-09,2.1353008668244921e-28,2.1898463751896418e-26,2.8949652449059812e-25,1.2046972589040582e-15,1.6101402161516514e-23,1.7842451521814014e-14,1.7676298479601957e-15,7.2394904011608e-26,1.3953495897929559e-22,1.1573787996060044e-19,7.1129979886526483e-22,1.0150643487930572e-28,1.0451077535993287e-16,3.9234087048265381e-28,1.071704873957823e-14,4.2865014564792461e-19,4.0135402621534217e-06,7.4407915563801228e-13,3.6520097834442067e-13,1.5268961230843304e-11,4.5456391428570913e-36,3.439240215794892e-29,2.0429655507277082e-15,7.4050971896623884e-19,4.1356338434304563e-26,0.88129999999999997,0.0,0.0,0.0,0.0095100169131968927,0.1087939517292795,9.9999999982159377e-05,1.3967588221079958e-05,0.00010117055907705255,8.8817387895233837e-05,2.3445107801770083e-11,8.3974460087610594e-06,9.7737951266627918e-09,1.5087988612434867e-07,8.8434444581482086e-14,1.1071716989444857e-15,1.1047585741746797e-07,3.1608820441992925e-07,5.962233526538397e-05,4.4825454004982792e-06,3.0854067318637984e-16,1.6883033911791415e-11,8.5338827732562451e-15,7.8933055085230395e-11,9.8803357181430343e-05,6.9142734032528704e-11,3.892885930191161e-12,6.5776478542376712e-12,6.0339396966888657e-13,4.0969041790108372e-13,1.0656098131478449e-07,4.0071123764242671e-06,9.0103888917688223e-10,5.4399146849844854e-10,1.2546284422524223e-13,4.9839792881690923e-09,5.6755555461618319e-16,9.7298706407709352e-09,9.4136248011354243e-14,8.4645328986030246e-12,1.7640672730564711e-10,4.3527446490490192e-09,1.6184434779304585e-12,1.0428605415870446e-12,4.3077522945619311e-12,5.2573859068534675e-19,5.1763274933534577e-14,4.8586843839356865e-15,7.2018103132416267e-23,3.1536419186825404e-17,4.1378810562519193e-23,3.5644093757056017e-17,9.5258915676254042e-14,8.6632906569966219e-12,2.106060118557752e-17,1.2470616769317885e-15,2.7620116681925138e-20,4.2540258421617216e-17,6.3491148514662622e-11,6.7433125282180189e-13,1.0923214879593642e-17
7.788965204483092e-09,0.0036993857866862625,3.6111590661255112e-13,2.8775442992139159e-09,4.083145110142183e-11,2.2156595316012306e-10,3.9851986760112276e-07,4.0212758879042044e-09,2.2653489604837591e-28,1.3080430585837159e-27,3.223827130550679e-25,1.2581226774972947e-15,1.7954038509181732e-23,1.8587457019492999e-14,1.8581423265220868e-15,8.091440362557813e-26,1.5320818984594446e-22,1.2669748769810855e-19,8.0543611377840651e-22,1.1515280425134151e-28,1.099968622124425e-16,4.2180764266543435e-28,1.1061075612370512e-14,4.648342748491048e-19,4.1678016619657659e-06,7.8226072429468197e-13,3.918039893495723e-13,1.6554211241212951e-11,4.8702438685379809e-36,3.7836951081766675e-29,2.1473744676945165e-15,8.0766126452402684e-19,4.6045765379070188e-26,0.88129999999999997,0.0,0.0,0.0,0.0095028204879616853,0.10879377917723615,9.9999999981414516e-05,1.4229393654957053e-05,0.00010303717623121474,9.0383044397872929e-05,2.3877636968217057e-11,8.5460650537312084e-06,9.7669188804516108e-09,1.5366370733657433e-07,8.9999568396263914e-14,1.1275996575215606e-15,1.1676912336557617e-07,3.3065971522142103e-07,6.0750005974076851e-05,4.6526560553650431e-06,3.2249613020586456e-16,1.7675101107765723e-11,9.0226158073568188e-15,8.4191236725139675e-11,0.00010067910330308521,7.5202433446314268e-11,4.2382012830720874e-12,7.2170974983696854e-12,6.6621554466021181e-13,4.6298289618032113e-13,1.0846756434724908e-07,4.1609286033757073e-06,9.3562507410000628e-10,5.6487361133311973e-10,1.2776600744655229e-13,5.3737491507125856e-09,6.0501563799750865e-16,9.9293958447755591e-09,1.0487526866010176e-13,8.6227767589542627e-12,1.7974805010439885e-10,4.5229286252301988e-09,1.681720540675536e-12,1.083633498001911e-12,4.4763430726867475e-12,5.463142112902962e-19,5.4686684933517828e-14,5.1338527118132409e-15,7.6096800055502123e-23,3.3317524826038692e-17,4.3722271719709167e-23,3.8067787734946017e-17,1.0177654956478289e-13,8.8277562783197099e-12,2.146038591841677e-17,1.3545589303829595e-15,3.000098813922937e-20,4.3347782828294588e-17,6.5994871970311096e-11,7.008911879380369e-13,1.1353430675737861e-17
7.93675122413116e-09,0.003699385785420358,3.7440425786429879e-13,2.9804178004368097e-09,4.1557698528131898e-11,2.3587807988993855e-10,4.1326104728097366e-07,4.3267199119311097e-09,2.4004655911634437e-28,1.0464513030610754e-27,3.5854534107138965e-25,1.3128184682039812e-15,1.9993553059248089e-23,1.9359179621428155e-14,1.9515467267764175e-15,9.0270553975724668e-26,1.6801235960372065e-22,1.385203914616072e-19,9.1023988435180717e-22,1.3035127862792572e-28,1.1566758833687254e-16,3.9742622299410362e-28,1.1411515876912703e-14,5.0333423091339965e-19,4.3247936958580022e-06,8.2152158545989687e-13,4.1973642890291151e-13,1.7925291085306744e-11,5.2107587796163078e-36,4.1685089276207835e-29,2.255106406374988e-15,8.7945055004030252e-19,5.1178273802590914e-26,0.88129999999999997,0.0,0.0,0.0,0.009495629980724174,0.10879360667699141,9.9999999980642984e-05,1.4490887961788803e-05,0.00010490030248549111,9.194306961059425e-05,2.4309355729808159e-11,8.6941484612849561e-06,9.760048276871939e-09,1.5644231274290423e-07,9.1559051353399112e-14,1.147989341993135e-15,1.2328728643183425e-07,3.4563376144381106e-07,6.1876721380148191e-05,4.8257431604644681e-06,3.3683170035493537e-16,1.8489416049895461e-11,9.5289599711431976e-15,8.9678297887095579e-11,0.00010255352943394915,8.1653175297475669e-11,4.6060785273713261e-12,7.903088524051038e-12,7.339703836986016e-13,5.2193024710641894e-13,1.1036729902028889e-07,4.3174524775710451e-06,9.7082000682865158e-10,5.8612331988507622e-10,1.3006482082032365e-13,5.7855319572862942e-09,6.4412030332584857e-16,1.0128780626498816e-08,1.1659343654542643e-13,8.7807555960181716e-12,1.8308431040913818e-10,4.6962727137465965e-09,1.7461724553062437e-12,1.1251634723299496e-12,4.6480672269203802e-12,5.6727224401672762e-19,5.7731795530685937e-14,5.4205013757263967e-15,8.0345664859768263e-23,3.5172778537063594e-17,4.6163504745521744e-23,4.0615161903487256e-17,1.0862863212441604e-13,8.9919583657448117e-12,2.1859528676160537e-17,1.4693308219036186e-15,3.2542980135503374e-20,4.4154010510653995e-17,6.8545641798833271e-11,7.2795928856296662e-13,1.1791876628845218e-17
8.084537243779228e-09,0.003699385795375829,3.8792436863490757e-13,3.0850258009664133e-09,4.2284456485965826e-11,2.5087254804789725e-10,4.2824710801516192e-07,4.6488900947722257e-09,2.5407440831341659e-28,-3.1836939404360842e-25,3.9827221795795241e-25,1.3688012777134526e-15,2.223633748506698e-23,2.015859947823427e-14,2.047897557690151e-15,1.0054075299097234e-25,1.8402694802546584e-22,1.5126351741400878e-19,1.0267372163416067e-21,1.4724799317997429e-28,1.2152684611990809e-16,4.1269671415072843e-28,1.1768583494659323e-14,5.4425587339862251e-19,4.4845065440839334e-06,8.618651671975925e-13,4.4903396710176071e-13,1.9386491448057644e-11,5.5676197915805004e-36,4.5944572196429854e-29,2.3662235914153925e-15,9.5610471087464483e-19,5.6788597940548856e-26,0.88129999999999997,0.0,0.0,0.0,0.0094884453974434634,0.1087934342253878,9.9999999979843792e-05,1.4752071437348088e-05,0.00010675993444751245,9.3497470753394412e-05,2.4740263300544375e-11,8.8416969241915496e-06,9.7531833223809698e-09,1.5921569728421309e-07,9.3112900748518232e-14,1.1683407152348412e-15,1.3003358893399991e-07,3.6101463222644711e-07,6.3002482272308749e-05,5.0017963311453183e-06,3.5155143123812656e-16,1.9326219463336116e-11,1.0053173663050476e-14,9.5398778679749078e-11,0.00010442663666018252,8.8511200070802829e-11,4.9974672419898048e-12,8.6378672158881801e-12,8.0691877177149484e-13,5.8700001093009494e-13,1.1226019408068992e-07,4.4766734085482742e-06,1.0066213027487714e-09,6.0773915432396594e-10,1.3235928089006977e-13,6.2201022875776497e-09,6.8490844346214348e-16,1.0328025089902078e-08,1.2935823569995357e-13,8.9384691152813624e-12,1.8641550109718798e-10,4.8727709358834976e-09,1.8117969925948307e-12,1.1674490281630291e-12,4.8229188126223738e-12,5.8861196335244784e-19,6.0902264014510087e-14,5.7189756273089545e-15,8.4769815055611753e-23,3.7104408594600197e-17,4.8705449963070422e-23,4.3290688329761355e-17,1.158273066345781e-13,9.1558985596976843e-12,2.225803344631957e-17,1.591746334306249e-15,3.5254265011844328e-20,4.4958949523057463e-17,7.1143382787871762e-11,7.5553552241425478e-13,1.2238552173260472e-17
8.232323263427295e-09,0.003699385816501956,4.0167588459557122e-13,3.1913659173022629e-09,4.3010459217351841e-11,2.6656998147800637e-10,4.4347668992747668e-07,4.9883528070447049e-09,2.6862769700627965e-28,3.2922701304808484e-25,4.4187352106086111e-25,1.4260890787179141e-15,2.470018296020905e-23,2.0986715778844267e-14,2.1472511502946215e-15,1.1179805118434513e-25,2.0133627518357429e-22,1.6498699696810573e-19,1.156037698421059e-21,1.6600017374887958e-28,1.2757865520389709e-16,4.2166166758660997e-28,1.2132502005427822e-14,5.8770735687313217e-19,4.6469303994837907e-06,9.0329461188612679e-13,4.7973230781772762e-13,2.0942243921287794e-11,5.9412684209908347e-36,5.0664609378289168e-29,2.4807903449112596e-15,1.0378581703022733e-18,6.2913744219823681e-26,0.88129999999999997,0.0,0.0,0.0,0.0094812667440145621,0.10879326181929795,9.9999999979015882e-05,1.5012944377451934e-05,0.000108616068770825,9.5046255088078533e-05,2.5170358905064138e-11,8.9887111391569483e-06,9.7463240233704736e-09,1.6198385596987338e-07,9.466112391870985e-14,1.1886537406249555e-15,1.3701123757845666e-07,3.7680659645053305e-07,6.412728943990682e-05,5.1808051961028961e-06,3.6665935130064156e-16,2.0185750944741527e-11,1.0595512483647834e-14,1.0135718044237123e-10,0.00010629842606915984,9.5793034411603528e-11,5.4133340370936142e-12,9.4237304215026195e-12,8.8532765943106995e-13,6.5868754202312919e-13,1.1414625832622282e-07,4.6385808078882431e-06,1.0430265777094266e-09,6.2971967509898216e-10,1.3464938399657164e-13,6.6782452638704837e-09,7.2741947736831268e-16,1.0527129341762348e-08,1.4324032907707642e-13,9.0959170169084261e-12,1.897416150712205e-10,5.0524173081428389e-09,1.8785919215272812e-12,1.210488727942036e-12,5.0008918803864216e-12,6.1033264320361654e-19,6.4201842732124429e-14,6.0296296814100512e-15,8.9374501011157694e-23,3.9114701188569928e-17,5.1351124030369434e-23,4.6098952805972913e-17,1.2338502504095655e-13,9.3195785547470495e-12,2.265590434799179e-17,1.7221876795046189e-15,3.8143308111832213e-20,4.5762608185659708e-17,7.3788020202394687e-11,7.8361988206465767e-13,1.2693457145795007e-17
8.380109283075363e-09,0.0036993858487481797,4.1565837846513223e-13,3.2994346462483503e-09,4.3736077339404619e-11,2.8299121053950305e-10,4.5894842529422115e-07,5.3456813762969813e-09,2.8371461968470909e-28,-4.3874528072141445e-25,4.8968330308214366e-25,1.4847012138544572e-15,2.74041463255549e-23,2.1844545959311123e-14,2.2496657382829962e-15,1.2412456174217717e-25,2.2002975883959811e-22,1.7975431713324743e-19,1.2993401856639355e-21,1.8677680328523073e-28,1.3382716813573104e-16,4.652213814910019e-28,1.2503504682895726e-14,6.3380055050904467e-19,4.8120554675573362e-06,9.4581278691240952e-13,5.1186717872790754e-13,2.2597122910894316e-11,6.3321500776731471e-36,5.5909313714305536e-29,2.5988731791474171e-15,1.1249528248970439e-18,6.9593114690411316e-26,0.88129999999999997,0.0,0.0,0.0,0.0094740940262698133,0.10879308945562653,9.9999999978158291e-05,1.5273507077959647e-05,0.00011046870215353238,9.6589429918010351e-05,2.5599641778329433e-11,9.1351918067999688e-06,9.7394703861682893e-09,1.6474678387566959e-07,9.6203728242269162e-14,1.2089283820290913e-15,1.442234036111544e-07,3.9301390268287501e-07,6.5251143672920812e-05,5.3627593974577634e-06,3.8215946977573279e-16,2.1068248959061628e-11,1.1156229245792089e-14,1.0755796543832149e-10,0.00010816889874945841,1.0351548726819526e-10,5.8546623267428301e-12,1.0263025024089139e-11,9.694706045333121e-13,7.3751701080788469e-13,1.160255006053349e-07,4.8031640894310547e-06,1.0800334480714639e-09,6.5206344296825547e-10,1.3693512677899091e-13,7.1607564076595234e-09,7.7169339117570646e-16,1.0726093490773744e-08,1.5831363904763724e-13,9.2530990078486443e-12,1.9306264518531456e-10,5.2352058422754521e-09,1.9465550093153236e-12,1.2542811329646089e-12,5.1819804760778555e-12,6.3243355689932214e-19,6.7634382156501854e-14,6.3528270040517601e-15,9.4165110220525703e-23,4.1206002293236377e-17,5.4103622392714365e-23,4.9044657913869671e-17,1.3131455623856084e-13,9.4830000997930473e-12,2.3053145632320038e-17,1.861050632372954e-15,4.1218875175950824e-20,4.6564995085332698e-17,7.6479479800259005e-11,8.1221238560730231e-13,1.315659179649947e-17
8.513116700758625e-09,0.0036993858872358906,4.284397367059639e-13,3.3981712405255866e-09,4.438905982225158e-11,2.9840654018277388e-10,4.7307889249629911e-07,5.6830317570790081e-09,2.9775633453339744e-28,-1.2176594951325785e-27,5.3660697211426539e-25,1.5386015567399701e-15,3.0059953322291825e-23,2.2642854035149252e-14,2.3445057465692939e-15,1.3620268702756945e-25,2.3811557115429993e-22,1.9399268718083712e-19,1.4413517503960063e-21,2.0735636437509557e-28,1.3962255529771369e-16,5.2997362992410097e-28,1.2843664848699738e-14,6.776380391448514e-19,4.9629694807639432e-06,9.8501216577573872e-13,5.4204633643462621e-13,2.4175164484780715e-11,6.6990489399544013e-36,6.1147647305553143e-29,2.7082107906956299e-15,1.2081108384678246e-18,7.6113007266749605e-26,0.88129999999999997,0.0,0.0,0.0,0.0094676436600788991,0.1087929343620565,9.9999999977360183e-05,1.5507748498122301e-05,0.00011213307620118376,9.7973497207912109e-05,2.5985300855187349e-11,9.2665688069144611e-06,9.7333069587102991e-09,1.6722894265859569e-07,9.7587274150777511e-14,1.2271427115186124e-15,1.5091745798621189e-07,4.079590907354157e-07,6.6261798376982995e-05,5.5290278913884328e-06,3.9644820415408028e-16,2.1882329734417751e-11,1.1676794183273883e-14,1.1334956596316147e-10,0.00010985119925937558,1.1085654069558719e-10,6.2744535177170756e-12,1.1066053604112774e-11,1.0503332463585204e-12,8.1502713598039962e-13,1.1771099322910044e-07,4.953568174632401e-06,1.1138520258383809e-09,6.7248222105483261e-10,1.3898856446677753e-13,7.616516986204852e-09,8.1308071486724995e-16,1.0905041527948134e-08,1.7296189522917479e-13,9.3943352080965014e-12,1.9604721976151383e-10,5.402397118272051e-09,2.0087187173138782e-12,1.2943366704575076e-12,5.3476190636614881e-12,6.5264887810229548e-19,7.0840613062590119e-14,6.6547371849146037e-15,9.8640189658313553e-23,4.3159424230083103e-17,5.6674829578588664e-23,5.1817287558340841e-17,1.3877984993775625e-13,9.6298600049078031e-12,2.3410128085551962e-17,1.9935660724774316e-15,4.4153856469477197e-20,4.7286063250096638e-17,7.8941765453473716e-11,8.3838013787656073e-13,1.3580449905282718e-17
8.63282337667356e-09,0.0036993859295109148,4.4010235254388417e-13,3.488226446758937e-09,4.4976418770192996e-11,3.1280894553002371e-10,4.8596223277942827e-07,5.9997751193067713e-09,3.1077504134697098e-28,1.3803719269196223e-27,5.8223333260365055e-25,1.5880566929598621e-15,3.2643930964260976e-23,2.3383260704097707e-14,2.4320607629104761e-15,1.4792483175374254e-25,2.5547723278422082e-22,2.076189024304654e-19,1.5805909239948229e-21,2.2752217589209014e-28,1.4498026739870101e-16,5.6544195233794731e-28,1.3155035625710458e-14,7.1907188106444086e-19,5.1006501564395552e-06,1.0210488387894961e-12,5.7024873880631498e-13,2.5670243726710485e-11,7.0417764110856713e-36,6.6322875902212218e-29,2.809140099579669e-15,1.2869796007707955e-18,8.2420486065644066e-26,0.88129999999999997,0.0,0.0,0.0,0.0094618424487013762,0.10879279480326844,9.9999999976619998e-05,1.5718351303068213e-05,0.00011362858407522352,9.9215282440677933e-05,2.6331830195958426e-11,9.3844395133258417e-06,9.727763803158965e-09,1.6945925673434608e-07,9.8828583766969702e-14,1.2435089793497754e-15,1.5710856392553819e-07,4.2170286970688934e-07,6.717072868001224e-05,5.6806959394058536e-06,4.0958483880697899e-16,2.2631214640017858e-11,1.2158352567155652e-14,1.1873557526898143e-10,0.00011136435922982499,1.1779091901658405e-10,6.6712029667444711e-12,1.1828913551608226e-11,1.127447054771785e-12,8.9046672392924112e-13,1.1922322358970711e-07,5.0907713284001178e-06,1.1447022948047479e-09,6.9110882482908127e-10,1.4083363432053719e-13,8.0446267660934369e-09,8.516031187802403e-16,1.1065997876538404e-08,1.8707223377931513e-13,9.5212632602557589e-12,1.9872980702577119e-10,5.5550376069415305e-09,2.0654721680502237e-12,1.330906074896266e-12,5.4988437316251352e-12,6.7110505598171887e-19,7.3823477804013781e-14,6.9356316588369602e-15,1.0280376268155446e-22,4.4976759377058018e-17,5.9067057252995529e-23,5.4414151688854357e-17,1.4577325430850969e-13,9.7618572952958544e-12,2.3730982001470844e-17,2.119200715084168e-15,4.6936440611291551e-20,4.7934155452370684e-17,8.1190154040855528e-11,8.6228310204191211e-13,1.3967622778219179e-17
8.752530052588495e-09,0.0036993859789925237,4.5191570777129491e-13,3.579408756700085e-09,4.5562954067732458e-11,3.2772391852288225e-10,4.9900199685263972e-07,6.3292818301302834e-09,3.2415884870541077e-28,-1.2668784202816814e-25,6.3130156893127263e-25,1.6384198001344264e-15,3.5424415584015544e-23,2.4145030787884073e-14,2.5217343009927934e-15,1.6050049450442731e-25,2.7392413810216845e-22,2.2205466810697171e-19,1.731473190762999e-21,2.4935888931598784e-28,1.5047488586776713e-16,4.543666171969785e-28,1.3471501972924961e-14,7.6244775328631824e-19,5.2400857247111184e-06,1.0578040778670495e-12,5.9945720386390539e-13,2.7238971154232728e-11,7.3966125748726319e-36,7.1907170641289343e-29,2.9125022374291373e-15,1.3698083376599069e-18,8.9170171811810914e-26,0.88129999999999997,0.0,0.0,0.0,0.0094560451418883324,0.10879265526690785,9.9999999975858441e-05,1.5928751085991725e-05,0.00011512178926005659,0.00010045340039801938,2.6677824977970077e-11,9.501961417775362e-06,9.7222243733588663e-09,1.7168613036194656e-07,1.000662201106206e-13,1.2598500008282004e-15,1.6345905977765871e-07,4.3572664175141239e-07,6.8079035169294624e-05,5.8342780504191856e-06,4.2298586010790996e-16,2.3395588158622656e-11,1.2652409138445712e-14,1.2428841685443816e-10,0.00011287665723399517,1.2504517995451071e-10,7.0864601815950926e-12,1.2631163978331308e-11,1.208830726667271e-12,9.7162381320358561e-13,1.2073099395566002e-07,5.2297113144657134e-06,1.1759430342545448e-09,7.0997119716720382e-10,1.4267583740099331e-13,8.4901723394413337e-09,8.913553234539693e-16,1.1226862501400689e-08,2.0210666626743151e-13,9.6480163386948828e-12,2.014090464303408e-10,5.7097290052676987e-09,2.1229880720726439e-12,1.3679667674685504e-12,5.6521018954142702e-12,6.8980941136222336e-19,7.6900762414755606e-14,7.2254339017320116e-15,1.0709937157617785e-22,4.6851621408636758e-17,6.1535147621235664e-23,5.7109951454174374e-17,1.5303439256232229e-13,9.8936883050516847e-12,2.4051430818699331e-17,2.2511107246287821e-15,4.9858013247800787e-20,4.8581429396529155e-17,8.3469132354021114e-11,8.8651957879989699e-13,1.436019699982901e-17
8.87223672850343e-09,0.0036993860356541765,4.6387956844975494e-13,3.67171614560632e-09,4.6149812046735302e-11,3.4316290108963936e-10,5.1219744364174613e-07,6.6718693847014375e-09,3.3791208063748808e-28,1.0450695296565254e-27,6.8404250759579915e-25,1.6897039589773644e-15,3.8414419973390226e-23,2.4928739155490701e-14,2.6135613307697708e-15,1.7399007885079368e-25,2.9351482348589951e-22,2.3734086934946224e-19,1.8948354741084328e-21,2.7298210772391456e-28,1.5610889881160325e-16,3.103373001018463e-28,1.3793207399083133e-14,8.0783235274977116e-19,5.3812710050187349e-06,1.0952789237619567e-12,6.2969072397365105e-13,2.8884060296284773e-11,7.7637985047901376e-36,7.785802111350306e-29,3.0183371810953891e-15,1.4567408469998873e-18,9.6388190714879189e-26,0.88129999999999997,0.0,0.0,0.0,0.0094502517426172886,0.10879251575139036,9.9999999975074983e-05,1.613894800419796e-05,0.00011661269008834676,0.00010168785504000107,2.7023284814908687e-11,9.6191349000160054e-06,9.7166886725483143e-09,1.7390956105483749e-07,1.0130018718095162e-13,1.2761657577072631e-15,1.6997056341343504e-07,4.5003262546233716e-07,6.8986718265834051e-05,5.9897687459546699e-06,4.3665336159026656e-16,2.417557483240964e-11,1.3159092942611044e-14,1.3001038605611221e-10,0.00011438809385265812,1.3262878169585742e-10,7.520779061560131e-12,1.3474145823755951e-11,1.2946420610113461e-12,1.0588368194051383e-12,1.2223430912544478e-07,5.3703825121939997e-06,1.2075729786197483e-09,7.2906857391878654e-10,1.44515172171302e-13,8.9535958315103491e-09,9.3235985976637929e-16,1.1387635462639336e-08,2.1811109503842932e-13,9.7745943004603195e-12,2.0408493436621506e-10,5.8664681219524434e-09,2.181265239462903e-12,1.4055179814477688e-12,5.8073903818872429e-12,7.0876155697851121e-19,8.0074715799161343e-14,7.5243561773537698e-15,1.115301626327776e-22,4.8785380511636133e-17,6.4080908419930343e-23,5.9907424810733993e-17,1.6057069858052088e-13,1.0025354068631741e-11,2.4371477051701587e-17,2.3895340348547195e-15,5.2923844207625894e-20,4.9227890161531613e-17,8.5778661953432862e-11,9.1108962988782891e-13,1.4758173546985189e-17
8.991943404418366e-09,0.0036993860994693965,4.7599378766000809e-13,3.7651478724424764e-09,4.6737149307457347e-11,3.5913741319868613e-10,5.2554782891266207e-07,7.0278580249629969e-09,3.5204021696738505e-28,1.2280863913663394e-27,7.407006913399951e-25,1.7419229183034091e-15,4.1627699192543091e-23,2.5734968355830554e-14,2.7075778058176611e-15,1.8845902136388905e-25,3.1431057715702288e-22,2.5352015149594879e-19,2.0715662167189176e-21,2.985139716263572e-28,1.6188486322882023e-16,2.796831552234332e-28,1.4120299995584195e-14,8.5529419533049761e-19,5.5242008223916615e-06,1.1334743183824556e-12,6.6096828447825801e-13,3.0608289696020967e-11,8.1435789525730301e-36,8.4221539519287081e-29,3.1266860394329094e-15,1.5479245496997021e-18,1.0410196607884372e-25,0.88129999999999997,0.0,0.0,0.0,0.0094444622538371898,0.10879237625514514,9.9999999974269001e-05,1.634894221500674e-05,0.00011810128491362835,0.00010291865034410129,2.7368209325296962e-11,9.7359603414403755e-06,9.7111567039364669e-09,1.7612954635760479e-07,1.025304889944508e-13,1.2924562319688901e-15,1.7664467773307448e-07,4.6462303058235074e-07,6.9893778390890809e-05,6.1471625534674286e-06,4.505894284169726e-16,2.4971298710411682e-11,1.3678531845583088e-14,1.3590376098969399e-10,0.0001158986696670798,1.4055129637522233e-10,7.9747202925793631e-12,1.435922048525168e-11,1.3850415770135689e-12,1.1524585570207418e-12,1.2373317391879303e-07,5.5127793023369578e-06,1.239590862645884e-09,7.4840019112270354e-10,1.4635163698394622e-13,9.4353435689518337e-09,9.7463958896884074e-16,1.1548316820622477e-08,2.3513298223755009e-13,9.9009970024034264e-12,2.0675746733432778e-10,6.0252517638262199e-09,2.2403024796034704e-12,1.4435589496567446e-12,5.964706016031848e-12,7.27961105336993e-19,8.3347635414672872e-14,7.8326153284857506e-15,1.1609935001485211e-22,5.077943645490612e-17,6.6706186382841029e-23,6.2809366543881189e-17,1.6838976041518019e-13,1.0156855644192248e-11,2.4691123272539575e-17,2.5347151159753058e-15,5.6139348091265398e-20,4.9873542942679226e-17,8.8118704642181349e-11,9.3599332943584897e-13,1.5161553597231829e-17
