Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997)
2.845736435652531e-10,0.0021797186344669718,1.2657531832516232e-19,7.2055960332388492e-15,3.0810736233758998e-15,-2.2065523623913567e-16,1.9987782566788242e-12,1.0410530472463688e-18,-1.3580802105119594e-29,1.6092538785212878e-23,1.179012528450357e-31,-2.7514451884887794e-15,-2.1745082649396102e-15,1.3266985461725316e-18,-2.7542161343913633e-20,1.8411074159031832e-31,-4.5681012001044285e-32,1.6502413486312471e-27,2.6758176708038693e-31,2.3792423116712888e-40,6.498783941814603e-29,2.4466865738108878e-15,1.7460790440316743e-25,5.1311211564104265e-17,9.8621969123152502e-14,5.2793318967559266e-24,-6.0427420252920357e-20,-1.0246657775930641e-16,-5.8584329508818787e-40,1.0040293288927006e-21,5.8601244446611853e-26,-3.3740651054180778e-34,6.8431991821415356e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898394698466573,0.10880297215051916,9.9999999999998514e-05,9.3801007988052312e-09,7.4181701198293003e-08,4.7703807359138756e-08,1.0256020237264138e-13,2.716239126133948e-08,4.2036737202295187e-12,6.8496912144109677e-10,8.831044817173335e-16,1.3816219945256008e-17,1.8363979413813163e-14,1.1421082267536799e-12,7.3219857301124158e-10,2.8030223804779336e-11,4.6087515528874802e-21,6.3775687649828428e-19,3.6095032358985115e-23,4.3176723284566448e-21,6.5066988249548042e-10,6.4394113407794926e-23,3.624997991075939e-24,1.9365576845896094e-26,3.3629022866598306e-28,1.6687896922764205e-29,7.1471103649523262e-13,9.8458172012212607e-14,9.5944624915579205e-17,6.7845609553651626e-17,2.493169514475639e-18,6.8819824107304727e-21,-6.9774458451392946e-17,3.0355736385569363e-16,4.2268977924708687e-27,5.739788516419568e-16,2.750618253194329e-15,3.4694826865163991e-16,8.0313467489017832e-19,6.6431988461421419e-19,1.4226599037288906e-18,2.6104312236509476e-24,2.7469352099550673e-22,9.8980866119602052e-23
2.868987916007002e-10,0.002179718633712733,1.2819467798772573e-19,7.2966448477255271e-15,3.2304115860024234e-15,-2.2739509171696641e-16,2.0301310654303905e-12,1.0720360900709457e-18,-1.3908052309890284e-29,-7.9519707026975812e-23,1.25268275747322e-31,-2.9121362180783868e-15,-2.3177128636473905e-15,1.3149400053264125e-18,-2.8450391352014728e-20,1.8620374789632492e-31,-4.797483238485194e-32,1.6615924801237717e-27,2.8428362315435372e-31,2.43761022734581e-40,6.6581734822182653e-29,2.598154871249049e-15,1.7742278894210256e-25,5.2944972007520246e-17,1.0081559994096395e-13,5.442532301708909e-24,-6.2279965368922181e-20,-1.0561514792446781e-16,-6.1129265393229513e-40,1.0411851466034824e-21,6.1358285369828158e-26,-2.6430183935296069e-34,7.27143675341914e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898381580136974,0.10880297180442709,9.9999999999998528e-05,9.4567372403955642e-09,7.4787738628047438e-08,4.7975082886277761e-08,1.0339808242638372e-13,2.7502799163128137e-08,4.2036731820552349e-12,6.9062060979280053e-10,8.9417184881589489e-16,1.3930213746304391e-17,1.8847670823567004e-14,1.1609576713880888e-12,7.3819880075995277e-10,2.849009620638431e-11,4.649879514939766e-21,6.5293472997621816e-19,3.6855171333791158e-23,4.4394229256902947e-21,6.5600199867917271e-10,6.6675333134617058e-23,3.7813063121710333e-24,2.0202398199439869e-26,3.535691906432105e-28,1.7534816058860151e-29,7.2423772810664597e-13,1.0064814679547344e-13,9.8081071626664911e-17,6.9364952606425856e-17,2.5111697846287561e-18,7.1269374345925897e-21,-7.2074594178455766e-17,3.0851899674692578e-16,4.4103309006165906e-27,5.7921947902118639e-16,2.7872990860964965e-15,3.5421534825442305e-16,8.1999508648347981e-19,6.7827386815627615e-19,1.4548369332475797e-18,2.6694727061097695e-24,2.7921423046143121e-22,1.0127656332510961e-22
2.892239396361473e-10,0.00217971863295656,1.2983872232350138e-19,7.3890892536354233e-15,3.2439211229733006e-15,-2.3441540135423506e-16,2.0616988050039044e-12,1.1036876252306018e-18,-1.4253193026868974e-29,-2.2306317132730124e-23,1.3319499537253759e-31,-2.9994694819269891e-15,-2.3868277524649326e-15,1.3029703775933542e-18,-2.9394239564991361e-20,1.9319438331985617e-31,-5.0339222582770603e-32,1.6728431868682356e-27,3.0225128304185863e-31,2.4989229940619124e-40,6.8212866004939945e-29,2.6758788059418043e-15,1.8025942634630276e-25,5.4644535371295734e-17,1.0303833379161583e-13,5.6093278373657665e-24,-6.4209346954113846e-20,-1.0889408140126837e-16,-6.3731779158969086e-40,1.0800878550066363e-21,6.4202794255864653e-26,-1.8628679490943405e-34,7.7321243210230281e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898368461774761,0.10880297145744862,9.9999999999998541e-05,9.5333736015894425e-09,7.5393775744137222e-08,4.8245471910925219e-08,1.0423596204096006e-13,2.7844093251401034e-08,4.2036726438795722e-12,6.9627209516217997e-10,9.052680277494654e-16,1.4044207487197548e-17,1.9339889426553462e-14,1.1799635408690888e-12,7.4419902768686034e-10,2.8953710252715138e-11,4.6910589215681952e-21,6.683426737105262e-19,3.7626107152785416e-23,4.5637113033200505e-21,6.6133411414177164e-10,6.9019565814094766e-23,3.9430831498534817e-24,2.1068584788048072e-26,3.7159170342468777e-28,1.8417745595274333e-29,7.3380160900454868e-13,1.0286717592439501e-13,1.0024589592339723e-16,7.0904598629986068e-17,2.5292600504995564e-18,7.3785193748168485e-21,-7.4464898336308127e-17,3.135202984149343e-16,4.6002399860884799e-27,5.8447987102243365e-16,2.82421520448427e-15,3.6157897127531572e-16,8.3707995042891893e-19,6.9241370637333213e-19,1.4874748568314351e-18,2.7293598811968845e-24,2.8377571091056712e-22,1.0360615022763362e-22
2.9154908767159444e-10,0.0021797186321984878,1.3151757929041064e-19,7.4835159793201499e-15,3.3153546623713649e-15,-2.4171480350391465e-16,2.0934784974975993e-12,1.1360163446181748e-18,-1.4619099799264473e-29,-1.2735710414612371e-23,1.4171247012733915e-31,-3.1092083929868477e-15,-2.4776206034265452e-15,1.2908145740172633e-18,-3.0373809443844338e-20,2.051757211817837e-31,-5.2776764784633726e-32,1.6839916026412568e-27,3.2155516229740211e-31,2.564082679068057e-40,6.9882923428134247e-29,2.7756241929867508e-15,1.8311780505879834e-25,5.6409858174114581e-17,1.0529028361279026e-13,5.7797653883306533e-24,-6.6215225003492126e-20,-1.1230283060219864e-16,-6.6395446492015841e-40,1.1207576431199672e-21,6.7138207014046167e-26,-1.0305523722639776e-34,8.227065957831701e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898355343379971,0.10880297110959775,9.9999999999998555e-05,9.6100098823869189e-09,7.5999812547104733e-08,4.8514988431034808e-08,1.0507384121711374e-13,2.8186259528523199e-08,4.2036721057025266e-12,7.0192357756252498e-10,9.1639256342472486e-16,1.4158201168203551e-17,1.9840709877598271e-14,1.1991258913225688e-12,7.5019925379196232e-10,2.9421065940869183e-11,4.732289791310033e-21,6.8398217776522533e-19,3.8407923364548053e-23,4.6905729184818597e-21,6.6666622888329407e-10,7.1428084419071794e-23,4.11047688031966e-24,2.1964937011942792e-26,3.9038371145685086e-28,1.933792879488178e-29,7.43402350054479e-13,1.0511537214666297e-13,1.0243920810479232e-16,7.2464627198760007e-17,2.5473728974715403e-18,7.6368513535078353e-21,-7.6945629964456746e-17,3.1856125568098187e-16,4.7968031804507609e-27,5.8976000620400551e-16,2.8613666686428275e-15,3.6903975485759293e-16,8.5439070415879749e-19,7.0674059005208001e-19,1.5205768285535059e-18,2.7900985363093641e-24,2.883781254437556e-22,1.059698578584914e-22
2.9387423570704156e-10,0.0021797186314385453,1.3323755734467491e-19,7.5802904506926663e-15,3.4005398268830049e-15,-2.4910109162172511e-16,2.1252435605904455e-12,1.1690291251062371e-18,-1.5001580477946387e-29,1.362047980729177e-22,1.50618563467008e-31,-3.1052723087757384e-15,-2.4545203085053435e-15,1.279971883227436e-18,-3.1368954896919794e-20,1.3581455306369616e-31,-5.5293385592748788e-32,1.695043173622809e-27,3.4174225549753117e-31,2.6318425106641575e-40,7.1615516901263671e-29,2.7615802780101155e-15,1.8599792220998187e-25,5.8200102354660176e-17,1.0757156135062439e-13,5.9538920043757325e-24,-6.8245417294101779e-20,-1.1575331819427577e-16,-6.9123748671408118e-40,1.1622664698655166e-21,7.0166799532864366e-26,-1.2787022951231914e-35,8.7446356512977074e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898342224952585,0.10880297076088848,9.9999999999998568e-05,9.6866460827880364e-09,7.6605849038795577e-08,4.8783646224832106e-08,1.0591171995739021e-13,2.8529284216580433e-08,4.2036715675241013e-12,7.0757505700669834e-10,9.2754500789195064e-16,1.4272194789581841e-17,2.0350206767655012e-14,1.2184447789285507e-12,7.5619947907525674e-10,2.9892163267952378e-11,4.7735721426011167e-21,6.9985470703095803e-19,3.9200703554708105e-23,4.8200434913189369e-21,6.7199834290375654e-10,7.3902178700664322e-23,4.2836387872327302e-24,2.2892271074708698e-26,4.0997185978786302e-28,2.0296642272336525e-29,7.5303962650397326e-13,1.0739284722008675e-13,1.0466111750092363e-16,7.4045117186048429e-17,2.5656068538188543e-18,7.9020577370367041e-21,-7.9465767819275857e-17,3.2364185537068271e-16,5.0002021860805992e-27,5.9506074719251179e-16,2.8987535865799667e-15,3.7659831637265806e-16,8.7192878558172634e-19,7.2125571036510034e-19,1.55414600427023e-18,2.8516944621166081e-24,2.9302163904972758e-22,1.0836791764472869e-22
2.9619938374248867e-10,0.0021797186306767606,1.350454733280598e-19,7.6821251674981633e-15,3.6501573576217546e-15,-2.5658676167392915e-16,2.1572289242600452e-12,1.2027336868102813e-18,-1.5402465335410996e-29,4.8865325435298737e-23,1.5993616932543261e-31,-3.1828377160392216e-15,-2.5126706757257163e-15,1.269082220615402e-18,-3.2381098547283408e-20,6.9047691999745107e-32,-5.789025348208297e-32,1.7060014740683395e-27,3.6286449102808111e-31,2.7046522764687437e-40,7.3379609187583687e-29,2.8289064322517375e-15,1.8889975810284589e-25,6.0018039583554752e-17,1.0988227793746358e-13,6.1317549302685921e-24,-7.0303341184184866e-20,-1.1925132414507806e-16,-7.1920174543477316e-40,1.2046825161118564e-21,7.3290184924139841e-26,8.4649519620557068e-35,9.286163223656111e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898329106492568,0.1088029704113341,9.9999999999998555e-05,9.7632822027928447e-09,7.7211885220050501e-08,4.9051458846390434e-08,1.0674959826294633e-13,2.8873153761814037e-08,4.2036710293442922e-12,7.1322653350615296e-10,9.3872492048919759e-16,1.4386188351563441e-17,2.0868454621634909e-14,1.2379202599238272e-12,7.6219970353674163e-10,3.0367002231077979e-11,4.8149059939259968e-21,7.1596172106495657e-19,4.0004531345343245e-23,4.9521590141504805e-21,6.773304562031757e-10,7.6443155877147597e-23,4.4627231977992045e-24,2.385141972576013e-26,4.3038353152722231e-28,2.129519778264596e-29,7.6271311807325324e-13,1.0969971189039023e-13,1.0691173245118456e-16,7.5646146748306829e-17,2.5837267622207801e-18,8.174264182740515e-21,-8.202891385658663e-17,3.2876208431415369e-16,5.210622445229233e-27,6.0038099498010475e-16,2.9363760333562589e-15,3.8425527341881363e-16,8.8969563314416743e-19,7.3596025892799803e-19,1.588185541633844e-18,2.9141534525831302e-24,2.9770641841723248e-22,1.1080056143750054e-22
2.985245317779358e-10,0.002179718629913165,1.3690816051452953e-19,7.7870983521756493e-15,3.6721006208954097e-15,-2.6415002655853574e-16,2.1895864858136152e-12,1.2371398899114345e-18,-1.5810917404516442e-29,-2.1773763014327972e-23,1.6961935710245392e-31,-3.2215278637103174e-15,-2.5317526719063878e-15,1.2572611551816539e-18,-3.3408005167409709e-20,5.3108760426318294e-32,-6.0569522695604272e-32,1.7168634176259484e-27,3.8481930929524714e-31,2.7807230787274035e-40,7.5151459176904975e-29,2.8572563784681797e-15,1.9182329631831405e-25,6.1859085740458459e-17,1.122225433153994e-13,6.3134015282777618e-24,-7.2383078452279727e-20,-1.2278686520263038e-16,-7.4786962650357503e-40,1.2478834578738245e-21,7.6509634945458217e-26,1.8965203199588519e-34,9.8490169142996466e-35,0.88129999999999997,0.0,0.0,0.0,0.0098898315987999922,0.10880297006094782,9.9999999999998555e-05,9.8399182424013919e-09,7.7817921087645987e-08,4.9318439631375291e-08,1.0758747612932081e-13,2.9217854828847534e-08,4.2036704911630993e-12,7.1887800705881636e-10,9.4993186765459869e-16,1.4500181854106553e-17,2.1395527898884361e-14,1.2575523905989591e-12,7.6819992717641484e-10,3.0845582827351145e-11,4.8562913633997769e-21,7.3230467416441663e-19,4.0819490392625157e-23,5.0869557489110028e-21,6.8266256878156779e-10,7.9052340589541977e-23,4.6478874943572293e-24,2.4843232326624585e-26,4.5164685607793194e-28,2.2334942603996363e-29,7.7242250884260849e-13,1.1203607591471016e-13,1.0919116032729365e-16,7.7267793341803764e-17,2.6018477137894522e-18,8.4535976256049746e-21,-8.4629409376730134e-17,3.3392192934597086e-16,5.4282531565096903e-27,6.0571958564897268e-16,2.9742339881344969e-15,3.9201124366620237e-16,9.0769268559424417e-19,7.5085542762302079e-19,1.6226985999832758e-18,2.9774813047683613e-24,3.0243263160232541e-22,1.1326802152245918e-22
3.008496798133829e-10,0.0021797186291477835,1.386536180488658e-19,7.8852441296057853e-15,3.1696071449407703e-15,-2.712916416562657e-16,2.2221172523213918e-12,1.272257232493443e-18,-1.6169510932058012e-29,6.2685407270639788e-23,1.7901122020509027e-31,-2.9673805974556881e-15,-2.2591273607832128e-15,1.2463528156472264e-18,-3.4396749128237376e-20,8.8301838417610054e-33,-6.334200758732092e-32,1.7276306578892567e-27,4.0613262072921347e-31,2.847021361664326e-40,7.6943528519937701e-29,2.5933688823558191e-15,1.9476853336795148e-25,6.361655252722697e-17,1.1459246646233908e-13,6.4988792273594252e-24,-7.4348974726363693e-20,-1.2613091158551817e-16,-7.7719081779253735e-40,1.289358274866588e-21,7.9823293022566654e-26,3.0646409379508448e-34,1.0395376886708571e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898302869474784,0.10880296970974299,9.9999999999998582e-05,9.9165542016137307e-09,7.8423956632865789e-08,4.9584601703350615e-08,1.0842535354445889e-13,2.9563374294366586e-08,4.2036699529805284e-12,7.2452947763214663e-10,9.6116542272088503e-16,1.4614175296554839e-17,2.193150099362931e-14,1.2773412272923212e-12,7.7420014999427469e-10,3.1327905053841001e-11,4.8977282690165613e-21,7.4888501545436602e-19,4.1645664384206509e-23,5.224470223830162e-21,6.8799468063894944e-10,8.1731074808228016e-23,4.8392921176294028e-24,2.5868574871981005e-26,4.7379071546566332e-28,2.3417259833386477e-29,7.8216748712881103e-13,1.1440204808762153e-13,1.1149950755877302e-16,7.8910133741068736e-17,2.6200824673885881e-18,8.7401862626311952e-21,-8.7133228551476629e-17,3.3912137730511337e-16,5.6532872811907603e-27,6.1107689847022144e-16,3.0123273969141054e-15,3.9986684471093474e-16,9.2592138161866277e-19,7.6594240830629042e-19,1.6576883401808143e-18,3.0416838185269609e-24,3.0720044793306376e-22,1.1577053062701019e-22
3.0317482784883e-10,0.002179718628380647,1.4026911659353604e-19,7.9758248739173793e-15,3.0011666740003216e-15,-2.7795615394269834e-16,2.2548580950468627e-12,1.3080948523272963e-18,-1.6476048773916971e-29,3.8257085685218124e-23,1.8800351643229411e-31,-2.867839186007548e-15,-2.1423845831587504e-15,1.2363066568773547e-18,-3.5341110953213525e-20,-4.2209859084164183e-32,-6.620633486623802e-32,1.7383088513281444e-27,4.2656118730546766e-31,2.9041608377684048e-40,7.8755524522986895e-29,2.4847649110457539e-15,1.9773545723894819e-25,6.5278252847005532e-17,1.1699215541120644e-13,6.6882357234078065e-24,-7.6185926930460336e-20,-1.292579285400377e-16,-8.0707009414517089e-40,1.3287986100220052e-21,8.3227028249424288e-26,4.3575805439643438e-34,1.0919001823800757e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898289750917155,0.10880296935773244,9.9999999999998595e-05,9.9931900804299042e-09,7.9029991854746129e-08,4.9849957978620663e-08,1.0926323050701892e-13,2.990969924234872e-08,4.2036694147965786e-12,7.3018094518929121e-10,9.7242516576029348e-16,1.4728168678164934e-17,2.247644823551096e-14,1.2972868263912798e-12,7.8020037199031913e-10,3.1813968907592579e-11,4.9392167295921701e-21,7.6570418894220507e-19,4.2483137037182958e-23,5.3647392317586367e-21,6.9332679177533721e-10,8.4480717841224995e-23,5.0371005872975918e-24,2.6928330104838192e-26,4.9684475482543965e-28,2.454356888788674e-29,7.9194774539231448e-13,1.167977362603063e-13,1.1383687965171398e-16,8.0573244052482505e-17,2.6382985263899823e-18,9.0341595570084173e-21,-8.9524624148203258e-17,3.4436041503493546e-16,5.8859215707589214e-27,6.1645284261016301e-16,3.0506561971391364e-15,4.0782269399833208e-16,9.4438315958900241e-19,7.8122239258795364e-19,1.6931579244263014e-18,3.1067667961678764e-24,3.1201003912961128e-22,1.1830832193510293e-22
3.0549997588427714e-10,0.002179718627611784,1.4180133072853909e-19,8.0615448447272556e-15,2.9192882855315933e-15,-2.8437051235491973e-16,2.2879486222688311e-12,1.3446630325934046e-18,-1.6748888852339183e-29,-3.2772448315767111e-23,1.9687233999783403e-31,-2.8710927583629753e-15,-2.1291111263336169e-15,1.226063428745381e-18,-3.6264744840571627e-20,-4.3458822094577098e-32,-6.9154387642268875e-32,1.7489003645363916e-27,4.4672428712866064e-31,2.9560549727975289e-40,8.057581654508274e-29,2.4793143820730484e-15,2.0072405238205694e-25,6.6892280263833405e-17,1.1942171726419474e-13,6.881518911022251e-24,-7.7955549145916901e-20,-1.3227189917985009e-16,-8.3741727828028587e-40,1.3673333355033381e-21,8.6717197529069162e-26,5.7595326192996791e-34,1.143577181237063e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898276632326965,0.10880296900492877,9.9999999999998582e-05,1.0069825878849962e-08,7.9636026755068966e-08,5.0114521169859287e-08,1.1010110701946047e-13,3.0256816960410198e-08,4.203668876611249e-12,7.3583240971199186e-10,9.8371068346579475e-16,1.4842161998568531e-17,2.3030443889653833e-14,1.3173892443316545e-12,7.8620059316454619e-10,3.230377438564805e-11,4.9807567632604029e-21,7.8276363354832935e-19,4.3331992096353596e-23,5.5077998296764691e-21,6.9865890219074743e-10,8.7302646415838566e-23,5.2414795351961065e-24,2.8023397700320265e-26,5.2083939596705375e-28,2.571532614739265e-29,8.01762980166641e-13,1.1922324735478212e-13,1.1620338120270794e-16,8.2257199724367997e-17,2.6565011674195323e-18,9.3356482349685507e-21,-9.1863496791541994e-17,3.4963902938315749e-16,6.1263566099922024e-27,6.2184683956668424e-16,3.0892202942996754e-15,4.1587940875469084e-16,9.6307945740202794e-19,7.966965716921212e-19,1.7291105160595065e-18,3.1727360420917186e-24,3.1686157875452816e-22,1.208816291042405e-22
3.0782512391972426e-10,0.0021797186268412193,1.4327268018690358e-19,8.1437029692730186e-15,2.8020598672647566e-15,-2.9070585163690541e-16,2.321323410165784e-12,1.3819723128487314e-18,-1.7007567931132864e-29,-1.8324672568370881e-23,2.0583783350377639e-31,-2.8841476837969877e-15,-2.125859223856634e-15,1.2156873786148139e-18,-3.7185549674246931e-20,-2.0464988682168612e-32,-7.2180600214258133e-32,1.7594050431976433e-27,4.67115876425564e-31,3.0056726196249034e-40,8.2415568463332787e-29,2.4837829679645954e-15,2.0373431131620212e-25,6.8494961569139336e-17,1.2188125820501684e-13,7.0787768248028467e-24,-7.9704305998048169e-20,-1.352512463739245e-16,-8.6817540697346521e-40,1.4058226626318354e-21,9.0291913784091648e-26,7.2594461457694629e-34,1.1958352514243961e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898263513704249,0.10880296865134453,9.9999999999998582e-05,1.0146461596873952e-08,8.0242061335567899e-08,5.0378303789286162e-08,1.1093898308417564e-13,3.0604714936609861e-08,4.2036683384245422e-12,7.4148387120140041e-10,9.9502156904718132e-16,1.4956155257788863e-17,2.3593562156486766e-14,1.3376485375952413e-12,7.922008135169539e-10,3.2797321485057771e-11,5.0223483883925858e-21,8.0006478312752515e-19,4.4192313332429894e-23,5.6536893386513203e-21,7.0399101188519654e-10,9.0198254788386272e-23,5.4525987434984012e-24,2.9154694476652291e-26,5.458058522437237e-28,2.6934025663466993e-29,8.1161289199681843e-13,1.2167868737613192e-13,1.1859911591082058e-16,8.3962075555664879e-17,2.6747871603530081e-18,9.6447842851860171e-21,-9.4195171631247676e-17,3.5495720720186483e-16,6.3747968662080262e-27,6.2725914370414353e-16,3.1280195900645797e-15,4.2403760595247704e-16,9.8201171238488402e-19,8.1236613637530856e-19,1.7655492793600726e-18,3.2395973624236796e-24,3.2175524193272983e-22,1.234906862809105e-22
3.1015027195517137e-10,0.0021797186260689816,1.4464656563926199e-19,8.2201785913688548e-15,2.528731103354824e-15,-2.967538066390834e-16,2.3547525991409387e-12,1.4200311658815993e-18,-1.7235215621382956e-29,7.9608135696039747e-23,2.1458559201592822e-31,-2.729792375849612e-15,-1.9559692770798044e-15,1.2066003016362719e-18,-3.8081317121863189e-20,-7.0692087227038149e-32,-7.5289141689358567e-32,1.7698284003549306e-27,4.8703028881568409e-31,3.04826628093348e-40,8.4293414146704705e-29,2.3212514764539619e-15,2.0676623328619454e-25,7.0041657038994455e-17,1.2437088351068215e-13,7.2800576134713044e-24,-8.137557700099393e-20,-1.3810036319348114e-16,-8.9928876915898031e-40,1.4431839717810066e-21,9.3949050261257224e-26,8.8754159810769264e-34,1.2468644915364382e-34,0.88129999999999997,0.0,0.0,0.0,0.009889825039504899,0.10880296829699233,9.9999999999998609e-05,1.0223097234501928e-08,8.084809559546629e-08,5.0641318151740578e-08,1.1177685870008682e-13,3.0953380856366987e-08,4.2036678002364557e-12,7.4713532966221278e-10,1.006357422130859e-15,1.5070148455920646e-17,2.416587717149496e-14,1.3580647627060339e-12,7.9820103304754031e-10,3.3294610202875145e-11,5.0639916233959875e-21,8.1760906648875941e-19,4.5064184540150203e-23,5.8024453438645125e-21,7.0932312085870057e-10,9.3168954858340623e-23,5.6706311839053985e-24,3.0323154611666804e-26,5.7177614379288431e-28,2.8201199887657272e-29,8.2149718538005158e-13,1.2416416142426093e-13,1.2102418658910264e-16,8.5687945704269421e-17,2.6931586813032173e-18,9.9617009600757865e-21,-9.646341362874601e-17,3.6031493534750785e-16,6.631450739794962e-27,6.3269060242884201e-16,3.1670540380046845e-15,4.32297902375431e-16,1.001181361367796e-18,8.2823227697699406e-19,1.8024773793726001e-18,3.3073565646925765e-24,3.2669120525874923e-22,1.2613572811404478e-22
3.124754199906185e-10,0.0021797186252950963,1.4591591685582076e-19,8.2905619799643309e-15,2.3809193489414979e-15,-3.0237986767005669e-16,2.388353186095261e-12,1.4588478966323156e-18,-1.7418929208863914e-29,2.8621930770504773e-23,2.228970814802738e-31,-2.6074704536387598e-15,-1.81924109558877e-15,1.1984487840362826e-18,-3.8937541502237405e-20,-1.4515735136838356e-31,-7.8481287563788411e-32,1.7801778695323516e-27,5.0597677743050097e-31,3.0826861010203223e-40,8.6195519148309031e-29,2.1913522774140236e-15,2.0981980419847841e-25,7.1503382630579121e-17,1.2689069766948613e-13,7.4854095858655497e-24,-8.2932796799502721e-20,-1.4075748900543279e-16,-9.3067737356499343e-40,1.4787028649822101e-21,9.7685207693015845e-26,1.0619673474722411e-33,1.2954063835500238e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898237276361205,0.10880296794188413,9.9999999999998595e-05,1.0299732791733932e-08,8.1454129533495934e-08,5.0903576400804729e-08,1.1261473386543519e-13,3.1302802576360117e-08,4.203667262046987e-12,7.527867850921231e-10,1.0177178479112416e-15,1.518414159291738e-17,2.4747463012995276e-14,1.3786379762254761e-12,8.0420125175630344e-10,3.3795640536147912e-11,5.105686486916283e-21,8.3539790801489352e-19,4.5947689534013953e-23,5.9541056630370134e-21,7.1465522911127616e-10,9.6216174151610255e-23,5.8957526684920116e-24,3.1529727745170955e-26,5.9878301369516369e-28,2.951841571243939e-29,8.3141556824497036e-13,1.2667977381168777e-13,1.2347869527988967e-16,8.7434883770464241e-17,2.7114630841092215e-18,1.028653262984573e-20,-9.8631493529718125e-17,3.6571220068037994e-16,6.8965301355229045e-27,6.3814070092719932e-16,3.2063235906613444e-15,4.4066091467463888e-16,1.0205898408398103e-18,8.4429618354639529e-19,1.8398979816953385e-18,3.376019457443116e-24,3.3166964677938851e-22,1.2881698970565432e-22
3.148005680260656e-10,0.00217971862451959,1.4717379885367487e-19,8.3602452730623992e-15,2.5336886731047623e-15,-3.0813840062569435e-16,2.4226358908409557e-12,1.4984350026049898e-18,-1.7597869228399404e-29,-2.3078574500405411e-22,2.3161993551277656e-31,-2.8648646533375771e-15,-2.0618877160678405e-15,1.1881517395569602e-18,-3.9812706576073351e-20,-1.6576016395096444e-32,-8.17407821172734e-32,1.7904484983104659e-27,5.2585757141355638e-31,3.1189925876057103e-40,8.8088967739217192e-29,2.4409894887657852e-15,2.1289499406936273e-25,7.2998305939639945e-17,1.294408041562004e-13,7.6948813034836849e-24,-8.4526540213428136e-20,-1.4347681526602803e-16,-9.623075757818131e-40,1.5152821986694442e-21,1.0149966915999517e-25,1.2453177839613701e-33,1.3463372026208918e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898224157640928,0.10880296758603135,9.9999999999998595e-05,1.0376368268570017e-08,8.206016315217114e-08,5.116509046050775e-08,1.1345260858369124e-13,3.1652968172838478e-08,4.203666723856141e-12,7.584382374967111e-10,1.0291024587214612e-15,1.5298134668891607e-17,2.5338393685489975e-14,1.3993682347671216e-12,8.1020146964324133e-10,3.4300412481935089e-11,5.1474329975860297e-21,8.5343272635683133e-19,4.6842912153034014e-23,6.1087084160777548e-21,7.1998733664293913e-10,9.9341360612887968e-23,6.1281427396195565e-24,3.277538382662196e-26,6.2686015997222155e-28,3.0887285499641501e-29,8.4136775292194816e-13,1.2922562783911244e-13,1.2596274303512444e-16,8.9202962637992341e-17,2.7296476772175935e-18,1.0619415121771686e-20,-1.0084749603828059e-16,3.7114899006576813e-16,7.1702515627678663e-27,6.4360762249631814e-16,3.2458281108815166e-15,4.4912725924187022e-16,1.040238586776953e-18,8.6055904571336554e-19,1.8778142525126977e-18,3.4455918502955666e-24,3.3669074652366022e-22,1.3153470676199609e-22
