Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60)
5.142088588201153e-13,0.001887059061872715,1.4597195836998007e-22,3.4614106386707957e-18,1.8764444376557694e-15,1.4577678965440691e-22,2.9489590431981572e-15,3.9173043506551865e-24,-2.6993675371830844e-32,1.8094128599814306e-20,-1.0262291207344062e-36,-1.80931600940655e-20,1.1274253884909854e-31,5.4692437762358487e-19,-6.8383901222382496e-26,-2.6944693918502646e-32,1.2491422188511709e-38,1.1555658151382874e-31,4.3510950521046233e-40,1.3490509021608824e-45,-1.1271057711001019e-31,1.7987598931286408e-30,4.1654800725021524e-26,-8.9983088640530726e-25,1.5317508181681386e-18,6.4686234063248703e-30,2.3048670993034232e-34,1.5929415846281067e-27,-1.0961683117381322e-44,6.5353322313964148e-40,6.9369820731589613e-31,7.1451256192076791e-40,-5.5557520735588352e-53,0.88129999999999997,0.0,0.0,0.0,0.0098899930639049817,0.10880299999286407,9.9999999999999476e-05,2.4389899527032632e-10,3.024701562665475e-09,3.0226789268376829e-09,2.0796486785636299e-15,4.5750831028701032e-12,4.2604099114415702e-10,2.5558131309270746e-12,6.9543165791224324e-20,2.6002207171426093e-20,8.0988564979846223e-21,3.724055894090624e-16,9.0718946876152674e-11,8.7901171811329453e-15,1.1741783970727269e-22,6.1201560009981466e-24,1.1131942158432173e-25,8.2467733936071231e-26,1.2091115116903692e-10,3.9545573688736357e-30,4.6914924832581022e-34,1.7963986267962891e-35,5.9649064623680024e-40,4.1613774363142296e-40,1.8328782498448301e-15,1.5312276519513879e-18,4.3787875119239797e-22,8.532912821064244e-23,4.7591522614754218e-16
5.199333352583832e-13,0.0018870590618724212,1.5805757506584445e-22,3.7482205349817771e-18,1.9920549423042272e-15,1.5785582789507824e-22,2.9900742955761991e-15,4.0148392185726754e-24,-2.7818468758271714e-32,-2.9227075703678912e-19,-1.0870842322540052e-36,2.9227179853775552e-19,1.1083479793419326e-31,5.9144909383066252e-19,-7.4132177787865922e-26,-2.7765769044507186e-32,1.1520582468041336e-38,3.4601570615240867e-31,4.4608337021031119e-40,2.4972977759715353e-46,-1.2206770211160666e-31,1.6048220788191711e-30,4.2968625910384546e-26,-9.6705959591582171e-25,1.583454289708679e-18,6.7614232622800223e-30,2.4360040512269247e-34,1.6457406271043027e-27,-1.3207407304231116e-44,7.050200969591505e-40,7.2383344573819724e-31,7.6261623182612075e-40,4.8375040545432342e-53,0.88129999999999997,0.0,0.0,0.0,0.009889992986724102,0.1088029999927084,9.9999999999999422e-05,2.4661422083620404e-10,3.0583495091621276e-09,3.0562778012733737e-09,2.102788741169677e-15,4.6773379110929944e-12,4.2897657791404805e-10,2.6091493274626666e-12,7.1097629416066608e-20,2.6544854771336225e-20,8.3742117180580644e-21,3.8074132783227542e-16,9.2488218811540011e-11,8.9868674006056295e-15,1.1989383745547168e-22,6.326770538291206e-24,1.1449335058031975e-25,8.5833493471364182e-26,1.2326925515152821e-10,4.1641624161277553e-30,4.9972444160181975e-34,1.9134789633743552e-35,6.4263818231515669e-40,4.4436362745593952e-40,1.8738760719104845e-15,1.5829097608644598e-18,4.5549955208258623e-22,8.9072268966986557e-23,4.8127072351129335e-16
5.256578116966513e-13,0.0018870590618721252,1.7036190076408333e-22,4.0402200310624579e-18,2.0283495767779982e-15,1.701534237297885e-22,3.0314407743202907e-15,4.1137891054492091e-24,-3.0517695972651507e-32,2.6728756897479732e-18,-1.0998596429893039e-36,-2.6728746211109806e-18,1.1174950380116068e-31,6.0265367176338681e-19,-7.5553400381607382e-26,-3.0464537150243088e-32,1.0829688824941617e-38,5.815834334909439e-31,4.692221413493945e-40,2.9955714285027383e-47,-1.2480416480775133e-31,3.5582390477664447e-30,4.4307911621582431e-26,-9.9278383080465848e-25,1.6363078077724757e-18,7.0640507423894602e-30,2.5730434185734998e-34,1.7028518574416221e-27,-1.5490520934394032e-44,7.6847049459407625e-40,7.5491356193770985e-31,7.9101408706106705e-40,1.6120903087456323e-52,0.88129999999999997,0.0,0.0,0.0,0.0098899929095438831,0.10880299999255116,9.9999999999999422e-05,2.4932944635874757e-10,3.0919969021069778e-09,3.089875548448181e-09,2.1259284222971386e-15,4.7807189084495829e-12,4.3188338972392265e-10,2.6629560517315297e-12,7.2669214832363524e-20,2.7092289751399851e-20,8.6557798369093069e-21,3.8916928648716896e-16,9.4269580153412837e-11,9.1857942167577325e-15,1.2239195851136428e-22,6.5379823058202239e-24,1.1771731472538361e-25,8.9294614256631728e-26,1.2564347202160821e-10,4.3822699245411372e-30,5.3191048077982175e-34,2.0367281240498247e-35,6.9177601499986411e-40,4.7416079554102525e-40,1.9153264990752437e-15,1.6357413086418739e-18,4.7360879093419556e-22,9.2934656147930688e-23,4.8655180680533585e-16
5.313822881349193e-13,0.001887059061871826,1.8288338737516179e-22,4.3373723630779281e-18,2.1351526827320386e-15,1.8266802859404374e-22,3.0729332750460389e-15,4.2141615739989169e-24,-3.4618575820950788e-32,4.0920721377319954e-18,-1.1666861492798863e-36,-4.0920709908966456e-18,1.1033789996200272e-31,6.4293136402490087e-19,-8.0749973585425187e-26,-3.4562152884727019e-32,1.0442013651619623e-38,8.2162314947977633e-31,5.0530548552446088e-40,-1.5070274223900536e-46,-1.3499686961525174e-31,6.3112819499525778e-30,4.5672830404195382e-26,-1.0658027190174082e-24,1.6903239998962041e-18,7.3767232199386225e-30,2.7161822345884006e-34,1.7644915053533461e-27,-1.7996474288345964e-44,8.8664132790082192e-40,7.8695671844003208e-31,8.43286201249506e-40,2.8266437400015341e-52,0.88129999999999997,0.0,0.0,0.0,0.0098899928323641587,0.10880299999239232,9.9999999999999368e-05,2.5204467183795718e-10,3.1256438980744029e-09,3.1234721684902536e-09,2.1490678315063114e-15,4.885225966813172e-12,4.347617087595804e-10,2.717231049182697e-12,7.4257920092166464e-20,2.7644489172612181e-20,8.9436319762721062e-21,3.9768946409814567e-16,9.6062912345017437e-11,9.3868975988774099e-15,1.2491209674162192e-22,6.7538418330089114e-24,1.2099141550227267e-25,9.2852589070986333e-26,1.2803364376562613e-10,4.6091192833361062e-30,5.6577234504699354e-34,2.1663949811682768e-35,7.440609603099394e-40,5.0559801959994248e-40,1.9572295033956298e-15,1.6897349131206007e-18,4.9221379509990201e-22,9.6918662279387455e-23,4.9189668014957983e-16
5.371067645731873e-13,0.001887059061871523,1.9588741888458457e-22,4.6459789309686719e-18,2.2233513735513184e-15,1.9566502793944617e-22,3.1146170168431525e-15,4.315962973057656e-24,-3.6049645550567404e-32,-2.0466239863833781e-19,-1.21448391693966e-36,2.0466360717390944e-19,1.0928890856603951e-31,6.7801219535460444e-19,-8.527147282288121e-26,-3.5990559217385046e-32,1.0313820563911897e-38,1.0733279513002063e-30,5.5421056957707671e-40,-6.3989146201033457e-46,-1.4263783738239963e-31,6.9775168503688994e-30,4.7063552964240655e-26,-1.1229930072544842e-24,1.7455154922902292e-18,7.6996604440303685e-30,2.8656215929788315e-34,1.8306385984566188e-27,-2.0735279455477078e-44,1.0539412810093258e-39,8.1998114857828858e-31,8.8848878458073977e-40,4.1593018943106629e-52,0.88129999999999997,0.0,0.0,0.0,0.0098899927551850068,0.10880299999223188,9.9999999999999341e-05,2.5475989727383297e-10,3.1592904145517856e-09,3.1570676615277373e-09,2.1722069138043626e-15,4.9908589580781265e-12,4.3761181424028648e-10,2.7719720776166699e-12,7.586374324784697e-20,2.8201430221787625e-20,9.2378393139792841e-21,4.0630186021090717e-16,9.7868098075951576e-11,9.5901775196484406e-15,1.2745414501652353e-22,6.9743996441652301e-24,1.2431575047048852e-25,9.6508914401776892e-26,1.304396140310812e-10,4.844953545070465e-30,6.0137668096896807e-34,2.3027347944596132e-35,7.9965534687245116e-40,5.3874605413482993e-40,1.9995850569328918e-15,1.7449031907794729e-18,5.1132190480485945e-22,1.0102667883819445e-22,4.9722942709041661e-16
5.428312410114553e-13,0.0018870590618712173,2.0930075831996974e-22,4.9643006327391389e-18,2.2413241550882589e-15,2.0907117887031719e-22,3.1565566031367058e-15,4.4192014627164875e-24,-3.9846131637777437e-32,-9.5482460333801766e-19,-1.2146564987872455e-36,9.5482582885600428e-19,1.1087034378370271e-31,6.8333746833416054e-19,-8.592869140703311e-26,-3.9787366390071537e-32,1.0458101559179062e-38,1.3350395712100711e-30,6.1609394602281599e-40,-3.059265552596828e-45,-1.4376638794463466e-31,9.8139466476711804e-30,4.8480248331443095e-26,-1.139376573936431e-24,1.8018949096207405e-18,8.033084537542814e-30,3.0215670854619108e-34,1.9013425849515033e-27,-2.3719194377524917e-44,1.2739002183282962e-39,8.5400532279298669e-31,9.1439021631565267e-40,5.5777006280937921e-52,0.88129999999999997,0.0,0.0,0.0,0.009889992678006481,0.10880299999206984,9.9999999999999327e-05,2.5747512266637514e-10,3.1929363930278047e-09,3.1906620276887291e-09,2.1953456244155504e-15,5.0976177541624505e-12,4.4043398265261886e-10,2.827176904486178e-12,7.7486682352136034e-20,2.876309018393306e-20,9.5384730826223044e-21,4.1500647345626489e-16,9.9685021183916574e-11,9.7956339482375272e-15,1.3001799841885874e-22,7.1997062589632461e-24,1.276904143145608e-25,1.0026508936895063e-25,1.3286122799567646e-10,5.0900195140972969e-30,6.3879202270897472e-34,2.4460100550156916e-35,8.587281692663408e-40,5.73677962284748e-40,2.0423931317535832e-15,1.8012587565270921e-18,5.3094046855294379e-22,1.0526111507859484e-22,5.0249565101166646e-16
5.542801938879913e-13,0.0018870590618705967,2.360245692178654e-22,5.5984906961704986e-18,2.1846612886104823e-15,2.3578014452900901e-22,3.2410525394651543e-15,4.630026627130739e-24,-4.3731375723479929e-32,-2.343605850786859e-18,-1.1433428612932701e-36,2.3436070428908301e-18,1.1717246315061006e-31,6.5657397417480258e-19,-8.2384655134964413e-26,-4.3677097031253026e-32,1.1779274694108039e-38,1.8535615909949349e-30,7.795921880011537e-40,-4.3358832780745802e-44,-1.3596070448798421e-31,1.3948051713990826e-29,5.1392222340216592e-26,-1.1095068122681148e-24,1.9182680111542747e-18,8.7322984361452964e-30,3.3538308868625181e-34,2.0566560453181625e-27,-3.0214582938412675e-44,1.8745326798526703e-39,9.2512794329827845e-31,9.377034157356553e-40,8.5897703626505204e-52,0.88129999999999997,0.0,0.0,0.0,0.0098899925236511678,0.10880299999174103,9.9999999999999368e-05,2.6290557332145911e-10,3.2602268730522033e-09,3.2578473798934378e-09,2.2416220294550426e-15,5.3145122485768045e-12,4.4599559569330177e-10,2.9389690936826652e-12,8.0783900619220908e-20,2.9900476702599458e-20,1.0159305247605251e-20,4.3269234296620167e-16,1.033536226648591e-10,1.0213076194823337e-14,1.3521070993571665e-22,7.6647679606043569e-24,1.3459108890273905e-25,1.0808300199463074e-25,1.3775077810651572e-10,5.6088601238687158e-30,7.1934344272464286e-34,2.7544689172587306e-35,9.8803407339325311e-40,6.4920236233954303e-40,2.1293667335363734e-15,1.9175822051448238e-18,5.7173840605822457e-22,1.1411900619116928e-22,5.1294342144215684e-16
5.657291467645272e-13,0.0018870590618699648,2.6305114556723749e-22,6.2398544064272524e-18,2.2544058113716728e-15,2.6279121291371736e-22,3.3261949249134746e-15,4.846699503306338e-24,-7.9078211843346349e-32,2.5822713037381119e-18,-1.2837370098729866e-36,-2.5822699545869461e-18,1.187927666633785e-31,6.7826876578566102e-19,-8.5133301846641466e-26,-7.902426473723482e-32,1.4432122474123216e-38,2.3759906747615815e-30,9.9666445920157937e-40,-1.4881154856120285e-43,-1.5720610427970499e-31,4.3822102934526525e-29,5.4410073206857939e-26,-1.2640353088047255e-24,2.0395442857956592e-18,9.476188064439277e-30,3.7147065853030975e-34,2.2307311508135131e-27,-4.0043237898185157e-44,3.4082267914670965e-39,1.0004740652169511e-30,1.054601597369238e-39,1.1882287671983532e-51,0.88129999999999997,0.0,0.0,0.0,0.0098899923692978894,0.10880299999140589,9.9999999999999354e-05,2.6833602380321038e-10,3.3275156417871946e-09,3.3250282261289062e-09,2.2878972539615479e-15,5.5359084256939806e-12,4.5144870818469189e-10,3.0525899641334054e-12,8.4149559319734258e-20,3.1056469121822121e-20,1.0806699468198182e-20,4.5074706304566891e-16,1.0706780916415006e-10,1.0639224099745517e-14,1.4048940686811787e-22,8.1494310547325937e-24,1.4169414417674432e-25,1.1631836953430056e-25,1.4270108440802389e-10,6.1676885924964391e-30,8.0801248182509789e-34,3.0940155574890039e-35,1.1334664928293922e-39,7.3280207833897626e-40,2.2181500853390011e-15,2.0388061617133306e-18,6.1466655255950859e-22,1.2351195131169593e-22,5.2349611336620609e-16
5.771780996410632e-13,0.0018870590618693206,2.9061064185318912e-22,6.8938572204905236e-18,2.3146112038114163e-15,2.9033456324679503e-22,3.4120661573654209e-15,5.069280757715589e-24,-1.0067691681302265e-31,1.0806686234788179e-19,-1.3678793391930844e-36,-1.0806540446328247e-19,1.202986215637763e-31,6.9910161372965911e-19,-8.7769847335655498e-26,-1.0062461214798381e-31,1.840166762807338e-38,2.9087563217200356e-30,1.2682329627436269e-39,-2.2709782248538921e-43,-1.7060712387150588e-31,6.185579901002474e-29,5.7535096460702383e-26,-1.3702744755308402e-24,2.1658247028251078e-18,1.0266613707335686e-29,4.1059985980738988e-34,2.4238824848741939e-27,-5.3692258142440864e-44,6.0034012193884869e-39,1.0801951851815009e-30,1.1511255618909576e-39,1.5528869655512697e-51,0.88129999999999997,0.0,0.0,0.0,0.0098899922149467256,0.10880299999106442,9.99999999999993e-05,2.7376647411163004e-10,3.3948025947396763e-09,3.3922045674194565e-09,2.3341712336700799e-15,5.7618052613775839e-12,4.5679543923994186e-10,3.1680220292056516e-12,8.7583642883423069e-20,3.2230889524091908e-20,1.1481227659547271e-20,4.691706249983904e-16,1.1082669036350815e-10,1.1074077429496091e-14,1.4585326876829132e-22,8.6540996294287309e-24,1.4900024312260998e-25,1.249832742448864e-25,1.4771096027491284e-10,6.7686111823906723e-30,9.0541564735069542e-34,3.4670113143014267e-35,1.2966255577269899e-39,8.251460233610569e-40,2.3087429638042115e-15,2.1650315165538983e-18,6.5978397914327695e-22,1.3345983958297505e-22,5.340444754040855e-16
5.886270525175991e-13,0.0018870590618686644,3.1892814173356777e-22,7.5658425696168334e-18,2.3866686701137952e-15,3.1863523536324586e-22,3.4987301970244446e-15,5.297833632491161e-24,-1.4389745810857894e-31,8.3393333077542721e-19,-1.5119961815350588e-36,-8.3393171028971054e-19,1.2252939713431028e-31,7.2345779645034739e-19,-9.0863450744747434e-26,-1.4384787931853627e-31,2.3688063856807456e-38,3.4576526083414847e-30,1.5956750015067025e-39,-3.4377426878414276e-43,-1.9224195613199373e-31,9.8852570398737199e-29,6.0768561587836056e-26,-1.5296839993018702e-24,2.2972102187929345e-18,1.1105474609237509e-29,4.5295877029678046e-34,2.6365443604533763e-27,-7.2847845244587033e-44,1.0135979532742726e-38,1.164444618530802e-30,1.2772359340954122e-39,1.9561719125524528e-51,0.88129999999999997,0.0,0.0,0.0,0.0098899920605976278,0.10880299999071666,9.9999999999999287e-05,2.7919692424671927e-10,3.4620877600763351e-09,3.4593764047891658e-09,2.3804439822920694e-15,5.9922017317296034e-12,4.6203786545714425e-10,3.2852479738820101e-12,9.1086135743658506e-20,3.3423561737917339e-20,1.2183462699140879e-20,4.8796302015796535e-16,1.1462939380681066e-10,1.1517635952617384e-14,1.5130148458819959e-22,9.1791777426958841e-24,1.5651000681489422e-25,1.3408983791646064e-25,1.5277924288876173e-10,7.4137959976361352e-30,1.0122023781430387e-33,3.8759436923424749e-35,1.4792345976352324e-39,9.2694437014860379e-40,2.4011451456250386e-15,2.296359146850064e-18,7.0714988136068614e-22,1.4398284349798e-22,5.4459821598175095e-16
6.000760053941351e-13,0.0018870590618679977,3.4738156205689934e-22,8.2410403765783732e-18,2.3486464605791851e-15,3.4707118274862654e-22,3.5861312054566703e-15,5.532421417772595e-24,-1.5036989796063262e-31,-1.7307588205809581e-18,-1.4769041287550895e-36,1.7307604420547384e-18,1.275916767370301e-31,7.0469538121456902e-19,-8.8357891862978246e-26,-1.5032849830231784e-31,3.0396757017096286e-38,4.0070283547842681e-30,1.9797771840369992e-39,-3.6553225815337565e-43,-1.889661210140865e-31,1.0495511575274718e-28,6.4111712779251178e-26,-1.5332377228511034e-24,2.4338017775392964e-18,1.1994708753121005e-29,4.9874322569487946e-34,2.8689875002667627e-27,-9.5364050818299017e-44,1.5251976902497457e-38,1.2533781504221832e-30,1.330593917891809e-39,2.3984152745703471e-51,0.88129999999999997,0.0,0.0,0.0,0.0098899919062506655,0.10880299999036264,9.9999999999999314e-05,2.8462737420847906e-10,3.5293710395695715e-09,3.5265437392618156e-09,2.4267154355793786e-15,6.227096813089664e-12,4.6717802199868757e-10,3.4042506492848835e-12,9.4657022337424659e-20,3.4634311282272314e-20,1.2913978420684999e-20,5.0712423772140039e-16,1.1847506444661594e-10,1.1969899431046223e-14,1.5683325337492372e-22,9.7250694213533034e-24,1.642240171230297e-25,1.4365021917384714e-25,1.5790479263361719e-10,8.1054728357472232e-30,1.1290558132560302e-33,4.323429309878419e-35,1.683145954172318e-39,1.0389499450491062e-39,2.495356407544488e-15,2.4328899166832493e-18,7.5682356918038912e-22,1.551014130726562e-22,5.5505403867794868e-16
6.11524958270671e-13,0.001887059061867317,3.7500513871795689e-22,8.8965180299956217e-18,2.2301190755208811e-15,3.74676591315843e-22,3.6744073731968377e-15,5.773111968841079e-24,-1.6343796122498234e-31,-2.029072770191012e-18,-1.3721990103169944e-36,2.0290743263017761e-18,1.3588550636578105e-31,6.5255920407475252e-19,-8.1518677801616668e-26,-1.634087096170613e-31,3.8638886030927873e-38,4.5318071974524545e-30,2.4194434012658415e-39,-4.5843300930242957e-43,-1.7563955587227748e-31,1.1718834005957672e-28,6.756576959421171e-26,-1.4747118128795829e-24,2.5757003103375863e-18,1.2936292381149755e-29,5.4815687950846307e-34,3.1209887854603333e-27,-1.2013041260058989e-43,2.1029975818875499e-38,1.3471534356162497e-30,1.3574045939362283e-39,2.8463146266070195e-51,0.88129999999999997,0.0,0.0,0.0,0.0098899917519057814,0.10880299999000234,9.9999999999999341e-05,2.9005782399691086e-10,3.5966524742827045e-09,3.593706571860925e-09,2.4729856189073629e-15,6.4664894820322517e-12,4.7221790394972363e-10,3.5250130705979983e-12,9.8296287105276169e-20,3.5862965345285041e-20,1.3673349601862954e-20,5.2665426599803892e-16,1.2236286407342071e-10,1.2430867625040935e-14,1.6244777837268674e-22,1.0292178660048478e-23,1.7214281961293512e-25,1.536766106036489e-25,1.6308649233530215e-10,8.8459326289133452e-30,1.2566933644361371e-33,4.8122160947458823e-35,1.9103462646010966e-39,1.1619593794446487e-39,2.5913765263547824e-15,2.5747246771942911e-18,8.088644565320496e-22,1.6683626815371258e-22,5.654335551445528e-16
6.22973911147207e-13,0.0018870590618666257,4.0122247203101314e-22,9.5185894088825003e-18,2.1001964232836413e-15,4.0087506654150365e-22,3.7633813068922515e-15,6.0199699882090859e-24,-1.6264477907472818e-31,-1.5526709172617882e-18,-1.231551863239075e-36,1.5526723736489729e-18,1.4436531840856585e-31,5.9548024438554775e-19,-7.4038459354285505e-26,-1.6262844646386909e-31,4.8421310619334202e-38,5.0167943357038608e-30,2.9116386010892029e-39,-4.66662690886037e-43,-1.5674926995526735e-31,1.1813974613100022e-28,7.1131927834644854e-26,-1.382452640779477e-24,2.7230067359835651e-18,1.3932239739336587e-29,6.0141130648332443e-34,3.3918209819492844e-27,-1.4564972769497093e-43,2.7114884688447375e-38,1.445929702336939e-30,1.371783861193546e-39,3.2905709327832129e-51,0.88129999999999997,0.0,0.0,0.0,0.0098899915975628576,0.1088029999896358,9.9999999999999408e-05,2.9548827361201554e-10,3.6639321513419277e-09,3.6608649036098067e-09,2.5192545928656658e-15,6.7103787153650568e-12,4.7715946740538387e-10,3.6475184169694015e-12,1.0200391449131326e-19,3.7109352783307745e-20,1.44621519581243e-20,5.4655309441697412e-16,1.2629197085887988e-10,1.2900540301141142e-14,1.6814427468064542e-22,1.088090942150122e-23,1.8026692600318968e-25,1.6418123631568823e-25,1.6832324665261419e-10,9.6375272005405593e-30,1.3958674402844809e-33,5.3451860615011033e-35,2.162962407123592e-39,1.2968144747477233e-39,2.6892052788968504e-15,2.7219642666874006e-18,8.6333205245926976e-22,1.7920839244720191e-22,5.757997574671723e-16
6.458718169002788e-13,0.001887059061865207,4.5068666510048113e-22,1.0692150163348972e-17,1.9456633919044009e-15,4.5029938416934052e-22,3.9435134211818598e-15,6.5324369263576689e-24,-1.7292913175539298e-31,4.213921317272867e-20,-1.0407093101478271e-36,-4.213787747892115e-20,1.5814513887778615e-31,5.23548977107221e-19,-6.4563033042967687e-26,-1.7293529574220556e-31,7.2088126758150648e-38,5.8991162783150043e-30,4.0403955098376968e-39,-5.6233336316767527e-43,-1.2990462139454822e-31,1.2852401468391416e-28,7.8605176240798707e-26,-1.2711764664362176e-24,3.034246857293821e-18,1.6095537679889806e-29,7.203435423130459e-34,3.9868175023267047e-27,-1.9959935427566979e-43,4.0243339319097438e-38,1.6591314941524927e-30,1.4497090359915795e-39,4.1927881354974064e-51,0.88129999999999997,0.0,0.0,0.0,0.0098899912888826165,0.1088029999888841,9.9999999999999476e-05,3.0634917232224816e-10,3.7984864398416653e-09,3.7951680686488366e-09,2.6117890564088499e-15,7.2116427839966822e-12,4.8675520953030177e-10,3.897691689082608e-12,1.0962419491813202e-19,3.9654654275690196e-20,1.6130359348752384e-20,5.8745711962543564e-16,1.3427092517312374e-10,1.3865998218610516e-14,1.797800787206587e-22,1.2124851163626198e-23,1.9713289051617148e-25,1.8667427828660964e-25,1.7895767982121101e-10,1.1383938299138897e-29,1.7120795574631374e-33,6.5561413885580487e-35,2.7539644737071629e-39,1.6057481854254186e-39,2.890287792865106e-15,3.0330611998336673e-18,9.7978597124154343e-22,2.0595011349064146e-22,5.9661856988242105e-16
6.687697226533507e-13,0.0018870590618637428,4.9669847384337317e-22,1.1783667976510973e-17,1.8488590689330566e-15,4.9626837610003153e-22,4.1265136549659932e-15,7.070321682202478e-24,-1.7730647164332627e-31,-6.2940301022155557e-19,-8.8825726631814581e-37,6.2940425532499026e-19,1.6997819379521192e-31,4.7577949436754777e-19,-5.8227233821205313e-26,-1.7733319043824392e-31,1.0066699515060234e-37,6.6779678649485871e-30,5.3429534806381421e-39,-6.2078225947201291e-43,-1.0638885851014932e-31,1.3273358581142157e-28,8.6540578195810539e-26,-1.1868751807819113e-24,3.3683292485536697e-18,1.8501457879701072e-29,8.5739365061680902e-34,4.648539537163759e-27,-2.5498824437609373e-43,5.3971168964932159e-38,1.8942866007811979e-30,1.5600436947795457e-39,5.1371574375485809e-51,0.88129999999999997,0.0,0.0,0.0,0.0098899909802096803,0.10880299998810765,9.9999999999999517e-05,3.1721007033918488e-10,3.9330340040776468e-09,3.9294532425612637e-09,2.7043188964169073e-15,7.7308808379934136e-12,4.9598016883600107e-10,4.1546390242073841e-12,1.1751773923981708e-19,4.2268878409948167e-20,1.7923224596797735e-20,6.2983624566166081e-16,1.4240565874788076e-10,1.4866271417887863e-14,1.9173451238642181e-22,1.346012577448118e-23,2.1482542475556637e-25,2.1122767234589959e-25,1.897997372301095e-10,1.3364715155808832e-29,2.0844344727684801e-33,7.9821217763036945e-35,3.4762065748252073e-39,1.9734367560987431e-39,3.0986021651196378e-15,3.3669871727249618e-18,1.1066629639341734e-21,2.3549942762957537e-22,6.1748139305486196e-16
6.916676284064226e-13,0.0018870590618622312,5.3954634628783906e-22,1.2799989393485418e-17,1.7146163147874516e-15,5.3907039138082278e-22,4.3125477524865486e-15,7.6341338066172419e-24,-1.7827739151686037e-31,-1.2973702999068553e-18,-6.6949043600582992e-37,1.2973713887857839e-18,1.8618603262152596e-31,4.1289769220982586e-19,-4.9930562507650038e-26,-1.78326403602006e-31,1.3358297524701838e-37,7.3611519831148622e-30,6.7986632235029756e-39,-5.9772821497448073e-43,-7.1782348594900249e-32,1.3335436304316828e-28,9.4946908330273982e-26,-1.0389543414531299e-24,3.7260608219574035e-18,2.1167449619346085e-29,1.014548585522509e-33,5.3722172198672021e-27,-3.1079051141900077e-43,6.7885155548996393e-38,2.1527232723854587e-30,1.6602811460649113e-39,6.085180507299169e-51,0.88129999999999997,0.0,0.0,0.0,0.0098899906715438583,0.10880299998730658,9.9999999999999598e-05,3.2807096766283387e-10,4.0675748759144988e-09,4.0637204335257487e-09,2.7968441335567249e-15,8.2680847000069571e-12,5.0484870134144073e-10,4.4182314268172636e-12,1.2568442313368777e-19,4.4950712722342987e-20,1.9845386344036945e-20,6.7369040452899189e-16,1.5069014008544187e-10,1.5901358159692226e-14,2.0400153748309311e-22,1.4889963924401638e-23,2.3334762232692991e-25,2.3794013000018307e-25,2.0084138003763131e-10,1.5600827395483787e-29,2.5202787423221336e-33,9.6512690020780221e-35,4.3523749174704789e-39,2.4083759820077392e-39,3.3141466120822574e-15,3.7245484420810218e-18,1.2444417697491064e-21,2.6803307900058082e-22,6.383012331223947e-16
7.145655341594945e-13,0.001887059061860673,5.8107319282158912e-22,1.3784870645836612e-17,1.7194074197185681e-15,5.8054824051015424e-22,4.5013416124996695e-15,8.2243727629329602e-24,-1.7801824644312381e-31,6.4676461730888787e-19,-5.8320295545803791e-37,-6.4676356530060227e-19,1.9523046918952092e-31,4.0501396185660541e-19,-4.8777006777651007e-26,-1.7808403168494873e-31,1.7020482210996394e-37,7.9956254591027058e-30,8.3932900028554013e-39,-5.7541496916684713e-43,-5.3902794414913132e-32,1.3297550682944806e-28,1.0383259297903412e-25,-1.0032506491254105e-24,4.1082482861785264e-18,2.4111582581697222e-29,1.1939388632005991e-33,6.1547948489603657e-27,-3.6654828953009073e-43,8.1817999613542227e-38,2.4357940701291312e-30,1.8387281709881402e-39,7.036351237430638e-51,0.88129999999999997,0.0,0.0,0.0,0.0098899903628847027,0.10880299998648101,9.9999999999999612e-05,3.3893186429320268e-10,4.2021093552807478e-09,4.1979696497172523e-09,2.8893649726153642e-15,8.8232461964931256e-12,5.1337459386360527e-10,4.6883424205676714e-12,1.3412412233489828e-19,4.7698870380360052e-20,2.190149851389138e-20,7.190195337120609e-16,1.5911857683102599e-10,1.6971256754833416e-14,2.1657523677816609e-22,1.6417595813976404e-23,2.5270218190405017e-25,2.6691071987358465e-25,2.1207488813423195e-10,1.811425151886859e-29,3.0276173900861211e-33,1.159424797688483e-34,5.4081272442585933e-39,2.919959741611567e-39,3.5369193509552443e-15,4.1065510561435166e-18,1.3936021251490207e-21,3.0373177142165187e-22,6.5923334656108331e-16
