Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60)
2.7495164996906512e-08,0.001886974006064603,2.241651399474462e-13,1.629573995098677e-09,4.7240591098765428e-12,2.5768706466006916e-09,1.6410013870691802e-06,1.5478965736502482e-07,3.2597135873195309e-30,2.4593619500073589e-28,4.4404220694430681e-23,4.6084358995240088e-15,2.3883394479788943e-21,1.3893931605768498e-13,4.5897711517315602e-15,2.1193758315330168e-23,5.4153790262977557e-21,1.9164407866549074e-17,8.8184169707092481e-19,2.5812701954077665e-27,2.3478006303277923e-16,2.5693106466845919e-26,6.8886494557330763e-15,7.522454676608472e-18,3.3858198023136888e-06,2.5641674746263016e-13,7.3589644306888855e-13,1.0761564015671619e-09,6.9836866988417981e-38,3.6158138779144294e-24,4.7095846522863471e-15,1.0709770252410487e-17,7.005552596977183e-25,0.88129999999999997,0.0,0.0,0.0,0.009514821739903024,0.10875273569231586,9.9999999861045158e-05,1.2545577311897482e-05,0.00014837690649988346,0.00010090706315469538,1.0199786131800922e-10,4.2457751018466712e-05,6.9918917515459891e-10,6.6999383461757534e-07,6.4549730894924734e-13,6.8167530965975211e-15,5.3330679835200192e-06,5.1901491438616228e-06,1.4132164868064169e-05,2.3252909553250913e-05,5.5470521847861419e-15,1.1376721689015286e-10,1.0126157197411811e-13,9.4084283716639961e-10,1.8873846268906724e-05,1.8659291774829755e-09,5.1813731458003034e-10,1.318910575343715e-10,8.6677323731626418e-11,1.0925653745768886e-10,4.8430177426471505e-08,3.3824775287113197e-06,2.037981282867144e-09,1.3053010852955973e-09,1.102368936551715e-11
2.796223276177773e-08,0.0018869725870049319,2.3171561787182484e-13,1.6830111921521886e-09,4.7970094229257182e-12,2.7331004551183258e-09,1.6894579074904306e-06,1.6477271593126938e-07,3.7315271191334402e-30,-1.4764639382007325e-29,5.0281582229943426e-23,5.0089849137922227e-15,2.6889583033601267e-21,1.4721661339675069e-13,4.9890464734859439e-15,2.4405734530125629e-23,6.0341695726525181e-21,2.1217805614799924e-17,1.0069654793663978e-18,2.9933020330031594e-27,2.5565132669145769e-16,3.0651034246008698e-26,7.3934621287639942e-15,8.4006010653052408e-18,3.4968364989284283e-06,2.6573276428344931e-13,7.7660739881357801e-13,1.1648589376061396e-09,8.0894071863936348e-38,3.6162173120233466e-24,5.1169473899694704e-15,1.1975061190581807e-17,7.8220693817634202e-25,0.88129999999999997,0.0,0.0,0.0,0.0095084640302274728,0.10875181387225548,9.9999999852766055e-05,1.2750224786937218e-05,0.00015059490568475496,0.00010232030039779911,1.0352176778163616e-10,4.3053520633306767e-05,6.9874247476358296e-10,6.8000445154878449e-07,6.5455496449632307e-13,6.9186046368468054e-15,5.5902685203015291e-06,5.4282527447134828e-06,1.43672260996174e-05,2.4012030022568012e-05,5.8004036186169859e-15,1.1903278254188193e-10,1.0615743499557434e-13,9.9015405065082383e-10,1.9188453045058361e-05,1.9961329969758301e-09,5.5461847422489395e-10,1.4205792650732802e-10,9.3851949841506694e-11,1.2082616325558472e-10,4.9114928243917282e-08,3.4933846796110694e-06,2.1047882712943905e-09,1.348091174124535e-09,1.1186612528472112e-11
2.842930052664895e-08,0.0018869711664640306,2.393947249798245e-13,1.7372292190396028e-09,4.8696307763616735e-12,2.8955138308710265e-09,1.7382833115431955e-06,1.7519542508365581e-07,4.2752044878871706e-30,2.9131707792842934e-28,5.6810560677280954e-23,5.4387476634863273e-15,3.0209289795907943e-21,1.5583704143243506e-13,5.4174946116652676e-15,2.803824033206962e-23,6.711811104809729e-21,2.345084943790826e-17,1.1473693004704166e-18,3.4631847937036502e-27,2.7808945878749973e-16,3.6056976338979868e-26,7.9286918541573912e-15,9.3669337015638348e-18,3.6094054046735735e-06,2.7519798539332666e-13,8.1875609668861638e-13,1.2590781331456617e-09,9.3785503047442851e-38,3.6166912589918402e-24,5.5538407879373616e-15,1.3368744787286503e-17,8.7179088316252643e-25,0.88129999999999997,0.0,0.0,0.0,0.0095021096529739925,0.10875088889391693,9.9999999844143666e-05,1.2954593796333581e-05,0.00015280074363971936,0.00010372185420783388,1.0503728792819892e-10,4.3644343952032665e-05,6.9829600489329685e-10,6.8995997985412129e-07,6.6353742009149474e-13,7.0198956860262823e-15,5.8548047314593415e-06,5.6728982803060542e-06,1.4602120737612345e-05,2.4781873120140097e-05,6.0606936122920776e-15,1.2444446897644526e-10,1.111934166249233e-13,1.0410260587240597e-09,1.9502859860495818e-05,2.1327013078151167e-09,5.9290003475423724e-10,1.5278847045190061e-10,1.0145835089768756e-10,1.3337332772809e-10,4.9794040669952698e-08,3.6058425103718552e-06,2.1725284669035414e-09,1.3914790030231805e-09,1.1348593739362502e-11
2.889636829152017e-08,0.001886969744357866,2.4720341625871759e-13,1.7922237478982561e-09,4.9419889633025957e-12,3.0642115014898964e-09,1.7874612548514565e-06,1.860674081200414e-07,4.9009093572037751e-30,-1.0208749563175911e-28,6.4048736981606948e-23,5.8994753779182736e-15,3.3868148111006068e-21,1.6480724247966149e-13,5.8768700561954851e-15,3.213739348725882e-23,7.4527111684833757e-21,2.5875419342012314e-17,1.3046051539146141e-18,3.9979702329179492e-27,3.0219189783359191e-16,4.338217106842857e-26,8.495753858029641e-15,1.0428962130316463e-17,3.7235136638510146e-06,2.8481125149820048e-13,8.6236383737443997e-13,1.3590433790262571e-09,1.0879965389840077e-37,3.6172485922863305e-24,6.022020739720564e-15,1.4901850468480483e-17,9.6991804056786139e-25,0.88129999999999997,0.0,0.0,0.0,0.0094957587173035152,0.10874996073207148,9.9999999835171296e-05,1.3158684601179609e-05,0.0001549943584195414,0.00010511168690786192,1.0654437922189395e-10,4.42302053284378e-05,6.9784977355954846e-10,6.9986014008804611e-07,6.724444378610144e-13,7.1206234009586619e-15,6.1267241102749568e-06,5.924133178855674e-06,1.4836848872446158e-05,2.5562362391957162e-05,6.327972248653299e-15,1.3000336034958296e-10,1.1637043477842638e-13,1.0934723986905676e-09,1.9817066826357145e-05,2.275805689559216e-09,6.3303111826059154e-10,1.6410116630681038e-10,1.0951231175806352e-10,1.4695958469274626e-10,5.0467496055206303e-08,3.7198381780606545e-06,2.2411941038870775e-09,1.4354595978954455e-09,1.1509629446558527e-11
2.936343605639139e-08,0.001886968320604906,2.551427139344978e-13,1.8479901178889859e-09,5.013982374131301e-12,3.2392919305769701e-09,1.8369754809704871e-06,1.9739819119135158e-07,5.6200289825898608e-30,5.8276024906740813e-28,7.205737897486876e-23,6.3930002062736549e-15,3.7893298588980612e-21,1.7413375541828684e-13,6.3690088587461047e-15,3.6753342580666849e-23,8.261511953711631e-21,2.8503887954806764e-17,1.4803486828585296e-18,4.6054411334561419e-27,3.2806081185837338e-16,4.9919532156741726e-26,9.0961034952010371e-15,1.1594723785148993e-17,3.8391483799630778e-06,2.9457139833858272e-13,9.0745169797162077e-13,1.4649884013428876e-09,1.2626480430848394e-37,3.6179008483857439e-24,6.5233231735330712e-15,1.6586190779104216e-17,1.0772333459814858e-24,0.88129999999999997,0.0,0.0,0.0,0.0094894113303523858,0.10874902936279238,9.9999999825842428e-05,1.3362497464813734e-05,0.00015717569063058309,0.00010648976362749363,1.0804300088367407e-10,4.4811090300734143e-05,6.9740378862984151e-10,7.0970466434523023e-07,6.8127579793818831e-13,7.2207850558808323e-15,6.4060716590921463e-06,6.1820030237594336e-06,1.5071410597188394e-05,2.6353421219516484e-05,6.6022876505299527e-15,1.3571049938081529e-10,1.2168935968985331e-13,1.147506044955995e-09,2.0131074057006158e-05,2.4256176435287086e-09,6.7506083581928139e-10,1.760145912514272e-10,1.1802975211290182e-10,1.6164897499834589e-10,5.1135277109921828e-08,3.8353587989850531e-06,2.3107773919351993e-09,1.4800279689495552e-09,1.1669716283622862e-11
2.9830503821262606e-08,0.0018869668951259422,2.6321374838910967e-13,1.9045242444884423e-09,5.0857841062113288e-12,3.4208512790399462e-09,1.8868098282528202e-06,2.091971969974086e-07,6.4452878803100375e-30,-5.7191720804968158e-28,8.0901571232933332e-23,6.921237467095557e-15,4.2313326803409665e-21,1.8382301277438038e-13,6.8958309416318492e-15,4.1940525733882433e-23,9.1430971774865635e-21,3.1349123971306654e-17,1.6764059266827493e-18,5.2941728750830514e-27,3.5580324273842792e-16,6.0994593054719939e-26,9.7312361418718153e-15,1.2872817107066019e-17,3.9562966187413181e-06,3.044772568488549e-13,9.5404053174548335e-13,1.5771511908622028e-09,1.4655350039883614e-37,3.6186643545500895e-24,7.0596661953896686e-15,1.8434404461652919e-17,1.1944167900573241e-24,0.88129999999999997,0.0,0.0,0.0,0.0094830675972336059,0.10874809476344582,9.9999999816150609e-05,1.3566032652774018e-05,0.00015934468342027389,0.0001078560522798766,1.0953311388403946e-10,4.5386985581756536e-05,6.969580578234629e-10,7.1949329621315318e-07,6.9003129831444944e-13,7.3203780419615504e-15,6.6928899079005593e-06,6.4465515607046415e-06,1.5305806007531957e-05,2.7154972833508328e-05,6.8836859883607135e-15,1.4156688750389589e-10,1.2715101426155687e-13,1.2031394117382062e-09,2.0444881669969671e-05,2.5823084966911575e-09,7.1903825970865027e-10,1.8854741112977804e-10,1.270267160708674e-10,1.7750806042842288e-10,5.1797367893014639e-08,3.952391451719054e-06,2.3812705180637975e-09,1.5251791118689046e-09,1.1828851083218165e-11
3.0297571586133826e-08,0.0018869654678441302,2.7141769055218024e-13,1.9618209586454954e-09,5.1570702353659157e-12,3.6089833686988255e-09,1.936948240344568e-06,2.2147373861878795e-07,7.3908745596214613e-30,1.5752617608618889e-27,9.0650345928528314e-23,7.4861879399542664e-15,4.7158509234458636e-21,1.9388133750424336e-13,7.459342440294506e-15,4.7757924587818066e-23,1.0102599124410728e-20,3.4424495048287142e-17,1.894720294347431e-18,6.0735996586346623e-27,3.8553125297412709e-16,6.6827448804829558e-26,1.0402687059270672e-14,1.4272424151160533e-17,4.0749454111527838e-06,3.1452765373491558e-13,1.0021509678608375e-12,1.6957739310027484e-09,1.7008766721660437e-37,3.6195518140837065e-24,7.6330522555925671e-15,2.0460001526739811e-17,1.3221844982663132e-24,0.88129999999999997,0.0,0.0,0.0,0.0094767276210409902,0.10874715691267772,9.9999999806089498e-05,1.3769290432752937e-05,0.00016150128246378919,0.000109210523538395,1.1101468093390644e-10,4.5957879049048776e-05,6.9651258871178259e-10,7.2922579071223464e-07,6.9871075468863368e-13,7.4193998666923337e-15,6.9872189331642437e-06,6.7178207049834739e-06,1.5540035201744684e-05,2.7966940327397442e-05,7.1722114880356973e-15,1.4757348502175677e-10,1.3275617442028669e-13,1.2603843558499872e-09,2.075848978587578e-05,2.7460493066845353e-09,7.6501239595034186e-10,2.0171836893715636e-10,1.3651936177036555e-10,1.9460595692435074e-10,5.2453753800988168e-08,4.0709231801063569e-06,2.4526656484289915e-09,1.5709080089743067e-09,1.1987030847699527e-11
3.0764639351005046e-08,0.0018869640386849117,2.7975588931415033e-13,2.0198772041488441e-09,5.2284578829775472e-12,3.8037796495173076e-09,1.9873747694155142e-06,2.3423701351855871e-07,8.4725673216657907e-30,-2.6203720012211887e-27,1.0137681206498496e-22,8.0899401247285473e-15,5.246045001129172e-21,2.0431494074775505e-13,8.0616380391785332e-15,5.4269358656423084e-23,1.1145405717477521e-20,3.7743869867528915e-17,2.1373797091190101e-18,6.9540849901243643e-27,4.1736207258001792e-16,8.8723470456086593e-26,1.1112031179229005e-14,1.5803356884005105e-17,4.1950817564188851e-06,3.247214111942628e-13,1.051803411191088e-12,1.8211029217078128e-09,1.9734370066952779e-37,3.6205911667579972e-24,8.2455702985046782e-15,2.2677410025774015e-17,1.4612898078726939e-24,0.88129999999999997,0.0,0.0,0.0,0.0094703915028498727,0.10874621579040712,9.9999999795652859e-05,1.3972271074551301e-05,0.00016364543595383951,0.00011055315081142855,1.1248766647761383e-10,4.6523759734129416e-05,6.9606738871830433e-10,7.3890191424971462e-07,7.0731400030378393e-13,7.5178481534182195e-15,7.2890963783706078e-06,6.995850550087954e-06,1.5774098280619867e-05,2.8789246671055111e-05,7.467906440098521e-15,1.5373121129049503e-10,1.3850556950597906e-13,1.3192521798839308e-09,2.1071898528390806e-05,2.9170107676792318e-09,8.1303215708456123e-10,2.1554627327280291e-10,1.4652395090497177e-10,2.1301436577825244e-10,5.3104421555899103e-08,4.1909409962762581e-06,2.524954930149234e-09,1.617209630391097e-09,1.2144252800652289e-11
3.118500033938914e-08,0.0018869627507767238,2.8737618487219795e-13,2.0727732312565388e-09,5.2920920850837335e-12,3.9848678357141614e-09,2.0329919030282289e-06,2.4614762208883011e-07,9.5769070855263179e-30,2.2688169222364218e-28,1.1193036279238498e-22,8.6682910868407691e-15,5.7650449823561433e-21,2.1403108771660002e-13,8.6386688267719826e-15,6.0779882610045695e-23,1.2159821563583621e-20,4.0951797513571971e-17,2.3784357573166882e-18,7.8422974717272079e-27,4.4790887620736238e-16,1.1014673028210027e-25,1.1784173032635745e-14,1.7302104543461677e-17,4.3044655563748155e-06,3.3401739013942593e-13,1.0978257102056875e-12,1.9398396822017199e-09,2.2549895077079173e-37,3.6217161265280503e-24,8.8320921791575982e-15,2.4849777111738427e-17,1.5968316535125183e-24,0.88129999999999997,0.0,0.0,0.0,0.0094646923769885032,0.1087453659676435,9.9999999785933773e-05,1.4154716923679907e-05,0.00016556449234231735,0.00011175136895538426,1.1380598827943445e-10,4.7028758277804565e-05,6.9566694483712387e-10,7.4756204430833705e-07,7.1499163734126746e-13,7.6059593648753595e-15,7.567269146372587e-06,7.2518894863966233e-06,1.5984613108297209e-05,2.953809834205521e-05,7.7401951801286978e-15,1.5940310702323783e-10,1.4380391151632649e-13,1.3736296814854151e-09,2.1353796037015934e-05,3.0771904557597892e-09,8.5803928223065885e-10,2.285686660325735e-10,1.5597930866212719e-10,2.307637879437708e-10,5.3685123598785514e-08,4.3002168781003145e-06,2.5907732787170597e-09,1.6593666028038703e-09,1.2284931441220136e-11
3.1563325228934825e-08,0.0018869615902669117,2.9432921571076018e-13,2.1208986120646079e-09,5.3491209430924589e-12,4.1525764855746011e-09,2.0742264324668978e-06,2.5721594200148317e-07,1.0688774872833767e-29,2.0597785551521862e-28,1.2220814472356056e-22,9.2185506882839496e-15,6.2682143274958801e-21,2.2304334986442474e-13,9.1877377284943691e-15,6.7212183639528282e-23,1.3137953649650468e-20,4.4026803818583031e-17,2.6152334823763982e-18,8.7269855778961058e-27,4.7701898004159811e-16,1.2307778700593179e-25,1.2417455772385898e-14,1.8755838181532647e-17,4.4039242925722994e-06,3.4248152382714371e-13,1.1403397086721264e-12,2.0516735579392867e-09,2.541481027365929e-37,3.6228983319482373e-24,9.3899323160299702e-15,2.6958235413693211e-17,1.727717824322156e-24,0.88129999999999997,0.0,0.0,0.0,0.0094595659627715011,0.10874459883777861,9.9999999776918699e-05,1.4318726609037474e-05,0.0001672829614276095,0.00011282153327262599,1.1498649189775673e-10,4.747977325994533e-05,6.9530674106474193e-10,7.553168399294431e-07,7.2184854688039865e-13,7.6848593851006951e-15,7.8228966141712149e-06,7.4870552416981419e-06,1.6173961545102942e-05,3.021912506046654e-05,7.9902714773396243e-15,1.6461359305999281e-10,1.4867316888450497e-13,1.4237069829582508e-09,2.1607365884345945e-05,3.2265730154633963e-09,9.0002550378799592e-10,2.4076824077056502e-10,1.648649038326693e-10,2.4774355164466321e-10,5.420378054765202e-08,4.3995774901107704e-06,2.6506188360167882e-09,1.6976979843620604e-09,1.2410875582274917e-11
3.194165011848051e-08,0.0018869604284004024,3.0137287361630596e-13,2.169513077816433e-09,5.4060760099293796e-12,4.3248121913757185e-09,2.1156220490364584e-06,2.6861955285551164e-07,1.1923971836764659e-29,2.1982025944179362e-28,1.3327139216741537e-22,9.7982806459137133e-15,6.8075565590130704e-21,2.3231249465405401e-13,9.7662794312201847e-15,7.423056771187199e-23,1.4181196288553566e-20,4.7288207394095389e-17,2.8722276163392697e-18,9.6998428685830924e-27,5.0773486478812585e-16,1.3296200377249164e-25,1.30785291944087e-14,2.03153647182186e-17,4.5043358075697891e-06,3.5103761079876658e-13,1.1839009628463683e-12,2.1683584228262906e-09,2.8629664831273148e-37,3.6242207424770579e-24,9.9774555389819192e-15,2.9221454454265588e-17,1.8675095067352959e-24,0.88129999999999997,0.0,0.0,0.0,0.0094544422529249175,0.10874382952987242,9.9999999767646521e-05,1.4482554950425772e-05,0.00016899318103711988,0.00011388388829970484,1.1616130759418778e-10,4.7927483578361474e-05,6.9494672657801944e-10,7.6303427216790317e-07,7.2865521467349139e-13,7.7633792571197415e-15,8.0835356673893028e-06,7.7267220573897842e-06,1.6363201180876173e-05,3.0906797799788098e-05,8.2451205544679134e-15,1.6992473614531856e-10,1.5363820496984525e-13,1.4748673534392626e-09,2.1860805152316842e-05,3.3809948841311374e-09,9.4344038595173102e-10,2.5343243725577976e-10,1.7411558523397777e-10,2.6571925149939949e-10,5.4718666488011403e-08,4.499889942725388e-06,2.7110370301367404e-09,1.7363961529765275e-09,1.2536186925239169e-11
3.2319975008026196e-08,0.0018869592651420046,3.0850804571790675e-13,2.2186147186149059e-09,5.462837322779669e-12,4.501618879443769e-09,2.1571705253820449e-06,2.8036309563838026e-07,1.3294613037355338e-29,9.973824710544978e-29,1.4516734446411266e-22,1.0408769328653781e-14,7.3850789306762459e-21,2.4184159675231163e-13,1.0375587459292452e-14,8.1879502139546758e-23,1.5292935409510941e-20,5.0744343409471384e-17,3.1508381679320337e-18,1.0768509877857408e-26,5.4012940496598912e-16,1.4577190398427075e-25,1.3768305177529576e-14,2.1987235358424745e-17,4.6056931444686764e-06,3.5968501870102576e-13,1.2285198857395949e-12,2.2900327170188286e-09,3.2233065515823335e-37,3.625677561682434e-24,1.0595947468853351e-14,3.1649085902554767e-17,2.0166832554812025e-24,0.88129999999999997,0.0,0.0,0.0,0.0094493212973181875,0.10874305803563589,9.9999999758114216e-05,1.4646202095072041e-05,0.00017069512840020624,0.00011493842503533725,1.1733041975189271e-10,4.8371885568346432e-05,6.9458690504033554e-10,7.7071423842233663e-07,7.3541158500496458e-13,7.8415179370299379e-15,8.3492017387935028e-06,7.9709077872459188e-06,1.6552332073812387e-05,3.1601075445299684e-05,8.5047612179488255e-15,1.7533694720191379e-10,1.5869931979837964e-13,1.5271157515848045e-09,2.2114113912205754e-05,3.5405456737741605e-09,9.8830962646610831e-10,2.6657132667238792e-10,1.8374014769662475e-10,2.8473408057947945e-10,5.5229776850886047e-08,4.6011472859522372e-06,2.7720236591492252e-09,1.7754584172539256e-09,1.2660864327976996e-11
3.269829989757188e-08,0.001886958100457487,3.1573564521470214e-13,2.2682012393501576e-09,5.5193329743048486e-12,4.6830394098769284e-09,2.1988636963122391e-06,2.9245115120534815e-07,1.4813768080082934e-29,3.1516236983527906e-28,1.5794523148965325e-22,1.1051347134141466e-14,8.0028725376214803e-21,2.5163367813816271e-13,1.1016997851541329e-14,9.0206101399872304e-23,1.6476680669673897e-20,5.4403762306611459e-17,3.45256177045826e-18,1.1941185733998449e-26,5.742779786691606e-16,1.6126569355459214e-25,1.4487712038678395e-14,2.3778332948351807e-17,4.7079893383796187e-06,3.6842311386394372e-13,1.2742067938441096e-12,2.4168364922851782e-09,3.6267252118754142e-37,3.6272868035124947e-24,1.1246734946634111e-14,3.4251274969820506e-17,2.175733673856327e-24,0.88129999999999997,0.0,0.0,0.0,0.0094442031449664867,0.10874228434730131,9.9999999748318693e-05,1.480966819102211e-05,0.00017238878179664038,0.00011598513560040629,1.1849381347735577e-10,4.8812976038512971e-05,6.9422728005248282e-10,7.783566408429012e-07,7.4211760935524652e-13,7.9192744292725462e-15,8.6199092592398358e-06,8.2196295221041725e-06,1.6741354283098414e-05,3.2301916854669526e-05,8.7692114638647291e-15,1.8085061998804861e-10,1.6385679420298967e-13,1.5804569051079755e-09,2.236729223647663e-05,3.7053146685763632e-09,1.0346588332242106e-09,2.8019498681153693e-10,1.9374741074490674e-10,3.048323941791729e-10,5.5737107611535258e-08,4.7033425618164865e-06,2.8335745163571611e-09,1.8148820827454021e-09,1.2784906723913176e-11
3.307662478711757e-08,0.0018869569343135985,3.2305662133032101e-13,2.3182701593903009e-09,5.5756419510766133e-12,4.8691155707147938e-09,2.2406934608595021e-06,3.0488823852650852e-07,1.6495578302322509e-29,1.9378614932933922e-28,1.7165631605401161e-22,1.1727387271151366e-14,8.6631042253202273e-21,2.6169170749601612e-13,1.1691889973085444e-14,9.9260244218376803e-23,1.7736068111579208e-20,5.8275229031387933e-17,3.7789744906593174e-18,1.3226662809525805e-26,6.1025851949378002e-16,1.7985977112844046e-25,1.5237694379776817e-14,2.5695886607649799e-17,4.8112174174593051e-06,3.7725126153479473e-13,1.3209719071768261e-12,2.5489113802310199e-09,4.0778388454299373e-37,3.6290768379914662e-24,1.1931186759540601e-14,3.7038680326250484e-17,2.3451737886425141e-24,0.88129999999999997,0.0,0.0,0.0,0.0094390878440337549,0.10874150845761761,9.9999999738257039e-05,1.4972953387123883e-05,0.00017407412055003157,0.00011702401322683012,1.1965147459586289e-10,4.9250752266069916e-05,6.9386785515288693e-10,7.8596138630160882e-07,7.4877324632896427e-13,7.9966477863306323e-15,8.895671666893406e-06,8.4729035944554233e-06,1.6930267868894704e-05,3.3009280862626263e-05,9.0384884828449584e-15,1.864661311976083e-10,1.6911088999842306e-13,1.6348953123923573e-09,2.2620340198757881e-05,3.8753907944312245e-09,1.0825135154414701e-09,2.9431349813498867e-10,2.0414621494207381e-10,3.2605971747309832e-10,5.6240655284129016e-08,4.806468805396136e-06,2.8956853909199265e-09,1.8546644523474663e-09,1.2908313132279976e-11
3.345494967666325e-08,0.001886955766678049,3.3047196668578358e-13,2.3688189629570334e-09,5.6317339702966124e-12,5.0598880729876803e-09,2.282651784673435e-06,3.1767881300160063e-07,1.8355310154917177e-29,3.7595736252545565e-28,1.8635393517115086e-22,1.2438306535749771e-14,9.3680196453174346e-21,2.7201859965434795e-13,1.2401687319912748e-14,1.0909468964832774e-22,1.9074862818134291e-20,6.2367722031397277e-17,4.1317346627008995e-18,1.4634362518935025e-26,6.4815156813304412e-16,1.9973742813650048e-25,1.6019212922738459e-14,2.774748480460248e-17,4.915370403936161e-06,3.8616882598641938e-13,1.3688253493401165e-12,2.6864005600169739e-09,4.5816895029237804e-37,3.6310736569866182e-24,1.2650714356919223e-14,4.0022494485013792e-17,2.5255354218459297e-24,0.88129999999999997,0.0,0.0,0.0,0.0094339754418360424,0.10874073035984509,9.9999999727926287e-05,1.5136057833010938e-05,0.00017575112502094729,0.00011805505224618235,1.2080338964677453e-10,4.9685211991995941e-05,6.9350863381785006e-10,7.9352838636130938e-07,7.5537846158157101e-13,8.0736371084135034e-15,9.1765014166711315e-06,8.7307455832303303e-06,1.7119072892317585e-05,3.3723126285580885e-05,9.3126086651738617e-15,1.9218384056487404e-10,1.7446185016062057e-13,1.6904352441692495e-09,2.2873257873820201e-05,4.0508625891057338e-09,1.1318990750096436e-09,3.089369398886851e-10,2.1494541826903928e-10,3.4846275259614575e-10,5.6740416916293234e-08,4.9105190458467214e-06,2.9583520684725462e-09,1.8948028266985953e-09,1.3031082644435332e-11
3.383327456620894e-08,0.0018869545975194943,3.3798272582947384e-13,2.4198452886698878e-09,5.6876378369082336e-12,5.2553965468645061e-09,2.3247307017982881e-06,3.3082726489371921e-07,2.0409403476663463e-29,1.3094256086344218e-28,2.0209353893391311e-22,1.3185566055801982e-14,1.0119939031270291e-20,2.8261721508651625e-13,1.3147858294153053e-14,1.1976519641751867e-22,2.049696149799697e-20,6.6690432021505091e-17,4.5125856743611096e-18,1.6174371544819285e-26,6.8804032223397271e-16,2.2372068634578035e-25,1.6833244336326466e-14,2.9941090480678804e-17,5.0204413150962436e-06,3.9517517048672999e-13,1.4177771475906479e-12,2.8294487263959041e-09,5.1437749796186623e-37,3.6333028967375924e-24,1.3406772535827455e-14,4.3214464181545299e-17,2.7173695489880788e-24,0.88129999999999997,0.0,0.0,0.0,0.0094288659848449728,0.10873995004775065,9.9999999717323575e-05,1.5298981679086638e-05,0.00017741977659999148,0.00011907824807835583,1.2194954587876935e-10,5.0116353416230742e-05,6.9314961946180403e-10,8.0105755724442759e-07,7.61933227746235e-13,8.1502415431386166e-15,9.4624099896683903e-06,8.9931703186679116e-06,1.7307769415422178e-05,3.4443411926070547e-05,9.5915876059865674e-15,1.9800409097132677e-10,1.7990989900581946e-13,1.7470807452182297e-09,2.3126045337555052e-05,4.2318181739024428e-09,1.1828407982814523e-09,3.2407538637644033e-10,2.261538926382086e-10,3.720893848952975e-10,5.7236390083671273e-08,5.0154863073862217e-06,3.0215703317209141e-09,1.935294504560492e-09,1.3153214426352406e-11
3.4211599455754624e-08,0.0018869534268075446,3.4558998242925116e-13,2.4713466055354715e-09,5.7432857437950438e-12,5.4556795386890006e-09,2.3669223171790531e-06,3.4433791785348605e-07,2.2675549240251658e-29,4.9923280792855842e-28,2.1893272774914814e-22,1.3970672020011176e-14,1.0921268811013308e-20,2.9349035937914534e-13,1.3931916960891444e-14,1.3133063677473503e-22,2.2006395053484208e-20,7.1252760528310941e-17,4.9233587367881615e-18,1.7857479134376453e-26,7.3001068519389351e-16,2.4858198795091698e-25,1.768078105776093e-14,3.2285052757119543e-17,5.1264231642437569e-06,4.0426965748612495e-13,1.4678372329196624e-12,2.9782020577423234e-09,5.7700820270442801e-37,3.6357896259243764e-24,1.4200860106296527e-14,4.6626910964369256e-17,2.921246648903473e-24,0.88129999999999997,0.0,0.0,0.0,0.0094237595186919213,0.10873916751560216,9.9999999706446087e-05,1.5461725076508539e-05,0.0001790800577002318,0.00012009359722015571,1.2308993124463906e-10,5.0544175192836525e-05,6.9279081543761562e-10,8.0854881979879604e-07,7.6843752436027898e-13,8.2264602851839568e-15,9.7534079026608599e-06,9.2601918873026861e-06,1.7496357501185546e-05,3.5170096577088358e-05,9.8754401105904136e-15,2.0392720855509879e-10,1.8545524237115217e-13,1.8048356361024889e-09,2.3378702666953698e-05,4.4183452263686273e-09,1.2353638481548721e-09,3.397389033393037e-10,2.3778052049375013e-10,3.9698868850664508e-10,5.7728572884452358e-08,5.1213636102546254e-06,3.0853359610217486e-09,1.9761367831895583e-09,1.3274707715438433e-11
