Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154)
9.156317592934512e-09,0.002689526985568771,6.770645563058426e-15,5.2467305315591637e-11,6.6360363251604799e-13,2.8195399124251204e-11,7.1419144966653182e-08,2.9218332420474638e-10,2.7319495685848451e-33,-4.9774493774742626e-28,8.9351901094797144e-24,-1.2990038272343734e-18,-1.5817218622426426e-23,4.0638150573804114e-15,4.6395064986381115e-18,3.0155256100320667e-24,1.4100046572909953e-24,8.0072262626260885e-21,2.2353632089288736e-23,1.3788485224075513e-32,2.105936348090133e-19,6.7128743338426557e-19,2.2899754570677987e-17,3.0199702984248954e-17,1.6299207251264398e-07,5.0662625821106083e-15,2.8280047965700806e-15,3.3153188750245058e-12,-1.326644917961328e-41,3.5804345396292892e-20,4.8239899742351212e-18,6.2141753323618629e-22,1.0935607320083547e-28,0.88129999999999997,0.0,0.0,0.0,0.0098221034242325835,0.10879561582290478,9.9999999999886706e-05,3.3575342259395971e-06,2.8330112629580214e-05,2.1067250667070475e-05,1.4755690411247439e-11,7.1758943830271523e-06,4.4761891654680916e-10,9.7199333707843808e-08,1.1682020932713282e-13,1.0513760530236303e-15,3.9198138203213788e-08,6.8773894640360392e-08,2.9262551895608669e-06,9.0643317965880813e-07,4.9226410813771506e-17,1.2225849145375555e-12,5.7153360109935684e-16,3.278670249558565e-12,3.7556061150191632e-06,2.1415370579348101e-12,4.4876322507943745e-13,7.7716473468552385e-14,2.3131378662920012e-14,5.3090943942495752e-15,8.4047228121716492e-09,1.6278665556434754e-07,7.2894343049565567e-11,4.7179120902855245e-11,5.8891993616979754e-15,8.535141124738377e-11,-5.5731028133399663e-17,1.8047583921884784e-10,3.9336137660175175e-15,9.2427254671241116e-13,1.5533799063479959e-11,2.2203900999767795e-10,1.9006547840426982e-13,1.3499587174479273e-13,4.7484914475613814e-13,1.685717531852531e-19,4.9240529593376529e-15,1.6398681920637127e-15,3.8382029244298945e-23,1.0978012227050427e-18,2.1848154103967831e-23,9.827437722656081e-19,3.6682831184603557e-15,6.176017632255643e-12,2.2045021257778349e-17,6.0943936135908617e-17,8.6824262700918011e-22,4.7700797534795442e-17,2.5533679658934437e-11,1.0281178647936762e-14,3.4101213822480738e-19,5.3344876243484031e-21,2.6139041893766282e-18,3.9505205476654372e-15,1.4402042374377919e-19,3.0445928130528575e-20,1.5455443033416302e-25,7.464016384582607e-23,4.9504106912849475e-27
9.407288708398658e-09,0.002689526471915716,7.1420474671475537e-15,5.5245903914242791e-11,6.8088806129137384e-13,3.0069407480312736e-11,7.5347436632127017e-08,3.2529569646392461e-10,3.3669409449889131e-33,-5.7796506396994745e-32,9.3187158809529528e-24,-6.9623986595375566e-19,-1.0060060956000876e-23,4.2816217698584279e-15,5.1441011446964977e-18,3.2427885803685722e-24,1.6293089504751239e-24,9.1141406184924192e-21,2.6676660007811124e-23,1.6492302497907492e-32,2.334041820577654e-19,6.0035280703335197e-19,2.4850462172433154e-17,3.0257789691263053e-17,1.7220514926830212e-07,5.443453646473286e-15,3.1290079306495322e-15,3.6305979422801297e-12,-1.0938467887171831e-42,3.6090732890767191e-20,5.342417876389515e-18,7.2208514139839092e-22,1.273839703007491e-28,0.88129999999999997,0.0,0.0,0.0,0.0098202327206182109,0.10879541164436737,9.999999999998469e-05,3.4486901343247496e-06,2.9097571849160848e-05,2.1632405755037475e-05,1.5155394682723154e-11,7.3701784610518654e-06,4.475386552949102e-10,9.9832660911893359e-08,1.1998306340497627e-13,1.0798599639970651e-15,4.2488201226178328e-08,7.3457617631105769e-08,3.0061614689410719e-06,9.5650042543554458e-07,5.2467602562138758e-17,1.3079440859312539e-12,6.1964692283849113e-16,3.6043131686155937e-12,3.8582084452010007e-06,2.4192584661361214e-12,5.086683359056289e-13,8.9255322468305256e-14,2.7070120099009319e-14,6.3357762602142117e-15,8.6361552043459261e-09,1.7198312216768018e-07,7.7012384344368776e-11,4.9844631217530649e-11,6.0475217586781111e-15,9.5178693155055564e-11,-5.5801898024429768e-17,1.8639188793580106e-10,4.5825984057925522e-15,9.4971288857792403e-13,1.5967352252452632e-11,2.3468140745766327e-10,2.0088743600193858e-13,1.426822513624925e-13,5.0192390229697865e-13,1.7818330943625412e-19,5.4099016702918512e-15,1.8031232311902935e-15,4.2203104467302651e-23,1.2061245625837039e-18,2.4023219934748387e-23,1.1018116000344564e-18,4.1172899553178797e-15,6.3555187533611321e-12,2.2685704445727209e-17,7.0203508439947413e-17,1.000160233078489e-21,4.9087101772663051e-17,2.7042635229836712e-11,1.077945578182087e-14,3.5753869971500003e-19,5.593023502113461e-21,2.7405839447398683e-18,4.2662968614254146e-15,1.7479205513592955e-19,3.4966352546843297e-20,1.8757981431091162e-25,8.9372683265113651e-23,5.9275155955420314e-27
9.658259823862804e-09,0.0026895259590671967,7.5232664295535469e-15,5.8095444131080409e-11,6.9819061325781621e-13,3.2021898369955695e-11,7.9378181157801609e-08,3.6113079584421076e-10,3.9278217869149696e-33,-1.4162087785462746e-27,9.7053345207559055e-24,-9.6151559682856889e-20,-6.1783234301691138e-24,4.50512363114743e-15,5.6912743656316996e-18,3.4796402677627694e-24,1.8755946850617399e-24,1.034017585865405e-20,3.1698906132835688e-23,1.9649016697029215e-32,2.5815735773300908e-19,5.369154796173804e-19,2.6922867725906671e-17,3.0309748626567823e-17,1.8166832855221379e-07,5.8362093065230517e-15,3.4520102074272404e-15,3.9668983173436379e-12,8.4379716872895192e-42,3.6353664136971139e-20,5.9044824426713585e-18,8.3633170785896165e-22,1.4775586661817647e-28,0.88129999999999997,0.0,0.0,0.0,0.0098183615727203272,0.10879520740954447,0.00010000000000009201,3.5397996020032285e-06,2.9864480917175546e-05,2.2196911626938691e-05,1.5554811049279113e-11,7.5642377821083689e-06,4.4745837278669911e-10,1.0246409144108416e-07,1.2314225854432511e-13,1.1083233592071347e-15,4.5955737283519884e-08,7.8337069074797344e-08,3.0860513434908837e-06,1.0078957055443158e-06,5.5841040131509137e-17,1.3969549400194421e-12,6.703676039101661e-16,3.9515593626429607e-12,3.9607923992851116e-06,2.7236607852250669e-12,5.745024264438982e-13,1.0210020633864235e-13,3.1532221362102923e-14,7.5243463745328365e-15,8.8673234070271009e-09,1.8142868583331077e-07,8.124195893091758e-11,5.2582339938905863e-11,6.2057188855203212e-15,1.0582774709355884e-10,-5.5830046541151887e-17,1.9230906702091316e-10,5.3164594938971083e-15,9.7513457302574598e-13,1.6400603189812898e-11,2.4767112553499264e-10,2.1200668429612638e-13,1.5057978341557919e-13,5.2974345824075726e-13,1.8805926959228454e-19,5.9295544156503822e-15,1.9778377790487199e-15,4.6292395883412572e-23,1.3219850865523022e-18,2.6350962130926189e-23,1.2316781829122437e-18,4.6074417261132731e-15,6.5349050315097458e-12,2.3325975528907468e-17,8.0578216399975075e-17,1.1479647975268595e-21,5.0472514302149417e-17,2.8594805328449016e-11,1.1285562204614835e-14,3.7432489134347795e-19,5.8556216823065907e-21,2.8692538510265916e-18,4.5971340274922758e-15,2.1109634600653663e-19,3.9998425910186684e-20,2.265438832089287e-25,1.0700661336408742e-22,7.0970490049418101e-27
9.90923093932695e-09,0.0026895254470151045,7.9142942375799304e-15,6.1015865725278925e-11,7.1543763366859238e-13,3.4054937756799758e-11,8.3511121049799027e-08,3.9983174253296543e-10,4.4428455627244429e-33,2.7036065058549599e-27,1.0094875354489587e-23,5.0426958042512748e-19,-3.5555823905139127e-24,4.7343640207119564e-15,6.283650401517252e-18,3.7261555028974278e-24,2.1513345119540948e-24,1.1694687101956041e-20,3.7512340642338477e-23,2.3322578103334259e-32,2.8497505924930476e-19,4.8018325941345286e-19,2.9121650568192466e-17,3.0356230171739182e-17,1.9138132357962882e-07,6.2446318029349431e-15,3.7978982133932741e-15,4.3251205130706092e-12,1.6116902823410375e-41,3.6594893867871225e-20,6.5128690467397497e-18,9.6564424768626093e-22,1.706990677350626e-28,0.88129999999999997,0.0,0.0,0.0,0.0098164899861417909,0.10879500311581633,0.0001000000000002089,3.6308626395393613e-06,3.0630834744320991e-05,2.2760763247598348e-05,1.5953936860308438e-11,7.7580706188004049e-06,4.4737806927720482e-10,1.0509360783254793e-07,1.2629776662397478e-13,1.1367660497632278e-15,4.9605222144077443e-08,8.3415792268957257e-08,3.1659248098576278e-06,1.0606175505913969e-06,5.9349113418637835e-17,1.4896849799837802e-12,7.237619656570379e-16,4.3211387024981613e-12,4.0633579732871703e-06,3.056437864981992e-12,6.4665393981550545e-13,1.1635420479935379e-13,3.6568092217904137e-14,8.8948041650627753e-15,9.0982253542699424e-09,1.9112301593300561e-07,8.5582918176616342e-11,5.5392150856185645e-11,6.3637896864197123e-15,1.1734266238866689e-10,-5.581555557210107e-17,1.9822704807148497e-10,6.1435261594781533e-15,1.0005374300300229e-12,1.6833548974137521e-11,2.610078906673377e-10,2.234229875678459e-13,1.5868830048312647e-13,5.5830722230792877e-13,1.9819942410373053e-19,6.4844252372785739e-15,2.1644952176840508e-15,5.0661217319039713e-23,1.445698092683733e-18,2.8837820847643829e-23,1.3730027263886858e-18,5.1412768605161528e-15,6.7141760826670245e-12,2.3965833136530524e-17,9.2168420279152535e-17,1.3130861229208249e-21,5.1857032157152476e-17,3.0190162250233617e-11,1.1799307634368528e-14,3.9136440037652668e-19,6.1221834352850521e-21,2.9998655186669219e-18,4.9432639520038951e-15,2.5374844730884469e-19,4.5582530529548262e-20,2.7232176396193003e-25,1.2805004486215144e-22,8.4927083149256848e-27
9.999999999999999e-09,0.0026895249357513284,8.058131474088115e-15,6.2089539554442441e-11,7.2167416571341298e-13,3.4810472513564462e-11,8.5031000749796227e-08,4.1456274674824611e-10,4.6219708745357624e-33,3.2849978301531809e-27,1.0236449287321344e-23,7.2206746385884585e-19,-2.8293119352646382e-24,4.8186959465421615e-15,6.5095515283557395e-18,3.8177063757236912e-24,2.2588185451587994e-24,1.2218103012624007e-20,3.982908285358674e-23,2.4792083515978942e-32,2.9520703152869777e-19,4.6117596390413332e-19,2.9948924362391619e-17,3.0371807385362926e-17,1.9495569390916918e-07,6.3962229693922638e-15,3.9288040487331347e-15,4.4602558548670037e-12,1.8555836784651161e-41,3.6677118498093826e-20,6.7448484036737132e-18,1.0164315767617229e-21,1.7967662660940771e-28,0.88129999999999997,0.0,0.0,0.0,0.0098158129799731497,0.10879492921361814,0.00010000000000025356,3.6637860998830696e-06,3.0907865256948224e-05,2.2964530146355091e-05,1.6098217170187341e-11,7.8281182984388263e-06,4.4734902067704747e-10,1.0604415384795266e-07,1.2743811014281456e-13,1.1470478210665979e-15,5.0970804139431613e-08,8.5302374823520079e-08,3.1948087128275043e-06,1.0800118966372036e-06,6.0651497874242243e-17,1.5241516453805677e-12,7.4374435923624443e-16,4.4604456217174213e-12,4.1004484756405529e-06,3.1841176700015146e-12,6.7438200404058044e-13,1.2187718004699398e-13,3.8540967658877923e-14,9.4394195802297375e-15,9.1816700103445816e-09,1.9469036863557439e-07,8.7180316907499893e-11,5.6426114495426637e-11,6.4209280582827882e-15,1.2172921078296372e-10,-5.5799796994208372e-17,2.0036755404928205e-10,6.4673084440267776e-15,1.0097202467482918e-12,1.6990057356665812e-11,2.6591681946960104e-10,2.2762503775037014e-13,1.6167283875497476e-13,5.6882105490465263e-13,2.0193184139849071e-19,6.6940560519031006e-15,2.2350396647750573e-15,5.2312349440698415e-23,1.4924370888281335e-18,2.9777692703182361e-23,1.4270683544691124e-18,5.3456116179696387e-15,6.7789848436041638e-12,2.4197149241997074e-17,9.6680006860518657e-17,1.3773610315011227e-21,5.2357551763947174e-17,3.077778601737302e-11,1.1986960217767747e-14,3.9758830344722463e-19,6.2195487815455079e-21,3.0475731413162767e-18,5.0722589433680064e-15,2.7091101115333602e-19,4.7746195292251477e-20,2.9074234527151766e-25,1.3661090108112839e-22,9.0604876901439333e-27
1.0160202054791095e-08,0.0026895249357513284,8.3151224186228607e-15,6.4007102079123355e-11,7.327195490794769e-13,3.6170640900218525e-11,8.7745994077489832e-08,4.4154506353202374e-10,4.9321076791362692e-33,-3.0002508093505347e-27,1.0487178160617566e-23,1.107894701298923e-18,-1.7704702663328125e-24,4.9693911615602255e-15,6.9239536030665715e-18,3.982405009211099e-24,2.4591532475804941e-24,1.3187513135879528e-20,4.4218388813882271e-23,2.7584421259360882e-32,3.1398398819899854e-19,4.2944760782961021e-19,3.1451557533827762e-17,3.0397816224247732e-17,2.013438453373076e-07,6.6688163302613946e-15,4.1675637006082949e-15,4.7061900687143444e-12,2.2517275212819267e-41,3.6816068518165222e-20,7.1703645227428564e-18,1.111636299496918e-21,1.9645587854453694e-28,0.88129999999999997,0.0,0.0,0.0,0.0098146179664793422,0.10879479876057321,0.00010000000000033552,3.7218792575466868e-06,3.1396628254940566e-05,2.3323955601877583e-05,1.6352769472299139e-11,7.9516752506428771e-06,4.4729774502118154e-10,1.07721192670144e-07,1.2944955963523114e-13,1.165187847280172e-15,5.3441115915385113e-08,8.8697322117354251e-08,3.2457818647342401e-06,1.1146644827145435e-06,6.2994206634476491e-17,1.5862015515837663e-12,7.798961031680807e-16,4.7137804133708176e-12,4.1659051632304442e-06,3.4193361072166064e-12,7.2552382491356862e-13,1.3212501578616924e-13,4.2231145729833015e-14,1.0468963060453599e-14,9.3288589882831852e-09,2.0106577851749899e-07,9.0035111961777305e-11,5.8273966795934044e-11,6.5217331291169331e-15,1.2976862335713243e-10,-5.5758298366907824e-17,2.0414555179649579e-10,7.0726835826715908e-15,1.0259212913151053e-12,1.7266186714415475e-11,2.7469142699028625e-10,2.3513610812654259e-13,1.6700763374389109e-13,5.8761459927908785e-13,2.086035616673249e-19,7.075951371427267e-15,2.3635868883579698e-15,5.532106889050059e-23,1.5775840509559915e-18,3.1490342281611973e-23,1.5264653852363534e-18,5.7214153541068097e-15,6.893331563872914e-12,2.4605276044379505e-17,1.0508052923979469e-16,1.497040188927902e-21,5.324065268872072e-17,3.1828678203201545e-11,1.2320510683129725e-14,4.0865120912034717e-19,6.3926146461429849e-21,3.1323728196637756e-18,5.3049129718234503e-15,3.0365823161594278e-19,5.1760857939959046e-20,3.2589029641196106e-25,1.5308477657841894e-22,1.0153079272238423e-26
1.041117317025524e-08,0.0026895244252678,8.7257390460366333e-15,6.7068996950117872e-11,7.4993740589473032e-13,3.8371171491633417e-11,9.2082533737680271e-08,4.8642067063926539e-10,5.4102565924795453e-33,6.0727999485260135e-27,1.0882092652281936e-23,1.7174719318702094e-18,-5.3537920369795756e-25,5.2102580731075991e-15,7.6150099666250789e-18,4.2484556421710927e-24,2.8018332451882369e-24,1.4828991486826187e-20,5.1928663912070107e-23,3.2514186906211511e-32,3.4531573397144757e-19,3.8407459382555319e-19,3.3917405050409337e-17,3.0435027400968383e-17,2.1155560259169347e-07,7.1088514429152048e-15,4.5619031832178627e-15,5.111058182090345e-12,2.8060624520424446e-41,3.7018729426414871e-20,7.8798586716182524e-18,1.2760558042143147e-21,2.2528420176274474e-28,0.88129999999999997,0.0,0.0,0.0,0.009812745519323509,0.10879459434121497,0.00010000000000047204,3.8128494666879024e-06,3.2161856387098042e-05,2.388648369484385e-05,1.6751306248872714e-11,8.1450499641200884e-06,4.4721740027310245e-10,1.1034682858473934e-07,1.3259760968285883e-13,1.1935885638812613e-15,5.7467862900106838e-08,9.4185185015371321e-08,3.3256225048592411e-06,1.1700350156140757e-06,6.6778698226863671e-17,1.686571840970259e-12,8.3883588266326748e-16,5.1302128911282782e-12,4.2684339651533061e-06,3.8141542317890686e-12,8.1152548422323669e-13,1.4952499503832677e-13,4.8577859870869819e-14,1.2270559675638566e-14,9.5592222594993904e-09,2.1125663632916958e-07,9.4598388685290744e-11,6.122768962574468e-11,6.6795481630024296e-15,1.4315190479270502e-10,-5.5657948950452108e-17,2.1006434045265222e-10,8.1133937774611372e-15,1.0512859880606065e-12,1.769851352988891e-11,2.8872145634275932e-10,2.4714580631469539e-13,1.7553761297958115e-13,6.1766498900618762e-13,2.192714692301294e-19,7.7055933763855963e-15,2.5756121322978793e-15,6.0283637957772337e-23,1.7179686317039493e-18,3.4315179214014074e-23,1.6927673290562707e-18,6.3505590213088052e-15,7.0723711733717361e-12,2.5244303175272389e-17,1.1942719328377328e-16,1.7014318868501458e-21,5.4623373566055199e-17,3.3510325317977562e-11,1.2848998703082749e-14,4.2617958981516295e-19,6.6668257348789383e-21,3.2667318484544027e-18,5.6823021224758728e-15,3.6183862783996136e-19,5.8577424411323797e-20,3.8833698575502661e-25,1.8277491972760841e-22,1.2122206604410165e-26
1.0662144285719386e-08,0.0026895239155564454,9.1461441725683678e-15,7.0201701069576494e-11,7.6729543857615891e-13,4.0658740828887979e-11,9.6520468391938527e-08,5.3461183799621701e-10,5.887610798972233e-33,-1.2569651517753557e-26,1.1279478007327859e-23,2.3356384062168824e-18,3.4112390895811743e-25,5.4570225816892328e-15,8.3597486558093924e-18,4.5243706651501764e-24,3.1823197004023987e-24,1.6629973409981686e-20,6.0765718038153329e-23,3.8200476799752225e-32,3.791068565125357e-19,3.4349716038949308e-19,3.6524081208579186e-17,3.0468329885768723e-17,2.2201630189738228e-07,7.5648194151359277e-15,4.9818175694444587e-15,5.5407023111165014e-12,3.3055204426412907e-41,3.7204316502390937e-20,8.6443457531144936e-18,1.4607930444422929e-21,2.5745813194310776e-28,0.88129999999999997,0.0,0.0,0.0,0.0098108726502580713,0.10879438985515198,0.00010000000000061861,3.9037732776747949e-06,3.2926514093121388e-05,2.4448342551931438e-05,1.7149544561067561e-11,8.3381930527406488e-06,4.4713703528713651e-10,1.1297049825604032e-07,1.3574188898597463e-13,1.2219680122180723e-15,6.1689891460899962e-08,9.9882898740870757e-08,3.4054467270166851e-06,1.2267276545853637e-06,7.0704960806938924e-17,1.7908628726013614e-12,9.0064693906887327e-16,5.5711635416189312e-12,4.3709443751152182e-06,4.2427430254931853e-12,9.0508471710938178e-13,1.6867119015268399e-13,5.5667833535038639e-14,1.4325362643707257e-14,9.7893131266406782e-09,2.2169524881515947e-07,9.9272595270490725e-11,6.425322025803785e-11,6.8372337776874686e-15,1.5753986730768768e-10,-5.5513990246215738e-17,2.1598321177684309e-10,9.2757158036358954e-15,1.0766313545178937e-12,1.8130526566382524e-11,3.0309769828108178e-10,2.5945184051980642e-13,1.8427806658337226e-13,6.4845778644150718e-13,2.3020293199981857e-19,8.3748352701339157e-15,2.80107833639443e-15,6.5560800194068973e-23,1.8671827363124432e-18,3.7319091619340049e-23,1.8726308039417575e-18,7.0314917326188303e-15,7.2512946509602131e-12,2.5882913600303364e-17,1.3532748868248917e-16,1.9279576614050928e-21,5.6005192779195623e-17,3.5235075657646417e-11,1.3384607641176525e-14,4.4394409981109143e-19,6.9447315809682281e-21,3.402900884931674e-18,6.0756473946208108e-15,4.2941421064873664e-19,6.6078084289468447e-20,4.6086922839000316e-25,2.1787603870201309e-22,1.4450200218596503e-26
1.0913115401183532e-08,0.0026895234066092342,9.5763137600550527e-15,7.340474646727951e-11,7.8431934215378361e-13,4.3035606937932585e-11,1.010595232060014e-07,5.8627517877150527e-10,6.3717004145511318e-33,2.726163614953107e-26,1.1679202426977511e-23,2.9649324001288141e-18,9.8527850587726937e-25,5.7097471374291361e-15,9.1612035442746943e-18,4.8102098917245485e-24,3.6037260136236764e-24,1.8601839124321857e-20,7.0863825572800541e-23,4.4741659739238999e-32,4.1549897010898273e-19,3.0720822320265477e-19,3.9276548101088664e-17,3.0498140054134931e-17,2.327256476060911e-07,8.0367965940685775e-15,5.4282118150935892e-15,5.9961267601577694e-12,3.7724828247780409e-41,3.7374172390880373e-20,9.4669259977719314e-18,1.6678888046949347e-21,2.9326855857233726e-28,0.88129999999999997,0.0,0.0,0.0,0.0098089993648608088,0.10879418529980336,0.00010000000000077541,3.9946507012681688e-06,3.369059633882447e-05,2.500952721909201e-05,1.7547481786933752e-11,8.5311028170895762e-06,4.4705665031718202e-10,1.155921844099935e-07,1.3888236987889609e-13,1.2503260054423467e-15,6.6111613890344034e-08,1.0579397234787052e-07,3.4852545280361108e-06,1.2847408965527058e-06,7.4775361077355598e-17,1.8991415072107365e-12,9.6539467370945298e-16,6.0373586344673516e-12,4.4734363892018005e-06,4.7070050708468341e-12,1.0066396580568658e-12,1.8968537057185e-13,6.3563838807496147e-14,1.6661283320397581e-14,1.001912955678157e-08,2.3238127214124394e-07,1.0405757717136008e-10,6.7350458654076912e-11,6.9947888862880683e-15,1.729809524210548e-10,-5.5325721343243313e-17,2.219019938415867e-10,1.0570325875260813e-14,1.1019572201957737e-12,1.856222295037262e-11,3.1781987008231123e-10,2.7205396717725658e-13,1.9322882156193357e-13,6.7999238164804965e-13,2.4139773344837087e-19,9.08518469044289e-15,3.0405009847453421e-15,7.1164620792253147e-23,2.0255625328978232e-18,4.0508947352110401e-23,2.0667991922612424e-18,7.7670796435027239e-15,7.430101778380109e-12,2.652110654024337e-17,1.5290710134711564e-16,2.1784081231622039e-21,5.7386108642050849e-17,3.700290122767302e-11,1.3927181896504674e-14,4.6193957683525718e-19,7.2262514493632257e-21,3.5408403581650533e-18,6.4851599861765599e-15,5.0763020435883461e-19,7.4310541744302528e-20,5.4482398321917042e-25,2.5924499261848707e-22,1.7193887876156102e-26
1.1164086516647678e-08,0.0026895228984181088,1.0016279692092687e-14,7.6679099974869798e-11,8.0209839993824678e-13,4.5504073805979007e-11,1.0569941587718288e-07,6.4157062111759593e-10,6.8671371152894769e-33,-6.3002462157003439e-26,1.2081142717613172e-23,3.6078019007743613e-18,1.4785006767244947e-24,5.9684990571665387e-15,1.0022514813062757e-17,5.1060300993688444e-24,4.069339300672713e-24,2.0756513558415088e-20,8.2369809607806025e-23,5.2246739165051378e-32,4.5463882993877063e-19,2.7475438072060941e-19,4.2179843974944475e-17,3.0524832007803643e-17,2.4368334187585358e-07,8.5248537078956234e-15,5.9019945917823565e-15,6.478363263504222e-12,4.2231123096403301e-41,3.7529546925541193e-20,1.0350807171700021e-17,1.8995428632465615e-21,3.3302378764199043e-28,0.88129999999999997,0.0,0.0,0.0,0.0098071256687012973,0.10879398067260135,0.00010000000000094254,4.0854817482777518e-06,3.4454098105697251e-05,2.5570032762952613e-05,1.7945115312674201e-11,8.7237775648812562e-06,4.4697624561676666e-10,1.1821186982614297e-07,1.4201902481200359e-13,1.2786623572855747e-15,7.0737426281576916e-08,1.1192190606024448e-07,3.5650459047924766e-06,1.3440732301051471e-06,7.899225976080892e-17,2.0114744397766311e-12,1.0331442520406355e-15,6.5295231669472805e-12,4.5759100035292267e-06,5.2088944621413722e-12,1.1166407116955283e-12,2.12694055003508e-13,7.2331870908285937e-14,1.9308489838245935e-14,1.0248669525412191e-08,2.4331435920605761e-07,1.0895317837889172e-10,7.0519303828085998e-11,7.152212591818101e-15,1.8952467751770638e-10,-5.5092264167720158e-17,2.2782054055273956e-10,1.2008537697072247e-14,1.12726342766938e-12,1.8993599885881912e-11,3.328876867706606e-10,2.8495194079279707e-13,2.0238970355140733e-13,7.1226815984928448e-13,2.5285565532972726e-19,9.8381730572847389e-15,3.2944037144060826e-15,7.7107355769711905e-23,2.1934494925332666e-18,4.3891722889649093e-23,2.2760370747916864e-18,8.5602714324548455e-15,7.6087923798182803e-12,2.7158881367324335e-17,1.7229851142223524e-16,2.4546706784087428e-21,5.8766119796259464e-17,3.8813773986023201e-11,1.4476574181881976e-14,4.8016113439817467e-19,7.5113089186709421e-21,3.6805128111884746e-18,6.911046552735133e-15,5.9786201409334999e-19,8.3324361511626341e-20,6.4167800937422587e-25,3.0785060077396513e-22,2.0417522501432088e-26
1.1389960520565408e-08,0.002689522441685977,1.0420619823424919e-14,7.9686972945620787e-11,8.1755834969913936e-13,4.7805953212085514e-11,1.0996130165304767e-07,6.9457679954718645e-10,7.3272313269665518e-33,2.124668524014553e-27,1.2444688367299047e-23,4.1999515951844158e-18,1.8396853264249161e-24,6.2065884201015533e-15,1.0851554429150271e-17,5.3808464176725604e-24,4.5290492443863293e-24,2.2862329093554304e-20,9.4061041448838724e-23,5.9924804133006269e-32,4.9233952982244418e-19,2.4848916350672445e-19,4.4925996830207218e-17,3.0546464419758501e-17,2.5375735681108467e-07,8.9779076576938436e-15,6.3525700602171061e-15,6.9361756898187112e-12,4.6245680410397948e-41,3.7657963901080126e-20,1.1201451617137872e-17,2.1309816943293258e-21,3.7244563068167148e-28,0.88129999999999997,0.0,0.0,0.0,0.0098054389955545135,0.10879379644456784,0.00010000000000110191,4.1671900475808457e-06,3.5140749249462663e-05,2.6073903041342278e-05,1.8302723667534149e-11,8.8969825058470754e-06,4.4690386472617486e-10,1.2056786187421749e-07,1.4483872038055644e-13,1.3041464170137274e-15,7.5078774570929542e-08,1.1762534753091308e-07,3.6368440985820007e-06,1.3985988977357811e-06,8.2914670983422771e-17,2.1160954921411089e-12,1.0967391163939796e-15,6.99527320715917e-12,4.6681205214473474e-06,5.6944226468041511e-12,1.2232451835854095e-12,2.3521558570636831e-13,8.1025860893099443e-14,2.1983965290757375e-14,1.0455017456159617e-08,2.5336508755959429e-07,1.1345366885726065e-10,7.3432404055043316e-11,7.2937805918288406e-15,2.0539857660151048e-10,-5.4842652741283694e-17,2.3314692849483387e-10,1.3435587693271517e-14,1.1500220625414319e-12,1.9381563651668942e-11,3.467440108253038e-10,2.9681286174395728e-13,2.1081401072292908e-13,7.4194955969417321e-13,2.6339257123384689e-19,1.0553603934150236e-14,3.5357360470507217e-15,8.2755873596317492e-23,2.3529629163586264e-18,4.7107021569427156e-23,2.477884645369676e-18,9.3258991324236833e-15,7.7695141806437686e-12,2.7732520829658427e-17,1.9141497612067139e-16,2.727016240674476e-21,6.0007355453277105e-17,4.0480341607223195e-11,1.4976741519344828e-14,4.9675001524289684e-19,7.7708255508740438e-21,3.8076704360849224e-18,7.3085115369873992e-15,6.9059336213503889e-19,9.2147336065637815e-20,7.4121678443608896e-25,3.5868252677927472e-22,2.3788806390015506e-26
