Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246)
1.4247265552855414e-11,0.0021403857161371477,1.1328155292759594e-18,1.9985884213101899e-14,1.1212047757678436e-13,1.0873209172609209e-18,1.9266616538426287e-12,1.886234098371006e-19,-2.836422431941986e-30,4.0032044745170184e-19,-1.3360614625943355e-33,-4.003408229938949e-19,1.3676294621082247e-28,-2.8100431092660857e-18,3.8863585941668114e-24,-2.9624165166567271e-30,-2.8645299776765671e-32,-7.393669629773894e-27,-9.1576179281983298e-34,1.3568035238709834e-41,1.3974106533033937e-25,6.9682349080038304e-28,5.9740085367942554e-21,2.1858437725455059e-23,2.7342384772761728e-13,8.8955310563105151e-23,9.4439068095286476e-26,2.8011518747103503e-22,-9.9450968147327571e-40,1.0077432719060834e-34,3.0572551519412459e-24,5.9167548980188982e-32,-3.3318198724387317e-42,0.88129999999999997,0.0,0.0,0.0,0.009889517705294483,0.10880299320207233,0.00010000000000000295,1.5457308929749079e-08,1.8464660495606029e-07,1.7890027035027512e-07,8.7096699621500161e-14,6.2669822336298642e-09,3.5371623643151791e-09,5.2893102663088043e-10,7.6220455920646493e-17,4.410219595756674e-18,7.4953233311301054e-16,8.4610010488325565e-13,3.6949629558649232e-08,2.0008987820600521e-11,4.0191644664282476e-20,8.640593723857005e-19,1.2326446580174307e-21,4.5501529105242042e-20,5.5978890713784619e-08,8.5552083574781855e-23,2.840768211867633e-25,2.4471705206783985e-26,2.2222730866262333e-29,3.6621311963869438e-30,7.7089449597661759e-12,2.7342385379661503e-13
1.4673962976471432e-11,0.0021403857153407674,1.2069840441818351e-18,2.1274180173309187e-14,1.1448929098698812e-13,1.1574593318524379e-18,2.0359293853287545e-12,2.0882898648781786e-19,-2.839136899327239e-30,-1.1350184418450947e-18,-1.338226952735926e-33,1.1349933525517123e-18,1.409589540056288e-28,-3.0398890240005567e-18,4.2192530060317278e-24,-2.969385406290938e-30,-3.0321431586512878e-32,-7.5693139845525449e-27,-9.8728120697278324e-34,1.4164639040615243e-41,1.5312595157395533e-25,7.266405977670804e-28,6.3497100603211286e-21,2.6760663257398404e-23,2.9835116307579425e-13,9.9993470689751284e-23,1.0935570807044231e-25,3.0844401443213464e-22,-1.0274423757512204e-39,1.0752886009150058e-34,3.350056716286001e-24,6.7032135491864522e-32,-3.7766571465679428e-42,0.88129999999999997,0.0,0.0,0.0,0.0098895032628721815,0.10880299282982242,0.00010000000000000318,1.5920227571131555e-08,1.9017526214135335e-07,1.8409017968792389e-07,8.9704549770947257e-14,6.6221808006445782e-09,3.5371574603439583e-09,5.4587040969617197e-10,8.0540470207635425e-17,4.5514600371867385e-18,8.2855318270375502e-16,8.9756109918328192e-13,3.8097558866510602e-08,2.1225193748200911e-11,4.1511187224361348e-20,9.4349006160943898e-19,1.3047295847703076e-21,4.9641051527822622e-20,5.77180153233867e-08,9.6180069723677877e-23,3.2891758920361703e-25,2.8348580858066343e-26,2.6525002438369037e-29,4.3566436658899802e-30,8.1638341021810676e-12,2.9835116953211533e-13
1.505799065772585e-11,0.0021403857146087076,1.2753133752591338e-18,2.2459054267790995e-14,1.1687732317234295e-13,1.2219738871064773e-18,2.1368448434867471e-12,2.2834619926083662e-19,-2.839165588012383e-30,7.8015764484360981e-20,-1.3520660614028391e-33,-7.8043539019796624e-20,1.4465425453474219e-28,-3.1490507861486429e-18,4.5093483720116476e-24,-2.9732074945492133e-30,-3.1863349452714602e-32,-7.7345142563012147e-27,-1.0544676970501353e-33,1.4510420058919791e-41,1.6587965240224008e-25,7.4296085213818745e-28,6.6976105944788826e-21,2.9653418056948243e-23,3.220228566241509e-13,1.1077294197831351e-22,1.2433447767520042e-25,3.3547040122341504e-22,-1.0570675277812213e-39,1.1392012079151196e-34,3.6290611480440974e-24,7.4769069617740078e-32,-4.2642817202172946e-42,0.88129999999999997,0.0,0.0,0.0,0.0098894902646946333,0.10880299248764375,0.0001000000000000033,1.6336853409267072e-08,1.9515103881864123e-07,1.8875392002741729e-07,9.205160790973828e-14,6.9490107314600353e-09,3.5371530467709442e-09,5.6111580851239401e-10,8.4515458209679517e-17,4.6785760514052158e-18,9.0463077305662235e-16,9.4517661133007448e-13,3.9130693697394068e-08,2.2350453436977839e-11,4.2700479210788939e-20,1.0189854180281825e-18,1.3712157477009311e-21,5.3569889294500746e-20,5.9283225409964017e-08,1.0655619687600737e-22,3.7391990022389602e-25,3.2241636502083028e-26,3.0968283706131615e-29,5.0719555803223312e-30,8.5837181943648243e-12,3.2202286343970904e-13
1.5403615570854827e-11,0.0021403857139376077,1.3381635757644765e-18,2.3547355643268637e-14,1.1933974820108246e-13,1.2812359291513327e-18,2.2297601378398683e-12,2.4703883805572361e-19,-2.8368406784746258e-30,8.0507349698767504e-21,-1.3775725179101686e-33,-8.0790709461537883e-21,1.4788015199767085e-28,-3.129018740688712e-18,4.7537282133254742e-24,-2.9742507273808864e-30,-3.3278941830348566e-32,-7.8861291187088367e-27,-1.1172995725351119e-33,1.4588669293652351e-41,1.7794625166848934e-25,7.4726345089665262e-28,7.0186315740312426e-21,3.0441775260355955e-23,3.4435349231087864e-13,1.2119427513195879e-22,1.3917374600983664e-25,3.6106058992535861e-22,-1.0837034094925242e-39,1.1987158527280783e-34,3.8930460521451342e-24,8.2297534912957485e-32,-4.771381051062818e-42,0.88129999999999997,0.0,0.0,0.0,0.0098894785663367693,0.10880299217395363,0.00010000000000000328,1.6711815902911689e-08,1.9962922596669143e-07,1.9294553738087101e-07,9.4163954624198707e-14,7.2488848918603035e-09,3.537149074555807e-09,5.7483663027237489e-10,8.8162603495339675e-17,4.7929801542401083e-18,9.772746246088699e-16,9.8908419935671184e-13,4.006051379277435e-08,2.3388033247837595e-11,4.3772222158333961e-20,1.0902594577869034e-18,1.4323511013921177e-21,5.7274301254265927e-20,6.0691912817613147e-08,1.1658496544645835e-22,4.1847911238936468e-25,3.6098331099880357e-26,3.5479659985658147e-29,5.7965153601253241e-30,8.9700678892819619e-12,3.4435349945840687e-13
1.57492404839838e-11,0.0021403857132550183,1.4024006794561276e-18,2.4658283986510462e-14,1.2190591179521672e-13,1.3417357172634194e-18,2.3246437088106592e-12,2.6684262574859432e-19,-2.8335328138118653e-30,3.5501209933175487e-22,-1.4080473206974075e-33,-3.831345617393603e-22,1.5104803175625687e-28,-3.0655926044549763e-18,4.998997580881978e-24,-2.9742894504971324e-30,-3.4721216044964285e-32,-8.0367173247173566e-27,-1.1824198735317153e-33,1.4585403752439082e-41,1.9058413154200828e-25,7.472408237743521e-28,7.3471444972338953e-21,3.0476798085681073e-23,3.6767732700898783e-13,1.3232933499462971e-22,1.5539236013655854e-25,3.8787544432642707e-22,-1.1102963230144644e-39,1.2595226365036629e-34,4.1695330599576416e-24,9.0390220997392968e-32,-5.3237177422130439e-42,0.88129999999999997,0.0,0.0,0.0,0.0098894668679809349,0.10880299185489269,0.00010000000000000323,1.7086777675915246e-08,2.0410740167431355e-07,1.9713176521151293e-07,9.6276295927140219e-14,7.5541280016016901e-09,3.5371451023411552e-09,5.8855741693184594e-10,9.1875047444439583e-17,4.9073839644072314e-18,1.0540132871920417e-15,1.0339900735421236e-12,4.0990332701656701e-08,2.444915134151945e-11,4.4845272780355025e-20,1.1647585936064012e-18,1.4947108135829838e-21,6.1141646017878695e-20,6.2100598642902248e-08,1.2729775067417627e-22,4.6715400173041054e-25,4.0313288946888013e-26,4.0523758514211626e-29,6.6048867115874201e-30,9.3643934787308651e-12,3.6767733449671731e-13
1.6094865397112775e-11,0.0021403857125610573,1.4680710919452855e-18,2.5792641818720257e-14,1.2445636747475975e-13,1.4035173411437155e-18,2.421485759679243e-12,2.8780005970770457e-19,-2.8327339762153835e-30,-1.8949672216611578e-20,-1.4394320763243071e-33,1.8921989764851191e-20,1.5417784662254952e-28,-3.0016505441050898e-18,5.2556784460260389e-24,-2.9768278746779318e-30,-3.6189883821439845e-32,-8.1844701907116377e-27,-1.2498551342310726e-33,1.4582489402726006e-41,2.0380664267359363e-25,7.5853167815776573e-28,7.6831472293637916e-21,3.0297155883171166e-23,3.9201461576517642e-13,1.442094499785929e-22,1.730836224505775e-25,4.1594048444655512e-22,-1.1368518215955628e-39,1.3218664078491323e-34,4.458810533254469e-24,9.9075674739629009e-32,-5.9141048090704086e-42,0.88129999999999997,0.0,0.0,0.0,0.0098894551696272516,0.10880299153051506,0.00010000000000000315,1.7461738728278349e-08,2.085855658142741e-07,2.0131265776174454e-07,9.8388631758327809e-14,7.8646858300106093e-09,3.5371411301270089e-09,6.0227816846225648e-10,9.5652130488360537e-17,5.0217874816685617e-18,1.1349838379380157e-15,1.0798943439430189e-12,4.1920150424041392e-08,2.5533807602543107e-11,4.5919631219972421e-20,1.2425521655732433e-18,1.5582901080369797e-21,6.51751310831739e-20,6.3509282885832847e-08,1.3872416919585883e-22,5.2021868131888605e-25,4.4910604093008948e-26,4.6149391344212142e-29,7.5045793019171462e-30,9.7666631855178593e-12,3.9201462360136845e-13
1.644049031024175e-11,0.002140385711855839,1.5351830819526736e-18,2.6950530874460629e-14,1.2699142728468054e-13,1.4665867967979511e-18,2.5202895539186794e-12,3.0995437319066712e-19,-2.83074651803931e-30,8.6940751407972403e-21,-1.4704749578069038e-33,-8.7212583565228822e-21,1.5730542433628011e-28,-2.9358478939113788e-18,5.5237181402084247e-24,-2.9781757858660565e-30,-3.7684355110763843e-32,-8.3288633965880264e-27,-1.3196196477638294e-33,1.456720057612825e-41,2.1762701866184462e-25,7.6449313513584427e-28,8.0266376299769301e-21,3.0070345475389871e-23,4.1738553224490536e-13,1.5686658351667564e-22,1.9234491430859238e-25,4.4528195099219961e-22,-1.1633703226916974e-39,1.3858410657161803e-34,4.7611667507629867e-24,1.0838324828198428e-31,-6.5422497443205129e-42,0.88129999999999997,0.0,0.0,0.0,0.0098894434712757245,0.10880299120087446,0.00010000000000000308,1.7836699060001617e-08,2.1306371839064431e-07,2.0548826872105007e-07,1.0050096211943734e-13,8.1805046992052265e-09,3.5371371579133891e-09,6.1599888476305322e-10,9.9493199781691786e-17,5.1361907051856786e-18,1.220324886468261e-15,1.1267971215482785e-12,4.2849966959928753e-08,2.6642001915016546e-11,4.699529761432601e-20,1.323709385623391e-18,1.6230843825424408e-21,6.9377950744346435e-20,6.4917965546406295e-08,1.5089441270223326e-22,5.7795881088011166e-25,4.9915406300929533e-26,5.2408629474479995e-29,8.5035918600890877e-30,1.0176845430710258e-11,4.1738554043785175e-13
1.6786115223370722e-11,0.002140385711139477,1.6037255357428647e-18,2.8131696966509674e-14,1.2949205638856059e-13,1.5309307413013478e-18,2.6210536775991466e-12,3.3334956268060891e-19,-2.8281107244309072e-30,-9.1339085318705902e-21,-1.4998274293995768e-33,9.1070814857958534e-21,1.6044783586735572e-28,-2.8749544944964275e-18,5.8049911188940993e-24,-2.9788760136469098e-30,-3.9203956219290749e-32,-8.4700220848255359e-27,-1.3917233400665048e-33,1.4566653114797879e-41,2.3205849969284051e-25,7.6749546870857392e-28,8.3776135617555047e-21,2.9997203596696472e-23,4.4381016960319879e-13,1.7033332865076655e-22,2.1327776472269097e-25,4.7592612510412973e-22,-1.189847665451047e-39,1.4511870094551412e-34,5.0768899084333312e-24,1.1834310103253211e-31,-7.2087323988094327e-42,0.88129999999999997,0.0,0.0,0.0,0.0098894317729263676,0.10880299086602405,0.00010000000000000303,1.8211658671085653e-08,2.1754185938292215e-07,2.0965865123420886e-07,1.0261328700058992e-13,8.5015314758859383e-09,3.5371331857003029e-09,6.2971956572362091e-10,1.0339760910238388e-16,5.2505936340362682e-18,1.3101765422471111e-15,1.1746985182696229e-12,4.3779782309319097e-08,2.7773734162837995e-11,4.8072272103094391e-20,1.4082993384154265e-18,1.6890892059132234e-21,7.3753286635026193e-20,6.6326646624624034e-08,1.6383924279310987e-22,6.4067176274961696e-25,5.5353877355764914e-26,5.9356933609850892e-29,9.6104309649279022e-30,1.0594908831030384e-11,4.4381017816122202e-13
1.7131740136499696e-11,0.002140385710412083,1.6736829012449257e-18,2.9335804735228091e-14,1.319643510489937e-13,1.5965314318306989e-18,2.7237783572390354e-12,3.5803029618014177e-19,-2.8250946288125065e-30,-1.0349166366158663e-21,-1.5276584078578038e-33,1.0083200577784743e-21,1.6360751355581948e-28,-2.8168535256826845e-18,6.0992468947212649e-24,-2.9791959159545666e-30,-4.0748043914507578e-32,-8.6082218242335594e-27,-1.4661763201343655e-33,1.4575933393448664e-41,2.4711425637021487e-25,7.6873411928716069e-28,8.7360728868997464e-21,3.006122796489364e-23,4.7130855076708977e-13,1.8464282871002023e-22,2.3598741076581536e-25,5.078990062664168e-22,-1.2162799512007725e-39,1.5177689106226801e-34,5.4062681295059909e-24,1.289861071872942e-31,-7.9156683233300891e-42,0.88129999999999997,0.0,0.0,0.0,0.0098894200745791756,0.10880299052601645,0.00010000000000000297,1.8586617561531082e-08,2.2201998879701508e-07,2.1382385797269029e-07,1.0472560640433116e-13,8.827713499957335e-09,3.5371292134877489e-09,6.4344021125569275e-10,1.0736471798362921e-16,5.3649962674843526e-18,1.4046802084821744e-15,1.2235986468223917e-12,4.470959647221274e-08,2.892900422985565e-11,4.9150554827519381e-20,1.4963909971890422e-18,1.7563002952002546e-21,7.8304309664745218e-20,6.7735326120487494e-08,1.7758991905351984e-22,7.086653575322912e-25,6.1253138665854597e-26,6.7052856945366434e-29,1.0834066968143899e-29,1.1020822173481666e-11,4.7130855969854456e-13
1.7822989962757647e-11,0.002140385708924648,1.817798785298214e-18,3.181184926909923e-14,1.3682641915293852e-13,1.7314509576236496e-18,2.9351060433058233e-12,4.1143151934104618e-19,-2.818808202911748e-30,2.338305590808108e-23,-1.57978867301188e-33,-4.9757886879708131e-23,1.6994456650180298e-28,-2.7090906702041298e-18,6.7277474293289668e-24,-2.9795759483147347e-30,-4.3907319332351579e-32,-8.8762276354147317e-27,-1.6221725322279638e-33,1.4626379110185961e-41,2.7915123665745063e-25,7.6995383007251625e-28,9.4754331717201548e-21,3.0463926401780815e-23,5.2960617858149143e-13,2.1592626329606639e-22,2.8718307555101895e-25,5.7593307311867065e-22,-1.2689983572588306e-39,1.6541989642033062e-34,6.1071417765382404e-24,1.5244981993768545e-31,-9.4600233834879299e-42,0.88129999999999997,0.0,0.0,0.0,0.0098893966778912882,0.10880298983073727,0.00010000000000000286,1.9336533180508571e-08,2.3097621288900144e-07,2.2213895174469383e-07,1.0895022877793891e-13,9.4953357160112548e-09,3.5371212690642296e-09,6.7088139585364168e-10,1.1548450985156641e-16,5.593800646666259e-18,1.6082175033634956e-15,1.3243955554881244e-12,4.6569221238511242e-08,3.1310157357061785e-11,5.1311045568438924e-20,1.6833545957744877e-18,1.8943250971292067e-21,8.7946033953667973e-20,7.0552680365157294e-08,2.0763710267980282e-22,8.6179607941762851e-25,7.454885350418411e-26,8.4943284271150833e-29,1.3670820700173414e-29,1.1896074938727239e-11,5.296061882850026e-13
1.8445114806389805e-11,0.0021403857075493384,1.9522377145875559e-18,3.4116346323014804e-14,1.4115078106198934e-13,1.8570512139724531e-18,3.1320016580419264e-12,4.6435413602225766e-19,-2.8130310454123043e-30,-1.614320926288115e-22,-1.6257259618796048e-33,1.3541892038612047e-22,1.7563064724574882e-28,-2.6073783713181451e-18,7.3369639717711295e-24,-2.9797834572560331e-30,-4.6828728289214492e-32,-9.1084127953441432e-27,-1.7707113628356866e-33,1.4658419561556012e-41,3.1025146201062747e-25,7.7045985070687637e-28,1.0166429203645256e-20,3.0709918329103157e-23,5.8594538523162116e-13,2.4730969099602544e-22,3.4048702307101323e-25,6.4196201205736103e-22,-1.3162709523689362e-39,1.7805872655036306e-34,6.787517014684612e-24,1.7623130660547005e-31,-1.1008301293818258e-41,0.88129999999999997,0.0,0.0,0.0,0.0098893756208795532,0.10880298918786518,0.00010000000000000277,2.0011454773010422e-08,2.3903677501329117e-07,2.2960535179600832e-07,1.1275237019760943e-13,1.0113309962145225e-08,3.5371141190848481e-09,6.9557834050198276e-10,1.2300047084811981e-16,5.7997235749488874e-18,1.8087608849046445e-15,1.4185295865521651e-12,4.8242879470364405e-08,3.3533693348461102e-11,5.3259962886244082e-20,1.8642868428694355e-18,2.0226334987476324e-21,9.7255995870300099e-20,7.3088293773722778e-08,2.3776148361971519e-22,1.0210295401350845e-24,8.8387133606091627e-26,1.0427147320849126e-28,1.6725653190629414e-29,1.2710340283895503e-11,5.8594539565888699e-13
1.906723965002196e-11,0.0021403857061399884,2.0911231529947457e-18,3.6491896082427575e-14,1.4541848742110238e-13,1.9865535266867945e-18,3.335239456234791e-12,5.221732564742831e-19,-2.8070363509977485e-30,-3.6374311803113976e-22,-1.6710192696630109e-33,3.3828976781568838e-22,1.8128073182210587e-28,-2.5053479205120446e-18,7.9900081090250419e-24,-2.9797537100596677e-30,-4.9820858567161061e-32,-9.3319972046378818e-27,-1.9270222627509378e-33,1.4681193789761634e-41,3.4357889345063413e-25,7.6989637917788855e-28,1.0881638219833334e-20,3.0801340662679202e-23,6.4607115620128374e-13,2.8196870675680786e-22,4.0139467248018909e-25,7.1268669313635875e-22,-1.3633782123941545e-39,1.9103376102372446e-34,7.5166115993923301e-24,2.0274583119904934e-31,-1.2709424536095637e-41,0.88129999999999997,0.0,0.0,0.0,0.0098893545638748075,0.10880298852907767,0.00010000000000000266,2.068637403065274e-08,2.4709729964676421e-07,2.3705577635942756e-07,1.1655449387773908e-13,1.0747193359049157e-08,3.5371069691071511e-09,7.2027517000688112e-10,1.3070992338571584e-16,6.0056455431664125e-18,2.0266436459414856e-15,1.5159013041601031e-12,4.9916533857973248e-08,3.5833490068643686e-11,5.5213121216610844e-20,2.0576312700544723e-18,2.1547914211865178e-21,1.0718396393208579e-19,7.5623902055482463e-08,2.7100975843463169e-22,1.2027488290851599e-24,1.0419332447306869e-25,1.2711648448129729e-28,2.0325845304168278e-29,1.3549563090383063e-11,6.4607116737989493e-13
1.9689364493654113e-11,0.002140385704697213,2.2344351927607484e-18,3.8937862438449531e-14,1.4964401451295606e-13,2.1199268002055079e-18,3.5448226228435597e-12,5.8517754791417376e-19,-2.8010383011914496e-30,-1.0332212671861521e-22,-1.7150188490487532e-33,7.8555222405782056e-23,1.8692439518468133e-28,-2.3965703349869731e-18,8.6868617984163492e-24,-2.9797088079789434e-30,-5.2880519786915913e-32,-9.5463137065522347e-27,-2.0911451404892292e-33,1.4683818463902858e-41,3.7921026227324452e-25,7.6932135953651778e-28,1.1621047775011741e-20,3.08130474951421e-23,7.1009739459609326e-13,3.2011926132824682e-22,4.7068536704506004e-25,7.882501079407345e-22,-1.4103203776432363e-39,2.0434081990000563e-34,8.2961028269263204e-24,2.3220411497939084e-31,-1.4570246986060736e-41,0.88129999999999997,0.0,0.0,0.0,0.0098893335068770318,0.10880298785466283,0.00010000000000000254,2.1361290953439087e-08,2.5515778680702677e-07,2.4449051354623005e-07,1.2035659982542969e-13,1.1396697857524754e-08,3.5370998191311391e-09,7.4497188436353579e-10,1.3860936412944694e-16,6.2115665512787964e-18,2.2627414431706567e-15,1.6165113977177878e-12,5.1590184401339642e-08,3.8209546840886084e-11,5.7170521462732351e-20,2.2637855143143414e-18,2.2907798087641244e-21,1.1774804105563919e-19,7.8159505210444513e-08,3.0758474614520206e-22,1.4092119918605855e-24,1.2216742047431099e-25,1.5396859867375266e-28,2.4545876794812252e-29,1.4413568225617263e-11,7.1009740655384831e-13
2.0311489337286267e-11,0.002140385703221622,2.3821459005106242e-18,4.1453466578899451e-14,1.5382051642621372e-13,2.2571323610010892e-18,3.7607481709440772e-12,6.5366370707927955e-19,-2.7950698642092411e-30,3.3727384684146833e-22,-1.7574193015771619e-33,-3.6125883316546522e-22,1.9256665387323245e-28,-2.2838860509383061e-18,9.4297131902636821e-24,-2.979681841091768e-30,-5.600433502848722e-32,-9.750985995954899e-27,-2.263098462260132e-33,1.4678080181055899e-41,4.172222490382416e-25,7.6886314997608393e-28,1.2384645434002829e-20,3.0776979560860405e-23,7.7813720407181419e-13,3.6198366783733795e-22,5.491890826112695e-25,8.687939865964936e-22,-1.4570974159364198e-39,2.1797770800753654e-34,9.1276671273431746e-24,2.6482589861970454e-31,-1.6580215329116891e-41,0.88129999999999997,0.0,0.0,0.0,0.009889312449886235,0.10880298716490348,0.00010000000000000243,2.2036205541373057e-08,2.6321823648389161e-07,2.5190984624468231e-07,1.2415868803470368e-13,1.2061540630219942e-08,3.5370926691568142e-09,7.6966848353991038e-10,1.4669535325395972e-16,6.4174865990189251e-18,2.5179435315850572e-15,1.7203605652500147e-12,5.3263831100465422e-08,4.0661862988357408e-11,5.9132164537866028e-20,2.4831459081977206e-18,2.4305812122337855e-21,1.2896623684033691e-19,8.0695103238617055e-08,3.4769503629854139e-22,1.642817394631516e-24,1.425221611910361e-25,1.8536712401559831e-28,2.9467500105127563e-29,1.5302182460612562e-11,7.7813721683672515e-13
2.155573902455058e-11,0.002140385700174353,2.6906615386687411e-18,4.6690679723516728e-14,1.6203339760351591e-13,2.5428978143374379e-18,4.2116222358651937e-12,8.0830817084272408e-19,-2.7834099057282772e-30,-2.5246368850284172e-27,-1.8356478033619208e-33,-2.2319374915396216e-23,2.0386471848322177e-28,-2.0440498960487443e-18,1.1058799732533479e-23,-2.979878659629964e-30,-6.2429883011006205e-32,-1.0129288873376705e-26,-2.6304577969429779e-33,1.4635944754277602e-41,5.0069463171396079e-25,7.6919803199551636e-28,1.3984355352393788e-20,3.0755473869898716e-23,9.2670603924007997e-13,4.577745969906812e-22,7.3741918358471923e-25,1.0453840339574728e-21,-1.5501624187209195e-39,2.4624883832681313e-34,1.0953716357695765e-23,3.4048476690648507e-31,-2.1047928832975458e-41,0.88129999999999997,0.0,0.0,0.0,0.0098892703359255655,0.10880298574045724,0.00010000000000000219,2.3386027712698184e-08,2.7933902338887808e-07,2.6670340447346933e-07,1.3176281123414602e-13,1.3436134939362626e-08,3.5370783692132114e-09,8.1906133628771788e-10,1.6341352444758194e-16,6.8293238128479319e-18,3.0892820836565403e-15,1.9377789555222081e-12,5.6611112966002588e-08,4.5795270701793082e-11,6.3068182884127966e-20,2.9630640262692368e-18,2.7215609836231854e-21,1.534366182431753e-19,8.5766283914625762e-08,4.3938435733260916e-22,2.2017749961247006e-24,1.9129078112844946e-25,2.6422942694774911e-28,4.1782290767815202e-29,1.7152554564785582e-11,9.2670605370422761e-13
2.267556374308846e-11,0.0021403856973254277,2.983059270701533e-18,5.1634073029863764e-14,1.6923001841398689e-13,2.8127846734416553e-18,4.6390736946124827e-12,9.693754480436063e-19,-2.7729839994317714e-30,-3.7762273849726523e-25,-1.8984095422542197e-33,-2.0326425513427272e-23,2.1401159217809388e-28,-1.8285953463908725e-18,1.2700696029224125e-23,-2.9800829163998452e-30,-6.8395011457464309e-32,-1.0433740166251423e-26,-2.9876178080920374e-33,1.4605889574451812e-41,5.8472995021446811e-25,7.6961248736703053e-28,1.5506692980717938e-20,3.0789531934094927e-23,1.0752630576723649e-12,5.5904621028452892e-22,9.4774745231541393e-25,1.2227429524087434e-21,-1.6333678522709175e-39,2.7284075365691102e-34,1.2792050859414298e-23,4.2178968289104258e-31,-2.5514833947954261e-41,0.88129999999999997,0.0,0.0,0.0,0.0098892324333848727,0.10880298440871157,0.00010000000000000197,2.4600859681731603e-08,2.9384760335115306e-07,2.7996765828049111e-07,1.3860646140927475e-13,1.4722992552233974e-08,3.5370654992697288e-09,8.6351450959175791e-10,1.7906462032676704e-16,7.1999740187161708e-18,3.6780074225270951e-15,2.1445403103660677e-12,5.9623653497701767e-08,5.0676137916681922e-11,6.6625119249739983e-20,3.4441049606088457e-18,2.9963397347721065e-21,1.7787608834014214e-19,9.033032898949399e-08,5.3620467199652123e-22,2.8247149751728307e-24,2.4573139360320658e-25,3.5727886110930752e-28,5.6249986863268203e-29,1.8900352562014623e-11,1.0752630737639033e-12
2.379538846162634e-11,0.002140385694379096,3.2891830882737017e-18,5.6789518114421386e-14,1.7623699090540486e-13,3.0944156978775887e-18,5.0870339948911563e-12,1.1531811588722077e-18,-2.7625201801068515e-30,-2.2321607927181533e-22,-1.9541461739015081e-33,2.0428150244576981e-22,2.2412223305181071e-28,-1.6183482187547705e-18,1.4519290600331743e-23,-2.9802052077424244e-30,-7.4509587299394391e-32,-1.070435155888577e-26,-3.3695528619825775e-33,1.4593114646812689e-41,6.77669197028941e-25,7.6961550271423303e-28,1.7107206979550624e-20,3.0845017330779319e-23,1.2385475096800952e-12,6.7609316009870818e-22,1.2032945457860356e-24,1.4183778057795819e-21,-1.7160523341960313e-39,3.0051632410470306e-34,1.4825134535165658e-23,5.171850944470102e-31,-3.0353953847618558e-41,0.88129999999999997,0.0,0.0,0.0,0.0098891945308668475,0.10880298303142005,0.00010000000000000175,2.581568408589902e-08,3.0835606178513405e-07,2.9318617285712834e-07,1.4545005405630879e-13,1.6055375758168783e-08,3.5370526293317045e-09,9.0796730932376344e-10,1.9526941120116529e-16,7.5706211097437632e-18,4.3430382530368415e-15,2.3618074906162941e-12,6.2636181574090266e-08,5.5804074979534774e-11,7.0195817062532762e-20,3.9740387490742314e-18,3.2832707734269208e-21,2.0471152298193367e-19,9.4894357453688357e-08,6.4798307364344598e-22,3.5796585673237237e-24,3.1181153639831491e-25,4.7601374679122981e-28,7.4641718336733959e-29,2.07252737451964e-11,1.2385475274934004e-12
2.491521318016422e-11,0.0021403856913385236,3.6087974285359991e-18,6.2151302402433198e-14,1.8306501216859577e-13,3.3875085711108783e-18,5.5554930700676205e-12,1.3617421594733335e-18,-2.7520016723805494e-30,2.6604594257544005e-22,-2.0033831331523655e-33,-2.8299943302462589e-22,2.3419814276877054e-28,-1.4112644170268055e-18,1.6522827608748364e-23,-2.980229713974403e-30,-8.0751712934841193e-32,-1.0942229310930556e-26,-3.7757860207087776e-33,1.4592476857818522e-41,7.7995814708699592e-25,7.6913002634564731e-28,1.8785825067737909e-20,3.0871180467064733e-23,1.4171912846617497e-12,8.1043547234147505e-22,1.5109141181179941e-24,1.6330581193875764e-21,-1.7982146945969947e-39,3.2926290778578752e-34,1.7062713150208727e-23,6.2829288322812974e-31,-3.5451233290127491e-41,0.88129999999999997,0.0,0.0,0.0,0.009889156628371483,0.10880298161005583,0.00010000000000000154,2.7030500925221346e-08,3.2286439868522359e-07,3.0636042157225158e-07,1.5229358916678653e-13,1.7431811504214887e-08,3.5370397593991378e-09,9.5241973537597268e-10,2.1200998138880828e-16,7.941265085032184e-18,5.0900009982353648e-15,2.589584850577563e-12,6.5648697195178871e-08,6.1179077941458554e-11,7.3780282017520136e-20,4.5551305028118588e-18,3.5823057858193261e-21,2.3404553933077212e-19,9.9458369307254589e-08,7.7614039996899108e-22,4.4861024204114076e-24,3.9127662077762785e-25,6.2576341346517623e-28,9.7756487932660996e-29,2.2626372873507829e-11,1.4171913042926698e-12
