Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539)
1.8118402159613301e-09,0.0022497480537224334,7.8190138452797961e-18,9.1761915190335735e-14,5.3220469257014973e-15,2.1822680563876395e-16,4.5017722745265683e-10,2.2878906854839421e-14,3.0149500718303339e-30,-1.0481888456447779e-24,4.0988856049490504e-32,4.3734145743281696e-17,5.4605272104008455e-18,2.4183812673399503e-17,-1.5152156554624993e-20,-2.3729369137258438e-30,-4.5138879236138397e-31,2.6627484779331166e-25,1.112958507314254e-29,-2.2322137927566514e-41,3.4401313977205982e-24,-2.2814313980072094e-17,1.471744539228518e-21,1.2031173270072456e-17,2.1619610239699885e-10,3.5385662295835676e-19,3.1136106875084255e-20,1.9639831220457295e-18,6.1952521460444917e-39,-2.8371347848872739e-21,9.0537393249502033e-23,2.1513374561086454e-28,1.1935809720812742e-35,0.88129999999999997,0.0,0.0,0.0,0.0098864619999941162,0.10880226597753428,9.9999999999976085e-05,1.8544370549720433e-07,1.6163954423128526e-06,9.0268826624372627e-07,1.5060730869471873e-12,7.2347952507603994e-07,3.7863977431571708e-11,1.0042454921000279e-08,1.692552777733845e-14,1.5047412368071987e-16,4.8496516147230833e-11,3.0578515826137645e-10,4.5136889328648767e-08,6.4872914083946696e-09,2.830954824754856e-19,1.6024924543204069e-15,1.9033950240492619e-19,1.954819192344984e-16,4.7594795938454743e-08,1.8066204028920859e-17,4.1736106845422523e-18,7.0555460141224928e-20,6.8282448867709623e-21,5.2609576036638928e-22,1.2047844490784332e-10,2.1593216365618616e-10,1.56049226349123e-13,1.0654002145521561e-13,1.1493952432985259e-16,1.349879292346807e-15,-2.7608810152079331e-17,3.7750212060053891e-13,6.7412522527355069e-21,2.9343705866484439e-14,3.706131898489196e-13,5.0918696111587161e-13,7.9010173151733278e-16,6.0805954879994027e-16,1.8144951633388663e-15
1.8213673106029893e-09,0.0022497480445381516,7.8995918086260314e-18,9.2528499387516658e-14,5.3609344702967136e-15,2.2274750770351771e-16,4.5486517291528949e-10,2.3354339653882397e-14,2.9724382566536502e-30,1.8942849431355359e-27,4.1829244655111833e-32,4.3654624231586558e-17,5.3621598508629386e-18,2.4394866689325087e-17,-1.5069341122106932e-20,-2.3727808775394036e-30,-3.6011603107796243e-31,2.7069400457173685e-25,1.1417676252907967e-29,-2.4021125841745343e-41,3.4964679420524261e-24,-2.2723169767617492e-17,1.4892324089866497e-21,1.1958461941273312e-17,2.1882701133481929e-10,3.5999852231554484e-19,3.186286545799036e-20,2.0855277002504263e-18,6.1602740610626582e-39,-2.8609510305090882e-21,9.1978758885780344e-23,2.2037379529676987e-28,1.2286758329110094e-35,0.88129999999999997,0.0,0.0,0.0,0.0098864433702756157,0.10880226188747752,9.9999999999975881e-05,1.8641803612301485e-07,1.6248898333615155e-06,9.0720096557058466e-07,1.5139876682760475e-12,7.2751127706443608e-07,3.7863909165919002e-11,1.0095285803778307e-08,1.701984908656346e-14,1.5126573101713824e-16,4.9270736362432662e-11,3.0921125722315038e-10,4.5374280054219806e-08,6.5556727756231842e-09,2.8547655071309099e-19,1.6236117554925912e-15,1.9335496507406957e-19,1.9950315485491165e-16,4.7845116147182132e-08,1.8522379813289504e-17,4.2943545566078966e-18,7.2669715626388337e-20,7.0692775444074302e-21,5.4500743508774412e-22,1.212485912745058e-10,2.1855984529912262e-10,1.5794844547333231e-13,1.0783749343458334e-13,1.1553240102827833e-16,1.3804899442206335e-15,-2.7467889989426614e-17,3.8116228649951088e-13,6.9484575780508846e-21,2.9526899138003098e-14,3.7320743351932943e-13,5.15693917383418e-13,8.0020146142002418e-16,6.1583244964842742e-16,1.8379431508020576e-15
1.8404214998863077e-09,0.0022497480261698738,8.0620703025575534e-18,9.4073636517554435e-14,5.4147398209519675e-15,2.3199775310132582e-16,4.6431376594903108e-10,2.4327380300750876e-14,2.8891711028453946e-30,2.5371964014229868e-27,4.3544262157849084e-32,4.3490091538136463e-17,5.1694136325043908e-18,2.4818975370472927e-17,-1.4904065543947195e-20,-2.3725318738163044e-30,-1.7230754767243808e-31,2.7970337776260425e-25,1.2012682708065727e-29,-2.7380681499521799e-41,3.6111535415417135e-24,-2.2540608919582966e-17,1.524652523288567e-21,1.1813911271406238e-17,2.2413913142401742e-10,3.724950466364125e-19,3.3352388160474111e-20,2.3327200712307491e-18,6.0890549394499166e-39,-2.9086587335877564e-21,9.4912424784107882e-23,2.3116858352821635e-28,1.3015041702842067e-35,0.88129999999999997,0.0,0.0,0.0,0.0098864061100263391,0.10880225370736764,9.9999999999975448e-05,1.8836667298485607e-07,1.6418784520814808e-06,9.1622625414232828e-07,1.5298166771158247e-12,7.3557468106145007e-07,3.7863772631484496e-11,1.0200946542743694e-08,1.7208489366024497e-14,1.528489303077465e-16,5.0843749436521667e-11,3.1612692565571509e-10,4.5849060099569433e-08,6.6935103584455303e-09,2.9026979890861278e-19,1.666325447275745e-15,1.9948131787767529e-19,2.0772846170041599e-16,4.8345755169838318e-08,1.9461926339169122e-17,4.5443052102196234e-18,7.7053911309227105e-20,7.5730146747899126e-21,5.8457378273800849e-22,1.2278943007806599e-10,2.2386544807806458e-10,1.6178320050097527e-13,1.1045726415582477e-13,1.1671818184213759e-16,1.4432884446362264e-15,-2.7186830853459158e-17,3.8852626615273661e-13,7.3786869358152433e-21,2.9893522054804e-14,3.7840098126407353e-13,5.2884405610505459e-13,8.2061243041758312e-16,6.3154103616407837e-16,1.8853361501409003e-15
1.849948594527967e-09,0.0022497480169858777,8.1439489537922146e-18,9.4851333417437512e-14,5.4314317759171349e-15,2.3672877394302768e-16,4.6907441208627691e-10,2.482513823920493e-14,2.8483934249554236e-30,-1.9070082820192983e-28,4.4419065344866748e-32,4.3405154703645674e-17,5.0749724303750555e-18,2.5032023246353123e-17,-1.4821610732205738e-20,-2.3724398973340884e-30,-7.5737760920558926e-32,2.8429465471426744e-25,1.2319814309709682e-29,-2.9038940343185169e-41,3.6695138114874636e-24,-2.2449192143244087e-17,1.5425868511747632e-21,1.1742070050821491e-17,2.2682035064972649e-10,3.7885044098533889e-19,3.411544340449157e-20,2.4584445709610396e-18,6.052858967549129e-39,-2.9325488455892639e-21,9.6405009587714194e-23,2.3672656685597558e-28,1.3392716137418995e-35,0.88129999999999997,0.0,0.0,0.0,0.0098863874794956272,0.10880224961731449,9.9999999999975231e-05,1.8934097922093812e-07,1.6503726796695596e-06,9.2073884332521704e-07,1.5377311045492076e-12,7.3960633301126276e-07,3.7863704362702922e-11,1.0253776398413044e-08,1.7302808334884804e-14,1.5364052225417479e-16,5.164262755309493e-11,3.1961656117540381e-10,4.6086449419335149e-08,6.7629665668151144e-09,2.9268201108241586e-19,1.6879204192074174e-15,2.0259254058205847e-19,2.1193369036971771e-16,4.8596073983837266e-08,1.9945552292441355e-17,4.6736085634553434e-18,7.9325761018196791e-20,7.8360587842813731e-21,6.0525671952498179e-22,1.2356011413911186e-10,2.2654337726662492e-10,1.6371874222616576e-13,1.1177956688751202e-13,1.1731108629827938e-16,1.4754882592415394e-15,-2.7046701494774599e-17,3.9222999946509252e-13,7.6019155759980663e-21,3.0076948913571828e-14,3.8100022721195181e-13,5.3548729823944354e-13,8.3092376224431767e-16,6.394767932061077e-16,1.9092813875366172e-15
1.869002783811285e-09,0.0022497479986181694,8.3089180961560887e-18,9.6414363655812401e-14,5.4635866497011068e-15,2.464063352085455e-16,4.7866838571808614e-10,2.5843513172406856e-14,2.7684694990680725e-30,-5.5385683236678496e-28,4.6203700513325991e-32,4.3231302206928296e-17,4.8910834581716987e-18,2.5460086380154267e-17,-1.4657084213416307e-20,-2.3722581518040188e-30,1.2282114657667374e-31,2.9365311329271478e-25,1.2953903079725946e-29,-3.2305695901973166e-41,3.7882981582501171e-24,-2.2267320594093204e-17,1.5789093828643471e-21,1.1599259937221182e-17,2.3223312605841639e-10,3.917774162872834e-19,3.56788755487067e-20,2.7143296059152401e-18,5.9793957753070706e-39,-2.9803950738662272e-21,9.9442415207786168e-23,2.4817220064461036e-28,1.4176011402354362e-35,0.88129999999999997,0.0,0.0,0.0,0.0098863502176222088,0.10880224143721176,9.9999999999974811e-05,1.9128956730355446e-07,1.6673609710923142e-06,9.2976391132688582e-07,1.5535598052476948e-12,7.4766953666808737e-07,3.7863567822011777e-11,1.0359435080816585e-08,1.7491443927463131e-14,1.552236907296735e-16,5.3265341183342185e-11,3.2665960079513115e-10,4.6561226653015996e-08,6.9029537992856799e-09,2.9753769253597973e-19,1.7315880645272467e-15,2.0891191439433975e-19,2.2053224655125575e-16,4.9096710217351076e-08,2.0941170334464242e-17,4.9411235584181706e-18,8.4033976411861135e-20,8.3854044963295021e-21,6.4849778730849738e-22,1.2510199222979525e-10,2.3194950978370773e-10,1.6762616750397888e-13,1.1444901627964219e-13,1.1849692387224215e-16,1.5415196968570702e-15,-2.6767273811834057e-17,3.9968075285504165e-13,8.0651399971093549e-21,3.0444026968478407e-14,3.8620352596310483e-13,5.4891026874491795e-13,8.5175833915664583e-16,6.5551140311525453e-16,1.9576698694338134e-15
1.907111162377922e-09,0.002249747961883891,8.6436313624983795e-18,9.9568140816100164e-14,5.5184910400924577e-15,2.6664503180445425e-16,4.9814705837039269e-10,2.7973866620823726e-14,2.6149328738981834e-30,4.7812496223152874e-29,4.9915562122007297e-32,4.2867740693617279e-17,4.5415820067222513e-18,2.632399139509932e-17,-1.4329626789882228e-20,-2.3719528229153325e-30,5.4211891652145805e-31,3.1308905910741546e-25,1.43046575098097e-29,-3.8634054055705798e-41,4.0342858525052088e-24,-2.1906521171707397e-17,1.6534000807419993e-21,1.1317100972596392e-17,2.4326012409716729e-10,4.1850680914483554e-19,3.895921933585318e-20,3.244946406826144e-18,5.8287160490394822e-39,-3.07633420556213e-21,1.0573032501028667e-22,2.7243083861187112e-28,1.5859558817027064e-35,0.88129999999999997,0.0,0.0,0.0,0.0098862756906282299,0.10880222507702011,9.999999999997393e-05,1.9518664591131771e-07,1.7013368977653081e-06,9.4781360499135229e-07,1.5852165888918625e-12,7.6379554219761705e-07,3.7863294728120552e-11,1.0570748322677113e-08,1.7868705713032749e-14,1.5838996590326812e-16,5.6611794573469721e-11,3.4100168134894319e-10,4.7510775496794749e-08,7.187227425471398e-09,3.0737453600896077e-19,1.8208422272693223e-15,2.2194304401450523e-19,2.3849835666104537e-16,5.0097977107408727e-08,2.3049632078998846e-17,5.5132310243011394e-18,9.4137276442988017e-20,9.5823999735431273e-21,7.4292191883903882e-22,1.2818768468227269e-10,2.4296297047576405e-10,1.7558645701029867e-13,1.1988733987660166e-13,1.2086870643082333e-16,1.6802833238739722e-15,-2.6211857246266729e-17,4.1475429509409729e-13,9.0617656483297798e-21,3.1179045805752337e-14,3.9662860980931077e-13,5.763029140709891e-13,8.9427632591324325e-16,6.8823391438939063e-16,2.0564417313260046e-15
1.945219540944559e-09,0.0022497479251511305,8.9847174124208283e-18,1.0275912058771916e-13,5.5942892350468542e-15,2.8810328301822579e-16,5.180133170536431e-10,3.0233200317521998e-14,2.4694040704904039e-30,-1.0557879087096877e-27,5.3822283426266198e-32,4.2487241422525259e-17,4.2175477720230023e-18,2.719808776894872e-17,-1.4004416443970968e-20,-2.3715936676717019e-30,9.9196622473905717e-31,3.3351347345271969e-25,1.5771936470181198e-29,-4.4691789211766551e-41,4.2918157813411657e-24,-2.155214757172309e-17,1.7304096906858864e-21,1.1039514542902483e-17,2.5455589881539251e-10,4.4642377591506368e-19,4.2452260118253813e-20,3.8027938098753153e-18,5.6739860440735878e-39,-3.1725650686059285e-21,1.1231040460059617e-22,2.986078522874552e-28,1.7709176360647953e-35,0.88129999999999997,0.0,0.0,0.0,0.0098862011593063379,0.10880220871684618,9.9999999999973049e-05,1.9908359444383186e-07,1.7353119473377889e-06,9.6586270718176657e-07,1.6168725468124339e-12,7.7992101047176148e-07,3.7863021617556913e-11,1.0782056053563556e-08,1.8245954929716492e-14,1.6155615850153424e-16,6.009523063104132e-11,3.5568686429169174e-10,4.8460316842118528e-08,7.4772330725908025e-09,3.1737954890799941e-19,1.9126702045982331e-15,2.3550625040241435e-19,2.5752170223126732e-16,5.1099236563336105e-08,2.532169527283177e-17,6.137593781735157e-18,1.052127991304811e-19,1.092090576763632e-20,8.4881058868715415e-22,1.3127577042944212e-10,2.5424487187545758e-10,1.8374079511942579e-13,1.2545831898520868e-13,1.2324062286094966e-16,1.8283160811146861e-15,-2.5661242709452085e-17,4.3005511099376105e-13,1.0158062119232146e-20,3.1915151239665271e-14,4.0707697971838482e-13,6.044258940431671e-13,9.3792825830057762e-16,7.218291499264535e-16,2.1578787312472338e-15
1.9833279195111957e-09,0.002249747888419884,9.3323855142524885e-18,1.0599550026153135e-13,5.6858619142848985e-15,3.108318478000447e-16,5.382671415941942e-10,3.2626607443137206e-14,2.3315228629692879e-30,8.0666166812924951e-28,5.7929588460536531e-32,4.209184003843692e-17,3.9172534158389625e-18,2.808217048138128e-17,-1.3681567829893119e-20,-2.371178369583275e-30,1.4735699045346199e-30,3.5496280143072014e-25,1.7363804032116919e-29,-5.0499541296229784e-41,4.5612773238502881e-24,-2.1204171227959154e-17,1.8100090545132016e-21,1.0766422602287534e-17,2.6612065044513154e-10,4.7555254032672507e-19,4.6167837830468964e-20,4.3904801142601801e-18,5.5162459891282555e-39,-3.2690549417301814e-21,1.1919252975055185e-22,3.2682221404868843e-28,1.9737670414292928e-35,0.88129999999999997,0.0,0.0,0.0,0.0098861266236584394,0.10880219235668913,9.9999999999972181e-05,2.0298041290274886e-07,1.7692861171743245e-06,9.8391121586726935e-07,1.6485276765541222e-12,7.9604593964483133e-07,3.7862748490328158e-11,1.0993358257087876e-08,1.8623191534335139e-14,1.647222682789168e-16,6.3718385352083979e-11,3.7071726935464612e-10,4.94098506885744e-08,7.772970507485528e-09,3.2755376513491646e-19,2.0070902653219992e-15,2.4961221034172017e-19,2.776410385303595e-16,5.2100488587303397e-08,2.7766373010541415e-17,6.817721945189172e-18,1.1733115081899769e-19,1.2414223101612359e-20,9.6728305651891e-22,1.3436603964410979e-10,2.6579541356235751e-10,1.9208932610449554e-13,1.3116205248163606e-13,1.2561265869510711e-16,1.9860273238755996e-15,-2.5115640739580226e-17,4.4558069719608426e-13,1.13617021415211e-20,3.2652270896208201e-14,4.1754709330241336e-13,6.3328078778226918e-13,9.8271658989444365e-16,7.5629899822129691e-16,2.2619868368687145e-15
2.0595446766444693e-09,0.002249747814961933,1.0047900314018852e-17,1.1262141546356143e-13,5.8760853939047223e-15,3.6030836606576605e-16,5.799374422449159e-10,3.7836687659627443e-14,2.0774014416774162e-30,7.2060864269850927e-30,6.6769046261412071e-32,4.1261759261616118e-17,3.3799758906881078e-18,2.9879503097019573e-17,-1.3043314341960279e-20,-2.3702475831777343e-30,2.5371669780335833e-30,4.0108799262528142e-25,2.0956562044816896e-29,-6.1415109035961818e-41,5.1376282192926449e-24,-2.0525521467935758e-17,1.97726958441529e-21,1.0233405994319507e-17,2.900577703679965e-10,5.3754117272478109e-19,5.430713094117493e-20,5.6661591722362608e-18,5.1951974042729387e-39,-3.4626890488383563e-21,1.339043244042402e-22,3.8987843079074624e-28,2.4387336927317279e-35,0.88129999999999997,0.0,0.0,0.0,0.0098859775393923127,0.10880215963642215,9.9999999999970393e-05,2.107736596064039e-07,1.8372318070842178e-06,1.0200064445706396e-06,1.7118354416670012e-12,8.2829417333790528e-07,3.786220218590471e-11,1.1415946016414814e-08,1.9377626735430403e-14,1.710542383875645e-16,7.1394792215000551e-11,4.0182222318781132e-10,5.1308895883232068e-08,8.3816398049564013e-09,3.484139424035822e-19,2.2037789645997528e-15,2.7949509828678791e-19,3.2132649453007386e-16,5.4102970347846741e-08,3.3211691490255889e-17,8.3603676004543307e-18,1.4500313896757306e-19,1.5925116321009507e-20,1.2470442858144818e-21,1.405524042871919e-10,2.8970310119515811e-10,2.0936946067722809e-13,1.42968121185529e-13,1.3035703469219175e-16,2.332184342209769e-15,-2.4040143965240671e-17,4.7729635509190101e-13,1.4124644849551095e-20,3.4129293550630039e-14,4.3854704723439043e-13,6.9319194085255323e-13,1.0757111893131219e-15,8.2786925911451075e-16,2.4782376207459716e-15
2.135761433777743e-09,0.002249747741510023,1.079057633708994e-17,1.1946162672152101e-13,6.0599347545867558e-15,4.1549616302011833e-16,6.2315783440069846e-10,4.3646805486586701e-14,1.8498318425128712e-30,2.9978450679324063e-28,7.648028396537416e-32,4.0389504400129834e-17,2.9168117743017817e-18,3.1714424190464277e-17,-1.2415530413055334e-20,-2.369202699899144e-30,3.743426935737279e-30,4.5177374821362802e-25,2.5156404864191065e-29,-7.142402201186505e-41,5.7666750960077251e-24,-1.9868892005093334e-17,2.1557746659539004e-21,9.7174576615389126e-18,3.1507277016406565e-10,6.0466307000441816e-19,6.3459162947264017e-20,7.0938606151564779e-18,4.8719662526899417e-39,-3.6569887796762815e-21,1.4995030636875258e-22,4.6266924990575945e-28,2.9925351518137545e-35,0.88129999999999997,0.0,0.0,0.0,0.0098858284378452229,0.10880212691621224,9.9999999999968536e-05,2.1856638603551225e-07,1.9051739463667701e-06,1.0560992747839087e-06,1.7751398645464872e-12,8.6054022859002894e-07,3.786165581490896e-11,1.183851146926947e-08,2.0132010972726197e-14,1.7738587426051305e-16,7.9662897148640205e-11,4.3433349722438358e-10,5.3207911077468115e-08,9.0132334437658857e-09,3.6996333731385551e-19,2.4110524440311932e-15,3.1167712823244422e-19,3.6987568558014847e-16,5.6105422405850232e-08,3.9463732436053337e-17,1.0172338399783032e-17,1.7778998838706862e-19,2.0241285017011257e-20,1.5929326833555555e-21,1.4674541584602648e-10,3.1468731465819394e-10,2.2742778683106747e-13,1.5530618070236454e-13,1.3510173594724909e-16,2.7222081086652987e-15,-2.2986616166531214e-17,5.0988178156208868e-13,1.7420691796457587e-20,3.5609619847456848e-14,4.5961797802045996e-13,7.5604708434172954e-13,1.173276766057216e-15,9.0295750618075521e-16,2.7052345635457479e-15
2.2119781909110167e-09,0.0022497476680641408,1.1560352850412165e-17,1.2651382081620396e-13,6.238540987693349e-15,4.7682976203241033e-16,6.679281776454751e-10,5.0101210839925871e-14,1.6461788535349695e-30,-6.7028990596014112e-28,8.7110038343518923e-32,3.9485741785389436e-17,2.5172053167399688e-18,3.3585426757539398e-17,-1.1798712404630549e-20,-2.3680473755275139e-30,5.1035757655101405e-30,5.0734332989871385e-25,3.0044450293522893e-29,-8.0515628354179078e-41,6.4519360797088355e-24,-1.9233302958805845e-17,2.3461374010251029e-21,9.2180207202426121e-18,3.4116672046638546e-10,6.7710587117938925e-19,7.3708645861296451e-20,8.6963493249848513e-18,4.5516117708544823e-39,-3.8517159370800477e-21,1.6741965495028895e-22,5.4636486669079085e-28,3.6480561132034434e-35,0.88129999999999997,0.0,0.0,0.0,0.0098856793190325639,0.10880209419605233,9.9999999999966679e-05,2.2635859220331482e-07,1.9731125138789027e-06,1.0921896901591996e-06,1.8384409254947264e-12,8.9278409075024645e-07,3.786110937739979e-11,1.226105448416552e-08,2.0886343903468951e-14,1.8371717392759773e-16,8.8544578110707376e-11,4.6826804364190639e-10,5.5106896267985751e-08,9.6677495426975351e-09,3.9221021827796159e-19,2.6290534604950806e-15,3.4624372774959524e-19,4.2361807345593501e-16,5.8107844777698724e-08,4.6605535059370741e-17,1.2287337246291821e-17,2.1638817946797616e-19,2.5505978298523787e-20,2.0172248133363202e-21,1.5294392735089763e-10,3.4074911969083969e-10,2.4626507477342497e-13,1.6817675891794976e-13,1.3984667842798474e-16,3.1596944729277581e-15,-2.1956020903297554e-17,5.4331790896340066e-13,2.1327270664064799e-20,3.7092817406537518e-14,4.8075069569955741e-13,8.218555710543229e-13,1.275427851234241e-15,9.8157492388536241e-16,2.9430130148852013e-15
2.2881949480442903e-09,0.0022497475946242733,1.2357075003381559e-17,1.3377200141805282e-13,6.4144964572271589e-15,5.4475768868760428e-16,7.1424833145486139e-10,5.7245767818515128e-14,1.4640159151942666e-30,4.645115750645663e-28,9.8705386866910997e-32,3.8559527636696218e-17,2.1722820527453355e-18,3.5491065502974864e-17,-1.1193202017242726e-20,-2.366782707778867e-30,6.6296028642494174e-30,5.6813490948337838e-25,3.5710329564763151e-29,-8.8664779988149875e-41,7.1971239897704534e-24,-1.8617968251840369e-17,2.5489909976000321e-21,8.734566197575883e-18,3.6834050038195809e-10,7.5505437435222257e-19,8.5143054111507311e-20,1.0497438935541771e-17,4.2379994481984727e-39,-4.0466436098923294e-21,1.864064617322094e-22,6.4224721423245458e-28,4.4194947691003481e-35,0.88129999999999997,0.0,0.0,0.0,0.0098855301829697331,0.10880206147593544,9.9999999999964768e-05,2.3415027812306432e-07,2.0410474884771531e-06,1.1282776743344312e-06,1.9017386048135101e-12,9.2502574518782409e-07,3.78605628734361e-11,1.2683574929613908e-08,2.1640625185378199e-14,1.900481354186129e-16,9.8061708787765766e-11,5.0364281227075713e-10,5.7005851451491249e-08,1.0345186213150533e-08,4.1516285254974687e-19,2.8579235818772494e-15,3.8328033107189604e-19,4.8289177449761583e-16,6.0110237479343369e-08,5.4725331629831096e-17,1.4741784700139156e-17,2.615591661475062e-19,3.1881649274806292e-20,2.5339625071308065e-21,1.5914698339971322e-10,3.6788939059198161e-10,2.658819562503893e-13,1.8158028883659592e-13,1.445917890479765e-16,3.6483870722561318e-15,-2.0949060185687056e-17,5.7758609755832614e-13,2.5929879595941009e-20,3.8578510481001728e-14,5.0193721123931645e-13,8.9062550315151657e-13,1.3821770324062881e-15,1.0637312007663169e-15,3.1916035999524902e-15
2.364411705177564e-09,0.0022497475211904062,1.3180685349330648e-17,1.4123398480330197e-13,6.5923926929585433e-15,6.1974270780344984e-16,7.6211814714936385e-10,6.512794476648746e-14,1.3011761979461478e-30,-8.4904893142534756e-28,1.1131368658094365e-31,3.7618641055163312e-17,1.8746093594827045e-18,3.7429954641922422e-17,-1.0599207164731248e-20,-2.36539381304682e-30,8.3342845944995099e-30,6.3450167738500213e-25,4.2252775944121707e-29,-9.58531020126625e-41,8.006151448275347e-24,-1.8022314870572476e-17,2.764987769282663e-21,8.2665842275976514e-18,3.9659483063872114e-10,8.3869055369099336e-19,9.7852608043722461e-20,1.2522112633239463e-17,3.9340172843942751e-39,-4.2415584742471704e-21,2.070098584232508e-22,7.5171764772696145e-28,5.3224227754650148e-35,0.88129999999999997,0.0,0.0,0.0,0.0098853810296721314,0.1088020287558545,9.9999999999962817e-05,2.4194144380802507e-07,2.108978849025183e-06,1.1643632109442732e-06,1.96503288281128e-12,9.5726517728150475e-07,3.78600163030768e-11,1.3106072674169715e-08,2.239485447639518e-14,1.9637875676401432e-16,1.0823615853088822e-10,5.4047475054063714e-10,5.8904776624693845e-08,1.104554155918805e-08,4.3882950619925589e-19,3.0978034124647187e-15,4.2287237814865846e-19,5.4804329871915921e-16,6.2112600526315132e-08,6.3916627372867055e-17,1.7574893927562065e-17,3.1413216344494593e-19,3.9551552781507686e-20,3.15911909665238e-21,1.6535378691928839e-10,3.9610884332760191e-10,2.8627894849205547e-13,1.9551712498993852e-13,1.4933700419465387e-16,4.1921763719278262e-15,-1.9966212044085111e-17,6.1266812344577648e-13,3.132254707634685e-20,4.0066372089766246e-14,5.2317057265777399e-13,9.6236390317122748e-13,1.4935352193594466e-15,1.149434733994277e-15,3.4510328654813486e-15
2.516845219444111e-09,0.0022497473743406113,1.4908429477693824e-17,1.5676409445590022e-13,6.9474413610209198e-15,7.9280196176211196e-16,8.6250618003782407e-10,8.3302544852979815e-14,1.0257253074990335e-30,7.2353005023664134e-30,1.3975946875942204e-31,3.571811902391519e-17,1.3952695395371744e-18,4.1402206409434997e-17,-9.446110087877722e-21,-2.3622375408377389e-30,1.2334607131596043e-29,7.8544526586264811e-25,5.8410134857660934e-29,-1.0724899050270051e-40,9.8323557102688828e-24,-1.6887301403042492e-17,3.2391034064358044e-21,7.3750751389370346e-18,4.5634747074077186e-10,1.0237406856426556e-18,1.2747078806974382e-19,1.7348394100981708e-17,3.3631904481095944e-39,-4.630558696903096e-21,2.5348766486225338e-22,1.0176562157992995e-27,7.5919687641561583e-35,0.88129999999999997,0.0,0.0,0.0,0.009885082671434264,0.10880196331577258,9.9999999999958859e-05,2.5752221452669248e-07,2.244830643444735e-06,1.2365268760187826e-06,2.0916111560957416e-12,1.0217373159701395e-06,3.7858922963407182e-11,1.3950999534949638e-08,2.3903155717938193e-14,2.0903897114168277e-16,1.3064447185563617e-10,6.185779141411739e-10,6.2702536927041469e-08,1.2515000659926239e-08,4.8833793019710264e-19,3.6111513465724491e-15,5.100645843267567e-19,6.9740366200179587e-16,6.6117237716473309e-08,8.5913238728461579e-17,2.4547692351016107e-17,4.4514226090421612e-19,5.9618128158992415e-20,4.809088542442814e-21,1.7777600165477442e-10,4.5578760380776563e-10,3.2941493324451812e-13,2.2499185937825803e-13,1.5882752621179602e-16,5.4612942725433405e-15,-1.8073969720745394e-17,6.8520267012278375e-13,4.4898057346460551e-20,4.3047475266096425e-14,5.6575390810757868e-13,1.1147701535249383e-12,1.7301159658378345e-15,1.3315123215072446e-15,4.0024983494641522e-15
2.669278733710658e-09,0.002249747227514638,1.6744030584875213e-17,1.7312209949486676e-13,7.3162021163487759e-15,9.9999212795065959e-16,9.690910296471308e-10,1.0503641372941559e-13,8.0645437655564628e-31,-2.3479502364732174e-27,1.7282989258945352e-31,3.3824689176944748e-17,1.038078456048201e-18,4.5492195996985209e-17,-8.33909994959795e-21,-2.358460540325855e-30,1.7223286629246699e-29,9.6330249267788882e-25,7.9511971835523653e-29,-1.1451076629454248e-40,1.1966009684282626e-23,-1.5823924312221873e-17,3.7740497199085229e-21,6.5397270445503371e-18,5.204281508588285e-10,1.2336567870377409e-18,1.6333854477445898e-19,2.3401864628742083e-17,2.848904345963599e-39,-5.0172700232332348e-21,3.0775101189497153e-22,1.3580927703668323e-27,1.0610794251041607e-34,0.88129999999999997,0.0,0.0,0.0,0.0098847842444422188,0.1088018978757504,9.999999999995478e-05,2.7310090446566274e-07,2.3806677281497213e-06,1.3086805545005235e-06,2.218175587911606e-12,1.0862003899337451e-06,3.7857829358862537e-11,1.4795834015590562e-08,2.5411244893678431e-14,2.2169780131390785e-16,1.5594438534478255e-10,7.0271306505033472e-10,6.6500177148762239e-08,1.4076111532708312e-08,5.4080159475336692e-19,4.1702087971124896e-15,6.0850395114761209e-19,8.7462947831137211e-16,7.0121756464507746e-08,1.1345142826181389e-16,3.3577807774058533e-17,6.1750784330679582e-19,8.7651059830784521e-20,7.1403663620888477e-21,1.9020644723609674e-10,5.1978887297579213e-10,3.756755352822926e-13,2.566026802851052e-13,1.6831787583758384e-16,7.0010677267065258e-15,-1.6279874066885374e-17,7.6078362443242211e-13,6.299406949543791e-20,4.6034257232868872e-14,6.0846096415737234e-13,1.279113966997981e-12,1.9852316723052719e-15,1.5278550853345078e-15,4.5975593756265526e-15
