Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388)
1.6169189609305895e-09,0.0028860436901618635,1.8450761706452871e-16,1.9421922772165067e-12,1.3045684607405087e-13,5.2275665409941806e-15,1.8555774404118535e-09,2.029478556386352e-13,1.2997916161273292e-27,2.9535799835143756e-27,5.5261025742870995e-30,3.0342956379280774e-15,2.3734975497378605e-16,1.0431338058434975e-16,1.1437186721896619e-18,5.6094265687108998e-31,1.0482709045094158e-27,3.0409233730050306e-24,2.7987067698791036e-28,-1.208759710013404e-36,6.9339524085365727e-22,-1.3142805175464204e-15,3.5780306818337072e-19,-9.7458598356016285e-16,3.5709221253894232e-09,2.3234270209046641e-17,2.2512183312608045e-18,7.8526299220606187e-16,6.7370542988715074e-36,-3.647723645983435e-19,1.6082012508938912e-20,7.4153187271124813e-26,7.1155192673427378e-33,0.88129999999999997,0.0,0.0,0.0,0.0098792808367244404,0.10880191401456307,9.9999999999896463e-05,5.743171789374137e-07,4.5003080338601608e-06,3.4407622891709855e-06,2.2113830983407734e-12,1.0694062152751994e-06,4.1715356277479493e-10,1.4563718117204273e-08,1.7601129318530059e-14,1.5908441087480134e-16,1.549951630101039e-10,1.1012289152743361e-09,4.791356410528195e-07,2.3247209114767965e-08,1.0470537679972921e-18,1.4744302856298211e-14,2.1729606516393541e-18,3.51848601257164e-15,6.1098293442487563e-07,4.2130374548529833e-16,5.1143099786012999e-17,4.0447138660848985e-18,2.5834877901875972e-19,2.6680000481895857e-20,1.1737381246985371e-09,3.5683979754074638e-09,1.5025559419159472e-12,9.7334792340810838e-13,9.1430066437448987e-16,4.8271592095682873e-14,1.304150273170494e-15,1.2989262191251986e-11,1.1140823214724584e-19,1.3135434143777775e-13,2.0450354053050608e-12,4.5877548973829549e-12,3.7052815917435544e-15,2.638171858952691e-15,9.1065039091643076e-15,3.3190748380283688e-21,1.7653533536084702e-17,5.0425609819935914e-18,1.19386622398433e-25,3.838350733239072e-21,6.7942538250320673e-26,1.9598356297520934e-20
1.6591571742604964e-09,0.0028860436058473975,1.9382795261937737e-16,2.0273680398033044e-12,1.3307826095147286e-13,5.6543359574605789e-15,1.953392290865078e-09,2.2480816672497755e-13,1.2551344553918159e-27,-4.0713270448360475e-25,5.64544590913185e-30,3.0071232814523549e-15,2.2269898225821565e-16,1.0868464200135476e-16,1.175078153296923e-18,8.320657737425966e-31,1.111925218695074e-27,3.2998801264048571e-24,3.1699053396695746e-28,-1.2362959113643745e-36,7.4675440643896967e-22,-1.2916006094294615e-15,3.7537241294815798e-19,-9.9319426005205919e-16,3.783517012746314e-09,2.5252801500944982e-17,2.4708575660860385e-18,7.9857933695446706e-16,6.6855412088135014e-36,-3.7968729369289073e-19,1.7323559502065374e-20,8.3720297502396544e-26,7.6781343009074666e-33,0.88129999999999997,0.0,0.0,0.0,0.0098790005347926483,0.10880188448680841,9.9999999999892113e-05,5.8929610685680419e-07,4.6177011391727006e-06,3.5292512945737428e-06,2.2690677445524878e-12,1.0984431547536274e-06,4.1714246773718722e-10,1.4943925930117245e-08,1.807904214446108e-14,1.6323754925474697e-16,1.6755877298731872e-10,1.162847952560979e-09,4.9164908811451998e-07,2.4476590634561958e-08,1.0948267418393942e-18,1.568661324765761e-14,2.347701405414597e-18,3.886867655855961e-15,6.2694084594908996e-07,4.7683602661478772e-16,5.8610145608788073e-17,4.6806813218526764e-18,3.0619654469961059e-19,3.1782430583784978e-20,1.2089878255389017e-09,3.780839832177011e-09,1.592019568432454e-12,1.0313294415714917e-12,9.37299307575535e-16,5.3859290427885506e-14,1.3378209978002552e-15,1.3574966252857971e-11,1.2945806472710391e-19,1.3510884501222885e-13,2.1084930328861846e-12,4.8639572736325911e-12,3.928403970167299e-15,2.7970330944244765e-15,9.6594847515444962e-15,3.5206214055858983e-21,1.8921098728572757e-17,5.4186068124833072e-18,1.2828980528150262e-25,4.1140098076058964e-21,7.3009310655860797e-26,2.1005066961292937e-20
1.7013953875904033e-09,0.0028860435215601566,2.0337571759506417e-16,2.1142456719909667e-12,1.3574228353439602e-13,6.1139628111327924e-15,2.0537144823095226e-09,2.4838760628895332e-13,1.2111009404251813e-27,3.435693021946177e-26,5.766169485725207e-30,2.9795042014456294e-15,2.0896433306806399e-16,1.1311866501158405e-16,1.2062773099819079e-18,1.1150825538755113e-30,1.1779819460964811e-27,3.5755997261909582e-24,3.5823527967566315e-28,-1.2631438033697264e-36,8.0270700776659822e-22,-1.2693237083172467e-15,3.9333615049707857e-19,-1.0114809193947749e-15,4.0024021436561037e-09,2.7383776082742804e-17,2.7089102921367228e-18,8.1235278157537147e-16,6.6249487398390651e-36,-3.9471676727942508e-19,1.8625567856927169e-20,9.4238967579011632e-26,8.2908762249252047e-33,0.88129999999999997,0.0,0.0,0.0,0.0098787202184060802,0.10880185495968746,9.9999999999887681e-05,6.0427382554978347e-07,4.7350855084191485e-06,3.6177288903212822e-06,2.3267480700473042e-12,1.1274763156480581e-06,4.1713137206654443e-10,1.5324105266526917e-08,1.8556892779479976e-14,1.6739037657622763e-16,1.8078229115175978e-10,1.2263134902288382e-09,5.0416215082531873e-07,2.5737591874151267e-08,1.1437466742938144e-18,1.6661610313903183e-14,2.5316025715980538e-18,4.2829066826924018e-15,6.4289832473765429e-07,5.3800650603301314e-16,6.6926630755115297e-17,5.3965283532073781e-18,3.6133815419538973e-19,3.7695303014317099e-20,1.2442379641725582e-09,3.9995670945975655e-09,1.684130390902455e-12,1.0910274390390018e-12,9.6029644107174612e-16,5.9921346926300666e-14,1.3711862304777915e-15,1.4169159572986678e-11,1.4987051812035474e-19,1.3886467553824462e-13,2.1719889986590184e-12,5.1485998970628877e-12,4.1583460653373423e-15,2.9607498278835448e-15,1.0229517024259995e-14,3.7283827578385777e-21,2.0253360045915265e-17,5.8144672486692744e-18,1.3766211465747776e-25,4.4037407816865142e-21,7.8343061421991832e-26,2.2483573412907981e-20
1.7436336009203102e-09,0.0028860434373001154,2.1315129515903213e-16,2.2028356068317067e-12,1.3835768995711081e-13,6.6081969356699734e-15,2.1565437406897113e-09,2.7377390360163429e-13,1.1677824338074213e-27,-2.8646498258798977e-26,5.8887106643763355e-30,2.9514778913308967e-15,1.9607037279035052e-16,1.1761415720299167e-16,1.2373122412804313e-18,1.4074309861540382e-30,1.2465134716613932e-27,3.8688801897164682e-24,4.0397353184675942e-28,-1.2892871595595223e-36,8.6131122113487096e-22,-1.2474238481465139e-15,4.1169552481498451e-19,-1.0294516342207394e-15,4.2275775212159709e-09,2.9629981972642569e-17,2.9664050154934371e-18,8.2665579368609199e-16,6.5559992476467565e-36,-4.0985246131392004e-19,1.9989387459049976e-20,1.057772770766475e-25,8.9579498072324638e-33,0.88129999999999997,0.0,0.0,0.0,0.009878439887584748,0.10880182543318997,9.9999999999883182e-05,6.1925033505764587e-07,4.8524611226693211e-06,3.7061950569884506e-06,2.3844240655255136e-12,1.1565056915943898e-06,4.1712027576371015e-10,1.5704256065143833e-08,1.9034681118841348e-14,1.7154289216975785e-16,1.9468251467311074e-10,1.2916384492876116e-09,5.1667482916781674e-07,2.7030208699500604e-08,1.1938215633526655e-18,1.7669539115622349e-14,2.7248990964078581e-18,4.7078825524099028e-15,6.5885537099270636e-07,6.0522338385073466e-16,7.6162604487072484e-17,6.1998516433183297e-18,4.2465542781491449e-19,4.452228518659642e-20,1.2794877218453619e-09,4.2245797395315957e-09,1.7788883979060197e-12,1.152441909061494e-12,9.8329199745247319e-16,6.6484018282280843e-14,1.4042412780137063e-15,1.4771617797649635e-11,1.7288449009198575e-19,1.4262163688418321e-13,2.2355181240412188e-12,5.4416874002286728e-12,4.3951116197859633e-15,3.1293247237103001e-15,1.081661051118771e-14,3.9423624607427036e-21,2.1652531752834441e-17,6.2308393865085953e-18,1.475200548258541e-25,4.7080253439478772e-21,8.3953183091856337e-26,2.403633496601441e-20
1.785871814250217e-09,0.002886043353067238,2.2315377973754035e-16,2.293114799713945e-12,1.4095815764897881e-13,7.1388254098141098e-15,2.261879697665298e-09,3.0105695985091213e-13,1.1252481897738094e-27,-1.7896552715774401e-26,6.0134960322156226e-30,2.9230978638907449e-15,1.8396457293081102e-16,1.2216982710138933e-16,1.2681794618120312e-18,1.7094359569368165e-30,1.3175965355566687e-27,4.1805451376113571e-24,4.5459954929806489e-28,-1.3146882258655309e-36,9.2262545028697834e-22,-1.225894046095253e-15,4.3045202174295465e-19,-1.047111797501716e-15,4.4590430195979494e-09,3.1994181657592069e-17,3.2443942184835801e-18,8.4156250398128963e-16,6.4793956105846135e-36,-4.250861346977712e-19,2.1416372866784167e-20,1.1840641380199145e-25,9.683794085495227e-33,0.88129999999999997,0.0,0.0,0.0,0.0098781595423486895,0.10880179590730586,9.9999999999878642e-05,6.3422563542171423e-07,4.9698279629640834e-06,3.7946497751572837e-06,2.4420957216731783e-12,1.185531276231221e-06,4.1710917882952949e-10,1.6084378264575888e-08,1.9512407057844225e-14,1.7569509536473097e-16,2.0927623499907266e-10,1.358835748365179e-09,5.2918712312464019e-07,2.8354436971529516e-08,1.2450594055203351e-18,1.87106438510994e-14,2.9278259144140579e-18,5.1630968370306435e-15,6.74811984910527e-07,6.7891290455765659e-16,8.6391746988389637e-17,7.0987476001030174e-18,4.9711060854221935e-19,5.2377354592463953e-20,1.3147364076313134e-09,4.455877614299062e-09,1.8762935234246691e-12,1.2155728093854617e-12,1.0062859301641383e-15,7.3574268652154059e-14,1.4369819296910306e-15,1.5382122455964924e-11,1.987563316109195e-19,1.4637955671603438e-13,2.2990758349657936e-12,5.7432237860158833e-12,4.6387038667558303e-15,3.3027600837077666e-15,1.1420773673056093e-14,4.1625635980030106e-21,2.3120871798965032e-17,6.6684346702347905e-18,1.5788046979295591e-25,5.0273546880153013e-21,8.9849261534647862e-26,2.5665859525705962e-20
1.828110027580124e-09,0.002886043268861497,2.3338311106692465e-16,2.3850821620537161e-12,1.4360603195760362e-13,7.7076753625785464e-15,2.3697219312453763e-09,3.3032884657160426e-13,1.0835582158689143e-27,-2.833909513240318e-25,6.1409477180592619e-30,2.8944278006391252e-15,1.7261146935253126e-16,1.2678439734046909e-16,1.2988760148843682e-18,2.0223225640014788e-30,1.3913123188350805e-27,4.5114439057809185e-24,5.1053416448066933e-28,-1.3393207569501815e-36,9.8670835016418681e-22,-1.2047413094894256e-15,4.4960736562493853e-19,-1.0644667281996771e-15,4.6967983960264494e-09,3.4479112234930676e-17,3.5439543954048637e-18,8.5714907876315347e-16,6.395816703086713e-36,-4.4040983371918123e-19,2.2907883869883925e-20,1.3220072254927941e-25,1.0473122647133345e-32,0.88129999999999997,0.0,0.0,0.0,0.0098778791827179267,0.10880176638202511,9.9999999999874034e-05,6.4919972668333962e-07,5.0871860103706269e-06,3.883093025417177e-06,2.4997630291892865e-12,1.2145530631998967e-06,4.1709808126484691e-10,1.6464471803514346e-08,1.9990070491832874e-14,1.7984698549145096e-16,2.2458023784622326e-10,1.4279183036999479e-09,5.4169903267844091e-07,2.9710272546106603e-08,1.29746819581565e-18,1.9785167928610874e-14,3.14061794760153e-18,5.6498729537449916e-15,6.9076816668164569e-07,7.595195479694562e-16,9.7691418697030906e-17,8.1018246421063825e-18,5.7974976149248703e-19,6.1385310424347636e-20,1.349983446428841e-09,4.6934604486468514e-09,1.9763456518862946e-12,1.2804200655337998e-12,1.0292782011791216e-15,8.1219769413035621e-14,1.4694045771569855e-15,1.6000460855267934e-11,2.2776039208381086e-19,1.5013828436247592e-13,2.3626581215131418e-12,6.0532124735414068e-12,4.8891255673221018e-15,3.481057873530008e-15,1.204201374368423e-14,4.3889888061491979e-21,2.4660681811391388e-17,7.1279788870203168e-18,1.6876054314556713e-25,5.3622295110061348e-21,9.604107587369464e-26,2.737470357859484e-20
1.870348240910031e-09,0.002886043184682861,2.438393841997752e-16,2.478740642657707e-12,1.462241231057397e-13,8.3166133000129092e-15,2.4800701521775577e-09,3.6168380500510353e-13,1.0427644841394148e-27,2.1479642204100605e-25,6.2714826368419945e-30,2.8655012113250066e-15,1.6195197844933312e-16,1.3145665526268292e-16,1.329399423710218e-18,2.3444451368669663e-30,1.4677465793932481e-27,4.862451838008497e-24,5.7222615725279009e-28,-1.3631610879902183e-36,1.0536188626604047e-21,-1.1839461115229772e-15,4.6916351375140181e-19,-1.0815216547598717e-15,4.9408433108170813e-09,3.7087485575099628e-17,3.8661858395469216e-18,8.7349383016829679e-16,6.3059156247334515e-36,-4.5581587272699915e-19,2.4465286327705571e-20,1.4723777800802731e-25,1.1330935723708017e-32,0.88129999999999997,0.0,0.0,0.0,0.0098775988087124785,0.10880173685733756,9.9999999999869372e-05,6.641726088839011e-07,5.2045352459647152e-06,3.9715247883651014e-06,2.5574259787770259e-12,1.2435710461442968e-06,4.1708698307050647e-10,1.6844536620686822e-08,2.0467671316193244e-14,1.8399856188061878e-16,2.4061130318657291e-10,1.498899029130911e-09,5.54210557811896e-07,3.1097711274052807e-08,1.3510559277581715e-18,2.0893354085672148e-14,3.3635101039655992e-18,6.1695557628423471e-15,7.0672391649099947e-07,8.475063164277497e-16,1.1014273449313068e-16,9.2182215490951454e-18,6.7370782424135108e-19,7.1682536009593105e-20,1.3852283588780239e-09,4.9373278747740611e-09,2.079044626605366e-12,1.3469835762945641e-12,1.0522687630225348e-15,8.9448898789873029e-14,1.5015061547018261e-15,1.6626425922985973e-11,2.601898317055839e-19,1.5389768690345095e-13,2.4262614666186299e-12,6.3716563720747083e-12,5.146379070181987e-15,3.6642197652479558e-15,1.2680336885150442e-14,4.6216403310906547e-21,2.6274307067404371e-17,7.6102121594969253e-18,1.8017779787384467e-25,5.7131600076799489e-21,1.0253859838568045e-25,2.9165472162827114e-20
1.912586454239938e-09,0.0028860431005312977,2.5452246945748304e-16,2.5740873649646332e-12,1.4883140767497482e-13,8.9675447357203449e-15,2.5929239779273998e-09,3.9521824550176689e-13,1.0029109789078319e-27,4.4963056928451676e-26,6.4055101061430554e-30,2.8363640803222681e-15,1.519457021792881e-16,1.3618539405011557e-16,1.3597476434637223e-18,2.6764683041773465e-30,1.5469897969236775e-27,5.2344706030835203e-24,6.4015374011642818e-28,-1.3861858259748513e-36,1.1234162538162751e-21,-1.1635048514727633e-15,4.8912265072790031e-19,-1.0982817024019525e-15,5.1911773460127448e-09,3.9821988501963173e-17,4.2122124180289979e-18,8.906773311821408e-16,6.2103194938801953e-36,-4.7129673408219132e-19,2.6089953039105934e-20,1.6359846259287886e-25,1.2262500455749933e-32,0.88129999999999997,0.0,0.0,0.0,0.0098773184203523635,0.10880170733323308,9.9999999999864656e-05,6.791442820648066e-07,5.3218756508207734e-06,4.0599450446057524e-06,2.6150845611389191e-12,1.2725852187107263e-06,4.1707588424735223e-10,1.7224572654811604e-08,2.0945209426351239e-14,1.8814982386283368e-16,2.573862052333331e-10,1.5717908360872136e-09,5.6672169850770747e-07,3.2516749001145978e-08,1.4058305933662189e-18,2.2035444501013008e-14,3.5967372760442453e-18,6.723511148283094e-15,7.226792345180978e-07,9.4335503375852178e-16,1.2383064094686005e-16,1.0457626897259552e-17,7.8021406010039112e-19,8.3417830592531104e-20,1.4204707426837206e-09,5.1874794459554989e-09,2.1843902576323364e-12,1.4152632188255257e-12,1.0752575815499443e-15,9.829074147197268e-14,1.533284086546304e-15,1.7259816042885542e-11,2.9635749126232038e-19,1.5765764737348377e-13,2.489882775658615e-12,6.6985579522271027e-12,5.410466369235905e-15,3.8522471783429448e-15,1.3335748337525104e-14,4.8605200826900058e-21,2.7964136466463824e-17,8.1158889375731557e-18,1.9215009617759127e-25,6.0806658642787243e-21,1.0935199439039482e-25,3.1040818834851663e-20
1.954824667569845e-09,0.0028860430164067774,2.6543131554495198e-16,2.6710955021899934e-12,1.513662914257756e-13,9.6624132479907738e-15,2.7082831277715917e-09,4.3103074678021811e-13,9.6402556765653109e-28,7.1615828155687854e-25,6.543430790983127e-30,2.8070410536327823e-15,1.4253748643041562e-16,1.4096945298712131e-16,1.3899189638434898e-18,3.0166325400573193e-30,1.6291373053858918e-27,5.6284284505228226e-24,7.1482601154746931e-28,-1.4083517365529122e-36,1.1961601478893111e-21,-1.1433962708721671e-15,5.0948718333828134e-19,-1.1147517936470319e-15,5.4478000189797726e-09,4.2685282987409336e-17,4.5831812917774009e-18,9.0878240440303258e-16,6.1096278894722514e-36,-4.8684504343370901e-19,2.7783264539432204e-20,1.8136704075903592e-25,1.3273380998006783e-32,0.88129999999999997,0.0,0.0,0.0,0.0098770380176576283,0.10880167780970157,9.9999999999859858e-05,6.941147462674916e-07,5.4392072059939162e-06,4.1483537747515014e-06,2.6727387669679885e-12,1.3015955745479526e-06,4.1706478479622971e-10,1.7604579844547907e-08,2.1422684717773242e-14,1.9230077076804952e-16,2.7492171242748665e-10,1.6466066335780215e-09,5.7923245474860358e-07,3.3967381568120577e-08,1.4618001831473342e-18,2.3211680878171909e-14,3.8405343395608934e-18,7.3131256311101432e-15,7.3863412093717124e-07,1.0475666198200867e-15,1.3884398729384217e-16,1.1830297431392702e-17,9.0059737451404857e-19,9.6753230404136703e-20,1.4557102589898109e-09,5.4439146501287439e-09,2.2923823274803795e-12,1.485258852378319e-12,1.0982446193269329e-15,1.0777508825500017e-13,1.5647361696199548e-15,1.7900434906022899e-11,3.3659672878481282e-19,1.614180626597074e-13,2.5535193212840181e-12,7.033919301966451e-12,5.6813891488950859e-15,4.0451413119623781e-15,1.4008252536785367e-14,5.105629677739793e-21,2.9732602508591969e-17,8.6457779905303017e-18,2.0469563927912127e-25,6.4652762538314836e-21,1.1649162214423565e-25,3.3003445644337107e-20
1.997062880899752e-09,0.0028860429323092664,2.7656790109010831e-16,2.7698169905216402e-12,1.5414216667181128e-13,1.0403205677847163e-14,2.8261468637137807e-09,4.6922205356199226e-13,9.2615516451180057e-28,-1.0731955761270683e-24,6.6856444721186273e-30,2.7776299669499913e-15,1.3374836778284317e-16,1.4580761066678136e-16,1.4199122772842956e-18,3.3736431380202787e-30,1.7142894225776721e-27,6.0452803788668563e-24,7.9678441102628017e-28,-1.4296833523064525e-36,1.2719105589946413e-21,-1.1236739136697814e-15,5.3025973600963253e-19,-1.1309370741989596e-15,5.7107107922216851e-09,4.5680006344434449e-17,4.9802630546183432e-18,9.2789479896196545e-16,6.0044158427228073e-36,-5.0245379012913226e-19,2.9546609837814249e-20,2.0063123124628395e-25,1.4369429332140886e-32,0.88129999999999997,0.0,0.0,0.0,0.0098767576006482411,0.10880164828673326,9.999999999985502e-05,7.0908400153342027e-07,5.5565298926220768e-06,4.2367509594226825e-06,2.7303885869979491e-12,1.3306021073072863e-06,4.170536847179812e-10,1.7984558128801587e-08,2.1900097085967542e-14,1.9645140192891432e-16,2.9323458742486857e-10,1.7233593281825112e-09,5.9174282651733745e-07,3.5449604810676694e-08,1.5189726861031042e-18,2.4422304507495233e-14,4.0951361521532982e-18,7.9398060089202615e-15,7.5458857591731053e-07,1.1606613455741783e-15,1.5527559140772035e-16,1.3347075633910431e-17,1.0362915555487412e-18,1.1186483178902143e-19,1.4909466225442051e-09,5.7066329197013964e-09,2.4030205952587905e-12,1.556970320986455e-12,1.121229880359087e-15,1.1793243572303013e-13,1.5958608775499494e-15,1.8548091373518549e-11,3.8126223396681645e-19,1.6517884363410401e-13,2.6171687050148413e-12,7.3777421710025876e-12,5.9591488199770481e-15,4.2429031704749004e-15,1.469785320791245e-14,5.3569704738939205e-21,3.1582181274240693e-17,9.200662399657267e-18,2.1783296724888469e-25,6.8675298317866506e-21,1.2396803274097252e-25,3.505610311229616e-20
2.0393010942296593e-09,0.002886042848238738,2.8793424811225783e-16,2.8703048161958409e-12,1.569221151164383e-13,1.119195375825514e-14,2.9465149942140051e-09,5.0989535970283678e-13,8.8932629123065392e-28,-5.4547880451438002e-25,6.8325536408896314e-30,2.7481370754356976e-15,1.2551271876011447e-16,1.506987944702473e-16,1.4497269972826806e-18,3.7428435712291512e-30,1.8025522601945056e-27,6.4860118709667259e-24,8.8660867921265296e-28,-1.4501725668038988e-36,1.3507279793086281e-21,-1.1043024635950988e-15,5.514431741096777e-19,-1.1468427073269764e-15,5.979909075797101e-09,4.8808768253580406e-17,5.4046543983880464e-18,9.4810338354053825e-16,5.8952301246369079e-36,-5.1811658366926176e-19,3.1381388393334014e-20,2.2148274502488822e-25,1.5556994979164593e-32,0.88129999999999997,0.0,0.0,0.0,0.0098764771693441566,0.1088016187643179,9.9999999999850127e-05,7.2405204790408865e-07,5.6738436918496147e-06,4.3251365792483654e-06,2.7880340119656616e-12,1.3596048106429623e-06,4.1704258401344792e-10,1.836450744652991e-08,2.237744642649053e-14,2.0060171667863766e-16,3.1234158631963686e-10,1.8020618237188238e-09,6.0425281379669136e-07,3.6963414558827007e-08,1.5773560895141967e-18,2.566755627359333e-14,4.3607775495112394e-18,8.6049816045407545e-15,7.7054259962194699e-07,1.2831816802582752e-15,1.7322283969201146e-16,1.5019487880302223e-17,1.1888555082714659e-18,1.2894562147499685e-19,1.5261795990943606e-09,5.9756336338747541e-09,2.5163047976525992e-12,1.6303974541025714e-12,1.144213316859148e-15,1.2879407886648942e-13,1.6266572371951402e-15,1.9202599998491304e-11,4.3073382328178825e-19,1.6893991160209899e-13,2.6808288544962567e-12,7.7300279724632903e-12,6.24374652106316e-15,4.4455335644368366e-15,1.5404553368264792e-14,5.6145435708970692e-21,3.3515398153940758e-17,9.7813414361785915e-18,2.3158100346690352e-25,7.2879759826417438e-21,1.317919954146053e-25,3.72015966003402e-20
2.0815393075595664e-09,0.0028860427641951565,2.9953273627873323e-16,2.9726212769778327e-12,1.5979972078798231e-13,1.2030720416038615e-14,3.0693869853826707e-09,5.5315553006904416e-13,8.5356919292912664e-28,-2.0464141151269914e-24,6.9845595585257945e-30,2.7186206786033587e-15,1.1781942734169343e-16,1.5564187630963304e-16,1.4793629263574993e-18,4.1265773098177243e-30,1.8940360150866918e-27,6.9516294861125878e-24,9.8490628531624363e-28,-1.4698234458378483e-36,1.4326732580539816e-21,-1.0852999936358342e-15,5.7304052263130534e-19,-1.162473954844994e-15,6.2553942511605133e-09,5.2074159698934272e-17,5.8575696896514783e-18,9.694993686122773e-16,5.7826006700578207e-36,-5.3382731100891986e-19,3.3289007511325918e-20,2.4401609635208194e-25,1.684269724199193e-32,0.88129999999999997,0.0,0.0,0.0,0.0098761967237653361,0.10880158924244557,9.9999999999845181e-05,7.3901888542101406e-07,5.7911485848335257e-06,4.4135106148636398e-06,2.8456750326141846e-12,1.3886036782112103e-06,4.1703148268347191e-10,1.8744427736715369e-08,2.2854732634931438e-14,2.047517143507047e-16,3.3225946071438174e-10,1.8827270221113431e-09,6.1676241656946629e-07,3.8508806638713289e-08,1.6369583794759303e-18,2.6947676830600716e-14,4.6376933510872358e-18,9.3100967594048172e-15,7.8649619221078379e-07,1.4156854905243408e-15,1.9278630060460402e-16,1.685954509872299e-17,1.3599390871441109e-18,1.4820103178009619e-19,1.5614089819901024e-09,6.250916142721717e-09,2.6322346590705458e-12,1.7055400731971902e-12,1.1671949134724212e-15,1.4039185719986533e-13,1.657124701330577e-15,1.9863779086462902e-11,4.8540931174746032e-19,1.7270119519685341e-13,2.7444978843093893e-12,8.0907779252345546e-12,6.5351832336272172e-15,4.6530331925553019e-15,1.6128355626886569e-14,5.8783499196744933e-21,3.5534812151929008e-17,1.0388625412833023e-17,2.4595893272980931e-25,7.7271714048038663e-21,1.39974428170476e-25,3.9442768857304328e-20
2.1237775208894735e-09,0.0028860426801784926,3.1136117706348824e-16,3.076709958812025e-12,1.6240752774306851e-13,1.29216065970859e-14,3.1947628807680304e-09,5.9910983646386507e-13,8.1887617815960238e-28,2.5397431682822063e-25,7.1420482178701554e-30,2.689045525366927e-15,1.1057196535366469e-16,1.6063586798809978e-16,1.5088199620452832e-18,4.5161978534828561e-30,1.9888568312883598e-27,7.4431703589311314e-24,1.0923256730108067e-27,-1.4885483496622868e-36,1.517807777690525e-21,-1.0665956307291992e-15,5.9505503291097568e-19,-1.1778355893513244e-15,6.5371656621661385e-09,5.5478744885099459e-17,6.3402481109139889e-18,9.92176568318323e-16,5.6670249987886409e-36,-5.4957981130541796e-19,3.5270886243422733e-20,2.6832988149116492e-25,1.8233541447799531e-32,0.88129999999999997,0.0,0.0,0.0,0.0098759162639318557,0.10880155972110581,9.999999999984018e-05,7.539845141257458e-07,5.908444552617846e-06,4.5018730469119003e-06,2.9033116396310566e-12,1.4175987036710899e-06,4.1702038072889952e-10,1.9124318937998401e-08,2.3331955606926068e-14,2.0890139427486426e-16,3.5300495574105319e-10,1.9653678225540331e-09,6.2927163481849225e-07,4.0085776870885349e-08,1.6977875403743592e-18,2.8262906524406165e-14,4.9261183521788306e-18,1.0056617199630176e-14,8.0244935383824077e-07,1.5587529568956779e-15,2.1407116229788147e-16,1.8879967216623211e-17,1.5513268291776222e-18,1.6985506496214761e-19,1.596634600732489e-09,6.53247975795827e-09,2.7508098877557951e-12,1.782397989230024e-12,1.1901746130772556e-15,1.5275839356314895e-13,1.687262811236642e-15,2.0531452259370223e-11,5.4571298897687951e-19,1.7646263095713999e-13,2.8081741546009443e-12,8.4599929868288272e-12,6.8334597277455054e-15,4.8654026030374451e-15,1.6869262043879733e-14,6.1483902710769667e-21,3.7643030623730473e-17,1.1023340524301037e-17,2.6098631585180549e-25,8.1856833171118603e-21,1.4852646300430331e-25,4.1782516405869438e-20
