Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388)
5.567713223333473e-12,0.002886046807835746,8.1444418900626572e-21,2.108236422828318e-16,3.5474082023400002e-15,1.1672569907192292e-18,3.2564864080961676e-14,2.6172667151554187e-22,1.7276100307295912e-30,-2.4348643284733114e-20,8.0432716549171346e-38,3.5531955846115671e-16,3.5222003451790819e-16,7.5959099314710335e-19,2.6014492120236923e-22,-1.2900096133622299e-30,4.9299008648500586e-34,1.2811891626935366e-28,7.3937912320944857e-36,-1.288632279032586e-41,2.2882259323410495e-29,-3.5351436709411494e-16,4.248252241452183e-24,-4.0034215821122346e-19,5.6689114886037251e-16,1.141180061837922e-26,3.1525311097542973e-22,5.342881186355576e-19,-4.5844731852825152e-42,-3.6690506215358906e-24,4.3990638510477068e-28,6.5893514611462698e-36,1.8809864258666807e-39,0.88129999999999997,0.0,0.0,0.0,0.0098899631187128363,0.10880299980133332,9.9999999999999259e-05,1.9806520556382806e-09,1.5528683828553227e-08,1.5407250353208968e-08,7.630450980765557e-15,1.5999160424561709e-10,4.175334825627749e-10,3.8634879539441305e-11,2.6332123981430049e-18,4.220199219034671e-19,1.9232405288835864e-18,1.1697321269101534e-14,1.4716558578455796e-09,2.7640452283192998e-13,9.6644209361027941e-22,1.5537460585950272e-21,4.3171373357663755e-24,3.5296113882536779e-23,1.8765145117324328e-09,1.9372775293788693e-26,1.779893586403038e-29,8.2922392202922734e-31,2.1193226127417126e-34,2.8382680663521627e-35,7.2034556010502147e-14,5.6657113188953215e-16,2.180877565508684e-19,1.0193247428056548e-19,4.2444530971837497e-17,1.0008488117167994e-24,3.126829255700815e-19,1.6976034321504607e-16,1.8984566202505802e-32,1.4243966797604466e-15,6.0241536687233373e-16,3.6648603524814504e-18,2.5105525013808538e-21,1.8085601134564025e-21,7.5648108478743539e-22,2.757414538013732e-28,1.4204150333709523e-22,9.8657276331748798e-25,2.3357299963712712e-32,2.6433440145117675e-26,1.3292554461386878e-32,4.1988556271546963e-25
5.684963892999748e-12,0.0028860468078133663,8.3930148957037257e-21,2.1722367675457369e-16,3.5923361661761926e-15,1.2083280842518667e-18,3.3751686546647318e-14,2.7763768379224276e-22,1.832197255549498e-30,-3.4903863104611579e-20,4.5476666934166042e-37,3.5753415060481251e-16,3.5431581249302649e-16,7.5901533874020029e-19,2.6936004733037058e-22,-1.2932215920163185e-30,5.3329393314932315e-34,1.3102596630137858e-28,7.8905790397360633e-36,-1.4115742343189885e-41,2.462984902049411e-29,-3.5565570477375433e-16,4.4483417966627925e-24,-4.1447563318290492e-19,6.033250371181425e-16,1.2401517040712667e-26,3.2635891888780517e-22,5.5311328538211446e-19,-3.1917686255080459e-42,-3.8098216885185057e-24,4.689335588473205e-28,6.9042993501701407e-36,2.0154769065095511e-39,0.88129999999999997,0.0,0.0,0.0,0.0098899623422045255,0.10880299979357712,9.9999999999999246e-05,2.0223624511228749e-09,1.5855470893188675e-08,1.572836769505478e-08,7.7910306290669809e-15,1.6670231297314945e-10,4.1754097393330892e-10,3.9678992877075603e-11,2.7436614113766613e-18,4.3342512225485611e-19,2.0515718648213085e-18,1.2194993913797092e-14,1.5064303713924545e-09,2.8816368445291206e-13,9.9270288989395607e-22,1.6537734552357511e-21,4.5061320761516486e-24,3.7647646931451305e-23,1.9208556455511855e-09,2.1113553643197751e-26,1.9818520475394108e-29,9.2336903606864144e-31,2.4111018159887678e-34,3.2026071436895328e-35,7.507727031619155e-14,6.0298319538840879e-16,2.3252915895165696e-19,1.093159432010868e-19,4.2474951281520243e-17,1.0895834076721711e-24,3.2375828229557322e-19,1.7775512265887384e-16,2.1140336377355579e-32,1.4459659163767805e-15,6.2564478752758003e-16,3.8920173169240775e-18,2.6755589135043487e-21,1.9269658339964668e-21,8.1965086534695513e-22,2.9876669933748433e-28,1.4807040436505733e-22,1.0497807692453525e-24,2.4853774763207832e-32,2.7643758639401023e-26,1.4144193025154074e-32,4.3322205206421953e-25
5.802214562666022e-12,0.002886046807790599,8.6455846755582088e-21,2.2372494510456471e-16,3.6328558049849513e-15,1.2493654957662422e-18,3.495918030771421e-14,2.942102847889403e-22,1.9370500989711496e-30,4.556254119324843e-21,8.4142486747283131e-37,3.6088089442775339e-16,3.5759385991218608e-16,7.5759750301061897e-19,2.7856983534525227e-22,-1.2960804580260043e-30,5.7496780006192073e-34,1.3394163901712505e-28,8.4035522983455559e-36,-1.5361415602995243e-41,2.6460040921007436e-29,-3.5897926836934336e-16,4.6530981316137932e-24,-4.2859815091067577e-19,6.412815082995385e-16,1.3454151304864881e-26,3.3745466717741957e-22,5.7192159113185281e-19,-1.7154072057593993e-42,-3.9514031782106734e-24,4.9945741227835567e-28,7.226608241225648e-36,2.1545453350507442e-39,0.88129999999999997,0.0,0.0,0.0,0.0098899615656961228,0.10880299978568596,9.9999999999999246e-05,2.0640728372770829e-09,1.6182256671315894e-08,1.6049351146120102e-08,7.9516096450880731e-15,1.7354678722378283e-10,4.1754714502534215e-10,4.0724328968745582e-11,2.8563120449864863e-18,4.4484367936354417e-19,2.1856598789845942e-18,1.2703032719020544e-14,1.5412054504882931e-09,3.0016772886291591e-13,1.0190006524839143e-21,1.7579958867546956e-21,4.6990962426673728e-24,4.0100944920320154e-23,1.9651975008227972e-09,2.2968965980784875e-26,2.2017337201615336e-29,1.0258767059051168e-30,2.7356265886287064e-34,3.6049039041104098e-35,7.8181960436147969e-14,6.4091686588941152e-16,2.4759262567003336e-19,1.1705326819145479e-19,4.2524670921743227e-17,1.1841639643821021e-24,3.3482715148585014e-19,1.8593631182003867e-16,2.3487645712544042e-32,1.4672322370638561e-15,6.4920705358893067e-16,4.1278279701575128e-18,2.8472686150141998e-21,2.0501598171729911e-21,8.8653669700813386e-22,3.2314640410316427e-28,1.5422391418656632e-22,1.1156136563599136e-24,2.6412395210105003e-32,2.8881224021596731e-26,1.5031198467161441e-32,4.4663924454442644e-25
6.036715901998572e-12,0.0028860468077438967,9.1595442183846936e-21,2.3694850277794391e-16,3.6889114888017313e-15,1.3324782246713587e-18,3.7436071196326783e-14,3.2940500960752619e-22,2.1470113304886116e-30,3.4256781670507375e-21,1.6354453709309589e-36,3.7283181281692423e-16,3.6932461169379427e-16,7.4859293507998302e-19,2.972293151829886e-22,-1.3040324721474767e-30,6.6246960564474132e-34,1.3975639368862507e-28,9.4910543490907304e-36,-1.7915930636569755e-41,3.0371876624436158e-29,-3.7080219771474572e-16,5.076610262750963e-24,-4.5720418720099884e-19,7.2188486623532543e-16,1.5758719061328084e-26,3.5992656097100454e-22,6.1001392477039218e-19,1.4866534097319896e-42,-4.2409896798888867e-24,5.651582471084536e-28,7.8986354776851964e-36,2.4507442979897617e-39,0.88129999999999997,0.0,0.0,0.0,0.0098899600126790554,0.10880299976949993,9.9999999999999246e-05,2.147493581594347e-09,1.6835824755723804e-08,1.6690917338710867e-08,8.2727659708777368e-15,1.8763606960639759e-10,4.1755634865851449e-10,4.2818273209989827e-11,3.0882023286433597e-18,4.6771653591506069e-19,2.4716680838851687e-18,1.3750209068538694e-14,1.6107569512552218e-09,3.2491046238743022e-13,1.0716971890173722e-21,1.9793677793504566e-21,5.0969125073028629e-24,4.5321272684095892e-23,2.0538829242465274e-09,2.7043575514853346e-26,2.7000622293311322e-29,1.258220734843174e-30,3.4949298134735518e-34,4.536177393493163e-35,8.4577039474112826e-14,7.2147160933612333e-16,2.7963744986701465e-19,1.3362315132230955e-19,4.263738279061413e-17,1.3919145451574623e-24,3.5725300613754945e-19,2.0285787380873582e-16,2.8808234919942516e-32,1.5089133581985256e-15,6.9730957184243874e-16,4.6258934956811262e-18,3.211205426469409e-21,2.3112018058391762e-21,1.0319698690832755e-21,3.7615629781632953e-28,1.6690459247494861e-22,1.2553613577268837e-24,2.972098065268274e-32,3.1437558944091735e-26,1.6914102888885047e-32,4.7370620144444436e-25
6.271217241331122e-12,0.002886046807695649,9.6795333952999603e-21,2.5031734183659039e-16,3.7248995467892221e-15,1.4192702835425644e-18,3.9996025672963679e-14,3.6744161323354444e-22,2.3603616446640559e-30,-3.3711970690591995e-20,2.5052999084955573e-36,3.9056259612945077e-16,3.8678948381067816e-16,7.3621435760391133e-19,3.167230769515454e-22,-1.3188259858288403e-30,7.5562425989570358e-34,1.4547989203394987e-28,1.0687524127649668e-35,-2.065371667230728e-41,3.4638433320437131e-29,-3.8836334482288451e-16,5.5187868214613447e-24,-4.8708506889255829e-19,8.0894638465848547e-16,1.8346909614144933e-26,3.8339807912629406e-22,6.498009794492326e-19,5.0166039320547204e-42,-4.5472365531808904e-24,6.3732163710630458e-28,8.6140457982479634e-36,2.7799935985228466e-39,0.88129999999999997,0.0,0.0,0.0,0.0098899584596615873,0.10880299975277789,9.9999999999999273e-05,2.230914288590081e-09,1.7489388835210399e-08,1.7331950853956499e-08,8.5939203283977452e-15,2.0225752864519537e-10,4.1756255854446914e-10,4.4915967062632226e-11,3.328851602978944e-18,4.9063035135772669e-19,2.7823943502107561e-18,1.4838850843146234e-14,1.6803097292893135e-09,3.5063271647504142e-13,1.1245131066146704e-21,2.2185453533943837e-21,5.5105455806938836e-24,5.0973954110305402e-23,2.1425699775954421e-09,3.1636977482768556e-26,3.2847783797665443e-29,1.5308825504679417e-30,4.422470241407507e-34,5.658881380039621e-35,9.1219336295266252e-14,8.0848035360568264e-16,3.1432555238416831e-19,1.5170941304629173e-19,4.2760785154031887e-17,1.6262417266469524e-24,3.8068126212780507e-19,2.2052493606641607e-16,3.505235426677607e-32,1.5495081849305429e-15,7.4668304817508979e-16,5.1600121471957247e-18,3.6031687927421929e-21,2.5922579957867717e-21,1.1938133990515537e-21,4.351475663924374e-28,1.8008320289061955e-22,1.4062298952351065e-24,3.3292858735318592e-32,3.4102371915827814e-26,1.8946846265577519e-32,5.0106916596485217e-25
6.5057185806636716e-12,0.002886046807645862,1.0206253959402967e-20,2.6384928817695538e-16,3.7908540443704603e-15,1.5095632929591675e-18,4.2638102481697827e-14,4.0845281503715567e-22,2.5881156997974491e-30,-4.3636750350669692e-21,3.4308162268135439e-36,4.014305329544747e-16,3.9744873208283109e-16,7.3078592379472942e-19,3.3701048451057177e-22,-1.3284632722755047e-30,8.5464503319720757e-34,1.5112404344940369e-28,1.1999689437373378e-35,-2.3507198015764028e-41,3.9265162567666666e-29,-3.9912276523004541e-16,5.9796258601670452e-24,-5.1817946292521172e-19,9.0271078218576661e-16,2.1240940844841063e-26,4.0782055563669425e-22,6.9120031657069115e-19,8.8883165171722072e-42,-4.8698793317973699e-24,7.1623209655016895e-28,9.3769880690384959e-36,3.1445331348457704e-39,0.88129999999999997,0.0,0.0,0.0,0.0098899569066436821,0.10880299973552238,9.9999999999999287e-05,2.3143349582642922e-09,1.8142949558231141e-08,1.7972453608044139e-08,8.9150730362870149e-15,2.1740924837979518e-10,4.1756677200130654e-10,4.7016786002520441e-11,3.5782283335790168e-18,5.1357830370013488e-19,3.1189806040382326e-18,1.5968958618928814e-14,1.7498633551503834e-09,3.7733448524530864e-13,1.1774328211705495e-21,2.4762116241930773e-21,5.939955287322753e-24,5.7075802260760366e-23,2.2312581132888003e-09,3.6791115720577654e-26,3.9665817906926627e-29,1.8488639484759943e-30,5.5466320555207045e-34,7.0028763260877346e-35,9.8108395259778715e-14,9.0218764699175507e-16,3.5176006948494951e-19,1.7137923796444903e-19,4.289093638003557e-17,1.8893849441227766e-24,4.0506305297356933e-19,2.3893739989218674e-16,4.2334631490992665e-32,1.5890783257399112e-15,7.9728981834980832e-16,5.7311109394576414e-18,4.0239409519626224e-21,2.8938835363863694e-21,1.3731156735919848e-21,5.0050232257848462e-28,1.9375941082011266e-22,1.5686319034896125e-24,3.7137798916472287e-32,3.687558999016853e-26,2.1134988364367167e-32,5.2871446261978468e-25
6.740219919996221e-12,0.0028860468075945426,1.0744419405532888e-20,2.7766652097579419e-16,3.8969474112600207e-15,1.6013375483831501e-18,4.5361685555545537e-14,4.525731738814214e-22,2.8298105090059741e-30,3.9811505248861718e-21,4.38192459510373e-36,4.009932678744727e-16,3.9677788393217224e-16,7.3261763227026278e-19,3.5763909752633785e-22,-1.3274881900324839e-30,9.5969610185066629e-34,1.5674196260478923e-28,1.3403625189345694e-35,-2.6393536713757274e-41,4.4261617308410304e-29,-3.9855372475274137e-16,6.4591253275320945e-24,-5.497897045150305e-19,1.0034223161114577e-15,2.446387624996284e-26,4.3264352992511725e-22,7.3327915461335272e-19,1.3123376681419107e-41,-5.2016161194018173e-24,8.0219012634367078e-28,1.0188422273362763e-35,3.5363561007947127e-39,0.88129999999999997,0.0,0.0,0.0,0.0098899553536253171,0.10880299971773585,9.9999999999999259e-05,2.3977555906169864e-09,1.8796507443052251e-08,1.8612427510103797e-08,9.2362243492639171e-15,2.3308931990641546e-10,4.1756964099178287e-10,4.9120212612402947e-11,3.8363011021725376e-18,5.3655474093343291e-19,3.4825819636950686e-18,1.7140533014863265e-14,1.8194175481065308e-09,4.0501576373039875e-13,1.2304434202947361e-21,2.7530489807200522e-21,6.3851018394734011e-24,6.3643584816392263e-23,2.3199469733643722e-09,4.2549567567064444e-26,4.7570358769488577e-29,2.2175718613200677e-30,6.8993219375486563e-34,8.6014386834056607e-35,1.0524376196457861e-13,1.0028375767729006e-15,3.9204394288697771e-19,1.9269969776673105e-19,4.3019531347836359e-17,2.1836871746265592e-24,4.298546240086806e-19,2.5809516246572441e-16,5.0778987978950658e-32,1.6276676477169394e-15,8.4909412428755852e-16,6.3400888903605282e-18,4.4742802164109209e-21,3.2166165962661613e-21,1.5709401098699929e-21,5.726081569829433e-28,2.0793288244873159e-22,1.742978568164031e-24,4.126553634998073e-32,3.9757140314552823e-26,2.3484069429732735e-32,5.5663146973686612e-25
6.974721259328771e-12,0.0028860468075416965,1.1297877963194573e-20,2.9186871407425993e-16,4.0158820606978766e-15,1.6930847261261805e-18,4.8167902271245705e-14,4.9994005727994155e-22,3.0731382835162915e-30,6.4885510169390928e-21,5.3966566844053933e-36,3.9851949361105542e-16,3.9406481146377633e-16,7.3847359992180611e-19,3.7827119394167157e-22,-1.3252363598359592e-30,1.0708438358746501e-33,1.623821306456621e-28,1.4880505744567786e-35,-2.9397524897835583e-41,4.9655688882566587e-29,-3.9594240622761163e-16,6.9572830972751741e-24,-5.8139443862857662e-19,1.1113247858825953e-15,2.8039619214450424e-26,4.5745582055233208e-22,7.7534071891135618e-19,1.773431798496369e-41,-5.5369797311451158e-24,8.9552859650578999e-28,1.1048080508713061e-35,3.9491384705740135e-39,0.88129999999999997,0.0,0.0,0.0,0.0098899538006065046,0.10880299969942057,9.9999999999999259e-05,2.4811761856481727e-09,1.9450062911451906e-08,1.9251874462267955e-08,9.5573744745980447e-15,2.4929584131787406e-10,4.1757159263279635e-10,5.1225817725618152e-11,4.1030386056441154e-18,5.5955497505434849e-19,3.8743665949034838e-18,1.8353574685963024e-14,1.8889721242433537e-09,4.3367654769712272e-13,1.2835341940348113e-21,3.0497391899178743e-21,6.8459458334558987e-24,7.0694024723079343e-23,2.4086363233123044e-09,4.8957531227213511e-26,5.6685963579336703e-29,2.642831888489975e-30,8.5162325412098162e-34,1.0491490465938493e-34,1.126249832332669e-13,1.1106737726890076e-15,4.3527992122967313e-19,2.1573774853717895e-19,4.3143736881486639e-17,2.5115955987856759e-24,4.5465009177519942e-19,2.7799811829049698e-16,6.0518950215814858e-32,1.6653060358114645e-15,9.0206159709904904e-16,6.9878184506723397e-18,4.9549220359191931e-21,3.5609791278135983e-21,1.7883637600162205e-21,6.5185762946451989e-28,2.2260328482285207e-22,1.9296796377513243e-24,4.5685772163265903e-32,4.2746950168060758e-26,2.5999610341830571e-32,5.8481181917527406e-25
7.209222598661321e-12,0.002886046807487333,1.1868195342913453e-20,3.0649617078117148e-16,4.1300609986311643e-15,1.7843264278671801e-18,5.1056772093329982e-14,5.5069340971461634e-22,3.3134946448961115e-30,-2.126113675026749e-22,6.4629676606909267e-36,3.9782654787742856e-16,3.9312475539123685e-16,7.4408954528083077e-19,3.9879990578051905e-22,-1.3248818120862586e-30,1.1880948833334799e-33,1.6806936341356515e-28,1.6430143872479446e-35,-3.2502001535187882e-41,5.5461075406305995e-29,-3.9510351422760845e-16,7.4740970107785179e-24,-6.1282820509780453e-19,1.2266615931206308e-15,3.199280345068726e-26,4.8212691914728974e-22,8.1716385178254328e-19,2.2723799268685469e-41,-5.8745784321769777e-24,9.9660031927373232e-28,1.1957861724772406e-35,4.3827624296262649e-39,0.88129999999999997,0.0,0.0,0.0,0.0098899522475872342,0.10880299968057888,9.9999999999999273e-05,2.5645967433578565e-09,2.0103616318919461e-08,1.9890796360594509e-08,9.878523586987847e-15,2.6602691678064262e-10,4.175729273915711e-10,5.3333236017521054e-11,4.3784096408434291e-18,5.8257501543806488e-19,4.295513957638822e-18,1.9608084314965107e-14,1.9585269541811673e-09,4.6331683343457903e-13,1.3366960265825763e-21,3.3669634778230061e-21,7.3224481985419068e-24,7.8243806310224601e-23,2.4973259981601734e-09,5.6061613026693188e-26,6.714523588988981e-29,3.1308472996325128e-30,1.0436597408463152e-33,1.2713355350874699e-34,1.2025160695466732e-13,1.225939466924813e-15,4.8157058538731931e-19,2.4056024359998991e-19,4.3263224211078794e-17,2.8756492158738308e-24,4.7932099325709218e-19,2.9864616036767503e-16,7.1696710160435838e-32,1.7020179148117807e-15,9.5615876837754619e-16,7.6751497669225287e-18,5.4665827481667292e-21,3.9274795332076413e-21,2.0264744978102045e-21,7.3864724381083342e-28,2.3777028600289581e-22,2.129143612808429e-24,5.0408177937853651e-32,4.584494697800278e-26,2.8687115166343378e-32,6.1324861613849957e-25
7.443723937993871e-12,0.002886046807431456,1.2454922599096441e-20,3.2153679171746983e-16,4.2384505650533325e-15,1.8753588593940652e-18,5.4028192075072619e-14,6.0497607572863059e-22,3.5517117106186569e-30,-4.4950779426356439e-22,7.5770484264338447e-36,3.988759729146436e-16,3.9393414352112302e-16,7.4895144337449611e-19,4.1929157778320581e-22,-1.3262653178394018e-30,1.311423014740249e-33,1.7380294751345839e-28,1.8058445927847776e-35,-3.5702267012035277e-41,6.1691314516778594e-29,-3.9601380800094374e-16,8.009564875759679e-24,-6.4419325048987803e-19,1.3496756261744185e-15,3.6349005581388975e-26,5.0673749331315407e-22,8.5888524737606122e-19,2.8087885123114365e-41,-6.2156110489952415e-24,1.1057690761045917e-27,1.2922722738608292e-35,4.8391364686264572e-39,0.88129999999999997,0.0,0.0,0.0,0.0098899506945675161,0.1088029996612129,9.9999999999999273e-05,2.6480172637460453e-09,2.0757167959397534e-08,2.0529195093310732e-08,1.0199671830879167e-14,2.8328065829069803e-10,4.1757383176882161e-10,5.5442172340391231e-11,4.6623831334844401e-18,6.0561163803760008e-19,4.747218042130988e-18,2.0904062617874776e-14,2.0280819576136931e-09,4.9393661780613783e-13,1.3899215526726403e-21,3.705402372030033e-21,7.8145702927647789e-24,8.6309564381224123e-23,2.5860158955092489e-09,6.3910235769296982e-26,7.9091503727806749e-29,3.6883249045826109e-30,1.2704525184689491e-33,1.5311996896259418e-34,1.2812318239120683e-13,1.3488773787433136e-15,5.3101829978570348e-19,2.6723390175170594e-19,4.3382791939647353e-17,3.2785068645231114e-24,5.0394705284166183e-19,3.2003918035229815e-16,8.4466014403254675e-32,1.7378291499663449e-15,1.0113532141144344e-15,8.4029048894839961e-18,6.0099548043263993e-21,4.3166092790709903e-21,2.2863730167319212e-21,8.3337817591050521e-28,2.5343355536434152e-22,2.3417773849250195e-24,5.5442387161666798e-32,4.9051058397405133e-26,3.155206629000788e-32,6.4193660142060728e-25
7.91272661665897e-12,0.0028860468073151893,1.3674536992325289e-20,3.5277599827571786e-16,4.432108877361259e-15,2.0578945718126991e-18,6.0217933913876421e-14,7.2471203954225495e-22,4.0255581876118791e-30,2.9005142823890647e-22,9.9147155285198843e-36,4.0539802064789526e-16,3.9997623493166259e-16,7.5290474167459702e-19,4.6041065028864066e-22,-1.3324759836371849e-30,1.5763411736042743e-33,1.8537050383129509e-28,2.1573342376231141e-35,-4.2337834957732472e-41,7.5476946196945936e-29,-4.0225816618546421e-16,9.136453628677661e-24,-7.0709713656391166e-19,1.619704734691629e-15,4.6376795961208326e-26,5.5607667199826672e-22,9.4253053403909743e-19,3.9933674773037589e-41,-6.912398615798524e-24,1.3498080532792334e-27,1.5037967538293439e-35,5.82734861385894e-39,0.88129999999999997,0.0,0.0,0.0,0.0098899475885267062,0.10880299962091665,9.9999999999999259e-05,2.8148581925579666e-09,2.2064266898781837e-08,2.1804430581493752e-08,1.0841966184640461e-14,3.1934862075988739e-10,4.175748758279535e-10,5.9663631464016322e-11,5.2560137424092039e-18,6.5172406013867851e-19,5.7471339030737895e-18,2.3620428223882344e-14,2.1671922582764831e-09,5.5811467166626503e-13,1.4965395397076117e-21,4.4486431062128257e-21,8.845520921744824e-24,1.0405534064878717e-22,2.7633960686627788e-09,8.2042538072757e-26,1.0806710373700578e-28,5.0407851780660157e-30,1.8483133923854094e-33,2.1841736880299676e-34,1.4459939130948068e-13,1.6187385452555046e-15,6.3979341414786127e-19,3.2640099669760725e-19,4.3621354911394468e-17,4.2117930708577888e-24,5.5336127942029776e-19,3.6505971811508753e-16,1.1544682945916907e-31,1.8068655531730965e-15,1.1249089504529676e-15,9.9828608152684036e-18,7.194506705135025e-21,5.1646545285822435e-21,2.8759812274821196e-21,1.0482851171650523e-27,2.8624758248161425e-22,2.8081750372538897e-24,6.6484587742583155e-32,5.5787336877510104e-26,3.7836144693550094e-32,7.0005126331847957e-25
8.38172929532407e-12,0.002886046807192944,1.4949214222429738e-20,3.853877244876879e-16,4.6222754614021615e-15,2.2436002502322706e-18,6.6737137894624149e-14,8.6033887478764082e-22,4.5071649920754802e-30,1.1816094751577603e-21,1.2455400830543133e-35,4.1260093115076482e-16,4.0669111584950163e-16,7.5654092600549304e-19,5.0228021874771437e-22,-1.3394759881155089e-30,1.8657499842634945e-33,1.9699648396683955e-28,2.5468851167577788e-35,-4.9389313899457274e-41,9.113578263552488e-29,-4.0917876821620746e-16,1.0337931542583029e-23,-7.7111161015468113e-19,1.9233462492811445e-15,5.8344106403447608e-26,6.0626630166351096e-22,1.0276203125175504e-18,5.3261456862128462e-41,-7.6380676649370106e-24,1.6304360469893914e-27,1.7439059599387281e-35,6.9279106951072571e-39,0.88129999999999997,0.0,0.0,0.0,0.0098899444824840504,0.10880299957854832,9.9999999999999273e-05,2.9816989720839909e-09,2.337136125420819e-08,2.3077595896083249e-08,1.1484258285100005e-14,3.574847612281393e-10,4.1757529875045484e-10,6.3888684648868882e-11,5.883684085330819e-18,6.9787574197855643e-19,6.8839182142087328e-18,2.6502677691505762e-14,2.3063027790958938e-09,6.2621069124717251e-13,1.6033504651807567e-21,5.2848933815520168e-21,9.938496043769217e-24,1.240635788499416e-22,2.9407765276499885e-09,1.0377355231701154e-25,1.449610680965239e-28,6.763344205394688e-30,2.6303690156328988e-33,3.0533265985125041e-34,1.620500280591998e-13,1.9221900635678015e-15,7.6242039752977313e-19,3.9377038164282203e-19,4.3864247147231275e-17,5.3348773842413449e-24,6.0367611020675252e-19,4.1305885415424715e-16,1.5490888677769724e-31,1.8726569634779577e-15,1.2424893700148946e-15,1.1733799481845221e-17,8.5137261337343916e-21,6.1087690933408645e-21,3.566173669523367e-21,1.2998533615350245e-27,3.2104274746311172e-22,3.3320996637709328e-24,7.8888777378925887e-32,6.2955211812328138e-26,4.4895326521124151e-32,7.5913915729281434e-25
8.85073197398917e-12,0.002886046807064765,1.6278234097555416e-20,4.1934991801466342e-16,4.8256418562688809e-15,2.4323495556628897e-18,7.3584848727868249e-14,1.0130850379029711e-21,5.0009495651182509e-30,-7.5953362726542184e-22,1.5169285868430388e-35,4.1529909686278925e-16,4.0889052739686992e-16,7.6222096842777555e-19,5.4487275228003462e-22,-1.341907876981797e-30,2.1800440091430873e-33,2.0866349890846694e-28,2.9741400395561734e-35,-5.6793065122522805e-41,1.0878055451322979e-28,-4.1158721459759491e-16,1.1613980730649608e-23,-8.3619401874246177e-19,2.2625273379473301e-15,7.2484898360036845e-26,6.5727230154553182e-22,1.1140968821968908e-18,6.8095331532704348e-41,-8.3917143209645942e-24,1.9503619827648587e-27,2.0166316893062661e-35,8.1392371375113074e-39,0.88129999999999997,0.0,0.0,0.0,0.0098899413764395386,0.10880299953412376,9.9999999999999273e-05,3.1485396023241747e-09,2.4678452094910789e-08,2.4348705900447279e-08,1.2126548657689572e-14,3.9767421808402317e-10,4.1757539055452028e-10,6.8116268097939345e-11,6.5451495579163893e-18,7.4405506316750289e-19,8.1675695108335792e-18,2.9550817485358583e-14,2.4454133951915197e-09,6.982246622779229e-13,1.7103277858004571e-21,6.2195756582100412e-21,1.1093199753128044e-23,1.4646585092979168e-22,3.1181571132363372e-09,1.2954704581251238e-25,1.9128956333637974e-28,8.9270275957269824e-30,3.6705805113208937e-33,4.1921033795676101e-34,1.8047152931625043e-13,2.2611577600089846e-15,8.9971144399114255e-19,4.6987151319399326e-19,4.4104806749868697e-17,6.6729017614517192e-24,6.548584878979904e-19,4.6403570790287819e-16,2.0448090725237016e-31,1.935432908137902e-15,1.36387126082698e-15,1.366149702388202e-17,9.972476098541645e-21,7.1524046934654638e-21,4.3660432638883394e-21,1.5913970468016429e-27,3.5781645470818961e-22,3.9167565691627405e-24,9.2730844255054927e-32,7.0554113928732743e-26,5.2772799492353235e-32,8.1920071854169731e-25
