Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432)
1.0995907350728007e-08,0.003828921015862121,6.0803158644763347e-14,5.2984032296713406e-10,6.6506561650558335e-12,8.6358062617256292e-11,1.9772364187199715e-07,1.4924906018829742e-09,1.7041457524257061e-30,1.2690261085106598e-26,4.2871961725707481e-26,7.776606157124144e-17,3.0503202922828848e-24,6.8481406815402438e-15,1.2572402873697205e-16,6.3476411594223277e-27,1.6849555437980966e-23,3.1417713429380375e-20,1.515133786928762e-22,1.9620820065772549e-30,6.4189058483805557e-18,5.75826569262466e-29,5.9271838625760412e-16,2.4013697771608356e-20,1.2116082039147458e-06,9.6449153114825814e-14,5.4973488458192137e-14,8.6913049842310036e-12,1.8383772756832882e-38,2.6132511013051031e-30,1.3668290562914041e-16,3.6981026923133816e-20,2.9254810055826928e-27,0.88129999999999997,0.0,0.0,0.0,0.0097201647743691433,0.10879527872645345,9.999999999315213e-05,8.9399285143175895e-06,5.7919883049153357e-05,4.9430228403021119e-05,1.6560940579300179e-11,7.3390312425925495e-06,2.0791814638808565e-09,1.0798838401713958e-07,9.5906480788581984e-14,9.5985245203394311e-16,7.4400248829082364e-08,1.687913809358844e-07,1.7211089986262645e-05,2.3469698781117405e-06,1.14325169243888e-16,5.2558882166115811e-12,2.4862456891800983e-15,2.0453296728383889e-11,2.5045708775295486e-05,2.1148736443066299e-11,1.9514542499034874e-12,1.5016323323048589e-12,2.4706237162538852e-13,9.8133319433572692e-14,3.4213087575149739e-08,1.2099217875441524e-06,3.1632860537259572e-10,1.978262170428732e-10,2.7699792342803404e-14,1.1724138326987462e-09,4.8406133336201102e-17,1.7901832602777275e-09,3.6183472502521149e-14,2.8720384229972498e-12,5.389888395037342e-11,1.3315738731114352e-09,6.1914389315479665e-13,4.1881221190512761e-13,1.6012095676965184e-12,3.3362253334581134e-19,1.719162936987617e-14,2.5276002928103022e-15,4.698564317634952e-23,6.3110153122126768e-18,2.687081145882571e-23,7.8167186869633383e-18,2.4947797048558452e-14,6.802750172890214e-12,1.6494623013121254e-17,4.035825874764683e-16,7.1439760301515481e-21,3.4495460416856385e-17,4.9615499825396202e-11,1.3195597034514397e-13
1.1158772269869663e-08,0.0038289207368769644,6.2570260026281434e-14,5.4483567220322751e-10,6.7439536676668171e-12,9.0104055324721265e-11,2.0350577007244065e-07,1.5815606149404149e-09,1.7830582957776287e-30,-1.2813964052436481e-26,4.6348902692143542e-26,8.080247982943332e-17,3.290164478450977e-24,7.0601271682893136e-15,1.3130012052072631e-16,6.9362950819485318e-27,1.8192982430465943e-23,3.3694265019630385e-20,1.6681272356297382e-22,2.1534363380720884e-30,6.7076656237906826e-18,5.6075805304070836e-29,6.1226059668404459e-16,2.5638357225420265e-20,1.2477164171636786e-06,1.0022099215040211e-13,5.8032249989771029e-14,9.1840660584230435e-12,1.9377407182321399e-38,2.6892816482159269e-30,1.427348536624475e-16,3.9679991053562757e-20,3.1760177816760555e-27,0.88129999999999997,0.0,0.0,0.0,0.0097176578412999041,0.10879516385878624,9.9999999992940141e-05,9.0697925626852699e-06,5.8757669626869328e-05,5.0128315119907671e-05,1.6800471058847167e-11,7.4431523102842043e-06,2.0786874997883282e-09,1.0955042966347718e-07,9.7267135196471378e-14,9.7373666151668718e-16,7.7693483018677233e-08,1.7482538050489448e-07,1.7463521767009764e-05,2.4160741053941643e-06,1.1833213414890897e-16,5.4467920387406162e-12,2.5967099087867291e-15,2.1491164359241372e-11,2.5413685452119424e-05,2.2556647864670435e-11,2.0832435502231501e-12,1.6131879973754672e-12,2.6710395320128576e-13,1.0782327811262103e-13,3.4703530360396637e-08,1.2459440647349323e-06,3.2574627308086099e-10,2.0371614694277187e-10,2.8098372696158848e-14,1.2430491553257936e-09,5.0974202715259976e-17,1.818940850148708e-09,3.9274516591156649e-14,2.9140259817405716e-12,5.4695021114840726e-11,1.3716447842318895e-09,6.3777553689064121e-13,4.3141530769831208e-13,1.6494371105771464e-12,3.4367105863880134e-19,1.8011779648701504e-14,2.6486415391229883e-15,4.9235682803709493e-23,6.6120980924573992e-18,2.815759581489292e-23,8.2638837275346661e-18,2.6383564877775727e-14,6.9045832681449413e-12,1.6741521221603931e-17,4.3247621225315341e-16,7.6554345462538772e-21,3.5011802549341724e-17,5.1132289760520982e-11,1.3595449705846212e-13
1.1321637189011318e-08,0.0038289204600814573,6.4362153543033495e-14,5.6003596415357904e-10,6.8371628290477117e-12,9.3970399061786609e-11,2.0936696139449928e-07,1.6745149751231097e-09,1.8643449044225999e-30,2.4615963108539377e-26,5.0070234308697196e-26,8.3923992924135157e-17,3.5463271238019514e-24,7.2772477448399978e-15,1.3705964330845278e-16,7.5719613465944017e-27,1.9625057576977523e-23,3.6106534044813187e-20,1.8343631123722897e-22,2.3609208402630562e-30,7.0061572603695028e-18,5.1184020742211884e-29,6.3231588235473663e-16,2.7351337736373929e-20,1.2843381846060226e-06,1.0407474360357254e-13,6.120883816924456e-14,9.6985470330106578e-12,2.0408562521173754e-38,2.7689751628133403e-30,1.4898540513095505e-16,4.2536962983276691e-20,3.4442983285665218e-27,0.88129999999999997,0.0,0.0,0.0,0.0097151512218950388,0.10879504896618926,9.9999999992723043e-05,9.1995828159116861e-06,5.9594824266752718e-05,5.0825393014876267e-05,1.7039820365184779e-11,7.5471223989069447e-06,2.0781935907223155e-09,1.1111129385548868e-07,9.8625816609460999e-14,9.8761036966780103e-16,8.1080492358823082e-08,1.8099123898808932e-07,1.7715880745652261e-05,2.4861523982603541e-06,1.2242539941495971e-16,5.6419307340068902e-12,2.7103368558794268e-15,2.2563891554416657e-11,2.5781574710972113e-05,2.4034110503551013e-11,2.2216399815947453e-12,1.7310162865240263e-12,2.8839058515173873e-13,1.1829964211588259e-13,3.5193265714978232e-08,1.2824765646027617e-06,3.352973207736332e-10,2.0968949861022552e-10,2.8496644120104524e-14,1.3167993932070597e-09,5.364200235982707e-17,1.8476916453020266e-09,4.2577046312854449e-14,2.9559847497469377e-12,5.5490661170478649e-11,1.4123000995897656e-09,6.5667888709427977e-13,4.4420219454053472e-13,1.6983685904107623e-12,3.5386625381727963e-19,1.8860386127855475e-14,2.7738971539325092e-15,5.1564063462986973e-23,6.9236275646474912e-18,2.9489182943800136e-23,8.730360355556027e-18,2.788170527430679e-14,7.0063506707705305e-12,1.6988259646485339e-17,4.6301903637685618e-16,8.1960863052161986e-21,3.5527810523844817e-17,5.2671609161469361e-11,1.4001317802833459e-13
1.1484502108152973e-08,0.0038289201854687783,6.617881924385558e-14,5.7544105947918216e-10,6.930492293143695e-12,9.7959738432007089e-11,2.1530700245387246e-07,1.7714616029081523e-09,1.948039483213072e-30,-3.6819350680519249e-26,5.405098827226744e-26,8.7132681012970836e-17,3.819769647555556e-24,7.499627900307309e-15,1.4300741622103707e-16,8.2580053324097791e-27,2.1150540356897956e-23,3.8661121947095958e-20,2.0148105157955416e-22,2.5857074856784843e-30,7.3146455953934915e-18,5.1498496476044339e-29,6.5289728228462038e-16,2.9156524143285909e-20,1.3214727645391761e-06,1.0801063921685224e-13,6.4505745321275718e-14,1.0235466344102761e-11,2.1478079335087084e-38,2.8529328312372576e-30,1.5543976490467707e-16,4.5559198221753413e-20,3.7313458639334561e-27,0.88129999999999997,0.0,0.0,0.0,0.0097126449188133131,0.10879493404772789,9.9999999992500673e-05,9.3292993007948398e-06,6.043134509533705e-05,5.1521461013890715e-05,1.7278987962477541e-11,7.6509413496205726e-06,2.0776997372524762e-09,1.1267097309878826e-07,9.9982522951826714e-14,1.0014735454275106e-15,8.4562476050690626e-08,1.8729015556095769e-07,1.7968166932569382e-05,2.5572035016068205e-06,1.2660574895424403e-16,5.841343331704959e-12,2.8271673627997291e-15,2.3672040672424531e-11,2.6149376561987534e-05,2.5583369354499251e-11,2.3668601649703708e-12,1.8553558305813643e-12,3.1097563516266992e-13,1.2961264013858059e-13,3.568229288097387e-08,1.3195184577732919e-06,3.449815311912298e-10,2.1574613616307442e-10,2.8894605799928581e-14,1.3937525739798746e-09,5.64123221221633e-17,1.8764356413395154e-09,4.6102011269565823e-14,2.9979146372537598e-12,5.6285802368094339e-11,1.4535393658416659e-09,6.7585373211372189e-13,4.5717272926341249e-13,1.7480034589613159e-12,3.642080046526656e-19,1.9738100264821604e-14,2.9034638536231184e-15,5.397258301817081e-23,7.245842892062818e-18,3.0866601033329884e-23,9.2167222678327939e-18,2.9444081367058856e-14,7.1080525420333052e-12,1.7234838678546125e-17,4.9528206654897222e-16,8.7671882318662261e-21,3.6043485157610875e-17,5.4233443507444985e-11,1.4413206650573151e-13
1.1647367027294629e-08,0.003828919913032144,6.8020233220837545e-14,5.9105073835339373e-10,7.0236454332896596e-12,1.0207474425997991e-10,2.2132567888260931e-07,1.8725096875296721e-09,2.0341776256473373e-30,5.8666315923695343e-26,5.8307013085477979e-26,9.0430679367341465e-17,4.1115250398536328e-24,7.7273950119290089e-15,1.491483806349367e-16,8.9976955476620057e-27,2.2774397969801341e-23,4.1364894962700262e-20,2.2104978413657457e-22,2.8290417358885384e-30,7.633402400456509e-18,4.3811732453213977e-29,6.7401810825059257e-16,3.1057698552696937e-20,1.3591194144693263e-06,1.1202889910781832e-13,6.7925468918808538e-14,1.0795559071709363e-11,2.2586805447764287e-38,2.9413339420754402e-30,1.6210326972786536e-16,4.875421476587019e-20,4.0382313996702096e-27,0.88129999999999997,0.0,0.0,0.0,0.0097101389347083473,0.10879481910247082,9.9999999992272923e-05,9.4589420441607828e-06,6.1267230244545023e-05,5.2216518050976272e-05,1.7517973316427892e-11,7.7546090047864391e-06,2.0772059399473779e-09,1.1422946390903204e-07,1.0133725216354619e-13,1.0153261578252996e-15,8.8140628283443411e-08,1.9372332696997386e-07,1.8220380338209202e-05,2.6292261587997469e-06,1.3087396508621123e-16,6.045068782763365e-12,2.9472420927305463e-15,2.4816172173212187e-11,2.6517091015398445e-05,2.7206702398302899e-11,2.5191239648436831e-12,1.9864498109330422e-12,3.3491367619647054e-13,1.4181484924256557e-13,3.617061110611974e-08,1.3570689129872186e-06,3.5479868658109964e-10,2.2188592341089215e-10,2.9292256868165286e-14,1.4739978198195302e-09,5.9288020128199533e-17,1.905172834693254e-09,4.9860748823959712e-14,3.0398155527187166e-12,5.7080442963375824e-11,1.4953621284102617e-09,6.9529985972222632e-13,4.7032676830978242e-13,1.7983411665032977e-12,3.7469619660604021e-19,2.0645583077224048e-14,3.0374397719439035e-15,5.6463065680690533e-23,7.5789867476696488e-18,3.2290893339210191e-23,9.7235531658077103e-18,3.1072588870589787e-14,7.2096890524048241e-12,1.7481258730879824e-17,5.2933840868555414e-16,9.3700344103329717e-21,3.6558827314548401e-17,5.5817778314369195e-11,1.4831121827391015e-13
1.1810231946436284e-08,0.003828919642764744,6.9886385249460986e-14,6.0686505258814367e-10,7.1170456482295315e-12,1.0631811323939075e-10,2.2742277376212325e-07,1.9777696774333555e-09,2.1227862193891707e-30,-1.0450428328214299e-25,6.2855012185335872e-26,9.3820179602865116e-17,4.4226430752271611e-24,7.9606783600868008e-15,1.5548760272790921e-16,9.7950041053631837e-27,2.4501812857191281e-23,4.4224992865023398e-20,2.4225157845088528e-22,3.0922465016316155e-30,7.9627065334158174e-18,5.2226983647356844e-29,6.9569195010677579e-16,3.3059175878018555e-20,1.3972773911173388e-06,1.1612973211239163e-13,7.1470511223877374e-14,1.137957713304061e-11,2.3735586717985471e-38,3.0350485093934386e-30,1.689813909496068e-16,5.2129801061618624e-20,4.3660755439518081e-27,0.88129999999999997,0.0,0.0,0.0,0.0097076332722282506,0.10879470412949201,9.9999999992039643e-05,9.5885110728635748e-06,6.2102477852056152e-05,5.2910563068224072e-05,1.7756775894381494e-11,7.858125207967995e-06,2.0767121993744259e-09,1.1578676281257356e-07,1.0269000220030615e-13,1.0291681759857356e-15,9.1816138231301845e-08,2.0029194751975583e-07,1.847252097308847e-05,2.7022191116847674e-06,1.3523082852920878e-16,6.2531459593259755e-12,3.0706015395399769e-15,2.5996844599823621e-11,2.688471808153633e-05,2.8906420403615686e-11,2.6786544699594003e-12,2.1245459429607095e-12,3.6026048429456138e-13,1.5496126370877649e-13,3.6658219643811509e-08,1.3951270971118288e-06,3.6474856870083819e-10,2.2810872385687197e-10,2.968959653996099e-14,1.5576253417800861e-09,6.2272024572720324e-17,1.9339032224980135e-09,5.3864991478086168e-14,3.0816874081138062e-12,5.7874581228878999e-11,1.5377679314969203e-09,7.1501705712415293e-13,4.8366416773766145e-13,1.849381161836693e-12,3.8533071483126148e-19,2.1583505316569236e-14,3.1759244860156491e-15,5.9037362492858669e-23,7.9233053779185114e-18,3.3763118461592375e-23,1.0251446867528575e-17,3.2769156446280282e-14,7.3112603816317573e-12,1.7727520239062368e-17,5.6526330394730864e-16,1.0005956721833172e-20,3.7073837905583673e-17,5.7424599136913551e-11,1.5255069169574735e-13
1.197309686557794e-08,0.0038289193746598406,7.1777235541758087e-14,6.2288346296737617e-10,7.2098656323889485e-12,1.1069256752019195e-10,2.3359807047091857e-07,2.0873532707123871e-09,2.2139078165316297e-30,1.9675741917028629e-25,6.7712584615572126e-26,9.7303429825528383e-17,4.7542973209142954e-24,8.1996089845075971e-15,1.6203027609216455e-16,1.06531861252698e-26,2.6338190477181108e-23,4.7248837943323814e-20,2.6520204808906317e-22,3.3767263226358216e-30,8.3028440944353158e-18,2.950152026631022e-29,7.1793268259297852e-16,3.5164664441036562e-20,1.4359459504246853e-06,1.2031333618940692e-13,7.51433789378173e-14,1.1988289475250708e-11,2.4925284970812766e-38,3.1337380917407619e-30,1.7607973732711814e-16,5.5694024217500123e-20,4.7160503633775922e-27,0.88129999999999997,0.0,0.0,0.0,0.0097051279340164606,0.10879458912786739,9.9999999991800699e-05,9.7180064137851566e-06,6.2937086060462072e-05,5.3603595015791949e-05,1.7995395165085586e-11,7.9614898039310674e-06,2.0762185161000342e-09,1.1734286634493791e-07,1.0404077103350597e-13,1.0429995691149066e-15,9.55901900506851e-08,2.0699720906021099e-07,1.8724588847792493e-05,2.7761811005964266e-06,1.3967711839199526e-16,6.465613654332558e-12,3.1972860276312044e-15,2.7214614561134254e-11,2.7252257770831304e-05,3.0684866726735297e-11,2.8456779738135743e-12,2.2698964587948014e-12,3.8707303611045372e-13,1.6910936498638025e-13,3.7145117753106179e-08,1.4336921751526119e-06,3.7483095882122381e-10,2.344144006997255e-10,3.0086623894675605e-14,1.6447264341033409e-09,6.536733554351316e-17,1.9626268024800278e-09,5.812687430738231e-14,3.1235301096481973e-12,5.8668215408555555e-11,1.5807563180782716e-09,7.3500511095338836e-13,4.971847832191771e-13,1.9011228922847062e-12,3.9611144417449035e-19,2.2552547662566598e-14,3.319019044114419e-15,6.1697351844340754e-23,8.2790486740531229e-18,3.5284350640417207e-23,1.0801007424179192e-17,3.4535746077516646e-14,7.4127667187804793e-12,1.7973623661259971e-17,6.0313416534336269e-16,1.0676325492614321e-20,3.7588517888886418e-17,5.9053891570555126e-11,1.5685054776023148e-13
1.2119675292805429e-08,0.0038289191352087323,7.3500095762847344e-14,6.3747430744993932e-10,7.293650413683613e-12,1.1474392641440672e-10,2.3922251802964305e-07,2.1897686024726426e-09,2.2980779722890693e-30,3.2028430430110308e-26,7.236445715140166e-26,1.0052042118157248e-16,5.071300005864379e-24,8.4195848976185908e-15,1.6809704065100204e-16,1.148133007192531e-26,2.8088765635398542e-23,5.0116694846670221e-20,2.8745422076127593e-22,3.6521849514721086e-30,8.6184734957172116e-18,9.0644398284935094e-30,7.3844575617747565e-16,3.7152395021121925e-20,1.4711835863257815e-06,1.241495033435775e-13,7.8560326022699807e-14,1.2557894976180923e-11,2.6031699974109028e-38,3.2211945816424322e-30,1.8266130142254506e-16,5.9070031074335839e-20,5.0509653324964439e-27,0.88129999999999997,0.0,0.0,0.0,0.0097028734090551568,0.10879448560115468,9.9999999991580755e-05,9.8344892398042316e-06,6.3687685231748271e-05,5.4226456733479615e-05,1.8209995343397628e-11,8.0543881888901472e-06,2.0757742506104604e-09,1.1874233462778679e-07,1.0525476739162305e-13,1.0554387131623991e-15,9.9072064248051159e-08,2.1314975537314333e-07,1.8951387733885589e-05,2.8435743739765238e-06,1.4375588135882341e-16,6.6606204649720941e-12,3.3141781551467298e-15,2.8342784228700974e-11,2.7582968792703857e-05,3.2354746592320646e-11,3.0025954932021332e-12,2.407126874712427e-12,4.1250569553179699e-13,1.8274886985023837e-13,3.7582718027817187e-08,1.4688334479262078e-06,3.8401822306199191e-10,2.4016025584339286e-10,3.0443680882724329e-14,1.7261637288381097e-09,6.8250827387690525e-17,1.9884722023356583e-09,6.219324383610465e-14,3.1611635432582081e-12,5.9382053745895637e-11,1.6199435960755272e-09,7.5322576479301715e-13,5.0950986724985863e-13,1.9482899751147333e-12,4.0593901564194543e-19,2.3451864964617076e-14,3.4518304038094474e-15,6.4166186489470579e-23,8.6091955389223095e-18,3.6696262573174527e-23,1.1314645501469885e-17,3.6187197031618272e-14,7.5040670184250558e-12,1.8194981976209365e-17,6.3894767957682551e-16,1.1310276309249623e-20,3.8051448037612801e-17,6.0539456120940502e-11,1.607720981526986e-13
1.2266253720032918e-08,0.003828918897498833,7.5242940451771809e-14,6.5223043607950793e-10,7.3776341577321781e-12,1.1890571074601194e-10,2.4490996946143436e-07,2.2958607736969782e-09,2.3843273053920847e-30,5.5856648972347643e-27,7.7296330519166453e-26,1.0381694221925383e-16,5.4067686535308622e-24,8.6443410175146095e-15,1.7433689212559444e-16,1.2365720452035515e-26,2.9936452282679743e-23,5.3129280954099791e-20,3.1131665507508575e-22,3.947236545429131e-30,8.9433352681077791e-18,-5.7439080641402721e-31,7.5944002764787786e-16,3.9231526156476986e-20,1.5068336473180095e-06,1.2805299588988091e-13,8.2084678575139206e-14,1.3148725625576333e-11,2.7172571062786862e-38,3.3068585551707359e-30,1.8943020157634016e-16,6.2611909418357857e-20,5.4057329201389185e-27,0.88129999999999997,0.0,0.0,0.0,0.0097006191508065848,0.10879438204982897,9.9999999991356e-05,9.9509124201551735e-06,6.4437763644581767e-05,5.4848496267406632e-05,1.8424446229057611e-11,8.1471635358371177e-06,2.0753300324017181e-09,1.2014082935300363e-07,1.0646715588864975e-13,1.0678692037636018e-15,1.0263556834146817e-07,2.1941480951647662e-07,1.9178127700683204e-05,2.9117506245009165e-06,1.4790827508352956e-16,6.8592431162214928e-12,3.4338252389597304e-15,2.9501855066371343e-11,2.7913609055609937e-05,3.4092076425220516e-11,3.16593784608459e-12,2.5506317585644364e-12,4.392160203295244e-13,1.9729408325204658e-13,3.8019741728116873e-08,1.5043840155102938e-06,3.9331248105947081e-10,2.4597302964363305e-10,3.0800483699373944e-14,1.8105575673844195e-09,7.1229264148634056e-17,2.0143120854228968e-09,6.6487917422863504e-14,3.1987732283867157e-12,6.0095481137526583e-11,1.6596020605687671e-09,7.7166548267532408e-13,5.2198313328877247e-13,1.9960246094654399e-12,4.15884840194698e-19,2.4377460227367263e-14,3.5885346789159788e-15,6.6707386664758719e-23,8.9489894492582668e-18,3.8149559924655134e-23,1.1846787043322071e-17,3.7898462435981057e-14,7.595314986597333e-12,1.8416212997866061e-17,6.7646162612108332e-16,1.1974327279562067e-20,3.8514111975852374e-17,6.2043200607027732e-11,1.6474265847688232e-13
1.2412832147260408e-08,0.0038289186615252254,7.7005761808893092e-14,6.6715187113684681e-10,7.4615278481123649e-12,1.2317995556982985e-10,2.5066026300567416e-07,2.4057137267567615e-09,2.4726909194037309e-30,2.0195258589286332e-26,8.2523033651924844e-26,1.0719475181587799e-16,5.7616546817678148e-24,8.8739766195054565e-15,1.8075388794498714e-16,1.3309592916741237e-26,3.188567966550766e-23,5.6292621826429375e-20,3.3688835893754661e-22,4.263089618215669e-30,9.277653430937471e-18,-5.8457047231220066e-30,7.8092621682203168e-16,4.1405358568981242e-20,1.5428955894142051e-06,1.3202393722657382e-13,8.5718271705098356e-14,1.3761377553074642e-11,2.8348547169389883e-38,3.3944892136043586e-30,1.963908190869943e-16,6.6326144166681741e-20,5.7813205335122463e-27,0.88129999999999997,0.0,0.0,0.0,0.009698365161186568,0.10879427847322568,9.9999999991126379e-05,1.0067275974491617e-05,6.518731995663337e-05,5.5469712868737328e-05,1.8638747438128086e-11,8.2398157340652961e-06,2.074885861884347e-09,1.2153834801679712e-07,1.076779350778708e-13,1.0802910186636184e-15,1.0628155531712665e-07,2.2579323528163673e-07,1.9404808756041483e-05,2.9807089308252529e-06,1.5213486421385024e-16,7.0615097246196255e-12,3.5562563287292293e-15,3.0692228827514858e-11,2.8244178567354174e-05,3.5898630301847173e-11,3.3358764691290958e-12,2.7006041427757519e-12,4.6724798797931926e-13,2.1279227784554457e-13,3.8456188325435588e-08,1.5403432654365849e-06,4.0271357237759117e-10,2.5185262175781929e-10,3.1157031714952642e-14,1.8979766936188052e-09,7.43049873891669e-17,2.0401464509493977e-09,7.1020594281667851e-14,3.2363590989778568e-12,6.0808496336413365e-11,1.6997313759155488e-09,7.9032410790462058e-13,5.3460447534179263e-13,2.0443263894497648e-12,4.2594883326351403e-19,2.5329850681106894e-14,3.7292086486080241e-15,6.9322379620749205e-23,9.2986202906705796e-18,3.9645058931004254e-23,1.2397893807706022e-17,3.967104226310622e-14,7.6865107803702078e-12,1.863731710687794e-17,7.1573702820069437e-16,1.266955860618398e-20,3.8976510499659672e-17,6.3565114619665092e-11,1.6876227875639668e-13
1.2559410574487897e-08,0.003828918427282996,7.8788543566015729e-14,6.8223846927567487e-10,7.5453572312233225e-12,1.2756871212870257e-10,2.5647323574468183e-07,2.5194122183693078e-09,2.5631882664127541e-30,-7.7100943051526832e-28,8.8060104451688259e-26,1.1065564907415584e-16,6.1369461884353169e-24,9.1085921216371005e-15,1.8735217774825976e-16,1.4316437202169808e-26,3.3941047052419314e-23,5.961295597340029e-20,3.6427358452952004e-22,4.6010190547087016e-30,9.6216572652800507e-18,-6.6663224846252011e-30,8.0291524973968695e-16,4.3677359190326848e-20,1.579368868118926e-06,1.3606244421853872e-13,8.9462942707181103e-14,1.4396458776296695e-11,2.9560280194771586e-38,3.4862243291951335e-30,2.0354763465487203e-16,7.021942878858647e-20,6.1787350184078416e-27,0.88129999999999997,0.0,0.0,0.0,0.0096961114421075106,0.10879417487068309,9.9999999990891785e-05,1.0183579922485722e-05,6.5936352829139061e-05,5.6090105794055333e-05,1.8852898587689214e-11,8.3323446736756473e-06,2.0744417394681634e-09,1.2293488812200358e-07,1.0888710352312532e-13,1.0927041356664629e-15,1.1001087478870738e-07,2.3228589478188884e-07,1.9631430907862261e-05,3.0504483706154363e-06,1.5643621229727993e-16,7.2674483525533587e-12,3.6815003601053061e-15,3.1914305932334856e-11,2.8574677335807059e-05,3.7776203660213395e-11,3.5125849002574725e-12,2.8572400438214052e-12,4.9664637377268645e-13,2.2929257187549962e-13,3.889205729500624e-08,1.5767105840165497e-06,4.1222133626120657e-10,2.5779893164375679e-10,3.1513324336383597e-14,1.9884905639028747e-09,7.7480391545561142e-17,2.0659752983372835e-09,7.5801262059444925e-14,3.2739210901848579e-12,6.1521098086197569e-11,1.7403312056644494e-09,8.0920148340836743e-13,5.473737871598782e-13,2.0931949082049821e-12,4.3613091007587304e-19,2.6309560685707352e-14,3.8739301495513285e-15,7.2012612265734027e-23,9.6582805661668162e-18,4.1183587070516956e-23,1.2968434724789293e-17,4.1506459831208358e-14,7.7776545633041705e-12,1.8858294699618495e-17,7.5683645825385395e-16,1.3397077915193975e-20,3.943864443797644e-17,6.5105187782187702e-11,1.7283101089586274e-13
1.2705989001715387e-08,0.003828918194767241,8.0591264146900151e-14,6.9748998084440019e-10,7.6290771830758419e-12,1.3207404742564479e-10,2.6234872395015173e-07,2.637041803063518e-09,2.655838883271685e-30,2.7435900502068733e-26,9.3923809206361472e-26,1.1420147336744663e-16,6.533682711708644e-24,9.348289077110347e-15,1.9413600392481628e-16,1.5389829105023853e-26,3.6107326860288193e-23,6.3096738028672904e-20,3.935819803536593e-22,4.9623682673312441e-30,9.9755813492214469e-18,-1.0772008306277809e-29,8.2541826026641354e-16,4.6051024784344398e-20,1.6162529384386901e-06,1.4016862749326844e-13,9.332053084840879e-14,1.5054589157555875e-11,3.0808421844294737e-38,3.5834495838059554e-30,2.1090522895530249e-16,7.4298668044438968e-20,6.5990234147998393e-27,0.88129999999999997,0.0,0.0,0.0,0.0096938579954783909,0.10879407124154207,9.9999999990652095e-05,1.0299824283827872e-05,6.6684860926920073e-05,5.6709674305294505e-05,1.9066899295844579e-11,8.4247502455665482e-06,2.0739976655622586e-09,1.2433044717813496e-07,1.10094659798673e-13,1.1051085326354849e-15,1.1382437303990436e-07,2.388936484665613e-07,1.9857994164092276e-05,3.1209680205663075e-06,1.6081288179033633e-16,7.477087008710614e-12,3.8095861561432665e-15,3.3168485477639965e-11,2.8905105368903966e-05,3.972661289765793e-11,3.6962387390947538e-12,3.0207384112499522e-12,5.2745673824243811e-13,2.4684594873018389e-13,3.9327348115816354e-08,1.613485356364402e-06,4.2183561164210075e-10,2.6381185856343978e-10,3.1869360964411117e-14,2.0821693343167717e-09,8.0757924422013764e-17,2.0917986271889686e-09,8.0840197580037706e-14,3.3114591371325246e-12,6.2233285131522626e-11,1.7814012125634944e-09,8.282974517410756e-13,5.6029096224171344e-13,2.142629757902159e-12,4.464309856579397e-19,2.731712175853567e-14,4.022778079700265e-15,7.4779551236333707e-23,1.0028165406388655e-17,4.2765983104002754e-23,1.3558885884601483e-17,4.3406261761949994e-14,7.8687465053578116e-12,1.9079146187969975e-17,7.9982404109245581e-16,1.4158020312055081e-20,3.9900514652178117e-17,6.6663409751287918e-11,1.7694890868607843e-13
