Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860)
9.305598078336328e-08,0.0025153364424132796,-1.1146333304511946e-18,-1.2661615523082829e-13,1.7757506483208674e-15,6.6583700048960542e-17,5.7032153727608017e-09,1.6544712847187657e-11,7.4328776456509788e-37,2.4912995674704284e-29,4.5588169007331512e-32,4.2063481560936915e-15,1.0452907894975127e-31,1.9112676684109992e-17,2.8713677036942722e-17,2.5036907431873793e-30,3.3633675630875297e-28,3.7432504596522897e-23,7.2188325304367739e-26,-6.2519724871927636e-47,-4.2416058223560815e-28,-2.5116019721730234e-25,-3.9815114637935429e-38,-2.1186085241185353e-15,8.2850858932399708e-31,8.2223241987043444e-30,5.3887844845244457e-19,2.0487313617728618e-15,4.2763765137608722e-47,-7.7805306743657131e-20,-4.2372595563924693e-22,-7.5138104140305533e-26,5.52582620154096e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837742320246058,0.10880062873663664,9.9999999999982658e-05,4.8854558848196847e-07,2.7469577879857744e-06,4.7495968612272325e-07,5.967119451485594e-12,2.3156065070316726e-06,1.9479255511043199e-13,4.095823645546797e-08,1.2955079619581161e-13,1.3517470696445352e-15,8.9727596908670176e-09,1.3162953345982294e-08,9.9491255778591583e-09,1.2664903785499528e-07,1.9568222286637567e-18
9.316517293295356e-08,0.0025153364354205537,-1.1063280466546461e-18,-1.256773732431381e-13,4.9072891485546953e-16,6.6370806061368354e-17,5.7165119281136447e-09,1.6622011488403e-11,5.0021593194552601e-37,-9.4277606858172393e-29,4.5698085242407168e-32,4.2063136107083455e-15,8.3466830935663275e-32,1.913586674888725e-17,2.8748222358462723e-17,2.4924348092667951e-30,3.3747426212433362e-28,3.7608001465497389e-23,7.2695936125700693e-26,-6.2548966351882451e-47,-4.2416062518102282e-28,-2.4447849320172615e-25,-3.9815106505950606e-38,-2.1186085235658475e-15,8.3055637580387397e-31,8.2329816490339122e-30,5.3887844845243215e-19,2.0489529274692452e-15,6.4475263580803648e-47,-7.7805306670440943e-20,-4.2420679248665622e-22,-7.539717503383815e-26,5.525826201541023e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837667942730089,0.10880062594297518,9.999999999998263e-05,4.8911423224567848e-07,2.7501518858819673e-06,4.7550538183281272e-07,5.9740577408727498e-12,2.3183077262747239e-06,1.9479241502700863e-13,4.1005863436922751e-08,1.2970192079628317e-13,1.3533189057009022e-15,9.0041939822824627e-09,1.3203705153479805e-08,9.9607964182395793e-09,1.2694564182453829e-07,1.9627564800603012e-18
9.319247097035114e-08,0.0025153364336723727,-1.1059585364747968e-18,-1.2563580469151232e-13,2.0250512220591534e-18,6.6315981132330803e-17,5.7198388094112557e-09,1.6641378262137434e-11,3.6607645586608919e-37,-8.5865468609971192e-29,4.5725492638667399e-32,4.2063049739586906e-15,6.9220274306751809e-32,1.914165284448333e-17,2.8756859104240149e-17,2.4798038329581695e-30,3.3775905492459034e-28,3.7651971539383293e-23,7.2823302099726693e-26,-6.2554988751133261e-47,-4.2416069545994848e-28,-2.4283650535410593e-25,-3.981510076351512e-38,-2.1186085234397678e-15,8.310687425503758e-31,8.2356452670410798e-30,5.3887844845242907e-19,2.0490082077507963e-15,6.6867913377736698e-47,-7.7805306652123134e-20,-4.2432698616545596e-22,-7.546203326381742e-26,5.5258262015410387e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837649347882223,0.10880062524455787,9.999999999998263e-05,4.8925639150352298e-07,2.7509503955548491e-06,4.7564180333612826e-07,5.9757922810177333e-12,2.3189830190659594e-06,1.9479238000522791e-13,4.1017769961370728e-08,1.2973970127394689e-13,1.3537118574241005e-15,9.0120639513363165e-09,1.3213905927234824e-08,9.9637141269596002e-09,1.2701984663979681e-07,1.9642418853040419e-18
9.324706704514628e-08,0.0025153364301760167,-1.1066310832972569e-18,-1.2571238805824113e-13,-4.3271691585700456e-16,6.6205052639107632e-17,5.7264950468489763e-09,1.6680162414494554e-11,2.0969170080892001e-37,-5.99466547103783e-30,4.5780312667633951e-32,4.2062876999481146e-15,5.2242074239183365e-32,1.9153215784805326e-17,2.8774133094254774e-17,2.4648862025181276e-30,3.3832919212806387e-28,3.7740026785814489e-23,7.3078591477335322e-26,-6.2566027687323242e-47,-4.241607703410512e-28,-2.3958610802442554e-25,-3.9815086343739274e-38,-2.1186085231748313e-15,8.3209398005771186e-31,8.2409718783468332e-30,5.3887844845242291e-19,2.0491186306771277e-15,6.838254110510423e-47,-7.7805306615471315e-20,-4.2456735505873907e-22,-7.5591858395062124e-26,5.5258262015410702e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837612157623052,0.10880062384772174,9.9999999999982617e-05,4.8954070799953223e-07,2.7525473972011557e-06,4.7591464343255377e-07,5.9792613228001197e-12,2.320333590215999e-06,1.9479230996055531e-13,4.1041582745655647e-08,1.2981526142182567e-13,1.3544977521375216e-15,9.0278175739027904e-09,1.3234322869576276e-08,9.9695495427495142e-09,1.2716832085658569e-07,1.9672149079236719e-18
9.330166311994142e-08,0.002515336426679666,-1.1059855723551857e-18,-1.2563983170661762e-13,6.4709142350985809e-16,6.6095630163622807e-17,5.7331534291066718e-09,1.6719014098793645e-11,4.4956383600771248e-37,2.681663495494218e-28,4.5835174109518039e-32,4.2062704252172155e-15,7.9623260800892204e-32,1.9164787203082518e-17,2.8791407748866721e-17,2.4950303537709947e-30,3.3890030124699821e-28,3.7828235632066173e-23,7.3334625534449202e-26,-6.2578072212031404e-47,-4.2416056604738032e-28,-2.3637998190148889e-25,-3.9815074654854966e-38,-2.1186085228543108e-15,8.3311988961996604e-31,8.2462989740199095e-30,5.3887844845241674e-19,2.0492288707537122e-15,7.1054667685270312e-47,-7.7805306578798034e-20,-4.2480770020619126e-22,-7.5721828482576991e-26,5.5258262015411017e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837574966609137,0.10880062245088477,9.9999999999982603e-05,4.8982502180265327e-07,2.754144375596377e-06,4.7618747964874411e-07,5.9827303139954921e-12,2.3216841421145142e-06,1.9479223991439443e-13,4.1065395181891591e-08,1.2989082049264325e-13,1.3552836353642604e-15,9.0435894510041944e-09,1.3254760346521885e-08,9.9753849563392089e-09,1.2731688118730002e-07,1.9701908812616086e-18
9.334162937806093e-08,0.002515336424120219,-1.1031360912937388e-18,-1.2531776365355449e-13,1.5710772624377389e-15,6.6018028684371674e-17,5.7380296114818312e-09,1.6747497759588314e-11,6.9899222101507472e-37,1.7419891135327932e-28,4.5875348712528497e-32,4.206257779068615e-15,1.0889910071373714e-31,1.9173273144233299e-17,2.8804053828458372e-17,2.5280351701297164e-30,3.3931910209790831e-28,3.7892905126675081e-23,7.352252461407136e-26,-6.2588633397336786e-47,-4.2416035065948161e-28,-2.3406070537694998e-25,-3.9815070963729931e-38,-2.1186085226061761e-15,8.3387131783337405e-31,8.2501995357328251e-30,5.3887844845241222e-19,2.0493094564298556e-15,7.6698014967565481e-47,-7.7805306551938449e-20,-4.2498362672364626e-22,-7.5817063122549392e-26,5.5258262015411249e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837547740991075,0.10880062142834945,9.999999999998259e-05,4.9003314785715365e-07,2.7553134057008879e-06,4.7638720295040835e-07,5.9852697065572617e-12,2.3226727816705681e-06,1.9479218863717954e-13,4.1082826509741207e-08,1.2994613172230491e-13,1.3558589224974651e-15,9.055146601497825e-09,1.3269734326317053e-08,9.9796566841233158e-09,1.2742568719643991e-07,1.9723712704329078e-18
9.338159563618045e-08,0.002515336421560769,-1.0993661050706467e-18,-1.2489153854880223e-13,1.3380801042581931e-15,6.5941445239039464e-17,5.7429088873278722e-09,1.6776017679079576e-11,6.8006254559468985e-37,-1.178453618407196e-28,4.5915481522575111e-32,4.2062451325991675e-15,1.0877971939818287e-31,1.9181764716597792e-17,2.8816700264173618e-17,2.5325855065291594e-30,3.3973843703695901e-28,3.7957657156609231e-23,7.3710824356421464e-26,-6.2599839524960135e-47,-4.2416031323011903e-28,-2.3176459755905668e-25,-3.9815069029675166e-38,-2.1186085223931151e-15,8.3462310630808823e-31,8.2541004397905982e-30,5.3887844845240769e-19,2.0493899481038174e-15,8.4011406563573823e-47,-7.7805306525067634e-20,-4.251595405765888e-22,-7.5912375508533076e-26,5.5258262015411482e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837520514968354,0.10880062040581177,9.9999999999982576e-05,4.9024127246862117e-07,2.7564824233585559e-06,4.7658692417075625e-07,5.9878090720385161e-12,2.3236614109011633e-06,1.9479213735916631e-13,4.1100257652281084e-08,1.300014423742902e-13,1.3564342035148824e-15,9.0667135437224402e-09,1.3284719319205356e-08,9.9839284107283412e-09,1.2753453935072977e-07,1.9745532420587495e-18
9.342156189429996e-08,0.002515336419001316,-1.1000955237823464e-18,-1.2497442559641934e-13,-1.3302501460138825e-15,6.5860444664591349e-17,5.7477931511870718e-09,1.6804573899370768e-11,-4.5211113989725203e-39,-6.6467123687144556e-28,4.5955578829292046e-32,4.2062324858720834e-15,3.2408903373941107e-32,1.9190226896897127e-17,2.8829347056003579e-17,2.4574543983951265e-30,3.4015791031062922e-28,3.8022491747848035e-23,7.3899525442137833e-26,-6.260778110597237e-47,-4.2416076746350369e-28,-2.2949141755677712e-25,-3.9815057748425046e-38,-2.118608522278277e-15,8.353752548792819e-31,8.2579994602248337e-30,5.3887844845240317e-19,2.0494703416735602e-15,8.3319078446959722e-47,-7.7805306498185696e-20,-4.2533544029004451e-22,-7.6007765667331749e-26,5.5258262015411714e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837493288547115,0.10880061938326976,9.9999999999982563e-05,4.9044939563706431e-07,2.7576514279601427e-06,4.7678664330623928e-07,5.9903484091157453e-12,2.3246500298021604e-06,1.9479208608036638e-13,4.1117688601175339e-08,1.3005675244836747e-13,1.3570094781414049e-15,9.0782902817194592e-09,1.3299715329038124e-08,9.9882001361542588e-09,1.2764343764963366e-07,1.9767367966305582e-18
9.3447247597409e-08,0.0025153364173563907,-1.1042821291551348e-18,-1.2544837109980939e-13,-3.3378526150600117e-15,6.5804709398545422e-17,5.7509339857221431e-09,1.6822945724902318e-11,-5.755053363644448e-37,-5.9187202210106688e-28,4.5981345610910901e-32,4.2062243578492559e-15,-3.3140337078792057e-32,1.91956413176111e-17,2.8837475143751062e-17,2.3898152709210675e-30,3.4042747509500258e-28,3.8064203537512769e-23,7.4021012916508283e-26,-6.26102041332662e-47,-4.241611763557923e-28,-2.2804247262136941e-25,-3.9815042845309077e-38,-2.1186085222283224e-15,8.358588392844493e-31,8.2605037564106958e-30,5.3887844845240028e-19,2.0495219558447441e-15,7.6128213889734951e-47,-7.7805306480903267e-20,-4.2544848051787081e-22,-7.6069112530372403e-26,5.5258262015411865e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837475790333612,0.10880061872609623,9.9999999999982563e-05,4.9058315245402225e-07,2.758402722303262e-06,4.7691499863987603e-07,5.9919803869130054e-12,2.3252853946017692e-06,1.9479205312385361e-13,4.1128891100721765e-08,1.3009229908225934e-13,1.3573791948895756e-15,9.0857356469673346e-09,1.3309358852545504e-08,9.9909455081590622e-09,1.277134492793959e-07,1.9781409696414595e-18
9.347293330051804e-08,0.0025153364157114726,-1.1106263680703135e-18,-1.2616645574586286e-13,-3.9759941298386371e-15,6.5746853028533043e-17,5.7540745391437693e-09,1.6841332567192314e-11,-8.4512853985573917e-37,-5.8444563787482294e-29,4.6007161510426175e-32,4.2062162296414712e-15,-6.6374313916821364e-32,1.9201041976346544e-17,2.8845603378584027e-17,2.3525405746370061e-30,3.406970786531935e-28,3.810594941245322e-23,7.4142666625279094e-26,-6.2611111836206813e-47,-4.2416139425687115e-28,-2.2660284190069224e-25,-3.9815023613307157e-38,-2.1186085221409186e-15,8.363425723058876e-31,8.2630071567941442e-30,5.3887844845239739e-19,2.0495735258473451e-15,6.4591643402315044e-47,-7.7805306463616337e-20,-4.2556151482464405e-22,-7.6130491536001075e-26,5.5258262015412015e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837458291955831,0.10880061806892324,9.9999999999982563e-05,4.9071690867495434e-07,2.7591540112185387e-06,4.7704335311187768e-07,5.9936123529019851e-12,2.3259207551319394e-06,1.9479202016701719e-13,4.1140093518623248e-08,1.3012784547728985e-13,1.3577489089432116e-15,9.0931850610385741e-09,1.3319006929139694e-08,9.9936908796768315e-09,1.2778347996853066e-07,1.9795457969360168e-18
9.349861900362708e-08,0.0025153364140665596,-1.115149604666148e-18,-1.2667849299017002e-13,-1.9252958734264531e-15,6.5690867318466027e-17,5.7572130396856161e-09,1.6859734426739504e-11,-4.275482318567069e-37,8.5005574937203266e-28,4.603305889489066e-32,4.2062081011898962e-15,-2.2233854215495739e-32,1.920645472373214e-17,2.8853731760501237e-17,2.393474271549863e-30,3.4096701408701141e-28,3.814772938743848e-23,7.4264486749550026e-26,-6.2613400770262213e-47,-4.2416112715045686e-28,-2.2517247365617013e-25,-3.9815008288219204e-38,-2.1186085219570817e-15,8.3682645400166487e-31,8.2655112983651619e-30,5.388784484523945e-19,2.0496250527722977e-15,5.5573503762156384e-47,-7.7805306446324905e-20,-4.2567454429400243e-22,-7.6191902692838857e-26,5.5258262015412166e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837440793409347,0.10880061741175261,9.9999999999982563e-05,4.9085066429986248e-07,2.759905295149217e-06,4.7717170672415486e-07,5.9952443080456036e-12,2.3265561113916998e-06,1.9479198720984864e-13,4.1151295860680561e-08,1.3016339163340454e-13,1.3581186204937543e-15,9.1006385250067341e-09,1.3328659559835283e-08,9.9964362507075636e-09,1.2785352971690337e-07,1.9809512787182883e-18
9.352430470673612e-08,0.0025153364124216615,-1.1104155346534861e-18,-1.2614305745254676e-13,5.6857403399054368e-15,6.5644210705879516e-17,5.7603457703244333e-09,1.6878151296285503e-11,1.4938032117271618e-36,2.6040110236611423e-27,4.6059053687165306e-32,4.2061999723694893e-15,1.9388977938072344e-31,1.9211927739288244e-17,2.8861860289502196e-17,2.6130333046293508e-30,3.4123782707150701e-28,3.818954351666326e-23,7.4386473470551428e-26,-6.2622439316655266e-47,-4.2415975710759829e-28,-2.237513226232746e-25,-3.9815012161915272e-38,-2.1186085215530133e-15,8.3731048455818392e-31,8.2680192371608825e-30,5.3887844845239161e-19,2.0496765411042203e-15,6.2216460399336805e-47,-7.7805306429028922e-20,-4.2578757095109148e-22,-7.6253346010564004e-26,5.5258262015412317e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837423294685593,0.10880061675458801,9.9999999999982563e-05,4.9098441932874932e-07,2.7606565749247422e-06,4.7730005948033838e-07,5.9968762541457848e-12,2.3271914633802547e-06,1.9479195425233203e-13,4.1162498137730179e-08,1.3019893755055892e-13,1.3584883298988389e-15,9.1080960399465688e-09,1.333831674564224e-08,9.9991816212512533e-09,1.2792359852439188e-07,1.9823574152571579e-18
9.3525605045456e-08,0.002515336412338393,-1.1098591869315244e-18,-1.2608011778071353e-13,5.9142850804471999e-15,6.5642167529617928e-17,5.7605045079879975e-09,1.6879084049487646e-11,1.5585270653815878e-36,1.4968134195585999e-29,4.6060372598138144e-32,4.2061995608507451e-15,2.013496546155752e-31,1.9212206858137595e-17,2.8862271800194397e-17,2.6208898775283039e-30,3.4125156550370542e-28,3.8191661265752937e-23,7.4392653482058677e-26,-6.2623127383553168e-47,-4.2415970832120446e-28,-2.2367962103524573e-25,-3.9815013013970518e-38,-2.1186085215365754e-15,8.373349925653529e-31,8.2681463315317706e-30,5.3887844845239142e-19,2.0496791467072034e-15,6.3093947546986418e-47,-7.7805306428153202e-20,-4.257932928700182e-22,-7.625645743396557e-26,5.5258262015412323e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837422408807919,0.10880061672131892,9.9999999999982563e-05,4.9099119066123622e-07,2.7606946083607065e-06,4.7730655731588636e-07,5.9969588711936025e-12,2.3272236279610696e-06,1.947919525838483e-13,4.1163065251403277e-08,1.3020073705625896e-13,1.3585070463845822e-15,9.1084736843912359e-09,1.3338805761830547e-08,9.9993206056220757e-09,1.2792714626462564e-07,1.9824286183240162e-18
9.35282057228958e-08,0.002515336412171845,-1.1087580797797551e-18,-1.2595554966365026e-13,6.0664554219058623e-15,6.563806984242424e-17,5.7608222960332536e-09,1.688094967151209e-11,1.6139729721238667e-36,7.8870253651144632e-29,4.6063010039036139e-32,4.2061987378171057e-15,2.0801345158168289e-31,1.9212765007621635e-17,2.8863094822709656e-17,2.6283338055514878e-30,3.412790429979002e-28,3.8195897027197705e-23,7.440501478746783e-26,-6.2624494849794462e-47,-4.24159662195142e-28,-2.2353628808795229e-25,-3.9815014693304161e-38,-2.1186085215138929e-15,8.3738400972384143e-31,8.2684005153793144e-30,5.3887844845239113e-19,2.0496843576193111e-15,6.4834121355208791e-47,-7.7805306426401713e-20,-4.2580473666371301e-22,-7.6262680528083679e-26,5.5258262015412337e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837420637051289,0.10880061665478041,9.9999999999982563e-05,4.9100473332162747e-07,2.760770675191315e-06,4.7731955298035186e-07,5.9971241051993376e-12,2.3272879570898532e-06,1.9479194924687829e-13,4.1164199478246844e-08,1.3020433606582146e-13,1.3585444793394812e-15,9.109229004435967e-09,1.3339783829238412e-08,9.9995985743599732e-09,1.2793424189163142e-07,1.9825710294800202e-18
9.352950606161569e-08,0.0025153364120885716,-1.10821952375931e-18,-1.2589462313701859e-13,6.0221871275048076e-15,6.5636009097689319e-17,5.7609813150141719e-09,1.6881882540343817e-11,1.6123434395579526e-36,-1.4860553043872588e-30,4.6064328339191674e-32,4.2061983263038978e-15,2.0806773217734412e-31,1.9213043998642399e-17,2.8863506334532707e-17,2.628769100502895e-30,3.4129278159283878e-28,3.8198015039733868e-23,7.4411196081417329e-26,-6.2625169608494235e-47,-4.2415965957328432e-28,-2.2346465670050566e-25,-3.981501550733132e-38,-2.1186085215066034e-15,8.3740851887538693e-31,8.2685276022892327e-30,5.3887844845239094e-19,2.0496869629366516e-15,6.5687678387879402e-47,-7.7805306425525957e-20,-4.2581045853679177e-22,-7.6265792198800934e-26,5.5258262015412344e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837419751172367,0.10880061662151104,9.9999999999982563e-05,4.910115046495316e-07,2.7608087085852584e-06,4.7732605080926535e-07,5.9972067221557291e-12,2.3273201216378207e-06,1.9479194757839199e-13,4.1164766591416254e-08,1.3020613556968382e-13,1.3585631958086021e-15,9.1096066800363124e-09,1.3340272880458248e-08,9.9997375587270517e-09,1.2793778977840337e-07,1.982642237570602e-18
9.353210673905548e-08,0.0025153364119220247,-1.1071634196113762e-18,-1.2577514713274776e-13,5.861564173904395e-15,6.5631866780346912e-17,5.7612994339323869e-09,1.6883748393635427e-11,1.5911941032483262e-36,-9.1209994777925397e-29,4.6066963714192238e-32,4.2061975032787742e-15,2.0617435924454974e-31,1.9213601837666049e-17,2.8864329359309654e-17,2.6276288659884268e-30,3.4132025867458586e-28,3.8202251328831554e-23,7.4423559951925511e-26,-6.2626503058223762e-47,-4.241596668235224e-28,-2.2332146406091354e-25,-3.981501708935896e-38,-2.1186085214945039e-15,8.3745753832384255e-31,8.2687817672776519e-30,5.3887844845239065e-19,2.049692173317321e-15,6.7369695587519391e-47,-7.7805306423774383e-20,-4.2582190223622529e-22,-7.6272015787558629e-26,5.5258262015412358e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837417979413221,0.10880061655497222,9.9999999999982563e-05,4.9102504730075763e-07,2.7608847753307829e-06,4.7733904646045457e-07,5.9973719559763511e-12,2.3273844507009105e-06,1.9479194424141686e-13,4.11659008172293e-08,1.3020973457557093e-13,1.3586006287294909e-15,9.1103620623936659e-09,1.3341251017930383e-08,1.000001552745746e-08,1.279448856984854e-07,1.9827846587831246e-18
9.353470741649528e-08,0.002515336411755477,-1.1061431594448507e-18,-1.2565972688721722e-13,5.6415787040052502e-15,6.562768882504296e-17,5.7616176249304588e-09,1.6885614401116226e-11,1.5549402554703703e-36,-2.3767982905073362e-28,4.6069597246370665e-32,4.2061966802542958e-15,2.025838446971502e-31,1.9214159436110612e-17,2.8865152385594386e-17,2.6247759507930467e-30,3.4134773502653931e-28,3.8206487970123864e-23,7.4435925532737095e-26,-6.2627809291978814e-47,-4.2415968469893071e-28,-2.2317836486771968e-25,-3.9815018593471072e-38,-2.1186085214845169e-15,8.3750655929959263e-31,8.2690359172561383e-30,5.3887844845239036e-19,2.0496973833652603e-15,6.9005817105222552e-47,-7.7805306422022774e-20,-4.2583334587122704e-22,-7.627823970608525e-26,5.5258262015412371e-33,0.88129999999999997,0.0,0.0,0.0,0.009883741620765241,0.1088006164884333,9.9999999999982563e-05,4.9103858994587359e-07,2.7609608420189756e-06,4.7735204210278837e-07,5.9975371896722513e-12,2.3274487797202041e-06,1.9479194090443839e-13,4.1167035042301502e-08,1.3021333357900781e-13,1.3586380616259304e-15,9.1111174862941656e-09,1.3342229202113362e-08,1.0000293496182879e-08,1.2795198181395154e-07,1.9829270867055286e-18
9.353990877137487e-08,0.0025153364114223814,-1.1041839577382653e-18,-1.2543808761255798e-13,5.3612345613851764e-15,6.5619252311886595e-17,5.7622538824712938e-09,1.6889346878649222e-11,1.5192615903347031e-36,-8.6708094573488933e-30,4.6074859212645066e-32,4.2061950341953056e-15,1.9948262600689659e-31,1.9215274094922311e-17,2.8866798442687203e-17,2.6231300352401834e-30,3.4140268748406547e-28,3.8214962309169354e-23,7.4460661826362428e-26,-6.2630359276781568e-47,-4.2415969511277051e-28,-2.2289244650952117e-25,-3.9815021422721134e-38,-2.1186085214595372e-15,8.3760460583297671e-31,8.2695441829860907e-30,5.3887844845238978e-19,2.0497078024585382e-15,7.2181559261779843e-47,-7.7805306418519435e-20,-4.2585623295507578e-22,-7.6290688532497193e-26,5.5258262015412399e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837412664125775,0.10880061635535565,9.9999999999982563e-05,4.9106567521777487e-07,2.7611129752265062e-06,4.7737803336090381e-07,5.9978676566967222e-12,2.3275774376273966e-06,1.947919342304716e-13,4.1169303490041201e-08,1.3022053157853043e-13,1.3587129273394469e-15,9.1126284587310371e-09,1.334418571061794e-08,1.0000849433618732e-08,1.2796617463103517e-07,1.9832119626928109e-18
9.354511012625445e-08,0.002515336411089286,-1.1023554297785425e-18,-1.2523123408420188e-13,5.1468830996995426e-15,6.5610686615334718e-17,5.7628901386539579e-09,1.6893080244351415e-11,1.4966212211989093e-36,1.0217909175931393e-29,4.6080112178570132e-32,4.2061933881261406e-15,1.9779347524528914e-31,1.9216387878524389e-17,2.8868444508464841e-17,2.62286464534643e-30,3.4145764137804996e-28,3.8223438676186615e-23,7.448540797505245e-26,-6.2632808299000144e-47,-4.2415969681899054e-28,-2.2260706527791599e-25,-3.9815023962387251e-38,-2.118608521432856e-15,8.377026611629238e-31,8.270052393520892e-30,5.388784484523892e-19,2.049718219602342e-15,7.5208452872778026e-47,-7.7805306415015808e-20,-4.2587911968844139e-22,-7.6303139258536028e-26,5.5258262015412426e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837409120589425,0.108800616222278,9.9999999999982563e-05,4.9109276045448203e-07,2.7612651081127826e-06,4.7740402456805276e-07,5.9981981230226495e-12,2.3277060952823004e-06,1.9479192755648569e-13,4.1171571933091493e-08,1.3022772956393832e-13,1.3587877928981992e-15,9.1141396704765455e-09,1.3346142488196007e-08,1.0001405371025827e-08,1.279803685735281e-07,1.9834968773311607e-18
9.355031148113404e-08,0.002515336410756191,-1.1005888571191325e-18,-1.2503139079586164e-13,4.9406991809891394e-15,6.560205991028955e-17,5.7635264230263077e-09,1.6896814133144401e-11,1.4745287315621247e-36,-4.0214686387780184e-30,4.6085360334955363e-32,4.2061917420518606e-15,1.9614643806028678e-31,1.9217501244082121e-17,2.8870090579356875e-17,2.6226295852842603e-30,3.4151259724408154e-28,3.8231916237260216e-23,7.4510159929027312e-26,-6.2635209073193999e-47,-4.241596982813666e-28,-2.2232199981708429e-25,-3.9815026363424591e-38,-2.1186085214061377e-15,8.3780072167264121e-31,8.2705605777516199e-30,5.3887844845238862e-19,2.0497286355824966e-15,7.8168148941554528e-47,-7.780530641151206e-20,-4.2590200621949792e-22,-7.6315591103318413e-26,5.5258262015412453e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837405577047333,0.10880061608920037,9.9999999999982563e-05,4.9111984567046368e-07,2.7614172408116077e-06,4.7743001574519609e-07,5.9985285889404481e-12,2.3278347527886248e-06,1.9479192088248845e-13,4.1173840373335413e-08,1.3023492754103367e-13,1.3588626583643315e-15,9.1156510231584052e-09,1.3348099424238088e-08,1.0001961308415985e-08,1.279945631787607e-07,1.9837818147532571e-18
9.35607141908932e-08,0.0025153364100900014,-1.0973553233070038e-18,-1.246656052526609e-13,4.5603813710723814e-15,6.5584512012529898e-17,5.7647991467106645e-09,1.6904284640188269e-11,1.4312883139600033e-36,2.5063263716164739e-32,4.6095833779605567e-32,4.2061884498766514e-15,1.9286195893875021e-31,1.9219725954027148e-17,2.88733827478224e-17,2.6221054373088783e-30,3.4162252112228448e-28,3.8248877587894729e-23,7.4559694135576067e-26,-6.2639777799093814e-47,-4.2415970127574053e-28,-2.2175351165642514e-25,-3.9815030495900636e-38,-2.1186085213527689e-15,8.3799686971160562e-31,8.2715768188598007e-30,5.3887844845238747e-19,2.0497494613713944e-15,8.3746338825401348e-47,-7.7805306404503745e-20,-4.2594777823261714e-22,-7.6340500629720312e-26,5.5258262015412515e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837398489933295,0.10880061582304495,9.9999999999982563e-05,4.9117401599430278e-07,2.761721505233877e-06,4.7748199794295054e-07,5.9991895186556145e-12,2.3280920670260703e-06,1.9479190753443508e-13,4.1178377239240331e-08,1.3024932345185415e-13,1.3590123888153166e-15,9.1186744638399675e-09,1.3352014123078785e-08,1.0003073183107942e-08,1.2802295584671476e-07,1.9843518083295903e-18
9.357007662967645e-08,0.0025153364094904302,-1.0946483551414617e-18,-1.2435939172448468e-13,4.2412547445835997e-15,6.556851955007521e-17,5.765944709658054e-09,1.6911010090399064e-11,1.3934034958217767e-36,8.6998586439921959e-32,4.610524453389324e-32,4.2061854868994807e-15,1.8995324680007249e-31,1.9221726822300709e-17,2.887634571892783e-17,2.6216353343249019e-30,3.4172146270421621e-28,3.8264147352173556e-23,7.4604297059438893e-26,-6.2643732003507556e-47,-4.2415970377968062e-28,-2.2124306908796305e-25,-3.981503376127412e-38,-2.1186085213047355e-15,8.3817342267821193e-31,8.2724913493644206e-30,5.3887844845238641e-19,2.0497682000137681e-15,8.8525843910552362e-47,-7.7805306398195674e-20,-4.2598897228256428e-22,-7.6362923466777362e-26,5.525826201541257e-33,0.88129999999999997,0.0,0.0,0.0,0.0098837392111508771,0.10880061558350498,9.9999999999982563e-05,4.9122276920679067e-07,2.7619953425032386e-06,4.7752878180661125e-07,5.999784353852875e-12,2.3283236492735463e-06,1.9479189552114392e-13,4.1182460407928221e-08,1.3026227973991419e-13,1.3591471458704949e-15,9.1213960975446649e-09,1.335553795590513e-08,1.0004073870266172e-08,1.28048511773009e-07,1.9848648893309207e-18
