Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595)
7.73270386556424e-09,0.00274538983386516,3.6514670251349491e-17,3.4826715582781726e-13,7.8612150536491109e-15,1.1392310429390125e-14,3.085479438989852e-09,1.2550090830912396e-12,1.146895130665257e-32,-8.1480983128676358e-29,2.591680590863627e-30,3.8730330498383816e-16,1.3374445493331452e-20,8.3874230819949825e-17,1.8911408114747251e-18,7.3429722492521098e-31,6.7671882822274069e-28,7.9680168879520288e-24,2.2511170698612545e-27,-1.7070414387000502e-39,9.2507007883333897e-23,-2.0144371972309518e-16,1.5697654265233722e-20,-1.8260071107094534e-15,1.868773237207609e-09,5.8810874402843683e-18,2.2817977648669177e-18,1.6293007024324811e-15,7.9400856067151056e-41,-4.7524956210945622e-19,1.9714498381050963e-21,2.1316722464074395e-26,6.2431383423768244e-33,0.88129999999999997,0.0,0.0,0.0,0.0098814620298605139,0.10880116929423085,9.9999999999917267e-05,5.5895262043113653e-07,3.8462056453698702e-06,2.0615697485551194e-06,3.2786706534696585e-12,1.8046856931283968e-06,1.9375088957103383e-11,2.1949778176475361e-08,4.6644621405248233e-14,3.59825849287487e-16,9.781585355180033e-10,2.6338883243906874e-09,9.6553673353398845e-08,4.5661405432840064e-08,1.1124163281724074e-18,1.4793308511075058e-14,2.6778690632985811e-18,7.4995746420498571e-15,9.6617274946440495e-08,2.3918592878221912e-15,1.08719848363048e-15,2.3212633884720047e-17,7.7883342935272395e-18,5.8210245825018919e-19,2.6311928624257835e-10,1.8666439888811343e-09,1.2000290940939233e-12,8.3223980573721263e-13,1.8510931945760063e-16,9.6987157284427421e-14,3.6648536091644532e-15,1.6283851932766691e-12,3.2606004423737278e-18,6.6443638963321641e-14,8.8330535976043289e-13,5.0265670560406649e-12,7.1636197504291666e-15,5.6369476523450735e-15,1.6451860909505368e-14,1.7557813025003487e-20
7.81065385981817e-09,0.0027453897826189917,3.7263860728541983e-17,3.5532620299578831e-13,7.9082489630785416e-15,1.1809600422197979e-14,3.1476830905795607e-09,1.3060027693074867e-12,1.0235690171073503e-32,-2.5536636281016033e-27,2.588991103879053e-30,3.7674257401286321e-16,1.181835884097873e-20,8.5029940427509495e-17,1.8957335998052666e-18,7.6304613781622271e-31,6.9199926246170902e-28,8.2925630595158499e-24,2.386383302583523e-27,-1.6006758823902721e-39,9.6487524255354248e-23,-1.9631527141178856e-16,1.6232955676429908e-20,-1.8299837070176399e-15,1.9085240304791339e-09,6.0532128753113104e-18,2.35586310583043e-18,1.660676077584142e-15,7.1726807056339853e-41,-4.7849828627179244e-19,2.068080660021011e-21,2.2873244587340006e-26,6.3718972457634316e-33,0.88129999999999997,0.0,0.0,0.0,0.0098813756059688024,0.10880115052425322,9.9999999999916115e-05,5.6457208885204138e-07,3.8849056147428099e-06,2.0819916525331297e-06,3.3116596586748372e-12,1.823142573672756e-06,1.9374927785982159e-11,2.2170692415939044e-08,4.7121665263589928e-14,3.6344732800107908e-16,1.0080088877340358e-09,2.6950453868303664e-09,9.7526637053902335e-08,4.6585828150605253e-08,1.1357769623109159e-18,1.5154061233347184e-14,2.7596563146812076e-18,7.7799348021651961e-15,9.7590914286354532e-08,2.5043590718401566e-15,1.1425053631516493e-15,2.4471504645950006e-17,8.290758941422091e-18,6.2192421416863801e-19,2.6591011227228628e-10,1.9063474824104424e-09,1.2255543577850433e-12,8.4994478925432169e-13,1.869643008314999e-16,1.0105689923625067e-13,3.6731143304605901e-15,1.6539569961491625e-12,3.450135246750747e-18,6.7149182233263587e-14,8.9296029230825078e-13,5.1362353829963236e-12,7.3199243729205824e-15,5.759942662530126e-15,1.681183474757435e-14,1.7941985567568416e-20
7.8886038540721e-09,0.0027453897313752173,3.8019952070429808e-17,3.6242533560801972e-13,7.9553549068715308e-15,1.223941271144484e-14,3.2105056806425275e-09,1.3585321501954066e-12,9.1348859591461939e-33,-7.3134264585632995e-28,2.58733092891905e-30,3.6646596021772132e-16,1.0443457900780912e-20,8.6187619395496589e-17,1.9002110571923838e-18,7.913514554094955e-31,7.0768740879968045e-28,8.6272490307711509e-24,2.5285015119949359e-27,-1.4881999672638523e-39,1.0060317601056862e-22,-1.9131756120786318e-16,1.678138275751645e-20,-1.8338588964810394e-15,1.9486942137655368e-09,6.22837856328769e-18,2.4320811892095519e-18,1.6931968166294807e-15,6.4784558245404466e-41,-4.8169564048222845e-19,2.1681804716071085e-21,2.452004045533205e-26,6.5062057001907084e-33,0.88129999999999997,0.0,0.0,0.0,0.0098812891751045573,0.10880113175410748,9.9999999999914963e-05,5.7019125644222796e-07,3.9236039546258394e-06,2.1024124149962703e-06,3.3446472646743504e-12,1.8415984107512825e-06,1.9374766601114046e-11,2.2391597286404954e-08,4.7598682152099903e-14,3.6706865312735146e-16,1.0384592411976269e-09,2.7570495270613816e-09,9.8499591809295129e-08,4.751949755617745e-08,1.1594347296364526e-18,1.5520049553645057e-14,2.8430912979401761e-18,8.0676327149201578e-15,9.8564545467221997e-08,2.6209038830775694e-15,1.1999800081439144e-15,2.5784089214900834e-17,8.8196826850167691e-18,6.640181791625463e-19,2.6870078532564503e-10,1.9464697832393853e-09,1.2513488745089052e-12,8.678365631462089e-13,1.8881918357277202e-16,1.0525331823756207e-13,3.6811494361637879e-15,1.6796183961615436e-12,3.6485720094073225e-18,6.7854690779328913e-14,9.0261476554572753e-13,5.2470956773190502e-12,7.4779279377100212e-15,5.8842745715043795e-15,1.7175732398392346e-14,1.8330345695271864e-20
7.96655384832603e-09,0.002745389680133829,3.8783220919753105e-17,3.695767432680735e-13,8.0307774909038709e-15,1.2681994131399065e-14,3.2739471028066554e-09,1.4126288462236791e-12,8.1520146372055857e-33,-5.1524886336289585e-27,2.5867003841245317e-30,3.5646559476069989e-16,9.2300874547055367e-21,8.7347224959930055e-17,1.9045765257991248e-18,8.1917738299727647e-31,7.2379642596678418e-28,8.9723012977070303e-24,2.6777618559246568e-27,-1.3695906718687822e-39,1.0485738738654883e-22,-1.8644711537778618e-16,1.7343126182661081e-20,-1.8376353766955138e-15,1.9892837631752897e-09,6.4066015533309988e-18,2.5104912152359822e-18,1.7268983875399623e-15,5.8502093813309106e-41,-4.8484215124026101e-19,2.2718374838109426e-21,2.6261349634753392e-26,6.6462429923848062e-33,0.88129999999999997,0.0,0.0,0.0,0.0098812027372721222,0.10880111298379168,9.9999999999913811e-05,5.7581012321153689e-07,3.9623006590473196e-06,2.1228320313602394e-06,3.3776334663780549e-12,1.8600532002222988e-06,1.9374605402507572e-11,2.2612492753784333e-08,4.807567196373073e-14,3.7068982410748213e-16,1.0695157669737521e-09,2.8199055501553464e-09,9.9472537618868723e-08,4.8462413079410924e-08,1.1833913110555403e-18,1.5891304127319374e-14,2.9281910578321014e-18,8.3627811777239544e-15,9.9538168490191163e-08,2.7415984794486376e-15,1.2596843240529571e-15,2.7152122031650696e-17,9.376232229467759e-18,7.084924291086555e-19,2.7149130476334531e-10,1.9870108648070458e-09,1.2774126270651865e-12,8.8591511548167948e-13,1.906739690879823e-16,1.0957911286398672e-13,3.6889652603928832e-15,1.7053677020368106e-12,3.8562427266172983e-18,6.856016439340344e-14,9.1226877765369296e-13,5.359147875447881e-12,7.6376303534211779e-15,6.0099433073641903e-15,1.7543553651074775e-14,1.8722893183052775e-20
8.04450384257996e-09,0.0027453896288948255,3.955394565909664e-17,3.7679268476397521e-13,8.0811534782014202e-15,1.3137591948639896e-14,3.3380073322810163e-09,1.4683245633391919e-12,7.2736361882687433e-33,8.4371211772596183e-27,2.587099965863664e-30,3.4673391169827282e-16,8.1548665852170995e-21,8.8508717444868894e-17,1.9088332216125497e-18,8.4710353679539679e-31,7.4033960051620176e-28,9.327947387432267e-24,2.8344625156940982e-27,-1.2444434123549262e-39,1.0925361018495698e-22,-1.8170058755678671e-16,1.791837512309724e-20,-1.8413157409453702e-15,2.030292654906012e-09,6.5878984956225432e-18,2.5911322992838856e-18,1.7618167505390761e-15,5.2815841917236963e-41,-4.8793834744464684e-19,2.3791405859653402e-21,2.8101543818690838e-26,6.792190756738103e-33,0.88129999999999997,0.0,0.0,0.0,0.0098811162924757976,0.10880109421330386,9.9999999999912632e-05,5.8142868916972914e-07,4.0009957220872612e-06,2.1432504970804759e-06,3.4106182587398769e-12,1.8785069379800639e-06,1.9374444190171127e-11,2.2833378784288857e-08,4.8552634592363767e-14,3.7431084038757482e-16,1.1011845826888251e-09,2.8836182198055364e-09,1.0044547448192109e-07,4.9414574153292521e-08,1.2076483730017174e-18,1.6267855345770944e-14,3.0149724924445368e-18,8.6654923705000367e-15,1.0051178335636495e-07,2.8665484471426147e-15,1.3216808363796933e-15,2.8577362733147897e-17,9.9615637018398335e-18,7.5545852749222373e-19,2.742816699537725e-10,2.027970700633123e-09,1.3037455983036857e-12,9.0418043436302339e-13,1.9252865375229318e-16,1.1403699014240268e-13,3.6965678843001901e-15,1.7312032729517049e-12,4.0734864294112998e-18,6.9265602928342798e-14,9.2192232680720658e-13,5.4723919140837211e-12,7.7990315290369032e-15,6.1369487984879484e-15,1.7915298295614639e-14,1.9119627806786917e-20
8.12245383683389e-09,0.002745389577658197,4.0332477701867538e-17,3.8408864245347997e-13,8.2350331744582768e-15,1.3606449707647813e-14,3.4026861602874529e-09,1.5256505557464548e-12,6.4892481273431737e-33,-1.8928776277643592e-26,2.588530312210796e-30,3.3726379262408396e-16,7.2102304168893145e-21,8.967205993892042e-17,1.9129841813592799e-18,8.7524907975819117e-31,7.5733012025121597e-28,9.694412022181423e-24,2.9989049632466105e-27,-1.1128569247855156e-39,1.1379526510916159e-22,-1.7707483355238211e-16,1.8507314044141819e-20,-1.8449024352630903e-15,2.07172086565238e-09,6.7722853504547422e-18,2.6740427991301818e-18,1.7979877565642913e-15,4.7671013703337554e-41,-4.9098475161073818e-19,2.490177834487776e-21,3.0045058323610844e-26,6.9442299462072803e-33,0.88129999999999997,0.0,0.0,0.0,0.0098810298407197746,0.10880107544264227,9.9999999999911466e-05,5.8704695432631629e-07,4.0396891379823366e-06,2.163667807730216e-06,3.4436016368472108e-12,1.8969596200252713e-06,1.9374282964112983e-11,2.3054255345012435e-08,4.9029569934631415e-14,3.7793170142819411e-16,1.1334716474882269e-09,2.9481921765376467e-09,1.0141840239776879e-07,5.0375980223659673e-08,1.2322075388022341e-18,1.6649732814699979e-14,3.1034520630339642e-18,8.9758759239885874e-15,1.0148539006678231e-07,2.99585840797979e-15,1.3860316316705081e-15,3.0061566649650281e-17,1.0576843948087467e-17,8.0502978596107694e-19,2.7707188028351084e-10,2.0693492647711928e-09,1.3303477714209618e-12,9.2263250813532002e-13,1.9438324517845552e-16,1.1862961968503537e-13,3.7039630358072412e-15,1.7571235462891491e-12,4.3006436202836215e-18,6.997100632497987e-14,9.3157541132000902e-13,5.5868277312861714e-12,7.9621313755049818e-15,6.265290974801321e-15,1.8290966126487052e-14,1.9520549347132984e-20
8.20040383108782e-09,0.002745389526423943,4.1118804811656035e-17,3.9146407293197881e-13,8.180576282015964e-15,1.4088808921287449e-14,3.4679838350912319e-09,1.5846379009745036e-12,5.7883345350356472e-33,5.6118010499555082e-26,2.5909922382368522e-30,3.2804839526273251e-16,6.3590260388423241e-21,9.0837218426698308e-17,1.9170323154769222e-18,9.0593037031768852e-31,7.7478117088764332e-28,1.0071919040061974e-23,3.1713956415454884e-27,-9.7352935528910889e-40,1.184857681095834e-22,-1.7256681139049356e-16,1.9110124829294312e-20,-1.8483978015409591e-15,2.1135683723788322e-09,6.9597776187674805e-18,2.7592606749346636e-18,1.8354473951171087e-15,4.3018860100206848e-41,-4.939818850062585e-19,2.6050371362013926e-21,3.209641509854471e-26,7.1025421706428907e-33,0.88129999999999997,0.0,0.0,0.0,0.0098809433820082008,0.10880105667180472,9.9999999999910301e-05,5.9266491869066269e-07,4.0783809010450874e-06,2.1840839589531814e-06,3.4765835958522811e-12,1.9154112424223698e-06,1.9374121724341135e-11,2.3275122403512627e-08,4.9506477888813733e-14,3.8155240669750903e-16,1.1663828256077951e-09,3.0136319871782181e-09,1.0239132136573958e-07,5.1346630743608998e-08,1.257070406023551e-18,1.7036965669767944e-14,3.1936459694426897e-18,9.2940400159790031e-15,1.0245898862243655e-07,3.1296328289555894e-15,1.4527988166962332e-15,3.1606496675874035e-17,1.122325678672551e-17,8.5732184153463161e-19,2.7986193515008902e-10,2.1111465315583675e-09,1.3572191297889246e-12,9.4127132526150726e-13,1.9623772374321067e-16,1.2335965703719488e-13,3.7111561922988803e-15,1.7831270137751167e-12,4.5380583064014082e-18,7.0676374120697162e-14,9.4122802918912584e-13,5.7024552658614807e-12,8.1269298047827703e-15,6.3949697670225209e-15,1.867055694063435e-14,1.992565758738369e-20
8.27835382534175e-09,0.002745389475192051,4.1912485801762419e-17,3.9889959678314515e-13,8.3151555321564657e-15,1.4584913612159096e-14,3.5338999139818239e-09,1.6453181053762089e-12,5.1619421807287824e-33,-1.428656373723132e-26,2.594486641648887e-30,3.1908111384270816e-16,5.615454988071732e-21,9.2004154190931949e-17,1.9209804602079631e-18,9.3730039815505077e-31,7.9270619414704878e-28,1.0460695805322102e-23,3.3522528631143233e-27,-8.2657314230182019e-40,1.2332859738258479e-22,-1.681736089063453e-16,1.9726990160559193e-20,-1.8518041189549564e-15,2.1558351518876228e-09,7.1503905914054819e-18,2.8468241996535795e-18,1.8742325245240708e-15,3.8815110932735089e-41,-4.969302780946293e-19,2.7238079696452649e-21,3.4260326698172951e-26,7.2673133798369059e-33,0.88129999999999997,0.0,0.0,0.0,0.0098808569163452483,0.10880103790078974,9.9999999999909135e-05,5.9828258227215749e-07,4.1170710055564021e-06,2.2044989463833337e-06,3.5095641308800762e-12,1.9338618012270498e-06,1.9373960470863951e-11,2.3495979927123652e-08,4.9983358352964705e-14,3.8517295566002071e-16,1.1999239944069897e-09,3.0799422290091888e-09,1.0336423138516001e-07,5.2326525163293467e-08,1.2822385758389865e-18,1.7429583113548772e-14,3.2855704485625298e-18,9.6200933736358314e-15,1.0343257902429241e-07,3.2679780701740537e-15,1.5220457465440352e-15,3.3213959023290837e-17,1.1902028831313118e-17,9.124553368440175e-19,2.8265183395058755e-10,2.1533624751321331e-09,1.3843596566623346e-12,9.6009687412850457e-13,1.9809211326781488e-16,1.282297953791687e-13,3.7181526780841103e-15,1.8092121948281602e-12,4.7860852955859615e-18,7.1381705976722283e-14,9.5088017736512221e-13,5.8192744561551304e-12,8.2934267282595127e-15,6.525985105425642e-15,1.9054070533569222e-14,2.0334952309304477e-20
8.35630381959568e-09,0.0027453894239625226,4.2714184157402691e-17,4.0642442403128964e-13,8.4804276439514951e-15,1.5095012721766615e-14,3.600434460229664e-09,1.7077231847280044e-12,4.6034784222920009e-33,-1.0529916649203775e-26,2.599014643017972e-30,3.1035532154646801e-16,4.9648197311331426e-21,9.3172835674311289e-17,1.924831451490007e-18,9.6724151155066086e-31,8.111188839781221e-28,1.0860973508209855e-23,3.5418035311543941e-27,-6.7208429953657806e-40,1.2832729422632206e-22,-1.638922874409132e-16,2.0358095011227707e-20,-1.855123665562206e-15,2.198521180668698e-09,7.3441396547135262e-18,2.9367721788459378e-18,1.9143807643560765e-15,3.501680264222863e-41,-4.9983046908837283e-19,2.846581423909343e-21,3.654163983521562e-26,7.4387333538516272e-33,0.88129999999999997,0.0,0.0,0.0,0.0098807704437350839,0.10880101912959532,9.999999999990797e-05,6.0389994508029995e-07,4.1557594457801862e-06,2.2249127656049248e-06,3.5425432370413847e-12,1.9523112924499005e-06,1.9373799203689457e-11,2.3716827883096163e-08,5.0460211223972278e-14,3.8879334777886789e-16,1.2341010984645043e-09,3.1471275317602044e-09,1.043371324553491e-07,5.3315662925840724e-08,1.3077136678322911e-18,1.782761468329183e-14,3.3792419233111317e-18,9.9541460930773237e-15,1.044061612733131e-07,3.411002416198471e-15,1.5938369748302784e-15,3.4885797515514635e-17,1.2614418329295883e-17,9.70554408583632e-19,2.8544157607551386e-10,2.1959970692740211e-09,1.411769335055389e-12,9.7910914295161396e-13,1.9994640472097226e-16,1.3324277195001813e-13,3.724957811652543e-15,1.8353776047107262e-12,5.0450878316394035e-18,7.2087002840767974e-14,9.6053185413042582e-13,5.9372852395149228e-12,8.4616220558107187e-15,6.6583369190908234e-15,1.944150669751293e-14,2.0748433291149684e-20
8.43425381384961e-09,0.0027453893727353495,4.3523940948050486e-17,4.1404037167435032e-13,8.5553065394361439e-15,1.5619356913838447e-14,3.667587526830134e-09,1.7718854910441136e-12,4.1058662961191749e-33,-2.1392190980001726e-28,2.6045774812227122e-30,3.0186454504055199e-16,4.3898892977374022e-21,9.4343230640916704e-17,1.9285880629652388e-18,9.9558996601687493e-31,8.3003314235883021e-28,1.1272986120166524e-23,3.7403844130437077e-27,-5.093726532723849e-40,1.3348545047191191e-22,-1.5971997200559293e-16,2.1003624841191628e-20,-1.8583586672085426e-15,2.2416264350863252e-09,7.5410400284172126e-18,3.0291436618209121e-18,1.9559304488718115e-15,3.1584857271392548e-41,-5.0268300082344131e-19,2.9734498635591492e-21,3.8945360250756808e-26,7.6169954069136824e-33,0.88129999999999997,0.0,0.0,0.0,0.0098806839641819195,0.10880100035821944,9.9999999999906804e-05,6.0951700712460545e-07,4.1944462159446091e-06,2.2453254121957868e-06,3.5755209094163634e-12,1.9707597120958534e-06,1.9373637922825936e-11,2.3937666238509203e-08,5.0937036398578402e-14,3.9241358251437107e-16,1.2689200908936402e-09,3.2151925319976898e-09,1.053100245756252e-07,5.4314043472158449e-08,1.3334973039342324e-18,1.8231089959968276e-14,3.4746768408369348e-18,1.0296308680451896e-14,1.0537973537043792e-07,3.5588156871134638e-15,1.668238070841108e-15,3.662389147466716e-17,1.3361719065459738e-17,1.0317473737540511e-18,2.882311609152939e-10,2.2390502876104037e-09,1.4394481478892896e-12,9.9830811988371478e-13,2.0180058933487056e-16,1.3840135362797213e-13,3.7315767838316477e-15,1.8616217821097075e-12,5.315438091994419e-18,7.2792263750609723e-14,9.7018305821438226e-13,6.0564875530825931e-12,8.6315156970683423e-15,6.79202513690776e-15,1.9832865223850027e-14,2.1166100310279776e-20
8.473228810976575e-09,0.0027453893471226436,4.3931605151790298e-17,4.1787213150037348e-13,8.5626447620961286e-15,1.5886949347498646e-14,3.7013959911106932e-09,1.804635766517956e-12,3.8776360250766212e-33,7.3682895586444145e-30,2.6077473661742908e-30,2.9770530088520475e-16,4.1269087587906203e-21,9.4929059737133642e-17,1.9304318289301431e-18,1.0093857306847387e-30,8.3968273924102995e-28,1.1483466579646328e-23,3.8431682872105604e-27,-4.2460758668336623e-40,1.3612545678679862e-22,-1.5767380937103882e-16,2.1331857072541292e-20,-1.8599451474533936e-15,2.2633362645093867e-09,7.6406766688291371e-18,3.0762504492768415e-18,1.9772429385858517e-15,2.9994826839263949e-41,-5.040915646772342e-19,3.0384487796655139e-21,4.0194717773799113e-26,7.7087532412270182e-33,0.88129999999999997,0.0,0.0,0.0,0.009880640721803037,0.10880099097246282,9.9999999999906221e-05,6.1232542536329164e-07,4.2137889729412912e-06,2.255531294373769e-06,3.5920092063883818e-12,1.9799835188299735e-06,1.9373557277263385e-11,2.4048081805656808e-08,5.1175438567487032e-14,3.9422364069371438e-16,1.2865721542061463e-09,3.2495563665577899e-09,1.0579646727933306e-07,5.4816699614352752e-08,1.3465053325169415e-18,1.843487822582728e-14,3.5230607266691726e-18,1.0470465733111704e-14,1.0586651936232757e-07,3.6345527452626672e-15,1.7064379834752709e-15,3.7518377847077937e-17,1.3748872104097499e-17,1.0635449637465333e-18,2.8962589416305506e-10,2.2607338725918782e-09,1.4533884743724317e-12,1.0079776201800936e-12,2.0272764163927667e-16,1.4103611565114083e-13,3.7348180528911892e-15,1.8747729575005004e-12,5.4549865690695465e-18,7.3144880389627839e-14,9.7500848209662787e-13,6.1165355140136148e-12,8.7170993570407111e-15,6.8593703751068654e-15,2.0030015307625273e-14,2.1376503514146762e-20
8.551178805230505e-09,0.0027453892958989945,4.4752000015861999e-17,4.2556100749341678e-13,8.5946309804582008e-15,1.6433133678766196e-14,3.7694766844588168e-09,1.8714951803375464e-12,3.4584351162847789e-33,1.171070691142767e-30,2.6148650615626371e-30,2.895553265665838e-16,3.647279520600095e-21,9.6101960763029054e-17,1.9340519079255602e-18,1.0368009218108386e-30,8.5937582789688207e-28,1.1913525445566147e-23,4.0559478422650574e-27,-2.4769219397652172e-40,1.4152963560755515e-22,-1.5365979807683277e-16,2.1999372068307547e-20,-1.8630573685477154e-15,2.307070312911394e-09,7.8423320441547297e-18,3.1723307407820853e-18,2.0209681445170823e-15,2.7047733190074185e-41,-5.0687363202720563e-19,3.1716353632404244e-21,4.279179145195065e-26,7.8976481034139541e-33,0.88129999999999997,0.0,0.0,0.0,0.0098805542318433203,0.10880097220081121,9.9999999999905056e-05,6.1794203627966546e-07,4.2524732271435356e-06,2.275942173739276e-06,3.624984718815808e-12,1.9984303236311147e-06,1.9373395975881904e-11,2.4268905698157483e-08,5.165222200417374e-14,3.9784363833662802e-16,1.3223651245711668e-09,3.3189495940288932e-09,1.0676934597346409e-07,5.5828943286172968e-08,1.3727548215267119e-18,1.8846574447366287e-14,3.6211716021345884e-18,1.0825000603416718e-14,1.0684008123330757e-07,3.7897583153914649e-15,1.7848788527325962e-15,3.9359452507799258e-17,1.4551043709287262e-17,1.1296287629901731e-18,2.9241524193552907e-10,2.3044149775624093e-09,1.4814709567086778e-12,1.027456636967655e-12,2.0458167119505846e-16,1.4641834670098438e-13,3.7411671841179215e-15,1.9011326105512504e-12,5.7430755609502981e-18,7.3850086397843285e-14,9.8465897079918525e-13,6.2375250044852168e-12,8.8895402986191412e-15,6.9950630651912782e-15,2.0427256984907011e-14,2.1800449170163767e-20
8.629128799484435e-09,0.002745389244677688,4.5579225469924241e-17,4.3328701688020726e-13,8.6466040782495135e-15,1.6994196847774903e-14,3.8381756745661863e-09,1.9401939635547214e-12,3.0842531763259829e-33,-6.0432204855337412e-28,2.6230214027698103e-30,2.8162502585801315e-16,3.2232593136123511e-21,9.7276495397597263e-17,1.9375842096266474e-18,1.0639461868451196e-30,8.7960609507143433e-28,1.2355914939325302e-23,4.2786452139556189e-27,-6.0496326033281514e-41,1.471024585053531e-22,-1.497479778142375e-16,2.2681775757187291e-20,-1.8660903320080417e-15,2.3512235275354984e-09,8.0471757748819307e-18,3.2709328606098027e-18,2.0661937026329123e-15,2.4386159579401507e-41,-5.0960941072177933e-19,3.3091529975727319e-21,4.5524530606963606e-26,8.0938833528183687e-33,0.88129999999999997,0.0,0.0,0.0,0.0098804677349511611,0.10880095342897345,9.9999999999903863e-05,6.2355834645595819e-07,4.2911557968289707e-06,2.2963518694425827e-06,3.6579587851336544e-12,2.0168760468894145e-06,1.937323466083209e-11,2.4489719907560502e-08,5.2128977486875247e-14,4.0146347724313756e-16,1.3588148339558906e-09,3.3892340863130775e-09,1.0774221571598301e-07,5.6850428339992097e-08,1.3993169010692361e-18,1.926378817512491e-14,3.721086952595106e-18,1.118792221869055e-14,1.0781363495461313e-07,3.950033588479324e-15,1.866097724606665e-15,4.1271634162991689e-17,1.5391523801337612e-17,1.1991468601810924e-18,2.9520443090539505e-10,2.3485146403567069e-09,1.5098225305039348e-12,1.0471223320483147e-12,2.0643560025244068e-16,1.5195321206327475e-13,3.7473424575405031e-15,1.9275675088235822e-12,6.0434829143472787e-18,7.45552561829548e-14,9.9430897913104322e-13,6.359705866765351e-12,9.0636793261731505e-15,7.1320919802269213e-15,2.0828420499401796e-14,2.2228580302980861e-20
8.707078793738365e-09,0.0027453891934587174,4.6413594003650063e-17,4.4106392316117642e-13,8.7172848190699829e-15,1.7570396460192806e-14,3.9074928812323636e-09,2.0107654647255142e-12,2.7503315468184999e-33,5.5391550944798341e-29,2.6322182618829273e-30,2.7390854482908314e-16,2.8484999889212333e-21,9.8452638113766395e-17,1.941031262114495e-18,1.09116321420128e-30,9.00388112136079e-28,1.2810877531489724e-23,4.5116331206967319e-27,1.3736481567997715e-40,1.5284767800717026e-22,-1.4593574453501029e-16,2.3379253871130032e-20,-1.8690460582154174e-15,2.3957958844750051e-09,8.2552223457633437e-18,3.3720964244370401e-18,2.1129603560792732e-15,2.1982827557894742e-41,-5.1229945325877641e-19,3.4510980868620227e-21,4.839852690183693e-26,8.2976640795295686e-33,0.88129999999999997,0.0,0.0,0.0,0.0098803812311307471,0.10880093465694769,9.9999999999902684e-05,6.2917435590166814e-07,4.3298366762554119e-06,2.3167603770758994e-06,3.6909314004474008e-12,2.0353206846227245e-06,1.9373073332122144e-11,2.4710524401089363e-08,5.2605704912667392e-14,4.0508315687593341e-16,1.3959272164508608e-09,3.4604144658810036e-09,1.0871507650621135e-07,5.7881154213100298e-08,1.426193188152015e-18,1.9686548900572434e-14,3.822823174993428e-18,1.1559341639289065e-14,1.0878718052708889e-07,4.1154932657533325e-15,1.9501634631571376e-15,4.3256921985975903e-17,1.6271733921328718e-17,1.2722430263017162e-18,2.9799346046715473e-10,2.3930328342421176e-09,1.5384431784469614e-12,1.066974693413438e-12,2.082894284261202e-16,1.5764356707245852e-13,3.7533485648839306e-15,1.9540762884155383e-12,6.3566123312512753e-18,7.5260389736490398e-14,1.0039585058447445e-12,6.4830780370249382e-12,9.2395163479392119e-15,7.2704570480051664e-15,2.123350563935394e-14,2.2660896686607413e-20
