Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509)
1.5579456628339469e-07,0.0018777473557300502,5.949355981186846e-14,4.6796347201591335e-10,3.0531455789875362e-13,3.5029244156884277e-09,2.2288108921415526e-06,9.4630540234710728e-07,5.4391087664296629e-30,1.7155907111681508e-29,9.5450790467500134e-23,1.4667527286410374e-14,5.2447073082649557e-21,1.9555049544228932e-13,1.3595729360862849e-14,2.9748108777458659e-22,1.5608609532225844e-20,2.0739694804185363e-16,4.1359459199183951e-17,3.867924858589618e-27,5.4313124971569885e-16,-2.71805216371174e-24,3.0831623657707177e-15,-3.2137662002291333e-16,1.6049572733070835e-06,2.1587679412287954e-14,2.8128330868998669e-13,8.1734549549888206e-09,7.8501732015977496e-38,-1.4979361632036079e-19,1.1356772231330463e-14,1.0121832405898028e-16,5.6683920892432087e-25,0.88129999999999997,0.0,0.0,0.0,0.0095428998516272016,0.10871408185288545,9.9999999804179987e-05,1.3695589757912057e-05,0.00011334431969779165,4.8340801530882723e-05,1.2988142394522936e-10,5.4311419217829439e-05,3.1056353178657198e-11,8.6765663804219093e-07,1.3019320334658255e-12,1.3289503077051816e-14,3.054520864624961e-05,2.7687295479075477e-05,3.21973929881831e-06,5.0106372287015415e-05,1.5670914299601206e-14,2.0917408199056161e-10,1.1045011099473687e-13,8.2825901531975064e-10,3.3568749844292808e-06,4.7551820900100102e-09,3.9448205482067566e-09,2.2121617068766203e-10,7.2237539523311377e-10,1.2036522179245745e-09,7.8617789096829698e-09,1.5261118998263259e-06,1.3474146749222192e-09,9.2444766168257922e-10,4.3921394505574054e-12,7.657384289905483e-08
1.5778891393797743e-07,0.0018777451898354066,6.1241963848731112e-14,4.7841787050621263e-10,3.0757783279299456e-13,3.6199892810204937e-09,2.2605993209405611e-06,9.8360190565426309e-07,6.0057731511314997e-30,1.800549658262408e-29,1.0215098915621309e-22,1.5539727866117519e-14,5.6043196714670123e-21,2.0214737193313869e-13,1.4447168044711011e-14,3.2370519266722733e-22,1.661494069069054e-20,2.2007616724673864e-16,4.4949505701448934e-17,4.2528053748380655e-27,5.7744616208256966e-16,-2.7421816171054522e-24,3.2325708803988345e-15,-3.1325610619555297e-16,1.6394066742931073e-06,2.2066383082203338e-14,2.9161947671152012e-13,8.587536684157741e-09,8.7294401315300589e-38,-1.4979353789130806e-19,1.2049631155378589e-14,1.0957627347660252e-16,6.0839915502727981e-25,0.88129999999999997,0.0,0.0,0.0,0.0095384284190264644,0.10871282431303854,9.9999999797565161e-05,1.3858756351335729e-05,0.00011415853751214272,4.8585137528890874e-05,1.3081307505115917e-10,5.4585780796104949e-05,3.1042292521738777e-11,8.7388057156404363e-07,1.3085089215979948e-12,1.3384832243122311e-14,3.1452290796109973e-05,2.8516394329221934e-05,3.2601761503784541e-06,5.1221623149871747e-05,1.6139612109645899e-14,2.1545939931483543e-10,1.1373208238592113e-13,8.5360668595901173e-10,3.3991051687227913e-06,4.9604735608106367e-09,4.1160401416353253e-09,2.3202310927140434e-10,7.6012790943913591e-10,1.2843338951129093e-09,7.9018089815245692e-09,1.5571728175605724e-06,1.3748243105414205e-09,9.4325331362825683e-10,4.4197564100480481e-12,7.9916123432190311e-08
1.5978326159256018e-07,0.0018777430207893814,6.3030706093517564e-14,4.8894296098414767e-10,3.0978053623979168e-13,3.7387427765012202e-09,2.2920221534049868e-06,1.0216677952374522e-06,6.6197547820634967e-30,1.8950746039327807e-29,1.0918849022242294e-22,1.6454648244414192e-14,5.9815129345509643e-21,2.0884540678223452e-13,1.534019823612876e-14,3.5175555864192784e-22,1.7666924854380241e-20,2.3327072894525413e-16,4.8781466019326596e-17,4.6694316174590393e-27,6.1344326855681316e-16,-2.7590990207876907e-24,3.3869082163579471e-15,-3.0459378996421593e-16,1.6740283484621116e-06,2.2547676661243448e-14,3.0217817023695533e-13,9.0155623621354805e-09,9.6885077650484153e-38,-1.4979345991032921e-19,1.2774793055662679e-14,1.1849763707695486e-16,6.5229300424024159e-25,0.88129999999999997,0.0,0.0,0.0,0.0095339592682653612,0.10871156450304531,9.9999999790848339e-05,1.4021626555993027e-05,0.00011495856317046184,4.8821976742831769e-05,1.3172844171800145e-10,5.4851698833092123e-05,3.1028239052869869e-11,8.7999571669735425e-07,1.3148834044707136e-12,1.3478495146800985e-14,3.2369770178976619e-05,2.9355812156544679e-05,3.3005933587919742e-06,5.234426533163485e-05,1.6614130192727588e-14,2.218233827208195e-10,1.1705171698088895e-13,8.7926151363674819e-10,3.4413165453107308e-06,5.1710379893814338e-09,4.2916860715481646e-09,2.4316810729491064e-10,7.9916969047689434e-10,1.3690126229622522e-09,7.940613778707983e-09,1.5883164471838853e-06,1.4023063741680432e-09,9.6210866016556136e-10,4.4467788284885719e-12,8.3347843443880773e-08
1.6177760924714292e-07,0.0018777408486666224,6.4860796152112511e-14,4.9953746465046976e-10,3.1188548878524103e-13,3.8591594691923599e-09,2.3230747794214136e-06,1.0604985758329617e-06,7.2839502824828876e-30,1.9740765454656082e-29,1.1657265042340013e-22,1.7413731224496809e-14,6.3767515400016199e-21,2.1564333505285453e-13,1.6276224807637766e-14,3.8172348170458639e-22,1.876564998750074e-20,2.4698831884999991e-16,5.2866452815752918e-17,5.1198547333291849e-27,6.5117888679710607e-16,-2.7676965180927303e-24,3.5462430515010647e-15,-2.9536219169602573e-16,1.7088169903853664e-06,2.3031482604061932e-14,3.1296038996697039e-13,9.4577338444269382e-09,1.0732793882282263e-37,-1.4979338223454872e-19,1.3533246619672859e-14,1.2801141684162113e-16,6.9860898793712879e-25,0.88129999999999997,0.0,0.0,0.0,0.0095294924257204733,0.10871030247706247,9.999999978403074e-05,1.4184200799803997e-05,0.00011574458453865496,4.9051459219019353e-05,1.3262773973065091e-10,5.5109331314613525e-05,3.1014192857887012e-11,8.8600351496941873e-07,1.321059269258165e-12,1.3570513867307543e-14,3.3297442113196818e-05,3.0205389830524594e-05,3.3409909341273237e-06,5.3474153594742668e-05,1.7094378404985409e-14,2.2826482393794857e-10,1.2040827401533307e-13,9.0521770654141769e-10,3.4835091169655962e-06,5.3868971306094215e-09,4.4717770539358597e-09,2.5465462882207577e-10,8.3951709963550898e-10,1.4578102854126195e-09,7.9782161243344457e-09,1.6195369073750874e-06,1.4298556700480352e-09,9.810101364595273e-10,4.4732163864520915e-12,8.6869587590676871e-08
1.6377195690172567e-07,0.0018777386735428687,6.6733257464509129e-14,5.101998349055932e-10,3.1403485880622074e-13,3.9812137333146666e-09,2.3537530771712262e-06,1.100089434949902e-06,8.0013660181131451e-30,2.0878502117721186e-29,1.2431278257842848e-22,1.8418441895350058e-14,6.7904957589365533e-21,2.2253987674143969e-13,1.7256674455865072e-14,4.1370279028455197e-22,1.9912198614177375e-20,2.6123626450723982e-16,5.7215792224647215e-17,5.6062180414229888e-27,6.9071013747112908e-16,-2.7676784461944414e-24,3.7106424886446906e-15,-2.8553293251149522e-16,1.7437673943096676e-06,2.3517725308267092e-14,3.2396709887391413e-13,9.914249672988636e-09,1.1867974237191389e-37,-1.4979330471081988e-19,1.4325990299457371e-14,1.3814759157659677e-16,7.4743678035054028e-25,0.88129999999999997,0.0,0.0,0.0,0.009525027915829095,0.1087090382892385,9.9999999777113625e-05,1.4346479510613383e-05,0.00011651679031657991,4.9273724728971701e-05,1.3351118582532454e-10,5.5358835905901837e-05,3.1000154016324049e-11,8.9190541426434833e-07,1.3270402954493197e-12,1.3660910581225751e-14,3.4235102074102697e-05,3.106496761693183e-05,3.3813688865601195e-06,5.4611144746454842e-05,1.7580266266407162e-14,2.3478250983363615e-10,1.2380101326233149e-13,9.3146946578935787e-10,3.5256828865990204e-06,5.6080707700491647e-09,4.6563301369866307e-09,2.6648600447624057e-10,8.8118597997737476e-10,1.5508495560831037e-09,8.0146388003124724e-09,1.6508284455839167e-06,1.4574671164036194e-09,9.9995425587383968e-10,4.499078764340232e-12,9.0481911241563272e-08
1.6576630455630842e-07,0.0018777364954936898,6.8649141899620927e-14,5.2092889661187311e-10,3.162044704388989e-13,4.1048797812276728e-09,2.3840533975647156e-06,1.1404352569634719e-06,8.7751269486877141e-30,2.1642490395097592e-29,1.3241814888365889e-22,1.947026729063164e-14,7.2232030578343689e-21,2.2953373860967669e-13,1.8282995379840599e-14,4.4778983689532182e-22,2.1107647747523091e-20,2.760215309968515e-16,6.1841016148245411e-17,6.1307589614394731e-27,7.3209492722403371e-16,-2.7567850285449732e-24,3.8801720448351168e-15,-2.7507672650783152e-16,1.7788744539180346e-06,2.4006330894000695e-14,3.3519922283688305e-13,1.038530505045154e-08,1.3099984067808836e-37,-1.4979322715674235e-19,1.515403190421159e-14,1.4893712560277082e-16,7.9886747360349046e-25,0.88129999999999997,0.0,0.0,0.0,0.009520565761183656,0.10870777199366985,9.9999999770098268e-05,1.4508463116159194e-05,0.0001172753698603981,4.9488912655937137e-05,1.3437899748621711e-10,5.5600369824555165e-05,3.0986122601723397e-11,8.9770286746438065e-07,1.3328302518028157e-12,1.3749707541693674e-14,3.5182545867458781e-05,3.1934385327322455e-05,3.4217272263660767e-06,5.575509764126657e-05,1.8071703044748559e-14,2.4137522356120972e-10,1.2722919566157796e-13,9.5801099088430276e-10,3.5678378572599141e-06,5.8345767575451947e-09,4.8453607292385216e-09,2.7866543140878479e-10,9.2419165277502872e-10,1.6482538398396605e-09,8.0499045287330453e-09,1.682185437402358e-06,1.4851357448506154e-09,1.0189376095714442e-09,4.5243756161535724e-12,9.4185340868305937e-08
1.6776065221089116e-07,0.0018777343145954873,7.0609509851990195e-14,5.3172339320327792e-10,3.1814405270222105e-13,4.2301317028003483e-09,2.4139725465594685e-06,1.181530639897083e-06,9.6084139393689972e-30,2.3174501505122935e-29,1.4089795314653932e-22,2.0570715982943393e-14,7.6753299700840259e-21,2.3662361636056998e-13,1.9356656897300011e-14,4.8408348719346098e-22,2.2353068643631727e-20,2.9135071443776829e-16,6.6753853621673602e-17,6.6958109182400587e-27,7.753919285142725e-16,-2.736668432694127e-24,4.0548956250083119e-15,-2.6396337359523135e-16,1.8141331620400667e-06,2.4497225449477615e-14,3.466576514387577e-13,1.08710918069728e-08,1.4434890069728365e-37,-1.497931493871658e-19,1.6018388109194771e-14,1.6041198009828388e-16,8.5299354199738233e-25,0.88129999999999997,0.0,0.0,0.0,0.0095161059826559761,0.1087065036443438,9.9999999762985956e-05,1.4670152044034452e-05,0.00011802051295350827,4.9697161847086896e-05,1.3523139267722653e-10,5.5834089674613913e-05,3.0972098682032982e-11,9.0339733065819368e-07,1.3384328923694808e-12,1.3836927050961514e-14,3.6139569855333264e-05,3.2813482510943885e-05,3.4620659639124224e-06,5.6905873183822825e-05,1.8568597866215066e-14,2.4804174603191538e-10,1.306920841383997e-13,9.8483648667074978e-10,3.609974032132733e-06,6.0664310473870833e-09,5.0388826330875052e-09,2.9119597321990572e-10,9.6854891303274401e-10,1.750147203060934e-09,8.0840359476117911e-09,1.7136023858456828e-06,1.5128566996922831e-09,1.0379568660308556e-09,4.5491165769427544e-12,9.7980374475953572e-08
1.697549998654739e-07,0.0018777321309243684,7.2615440237733885e-14,5.4258210892646276e-10,3.2008319194881675e-13,4.3569434936651638e-09,2.4435077690761691e-06,1.2233699092631422e-06,1.0504527345835601e-29,2.3108757567822379e-29,1.4976133489864761e-22,2.1721317728468678e-14,8.1473242760876338e-21,2.4380819626364185e-13,2.0479149112111766e-14,5.2268510975828542e-22,2.364952685112333e-20,3.072300394963701e-16,7.1966222571177691e-17,7.3038051765566655e-27,8.2066056211277363e-16,-2.7019869328487446e-24,4.2348755259101364e-15,-2.5216175086005508e-16,1.8495386102381612e-06,2.4990336669836167e-14,3.5834323857491299e-13,1.1371798383596975e-08,1.5878977012683574e-37,-1.4979307117276651e-19,1.6920084046798365e-14,1.7260512075569305e-16,9.0990881148434728e-25,0.88129999999999997,0.0,0.0,0.0,0.0095116485994851275,0.10870523329510075,9.999999975577795e-05,1.4831546721659406e-05,0.00011875240964452321,4.9898610513697474e-05,1.3606858965973393e-10,5.6060151333328249e-05,3.0958082319889025e-11,9.0899026192339152e-07,1.3438519537773371e-12,1.3922591441742032e-14,3.7105971110506609e-05,3.3702098590484738e-05,3.5023851096516303e-06,5.8063334327658632e-05,1.9070859791457849e-14,2.5478085695777051e-10,1.341889441638872e-13,1.0119401682366592e-09,3.652091414535784e-06,6.3036477339937664e-09,5.23690807470245e-09,3.0408056024915095e-10,1.014272027444052e-09,1.8566543164409746e-09,8.1170555943442455e-09,1.745073920512704e-06,1.5406252372657687e-09,1.0570087705964375e-09,4.5733112745320674e-12,1.0186748202990939e-07
1.7174934752005666e-07,0.001877729944557053,7.4668019419111495e-14,5.5350296696090431e-10,3.2230647316056918e-13,4.4852890906609088e-09,2.4726567325056048e-06,1.2659471342179114e-06,1.1466979245157194e-29,2.6737840495675295e-29,1.5901736259377856e-22,2.2923623058635238e-14,8.6396338192907924e-21,2.5108615719207925e-13,2.1651982525732044e-14,5.6369855911188381e-22,2.4998082120576156e-20,3.2366535505403341e-16,7.7490220791247358e-17,7.9572726125841718e-27,8.6796097684875394e-16,-2.6600999407558762e-24,4.4201724367656401e-15,-2.3963981003863374e-16,1.8850859883197987e-06,2.5485596427813612e-14,3.7025680331592555e-13,1.1887609810519094e-08,1.7439066778306862e-37,-1.4979299230728714e-19,1.7860152823962082e-14,1.8555052772398427e-16,9.6970843536554768e-25,0.88129999999999997,0.0,0.0,0.0,0.0095071936293915013,0.10870396099958229,9.999999974847559e-05,1.499264757624856e-05,0.00011947125004095668,5.0093396101318794e-05,1.3689080676380156e-10,5.6278709805286805e-05,3.0944073573001727e-11,9.144831197968337e-07,1.349091151735381e-12,1.4006723053781856e-14,3.8081547615817001e-05,3.4600073034230648e-05,3.5426846741139908e-06,5.9227346073707459e-05,1.9578397909172592e-14,2.6159133616954309e-10,1.3771904447774433e-13,1.0393162670919754e-09,3.6941900079197702e-06,6.5462390934471857e-09,5.4394477388983953e-09,3.1732198986978814e-10,1.0613747317687779e-09,1.9679003883614119e-09,8.1489858844095657e-09,1.7765947966341698e-06,1.5684367251503792e-09,1.0760901449347779e-09,4.5969692753384695e-12,1.0584710592116027e-07
1.737436951746394e-07,0.0018777277555698394,7.676837991313778e-14,5.6448556525473572e-10,3.2414466728405959e-13,4.6151423982256663e-09,2.5014175097799735e-06,1.3092561413380415e-06,1.2499202773325837e-29,2.6158733183362468e-29,1.6867502802054834e-22,2.4179202906511175e-14,9.1526975974890872e-21,2.5845617229150079e-13,2.287668769130449e-14,6.0723016569621068e-22,2.6399788490177981e-20,3.4066213305659877e-16,8.3338117239589886e-17,8.6588454343464893e-27,9.1735403151858808e-16,-2.6039893313928761e-24,4.6108454106935006e-15,-2.2636456642065301e-16,1.9207705837781874e-06,2.598293518617672e-14,3.8239913070741538e-13,1.2418707697318199e-08,1.9121920371746438e-37,-1.4979291256898848e-19,1.8839635106248388e-14,1.9928320259116101e-16,1.0324888616600608e-24,0.88129999999999997,0.0,0.0,0.0,0.0095027410886587439,0.10870268681119587,9.9999999741080139e-05,1.5153455034785314e-05,0.00012017722415890399,5.0281655196281251e-05,1.3769826220010271e-10,5.6489919119284121e-05,3.0930072494412456e-11,9.1987736201989015e-07,1.354154178562137e-12,1.4089344214645758e-14,3.9066098407324609e-05,3.5507245483970361e-05,3.5829646679018733e-06,6.0397775466072112e-05,2.0091121413575254e-14,2.6847196460177356e-10,1.4128165760808383e-13,1.0669590357374404e-09,3.7362698158662458e-06,6.7942156212133136e-09,5.6465108007836796e-09,3.3092292704015514e-10,1.109870229983725e-09,2.0840111080517852e-09,8.1798490961275963e-09,1.8081598940576989e-06,1.5962866410078939e-09,1.0951978862427393e-09,4.6201000901124118e-12,1.0991966142392781e-07
1.7553860806376387e-07,0.00187772578330465,7.8700489629322069e-14,5.7442200592395775e-10,3.257370858332738e-13,4.733277895667923e-09,2.5269690315321604e-06,1.3488546351034272e-06,1.3490808015791248e-29,2.7165217519608496e-29,1.7771769262162193e-22,2.535608898754411e-14,9.6325608307571269e-21,2.6516679200200736e-13,2.4024553555956478e-14,6.4865150011598454e-22,2.770763505470629e-20,3.5644350149727988e-16,8.8888428060198886e-17,9.3336496007563023e-27,9.6364784456531159e-16,-2.5329159709386987e-24,4.7870951146331143e-15,-2.1374475310705303e-16,1.9530002238702364e-06,2.6432259739441102e-14,3.9352343918855315e-13,1.2909913055836938e-08,2.0747081002038792e-37,-1.4979283975847357e-19,1.9755733557991116e-14,2.1234548182784948e-16,1.0916205599315531e-24,0.88129999999999997,0.0,0.0,0.0,0.0094987358914772578,0.10870153846716858,9.9999999734345739e-05,1.5297931246538649e-05,0.00012080175704105156,5.044562034958003e-05,1.3841253097974872e-10,5.6673850401521586e-05,3.0917478120383116e-11,9.2464906687246237e-07,1.3585633071116327e-12,1.4162430253039523e-14,3.9959702007273047e-05,3.6331432695330393e-05,3.6191999382005948e-06,6.145654076078934e-05,2.0556931166998569e-14,2.7472350193383824e-10,1.4451521011900666e-13,1.0920608006155869e-09,3.7741255845335067e-06,7.0220060866119199e-09,5.8367414549008043e-09,3.4347324585569987e-10,1.1547175013024109e-09,2.1927742522498405e-09,8.206731924282887e-09,1.8366021586769258e-06,1.6213807716309772e-09,1.1124148931879997e-09,4.6404749218371375e-12,1.1366473965829526e-07
1.7733352095288835e-07,0.0018777238090350455,8.0673034227715828e-14,5.8440627260554033e-10,3.2753123582056393e-13,4.8525944876489563e-09,2.5522040106874056e-06,1.3890358754968886e-06,1.4544638418215137e-29,2.8642735140391877e-29,1.8709933594420801e-22,2.6578589207574002e-14,1.0129904883242683e-20,2.7194992509647516e-13,2.52168344624684e-14,6.9228162445155659e-22,2.9060143821243349e-20,3.7268723621360753e-16,9.47203314818824e-17,1.0051699802922851e-26,1.0117318764368885e-15,-2.4494902287404631e-24,4.9677867151113012e-15,-2.0046191455293325e-16,1.9853339722954106e-06,2.6883163984128377e-14,4.0483417899948944e-13,1.3413772331967782e-08,2.2482740649909873e-37,-1.4979276570009124e-19,2.0705374005338838e-14,2.2610160339666158e-16,1.1533179122016913e-24,0.88129999999999997,0.0,0.0,0.0,0.009494732684222797,0.10870038867147996,9.9999999727537993e-05,1.5442170464029223e-05,0.00012141615998911196,5.0604507058439736e-05,1.3911517784260974e-10,5.685206342521185e-05,3.0904890029819089e-11,9.2934313122272934e-07,1.3628353598102379e-12,1.4234327107083204e-14,4.0860268277775963e-05,3.716282428249232e-05,3.6554193727129749e-06,6.2520304245778708e-05,2.1026801786821881e-14,2.8102998949267055e-10,1.4777398845274805e-13,1.1173697832616673e-09,3.8119661427947675e-06,7.2541708586247854e-09,6.0306469314575326e-09,3.56318575383248e-10,1.2007120755775579e-09,2.3056720901724514e-09,8.2327843535138632e-09,1.8650726357820065e-06,1.6464993108763717e-09,1.1296486480898449e-09,4.6604372903204718e-12,1.1748567285745672e-07
1.7912843384201282e-07,0.0018777218328166027,8.2686863022470686e-14,5.9443761998906189e-10,3.2921230331030636e-13,4.9730731938641722e-09,2.5771218218963558e-06,1.4297949156153973e-06,1.5663425713736779e-29,2.9498621735614623e-29,1.9682633217055745e-22,2.7847889581071952e-14,1.0645040059053434e-20,2.7880459853115509e-13,2.6454686352381083e-14,7.3820312452139909e-22,3.0458071795514238e-20,3.8939653961252627e-16,1.0084309048571842e-16,1.0815132017514633e-26,1.0616518909048162e-15,-2.354683039235232e-24,5.152959898303094e-15,-1.8649004601167047e-16,2.0177685938535245e-06,2.7335601347728732e-14,4.1633185385713962e-13,1.3930410786322234e-08,2.4334413324172209e-37,-1.4979269015894815e-19,2.1689329022920626e-14,2.4057923457119153e-16,1.217653785700003e-24,0.88129999999999997,0.0,0.0,0.0,0.0094907314761462115,0.10869923746242441,9.9999999720657822e-05,1.558617299794712e-05,0.00012202057068944577,5.0758412723696681e-05,1.3980636089344101e-10,5.702466801351528e-05,3.0892308252871101e-11,9.3396061128109384e-07,1.3669729692959457e-12,1.4305050954273008e-14,4.1767653503801036e-05,3.8001304241074653e-05,3.6916229792950779e-06,6.3588973215376385e-05,2.1500667593354007e-14,2.8739054499088041e-10,1.5105747232762024e-13,1.1428818563060009e-09,3.8497914935275198e-06,7.4907140519629341e-09,6.2282309194279038e-09,3.6946058620973133e-10,1.2478624729776923e-09,2.4227970117327445e-09,8.2580222759765565e-09,1.8935678470020093e-06,1.6716391868850007e-09,1.146897043326011e-09,4.6799940131839883e-12,1.2138270937417516e-07
1.809233467311373e-07,0.0018777198547047706,8.4742822877219054e-14,6.0451519712576483e-10,3.3071066962062874e-13,5.0946950797580962e-09,2.6017220653841522e-06,1.4711266853997372e-06,1.6849923322511332e-29,3.0973327474264879e-29,2.0690499220509876e-22,2.9165188494476246e-14,1.1178273842399101e-20,2.8572983926012689e-13,2.7739277371932317e-14,7.8650016405977322e-22,3.1902172628812632e-20,4.0657436641992125e-16,1.0726605670849216e-16,1.1626152742067935e-26,1.1134540683211924e-15,-2.2472797571271634e-24,5.3426532804192697e-15,-1.7180251785703422e-16,2.0503009155579217e-06,2.7789524128859982e-14,4.2801694684683995e-13,1.4459951427012327e-08,2.630750073554605e-37,-1.4979261291226119e-19,2.2708375024447132e-14,2.5580672993516614e-16,1.2847018184859157e-24,0.88129999999999997,0.0,0.0,0.0,0.0094867322757777196,0.10869808487805109,9.9999999713706203e-05,1.5729939158770275e-05,0.0001226151263779406,5.0907433951149516e-05,1.4048623771731233e-10,5.7191773088262937e-05,3.0879732817345753e-11,9.3850255978674163e-07,1.3709787466001305e-12,1.4374617918937412e-14,4.2681715021395072e-05,3.8846757005741065e-05,3.7278107658365163e-06,6.4662456284958573e-05,2.197846315834314e-14,2.9380428936319613e-10,1.5436514525372522e-13,1.168592917575474e-09,3.8876016396917959e-06,7.7316387175596862e-09,6.4294962051062523e-09,3.8290086419377944e-10,1.2961768657451414e-09,2.5442415742949795e-09,8.2824614556317583e-09,1.9220843925842998e-06,1.6967973973832548e-09,1.164158019016155e-09,4.6991518650379946e-12,1.2535608103911924e-07
1.8271825962026176e-07,0.001877717874754663,8.6841778958666037e-14,6.146380210517516e-10,3.3240454208735982e-13,5.2174412658711224e-09,2.6260045606266061e-06,1.5130259969574448e-06,1.8107132877359226e-29,3.1367577889880701e-29,2.1734156207638181e-22,3.0531696545563158e-14,1.1729908386457687e-20,2.9272467486110238e-13,2.9071787722315322e-14,8.3725847723701308e-22,3.3393196759989923e-20,4.2422342441789672e-16,1.1399866660772892e-16,1.2487039865751945e-26,1.1671849978933202e-15,-2.1201270484884315e-24,5.5369044365981853e-15,-1.5637207367369779e-16,2.0829278262814465e-06,2.8244887829961283e-14,4.3988992118046037e-13,1.5002515011910835e-08,2.8407857122038149e-37,-1.4979253367405263e-19,2.3763292091064663e-14,2.7181313345658008e-16,1.3545363983217204e-24,0.88129999999999997,0.0,0.0,0.0,0.009482735090957364,0.1086969309561519,9.9999999706684069e-05,1.5873469256756362e-05,0.00012319996378753117,5.1051666521782472e-05,1.411549653213891e-10,5.7353486636351832e-05,3.0867163748807301e-11,9.4297002561848664e-07,1.3748552803420368e-12,1.444304406627661e-14,4.3602311264465883e-05,3.9699067493888442e-05,3.7639827402586004e-06,6.5740663386599049e-05,2.2460123328785023e-14,3.0027034710567487e-10,1.5769649470285809e-13,1.1944988916464488e-09,3.9253965843296195e-06,7.9769468592386327e-09,6.6344446861832717e-09,3.9664091091672509e-10,1.3456630789302253e-09,2.6700984806029526e-09,8.306117523266097e-09,1.9506189508325876e-06,1.7219710092023354e-09,1.1814295626920688e-09,4.7179175819143227e-12,1.2940600336959139e-07
1.8451317250938623e-07,0.001877715893021398,8.8984603561912553e-14,6.2480509310591563e-10,3.3416664768002981e-13,5.341292944594988e-09,2.6499693355085233e-06,1.5554875546508992e-06,1.9438092760236489e-29,3.4487248208247947e-29,2.2814221983478753e-22,3.1948636241233404e-14,1.2300247479051443e-20,2.9978813452987302e-13,3.0453409374290484e-14,8.9056535009726068e-22,3.493189161238699e-20,4.4234617600718923e-16,1.2105043427488735e-16,1.3400143557172636e-26,1.2228916630633983e-15,-1.9799150518468361e-24,5.7357498932269659e-15,-1.4017083118199712e-16,2.1156462760661502e-06,2.8701648896312672e-14,4.5195121992198054e-13,1.5558220054157947e-08,3.0641773779496646e-37,-1.4979245216534439e-19,2.4854863646554725e-14,2.8862818246687184e-16,1.4272326604132094e-24,0.88129999999999997,0.0,0.0,0.0,0.0094787399288929226,0.10869577573423768,9.9999999699592411e-05,1.6016763601928393e-05,0.00012377521904945063,5.1191205335146128e-05,1.4181270001573712e-10,5.7509915647001574e-05,3.0854601070767184e-11,9.4736405299933462e-07,1.3786051352254726e-12,1.4510345390181102e-14,4.4529301852945695e-05,4.0558121188060394e-05,3.8001389105110295e-06,6.6823505760218828e-05,2.2945583274975984e-14,3.0678784690604819e-10,1.6105101242854347e-13,1.2205957326420193e-09,3.9631763305641908e-06,8.2266394653582292e-09,6.8430773983892828e-09,4.106821445902714e-10,1.3963285920658433e-09,2.8004605375051046e-09,8.3290059672929774e-09,1.9791682770213292e-06,1.7471571571845795e-09,1.1987097085495682e-09,4.736297841149177e-12,1.3353267596667841e-07
1.863080853985107e-07,0.0018777139095596284,9.1172192091575847e-14,6.350166597053516e-10,3.3559228601710835e-13,5.4662313904840084e-09,2.6736166172564699e-06,1.5985059615727774e-06,2.0845639888094809e-29,3.2335991818003368e-29,2.3931307354477767e-22,3.34172417865533e-14,1.2889580116105004e-20,3.069192497216213e-13,3.1885345877531833e-14,9.4650961534440886e-22,3.6519001745147494e-20,4.6094483980469655e-16,1.2843094652135452e-16,1.4367886994930851e-26,1.28062143170812e-15,-1.8106623813769305e-24,5.9392251163205399e-15,-1.2317027461518193e-16,2.1484532756214565e-06,2.9159760814972963e-14,4.642012666982512e-13,1.6127182828171196e-08,3.3015015292123186e-37,-1.4979236800587166e-19,2.5983876243312089e-14,3.0628230980554297e-16,1.5028664448942874e-24,0.88129999999999997,0.0,0.0,0.0,0.0094747467961942659,0.10869461924952621,9.999999969243215e-05,1.615982250406571e-05,0.00012434102763459124,5.1326144376507185e-05,1.4245959734685525e-10,5.7661166074795919e-05,3.0842044804792069e-11,9.5168568105216682e-07,1.3822308511524291e-12,1.4576537806425358e-14,4.546254764474032e-05,4.1423804185738088e-05,3.8362792845698362e-06,6.7910895946861371e-05,2.3434778518818124e-14,3.1335592202741659e-10,1.6442819465464729e-13,1.2468794259491719e-09,4.0009408815992483e-06,8.4807165302104812e-09,7.0553945335302965e-09,4.2502590073852145e-10,1.4481805406657116e-09,2.9354206290539534e-09,8.3511421283076562e-09,2.0077292026239246e-06,1.7723530435424335e-09,1.2159965370075333e-09,4.7542992603968832e-12,1.3773628278629513e-07
