Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509)
6.009103402422902e-12,0.0018779053213334206,1.5885754424443751e-23,5.8390566675777422e-19,5.3478437357398273e-16,1.4497533813082896e-23,8.7333041742105161e-15,5.3116838842105371e-23,-1.2477695883380987e-32,9.6069294914267794e-18,-2.2281798778408003e-37,-9.6069220187461448e-18,1.5301222746453398e-24,2.2888062522563551e-19,-8.9243794400149246e-27,-1.2481802284545122e-32,-3.1091100317938269e-38,-1.4411806214380325e-30,-3.9373709017973471e-39,-1.1809009861850048e-43,-1.9021510416171988e-31,-1.5301316605318244e-24,9.1866963455710687e-27,-6.0007988558793325e-24,2.7479641403148053e-17,1.460256356949975e-28,5.9928589853626915e-32,7.1376067304014817e-27,-4.6043161498885068e-45,-9.836413154554276e-35,2.0301375036734783e-30,4.6107047544317885e-39,-3.5884808855914308e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899874075500244,0.10880299987506888,9.9999999999999802e-05,5.6547660921048742e-10,5.853315383497942e-09,5.789796970050197e-09,6.712009049122947e-15,9.4216486126453038e-11,3.2138121748509441e-11,3.0699132569380667e-11,2.2584073322177704e-18,4.7019940524244538e-19,9.0898684544406527e-19,3.7302410105655544e-15,1.1107465873781694e-10,8.967014428724181e-14,4.60144438128468e-22,1.4174713482733622e-22,2.5180029056499091e-25,1.151913465089419e-24,1.1562594472866277e-10,4.9384923081978062e-28,7.1466242735052851e-31,7.4753403311163394e-33,3.1108547174799957e-36,4.6754241114395334e-37,6.2362832693810974e-15,2.7448421455838529e-17,2.1679248459398376e-20,9.5406737145808291e-21,2.9440683733097868e-16,3.4472553378013505e-26
6.0202216062066165e-12,0.0018779053213326255,1.9694331383293884e-23,7.3703926708462073e-19,1.1077099109563241e-15,1.8298554221846931e-23,8.7273143170443183e-15,5.340410538119328e-23,-1.2913111317387391e-32,2.1239428621871043e-18,-3.0934362283120408e-37,-2.1239328906780861e-18,1.5205474926786443e-24,5.4714579780982186e-19,-2.1931536806603826e-26,-1.2915870525810065e-32,-3.1814158913100457e-38,-1.3900194597222003e-30,-4.0194408855221085e-39,-1.5044575266597012e-43,-3.0181413827415911e-31,-1.5206310288876315e-24,9.2246946381412119e-27,-8.4973782376022698e-24,2.7631874087488106e-17,1.4710680092105971e-28,6.7379385298041415e-32,7.1589377011297137e-27,-4.9657902002637985e-45,-1.3974848400234017e-34,2.0425807282041301e-30,4.682186285585932e-39,-3.3027655194499432e-50,0.88129999999999997,0.0,0.0,0.0,0.009889987384251793,0.10880299987464467,9.9999999999999503e-05,5.6652286643566125e-10,5.8641238718788141e-09,5.8003382922809426e-09,6.7244036157640231e-15,9.4561890720529541e-11,3.2138253257446787e-11,3.0777927557182548e-11,2.2666870323954781e-18,4.7140627082640725e-19,9.1417281547031149e-19,3.7440435942724984e-15,1.1130859018984567e-10,9.0001918812818488e-14,4.6132947275084102e-22,1.4253388152561225e-22,2.5279251991746716e-25,1.1587093414960449e-24,1.158694615359339e-10,4.9772441747683637e-28,7.2165720415081128e-31,7.5485177579397165e-33,3.1473365892130761e-36,4.7264157889877449e-37,6.2592067909253244e-15,2.7600468553816379e-17,2.1803769495413243e-20,9.6017388198691984e-21,2.9536312886651265e-16,3.4732559674626738e-26
6.025780708098474e-12,0.0018779053213322267,2.2481856374244905e-23,8.49189929357885e-19,1.2347171542797118e-15,2.1082129607278571e-23,8.7343241555959366e-15,5.35477769644023e-23,-1.2870336873397111e-32,-1.1250108019595657e-20,-3.2781765150929203e-37,1.1225977913173572e-20,-3.3124588975537616e-23,6.179845393273705e-19,-2.4825460275981267e-26,-1.2872961709983335e-32,-3.2178296245727073e-38,-1.3504154245283708e-30,-4.0595261613141168e-39,-1.5717025850263181e-43,-3.2585635973586289e-31,3.3124660740281522e-23,9.243723483067429e-27,-9.0382815313067851e-24,2.7708200014142013e-17,1.4764962588210474e-28,2.8030115184327716e-32,7.0974529088153399e-27,-5.1607921696813614e-45,9.2669931471759489e-35,2.0488208523167741e-30,4.7081844072386727e-39,-3.0815002886643339e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899873726028334,0.10880299987443233,9.9999999999999395e-05,5.6704599504448553e-10,5.8695279568913474e-09,5.8056087212457554e-09,6.7306007140290992e-15,9.4734825123917012e-11,3.2138318266443603e-11,3.0817333402053413e-11,2.270832446455376e-18,4.7200983152998127e-19,9.1677335357128733e-19,3.7509544372633184e-15,1.1142555627270873e-10,9.0168035601724219e-14,4.6192211198185991e-22,1.4292834245596804e-22,2.5328936530282693e-25,1.1621173059016731e-24,1.1599122031105628e-10,4.99670564791406e-28,7.2517512488246737e-31,7.5853213291425174e-33,3.1657111217440652e-36,4.7520841341444966e-37,6.2706840821517944e-15,2.7676701409075604e-17,2.1866208023725966e-20,9.632371575262139e-21,2.9572317151089531e-16,3.4863118547870614e-26
6.036898911882188e-12,0.0018779053213314283,2.8764074000025731e-23,1.1019803224615919e-18,1.3485432134284785e-15,2.73556163408011e-23,8.7573372025339649e-15,5.3835643833477004e-23,-1.2851884352624359e-32,8.9068229147245215e-20,-3.4358549099376361e-37,-8.9160679829408245e-20,-1.0192245253842725e-22,6.8040887361026884e-19,-2.7373394513281808e-26,-1.2854705412843112e-32,-3.2882422215984078e-38,-1.2599609461457732e-30,-4.1358009208399126e-39,-1.6276674931716388e-43,-3.4679690646949921e-31,1.0192380045189134e-22,9.281840821427943e-27,-9.5153133651943837e-24,2.7861271666764464e-17,1.4873977425858692e-28,-2.6435054426613875e-31,6.6156867641700358e-27,-5.5556205863479279e-45,1.813853044541718e-33,2.0613391412508448e-30,4.7519478600313762e-39,-2.5730599734649355e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899873493050374,0.10880299987400713,9.9999999999999368e-05,5.6809225225460819e-10,5.8803359748798375e-09,5.8161491149182331e-09,6.7429947253866139e-15,9.5081158099262351e-11,3.2138446810379605e-11,3.0896161709793375e-11,2.2791344014594363e-18,4.7321720747411518e-19,9.2198956252080792e-19,3.7647952244530717e-15,1.1165948914404425e-10,9.0500728219448495e-14,4.631076618857617e-22,1.4371944279621302e-22,2.5428451745032374e-25,1.1689533198753026e-24,1.1623473859585523e-10,5.0358002405587912e-28,7.3225223701054226e-31,7.6593603437557185e-33,3.2027291845508442e-36,4.8037679639093214e-37,6.2936697233416933e-15,2.7829586361542764e-17,2.1991441658049109e-20,9.693837873236551e-21,2.9633722895383047e-16,3.5125351385648189e-26
6.048017115665902e-12,0.001877905321330629,3.4959646737646989e-23,1.3512763993762506e-18,1.1664257565238585e-15,3.3537821992822554e-23,8.7985511816366796e-15,5.4124638768087413e-23,-1.3309614600803949e-32,-3.1314722835133388e-18,-3.1825617862494869e-37,3.130939884351438e-18,-5.4115422169752599e-22,5.8238362183680815e-19,-2.3363293412167422e-26,-1.3313561834334468e-32,-3.354020302530067e-38,-1.1706561039851436e-30,-4.2066470336166794e-39,-1.5947555893955403e-43,-3.1478493716050621e-31,5.4116235727278248e-22,9.320037549142954e-27,-8.8117393165829105e-24,2.8014903892702759e-17,1.4983593875110936e-28,-1.7914252301029464e-30,4.0489201026463706e-27,-5.9598029660154471e-45,1.0794390276456298e-32,2.073909069366372e-30,4.7795412056523652e-39,-2.0669145416515562e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899873260075207,0.10880299987358126,9.9999999999999449e-05,5.6913850945469684e-10,5.8911436966420321e-09,5.8266888896399044e-09,6.7553884037458119e-15,9.5428109907155873e-11,3.2138573413981216e-11,3.0975012062584959e-11,2.2874511908977566e-18,4.7442492108137829e-19,9.272259838024236e-19,3.7786614788863314e-15,1.1189342294418161e-10,9.0834032878223671e-14,4.6429355954029108e-22,1.4451345219887598e-22,2.5528161804444538e-25,1.1758161577526445e-24,1.164782578475569e-10,5.0751244415663307e-28,7.3938464499696051e-31,7.7339779968061343e-33,3.2401082354301874e-36,4.8559173943581918e-37,6.3166967732833236e-15,2.7983031142919112e-17,2.2117151472469029e-20,9.7555723963629658e-21,2.9673668869501755e-16,3.5389075806735221e-26
6.059135319449616e-12,0.0018779053213298263,3.9043650100264916e-23,1.5154888113500944e-18,4.7926626039175945e-16,3.7511651029841457e-23,8.8717324671608784e-15,5.4415619787265975e-23,-2.5222151985533222e-32,-9.1460978431535538e-18,-2.5779838215029403e-37,9.1353420880783636e-18,-1.0762482389602991e-20,2.0935997937405039e-19,-8.1271265029890529e-27,-2.5228837822505675e-32,-3.4136421662627657e-38,-1.1142215075588431e-30,-4.2731104575959035e-39,-1.3855791770439343e-43,-2.3711622948752167e-31,1.0762613342037091e-20,9.3583133400069896e-27,-7.0660535972818922e-24,2.8169097700927827e-17,1.509381411379996e-28,-2.9534354644921814e-29,-4.2864026956795361e-26,-6.5667313187172824e-45,1.7392116575947781e-31,2.086531831398575e-30,4.7929567117213908e-39,-1.7447937488408625e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899873027104724,0.10880299987315475,9.9999999999999829e-05,5.7018476664475116e-10,5.9019509265448237e-09,5.8372280454811176e-09,6.7677815247837529e-15,9.5775680476952824e-11,3.213869810678447e-11,3.1053884320211766e-11,2.2957828130768666e-18,4.7563297020464741e-19,9.3248265984037993e-19,3.7925531985535169e-15,1.1212735765897369e-10,9.1167949554957918e-14,4.6547978892279915e-22,1.4531037597111257e-22,2.5628066701840842e-25,1.1827058719559122e-24,1.1672177805143455e-10,5.1146791489672808e-28,7.4657267236865298e-31,7.8091776752370318e-33,3.27785108397574e-36,4.9085357443210249e-37,6.3397652285000829e-15,2.8137036760673172e-17,2.2243338358692915e-20,9.8175757553227511e-21,2.9676841976823521e-16,3.5654297575899856e-26
6.07025352323333e-12,0.0018779053213290218,3.5618230233411377e-23,1.3771734647353486e-18,-1.8367295368288713e-15,3.1995637332135409e-23,9.0463422364857294e-15,5.4710856192241146e-23,-3.9003968187532731e-32,-3.1692130392943279e-17,2.4377566148676108e-38,3.1472101286035857e-17,-2.2002158001677181e-19,-1.0473048049172657e-18,4.2937193737495094e-26,-3.9018935864825276e-32,-3.4645524161777725e-38,-1.1748369639133978e-30,-4.3397039842619266e-39,2.7857561891156746e-44,1.2757817938639001e-31,2.2002420931502453e-19,9.3966666021089317e-27,1.589940170820348e-24,2.8323854100312802e-17,1.5204640289979442e-28,-5.9529548148394581e-28,-9.9993959078678788e-25,-7.5312749126870625e-45,3.50083809957712e-30,2.0992116308547187e-30,4.7139909941548096e-39,-2.0484582752080106e-50,0.88129999999999997,0.0,0.0,0.0,0.009889987279414935,0.10880299987272747,0.00010000000000000108,5.7123102382477169e-10,5.9127566247682475e-09,5.8477665825116984e-09,6.7801729250934597e-15,9.6123869738017771e-11,3.2138820917805586e-11,3.1132778316214812e-11,2.304129266303518e-18,4.7684135229724091e-19,9.3775963307590054e-19,3.8064703781773129e-15,1.1236129327452251e-10,9.1502478190452262e-14,4.666662990209217e-22,1.4611021941911296e-22,2.5728166430553216e-25,1.1896225149050333e-24,1.169652991930207e-10,5.1544652628105715e-28,7.5381664411010925e-31,7.8849627812634553e-33,3.3159605587388343e-36,4.9616263505776855e-37,6.3628750855157816e-15,2.8291604222175783e-17,2.237000320834149e-20,9.8798485607979495e-21,2.9561866787275862e-16,3.5921022454665192e-26
6.078360548888888e-12,0.0018779053213284322,2.7602587675290495e-23,1.0538638438440908e-18,-2.9192649459948924e-15,2.0755178198848071e-23,9.13817293185338e-15,5.4929186417975251e-23,-3.0316651619141873e-32,-9.2913251063323619e-18,2.0951197512902109e-37,8.9679714580594115e-18,-3.2333135913222249e-19,-1.6527914017069826e-18,6.721526491897197e-26,-3.0335830447731097e-32,-3.498884893620112e-38,-1.3063473862156945e-30,-4.3927435641992663e-39,1.905233802466442e-43,3.6801469784063137e-31,3.2333784903428426e-19,9.4246836547636399e-27,7.7768970329258081e-24,2.8437052660162806e-17,1.528583447896705e-28,-1.4687138122592573e-27,-2.4774860088226812e-24,-8.2289425883289498e-45,8.643048144316868e-30,2.1084950354295827e-30,4.6909210294237259e-39,1.1238835497346544e-50,0.88129999999999997,0.0,0.0,0.0,0.00988998726242807,0.10880299987241554,0.0001000000000000017,5.7199391987303728e-10,5.9206362988373459e-09,5.8554505443169655e-09,6.7892088344720682e-15,9.6378147798686532e-11,3.2138909299618203e-11,3.1190318821641553e-11,2.3102245721086335e-18,4.7772267305911387e-19,9.4162025033263063e-19,3.8166343739800658e-15,1.1253187192998142e-10,9.1746791166918011e-14,4.6753175551355763e-22,1.4669528281252505e-22,2.5801278656993969e-25,1.1946829120896993e-24,1.1714286731926135e-10,5.1836224451906502e-28,7.5913418770720341e-31,7.9405940434568985e-33,3.3439816933756602e-36,5.0006381520886546e-37,6.3797521257202174e-15,2.840466454262757e-17,2.2462664914101486e-20,9.9254260866524343e-21,2.9519604322410215e-16,3.6116460736053544e-26
6.08565687197889e-12,0.0018779053213279048,1.8465844321334264e-23,6.8552409957455552e-19,-3.1018420960717704e-15,8.0937308958488901e-24,9.1703437582246385e-15,5.5127019628396034e-23,-2.8442097282810772e-32,2.9062488450828933e-18,2.3996461656153922e-37,-3.2491845265307387e-18,-3.4290220830600498e-19,-1.7597481991169966e-18,7.1069922724457225e-26,-2.846197705956983e-32,-3.5318727120946294e-38,-1.455506630992109e-30,-4.4456780256863377e-39,-6.4433462808287051e-43,4.0939118925218579e-31,3.429129197518099e-19,9.4499364448166038e-27,9.6099713029338664e-24,2.8539187910944913e-17,1.5359186466005245e-28,-2.4245124944231321e-27,-4.0944001647349584e-24,-8.6330127009882614e-45,1.427255787141049e-29,2.1168764631555804e-30,4.739910707724354e-39,7.7506080204813957e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899872471391419,0.10880299987213458,0.00010000000000000181,5.7268052631191496e-10,5.927728743802627e-09,5.8623658286926685e-09,6.7973420122547259e-15,9.6607279248290775e-11,3.2138988010184308e-11,3.1242115073992643e-11,2.3157170880400545e-18,4.7851601180969369e-19,9.4510406639708392e-19,3.8257935454164361e-15,1.1268539311865275e-10,9.1966951050551657e-14,4.6831086153311005e-22,1.4722317132229116e-22,2.5867168223906377e-25,1.1992495525919876e-24,1.1730267904799501e-10,5.2099698192559031e-28,7.6394566765663336e-31,7.9909310200011987e-33,3.3693696403195305e-36,5.0359661250444148e-37,6.3949602799996782e-15,2.850667503699632e-17,2.2546278432464453e-20,9.9665688310788654e-21,2.9540136698576157e-16,3.6293043094377053e-26
6.0929531950688925e-12,0.001877905321327378,9.4349325421194504e-24,3.21503659661415e-19,-2.8260710922253687e-15,-4.4981089002063708e-24,9.1729692740192185e-15,5.5325291347175972e-23,-2.9398439508868537e-32,7.3244071242876862e-18,1.9550794758303141e-37,-7.6502395183118863e-18,-3.2578973409594345e-19,-1.6114607681873241e-18,6.4485438923270094e-26,-2.9418025833681839e-32,-3.5695482473447772e-38,-1.6033375083283274e-30,-4.5040133998537085e-39,-8.8639195866244556e-43,3.5426424038468271e-31,3.2580471079273693e-19,9.4752242864462895e-27,9.3033398075720725e-24,2.8641566509520401e-17,1.5432801765822485e-28,-3.3905264003384587e-27,-5.7285999103885073e-24,-9.1772297367279349e-45,1.9963795950496263e-29,2.1252803909373576e-30,4.8218312125207614e-39,1.6907225327244568e-49,0.88129999999999997,0.0,0.0,0.0,0.0098899872318497766,0.10880299987185338,0.00010000000000000166,5.7336713274647134e-10,5.9348216155190656e-09,5.8692808466434422e-09,6.8054756974997214e-15,9.683667707192391e-11,3.2139065939830755e-11,3.1293920587674606e-11,2.3212159893951775e-18,4.7930949241410439e-19,9.4859666838451811e-19,3.8349636847357304e-15,1.1283891468111957e-10,9.2187374517269691e-14,4.6909010805181411e-22,1.4775232280707159e-22,2.5933141690721091e-25,1.2038278454186293e-24,1.1746249116585907e-10,5.2364178014308612e-28,7.6878158514531017e-31,8.0415237237247065e-33,3.3949184889357281e-36,5.0715010330241143e-37,6.4101862609033956e-15,2.8608928555696693e-17,2.2630098729297813e-20,1.000782825816455e-20,2.9594797901673944e-16,3.6470278915096308e-26
6.1002495181588945e-12,0.00187790532132685,1.221510524083617e-24,-9.6138215180174857e-21,-2.4302310798609466e-15,-1.6204672973138421e-23,9.1677166542303041e-15,5.5523694117600012e-23,-2.3050692286099198e-32,6.5888794847734535e-18,1.5591439239215007e-37,-6.9002931173182819e-18,-3.1136186533577677e-19,-1.3945754625958203e-18,5.5107242410906719e-26,-2.3069619075672994e-32,-3.612630488219198e-38,-1.7384362889990666e-30,-4.567577922694104e-39,-1.083021438078399e-42,3.0524644552893127e-31,3.1138102579649946e-19,9.5005466785381552e-27,9.1148701548316979e-24,2.8744188723387331e-17,1.5506680974000775e-28,-4.3379114789879855e-27,-7.3312898463625123e-24,-9.649389478316874e-45,2.5546719726913515e-29,2.1337068689655758e-30,4.9002441995963343e-39,2.8729882184674114e-49,0.88129999999999997,0.0,0.0,0.0,0.0098899872165602934,0.10880299987157187,0.00010000000000000144,5.7405373917670611e-10,5.9419145951901437e-09,5.8761955981881224e-09,6.8136095189244631e-15,9.706634125085946e-11,3.2139143095820248e-11,3.134573533665155e-11,2.3267212757250967e-18,4.8010311447447129e-19,9.5209806757251545e-19,3.8441447926398569e-15,1.1299243661390325e-10,9.2408061574597722e-14,4.6986947467143258e-22,1.4828273867437812e-22,2.5999199055678439e-25,1.2084178044709368e-24,1.1762230366923233e-10,5.2629666321716487e-28,7.7364202762845965e-31,8.0923730701946002e-33,3.4206290058956153e-36,5.1072437801749135e-37,6.4254300675097522e-15,2.8711425365828382e-17,2.2714126041010605e-20,1.0049204529879594e-20,2.9658628241748932e-16,3.6648169749482462e-26
6.107545841248897e-12,0.0018779053213263213,-6.1261167215140557e-24,-3.0586986303532346e-19,-2.1437820616964824e-15,-2.7142607849965474e-23,9.1693160507402706e-15,5.5722204383774358e-23,-1.4615337127162324e-32,3.3723335285184018e-18,1.3929547756257036e-37,-3.6988499379577339e-18,-3.2645459543307728e-19,-1.2362083314482828e-18,4.8107453605787647e-26,-1.4633660874618493e-32,-3.6608620049687575e-38,-1.8598731448720743e-30,-4.6359774485190265e-39,-1.1259629903294395e-42,2.8565459740387261e-31,3.264780560882773e-19,9.5259032796362449e-27,9.6070648532966823e-24,2.8847054834227367e-17,1.5580824711126109e-28,-5.3115538472077621e-27,-8.978403328948189e-24,-1.0004206433195346e-44,3.1286154387137505e-29,2.1421560376906168e-30,4.9663819523988528e-39,4.4666332521456702e-49,0.88129999999999997,0.0,0.0,0.0,0.0098899872012709125,0.10880299987129012,0.00010000000000000128,5.7474034560261959e-10,5.9490074656940125e-09,5.8831100833464339e-09,6.8217432206876987e-15,9.7296271765378242e-11,3.2139219485734298e-11,3.1397559287857091e-11,2.3322329465571118e-18,4.8089687748494408e-19,9.5560827583918475e-19,3.8533368691778202e-15,1.1314595891337235e-10,9.2629012222836324e-14,4.7064896034312621e-22,1.488144204064486e-22,2.6065340316926809e-25,1.2130194443877059e-24,1.1778211655433461e-10,5.2896165649787497e-28,7.7852708740917234e-31,8.1434800257321003e-33,3.4465020012741002e-36,5.1431953209804274e-37,6.4406916988482771e-15,2.8814165748653548e-17,2.279836061654703e-20,1.0090697816790224e-20,2.9714629663456474e-16,3.6826717229444663e-26
6.114842164338899e-12,0.0018779053213257913,-1.2917548576666974e-23,-5.7972064865278941e-19,-2.068651583150467e-15,-3.7904137973905946e-23,9.1843244332050023e-15,5.5920954301065963e-23,-8.9247254283949285e-33,-9.4328269405502573e-19,1.4471204959716499e-37,5.5729927682089608e-19,-3.8590983008773056e-19,-1.1929416203421557e-18,4.5757596448991146e-26,-8.9426581664864466e-33,-3.7136429063471642e-38,-1.9724366004391201e-30,-4.7089212151562213e-39,-1.1568328218175796e-42,2.9433706863106739e-31,3.8593804645657356e-19,9.5512939377509958e-27,1.082816982683502e-23,2.8950165063636838e-17,1.5655233462210569e-28,-6.3883336628261347e-27,-1.0799997949881069e-23,-1.0214645532221077e-44,3.7635920311627595e-29,2.150628280457429e-30,5.0218986319614528e-39,6.748424227776149e-49,0.88129999999999997,0.0,0.0,0.0,0.0098899871859817259,0.10880299987100808,0.00010000000000000121,5.7542695202421168e-10,5.9561001303846585e-09,5.8900243021338452e-09,6.8298766888363468e-15,9.7526468599967671e-11,3.2139295115493133e-11,3.14493924124874e-11,2.33775100151936e-18,4.8169078100461489e-19,9.5912730253145326e-19,3.862539914044328e-15,1.1329948157669126e-10,9.2850226458423279e-14,4.7142857113692654e-22,1.4934736916937261e-22,2.6131565473010459e-25,1.2176327766854041e-24,1.1794192981821406e-10,5.3163677994758815e-28,7.8343683724259958e-31,8.1948453520122617e-33,3.4725381141946462e-36,5.1793564082728404e-37,6.4559711541555106e-15,2.8917149925438468e-17,2.2882802651749128e-20,1.0132308253084616e-20,2.9755236636989433e-16,3.7005922638397218e-26
6.122138487428901e-12,0.0018779053213252611,-1.9790345146023538e-23,-8.5686485039458813e-19,-2.2133342866705858e-15,-4.952407989358279e-23,9.2135084967089863e-15,5.6120219310128282e-23,-4.2648869311341459e-33,-4.0391761530516391e-18,1.7961860521923656e-37,3.5603617143172842e-18,-4.7872597370552135e-19,-1.2706502017516359e-18,4.8239608285975918e-26,-4.2825106777590019e-33,-3.7701415380309022e-38,-2.0861496253143757e-30,-4.7863008215482705e-39,-1.1883182365949224e-42,3.4101880145450393e-31,4.7875987774755183e-19,9.5767186338564234e-27,1.3098433817755857e-23,2.9053519729455191e-17,1.5729907921703505e-28,-7.6760683421187929e-27,-1.2978467961571098e-23,-1.0327636100247961e-44,4.5232822269873304e-29,2.1591241360013501e-30,5.0696930313033083e-39,1.0277705715568366e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899871706927458,0.10880299987072573,0.00010000000000000131,5.7611355844148257e-10,5.9631925792423959e-09,5.8969382545725105e-09,6.838009906940149e-15,9.775693173237814e-11,3.2139369993511191e-11,3.1501234667732925e-11,2.3432754400784817e-18,4.8248482437780502e-19,9.6265516105937975e-19,3.8717539266050274e-15,1.1345300459982969e-10,9.3071704274078271e-14,4.7220831948238059e-22,1.4988158663567793e-22,2.6197874521842998e-25,1.2222578178827626e-24,1.1810174345667529e-10,5.3432206223343911e-28,7.8837138173177892e-31,8.2464701441284386e-33,3.4987382646223789e-36,5.2157281250528115e-37,6.4712684323364335e-15,2.9020378213549212e-17,2.2967452427516541e-20,1.0174036031240509e-20,2.9779664999951287e-16,3.7185787818528468e-26
6.129434810518903e-12,0.0018779053213247297,-2.7128524675723026e-23,-1.1527483847965484e-18,-2.4441025307314105e-15,-6.2488636217445871e-23,9.2483989330273385e-15,5.6320166988547881e-23,-3.343444728544073e-33,-3.6927997739259978e-18,2.1658524939607325e-37,3.128844249871043e-18,-5.6384955238185174e-19,-1.3973719981676858e-18,5.2596681171021807e-26,-3.3607485290989397e-33,-3.8299451490021351e-38,-2.2071345550654175e-30,-4.8681566635941788e-39,-1.1695674182316643e-42,3.9044487148310398e-31,5.6389019875008251e-19,9.6021775654470726e-27,1.565943509421864e-23,2.915711912143863e-17,1.5804848725409041e-28,-9.2026855502104949e-27,-1.5561058709743433e-23,-1.0409027489086483e-44,5.4242057822461288e-29,2.1676438864089408e-30,5.1258403972272774e-39,1.5381840283940408e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899871554038524,0.1088029998704431,0.00010000000000000144,5.7680016485443195e-10,5.9702849352231857e-09,5.9038519406826569e-09,6.8461430111151889e-15,9.7987661142326237e-11,3.213944412739439e-11,3.1553086016243883e-11,2.3488062617482511e-18,4.8327900703208205e-19,9.6619186365218391e-19,3.8809789064694992e-15,1.1360652797914455e-10,9.3293445665240372e-14,4.7298821894446608e-22,1.504170743301291e-22,2.6264267461523739e-25,1.2268945830393683e-24,1.1826155746592587e-10,5.3701752951914805e-28,7.9333081644901884e-31,8.2983554026327936e-33,3.5251032940088043e-36,5.2523114618487539e-37,6.486583532392787e-15,2.9123850902310458e-17,2.3052310199929534e-20,1.0215881326736845e-20,2.9797538291639239e-16,3.7366314452373648e-26
6.136731133608905e-12,0.0018779053213241986,-3.4951748501531203e-23,-1.4681305320979682e-18,-2.5555736157058613e-15,-7.6626591194990624e-23,9.2757528232545391e-15,5.6520808205091655e-23,-8.2435282489047355e-33,2.6190690241673562e-19,2.1707931688468847e-37,-8.6498301786681535e-19,-6.0295167508274e-19,-1.4608409659265747e-18,5.4267373147936999e-26,-8.260379084563727e-33,-3.8932441967527251e-38,-2.3358348812431839e-30,-4.954735003829901e-39,-1.1620252722247837e-42,3.9298912392240626e-31,6.0299988963633731e-19,9.6276710424438081e-27,1.7356184306101708e-23,2.9260963543587745e-17,1.5880056545401662e-28,-1.0916562387660252e-26,-1.8460440502899699e-23,-1.0530088376265325e-44,6.4358540670271736e-29,2.1761875063993075e-30,5.2067694773941491e-39,2.1933232137250145e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899871401148479,0.10880299987016022,0.00010000000000000151,5.7748677126306015e-10,5.9773773901492085e-09,5.9107653604855644e-09,6.8542762206176131e-15,9.8218656808531952e-11,3.213951752503311e-11,3.1604946422093501e-11,2.3543434660185494e-18,4.8407332841660961e-19,9.6973742314492829e-19,3.8902148536007253e-15,1.1376005171085654e-10,9.3515450631241461e-14,4.7376827832406275e-22,1.5095383385246665e-22,2.6330744290060425e-25,1.2315430879556793e-24,1.1842137184203172e-10,5.3972320929556698e-28,7.9831524195874788e-31,8.3505021803428637e-33,3.5516340890226993e-36,5.2891074619998953e-37,6.5019164532772568e-15,2.9227568295269953e-17,2.3137376237657196e-20,1.0257844323689944e-20,2.9823868674658161e-16,3.7547504309998964e-26
