Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400)
4.4151999060335006e-12,0.002047649436968592,-7.0746961278141642e-23,-2.8807766539084209e-18,-4.629624810184487e-16,7.3612240934051768e-22,4.201356072007853e-15,1.6573010162249593e-23,-3.9684258824667117e-34,2.2713322120786625e-22,1.932728737054861e-34,-2.5004553463139429e-22,-3.3924302690259108e-31,-3.0751397395692712e-19,1.2701030432132012e-26,-3.979724227619714e-34,-1.0220230286695314e-38,-1.9232381962376899e-30,-1.2679012675691532e-39,-1.0361223919394064e-43,-5.7436625275850733e-33,1.4162685151669512e-29,4.2956949610845217e-27,-6.765477685373221e-25,9.6830185937763434e-18,3.4044792186039589e-29,6.7612419735187114e-33,3.8098494838259237e-26,-1.6499886595366165e-46,6.9276529639129759e-39,6.2428294664322667e-31,9.1970830441133638e-40,-1.6615732805309524e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899915864851477,0.10880299994119941,0.00010000000000000032,4.1020619864880709e-10,3.8925477571386078e-09,3.8665265409806604e-09,4.1102026707596817e-15,4.240718813738121e-11,3.1285384593054566e-11,1.6385095918070524e-11,1.0202434062021607e-18,2.5179249266507961e-19,2.6504400990811086e-19,1.6604779093330056e-15,7.5581557348426516e-11,3.9930476695717816e-14,2.2289484522951863e-22,4.5814387192953151e-23,1.0510178727949633e-25,3.4451497853475903e-25,7.852619689009504e-11,1.0652211588476876e-28,1.0242780175051652e-31,1.1561658214017333e-33,3.202453138078055e-37,5.3294314621654982e-38,3.0131374199467952e-15,9.6736241083496984e-18,6.7538086150958011e-21,2.6406732258642936e-21,5.2604405728032253e-18,7.9167378897674619e-27,2.3575587199448002e-23,1.4105538993789692e-18,1.1261832435019791e-34,1.6753063243769231e-16,2.7827882756981954e-17,7.2489056314970782e-20,9.2917030513545473e-23,7.0025682072039078e-23,1.6276251277957795e-23,1.4662676797563885e-29,1.9451708713634817e-24,1.4222332409682251e-26,5.0124475499305318e-34,1.3205194646579349e-28,2.8297329221002829e-34,1.039721373339478e-28,8.1300100070377458e-27,1.2681439552426512e-18,6.3175097547684899e-24,1.3666961236505e-31,1.3197073211243398e-36,1.4467379598237599e-23,8.0735239122818771e-22,2.2100419556132545e-24,1.3590966591620367e-28,3.4604502828520818e-31,9.5666332415677477e-28,9.2505502492225728e-29,3.8029198875719743e-39,3.1889066648280951e-40,5.0252075212861935e-45,4.8661548492220636e-33
4.436901138507216e-12,0.0020476494369674964,-7.477476949572465e-23,-3.0440235403138096e-18,-4.6394598466314003e-16,7.4672034706135353e-22,4.2384015192028696e-15,1.6803499770219438e-23,-3.9399875657354415e-34,9.7174287753715087e-22,1.961331497337916e-34,-9.9472224870928085e-22,-3.1359071030527215e-31,-3.0830344934405748e-19,1.2731884719558251e-26,-3.9516292659838486e-34,-1.1991359995653557e-38,-1.9997386931668124e-30,-1.4628080661989282e-39,-1.0372277679801091e-43,-5.1102695303467251e-33,1.4214964794665781e-29,4.3445553035799107e-27,-6.7146745507003058e-25,9.8261210038540657e-18,3.471796535504771e-29,6.9288550569648138e-33,3.8860858529107833e-26,-1.8638525237027089e-46,7.5478171622193114e-39,6.3473821167452011e-31,9.3976568107701336e-40,-1.7626569598857129e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899915451349709,0.10880299994066442,0.00010000000000000032,4.1222240713121127e-10,3.9116405590529766e-09,3.8853244846270367e-09,4.1303640287997351e-15,4.2822079133341216e-11,3.1287600855949088e-11,1.6505140202407877e-11,1.0302253148494342e-18,2.536372581668927e-19,2.690423540001533e-19,1.6768256613088448e-15,7.6025711127268517e-11,4.032358383022697e-14,2.245330091396108e-22,4.6492243482932438e-23,1.0622972647750149e-25,3.5003750688791734e-25,7.8987654800000976e-11,1.0879061803711797e-28,1.0514704979720318e-31,1.1868635089187212e-33,3.3042974233990509e-37,5.4844519248890623e-38,3.0426735984799971e-15,9.8165754874683955e-18,6.8585596027681464e-21,2.686953088204411e-21,5.2522950896047052e-18,8.0753076147897496e-27,2.3637572217574691e-23,1.4266012057919317e-18,1.1560874789402929e-34,1.6827237677666e-16,2.8094621003729949e-17,7.3561588445399065e-20,9.4433136461075366e-23,7.1176193022846356e-23,1.6597642027678358e-23,1.4952206456489215e-29,1.9642766876319766e-24,1.443233612470219e-26,5.0864621512626921e-34,1.335526039188325e-28,2.8715173250521556e-34,1.0449807633997348e-28,8.2114789987828129e-27,1.284387822906883e-18,6.3984725901309664e-24,1.3874280417272519e-31,1.3398743780845888e-36,1.4652908896497512e-23,8.2198545808020782e-22,2.2427505535738594e-24,1.3792709709335522e-28,3.5116800424127953e-31,9.7126344237206441e-28,9.4353564658230656e-29,3.8804162533526165e-39,3.273804400374535e-40,5.1233271158189582e-45,4.9139930356871173e-33
4.447751754744073e-12,0.0020476494369669473,-7.6783938860620234e-23,-3.1254563739176978e-18,-4.6428750146593376e-16,7.5209403471030262e-22,4.2569732757850251e-15,1.6919564086090763e-23,-3.9359748006077221e-34,7.1046918122345856e-22,1.9757348989693219e-34,-7.3347470272622122e-22,-3.027869689392947e-31,-3.0861583334633705e-19,1.2743977388665148e-26,-3.9477822069577315e-34,-1.2903082782663282e-38,-2.0379347483583199e-30,-1.5630710916478515e-39,-1.0359107410400639e-43,-4.8509706270967473e-33,1.4191048714947559e-29,4.3690927182553259e-27,-6.7025741182704208e-25,9.8981965211023801e-18,3.5058267086884682e-29,7.0138984494188401e-33,3.9246193039623292e-26,-1.9710240620818998e-46,7.8578762988906424e-39,6.4001027707175024e-31,9.4993853281902328e-40,-1.813680180122814e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899915244598843,0.10880299994039612,0.00010000000000000032,4.1323051135864062e-10,3.9211869007480757e-09,3.8947227098983034e-09,4.1404446452339192e-15,4.3030271039357215e-11,3.1288684655859332e-11,1.6565221656854969e-11,1.0352342277242295e-18,2.5456055241701624e-19,2.7105676985519028e-19,1.6850295368498151e-15,7.6247799681481818e-11,4.0520858691942771e-14,2.2535291494687884e-22,4.6833661445240791e-23,1.0679596524854974e-25,3.5282091264957487e-25,7.9218395874227385e-11,1.0993844008436108e-28,1.0652826912121614e-31,1.2024561883921059e-33,3.3562273889556979e-37,5.563352120300031e-38,3.0574951389449137e-15,9.8885748754825275e-18,6.9113388935596262e-21,2.7103029763050154e-21,5.248952122472123e-18,8.1554862356312876e-27,2.3662405916520979e-23,1.4346601022522305e-18,1.1712771609108348e-34,1.6864224186930919e-16,2.8228426523977868e-17,7.4101695134656868e-20,9.519726760901005e-23,7.1756103826989695e-23,1.6760078974593843e-23,1.5098540196820988e-29,1.9738644129999054e-24,1.4538106230062267e-26,5.1237402235579788e-34,1.3430621345458689e-28,2.8925623890928313e-34,1.0476092057676327e-28,8.2523654539394708e-27,1.2925542026242765e-18,6.4391756577641455e-24,1.397871646842909e-31,1.3500339858851449e-36,1.4746181827546732e-23,8.2937200353565727e-22,2.2592220272676859e-24,1.3894306135508305e-28,3.5374785009510824e-31,9.7861750418160367e-28,9.5287809658781221e-29,3.9196054501235425e-39,3.3169294446775341e-40,5.172907291185425e-45,4.9379969937125041e-33
4.469452987217788e-12,0.0020476494369658454,-8.0798527818439995e-23,-3.2881722710780999e-18,-4.6445620294774784e-16,7.6298597742498424e-22,4.2942146644217097e-15,1.7153340069963832e-23,-3.9485458973363236e-34,-8.3324308010382506e-23,2.0047464870337619e-34,6.0290756796318135e-23,-2.9484336131569992e-31,-3.0895133580167496e-19,1.2756444975061723e-26,-3.9606685508174781e-34,-1.4779464689645206e-38,-2.1143119283339196e-30,-1.769295673053118e-39,-1.0312834178323846e-43,-4.4459932370549113e-33,1.4082177398275617e-29,4.4183820440858321e-27,-6.7047150520813684e-25,1.0043400390041454e-17,3.5746361256469789e-29,7.1864891903807e-33,4.0025244654752584e-26,-2.1859974758521974e-46,8.4763440002419923e-39,6.5064370795711017e-31,9.7057462081341163e-40,-1.9170349009528253e-50,0.88129999999999997,0.0,0.0,0.0,0.009889991483109704,0.10880299993985791,0.00010000000000000032,4.152467197859541e-10,3.9402794668986702e-09,3.9135176676008091e-09,4.1606057542886008e-15,4.3448147403657333e-11,3.1290804742193073e-11,1.6685502117665722e-11,1.0452879642290243e-18,2.5640894743157618e-19,2.7511622601854894e-19,1.7014972866923465e-15,7.6691999568334582e-11,4.0916850994299366e-14,2.2699435953816605e-22,4.7521497165508969e-23,1.0793298081890065e-25,3.5843220483995859e-25,7.967990168859563e-11,1.122614674318696e-28,1.0933447176425455e-31,1.234135695059661e-33,3.4621385387943608e-37,5.723976320110109e-38,3.087245108522056e-15,1.0033625252733284e-17,7.0177084918782238e-21,2.7574249541437633e-21,5.2436504555466907e-18,8.317646135543672e-27,2.3690440661527671e-23,1.4508483852747589e-18,1.2021379644491329e-34,1.6938020255618449e-16,2.8496906435839171e-17,7.5189617557635129e-20,9.6737735893468432e-23,7.2925274665473737e-23,1.7088462575456174e-23,1.5394369428166934e-29,1.9931094939068619e-24,1.4751189081743613e-26,5.1988400773827827e-34,1.3581999411238649e-28,2.9349594650962172e-34,1.0528607257365507e-28,8.3344417446896397e-27,1.3089759499676641e-18,6.5210255729178998e-24,1.4189147919958127e-31,1.3705059953187644e-36,1.493374535579547e-23,8.4428596835948715e-22,2.2924001727755359e-24,1.4098954000659031e-28,3.5894439059412784e-31,9.934340350742242e-28,9.7176889896034998e-29,3.9988732713100954e-39,3.4045498947207895e-40,5.273115969030042e-45,4.9861740736360095e-33
4.512855452165218e-12,0.0020476494369636284,-8.8745987069556014e-23,-3.6103053081495082e-18,-4.6587180871431073e-16,7.8541961493071571e-22,4.3691104353416064e-15,1.7627499382566321e-23,-3.9904799749515452e-34,-1.3232825426477204e-24,2.0635938024908278e-34,-2.1809564687255927e-23,-3.6902685934537245e-31,-3.1029103548978955e-19,1.280850412400067e-26,-4.0032517178636873e-34,-1.8734423085271282e-38,-2.2659405076602824e-30,-2.2034341317829257e-39,-9.9567625316731821e-44,-3.992845515596422e-33,1.3455479423291659e-29,4.5178187399462907e-27,-6.7924135251861496e-25,1.0338043037740664e-17,3.7152852559902529e-29,7.5418575600545286e-33,4.1618255767952502e-26,-2.6268349051244188e-46,9.6746609984566734e-39,6.7227013360668252e-31,1.0129920220571378e-39,-2.1252220692121123e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899914004093505,0.10880299993877506,0.00010000000000000032,4.1927913653039921e-10,3.9784641330783133e-09,3.9511016131227483e-09,4.2009274801316994e-15,4.428986886437973e-11,3.1294861699460809e-11,1.6926527302978589e-11,1.0655390447240606e-18,2.6011287217213895e-19,2.8335840317991736e-19,1.734672779513526e-15,7.7580487177069276e-11,4.1714605860401695e-14,2.302836996879131e-22,4.8917280683165676e-23,1.1022516241275996e-25,3.6983381765567764e-25,8.0603004574582104e-11,1.1701841459003081e-28,1.1512518261103218e-31,1.2995080024508101e-33,3.6823683599504802e-37,6.0567694626061534e-38,3.1471725252861255e-15,1.0327955952198718e-17,7.233710918964083e-21,2.8533705301061269e-21,5.2359790686838618e-18,8.6492618762609243e-27,2.3796518416797522e-23,1.4835069332306309e-18,1.2658210970295976e-34,1.7084921783325695e-16,2.903734321039896e-17,7.7396454355969876e-20,9.98677740803552e-23,7.5301229003069627e-23,1.7759417976504445e-23,1.5998809453117483e-29,2.0318781524323119e-24,1.5183559755774706e-26,5.351226749094315e-34,1.3887380173126943e-28,3.0209882551085931e-34,1.063349472384246e-28,8.4998089742198548e-27,1.3421759290345031e-18,6.6865031825870666e-24,1.4616284145392527e-31,1.412064734928124e-36,1.531294918531605e-23,8.7468215867798913e-22,2.3597020124481661e-24,1.4514099275342143e-28,3.6948561208216376e-31,1.02350297314477e-27,1.0103832517375107e-28,4.1610082984878711e-39,3.5853743030523746e-40,5.4777691783020896e-45,5.0832056263853897e-33
4.599660382060079e-12,0.002047649436959142,-1.0479024181117835e-22,-4.260646014061569e-18,-4.6091962817347607e-16,8.3244794240272416e-22,4.5208134891960659e-15,1.8602727122099715e-23,-4.1496551901651613e-34,1.1811336721680989e-22,2.1846291204349203e-34,-1.4110175904251286e-22,-4.1819232551167071e-31,-3.0840825236652253e-19,1.2727713336071133e-26,-4.1635639951448577e-34,-2.7528489820064246e-38,-2.5723199040128694e-30,-3.1674735068727384e-39,-9.8614728471210302e-44,-2.9170402944792393e-33,1.3039894006435462e-29,4.7201246534281501e-27,-6.9424618711324918e-25,1.0944456466229274e-17,4.0089804898144868e-29,8.2947511517140276e-33,4.4944212208441051e-26,-3.5069360194318373e-46,1.2063012404102762e-38,7.1698098029194523e-31,1.1020340293364167e-39,-2.5791611466938582e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899912350086262,0.10880299993658366,0.0001000000000000003,4.2734396957856342e-10,4.0548316592598972e-09,4.0262456364433763e-09,4.2815690243502469e-15,4.5997174905818987e-11,3.1302286583956088e-11,1.7410388727059048e-11,1.106615351543962e-18,2.6754855356007308e-19,3.003419679797904e-19,1.8019837228818121e-15,7.9357792720038754e-11,4.3333196206867415e-14,2.3688755695106674e-22,5.1790199020792514e-23,1.148821130102998e-25,3.9336200211197403e-25,8.2449553542214052e-11,1.2698691740554345e-28,1.2744660805733562e-31,1.4386082897645831e-33,4.1581547672557597e-37,6.7706114666121783e-38,3.2687366537583749e-15,1.0933725368872371e-17,7.6789219462992639e-21,3.0521708299578073e-21,5.2321560168048124e-18,9.3423699608048286e-27,2.3667493032964839e-23,1.5499520915010152e-18,1.4013282499489615e-34,1.7376964823544588e-16,3.0131928115928186e-17,8.1935319988619628e-20,1.063264733061118e-22,8.0205310227554362e-23,1.9159288987934549e-23,1.72599034370227e-29,2.1105292637651544e-24,1.6073396098030771e-26,5.6648449153387563e-34,1.4508639825981959e-28,3.1980391292276428e-34,1.0842310627875208e-28,8.8353633502890383e-27,1.4100059450950884e-18,7.0245900911292544e-24,1.5495935644788336e-31,1.4976693974015434e-36,1.6087711180795258e-23,9.3778584901943214e-22,2.4981252674047462e-24,1.536802066342232e-28,3.9116647704735286e-31,1.0854022895130578e-27,1.0910169440421287e-28,4.5000140718013032e-39,3.9701983891166924e-40,5.9043624296366385e-45,5.2799494392203416e-33
4.686465311954939e-12,0.0020476494369545857,-1.2076620673543095e-22,-4.9082667003637586e-18,-4.5824931213130784e-16,8.826980626811902e-22,4.6751692667375079e-15,1.9614383165676182e-23,-4.2401623436861453e-34,-3.9851033512539037e-21,2.3101840423272647e-34,3.9621534109009455e-21,-2.8875774016045729e-31,-3.0779484933324493e-19,1.2698355246982125e-26,-4.2553141282900735e-34,-3.7466470508668777e-38,-2.8785414313473934e-30,-4.2553623890607461e-39,-9.8512960002501566e-44,-1.2695937467458695e-33,1.2720800331256541e-29,4.9270079814998325e-27,-6.9812870199529194e-25,1.1574066354172662e-17,4.3197342446782818e-29,9.1065842844214814e-33,4.8470147605343429e-26,-4.4104951705488495e-46,1.4368444679827082e-38,7.6367257359787181e-31,1.1967915481960548e-39,-3.0679596810696589e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899910696079001,0.10880299993435813,0.00010000000000000033,4.3540880203909252e-10,4.1311968509921285e-09,4.1013578586190753e-09,4.362208103209942e-15,4.773627595572056e-11,3.130888085204084e-11,1.7896578589155375e-11,1.1484566451519392e-18,2.7502001791717206e-19,3.1800287904772336e-19,1.8705745821467575e-15,8.1135496462961759e-11,4.4982559909360192e-14,2.4352380786495241e-22,5.4773305593336894e-23,1.1963582091773201e-25,4.178736423145372e-25,8.4296516224583828e-11,1.3758276389797102e-28,1.4080656669379188e-31,1.5894352538720066e-33,4.6843546879156517e-37,7.5528363068762168e-38,3.3925786701426705e-15,1.1562663937098453e-17,8.1420330271872697e-21,3.2603789421907205e-21,5.2312493073136157e-18,1.0076644272488478e-26,2.3633399136269508e-23,1.6179016053017228e-18,1.5482607725489545e-34,1.7666933686645618e-16,3.1244716155927103e-17,8.6643444097935077e-20,1.1305421595274381e-22,8.531556108813008e-23,2.0638753002919359e-23,1.8592699393278386e-29,2.1906650710359177e-24,1.6997216310887305e-26,5.9904408262990903e-34,1.5143896398867245e-28,3.3818519708443972e-34,1.1050739353104465e-28,9.177335648673027e-27,1.4797504343474403e-18,7.3722245082660995e-24,1.6409969696741219e-31,1.5866440483088723e-36,1.6884367581795192e-23,1.004044298625958e-21,2.6417126103953272e-24,1.6253892510334208e-28,4.1365641545509339e-31,1.1496842415099407e-27,1.1763324894900237e-28,4.8593166274183675e-39,4.3875519509737457e-40,6.3546619887114094e-45,5.4802618120158318e-33
4.86007517174466e-12,0.002047649436945264,-1.5233450348396809e-22,-6.1881177858097804e-18,-4.4435212735986046e-16,9.9339530648308043e-22,4.9914933312684942e-15,2.175006014320934e-23,-4.4483059328778116e-34,-1.2166000259884327e-21,2.5751382370949432e-34,1.194102295529659e-21,-2.0234062426428372e-32,-3.015575204238773e-19,1.2436810549947748e-26,-4.4658395365870975e-34,-6.0788886272127699e-38,-3.4873539552549552e-30,-6.8055604919343511e-39,-1.0507726505804418e-43,2.4412492003385779e-33,1.3207772017192098e-29,5.3545095409878346e-27,-7.0190254709972626e-25,1.2904596819292289e-17,4.9950309865161001e-29,1.0920951670925229e-32,5.6175532699636266e-26,-6.2663735606295333e-46,1.9076444471697581e-38,8.6317553357290064e-31,1.4048992199517282e-39,-4.1625530600870983e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899907388064184,0.1088029999298052,0.00010000000000000032,4.5153846519724593e-10,4.28392063350628e-09,4.251487007327271e-09,4.5234792897729635e-15,5.130975529496099e-11,3.1319924019700414e-11,1.8875556258032824e-11,1.2344315994059525e-18,2.9006434252402871e-19,3.5541335286998061e-19,2.0115959250464376e-15,8.4691932431838891e-11,4.8373603796172858e-14,2.5688821213941456e-22,6.1078335547298021e-23,1.2943338391719591e-25,4.6992809878183421e-25,8.799151014483823e-11,1.6076149490058185e-28,1.7090721658769423e-31,1.9292640365678081e-33,5.9054677103043603e-37,9.3435135818073116e-38,3.6470907477441478e-15,1.2891767498671698e-17,9.1233547731830054e-21,3.7059595784005117e-21,5.2390503882952986e-18,1.167528740526492e-26,2.3190494185367337e-23,1.7583147450445937e-18,1.879320518755829e-34,1.8241785170676568e-16,3.3524394542010714e-17,9.6578530946027963e-20,1.2733690647545443e-22,9.6170165857356979e-23,2.3847802353352156e-23,2.1483614815918939e-29,2.3553890471956123e-24,1.8949320189146924e-26,6.6784512127552682e-34,1.6456395068228442e-28,3.7702633661223527e-34,1.1467318621050319e-28,9.880490489723493e-27,1.6250174923172416e-18,8.0963089132871529e-24,1.8343785369346479e-31,1.7749601306703922e-36,1.8543761009655893e-23,1.1463784673256992e-21,2.9447173811985235e-24,1.8123584801959509e-28,4.6111645773687352e-31,1.2855578478180977e-27,1.3617075331094008e-28,5.6420227017654338e-39,5.328177824047913e-40,7.32959261590597e-45,5.8915427536329741e-33
5.0336850315343816e-12,0.0020476494369356664,-1.8255799842639683e-22,-7.4137357837550191e-18,-4.2140274567705442e-16,1.1191123964460133e-21,5.3174080310744705e-15,2.4040365525200685e-23,-4.5575982831150217e-34,1.5993451640144517e-20,2.8590253867097072e-34,-1.6015080408150998e-20,1.3006845606796598e-30,-2.9032783174058399e-19,1.19736632594095e-26,-4.5773286482625856e-34,-8.858185179490598e-38,-4.0779335145148594e-30,-9.8429738767763152e-39,-1.0946803637597483e-43,4.4736787441110958e-33,1.244496508436478e-29,5.8003281703367984e-27,-7.508453868102874e-25,1.4333075316401464e-17,5.7464805443564682e-29,1.3013610090117992e-32,6.4854371290877068e-26,-8.1988987804054535e-46,2.366490740831827e-38,9.7113316770700807e-31,1.64026513521059e-39,-5.3775243108023581e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899904080048864,0.1088029999251172,0.00010000000000000032,4.6766812600485955e-10,4.4366362313613751e-09,4.401489274680954e-09,4.684741832647411e-15,5.5010091459822516e-11,3.1328629404071862e-11,1.9862711736955287e-11,1.3234587244336384e-18,3.0523434207803604e-19,3.9570336489505295e-19,2.1577365715806781e-15,8.8249489104103499e-11,5.1887730595657477e-14,2.703667122726009e-22,6.7848871522982394e-23,1.3961760375454754e-25,5.2615875821354246e-25,9.1687668434861379e-11,1.8676806550773791e-28,2.0597518014277741e-31,2.3251849954484331e-33,7.3824451713708672e-37,1.1472865618024689e-37,3.9106975274362264e-15,1.4318702839106741e-17,1.0180473583075112e-20,4.1919961128780836e-21,5.2495467539477354e-18,1.3458605395645921e-26,2.23742175564892e-23,1.9047482557288214e-18,2.2650334967389191e-34,1.8810709129582963e-16,3.5875523018368071e-17,1.072237545315237e-19,1.4275582757671846e-22,1.0789610056659755e-22,2.7409500552620604e-23,2.4692216020585194e-29,2.526046644312754e-24,2.1044892152643959e-26,7.4170275402559472e-34,1.7824864014091215e-28,4.187221479137174e-34,1.1884312638451994e-28,1.0609236770928889e-26,1.778044047201801e-18,8.8590906275845108e-24,2.0422931023464333e-31,1.9775263898038195e-36,2.0291897050749237e-23,1.3023931070511654e-21,3.2693893245553591e-24,2.0127353517506243e-28,5.1197121354968303e-31,1.4314457213418458e-27,1.5679234238762582e-28,6.5156480753711172e-39,6.4244731470693107e-40,8.4090458595076568e-45,6.3169756833073765e-33
5.207294891324103e-12,0.002047649436925794,-2.1108155369330154e-22,-8.5707568889069082e-18,-3.9706401316759731e-16,1.2609184087739939e-21,5.6531398923091578e-15,2.649124648415401e-23,-4.6071312484323251e-34,1.2103031313253605e-20,3.1624322268790551e-34,-1.2123713450295763e-20,-1.9317678848821648e-30,-2.7843430555331504e-19,1.1484457924531103e-26,-4.6290243509999015e-34,-1.2070036288969587e-37,-4.6447138483939152e-30,-1.3354481718897337e-38,-1.1107390422065335e-43,5.5130199380789114e-33,1.5861727697247592e-29,6.2644671922233623e-27,-8.2985188067002709e-25,1.5862938569579654e-17,6.5795739182040046e-29,1.5415091031125796e-32,7.4633753307011366e-26,-1.0178375618686567e-45,2.8836946701484686e-38,1.0878997662120102e-30,1.9049133301676818e-39,-6.7132549969392284e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899900772032971,0.1088029999202951,0.00010000000000000029,4.8379778446193367e-10,4.5893443243055214e-09,4.5513648757556905e-09,4.8459964497683953e-15,5.8837069385976609e-11,3.1335500290520693e-11,2.085735791919195e-11,1.4155328457947987e-18,3.2051945726057013e-19,4.3898720752530681e-19,2.3089963082829671e-15,9.1807925184457065e-11,5.5524933944321271e-14,2.8394994541861195e-22,7.510140677588476e-23,1.5018823542526564e-25,5.8672708263347293e-25,9.5384740398551808e-11,2.1582417405143224e-28,2.466015043776972e-31,2.7838748298720997e-33,9.1564101389109598e-37,1.3989593653065363e-37,4.1833877956758013e-15,1.5846902000760395e-17,1.1316183498195611e-20,4.72037621307564e-21,5.2567360068635121e-18,1.5440545514361224e-26,2.1508273325555823e-23,2.0572035778478998e-18,2.7119067915236209e-34,1.9373810920777654e-16,3.829727477879073e-17,1.1860089281179782e-19,1.5935055736306316e-22,1.2052410786092273e-22,3.1347376340325773e-23,2.823969857408969e-29,2.7026344575531857e-24,2.3288945976772013e-26,8.207936978038229e-34,1.9249286873276271e-28,4.6337239578576168e-34,1.2301538700257965e-28,1.1363557797005263e-26,1.9388914616571149e-18,9.6608760144811873e-24,2.2652599988833126e-31,2.1948554281482014e-36,2.2129479290633357e-23,1.4728024356267935e-21,3.6163934739685876e-24,2.2269326449948638e-28,5.6632490882581304e-31,1.5876658650609672e-27,1.7964387559233682e-28,7.4869545452590638e-39,7.6950147897007191e-40,9.5996482543860742e-45,6.7564917648565064e-33
5.380904751113824e-12,0.002047649436915649,-2.3864890361247968e-22,-9.6892816289412027e-18,-3.9400075066466541e-16,1.4187891117195915e-21,6.0001578006912619e-15,2.9109102362199268e-23,-4.6138817827485133e-34,-1.1875160467501221e-20,3.4859715535956016e-34,1.1854454981803204e-20,-7.490086283907892e-30,-2.7831925017705048e-19,1.1472845485216055e-26,-4.6385927947634339e-34,-1.5701554746078211e-37,-5.1995396696135828e-30,-1.7330028295011159e-38,-1.1127077210427465e-43,1.0825170036786082e-32,2.1447071326643631e-29,6.7469287218311347e-27,-8.2077711121912943e-25,1.7497618961983933e-17,7.499996218432196e-29,1.8158109858962127e-32,8.564482215240767e-26,-1.2174984337153938e-45,3.5587415415351203e-38,1.2138305596262863e-30,2.1995729762436025e-39,-8.20339142918272e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899897464016662,0.10880299991533969,0.00010000000000000029,4.9992744056846821e-10,4.7420455188802784e-09,4.7011140252533222e-09,5.0072437816918824e-15,6.2790474382634958e-11,3.1340927455671618e-11,2.1858867038227316e-11,1.5106487980366003e-18,3.3591004068159007e-19,4.853799568564863e-19,2.4653749438507618e-15,9.5367053318828044e-11,5.928520801485527e-14,2.9762935744423471e-22,8.2852426563228697e-23,1.6114503725472384e-25,6.5179442091522836e-25,9.908253138257154e-11,2.4816012453955878e-28,2.9342374709773837e-31,3.3125360263300801e-33,1.127339544447259e-36,1.6947546332635588e-37,4.4651503567739458e-15,1.7479792685186502e-17,1.2533275024104199e-20,5.2929909622020452e-21,5.2541966516322104e-18,1.7635615814462056e-26,2.1523171607505093e-23,2.2156817659820667e-18,3.2269601790608938e-34,1.993016380895039e-16,4.0788771277744964e-17,1.3073145263649048e-19,1.7716023612291281e-22,1.3408459073479511e-22,3.5685565268623048e-23,3.2147804657863529e-29,2.8851491113325693e-24,2.5686488165329419e-26,9.0529441323676529e-34,2.0729643833164632e-28,5.1107670033373206e-34,1.2718539801995037e-28,1.2143425046196048e-26,2.107615709356903e-18,1.0501944532360441e-23,2.5037980170865436e-31,2.4274593437293276e-36,2.4057149527079342e-23,1.6583262397419838e-21,3.9863866081929044e-24,2.4553580381988354e-28,6.2428047642778332e-31,1.7545323010054762e-27,2.0487571433090113e-28,8.5629552413508926e-39,9.1598462126205445e-40,1.0908170400309236e-44,7.2100126836508865e-33
