Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400)
4.311988973748089e-10,0.0020476491261652283,1.2008607334985616e-19,-2.8609635588541421e-15,-8.0657390999148128e-16,1.770368060025377e-15,2.745319283023184e-11,9.7167307844052946e-17,7.9753914265155355e-30,-9.7064586156331266e-24,3.2027096437239926e-29,1.6549829936348272e-16,2.6650110901584059e-16,-3.9425814830353944e-19,-2.9975759737689062e-20,-4.089504198448775e-31,-2.2482255532915204e-30,-9.1406936612917141e-27,-3.9223211678557147e-32,1.5749589712454153e-40,3.3205003311670454e-26,-2.2073316330590702e-16,5.2279662679271002e-23,3.2417273905554529e-17,5.2086382845301931e-12,1.9182380307234298e-21,-1.5406565378156651e-20,-1.8776360523884471e-17,-5.9421193677284575e-39,-6.1198279654997351e-23,2.0573222954358767e-24,7.7755368641254828e-31,4.2093366510059008e-36,0.88129999999999997,0.0,0.0,0.0,0.0098891780909136397,0.10880284810899053,0.00010000000000000052,4.0054534927642903e-08,3.7904638711035502e-07,2.3249204124101227e-07,4.0025953685045157e-13,1.4920065491170092e-07,3.1358872014504041e-11,2.6617975504670093e-09,3.5897554860736328e-15,4.0904958078908297e-17,6.6732066758102195e-13,1.6204427998282256e-11,8.83094458141172e-09,3.7938303968581673e-10,4.4579267861491552e-20,3.3896773469598967e-17,2.7708561547324953e-21,7.4496730226368644e-19,9.1750093851375951e-09,1.9263554613709422e-20,1.6001983320897625e-21,1.9145115270400823e-23,5.1431171072795046e-25,3.7659856524947575e-26,1.4388094091216932e-11,5.2015347121979077e-12,4.2217596787232857e-15,2.8795355053657111e-15,2.7996770275518726e-17,2.2791602888714796e-18,-5.5276325566458796e-17,1.7845742964543795e-14,1.9453135038493061e-24,5.0096883883793711e-15,4.1549930550709254e-14,1.2360962490509939e-14,2.170821769028695e-17,1.6807245192704472e-17,4.5568967534659653e-17,4.1049243790703014e-23,1.761212675076906e-20,7.8706627590200219e-21,2.7741110717704588e-28,1.6531544979185532e-24,1.5661124778521298e-28,1.8083112215070686e-25,4.7228930378016725e-22,2.3621142563283915e-14,1.1781073954504978e-19,6.0034879679206956e-25,5.9233894666241055e-30,2.7019961695832863e-19,1.8292085288921773e-15,3.7672265452676662e-19,2.3361541357224027e-23,5.9035717420191887e-26,1.7828166382927442e-22,1.7698212733225049e-21,2.6351153543253919e-30,5.3524492349918255e-30,5.9151534574515208e-37,4.6145335964763557e-29
4.3212456576598803e-10,0.0020476491253103085,1.2078180935930138e-19,-2.8727721820227115e-15,-7.3970386313000627e-16,1.7822173182057837e-15,2.7567155867497719e-11,9.7955965373974271e-17,8.0442313930437951e-30,1.0477886685747863e-24,3.2200525335380859e-29,1.6558326710940171e-16,2.6563614147178091e-16,-3.8529389796612365e-19,-2.9944609089029408e-20,-4.0726738700150386e-31,-2.253277211132922e-30,-9.144981743057603e-27,-3.9661660053571753e-32,1.5763582714999446e-40,3.3415916347898543e-26,-2.2029807578681485e-16,5.2497791439692854e-23,3.2343464253516035e-17,5.2376910380402837e-12,1.9332084980700504e-21,-1.5313279400944368e-20,-1.8541283919971984e-17,-5.911249694054977e-39,-6.7422633904680312e-23,2.0650552774949604e-24,7.8268799933826057e-31,4.155466620723315e-36,0.88129999999999997,0.0,0.0,0.0,0.0098891763258570024,0.10880284769129582,0.00010000000000000051,4.0140505675794582e-08,3.7985996763682727e-07,2.3289947027115688e-07,4.0111864807155971e-13,1.4961249019352824e-07,3.1358866636345825e-11,2.6675374681873385e-09,3.5996642134019735e-15,4.0993165809258425e-17,6.7185373287451087e-13,1.6275267849366468e-11,8.8499337047097416e-09,3.8101348930870758e-10,4.4694070282942985e-20,3.4100738376240247e-17,2.7879172838869467e-21,7.5095301252319741e-19,9.194738379482349e-09,1.9453305550268363e-20,1.6188520149668858e-21,1.9370457719417827e-23,5.2140249771096988e-25,3.8181609849714076e-26,1.4434961777364618e-11,5.2305477688984255e-12,4.2453213444927118e-15,2.8956491238080444e-15,2.8051452337774981e-17,2.3007012503750581e-18,-5.5219278156284191e-17,1.7921094595962243e-14,1.9683754473942696e-24,5.0224978540618135e-15,4.1692337324915385e-14,1.2428778489956991e-14,2.1827447737738437e-17,1.6899566782649935e-17,4.5829274063244122e-17,4.1283731933984506e-23,1.7695753090128204e-20,7.9171667374663307e-21,2.7905019702211435e-28,1.6610145986836349e-24,1.5753658893407513e-28,1.8184328228209048e-25,4.7538239434663102e-22,2.3718282845556577e-14,1.1829522986273952e-19,6.0547697702963386e-25,5.9739904895004156e-30,2.7131080534704897e-19,1.8407846029917036e-15,3.7878613316688435e-19,2.348950644022218e-23,5.9359083364301371e-26,1.7925848396283044e-22,1.7831964360875008e-21,2.6656173804401851e-30,5.4154503448472701e-30,5.9812460874499587e-37,4.6384266493381944e-29
4.3305023415716715e-10,0.0020476491244552763,1.215177247531787e-19,-2.8830652808362653e-15,-6.1693356340123867e-16,1.7941120284446746e-15,2.7681293437472111e-11,9.8749362201256964e-17,8.1128576157728115e-30,6.9425925855187038e-23,3.2374533094994126e-29,1.6502193610403501e-16,2.6412961372244522e-16,-3.7616851352905951e-19,-2.9913515661553348e-20,-4.0910644269366807e-31,-2.258320401488667e-30,-9.1491703363933877e-27,-4.0097980130973626e-32,1.5774593501385132e-40,3.3627708352785289e-26,-2.1921931014457702e-16,5.2716355604537734e-23,3.2269930908951104e-17,5.2668383125198031e-12,1.9482614625106121e-21,-1.5220428161484315e-20,-1.8306426978280478e-17,-5.8802767072719885e-39,-7.363550217676826e-23,2.0728054869603012e-24,7.8784632449031697e-31,4.1021777799055163e-36,0.88129999999999997,0.0,0.0,0.0,0.0098891745607976225,0.10880284727354574,0.00010000000000000049,4.0226476357130186e-08,3.8067354771332174e-07,2.3330684359528912e-07,4.0197775881144528e-13,1.5002438064275769e-07,3.1358861258178867e-11,2.6732773826814077e-09,3.6095742680560835e-15,4.1081373490029286e-17,6.7640726623768121e-13,1.6346267625690696e-11,8.8689228244748004e-09,3.8264743447021213e-10,4.4808955818808805e-20,3.4305465042484776e-17,2.8050502007150019e-21,7.5697514347421664e-19,9.2144673702954685e-09,1.9644549367472659e-20,1.6376852374171595e-21,1.959799815809304e-23,5.2857655914648382e-25,3.8709537760476379e-26,1.4481867735957774e-11,5.259655217105769e-12,4.2689597125976329e-15,2.9118153461853019e-15,2.8106207878558128e-17,2.3223986299522112e-18,-5.5162336516224203e-17,1.7996598729243874e-14,1.9916645858607274e-24,5.0353169547481306e-15,4.183493250971743e-14,1.2496826634416372e-14,2.1947086391274288e-17,1.6992204796017186e-17,4.6090510675127834e-17,4.1519057910388023e-23,1.777963655706404e-20,7.9638508258441586e-21,2.8069563506431376e-28,1.6688988886182136e-24,1.584655139305063e-28,1.8285945681950239e-25,4.7848989134233237e-22,2.3815602555051014e-14,1.1878061508172976e-19,6.1063871051313541e-25,6.0249226117584707e-30,2.7242404622439628e-19,1.8524082290980006e-15,3.8085664929930439e-19,2.3617907959783879e-23,5.9683552150815407e-26,1.8023863655650527e-22,1.7966447852150872e-21,2.6964123820804518e-30,5.4790659822710649e-30,6.0479530657663335e-37,4.662396508789331e-29
4.3490157093952537e-10,0.0020476491227448775,1.2326276867157008e-19,-2.8929276887875187e-15,-1.4954998303910912e-17,1.8180321881361963e-15,2.7909902500166863e-11,1.0035043667274132e-16,8.2492102858863719e-30,2.4324691920707507e-22,3.2724288966153301e-29,1.597493607765917e-16,2.5699692449360242e-16,-3.5692503025968515e-19,-2.9852402360731609e-20,-4.3560757860896818e-31,-2.2683816050761227e-30,-9.1572361689013151e-27,-4.0961871379505197e-32,1.5775921959375775e-40,3.4053935137967676e-26,-2.1292845984972934e-16,5.3154790276779083e-23,3.2125290978511561e-17,5.3254167321438588e-12,1.9786159296153369e-21,-1.5037690702984685e-20,-1.7840174010129398e-17,-5.818024033812219e-39,-8.5890237837623817e-23,2.0883579785031744e-24,7.9823533976080753e-31,3.9982504715695187e-36,0.88129999999999997,0.0,0.0,0.0,0.0098891710306706244,0.10880284643788168,0.00010000000000000048,4.0398417519353228e-08,3.8230070652323766e-07,2.3412142511123413e-07,4.0369597885479599e-13,1.5084832505758338e-07,3.1358850501818738e-11,2.6847572020207349e-09,3.6293983115623837e-15,4.1257788703293624e-17,6.8557591770764939e-13,1.6488747094949048e-11,8.9069010534060144e-09,3.859258113964681e-10,4.5038976307500692e-20,3.4717207738487884e-17,2.8395320246265685e-21,7.6912926774818831e-19,9.2539253413269681e-09,2.0031550912045395e-20,1.6758957820809289e-21,2.0059741449253199e-23,5.4317776096543595e-25,3.9784161466317396e-26,1.4575794089778082e-11,5.3181535953724774e-12,4.3164668057546136e-15,2.9443057748184073e-15,2.8215803913717748e-17,2.3662658211668497e-18,-5.5050422347777782e-17,1.8148064347186553e-14,2.0389316279933282e-24,5.0609850090492983e-15,4.2120687172291271e-14,1.2633620584076062e-14,2.2187591677013156e-17,1.7178431766256419e-17,4.6615779351229453e-17,4.199222804899263e-23,1.79481769042388e-20,8.0577608897670513e-21,2.8400561063163411e-28,1.684740226922933e-24,1.6033414645485411e-28,1.849038925564489e-25,4.8474827827284166e-22,2.4010779792667514e-14,1.1975406791414488e-19,6.2106346296351476e-25,6.1277863295470999e-30,2.7465668014812531e-19,1.8757984880852832e-15,3.8501883059710553e-19,2.3876022575721548e-23,6.0335803979760724e-26,1.822089564410994e-22,1.8237620407171027e-21,2.7588903693913867e-30,5.6081599765220318e-30,6.1832285321072806e-37,4.7105670206550115e-29
4.367529077218836e-10,0.002047649121034039,1.2535958801972886e-19,-2.8889979163845008e-15,3.7784663199883714e-16,1.8421274859321779e-15,2.813962313298273e-11,1.0197067761780058e-16,8.3840037233401823e-30,1.1925339821634507e-23,3.3076369646351331e-29,1.5666830518051322e-16,2.5209496735153817e-16,-3.381708659988383e-19,-2.9792693791448184e-20,-4.4978840127317513e-31,-2.2784096125838788e-30,-9.1648864714453564e-27,-4.1814357667521815e-32,1.5745929389108412e-40,3.4483701179260389e-26,-2.0885041412057153e-16,5.359496560935802e-23,3.1983828752776438e-17,5.3843741576753871e-12,2.0093035219007573e-21,-1.4858836726576758e-20,-1.7378404661013806e-17,-5.7553689955274898e-39,-9.7920960217578037e-23,2.1039805249334755e-24,8.0872136533051084e-31,3.897769422929174e-36,0.88129999999999997,0.0,0.0,0.0,0.0098891675005326422,0.10880284560200172,0.00010000000000000047,4.0570358414312157e-08,3.8392786353848463e-07,2.3493578973170635e-07,4.0541419697879999e-13,1.5167248421303259e-07,3.1358839745423636e-11,2.6962370085184768e-09,3.6492275217205892e-15,4.1434203719215908e-17,6.9482698302176953e-13,1.6631866687830561e-11,8.9448792682053159e-09,3.8921817043937119e-10,4.5269329471082529e-20,3.5132009715686166e-17,2.8743028808908219e-21,7.8143087768538208e-19,9.2933832982323918e-09,2.042463000811386e-20,1.7148409784008913e-21,2.0530482682117964e-23,5.5812186893089274e-25,4.0884219064790746e-26,1.4669872393547439e-11,5.3770304604223594e-12,4.3642814570677485e-15,2.9770071347178832e-15,2.8325142079925937e-17,2.4107682328387351e-18,-5.4941084748163022e-17,1.8300139510015231e-14,2.0871290608674858e-24,5.0866906214341709e-15,4.2407192511771625e-14,1.2771346788135238e-14,2.2429737863593812e-17,1.7365929446237772e-17,4.7144783956143525e-17,4.2468763568845775e-23,1.8117751839448293e-20,8.1523960694943225e-21,2.8734114380164917e-28,1.7006788942694819e-24,1.6221720741461497e-28,1.8696451416332379e-25,4.9106481238186977e-22,2.4206673350546049e-14,1.2073109342579396e-19,6.3162430872090955e-25,6.2319930007054487e-30,2.7689750814140268e-19,1.8993800069933073e-15,3.8920927144557677e-19,2.4135889733912893e-23,6.0992484350849627e-26,1.8419265807616025e-22,1.8511750382535615e-21,2.8225675234139496e-30,5.7397696724806243e-30,6.3210169628811508e-37,4.7590458749526622e-29
4.38419110826006e-10,0.0020476491194939147,1.2724433853180671e-19,-2.8859346393453301e-15,-5.7280022957297896e-17,1.863974794765056e-15,2.83479276595622e-11,1.0344542894687202e-16,8.5042589344431649e-30,-3.2650315944450611e-22,3.3395232221420579e-29,1.6264873086176992e-16,2.5643972645151105e-16,-3.2330973739243927e-19,-2.9738475896233821e-20,-4.1406930243573031e-31,-2.2874066012946078e-30,-9.1714388541073569e-27,-4.2576513501593416e-32,1.5713155516162795e-40,3.4873531351525612e-26,-2.1393521313644544e-16,5.3992610601615766e-23,3.1856232056279955e-17,5.4377603961173708e-12,2.0372088997910783e-21,-1.46980559714337e-20,-1.6961333511711448e-17,-5.6986423855543789e-39,-1.0881182248123567e-22,2.1181011717653646e-24,8.1824222824110219e-31,3.8084928990454618e-36,0.88129999999999997,0.0,0.0,0.0,0.0098891643233990877,0.10880284484952774,0.00010000000000000045,4.0725104991264482e-08,3.8539230330247888e-07,2.3566853565022076e-07,4.0696059163322311e-13,1.5241440785016122e-07,3.1358830064638173e-11,2.7065688233657063e-09,3.6670781512138975e-15,4.1592977064493038e-17,7.0322370396184286e-13,1.6761221859988921e-11,8.9790596494418687e-09,3.9219324826681407e-10,4.547693187319957e-20,3.55079539024259e-17,2.9058448108878607e-21,7.9262942449372516e-19,9.3288954473697287e-09,2.0783656394772382e-20,1.7505289756294578e-21,2.0961957890850546e-23,5.7187024244350566e-25,4.1896428815557078e-26,1.4754672160929358e-11,5.4303437498812525e-12,4.4075780159365326e-15,3.0066189874446753e-15,2.8423355339056899e-17,2.4513688088455682e-18,-5.4841804661310234e-17,1.8437528062698455e-14,2.1313142887225023e-24,5.1098550031734477e-15,4.2665687236309756e-14,1.2896099467814503e-14,2.2649075959944743e-17,1.7535766570900982e-17,4.7624090888189889e-17,4.2900530656302411e-23,1.8271257189352161e-20,8.238190290077986e-21,2.9036506651002154e-28,1.7151072259221895e-24,1.6392435002364783e-28,1.8883298203467764e-25,4.9679969731633504e-22,2.4383589242356037e-14,1.2161346721593985e-19,6.4124647223118472e-25,6.3269375182268068e-30,2.7892125052395824e-19,1.9207674800571249e-15,3.9300489031459122e-19,2.4371272332746878e-23,6.1587292520680454e-26,1.8598945945772913e-22,1.876101251039669e-21,2.8809174638874738e-30,5.8604014375895902e-30,6.4472061271431101e-37,4.8029410848043743e-29
4.401757914480688e-10,0.002047649117869786,1.2890506992727647e-19,-2.8962966169172992e-15,-7.6151743443064858e-16,1.8871869783349086e-15,2.8568603999109992e-11,1.0501737592236959e-16,8.6307062023238792e-30,-2.1464864639155579e-22,3.3733453334381592e-29,1.7180287835753628e-16,2.6383992794824415e-16,-3.0824695048074975e-19,-2.9678979629795349e-20,-3.6065950399915359e-31,-2.2968627520935582e-30,-9.1780297215704451e-27,-4.3379589535418664e-32,1.5705843745845645e-40,3.5287658299799492e-26,-2.2212918647895822e-16,5.4413374596782904e-23,3.171814583919843e-17,5.4943790714941207e-12,2.0669252981303825e-21,-1.4525326662945221e-20,-1.6514314002374346e-17,-5.6384945790896705e-39,-1.2063914590670898e-22,2.1330505746377442e-24,8.2836619654205557e-31,3.7136739916376914e-36,0.88129999999999997,0.0,0.0,0.0,0.0098891609737324429,0.10880284405601015,0.00010000000000000044,4.0888254322682777e-08,3.8693626290859841e-07,2.3644088705709842e-07,4.0859095630175859e-13,1.5319680104526738e-07,3.1358819858139836e-11,2.7174616610854808e-09,3.6859024753760829e-15,4.1760371884270842e-17,7.1214927803834641e-13,1.6898163198013669e-11,9.0150960681532975e-09,3.9534214228232472e-10,4.5696099476895708e-20,3.5907009622686384e-17,2.9393551576017431e-21,8.0456747394490654e-19,9.366335951134233e-09,2.1167629817063598e-20,1.7888181123329221e-21,2.1424990667479255e-23,5.8667722314716623e-25,4.2986757882217157e-26,1.4844208716139283e-11,5.4868850582502504e-12,4.4534962613911075e-15,3.0380244074671873e-15,2.8527198468869138e-17,2.4947420541106587e-18,-5.4732861776966437e-17,1.8582911192502191e-14,2.1787396275995771e-24,5.1343082261590504e-15,4.293887312983948e-14,1.3028448263938182e-14,2.2881771043848872e-17,1.7715946350546785e-17,4.813271940776656e-17,4.3358711081686887e-23,1.8434012436374618e-20,8.3292845912512144e-21,2.9357579707499082e-28,1.7304050538585161e-24,1.6573695420802306e-28,1.9081725214431209e-25,5.0289758847373383e-22,2.4570738734831745e-14,1.2254688143103678e-19,6.5151263896383504e-25,6.4282366673028978e-30,2.8106205521722902e-19,1.9434852713818682e-15,3.9703152806145677e-19,2.4620981443753292e-23,6.2218303471126538e-26,1.878956260222889e-22,1.9026437853537727e-21,2.94351891318462e-30,5.989856116766119e-30,6.5825152907573595e-37,4.8494915774407532e-29
4.4193247207013155e-10,0.0020476491162452837,1.3041063850818392e-19,-2.9133336532558539e-15,-6.3280060765548768e-16,1.910576808909252e-15,2.8789304971337337e-11,1.0660700378084649e-16,8.7571700517205105e-30,2.4199584830254176e-22,3.4073777919502583e-29,1.7208210185674164e-16,2.6235169425611339e-16,-2.9102819535286205e-19,-2.9618011228461062e-20,-3.5612219357025006e-31,-2.306288113913573e-30,-9.1842805148873551e-27,-4.4179511820417202e-32,1.5718741086710125e-40,3.5705003492231493e-26,-2.2144099712066361e-16,5.4835706440107627e-23,3.1578054177328417e-17,5.5513405481166264e-12,2.0969469906375238e-21,-1.4351020138912064e-20,-1.6062705717473294e-17,-5.5779988375186925e-39,-1.3268058807502409e-22,2.1480635836745677e-24,8.3857910238180021e-31,3.6191269647308476e-36,0.88129999999999997,0.0,0.0,0.0,0.009889157624055931,0.10880284326230893,0.00010000000000000042,4.1051403413468275e-08,3.8848022088338082e-07,2.3721305294822628e-07,4.1022131922584322e-13,1.5397937781515107e-07,3.1358809651610067e-11,2.7283544871302933e-09,3.704731216341011e-15,4.1927766524634596e-17,7.2114997956915436e-13,1.7035681598408319e-11,9.0511324741408537e-09,3.9850362512983943e-10,4.5915566982082539e-20,3.6308840576836058e-17,2.9731289536584357e-21,8.1664142205480928e-19,9.4037764421810009e-09,2.1557259418058002e-20,1.8277975521621633e-21,2.1896485437521271e-23,6.0181025308604188e-25,4.4101285410045442e-26,1.49338801609111e-11,5.5437686983112982e-12,4.4996926864199732e-15,3.0696206134945058e-15,2.8631417978568274e-17,2.5387037438478694e-18,-5.4621226316651155e-17,1.8728842340165509e-14,2.2270405089325103e-24,5.1587971079246362e-15,4.321272906293338e-14,1.3161642666672826e-14,2.3115954532920556e-17,1.7897278748866372e-17,4.8644738113505764e-17,4.3819945438094687e-23,1.8597709602926058e-20,8.421039802650419e-21,2.968098222377139e-28,1.7457914927130502e-24,1.6756270925804138e-28,1.9281631779345588e-25,5.0904873139902699e-22,2.4758530803040178e-14,1.2348350052100589e-19,6.6190459358036066e-25,6.5307770787885313e-30,2.8321021040738944e-19,1.966377058879358e-15,4.0108379567661129e-19,2.4872280015198774e-23,6.2853330867423348e-26,1.8981392913986532e-22,1.9294577445086608e-21,3.0072478193706427e-30,6.1216766562944261e-30,6.7201843430134361e-37,4.8963215714175396e-29
4.436891526921943e-10,0.0020476491146204177,1.3293780216971701e-19,-2.889433916257592e-15,2.114647516882031e-15,1.934101410251362e-15,2.900824512807261e-11,1.0821435116421778e-16,8.88230909184316e-30,1.363783348115297e-21,3.4416217928666663e-29,1.433752371827048e-16,2.3198252329005945e-16,-2.6701152318914758e-19,-2.9562121423662641e-20,-5.1067246451010532e-31,-2.3156832697616119e-30,-9.1900997156588324e-27,-4.4960064568236019e-32,1.5664872988873561e-40,3.6125570649246331e-26,-1.9182458510240693e-16,5.5259608485336384e-23,3.1447594498161316e-17,5.6086453408372845e-12,2.1272757944745656e-21,-1.4187261301570427e-20,-1.5627007074120751e-17,-5.5171575893016418e-39,-1.4393304024940005e-22,2.1631410614067434e-24,8.4888158939656453e-31,3.5313560587042504e-36,0.88129999999999997,0.0,0.0,0.0,0.0098891542743694896,0.10880284246842895,0.00010000000000000041,4.1214552263621103e-08,3.9002417728204874e-07,2.3798503646523144e-07,4.1185168046379211e-13,1.5476213501810229e-07,3.135879944504878e-11,2.7392473016293134e-09,3.723564298519249e-15,4.2095160987569197e-17,7.302261166715842e-13,1.7173777301727832e-11,9.0871688674045011e-09,4.0167769678793401e-10,4.6135334521192106e-20,3.671345364360274e-17,3.0071672703431752e-21,8.2885231237123507e-19,9.4412169205102903e-09,2.1952607461815547e-20,1.8674771103982775e-21,2.2376564963405467e-23,6.1727526901173072e-25,4.5240457045773952e-26,1.5023685864863389e-11,5.6009951842052509e-12,4.5461677091508818e-15,3.1014078933817288e-15,2.8736352784406318e-17,2.5832594414348428e-18,-5.4518894851778612e-17,1.8875321242764601e-14,2.2762298270871253e-24,5.1833291665488044e-15,4.3487253985100792e-14,1.3295684745409584e-14,2.3351630074154634e-17,1.8079766590443621e-17,4.9160155789775149e-17,4.4284241638613682e-23,1.8762352259175348e-20,8.5134586209562816e-21,3.0006723704603987e-28,1.7612668760848096e-24,1.694016688325602e-28,1.948302578781158e-25,5.1525342783887832e-22,2.4946964660148058e-14,1.2442332056140452e-19,6.7242343284562181e-25,6.6345695760422095e-30,2.8536570709358776e-19,1.9894434385767451e-15,4.0516175483978955e-19,2.5125171872297984e-23,6.349238437540392e-26,1.9174439802698311e-22,1.9565448527257007e-21,3.0721204358115989e-30,6.2558973797343996e-30,6.8602464126744601e-37,4.9434317062556962e-29
4.448550835950503e-10,0.0020476491135417766,1.3570848766937371e-19,-2.8295524870842864e-15,4.5174868565089005e-15,1.9497698182107137e-15,2.9153408930885061e-11,1.0929097258062507e-16,8.9616798250083753e-30,1.1396817228922569e-21,3.4644672950079027e-29,1.1761025109157499e-16,2.0522499889944676e-16,-2.4952942285363449e-19,-2.9530835766456654e-20,-6.5009624744416963e-31,-2.3219032484907584e-30,-9.193682058876072e-27,-4.5460597111708155e-32,1.5557206761487372e-40,3.6406494981336791e-26,-1.6551611455490805e-16,5.5541823345964823e-23,3.137165137879084e-17,5.6468690495646033e-12,2.1475758521224296e-21,-1.4089935210511893e-20,-1.5355977497189854e-17,-5.4765925788767597e-39,-1.5050244908569247e-22,2.1731846350680355e-24,8.5576924431053993e-31,3.4797089954120719e-36,0.88129999999999997,0.0,0.0,0.0,0.0098891520511351985,0.10880284194142288,0.00010000000000000038,4.1322836063409839e-08,3.9104891960417949e-07,2.3849731241248267e-07,4.1293377069881364e-13,1.552817588629187e-07,3.1358792670808899e-11,2.7464769925959449e-09,3.7360664109713992e-15,4.2206262690131971e-17,7.3629186240895394e-13,1.7265752002036851e-11,9.111086665361103e-09,4.0379131829191996e-10,4.6281362697315709e-20,3.698353980339875e-17,3.0299054974248527e-21,8.3703295358237511e-19,9.466066627292093e-09,2.2218192810579386e-20,1.8942043209865671e-21,2.270000014244309e-23,6.2772582716882282e-25,4.6010366563475221e-26,1.5083364852702079e-11,5.639166659724722e-12,4.5771677849131762e-15,3.1226111437524471e-15,2.8805491813107716e-17,2.6131623124182644e-18,-5.4461616024636731e-17,1.8972843416689784e-14,2.3093742805897144e-24,5.1996338492281191e-15,4.3669828527524115e-14,1.3385119176338942e-14,2.3508876446393823e-17,1.8201525372158054e-17,4.9504125864375608e-17,4.4594095191936242e-23,1.8872151410387986e-20,8.5751658578507385e-21,3.0224218443414804e-28,1.7715873534585798e-24,1.7062952606269335e-28,1.9617518351160559e-25,5.1940127842198636e-22,2.5072384523057556e-14,1.2504885624369494e-19,6.7947551255177275e-25,6.7041545750343717e-30,2.8680038613667093e-19,2.0048495699439939e-15,4.0788256219395187e-19,2.5293900908462417e-23,6.3918759785178963e-26,1.9303240556401739e-22,1.9746745612136506e-21,3.115816690573755e-30,6.3463234793196921e-30,6.9545449377540068e-37,4.9748542759238814e-29
4.460210144979063e-10,0.0020476491124629733,1.3931554470600346e-19,-2.7360063191031507e-15,5.6952456373307373e-15,1.9654829246958634e-15,2.9300098455926848e-11,1.1037546255327747e-16,9.0357919909018521e-30,5.5900607988643878e-23,3.4874065258009753e-29,1.0469173051973708e-16,1.9140010291171368e-16,-2.351138921026396e-19,-2.9504098685655037e-20,-7.1868163558145517e-31,-2.3281121747377803e-30,-9.1970428609899964e-27,-4.5947995063190166e-32,1.5398723232892797e-40,3.6688857447391974e-26,-1.5210088967189856e-16,5.5824726664669241e-23,3.1304021307764138e-17,5.6852443690735028e-12,2.1680125213740552e-21,-1.4001464337149484e-20,-1.5099069465715694e-17,-5.4358959396715688e-39,-1.5636635693830106e-22,2.1832584007215646e-24,8.6269679127667749e-31,3.4331048545293327e-36,0.88129999999999997,0.0,0.0,0.0,0.0098891498278965342,0.10880284141433806,0.00010000000000000037,4.1431119757196524e-08,3.9207366123699514e-07,2.3900951027484905e-07,4.1401586019633882e-13,1.5580145993742182e-07,3.1358785896555067e-11,2.7537066786285756e-09,3.7485703815671188e-15,4.2317364316871881e-17,7.4239106434331145e-13,1.7357981188836626e-11,9.1350044577126148e-09,4.059104853314632e-10,4.6427523126787618e-20,3.725485654467508e-17,3.0527610346725325e-21,8.452746882259733e-19,9.490916328471853e-09,2.2486343259149994e-20,1.9212472305014976e-21,2.30273082064707e-23,6.3832705927481532e-25,4.6791464756694423e-26,1.5143102525596991e-11,5.6774895383487136e-12,4.6082908916020341e-15,3.1438987746251979e-15,2.8873876040024159e-17,2.6433309563692068e-18,-5.4412667932025178e-17,1.9070606691915207e-14,2.342919683235538e-24,5.2159508085299472e-15,4.3852696952938853e-14,1.3474928534334392e-14,2.3666782756181807e-17,1.8323795208868131e-17,4.9849599651361509e-17,4.4905303312138105e-23,1.8982369645852086e-20,8.6371674071016765e-21,3.044275052250174e-28,1.781947257312563e-24,1.7186323955303863e-28,1.9752671274235451e-25,5.2357294225242434e-22,2.5198086527381709e-14,1.2567579911866939e-19,6.8658429624248831e-25,6.774299124042331e-30,2.8823829262727031e-19,2.0203330478256245e-15,4.106147321518152e-19,2.5463334607308587e-23,6.4346915823821139e-26,1.9432579366376579e-22,1.992925863216601e-21,3.1600288494573873e-30,6.4378323868109157e-30,7.0499222219835731e-37,5.0064007183609184e-29
