Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832)
8.087244225926716e-09,0.002727594186083389,1.2356014975393092e-19,9.804625134174376e-15,2.9863340671568388e-16,-9.8366959875675496e-16,1.9672079605758166e-10,1.2234083303255459e-14,-2.1271761759096534e-35,-1.0337531943881004e-29,2.1828223065205118e-30,-4.1584379663346171e-15,-9.534103106301401e-21,4.7067741859366538e-18,-2.9223086206722833e-18,5.5064452341984334e-30,-4.1499207706303452e-29,2.5591230842760544e-26,1.7955129442410995e-29,3.4740735340578683e-42,5.7876138602492759e-29,3.5323594192866506e-16,1.7093171209146622e-38,1.7283272786730355e-15,-1.6527280326678771e-32,-9.8913790652236386e-31,-4.8511948792459349e-19,-1.0958990941869478e-15,-1.7222642830914236e-43,1.0465181935229651e-19,5.8699969212581167e-23,2.3705655083189388e-28,4.4704316476994997e-33,0.88129999999999997,0.0,0.0,0.0,0.0098885893362236372,0.1088025425850119,9.999999999999434e-05,1.1128670708128958e-07,6.4001288612729027e-07,1.9566107799306107e-07,9.3806075812183963e-13,4.5080393333058167e-07,1.3410610252152797e-12,6.3759123436419255e-09,1.8958939232365108e-14,1.6238227569091011e-16,3.745436941065815e-11,1.7348197908437957e-10,6.3100249007482837e-09
8.200133943058123e-09,0.002727594168219294,1.2723045503027911e-19,1.0095776481550721e-14,2.9079734507785066e-16,-9.7754014234303589e-16,2.0218256859816088e-10,1.2917921417067937e-14,-2.2901149919229536e-35,-3.1051099520852523e-30,2.1370432596565034e-30,-4.1528132145936821e-15,-7.9444252190017052e-21,4.8237528809185262e-18,-2.9627738192253546e-18,5.5260508318636481e-30,-4.2307313702106007e-29,2.77115818203288e-26,1.8035717206412917e-29,4.0995064564394134e-42,5.7926345773563943e-29,3.4295112907317272e-16,1.7193762225184935e-38,1.7358179649868422e-15,-1.6793644483942666e-32,-1.0140420932756253e-30,-4.8511977083105425e-19,-1.0992335275373698e-15,-1.4501510344151198e-43,1.0583955737681862e-19,5.99886059787982e-23,2.4839650798622671e-28,4.4704368619144806e-33,0.88129999999999997,0.0,0.0,0.0,0.00988856965024827,0.10880253602954687,9.9999999999994218e-05,1.1283838377589529e-07,6.4894249682668217e-07,1.9822233695898279e-07,9.5114875263241195e-13,4.5726334771733963e-07,1.3410585253419938e-12,6.4649111416331617e-09,1.9230595367422062e-14,1.6464890466863308e-16,3.9030387691710294e-11,1.7881537784758571e-10,6.3981179473562108e-09
8.31302366018953e-09,0.002727594150355299,1.3079338963506886e-19,1.0378415037999538e-14,2.9287549123316799e-16,-9.7151253376893978e-16,2.0771903071233408e-10,1.3630012433114133e-14,-2.2747192423485048e-35,-3.2581232687510065e-30,2.0922298095404019e-30,-4.1473508401938449e-15,-6.619175101303534e-21,4.9406047413944182e-18,-3.0031941709103029e-18,5.5451858518187187e-30,-4.3115109421581603e-29,2.9925761105622387e-26,1.8124838171578296e-29,4.6258011349326158e-42,5.7973673911742439e-29,3.3296568988655515e-16,1.729085299887287e-38,1.7430905950765652e-15,-1.7066664437929405e-32,-1.0391510304398468e-30,-4.8512000668684637e-19,-1.1025472544114447e-15,-1.2228158324876063e-43,1.0700821155997329e-19,6.1282536220451621e-23,2.6010255016062462e-28,4.4704412089467492e-33,0.88129999999999997,0.0,0.0,0.0,0.0098885499644285873,0.10880252947404373,9.9999999999994096e-05,1.1439001169661171e-07,6.5787197527180966e-07,2.0078356512090166e-07,9.6423655189311629e-13,4.6372268331849859e-07,1.3410560254894808e-12,6.5539086121090045e-09,1.9502248189084132e-14,1.6691549983708107e-16,4.0649941776058984e-11,1.842416779032032e-10,6.4862108180756925e-09
8.538803094452344e-09,0.0027275941146276054,1.3781756765111127e-19,1.0935633788335124e-14,3.0647723277500096e-16,-9.5975299641329334e-16,2.1901601938054999e-10,1.5141772094085669e-14,-1.9415678563179233e-35,-1.5833018075792947e-29,2.0054277045388944e-30,-4.1368963303051832e-15,-4.6137768649371851e-21,5.1739445322664707e-18,-3.083905857762636e-18,5.5824974344679793e-30,-4.472944296163166e-29,3.4644896581964979e-26,1.8330674809051686e-29,5.4680486387156799e-42,5.8060271449204718e-29,3.1386156732128085e-16,1.7474918086301017e-38,1.7570045335430052e-15,-1.7632870858325545e-32,-1.0899732347473515e-30,-4.8512036357008803e-19,-1.1091138622580079e-15,-8.763171181706644e-44,1.0928867666062527e-19,6.3885693120317225e-23,2.8463515133555121e-28,4.4704477866279542e-33,0.88129999999999997,0.0,0.0,0.0,0.0098885105932570664,0.10880251636292276,9.9999999999993865e-05,1.1749312122170444e-07,6.7573053327299486e-07,2.0590592826633982e-07,9.9041156154852127e-13,4.7664111623074738e-07,1.3410510258468845e-12,6.7318995493293316e-09,2.0045543810918237e-14,1.7144858820660619e-16,4.4021816145490635e-11,1.9537487261241003e-10,6.6623960318543863e-09
8.764582528715158e-09,0.0027275940789003124,1.450076073514911e-19,1.1506013708354557e-14,3.0910610852363712e-16,-9.4837012442838709e-16,2.3061174726070745e-10,1.6775514767678023e-14,-1.5388154609247114e-35,-1.5622452186362284e-29,1.9222621755125203e-30,-4.1270385612171678e-15,-3.2300360063270064e-21,5.4068281254136227e-18,-3.1644554074858629e-18,5.6185131381784803e-30,-4.6341517576495976e-29,3.976894655186167e-26,1.8577073511422994e-29,6.1470651941220207e-42,5.813714739259614e-29,2.9585701285902981e-16,1.7646186133934936e-38,1.7701175788113628e-15,-1.8226326690219527e-32,-1.1415832194447916e-30,-4.851206097882555e-19,-1.1156016169888559e-15,-6.3238068863021471e-44,1.1149415558650477e-19,6.6508200551285094e-23,3.1070250866186396e-28,4.4704523246551713e-33,0.88129999999999997,0.0,0.0,0.0,0.0098884712227107919,0.10880250325164861,9.9999999999993635e-05,1.2059603566809205e-07,6.9358855552365674e-07,2.1102816577155881e-07,1.0165857803354674e-12,4.8955922788567729e-07,1.3410460262877221e-12,6.9098851093947568e-09,2.0588825922004569e-14,1.7598153963029252e-16,4.7574662028172124e-11,2.0688565289816281e-10,6.8385805420953458e-09
8.990361962977973e-09,0.0027275940431734135,1.5234478962200203e-19,1.2088070668410774e-14,3.0631478108637937e-16,-9.3734342650794818e-16,2.4250619398243935e-10,1.8537868118924519e-14,-1.2465683931162967e-35,-1.1057457146959727e-29,1.8425767784198124e-30,-4.117741655776973e-15,-2.2519706475390176e-21,5.6392874055087921e-18,-3.2448545320217549e-18,5.6527099216558135e-30,-4.7950651816258727e-29,4.5319870623658491e-26,1.8869042298483709e-29,6.7031698343049533e-42,5.8205466008418253e-29,2.7888559271327228e-16,1.7805486913905328e-38,1.782478122927612e-15,-1.8847471355885492e-32,-1.1939589803168465e-30,-4.8512078386099828e-19,-1.1220132037966924e-15,-4.5522423970852367e-44,1.1362575724903178e-19,6.9148821495389058e-23,3.3835528360547285e-28,4.470455532976461e-33,0.88129999999999997,0.0,0.0,0.0,0.0098884318527916182,0.10880249014022081,9.9999999999993405e-05,1.2369875504790714e-07,7.1144603714127748e-07,2.1615027589100661e-07,1.0427592010978293e-12,5.0247701388142556e-07,1.34104102681225e-12,7.0878652436415623e-09,2.1132094337219088e-14,1.8051435286876842e-16,5.1313395059603608e-11,2.1877832405826811e-10,7.0147643488101532e-09
9.216141397240787e-09,0.00272759400744691,1.5973009834640507e-19,1.2673952165133979e-14,3.0640640235244099e-16,-9.2665399977364943e-16,2.5469934265580156e-10,2.0435597721478726e-14,-1.0138347522988195e-35,-1.2731383271842742e-29,1.7662234892223764e-30,-4.108972420935659e-15,-1.5514946147915567e-21,5.8713509602179982e-18,-3.3251140525509574e-18,5.6850678247260646e-30,-4.9556226588813909e-29,5.132018696222535e-26,1.9212004655865084e-29,7.1157197005533956e-42,5.8266222715925925e-29,2.6288597653670553e-16,1.7953599506896028e-38,1.7941308398987403e-15,-1.9496726864639156e-32,-1.2470793727450853e-30,-4.8512090857036586e-19,-1.1283510974267321e-15,-3.252156406146049e-44,1.1568471234380899e-19,7.1806413997716777e-23,3.6764365232098773e-28,4.4704578314848117e-33,0.88129999999999997,0.0,0.0,0.0,0.0098883924835013806,0.10880247702863889,9.9999999999993174e-05,1.268012793731798e-07,7.2930297327866149e-07,2.2127225689393954e-07,1.0689318167312415e-12,5.1539446985377355e-07,1.3410360274207053e-12,7.2658399037571277e-09,2.1675348873020828e-14,1.850470266916041e-16,5.5242888902806196e-11,2.3105715468972897e-10,7.1909474520103395e-09
9.543562778603746e-09,0.0027275939556376597,1.7049992047735747e-19,1.3528341544636764e-14,3.0962824161141138e-16,-9.1171798144411631e-16,2.729122796913218e-10,2.3442071558166288e-14,-6.8594747629054821e-36,-1.5073573037957926e-29,1.6611469141135244e-30,-4.0971342759817441e-15,-9.1764919678977238e-22,6.2072327578103518e-18,-3.4412760766741508e-18,5.7294350699933643e-30,-5.1877200832779633e-29,6.086672571661907e-26,1.9812130684782251e-29,7.4725849458659939e-42,5.8342443224941628e-29,2.4130203294257086e-16,1.8149910623073246e-38,1.8098506119172956e-15,-2.0488996621807443e-32,-1.3253970292393471e-30,-4.8512102142010779e-19,-1.1374156552275921e-15,-2.0286291250390796e-44,1.1854432743442634e-19,7.5688547329753342e-23,4.1312151411494174e-28,4.4704599114107477e-33,0.88129999999999997,0.0,0.0,0.0,0.0098883353919671339,0.1088024580141778,9.9999999999992836e-05,1.3130015930202324e-07,7.5519781070085198e-07,2.2869983124655107e-07,1.1068854411938291e-12,5.3412654336732498e-07,1.3410287775402606e-12,7.5239258186090951e-09,2.246314206720737e-14,1.9161998078255608e-16,6.1289866080167129e-11,2.4955815018688217e-10,7.4464438528299141e-09
9.870984159966706e-09,0.0027275939038292323,1.8137929453265692e-19,1.4391435440572523e-14,3.1435621196989808e-16,-8.9740731248567785e-16,2.9175331466726575e-10,2.6768755207364388e-14,-4.2432282217853979e-36,-9.5644920049342902e-30,1.5624013972369728e-30,-4.0862595316363219e-15,-5.5410535097337038e-22,6.5424082684905215e-18,-3.5571921842066271e-18,5.7708130506357515e-30,-5.4187977566158577e-29,7.1477424516236789e-26,2.0551184207927452e-29,7.6180983375471432e-42,5.8406603955420616e-29,2.2149195590926767e-16,1.8326174657238012e-38,1.8242783752707245e-15,-2.1542366789600901e-32,-1.405181353045916e-30,-4.8512108615634421e-19,-1.1463361948168956e-15,-1.2893759996407392e-44,1.2125841994791545e-19,7.9601347850072551e-23,4.6228868868346347e-28,4.4704611045606118e-33,0.88129999999999997,0.0,0.0,0.0,0.0098882783017646587,0.10880243899939038,9.9999999999992497e-05,1.3579862908540793e-07,7.8109147685081995e-07,2.361271254406905e-07,1.1448373371076642e-12,5.528579010877884e-07,1.3410215278375746e-12,7.7819999808976979e-09,2.3250905158111259e-14,1.9819263555822383e-16,6.7762300923119518e-11,2.6889251839416067e-10,7.7019387741954593e-09
9.999999999999999e-09,0.0027275938520216255,1.8569937398289588e-19,1.4734164121429904e-14,3.1621607375174605e-16,-8.9193020580886981e-16,2.9934985850913842e-10,2.8172320598239515e-14,-3.4361872753619182e-36,-7.410802978215284e-30,1.5251487919625616e-30,-4.0822217959489555e-15,-4.6004662614073929e-22,6.6743001868521278e-18,-3.6028054080233431e-18,5.7863658455931389e-30,-5.5095382102511013e-29,7.596682808111403e-26,2.0885172862126851e-29,7.6295842836536283e-42,5.8428988013712472e-29,2.1414138958727947e-16,1.8390536840343733e-38,1.8296318013555204e-15,-2.1974460106632986e-32,-1.4370097352079381e-30,-4.8512110290485241e-19,-1.1498129598175522e-15,-1.0879893057485409e-44,1.2228891509780478e-19,8.1150961788971263e-23,4.8270793734646696e-28,4.4704614132517549e-33,0.88129999999999997,0.0,0.0,0.0,0.009888255806531604,0.10880243150678802,9.9999999999992361e-05,1.3757107587922503e-07,7.9129419092880269e-07,2.3905366932000082e-07,1.1597912743491211e-12,5.6023853258023564e-07,1.3410186712420715e-12,7.8836872550254399e-09,2.3561303857665522e-14,2.0078241572836374e-16,7.043267733192302e-11,2.7674260355562999e-10,7.8026125870281481e-09
1.0198405541329666e-08,0.0027275938520216255,1.9238247857489648e-19,1.5264364649037793e-14,3.1868868250601832e-16,-8.8367664521934426e-16,3.1122239681848653e-10,3.043748642365966e-14,-2.4806164056839991e-36,-6.120641124070559e-30,1.4696121911949265e-30,-4.0762692908232028e-15,-3.4658080085188789e-22,6.8769443497459228e-18,-3.6728880871047127e-18,5.8095183170147247e-30,-5.6487077885548845e-29,8.3225893706599061e-26,2.1450237151213818e-29,7.6079062973601247e-42,5.8460596719490304e-29,2.0331031777070443e-16,1.8484279281645275e-38,1.8375200602257143e-15,-2.2657960737992897e-32,-1.4863760365060199e-30,-4.8512112310300659e-19,-1.1551186709248567e-15,-8.3774839956436535e-45,1.2383160981262239e-19,8.3542108031658847e-23,5.1529271549103961e-28,4.4704617855237272e-33,0.88129999999999997,0.0,0.0,0.0,0.00988822121289935,0.10880241998427528,9.9999999999992158e-05,1.4029668875883732e-07,8.0698395745146443e-07,2.435541343704164e-07,1.1827874835473554e-12,5.7158853013920506e-07,1.3410142783133612e-12,8.0400622483300236e-09,2.4038637604223025e-14,2.0476498739467974e-16,7.4674572166444509e-11,2.8907285352810511e-10,7.9574322161413578e-09
1.0853248304055585e-08,0.002727593748408858,2.1475723518822805e-19,1.7039489275355161e-14,3.2604933851215978e-16,-8.5779428793873929e-16,3.5204448931854028e-10,3.8893128178557243e-14,-7.2369844997557609e-37,-1.1867626577519387e-29,1.3005267324809172e-30,-4.0586626822494131e-15,-1.7907344340530291e-22,7.5443296239366652e-18,-3.9037104447192221e-18,5.8794497377029434e-30,-6.1044803524032117e-29,1.10448341650989e-25,2.3826581698311601e-29,7.2834322855213238e-42,5.8544027517838484e-29,1.7131725154342117e-16,1.8752705584767552e-38,1.8608203984636031e-15,-2.5080077967749003e-32,-1.6527831171405761e-30,-4.8512115292779343e-19,-1.1722908000898432e-15,-4.2112562866223096e-45,1.2857503448283451e-19,9.1497917889376131e-23,6.3340204416909684e-28,4.4704623352258688e-33,0.88129999999999997,0.0,0.0,0.0,0.0098881070392018867,0.10880238195305678,9.9999999999991494e-05,1.4929157791839755e-07,8.5876530467854271e-07,2.5840727593685429e-07,1.2586824439836061e-12,6.0904755053994742e-07,1.3409997798033279e-12,8.5561505272817755e-09,2.561400838799564e-14,2.1790876769891564e-16,8.9876352218447768e-11,3.3202198980182276e-10,8.4684146619131238e-09
1.1508091066781504e-08,0.0027275936447993263,2.3758200033976925e-19,1.8850371675887686e-14,3.3124353334220382e-16,-8.3376923035049975e-16,3.9537812667435346e-10,4.8997599266778094e-14,-2.6807453424666871e-37,-6.9886653709224135e-30,1.1512683165414189e-30,-4.0437911304174833e-15,-1.0120393102872536e-22,8.2098164289714614e-18,-4.1339138026466939e-18,5.9406475650970716e-30,-6.5539855109384203e-29,1.4317585236976976e-25,2.7153696086019668e-29,6.7447176339986447e-42,5.8603244575545664e-29,1.4435903479768737e-16,1.8967690351348335e-38,1.8804536548022793e-15,-2.7763602156864693e-32,-1.8242047594813659e-30,-4.8512116679761356e-19,-1.1889723454426551e-15,-2.2384966313479153e-45,1.3281446749386342e-19,9.9538034971153383e-23,7.6862783453062133e-28,4.4704625908622823e-33,0.88129999999999997,0.0,0.0,0.0,0.0098879928709180234,0.10880234392051165,9.999999999999083e-05,1.5828482706565927e-07,9.1054173780974592e-07,2.7325921497637425e-07,1.3345701545787176e-12,6.4650350125548808e-07,1.3409852820160389e-12,9.0721895135754675e-09,2.7189250073564884e-14,2.3105129261354015e-16,1.0701057812421853e-10,3.7850661667444469e-10,8.9793911904237626e-09
1.2162933829507423e-08,0.0027275935411930014,2.6093290373660192e-19,2.0703050787306467e-14,3.4225768557097549e-16,-8.1134626639717368e-16,4.412228427723366e-10,6.0950880081932874e-14,-1.1007433033011295e-37,-1.6639519650609348e-29,1.0195159207119553e-30,-4.0312136621402952e-15,-3.4141233704516915e-23,8.8737544443022011e-18,-4.3636420725009517e-18,5.9930977702738975e-30,-6.9962423269246387e-29,1.8209375456449416e-25,3.1685675167649289e-29,6.1459672153529525e-42,5.8645786741913147e-29,1.2162386715789024e-16,1.9139670600867722e-38,1.8970111353294857e-15,-3.0716177023733e-32,-2.0002583976024901e-30,-4.8512117876221433e-19,-1.2051980605580977e-15,-8.1139135281352361e-46,1.3659018813123828e-19,1.0764734853126571e-22,9.2214239987452862e-28,4.4704628113833962e-33,0.88129999999999997,0.0,0.0,0.0,0.0098878787080910226,0.10880230588662919,9.9999999999990166e-05,1.6727643648555816e-07,9.6231314231658101e-07,2.8810991053278314e-07,1.4104504474732124e-12,6.8395627900550661e-07,1.3409707849573861e-12,9.5881780657574342e-09,2.8764358317389785e-14,2.4419253306791365e-16,1.2619258381073616e-10,4.2862776232573942e-10,9.4903618019539946e-09
1.347261935495926e-08,0.002727593333989851,3.0907091479867865e-19,2.452252462276236e-14,3.538544284322069e-16,-7.7057783177024705e-16,5.4044359737549742e-10,9.1296520214702248e-14,-2.1990322291240017e-37,-1.2798613383234229e-29,8.0127361099934781e-31,-4.0116918395932759e-15,-1.5656887744700828e-23,1.0197909055922658e-17,-4.8220822643205962e-18,6.0778688368949308e-30,-7.8551770575185068e-29,2.8159503558229093e-25,4.5775571116981186e-29,4.8201242396402018e-42,5.8694040971680777e-29,8.652366769569994e-17,1.9382808568619191e-38,1.9225732888955855e-15,-3.7454724380519285e-32,-2.3649525563870825e-30,-4.8512118207954267e-19,-1.2363865190084133e-15,-4.4102466543429686e-46,1.4291979583933834e-19,1.240307830478204e-22,1.2886919185656853e-27,4.4704628725303506e-33,0.88129999999999997,0.0,0.0,0.0,0.0098876503989806172,0.10880222981480976,9.9999999999988838e-05,1.8525473728330137e-07,1.0658404074181852e-06,3.1780740741859445e-07,1.5621881088334674e-12,7.5885190260793742e-07,1.3409417930493487e-12,1.061999930274417e-08,3.1914157110697565e-14,2.7047104433302949e-16,1.7116113338103122e-10,5.401836337194922e-10,1.0512285275214395e-08
1.4782304880411098e-08,0.0027275931267991696,3.605858077159795e-19,2.8610103994111119e-14,3.8626618212916626e-16,-7.3411384014688581e-16,6.4970262755502241e-10,1.3176749625299118e-13,-3.7399055899968464e-37,6.0326997507481694e-29,6.3201911428130811e-31,-3.997746883775686e-15,-1.3782388868730283e-23,1.1518537730743115e-17,-5.2798002262587408e-18,6.1272235424077687e-30,-8.6732903544269916e-29,4.1534094815757846e-25,6.9247015928186481e-29,3.7717775718321637e-42,5.8716480045419329e-29,6.169042563980578e-17,1.9534492836606575e-38,1.9406579412806449e-15,-4.5346343532543069e-32,-2.7443431008432991e-30,-4.8512118229091155e-19,-1.2660551671288879e-15,-4.4717467325971225e-46,1.4787365476732038e-19,1.4056771895265646e-22,1.7423176863290198e-27,4.4704628764321704e-33,0.88129999999999997,0.0,0.0,0.0,0.0098874221122164686,0.10880215373751362,9.9999999999987509e-05,2.0322648259138572e-07,1.1693461843129365e-06,3.4749943914173623e-07,1.7138940860097263e-12,8.3373359560579506e-07,1.3409128041261342e-12,1.1651605112206885e-08,3.5063370040664312e-14,2.9674406907162276e-16,2.2570410719867672e-10,6.6749741435327678e-10,1.1534185083986426e-08
1.6091990405862937e-08,0.0027275929196207216,4.1438993443441241e-19,3.2879521582701775e-14,3.928610704503735e-16,-7.0096363456733424e-16,7.6899579660212448e-10,1.8438215531519571e-13,3.1374324899202838e-37,-8.8315628201634309e-29,5.0093205415170856e-31,-3.9877017448380044e-15,-7.2446457380504022e-24,1.2836794523313845e-17,-5.7373457693571281e-18,6.1656401147971269e-30,-9.441962901892496e-29,5.9041173565650392e-25,1.0629700165405337e-28,2.758051533361624e-42,5.8727307424240617e-29,4.4037311554825912e-17,1.9629511534826815e-38,1.9535133958087172e-15,-5.4434632717923447e-32,-3.136265062787607e-30,-4.8512118329264954e-19,-1.2943574956034228e-15,-1.9700897282083739e-46,1.5171726981287927e-19,1.5720073652928611e-22,2.2921842990734209e-27,4.47046289490216e-33,0.88129999999999997,0.0,0.0,0.0,0.009887193848144335,0.10880207765465562,9.9999999999986208e-05,2.2119167468943187e-07,1.2728295576857016e-06,3.7718567846233123e-07,1.8655670374709473e-12,9.0860053279875513e-07,1.3408838182346318e-12,1.2682986371691989e-08,3.8211962402792418e-14,3.2301137495226726e-16,2.9074300318434168e-10,8.1137644378727612e-10,1.2556061230597153e-08
1.7401675931314775e-08,0.0027275927124542636,4.6938023554360304e-19,3.7243367659856923e-14,3.9743043913408607e-16,-6.704340142909515e-16,8.983186023256481e-10,2.5134835146700269e-13,2.937658132288375e-37,-1.2269234530103842e-30,3.9969324687473438e-31,-3.980402955914704e-15,-1.6273128301647611e-24,1.4153412955378988e-17,-6.1950982884406649e-18,6.1913658696619536e-30,-1.0151589928485083e-28,8.1460710066547237e-25,1.6243827074236833e-28,2.06030290797542e-42,5.87327205032024e-29,3.1441249477768789e-17,1.9689423250903182e-38,1.9626859491677907e-15,-6.4756787087619645e-32,-3.5388806384763481e-30,-4.8512118422179171e-19,-1.3214112468070503e-15,3.4363452058198757e-47,1.5468901138126258e-19,1.7389036516051602e-22,2.9473736616509896e-27,4.4704629120345821e-33,0.88129999999999997,0.0,0.0,0.0,0.0098869656071097125,0.10880200156615101,9.9999999999984894e-05,2.3915031585689527e-07,1.3762896128403396e-06,4.0686579837974593e-07,2.0172056225962862e-12,9.8345188959299194e-07,1.3408548354217017e-12,1.3714133964912834e-08,4.135989951809112e-14,3.4927272980059732e-16,3.671986383877624e-10,9.7262753124300507e-10,1.3577913717410248e-08
1.8711361456766614e-08,0.0027275925052995635,5.2486010583124046e-19,4.1646403269892737e-14,3.994635911382144e-16,-6.4203592314388515e-16,1.037666239995112e-09,3.3506222521304673e-13,1.1820880843115595e-37,-1.1973078672490425e-29,3.2189844574272544e-31,-3.9750562916006171e-15,2.7927724774814173e-25,1.5468859587033486e-17,-6.6533193726011297e-18,6.2092867016794116e-30,-1.0791370910064518e-28,1.0964448539166086e-24,2.4472819959699302e-28,1.5355886436986705e-42,5.8735427206739833e-29,2.2440381835922117e-17,1.9727297938434721e-38,1.9692402924932288e-15,-7.6344582619396822e-32,-3.950628293486566e-30,-4.8512118457400386e-19,-1.3473091714384557e-15,8.9338534849671276e-47,1.5697482755165634e-19,1.9060944785780984e-22,3.7168734683609393e-27,4.4704629185338345e-33,0.88129999999999997,0.0,0.0,0.0,0.0098867373894578007,0.10880192547191515,9.9999999999983579e-05,2.5710240837307004e-07,1.4797254357651213e-06,4.365394721446996e-07,2.1688085017709746e-12,1.0582868420322571e-06,1.3408258557341627e-12,1.4745038782430318e-08,4.4507146734383554e-14,3.7552790161664085e-16,4.5599111519674336e-10,1.1520569267434948e-09,1.4599742546825805e-08
2.0021046982218452e-08,0.002727592298156381,5.8080263500463444e-19,4.6086532068352307e-14,3.9898717696018161e-16,-6.1540133641204224e-16,1.1870335950371422e-09,4.3808342898098007e-13,9.4920920254701724e-38,-7.9724555112728942e-30,2.624223349033851e-31,-3.9710805246862682e-15,-1.7706125194241777e-25,1.6783457370713082e-17,-7.1122006557030377e-18,6.2205568689299919e-30,-1.1349378950097197e-28,1.4450639611654425e-24,3.6181228021520476e-28,1.2725460056691151e-42,5.873688214985628e-29,1.5964889467590933e-17,1.9751669088877386e-38,1.9739555756513505e-15,-8.9225787311203926e-32,-4.3701506993194794e-30,-4.8512118456620971e-19,-1.3721287836754884e-15,4.9745079228789741e-47,1.5872557309771315e-19,2.0733812812875147e-22,4.6096029930500064e-27,4.4704629183979086e-33,0.88129999999999997,0.0,0.0,0.0,0.0098865091955334886,0.1088018493718636,9.9999999999982265e-05,2.7504795451711516e-07,1.58313611309951e-06,4.6620637323814354e-07,2.3203743363376148e-12,1.1331045667446555e-06,1.3407968792187921e-12,1.5775691721314437e-08,4.7653669424068272e-14,4.0177665856620019e-16,5.5803988191219265e-10,1.3504703664274257e-09,1.5621547721275538e-08
2.133073250767029e-08,0.002727592091024482,6.3682453601970848e-19,5.0533298499208068e-14,4.0747041926350912e-16,-5.9027785598851222e-16,1.3464152433160038e-09,5.631801996880131e-13,1.1484847552675382e-37,-2.4231823113832892e-29,2.1746038291283738e-31,-3.9680954848791449e-15,-5.6135006358045181e-25,1.8097396399604572e-17,-7.5718676662575697e-18,6.2289424502796187e-30,-1.1812241951090176e-28,1.8703941695969383e-24,5.2462618972885299e-28,8.8595148419977147e-43,5.8737552541087006e-29,1.1315018267617451e-17,1.9767183813899559e-38,1.9773414140335208e-15,-1.0342368316148641e-31,-4.7963185333232436e-30,-4.8512118459651143e-19,-1.3959328176356928e-15,3.4928295817336725e-47,1.6005637464345828e-19,2.2406344048494182e-22,5.6344050207474771e-27,4.4704629189641946e-33,0.88129999999999997,0.0,0.0,0.0,0.0098862810256813566,0.10880177326591217,9.999999999998095e-05,2.9298695656801855e-07,1.6865207322506954e-06,4.9586617544699538e-07,2.4719017887669974e-12,1.2079042411339631e-06,1.340767905922325e-12,1.6806083686302478e-08,5.0799432992165352e-14,4.2801876901034878e-16,6.7426351863723397e-10,1.5686729022941259e-09,1.664332924323155e-08
2.264041803312213e-08,0.0027275918839036258,6.9062896904807673e-19,5.4804558767251888e-14,3.7677855412099916e-16,-5.6648073947762218e-16,1.5158056686252266e-09,7.1331485603682054e-13,4.767752293384201e-38,-3.1870342215848309e-29,1.8408123958735958e-31,-3.9658347438762904e-15,-4.5327756069471033e-25,1.9410790009703969e-17,-8.0324085420533431e-18,6.2458802331809006e-30,-1.2165253804914788e-28,2.3830978463663234e-24,7.4663276764603601e-28,3.4607423511581954e-43,5.8737365080687206e-29,8.0003713405483482e-18,1.9776695055303219e-38,1.9797549388772062e-15,-1.1895815910446525e-31,-5.2281741742928464e-30,-4.8512118476019939e-19,-1.4187751151697479e-15,2.5295214116016526e-47,1.6106259552932324e-19,2.4077631741575133e-22,6.8000655905056785e-27,4.4704629219889863e-33,0.88129999999999997,0.0,0.0,0.0,0.0098860528802458183,0.10880169715397654,9.9999999999979635e-05,3.1091941680461071e-07,1.7898783812622143e-06,5.2551855286000764e-07,2.6233895224655209e-12,1.2826850433693829e-06,1.3407389358914738e-12,1.7836205588510955e-08,5.394440287588559e-14,4.5425400147262681e-16,8.0557974928122921e-10,1.8074689088426739e-09,1.7665087115203576e-08
