Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133)
1.7375489302652605e-12,0.0022433015028756665,1.7079920032121502e-21,3.6467926034194035e-17,-1.4265491380138843e-15,2.9296947852080407e-21,2.105990935849801e-14,9.4334033352026911e-23,-2.0096617893843637e-31,-4.6993019040155465e-18,9.9637848955854446e-36,4.6989407017118698e-18,2.0485298358732729e-30,-2.0953932129791778e-18,3.5796843125636278e-25,-2.0148627518655371e-31,-2.1132649038062768e-36,-5.8457165306792555e-29,-7.9034532984810549e-38,4.4707769079724246e-43,1.2204534932078563e-29,-5.7607403457295229e-29,4.7663084386312792e-24,7.15353000279594e-24,1.1771479704525501e-16,2.1742882223787693e-27,2.3661842364477801e-31,1.2423183339113637e-25,-4.6441847428675765e-43,-3.4756532228339824e-38,2.4392691233291933e-28,3.3484563111660405e-37,-4.1468439865899348e-48,0.88129999999999997,0.0,0.0,0.0,0.009889970465708867,0.10880299992638837,0.00010000000000000219,1.125765968549772e-09,1.2145182745028588e-08,1.2113441491096738e-08,6.3863306090877428e-15,5.2644324840746485e-11,1.2616988681069153e-09,2.0939814447302501e-11,7.3507903493992801e-19,1.9745687951580926e-19,3.3092901426062012e-19,4.9788729160204411e-15,1.1733969692366722e-09,1.1756844150991325e-13,1.0249884355218836e-21,3.7716594524642227e-22,3.5253540074576275e-24,1.1376278870973573e-23,1.6410537706070911e-09,2.1472023293701228e-27,7.7732814132624756e-31,4.5541689337406914e-32,4.5285988057470866e-36,1.2633791029358022e-36,3.5654933465529041e-14,1.1765723609537829e-16,4.3497293672654329e-20,1.4068307468106862e-20,1.5204673781054498e-16,1.1770054703833894e-25,3.5368929553882649e-22,7.47808419406069e-17,8.155521165470911e-34,1.9327079118190519e-15,3.116724165345087e-16,7.1626974169313995e-19,3.9739992040663686e-22,2.8796448287817724e-22,6.0627931687397735e-23,1.485356699789434e-29,1.1497554543371853e-22,3.3377485271620242e-25,6.6509015066459288e-33,2.468977660473882e-26,3.7982379505819951e-33,1.7628274041844296e-26,6.1996521011730365e-25,2.1772091622079025e-18,9.0783631182980775e-24,3.9655840233417184e-30,6.296201645937215e-35,1.9129714880136424e-23,1.2366876706761062e-21,6.1657260708140301e-23,2.1075789252134884e-27,5.1818881828572099e-29,1.4156424385709599e-26
1.7520236411858016e-12,0.002243301502873077,1.6850613326074885e-21,3.5965971196649812e-17,-1.8123007320939308e-15,2.945331219433977e-21,2.1319967533910117e-14,9.6308573131505306e-23,-1.9786352829095749e-31,-6.0651363985726483e-18,1.1966172019667118e-35,6.0647487108337211e-18,2.1455002858936064e-30,-2.2528148958267641e-18,3.8375842482999815e-25,-1.9842626606100584e-31,-2.3621724236890942e-36,-6.0891417798068602e-29,-8.7069208176828379e-38,4.6135975482849253e-43,1.2731452822610107e-29,-5.6098829950662336e-29,4.8660012455585438e-24,8.1563581717406098e-24,1.2067657509691316e-16,2.2475785238102129e-27,2.4663316427582665e-31,1.2649436487897048e-25,-5.1069601588947629e-43,-3.9085987875611795e-38,2.5126507780937469e-28,3.4727580539544576e-37,-4.4191014277680781e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899702198477837,0.10880299992523486,0.00010000000000000234,1.1351441727895521e-09,1.2246254211351453e-08,1.2213915763389242e-08,6.4394804501057959e-15,5.351940109626177e-11,1.2631813123199941e-09,2.1217929525667976e-11,7.4729810773695989e-19,2.0007945445691437e-19,3.3944511356573353e-19,5.0621310542454189e-15,1.1868629322705924e-09,1.1953454003258668e-13,1.0386626461145422e-21,3.8666102801191919e-22,3.5895576976959754e-24,1.1686555469679859e-23,1.65988658843396e-09,2.225173100104732e-27,8.1257660118929414e-31,4.7607345028293547e-32,4.7750599100594365e-36,1.3259751612457591e-36,3.6249587142876419e-14,1.2061740396392475e-16,4.4676715479185604e-20,1.4499164539148021e-20,1.5172924031748734e-16,1.2171531937521049e-25,3.7914608583017861e-22,7.6344903230869538e-17,8.5254631213607234e-34,1.9476407706911854e-15,3.1693801243478225e-16,7.3489573335103521e-19,4.0911487897238083e-22,2.9634963508129744e-22,6.2736696094460174e-23,1.537018787017558e-29,1.1689584800898206e-22,3.4215743948059904e-25,6.8179386569367381e-33,2.5176471111059773e-26,3.8936305469887314e-33,1.7782555152276244e-26,6.3094738260278305e-25,2.226171854212094e-18,9.2827380826446277e-24,4.0718460183448642e-30,6.467312850493533e-35,1.9560870392733519e-23,1.2756301554435467e-21,6.3260829201435919e-23,2.1626261830280488e-27,5.3167352392962764e-29,1.4542828388916051e-26
1.7664983521063428e-12,0.0022433015028704728,1.6571501179652422e-21,3.5356607369885058e-17,-2.0480680739998038e-15,2.9568526937114805e-21,2.158057056824944e-14,9.8310072190206357e-23,-2.0678544329949157e-31,1.3971834130316737e-18,1.2675665789401223e-35,-1.3975885291919161e-18,2.2036878666993607e-30,-2.3574941785137407e-18,4.0093958170043153e-25,-2.0737858128913385e-31,-2.6210259314562585e-36,-6.3481635833494858e-29,-9.5446608182238822e-38,4.1563502403063512e-43,1.3150126266337049e-29,-5.8496753861036616e-29,4.9668317988525493e-24,8.5923438041258421e-24,1.236875430879009e-16,2.3227050157203777e-27,2.5698405135590636e-31,1.2876807018335358e-25,-5.5686391152339909e-43,-4.3383581483986387e-38,2.5875601651437895e-28,3.6066163584644254e-37,-4.7195626609049354e-48,0.88129999999999997,0.0,0.0,0.0,0.009889969973987299,0.1088029999240733,0.00010000000000000246,1.144522376570912e-09,1.2347324890488013e-08,1.2314382906032542e-08,6.4926298744032685e-15,5.4401596337773269e-11,1.2646255784408677e-09,2.1496965983456953e-11,7.5961658832277422e-19,2.0271071797179686e-19,3.4810894127476397e-19,5.1460791905815257e-15,1.2003445031538606e-09,1.2151693239267976e-13,1.0523828476541931e-21,3.9631400699821405e-22,3.6543415174862737e-24,1.2002456473172959e-23,1.6787412346507432e-09,2.3052605648904393e-27,8.4909871822233615e-31,4.9747669555377741e-32,5.0326495171647555e-36,1.3911180171245174e-36,3.6849127768654847e-14,1.2362673130561237e-16,4.5877383000474053e-20,1.4939243121021139e-20,1.5157996190479892e-16,1.2583265553282674e-25,3.9612135424193664e-22,7.7926812322187866e-17,8.9087791740391933e-34,1.9624984501718148e-15,3.2224362659190319e-16,7.5383488764775779e-19,4.2105884400179522e-22,3.048958937900289e-22,6.4899309589467488e-23,1.5900000513974653e-29,1.1883200567226632e-22,3.5067874650133194e-25,6.9877400931807238e-33,2.5668142801628007e-26,3.9906017885091601e-33,1.7936785913627027e-26,6.4202423079450702e-25,2.2757809274644145e-18,9.4898141635370083e-24,4.1799818934884412e-30,6.641484959992797e-35,1.999773145316243e-23,1.3154444034891964e-21,6.489136454549518e-23,2.2186031837905573e-27,5.4538513163900287e-29,1.4936076452226781e-26
1.7890246337281623e-12,0.002243301502866389,1.6373325960223892e-21,3.4916752805135005e-17,7.0035872175816086e-17,3.0001509681753535e-21,2.198132245842036e-14,1.0147832145310156e-22,-2.3860587086468298e-31,3.4552259116596027e-17,9.6793210652425167e-37,-3.455253690232565e-17,1.894497230714584e-30,-1.5964501473802955e-18,2.7694152324505695e-25,-2.3905547886660761e-31,-3.0499378893589142e-36,-6.6892650884263523e-29,-1.0912303996585741e-37,1.8541028107601301e-43,1.2655378078942044e-29,-5.8456817007533838e-29,5.1260155268249153e-24,3.5526614237620609e-24,1.2847215672225124e-16,2.4433449144565879e-27,2.7378118463910491e-31,1.32340348377116e-25,-6.3563839115804993e-43,-5.0122905634780582e-38,2.7072171671503839e-28,3.8789064657239355e-37,-5.1288920133295437e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899695913656684,0.10880299992224972,0.0001000000000000017,1.1591172135556934e-09,1.2504616862143822e-08,1.2470720809196673e-08,6.5753440417097126e-15,5.5788668335238966e-11,1.2667995683815903e-09,2.1933020866277127e-11,7.7898488982747341e-19,2.0682263719748035e-19,3.6188909328946263e-19,5.2780961289777446e-15,1.2213553192571087e-09,1.2463444205917036e-13,1.0738249888419358e-21,4.1165359273442444e-22,3.7563149675051691e-24,1.2505384313892281e-23,1.7081259041969485e-09,2.4341974651634311e-27,9.0855152364955888e-31,5.3231873830215678e-32,5.456615872654865e-36,1.4977568073303592e-36,3.7791882168622197e-14,1.284087303691878e-16,4.7788630800243295e-20,1.5642718808439205e-20,1.5342458033818161e-16,1.3244844440540278e-25,2.7395461750119328e-22,8.0424207515081667e-17,9.5327771808926436e-34,1.9857253394561337e-15,3.3058010583822207e-16,7.8393745485445376e-19,4.4010715522709032e-22,3.1851988051132422e-22,6.837406098947622e-23,1.6751268980307805e-29,1.2187668832785414e-22,3.6421861266219675e-25,7.2575448998882341e-33,2.6443209512486592e-26,4.1446835653543987e-33,1.8177063071275176e-26,6.5945093033476165e-25,2.3542757323502085e-18,9.8174699039939418e-24,4.3520336807427108e-30,6.9186916526670015e-35,2.0688989409779829e-23,1.3791664175070746e-21,6.7483007074547069e-23,2.3075834397921392e-27,5.671792108180071e-29,1.5561811796501164e-26
1.8035333748149606e-12,0.0022433015028637373,1.658785769750238e-21,3.5370281936619436e-17,2.7164429575411015e-15,3.0634005160593934e-21,2.2237258983402007e-14,1.035532938478898e-22,-2.4470140200372619e-31,3.7822958323935585e-17,-1.3111922948390083e-35,-3.782307261596654e-17,1.4883290223587916e-30,-6.1841475083812074e-19,1.1749621679221777e-25,-2.4495819616152423e-31,-3.3446705880098571e-36,-6.8154792948761039e-29,-1.1826158308229136e-37,-1.928740156622111e-44,1.1747730755412014e-29,-8.4635207551371255e-29,5.2300054805956498e-24,-2.640716244210072e-24,1.3161813437239266e-16,2.523494174630341e-27,2.8505673147663348e-31,1.3468162947405034e-25,-6.9021263493758574e-43,-5.5093912631471209e-38,2.7862971332536314e-28,4.088448057680923e-37,-5.2852145229973989e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899693449260879,0.1088029999210649,0.00010000000000000072,1.1685174643973294e-09,1.2605925714351132e-08,1.2571405884928949e-08,6.6286187137030498e-15,5.6691176298804857e-11,1.2681537740880542e-09,2.2215020118296925e-11,7.9158701166671226e-19,2.0948183965716066e-19,3.7095820766356293e-19,5.3640105999332814e-15,1.2349067917324839e-09,1.2666326327573313e-13,1.08769257532354e-21,4.2173994063299032e-22,3.8227375387815379e-24,1.2836676353547743e-23,1.7270783113581395e-09,2.5200743236189056e-27,9.485830575697513e-31,5.5577944074998041e-32,5.7451954239230021e-36,1.5699584738446082e-36,3.8405356276398996e-14,1.3155298404333375e-16,4.9047450322121912e-20,1.6107974969725737e-20,1.5555675073324444e-16,1.3684645606964802e-25,1.1681375556858085e-22,8.2055678017574781e-17,9.9529450175198086e-34,2.0008839249617142e-15,3.3600108524167256e-16,8.0373472139656435e-19,4.5267589620681026e-22,3.2750581050229831e-22,7.0683808090457624e-23,1.7317125919311982e-29,1.2385803793686076e-22,3.7312067561389844e-25,7.4349336744970096e-33,2.6948800005950859e-26,4.2459878299035906e-33,1.8332520168089504e-26,6.7079680368641402e-25,2.4056679210921076e-18,1.0031996850976213e-23,4.4653007360745887e-30,7.1012411374497877e-35,2.1141587779382099e-23,1.4213613050293398e-21,6.918743521399917e-23,2.3661076214534463e-27,5.8151254527311989e-29,1.5973778708521921e-26
1.8180421159017589e-12,0.002243301502861067,1.7110281610013449e-21,3.6486841792791182e-17,4.5065261551057107e-15,3.1583498527212817e-21,2.2497205153100424e-14,1.0565534372443032e-22,-2.2227042558839508e-31,1.1467567802006275e-17,-2.2561928999296195e-35,-1.1467570473968972e-17,1.2156706940036593e-30,4.989781921099144e-20,8.5989950511398823e-27,-2.2239816410113689e-31,-3.6505471211315184e-36,-6.8562733596039494e-29,-1.2752933110137115e-37,1.8527846265081545e-44,1.1256058366169585e-29,-1.2862613706095296e-28,5.3351429933267358e-24,-6.818063600842018e-24,1.3481497256250939e-16,2.6055979361676975e-27,2.9670060234057224e-31,1.3708229258752183e-25,-7.3900547921134033e-43,-6.3859627181447476e-38,2.8669735982294813e-28,4.282682745652889e-37,-5.3368081179471568e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899690984880027,0.10880299991987204,0.00010000000000000005,1.1779177147783866e-09,1.2707232856316392e-08,1.2672083805615077e-08,6.6818924954064264e-15,5.7600828598787185e-11,1.2694730274500425e-09,2.2497902173900911e-11,8.0428889528183504e-19,2.1214936692226066e-19,3.8018063199706659e-19,5.4506184175555359e-15,1.2484725532834545e-09,1.2870845488969707e-13,1.1016041758127652e-21,4.3198956782420011e-22,3.8897424354898972e-24,1.3173800006347065e-23,1.746050702539406e-09,2.6082158685138398e-27,9.9001995769075984e-31,5.8006409652641694e-32,6.0464357542756815e-36,1.6450188245849772e-36,3.9023737643719974e-14,1.3474806657226469e-16,5.0328295426371174e-20,1.6582891779338214e-20,1.5673774757020115e-16,1.4135388406179218e-25,9.4798137285297996e-24,8.3705150254704124e-17,1.0387871121389634e-33,2.016200842890381e-15,3.4146302599032871e-16,8.238551392304004e-19,4.654822815141914e-22,3.3665876906748064e-22,7.3050815320991339e-23,1.7897010205908442e-29,1.2585531329782594e-22,3.8216612673650679e-25,7.6151797543348306e-33,2.7459394273446868e-26,4.3489238615704434e-33,1.8489105466334958e-26,6.822386070121649e-25,2.4577169423838272e-18,1.0249268648337685e-23,4.5805081216143021e-30,7.2869612301391125e-35,2.1599984216249095e-23,1.4644731659560245e-21,7.091969065873693e-23,2.4255912657972439e-27,5.9608002278373544e-29,1.6392817820302536e-26
1.832550856988557e-12,0.0022433015028583713,1.7694608019668196e-21,3.7736591422983128e-17,3.946035866274847e-15,3.2604114593223706e-21,2.2766238899803043e-14,1.0778516941434711e-22,-3.4098826050296538e-31,-3.2360965890853061e-17,-1.9870549254426613e-35,3.2360928661630325e-17,1.3213656627865488e-30,-1.5641029771198079e-19,4.2405206206190712e-26,-3.4117401553931911e-31,-3.9602049273389128e-36,-6.8799270874850577e-29,-1.3687623956464528e-37,-3.7169522677323336e-43,1.1863500821377003e-29,-3.4960582572626307e-29,5.4414292205647171e-24,-5.611911725899376e-24,1.380630764568028e-16,2.6896877569816595e-27,3.0872179872824554e-31,1.3955348997307649e-25,-8.1256804962747502e-43,-6.7005584401451705e-38,2.9492644509670359e-28,4.4288615473511536e-37,-5.3685343562691029e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899688520529029,0.10880299991867116,0.00010000000000000028,1.1873179646988679e-09,1.2808536799355198e-08,1.277275457355101e-08,6.7351646002996499e-15,5.8517622938045193e-11,1.2707582217442511e-09,2.2781655274400935e-11,8.1709050859612704e-19,2.1482510810937836e-19,3.8955774873980737e-19,5.5379194787269418e-15,1.2620522387146092e-09,1.3077001650106014e-13,1.115559218331227e-21,4.4240378086994126e-22,3.9573295069634288e-24,1.3516806142284944e-23,1.7650425669969795e-09,2.6986619080542381e-27,1.0328993407105405e-30,6.0519448154128945e-32,6.3607839962207768e-36,1.7230276783767249e-36,3.9647025512140433e-14,1.3799438281680052e-16,5.1631357526984815e-20,1.706758120423409e-20,1.5579365757582193e-16,1.459725658459727e-25,4.2796696263244744e-23,8.5372642548205071e-17,1.0837945609535768e-33,2.0314730870070685e-15,3.4696596703185748e-16,8.4430113921366357e-19,4.7852843234422695e-22,3.4598020535382886e-22,7.5475988468027365e-23,1.8491143722131498e-29,1.2786851240558101e-22,3.9135609585590551e-25,7.7983056539254139e-33,2.7974993058215619e-26,4.4535045180834781e-33,1.8646521911856027e-26,6.9377686051413159e-25,2.510424807491308e-18,1.0469293717116441e-23,4.6976722386721553e-30,7.47587892596867e-35,2.2064196546515554e-23,1.5085136771867607e-21,7.2679982819813473e-23,2.4860416023208722e-27,6.1088340601050275e-29,1.6818984318204551e-26
1.8459709821088962e-12,0.0022433015028558555,1.7948332154834938e-21,3.8274796103887654e-17,-5.3330199371244951e-18,3.3269703563162824e-21,2.3027618793436157e-14,1.0978077966405524e-22,-4.895087685306867e-31,-7.9566184458298437e-17,1.0835821158550204e-36,7.9565900216687915e-17,2.0025736776835536e-30,-1.6319622825495981e-18,2.8327237681113295e-25,-4.9002204590209558e-31,-4.2423785145229401e-36,-6.9818517852305165e-29,-1.4560223220121146e-37,-2.9365608176677349e-44,1.4102538933046857e-29,3.0082005023334716e-29,5.5407642667150685e-24,3.7405613900994443e-24,1.4111346133797469e-16,2.7692637493695787e-27,3.2018479516364529e-31,1.4190091872986347e-25,-9.0467182533219239e-43,-6.6056694894669261e-38,3.0268338577491549e-28,4.4877824824658051e-37,-5.509083883702711e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899686241122348,0.10880299991755327,0.00010000000000000173,1.1960128971807104e-09,1.2902235549962411e-08,1.286586547358391e-08,6.7844374096963011e-15,5.9371984940713613e-11,1.2719174336442091e-09,2.3044883145580056e-11,8.2902035294501636e-19,2.1730730014989554e-19,3.9837020228748323e-19,5.6192872286175074e-15,1.2746250981623782e-09,1.3269146876551903e-13,1.1285053782716109e-21,4.52184256850759e-22,4.0203635638119345e-24,1.383935706798381e-23,1.7826263353510135e-09,2.7844078814140737e-27,1.073877985769109e-30,6.2921121302740689e-32,6.6636067760729582e-36,1.7978868463462222e-36,4.0227914451652276e-14,1.4104308543692031e-16,5.2856593826934303e-20,1.7524701013602781e-20,1.5206022848864864e-16,1.5034534446069381e-25,2.8021550300642806e-22,8.6931078458296609e-17,1.1268076686348276e-33,2.0452950274057489e-15,3.5209224957004365e-16,8.6350500055351124e-19,4.9081100401123014e-22,3.5475348592974496e-22,7.7771767652462143e-23,1.9053576966210714e-29,1.2974483221510807e-22,3.9998616588710402e-25,7.9702746495911225e-33,2.845636155921926e-26,4.5517136216254992e-33,1.8792179980658801e-26,7.0453555342965795e-25,2.5597661961854625e-18,1.0675268352076566e-23,4.807801597404863e-30,7.6534919817931794e-35,2.2498771333565043e-23,1.5500866440272452e-21,7.4333338723660224e-23,2.5428231360873432e-27,6.2478761205985466e-29,1.7219568003120473e-26
1.8526810446690657e-12,0.0022433015028545922,1.7893420073844706e-21,3.8152330831331975e-17,-1.7908401026626325e-15,3.3423748844750042e-21,2.3158351662940475e-14,1.107880219311472e-22,-5.1502835587703819e-31,-2.7035551089137198e-17,1.1076519909300945e-35,2.7035150389886052e-17,2.327514308589429e-30,-2.3271355007668423e-18,3.9674604384173062e-25,-5.1569833273332623e-31,-4.3809620079744512e-36,-7.0843983132776669e-29,-1.5002186139323064e-37,2.7346521203043406e-43,1.5185664529901476e-29,4.4899279609100169e-29,5.5908010031317677e-24,8.2259050431826642e-24,1.4265533189939867e-16,2.8097069665879265e-27,3.2604252063243352e-31,1.4309150908631898e-25,-9.577400453366038e-43,-6.4662372869149875e-38,3.0661467979903364e-28,4.5205800804904196e-37,-5.6517138097017688e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899685101419901,0.10880299991699174,0.00010000000000000243,1.2003603632738635e-09,1.294908476330889e-08,1.2912418630034623e-08,6.8090737064686114e-15,5.9801456070254766e-11,1.2724866113348971e-09,2.3176769901818299e-11,8.3501725391267694e-19,2.1855096885872274e-19,4.0282684641821207e-19,5.660193444896785e-15,1.2809157911164025e-09,1.3365744670896252e-13,1.1349921720467363e-21,4.571280422952354e-22,4.0520672900666652e-24,1.400254874759934e-23,1.7914241818794987e-09,2.828042978241956e-27,1.0948514336489176e-30,6.4150343040284745e-32,6.8194819739215224e-36,1.8363142081398112e-36,4.0519932679438047e-14,1.4258410443227218e-16,5.347644875874258e-20,1.7756460015629966e-20,1.5045208501800302e-16,1.5256847793718415e-25,3.9207422968568724e-22,8.7716088156513687e-17,1.1488226512652177e-33,2.0520404879990693e-15,3.5466823560687422e-16,8.732127635934264e-19,4.9703041996474902e-22,3.5919500304087727e-22,7.8938835879673817e-23,1.933949187780973e-29,1.3068810059879842e-22,4.0434820942024727e-25,8.0571958895153152e-33,2.8698651847754964e-26,4.6013531337230537e-33,1.8864669202095077e-26,7.0994594143874144e-25,2.5846494049590887e-18,1.0779143764527217e-23,4.8635034088407275e-30,7.7433397966299712e-35,2.2717934722548905e-23,1.5711777201513802e-21,7.5169130221526215e-23,2.5715281586819145e-27,6.3181639926323634e-29,1.7422177949205378e-26
1.859391107229235e-12,0.002243301502853328,1.776060280458822e-21,3.78620377054332e-17,-2.2185518572633565e-15,3.3501921982521463e-21,2.3284767468517514e-14,1.1180149599141588e-22,-7.1461081433733591e-31,1.5063784672273852e-17,1.2668714376921029e-35,-1.5064215553420324e-17,2.4009016163564315e-30,-2.5094626770412914e-18,4.2654130026715397e-25,-7.1533070259441053e-31,-4.5198731759188361e-36,-7.2098637915695977e-29,-1.5451045312597052e-37,6.1563547908083978e-43,1.5515835455569151e-29,-4.0400491025762955e-29,5.6410840390279869e-24,8.9915145299973829e-24,1.4420837462592953e-16,2.8505912466111761e-27,3.3198563362579532e-31,1.4428721021623012e-25,-1.0238468874319099e-42,-6.469741500959982e-38,3.1058141455353582e-28,4.5906461258688851e-37,-5.8284126453681554e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899683961705155,0.10880299991642854,0.00010000000000000262,1.2047078292685036e-09,1.29959351565315e-08,1.2958970257744573e-08,6.8337106257883145e-15,6.0232453649203756e-11,1.2730489468716211e-09,2.3308837062709201e-11,8.4103546984856494e-19,2.1979633877620482e-19,4.073172852639014e-19,5.7012479080392701e-15,1.2872092812451842e-09,1.3462692588490271e-13,1.141488048647021e-21,4.6210769826938904e-22,4.0838954616833372e-24,1.4167024609954141e-23,1.8002259404040796e-09,2.872191516449251e-27,1.1161527477150642e-30,6.5398788384142996e-32,6.9783960153924494e-36,1.8754193070091522e-36,4.0812999979270384e-14,1.4413628859563586e-16,5.4101153448266435e-20,1.7990366577161089e-20,1.5015581715470569e-16,1.5481635548286592e-25,4.2146058829835102e-22,8.8504961271223886e-17,1.1711819639769072e-33,2.0587176296667454e-15,3.5725258915696502e-16,8.829913918358864e-19,5.033022015901307e-22,3.636732953052453e-22,8.0118811401850712e-23,1.962856875449434e-29,1.3163477510261327e-22,4.0874174086899136e-25,8.1447445914365091e-33,2.8942012912839411e-26,4.6513509806042457e-33,1.8936716594388607e-26,7.1537688408891777e-25,2.6096745460054071e-18,1.0883612312084167e-23,4.9196321466310405e-30,7.8338853961823518e-35,2.2938351044011106e-23,1.5924734102356237e-21,7.6011024148608865e-23,2.6004436247806783e-27,6.3889653483749266e-29,1.7626340579973155e-26
1.8661011697894045e-12,0.0022433015028520634,1.7623438110910317e-21,3.7562349879974773e-17,-1.6617819236000732e-15,3.3577791203565261e-21,2.3408073655058005e-14,1.1282106693628598e-22,-8.5261375802091918e-31,2.4385003803682006e-17,8.9232621469364277e-36,-2.4385401109611795e-17,2.3024201504962554e-30,-2.310444338024912e-18,3.9411700582696015e-25,-8.5330730724245026e-31,-4.6612518965482928e-36,-7.3374121173529023e-29,-1.5908017166825719e-37,6.5577625642755286e-43,1.5366990459790844e-29,-1.0532865032904714e-28,5.6916134774490885e-24,7.3878581951737288e-24,1.4577262957806744e-16,2.8919197884430649e-27,3.3801506773541181e-31,1.4548572150529056e-25,-1.105391828377546e-42,-6.6983011486308297e-38,3.1458375249476552e-28,4.6848205634653085e-37,-6.0103163657159146e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899682821981562,0.10880299991586362,0.0001000000000000024,1.2090552951646309e-09,1.3042786381727707e-08,1.3005520356941274e-08,6.8583479929619087e-15,6.0664977450547299e-11,1.2736045217832905e-09,2.3441083541334529e-11,8.4707499758272236e-19,2.2104339965287996e-19,4.1184165630021822e-19,5.7424506480737625e-15,1.2935055352175229e-09,1.3559990635830338e-13,1.1479928721512278e-21,4.6712335396336801e-22,4.1158480637709543e-24,1.4332789683090583e-23,1.8090315643094301e-09,2.9168575379958719e-27,1.1377857957158213e-30,6.6666684266098255e-32,7.1403967008047787e-36,1.9152116570783299e-36,4.1107116276177789e-14,1.4569967795745678e-16,5.473072682149749e-20,1.8226431826819239e-20,1.5078760560312434e-16,1.5708916386431103e-25,3.8952139640431858e-22,8.9297699472726824e-17,1.1938896723521252e-33,2.065389375032854e-15,3.5984523717636995e-16,8.9284111382215059e-19,5.0962655777036488e-22,3.681885054475117e-22,8.1311785639584877e-23,1.9920829990665686e-29,1.3258485553565834e-22,4.1316687190583906e-25,8.2329229807004053e-33,2.9186444818059381e-26,4.7017084331327745e-33,1.900833595164232e-26,7.2082824341520439e-25,2.6348418101270291e-18,1.0988674793594737e-23,4.9761894268227444e-30,7.9251314727962775e-35,2.316002198894804e-23,1.6139748799751464e-21,7.6859040194691692e-23,2.6295702256060658e-27,6.4602818476568572e-29,1.7832061339645718e-26
1.872811232349574e-12,0.002243301502850795,1.7515205227464125e-21,3.7324946714879607e-17,-1.2046364920502775e-15,3.3684647109157681e-21,2.353195570824957e-14,1.1384668211145621e-22,-8.7976643625388374e-31,1.7682421354532359e-18,6.1223331803422067e-36,-1.7686103596884696e-18,2.2232330940375307e-30,-2.1367577006172252e-18,3.6582724952011776e-25,-8.804420756571577e-31,-4.8059240883307259e-36,-7.4571308548901927e-29,-1.6373108959642664e-37,7.8035666464881074e-43,1.53040575926041e-29,-1.2320959573378088e-28,5.7423894134143046e-24,6.1999690307645748e-24,1.4734813681508299e-16,2.9336957952667591e-27,3.4413175979995522e-31,1.4668717344542744e-25,-1.1959540355513794e-42,-7.0780373823004608e-38,3.1862186289044102e-28,4.7759543805938135e-37,-6.1830243078459158e-48,0.88129999999999997,0.0,0.0,0.0,0.0098899681682259929,0.10880299991529699,0.00010000000000000223,1.2134027609622454e-09,1.3089637360275368e-08,1.3052068927851982e-08,6.882985240294572e-15,6.1099027247286589e-11,1.274153417222492e-09,2.3573508241736269e-11,8.5313583394539301e-19,2.2229214115433026e-19,4.1640009703938382e-19,5.7838016782299613e-15,1.2998045198560706e-09,1.3657638815300189e-13,1.1545065275285343e-21,4.7217513858977969e-22,4.1479250814401311e-24,1.4499848994785423e-23,1.8178410071953949e-09,2.9620450915983622e-27,1.1597544587941314e-30,6.7954258405012861e-32,7.3055320861399945e-36,1.955700816173445e-36,4.1402281495192223e-14,1.4727431254694843e-16,5.5365187803844779e-20,1.8464666896201001e-20,1.5132753165990547e-16,1.5938709013292485e-25,3.6165578103710968e-22,9.0094304423498012e-17,1.2169498560800933e-33,2.0720836972350619e-15,3.6244617902987725e-16,9.0276215719544648e-19,5.1600369712444121e-22,3.7274077599021982e-22,8.251785011593557e-23,2.0216298005821364e-29,1.3353834134162181e-22,4.1762371419020113e-25,8.3217332823930078e-33,2.9431947625220785e-26,4.7524267620240258e-33,1.9079653624311835e-26,7.2629990795304817e-25,2.6601513876624485e-18,1.109433200597012e-23,5.0331768539468846e-30,8.017080710267509e-35,2.3382949244245045e-23,1.6356832956991866e-21,7.7713197972309617e-23,2.6589086447465931e-27,6.5321151416881391e-29,1.8039345654056777e-26
