Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133)
2.2454096929316462e-08,0.0022432314918126263,2.6534121025199709e-13,1.6978183591230822e-09,6.6918235614505708e-12,2.2278659965200607e-09,1.3879530551253564e-06,9.0738603201459274e-08,5.2205679240220628e-30,-3.1691471932913668e-27,3.018987121947962e-23,1.4074336664122888e-15,1.6693607299725547e-21,1.1789931140457345e-13,3.4737184341822674e-15,1.0780286972139961e-23,4.0881911748662823e-21,9.978155844750545e-18,3.3734242356505923e-19,1.9224607735731466e-27,1.8521977075149148e-16,-1.0710888043776922e-24,7.551203481041034e-15,3.259002729627842e-18,4.2717192487925201e-06,4.3084236679023385e-13,8.8790780794431696e-13,7.1094878477252158e-10,1.1014614757151123e-37,-9.1982866792083955e-22,3.6764105668020265e-15,6.0104743052990119e-18,6.9956117467589922e-25,0.88129999999999997,0.0,0.0,0.0,0.0095073908183492678,0.1087660330276841,9.9999999882095959e-05,1.4002333385659202e-05,0.00014654058528138669,0.0001094789437252316,7.7036627938198097e-11,3.2166663969470161e-05,1.2708424611156104e-09,5.0403915222729928e-07,4.4916708122394091e-13,4.7530125960935961e-15,2.8109530133528125e-06,3.083189940033221e-06,2.1375139610038991e-05,1.8331628339532089e-05,3.1474707280246593e-15,8.2965462677477946e-11,7.3452964223387184e-14,7.1041669234946596e-10,2.996706133995524e-05,1.3088493530286431e-09,2.4885287078574981e-10,1.0500994137856308e-10,4.4390730102340817e-11,5.3292039082295325e-11,6.4708978478517883e-08,4.233437659212886e-06,1.9976992024161234e-09,1.2625823047831745e-09,5.5829620439388197e-14,3.5022641735411842e-08,2.0947913431121711e-15,2.0318349941373404e-09,1.0229938862846131e-11,6.6406097297576785e-12,1.2135858582430788e-10,5.6257616709166948e-09,4.8261781998321059e-12,3.313159237052597e-12,1.2370979873438276e-11,3.0302021284185932e-18,1.2360731237573516e-12,3.6058199133237458e-13,7.1854655497189224e-21,3.8980768742527342e-16,4.1035185553968213e-21,6.6739820971578425e-16,2.2676402450532115e-12,3.3613501176415154e-11,1.4047456870779551e-16,1.112353373749493e-13,1.8422956328537707e-18,2.9684812385600646e-16,4.5760408958545639e-10,5.59477689345287e-13,1.935287082991017e-17,4.7097819778249654e-19,1.485532542525132e-16
2.267106776194467e-08,0.002243230883312851,2.7039099918612687e-13,1.7294468013201654e-09,6.7521538559970702e-12,2.3005536222390727e-09,1.41217131810795e-06,9.4097303968813322e-08,5.4686944421040557e-30,5.6045647254567067e-27,3.2299375402247335e-23,1.4677440262250703e-15,1.7807038745347571e-21,1.2164818983662103e-13,3.6384159778931533e-15,1.1625370524830314e-23,4.3408481682913257e-21,1.0555616440318546e-17,3.6302684176707491e-19,2.0871725246916443e-27,1.9421191293790764e-16,-9.4303125338649453e-25,7.855064482421408e-15,3.4975710431134703e-18,4.3519636961840819e-06,4.4007089255134716e-13,9.1639022018208635e-13,7.4156794547240978e-10,1.1605403960385344e-37,-9.1983036553905773e-22,3.8501691326022495e-15,6.3985845192843202e-18,7.4373825744898288e-25,0.88129999999999997,0.0,0.0,0.0,0.0095037170066653628,0.10876565379411356,9.9999999878346734e-05,1.4132380313428668e-05,0.00014782967435423211,0.00011039339378615368,7.7714054313423009e-11,3.2435912619610725e-05,1.2703771075810049e-09,5.0847169684405341e-07,4.5292680062408499e-13,4.7948108181508108e-15,2.8887508588621144e-06,3.1626837454447969e-06,2.1577271102046686e-05,1.8673605149216316e-05,3.2281560121213881e-15,8.5124450838919542e-11,7.5491823335146213e-14,7.319240707569864e-10,3.0251180571903894e-05,1.361209594667221e-09,2.5889484903136501e-10,1.0961335424433191e-10,4.6467650095233132e-11,5.6493116453116336e-11,6.5254547809823937e-08,4.3122944634505835e-06,2.0349043347953539e-09,1.2860972678531799e-09,5.6317349231387183e-14,3.6349603157566366e-08,2.2006431329851365e-15,2.0520983603728385e-09,1.0780365376079951e-11,6.6993810699772978e-12,1.2244156571733088e-10,5.7329709246012363e-09,4.918135271360186e-12,3.3762874251395238e-12,1.2606807581178346e-11,3.0879668022519863e-18,1.2832695095579988e-12,3.7437596863825227e-13,7.4603438054725546e-21,4.0469169696257738e-16,4.2604976704098899e-21,6.962150895969964e-16,2.3658538081083501e-12,3.3943217428602985e-11,1.4185203365452747e-16,1.1708513858977764e-13,1.9391809755564362e-18,2.9975895616724278e-16,4.6655995260558592e-10,5.7256850542878423e-13,1.9805631118826002e-17,4.819982781287462e-19,1.5202866242304768e-16
2.2888038594572877e-08,0.002243230275435286,2.7548835263572143e-13,1.7613470971706951e-09,6.8125361011639713e-12,2.3748931167948266e-09,1.4365308905731179e-06,9.7543504763629283e-08,5.7311964944327534e-30,1.7896379247001e-27,3.4536661440229389e-23,1.5302134913180194e-15,1.8984141647351157e-21,1.2548590797216766e-13,3.8097278611915492e-15,1.2529216185307702e-23,4.606812898554269e-21,1.1161126217431663e-17,3.9042235143044677e-19,2.2645150315681466e-27,2.0357638261384989e-16,-8.3013720037409527e-25,8.1691550951513616e-15,3.7493133475768237e-18,4.4328807150660821e-06,4.4939158755751644e-13,9.4546861759157336e-13,7.732204293322113e-10,1.2232607303871476e-37,-9.1983178535112908e-22,4.0308760436216837e-15,6.8084298568013777e-18,7.9028563213484868e-25,0.88129999999999997,0.0,0.0,0.0,0.0095000442529827572,0.10876527393360143,9.9999999874508672e-05,1.4262328219752143e-05,0.00014911589168678857,0.00011130474663511326,7.8389966187957698e-11,3.2704245320872846e-05,1.2699118849110932e-09,5.1289433203681743e-07,4.5667372994798333e-13,4.8365155958459121e-15,2.967869155031261e-06,3.2434467349159091e-06,2.177931856089471e-05,1.9018441572375805e-05,3.3101244259334944e-15,8.7318254651347672e-11,7.7565424251292823e-14,7.5383882724343096e-10,3.0535196027256132e-05,1.4150705880625309e-09,2.692273087315777e-10,1.1436431891294521e-10,4.8616268612561307e-11,5.9850048271008325e-11,6.5798275725941643e-08,4.3917872122844928e-06,2.0724093114085499e-09,1.3098017493269152e-09,5.680396044308282e-14,3.7712702823702675e-08,2.3110155626589368e-15,2.0723543286899927e-09,1.13544178639472e-11,6.7580243447267183e-12,1.2352226599218274e-10,5.8411234589695235e-09,5.0109009506428628e-12,3.4399707183808748e-12,1.2844710087150408e-11,3.1462396862675382e-18,1.3319098491171451e-12,3.8859258669671962e-13,7.7436441972359157e-21,4.200310807351479e-16,4.422286549126146e-21,7.2602517296258554e-16,2.4674613254462078e-12,3.4273447707267659e-11,1.4323163703406871e-16,1.2318679532377793e-13,2.0402375933843547e-18,3.0267430737158307e-16,4.7560330385399806e-10,5.8590459800379183e-13,2.0266872668537787e-17,4.9322483655769605e-19,1.5556917305413089e-16
2.3105009427201084e-08,0.002243229668163238,2.8063336372839482e-13,1.7935185623262873e-09,6.8727556086975939e-12,2.4509036040978712e-09,1.4610297158682996e-06,1.0107846412302927e-07,6.0090723286728041e-30,8.1232026792415578e-27,3.6908170033082897e-23,1.594905326758692e-15,2.0227909797079678e-21,1.294136622067836e-13,3.9878757918599332e-15,1.3495346023846139e-23,4.8866579319859846e-21,1.1795765206645914e-17,4.196257822800974e-19,2.4553404109616192e-27,2.1332615383747283e-16,-7.3179666166483813e-25,8.4937535527490223e-15,4.0148507204763266e-18,4.5144680295583528e-06,4.5880416389031017e-13,9.7514857470159028e-13,8.0593106741249202e-10,1.2898856345496687e-37,-9.198329592423172e-22,4.218762832723369e-15,7.2410481840760483e-18,8.3930691355665997e-25,0.88129999999999997,0.0,0.0,0.0,0.0094963725722210877,0.10876489344176792,9.999999987058054e-05,1.4392177155401772e-05,0.00015039922775268811,0.00011221299574212939,7.9064358553557323e-11,3.2971660170217565e-05,1.269446795099172e-09,5.1730702503388087e-07,4.6040784262208524e-13,4.8781266201466477e-15,3.0483149673392527e-06,3.3254859802159461e-06,2.198128201164303e-05,1.9366128675373126e-05,3.393383101176585e-15,8.9547071295438477e-11,7.9673954609572433e-14,7.7616367977691114e-10,3.0819107736767821e-05,1.4704575129036879e-09,2.7985517707467105e-10,1.1926573708273221e-10,5.0838135318817999e-11,6.3368611296121137e-11,6.6340158286680036e-08,4.4719130435691802e-06,2.1102127779982071e-09,1.333694893253192e-09,5.7289450984504808e-14,3.9112529215328712e-08,2.4260694897329565e-15,2.0926029011207219e-09,1.1952850502498335e-11,6.816539173635431e-12,1.2460067953048982e-10,5.9502171168769247e-09,5.1044733774360908e-12,3.5042078397273523e-12,1.3084682619321829e-11,3.2050196115826359e-18,1.3820294307180251e-12,4.0324218560209483e-13,8.0355727763190854e-21,4.3583696755455915e-16,4.5890028645576433e-21,7.5685530908178996e-16,2.5725547287611081e-12,3.4604215220655533e-11,1.446134757847049e-16,1.295489347611124e-13,2.1456083713790783e-18,3.0559438231712109e-16,4.8473428210939119e-10,5.9949137453027964e-13,2.0736782435342026e-17,5.0466242516454528e-19,1.5917622122603805e-16
2.332198025982929e-08,0.002243229061480529,2.8582614569824511e-13,1.8259607957406975e-09,6.9330234988166942e-12,2.5286041062306149e-09,1.4856657358048337e-06,1.0470343977652078e-07,6.3033921116749636e-30,2.1052655828053325e-27,3.9420624414951296e-23,1.6618843455629725e-15,2.1541423962948545e-21,1.334326465375783e-13,4.1730881619626659e-15,1.4527481390266308e-23,5.180976733369084e-21,1.2460646086441437e-17,4.5073896608167166e-19,2.6605567136487888e-27,2.2347461222957465e-16,-6.4432984811461169e-25,8.8291440063542255e-15,4.2948335712515812e-18,4.5967233584571375e-06,4.683083323669918e-13,1.0054356380127465e-12,8.3972505638286964e-10,1.3607010115503191e-37,-9.1983391332249552e-22,4.4140679507912692e-15,7.6975238525504798e-18,8.9090955484899579e-25,0.88129999999999997,0.0,0.0,0.0,0.0094927019791859191,0.10876451231431029,9.9999999866561158e-05,1.4521927171363345e-05,0.00015167967315964906,0.00011311813473821864,7.9737226472545022e-11,3.3238155312054514e-05,1.2689818401233645e-09,5.2170974352523676e-07,4.641291127354012e-13,4.919643586374567e-15,3.1300952383336499e-06,3.4088084652340902e-06,2.2183161479701824e-05,1.9716657510384374e-05,3.4779390806219112e-15,9.1811095530761173e-11,8.1817598806484009e-14,7.9890130628443285e-10,3.1102915731663473e-05,1.5273956238057764e-09,2.9078339656671035e-10,1.2432052721067827e-10,5.3134811379305945e-11,6.7054743309168507e-11,6.6880191647804146e-08,4.5526690872743055e-06,2.1483133765895548e-09,1.3577758413312003e-09,5.7773817890587476e-14,4.0549673381329237e-08,2.5459709884200927e-15,2.112844079731636e-09,1.25764347700487e-11,6.8749251853102571e-12,1.2567679933341742e-10,6.0602497345951784e-09,5.1988506858405495e-12,3.5689975082473542e-12,1.3326720391134534e-11,3.2643054057567383e-18,1.4336642989589914e-12,4.1833532793338161e-13,8.3363400275759422e-21,4.5212072476383112e-16,4.7607668216510957e-21,7.8873298737476552e-16,2.6812281457719196e-12,3.4935543427041042e-11,1.4599764788852685e-16,1.361804420248926e-13,2.2554404666178888e-18,3.0851938805770345e-16,4.9395303299821828e-10,6.1333440934449115e-13,2.1215553145315623e-17,5.1631573652388801e-19,1.6285128630807687e-16
2.35389510924575e-08,0.0022432284553705294,2.9106681809530944e-13,1.8586734012866004e-09,6.9932609673120697e-12,2.6080135534811622e-09,1.510436892042355e-06,1.0841968851886907e-07,6.6152963063934779e-30,-1.735553424112293e-27,4.2081002470745587e-23,1.7312167270373885e-15,2.2927888259538091e-21,1.3754405265735899e-13,4.3655993048715442e-15,1.5629520925459899e-23,5.4903814067922934e-21,1.3156910414741748e-17,4.8386824795930425e-19,2.8811235452580406e-27,2.3403550981679216e-16,-5.6563594285744256e-25,9.1756158641999938e-15,4.5899364787706734e-18,4.679644416015296e-06,4.7790380276708716e-13,1.0363353295395716e-12,8.7462791140900219e-10,1.4360131397548139e-37,-9.1983466957270443e-22,4.617035995617225e-15,8.1789830651716035e-18,9.4520443450660824e-25,0.88129999999999997,0.0,0.0,0.0,0.0094890324885833401,0.10876413054699209,9.9999999862449335e-05,1.465157831880756e-05,0.00015295721863220699,0.00011402015739462725,8.0408565068733619e-11,3.3503728932134448e-05,1.2685170219485619e-09,5.2610245560323235e-07,4.6783751495421744e-13,4.9610661936453474e-15,3.2132168034505526e-06,3.4934210970738054e-06,2.2384956990784721e-05,2.0070019117520818e-05,3.5637993291764672e-15,9.4110520001962992e-11,8.3996538414283141e-14,8.2205434976936117e-10,3.1386620043573574e-05,1.5859102369473123e-09,3.0201692233585836e-10,1.295316219089603e-10,5.550786773340548e-11,7.0914524235823084e-11,6.7418372048655718e-08,4.6340524666569854e-06,2.1867097460421646e-09,1.3820437332591342e-09,5.8257058190197414e-14,4.2024728544902635e-08,2.670890781891573e-15,2.1330778666193857e-09,1.322595736162029e-11,6.9331820118723146e-12,1.2675061849530216e-10,6.1712191427347542e-09,5.294031005074766e-12,3.634338439657705e-12,1.3570818603503128e-11,3.324095893280809e-18,1.4868511698961405e-12,4.3388277281394607e-13,8.6461603524806634e-21,4.6889393145305841e-16,4.9377008620801131e-21,8.216862646889859e-16,2.7935776506935547e-12,3.5267456007658196e-11,1.4738425225744197e-16,1.430904319914627e-13,2.3698848413964458e-18,3.1144953361204336e-16,5.0325970817772e-10,6.274394254550727e-13,2.1703382664007505e-17,5.281895883653731e-19,1.6659588712034613e-16
2.3755921925085706e-08,0.0022432278498171546,2.9635549372733512e-13,1.8916557026433565e-09,7.05328286338006e-12,2.6891507775673757e-09,1.535341126448082e-06,1.1222846595099717e-07,6.94600266442298e-30,6.8958014984533867e-28,4.4896553763138125e-23,1.8029700881196816e-15,2.4390640015899048e-21,1.4174906959900151e-13,4.5656498568267103e-15,1.6805554641022789e-23,5.8155038679083167e-21,1.3885730174051057e-17,5.1912483430446384e-19,3.1180567530179976e-27,2.4502298794938994e-16,-4.9575723096925712e-25,9.5334640191088421e-15,4.9008597764043831e-18,4.7632289118616721e-06,4.8759028383908017e-13,1.067853145766558e-12,9.1066547865168676e-10,1.5161516420814353e-37,-9.1983524492144759e-22,4.8279180836579963e-15,8.6865970140175895e-18,1.0023060717173915e-24,0.88129999999999997,0.0,0.0,0.0,0.0094853641150159582,0.10876374813564546,9.9999999858243878e-05,1.4781130649096152e-05,0.00015423185501626732,0.000114919057628337,8.1078369529817611e-11,3.3768379259160168e-05,1.2680523425258885e-09,5.3048512977821236e-07,4.7153302454459198e-13,5.0023941450163322e-15,3.2976863867815537e-06,3.5793307028105914e-06,2.2586668570919066e-05,2.0426204524653755e-05,3.6509707307389269e-15,9.644553514880938e-11,8.6210952069212849e-14,8.4562541688436464e-10,3.167022070454817e-05,1.6460267287177601e-09,3.1356072187875682e-10,1.3490196803657655e-10,5.7958885223443373e-11,7.4954183636314e-11,6.7954695815441167e-08,4.7160602981548506e-06,2.2254005220012837e-09,1.4064977067034474e-09,5.873916894005739e-14,4.3538290129962967e-08,2.8010045377599091e-15,2.1533042639116659e-09,1.3902220935775671e-11,6.9913092891190397e-12,1.2782213019051756e-10,6.2831231660968159e-09,5.3900124593658593e-12,3.7002293462486639e-12,1.3816972444522201e-11,3.3843898955056211e-18,1.541627465165816e-12,4.4989548666848174e-13,8.9652522834862075e-21,4.8616838924053271e-16,5.1199297866623226e-21,8.5574379809968731e-16,2.9097013769841199e-12,3.5599976865816291e-11,1.4877338873026645e-16,1.5028826378770187e-13,2.4890965033360122e-18,3.1438502995758283e-16,5.1265446564392683e-10,6.4181230395671454e-13,2.220047432245126e-17,5.4028893149827366e-19,1.7041158443619919e-16
2.3972892757713913e-08,0.002243227244804348,3.01692284160602e-13,1.9249068819464737e-09,7.1131963962378093e-12,2.7720345200943605e-09,1.5603763808286021e-06,1.1613102641238103e-07,7.296779408269048e-30,1.9630519298017594e-28,4.7874776114550236e-23,1.8772133338300891e-15,2.5933109752980075e-21,1.4604888389801618e-13,4.773486153770457e-15,1.8059850720096629e-23,6.1569940108120922e-21,1.4648304695985852e-17,5.5662439664281468e-19,3.3724249827873118e-27,2.564515406637577e-16,-4.340095622820502e-25,9.9029882879393809e-15,5.228328649033036e-18,4.8474745516112481e-06,4.9736748333651078e-13,1.0999945604750603e-12,9.4786389766432099e-10,1.6014667313681465e-37,-9.1983565665737701e-22,5.0469712240597889e-15,9.2215781378807778e-18,1.0623322879132545e-24,0.88129999999999997,0.0,0.0,0.0,0.0094816968729942181,0.10876336507616402,9.9999999853943593e-05,1.4910584213759137e-05,0.00015550357326565446,0.00011581482948550349,8.1746635100300565e-11,3.4032104559905983e-05,1.2675878037942083e-09,5.348577349322064e-07,4.7521561730420417e-13,5.0436271470497848e-15,3.3835106136993173e-06,3.6665440383752147e-06,2.2788296246408927e-05,2.078520474906618e-05,3.7394600971194076e-15,9.881632945079589e-11,8.846101580429689e-14,8.6961708201352818e-10,3.1953717747007374e-05,1.7077705255318669e-09,3.2541977300090126e-10,1.404345246774663e-10,6.0489453247585345e-11,7.9180085439783894e-11,6.8489159351366478e-08,4.798689692300029e-06,2.2643843373283719e-09,1.431136897570987e-09,5.9220147287871706e-14,4.5090955456597596e-08,2.9364924060155808e-15,2.1735232737635362e-09,1.4606042435383337e-11,7.04930665976234e-12,1.2889132767934568e-10,6.3959596243890599e-09,5.4867931685553507e-12,3.7666689372998073e-12,1.4065177091030579e-11,3.4451862310249121e-18,1.5980312414774795e-12,4.6638462220550906e-13,9.2938380651999276e-21,5.0395610002517021e-16,5.3075805161746468e-21,8.9093478600016518e-16,3.0296993153008117e-12,3.5933130099628098e-11,1.5016515795835182e-16,1.5778351789651687e-13,2.6132341262001438e-18,3.1732608978879752e-16,5.2213746907273014e-10,6.5645906923985468e-13,2.2707036405225927e-17,5.5261883736075471e-19,1.7429997705259569e-16
2.418986359034212e-08,0.002243226640316159,3.0707730273009381e-13,1.9584259986071757e-09,7.1729476142628401e-12,2.8566834056294061e-09,1.5855405976410105e-06,1.2012862243937397e-07,7.6690017107647258e-30,4.7090493649201143e-27,5.1023488578927763e-23,1.9540170185447882e-15,2.7558872011681359e-21,1.5044467875266288e-13,4.9893618760128997e-15,1.9396908682746824e-23,6.5155249194804749e-21,1.5445868344411614e-17,5.9648842658559614e-19,3.6453662062577073e-27,2.6833611699342735e-16,-3.8129087632385011e-25,1.0284494742830692e-14,5.5730994093406676e-18,4.932379035884464e-06,5.0723510792001846e-13,1.1327650186037116e-12,9.8624967965812915e-10,1.6923367768624585e-37,-9.1983592291409265e-22,5.274460016796918e-15,9.7851925667452091e-18,1.1254051656217589e-24,0.88129999999999997,0.0,0.0,0.0,0.009478030776911393,0.1087629813645186,9.9999999849547289e-05,1.5039939064538693e-05,0.00015677236447122038,0.00011670746717594283,8.2413357096808936e-11,3.4294903149381983e-05,1.2671234076767995e-09,5.3922024041916696e-07,4.788852697042847e-13,5.084764910758138e-15,3.4706959844690609e-06,3.7550677693433788e-06,2.2989840043907451e-05,2.1147010794904131e-05,3.8292741486271178e-15,1.0122308889751509e-10,9.0746902353345334e-14,8.9403187860685948e-10,3.2237111203837957e-05,1.771167113699211e-09,3.3759906587531567e-10,1.461322659709795e-10,6.3101171805492471e-11,8.3598765581076407e-11,6.9021759157198297e-08,4.8819377522879475e-06,2.303659821426161e-09,1.4559604395823667e-09,5.9699990404758878e-14,4.6683324192695899e-08,3.0775403245150354e-15,2.1937348983645749e-09,1.5338257038919059e-11,7.1071737718153567e-12,1.2995820433780571e-10,6.5097263309383595e-09,5.5843712469966476e-12,3.8336559183231549e-12,1.4315427705773765e-11,3.5064837149803371e-18,1.6561013677796218e-12,4.8336157073513963e-13,9.6321446969411781e-21,5.2226932186705709e-16,5.5007826867433125e-21,9.2728912267479529e-16,3.1536738440258896e-12,3.6266940046223601e-11,1.5155966159042913e-16,1.6558606058257843e-13,2.7424611169265172e-18,3.2027292790780691e-16,5.3170888940140458e-10,6.7138593072774914e-13,2.3223283594201649e-17,5.6518453315487585e-19,1.7826271287233586e-16
2.4406834422970327e-08,0.002243226036336952,3.125107136047761e-13,1.9922130356080767e-09,7.2329583518738547e-12,2.9431159455578888e-09,1.6108317186160424e-06,1.2422250461340441e-07,8.0641453260550313e-30,-7.2774445991724006e-27,5.4350818562091897e-23,2.0334532551648898e-15,2.9271555788611307e-21,1.5493763415874419e-13,5.213537737333667e-15,2.0821461306008988e-23,6.891791909295378e-21,1.6279688712948569e-17,6.3884408594016477e-19,3.9380865379760288e-27,2.8069210249155361e-16,-3.3106254134987203e-25,1.0678295283118734e-14,5.9359629467757791e-18,5.0179400607577793e-06,5.1719286323764192e-13,1.1661699380245145e-12,1.0258496830502704e-09,1.7891694200300945e-37,-9.1983605734320155e-22,5.5106563281425499e-15,1.0378758652227665e-17,1.1916508729933413e-24,0.88129999999999997,0.0,0.0,0.0,0.0094743658410497197,0.10876259699675395,9.9999999845053826e-05,1.5169195253373797e-05,0.00015803821985322676,0.00011759696506241902,8.3078530904090202e-11,3.4556773387671476e-05,1.266659156082166e-09,5.435726160387336e-07,4.8254195884545588e-13,5.1258071513565797e-15,3.5592488823964159e-06,3.8449084765656919e-06,2.319129999039202e-05,2.1511613654412795e-05,3.9204195197713692e-15,1.0366599714309777e-10,9.3068781365628926e-14,9.1887230178667389e-10,3.2520401108360082e-05,1.8362420307944363e-09,3.501036012986604e-10,1.5199817953627971e-10,6.5795650478992548e-11,8.8216923120982707e-11,6.9552491824886802e-08,4.9658015746524389e-06,2.3432256005580043e-09,1.4809674644738241e-09,6.0178695592806898e-14,4.8315998128863073e-08,3.224339791438584e-15,2.2139391399364095e-09,1.6099717153630781e-11,7.1649102840691704e-12,1.3102275369560992e-10,6.6244210932272558e-09,5.6827448040167862e-12,3.9011889913801638e-12,1.4567719438588347e-11,3.5682811593515882e-18,1.7158774805455999e-12,5.008379492545643e-13,9.9804036753885301e-21,5.4112055488412038e-16,5.6996685028732928e-21,9.6483736658040315e-16,3.2817296208101086e-12,3.6601431251849969e-11,1.5295700214758674e-16,1.7370603263603369e-13,2.8769454291981297e-18,3.2322576096018054e-16,5.4136890444108538e-10,6.8659927563254619e-13,2.3749436717412672e-17,5.7799139574852728e-19,1.8230148697641924e-16
2.4623805255598535e-08,0.002243225432851012,3.1799261795789039e-13,2.0262664815364213e-09,7.2922007197155045e-12,3.0313505437370695e-09,1.6362476893900273e-06,1.2841392145263374e-07,8.4838168298778904e-30,1.7538913793123247e-26,5.7865184770958227e-23,2.1155956138181466e-15,3.1075063540853704e-21,1.5952892648930718e-13,5.4462810599426763e-15,2.2338448579615305e-23,7.2865112118329434e-21,1.7151064317812729e-17,6.8382395827037891e-19,4.2518579627867129e-27,2.9353529360366792e-16,-2.9335451668321054e-25,1.1084707161132785e-14,6.3177320867860576e-18,5.1041553182720705e-06,5.2724045430043712e-13,1.2002147117336827e-12,1.0666910839072778e-09,1.8924032891897761e-37,-9.1983607175630285e-22,5.755838848317128e-15,1.1003644599972692e-17,1.2611994247753871e-24,0.88129999999999997,0.0,0.0,0.0,0.0094707020795916901,0.10876221196897816,9.9999999840461986e-05,1.5298352832382135e-05,0.00015930113074838842,0.00011848331764768968,8.3742151968189556e-11,3.4817713676118618e-05,1.2661950509055416e-09,5.4791483199174417e-07,4.8618566240449537e-13,5.1667535878435406e-15,3.6491755836803591e-06,3.9360726630456279e-06,2.3392676113134852e-05,2.1879004309321487e-05,4.0129027662008298e-15,1.0614523569574911e-10,9.5426819665558022e-14,9.4414081152358304e-10,3.2803587494287774e-05,1.9030208565876037e-09,3.6293838886177001e-10,1.5803526474162037e-10,6.8574507294422776e-11,9.3041408825670602e-11,7.0081354029846613e-08,5.0502782500264692e-06,2.3830802982055583e-09,1.5061571022233023e-09,6.0656259948166924e-14,4.9989580925538249e-08,3.3770875481284857e-15,2.2341360007298002e-09,1.6891291143495271e-11,7.2225158470349366e-12,1.3208496929242219e-10,6.7400417134711429e-09,5.7819119444088983e-12,3.9692668554197814e-12,1.4822047427677162e-11,3.6305773732687313e-18,1.7773999297652327e-12,5.1882558419511366e-13,1.0338850670700745e-20,5.6052252421633663e-16,5.9043725524855435e-21,1.0036106979937278e-15,3.4139734374771304e-12,3.6936628447232016e-11,1.5435728292037654e-16,1.8215383372731832e-13,3.0168593043246724e-18,3.2618480721750287e-16,5.5111769837989279e-10,7.0210565886401296e-13,2.4285722400709698e-17,5.9104494318041654e-19,1.8641803895009939e-16
2.481907900496392e-08,0.0022432248901226005,3.2296791354543673e-13,2.0571418025983699e-09,7.3458818789907515e-12,3.1123175653817886e-09,1.6592271101346747e-06,1.3227061884640026e-07,8.8837656303627611e-30,-4.2682173969139193e-28,6.1195225425172785e-23,2.1918994293412188e-15,3.2779046825504477e-21,1.637461372652974e-13,5.6633015074406986e-15,2.3787042302933258e-23,7.6581442102558298e-21,1.7968510116607727e-17,7.26663566229024e-19,4.5533571224950308e-27,3.0552411447867903e-16,-2.6349521231740584e-25,1.146152702882459e-14,6.6781912853665816e-18,5.1823065082904262e-06,5.3635985082681363e-13,1.2314065210239327e-12,1.1045324520340595e-09,1.9911697456376818e-37,-9.1983599984562966e-22,5.984422170290804e-15,1.1593992045590077e-17,1.3267276241481975e-24,0.88129999999999997,0.0,0.0,0.0,0.009467405710035218,0.10876186487650887,9.999999983624425e-05,1.5414510385303728e-05,0.00016043522595188633,0.00011927834130932945,8.4338079616263889e-11,3.5051763539998399e-05,1.2657774829895894e-09,5.5181411553024793e-07,4.8945387494112277e-13,5.2035232389806332e-15,3.7312893191185474e-06,4.019257318533581e-06,2.3573842977077071e-05,2.2212032002098478e-05,4.0972869269647099e-15,1.0840776111753958e-10,9.7580105968431912e-14,9.6725048957489188e-10,3.3058366761399565e-05,1.9645998140228943e-09,3.7477621009218441e-10,1.6361748111841177e-10,7.1148965535751918e-11,9.7565640325891644e-11,7.0555728087023668e-08,5.1268288380376442e-06,2.4191954115799589e-09,1.5289831897611423e-09,6.1085090415018721e-14,5.1531282879552994e-08,3.5198131687911832e-15,2.2523068667614998e-09,1.7630185552750327e-11,7.2742486219892989e-12,1.3303896274093744e-10,6.8448900596544633e-09,5.8718393146127071e-12,4.0310016515941889e-12,1.505267958959437e-11,3.6870694272724561e-18,1.8342971734019246e-12,5.3546152240126922e-13,1.0670361849576465e-20,5.7846587401439242e-16,6.0936939352703852e-21,1.039580417369295e-15,3.5366636288950841e-12,3.7238930131307524e-11,1.5562013548311883e-16,1.9004595352724065e-13,3.1475698980990244e-18,3.2885344283664351e-16,5.5996767621541614e-10,7.1631750501498875e-13,2.4777234856524025e-17,6.0300872641767708e-19,1.9019090961657332e-16
