Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663)
3.9884616074756765e-08,0.0017386195849160252,1.305778802180785e-15,9.948367262941397e-12,2.7723470974826266e-14,1.5739504025309727e-11,1.4878349968703835e-07,3.1785183049519388e-09,2.1362659549827892e-36,-2.1496419152570186e-29,2.8826981870449489e-27,-8.3864903062827408e-17,1.9476518980637618e-25,1.6726989718575291e-15,6.9233758325902666e-18,2.4885517848134078e-27,1.7049799929605582e-24,4.3036742575794704e-20,5.5009950143635793e-22,6.5013706436143414e-33,2.8756152670388466e-19,4.9399467514746743e-26,5.8731883445347394e-18,4.6487743442444634e-17,4.9484731932187346e-08,3.6954490434068198e-16,1.1027931744755098e-15,7.4290257526548332e-12,8.176725099647243e-45,7.4243317989029641e-21,7.15949139038978e-18,4.2491464220163205e-21,2.4754944949766767e-29,0.88129999999999997,0.0,0.0,0.0,0.0098287918418350877,0.10878581406502519,9.9999999998327447e-05,2.5587702288367241e-06,2.7007600940557333e-05,1.0779054618237223e-05,3.7625279393843462e-11,1.6316413838065895e-05,1.563455076028202e-11,2.5219762371194723e-07,4.3511537072152528e-13,4.2526725036894442e-15,4.6520430055383232e-07,4.8604279415799727e-07,4.0023806264461309e-07,2.4976259594517445e-06,2.6127984350357007e-16,2.7936717192837473e-12,1.1474637643227263e-15,6.4174620248803875e-12,3.9409459336415237e-07,7.8416010630690553e-12,8.3553475307525316e-12,1.3745289945363193e-13,3.1001928960280628e-13,1.0607087231511334e-13,1.3508096692564492e-09,4.9397438795772647e-08,5.1444306827939373e-11,3.5850323258601485e-11
4.019143784523558e-08,0.0017386193577946286,1.3257542385157345e-15,1.0099014089891272e-11,2.7832609859183684e-14,1.6180457485046489e-11,1.5099808949504255e-07,3.2753253967712989e-09,2.242682139277465e-36,-2.6614258506968452e-29,3.0134840257194185e-27,-8.3591688353123115e-17,2.0374403115776524e-25,1.7015530640254454e-15,7.173480525740569e-18,2.6152290020829627e-27,1.7709579747184341e-24,4.465785740947013e-20,5.7866691629824623e-22,6.9118235462104155e-33,2.9699422648519339e-19,4.3182636635001938e-26,6.0176669948245092e-18,4.6487987146308744e-17,5.0245323386088243e-08,3.7579625989232053e-16,1.1307923641732319e-15,7.7011916889134012e-12,8.6203190061242642e-45,7.4243312162503684e-21,7.3914484056779346e-18,4.4533692801103544e-21,2.5759690158066335e-29,0.88129999999999997,0.0,0.0,0.0,0.0098283088497038672,0.10878568034906766,9.9999999998298593e-05,2.5781767335773583e-06,2.7206480531301402e-05,1.0857123924165276e-05,3.7902304210549214e-11,1.6435369805962834e-05,1.5633805487192073e-11,2.5405459960885049e-07,4.3828761009156492e-13,4.283985686715888e-15,4.7579329224573562e-07,4.9636630745133493e-07,4.0330702146684551e-07,2.5356740991498904e-06,2.6678226673220395e-16,2.8536602447780867e-12,1.1736137745224312e-15,6.575820834267546e-12,3.9711720236083314e-07,8.0961592251477972e-12,8.6325920188313131e-12,1.4238721470331056e-13,3.2287497005335145e-13,1.1121282457577695e-13,1.3607390972501426e-09,5.0156688617702519e-08,5.2234965251413482e-11,3.6401331704579629e-11
4.049825961571439e-08,0.0017386191306664636,1.3458751478466349e-15,1.0250652664923394e-11,2.8106608798279571e-14,1.6629921172455498e-11,1.5322728089322254e-07,3.3742838740408804e-09,2.352870001904633e-36,3.0957052845450903e-29,3.1494844481307591e-27,-8.3311919624763844e-17,2.1307892052673159e-25,1.7308393739935528e-15,7.4299444328791165e-18,2.7476580994013955e-27,1.8390941964829902e-24,4.6330663113157727e-20,6.0852367647806151e-22,7.3445418416386267e-33,3.0666062211248818e-19,3.7880562604150564e-26,6.1645754356741231e-18,4.6488240358614474e-17,5.1011481940670226e-08,3.8209888735626855e-16,1.1592618701063754e-15,7.9810143401733676e-12,9.0944344523914463e-45,7.4243306299552825e-21,7.6290377575073717e-18,4.6656973034593528e-21,2.6798962740016173e-29,0.88129999999999997,0.0,0.0,0.0,0.0098278257058919145,0.10878554660687881,9.9999999998269306e-05,2.5975790178840253e-06,2.7405177723436305e-05,1.0935099363640325e-05,3.8179074303818456e-11,1.6554182283849484e-05,1.5633059971718964e-11,2.5590986809836468e-07,4.4145602296457387e-13,4.3152700786524224e-15,4.8653692680880268e-07,5.0683008867527303e-07,4.0637582479534605e-07,2.5739994157655276e-06,2.723590552111492e-16,2.9144732146350449e-12,1.2001462599172858e-15,6.7367167936133391e-12,4.0013967078343163e-07,8.3568043647842938e-12,8.9166198591627688e-12,1.4745675327318166e-13,3.3614924975106746e-13,1.1655973849128416e-13,1.3706566825027354e-09,5.0921495722675791e-08,5.3031409548967935e-11,3.6956372450494343e-11
4.080508138619321e-08,0.0017386189035311951,1.3661537327676678e-15,1.0403839602776494e-11,2.8516359646361166e-14,1.7087980874534188e-11,1.5547102425779872e-07,3.4754234893206949e-09,2.4653418419310458e-36,1.5375895292351775e-28,3.2908770048313795e-27,-8.3025485639747448e-17,2.2278088792617699e-25,1.7605626436268897e-15,7.6928754657641614e-18,2.8860690543740873e-27,1.9094477863889036e-24,4.8056537625655521e-20,6.3971985063260948e-22,7.8005373877809782e-33,3.1656470869910149e-19,3.3360384845138336e-26,6.3139374504217979e-18,4.6488503430479517e-17,5.1783200934352474e-08,3.8845273327960375e-16,1.1882054989130959e-15,8.2686430476392713e-12,9.5946922351998121e-45,7.4243300405196322e-21,7.8723521891190561e-18,4.8863853567411094e-21,2.7873756446762413e-29,0.88129999999999997,0.0,0.0,0.0,0.0098273424111439585,0.10878541283829371,9.9999999998239586e-05,2.6169770821572142e-06,2.7603691573489891e-05,1.1012980440048048e-05,3.8455588359859259e-11,1.667285051591693e-05,1.5632314215046784e-11,2.5776342037355526e-07,4.4462058918513787e-13,4.346525530992462e-15,4.974361532262739e-07,5.1743493917004294e-07,4.0944447258309543e-07,2.6126016251155218e-06,2.7801063315500639e-16,2.976115409744292e-12,1.2270635732849215e-15,6.9001676706995429e-12,4.0316199860476899e-07,8.6236291248188704e-12,9.2075369305051136e-12,1.5266407125521113e-13,3.4985198561062977e-13,1.2211801599776763e-13,1.3805623615681434e-09,5.1691853460900815e-08,5.3833632775515079e-11,3.751544065628855e-11
4.111190315667202e-08,0.0017386186763884955,1.3865863756272943e-15,1.0558414851476242e-11,2.8623412660067681e-14,1.7554722242151398e-11,1.577292708576811e-07,3.5787741335534381e-09,2.5883962766560807e-36,1.6029409973601479e-29,3.4378440915863063e-27,-8.2732273911167956e-17,2.3286300386632294e-25,1.7907275316784766e-15,7.962382609769365e-18,3.0306974724224637e-27,1.982079172855549e-24,4.9836888087339662e-20,6.7230714410723775e-22,8.2808589202658591e-33,3.2671052199660325e-19,2.9507757160405107e-26,6.4657769246879243e-18,4.6488776594551083e-17,5.2560473670002549e-08,3.948577385103362e-16,1.2176270523600269e-15,8.5642287090274314e-12,1.0122758358067151e-44,7.4243294483726277e-21,8.1214853102232695e-18,5.1156942318839902e-21,2.8985088133970267e-29,0.88129999999999997,0.0,0.0,0.0,0.0098268589662044523,0.10878527904314736,9.9999999998209431e-05,2.636370926798847e-06,2.7802021141427882e-05,1.1090766659256415e-05,3.8731845069673717e-11,1.6791373750149921e-05,1.5631568218359182e-11,2.5961524765977425e-07,4.4778128869900988e-13,4.3777518957738428e-15,5.0849191587818045e-07,5.2818165672365204e-07,4.1251296478330667e-07,2.6514804417194177e-06,2.8373742289295782e-16,3.0385915900689774e-12,1.2543680560134236e-15,7.066191156039713e-12,4.0618418579779301e-07,8.8967266991926656e-12,9.5054497654403713e-12,1.5801175076120051e-13,3.6399317418464252e-13,1.278942024240443e-13,1.3904560713144531e-09,5.2467755147096928e-08,5.464162794902539e-11,3.8078531456159196e-11
4.1418724927150836e-08,0.0017386184492380295,1.4071383052209125e-15,1.0712805531047006e-11,2.8267831326688094e-14,1.8030230765936566e-11,1.6000197286810732e-07,3.6843658341948848e-09,2.7183148384807339e-36,-2.7549509138409869e-28,3.5905730460894253e-27,-8.2432170681614027e-17,2.4334180423228789e-25,1.82133855042047e-15,8.2385759316699696e-18,3.1817825198214466e-27,2.0570501129476859e-24,5.1673151371630029e-20,7.063389634025884e-22,8.7865934270658956e-33,3.3710213870036501e-19,2.6219878978051065e-26,6.6201178378886067e-18,4.6489059950687665e-17,5.3343293415194958e-08,4.0131383522229657e-16,1.2475303269106887e-15,8.8679237767189364e-12,1.0683322423658922e-44,7.4243288538841077e-21,8.3765316020160478e-18,5.3538907823563648e-21,3.0133998266509792e-29,0.88129999999999997,0.0,0.0,0.0,0.0098263753718182828,0.1087851452212744,9.9999999998178803e-05,2.6557605522122818e-06,2.800016548998914e-05,1.1168457529629829e-05,3.9007843128131872e-11,1.6909751238344549e-05,1.5630821982840495e-11,2.614653412081979e-07,4.5093810155358066e-13,4.4089490254698749e-15,5.1970515451559545e-07,5.390710355504411e-07,4.1558130134942552e-07,2.6906355788074073e-06,2.8953984485758122e-16,3.1019064945164037e-12,1.2820620380373754e-15,7.2348048623503811e-12,4.0920623233557798e-07,9.1761908268138891e-12,9.8104655432855392e-12,1.6350239992680795e-13,3.7858295238665459e-13,1.3389498928133925e-13,1.400337748925527e-09,5.3249194060752689e-08,5.5455388050795935e-11,3.8645639958744393e-11
4.172554669762965e-08,0.001738618222079465,1.4278076271774611e-15,1.0866928671575143e-11,2.8300989332469002e-14,1.8514591838436389e-11,1.6228907972568386e-07,3.7922287535289232e-09,2.857406037840502e-36,-2.9701818686751838e-28,3.7492562978273719e-27,-8.2125061365960055e-17,2.5422476823193017e-25,1.8524003784932215e-15,8.5215665843474157e-18,3.3395816088687332e-27,2.1344237056660309e-24,5.3566794347291439e-20,7.4187044614370171e-22,9.3188671394709917e-33,3.4774367663114883e-19,2.341927920201402e-26,6.7769843411018965e-18,4.6489353913784328e-17,5.4131653402326426e-08,4.0782096579065301e-16,1.2779191140446122e-15,9.1798822572551744e-12,1.1284005704191174e-44,7.424328257371673e-21,8.6375864206233665e-18,5.6012479840897878e-21,3.1321551169484071e-29,0.88129999999999997,0.0,0.0,0.0,0.0098258916287278179,0.10878501137251284,9.999999999814774e-05,2.6751459588023097e-06,2.8198123687572395e-05,1.124605256204275e-05,3.9283581237994368e-11,1.7027982236120667e-05,1.5630075509671112e-11,2.6331369232252547e-07,4.540910078982114e-13,4.4401167734395296e-15,5.3107680424971062e-07,5.5010386628153509e-07,4.1864948223512997e-07,2.7300667483252861e-06,2.9541831758057636e-16,3.1660648408814694e-12,1.3101478378107063e-15,7.4060263243206387e-12,4.1222813819132341e-07,9.4621157888258664e-12,1.0122692086935981e-11,1.691386529118274e-13,3.9363159780110803e-13,1.4012721550912899e-13,1.4102073319020323e-09,5.4036163446240876e-08,5.6274906025571822e-11,3.9216761247208011e-11
4.2001686291060585e-08,0.0017386180176295828,1.446543756179887e-15,1.1006925215050136e-11,2.8980556090584634e-14,1.8958156224438263e-11,1.6435974884767861e-07,3.8912723182273118e-09,2.9841402764956894e-36,3.2882148786591334e-29,3.8973258310789959e-27,-8.1842577192410222e-17,2.643723549169424e-25,1.8807455051654565e-15,8.7821627169300266e-18,3.4875618589113551e-27,2.2061675556008526e-24,5.5321371893009642e-20,7.7517812700038981e-22,9.821570520980084e-33,3.5753818313490228e-19,2.1261592904801131e-26,6.9203436927846541e-18,4.648962802204602e-17,5.4845908673468714e-08,4.1372098062873e-16,1.3056872651216619e-15,9.4678387572367966e-12,1.1853871791928609e-44,7.4243277190052767e-21,8.8777526323704777e-18,5.8319328990542885e-21,3.2424289472756369e-29,0.88129999999999997,0.0,0.0,0.0,0.0098254561334153029,0.10878489088550573,9.9999999998119402e-05,2.6925892179751361e-06,2.8376126141598385e-05,1.1315805747706728e-05,3.9531522215979337e-11,1.7134264272952343e-05,1.5629403481598908e-11,2.6497571140602062e-07,4.5692526722572721e-13,4.4681425048677439e-15,5.4144749927907751e-07,5.6015671561558019e-07,4.2141071188742789e-07,2.7657905694207939e-06,3.0077431067026348e-16,3.2245323760920694e-12,1.3357619678682571e-15,7.5623696947741593e-12,4.1494773315630921e-07,9.7250506633980003e-12,1.0409950856913141e-11,1.7433797184095242e-13,4.0757632849686642e-13,1.4593988336785812e-13,1.4190795642919283e-09,5.4749158832415402e-08,5.701738932121241e-11,3.9734197252747738e-11
4.227782588449152e-08,0.0017386178131726401,1.465439979432146e-15,1.11496559916282e-11,2.9744204273575809e-14,1.9409022333058669e-11,1.6644200599758587e-07,3.9922022972528457e-09,3.1212956075848921e-36,2.4105168100152069e-28,4.0505268578696539e-27,-8.1554239211750168e-17,2.7486383336152262e-25,1.9094632833159451e-15,9.0484383194768247e-18,3.6413969208499802e-27,2.2799578787589168e-24,5.7124756642936158e-20,8.0978960988832857e-22,1.0347597626823864e-32,3.6754156040514038e-19,1.9404229533804515e-26,7.0657863148693765e-18,4.64899115355105e-17,5.5564641043546265e-08,4.1966226369560679e-16,1.3338545059804716e-15,9.7627292719503886e-12,1.2454450923204498e-44,7.4243271793971039e-21,9.1229345715200051e-18,6.0704727171448737e-21,3.3560024102152069e-29,0.88129999999999997,0.0,0.0,0.0,0.0098250205187893035,0.10878477037647316,9.9999999998090671e-05,2.7100290605273155e-06,2.8553976392498031e-05,1.1385480557758268e-05,3.9779250657133369e-11,1.7240426515949431e-05,1.5628731262837405e-11,2.666363058553867e-07,4.5975633197020891e-13,4.4961442134590168e-15,5.5194793551248997e-07,5.7032696933480255e-07,4.2417181536784215e-07,2.8017375304882719e-06,3.0619254451673246e-16,3.283690310203757e-12,1.3616970113817593e-15,7.7208521492382484e-12,4.1766721412788759e-07,9.9933651665327344e-12,1.0703217775343082e-11,1.7965934475642982e-13,4.2190888988675901e-13,1.5195089417807423e-13,1.4279419045874865e-09,5.5466623422314036e-08,5.7764525551062158e-11,4.0254875988677055e-11
4.2553965477922456e-08,0.0017386176087084042,1.4844712529258851e-15,1.1293990302893919e-11,2.9705190761567506e-14,1.9867252107646114e-11,1.6853581645440344e-07,4.0950409344546817e-09,3.2666767902410769e-36,2.0454132616676138e-29,4.20901001329736e-27,-8.1259961321849262e-17,2.8571689922403991e-25,1.9385569627875929e-15,9.3204765746645512e-18,3.8012813871867512e-27,2.3558433835285031e-24,5.8978078694160168e-20,8.4574867355074331e-22,1.0897850978895158e-32,3.7775689185493965e-19,1.7799671225340759e-26,7.213330016259635e-18,4.649020445475256e-17,5.6287845510887943e-08,4.2564476145478305e-16,1.362423591675928e-15,1.0064669108210219e-11,1.3090437116199758e-44,7.4243266387060725e-21,9.3732034847756172e-18,6.3170788112039918e-21,3.4729579587500666e-29,0.88129999999999997,0.0,0.0,0.0,0.0098245847853900385,0.10878464984529614,9.9999999998061573e-05,2.7274654867567296e-06,2.8731673768326189e-05,1.1455076640557078e-05,4.0026765625798584e-11,1.734646842999781e-05,1.5628058854245544e-11,2.6829546939879859e-07,4.6258418786158559e-13,4.5241217934549452e-15,5.6257878549810645e-07,5.8061519673922266e-07,4.2693279264305618e-07,2.8379074190515905e-06,3.1167332047616649e-16,3.3435420408260339e-12,1.3879546358683812e-15,7.8814863163792857e-12,4.2038658108676286e-07,1.0267129072529704e-11,1.1002572684109752e-11,1.8510474287507427e-13,4.3663705150334069e-13,1.5816553003252546e-13,1.4367943078512349e-09,5.6188552223116244e-08,5.851630950109776e-11,4.0778793821319658e-11
4.280016102791926e-08,0.0017386174264095323,1.501525900148031e-15,1.1422812781569911e-11,2.9542091359212479e-14,2.0282051789854328e-11,1.7041229083979301e-07,4.1883555240267488e-09,3.3967122256206255e-36,-4.8664615187019172e-29,4.3548870687517572e-27,-8.0992515169728183e-17,2.9570746959174921e-25,1.9648153677605338e-15,9.5679429619336483e-18,3.9490955941495289e-27,2.42530710910647e-24,6.067347474792445e-20,8.7898138091384395e-22,1.1409621865329673e-32,3.8704574693861682e-19,1.6551995939795626e-26,7.3466605953874779e-18,4.6490473661008268e-17,5.6936393971961741e-08,4.3101323901393381e-16,1.3882357814912459e-15,1.0339905915086626e-11,1.3683099835436298e-44,7.4243261558430257e-21,9.6006815832049413e-18,6.543920557043911e-21,3.5801513783783464e-29,0.88129999999999997,0.0,0.0,0.0,0.0098241962023643253,0.10878454236551897,9.9999999998035322e-05,2.7430082601727063e-06,2.8889972532739044e-05,1.15170591898206e-05,4.0247259787727675e-11,1.7440909467220469e-05,1.5627459200969296e-11,2.697735048067422e-07,4.6510267921376097e-13,4.5490451073903268e-15,5.7216735838759367e-07,5.8988772732891783e-07,4.2939426843652545e-07,2.8703429188843739e-06,3.1661275242327315e-16,3.3974913394085636e-12,1.4116382904475933e-15,8.0265262159199277e-12,4.2281096899843869e-07,1.0515858616890123e-11,1.1274664902288967e-11,1.9006585028923485e-13,4.5010809444720597e-13,1.638823449432e-13,1.4446783581595831e-09,5.6835956705735642e-08,5.9190486256838909e-11,4.1248627328602935e-11
4.304635657791606e-08,0.0017386172441045099,1.5186627769173028e-15,1.1551773746198012e-11,2.9720563968740451e-14,2.0702797631578673e-11,1.7229789331525691e-07,4.2832209191561815e-09,3.5291804555635229e-36,1.2330842183367494e-29,4.5051978322957477e-27,-8.0720216553808102e-17,3.0599902522723688e-25,1.991377548464633e-15,9.820116787083391e-18,4.1020343112570481e-27,2.4965117171410422e-24,6.2410313691281088e-20,9.1335407787602599e-22,1.1942074752338617e-32,3.9650778256154633e-19,1.5457082498992969e-26,7.4816883169892692e-18,4.6490750697233508e-17,5.7588489651422023e-08,4.3641440640877406e-16,1.4143715246038949e-15,1.0620921898776547e-11,1.4294070438324742e-44,7.4243256723072289e-21,9.8323117463273746e-18,6.7775020124784696e-21,3.6901611075813153e-29,0.88129999999999997,0.0,0.0,0.0,0.0098238075257378338,0.10878443486796502,9.9999999998008746e-05,2.7585483184629934e-06,2.9048148776289818e-05,1.1578978635417553e-05,4.0467582867284135e-11,1.7535254058521193e-05,1.5626859398088135e-11,2.7125039344864412e-07,4.6761859860964972e-13,4.573949084028455e-15,5.8186059877476833e-07,5.9925488345008657e-07,4.3185564386193456e-07,2.9029552984782888e-06,3.2160234810600212e-16,3.4519971998261429e-12,1.4355808480757521e-15,8.1732953385435195e-12,4.2523526625457156e-07,1.0769025529953105e-11,1.1551717382999144e-11,1.9512854773386156e-13,4.6390549797279905e-13,1.6976920218333003e-13,1.4525544426289506e-09,5.7486902151412611e-08,5.9868349509182858e-11,4.1721030035229899e-11
4.3292552127912866e-08,0.001738617061793169,1.5358943023648995e-15,1.1681437991462131e-11,2.9979745616222057e-14,2.1129533335610059e-11,1.7419259721664996e-07,4.3796530668798078e-09,3.6701309570265221e-36,2.2747018047438469e-29,4.660057013564151e-27,-8.0443002987514137e-17,3.1659758258519049e-25,2.0182459701510802e-15,1.0077058604270147e-17,4.2602550425801104e-27,2.5694937909433634e-24,6.4189442338147409e-20,9.4890059506346228e-22,1.2495912286086159e-32,4.0614524466465353e-19,1.4498787642920307e-26,7.6184260405011087e-18,4.6491035785396737e-17,5.8244128955170934e-08,4.4184823647194182e-16,1.4408327659361226e-15,1.0907801003876249e-11,1.4928861507491901e-44,7.4243251881710295e-21,1.0068145753313139e-17,7.017982411162168e-21,3.8030492806397356e-29,0.88129999999999997,0.0,0.0,0.0,0.0098234187558904791,0.10878432735255296,9.9999999997981884e-05,2.7740856618407444e-06,2.9206202030262248e-05,1.164083473181465e-05,4.0687734211810227e-11,1.7629501830264558e-05,1.562625944620611e-11,2.7272613094952396e-07,4.7013193608538882e-13,4.5988336495963943e-15,5.9165897649650862e-07,6.0871706330702049e-07,4.3431691889600498e-07,2.9357444054453819e-06,3.2664231830590306e-16,3.5070619989622318e-12,1.4597834737004781e-15,8.3218025193991174e-12,4.2765947284166302e-07,1.1026680012963768e-11,1.1833787603755059e-11,2.0029426963783169e-13,4.7803497378033317e-13,1.7583006997023204e-13,1.4604225298763273e-09,5.8141384972408892e-08,6.0549895511604628e-11,4.2195999330229019e-11
4.353874767790967e-08,0.0017386168794753466,1.5532192874360121e-15,1.1811753671971946e-11,3.0091689165105482e-14,2.1562302515795181e-11,1.7609637637043811e-07,4.477667968744881e-09,3.8170037384393978e-36,-5.6245397452131361e-30,4.8195818265489527e-27,-8.0160811385613689e-17,3.2751252820427284e-25,2.0454230251785108e-15,1.0338829465899277e-17,4.4239165017213707e-27,2.644290565796099e-24,6.6011722037141006e-20,9.8565567157735586e-22,1.3071857112823304e-32,4.1596039807363151e-19,1.3659624636457691e-26,7.7568866644783619e-18,4.6491329073587963e-17,5.890330827410372e-08,4.4731469746148792e-16,1.467621448164914e-15,1.1200627856909165e-11,1.5591625393339862e-44,7.4243247034981186e-21,1.0308235782907599e-17,7.2655239730627137e-21,3.9188792101456624e-29,0.88129999999999997,0.0,0.0,0.0,0.0098230298932023251,0.10878421981920135,9.9999999997954684e-05,2.7896202905197352e-06,2.9364131827223527e-05,1.1702627234608403e-05,4.0907713170437575e-11,1.7723652410542392e-05,1.5625659345927507e-11,2.7420071294639012e-07,4.7264268172317601e-13,4.6236987305233737e-15,6.015629592924019e-07,6.182746634806846e-07,4.3677809351555962e-07,2.9687100868490159e-06,3.3173287294351337e-16,3.5626881041252508e-12,1.4842473270794138e-15,8.4720565581533648e-12,4.3008358874626841e-07,1.1288872494182831e-11,1.2120933311846422e-11,2.0556446191282254e-13,4.9250229702489022e-13,1.82068987320665e-13,1.4682825886619166e-09,5.8799401566005694e-08,6.1235120501982943e-11,4.2673532591759216e-11
4.378494322790647e-08,0.0017386166971508738,1.5706335633698813e-15,1.1942534059592042e-11,3.0099066778136212e-14,2.2001148728640465e-11,1.7800920440095166e-07,4.5772816643402883e-09,3.9736852994779162e-36,-1.0809834091958399e-28,4.9838913311792619e-27,-7.9873578321981207e-17,3.3875077353173211e-25,2.0729110866489648e-15,1.0605490778201196e-17,4.5931830955247812e-27,2.7209397431602581e-24,6.7878024514230901e-20,1.0236547051671643e-21,1.3670647913657683e-32,4.2595552102925376e-19,1.292670905047849e-26,7.8970831265314156e-18,4.6491630741689014e-17,5.9566023988542959e-08,4.528137563575722e-16,1.4947395123985779e-15,1.1499487566370404e-11,1.6290196650978649e-44,7.4243242183474085e-21,1.0552634297346322e-17,7.5202910610647741e-21,4.0377150513629271e-29,0.88129999999999997,0.0,0.0,0.0,0.0098226409380532068,0.10878411226782908,9.9999999997927214e-05,2.8051522047141878e-06,2.9521937700952111e-05,1.1764355900198192e-05,4.1127519093987835e-11,1.7817705428672323e-05,1.562505909785628e-11,2.7567413508748135e-07,4.7515082563789774e-13,4.6485442534279868e-15,6.1157301341364011e-07,6.27928079399605e-07,4.3923916769749315e-07,3.0018521893661204e-06,3.3687422132734926e-16,3.6188778758341951e-12,1.508973564287069e-15,8.6240662293066616e-12,4.3250761395498033e-07,1.1555653561312645e-11,1.2413212444224454e-11,2.1094057858931589e-13,5.0731328782781199e-13,1.8849004393660944e-13,1.4761345878474768e-09,5.9460948318930227e-08,6.1924020707217011e-11,4.3153627190327416e-11
4.4031138777903276e-08,0.0017386165148195886,1.5881369567235969e-15,1.207377207736797e-11,3.0218438496444493e-14,2.2446115455231135e-11,1.7993105448162334e-07,4.6785102481104286e-09,4.1321328086203632e-36,-5.6892162285771017e-29,5.15310723923832e-27,-7.958123985180813e-17,3.5032155133918217e-25,2.1007125468234182e-15,1.0877104461985133e-17,4.7682212874129e-27,2.7994797050824302e-24,6.9789236615489905e-20,1.0629340545177234e-21,1.4293044542433654e-32,4.3613291127880425e-19,1.2285650377188137e-26,8.0390284371162096e-18,4.6491940992805756e-17,6.023227246352945e-08,4.5834538311913668e-16,1.5221888974437167e-15,1.1804465938827827e-11,1.7019495658985334e-44,7.4243237327698372e-21,1.0801394171121683e-17,7.7824511556872879e-21,4.1596221899735357e-29,0.88129999999999997,0.0,0.0,0.0,0.0098222518908222881,0.10878400469835588,9.9999999997899417e-05,2.8206814046389617e-06,2.9679619187355619e-05,1.1826020486150018e-05,4.1347151336251105e-11,1.7911660515749882e-05,1.5624458702595275e-11,2.7714639304086517e-07,4.7765635799185327e-13,4.6733701452631952e-15,6.2168960295208016e-07,6.3767770482019001e-07,4.4170014141880424e-07,3.035170559114641e-06,3.4206657187879909e-16,3.6756336647456692e-12,1.5339633360543546e-15,8.7778402707880147e-12,4.349315484544454e-07,1.18270740323663e-11,1.2710683211602081e-11,2.1642408546609559e-13,5.2247383160952457e-13,1.9509740320799585e-13,1.4839784964422356e-09,6.0126021602654918e-08,6.2616592338327271e-11,4.3636280485373998e-11
4.427733432790008e-08,0.0017386163324813306,1.6057429749256516e-15,1.2206081424008168e-11,3.0602533620763666e-14,2.2897246119020666e-11,1.8186189914309393e-07,4.78136986154779e-09,4.3048852085654731e-36,1.6480743193498593e-30,5.3273536880134887e-27,-7.9283731656520347e-17,3.6222808253018633e-25,2.1288298579936892e-15,1.1153732890937255e-17,4.9492088034951562e-27,2.8799494366562494e-24,7.1746258622175521e-20,1.1035309416071716e-21,1.4939827188059175e-32,4.4649488374235299e-19,1.1732092067109431e-26,8.1827356749526386e-18,4.6492260133894894e-17,6.0902050050784583e-08,4.6390955087101412e-16,1.5499715402267006e-15,1.2115649391515124e-11,1.7790228216498632e-44,7.4243232468132759e-21,1.1054568641414912e-17,8.0521745079697757e-21,4.2846671080581229e-29,0.88129999999999997,0.0,0.0,0.0,0.0098218627518876379,0.10878389711070231,9.9999999997871282e-05,2.8362078905094756e-06,2.9837175824670991e-05,1.1887620751054986e-05,4.1566609254263997e-11,1.8005517304433574e-05,1.5623858160745628e-11,2.786174824963934e-07,4.801592689890213e-13,4.6981763333492889e-15,6.3191319010296345e-07,6.4752393202953036e-07,4.4416101465658235e-07,3.0686650417258523e-06,3.4731013223998084e-16,3.7329578128547739e-12,1.5592177884187253e-15,8.9333873884111745e-12,4.3735539223135795e-07,1.2103184925472548e-11,1.3013404062710379e-11,2.22016458639374e-13,5.3798987107169508e-13,2.0189529384305445e-13,1.491814283584963e-09,6.0794617775356155e-08,6.3312831592492514e-11,4.4121489826692769e-11
