Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100)
4.755589275370665e-10,0.0017220920647988186,-1.3244646667165919e-19,-1.2136711995278908e-14,6.4095972403670526e-15,2.0106779902597551e-15,1.0381204665171076e-12,5.5597526254572559e-19,-4.6723774101121818e-29,6.8961171472085089e-26,9.681925200016407e-30,4.1789502852639526e-15,-6.8386990595068026e-16,3.0091560415619715e-18,2.5841110466806545e-19,1.4788168531293736e-31,4.2166955932586469e-31,6.6539257697393253e-28,2.5408323421452561e-29,3.6126638575057372e-40,5.3984082502907637e-29,-1.7486477134440398e-15,1.2202291272316412e-27,-4.7600761228537772e-16,1.4437236981591134e-14,2.9526286096957525e-25,5.5154446612811121e-19,9.4540252057839585e-16,-2.4996960662998077e-39,-4.6443535103774603e-21,-5.5053644828693734e-25,-7.9634318176767086e-33,5.782652519099971e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899168948781771,0.10880297694008356,9.9999999999998243e-05,4.4465791961512129e-09,3.8548668272745572e-08,1.686391524521638e-08,1.015337621539848e-13,2.2371880689954093e-08,3.6049353012207621e-13,6.8687314706318581e-10,1.0557842397184747e-15,1.9421864909445094e-17,1.6275087238418781e-14,6.6601535914625272e-13,9.7211843046763328e-11,1.7151376561205339e-11,2.420263977630655e-21,1.7375902109102604e-19,6.8163946340817702e-24,6.9934172417271826e-22,7.1570302496050272e-11,1.2019270025197409e-23,1.3608160813991444e-24,2.0683077372706155e-27,7.4261283110830487e-29,2.944307080463134e-30,1.0887534375404939e-13,1.4395150527089814e-14,2.4083759096725395e-17,1.8001673073144401e-17,6.9729294078907573e-19,1.0226332239446811e-21,9.5173564417549319e-16,1.5892724477177332e-17,1.6186589587292387e-27,2.7041239769220335e-16,9.9147145720611012e-16,1.0476534587314113e-16,4.6763939321427547e-19,4.2045276571128471e-19,7.66181706242381e-19,3.3868049909837041e-24,2.3785577900494736e-23,1.6549692625682065e-23,1.1811481305476643e-30,5.1783186972136869e-28,6.5731716233729787e-31,6.4557710139880095e-29,1.988190576476893e-25,1.6076475832851927e-15,1.0667489184352712e-20,2.9824124657818501e-28,1.6156201547108565e-33,2.692482195283571e-20,4.9928331079276353e-17,9.5851527593900747e-22,1.3054896299319243e-25,2.0390203753140507e-29,9.8733349133223539e-25,6.836348902492926e-25
4.780748303921956e-10,0.0017220920645087743,-1.3028414207466498e-19,-1.1939143591577189e-14,6.2023045563808961e-15,2.0077151766422213e-15,1.0483333928601679e-12,5.6630842342836373e-19,-4.642759174423428e-29,-4.3050774416284968e-29,9.64654696514886e-30,4.1707169694525942e-15,-6.7779638982075675e-16,3.0013765508448544e-18,2.5967230772125415e-19,1.4977836761955008e-31,4.2509301086285178e-31,6.7503291269305771e-28,2.5337273163870506e-29,3.5840715161728521e-40,5.4042120718942847e-29,-1.7486464742392807e-15,1.2332486079685573e-27,-4.7724965948355463e-16,1.4632656119386182e-14,3.0092146263753283e-25,5.5077065905179918e-19,9.4433484726172715e-16,-2.5260617823914987e-39,-4.6608553686779578e-21,-5.5867507265036632e-25,-8.5884815045368974e-33,5.7664264047188663e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899164551324546,0.10880297677163164,9.9999999999998243e-05,4.4701021125742057e-09,3.8752569700919322e-08,1.6906710061088609e-08,1.0207082079767555e-13,2.2536655858143039e-08,3.6049351444562924e-13,6.9053884459530033e-10,1.0635604024482373e-15,1.9525515370298874e-17,1.6535339846634782e-14,6.7313871154025911e-13,9.7727201644712972e-11,1.7333302181251935e-11,2.4341121208635643e-21,1.7642123059039868e-19,6.9137064776693653e-24,7.1270522157073586e-22,7.1949725086356335e-11,1.2303137608929954e-23,1.3998260143149686e-24,2.1274271360553254e-27,7.6773634439720355e-29,3.0421582775720567e-30,1.0970839759051892e-13,1.4589998182417582e-14,2.441004699711629e-17,1.8246845138729293e-17,7.014850084981599e-19,1.0451403248362596e-21,9.5637898244575611e-16,1.6060806319291473e-17,1.6652553388148421e-27,2.7247821102569403e-16,1.0022177508074448e-15,1.0641172897799065e-16,4.7500324282254995e-19,4.2707975452012916e-19,7.7902387112724864e-19,3.4435722768849315e-24,2.4082113763581035e-23,1.6822747359144978e-23,1.2006360095340006e-30,5.2430582816345657e-28,6.6816230540838692e-31,6.5414907584399014e-29,2.020202511091756e-25,1.6245675262389204e-15,1.0779761470632568e-20,3.0443456777991401e-28,1.6491731750041945e-33,2.7208200394757087e-20,5.0725214589003313e-17,9.7358243548994538e-22,1.3260119981174788e-25,2.0710723936496295e-29,1.0028609022401436e-24,6.9778247944292212e-25
4.805907332473247e-10,0.001722092064218493,-1.281920524608127e-19,-1.1748002670414971e-14,6.0031971010403497e-15,2.0047907088898619e-15,1.0585919479120216e-12,5.7677962389480146e-19,-4.6126811369946151e-29,-1.1251253264995557e-26,9.6115038757865372e-30,4.1617269399976441e-15,-6.7257305480218035e-16,2.9936551652862084e-18,2.6093123531724888e-19,1.5188653059947568e-31,4.285382447573475e-31,6.846500181029559e-28,2.5267004086153991e-29,3.5561707102779604e-40,5.4100391728651667e-29,-1.7478371326901708e-15,1.2463436737044323e-27,-4.7849217478059748e-16,1.4829565891083348e-14,3.0665570564044775e-25,5.5000446451303082e-19,9.4327964030327904e-16,-2.5520009387229941e-39,-4.6774244481478629e-21,-5.6683484550030261e-25,-9.2298870073105498e-33,5.7503821108570594e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899160153858388,0.10880297660304417,9.9999999999998243e-05,4.4936250150899598e-09,3.895647106686485e-08,1.6949369311904888e-08,1.0260787927586638e-13,2.2701566558115079e-08,3.6049349876914986e-13,6.9420454108395505e-10,1.0713429613040697e-15,1.9629165801648147e-17,1.679828936155736e-14,6.8030065022919962e-13,9.8242560219353118e-11,1.7516187542311084e-11,2.4479703294144314e-21,1.7910943134714931e-19,7.0119316569261289e-24,7.2625755526223488e-22,7.2329147659366322e-11,1.2592249278472073e-23,1.4397504664584878e-24,2.1879267852022477e-27,7.9357686016602064e-29,3.1427502425681207e-30,1.1054255822230306e-13,1.4786332097329365e-14,2.4738826208141581e-17,1.8493899840669347e-17,7.0568079618297354e-19,1.0680186260584695e-21,9.6101391834053573e-16,1.6229763109574281e-17,1.712950629020523e-27,2.7454912453989451e-16,1.0130267896417226e-15,1.0807590763942375e-16,4.8244685256354185e-19,4.3377859092230041e-19,7.9201488190069247e-19,3.5009975208647264e-24,2.4381183587564867e-23,1.7099026269651305e-23,1.2203539977895803e-30,5.3083521768553326e-28,6.7913550594908447e-31,6.6280298227150868e-29,2.0525898141700779e-25,1.6415730634322139e-15,1.0892601720454377e-20,3.1072745282895657e-28,1.6832656360324898e-33,2.7493012405070986e-20,5.1530464461002681e-17,9.8881247905695489e-22,1.3467562353325281e-25,2.103470912563579e-29,1.0185562528235753e-24,7.1215204274820045e-25
4.831066361024538e-10,0.0017220920639279846,-1.2616698748291905e-19,-1.1562995526362725e-14,5.8119494136391923e-15,2.0018985988871384e-15,1.0688958028880345e-12,5.8738996463966085e-19,-4.5821809838084111e-29,2.9062050301551921e-27,9.5767359895948296e-30,4.1521428062015684e-15,-6.6802123426456552e-16,2.9859820590227498e-18,2.6218747782441567e-19,1.5478887810897642e-31,4.3200422536744044e-31,6.9424406757259763e-28,2.519736497034976e-29,3.5289268649163501e-40,5.4158826916919047e-29,-1.7463905670742025e-15,1.259514528147514e-27,-4.7973416037541905e-16,1.5027968193006073e-14,3.1246613032562488e-25,5.4924424726855804e-19,9.4223415217765898e-16,-2.5775120958187598e-39,-4.6940467491346187e-21,-5.7501577195220273e-25,-9.8878008835426928e-33,5.7344854136498179e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899155756383295,0.10880297643432317,9.9999999999998243e-05,4.5171479036984743e-09,3.9160372370901792e-08,1.6991895045421504e-08,1.0314493758939903e-13,2.286661074213161e-08,3.6049348309263797e-13,6.9787023649277729e-10,1.0791318196474268e-15,1.9732816202464386e-17,1.7063947909721573e-14,6.8750118609206835e-13,9.8757918770683754e-11,1.7700032644021838e-11,2.4618386059740735e-21,1.8182372523635332e-19,7.1110741253713345e-24,7.4000040016088432e-22,7.270857021508048e-11,1.2886672576579493e-23,1.4806055328408255e-24,2.2498308231958036e-27,8.201504677547438e-29,3.2461432995266606e-30,1.113778158557519e-13,1.498415416254797e-14,2.5070099904321647e-17,1.8742839601136951e-17,7.0988029106429076e-19,1.0912720576376474e-21,9.656389439577507e-16,1.6399594710013216e-17,1.761764347944433e-27,2.7662516505733762e-16,1.0238985142926714e-15,1.0975798150330199e-16,4.8997067033385809e-19,4.4054967891955579e-19,8.0515565203546236e-19,3.559084760853063e-24,2.4682801463701486e-23,1.7378553623054782e-23,1.2403038271675315e-30,5.3742034718536298e-28,6.9023772774829786e-31,6.7153936420933344e-29,2.0853553551214764e-25,1.6586641508499371e-15,1.100600964175144e-20,3.1712102453945908e-28,1.7179036216600325e-33,2.7779257246586465e-20,5.2344121345764633e-17,1.0042063183919996e-21,1.3677235835873362e-25,2.1362178716205539e-29,1.0344204837503235e-24,7.2674588629440784e-25
4.856225389575829e-10,0.0017220920636372497,-1.242064022918862e-19,-1.1383889338978859e-14,5.6271665247120517e-15,1.9990363275259505e-15,1.079245153258211e-12,5.981405801313918e-19,-4.551321792141791e-29,4.6701353328215079e-27,9.5422168251813531e-30,4.1424333796016417e-15,-6.6366525787162109e-16,2.9783527338470898e-18,2.6344087344986055e-19,1.5804428126632652e-31,4.3549045108196133e-31,7.0381521216146713e-28,2.5128289267694028e-29,3.5023273627832014e-40,5.4217367261441492e-29,-1.7447791297825251e-15,1.2727613816682769e-27,-4.8097520552315476e-16,1.5227864953109718e-14,3.1835329102896836e-25,5.4848931423922069e-19,9.4119722031859656e-16,-2.6025944126033329e-39,-4.7107168719870232e-21,-5.8321784294456938e-25,-1.0562317522893976e-32,5.7187211257912902e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899151358899269,0.1088029762654707,9.9999999999998243e-05,4.5406707783997599e-09,3.9364273613271162e-08,1.7034289331011918e-08,1.0368199573890852e-13,2.3031786340836531e-08,3.6049346741609361e-13,7.0153593080179599e-10,1.0869268798195736e-15,1.9836466572182852e-17,1.7332327912320102e-14,6.9474033028302164e-13,9.9273277298704776e-11,1.7884837486015421e-11,2.4757169533562325e-21,1.8456421647123406e-19,7.2111379343643265e-24,7.5393548019001253e-22,7.3087992753499015e-11,1.3186477275828098e-23,1.5224079136761666e-24,2.3131642929004477e-27,8.4747393663013114e-29,3.352400316938194e-30,1.1221416058215561e-13,1.5183466300334801e-14,2.5403871313107794e-17,1.8993666882590143e-17,7.1408336055900408e-19,1.1149046697868328e-21,9.7025346372154984e-16,1.6570300979128441e-17,1.8117167520197274e-27,2.7870635492201628e-16,1.0348328655869466e-15,1.1145805264304059e-16,4.9757515493506517e-19,4.4739343234702686e-19,8.1844711813917986e-19,3.6178381370458452e-24,2.4986981877264305e-23,1.7661354414336688e-23,1.2604872815587962e-30,5.4406153421649961e-28,7.0146996355435837e-31,6.8035878008981897e-29,2.1185020912678028e-25,1.6758407433858252e-15,1.1119984935216897e-20,3.2361644246365213e-28,1.7530934148148308e-33,2.8066934163838054e-20,5.3166226900910566e-17,1.019764887452161e-21,1.3889153151401785e-25,2.1693152576219924e-29,1.050454558594962e-24,7.4156638703495086e-25
4.90654344667841e-10,0.0017220920630551194,-1.2047099858470819e-19,-1.1042677885212364e-14,5.2756414279622409e-15,1.9933975160621303e-15,1.1000809561326981e-12,6.2006686472310268e-19,-4.4886677630179111e-29,-1.6819951046726512e-28,9.4738827130944801e-30,4.1226095897801849e-15,-6.5555921764985388e-16,2.963218193523849e-18,2.6593891645530565e-19,1.642696788286169e-31,4.4252267691066565e-31,7.2288927686092619e-28,2.4991723553788407e-29,3.4510020603776428e-40,5.4334619277662862e-29,-1.7410381246318449e-15,1.2994838759265487e-27,-4.8345388667252838e-16,1.5632148881617635e-14,3.3035987152918986e-25,5.4699424000033385e-19,9.3914725265885804e-16,-2.6514717459421929e-39,-4.744192441051916e-21,-5.9968535218535108e-25,-1.1961404903313534e-32,5.6875658025037757e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899142563904363,0.10880297592737884,9.9999999999998257e-05,4.5877164860806547e-09,3.9772075913688386e-08,1.7118691037694161e-08,1.0475611154765139e-13,2.3362524303092704e-08,3.6049343606290755e-13,7.0886731609696783e-10,1.1025352526848621e-15,2.0043767217663198e-17,1.7877298118468094e-14,7.0933448487297952e-13,1.0030399428481797e-10,1.8257326389493492e-11,2.5035038711586465e-21,1.9012417476104644e-19,7.4140445343620384e-24,7.8238875433743537e-22,7.384683777845007e-11,1.380249170366598e-23,1.6089174723285228e-24,2.4442137608885102e-27,9.0443400711188911e-29,3.5737445809005958e-30,1.1389007543511265e-13,1.5586567806598231e-14,2.6078919043076448e-17,1.9500992991574429e-17,7.2250001884628984e-19,1.1633225266202817e-21,9.7945022180490303e-16,1.6914337000663587e-17,1.9151138761585366e-27,2.828842469814943e-16,1.0568892375609415e-15,1.149125634656513e-16,5.1302781787088348e-19,4.6130046276784273e-19,8.4548559943569485e-19,3.7373585979130989e-24,2.5603084121405269e-23,1.8236869340153629e-23,1.3015617049018674e-30,5.5751325978671318e-28,7.2432817212870635e-31,6.9824878726434053e-29,2.1859501652971038e-25,1.710450277243544e-15,1.1349636533370744e-20,3.3691714991569126e-28,1.8251519014792793e-33,2.8646581435761894e-20,5.4835937854150431e-17,1.0513796615984088e-21,1.4319766235187637e-25,2.2365686429231544e-29,1.0830357961822607e-24,7.7189621535412288e-25
4.956861503780992e-10,0.0017220920624721177,-1.1696956049081123e-19,-1.0722878827524722e-14,4.9455267032732303e-15,1.9878675495986119e-15,1.1210993218676164e-12,6.4256764199870409e-19,-4.4249949948120612e-29,9.6907617753173782e-28,9.4064259352362888e-30,4.1029771062399363e-15,-6.4751418270907514e-16,2.9482394800907144e-18,2.6842501815015016e-19,1.7026156569160639e-31,4.4963308695302751e-31,7.418732551105561e-28,2.4857119057273203e-29,3.4020530388849758e-40,5.4452064718334922e-29,-1.7373456458696696e-15,1.3265128788762825e-27,-4.8592719239082303e-16,1.6042432801826277e-14,3.4267988658863117e-25,5.4551734404459088e-19,9.3712657024237784e-16,-2.6986326093628573e-39,-4.7778364140428131e-21,-6.1623722127098228e-25,-1.3427652659005312e-32,5.656873028143021e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899133768873704,0.10880297558878461,9.999999999999827e-05,4.6347621381326872e-09,4.017987796954513e-08,1.7202590445007731e-08,1.0583022670585803e-13,2.3693764431957115e-08,3.604934047095916e-13,7.1619869693540519e-10,1.1181673242048941e-15,2.0251067737125889e-17,1.8433299069612557e-14,7.2408320317452119e-13,1.0133471117769229e-10,1.8633654249812904e-11,2.5313311057411317e-21,1.9579013505904578e-19,7.6206838074201343e-24,8.1163127910423597e-22,7.4605682734221348e-11,1.444085979990591e-23,1.6994162698146407e-24,2.5812807582226572e-27,9.6459616454847349e-29,3.8073046796449019e-30,1.1557022589888505e-13,1.5995651696669992e-14,2.6763994717688063e-17,2.0015897484045604e-17,7.3093029286509244e-19,1.2133049611028911e-21,9.8860291905488192e-16,1.7261870043554152e-17,2.0233084019162561e-27,2.8708292861962667e-16,1.0791954568071516e-15,1.1844025452429551e-16,5.2880850194750702e-19,4.755029839541599e-19,8.7313781244179814e-19,3.8595919975880877e-24,2.6229606954132164e-23,1.8825772956726751e-23,1.3435916781017337e-30,5.7119295038592844e-28,7.477181510997883e-31,7.1647750053402948e-29,2.2549579544547351e-25,1.7454013048134942e-15,1.1581554124828644e-20,3.5063899690073065e-28,1.8994921467665311e-33,2.9231948188142664e-20,5.6539929969969868e-17,1.0836642531546512e-21,1.4759503112879982e-25,2.3052469203370498e-29,1.1163076535144969e-24,8.0316075503700504e-25
5.007179560883573e-10,0.001722092061888283,-1.1368687373103471e-19,-1.0423100262835815e-14,4.6347830453510109e-15,1.9824467126419412e-15,1.1422996938211908e-12,6.6565261251693077e-19,-4.3605137920431679e-29,2.6962518864860126e-27,9.339839999947807e-30,4.0840445273996896e-15,-6.3902086286774893e-16,2.9334166449804908e-18,2.7089933965457066e-19,1.7673079802854418e-31,4.5682092770772896e-31,7.607681944921946e-28,2.4724462932397815e-29,3.3553264506825838e-40,5.4569785064600535e-29,-1.734210768778189e-15,1.3538502373394075e-27,-4.8839528886906699e-16,1.6458732373933213e-14,3.5531801572624116e-25,5.4405862935568628e-19,9.351352048259634e-16,-2.7440807792894902e-39,-4.8116500841101089e-21,-6.3287326831691993e-25,-1.4961457059480085e-32,5.626639294052902e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899124973807224,0.10880297524970443,9.9999999999998284e-05,4.6818077345559028e-09,4.0587679782120908e-08,1.7286003930636675e-08,1.0690434121689982e-13,2.4025490349874575e-08,3.6049337335614543e-13,7.235300733287674e-10,1.1338223214767769e-15,2.0458368130900502e-17,1.9000434856603583e-14,7.3898657902836202e-13,1.0236542797732737e-10,1.9013821063899718e-11,2.5591986813769419e-21,2.0156296576367532e-19,7.8310897651646316e-24,8.4167779439304005e-22,7.5364527620814722e-11,1.5102187245367786e-23,1.7940519810277265e-24,2.7245866094456329e-27,1.0281114959904801e-28,4.0536468210680126e-30,1.1725453314898984e-13,1.6410733584500272e-14,2.7459124551781576e-17,2.0538400357757623e-17,7.3937375927543153e-19,1.264886788157463e-21,9.9771214966000608e-16,1.7612898918272705e-17,2.1364795960900437e-27,2.9130249788180154e-16,1.1017510694489523e-15,1.2204198152645578e-16,5.4492105327075526e-19,4.9000446499131851e-19,9.0141163439349025e-19,3.9845731567405232e-24,2.6866673681911712e-23,1.9428279682651266e-23,1.3865925042062447e-30,5.851033099177602e-28,7.7164841672546933e-31,7.3504968127961627e-29,2.3255508844213945e-25,1.7806934473904346e-15,1.1815735196657327e-20,3.6479203951869344e-28,1.9761686388041165e-33,2.9823028078211218e-20,5.8278552994324744e-17,1.1166264914334103e-21,1.5208470437124629e-25,2.375366745113472e-29,1.1502782081220695e-24,8.3538044767990788e-25
5.068702576608416e-10,0.0017220920611733387,-1.0995195476846177e-19,-1.0082079925930313e-14,4.280555426623196e-15,1.9759744839356511e-15,1.1684685550369097e-12,6.9468612268402946e-19,-4.2807663443783695e-29,-9.0876341407138385e-29,9.2596706256544025e-30,4.0610749177648149e-15,-6.2881684707135242e-16,2.9155158362845127e-18,2.7390939243609758e-19,1.8445036476803905e-31,4.657146710327757e-31,7.8375128093088387e-28,2.4565073322613339e-29,3.3010095735986629e-40,5.471413714760739e-29,-1.730354487238677e-15,1.3876968907555852e-27,-4.9140735874129198e-16,1.6975930675733996e-14,3.7120944081271113e-25,5.4230170899143332e-19,9.327435036648827e-16,-2.797335515540805e-39,-4.8532420736658373e-21,-6.5332804084573044e-25,-1.6929045919975134e-32,5.5903320319038437e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899114220183347,0.10880297483447897,9.9999999999998297e-05,4.7393294937748598e-09,4.1086291656540199e-08,1.7387354222850473e-08,1.0821764152513403e-13,2.4431723626324379e-08,3.6049333502065387e-13,7.3249401410155873e-10,1.1529935123403426e-15,2.0711830557635915e-17,1.9709141284718668e-14,7.5741896448651102e-13,1.0362566740524189e-10,1.948386086823196e-11,2.5933267339154264e-21,2.0876776135169875e-19,8.0935165142565464e-24,8.7952909230228194e-22,7.6292354008579586e-11,1.5942871493409777e-23,1.9156037487604778e-24,2.908612744745736e-27,1.11055645689877e-28,4.3730724147194622e-30,1.1931944666982727e-13,1.6926418991541825e-14,2.8322746107392211e-17,2.118760828531527e-17,7.4971484084644988e-19,1.3301791677372344e-21,1.0087935470467753e-15,1.8046844324901629e-17,2.2818829081649645e-27,2.9649013598803742e-16,1.1296676910567881e-15,1.2654757847023526e-16,5.6507804977604377e-19,5.081463782345305e-19,9.3683751380979851e-19,4.1411691712120612e-24,2.7660109960706388e-23,2.0183751505319858e-23,1.4405104303077785e-30,6.0242861881422181e-28,8.0165412631063207e-31,7.5823119466569002e-29,2.414054750819185e-25,1.8243075077870534e-15,1.2105136383390705e-20,3.8269745437724313e-28,2.0731744840093022e-33,3.0553485220645974e-20,6.0451896128300251e-17,1.1578608679290639e-21,1.5770110347838564e-25,2.4630837093344757e-29,1.1927743950634441e-24,8.7610269759628726e-25
5.13022559233326e-10,0.0017220920604572327,-1.0650237397394949e-19,-9.7671756883553428e-15,3.9526897612661367e-15,1.9696682509802621e-15,1.1949094520698392e-12,7.246247504282268e-19,-4.200305685250539e-29,-3.9212254456454794e-27,9.1808040892666419e-30,4.0382914561129417e-15,-6.1880580472479863e-16,2.8978501008834895e-18,2.7690248241791488e-19,1.9202061718064149e-31,4.7472213383997626e-31,8.0660455844160383e-28,2.4408610106179975e-29,3.2495815020159005e-40,5.4858912985243534e-29,-1.7264704784454328e-15,1.4220107358101243e-27,-4.9441249508802043e-16,1.7502170665973001e-14,3.8759156785196468e-25,5.4057250555005476e-19,9.3039661865124912e-16,-2.8480644452172401e-39,-4.8950951454670168e-21,-6.7390807595561068e-25,-1.899887935102838e-32,5.5547124742714841e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899103466505937,0.10880297441857627,9.9999999999998311e-05,4.7968511698315059e-09,4.1584903170667031e-08,1.7488027390655019e-08,1.0953094087484721e-13,2.4838633829267864e-08,3.6049329668496792e-13,7.4145794831458508e-10,1.1721966492692141e-15,2.0965292798888888e-17,2.0434827814652248e-14,7.7608285806073905e-13,1.0488590669376689e-10,1.9959639717718952e-11,2.6275151728043455e-21,2.1613509203800648e-19,8.3616836313924299e-24,9.1863066787038796e-22,7.7220180292932824e-11,1.6819898877384179e-23,2.043842632167832e-24,3.1027185047852323e-27,1.1985392055278971e-28,4.7135697585862054e-30,1.2139033565243982e-13,1.7451119551481569e-14,2.9201479463985473e-17,2.1848237446626947e-17,7.6007446277961958e-19,1.3979773459295835e-21,1.019812352972084e-15,1.848601200460854e-17,2.4353368115988807e-27,3.0170911177255141e-16,1.1579557720682795e-15,1.3116660321618336e-16,5.8574352118358006e-19,5.2674636070971214e-19,9.7321802571752054e-19,4.3019850425424565e-24,2.8469710617605534e-23,2.096026531370415e-23,1.495930121397141e-30,6.2010757544366534e-28,8.3249557896388791e-31,7.8194176280790942e-29,2.5050122350279273e-25,1.8684303014089598e-15,1.2397913286880451e-20,4.0128100324577988e-28,2.1738545165317298e-33,3.1292462841045692e-20,6.2678135366705917e-17,1.2001334318910167e-21,1.6345891770296197e-25,2.5530091938882061e-29,1.2363410358765286e-24,9.1832032659150045e-25
5.191748608058103e-10,0.0017220920597400002,-1.0331659755195296e-19,-9.4764174985196527e-15,3.6494952394844856e-15,1.9635270302383452e-15,1.221622220040835e-12,7.5548610906379e-19,-4.1193987284809153e-29,-1.3262204582907537e-27,9.1032152041120549e-30,4.0154872967533773e-15,-6.0918937911247622e-16,2.8804163709798423e-18,2.7987880887628071e-19,1.9923143601517371e-31,4.8384184028117074e-31,8.2933002198368467e-28,2.4255016243422608e-29,3.20082573482234e-40,5.5004112675436863e-29,-1.7223547963547943e-15,1.4567952719091664e-27,-4.9741076647538317e-16,1.8037478432209132e-14,4.0447272926474816e-25,5.3887062582222752e-19,9.280939391801656e-16,-2.8962911167555018e-39,-4.9372082400437871e-21,-6.9461317174862273e-25,-2.1171684906580546e-32,5.5197667849996278e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899092712774906,0.10880297400202237,9.9999999999998324e-05,4.8543727627259178e-09,4.2083514326264907e-08,1.7588049432955409e-08,1.1084423927068683e-13,2.5246194959982851e-08,3.6049325834908705e-13,7.5042187599502679e-10,1.1914305053105696e-15,2.1218754855427793e-17,2.1177677495938609e-14,7.9497842580380641e-13,1.0614614584290172e-10,2.0441157606981859e-11,2.6617640410182172e-21,2.2366646926572577e-19,8.6356511028366578e-24,9.5900935516954173e-22,7.8148006473877706e-11,1.7734401253449527e-23,2.1790535537335863e-24,3.3073304959543958e-27,1.2923607996881315e-28,5.0762641244099459e-30,1.2346707373232474e-13,1.7984861274845616e-14,3.0095368289261727e-17,2.252032114291433e-17,7.7045202903112372e-19,1.4683452115740224e-21,1.0307693028455938e-15,1.8930399853925377e-17,2.5971876780760123e-27,3.0695943601268798e-16,1.18661457731548e-15,1.3590056191045289e-16,6.0692423687310323e-19,5.4581051811699899e-19,1.0105670861732751e-18,4.4670822855176034e-24,2.9295697677488328e-23,2.1758213787016842e-23,1.5528796029771552e-30,6.3814504771021408e-28,8.6418837108229384e-31,8.0619002904667293e-29,2.5984700680497472e-25,1.9130611602897369e-15,1.2694061474773274e-20,4.2056146216684343e-28,2.2783104729964219e-33,3.2039949751929147e-20,6.4957887601153696e-17,1.2434579626934658e-21,1.6936002410064725e-25,2.6451725115537111e-29,1.2809923466939986e-24,9.6207091393666618e-25
