Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355)
2.531323527364903e-11,0.0022819397484053427,5.5356025613443399e-17,7.4875513119452654e-13,1.7473052907104544e-12,5.2314920475222543e-17,2.0046735321261596e-11,1.0354884817233115e-17,-4.7020127680271075e-30,2.2587826535903527e-20,3.832579842964185e-32,-2.2595878349937793e-20,7.2697544222080927e-27,1.7989974696115226e-17,1.7330150249559944e-24,-5.0760344667290009e-30,6.3132293038963001e-31,6.4969606202121856e-26,2.9127961834773017e-32,4.721308193347901e-42,4.2471626437367037e-30,2.3993247582721019e-27,1.0019038583628656e-38,7.085827100881395e-24,-3.0192323508538976e-34,6.7301930708875449e-38,3.1347538180793452e-32,2.8712421522176668e-20,-6.9950915632608602e-39,1.6186303232803221e-33,2.1554909915288471e-31,-1.1873875847259231e-37,2.0831385705410976e-56,0.88129999999999997,0.0,0.0,0.0,0.0098874115729227809,0.10880296143475673,9.9999999999981926e-05,6.3506398868570653e-08,7.7731318857311831e-07,7.4210569663140988e-07,2.6868043401040315e-13,3.6873817493726513e-08,1.7481064865453062e-08,1.6710878525287298e-09,3.6099063230805097e-16,1.1496759222536343e-17,2.2229619718087384e-14,9.1526809251670851e-12,3.4804425739500838e-07,2.1741392316810959e-10,2.2567598578263781e-19,3.7364504292144923e-17,3.2315966961831824e-20,3.2522317770891517e-18,6.0120470761893702e-07,1.3566496488401638e-20,7.5253479985251025e-23
2.5713216579728798e-11,0.0022819397461024955,5.6993266667274281e-17,7.7024224691691797e-13,1.7668610072525063e-12,5.3822078832663903e-17,2.0654512487402739e-11,1.0969502950715901e-17,-4.6986651194748185e-30,-2.8389151028456605e-20,3.9695404626313216e-32,2.8380972777130614e-20,7.3814133557932296e-27,1.8309725954883603e-17,1.7687729707595634e-24,-5.0787655724160164e-30,6.648518163394896e-31,6.7255966919544134e-26,3.1070347058316467e-32,4.7592926449063526e-42,4.3169526849061491e-30,2.4123211716050024e-27,1.0421752201082983e-38,7.2022627741466206e-24,-3.0686562299704207e-34,7.0882955362070119e-38,3.233729295681573e-32,3.0027835502645088e-20,-7.1068678379798406e-39,1.6887312461851392e-33,2.2422453797714674e-31,-1.2007615726326292e-37,2.2701376236903278e-56,0.88129999999999997,0.0,0.0,0.0,0.0098873706826594337,0.10880296042485198,9.99999999999816e-05,6.4509705569601283e-08,7.8959155248114106e-07,7.5342901987323091e-07,2.7292449275602232e-13,3.7855941310977581e-08,1.74809960736512e-08,1.6982555137804234e-09,3.7060552363087184e-16,1.1683667486057649e-17,2.3466749890735897e-14,9.4446987297680944e-12,3.5364254479875789e-07,2.2433736736124803e-10,2.2959292657671334e-19,3.9136626786379782e-17,3.3244085930623739e-20,3.3998651845342226e-18,6.1087524606894355e-07,1.4411193747640822e-20,8.1154003894426338e-23
2.6113197885808568e-11,0.002281939743781474,5.8650783318345231e-17,7.9196742527631491e-13,1.7862796766580118e-12,5.5346373869966394e-17,2.1271367444627912e-11,1.1610971902535281e-17,-4.6930582787140805e-30,2.0445342055251286e-20,4.1086496301827208e-32,-2.0453529355753158e-20,7.4934763824553015e-27,1.8649208022938559e-17,1.7964925039507776e-24,-5.0791785667950232e-30,6.9954808043903496e-31,6.9583369108557522e-26,3.3107856762692955e-32,4.761954457216855e-42,4.3216338948010111e-30,2.4136425121243406e-27,1.0828836472719512e-38,7.2100733649544276e-24,-3.1180390609782913e-34,7.4590701198757853e-38,3.3342161707485828e-32,3.1380837923302657e-20,-7.2184616712794117e-39,1.7601640319083673e-33,2.3299636798804386e-31,-1.1928208812065691e-37,2.4703661967009052e-56,0.88129999999999997,0.0,0.0,0.0,0.009887329792564143,0.10880295940697292,9.9999999999981235e-05,6.5513006821874409e-08,8.0186981051003037e-07,7.6474427127281156e-07,2.7716851481579918e-13,3.8846030550952427e-08,1.7480927282130845e-08,1.7254229400388501e-09,3.8029839570449468e-16,1.1870574132870649e-17,2.4751821197338051e-14,9.7413201958833172e-12,3.592408070740284e-07,2.3136928722535753e-10,2.3351779398362425e-19,4.0963071026414503e-17,3.4183543288599228e-20,3.5516892888313526e-18,6.2054574644804777e-07,1.5293827557314966e-20,8.7411720985830138e-23
2.6513179191888338e-11,0.0022819397414426137,6.0328476489163905e-17,8.1392882098735389e-13,1.8055304302657578e-12,5.6887698463329198e-17,2.1897290748629463e-11,1.2280057038063539e-17,-4.6865888754352333e-30,1.267981123992618e-25,4.2503035223812938e-32,-8.2782662375487956e-24,7.605638903381422e-27,1.8996692010501702e-17,1.8214499445473151e-24,-5.0787011639945519e-30,7.3543249801937999e-31,7.1953651834633997e-26,3.5243585021629172e-32,4.7508601084293176e-42,4.3013975439694758e-30,2.4105106044908575e-27,1.1236071055054431e-38,7.1763124503596547e-24,-3.1673630303768595e-34,7.8434962223001351e-38,3.436218247221769e-32,3.2771853343462123e-20,-7.3298293974783825e-39,1.8326278055102039e-33,2.4177451496946821e-31,-1.1764718908740455e-37,2.6848012550623526e-56,0.88129999999999997,0.0,0.0,0.0,0.0098872889026369488,0.10880295838126647,9.9999999999980909e-05,6.6516302625414117e-08,8.1414796261492695e-07,7.7605159774460606e-07,2.8141250017375224e-13,3.9843938297935669e-08,1.748085849089194e-08,1.7525901313638843e-09,3.9006781023767314e-16,1.2057479163387275e-17,2.6085881693997582e-14,1.0042546228731448e-11,3.6483904422092382e-07,2.3850968093142053e-10,2.3745058957738537e-19,4.2844607111703033e-17,3.5134322322615079e-20,3.7077542936892e-18,6.3021620875640566e-07,1.6215459233099132e-20,9.4041956164066631e-23
2.6913160497968108e-11,0.002281939739086244,6.2026233775290382e-17,8.361244064744316e-13,1.824596096342387e-12,5.8445933315787475e-17,2.253227833110334e-11,1.2977535624524933e-17,-4.6812434139913473e-30,9.8914332021826377e-21,4.3947831536037795e-32,-9.8995570428688004e-21,7.7177471746081751e-27,1.9345622315591772e-17,1.8465968795518981e-24,-5.0793387219960694e-30,7.7252674718265947e-31,7.4367898597327868e-26,3.7480729575826924e-32,4.7390254525292619e-42,4.2863281326935958e-30,2.4138491394300143e-27,1.1641364287952992e-38,7.151171860165013e-24,-3.2166242472051647e-34,8.2423098446904153e-38,3.539737282635901e-32,3.4201303181615851e-20,-7.4409612657710825e-39,1.9060353599224253e-33,2.5051432152638064e-31,-1.1613771953853724e-37,2.9144028189081806e-56,0.88129999999999997,0.0,0.0,0.0,0.009887248012877884,0.1088029573478765,9.999999999998053e-05,6.7519592980244496e-08,8.2642600876946606e-07,7.8735114314059369e-07,2.8565644882027993e-13,4.0849520698684243e-08,1.7480789699934507e-08,1.7797570877547573e-09,3.9991235892048102e-16,1.2244382577602236e-17,2.7469984160377642e-14,1.034837773681195e-11,3.7043725623954857e-07,2.4575854665022121e-10,2.4139131491937248e-19,4.4782002730491937e-17,3.6096409319245181e-20,3.8681103064187467e-18,6.3988663299417263e-07,1.717716415979661e-20,1.0106048156333681e-22
2.7313141804047878e-11,0.0022819397367126815,6.3743923667396782e-17,8.5855188830552951e-13,1.8434646782116788e-12,6.0020941099098443e-17,2.3176323591278258e-11,1.3704195947546343e-17,-4.6758047479659105e-30,-8.7701478737012695e-21,4.5421784413781688e-32,8.7620203634412614e-21,7.8296145433950624e-27,1.969015247336547e-17,1.8745517873153656e-24,-5.0798901654877227e-30,8.108530055100841e-31,7.6826085079735838e-26,3.9822559890704499e-32,4.738364536975856e-42,4.2886593931690285e-30,2.4164196505420624e-27,1.2045354144631751e-38,7.1550618859492643e-24,-3.2658259584373954e-34,8.6557896323454155e-38,3.6447717553140695e-32,3.5669605640052533e-20,-7.5518642264816659e-39,1.9804419777823475e-33,2.5922939282723553e-31,-1.1514657375165865e-37,3.1600164696896115e-56,0.88129999999999997,0.0,0.0,0.0,0.0098872071232869712,0.10880295630694403,9.9999999999980191e-05,6.8522877886389673e-08,8.3870394894959385e-07,7.9864304849914429e-07,2.8990036074660789e-13,4.1862636713561657e-08,1.7480720909258608e-08,1.8069238091698192e-09,4.0983066098794028e-16,1.2431284375228995e-17,2.8905185654040723e-14,1.0658815631604132e-11,3.7603544313000628e-07,2.5311588255225622e-10,2.4533997157821622e-19,4.6776023315376086e-17,3.7069793314532135e-20,4.0328073587564263e-18,6.4955701916150477e-07,1.8180030904663073e-20,1.0848349354266242e-22
2.8113104416207417e-11,0.0022819397319152526,6.7238581789229969e-17,9.0409349629453846e-13,1.8806477212944057e-12,6.3220737420578838e-17,2.4491604600933767e-11,1.5248265437905473e-17,-4.6682631337561459e-30,-2.3634544515745018e-26,4.8455683462653118e-32,-8.1575644626837205e-24,8.0530664641431005e-27,2.0378368990915469e-17,1.9333590572381729e-24,-5.0843212612290735e-30,8.9128972089731305e-31,8.1874300257551547e-26,4.4833571466448661e-32,4.7425688828832263e-42,4.3202757219503913e-30,2.4401372552116524e-27,1.2852127740838451e-38,7.2078106459123258e-24,-3.3640829235660271e-34,9.5277369690116169e-38,3.8593821038345831e-32,3.8724425056304614e-20,-7.7730626274721815e-39,2.1327663115889674e-33,2.7664304249113097e-31,-1.1390705120922929e-37,3.7026920703303888e-56,0.88129999999999997,0.0,0.0,0.0,0.0098871253446095701,0.10880295420300365,9.9999999999979527e-05,7.0529431352720902e-08,8.6325951141914392e-07,8.2120449116405986e-07,2.9838807444810236e-13,4.3910917520504775e-08,1.7480583328751479e-08,1.8612565469942492e-09,4.2988312060965367e-16,1.2805083120179476e-17,3.1933131773970563e-14,1.1293514239822378e-11,3.8723174152683779e-07,2.6815595758800154e-10,2.5326108513242921e-19,5.0936991109753092e-17,3.9050420209693583e-20,4.3754244837460536e-18,6.688976772854878e-07,2.0313662789870868e-20,1.2460968905140226e-22
2.8833070767151e-11,0.0022819397275418924,7.0450625362759772e-17,9.4585118328433311e-13,1.9135078420948101e-12,6.6156560732702417e-17,2.5706355262180518e-11,1.6745849294629541e-17,-4.6607985808219805e-30,1.0780529004210953e-21,5.1281071616307271e-32,-1.0862710734130156e-21,8.2538964475878779e-27,2.1000698373041901e-17,1.9878268809824071e-24,-5.087613444969086e-30,9.6811788108272248e-31,8.6566510963138315e-26,4.9735271626604623e-32,4.7452052133597858e-42,4.3418985785605669e-30,2.4573547666873516e-27,1.3582399271936442e-38,7.2438865604193437e-24,-3.4523740900913822e-34,1.0364500663206014e-37,4.0576972258430964e-32,4.1610767265993088e-20,-7.9715133689297728e-39,2.2743592279853546e-33,2.9241500740572759e-31,-1.1242997521694889e-37,4.2544631343534683e-56,0.88129999999999997,0.0,0.0,0.0,0.0098870517443749653,0.10880295228502609,9.999999999997889e-05,7.2335310838157622e-08,8.853591552437856e-07,8.4148502473347844e-07,3.0602689120389484e-13,4.5778771095307835e-08,1.7480459507258054e-08,1.9101552072025181e-09,4.4816921631685279e-16,1.3141496460414143e-17,3.4843721187149657e-14,1.1880506026550055e-11,3.9730832414669945e-07,2.8206297479276662e-10,2.6041722824923841e-19,5.4883156290700923e-17,4.0871559572048815e-20,4.699127228218086e-18,6.8630413939774823e-07,2.2385872013536334e-20,1.4067718897743493e-22
2.9553037118094585e-11,0.0022819397231175816,7.3725259453114641e-17,9.8832564979951311e-13,1.9458267325938352e-12,6.9144691063822818e-17,2.6950482938749646e-11,1.8350717471673273e-17,-4.651590551165818e-30,-7.3268655320611081e-21,5.4195211201682713e-32,7.3186744190585666e-21,8.454736960620228e-27,2.1633610504278311e-17,2.0402751841676171e-24,-5.0891218789556439e-30,1.0492806318152448e-30,9.140061557135234e-26,5.5029182168654123e-32,4.7347891584418853e-42,4.3270495624893514e-30,2.4642674065016235e-27,1.4315294182542643e-38,7.2191142052407325e-24,-3.5405264006486844e-34,1.1252351936625237e-37,4.2609016273146926e-32,4.4629347578741873e-20,-8.1693568792424772e-39,2.4200301306674222e-33,3.0825300709288452e-31,-1.0964426186897369e-37,4.8721070754694949e-56,0.88129999999999997,0.0,0.0,0.0,0.0098869781446851417,0.10880295034469123,9.9999999999978267e-05,7.4141172670229368e-08,9.0745845575462013e-07,8.6174288497315337e-07,3.1366558899455274e-13,4.7668953168571021e-08,1.7480335686676917e-08,1.9590531058673988e-09,4.6667390595621137e-16,1.3477904561377347e-17,3.7936476020540484e-14,1.2482436798460957e-11,4.0738482535291921e-07,2.9632140693834331e-10,2.6759909342565148e-19,5.9024596113764504e-17,4.2729240521208912e-20,5.0376711677753549e-18,7.0371047816422299e-07,2.4608928492843747e-20,1.5832537219594403e-22
3.027300346903817e-11,0.0022819397186440086,7.7061790585693168e-17,1.0315048293531335e-12,1.9775957604385467e-12,7.2184436047200069e-17,2.822397471455174e-11,2.0067847326739122e-17,-4.6409538486649287e-30,1.2302779769541758e-22,5.720172543976233e-32,-1.3119478454537299e-22,8.6551952426647059e-27,2.2267445353557674e-17,2.0950409915525722e-24,-5.0891825407811346e-30,1.1349062562525075e-30,9.637760866717261e-26,6.0736184773779706e-32,4.7256630356852537e-42,4.3135538140084174e-30,2.4631312465138159e-27,1.5047890316451189e-38,7.1965995918824813e-24,-3.6284948282965277e-34,1.2193337955996406e-37,4.4689894365598814e-32,4.7782489920953244e-20,-8.366485039396399e-39,2.5691865894518171e-33,3.2409469224289317e-31,-1.0676291783809265e-37,5.5618573108058062e-56,0.88129999999999997,0.0,0.0,0.0,0.0098869045455401584,0.10880294838273347,9.9999999999977616e-05,7.5947016849076868e-08,9.2955741290030089e-07,8.8197880624287862e-07,3.2130416780006676e-13,4.9580729373065076e-08,1.7480211867008081e-08,2.0079502429671582e-09,4.8539000014057115e-16,1.3814307422919579e-17,4.1217687439885798e-14,1.3099311961285836e-11,4.1746124514610402e-07,3.1093124335503885e-10,2.7480668997091519e-19,6.3365699681191472e-17,4.4623484537240243e-20,5.3913470738615667e-18,7.2111669358582054e-07,2.6989621960213871e-20,1.7766340810925194e-22
3.099296981998176e-11,0.002281939714122782,8.0459538850342283e-17,1.075376919587167e-12,2.0088190192186656e-12,7.5275126861504158e-17,2.9526828214269891e-11,2.1902327390341042e-17,-4.629965006878175e-30,-8.7860023080674037e-22,6.0302318319937637e-32,8.704355670908882e-22,8.8551764723156752e-27,2.2899102809890566e-17,2.1535272366320334e-24,-5.0888775903759181e-30,1.2251241573753039e-30,1.0149849546299647e-25,6.6877760843134969e-32,4.7240810733096058e-42,4.3119027251601565e-30,2.4601349333339523e-27,1.577810753219067e-38,7.1938461542582224e-24,-3.7162546599368155e-34,1.3189174423904906e-37,4.6819546804863964e-32,5.1072488217934725e-20,-8.5628395119732059e-39,2.72138175654547e-33,3.398956468311869e-31,-1.0412128623633988e-37,6.3299937415235202e-56,0.88129999999999997,0.0,0.0,0.0,0.0098868309469400378,0.10880294639986306,9.9999999999976979e-05,7.7752843374840727e-08,9.5165602665336e-07,9.0219349883888898e-07,3.2894262760880382e-13,5.1513389405109522e-08,1.7480088048251609e-08,2.0568466184476899e-09,5.0431054506268782e-16,1.4150705044668588e-17,4.4693678873175511e-14,1.3731136944195028e-11,4.2753758352686089e-07,3.2589247337308443e-10,2.8204002723238555e-19,6.7910834381601029e-17,4.655433618965032e-20,5.7604458509749387e-18,7.3852278566344995e-07,2.9534871434738125e-20,1.9880491787773706e-22
3.1712936170925346e-11,0.0022819397095554736,8.3917826121634015e-17,1.1199302112239588e-12,2.0395196442122116e-12,7.8416106348715341e-17,3.0859055538208744e-11,2.3859358089348029e-17,-4.6190378409997426e-30,2.314740788302584e-21,6.3496467321244215e-32,-2.3228931064876198e-21,9.0549635816824805e-27,2.3534817811454388e-17,2.2129550686715748e-24,-5.0886036380522043e-30,1.3200645347163197e-30,1.0676371210649161e-25,7.3476000653360544e-32,4.7186078497304981e-42,4.3047653393739728e-30,2.4572326645740427e-27,1.6506161871027622e-38,7.1819395859438705e-24,-3.8037987648369933e-34,1.4241700478376727e-37,4.8997899285014888e-32,5.4501607076891317e-20,-8.7584058697034511e-39,2.8764686652897472e-33,3.5566045132182288e-31,-1.0116115506908165e-37,7.1834468010181802e-56,0.88129999999999997,0.0,0.0,0.0,0.0098867573488847921,0.10880294439676697,9.9999999999976342e-05,7.95586522476617e-08,9.7375429702001138e-07,9.2238764969273249e-07,3.3658096842088533e-13,5.3466246325700801e-08,1.747996423040756e-08,2.1057422322368114e-09,5.2342881565334074e-16,1.4487097426127781e-17,4.8370804164080633e-14,1.4377917198655412e-11,4.3761384049579688e-07,3.412050863224904e-10,2.8929911459012463e-19,7.2664345952230992e-17,4.8521862376562507e-20,6.1452587158327968e-18,7.5592875439802031e-07,3.2251725628271575e-20,2.2186804443944354e-22
3.243290252186893e-11,0.002281939704943599,8.7435979984110671e-17,1.1651531421152198e-12,2.0697008623071987e-12,8.1606732799968679e-17,3.2220649948928738e-11,2.5944251440529002e-17,-4.6083915617929957e-30,-2.5528568260513879e-21,6.6785961756159797e-32,2.5446919188021878e-21,9.2543487001911989e-27,2.4170133362281214e-17,2.2753216962216497e-24,-5.0885931095003098e-30,1.4198579641845184e-30,1.1217327294463604e-25,8.0553566063636899e-32,4.7189861910243917e-42,4.3118243687094517e-30,2.4559193147208573e-27,1.7233977538001852e-38,7.1937177723988278e-24,-3.8911350285989713e-34,1.5352669945824783e-37,5.1224863631729649e-32,5.8072082442158168e-20,-8.9532028863197223e-39,3.0344955985676091e-33,3.7143015974029459e-31,-9.8513362888330186e-38,8.1295847998293517e-56,0.88129999999999997,0.0,0.0,0.0,0.0098866837513744525,0.10880294237410952,9.9999999999975705e-05,8.136444346768038e-08,9.9585222396805646e-07,9.4256192316234268e-07,3.4421919022326468e-13,5.54386357694429e-08,1.747984041347599e-08,2.1546370842676776e-09,5.4273830783683535e-16,1.4823484566837264e-17,5.2255445621312872e-14,1.5039658197213203e-11,4.4769001605351889e-07,3.5686907153308473e-10,2.9658396146390311e-19,7.763055862166276e-17,5.0526151477159719e-20,6.5460773770115786e-18,7.7333459979044015e-07,3.5147362973882768e-20,2.4697550868859917e-22
3.315286887281252e-11,0.002281939700288626,9.1013337695747762e-17,1.2110343522190039e-12,2.0993742097946951e-12,8.4846383802585762e-17,3.3611611812794436e-11,2.8162430730496043e-17,-4.5979024564044825e-30,-1.6835635862340393e-23,7.0171024098605056e-32,8.6337569669752946e-24,9.4533199711317727e-27,2.4804933331841699e-17,2.3406800356907926e-24,-5.0887237288357529e-30,1.5246347325920801e-30,1.1772693225788951e-25,8.8133661379696079e-32,4.7258171465394644e-42,4.3326878408792152e-30,2.4555234801151119e-27,1.7964645999202042e-38,7.2285267634463129e-24,-3.9782735605528876e-34,1.6523538732048669e-37,5.3500338641881914e-32,6.178612196513327e-20,-9.1472555838177691e-39,3.1956146059375182e-33,3.8727078687863381e-31,-9.6163350437013831e-38,9.1759402725775948e-56,0.88129999999999997,0.0,0.0,0.0,0.0098866101544090364,0.10880294033253318,9.9999999999975068e-05,8.317021703503752e-08,1.0179498074810747e-06,9.6271696169015516e-07,3.5185729300844927e-13,5.7429915286431803e-08,1.7479716597456923e-08,2.2035311744883389e-09,5.6223273208811429e-16,1.5159866466439648e-17,5.6354012433644127e-14,1.5716365432499361e-11,4.5776611020063413e-07,3.7288441833455487e-10,3.0389457730585312e-19,8.2813775231128105e-17,5.2567312650239752e-20,6.9631941836907268e-18,7.9074032184161866e-07,3.8229091714762757e-20,2.7425465729439618e-22
3.387283522375611e-11,0.0022819396955919675,9.4649250553245206e-17,1.2575627434830151e-12,2.1285461312215187e-12,8.813446043943551e-17,3.5031936362020048e-11,3.0519430554244741e-17,-4.5875007060865204e-30,-2.2156286198231192e-21,7.365256824129211e-32,2.2073474963902501e-21,9.6517350055134676e-27,2.5436356517475622e-17,2.4103096590997467e-24,-5.0889336668281668e-30,1.6345250805499911e-30,1.2342441318792921e-25,9.6240020868101085e-32,4.7445591472068308e-42,4.3773053953307146e-30,2.4558217160773594e-27,1.8701068041598415e-38,7.3029661576523615e-24,-4.0652178708728125e-34,1.7755701226306057e-37,5.5824217142077426e-32,6.5645906424446775e-20,-9.3405725809906685e-39,3.3599097922586261e-33,4.0324430791512734e-31,-9.4428351110308807e-38,1.0330387910990638e-55,0.88129999999999997,0.0,0.0,0.0,0.0098865365579885803,0.10880293827265945,9.9999999999974445e-05,8.4975972949873769e-08,1.040047047532981e-06,9.8285338673789936e-07,3.5949527676570894e-13,5.9439463407465655e-08,1.7479592782350389e-08,2.2524245028473577e-09,5.8190600428125261e-16,1.5496243124581048e-17,6.0672938430210138e-14,1.6408044415821484e-11,4.6784212293774987e-07,3.8925111605650975e-10,3.1123097160215749e-19,8.8218277406882522e-17,5.4645474839868009e-20,7.3969023371128886e-18,8.0814592055246492e-07,4.1504350152649501e-20,3.0383753356715295e-22
3.4592801574699694e-11,0.002281939690855001,9.8343108948174623e-17,1.3047278374931731e-12,2.1572558529635947e-12,9.1470412238962855e-17,3.6481653711073216e-11,3.3020897428525378e-17,-4.576924594632518e-30,3.6201424082757005e-21,7.7227353448581124e-32,-3.6284248391492716e-21,9.8503679768158785e-27,2.608049408475177e-17,2.4770385394650484e-24,-5.0889169793859753e-30,1.7496595447162195e-30,1.2926753910979045e-25,1.0489696273958131e-31,4.743032930869705e-42,4.3779722712573335e-30,2.4544328391675126e-27,1.9439318172603652e-38,7.3040799196065742e-24,-4.1519637253845918e-34,1.9050800480022334e-37,5.8196497413777072e-32,6.9653590918248211e-20,-9.5331487151546925e-39,3.5273695351883736e-33,4.1926697378439951e-31,-9.1130708431302605e-38,1.16008972953984e-55,0.88129999999999997,0.0,0.0,0.0,0.0098864629621130459,0.10880293619508932,9.9999999999973781e-05,8.6781711212329825e-08,1.0621439441665082e-06,1.0029717993962124e-06,3.6713314150819218e-13,6.1466679034432264e-08,1.74794689681564e-08,2.3013170693460521e-09,6.0175223972140278e-16,1.5832614541270518e-17,6.5218680635742773e-14,1.7114700676272695e-11,4.7791805426547301e-07,4.0596915402902304e-10,3.1859315387487882e-19,9.3848325666597787e-17,5.6760786128279429e-20,7.8474960306444386e-18,8.2555139592388759e-07,4.4980706980680606e-20,3.3586092889373315e-22
3.531276792564328e-11,0.0022819396860790475,1.0209428968032546e-16,1.3525190176024947e-12,2.1854886161034603e-12,9.4853684370787168e-17,3.7960737011912244e-11,3.56725899288935e-17,-4.5664055435699677e-30,-5.2514391858871059e-21,8.0900464430385127e-32,5.2431119647079342e-21,1.0048479315368995e-26,2.6722632064532831e-17,2.5474434577898773e-24,-5.0889452121931432e-30,1.8701687097917503e-30,1.3525592200956812e-25,1.1412943699950927e-31,4.7505013176968107e-42,4.403557306614132e-30,2.4534997777844477e-27,2.0182803771749991e-38,7.3467661855584678e-24,-4.238509511203168e-34,2.0411570190638044e-37,6.0617061753507018e-32,7.3811305706601606e-20,-9.7249774569718372e-39,3.6978837153594885e-33,4.3541160932546239e-31,-8.8480249232394834e-38,1.2997787193036291e-55,0.88129999999999997,0.0,0.0,0.0,0.0098863893667825008,0.10880293410040427,9.999999999997313e-05,8.8587431822546389e-08,1.0842404973133075e-06,1.0230727810622521e-06,3.747708872107435e-13,6.3510980762697634e-08,1.7479345154875019e-08,2.3502088739154181e-09,6.2176574651104839e-16,1.6168980716033329e-17,6.9997717680268287e-14,1.7836339759676609e-11,4.8799390418441066e-07,4.2303852158154254e-10,3.2598113366795515e-19,9.9708159539477482e-17,5.891341301780397e-20,8.3152706050950532e-18,8.4295674795679595e-07,4.8665861766368218e-20,3.7046644244035676e-22
3.603273427658687e-11,0.002281939681265394,1.0590224151332941e-16,1.4009267550122003e-12,2.2132866689460309e-12,9.8283803104428773e-17,3.9469225499388005e-11,3.8480377351615016e-17,-4.5557562319891395e-30,9.1535924946880523e-21,8.466821231620095e-32,-9.161835907565177e-21,1.024709948240698e-26,2.7382502645031101e-17,2.6127569272236205e-24,-5.088776267996802e-30,1.9961865656967861e-30,1.4139439908278558e-25,1.2396301314332901e-31,4.7274478794169078e-42,4.3562781279930228e-30,2.4508144488169768e-27,2.0917259212201911e-38,7.2678885808547507e-24,-4.3248506955731034e-34,2.1839115257499592e-37,6.3086071016975904e-32,7.8121159139952256e-20,-9.9160541572006553e-39,3.8714488736769128e-33,4.5137358632620781e-31,-8.3334272081468765e-38,1.4528375741872189e-55,0.88129999999999997,0.0,0.0,0.0,0.0098863157719968949,0.10880293198916646,9.9999999999972493e-05,9.0393134780664108e-08,1.1063367070301052e-06,1.043156893985666e-06,3.8240851389152139e-13,6.557180633513839e-08,1.7479221342506185e-08,2.3990999165940886e-09,6.4194102020502904e-16,1.650534164913529e-17,7.5016548567281939e-14,1.857296722787579e-11,4.9806967269517004e-07,4.404592080447909e-10,3.3339492055820982e-19,1.0580199766339361e-16,6.1103539857288376e-20,8.8005226739969769e-18,8.603619766520992e-07,5.2567645449667669e-20,4.0780053203661349e-22
3.6752700627530455e-11,0.00228193967641528,1.0976631490686495e-16,1.4499401637261287e-12,2.2405962384002433e-12,1.0176020542632076e-16,4.1007042649837058e-11,4.1450241852485084e-17,-4.5454349187937866e-30,-1.8186891149444252e-20,8.8541946347292574e-32,1.8178521424324228e-20,1.0444170488242455e-26,2.8020748240649817e-17,2.6905245617961377e-24,-5.0889772444029338e-30,2.127844462560987e-30,1.4767823611662769e-25,1.3442406253951071e-31,4.7530105328033232e-42,4.4284947695195421e-30,2.4512886312756115e-27,2.1662058945557811e-38,7.3883732341283677e-24,-4.4109952162212007e-34,2.3337600498959389e-37,6.5603172246813328e-32,8.2585234829602964e-20,-1.0106388454459873e-38,4.0479674613739914e-33,4.6756663921576381e-31,-8.1870244507310942e-38,1.6207107273323411e-55,0.88129999999999997,0.0,0.0,0.0,0.0098862421777563929,0.10880292986191982,9.9999999999971843e-05,9.2198820086823735e-08,1.1284325731595229e-06,1.0632246819408055e-06,3.9004602149477249e-13,6.7648611969925441e-08,1.7479097531050094e-08,2.4479901971981949e-09,6.6227273722960019e-16,1.6841697339311415e-17,8.0281691166472627e-14,1.932458865760869e-11,5.0814535979835858e-07,4.5823120274699588e-10,3.4083452413376141e-19,1.1213403791201337e-16,6.3331368137357435e-20,9.3035502755018365e-18,8.7776708201070661e-07,5.6694020925606674e-20,4.4801457493592484e-22
