Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355)
6.0481295354785595e-09,0.0022818922994017306,9.9220138944007796e-13,5.8276987291469588e-09,6.2673316680287827e-11,9.2246373035641993e-10,9.6816941498372851e-07,2.0902833307267533e-08,2.5815357817601146e-31,-5.9872740877994788e-26,4.1726640718805993e-24,3.7355405394014906e-22,2.4907088612554039e-22,6.1592939356179963e-14,4.3292328190997428e-19,4.3489086981063128e-25,9.9972118072991438e-22,1.1454279212215294e-18,1.4655497528974941e-20,2.6463267251091107e-41,3.7208652856558295e-30,1.5950276461976897e-28,9.1642035235867327e-37,6.2099387911170462e-24,4.7329409923559731e-31,7.7350254271964729e-29,8.9604151573976605e-26,8.0802863357889127e-11,6.9537489276739313e-39,1.0131476765842058e-29,1.0825171529391e-28,1.3711296037466856e-31,1.2469984963587347e-41,0.88129999999999997,0.0,0.0,0.0,0.0092915461258561705,0.10878117028118089,9.999999993840526e-05,1.4567335006563322e-05,0.00017318160686163859,0.00015357954482110198,5.9850105148877706e-11,1.9880462375784141e-05,1.6478566401744255e-08,3.830727935903706e-07,1.9462774607602717e-13,2.635466848667352e-15,5.7601512040608737e-07,1.0354730957803647e-06,8.185792272641009e-05,1.1381128463777059e-05,1.8335998829814387e-15,6.6198976064314745e-11,5.9405494524862646e-14,5.409002828102487e-10,0.00014199370475561797,4.2990062333700102e-10,3.2448276480675231e-11
6.101813979762394e-09,0.0022818918853102226,1.0093039346252043e-12,5.9247487879571323e-09,6.3198167727721974e-11,9.541914491371301e-10,9.8459166256006231e-07,2.1629929070041786e-08,2.7857966105029836e-31,-2.428129514348259e-25,4.4335952714731369e-24,3.9966542465489546e-22,2.6455738346849309e-22,6.3100526840694504e-14,4.4551188238272382e-19,4.6466991693677937e-25,1.0507637016895959e-21,1.1991141419606157e-18,1.557418411581862e-20,2.758458007384001e-41,3.9608957042705819e-30,2.866643825924696e-28,9.2088294296669137e-37,6.6104032901984814e-24,4.9969300004605703e-31,8.1296030733452239e-29,9.5419162416841731e-26,8.4431635101111256e-11,7.54461565861498e-39,1.0277282871466444e-29,1.0922980652365344e-28,1.4061211203306893e-31,1.3458128475121366e-41,0.88129999999999997,0.0,0.0,0.0,0.009286419398987545,0.10878097151732824,9.9999999936897622e-05,1.4691314141470859e-05,0.00017460281585742843,0.00015483776239264783,6.0341163712109942e-11,2.0043967048946581e-05,1.6469941538327626e-08,3.8621623922386069e-07,1.9622844054166751e-13,2.6570931476484957e-15,5.9094432366230584e-07,1.0581581771619189e-06,8.2559955979431718e-05,1.1574953406712583e-05,1.8730920345786791e-15,6.7678947222212597e-11,6.0954585356752572e-14,5.5751030198845023e-10,0.00014321687662014051,4.4731325466790436e-10,3.3778718304130241e-11
6.155498424046228e-09,0.0022818914712331466,1.026546445502446e-12,6.022553765351901e-09,6.3722522133139524e-11,9.8670273226522467e-10,1.0011338385879101e-06,2.237532815473739e-08,3.0050786045723433e-31,3.0427508061149391e-25,4.7092898361474683e-24,4.2723707579497354e-22,2.809003871115958e-22,6.4642275378059005e-14,4.5842174556360754e-19,4.9630606701257331e-25,1.1040788835149481e-21,1.2550082863433108e-18,1.6543852634097863e-20,2.8936800348921877e-41,3.8654361796936962e-30,2.1976551088410666e-28,9.2512386357205215e-37,6.4511493432806938e-24,5.2746101378764933e-31,8.5435580373729061e-29,1.0158010396902647e-25,8.8188865462274789e-11,8.1822723829007799e-39,1.0464725609828747e-29,1.1020629260924664e-28,1.4417211185099868e-31,1.4522047809626729e-41,0.88129999999999997,0.0,0.0,0.0,0.0092812960220103949,0.10878077261989499,9.9999999935355792e-05,1.4815201931080186e-05,0.00017602193971020608,0.0001560940944723163,6.0831499978100185e-11,2.0207225412105033e-05,1.6461322333169429e-08,3.8935506128234474e-07,1.9782672365690199e-13,2.6786876373263853e-15,6.0611885694368958e-07,1.0811475494028937e-06,8.326156650437664e-05,1.1770253980554198e-05,1.9131076293363219e-15,6.9179181800007057e-11,6.2529381635702163e-14,5.7446056014754556e-10,0.00014443940804615576,4.6525645293761946e-10,3.5150215770850496e-11
6.209182868330062e-09,0.0022818910571670344,1.0439287599594045e-12,6.1211126186744892e-09,6.4246894239541051e-11,1.0200091582745937e-09,1.0177954143109313e-06,2.313931209496352e-08,3.2404017630610934e-31,-3.5309309756865416e-26,5.0004920871729429e-24,4.5737948557029118e-22,2.9814120201069103e-22,6.6218811595534019e-14,4.7166065416777281e-19,5.2990365292413599e-25,1.1597551725273111e-21,1.3131897469577771e-18,1.7566993944804841e-20,3.0257182682327635e-41,3.7913749243325891e-30,1.6826817717576859e-28,9.2876326868665103e-37,6.3275944130563503e-24,5.5666628701414345e-31,8.9778015187251444e-29,1.0810553693382822e-25,9.2077882050672243e-11,8.8701941825521617e-39,1.0620993173743832e-29,1.1117330222273617e-28,1.4779314288581941e-31,1.5667373346402337e-41,0.88129999999999997,0.0,0.0,0.0,0.0092761759968065273,0.10878057358759566,9.9999999933779186e-05,1.4938998436900312e-05,0.00017743897764143911,0.00015734854012584051,6.1321113678907148e-11,2.03702373475811e-05,1.6452708789768611e-08,3.9248925805026113e-07,1.9942259426967085e-13,2.7002503058982858e-15,6.2154035663839535e-07,1.104442745875818e-06,8.3962754575905523e-05,1.1967026194385219e-05,1.9536493023246199e-15,7.069978447508258e-11,6.4130058709598486e-14,5.9175436626341349e-10,0.00014566129945402763,4.8374096794497514e-10,3.6563612093652929e-11
6.262867312613896e-09,0.002281890643108412,1.0614507177944062e-12,6.220424320086972e-09,6.4771175147288968e-11,1.0541223540987753e-09,1.0345758598699126e-06,2.3922163866007332e-08,3.4928548939781336e-31,4.4746624121238726e-26,5.3079819436035888e-24,4.8890634465060368e-22,3.1632322068570957e-22,6.783076726688989e-14,4.8523656849722219e-19,5.6557269609261001e-25,1.2178842731204148e-21,1.3737405455845284e-18,1.8646214714785647e-20,3.1595397244731173e-41,3.7232008136196163e-30,1.2195651886919907e-28,9.31246793627448e-37,6.2138594450358855e-24,5.8738050144483159e-31,9.4332875044844681e-29,1.150149830722437e-25,9.6102071731975054e-11,9.612077630768624e-39,1.0745312812444863e-29,1.1211793759366512e-28,1.5147545465267702e-31,1.6900172781705033e-41,0.88129999999999997,0.0,0.0,0.0,0.0092710593252401715,0.1087803744191522,9.9999999932167167e-05,1.5062703720456405e-05,0.00017885392888665648,0.0001586010984329363,6.1810004551440621e-11,2.0533002739507319e-05,1.644410091159313e-08,3.9561882784313011e-07,2.0101605124564303e-13,2.7217811417753019e-15,6.372104493582652e-07,1.1280452917587398e-06,8.4663520468820073e-05,1.2165266062400318e-05,1.9947196744940884e-15,7.224085937227898e-11,6.5756790904617496e-14,6.0939501646551879e-10,0.00014688255126440148,5.0277766102525792e-10,3.8019759385956804e-11
6.31655175689773e-09,0.00228189022905386,1.0791121613723978e-12,6.320487886377149e-09,6.5295328938343025e-11,1.0890539908576761e-09,1.0514746437176968e-06,2.4724167766129886e-08,3.7635952700535688e-31,-3.2664064463893322e-26,5.632574034892926e-24,5.2239258169407134e-22,3.3549160837464809e-22,6.9478778897282368e-14,4.9915761752833686e-19,6.0342880775789621e-25,1.278561033640096e-21,1.43674522801356e-18,1.9784234760881557e-20,3.2882689246785694e-41,3.7213560321606062e-30,1.1649292988714476e-28,9.3332139912533951e-37,6.2107850217851847e-24,6.196788150619917e-31,9.911011754776962e-29,1.2232890440974193e-25,1.0026487715729921e-10,1.0411879917809543e-38,1.0839035745171239e-29,1.1305566878109156e-28,1.5521891823056377e-31,1.8226956878323849e-41,0.88129999999999997,0.0,0.0,0.0,0.0092659460091591168,0.1087801751132942,9.9999999930519058e-05,1.5186317843288478e-05,0.00018026679269454474,0.00015985176848637536,6.2298172337147637e-11,2.0695521473706255e-05,1.6435498702081967e-08,3.9874376900551291e-07,2.0260709346703301e-13,2.7432801335683352e-15,6.5313075258809169e-07,1.1519567045708028e-06,8.5363864458052141e-05,1.2364969603585954e-05,2.036321353596314e-15,7.3802510099958167e-11,6.7409751592528459e-14,6.2738579474323396e-10,0.00014810316389818345,5.2237749728340491e-10,3.9519518042225686e-11
6.370236201181564e-09,0.002281889814999969,1.0969129266144149e-12,6.4213022476329967e-09,6.5819306761758586e-11,1.1248157818420657e-09,1.0684912329011274e-06,2.5545609362474701e-08,4.0538519263264173e-31,-6.209942985536118e-26,5.9751182316399641e-24,5.5773757928069061e-22,3.5569340381838518e-22,7.1163487538544693e-14,5.1343209734462756e-19,6.4359331525237743e-25,1.3418834637236888e-21,1.5022908653906247e-18,2.0983888876162242e-20,3.4156242138804675e-41,3.7849806310295834e-30,1.5090133169452954e-28,9.3576024855464853e-37,6.3169377577868127e-24,6.5363994275338749e-31,1.0412012481282245e-28,1.3006872272051694e-25,1.0456979579566627e-10,1.1273820238985877e-38,1.0930210507600147e-29,1.1400288051085706e-28,1.5902406024551023e-31,1.9654701854821098e-41,0.88129999999999997,0.0,0.0,0.0,0.0092608360503952502,0.10877997566875859,9.9999999928834262e-05,1.5309840866950798e-05,0.00018167756832649016,0.0001611005493916613,6.2785616781855587e-11,2.0857793437648395e-05,1.6426902164646053e-08,4.0186407991001186e-07,2.0419571983218795e-13,2.7647472700812045e-15,6.693028749125332e-07,1.1761784943546734e-06,8.6063786818659413e-05,1.2566132841619154e-05,2.0784569344990414e-15,7.5384839762283121e-11,6.9089113213940353e-14,6.4572997311856291e-10,0.00014932313777653173,5.4255154268028489e-10,4.106375650578013e-11
6.423920645465398e-09,0.0022818894009433346,1.1148528415760695e-12,6.5228662274410247e-09,6.634304638620542e-11,1.1614194769728451e-09,1.0856250932742211e-06,2.6386775328618679e-08,4.3649212402688961e-31,1.589089191452148e-33,6.3364967959124471e-24,5.9513529817275082e-22,3.7697738035298242e-22,7.288553823105245e-14,5.2806845407162569e-19,6.8619282272747563e-25,1.4079524483233298e-21,1.570466817426534e-18,2.2248117321466471e-20,3.5519241073857543e-41,3.8362936340139617e-30,1.7646554706388515e-28,9.3867835379424706e-37,6.4025511697486841e-24,6.8934588406207541e-31,1.0937366948133108e-28,1.3825674424586259e-25,1.0902037398309271e-10,1.2202362895682616e-38,1.1046663540050766e-29,1.1496211957220991e-28,1.6289185697840062e-31,2.1190824018997397e-41,0.88129999999999997,0.0,0.0,0.0,0.0092557294507663816,0.10877977608428864,9.9999999927112129e-05,1.5433272853010063e-05,0.00018308625505509394,0.00016234744026557272,6.3272337635258351e-11,2.1019818520263121e-05,1.6418311302671509e-08,4.0497975895398043e-07,2.0578192925373751e-13,2.786182540288009e-15,6.8572841703571209e-07,1.2007121645266068e-06,8.6763287825810002e-05,1.276875180434416e-05,2.1211290006485395e-15,7.6987951016539073e-11,7.0795047384614133e-14,6.644308129204984e-10,0.00015054247332082647,5.633109522172571e-10,4.2653350326043401e-11
6.531289534033066e-09,0.002281888572808336,1.1511494439744825e-12,6.7282385277794818e-09,6.738998814315196e-11,1.2371998130985863e-09,1.1202424819540313e-06,2.8129434173035887e-08,5.0551541693853499e-31,1.75618386615419e-33,7.1195086518731759e-24,6.768116121589386e-22,4.2299820708307672e-22,7.6444271937755367e-14,5.5846158656772997e-19,7.7924000742862353e-25,1.5487532099993781e-21,1.7150825734085288e-18,2.4982785418201099e-20,3.8475796387519724e-41,3.9839455039396037e-30,2.5131121702772892e-28,9.4698245362728899e-37,6.6489017186332149e-24,7.6634309739142515e-31,1.2065714726158843e-28,1.5607275087932017e-25,1.1837301774450516e-10,1.4278935724995293e-38,1.1370746469872909e-29,1.169414963802276e-28,1.7081987528591266e-31,2.4621025367010743e-41,0.88129999999999997,0.0,0.0,0.0,0.0092455263360917521,0.10877937649056199,9.9999999923553235e-05,1.5679863958666165e-05,0.00018589735896710528,0.00016483554846032214,6.4243607592604286e-11,2.1343127606800491e-05,1.6401146618486808e-08,4.1119721521410763e-07,2.0894709301025471e-13,2.8289574388106496e-15,7.1934611181692486e-07,1.2507211161904713e-06,8.8161026881128927e-05,1.3178341042705649e-05,2.2080928475089581e-15,8.0256925995564617e-11,7.4287314424502495e-14,7.0291545113699479e-10,0.00015297923109421429,6.0663106508442318e-10,4.5972152636865636e-11
6.622057135336528e-09,0.0022818878726799108,1.1822665190062186e-12,6.9041849102451807e-09,6.8274529932012647e-11,1.303996873496785e-09,1.1498683993081174e-06,2.9666801702934517e-08,5.7169444422441316e-31,-7.1009706292906087e-27,7.8489539249144868e-24,7.5362861948928967e-22,4.6575957246679748e-22,7.9575186361909248e-14,5.8536420830708983e-19,8.6676818783310707e-25,1.6773317740524227e-21,1.8464052728360524e-18,2.752516609723926e-20,4.1298889700245556e-41,4.0727328505733502e-30,2.878855059520056e-28,9.5591635810486241e-37,6.7970464071568817e-24,8.3769877971078391e-31,1.3106241759379232e-28,1.7275513250701601e-25,1.2676718825407783e-10,1.6288827218571803e-38,1.1744213744022168e-29,1.1866803879946331e-28,1.7772887735021681e-31,2.7936960231853739e-41,0.88129999999999997,0.0,0.0,0.0,0.0092369113153780019,0.10877903823385883,9.999999992042214e-05,1.5888043865321065e-05,0.00018826728844763648,0.00016693304264030499,6.5062440753705408e-11,2.1615675648525479e-05,1.6386653661389472e-08,4.1643886782169899e-07,2.116153111937214e-13,2.8650189966246775e-15,7.4857085489623155e-07,1.29398426493052e-06,8.9341336524054781e-05,1.3529106133043342e-05,2.2833074014412604e-15,8.3086213377716581e-11,7.7324051893363103e-14,7.3659168293519413e-10,0.00015503723157775015,6.4518224815338642e-10,4.8927388703558551e-11
6.712824736639989e-09,0.0022818871724987234,1.2137791042930157e-12,7.0822590673364227e-09,6.9158589545522955e-11,1.3733598303850137e-09,1.1798223344574025e-06,3.1264447966237603e-08,6.4590799960055689e-31,4.7920601706159359e-26,8.6456771092745147e-24,8.3811522563862487e-22,5.1235054755075298e-22,8.2821679704989367e-14,6.1342168205186943e-19,9.6322159607018303e-25,1.815254858854795e-21,1.9865557390311617e-18,3.0296816834374076e-20,4.4391340602520144e-41,4.1614805106368823e-30,3.3719206850641261e-28,9.6602826016741874e-37,6.9451275043410726e-24,9.1530806765775206e-31,1.4232773157197306e-28,1.9106225880766643e-25,1.3562758065022507e-10,1.8562281445818688e-38,1.2197430564783657e-29,1.2043350808258366e-28,1.8483330633051939e-31,3.1685608412123831e-41,0.88129999999999997,0.0,0.0,0.0,0.0092283059210644322,0.10877869956057684,9.999999991717547e-05,1.6095964351172431e-05,0.00019063123719811919,0.00016902512250843385,6.5879202225263887e-11,2.1887516514316573e-05,1.6372176972849966e-08,4.2166725910248225e-07,2.1427660619523186e-13,2.9009893190709506e-15,7.7854114582421177e-07,1.3381588336633261e-06,9.0520445349156228e-05,1.3883979595785252e-05,2.3600897099536206e-15,8.5976264606858367e-11,8.0439015037876598e-14,7.7133072628411765e-10,0.00015709341293208457,6.8556043396815602e-10,5.2024345254727942e-11
6.8035923379434505e-09,0.0022818864722488515,1.2456863802529964e-12,7.2624555953085728e-09,7.0042122428631198e-11,1.4453466238852285e-09,1.2101016633064617e-06,3.2923793830593177e-08,7.2905662779247782e-31,7.5728563486983208e-27,9.5151775185050863e-24,9.3118656568968282e-22,5.6307002072680402e-22,8.6187000733362338e-14,6.4268014467290044e-19,1.0694190437629983e-24,1.9631166521396576e-21,2.1360492170332631e-18,3.3315984396653652e-20,4.7728195427007287e-41,4.2084306805717453e-30,3.5922518510318835e-28,9.7597689318121695e-37,7.0234757308122883e-24,9.9969634352800883e-31,1.5452009173195675e-28,2.1113623440102124e-25,1.4497301925191934e-10,2.113141870540009e-38,1.2687898647175115e-29,1.2220982114868634e-28,1.9213783275825788e-31,3.5921621489261332e-41,0.88129999999999997,0.0,0.0,0.0,0.00921971016145922,0.1087783604648612,9.9999999913809957e-05,1.6303625714190249e-05,0.00019298920208414176,0.00017111178417544254,6.6693890929024047e-11,2.2158649716475462e-05,1.6357716568391869e-08,4.2688238215245913e-07,2.1693097324026821e-13,2.9368683586512946e-15,8.0926445603563229e-07,1.3832518650765205e-06,9.1698354690017579e-05,1.4242942374170454e-05,2.4384518740070029e-15,8.8927560763326932e-11,8.3633005525095847e-14,8.0714797351745476e-10,0.0001591477772011618,7.2782250322217635e-10,5.5267490775370102e-11
6.894359939246912e-09,0.002281885771914458,1.2779875249327389e-12,7.4447690908298532e-09,7.0925098794352304e-11,1.5200154843913422e-09,1.2407037509585331e-06,3.4646269260358917e-08,8.2213373885388936e-31,-1.6121740967503294e-26,1.0463344238183037e-23,1.0335387592988369e-21,6.1823661731635984e-22,8.9674433068714873e-14,6.7318728236787966e-19,1.1862464249288649e-24,2.1215439220677244e-21,2.2954259735276027e-18,3.6602191997607145e-20,5.1180478133385793e-41,4.1737645405810477e-30,3.0130078072686698e-28,9.8511664682934687e-37,6.965657376912535e-24,1.0914309501550124e-30,1.677112314970799e-28,2.3313016107460595e-25,1.5482280425026836e-10,2.4032006887194982e-38,1.3155265030950153e-29,1.2398265029437053e-28,1.9964619625970609e-31,4.0706318828586037e-41,0.88129999999999997,0.0,0.0,0.0,0.0092111240447387381,0.10877802094091731,9.9999999910322336e-05,1.6511028252447258e-05,0.0001953411800762771,0.00017319302385670018,6.7506505822951122e-11,2.2429074780848948e-05,1.634327246330629e-08,4.3208423029949548e-07,2.1957840768691794e-13,2.9726560694627155e-15,8.4074818385833632e-07,1.4292703399445947e-06,9.2875065881180388e-05,1.4605975451108435e-05,2.5184058878722345e-15,9.1940578750954516e-11,8.6906817347363834e-14,8.4405871170108744e-10,0.00016120032643086984,7.7202614313761294e-10,5.8661358141356096e-11
6.985127540550373e-09,0.0022818850714798906,1.3106817176951702e-12,7.629194196150049e-09,7.1807604023929051e-11,1.5974249192650073e-09,1.271625951975998e-06,3.6433312975702751e-08,9.2623359897920927e-31,6.9836696554416204e-27,1.1496475279136386e-23,1.1457269099393611e-21,6.7818938103208548e-22,9.3287294392486441e-14,7.0499235338100272e-19,1.3146607759946673e-24,2.2911971292654313e-21,2.4652519630050349e-18,4.0176302993418472e-20,5.4717723365622263e-41,4.1851551004947216e-30,2.9648257236904405e-28,9.9352065906957889e-37,6.9846771975467357e-24,1.191123802548555e-30,1.8197785738775566e-28,2.5720874898763191e-25,1.6519671226806861e-10,2.7303814460700509e-38,1.359770829042282e-29,1.2575204158992546e-28,2.0736165594430984e-31,4.6108387471897336e-41,0.88129999999999997,0.0,0.0,0.0,0.0092025475789486097,0.10877768098301027,9.9999999906709287e-05,1.6718172264115219e-05,0.00019768716824917362,0.00017526883787127886,6.8317045900919418e-11,2.2698791246708147e-05,1.6328844672653791e-08,4.3727279710131777e-07,2.2221890502469087e-13,3.0083524071836139e-15,8.7299965517174044e-07,1.476221177588607e-06,9.40505802581201e-05,1.4973059849044297e-05,2.5999636399221168e-15,9.5015791327836381e-11,9.0261236887154113e-14,8.8207812243371934e-10,0.00016325106266899814,8.1822983584081551e-10,6.2210543695378527e-11
7.075895141853835e-09,0.0022818843709296014,1.3437681321540565e-12,7.8157255019275778e-09,7.2689593015860478e-11,1.6776337013698463e-09,1.3028656110549927e-06,3.8286372175001681e-08,1.0425607218672847e-30,1.6499905831429731e-28,1.2621301657701967e-23,1.2687632230614552e-21,7.432892059409683e-22,9.7028935868868302e-14,7.3814622643263418e-19,1.4556954231542573e-24,2.4727719268200239e-21,2.6461197561365371e-18,4.4060602031538457e-20,5.8433817399707518e-41,4.1967588904092833e-30,2.9214926621793353e-28,1.000934895764892e-36,7.0040506316569762e-24,1.2994346931866706e-30,1.9740195187590403e-28,2.8354909603341655e-25,1.7611500105824058e-10,3.099101223438648e-38,1.4015495968887908e-29,1.2751081284720864e-28,2.1528729639759981e-31,5.2204741586633567e-41,0.88129999999999997,0.0,0.0,0.0,0.0091939807720038159,0.10877734058546458,9.999999990296742e-05,1.692505804746196e-05,0.00020002716378137076,0.00017733922264188569,6.9125510192651571e-11,2.2967798666739411e-05,1.6314433211264564e-08,4.4244807634513374e-07,2.2485246087443112e-13,3.0439573290711774e-15,9.0602612346094907e-07,1.524111235819499e-06,9.5224899157229814e-05,1.5344176630165417e-05,2.6831369125347764e-15,9.8153667102249471e-11,9.3697042918419012e-14,9.2122128076516023e-10,0.00016529998796521034,8.6649285309625237e-10,6.5919706830989316e-11
7.166662743157296e-09,0.0022818836702481883,1.3772459410271679e-12,8.0043576213137014e-09,7.3571001157122337e-11,1.7607008576388397e-09,1.3344200631806424e-06,4.0206902249432303e-08,1.1724395503667747e-30,1.3891056358280877e-27,1.3845010749522372e-23,1.403595143266218e-21,8.1391970106678793e-22,1.0090274156020463e-13,7.7270141433857044e-19,1.6104650101572355e-24,2.6670005466534343e-21,2.8386493850596621e-18,4.8278873489255099e-20,6.2200507676972062e-41,4.1713043645883195e-30,2.4377880051634458e-28,1.007878592996954e-36,6.9615966541001213e-24,1.4170745430068758e-30,2.1407106953636456e-28,3.1234144008435975e-25,1.8759841278191467e-10,3.5142618192551591e-38,1.4396501660281971e-29,1.2926895181072072e-28,2.2342665057127707e-31,5.9081428965575021e-41,0.88129999999999997,0.0,0.0,0.0,0.0091854236316889527,0.10877699974266399,9.999999989909339e-05,1.713168590084822e-05,0.00020236116395504195,0.00017940417469455118,6.9931897763631791e-11,2.3236096607004039e-05,1.630003809373877e-08,4.4761006204707426e-07,2.2747907098792197e-13,3.0794707939575446e-15,9.3983477004119387e-07,1.5729473110306181e-06,9.6398023915802682e-05,1.5719306896502999e-05,2.7679373822531519e-15,1.0135467053864268e-10,9.7215006626286244e-14,9.6150315448533622e-10,0.00016734710437101325,9.168752494037806e-10,6.9793569445263877e-11
7.257430344460758e-09,0.002281882969420381,1.4111143132995239e-12,8.1950851419980894e-09,7.4451897791848254e-11,1.8466856582078678e-09,1.3662866338397557e-06,4.2196366516556532e-08,1.317325441271875e-30,-3.1382554519949549e-27,1.5175271863736085e-23,1.551098508735441e-21,8.9048818617766694e-22,1.049121278877547e-13,8.0871211312137634e-19,1.7801710867582324e-24,2.8746533360022973e-21,3.0434892801232525e-18,5.2856487986863707e-20,6.6076308197704697e-41,4.1863475925168548e-30,2.4412377984124261e-28,1.0144855371277817e-36,6.9867068866244935e-24,1.5448090213994426e-30,2.3207866150411333e-28,3.4378999552579466e-25,1.9966817851714343e-10,3.9812996434566257e-38,1.4758968329260845e-29,1.310282551864287e-28,2.3178368672666363e-31,6.683465767235662e-41,0.88129999999999997,0.0,0.0,0.0,0.0091768761656582654,0.10877665844905156,9.9999999895083739e-05,1.7338056122724793e-05,0.00020468916615587753,0.00018146369065857805,7.0736207715067287e-11,2.3503684646932262e-05,1.6285659334446706e-08,4.5275874845194178e-07,2.3009873124782726e-13,3.1148927622480661e-15,9.7443270409914752e-07,1.6227361381336543e-06,9.7569955872016251e-05,1.6098431790138042e-05,2.8543766196753205e-15,1.0461926195306311e-10,1.0081589160762676e-13,1.0029386031751229e-09,0.00016939241393973081,9.6943785698534739e-10,7.3836915542498621e-11
7.348197945764219e-09,0.0022818822684310394,1.445372416693308e-12,8.3879026608433336e-09,7.5332270453335823e-11,1.9356476070952588e-09,1.3984626394790115e-06,4.4256235988151874e-08,1.4788147408313843e-30,-8.758363107347235e-29,1.6620258283247551e-23,1.7123164892523898e-21,9.7342691223165275e-22,1.090605431764028e-13,8.462342337616824e-19,1.9661069408247543e-24,3.0965400384350302e-21,3.2613170425134686e-18,5.7820476777167473e-20,7.0157613839742627e-41,4.246022761397256e-30,2.9564764580280572e-28,1.0215105422040686e-36,7.0862812040369014e-24,1.6834616950513948e-30,2.5152435703990955e-28,3.7811367058624414e-25,2.1234602149852694e-10,4.5062294888732753e-38,1.5174077887076917e-29,1.3280521468469555e-28,2.4036343753896529e-31,7.5571740908990053e-41,0.88129999999999997,0.0,0.0,0.0,0.0091683383814357613,0.10877631669912931,9.9999999890935067e-05,1.7544169011630002e-05,0.00020701116787295246,0.00018351776726638976,7.1538439183845754e-11,2.3770562379303697e-05,1.6271296947528992e-08,4.5789413003294268e-07,2.3271143766749993e-13,3.1502231959194682e-15,1.0098269628036886e-06,1.6734843905695906e-06,9.8740696364918643e-05,1.6481532493332414e-05,2.9424660894745143e-15,1.0794789751366657e-10,1.0450045387966963e-13,1.0455423775594006e-09,0.00017143591872648015,1.0242422807457192e-09,7.8054590834925251e-11
7.4389655470676805e-09,0.0022818815672651584,1.4800194182906963e-12,8.5828047974089962e-09,7.6212079532228846e-11,2.0276464275114347e-09,1.4309453878749678e-06,4.638798900311835e-08,1.6586605108101627e-30,8.5887909452895884e-28,1.8188683127942825e-23,1.8883966634463288e-21,1.0631945167236592e-21,1.133514669114488e-13,8.8532545382573415e-19,2.1696656891991159e-24,3.3335118794379877e-21,3.4928406870449356e-18,6.3199654000027109e-20,7.4498429232754294e-41,4.3522677273848586e-30,3.9935038166264369e-28,1.0297350358383973e-36,7.2635553041788743e-24,1.8339193095567017e-30,2.7251442181695459e-28,4.1554726342339728e-25,2.2565416222272534e-10,5.0957199150940825e-38,1.5703520178045105e-29,1.3461703550059779e-28,2.491717962072827e-31,8.5412708109949118e-41,0.88129999999999997,0.0,0.0,0.0,0.0091598102864153767,0.10877597448745828,9.9999999886643876e-05,1.7750024866185694e-05,0.00020932716669848136,0.00018556640135329746,7.2338591342452244e-11,2.4036729410217107e-05,1.625695094689676e-08,4.6301620149115519e-07,2.3531718639068597e-13,3.1854620585161944e-15,1.0460245114766393e-06,1.7251986803220043e-06,9.9910246734406368e-05,1.6868590228739959e-05,3.0322171504220433e-15,1.1134102924129472e-10,1.0826944189336779e-13,1.089329118533021e-09,0.00017347762078813377,1.0813508902902124e-09,8.2451502110380582e-11
7.529733148371141e-09,0.0022818808659078654,1.5150544731264463e-12,8.779786031103769e-09,7.7091307124692398e-11,2.1227420529169994e-09,1.4637321785171326e-06,4.8593111002481009e-08,1.8587844889662867e-30,4.7368555741211045e-28,1.9889822532775617e-23,2.0807666255484822e-21,1.1602771815440349e-21,1.1778840923789816e-13,9.260452493759671e-19,2.3923455270935256e-24,3.5864628670763983e-21,3.738799407787354e-18,6.9024695761184474e-20,7.9228177999814828e-41,4.3818671637057505e-30,4.0689832122175644e-28,1.0382579238469131e-36,7.3129587900846483e-24,1.9971352469547834e-30,2.9516205692059373e-28,4.5634223610109731e-25,2.3961532134037596e-10,5.7571462192310036e-38,1.6321389264542162e-29,1.3644596598155482e-28,2.5821537672430708e-31,9.6491444723471925e-41,0.88129999999999997,0.0,0.0,0.0,0.009151291887861325,0.10877563180865786,9.9999999882206629e-05,1.7955623985094772e-05,0.00021163716032746548,0.00018760958985732353,7.313666339884877e-11,2.4302185359067747e-05,1.6242621346232258e-08,4.681249577547626e-07,2.3791597369130345e-13,3.2206093151451238e-15,1.0830322437199181e-06,1.7778855579452462e-06,0.00010107860832121066,1.7259586259522362e-05,3.1236410554360312e-15,1.1479910501115023e-10,1.1212359654415213e-13,1.1343133566498158e-09,0.00017551752218329601,1.1408268148013392e-09,8.7032616825881338e-11
