Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873)
9.685200916092802e-10,0.001678564902448131,-7.633456630226395e-22,-1.1779698835443481e-14,3.1375358871147471e-16,3.2696985492162404e-15,6.4852060565451582e-11,7.2289475631029918e-16,3.7360090488599572e-29,-7.8895228574212034e-27,2.8400634029577708e-29,7.3656024654893998e-15,4.9274723798328792e-16,9.0174412916907116e-18,1.4611514152047348e-18,8.2122126220189991e-31,5.2171609599453912e-29,4.6073092383734718e-26,7.8836982325720453e-29,1.5427903391277893e-39,2.1478328170983535e-26,-3.7937081864723428e-15,1.3376893625233172e-23,-1.7698606432518915e-15,7.8585863487803972e-12,3.3596436464724773e-21,9.9642261515740047e-19,1.8003699475200234e-15,2.8758458268363318e-38,-1.0485978335041996e-19,-3.9149987145395031e-23,-3.213827648318765e-29,1.8774048733059692e-32,0.88129999999999997,0.0,0.0,0.0,0.0098889091265090545,0.10880269679514107,9.9999999999992957e-05,4.7610158141168905e-08,5.1027006178707354e-07,2.1793238540841225e-07,8.055075008262735e-13,2.9773517430764155e-07,9.1393490523010816e-12,5.3996003557589939e-09,8.6123834173544563e-15,9.7990221013432719e-17,4.3167350206445217e-12,4.5258579350899465e-11,5.5645459081863366e-09,1.0302584332030879e-09,7.9814091667514213e-20,9.3491140971424577e-17,8.1822381735318638e-21,3.3966634503553172e-18,5.2514487763835197e-09,1.4625293311262793e-19,3.0436985502971661e-20,1.7809296121845721e-22,1.2651636448084703e-23,8.9755795141716544e-25,1.2270811888655819e-11,7.8431830324684314e-12,9.0389125951082896e-15,6.3536616397512466e-15,2.6686967245705368e-17,1.0745627449369985e-17,3.2635639706503616e-15,1.1918256133494268e-14,3.9003480709759854e-23,7.5811521859391682e-15,6.9763000771220183e-14,3.3355089428584933e-14,8.8221273764091409e-17,7.1168013406098498e-17,1.8721868498854362e-16,2.6070894478586528e-22,2.8486501117128317e-20,2.5174881299841955e-20,1.0761817124082743e-27,1.7937362924807904e-24,6.0518699821583055e-28,2.5796478641063541e-25,9.3575453437751675e-22,7.6463785363666812e-14,4.7940113475253248e-19,2.7579634956530398e-24
9.699993187862295e-10,0.0016785649015726891,1.8909431078491474e-22,-1.1771606712879367e-14,3.1951642428184452e-16,3.2701040162732689e-15,6.5043376807959416e-11,7.2709869791247097e-16,3.7276211943850644e-29,1.202839033652102e-27,2.8410344242175924e-29,7.3610938888454373e-15,4.9075331765392898e-16,9.0253333855257199e-18,1.4633747062748358e-18,8.3369428916437041e-31,5.2328092468620609e-29,4.6188595791407545e-26,7.889602989509966e-29,1.5389841115885527e-39,2.1578810897944863e-26,-3.7907430136589798e-15,1.3421763881431727e-23,-1.7720471797799455e-15,7.8875536408895227e-12,3.3771663787157157e-21,9.9675874755720523e-19,1.8011996044887762e-15,2.8747005520705847e-38,-1.0510281840294215e-19,-3.9267298099459796e-23,-3.2315860594930548e-29,1.8786675753580977e-32,0.88129999999999997,0.0,0.0,0.0,0.0098889074590641085,0.10880269627333035,9.9999999999992944e-05,4.7682852618319867e-08,5.1104921869572214e-07,2.1820648022567749e-07,8.0673746745697807e-13,2.982485063016405e-07,9.139347556224455e-12,5.4078662342401504e-09,8.6272322279063442e-15,9.8140227545304688e-17,4.3367229636778626e-12,4.5402421788203495e-11,5.57305120657546e-09,1.0334074676378103e-09,7.9973382785868219e-20,9.3877140950508729e-17,8.2192836251342222e-21,3.416870812254417e-18,5.2594755215908073e-09,1.4730918884678995e-19,3.0697262378769174e-20,1.7962772979494685e-22,1.2779842567814176e-23,9.0669805630241709e-25,1.2295965384045186e-11,7.8720934655391058e-12,9.0722403546406147e-15,6.3771225763821783e-15,2.6728169591932486e-17,1.081598851637342e-17,3.2685061229126498e-15,1.1953669663087953e-14,3.9344787303997416e-23,7.5966240230190046e-15,6.994063273942658e-14,3.3493140677030526e-14,8.8586647733674529e-17,7.1462796064141026e-17,1.8801260057985403e-16,2.618145015559511e-22,2.861608513154835e-20,2.5306079106945611e-20,1.0817901877788273e-27,1.8019019219787533e-24,6.0834090466775954e-28,2.5930684412277092e-25,9.4107128044805358e-22,7.6694819438267891e-14,4.8084963861503358e-19,2.7771152582733827e-24
9.729577731401283e-10,0.0016785648998218004,2.1077269119405458e-21,-1.1754936024490201e-14,3.1633525583829038e-16,3.2709004903177925e-15,6.5426858282661001e-11,7.3556129604479325e-16,3.710872506982285e-29,-6.3289305185413302e-27,2.8429494693501061e-29,7.3522474918687412e-15,4.8697034732868331e-16,9.0411337812959661e-18,1.4678172762782089e-18,8.4748195836128035e-31,5.2641544777040747e-29,4.6420077941338345e-26,7.9013569542966078e-29,1.5313101427919954e-39,2.1780785678438211e-26,-3.78500107675436e-15,1.3511814224214127e-23,-1.7764150712130108e-15,7.9456662302579855e-12,3.412399945395136e-21,9.9742690860020056e-19,1.8028520503827452e-15,2.8723610260917678e-38,-1.0558932952445314e-19,-3.9502336317288534e-23,-3.2673086316202259e-29,1.8811787023232186e-32,0.88129999999999997,0.0,0.0,0.0,0.0098889041241619086,0.10880269522970563,9.999999999999293e-05,4.7828241382003082e-08,5.1260753097967775e-07,2.1875466611742802e-07,8.0919739826630298e-13,2.9927517254784389e-07,9.1393445640598053e-12,5.4243979747408106e-09,8.656929914331924e-15,9.8440240310307777e-17,4.3768823660138398e-12,4.569084131424828e-11,5.590061798926986e-09,1.0397199491896262e-09,8.0292330268389338e-20,9.4652019585725308e-17,8.2937102985037952e-21,3.4575543434465492e-18,5.2755290079268875e-09,1.4943973561515305e-19,3.1223287579206138e-20,1.8272988725127318e-22,1.3039570129219854e-23,9.2521643745785311e-25,1.2346298215225991e-11,7.9300919864825651e-12,9.1391007354892559e-15,6.4241888805850683e-15,2.6810576611121805e-17,1.0957766225948919e-17,3.2783812763263146e-15,1.2024644967743268e-14,4.0034814350192991e-23,7.6275906406241937e-15,7.0296325294055261e-14,3.3770296884832841e-14,8.9320186488095089e-17,7.2054613301582042e-17,1.8960665886127092e-16,2.6403428656055572e-22,2.8876575274649852e-20,2.5570032759671472e-20,1.0930737419343376e-27,1.8183165524548677e-24,6.1468617176885442e-28,2.6200745442875573e-25,9.5177638416966918e-22,7.715790318578765e-14,4.8375301377720438e-19,2.8157455365039813e-24
9.744370003170776e-10,0.001678564898946355,3.0642927391944231e-21,-1.1746842138387768e-14,3.1491817224699242e-16,3.271292145177513e-15,6.5619016653587988e-11,7.3982005823395752e-16,3.7024968165964999e-29,1.2601377785019152e-27,2.8438947165112403e-29,7.3478222600865277e-15,4.8509213264395732e-16,9.0490456387802533e-18,1.4700366271151781e-18,8.5428893916805597e-31,5.279851376080255e-29,4.6536057150763907e-26,7.9072089936004894e-29,1.5275259648379843e-39,2.1882279556425251e-26,-3.7821359608258927e-15,1.355699472126114e-23,-1.7785965702935501e-15,7.9748115679694791e-12,3.4301110159458321e-21,9.9775911495906555e-19,1.8036751387386053e-15,2.8711668597382013e-38,-1.0583282036412927e-19,-3.9620063304495537e-23,-3.2852730953656553e-29,1.8824277851502736e-32,0.88129999999999997,0.0,0.0,0.0,0.0098889024567046582,0.10880269470789168,9.9999999999992917e-05,4.7900935668535361e-08,5.1338668635433211e-07,2.1902875721874704e-07,8.1042736244389197e-13,2.997885067729751e-07,9.1393430679717822e-12,5.4326638367514958e-09,8.6717787894224837e-15,9.859024654327887e-17,4.3970540086833022e-12,4.5835418557166842e-11,5.5985670928893813e-09,1.0428833962972646e-09,8.0451986708592407e-20,9.5040899689316399e-17,8.3310918565505143e-21,3.4780310296790887e-18,5.2835557490557065e-09,1.5051407609002383e-19,3.1489055561087839e-20,1.8429739531340752e-22,1.3171107059021839e-23,9.3459583978446096e-25,1.2371477509842658e-11,7.9591801147256042e-12,9.1726334033798693e-15,6.4477942810731197e-15,2.6851781922479761e-17,1.102918528268186e-17,3.2833144375273984e-15,1.2060206716033368e-14,4.0383562803009997e-23,7.643085376219871e-15,7.0474385336490488e-14,3.3909402406716e-14,8.9688352764476463e-17,7.235164908476383e-17,1.904068050229686e-16,2.6514851962939278e-22,2.9007483401343666e-20,2.5702791446155817e-20,1.0987489421611877e-27,1.8265656794818021e-24,6.1787760071044563e-28,2.6336604029274311e-25,9.571649012940905e-22,7.7389952770216722e-14,4.8520788452201849e-19,2.8352250247506029e-24
9.773954546709764e-10,0.0016785648971954594,4.976911267668642e-21,-1.1730886161303415e-14,3.1174121735738681e-16,3.2720621811156712e-15,6.600416908970315e-11,7.4839277110846663e-16,3.6857545926589126e-29,7.1625040034351527e-27,2.8457603997184882e-29,7.3389717280202848e-15,4.8136652557343779e-16,9.064892315121207e-18,1.4744714317333797e-18,8.6740123723262922e-31,5.3112935704503281e-29,4.6768493332434187e-26,7.9188625540999867e-29,1.5200189406474537e-39,2.2086284157672551e-26,-3.776421582797956e-15,1.364766739996214e-23,-1.7829546343224741e-15,8.033280430842294e-12,3.4657223255312513e-21,9.9841974646408873e-19,1.8053149888891368e-15,2.868729872468179e-38,-1.0632026567682998e-19,-3.9855932403621888e-23,-3.3214091487260015e-29,1.8849128440940608e-32,0.88129999999999997,0.0,0.0,0.0,0.009888899121777853,0.10880269366426061,9.9999999999992903e-05,4.8046324050981328e-08,5.1494499556880062e-07,2.1957693580077929e-07,8.1288728834461949e-13,3.0081517735819455e-07,9.1393400757843495e-12,5.4491955442849148e-09,8.7014766013602748e-15,9.8890258710002958e-17,4.4375816374920528e-12,4.6125308389961801e-11,5.6155776763874195e-09,1.0492247031522433e-09,8.0771665177807223e-20,9.582154509937355e-17,8.4061922598286822e-21,3.5192555430947105e-18,5.2996092272349686e-09,1.5268101567951026e-19,3.2026151839983964e-20,1.8746557057886031e-22,1.3437566333856264e-23,9.5359791284323066e-25,1.2421861753898369e-11,8.0175342079442944e-12,9.2399038108344178e-15,6.4951496613284148e-15,2.6934196118892369e-17,1.1173089873724254e-17,3.2931718655091567e-15,1.2131478337327204e-14,4.1088600180607148e-23,7.6740976516454166e-15,7.08309315879901e-14,3.418866969664962e-14,9.0427482854754996e-17,7.2947977997834354e-17,1.9201334009216087e-16,2.6738567902052287e-22,2.9270630793601546e-20,2.5969879683055211e-20,1.1101664942932523e-27,1.8431478744490024e-24,6.2429822110519317e-28,2.660998571874804e-25,9.6801426740639102e-22,7.7855067138225149e-14,4.881239909459196e-19,2.8745151502172873e-24
9.833123633787736e-10,0.0016785648936936545,8.8054855504966013e-21,-1.1699630033217239e-14,3.0518179013486212e-16,3.2735496415204854e-15,6.6777815334620123e-11,7.6576042672519045e-16,3.6523262665453246e-29,9.8858146653154706e-28,2.8493931736262257e-29,7.3212485985297398e-15,4.7401542079438884e-16,9.0966786051022934e-18,1.4833254218325831e-18,8.927901977763923e-31,5.3743706362399697e-29,4.7235284846981253e-26,7.9419689580487974e-29,1.5052005058602413e-39,2.2498382714108959e-26,-3.7650336995686332e-15,1.3830265312695644e-23,-1.7916510499282965e-15,8.1509314680493656e-12,3.5377049378656791e-21,9.9972600392097071e-19,1.808569573910345e-15,2.8636627107934615e-38,-1.0729699946713183e-19,-4.0329327449846347e-23,-3.3945140692241832e-29,1.8898308575712411e-32,0.88129999999999997,0.0,0.0,0.0,0.0098888924518750337,0.10880269157698629,9.9999999999992876e-05,4.8337100053399316e-08,5.1806160785614821e-07,2.2067327885203421e-07,8.1780713032475414e-13,3.0286852669551502e-07,9.1393340913639084e-12,5.482258893368367e-09,8.7608724614745272e-15,9.9490281846005678e-17,4.5193768421835017e-12,4.6708031606954089e-11,5.6495988256763856e-09,1.0619649672882113e-09,8.1412485538618046e-20,9.7394396917001322e-17,8.5577469342685899e-21,3.6027964333924809e-18,5.3317161672803257e-09,1.5708863185833946e-19,3.3122866790005499e-20,1.9393626327603676e-22,1.3984250131669268e-23,9.9259140140822258e-25,1.2522732289645118e-11,8.1349543018363578e-12,9.3752655591011393e-15,6.5904391959823401e-15,2.709903875685897e-17,1.1465199151319422e-17,3.312851077667971e-15,1.2274613703561745e-14,4.2529238065763257e-23,7.7362130722277895e-15,7.1545721212192946e-14,3.4751437086473188e-14,9.1916953934166349e-17,7.4149681956574149e-17,1.9525142951214224e-16,2.7189483807391451e-22,2.9802278345607705e-20,2.6510379762670953e-20,1.1332719216172141e-27,1.8766498083730116e-24,6.3729147712235201e-28,2.7163454325947077e-25,9.9000458972210741e-22,7.8789355429799802e-14,4.9398165574911144e-19,2.9544338777904556e-24
9.951461807943682e-10,0.0016785648866899953,1.6485197402107035e-20,-1.1639277179436779e-14,2.9063128705293326e-16,3.2763184902792341e-15,6.8338473360750601e-11,8.0139653075937526e-16,3.585746244061338e-29,1.3939771978570139e-27,2.8562706156605941e-29,7.2857217294528367e-15,4.5970874553513214e-16,9.1606277511282101e-18,1.5009707311024221e-18,9.4010670870706259e-31,5.5012881547042379e-29,4.8176609109036697e-26,7.987392145163727e-29,1.4762563249366247e-39,2.3339113976888947e-26,-3.7424222898350052e-15,1.4200518252916646e-23,-1.8089653366279225e-15,8.389091240228656e-12,3.6847366864231525e-21,1.0022795960205664e-18,1.8149800543382701e-15,2.8527709628249357e-38,-1.0925776093796192e-19,-4.1282715292375943e-23,-3.5440897268829789e-29,1.8994616012354752e-32,0.88129999999999997,0.0,0.0,0.0,0.0098888791118725648,0.10880268740239173,9.9999999999992822e-05,4.8918649008342811e-08,5.2429480784491252e-07,2.2286591135247677e-07,8.2764677496886064e-13,3.0697525516184577e-07,9.1393221223407491e-12,5.5483853273850209e-09,8.8796650434701671e-15,1.0069032332429649e-16,4.6859476221238442e-12,4.7885269552347926e-11,5.7176410534250936e-09,1.0876760962016806e-09,8.2699988485870524e-20,1.0058650514779848e-16,8.8663095026551114e-21,3.7743043562700378e-18,5.3959299821211966e-09,1.6620448743352479e-19,3.5408669347588718e-20,2.0742887556475296e-22,1.5134507690992735e-23,1.0746688923526262e-24,1.2724877021960514e-11,8.3726465623349806e-12,9.6492779147324074e-15,6.7833369843984897e-15,2.7428780419489939e-17,1.2066893535902759e-17,3.3520665155989106e-15,1.2563249932577539e-14,4.5536029830772843e-23,7.8608043731625334e-15,7.2982029203482053e-14,3.5893965244102435e-14,9.494090444764554e-17,7.658940737697327e-17,2.0182806900721704e-16,2.8105305134304838e-22,3.0887211145705153e-20,2.761699736704853e-20,1.1805778771253946e-27,1.945018153639409e-24,6.6389381529719492e-28,2.8297592674224271e-25,1.0351698549415616e-21,8.0674160313289363e-14,5.0579873096390916e-19,3.1197377786002261e-24
9.999999999999999e-10,0.0016785648726825129,1.964542443827335e-20,-1.1615275835419609e-14,2.8477368727188057e-16,3.2773765492307686e-15,6.8983753854891414e-11,8.1636562432622245e-16,3.5585589734331423e-29,3.0260247883244929e-27,2.8589445390163657e-29,7.2711098526951062e-15,4.5397900429492018e-16,9.1870049873027287e-18,1.5081839876748637e-18,9.5878505865258878e-31,5.5536365944589549e-29,4.8565720241405343e-26,8.0057244064865566e-29,1.4646346126547717e-39,2.3690403966699491e-26,-3.7331995076589496e-15,1.4354353216061328e-23,-1.8160369072330061e-15,8.4878798356874913e-12,3.7462376099690419e-21,1.0033047328781023e-18,1.8175721025398159e-15,2.8480180552438448e-38,-1.1006477792629551e-19,-4.1676293393409215e-23,-3.6067529306019588e-29,1.9033339900278144e-32,0.88129999999999997,0.0,0.0,0.0,0.009888873640192886,0.10880268569010201,9.9999999999992795e-05,4.9157178932404139e-08,5.2685143961198788e-07,2.2376523313568093e-07,8.316826388758591e-13,3.0865970236774903e-07,9.1393172129945828e-12,5.5755079825492941e-09,8.9283899188714547e-15,1.0118253663781511e-16,4.7554270393565119e-12,4.8372685594898444e-11,5.7455495749980997e-09,1.0983108238649382e-09,8.3230341361984125e-20,1.01913756985095e-16,8.994989754749148e-21,3.8463826330129841e-18,5.4222682243862415e-09,1.7006185653234789e-19,3.6382838555725998e-20,2.1318166664578074e-22,1.5629048642086422e-23,1.1099704330965476e-24,1.2807943529769565e-11,8.4712412280647067e-12,9.7629385229927619e-15,6.8633525206881338e-15,2.7564050500015327e-17,1.2320544124777257e-17,3.3680960427922323e-15,1.2682549325581023e-14,4.6819135190717657e-23,7.9120450874231138e-15,7.3573722570737528e-14,3.6369168805239625e-14,9.6198646879469994e-17,7.7604156706120359e-17,2.045644734857687e-16,2.8486359558872388e-22,3.1340652560445551e-20,2.8080909141523545e-20,1.2004092892986258e-27,1.9735926855096448e-24,6.7504594038760951e-28,2.8773428323562897e-25,1.0541597015142644e-21,8.1453495013382241e-14,5.1068489009892375e-19,3.1896963468258096e-24
1.0188138156255575e-09,0.0016785648726825129,3.19648420415044e-20,-1.1525700388476615e-14,2.683970156387585e-16,3.2810667819586344e-15,7.1513237173761109e-11,8.7636809526104465e-16,3.4539752443585317e-29,-1.239318750108659e-26,2.8685242102114431e-29,7.2141761817054233e-15,4.3240838628702075e-16,9.2900764547461416e-18,1.5360093737042632e-18,1.0324027686330172e-30,5.7581185312727115e-29,5.0090749559936906e-26,8.0751889886695197e-29,1.4208171208003136e-39,2.5088153312280235e-26,-3.6976336288102962e-15,1.496163452673406e-23,-1.8432824085938643e-15,8.8768764215282212e-12,3.9912786890311342e-21,1.0071598910851397e-18,1.8274204636059391e-15,2.8280826614633037e-38,-1.1320786046004849e-19,-4.3215645566485751e-23,-3.8569822933434523e-29,1.9179276327234722e-32,0.88129999999999997,0.0,0.0,0.0,0.009888852431080385,0.10880267905303943,9.99999999999927e-05,5.008173471868618e-08,5.3676110931992026e-07,2.2725098223384932e-07,8.4732590674185101e-13,3.1518881075913896e-07,9.139298183565413e-12,5.6806371371479044e-09,9.1172530614773762e-15,1.0309038707572346e-16,5.0311752743840938e-12,5.028704989484476e-11,5.853725225599296e-09,1.1400207480877189e-09,8.5298511552691266e-20,1.0715760843983176e-16,9.5055494296366737e-21,4.1354996853022899e-18,5.5243573508258961e-09,1.856851191479912e-19,4.0368654215307972e-20,2.3673378829905297e-22,1.7677952393436866e-23,1.2563056994310664e-24,1.3130745710663377e-11,8.8594741493576127e-12,1.0210498181645834e-14,7.1784357916502149e-15,2.8088485629832641e-17,1.3342425625472565e-17,3.4299227426204759e-15,1.3149960457200058e-14,5.2078766956590164e-23,8.1114043755809109e-15,7.5881090943744284e-14,3.8247483617154506e-14,1.0117013427026051e-16,8.1615173691449772e-17,2.1538620609671329e-16,2.9993325769575209e-22,3.3145458176840962e-20,2.9935320218478543e-20,1.2796821006136049e-27,2.087328279151606e-24,7.1962472786260541e-28,3.0677769887174889e-25,1.1303878800943241e-21,8.450860401856799e-14,5.2983936682467381e-19,3.4731390986217021e-24
1.0424814504567467e-09,0.0016785648586748745,4.7727329507152877e-20,-1.1415459061412465e-14,2.6898994508846747e-16,3.2848202399883311e-15,7.4759243971799059e-11,9.5645732743542903e-16,3.3245619625016324e-29,5.0454832231437082e-26,2.8788583880950934e-29,7.141820937615064e-15,4.0653868477888025e-16,9.4216586326950686e-18,1.5707088958632013e-18,1.1369991012136927e-30,6.0188319962476683e-29,5.2047899631034133e-26,8.1590930305244299e-29,1.3675317226772996e-39,2.693008123075752e-26,-3.6531801454891094e-15,1.5750970060343758e-23,-1.8771875588122339e-15,9.3800142831856648e-12,4.3148633732478334e-21,1.0117520761064991e-18,1.8393765796593385e-15,2.7997679185007086e-38,-1.1719474003517039e-19,-4.5182998361792168e-23,-4.188728585074343e-29,1.9353738853462134e-32,0.88129999999999997,0.0,0.0,0.0,0.0098888257492386993,0.10880267070350468,9.9999999999992578e-05,5.1244804163021434e-08,5.4922727915903798e-07,2.3163582936710915e-07,8.6700482802243122e-13,3.2340246242482115e-07,9.139274243818185e-12,5.8128875327107161e-09,9.354843858401941e-15,1.054904251626978e-16,5.3928312642528766e-12,5.2752166473978357e-11,5.9898090199972052e-09,1.1935952425001801e-09,8.7928520888785575e-20,1.1398028488439655e-16,1.0174850848945533e-20,4.5218479467802514e-18,5.6527843716036135e-09,2.0692112211078249e-19,4.588350531301339e-20,2.6935682229402892e-22,2.0575833778728073e-23,1.4634783953760671e-24,1.3538653845145496e-11,9.3616241898074008e-12,1.0789387548563131e-14,7.5859919299657742e-15,2.8748479114719142e-17,1.4718476244519831e-17,3.507006088566258e-15,1.3749209602906276e-14,5.9380294603549262e-23,8.3638477569252663e-15,7.8814533488751666e-14,4.069320183032722e-14,1.0764356749472992e-16,8.6837989839209257e-17,2.2948981466855885e-16,3.1957305317683492e-22,3.5525063778186193e-20,3.2398802561630762e-20,1.3849916378936065e-27,2.2372915762481331e-24,7.7884517695080867e-28,3.3213135674941151e-25,1.2324113002771963e-21,8.8429342140832207e-14,5.5442103748679951e-19,3.8587450270809494e-24
1.066149085287936e-09,0.0016785648446671346,6.3888276573235806e-20,-1.1302732410653622e-14,2.8134011591211863e-16,3.2876483056347419e-15,7.8076496896380084e-11,1.0418906656443891e-15,3.1979524048457419e-29,1.0699978870256211e-26,2.8873759796437747e-29,7.0690605418335301e-15,3.8230590570531905e-16,9.555439645664569e-18,1.6050664082374111e-18,1.2458966220869413e-30,6.283297008333214e-29,5.4049318639752264e-26,8.2393236163146768e-29,1.3154002128313911e-39,2.8868332852610984e-26,-3.6093593198569204e-15,1.6569434947835499e-23,-1.910685732350986e-15,9.8985804841745589e-12,4.6559764128133317e-21,1.0160735804276982e-18,1.8508764415151609e-15,2.7681267974512376e-38,-1.2121693334669391e-19,-4.7184235357929305e-23,-4.5399722462139283e-29,1.9518516879377332e-32,0.88129999999999997,0.0,0.0,0.0,0.009888799066347688,0.10880266235382262,9.9999999999992456e-05,5.2407857341408659e-08,5.6169331700167147e-07,2.3602048777483502e-07,8.8668353824157523e-13,3.3161617464823261e-07,9.1392503030992265e-12,5.9451365102559876e-09,9.5924364070485858e-15,1.0789043751594138e-16,5.7712918076860847e-12,5.5280935616002648e-11,6.1258924366044082e-09,1.248399559946042e-09,9.0590172523968522e-20,1.2105735003397459e-16,1.0874903865862498e-20,4.9344644492339895e-18,5.7812110445049102e-09,2.3002430497170553e-19,5.1999900562845546e-20,3.0558233751870034e-22,2.3867514035294336e-23,1.6990629318783183e-24,1.3948524679751802e-11,9.8791721886665572e-12,1.1386033123438408e-14,8.0060669619662485e-15,2.9408749416280922e-17,1.6200366764402458e-17,3.5833105252281119e-15,1.4360943014137087e-14,6.7508073548786699e-23,8.6180793208506847e-15,8.178132829697972e-14,4.3232191992012858e-14,1.1436404680551209e-16,9.2260150069707427e-17,2.44145512247399e-16,3.3998165293222745e-22,3.8030310421195297e-20,3.5013614089738249e-20,1.4967702325737362e-27,2.3951783004769741e-24,8.4170347786125961e-28,3.5911068411446515e-25,1.341597029959472e-21,9.2436194008195746e-14,5.7954261008509822e-19,4.2788305321133108e-24
1.0898167201191253e-09,0.0016785648306593345,8.0489189989659167e-20,-1.1185430705018834e-14,2.9196293006805506e-16,3.2896101711754877e-15,8.1465006796607542e-11,1.1328995308981203e-15,3.0743603858115757e-29,6.2087064124192056e-26,2.894165292437479e-29,6.9955772398660046e-15,3.5922269006185888e-16,9.6914768960538955e-18,1.6390787341413645e-18,1.3593065835075127e-30,6.551383163418761e-29,5.6096306332406374e-26,8.3160685379577075e-29,1.2640343338954031e-39,3.090645619440733e-26,-3.5657618246620633e-15,1.7417966931582012e-23,-1.943780394849222e-15,1.0432647786950198e-11,5.0151034817917754e-21,1.0201391539135341e-18,1.8619436401128235e-15,2.7334564024231516e-38,-1.2527288627163232e-19,-4.9218819780684938e-23,-4.9113629415887829e-29,1.967404512658379e-32,0.88129999999999997,0.0,0.0,0.0,0.009888772382407535,0.10880265400402137,9.9999999999992334e-05,5.3570894253907962e-08,5.7415922248357655e-07,2.4040498544818116e-07,9.063620368244639e-13,3.3982991894989484e-07,9.1392263614087023e-12,6.0773840659246334e-09,9.8300298836087437e-15,1.1029042406542077e-16,6.1669330897755759e-12,5.7873673621142966e-11,6.261975475406499e-09,1.3044336808956797e-09,9.3283622474691701e-20,1.2839155906681501e-16,1.160639859195805e-20,5.3744868003469812e-18,5.9096373695799704e-09,2.5511081551448853e-19,5.8767235947060095e-20,3.4571181149415055e-22,2.7595728261639301e-23,1.9661883033559527e-24,1.4360284505258596e-11,1.04121907599398e-11,1.200051867877676e-14,8.4387200928094934e-15,3.0069285711087713e-17,1.7793570687851781e-17,3.6588293843652191e-15,1.4985106574955274e-14,7.653389760077136e-23,8.8740451949763996e-15,8.478047800889711e-14,4.5865493561748092e-14,1.2133432831694541e-16,9.7883878764164877e-17,2.5935971483963783e-16,3.6116799148631417e-22,4.0665554382259679e-20,3.7786064463197201e-20,1.6152876116150893e-27,2.5612633683809149e-24,9.0835131061107834e-28,3.8779176989284596e-25,1.4583144674407385e-21,9.6528979329030331e-14,6.0520295413877263e-19,4.7357908461102824e-24
1.1134843549503146e-09,0.0016785648166515157,9.7496594016941005e-20,-1.1065239272123428e-14,2.9387802247763946e-16,3.2907761373587159e-15,8.4924779250323674e-11,1.2297203504110608e-15,2.9539344097997589e-29,-7.5455492004015279e-26,2.8993373197528325e-29,6.9223706887706932e-15,3.3809119124974265e-16,9.8298257787952404e-18,1.6727450034371526e-18,1.4563541625892189e-30,6.8229621872935485e-29,5.8190202851864892e-26,8.3895707518748529e-29,1.2136741780517269e-39,3.3048114666004698e-26,-3.5232809120820482e-15,1.82975312372578e-23,-1.9764784723333397e-15,1.098228615905856e-11,5.3927301493414525e-21,1.0239666704518348e-18,1.8726071276839347e-15,2.6960450674461791e-38,-1.2936136308698078e-19,-5.1286217916406944e-23,-5.3035560870167176e-29,1.9820886087745796e-32,0.88129999999999997,0.0,0.0,0.0,0.0098887456974184294,0.10880264565412329,9.9999999999992212e-05,5.473391490057949e-08,5.866249952367625e-07,2.447893447009103e-07,9.2604032319034e-13,3.4804367252751964e-07,9.1392024187467935e-12,6.2096301958167659e-09,1.0067623628494488e-14,1.1269038474036198e-16,6.5801312699350347e-12,6.0530696768121802e-11,6.3980581363890689e-09,1.3616975857822503e-09,9.6009026746430678e-20,1.3598560940419473e-16,1.2370025153119935e-20,5.8430748639255645e-18,6.038063346878612e-09,2.8230121449099935e-19,6.623771914284612e-20,3.9006447423519908e-22,3.1806795950325261e-23,2.2682530970140085e-24,1.4773862521694645e-11,1.0960749728062472e-11,1.2632924768643405e-14,8.8840082529271458e-15,3.0730077875428698e-17,1.9503714741762059e-17,3.7335611397227939e-15,1.5621646408667092e-14,8.6534077793131847e-23,9.1316931384548149e-15,8.781101531143352e-14,4.8594114199406274e-14,1.2855708382566149e-16,1.0371133225353937e-16,2.7513864219275018e-16,3.831407300657175e-22,4.3435225995751985e-20,4.0722603790183439e-20,1.7408195058770388e-27,2.7358263733790077e-24,9.7894373148875049e-28,4.1825305073979986e-25,1.5829457495675569e-21,1.0070751819165569e-13,6.3140094154947811e-19,5.2321461042977354e-24
