Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873)
3.5326532604939753e-10,0.0016785652640163233,-3.0993950766683428e-19,-1.6705798278344192e-14,3.1552645535199529e-15,2.2440777140554921e-15,9.4386135796384512e-12,1.6788034793138697e-17,4.4573154886365524e-29,-1.5129260223180291e-24,1.2650890190300358e-29,8.503633871865024e-15,2.8512949263796145e-15,5.7309777444645301e-18,4.4251899872301756e-19,-2.6798633664692761e-30,5.2380469646241929e-30,9.3129471669944406e-27,3.0394309900826367e-29,4.1704474692512867e-39,1.0854843933856948e-27,-5.494177628520878e-15,1.7457719883701744e-24,-6.8052664139845056e-16,6.2897286041773581e-13,9.5910225225172569e-23,6.2678151066571653e-19,1.0765740675771558e-15,6.3556631932740294e-39,-2.1465431586924919e-20,-4.1072912528956636e-24,-6.2145485202597979e-31,7.4322464791390117e-33,0.88129999999999997,0.0,0.0,0.0,0.0098896023105464158,0.10880291228091989,9.9999999999995492e-05,1.736884431124696e-08,1.8615218342357731e-07,1.0236369149622129e-07,2.9385845569558526e-13,8.5748027204633022e-08,9.1399709855113932e-12,1.9611097779549638e-09,2.4803733861731666e-15,3.5589588385452211e-17,1.9234512992845376e-13,5.7262176328560009e-12,2.0268103659232285e-09,1.3709675692002772e-10,2.3654367893513485e-20,5.625816230172035e-18,4.363481696522961e-22,7.2488325784685059e-20,1.9127676574444132e-09,1.3435604439345212e-21,1.1577221303192367e-22,6.584407546277867e-25,1.783636688219943e-26,1.2617129416354105e-27,2.910310897931492e-12,6.2774560267453413e-13,7.2250573302713723e-16,5.0461110426795269e-16,9.7606319700685204e-18,1.4100536731931977e-19,9.9158037462537978e-16,1.6404667937423407e-15,1.3639382685692013e-25,2.0357312328149691e-15,1.2228558132097464e-14,2.1851683132127389e-15,5.7630049444399548e-18,4.6465492917145103e-18,1.1046032113236271e-17,1.5382012172289255e-23,2.0913934381257063e-21,1.0826050359706616e-21,4.6279414902946294e-29,1.3128088953478667e-25,2.6025063007194122e-29,1.3355180844634487e-26,3.2401852683268441e-23,1.0267057205049195e-14,6.437046561125115e-20,4.0251846013048126e-26
3.5478349172262764e-10,0.0016785652631537676,-3.0818707695295935e-19,-1.6629374420927896e-14,2.8406728260377721e-15,2.2508860397985984e-15,9.5158911196105601e-12,1.7054331318222769e-17,4.5093730611751656e-29,-3.8064373576532797e-23,1.2729582039919886e-29,8.5656574582810761e-15,2.8983699545534047e-15,5.7423571918182026e-18,4.4515536843887656e-19,-2.8677405526788942e-30,5.2986747298082667e-30,9.3775317121185963e-27,3.0592923923446364e-29,4.1445373653826831e-39,1.0992146085653075e-27,-5.5483970074210896e-15,1.7604692588809275e-24,-6.8381127896110631e-16,6.3603983319505088e-13,9.7420065087366763e-23,6.2881109703421265e-19,1.0801892630761562e-15,6.445770282838424e-39,-2.1617740577065343e-20,-4.1544136120973632e-24,-6.3318154937212686e-31,7.4804504790841497e-33,0.88129999999999997,0.0,0.0,0.0,0.0098896006009626721,0.10880291176692318,9.9999999999995465e-05,1.7443479488529716e-08,1.8695206082386924e-07,1.0266661780965272e-07,2.9512113594234021e-13,8.625345687478287e-08,9.1399694516767585e-12,1.9695955048116886e-09,2.4949936101392119e-15,3.5743584655671944e-17,1.9496875747745653e-13,5.7762210896909898e-12,2.0355401834344719e-09,1.3827751273187775e-10,2.3769288744839377e-20,5.6952268356819693e-18,4.4163939179858887e-22,7.364266312574232e-20,1.9210062765324549e-09,1.3698533747644292e-21,1.1848331587492991e-22,6.7390963885035784e-25,1.8329033343923238e-26,1.2964116923045399e-27,2.9293789971764755e-12,6.3479875109695415e-13,7.3063024005746019e-16,5.1030831774365853e-16,9.8010262877196634e-18,1.4364131730222334e-19,9.9747940654474121e-16,1.6544769967461296e-15,1.3961797178087245e-25,2.0465072122755102e-15,1.2319168594826924e-14,2.2100745918521488e-15,5.8287963900585729e-18,4.6996107507678403e-18,1.1179165244703791e-17,1.5567405004279702e-23,2.1115876743503008e-21,1.0961791278701319e-21,4.6859683143636139e-29,1.3255112181057113e-25,2.6351374792846305e-29,1.3500101793125686e-26,3.2825009124174876e-23,1.0355641590780742e-14,6.4925858470248273e-20,4.093496997999822e-26
3.5630165739585774e-10,0.0016785652622907194,-3.0652799884002262e-19,-1.6557720299959842e-14,2.6621338821433558e-15,2.2577237094990667e-15,9.593402465384597e-12,1.7323720280201424e-17,4.56007552561892e-29,5.0995702580096623e-24,1.2808879953529395e-29,8.5944314804434172e-15,2.912125498548314e-15,5.7539492821324811e-18,4.4780015438315702e-19,-2.9503851325654366e-30,5.3596372398545467e-30,9.4422617409441748e-27,3.0793045248981958e-29,4.1199010958554167e-39,1.1130700510500752e-27,-5.5693298407208013e-15,1.7752268692077605e-24,-6.8710736446313767e-16,6.4315299441813449e-13,9.8946666716717612e-23,6.3084918399139072e-19,1.0838193869428347e-15,6.5368617644217328e-39,-2.1771118805995177e-20,-4.2017621610542312e-24,-6.4506456175686387e-31,7.5290146765766059e-33,0.88129999999999997,0.0,0.0,0.0,0.0098895988913745934,0.10880291125263235,9.9999999999995451e-05,1.7518114598877303e-08,1.8775193772047308e-07,1.0296924975274316e-07,2.9638381538262864e-13,8.6759180436337886e-08,9.1399679178381155e-12,1.9780812262071351e-09,2.5096223353235358e-15,3.5897580826782127e-17,1.9761612535283588e-13,5.8264483922346691e-12,2.0442699993929806e-09,1.3946333105514334e-10,2.3884321018548076e-20,5.7651796634460392e-18,4.4697425086947843e-22,7.4810859373731304e-20,1.9292448941822739e-09,1.3965549261231933e-21,1.2124671124353851e-22,6.8967823208616181e-25,1.8833244377602015e-26,1.3319211316916324e-27,2.9484780140279323e-12,6.4189799735458449e-13,7.388078929491742e-16,5.1604295835746376e-16,9.8415150923355357e-18,1.4631484307121638e-19,1.0033971720652554e-15,1.6685454770773065e-15,1.4290512297047494e-25,2.0573023558060104e-15,1.2410092473367961e-14,2.2351649966665196e-15,5.8950749882394592e-18,4.7530652181663873e-18,1.131334139126337e-17,1.5754250273342671e-23,2.1319107520296132e-21,1.1098691563777009e-21,4.7444907469661959e-29,1.3382946893187255e-25,2.6680473615651924e-29,1.3646141812996041e-26,3.325212683651249e-23,1.0444602538411388e-14,6.5483612250406563e-20,4.1626998967015016e-26
3.5781982306908785e-10,0.001678565261427185,-3.0478837933975982e-19,-1.6482080333001182e-14,3.0877981913525499e-15,2.264381095485587e-15,9.6709071207464046e-12,1.7596220014077366e-17,4.6101616018383044e-29,8.7068992480283412e-23,1.2886385920577388e-29,8.4718985383247621e-15,2.7750601862640791e-15,5.7659572247230481e-18,4.5042818771380243e-19,-2.5394237727225603e-30,5.4208868539432246e-30,9.5071403141568806e-27,3.0989095056115038e-29,4.0947687147315289e-39,1.127079432538263e-27,-5.4392167518955403e-15,1.7900448639092834e-24,-6.9036658536833448e-16,6.5031241877927713e-13,1.0049013735266327e-22,6.3283878772936856e-19,1.0873681501485087e-15,6.6289082519508424e-39,-2.1923316955123938e-20,-4.2493359363983611e-24,-6.5711261311815462e-31,7.5765787924699738e-33,0.88129999999999997,0.0,0.0,0.0,0.0098895971817821726,0.10880291073805164,9.9999999999995438e-05,1.7592749642289732e-08,1.8855181412285183e-07,1.0327159133347725e-07,2.976464940313862e-13,8.7265193881357058e-08,9.1399663839954642e-12,1.9865669421847955e-09,2.5242594457908609e-15,3.6051576899571989e-17,2.0028733751128909e-13,5.8768996258054699e-12,2.0529998137987509e-09,1.4065421188495735e-10,2.3999464758433397e-20,5.8356764233714426e-18,4.5235293303523834e-22,7.5993026784040909e-20,1.9374835103938893e-09,1.4236698194356811e-21,1.2406319421976183e-22,7.0575112174444154e-25,1.9349222644459169e-26,1.3682568821400774e-27,2.9676077988210302e-12,6.4904341599237086e-13,7.4703877774204395e-16,5.2181508704552004e-16,9.8821254441746725e-18,1.4902631405305122e-19,1.0092773552743011e-15,1.6826722185019283e-15,1.4625625720643592e-25,2.0681175645791772e-15,1.2501329389658339e-14,2.2604401628757168e-15,5.9618424228250884e-18,4.806914052825708e-18,1.1448564423164503e-17,1.5942553368942784e-23,2.1523632272934226e-21,1.1236757202513594e-21,4.803511347687571e-29,1.3511596585586353e-25,2.7012373869348696e-29,1.3793307129976203e-26,3.368323033603542e-23,1.0533939997358093e-14,6.6043726634554379e-20,4.2328016145024995e-26
3.5933798874231795e-10,0.0016785652605631719,-3.0289300668136788e-19,-1.6398667647432463e-14,3.2470420310669727e-15,2.2707936181411649e-15,9.7487950496146609e-12,1.7871850593422429e-17,4.6596411386560109e-29,-4.245560933248594e-23,1.2961195815030273e-29,8.4356764793366552e-15,2.7249626960571642e-15,5.777308246908372e-18,4.5303154016928142e-19,-2.2821835825798483e-30,5.4824026940973898e-30,9.5721658367386288e-27,3.117896761478982e-29,4.0678170955090515e-39,1.1411771265755684e-27,-5.3957670198589259e-15,1.8049232118908467e-24,-6.9357390319798485e-16,6.5751818057375155e-13,1.0205058419288952e-22,6.3476233155393021e-19,1.0908058365933679e-15,6.7218899900396385e-39,-2.2073473425591615e-20,-4.2971318113083791e-24,-6.6932951662473889e-31,7.6226327099404423e-33,0.88129999999999997,0.0,0.0,0.0,0.0098895954721854133,0.10880291022318454,9.9999999999995424e-05,1.766738461876702e-08,1.8935169003322894e-07,1.0357364649974062e-07,2.9890917189213069e-13,8.7771493261976544e-08,9.1399648501488014e-12,1.9950526527960401e-09,2.5389048273437253e-15,3.6205572874973811e-17,2.0298249785814522e-13,5.9275748757184847e-12,2.0617296266517779e-09,1.4185015521648829e-10,2.4114720004750668e-20,5.9067188210049425e-18,4.5777562443415841e-22,7.7189278113874897e-20,1.9457221251673168e-09,1.4512028153496723e-21,1.2693356965179284e-22,7.2213295221399074e-25,1.9877194537300015e-26,1.4054348284703156e-27,2.9867682034087442e-12,6.5623508115902157e-13,7.5532298001813539e-16,5.2762476441856683e-16,9.9225642217692667e-18,1.5177610187521422e-19,1.0151022355133454e-15,1.6968572047910207e-15,1.4967236366264223e-25,2.078952164882229e-15,1.2592878977317279e-14,2.2859007248557037e-15,6.0291003753650024e-18,4.8611586118031987e-18,1.1584838205895513e-17,1.6132319673914526e-23,2.172945655671982e-21,1.1375994205568618e-21,4.8630326859782309e-29,1.3641064766715484e-25,2.7347090003151444e-29,1.3941603645037117e-26,3.4118344254098293e-23,1.0623653917047448e-14,6.6606201305580386e-20,4.3038105249987197e-26
3.6085615441554806e-10,0.0016785652596986815,-3.014434208968094e-19,-1.6337770007659019e-14,1.2754353796880482e-15,2.277739466727214e-15,9.8280399984170778e-12,1.8150650792754131e-17,4.7072680837397236e-29,-3.3532723474984996e-22,1.3042345041718118e-29,8.9454568405627826e-15,3.2194601906748307e-15,5.7871376679358773e-18,4.5570348823361385e-19,-3.7374248102081702e-30,5.5443630421395575e-30,9.6373265325365002e-27,3.1383682277019776e-29,4.0446695125100891e-39,1.1552492254800495e-27,-5.897565635840279e-15,1.8198617998766083e-24,-6.9690850825103679e-16,6.6477035372420502e-13,1.0362811218673736e-22,6.3683132611576347e-19,1.0944898344084224e-15,6.8157642547991335e-39,-2.2230077557841625e-20,-4.3451520441270967e-24,-6.8168768762252864e-31,7.6722984281035383e-33,0.88129999999999997,0.0,0.0,0.0,0.0098895937625843484,0.10880290970803407,9.999999999999541e-05,1.7742019528309173e-08,1.9015156541795287e-07,1.0387541914318813e-07,3.0017184891175149e-13,8.8278074686425371e-08,9.1399633162981384e-12,2.0035383579932326e-09,2.553558367407235e-15,3.635956875212326e-17,2.0570171025062533e-13,5.9784742272838987e-12,2.0704594379520591e-09,1.4305116104480698e-10,2.4230086793178881e-20,5.9783085577711866e-18,4.6324251117444094e-22,7.8399726596194967e-20,1.9539607385025758e-09,1.4791587118664096e-21,1.2985865172891233e-22,7.3882842239353936e-25,2.0417390035218424e-26,1.4434711076664238e-27,3.0059590810631262e-12,6.6347306663135251e-13,7.636605849299359e-16,5.3347205078193598e-16,9.9626517048842238e-18,1.5456458015248968e-19,1.0210805031066419e-15,1.7111004197203181e-15,1.5315444337344833e-25,2.0898026662409919e-15,1.26847407103528e-14,2.3115473160453397e-15,6.096850525105039e-18,4.915800250306437e-18,1.1722166600380787e-17,1.6323554564736998e-23,2.1936585787005314e-21,1.1516408604793121e-21,4.9230573403485919e-29,1.3771354906009755e-25,2.7684636517223252e-29,1.4091036572168739e-26,3.4557493305956005e-23,1.071374424691326e-14,6.7171035946417944e-20,4.3757350556313289e-26
3.6201153076879817e-10,0.0016785652590404585,-3.0120219062717066e-19,-1.6334871081429774e-14,-1.2850848546626374e-15,2.2841091713060997e-15,9.8890647048796327e-12,1.8364981089143349e-17,4.737553351001936e-29,-3.506656360108142e-22,1.3116910382615132e-29,9.6269636920265425e-15,3.8864673918821021e-15,5.7951583236031635e-18,4.578703632536408e-19,-5.6911224734904625e-30,5.5919917132706102e-30,9.6870038700740043e-27,3.1569342666624091e-29,4.0380040043460318e-39,1.1660004520043502e-27,-6.5714607433808515e-15,1.8312709733039193e-24,-6.996991646598742e-16,6.7032065303849873e-13,1.0484017551082752e-22,6.3870081387492419e-19,1.0977921975474733e-15,6.8877151872166885e-39,-2.2361622164863393e-20,-4.3818570190940032e-24,-6.9116086327075431e-31,7.7173681951366219e-33,0.88129999999999997,0.0,0.0,0.0,0.0098895924615162081,0.10880290931579945,9.9999999999995424e-05,1.7798819219566509e-08,1.9076029774818835e-07,1.0410489156740783e-07,3.0113278899453381e-13,8.8663787221340192e-08,9.1399621489823087e-12,2.0099962680882111e-09,2.5647156144297364e-15,3.6476764849149963e-17,2.0778730591007014e-13,6.0173606104757914e-12,2.0771031239099715e-09,1.4396856023089901e-10,2.4317959662517493e-20,6.0331586338021046e-18,4.6743273046201228e-22,7.9330503222012832e-20,1.9602306059721805e-09,1.5007204778049893e-21,1.3212190611705766e-22,7.5174734803456447e-25,2.0836832233965474e-26,1.473003284072382e-27,3.0205843301334798e-12,6.6901250753134197e-13,7.7004162697009816e-16,5.3794727601292461e-16,9.9932237139090347e-18,1.5671286624963603e-19,1.0259286306275926e-15,1.7219790059634666e-15,1.5584925850670557e-25,2.098069870601356e-15,1.2754859384082082e-14,2.3311903039348858e-15,6.148741579298795e-18,4.9576513378290158e-18,1.1827387315447499e-17,1.6470078319095855e-23,2.2095096032269937e-21,1.1624061506017797e-21,4.9690770380560488e-29,1.3871063094624636e-25,2.7943426654525189e-29,1.420552512990785e-26,3.4894420095534267e-23,1.0782558292826826e-14,6.7602475786877239e-20,4.431090886474013e-26
3.631669071220483e-10,0.00167856525838197,-3.0175307039455382e-19,-1.6371895438658126e-14,-2.8381722901633783e-15,2.2914942724361765e-15,9.9498048820630544e-12,1.8581186008220626e-17,4.760086902533637e-29,-6.1791674997360638e-23,1.3203549220564322e-29,1.0055121283001344e-14,4.297438147518781e-15,5.8059090861660474e-18,4.6016269869263488e-19,-6.8971243928600088e-30,5.640064620937659e-30,9.7367708545657967e-27,3.1783161765685483e-29,4.0438385334566522e-39,1.1769371000655557e-27,-6.9905666993970966e-15,1.8427151748200808e-24,-7.0272718862498349e-16,6.7589790748794251e-13,1.0606223917015246e-22,6.408466690924221e-19,1.101561953199365e-15,6.9599684014119068e-39,-2.2504783172816265e-20,-4.4187136482351671e-24,-7.0069013324921075e-31,7.7692947450006446e-33,0.88129999999999997,0.0,0.0,0.0,0.009889591160445594,0.10880290892340563,9.9999999999995424e-05,1.7855618872056814e-08,1.9136902975070537e-07,1.0433420425865444e-07,3.0209372855340424e-13,8.9049659211706992e-08,9.1399609816641914e-12,2.0164541748193467e-09,2.5758774739233039e-15,3.6593960885130799e-17,2.0988693774008834e-13,6.0563768743782424e-12,2.0837468089685711e-09,1.4488889147519132e-10,2.4405897181588216e-20,6.0883274440491419e-18,4.7164873629587567e-22,8.0269618579377403e-20,1.9665004726088532e-09,1.5225321197210819e-21,1.344176880111114e-22,7.6485279070514226e-25,2.1263593391177671e-26,1.5030493808639694e-27,3.0352270805780861e-12,6.7457885068478396e-13,7.764536846884137e-16,5.4244434448156111e-16,1.0024171031958006e-17,1.5888394467539017e-19,1.0310573907419072e-15,1.7328913001450354e-15,1.5858332040534568e-25,2.1063473780515401e-15,1.2825158134512627e-14,2.3509416792968859e-15,6.2009194095456129e-18,4.9997337821513117e-18,1.1933222765263569e-17,1.6617458114315523e-23,2.2254367668605846e-21,1.1732402502977722e-21,5.0153908845449854e-29,1.3971250843736886e-25,2.8203870927152952e-29,1.4320678249812249e-26,3.5233709247805077e-23,1.0851590293930728e-14,6.8035282135708274e-20,4.4869856870307243e-26
3.643222834752984e-10,0.0016785652577232207,-3.0228209489635602e-19,-1.6407859701082178e-14,-1.3695664511763065e-15,2.2988311480661553e-15,1.0009322883381662e-11,1.8799255498617035e-17,4.7864409178639033e-29,4.5032464034779595e-22,1.328991680786822e-29,9.6716471353077668e-15,3.8969121588629683e-15,5.8198817969365053e-18,4.6245338644464657e-19,-5.816865866614355e-30,5.6883466666023871e-30,9.7866515271421896e-27,3.1996428393563921e-29,4.0496768740219857e-39,1.1881571699222671e-27,-6.5981138079586074e-15,1.8541945343409947e-24,-7.0574802413893696e-16,6.8150214923910935e-13,1.0729435325460773e-22,6.4297984032423924e-19,1.1053107303378585e-15,7.0325309585845253e-39,-2.2647984978130739e-20,-4.4557266688838797e-24,-7.1031492363995432e-31,7.8210814406571625e-33,0.88129999999999997,0.0,0.0,0.0,0.0098895898593724663,0.10880290853085522,9.9999999999995424e-05,1.7912418485780095e-08,1.9197776146991324e-07,1.0456335887037523e-07,3.0305466765845493e-13,8.9435689004241892e-08,9.1399598143437703e-12,2.0229120782284287e-09,2.5870438980643984e-15,3.6711156860823902e-17,2.1200065146353741e-13,6.0955230565815958e-12,2.090390493127855e-09,1.4581215477548382e-10,2.4493899375229753e-20,6.1438157337854456e-18,4.7589061067203018e-22,8.121712311929098e-20,1.972770338412603e-09,1.5445957952655327e-21,1.3674636707587668e-22,7.7814688455252486e-25,2.1697779054525186e-26,1.5336168047454108e-27,3.0498872692983802e-12,6.8017212819479178e-13,7.8289679513762048e-16,5.469632824274403e-16,1.005562125562345e-17,1.6107798267503502e-19,1.0361823990962383e-15,1.7438372951192034e-15,1.6135708401519443e-25,2.1146392817098893e-15,1.2895636878137929e-14,2.3708017199435163e-15,6.2533847522959122e-18,5.0420481776360679e-18,1.2039674646072961e-17,1.6765696312478024e-23,2.2414403360360255e-21,1.1841434279085275e-21,5.0620000269269673e-29,1.4071919759220326e-25,2.8465975785848195e-29,1.4436499629759666e-26,3.5575371799587492e-23,1.0920840227937594e-14,6.8469454853162648e-20,4.5434232336722111e-26
3.651818083045498e-10,0.0016785652572329866,-3.0212987542974062e-19,-1.6407160793904626e-14,1.4337095268134743e-15,2.3035634265354098e-15,1.0052897438402008e-11,1.8962687043359219e-17,4.8121873553790382e-29,5.8277113036358987e-22,1.3345878589240089e-29,8.9253830663388627e-15,3.1398924904792841e-15,5.8310305784747147e-18,4.6407320732352295e-19,-3.678652344483373e-30,5.724241987078207e-30,9.8238444155137898e-27,3.2135851231829326e-29,4.0465490671391176e-39,1.1966438400493526e-27,-5.8462047642386673e-15,1.8627572373451831e-24,-7.0783075427295854e-16,6.8568886580696947e-13,1.0821751546776035e-22,6.4436976667670707e-19,1.1077669798297611e-15,7.0867486398928491e-39,-2.2746939849865174e-20,-4.4833622860837365e-24,-7.1756305175228059e-31,7.8549175284112233e-33,0.88129999999999997,0.0,0.0,0.0,0.0098895888914570587,0.10880290823872259,9.9999999999995397e-05,1.7954673677427999e-08,1.9243061810302261e-07,1.0473373342209304e-07,3.0376954357407626e-13,8.972297144090552e-08,9.1399589459318183e-12,2.0277163360871767e-09,2.5953539238724515e-15,3.6798343003379728e-17,2.1358227880471021e-13,6.1247295676178053e-12,2.095332961270403e-09,1.4650090458191126e-10,2.4559409245695565e-20,6.1853030948145201e-18,4.7906311843432285e-22,8.1927476783928493e-20,1.9774347100651702e-09,1.5611745094378003e-21,1.3850031310808645e-22,7.8816047319043181e-25,2.2025664143123748e-26,1.5566995801924597e-27,3.0608047704952874e-12,6.8435065369823261e-13,7.8771021551805185e-16,5.5033928020619564e-16,1.0079022653304773e-17,1.6272519723015338e-19,1.0398064217450831e-15,1.7520022601791224e-15,1.6344660888514018e-25,2.1208184819816145e-15,1.2948185239565885e-14,2.385646952499674e-15,6.2926024958849813e-18,5.0736781507600012e-18,1.211926879550665e-17,1.687653412200094e-23,2.2533956717750618e-21,1.1922996520427805e-21,5.0968664325134477e-29,1.4147123982508371e-25,2.8662045780813054e-29,1.4523098637448481e-26,3.5831092669268082e-23,1.0972499029943405e-14,6.8793337367108493e-20,4.5857634149657761e-26
3.660413331338012e-10,0.0016785652567426076,-3.0133705798021725e-19,-1.6374229924650735e-14,3.5170893473342554e-15,2.3074431941445818e-15,1.0096881793986965e-11,1.9127144024835203e-17,4.8398767597806447e-29,2.1525406298961191e-22,1.3391989181480352e-29,8.3643483896818948e-15,2.5703664666523183e-15,5.8400565876250692e-18,4.6559279054066127e-19,-2.0574689411643098e-30,5.7600556102414575e-30,9.8611058836303691e-27,3.2252395639833711e-29,4.0351358646184555e-39,1.2050831585727188e-27,-5.2807387789086734e-15,1.8713392820455172e-24,-7.0971904610759325e-16,6.8989054912566718e-13,1.0914628789192103e-22,6.4552818613469715e-19,1.1098322722918671e-15,7.1412342346390547e-39,-2.283682943233149e-20,-4.511076293299384e-24,-7.2489533238595174e-31,7.8831766455071674e-33,0.88129999999999997,0.0,0.0,0.0,0.009889587923540227,0.10880290794650377,9.9999999999995383e-05,1.7996928847620718e-08,1.9288347460715591e-07,1.0490402206367491e-07,3.0448441928246824e-13,9.001033963432992e-08,9.1399580775185592e-12,2.0325205922903058e-09,2.6036664303142678e-15,3.688552911588974e-17,2.1517174373134916e-13,6.1540080168195751e-12,2.1002754289152331e-09,1.471912771010855e-10,2.4624954922066484e-20,6.2269679862009911e-18,4.8225002199044608e-22,8.264252220970133e-20,1.9820990812567724e-09,1.5778948045569352e-21,1.4027282585297085e-22,7.9828054809980493e-25,2.2357761418828722e-26,1.5800781189874467e-27,3.07173186228825e-12,6.8854411658958434e-13,7.9254085731389746e-16,5.5372740663331392e-16,1.0101943623535899e-17,1.6438528064433043e-19,1.0432061508418179e-15,1.7601858696829488e-15,1.6555854958676982e-25,2.1270048648654191e-15,1.300083324738512e-14,2.4005525927683104e-15,6.3319800704749625e-18,5.1054370679720453e-18,1.2199205737432969e-17,1.6987849282739815e-23,2.2653935442775636e-21,1.2004943664770698e-21,5.1318973773390324e-29,1.4222596097005642e-25,2.885904105640145e-29,1.4610070011222333e-26,3.6088137781418899e-23,1.1024278423052831e-14,6.9117975948150514e-20,4.6284076371245687e-26
3.669008579630526e-10,0.0016785652562520818,-3.0038118442157195e-19,-1.6333111470751426e-14,2.9780195713482093e-15,2.311080974437862e-15,1.0142194785603946e-11,1.9292642933001015e-17,4.8654485750221758e-29,-4.7923409784862175e-22,1.343535781516556e-29,8.4914814916810107e-15,2.6896524588379745e-15,5.845819731180097e-18,4.6708500067881299e-19,-2.4489703393969424e-30,5.7959212227408458e-30,9.8984198847137128e-27,3.2362594797296834e-29,4.0210196095784317e-39,1.213358661471637e-27,-5.4037859019621362e-15,1.8799405540798728e-24,-7.1155318829516421e-16,6.9410721230729475e-13,1.100806884230384e-22,6.4662100868133505e-19,1.111786913908314e-15,7.1959801828280133e-39,-2.2924315731319581e-20,-4.5388643222893337e-24,-7.3228962411259107e-31,7.9098873216646457e-33,0.88129999999999997,0.0,0.0,0.0,0.009889586955622004,0.10880290765419852,9.9999999999995397e-05,1.8039183996358257e-08,1.9333633095494257e-07,1.0507422545629343e-07,3.0519929474043529e-13,9.0297792923245894e-08,9.1399572091040029e-12,2.0373248468650182e-09,2.6119813982617151e-15,3.6972715198847803e-17,2.1676906505181721e-13,6.1833584196684226e-12,2.1052178960623445e-09,1.4788327233217344e-10,2.4690536406654046e-20,6.2688107132956124e-18,4.8545135508924874e-22,8.3362280342873861e-20,1.9867634519874124e-09,1.5947575829024339e-21,1.4206406104904555e-22,8.0850800862516981e-25,2.2694115721345206e-26,1.6037555678965837e-27,3.0826685191921757e-12,6.9275252995507036e-13,7.9738873562887484e-16,5.5712767240437001e-16,1.0124304636257992e-17,1.6605830242199697e-19,1.0465446067375537e-15,1.7683881206903151e-15,1.6769309793491859e-25,2.1331950817517679e-15,1.3053580794422033e-14,2.4155187550431673e-15,6.3715177789571708e-18,5.1373251736936811e-18,1.227948616846516e-17,1.7099642764754181e-23,2.2774340437102225e-21,1.2087276825468741e-21,5.1670933373433843e-29,1.4298336736446707e-25,2.9056964289043472e-29,1.4697414065282295e-26,3.6346511711932711e-23,1.1076178398097487e-14,6.9443370538799508e-20,4.6713574751617933e-26
3.6700829856670903e-10,0.001678565256190756,-3.0026403810648961e-19,-1.6328090947785595e-14,2.8334911439390401e-15,2.3115363372841948e-15,1.0147901550387321e-11,1.9313404110163697e-17,4.8685035023033004e-29,-9.6706674233027473e-24,1.3440791148480224e-29,8.5279780711860497e-15,2.7251671569465981e-15,5.8464563877809479e-18,4.6727169882584373e-19,-2.5568789284222301e-30,5.8004117263385696e-30,9.9030871485316933e-27,3.2376400221097937e-29,4.0192810156516008e-39,1.2143901517462922e-27,-5.4397714685099871e-15,1.8810170711517987e-24,-7.1178269523954472e-16,6.9463534913028815e-13,1.1019788514125743e-22,6.4675779595312336e-19,1.1120315670767919e-15,7.202842469043874e-39,-2.293527437874686e-20,-4.5423427084225344e-24,-7.3321764098012718e-31,7.9132334372906665e-33,0.88129999999999997,0.0,0.0,0.0,0.0098895868346321296,0.10880290761765436,9.9999999999995397e-05,1.8044465888441882e-08,1.9339293798689246e-07,1.0509549491932759e-07,3.0528865415423259e-13,9.0333730534609775e-08,9.1399571005520911e-12,2.037925378575635e-09,2.6130209413743971e-15,3.6983613457199146e-17,2.1696928355639081e-13,6.1870322800364259e-12,2.1058357044207379e-09,1.4796988583295129e-10,2.4698736610914853e-20,6.2740535734708215e-18,4.8585253798472004e-22,8.3452582514132949e-20,1.9873464982963308e-09,1.596875493417177e-21,1.4228928961004497e-22,8.0979403643209695e-25,2.2736461557764424e-26,1.6067364223757058e-27,3.0840362725803841e-12,6.932796334833568e-13,7.979959331139656e-16,5.5755355970658211e-16,1.0127242978275359e-17,1.6626834333237426e-19,1.0469622961142847e-15,1.7694147126505007e-15,1.6796151560974989e-25,2.1339690398539349e-15,1.3060181233696525e-14,2.4173937864761723e-15,6.3764712670205435e-18,5.1413202826517682e-18,1.2289545408624805e-17,1.711365063029567e-23,2.2789421081684137e-21,1.209759566775334e-21,5.1715044586657788e-29,1.4307823229549301e-25,2.9081770073335709e-29,1.4708358303615239e-26,3.6378902113852975e-23,1.1082674372938748e-14,6.948409801669287e-20,4.6767477718774779e-26
