Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727)
1.0216670614675473e-07,0.0017929956509171391,-5.6553853306407416e-19,-4.5924678198691733e-14,-6.2201695109339568e-16,1.6692926603595588e-18,1.1824712876076841e-08,3.8983806463974747e-11,-8.7595825724850941e-38,1.0546189333008221e-28,3.4415058688930883e-30,4.9250592849499996e-16,-6.8413549771995539e-33,1.5261899685150302e-16,6.4732739621135449e-18,1.3961026843962834e-29,9.1456303491990405e-27,9.4743117404804789e-22,2.085381312329161e-24,5.534204291833613e-48,2.8988699290061077e-30,-1.7609326518579776e-27,9.3967327261637798e-40,-2.4960620677547166e-16,1.1884694941423321e-30,6.6487092228658948e-30,6.111691789052774e-20,2.4790230678110773e-16,-2.2091109792367002e-47,-6.6753987197470052e-21,-2.0432301177513044e-22,-4.4605287145658992e-26,7.0091992519687152e-35,0.88129999999999997,0.0,0.0,0.0,0.0098653550095748836,0.10879352325596063,9.9999999999847336e-05,1.3164034954805274e-06,1.1513012848406038e-05,2.3506664731937271e-06,2.6111919133185876e-11,9.2463044199394103e-06,2.726563910268832e-11,1.7764457781095697e-07,3.9498832359989358e-13,4.5888880120115384e-15,4.0904833116984724e-08
1.02185244854388e-07,0.0017929956478618815,-5.6701632624085955e-19,-4.6043978526474095e-14,-4.5174170672187461e-16,1.6670941118929431e-18,1.1828945624410322e-08,3.9011721642847098e-11,-7.7733700018536996e-38,-9.8511037407383805e-30,3.4428121967873995e-30,4.9250471557624027e-16,-6.1274308694710844e-33,1.5264688533252681e-16,6.4744872277300162e-18,1.3969287715815659e-29,9.1521872773535842e-27,9.4810613144900638e-22,2.0876152338136876e-24,5.5351372668146907e-48,2.8989390989344121e-30,-1.7611418777282971e-27,9.3967479951688232e-40,-2.4960620672474199e-16,1.1889313463332901e-30,6.6499682008560524e-30,6.1116917890530183e-20,2.47903716961234e-16,-2.5434445918685498e-47,-6.6753987150786653e-21,-2.0435721692151023e-22,-4.4628173715613973e-26,7.0091992519783275e-35,0.88129999999999997,0.0,0.0,0.0,0.0098653505712406574,0.10879352154756144,9.9999999999847308e-05,1.3166389730272879e-06,1.1515095251167341e-05,2.3510827885873107e-06,2.6116641730492061e-11,9.2479544940331788e-06,2.7265626836049739e-11,1.7767670777274358e-07,3.9505881230269143e-13,4.5897179883528343e-15,4.0926762806153824e-08
1.0222232226965453e-07,0.001792995641751406,-5.6893102210092799e-19,-4.6198625947718379e-14,-2.0113688519276254e-16,1.6637488646380891e-18,1.1837413339908033e-08,3.90675967092124e-11,-6.0022546613565423e-38,2.5801479944696023e-29,3.4454256870770611e-30,4.9250228972008779e-16,-4.7986652449789789e-33,1.5270266793229993e-16,6.476913778276899e-18,1.3985783703399111e-29,9.1653116734382132e-27,9.4945711544752734e-22,2.0920890328078832e-24,5.5370188931584491e-48,2.8990704259435065e-30,-1.7615605160895723e-27,9.3967867754502026e-40,-2.4960620662398123e-16,1.1898553261772625e-30,6.6524861677465397e-30,6.111691789053507e-20,2.4790653259252791e-16,-3.0574882868837291e-47,-6.6753987057419187e-21,-2.0442562216622377e-22,-4.4673969270445872e-26,7.009199251997565e-35,0.88129999999999997,0.0,0.0,0.0,0.0098653416946178282,0.10879351813078322,9.9999999999847254e-05,1.3171099244631854e-06,1.151926004865555e-05,2.3519154078810303e-06,2.6126086906489692e-11,9.2512545966441312e-06,2.7265602302898649e-11,1.777409675697738e-07,3.9519978776132385e-13,4.5913779377665885e-15,4.0970645445922387e-08
1.022964771001876e-07,0.001792995629530615,-5.7544913571387224e-19,-4.6724783997032323e-14,-8.2767990595986415e-16,1.6543886748422956e-18,1.1854358968992754e-08,3.9179525829319525e-11,-1.114152929049323e-37,-5.0174746230037183e-28,3.4506553730014382e-30,4.9249743810453604e-16,-1.0131634691513898e-32,1.5281421532443272e-16,6.4817669566233033e-18,1.4010332714638585e-29,9.1916025769663414e-27,9.521633636091146e-22,2.1010604940949161e-24,5.5406666991150255e-48,2.8976171424801029e-30,-1.7623973067165376e-27,9.3967761007360101e-40,-2.4960620659487241e-16,1.1917043877095404e-30,6.6575218788262287e-30,6.1116917890544856e-20,2.4791213840282594e-16,-4.4337286439990481e-47,-6.6753986870681561e-21,-2.0456241233537331e-22,-4.47656500671353e-26,7.0091992520360817e-35,0.88129999999999997,0.0,0.0,0.0,0.0098653239415552769,0.10879351129730619,9.9999999999847146e-05,1.3180518127046584e-06,1.152758961094564e-05,2.3535806004768865e-06,2.6144977182781157e-11,9.2578546194981567e-06,2.7265553237101692e-11,1.778694866495626e-07,3.9548173088810473e-13,4.5946978233095096e-15,4.1058503807568519e-08
1.0231311644057696e-07,0.0017929956267884633,-5.7800780163734746e-19,-4.6931253074584599e-14,-9.6131221328738182e-16,1.6511931754435357e-18,1.1858163042003674e-08,3.9204674018733645e-11,-1.2630484956434045e-37,-1.0864056581800981e-28,3.4518292828600356e-30,4.924963494636997e-16,-1.1702146609296922e-32,1.5283923822024995e-16,6.4828559583119678e-18,1.4015330495836606e-29,9.1975096117558109e-27,9.5277139363602582e-22,2.1030779463899865e-24,5.5414503301360852e-48,2.8971864851707717e-30,-1.7625848731546351e-27,9.3967485777283356e-40,-2.4960620659885236e-16,1.1921194939071551e-30,6.6586517599215224e-30,6.1116917890547059e-20,2.4791339144856433e-16,-4.8801231837229556e-47,-6.675398682877969e-21,-2.045931024651573e-22,-4.4786238428945618e-26,7.0091992520447318e-35,0.88129999999999997,0.0,0.0,0.0,0.0098653199580418967,0.10879350976398114,9.9999999999847119e-05,1.3182631569992828e-06,1.1529458645959186e-05,2.3539542387326293e-06,2.614921589115154e-11,9.2593355418914425e-06,2.7265542227493514e-11,1.7789832449671574e-07,3.9554499368269161e-13,4.5954427582406507e-15,4.1078235090101625e-08
1.0232143611077163e-07,0.001792995625417392,-5.7930929213911981e-19,-4.7036274832061354e-14,-9.3328065007329734e-16,1.6495739357256089e-18,1.1860065208298303e-08,3.9217252625766862e-11,-1.271612632663045e-37,-5.9056213817880661e-32,3.4524163101519989e-30,4.9249580512953262e-16,-1.1894995993192088e-32,1.5285174949470677e-16,6.4834004611009354e-18,1.4018416114472719e-29,9.2004641913227792e-27,9.530755165499158e-22,2.1040872750105393e-24,5.5418404393328261e-48,2.8970897759386178e-30,-1.762678652458201e-27,9.3967333760025091e-40,-2.4960620658892513e-16,1.1923270747457915e-30,6.6592166966330888e-30,6.1116917890548155e-20,2.47914017351608e-16,-5.1042398855443443e-47,-6.675398680782868e-21,-2.0460844701944402e-22,-4.4796534868920229e-26,7.0091992520490585e-35,0.88129999999999997,0.0,0.0,0.0,0.0098653179662898157,0.10879350899732075,9.9999999999847105e-05,1.3183688287782896e-06,1.1530393162646609e-05,2.3541410567020119e-06,2.6151335243438915e-11,9.2600759984943403e-06,2.7265536722702164e-11,1.7791274340732042e-07,3.9557662488374708e-13,4.5958152253711321e-15,4.1088103076278388e-08
1.0233807545116099e-07,0.0017929956226752583,-5.8166727046865398e-19,-4.7226557754619488e-14,-8.1284437643752201e-16,1.6465834059719242e-18,1.1863869902341189e-08,3.9242418866686098e-11,-1.2324029458990679e-37,-7.0817139576955855e-30,3.453590537117873e-30,4.9249471644679119e-16,-1.1757428144973549e-32,1.5287677342657205e-16,6.4844894705680551e-18,1.4025119562438316e-29,9.2063754788805412e-27,9.536839782188787e-22,2.1061071378346018e-24,5.5426225355588803e-48,2.8970037650675508e-30,-1.7628662559920892e-27,9.396703098701835e-40,-2.4960620655827828e-16,1.1927422919024559e-30,6.6603465737119808e-30,6.1116917890550357e-20,2.4791526762655977e-16,-5.522059983810926e-47,-6.675398676592653e-21,-2.046391351123314e-22,-4.4817132267479797e-26,7.0091992520577129e-35,0.88129999999999997,0.0,0.0,0.0,0.0098653139827948478,0.1087935074640041,9.9999999999847078e-05,1.3185801715996946e-06,1.1532262194405638e-05,2.3545146903236676e-06,2.6155573944269906e-11,9.2615569025116478e-06,2.7265525713144946e-11,1.7794158120296353e-07,3.9563988689333961e-13,4.5965601589716731e-15,4.1107843739039819e-08
1.0235471479155034e-07,0.0017929956199331347,-5.8356870198716965e-19,-4.738001795559281e-14,-6.1481048224710208e-16,1.644053858897095e-18,1.186767507602459e-08,3.9267597146431971e-11,-1.1191339220147615e-37,8.5851203068437452e-29,3.4547650059834796e-30,4.9249362774414158e-16,-1.0921807364538952e-32,1.5290179996766918e-16,6.4855784852206587e-18,1.4032547359774169e-29,9.2122896066173074e-27,9.542927277485707e-22,2.1081286089486126e-24,5.5434104590669688e-48,2.8970639381416271e-30,-1.763053942839476e-27,9.3966751968941757e-40,-2.496062065129421e-16,1.193157583032667e-30,6.6614764607164997e-30,6.111691789055256e-20,2.4791651594859689e-16,-5.8801147741475059e-47,-6.67539867240242e-21,-2.0466982185347812e-22,-4.483773569146293e-26,7.0091992520663705e-35,0.88129999999999997,0.0,0.0,0.0,0.009865309999312127,0.10879350593069299,9.9999999999847051e-05,1.3187915134389585e-06,1.1534131224020418e-05,2.3548883208555538e-06,2.6159812640132327e-11,9.2630377942763154e-06,2.7265514703621686e-11,1.7797041896473387e-07,3.9570314837951766e-13,4.5973050916972175e-15,4.1127590656461358e-08
1.023713541319397e-07,0.0017929956171910233,-5.8473572899514429e-19,-4.7474244672199786e-14,-2.7131094729080384e-16,1.6422640498486021e-18,1.1871480638958492e-08,3.9292787468474225e-11,-8.7514291652521804e-38,3.4272500320200242e-28,3.4559397422484696e-30,4.9249253900996662e-16,-8.8540943520667246e-33,1.5292683074845484e-16,6.4866675050586175e-18,1.4041267645178626e-29,9.2182065787015338e-27,9.5490176523040556e-22,2.1101516893679285e-24,5.5442120329758975e-48,2.8973852836649262e-30,-1.7632417629854645e-27,9.3966550808740648e-40,-2.4960620644136219e-16,1.1935729481387279e-30,6.6626063684260778e-30,6.1116917890554763e-20,2.4791776269584335e-16,-6.1350252576948579e-47,-6.675398668212169e-21,-2.0470050724820788e-22,-4.4858345141611229e-26,7.0091992520750313e-35,0.88129999999999997,0.0,0.0,0.0,0.0098653060158416309,0.10879350439738751,9.9999999999847024e-05,1.3190028542960865e-06,1.1536000251512928e-05,2.355261948297357e-06,2.6164051331076021e-11,9.2645186737867812e-06,2.7265503694132348e-11,1.7799925669295811e-07,3.9576640934221452e-13,4.5980500235562037e-15,4.1147343829482436e-08
1.0238799347232905e-07,0.0017929956144489224,-5.842449403276765e-19,-4.7434759689785032e-14,6.2280668493711296e-16,1.6421406150537743e-18,1.1875286111165414e-08,3.9317989835629799e-11,-1.8439863065035306e-38,1.2834016251281939e-27,3.4571148310682689e-30,4.9249145018226698e-16,-2.6379245375326751e-33,1.5295187121308519e-16,6.4877565300817345e-18,1.4054303100393479e-29,9.2241264069936657e-27,9.555110907576583e-22,2.1121763801077754e-24,5.5450520724556728e-48,2.898579679844733e-30,-1.7634298828736535e-27,9.3966597214877487e-40,-2.4960620628205952e-16,1.1939883872258496e-30,6.6637363327048109e-30,6.1116917890556966e-20,2.4791900887956604e-16,-6.1494953974065569e-47,-6.6753986640218999e-21,-2.0473119131409682e-22,-4.487896061871716e-26,7.0091992520836954e-35,0.88129999999999997,0.0,0.0,0.0,0.0098653020323832916,0.10879350286408818,9.9999999999846997e-05,1.3192141941710823e-06,1.1537869276956633e-05,2.355635572648977e-06,2.6168290017267735e-11,9.2659995410414866e-06,2.7265492684676847e-11,1.7802809438853908e-07,3.9582966978136356e-13,4.5987949545719536e-15,4.1167103259042353e-08
1.0240463281271841e-07,0.0017929956117068344,-5.8173250354522543e-19,-4.7232217867440554e-14,1.3952693161757159e-15,1.6440476718643869e-18,1.1879092135430819e-08,3.9343204251069076e-11,4.9249858797952067e-38,7.0078145561419688e-28,3.4582903043292319e-30,4.9249036134554967e-16,3.6161905185437654e-33,1.5297692340267515e-16,6.4888455602898609e-18,1.4067607740428947e-29,9.2300490965557777e-27,9.5612070444680556e-22,2.1142026821836694e-24,5.5459446436037619e-48,2.8998279149932662e-30,-1.7636183650762481e-27,9.396699578942264e-40,-2.4960620611733575e-16,1.194403900299926e-30,6.6648663675322235e-30,6.1116917890559169e-20,2.479202558968074e-16,-5.8542975474401423e-47,-6.6753986598316105e-21,-2.0476187405809756e-22,-4.4899582123530703e-26,7.0091992520923626e-35,0.88129999999999997,0.0,0.0,0.0,0.0098652980489370729,0.10879350133079427,9.999999999984697e-05,1.3194255330639501e-06,1.1539738300380087e-05,2.356009193910099e-06,2.6172528698772074e-11,9.2674803960389087e-06,2.7265481675255072e-11,1.7805693205215979e-07,3.9589292969689965e-13,4.5995398847621101e-15,4.1186868946080236e-08
1.0242127215310776e-07,0.001792995608964755,-5.7809630679500733e-19,-4.6939038457569121e-14,1.5885949204995092e-15,1.6470818946096643e-18,1.1882899241972402e-08,3.9368430719764115e-11,7.9695922773904089e-38,1.8839620128061559e-28,3.4594660753429831e-30,4.9248927256610691e-16,6.6254329609342606e-33,1.5300198187901386e-16,6.4899345956829419e-18,1.4077844439253802e-29,9.2359746374224111e-27,9.5673060646008077e-22,2.1162305968249839e-24,5.5468751390843509e-48,2.9004543714720486e-30,-1.7638070441119025e-27,9.3967669107291557e-40,-2.4960620601507379e-16,1.1948194873653158e-30,6.6659964376840456e-30,6.1116917890561371e-20,2.4792150508332069e-16,-5.3493003034598923e-47,-6.6753986556413045e-21,-2.0479255546322276e-22,-4.4920209656855246e-26,7.0091992521010309e-35,0.88129999999999997,0.0,0.0,0.0,0.0098652940655030545,0.10879349979750531,9.9999999999846943e-05,1.319636870974696e-06,1.1541607321711425e-05,2.3563828120798666e-06,2.6176767375425952e-11,9.2689612387771704e-06,2.7265470665866986e-11,1.7808576968313743e-07,3.9595618908874277e-13,4.6002848141090366e-15,4.120664089173221e-08
1.0243791149349712e-07,0.0017929956062226855,-5.7452404990839724e-19,-4.6651015655527372e-14,1.2872173423301369e-15,1.6500501002895537e-18,1.1886707442576697e-08,3.9393669245605677e-11,7.4244153316088721e-38,-2.290960398777376e-28,3.4606420323133678e-30,4.9248818384542581e-16,6.426095712060985e-33,1.5302703958990369e-16,6.4910236362610023e-18,1.4084938827795938e-29,9.2419030159505033e-27,9.573407968943855e-22,2.1182601248298116e-24,5.5478168975856064e-48,2.9004440623702426e-30,-1.7639957053042751e-27,9.3968449222309852e-40,-2.4960620597678643e-16,1.1952351484212761e-30,6.6671264968281302e-30,6.1116917890563574e-20,2.4792275647786838e-16,-4.79434504204516e-47,-6.6753986514509797e-21,-2.0482323550696651e-22,-4.4940843219163621e-26,7.0091992521097035e-35,0.88129999999999997,0.0,0.0,0.0,0.0098652900820813318,0.10879349826422129,9.9999999999846915e-05,1.3198482079033231e-06,1.1543476340856197e-05,2.3567564271575401e-06,2.6181006047015159e-11,9.2704420692550266e-06,2.7265459656512646e-11,1.7811460728004773e-07,3.9601944795683965e-13,4.6010297425759422e-15,4.1226419096735278e-08
1.0247119017427582e-07,0.001792995600738578,-5.7224190909567977e-19,-4.6467145196700377e-14,-3.512589443351055e-17,1.651101860285216e-18,1.1894326739807707e-08,3.9444182494476536e-11,-6.9377505562351764e-39,-8.6166174894759561e-28,3.4629940737545905e-30,4.9248600653102565e-16,-6.1340842957259838e-34,1.5307712534706307e-16,6.493201732971998e-18,1.4092128633872674e-29,9.2537682353298088e-27,9.5856204347009009e-22,2.1223240265457267e-24,5.5496063280596852e-48,2.8990051754359878e-30,-1.7643721368687367e-27,9.3969457584838008e-40,-2.4960620604273056e-16,1.1960666924843107e-30,6.6693864007314778e-30,6.1116917890567992e-20,2.4792526048165469e-16,-4.262618801179608e-47,-6.6753986430702783e-21,-2.0488459142194699e-22,-4.4982128434330507e-26,7.0091992521270562e-35,0.88129999999999997,0.0,0.0,0.0,0.0098652821152751587,0.10879349519766843,9.9999999999846861e-05,1.3202708788142453e-06,1.1547214372215046e-05,2.3575036480329402e-06,2.6189483374158149e-11,9.2734036934205321e-06,2.7265437637905965e-11,1.7817228236537309e-07,3.961459641214108e-13,4.6025195967071208e-15,4.1265994289978916e-08
1.0249921124683401e-07,0.0017929955961209236,-5.7295761083293688e-19,-4.6525035148117485e-14,-3.836259658660235e-16,1.6493401168204349e-18,1.1900743576799946e-08,3.9486752731319495e-11,-3.2637054400013063e-38,-4.1874007970932725e-29,3.4649748828166658e-30,4.924841731169272e-16,-2.8708758970558179e-33,1.531192819220922e-16,6.49503573419372e-18,1.4101653827154292e-29,9.2637676830522574e-27,9.5959124393617165e-22,2.1257508972539576e-24,5.551060587416144e-48,2.8984949603558373e-30,-1.7646886125890319e-27,9.3969996549299078e-40,-2.496062060278099e-16,1.1967670926584625e-30,6.6712891404361994e-30,6.1116917890571711e-20,2.4792736809677096e-16,-4.141975130370047e-47,-6.6753986360135664e-21,-2.0493624961405702e-22,-4.5016909818821473e-26,7.0091992521416762e-35,0.88129999999999997,0.0,0.0,0.0,0.0098652754071613651,0.10879349261560931,9.9999999999846821e-05,1.3206267700516055e-06,1.1550361835195344e-05,2.3581328079197334e-06,2.6196621375305549e-11,9.2758973805968285e-06,2.7265419098064671e-11,1.7822084541069217e-07,3.9625249071612858e-13,4.6037740699910878e-15,4.1299336531030716e-08
1.0252306401209053e-07,0.0017929955921901996,-5.7346854324901943e-19,-4.656638489968127e-14,-1.0343995947572116e-16,1.6479411682091697e-18,1.1906206612526759e-08,3.9523017363883013e-11,-1.4024472854943665e-38,3.2238572417633219e-28,3.4666614826893846e-30,4.9248261234860309e-16,-1.1373752125921254e-33,1.5315516762866426e-16,6.4965969280115394e-18,1.4113443890498658e-29,9.2722860047662509e-27,9.6046798967710948e-22,2.1286716150962365e-24,5.5523032012462428e-48,2.8988049071737634e-30,-1.7649580246322895e-27,9.3970495687385407e-40,-2.496062059403342e-16,1.1973634693080367e-30,6.6729088215864945e-30,6.1116917890574889e-20,2.479291611308586e-16,-4.0283800377321558e-47,-6.6753986300065435e-21,-2.0498022029466615e-22,-4.5046530737035229e-26,7.0091992521541281e-35,0.88129999999999997,0.0,0.0,0.0,0.0098652696969483231,0.10879349041766012,9.999999999984678e-05,1.3209297180787052e-06,1.1553041088785694e-05,2.3586683694814153e-06,2.6202697543501455e-11,9.2780200890190069e-06,2.7265403316215172e-11,1.7826218432646901e-07,3.9634316965210061e-13,4.6048419306470542e-15,4.1327732904220541e-08
1.0254691677734704e-07,0.0017929955882594983,-5.7229032276379648e-19,-4.6471495856464996e-14,5.3993128665729928e-16,1.6482399271385318e-18,1.1911670369108449e-08,3.9559306820404307e-11,3.6035905210659236e-38,6.1603803826760632e-28,3.4683486437424507e-30,4.9248105150588259e-16,3.5536027809787267e-33,1.5319106292919869e-16,6.4981581324829817e-18,1.412838333005086e-29,9.2808101915325606e-27,9.6134532904520909e-22,2.1315956611086341e-24,5.5535900631931676e-48,2.899751288323219e-30,-1.7652277374276483e-27,9.3971296723056418e-40,-2.4960620578890757e-16,1.1979599980004345e-30,6.6745285517947663e-30,6.1116917890578079e-20,2.4793095421373508e-16,-3.6821340019668957e-47,-6.675398623999483e-21,-2.0502418821288526e-22,-4.5076164053763413e-26,7.0091992521665864e-35,0.88129999999999997,0.0,0.0,0.0,0.0098652639867604173,0.10879348821972259,9.9999999999846739e-05,1.3212326640876366e-06,1.1555720338027083e-05,2.3592039246848224e-06,2.6208773701617357e-11,9.2801427722263628e-06,2.72653875344355e-11,1.7830352317336377e-07,3.9643384751093297e-13,4.6059097895236692e-15,4.1356142151949176e-08
1.0257076954260356e-07,0.00179299558432882,-5.7018164109292528e-19,-4.6301560358516928e-14,6.871648004133733e-16,1.6494733313649759e-18,1.1917135767308221e-08,3.9595621112534552e-11,5.4392228406617191e-38,6.9276542687073944e-29,3.4700362930549882e-30,4.924794907073031e-16,5.4639622451159622e-33,1.5322696321867741e-16,6.4997193476078117e-18,1.414068246176966e-29,9.2893402366851837e-27,9.622232623429043e-22,2.1345230383296879e-24,5.5549078103200124e-48,2.9001619877887877e-30,-1.7654976119002153e-27,9.3972325235682536e-40,-2.4960620569129412e-16,1.1985566787398496e-30,6.6761483013297394e-30,6.1116917890581257e-20,2.4793274824661954e-16,-3.1902314164801643e-47,-6.6753986179923849e-21,-2.0506815335446022e-22,-4.5105809771090146e-26,7.0091992521790511e-35,0.88129999999999997,0.0,0.0,0.0,0.0098652582765977066,0.10879348602179584,9.9999999999846699e-05,1.3215356080784132e-06,1.1558399582858401e-05,2.3597394735284566e-06,2.621484984951445e-11,9.2822654302142123e-06,2.7265371752725578e-11,1.7834486195097903e-07,3.9652452429242569e-13,4.6069776466106656e-15,4.1384564277013737e-08
1.0259462230786007e-07,0.00179299558039816,-5.6767550997199031e-19,-4.609956789233053e-14,7.2214873198995443e-16,1.6511053451358667e-18,1.1922602466393209e-08,3.9631960251744158e-11,6.5832757381347846e-38,1.2785397558347789e-28,3.4717243792957669e-30,4.9247792990766614e-16,6.7854198589735379e-33,1.5326286531834068e-16,6.5012805733857715e-18,1.4152491990308219e-29,9.2978761362816322e-27,9.6310178985603246e-22,2.137453749777156e-24,5.5562463638262341e-48,2.9004724756141822e-30,-1.7657675527069706e-27,9.3973526028630789e-40,-2.4960620560374633e-16,1.1991535115295191e-30,6.6777680493150503e-30,6.1116917890584434e-20,2.4793454378874114e-16,-2.617607517434753e-47,-6.6753986119852514e-21,-2.0511211570942084e-22,-4.5135467891099715e-26,7.00919925219152e-35,0.88129999999999997,0.0,0.0,0.0,0.0098652525664602447,0.10879348382388015,9.9999999999846658e-05,1.321838550051048e-06,1.156107882323709e-05,2.3602750160109285e-06,2.6220925987096298e-11,9.2843880629778865e-06,2.7265355971085379e-11,1.7838620065856235e-07,3.966151999963792e-13,4.6080455018886099e-15,4.1412999282190216e-08
1.0261847507311659e-07,0.0017929955764675253,-5.6621222475881917e-19,-4.5981685953904575e-14,2.5116126062965541e-16,1.651689773400721e-18,1.1928070976749528e-08,3.9668324250477281e-11,3.7252855614695857e-38,-3.9981624526119543e-28,3.4734127681321176e-30,4.9247636917377147e-16,4.4396454143482142e-33,1.5329876069658382e-16,6.5028418098167076e-18,1.4160586641791705e-29,9.3064178756532622e-27,9.639809118567728e-22,2.1403877984630826e-24,5.5575706408093021e-48,2.9000298179425683e-30,-1.7660372966973942e-27,9.3974666422406837e-40,-2.4960620559187146e-16,1.1997504963672607e-30,6.6793877396763772e-30,6.1116917890587612e-20,2.479363401334134e-16,-2.1693693540695021e-47,-6.675398605978081e-21,-2.0515607525057808e-22,-4.5165138415798535e-26,7.0091992522039965e-35,0.88129999999999997,0.0,0.0,0.0,0.009865246856348148,0.10879348162597505,9.9999999999846617e-05,1.3221414900055542e-06,1.1563758059048272e-05,2.360810552130566e-06,2.6227002114102235e-11,9.2865106705126878e-06,2.7265340189515022e-11,1.7842753929451368e-07,3.9670587462259301e-13,4.6091133553161651e-15,4.1441447170247429e-08
1.026423278383731e-07,0.001792995572536909,-5.6909311363588522e-19,-4.6214183183920563e-14,-1.3503781776340326e-15,1.6479137658652764e-18,1.193354219040215e-08,3.9704713123321504e-11,-8.5993128925429948e-38,-1.5909745674367575e-27,3.4751011545122246e-30,4.9247480861936396e-16,-6.7762652429906995e-33,1.5333462993830755e-16,6.504403056900678e-18,1.4159376890981538e-29,9.3149654180320451e-27,9.648606285805251e-22,2.1433251873985847e-24,5.5587909985314898e-48,2.8977028519989662e-30,-1.7663062550258481e-27,9.3975138186062698e-40,-2.4960620576933415e-16,1.2003476332385377e-30,6.6810072441994777e-30,6.1116917890590814e-20,2.4793813358295829e-16,-2.3369737488885106e-47,-6.6753985999708731e-21,-2.0520003191542491e-22,-4.5194821347041064e-26,7.0091992522164773e-35,0.88129999999999997,0.0,0.0,0.0,0.0098652411462616888,0.10879347942807963,9.9999999999846577e-05,1.3224444279419448e-06,1.156643729002901e-05,2.3613460818851227e-06,2.6233078229935743e-11,9.2886332528138185e-06,2.7265324408014833e-11,1.7846887785519251e-07,3.967965481708621e-13,4.6101812067992964e-15,4.1469907943951629e-08
1.0266618060362962e-07,0.0017929955686063128,-5.7642817123390093e-19,-4.6805931183471716e-14,-2.5648146668359928e-15,1.6396703459147909e-18,1.1939014598583403e-08,3.9741126880292303e-11,-1.9764482828161359e-37,-7.9705801490655983e-28,3.4767895338622794e-30,4.924732480491454e-16,-1.7307075990495985e-32,1.5337047268564279e-16,6.5059643146374969e-18,1.4158334320628364e-29,9.3235187647095238e-27,9.6574094014494376e-22,2.1462659190479574e-24,5.559890462693757e-48,2.8954091684605872e-30,-1.7665744111523399e-27,9.397479097071232e-40,-2.4960620594347968e-16,1.2009449221325264e-30,6.6826265591300208e-30,6.1116917890594004e-20,2.4793992056152688e-16,-3.1890962984428484e-47,-6.675398593963632e-21,-2.0524398570200662e-22,-4.5224516686543048e-26,7.0091992522289655e-35,0.88129999999999997,0.0,0.0,0.0,0.0098652354362008775,0.10879347723019543,9.9999999999846536e-05,1.3227473638602302e-06,1.1569116516171068e-05,2.3618816052737232e-06,2.6239154334578425e-11,9.2907558098773399e-06,2.7265308626585071e-11,1.785102163397061e-07,3.9688722064101808e-13,4.6112490563149376e-15,4.1498381605565716e-08
1.0268693059999245e-07,0.001792995565187033,-5.831952510648591e-19,-4.7351851787641335e-14,-1.7245410498197088e-15,1.632118997774985e-18,1.194377428305189e-08,3.97728241801779e-11,-1.6238999452281162e-37,1.3009979581850402e-27,3.4782585913310147e-30,4.924718902298607e-16,-1.4594851773445145e-32,1.5340165087360718e-16,6.5073224925539556e-18,1.4169139651969668e-29,9.3309642540303551e-27,9.6650722463285965e-22,2.1488268414079062e-24,5.5608137561906193e-48,2.8957843205634309e-30,-1.7668076223795697e-27,9.3974213828231647e-40,-2.4960620585681957e-16,1.201464639302675e-30,6.6840352058036954e-30,6.1116917890596772e-20,2.4794146801144246e-16,-4.0859827459755266e-47,-6.6753985887377821e-21,-2.0528221969839586e-22,-4.5250359348918686e-26,7.0091992522398329e-35,0.88129999999999997,0.0,0.0,0.0,0.0098652304689256631,0.1087934753182231,9.9999999999846509e-05,1.3230108922177677e-06,1.1571447224765423e-05,2.3623474625758213e-06,2.6244440050709708e-11,9.2926022440815768e-06,2.7265294898061778e-11,1.7854617745301063e-07,3.9696609755469739e-13,4.6121779983861313e-15,4.1523161896378349e-08
