Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957)
9.054039630578379e-11,0.002893338139376907,7.9990340615113248e-16,9.5430481753360013e-12,6.5680740187716848e-12,7.3335691311819747e-16,2.0683837125172042e-10,8.919059522391147e-16,-1.4246297182922025e-29,-3.7013789327533829e-22,9.5766134624899187e-31,6.487443152870104e-20,5.5001905336032066e-26,9.2425634819215972e-17,6.5429693779561128e-20,-1.8322211576446845e-29,1.0245430735266329e-28,1.1709653585066696e-24,4.8974191263743375e-30,5.9168000624412555e-38,3.9061126456109452e-21,6.7635675991505729e-27,3.1064242306264679e-17,2.0513133006158709e-24,6.9727496519080069e-10,4.5904758017992034e-18,3.0546836491841536e-20,1.2369988165425371e-18,-7.945237044074224e-38,5.7118186355633402e-32,7.8865187984851293e-20,2.2689960389437304e-26,1.8576711175769609e-35,0.88129999999999997,0.0,0.0,0.0,0.0098791499524806311,0.10880281686727347,9.9999999999907563e-05,2.753100162070724e-07,2.7103121198543925e-06,2.5338036502549214e-06,6.9895436769830676e-13,1.785006746637923e-07,2.5198431631269502e-08,4.4232554697026238e-09,1.6649596342405185e-15,2.9160507419926794e-17,9.7083477769467125e-13,1.0070476247039953e-10,1.8403636453204583e-06,2.367311861434759e-09,6.5050426789172285e-19,1.570179267544059e-15,3.2153337820450598e-19,1.2481183143493786e-16,3.2772169879403303e-06,1.9681089082888382e-18,2.670665484014351e-20,8.7687318874161954e-21,3.7983442029185266e-23,5.5104313047906407e-24,1.7054609402991257e-09,6.9698984130825914e-10,1.7962393403713193e-13,1.0515944499016635e-13,9.5553491498431038e-15,3.7633696749060419e-16,9.1100758628536272e-22,4.2299617745866546e-11,3.5474978626855244e-23,4.0031107267874419e-12
9.146265087780333e-11,0.0028933381326722296,8.1356984057273388e-16,9.6964459364030228e-12,6.5967329604094537e-12,7.460017036151518e-16,2.1100339392083375e-10,9.2762985392584604e-16,-1.4214153102768173e-29,2.1337430192257827e-20,9.8047600340046287e-31,4.5176108443850134e-20,5.5530494440194983e-26,9.358903376609377e-17,6.7447760003718681e-20,-1.8423246842215692e-29,1.0622553408608067e-28,1.1971829059245107e-24,5.1034586902194331e-30,6.196228746141927e-38,4.0266745169399778e-21,6.7612312037468558e-27,3.1696229738907104e-17,1.5486736809099038e-24,7.1687855523764897e-10,4.7693858708906987e-18,3.2070814833969991e-20,1.2714753245391446e-18,-8.0128904767307239e-38,5.8259294652927564e-32,8.1297769652135232e-20,2.3741339056691316e-26,1.9740183697196919e-35,0.88129999999999997,0.0,0.0,0.0,0.0098790395061340783,0.10880281452582712,9.999999999990637e-05,2.7811234319762191e-07,2.7378876861216493e-06,2.559083724685691e-06,7.0606574004715841e-13,1.8079256516392976e-07,2.5198164779771319e-08,4.4685989389214929e-09,1.6863371773160594e-15,2.9459436263154106e-17,1.0029746651610073e-12,1.0277848584251618e-10,1.8591891899526192e-06,2.4157477726889539e-09,6.587065637236778e-19,1.6161065140340256e-15,3.2804809560391073e-19,1.2843989456270715e-16,3.3107427994667798e-06,2.0445393742402372e-18,2.7960179092461299e-20,9.1981331983770378e-21,4.0235216584983112e-23,5.8391478594074065e-24,1.7344583751540404e-09,7.1658538571042885e-10,1.8468040096037003e-13,1.0813165506905624e-13,9.6474720903984136e-15,3.94121636848406e-16,9.2015571307577894e-22,4.3138771342671466e-11,3.723189569848358e-23,4.0694707722617431e-12
9.238490544982287e-11,0.002893338125965736,8.2731534460353956e-16,9.8505069412528127e-12,6.625107254964399e-12,7.5873985716994169e-16,2.1520993259554234e-10,9.6441567153727907e-16,-1.418198258954377e-29,-5.1256986351229443e-22,1.0036314625839458e-30,6.9074993422164502e-20,5.6057807061340095e-26,9.475376589066773e-17,6.9506670099307639e-20,-1.851409771206883e-29,1.1009792309121216e-28,1.2237322308016636e-24,5.3160604322170455e-30,6.4857959675361096e-38,4.1496795875212985e-21,6.7586774096030192e-27,3.2334436695762133e-17,1.0848453739535482e-24,7.3681351342184104e-10,4.953279562580544e-18,3.3653850944789719e-20,1.3065442309555006e-18,-8.0802658815074976e-38,5.941097645665396e-32,8.3779583294114448e-20,2.4830684446898983e-26,2.0963948523490924e-35,0.88129999999999997,0.0,0.0,0.0,0.0098789290611812266,0.10880281218337907,9.9999999999905205e-05,2.8091462963967754e-07,2.7654626139252275e-06,2.5843617162427404e-06,7.1317694746514687e-13,1.8308541606033577e-07,2.5197897931646111e-08,4.5139413566229467e-09,1.7077236784671048e-15,2.975835817420594e-17,1.0358202497955184e-12,1.0487359027495772e-10,1.8780145039819103e-06,2.4646734411365002e-09,6.6694022776491277e-19,1.6628730720086102e-15,3.3464943896813945e-19,1.321404832724647e-16,3.3442682481718273e-06,2.1231685841276209e-18,2.9258846828391816e-20,9.6439979518481289e-21,4.2595700439716947e-23,6.183952378153973e-24,1.7636067104174538e-09,7.3651216150122412e-10,1.8982245459960365e-13,1.1115438968178224e-13,9.7398339557323e-15,4.125551287963425e-16,9.3046566432923438e-22,4.3985552929126997e-11,3.9057287939149522e-23,4.1363454785347835e-12
9.330716002184242e-11,0.002893338119257568,8.411394248578238e-16,1.000522431396749e-11,6.6532541438809344e-12,7.7157184398042469e-16,2.1945789962539207e-10,1.0022842204899456e-15,-1.414931761610888e-29,6.7363126596371161e-22,1.0271548842174352e-30,6.9974532390401692e-20,5.6580789732496001e-26,9.5910123686527208e-17,7.1606828843309933e-20,-1.8551321181364071e-29,1.1407321722712623e-28,1.2506146316654714e-24,5.5353689741179729e-30,6.7858781911297656e-38,4.275151869861709e-21,6.7553699378339716e-27,3.2978858929576781e-17,9.0859913099894548e-25,7.5708154925220341e-10,5.1422399060601931e-18,3.5297580525970768e-20,1.3422099249967314e-18,-8.1473611451634228e-38,6.0573163187396856e-32,8.6311110829329278e-20,2.5958992675781947e-26,2.2250310710666429e-35,0.88129999999999997,0.0,0.0,0.0,0.0098788186176221281,0.10880280983997753,9.9999999999904053e-05,2.8371687553376802e-07,2.7930369032217006e-06,2.6096376730680148e-06,7.202879899412078e-13,1.8537917925308452e-07,2.5197631086894043e-08,4.5592827227144206e-09,1.7291186890426647e-15,3.0057273152472093e-17,1.0693791360235504e-12,1.0699008317983257e-10,1.8968395874112353e-06,2.5140888445089762e-09,6.7520527087799581e-19,1.7104848322106346e-15,3.4133827614883703e-19,1.3591454446445103e-16,3.3777933340772327e-06,2.2040399506106888e-18,3.0603813685310247e-20,1.0106791839626678e-20,4.5068986505575869e-23,6.545467889466021e-24,1.7929041947535385e-09,7.5677187746763253e-10,1.9505053734613933e-13,1.1422791162105327e-13,9.8324531353749646e-15,4.3165418028152228e-16,9.4486849980096903e-22,4.4839945364428705e-11,4.0953142294990232e-23,4.2037347526071285e-12
9.422941459386196e-11,0.002893338112547865,8.5504189777827191e-16,1.0160595389689501e-11,6.6813278512849658e-12,7.8449845483333372e-16,2.237470403513735e-10,1.0412564893611388e-15,-1.4114979756611089e-29,-3.0616158949166179e-20,1.0511073808154201e-30,1.0337851477126138e-19,5.709158519475233e-26,9.7030996388654804e-17,7.3748649519180609e-20,-1.8404124802739559e-29,1.1815316230278134e-28,1.2778221785634308e-24,5.761530326979671e-30,7.0970927891855644e-38,4.403115362675798e-21,6.7502162120061597e-27,3.3629492206972812e-17,1.6329501787897936e-24,7.77684353039787e-10,5.3363503207660244e-18,3.70036656230754e-20,1.3784768299752734e-18,-8.2141602820179215e-38,6.1745710879543919e-32,8.8892833856821389e-20,2.7127276105096784e-26,2.3601779434737708e-35,0.88129999999999997,0.0,0.0,0.0,0.0098787081754568833,0.10880280749566867,9.9999999999902955e-05,2.8651908088042224e-07,2.8206105539063428e-06,2.634911641208679e-06,7.2739886744844692e-13,1.8767380873618234e-07,2.5197364245515379e-08,4.6046230370410613e-09,1.7505217799228523e-15,3.035618119693168e-17,1.1036589240937735e-12,1.0912797196727196e-10,1.9156644402434956e-06,2.5639939605362585e-09,6.8350170394265965e-19,1.7589476472702203e-15,3.4811547693141753e-19,1.3976303408697271e-16,3.4113180572047139e-06,2.2871974317405524e-18,3.1996253595006735e-20,1.0586989301243742e-20,4.765927794762167e-23,6.9243352298542554e-24,1.8223490969090427e-09,7.7736622320654123e-10,2.0036508662288717e-13,1.1735248072793384e-13,9.9253195783088544e-15,4.5143577271637278e-16,9.7154033137640757e-22,4.5701931544962328e-11,4.2921484651449672e-23,4.271638462379943e-12
9.51516691658815e-11,0.0028933381058367544,8.6902242217384479e-16,1.0316615373083623e-11,6.7091032239615672e-12,7.9752033531784362e-16,2.2807774177090507e-10,1.0813536914704435e-15,-1.4080846451423611e-29,-7.895344095495385e-21,1.0753822446809021e-30,8.2814369100169756e-20,5.7602835566750037e-26,9.8158284726981887e-17,7.5932510010977895e-20,-1.8270854275724072e-29,1.2233951479967124e-28,1.3053519478408782e-24,5.9946910623833944e-30,7.4191669273467753e-38,4.5335940471830185e-21,6.7448577586560084e-27,3.4286332257140018e-17,2.2563067475334997e-24,7.9862359300839969e-10,5.5356946750037275e-18,3.8773798804494892e-20,1.4153494004686049e-18,-8.2806736469694335e-38,6.2928390401905503e-32,9.1525233603771103e-20,2.8336565939639407e-26,2.5020591461785195e-35,0.88129999999999997,0.0,0.0,0.0,0.0098785977346853363,0.10880280515049578,9.999999999990179e-05,2.893212456801688e-07,2.8481835661317831e-06,2.6601836643332829e-06,7.34509580026289e-13,1.899692608812667e-07,2.5197097407509955e-08,4.6499622996453122e-09,1.7719325441650827e-15,3.0655082307864501e-17,1.1386672094763019e-12,1.1128726404622473e-10,1.9344890624815952e-06,2.6143887669499806e-09,6.9182953782520902e-19,1.8082673258868475e-15,3.5498191328992641e-19,1.4368691855735934e-16,3.4448424175759503e-06,2.3726856188671507e-18,3.343736173423537e-20,1.108507494641074e-20,5.0370906452025318e-23,7.3212160118417379e-24,1.8519397087230712e-09,7.9829686623642369e-10,2.0576653413657504e-13,1.2052835344760413e-13,1.0018459672882405e-14,4.7191717054926955e-16,9.9787795356684991e-22,4.6571494410075232e-11,4.4964386181166459e-23,4.3400567066909906e-12
9.607392373790104e-11,0.0028933380991243676,8.8308045890437846e-16,1.0473276790576555e-11,6.7365273150301135e-12,8.1063794233181197e-16,2.32450105524848e-10,1.1225972321683663e-15,-1.4047412050102249e-29,-1.9905369307263213e-21,1.0999577678916262e-30,7.9112693192828801e-20,5.8117495068305434e-26,9.9303167608795977e-17,7.8158803673565105e-20,-1.8204298664198696e-29,1.2663403984874885e-28,1.3332072059185452e-24,6.234998768588784e-30,7.7522272946832928e-38,4.6666118929039606e-21,6.7401115719890223e-27,3.4949374830080108e-17,2.5561855736890507e-24,8.1990092117032149e-10,5.7403571659200042e-18,4.060969563705324e-20,1.4528321143452176e-18,-8.3469073939554587e-38,6.4121086072373001e-32,9.4208791019169632e-20,2.9587907649565315e-26,2.6509093523775335e-35,0.88129999999999997,0.0,0.0,0.0,0.0098784872953074487,0.10880280280450071,9.9999999999900678e-05,2.9212336993353644e-07,2.8757559399323957e-06,2.6854537844568782e-06,7.4162012768374054e-13,1.9226549371278444e-07,2.5196830572877574e-08,4.6953005106365011e-09,1.7933505902433152e-15,3.0953976485991291e-17,1.1744115841308572e-12,1.1346796682398124e-10,1.9533134541284363e-06,2.6652732414836537e-09,7.0018878343522471e-19,1.8584496442855268e-15,3.6193845870639039e-19,1.4768717214281779e-16,3.4783664152125827e-06,2.4605495842752568e-18,3.4928349416728558e-20,1.1601541141218888e-20,5.3208302638411582e-23,7.7367878855575591e-24,1.8816743389462489e-09,8.1956545787070107e-10,2.1125530739838929e-13,1.2375578373277413e-13,1.0111852813935977e-14,4.9311585117596833e-16,1.0205235061368568e-21,4.7448616931133147e-11,4.7083952638658957e-23,4.408989511623163e-12
9.699617830992058e-11,0.002893338092410827,8.9721537336300166e-16,1.0630570884070385e-11,6.763560643251127e-12,8.2385164890737643e-16,2.3686420783586767e-10,1.1650087668144406e-15,-1.4014997245931119e-29,1.9482297329760013e-20,1.124819919120682e-30,5.9892342495632218e-20,5.8637981921967579e-26,1.0047327749989343e-16,8.0427925417886659e-20,-1.8245425875936268e-29,1.3103852035187203e-28,1.3613943338593092e-24,6.4826038441897594e-30,8.0964307952284679e-38,4.8021928540587445e-21,6.7360217121734035e-27,3.5618615680639311e-17,2.3369718708706124e-24,8.4151796933805891e-10,5.9504224000420898e-18,4.2513100616614955e-20,1.4909294722144253e-18,-8.4128694387753453e-38,6.5323904358953846e-32,9.694398670389061e-20,3.0882364679812678e-26,2.8070257508084235e-35,0.88129999999999997,0.0,0.0,0.0,0.009878376857323205,0.10880280045772338,9.9999999999899499e-05,2.9492545364105378e-07,2.9033276753279986e-06,2.7107220415749325e-06,7.4873051042600786e-13,1.9456246727393479e-07,2.5196563741618139e-08,4.7406376700886854e-09,1.8147755454613758e-15,3.1252863731800306e-17,1.2108996356485511e-12,1.1567008770589027e-10,1.9721376151869227e-06,2.7166473618719787e-09,7.0857945164997154e-19,1.9095003381229981e-15,3.6898598849016523e-19,1.5176477896710157e-16,3.511890050136213e-06,2.5508350069303871e-18,3.6470448314985787e-20,1.213689005168425e-20,5.617602254361718e-23,8.17174885421563e-24,1.9115513173845576e-09,8.411736292310882e-10,2.1683182869182803e-13,1.2703502243051823e-13,1.0205502790094682e-14,5.1504955969921931e-16,1.0371851004096601e-21,4.8333282119618909e-11,4.9282333491295284e-23,4.4784368652483115e-12
9.791843288194012e-11,0.00289333808569623,9.1142660377093905e-16,1.0788489888485859e-11,6.7903148888578505e-12,8.3716191046977617e-16,2.4131987761660333e-10,1.2086101103964508e-15,-1.3982829384989354e-29,5.2855649860358051e-21,1.1500210800698475e-30,7.6385537119153537e-20,5.9158621812810156e-26,1.0165101970670483e-16,8.2740282734454011e-20,-1.8305890810091772e-29,1.3555475598674781e-28,1.3899179909858758e-24,6.7376591098820141e-30,8.4522923271266368e-38,4.9403608727138969e-21,6.7323730225764377e-27,3.6294050582415e-17,2.0579813906094594e-24,8.6347635279824466e-10,6.1659753186829531e-18,4.4485782226057112e-20,1.5296459923826181e-18,-8.4785578189065801e-38,6.6536880724298826e-32,9.9731300972119901e-20,3.2221015439662778e-26,2.9706914582428015e-35,0.88129999999999997,0.0,0.0,0.0,0.0098782664207326763,0.10880279811020224,9.999999999989832e-05,2.9772749680324968e-07,2.9308987722445672e-06,2.7359884740772948e-06,7.5584072823408278e-13,1.9686014321287218e-07,2.5196296913731727e-08,4.7859737779810689e-09,1.836207052093276e-15,3.155174404515443e-17,1.2481389482981972e-12,1.1789363409560893e-10,1.9909615456599549e-06,2.7685111058496409e-09,7.170015533554232e-19,1.9614251097440317e-15,3.7612537941856516e-19,1.5592073130615134e-16,3.5454133223684066e-06,2.6435880708739651e-18,3.8064907054069617e-20,1.2691632020836591e-20,5.9278727340877017e-23,8.6268141619569835e-24,1.9415689910507628e-09,8.6312299492002054e-10,2.2249651602350675e-13,1.3036631784713756e-13,1.0299396464640112e-14,5.377362628734092e-16,1.0531667408249357e-21,4.9225473020095905e-11,5.1561714709932673e-23,4.548398674683254e-12
9.884068745395966e-11,0.0028933380789807144,9.2571364566350434e-16,1.0947026825485237e-11,6.8167584049706551e-12,8.5056925274137977e-16,2.4581717375865265e-10,1.2534233268393215e-15,-1.3951138847484452e-29,2.3454899682157962e-20,1.1755481459305658e-30,6.0558894534992356e-20,5.9681457019734483e-26,1.0284198844290472e-16,8.5096270985761351e-20,-1.8417921633781836e-29,1.4018456689193532e-28,1.4187814925465745e-24,7.0003206406724632e-30,8.8200000391456749e-38,5.0811398733222262e-21,6.7288905222466562e-27,3.69756752978259e-17,1.5453200083034427e-24,8.8577766460781512e-10,6.3871013128324547e-18,4.6529541759790775e-20,1.5689862211293572e-18,-8.5439771075325965e-38,6.7760131731195683e-32,1.0257121374780071e-19,3.36049588268947e-26,3.1422287013072819e-35,0.88129999999999997,0.0,0.0,0.0,0.0098781559855358504,0.10880279576197349,9.9999999999897114e-05,3.005294994206527e-07,2.9584692306961147e-06,2.7612531182702718e-06,7.6295078111169548e-13,1.9915848526043997e-07,2.5196030089218413e-08,4.8313088342722794e-09,1.8576447718392606e-15,3.1850617425780924e-17,1.2861371014839739e-12,1.2013861339486708e-10,2.0097852455504375e-06,2.8208644511515296e-09,7.2545509940212476e-19,2.0142296164777097e-15,3.8335751012186447e-19,1.6015603255104065e-16,3.5789362319306859e-06,2.7388556545126855e-18,3.9712997572356419e-20,1.3266288665310879e-20,6.2521223991923437e-23,9.1027227356955297e-24,1.9717257300721008e-09,8.8541514731910643e-10,2.2824978164703058e-13,1.3374991487125445e-13,1.0393552592181052e-14,5.6119423054903416e-16,1.0667922412901638e-21,5.0125172722067377e-11,5.3924332620815643e-23,4.618874905271543e-12
9.97629420259792e-11,0.002893338072264356,9.4007612655037101e-16,1.1106176512475022e-11,6.8430293656826051e-12,8.6407434266624865e-16,2.5035588079565754e-10,1.299470641268504e-15,-1.3919018374410005e-29,-2.3252372514064921e-21,1.2014584123750841e-30,8.8721307153851154e-20,6.0200047498175279e-26,1.0402455844522459e-16,8.7496299114198875e-20,-1.8467941485020094e-29,1.4492978605259424e-28,1.447984851138146e-24,7.2707457641088658e-30,9.2001411032214822e-38,5.2245537685802448e-21,6.7251087097318541e-27,3.7663485609912233e-17,1.3117192761279353e-24,9.0842348215124308e-10,6.6138860901425284e-18,4.8646204073001389e-20,1.6089547280023107e-18,-8.6091198830558276e-38,6.899366090382463e-32,1.0546420467670304e-19,3.5035308529228556e-26,3.3219707402574998e-35,0.88129999999999997,0.0,0.0,0.0,0.0098780455517328072,0.10880279341307227,9.9999999999895962e-05,3.0333146149379174e-07,2.9860390505960459e-06,2.7865160090488855e-06,7.7006066903660216e-13,2.0145745855818558e-07,2.5195763268078338e-08,4.8766428388787989e-09,1.8790883795578867e-15,3.2149483873129191e-17,1.324901671567891e-12,1.2240503300384036e-10,2.0286087148612716e-06,2.8737073755121443e-09,7.3394010066910702e-19,2.0679194837551921e-15,3.9068326050641514e-19,1.6447169404615059e-16,3.6124587788445379e-06,2.836685137624107e-18,4.1416008648746792e-20,1.3861389767664229e-20,6.5908425717880743e-23,9.6002310233153207e-24,2.0020199208485009e-09,9.0805166314373935e-10,2.3409203375999892e-13,1.3718605598196548e-13,1.0487952324820031e-14,5.8544194967213249e-16,1.0845820981140393e-21,5.103236434706663e-11,5.6372460065379883e-23,4.6898654541831294e-12
9.999999999999999e-11,0.0028933380655472777,9.4378002718837501e-16,1.1147183003143764e-11,6.8497499587650735e-12,8.6756158987313406e-16,2.5152921622450423e-10,1.3115088257346039e-15,-1.3910725934135223e-29,-6.981600998031612e-21,1.2081785155876419e-30,9.3996717941417552e-20,6.033288382434634e-26,1.0432797873777495e-16,8.8120369495524996e-20,-1.8475008243530308e-29,1.4616837527372798e-28,1.4555462515647638e-24,7.3415298750725522e-30,9.299885938269401e-38,5.26184572211316e-21,6.7241187267417202e-27,3.7841280416449421e-17,1.2796645381258724e-24,9.1430025014127522e-10,6.6731039348361895e-18,4.9202278157791998e-20,1.6193303663849049e-18,-8.6258198749822629e-38,6.9312382072024259e-32,1.0621645762586976e-19,3.5410603104948231e-26,3.3695303980830697e-35,0.88129999999999997,0.0,0.0,0.0,0.0098780171658546141,0.10880279280920184,9.999999999989565e-05,3.0405167631475746e-07,2.9931255435325146e-06,2.7930093486888828e-06,7.7188818076864906e-13,2.0204848874683166e-07,2.5195694684437543e-08,4.8882954030537502e-09,1.8846011967486239e-15,3.2226303922178287e-17,1.3349905261116674e-12,1.2299106228966507e-10,2.0334470960188774e-06,2.8873693076345614e-09,7.3612618375899317e-19,2.0818637380371886e-15,3.9258151653230279e-19,1.6559410630206134e-16,3.6210754160136992e-06,2.862251132446575e-18,4.1862785736334651e-20,1.4017724237660139e-20,6.6803070205736383e-23,9.7316957207840168e-24,2.009828806699492e-09,9.1392601713210311e-10,2.3560816205234044e-13,1.3807780579289244e-13,1.0512258382933726e-14,5.9180449732582459e-16,1.0895858102435136e-21,5.1266758833761807e-11,5.7015827770419967e-23,4.7081960803775777e-12
1.0068519659799874e-10,0.0028933380655472777,9.545136768984505e-16,1.1265933810203432e-11,6.8690926853848149e-12,8.7767786202264881e-16,2.5493606309803353e-10,1.3467744635051829e-15,-1.3886742121576345e-29,2.5711565353575166e-21,1.2277368506772355e-30,8.6249303713899117e-20,6.0716225132279702e-26,1.052053711252474e-16,8.994076138654873e-20,-1.8490733970622111e-29,1.4979226165666086e-28,1.477528154103627e-24,7.5490932242071344e-30,9.5929130390655755e-38,5.3706264549456507e-21,6.7212781612926819e-27,3.8357477286864026e-17,1.2165451750220015e-24,9.314153628509337e-10,6.8464157613644662e-18,5.0837624464977987e-20,1.6495561145020308e-18,-8.6739881868873536e-38,7.0237403329909224e-32,1.0841075304597994e-19,3.6513197367902084e-26,3.5101883003950781e-35,0.88129999999999997,0.0,0.0,0.0,0.0098779351193235328,0.10880279106353155,9.9999999999894769e-05,3.061333830231953e-07,3.0136082319641066e-06,2.8117771795658873e-06,7.7717039201399219e-13,2.0375702998920718e-07,2.5195496450311528e-08,4.9219757917696372e-09,1.9005375663519861e-15,3.2448343386994905e-17,1.3644402307023005e-12,1.2469290032110022e-10,2.0474319535953619e-06,2.9270398566665532e-09,7.4245656800392319e-19,2.122500296218116e-15,3.9810351201308274e-19,1.6886873738336771e-16,3.6459809631314057e-06,2.93712455065909e-18,4.3175250926381655e-20,1.4477475735104417e-20,6.9445384667256093e-23,1.0120118200298645e-23,2.0324499704838845e-09,9.3103409915520044e-10,2.4002367539387325e-13,1.4067498058936627e-13,1.0582612324044806e-14,6.1049818773248647e-16,1.1045469297053496e-21,5.1947031057773826e-11,5.89084174175599e-23,4.761370292865472e-12
1.0160745117001828e-10,0.002893338058829571,9.6902609475356065e-16,1.142629586059526e-11,6.8950622810575216e-12,8.9138067186611178e-16,2.5955754575108041e-10,1.3953574257365148e-15,-1.3853650258791276e-29,-2.9181266662963987e-20,1.254426556074703e-30,1.2046317927132511e-19,6.1224835094249641e-26,1.063677637001334e-16,9.2430063587988274e-20,-1.839212456862572e-29,1.5477385012674792e-28,1.5074075167032844e-24,7.8355238253693827e-30,9.9988628178125747e-38,5.5193818137118694e-21,6.7175622809892114e-27,3.9057646116069844e-17,1.6723225371458783e-24,9.54754844670334e-10,7.0847768293438806e-18,5.310568849231105e-20,1.6907950236012785e-18,-8.7385729071124244e-38,7.1491370669094245e-32,1.1141133778929653e-19,3.8039777240741622e-26,3.7072009979474928e-35,0.88129999999999997,0.0,0.0,0.0,0.0098778246883080862,0.10880278871338302,9.9999999999893617e-05,3.0893526400939226e-07,3.0411767747346292e-06,2.8370366613462243e-06,7.8427995002702639e-13,2.0605716806373889e-07,2.5195229635918077e-08,4.9673076928849741e-09,1.9219920385014659e-15,3.274719596698374e-17,1.4047603470296661e-12,1.2700222274323137e-10,2.0662549617556097e-06,2.9808618723494231e-09,7.5100451227986646e-19,2.1779775985332212e-15,4.056191475040399e-19,1.7334819429975367e-16,3.6795027848126938e-06,3.0402225745885419e-18,4.4992056921249321e-20,1.5115097634242899e-20,7.3137293279691377e-23,1.0663186445212766e-23,2.0630143062355336e-09,9.5436399266356147e-10,2.4604510454418949e-13,1.4421692511192443e-13,1.0677517812086604e-14,6.3638199055427708e-16,1.1317157954206795e-21,5.2869156057445869e-11,6.1534572782499923e-23,4.8333893336861423e-12
1.0252970574203782e-10,0.0028933380521113153,9.8361299250375446e-16,1.1587257289148771e-11,6.9207462540478607e-12,9.0518345664263818e-16,2.642206388927031e-10,1.4452423163058847e-15,-1.3820960772421674e-29,3.2049211471049152e-21,1.281447910210767e-30,9.0585747512003661e-20,6.1735241633041471e-26,1.0754192529039787e-16,9.4964587506788564e-20,-1.8339659773602266e-29,1.5987641796559028e-28,1.5376238435585011e-24,8.1301987610822438e-30,1.0417838307885996e-37,5.6708437132444632e-21,6.7138272621165333e-27,3.9763987855473723e-17,1.9288664145592079e-24,9.7844345068023782e-10,7.3290560968485601e-18,5.5452305251254885e-20,1.7326761258453699e-18,-8.8028849879998215e-38,7.2755532742485946e-32,1.1446643756518658e-19,3.9616214957994659e-26,3.9132747192671294e-35,0.88129999999999997,0.0,0.0,0.0,0.009877714258686358,0.10880278636265663,9.9999999999892425e-05,3.1173710445291147e-07,3.0687446790156501e-06,2.862294484713236e-06,7.9138934310363736e-13,2.0835784249311773e-07,2.5194962824897868e-08,5.0126385422733949e-09,1.9434515134894921e-15,3.3046041613415961e-17,1.4458695858902562e-12,1.29333007666119e-10,2.0850777393449182e-06,3.0351734002969974e-09,7.5958394434134288e-19,2.2343569046339382e-15,4.1323105090767296e-19,1.7791110439917779e-16,3.7130242439097738e-06,3.1460283990415475e-18,4.6867776262718393e-20,1.5774814891830825e-20,7.6989454627602213e-23,1.1230256297844864e-23,2.0937113707667674e-09,9.7804286609216948e-10,2.5215671535230881e-13,1.4781212367851995e-13,1.077269611954608e-14,6.6311262007811573e-16,1.1570098066617884e-21,5.379872258070166e-11,6.4253331737395288e-23,4.905922628582554e-12
1.0345196031405737e-10,0.00289333804539261,9.9827399194562289e-16,1.1748812859339579e-11,6.9461821069826562e-12,9.1908692186220859e-16,2.6892529070110596e-10,1.4964521866599784e-15,-1.3788484605404643e-29,-4.0863993522586833e-21,1.3088150514896184e-30,1.0043193951348767e-19,6.2246170143775268e-26,1.0872295302420217e-16,9.7544732479654408e-20,-1.8305481734736454e-29,1.6510184288885301e-28,1.5681781462032896e-24,8.433282037323259e-30,1.0850209151275968e-37,5.8250360069282733e-21,6.7099224084784401e-27,4.0476498290352039e-17,2.0828324274863989e-24,1.0024826849063198e-09,7.5793407493523921e-18,5.7879414336621612e-20,1.7752041309418699e-18,-8.8669234026187019e-38,7.4029881061359786e-32,1.1757653067831517e-19,4.1243696673564636e-26,4.1287782199866785e-35,0.88129999999999997,0.0,0.0,0.0,0.0098776038304583761,0.10880278401138124,9.9999999999891246e-05,3.1453890435428128e-07,3.0963119447833336e-06,2.8875506784969103e-06,7.9849857123778241e-13,2.1065902448141283e-07,2.5194696017250866e-08,5.0579683399640488e-09,1.9649157227226607e-15,3.3344880326483748e-17,1.4877755087742085e-12,1.3168526248369369e-10,2.10390028636619e-06,3.089974418246055e-09,7.6819487507653461e-19,2.2916436890089036e-15,4.2094010744566299e-19,1.8255851745059734e-16,3.7465453404439717e-06,3.2545918753387298e-18,4.8803780854439968e-20,1.645719783687734e-20,8.100731668486206e-23,1.1822172179041139e-23,2.1245396264248691e-09,1.0020722228268294e-09,2.5835889703077586e-13,1.5146080749006133e-13,1.0868122102445526e-14,6.9070961828502764e-16,1.1819148738742555e-21,5.4735713902582659e-11,6.7067148747049346e-23,4.9789701454174754e-12
