Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328)
2.058844299786054e-06,0.0026891256104641507,2.772094636463104e-13,5.107006263301058e-10,3.3503423877152822e-14,5.9067752677137824e-09,2.0324126620035298e-06,9.3594878403290493e-06,2.4695034593652343e-29,3.435134702843565e-31,2.3870862836438393e-22,3.2549457900815411e-15,1.5982137278243487e-20,3.3753628532018155e-13,3.8250831337011155e-13,1.1485730387864058e-20,7.0601747790045893e-20,1.6866878065488856e-15,3.7228314611292389e-15,6.3738159594818443e-26,1.1401885445935731e-14,1.1067994511215525e-22,5.7929331197746101e-15,7.0608455502001036e-15,2.4774612677563663e-06,6.8495538046493627e-15,7.9404601555574206e-13,1.6493405799030606e-07,1.5803682624837658e-37,-4.1729031846139326e-19,1.4444693515767437e-13,9.9723051282328891e-15,4.4756203096208984e-24,0.88129999999999997,0.0,0.0,0.0,0.0091522026666975391,0.10857824794559594,9.9999999655094951e-05,3.3970405571441728e-05,7.0283712955767765e-05,1.7771076564544787e-05,8.7191402806775055e-11,3.2232883610564863e-05,2.0888169909626894e-12,5.8984444432584396e-07,1.1516583727636851e-12,1.2958554563376147e-14,0.00018030992638652015,0.00018213218790880369,2.6814205022803123e-06,0.00021289738219846426,4.2628730784862805e-14,5.4865910963878047e-10,1.5992500560221714e-13,8.8749083632336501e-10,2.2783739286634787e-06,2.81152101814634e-08,4.1100993239331746e-08,1.2908927708070714e-09,1.2922196955442975e-08,6.0534547759049587e-08,1.1439770426725495e-09,1.7317818879420551e-06,1.4785982655151632e-09,1.0750864383140549e-09,1.3265953957840983e-12,7.4312712776890026e-07,5.2237279783124313e-13,4.693678383723242e-11,2.5973651977997978e-08
2.102095441318018e-06,0.0026891141536562664,2.9537031175043806e-13,5.2338009561475341e-10,3.3531343579269191e-14,6.0622643488526011e-09,2.0334550487481809e-06,9.6370248434636877e-06,2.6742217976876229e-29,3.6203427726782305e-31,2.5273636512860005e-22,3.4290274565949873e-15,1.6862225170161978e-20,3.4696787736243007e-13,4.1150218016944586e-13,1.2503818696460789e-20,7.4273540031281751e-20,1.7424268003660884e-15,3.9587041396881706e-15,6.9290645433268076e-26,1.2245317036011528e-14,1.2842300064228146e-22,6.0739032413530027e-15,7.9672771836950332e-15,2.5328673563765566e-06,7.0033288119918189e-15,8.3050137943981573e-13,1.734435341823618e-07,1.7175915939452976e-37,-4.1727264455093422e-19,1.5315689171273329e-13,1.0847550624479641e-14,4.8221923079565329e-24,0.88129999999999997,0.0,0.0,0.0,0.0091374588789238688,0.10857364536258421,9.9999999645258568e-05,3.4426106506597004e-05,7.025590081638127e-05,1.7723998049010454e-05,8.7153576853618197e-11,3.2146288451099168e-05,2.0855792966055598e-12,5.8958855741044986e-07,1.1485643883201726e-12,1.2952932870088449e-14,0.0001847100750589609,0.00018681495702325908,2.7354664696407437e-06,0.0002181001100766569,4.372297227380263e-14,5.6277129961545926e-10,1.6382793020621299e-13,9.0924787778760609e-10,2.324428616368177e-06,2.9128314384541244e-08,4.258223189799728e-08,1.3420201374785149e-09,1.3446923654293373e-08,6.4440756459649486e-08,1.1409465627227531e-09,1.7559015886960419e-06,1.4991345487053387e-09,1.0900183583928055e-09,1.3247501423086051e-12,7.7437813060848043e-07,5.632209511150493e-13,4.788966238173436e-11,2.7639543598107147e-08
2.145346582849982e-06,0.002689102733076672,3.1428461712205054e-13,5.3604936332500019e-10,3.3557151225480895e-14,6.2176710105515341e-09,2.0343924672176509e-06,9.9144551259905926e-06,2.8900837858653361e-29,3.811613898956624e-31,2.6726462449712996e-22,3.6078127814981171e-15,1.7766874856900589e-20,3.5642343353725998e-13,4.4193614949850568e-13,1.3588254715901646e-20,7.807484979877714e-20,1.7983435961190368e-15,4.2020847211463993e-15,7.5689917380701332e-26,1.3129077411330485e-14,1.4783588760384184e-22,6.3613343211311441e-15,8.9261731155892648e-15,2.5881283203099095e-06,7.1566919357955816e-15,8.6770521856922197e-13,1.8216162705101344e-07,1.8630251721909828e-37,-4.1725242339419649e-19,1.621408188253866e-13,1.1774054270845691e-14,5.1862240446991361e-24,0.88129999999999997,0.0,0.0,0.0,0.0091227627744470789,0.10856905639843993,9.9999999635388167e-05,3.4873658110352092e-05,7.0222773375373771e-05,1.7678094428103858e-05,8.7109169790657812e-11,3.2061837569977259e-05,2.0823522584211647e-12,5.8928814947042888e-07,1.1455470174412108e-12,1.294633307463753e-14,0.00018909449898662606,0.00019148666022500874,2.7894224852308678e-06,0.00022329223326917019,4.4814545180295475e-14,5.7685015003491796e-10,1.6771690907506362e-13,9.309280586535717e-10,2.3704118632421677e-06,3.0146035000284986e-08,4.4070140878046313e-08,1.3934631330627005e-09,1.3975074883403543e-08,6.8482035904297244e-08,1.1379917486901534e-09,1.7794771426454577e-06,1.5192048729110073e-09,1.1046114798784307e-09,1.3229088055323788e-12,8.0602896329468384e-07,6.0622421415881512e-13,4.884106228072227e-11,2.9363921773579288e-08
2.188597724381946e-06,0.0026890913487048573,3.3396382118522084e-13,5.4870769418326661e-10,3.3581006117359174e-14,6.3729963662617454e-09,2.0352391028054692e-06,1.0191752555411985e-05,3.1173999575896867e-29,3.9985700182838201e-31,2.8230535426994612e-22,3.7913033270486182e-15,1.8696163807308205e-20,3.6590297981906795e-13,4.7384508886198422e-13,1.4742236898282131e-20,8.2009507497386331e-20,1.8544462963187607e-15,4.4529760552037635e-15,8.4426354695298108e-26,1.4054073621388701e-14,1.6901447533555517e-22,6.65522091610877e-15,9.9390375759492666e-15,2.6432477433266117e-06,7.3096534663997431e-15,9.0565300010901921e-13,1.9108759159762422e-07,2.0169638720402314e-37,-4.1722942418406101e-19,1.7139903186547153e-13,1.2753293407154921e-14,5.568143606628986e-24,0.88129999999999997,0.0,0.0,0.0,0.0091081144285869303,0.108564481054612,9.9999999625483804e-05,3.5313183746059335e-05,7.0184690132817217e-05,1.7633310968630842e-05,8.7058628290025049e-11,3.1979431221179539e-05,2.079135894177445e-12,5.889462422317981e-07,1.1426026962713333e-12,1.2938821562664235e-14,0.00019346330687140649,0.00019614712343644518,2.8432888363602686e-06,0.00022847340706312375,4.590340946379297e-14,5.9089513543283243e-10,1.7159203852662857e-13,9.5253187347727733e-10,2.4163239085580232e-06,3.116802619150243e-08,4.5564212256156307e-08,1.4451987854112705e-09,1.4506399731114135e-08,7.265856083115961e-08,1.1351090772492436e-09,1.8025239020440044e-06,1.5388224041887628e-09,1.1188753758074417e-09,1.3210721764291152e-12,8.3806783465074584e-07,6.5143993122283528e-13,4.9790988482319598e-11,3.1146995013169155e-08
2.23184886591391e-06,0.0026890800005084318,3.5441914210960783e-13,5.6135440106728487e-10,3.3602985818727503e-14,6.528241609462712e-09,2.0360072293762253e-06,1.0468893739242189e-05,3.3564804289560231e-29,4.1987132625822566e-31,2.9787098826675062e-22,3.9795005378219369e-15,1.9650172663373949e-20,3.754065470542984e-13,5.0726385079453818e-13,1.5969102794705227e-20,8.6081339739267347e-20,1.9107428972481954e-15,4.7113818421931368e-15,9.137900588943836e-26,1.5021211475452345e-14,1.9205878614671688e-22,6.9555579882770593e-15,1.1007369977457043e-14,2.6982290403988515e-06,7.4622232027653419e-15,9.4434026692324386e-13,2.002206879489632e-07,2.1797018317204448e-37,-4.172034035808874e-19,1.8093181897938309e-13,1.3786738971817307e-14,5.9683795844564582e-24,0.88129999999999997,0.0,0.0,0.0,0.0090935138931980304,0.10855991932751703,9.9999999615545601e-05,3.5744804991190665e-05,7.0141984167727841e-05,1.7589594311614113e-05,8.70023661769031e-11,3.1898972175776932e-05,2.0759302163027287e-12,5.8856563521137096e-07,1.1397279508889409e-12,1.2930459837996912e-14,0.00019781660926843271,0.00020079619156565596,2.897065810699875e-06,0.00023364331407267082,4.6989529526454536e-14,6.0490578765418826e-10,1.7545341652999072e-13,9.7405982913467097e-10,2.4621649917359713e-06,3.219396571828097e-08,4.7063972823525839e-08,1.4972056531328172e-09,1.5040663953835448e-08,7.6970454290510211e-08,1.1322951130799909e-09,1.825056704050653e-06,1.5579998665131922e-09,1.1328192977786681e-09,1.3192408852865605e-12,8.7048330056018455e-07,6.9892545911733792e-13,5.073944593818142e-11,3.298895219811684e-08
2.275100007445874e-06,0.0026890686884444973,3.7566157955581545e-13,5.7398884113069986e-10,3.3623177551268902e-14,6.6834079769638425e-09,2.0367074667887945e-06,1.0745857706547506e-05,3.6076391577105008e-29,4.4064901469153355e-31,3.1397444999448776e-22,4.1724057551524563e-15,2.0628980671254359e-20,3.8493416889807022e-13,5.4222727356769855e-13,1.727233489559399e-20,9.0294166687895618e-20,1.9672411950460247e-15,4.9773066318604174e-15,9.8283184228715801e-26,1.6031395599741118e-14,2.1707232749302673e-22,7.2623408366910774e-15,1.2132664777164147e-14,2.753075462473068e-06,7.6144104642537807e-15,9.8376263456390358e-13,2.0956018145739403e-07,2.3515413000984105e-37,-4.1717410538910433e-19,1.9073944456748738e-13,1.4875855368958333e-14,6.3873610998031227e-24,0.88129999999999997,0.0,0.0,0.0,0.0090789611983027856,0.1085553712090238,9.9999999605573556e-05,3.6168641660936424e-05,7.0094964671007799e-05,1.7546892759266501e-05,8.6940767576618825e-11,3.1820366241121899e-05,2.0727352322570445e-12,5.88148927006857e-07,1.1369194158566616e-12,1.2921304990382743e-14,0.000202154517625196,0.00020543372648000968,2.9507536961478521e-06,0.00023880166220472283,4.80728737386104e-14,6.1888168973344344e-10,1.79301141852509e-13,9.9551243979369735e-10,2.5079353522341822e-06,3.3223553339911463e-08,4.8568981735411581e-08,1.5494637297866073e-09,1.557764894827802e-08,8.1417791426198078e-08,1.1295465274477861e-09,1.8470898865257565e-06,1.5767495553688826e-09,1.1464521858360052e-09,1.3174154327779571e-12,9.0326425291947409e-07,7.4873816588836327e-13,5.168643960118496e-11,3.4889963941076377e-08
2.318351148977838e-06,0.002689057412460543,3.9770191925917289e-13,5.8661041466601134e-10,3.3641755791947859e-14,6.8384967199825099e-09,2.037349004500609e-06,1.1022625629504656e-05,3.8711902291904544e-29,4.6075297138754938e-31,3.3062915667792007e-22,4.3700202276748143e-15,2.1632666738355131e-20,3.9448588020363123e-13,5.7877018178031362e-13,1.865556653470841e-20,9.4651800121725865e-20,2.0239487151149125e-15,5.2507558097251807e-15,1.0915693194435295e-25,1.7085529487470494e-14,2.4415739634447587e-22,7.5755650502888267e-15,1.3316411358684954e-14,2.8077901019317185e-06,7.7662241148260927e-15,1.0239157883694049e-12,2.1910534275519864e-07,2.5327921121891887e-37,-4.1714126036419374e-19,2.0082215229472602e-13,1.6022100363021048e-14,6.8255178286895804e-24,0.88129999999999997,0.0,0.0,0.0,0.0090644563536218803,0.10855083668688201,9.9999999595567807e-05,3.6584811831625498e-05,7.0043919160381319e-05,1.750515647644603e-05,8.687418966951288e-11,3.1743522626254391e-05,2.0695509448801906e-12,5.8769853393355353e-07,1.1341738472770412e-12,1.2911410104925519e-14,0.00020647714352666486,0.00021005960524986999,3.0043527807047892e-06,0.00024394818281052558,4.9153414026930936e-14,6.3282247059062271e-10,1.8313531338965351e-13,1.0168902229327973e-09,2.5536352294480446e-06,3.4256509315926176e-08,5.0078828303939389e-08,1.6019543526657525e-09,1.6117150770139822e-08,8.6000603015382469e-08,1.1268601112739254e-09,1.8686373041401458e-06,1.5950833515932943e-09,1.1597826785335319e-09,1.3155962164668811e-12,9.363999089667955e-07,8.0093542965622835e-13,5.2631974423309975e-11,3.6850183854235769e-08
2.361602290509802e-06,0.0026890461724953774,4.2055073724882677e-13,5.9921855993113496e-10,3.3658764306968605e-14,6.9935090821762715e-09,2.0379397951111037e-06,1.1299180580462131e-05,4.14744828964339e-29,4.822356289832211e-31,3.4784902440632662e-22,4.5723451214180764e-15,2.2661313491287339e-20,4.0406171581875022e-13,6.1692738684602061e-13,2.0122587868576657e-20,9.9158042137613232e-20,2.0808726614316265e-15,5.5317355737100186e-15,1.1880367249394442e-25,1.8184515542574362e-14,2.7342268829713766e-22,7.895226478814141e-15,1.456009393510879e-14,2.8623758985788838e-06,7.9176725763910642e-15,1.0647954806689152e-12,2.2885544777020994e-07,2.723761473760298e-37,-4.1710458584710045e-19,2.1118016768720454e-13,1.7226924998129372e-14,7.2832800220036109e-24,0.88129999999999997,0.0,0.0,0.0,0.0090499993500077636,0.1085463157451025,9.999999958552842e-05,3.6993431863958653e-05,6.9989115415855689e-05,1.7464337620715891e-05,8.6802965097780089e-11,3.1668354177571327e-05,2.0663773527177492e-12,5.8721670630663461e-07,1.1314881312128233e-12,1.2900824619798904e-14,0.00021078459811582533,0.00021467371862887033,3.0578633523576682e-06,0.00024908262900485832,5.0231125518163358e-14,6.4672780044206592e-10,1.8695602965049836e-13,1.0381936962527315e-09,2.5992648626177691e-06,3.5292573000504802e-08,5.1593129928411719e-08,1.6546601161407352e-09,1.6658979199571978e-08,9.0718878779142026e-08,1.1242327835842777e-09,1.8897123446418407e-06,1.6130127353492785e-09,1.1728191230948837e-09,1.3137835520903356e-12,9.6987980097681239e-07,8.5557463758250461e-13,5.357605535369445e-11,3.8869749731754231e-08
2.404853432041766e-06,0.0026890349684799563,4.4421840381596737e-13,6.1181274997462719e-10,3.3674215819215624e-14,7.1484462834654153e-09,2.0384867215440752e-06,1.1575507320114232e-05,4.436732322536152e-29,5.0467497849314325e-31,3.6564847211576894e-22,4.7793815301264068e-15,2.3715001518623167e-20,4.1366170965232957e-13,6.5673368739492098e-13,2.1677351918940307e-20,1.0381668414864891e-19,2.1380198823460771e-15,5.820252903409494e-15,1.2716808353696854e-25,1.932925511801557e-14,3.049828143687487e-22,8.2213211828571917e-15,1.5865191468301989e-14,2.9168356459812108e-06,8.0687638364167846e-15,1.1063975280889194e-12,2.3880977771035941e-07,2.9247651873017189e-37,-4.170637854106788e-19,2.2181370037043447e-13,1.8491773539077561e-14,7.7610785220720687e-24,0.88129999999999997,0.0,0.0,0.0,0.0090355901607867186,0.10854180836429485,9.9999999575455477e-05,3.7394616426048601e-05,6.9930803174274474e-05,1.7424390415209494e-05,8.6727404069952901e-11,3.159477750877787e-05,2.0632144503262329e-12,5.8670554267799717e-07,1.1288592883300544e-12,1.2889594639021555e-14,0.00021507699165904416,0.00021927596973720523,3.1112856989720899e-06,0.00025420477413456923,5.1305986231023458e-14,6.6059738682478856e-10,1.9076338837173373e-13,1.0594233753286114e-09,2.6448244907435956e-06,3.6331501525004521e-08,5.3111530158411859e-08,1.7075647895590988e-09,1.7202956853557388e-08,9.5572570475359092e-08,1.1216615962425291e-09,1.9103279451298334e-06,1.630548800116138e-09,1.1855695855861811e-09,1.3119776889818055e-12,1.0036937663036512e-06,9.1271318495332686e-13,5.4518687336850914e-11,4.0948784651519342e-08
2.44810457357373e-06,0.0026890238003380983,4.6871508750035042e-13,6.2439249321864205e-10,3.3688335324376805e-14,7.3033095082116498e-09,2.0389957414748488e-06,1.1851592112468266e-05,4.7393588040099571e-29,5.2619521605948893e-31,3.8404242505137785e-22,4.9911304799961151e-15,2.4793810958006009e-20,4.2328589398719067e-13,6.9822386958937308e-13,2.3323980671143257e-20,1.0863150626095303e-19,2.1953968496550725e-15,6.1163155242589243e-15,1.3990862582723948e-25,2.0520648549006675e-14,3.3894552184414206e-22,8.5538453938327872e-15,1.7233177601894423e-14,2.9711719979875739e-06,8.2195054871986707e-15,1.1487178089874239e-12,2.4896761902526724e-07,3.1361278430555078e-37,-4.1701854870154209e-19,2.3272294598800437e-13,1.9818083431229289e-14,8.2593447768775541e-24,0.88129999999999997,0.0,0.0,0.0,0.0090212287430147548,0.10853731452196852,9.9999999565349114e-05,3.778847851625994e-05,6.9869215622279842e-05,1.7385271177035173e-05,8.6647796218614853e-11,3.1522713051969128e-05,2.0600622285587359e-12,5.8616700240365561e-07,1.1262844757231906e-12,1.2877763208555753e-14,0.00021935443322468196,0.00022386627291371436,3.1646201081922094e-06,0.00025931441037780793,5.2377976806894908e-14,6.7443097113055251e-10,1.9455748623217678e-13,1.0805797718410495e-09,2.6903143525079236e-06,3.7373068566838698e-08,5.4633696881138306e-08,1.7606532396521237e-09,1.7748918345324188e-08,1.0056159478595358e-07,1.119143735835309e-09,1.9304966081770243e-06,1.6477022665334242e-09,1.198041860981836e-09,1.3101788238160449e-12,1.0378319377537269e-06,9.7240847435578748e-13,5.5459875311028538e-11,4.3087398001272636e-08
2.491355715105694e-06,0.00268901266798711,4.9405075873418305e-13,6.3695732835807423e-10,3.3701164771140814e-14,7.458099896692257e-09,2.0394720122979526e-06,1.212742256269136e-05,5.0556472368188789e-29,5.4912955987832327e-31,4.0304632048914475e-22,5.2075929336588238e-15,2.589782507531618e-20,4.3293429903017341e-13,7.4143270736545533e-13,2.5066771249021099e-20,1.1360627707890729e-19,2.2530096480933023e-15,6.4199318684950867e-15,1.5197770767642731e-25,2.1759595181805915e-14,3.7542664081698145e-22,8.8927955041730289e-15,1.8665520609181236e-14,3.0253874752789439e-06,8.369904745042995e-15,1.1917522610094908e-12,2.5932826335168557e-07,3.3581694570527969e-37,-4.1696855109973023e-19,2.4390808784703369e-13,2.1207285276450781e-14,8.7785108536653034e-24,0.88129999999999997,0.0,0.0,0.0,0.0090069150386527796,0.10853283419280314,9.9999999555209384e-05,3.8175129485843319e-05,6.9804570722401601e-05,1.7346938313803358e-05,8.6564412250625111e-11,3.1452085051314295e-05,2.0569206748321987e-12,5.8560291680751224e-07,1.1237609866893992e-12,1.2865370561569871e-14,0.00022361703044763076,0.00022844455270662253,3.2178668673478844e-06,0.00026441134745718264,5.3447080273032791e-14,6.8822832555865038e-10,1.9833841864352908e-13,1.1016633922485804e-09,2.735734686203698e-06,3.8417063199799564e-08,5.6159320627674379e-08,1.8139113573714992e-09,1.8296709490543172e-08,1.0568583600991518e-07,1.1166765234910415e-09,1.9502304176719001e-06,1.6644834959953987e-09,1.2102434830490303e-09,1.3083871120445268e-12,1.072284734270451e-06,1.0347179149236922e-12,5.6399624206706829e-11,4.5285686434067088e-08
2.534606856637658e-06,0.0026890015713383927,5.2023519314017792e-13,6.4950682174308003e-10,3.3712577825535811e-14,7.6128185392423401e-09,2.0399199993177479e-06,1.2402987474693377e-05,5.3859220887984754e-29,5.7324756293946951e-31,4.2267611202936225e-22,5.428769799179229e-15,2.7027124702614543e-20,4.4260695256599416e-13,7.8639496262012949e-13,2.6910202147420309e-20,1.1874475360296855e-19,2.3108639730082804e-15,6.7311110343320049e-15,1.6147896087336871e-25,2.3046993399014541e-14,4.1455445627554107e-22,9.2381680352233213e-15,2.0163683351372871e-14,3.0794844718549231e-06,8.5199684324594811e-15,1.2354968787396869e-12,2.6989100744729564e-07,3.5912203158521939e-37,-4.1691345335533422e-19,2.5536929833788739e-13,2.2660802822708228e-14,9.3190094480530803e-24,0.88129999999999997,0.0,0.0,0.0,0.0089926489756660226,0.10852836734889361,9.9999999545036396e-05,3.8554679061358905e-05,6.9737072397797867e-05,1.7309352297663203e-05,8.6477505417120011e-11,3.1382821513256658e-05,2.0537897733773961e-12,5.8501499912594003e-07,1.1212862489492831e-12,1.2852454336914727e-14,0.00022786488936074955,0.00023301074298086777,3.2710262633685493e-06,0.00026949541145395128,5.4513281833985966e-14,7.0198925042122564e-10,2.0210627960051553e-13,1.1226747368069865e-09,2.7810857296685078e-06,3.9463288819277213e-08,5.7688112993797766e-08,1.8673259890638244e-09,1.8846186559323465e-08,1.1094514857348493e-07,1.1142574132128715e-09,1.9695410542982047e-06,1.6809025039562808e-09,1.2221817340220086e-09,1.3066026749200483e-12,1.1070428519181107e-06,1.0996989216475671e-12,5.7337938945209577e-11,4.7543734757692101e-08
2.577857998169622e-06,0.0026889905102979654,5.4727797510719704e-13,6.6204056932718853e-10,3.3722879946608e-14,7.7674664725825154e-09,2.0403435693435237e-06,1.2678276725942231e-05,5.730501281866363e-29,5.9619707214009908e-31,4.4294827232894722e-22,5.6546619325974672e-15,2.8181790563404047e-20,4.5230387969841043e-13,8.3314538534064824e-13,2.8858939510477024e-20,1.2405068124979058e-19,2.3689651344653097e-15,7.0498627443626612e-15,1.7612921177839897e-25,2.4383740641450723e-14,4.5644201114190528e-22,9.5899595973261901e-15,2.1729123243201216e-14,3.1334652614039121e-06,8.6697030351544746e-15,1.2799477114858096e-12,2.8065515311581854e-07,3.8356193002098094e-37,-4.1685290142180167e-19,2.6710674014927128e-13,2.4180052965314011e-14,9.8812738907361095e-24,0.88129999999999997,0.0,0.0,0.0,0.0089784304690525528,0.10852391395997116,9.99999995348303e-05,3.8927235366884242e-05,6.9666911594028853e-05,1.7272475620574748e-05,8.6387312835224089e-11,3.1314854124730272e-05,2.0506695054728474e-12,5.8440485344909676e-07,1.1188578217248245e-12,1.2839049775559132e-14,0.00023209811428042006,0.00023756478612612004,3.3240985827033908e-06,0.00027456644371338381,5.5576568685717961e-14,7.1571357175254196e-10,2.0586116157906379e-13,1.1436142988695637e-09,2.8263677202239682e-06,4.0511562140871246e-08,5.921980516600976e-08,1.9208848718156545e-09,1.9397215572529372e-08,1.163393593681963e-07,1.1118839890339685e-09,1.9884398106100214e-06,1.6969689728703541e-09,1.233863654010826e-09,1.304825606745084e-12,1.1420972551546118e-06,1.1674089147408973e-12,5.8274824437430041e-11,4.9861616762364126e-08
2.621109139701586e-06,0.002688979484766908,5.7518850112637749e-13,6.7455819125639543e-10,3.3732202739586545e-14,7.9220446778517882e-09,2.0407460715815704e-06,1.295328115736379e-05,6.0897092844389894e-29,6.2056146728094718e-31,4.6387979904620022e-22,5.8852701359142545e-15,2.9361905851162334e-20,4.6202510276657513e-13,8.8171871367752923e-13,3.0917843488700894e-20,1.2952779417305537e-19,2.4273180663622639e-15,7.3761973039696466e-15,1.9148945386437937e-25,2.5770733426798013e-14,5.0120891200287656e-22,9.9481668914695562e-15,2.3363292229808717e-14,3.1873320035182784e-06,8.8191147480195858e-15,1.3251008611883474e-12,2.9162000712586273e-07,4.0916982946129101e-37,-4.1678652613503605e-19,2.7912056730049487e-13,2.5766445758120908e-14,1.0465738158531947e-23,0.88129999999999997,0.0,0.0,0.0,0.0089642594218052873,0.10851947399360337,9.9999999524591176e-05,3.9292904946002806e-05,6.959426723331478e-05,1.7236272735382563e-05,8.6294056677159242e-11,3.1248118146921428e-05,2.0475598496636615e-12,5.837739827652393e-07,1.116473391943497e-12,1.2825189897319857e-14,0.00023631680773592668,0.00024210663235223057,3.3770841112474186e-06,0.00027962429983279468,5.6636929850003447e-14,7.2940113918206064e-10,2.0960315547336941e-13,1.1644825644150996e-09,2.871580894619974e-06,4.1561712268014326e-08,6.0754146546722567e-08,1.9745765727740286e-09,1.9949671640763114e-08,1.2186826992700791e-07,1.109553961255887e-09,2.0069376056735345e-06,1.7126922647461809e-09,1.2452960501294476e-09,1.3030559816650151e-12,1.1774391683831894e-06,1.2379053190418076e-12,5.9210285582658474e-11,5.2239395990740609e-08
2.66436028123355e-06,0.0026889684946418396,6.0397598242942477e-13,6.8705933007338107e-10,3.3740160674003476e-14,8.0765540799065672e-09,2.0411304075152469e-06,1.3227992476364659e-05,6.4638765215433942e-29,6.4637192151235152e-31,4.8548821937415331e-22,6.1205951655276424e-15,3.056755092685776e-20,4.7177064131983412e-13,9.321496739827872e-13,3.3091974648421659e-20,1.3517981560090039e-19,2.4859273393058945e-15,7.7101255604092884e-15,2.0262937723395114e-25,2.7208867365928486e-14,5.4900005009492532e-22,1.0312786696781245e-14,2.5067636770252784e-14,3.2410867497179666e-06,8.968209396568003e-15,1.3709524803983884e-12,3.0278488112578247e-07,4.3598042454700679e-37,-4.1671394290907136e-19,2.9141092602876332e-13,2.7421384433227425e-14,1.1072836878879598e-23,0.88129999999999997,0.0,0.0,0.0,0.0089501357258116778,0.10851504741537785,9.9999999514319173e-05,3.9651792783569583e-05,6.9519307075803963e-05,1.7200709988505008e-05,8.6197945237125507e-11,3.1182552290124774e-05,2.0444607819660688e-12,5.8312379617821648e-07,1.1141307697670184e-12,1.281090565942532e-14,0.00024052107043299805,0.00024663623905971061,3.4299831342730629e-06,0.00028466884872421837,5.7694356027724399e-14,7.4305182403458127e-10,2.1333235056329703e-13,1.1852800117562474e-09,2.9167254889834464e-06,4.2613579821226251e-08,6.2290903475771991e-08,2.0283904322972145e-09,2.0503438344306742e-08,1.2753165844864393e-07,1.1072651620932242e-09,2.0250449992484186e-06,1.7280814333370638e-09,1.25648550535949e-09,1.3012938560513187e-12,1.2130600677735882e-06,1.3112455634466609e-12,6.0144327267504041e-11,5.4677126454087793e-08
2.707611422765514e-06,0.0026889575398153127,6.3364944820491247e-13,6.9954365363124986e-10,3.3747117782244467e-14,8.2309955475936212e-09,2.0414990912966526e-06,1.3502403171216295e-05,6.8533215352452062e-29,6.7077250429167888e-31,5.077915919821122e-22,6.3606377358990344e-15,3.1798807121676184e-20,4.815405120551827e-13,9.8447298081033497e-13,3.5386600413553035e-20,1.4101045813491926e-19,2.5447971761399663e-15,8.0516588630958268e-15,2.1887999957704934e-25,2.8699037176954221e-14,5.9993574644331297e-22,1.0683815826230538e-14,2.6843597824067838e-14,3.2947314492521711e-06,9.1169925008698471e-15,1.4174987703752621e-12,3.1414909155644594e-07,4.6402893926908098e-37,-4.1663475151176029e-19,3.0397795554566047e-13,2.9146265427835561e-14,1.1703005326999502e-23,0.88129999999999997,0.0,0.0,0.0,0.0089360592626950563,0.10851063418906889,9.9999999504014442e-05,4.0004002327250872e-05,6.9442188500763559e-05,1.716575554571927e-05,8.6099173903858019e-11,3.1118098578162888e-05,2.0413722760587709e-12,5.8245561548673559e-07,1.1118278837471705e-12,1.2796226101057961e-14,0.00024471100124298705,0.00025115357027413092,3.4827959363669309e-06,0.00028969997174438296,5.874883946611903e-14,7.5666551762328762e-10,2.17048834504553e-13,1.2060071113846855e-09,2.9618017387712365e-06,4.3667016128304139e-08,6.3829858039341462e-08,2.0823165107622811e-09,2.1058407152283808e-08,1.333292816796806e-07,1.1050155409177498e-09,2.0427722054880862e-06,1.7431452359012913e-09,1.2674383871011166e-09,1.2995392720458265e-12,1.2489516733431643e-06,1.3874870803781889e-12,6.1076954364904107e-11,5.7174853298231821e-08
