Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328)
2.369850844496625e-10,0.0026896922786237205,-3.7609529770196063e-20,-2.4644322417793504e-15,9.189123076864356e-16,7.3670985613527125e-16,5.5767228580794793e-13,1.1147827198354574e-19,-1.0612447235949271e-29,1.9271958863579676e-26,1.3320298402428437e-30,5.1296120487433625e-15,3.2093864895655101e-15,2.6621223339238751e-18,8.5471090158467811e-20,2.2133673246157767e-31,1.3491699230491696e-31,8.2764826490781515e-28,2.9220118487646665e-30,3.8723942994641884e-40,3.3058409481341968e-29,-4.1254950533591738e-15,2.679559428878789e-26,-1.6378872160569391e-16,2.1019935156016215e-14,4.8087973382793277e-25,2.0191569171292701e-19,3.4233961161804042e-16,-5.7330520464815597e-40,-1.7073891694183665e-21,-1.4559523141567012e-25,7.7934985883421741e-33,7.7762573333485642e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899229522159595,0.10880298966101558,9.9999999999997904e-05,5.6662924512159628e-09,3.5098905775741289e-08,2.5342868288498987e-08,4.3623287722267536e-14,1.0047134315049528e-08,2.250869039251029e-12,2.9124437036064237e-10,3.5897606347048404e-16,6.3984735149088996e-18,2.7499889409276931e-15,3.0864504166559717e-13,3.1988655052057733e-10,7.6957342830309257e-12,1.2395905234896584e-21,1.0737264969407781e-19,5.3833881202073554e-24,4.8707275133657299e-22,2.7090887913298064e-10,5.9432936867034413e-24,2.3149840961146443e-25,1.1794326149703142e-27,1.4030390772133113e-29,5.3538612342275932e-31,2.1974227228442439e-13,2.0989291885896213e-14,1.7887694895352512e-17,1.2754971875069297e-17,5.7690430968265317e-16,6.0386074625698721e-22,2.3867520065647416e-16,7.6616857478403909e-17,2.6907097239437392e-28
2.3731340717508455e-10,0.0026896922785607453,-3.756431387050378e-20,-2.4615758734850502e-15,9.1490548779291661e-16,7.3779566829993333e-16,5.5917095674327114e-13,1.1202863943484513e-19,-1.0574688268537096e-29,-2.2931805893863648e-29,1.3359674553886918e-30,5.1307827652323917e-15,3.2078236872975983e-15,2.6637175385492684e-18,8.564188796371943e-20,2.2134854445038178e-31,1.3551360367184298e-31,8.2951421991632517e-28,2.9307578842599439e-30,3.8694003776537332e-40,3.3105596832401142e-29,-4.1252497038949847e-15,2.686907777964729e-26,-1.6407712494202106e-16,2.1100928930420098e-14,4.8342322474136456e-25,2.0221868904879826e-19,3.4285848520373589e-16,-5.7484040346072294e-40,-1.7112002662397975e-21,-1.4627280671439122e-25,7.7923828997278556e-33,7.7994738346457469e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899228454635973,0.1088029896375985,9.9999999999997904e-05,5.6741422727636613e-09,3.5147526220732894e-08,2.5368890478800559e-08,4.3683716572327532e-14,1.0070141015608819e-08,2.2508690159249675e-12,2.9165316795752147e-10,3.5979807609538839e-16,6.407454570873027e-18,2.7621680336265833e-15,3.0950310704158612e-13,3.2033137151716848e-10,7.7170701831079028e-12,1.2414307529227458e-21,1.0780664561229182e-19,5.4008751678577089e-24,4.8925610669261549e-22,2.7128559381361189e-10,5.9774237087878867e-24,2.3313285705747546e-25,1.1877717538986547e-27,1.4148780752243778e-29,5.3982207944522097e-31,2.2026452514616499e-13,2.1070167052578694e-14,1.7956716769810618e-17,1.280455415131477e-17,5.7772905448624615e-16,6.0743408822196054e-22,2.3915201185980455e-16,7.6829105424728255e-17,2.7097915870077366e-28
2.3797005262592867e-10,0.002689692278434671,-3.7474513589674358e-20,-2.4559047145950736e-15,9.0736509617860876e-16,7.3996576746225808e-16,5.621738962816058e-13,1.1313528795344568e-19,-1.0499451080483979e-29,9.5227170931477061e-29,1.3438552043301252e-30,5.1329128003802131e-15,3.2044913350392236e-15,2.6669055026918411e-18,8.5983623568459117e-20,2.2141284811710483e-31,1.3671007898013416e-31,8.3324953421910966e-28,2.9482788661393228e-30,3.863445542306086e-40,3.3200199144651351e-29,-4.1245501303050875e-15,2.7016338386249797e-26,-1.6465392727779226e-16,2.1263493669894744e-14,4.8853951812800045e-25,2.0282430470885693e-19,3.4389562717594361e-16,-5.7788884269964441e-40,-1.7188332785602364e-21,-1.4763153003225232e-25,7.7897773611810302e-33,7.8459824218117034e-34,0.88129999999999997,0.0,0.0,0.0,0.009889922631958795,0.10880298959071784,9.9999999999997904e-05,5.6898419129883321e-09,3.5244767103977064e-08,2.5420888344724973e-08,4.3804574263985477e-14,1.0116200924160219e-08,2.2508689692728279e-12,2.9247076309506806e-10,3.6144376302690916e-16,6.4254166815663477e-18,2.7866364374305003e-15,3.112228353542704e-13,3.2122101349543299e-10,7.7598305873114662e-12,1.2451120604678715e-21,1.0867804151731202e-19,5.4359594625457872e-24,4.9364396254738461e-22,2.7203902316230921e-10,6.0461368808960343e-24,2.3642975616668432e-25,1.2045932119431328e-27,1.4388074492120817e-29,5.4878633037362821e-31,2.2131030880472242e-13,2.1232493727275939e-14,1.8095253127568767e-17,1.2904075380952125e-17,5.7937941520653115e-16,6.1462939806378824e-22,2.4010602319109372e-16,7.7254473942112744e-17,2.7482843792818168e-28
2.392833435276169e-10,0.0026896922781820243,-3.7297288457016199e-20,-2.4447189252058081e-15,8.8860342569980922e-16,7.4429941178979631e-16,5.6820234082265333e-13,1.1537236215785857e-19,-1.0350086195210459e-29,8.579419385826558e-28,1.3596788590016818e-30,5.1390154224001082e-15,3.199688981252543e-15,2.6732687477852989e-18,8.6667609972906718e-20,2.2115079029005752e-31,1.3911601086175282e-31,8.4073376657185746e-28,2.9834323287565656e-30,3.851664366807182e-40,3.3390163920153316e-29,-4.1250042564957669e-15,2.7312033825780332e-26,-1.6580742206485545e-16,2.1590936291835868e-14,4.9888999614979529e-25,2.0403389665730022e-19,3.4596728214909882e-16,-5.8389846806550637e-40,-1.734141332503542e-21,-1.5036326853020386e-25,7.7830530301783774e-33,7.9392908901928315e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899222049488832,0.10880298949677127,9.9999999999997904e-05,5.7212411819547625e-09,3.5439248843516209e-08,2.5524698795518698e-08,4.4046289613461771e-14,1.0208505993352178e-08,2.2508688759684789e-12,2.9410595314447197e-10,3.6474175583212881e-16,6.4613408979947233e-18,2.8360157250147575e-15,3.1467668328176029e-13,3.2300029739229157e-10,7.8457058118614599e-12,1.2524780705178364e-21,1.1043448613548803e-19,5.506570022243963e-24,5.0250466445211059e-22,2.7354588180944291e-10,6.1853891038453753e-24,2.431367194807838e-25,1.2388147388503963e-27,1.4876851855151788e-29,5.6708903356495077e-31,2.2340697316788254e-13,2.1559456815835905e-14,1.8374300024231104e-17,1.3104547289637467e-17,5.8268362402270485e-16,6.292159496752052e-22,2.4201547652979468e-16,7.8108701163193944e-17,2.8265998590791495e-28
2.405966344293051e-10,0.0026896922779287165,-3.7123663826216834e-20,-2.4337699916159963e-15,8.7142338158305357e-16,7.4862597303497562e-16,5.7426063903921347e-13,1.1764137391111181e-19,-1.0202241389699876e-29,-3.3163985048723003e-26,1.3755723143962906e-30,5.1444552461605075e-15,3.194245832766404e-15,2.6796203213017015e-18,8.7352438927958549e-20,2.2101594376971143e-31,1.4153935954255401e-31,8.4823610359484357e-28,3.0187466229184345e-30,3.8400694328467184e-40,3.3581357034427393e-29,-4.1248075705777607e-15,2.7609294388677711e-26,-1.6696110033265737e-16,2.1921471427124181e-14,5.0939889293079801e-25,2.0524175224065339e-19,3.480361897506373e-16,-5.897928047302299e-40,-1.7495097689964546e-21,-1.5311406172641457e-25,7.774322188463466e-33,8.0330200603005621e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899217779385568,0.10880298940257913,9.9999999999997904e-05,5.7526404356106521e-09,3.5633730547097098e-08,2.5628263680792584e-08,4.4288004917785572e-14,1.0301056589476018e-08,2.2508687826640366e-12,2.9574114289165738e-10,3.6804852116225062e-16,6.4972651077835302e-18,2.8859880453644314e-15,3.18149721631389e-13,3.2477958120958934e-10,7.9320535911628288e-12,1.2598486076512435e-21,1.1220920401836531e-19,5.5777721109669583e-24,5.1147946859771244e-22,2.7505274038956304e-10,6.3271013947654195e-24,2.4999677039201265e-25,1.2738190367278059e-27,1.5379474703680986e-29,5.8589998225515864e-31,2.2551040569533044e-13,2.188950786698055e-14,1.8655986279457739e-17,1.3306930338453687e-17,5.8599249182778798e-16,6.4406647390449682e-22,2.4392727187327269e-16,7.8967581370583191e-17,2.906714661315155e-28
2.4322321623268157e-10,0.0026896922774201403,-3.6786508794454897e-20,-2.4125367787057358e-15,8.3551093621874846e-16,7.5725605144775641e-16,5.8646690723016011e-13,1.2227634059998375e-19,-9.9109532554254785e-30,-4.3021724381016323e-28,1.4075596632051156e-30,5.1563711606186914e-15,3.1844665446959033e-15,2.6922831347458078e-18,8.8724440290336036e-20,2.2053228556567592e-31,1.4643819615683442e-31,8.6329496831414448e-28,3.0898384093539999e-30,3.8174065903524099e-40,3.3967242826894628e-29,-4.1254889050054109e-15,2.8208508429689041e-26,-1.6926863399238179e-16,2.259185888642154e-14,5.3089787732982955e-25,2.0765176523808637e-19,3.5216493660379809e-16,-6.0124069899443264e-40,-1.7804224303601766e-21,-1.5867282241667833e-25,7.7507290719942198e-33,8.2216890722218015e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899209239166723,0.10880298921346515,9.9999999999997891e-05,5.815438896990829e-09,3.6022693846421491e-08,2.5834663761527652e-08,4.477143539101882e-14,1.0486887355931134e-08,2.2508685960548736e-12,2.9901152147573083e-10,3.7468811905615231e-16,6.5691135073624214e-18,2.9877264660702168e-15,3.2515337931299273e-13,3.2833814860550212e-10,8.1061668135117277e-12,1.274603265433281e-21,1.1581379229549903e-19,5.7219616249847956e-24,5.2977516251547863e-22,2.7806645734876656e-10,6.6180303747815124e-24,2.6418689994083417e-25,1.3462311743667024e-27,1.6427533565221314e-29,6.2509248672572956e-31,2.2973744266466717e-13,2.2558913446976794e-14,1.9227310770534607e-17,1.37174546645662e-17,5.9262424011998178e-16,6.7457268300256473e-22,2.4775737432819938e-16,8.0699297886838924e-17,3.0724700818909776e-28
2.4584979803605803e-10,0.0026896922769089793,-3.6461920948857382e-20,-2.3921318930293597e-15,8.0581484395745039e-16,7.6585335872183835e-16,5.9879230256372255e-13,1.2704245588895137e-19,-9.6253115580906542e-30,5.825193587533214e-26,1.4398039039198814e-30,5.1656443130469651e-15,3.1721441906479368e-15,2.7048921478668816e-18,9.0099347673099666e-20,2.2063486006159895e-31,1.5140643396663746e-31,8.7842585321623829e-28,3.1615255607981097e-30,3.7954036475884873e-40,3.4357989378627063e-29,-4.1235815444148707e-15,2.8813975626325603e-26,-1.7157596950870996e-16,2.3274735026960048e-14,5.5304837018643469e-25,2.1005362222922288e-19,3.5628064801174208e-16,-6.1224240094942136e-40,-1.8115635659201234e-21,-1.6430781240961518e-25,7.7187915470160376e-33,8.4119129321915368e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899200698931398,0.10880298902338989,9.9999999999997877e-05,5.8782372971289042e-09,3.6411657002013419e-08,2.6040102518377159e-08,4.5254865683757336e-14,1.0673679292393666e-08,2.2508684094453379e-12,3.0228189884186349e-10,3.8136205895791718e-16,6.6409618801838325e-18,3.0918810583981507e-15,3.3223382785517012e-13,3.318967156831708e-10,8.2821702533425336e-12,1.2893760383612264e-21,1.1949247073564416e-19,5.8685495245824376e-24,5.4853862937828168e-22,2.8108017403992753e-10,6.9191738196286263e-24,2.7902189307594689e-25,1.4219412098658341e-27,1.7534841319087732e-29,6.664568821573453e-31,2.3399115596163815e-13,2.324078932945702e-14,1.9809294138465955e-17,1.4135697775898017e-17,5.9927473367280652e-16,7.0617465987419538e-22,2.5159554881862503e-16,8.2449617776706677e-17,3.2458089798318204e-28
2.5110296164281093e-10,0.0026896922758790475,-3.5848105005800114e-20,-2.3536552232872644e-15,7.4560476760664853e-16,7.8294630769231927e-16,6.2380053663337749e-13,1.3697731203319483e-19,-9.0702411954367074e-30,-1.0792367684021873e-27,1.5050316166655868e-30,5.1855519781731335e-15,3.1491685716223423e-15,2.7299357854226302e-18,9.2857446781080156e-20,2.2048784476083198e-31,1.6155084140859723e-31,9.089025035592574e-28,3.3066188574887208e-30,3.753261836078925e-40,3.5153632246392889e-29,-4.1212948850692575e-15,3.0043650230585974e-26,-1.7618925823577771e-16,2.4678264197232211e-14,5.9935195263985451e-25,2.1483194429514171e-19,3.6447139470317716e-16,-6.3294458485350475e-40,-1.8745176235096925e-21,-1.7580642461138665e-25,7.6291666783120042e-33,8.7968458731879139e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899183618411275,0.10880298864040994,9.9999999999997863e-05,6.0038339136789364e-09,3.7189582882070561e-08,2.644815048003086e-08,4.6221725727812982e-14,1.1050092256956437e-08,2.2508680362251488e-12,3.0882264991554614e-10,3.9481102044992905e-16,6.7846585454496318e-18,3.3075561207931448e-15,3.4662517573294882e-13,3.3901384888377341e-10,8.6398477813881096e-12,1.3189759479916437e-21,1.2707473883880751e-19,6.1690068927807091e-24,5.874996622441324e-22,2.8710760661815407e-10,7.5531302082488925e-24,3.1071702605313952e-25,1.583719704330408e-27,1.9938170057245887e-29,7.5609470750240962e-31,2.425775789193095e-13,2.4642262386933976e-14,2.1005503317336868e-17,1.4995534839997879e-17,6.126321770718817e-16,7.7277485449068869e-22,2.5929490291918459e-16,8.6006044832190588e-17,3.6163136734467554e-28
2.5583080888888853e-10,0.002689692274943634,-3.5332234343022684e-20,-2.321442918148971e-15,6.9684086232505613e-16,7.9820731215931198e-16,6.4671430948244507e-13,1.4639030703265975e-19,-8.5881185401297527e-30,-2.143612183124085e-26,1.5645315373744803e-30,5.2018327383368263e-15,3.1272227362758483e-15,2.7522680899094019e-18,9.5348374515758618e-20,2.2064071892828112e-31,1.7091735366792118e-31,9.3657478015524025e-28,3.439060367438201e-30,3.7172804995477675e-40,3.5886064473780714e-29,-4.1177999575123713e-15,3.1171695101816652e-26,-1.8033812370948093e-16,2.5984927901018978e-14,6.4337422299925246e-25,2.1910163465529437e-19,3.7179355458752605e-16,-6.5014282519661783e-40,-1.9319191722841257e-21,-1.8641568961934755e-25,7.51813418632186e-33,9.1481257469448534e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899168245886789,0.10880298829257597,9.999999999999785e-05,6.1168706591264239e-09,3.788971568278438e-08,2.6812241518486555e-08,4.7091899150392233e-14,1.1392015528886975e-08,2.2508677003257039e-12,3.1470932170609627e-10,4.0702769064148961e-16,6.9139854524496306e-18,3.5102212658370053e-15,3.5984020997392862e-13,3.4541926767591487e-10,8.9682220902310458e-12,1.3456778665186431e-21,1.3415877986832293e-19,6.4478379384526755e-24,6.2424187883943305e-22,2.9253229502193239e-10,8.1612162856909459e-24,3.4167773518977877e-25,1.741777825699694e-27,2.2331740494189321e-29,8.4519867729902249e-31,2.5039401796686696e-13,2.5947011584252718e-14,2.2119208652219649e-17,1.5796272056111653e-17,6.2471851644860302e-16,8.3673744814314567e-22,2.662482979767186e-16,8.9270395432453792e-17,3.9784339513184927e-28
2.605586561349661e-10,0.002689692274000408,-3.4847122044865897e-20,-2.2912683663616455e-15,6.5429133292808886e-16,8.1334505939013912e-16,6.7001198280530223e-13,1.5626424761936304e-19,-8.1214362205959397e-30,5.3549705617726996e-26,1.6247292129086742e-30,5.2159528073833272e-15,3.1034835014273167e-15,2.7743937648955289e-18,9.7846624164373384e-20,2.2135731161349716e-31,1.8050728439948524e-31,9.6447557648318362e-28,3.573143008156759e-30,3.6829549194464991e-40,3.6634109629368044e-29,-4.1123426188567082e-15,3.2319926324167768e-26,-1.8448244933748051e-16,2.7333247963802219e-14,6.8969574768614369e-25,2.2334020596915584e-19,3.7906551586821842e-16,-6.66034386187893e-40,-1.9899983090924915e-21,-1.9727151712678432e-25,7.3771980154045833e-33,9.5036743711135107e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899152873308891,0.10880298794183502,9.9999999999997836e-05,6.2299072061501908e-09,3.8589848018155345e-08,2.7173425461199177e-08,4.7962071988510529e-14,1.1736845402664799e-08,2.250867364425051e-12,3.2059598954173546e-10,4.1934821191321866e-16,7.0433122725624348e-18,3.7211708293600061e-15,3.7330435183718942e-13,3.5182468543693625e-10,9.3027206879258479e-12,1.3724385497308766e-21,1.4149308777385884e-19,6.7347766891158697e-24,6.626207435421717e-22,2.9795698255737627e-10,8.8064702440250543e-24,3.7509145193265253e-25,1.9123877370687725e-27,2.4961919849689716e-29,9.4293950022320848e-31,2.5829294191493352e-13,2.7293355826357662e-14,2.3268468937024045e-17,1.6622764553485266e-17,6.3686631715861601e-16,9.0468147755050904e-22,2.7322200092377881e-16,9.2594932178021815e-17,4.3694501317025876e-28
2.652865033810437e-10,0.002689692273049559,-3.4389037866963308e-20,-2.2628895845308081e-15,6.1659987941914843e-16,8.2835232710140714e-16,6.9369268263621261e-13,1.6661293834697462e-19,-7.6692033267929153e-30,7.6833614605228692e-26,1.6855699085690249e-30,5.2284497745892741e-15,3.0785071919921622e-15,2.796300891721356e-18,1.0035131603373245e-19,2.2254602602698415e-31,1.903198795803729e-31,9.9260288545122016e-28,3.7087493733438062e-30,3.6501085581564048e-40,3.7397794852889381e-29,-4.1054702369058485e-15,3.3488317056275036e-26,-1.8862059190516953e-16,2.8723658183922561e-14,7.3838844952686621e-25,2.2754567405642806e-19,3.8628391222647034e-16,-6.8066610464950753e-40,-2.0487287270121717e-21,-2.0837358056581894e-25,7.2052517045625692e-33,9.8631783948188903e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899137500677529,0.10880298758826142,9.9999999999997823e-05,6.3429435547504978e-09,3.928997988830967e-08,2.7531776671731891e-08,4.8832244242292441e-14,1.208450751638989e-08,2.2508670285231896e-12,3.2648265342429112e-10,4.3176992736057857e-16,7.1726390058281884e-18,3.9405755524614312e-15,3.8701771677801656e-13,3.5823010216683409e-10,9.6433435685534071e-12,1.3992580247344591e-21,1.4908144677602546e-19,7.0299503199506446e-24,7.0268289187853373e-22,3.033816692245316e-10,9.4904943057832984e-24,4.1110499769179254e-25,2.0963033980674219e-27,2.7847280083342261e-29,1.0499815469274342e-30,2.6627293063472299e-13,2.8681728269090623e-14,2.4453655118184491e-17,1.7475283716128246e-17,6.4907572113587043e-16,9.7677538591722539e-22,2.8021355570244486e-16,9.597962180684883e-17,4.791110965494644e-28
2.700143506271213e-10,0.0026896922720912888,-3.3956684456426751e-20,-2.2362226206711891e-15,5.7848045090481468e-16,8.4322991414211802e-16,7.1775586298721796e-13,1.7745035706131294e-19,-7.2308364718986335e-30,-3.2198336390330275e-26,1.7470283027006794e-30,5.2417596625138957e-15,3.05472729663793e-15,2.8179887454820515e-18,1.0286233566470591e-19,2.2333519611591426e-31,2.0035487509890964e-31,1.0209546495272513e-27,3.8458258124122223e-30,3.6186705546542356e-40,3.8177228948579339e-29,-4.0996174408468586e-15,3.4676840955167886e-26,-1.9275251825481521e-16,3.0156584774636321e-14,7.8952497275952388e-25,2.3171823367887741e-19,3.9344905271215427e-16,-6.940825402758745e-40,-2.1081055450263467e-21,-2.1972151324851112e-25,7.0013186275961559e-33,1.0226494033066417e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899122127992754,0.10880298723192763,9.9999999999997809e-05,6.4559797049275978e-09,3.9990111293212044e-08,2.7887367576243679e-08,4.9702415911663027e-14,1.2434929445516961e-08,2.2508666926201193e-12,3.3236931335404873e-10,4.4429024929951313e-16,7.3019656522531692e-18,4.1686060035102658e-15,4.0098042079186355e-13,3.6463551786560497e-10,9.9900907261947791e-12,1.4261363187539155e-21,1.5692761466407905e-19,7.3334864423946002e-24,7.4447567636618406e-22,3.0880635502344363e-10,1.0214934777490386e-23,4.4987146251947715e-25,2.2943111581948926e-27,3.100751668675815e-29,1.1670286299663505e-30,2.7433259726397521e-13,3.0112554494450882e-14,2.5675131653471196e-17,1.8354096171008144e-17,6.6134679264779819e-16,1.0531915406347001e-21,2.8722264253523958e-16,9.9424431075586786e-17,5.2452413041185976e-28
2.747421978731989e-10,0.0026896922711257855,-3.3550662037758391e-20,-2.211306780342636e-15,5.3750639370882234e-16,8.5798494081269159e-16,7.4220084864016444e-13,1.8879065388737085e-19,-6.8060719887386808e-30,-1.3020013949264903e-25,1.8091106005102508e-30,5.2570334724504374e-15,3.0332755340830504e-15,2.8394681832855551e-18,1.0538017814961367e-19,2.2327222415371089e-31,2.106125796139868e-31,1.0495288495439048e-27,3.9843870694594688e-30,3.5886610185395248e-40,3.897279003115546e-29,-4.0959250432685406e-15,3.5885472186734593e-26,-1.9687947063906801e-16,3.1632446583695281e-14,8.4317866500671283e-25,2.3585979756853054e-19,4.0056414490210664e-16,-7.0632671520310261e-40,-2.1681446190801931e-21,-2.3131497079744679e-25,6.7645406802220282e-33,1.05936588517799e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899106755254498,0.10880298687290418,9.9999999999997796e-05,6.5690156566817483e-09,4.0690242232704475e-08,2.8240268724774557e-08,5.0572586996396055e-14,1.2788040641571904e-08,2.2508663567158394e-12,3.3825596932995699e-10,4.569066570768253e-16,7.4312922118142767e-18,4.4054325662005593e-15,4.1519258038829302e-13,3.7104093253324538e-10,1.0342962154930262e-11,1.453073459128378e-21,1.6503532315260593e-19,7.6455130752916445e-24,7.8804716457291392e-22,3.1423103995415769e-10,1.0981482430629984e-23,4.9155033939253843e-25,2.5072304615508082e-27,3.4463491231181491e-29,1.2948254820121842e-30,2.8247058717508139e-13,3.1586252729849326e-14,2.6933256699850134e-17,1.9259463925857858e-17,6.7367952744486959e-16,1.1341062265507924e-21,2.9425064278494122e-16,1.0292932675947691e-16,5.7337438095527422e-28
2.841978923653541e-10,0.0026896922691738117,-3.2805718720287204e-20,-2.1659572290395637e-15,4.7251197087055436e-16,8.8710669966254141e-16,7.9223086271987802e-13,2.1303723783230198e-19,-5.9940043847933764e-30,1.1227376779404607e-25,1.9349364646909483e-30,5.2813490801903891e-15,2.9852856282976122e-15,2.8817821329550209e-18,1.1043360209392894e-19,2.2582433351312657e-31,2.3179299824395534e-31,1.1073365075166088e-27,4.2655121098382246e-30,3.5323264808586117e-40,4.0613706058615295e-29,-4.08292525492555e-15,3.8362955771405553e-26,-2.0511354135162917e-16,3.4714618186490548e-14,9.5833413142979814e-25,2.4404424957137257e-19,4.1463451097463239e-16,-7.2746131251902737e-40,-2.2901146616836795e-21,-2.5523696014713598e-25,6.1880555044845293e-33,1.1338332323950743e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899076009617629,0.10880298614706213,9.9999999999997769e-05,6.7950869649222235e-09,4.2090502715780636e-08,2.8938275567418745e-08,5.2312927412235816e-14,1.3502057026996823e-08,2.2508656849036505e-12,3.5002926941891951e-10,4.8241794717565721e-16,7.6899450703161805e-18,4.9061546155312602e-15,4.4436573460002747e-13,3.8385175877512135e-10,1.1067077802004621e-11,1.5071243888395485e-21,1.8205016903432051e-19,8.2955516669595447e-24,8.8072185743001706e-22,3.2508040721117111e-10,1.2647873220462215e-23,5.8431421777853877e-25,2.9812413485549012e-27,4.2351860868658981e-29,1.5858497476081949e-30,2.9897626256455292e-13,3.4663905128036307e-14,2.9560856671611092e-17,2.1150892632788752e-17,6.9852975142378554e-16,1.3101546415582387e-21,3.0835576428659272e-16,1.1011924456002378e-16,6.8218522397698141e-28
2.9270801740829377e-10,0.002689692267394115,-3.2194432111570042e-20,-2.1291278996835784e-15,4.3226054522126227e-16,9.1283905533225266e-16,8.3855311550723912e-13,2.3672424494304074e-19,-5.3015098952205744e-30,7.3399211484515836e-26,2.0497400658741911e-30,5.2961057726176929e-15,2.9363626294176299e-15,2.9190747463882359e-18,1.1499749556585174e-19,2.312709609535962e-31,2.5160781625153727e-31,1.1601031524603133e-27,4.5223691673528513e-30,3.484969371180369e-40,4.214773828648993e-29,-4.0648480117508722e-15,4.0661209351695195e-26,-2.1249352390863358e-16,3.7639471720370302e-14,1.0713322043319443e-24,2.5128824489135254e-19,4.2709947287443226e-16,-7.4286246079120868e-40,-2.4018860038097024e-21,-2.7760197361912493e-25,5.5456548558266306e-33,1.2018419900956621e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899048338361543,0.10880298548527764,9.9999999999997742e-05,6.9985504637347345e-09,4.335073555969097e-08,2.9557954716311538e-08,5.3879231787806292e-14,1.4153197125623548e-08,2.2508650802685396e-12,3.6062522597628845e-10,5.0568271379161426e-16,7.9227323458817569e-18,5.3885923517993837e-15,4.7147588980716039e-13,3.9538149886630926e-10,1.1739726832132358e-11,1.5559717566391329e-21,1.9829492219831817e-19,8.9109155075046944e-24,9.7070879948682431e-22,3.3484483477369417e-10,1.4309502562163173e-23,6.7949595142054589e-25,3.4677610451133922e-27,5.0697130406271981e-29,1.8928853371360011e-30,3.1408626223238581e-13,3.7584469191411387e-14,3.2054506765454818e-17,2.2946537484324859e-17,7.2110476902107918e-16,1.4858304240860174e-21,3.2109406176337368e-16,1.1679533318055587e-16,7.9394185377415674e-28
3.0121814245123343e-10,0.002689692265593714,-3.1662055484210152e-20,-2.0975608566339774e-15,3.2333816831484991e-16,9.3822048110418754e-16,8.8610529497368544e-13,2.6226821220691986e-19,-4.6473641937865157e-30,-1.2797465887673517e-24,2.1663025185843817e-30,5.3441795257008004e-15,2.9218077915530814e-15,2.9557436586062747e-18,1.1958490710818073e-19,2.2119454083675225e-31,2.7214105711071047e-31,1.2135580315294568e-27,4.7834833239863713e-30,3.4417641500129899e-40,4.3737091301087935e-29,-4.0806557100429293e-15,4.3024232430107086e-26,-2.1986361692284678e-16,4.070963278323824e-14,1.1936571525434956e-24,2.5844400604945684e-19,4.3942253622772808e-16,-7.5504856897977521e-40,-2.5158128025561086e-21,-3.0075560242073579e-25,4.7819006399192806e-33,1.2709493768979575e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899020666932142,0.10880298481579571,9.9999999999997714e-05,7.2020133196608737e-09,4.4610966894189499e-08,3.0169936126245858e-08,5.5445534266898133e-14,1.4812033401018899e-08,2.250864475629504e-12,3.7122116971406923e-10,5.292224600272866e-16,8.1555193398081052e-18,5.902169849358923e-15,4.9939611418044271e-13,4.0691123561658122e-10,1.2432218408541072e-11,1.605010216733387e-21,2.1544394347581937e-19,9.5557955892119864e-24,1.0672388014036182e-21,3.4460925952394709e-10,1.6135926987466495e-23,7.8690105522503301e-25,4.0169246256322882e-27,6.0382849452735537e-29,2.2483600290809761e-30,3.2943034076307013e-13,4.0650126810366836e-14,3.4672197346231008e-17,2.483209777079129e-17,7.4387701273175729e-16,1.6790016761723081e-21,3.3389757837345633e-16,1.2366558591506919e-16,9.2016766928116846e-28
