Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717)
1.3611109082127737e-10,0.002657134234380453,5.4730441358575035e-18,1.0352894982084191e-13,6.896056970342469e-14,-1.2546458209970512e-16,2.6217961583742389e-11,3.9537299341711151e-17,-6.472901682755123e-28,-4.8674373368918273e-21,4.166906166905495e-32,-1.2871353823994156e-15,-9.0461884896126928e-16,2.109250038354194e-18,-3.8928176370601789e-20,-1.8266534784798001e-29,-4.8699378593880671e-30,-2.3505169471277329e-27,5.9941439634181677e-32,8.1523535799236959e-38,-1.2726180151725922e-29,1.0441490748817426e-15,-3.2597757171376922e-38,5.1815766817187923e-17,-9.5899800780096344e-32,-1.8506417464730446e-32,-3.5735225653853002e-20,-6.0917239777353701e-17,-3.8747222596868496e-37,3.2134851052353863e-21,1.247771137865285e-24,1.9934058200593585e-31,2.3964517593475609e-35,0.88129999999999997,0.0,0.0,0.0,0.0098886197325963997,0.10880291505858841,9.9999999999997796e-05,6.4967857863396738e-08,5.7127755267846347e-07,4.8990680649927233e-07,2.7845944272539614e-13,8.3101772891190765e-08,7.3448466680728813e-10,1.8129891983344647e-09,1.2611812261358994e-15,1.8416760009559081e-17,1.5193911512404581e-13,1.3371364219364717e-11,7.1999145322609655e-08,3.1303065288353663e-10,7.0450931193167277e-20,5.0811800379240969e-17,6.7846272928533877e-21,1.5334726489372855e-18,9.6057773948758834e-08,2.2122874200472069e-20,5.1306751208988496e-22,3.0261321118270594e-23,2.126402377440189e-25,1.9945207422100386e-26,8.2186792848512889e-11
1.3780284185803754e-10,0.002657134230327346,5.5963940962973928e-18,1.0561017422752618e-13,6.9534025728475366e-14,-1.2695420328165388e-16,2.6863111873973254e-11,4.1446362378227538e-17,-6.5468578710992654e-28,9.6202695689956016e-22,4.2731644162704898e-32,-1.2926344612965776e-15,-9.0538227082677762e-16,2.1772915265674978e-18,-3.950643553392733e-20,-1.8296644564995385e-29,-5.0058409191952683e-30,-2.1741871608977621e-27,6.157801799100861e-32,8.3092380490407358e-38,-1.2672352331252002e-29,1.0465853392733897e-15,-3.2988283451957863e-38,5.2508911624173054e-17,-9.8407161526268971e-32,-1.9061893625604266e-32,-3.6179011735308659e-20,-6.1678673339315971e-17,-3.9714039568653364e-37,3.287121404752288e-21,1.2821681538027057e-24,2.0843144335067272e-31,2.4563384762974898e-35,0.88129999999999997,0.0,0.0,0.0,0.0098886025756836152,0.10880291353242999,9.9999999999997728e-05,6.577521934366442e-08,5.7837669941449177e-07,4.9552394174562064e-07,2.8191979944860623e-13,8.4604547086141537e-08,7.344834683836051e-10,1.8357184164425288e-09,1.2839878566692324e-15,1.8647648646814198e-17,1.5832303209564509e-13,1.3707687541528926e-11,7.2897801713917539e-08,3.2085943119597688e-10,7.1462398140267491e-20,5.2647874926798567e-17,6.9748847576998965e-21,1.593073564673675e-18,9.7256729743989118e-08,2.3241799482576097e-20,5.4481940306669689e-22,3.216588637511657e-23,2.2875591765899501e-25,2.1455017063581451e-26,8.4166742168131967e-11
1.394945928947977e-10,0.0026571342262633637,5.7210473445074226e-18,1.0770717763094472e-13,7.0039088362146538e-14,-1.2844172305102697e-16,2.7516101891003346e-11,4.3423334044658859e-17,-6.6207809146611855e-28,-1.0797980969124265e-21,4.3807962103742099e-32,-1.2970219990439153e-15,-9.0504258679774827e-16,2.2480537678755094e-18,-4.0086871865489154e-20,-1.8317562396325514e-29,-5.1436212338869929e-30,-1.992087188746997e-27,6.3248284368170405e-32,8.4675695595576947e-38,-1.2634574072574389e-29,1.0479171215318815e-15,-3.3377028766645589e-38,5.320315075471055e-17,-1.0094345158906084e-31,-1.9626717955907375e-32,-3.6622788125869745e-20,-6.2440199382336146e-17,-4.0690427953248424e-37,3.3617089706539109e-21,1.3170224415379732e-24,2.1781416007545338e-31,2.5169826723239097e-35,0.88129999999999997,0.0,0.0,0.0,0.0098885854187344031,0.10880291200217183,9.9999999999997674e-05,6.6582577470762339e-08,5.8547581726849737e-07,5.0113693399574778e-07,2.8538014199765556e-13,8.6111413047511572e-08,7.3448226995708009e-10,1.8584475414324613e-09,1.3068565853508878e-15,1.8878536338153865e-17,1.6488812939487039e-13,1.4048240202429112e-11,7.3796456418166952e-08,3.2878488155989425e-10,7.2477076141767376e-20,5.4525754924036758e-17,7.1687008757924354e-21,1.6543253833054023e-18,9.8455683583187352e-08,2.4403634967099431e-20,5.7812165270969937e-22,3.416574405859093e-23,2.4587752198696121e-25,2.3059350281441798e-26,8.6169237229486724e-11
1.4118634393155788e-10,0.002657134222188842,5.8469375351776353e-18,1.0981834770311024e-13,7.0454701645705053e-14,-1.2992569564352069e-16,2.8176954473071703e-11,4.5469794421869125e-17,-6.6945728236462578e-28,-6.2910099252289993e-25,4.4897137946611653e-32,-1.3000265709854338e-15,-9.0332171828639171e-16,2.3222885458578728e-18,-4.0669115831167e-20,-1.8325465642094808e-29,-5.2832821871851384e-30,-1.8040187647575741e-27,6.495144100514168e-32,8.6271317554324218e-38,-1.2616466956418159e-29,1.0478647204733406e-15,-3.3764373909783607e-38,5.3897936703083882e-17,-1.0350864728913561e-31,-2.0200951999746457e-32,-3.7066151010120937e-20,-6.3201133245702327e-17,-4.1676347882485441e-37,3.4371969623133904e-21,1.3523345372594682e-24,2.2749432726346078e-31,2.5783348045437775e-35,0.88129999999999997,0.0,0.0,0.0,0.0098885682617487654,0.10880291046793876,9.9999999999997606e-05,6.7389932244695617e-08,5.9257490623785625e-07,5.0674590802345597e-07,2.8884047037120991e-13,8.7622246015276776e-08,7.3448107152771278e-10,1.8811765733131244e-09,1.3297855187769746e-15,1.9109423083668113e-17,1.7163704705141798e-13,1.4393024178825596e-11,7.4695109435354798e-08,3.3680700325013007e-10,7.3494966692053285e-20,5.6445826777107376e-17,7.3661187381674492e-21,1.7172584526830199e-18,9.9654635466357323e-08,2.5609547989396979e-20,6.1303068503753281e-22,3.6264495563433196e-23,2.6405482153531501e-25,2.476293607969521e-26,8.8194261205446699e-11
1.4287809496831805e-10,0.002657134218104111,5.9739904070067045e-18,1.1194188586566962e-13,7.0834316477017454e-14,-1.3140446134081079e-16,2.8845614470965971e-11,4.7587343009490491e-17,-6.7680984470653594e-28,-4.7819191191119893e-23,4.5997870143022896e-32,-1.3024373327445954e-15,-9.0101805412270182e-16,2.3983919453530324e-18,-4.1252739257776278e-20,-1.8328749372166836e-29,-5.4248258474567276e-30,-1.6097649197879071e-27,6.6685772497975154e-32,8.7875432633314257e-38,-1.2605647804408432e-29,1.0472246609555571e-15,-3.4150747483770389e-38,5.4592639522898221e-17,-1.0610266322487686e-31,-2.078465721603597e-32,-3.7508636261837356e-20,-6.3960687943169183e-17,-4.2671743210728817e-37,3.5135046658556092e-21,1.3881046335569081e-24,2.3747760705975757e-31,2.6403140944738902e-35,0.88129999999999997,0.0,0.0,0.0,0.0098885511047267123,0.10880290892985175,9.9999999999997511e-05,6.819728366546939e-08,5.9967396631393991e-07,5.1235098483714831e-07,2.923007845650164e-13,8.9136924994287602e-08,7.344798730955039e-10,1.9039055120736867e-09,1.3527728206807177e-15,1.9340308883246909e-17,1.7857242442728383e-13,1.4742041448248096e-11,7.5593760765478046e-08,3.4492579554147403e-10,7.4516071285602029e-20,5.8408474437443271e-17,7.5671816057820126e-21,1.7819034764275234e-18,1.0085358539350295e-07,2.6860726729926693e-20,6.4960433149638956e-22,3.8465837966391377e-23,2.8333943735821812e-25,2.6570684307715681e-26,9.0241797760426207e-11
1.4456984600507822e-10,0.0026571342140094636,6.1021528393224123e-18,1.1407649560352119e-13,7.1186783762718587e-14,-1.3287696380430053e-16,2.9522071658030661e-11,4.9777596184999729e-17,-6.8412729448614295e-28,4.5889014971375158e-23,4.7109240900295519e-32,-1.3045651028123038e-15,-8.9844430501939047e-16,2.4754686876809825e-18,-4.1837467820918511e-20,-1.8328188976204631e-29,-5.5682529455730651e-30,-1.4091784107013614e-27,6.8450389068721104e-32,8.9485884217604111e-38,-1.2599719715453167e-29,1.046308474551833e-15,-3.4536442183956883e-38,5.5286857968332957e-17,-1.087253768361387e-31,-2.1377884839267135e-32,-3.7949949698376115e-20,-6.4718364437638064e-17,-4.3676540276039394e-37,3.5905794647515005e-21,1.4243325796549777e-24,2.4776970825136275e-31,2.7028661256384293e-35,0.88129999999999997,0.0,0.0,0.0,0.0098885339476682474,0.10880290738802806,9.999999999999743e-05,6.9004631733088791e-08,6.067729974903849e-07,5.1795228164937555e-07,2.9576108457592958e-13,9.0655332784717792e-08,7.3447867466045376e-10,1.926634357692176e-09,1.3758167123945614e-15,1.9571193736667059e-17,1.8569690012962755e-13,1.5095293988950695e-11,7.6492410408533625e-08,3.5314125770862736e-10,7.5540391416952734e-20,6.0414079329556654e-17,7.7719329093342956e-21,1.8482915278982134e-18,1.0205253336462808e-07,2.8158381189113821e-20,6.8790190231621476e-22,4.0773569038581805e-23,3.0378495293842068e-25,2.8487696938872938e-26,9.2311831054359589e-11
1.4626159704183839e-10,0.002657134209905209,6.2314039752220502e-18,1.1622164594353836e-13,7.1537243078768545e-14,-1.343428377335785e-16,3.0206299545674708e-11,5.2042186472418055e-17,-6.914065394707353e-28,-1.7734850030076582e-23,4.8230883867213494e-32,-1.3066991327154439e-15,-8.9589106484212335e-16,2.5529486059888413e-18,-4.242320635770833e-20,-1.8327893367855986e-29,-5.7135633976882307e-30,-1.2021852346083514e-27,7.0245347532686267e-32,9.1101501366740412e-38,-1.2593466168094414e-29,1.0454063685440667e-15,-3.4921560741794948e-38,5.598045637003515e-17,-1.1137664484130135e-31,-2.1980683804323082e-32,-3.8389993985539178e-20,-6.5473997284338964e-17,-4.4690654627086814e-37,3.6684009617671014e-21,1.461018019948953e-24,2.5837638336080837e-31,2.7659670112690606e-35,0.88129999999999997,0.0,0.0,0.0,0.0098885167905733706,0.10880290584258126,9.9999999999997348e-05,6.9811976447558957e-08,6.138719997623966e-07,5.2354991203235004e-07,2.9922137040157367e-13,9.217735582657584e-08,7.3447747622256235e-10,1.9493631101474143e-09,1.3989154704904181e-15,1.980207764371343e-17,1.9301311195422663e-13,1.545278377983039e-11,7.7391058364518452e-08,3.6145338902620828e-10,7.6567928581380438e-20,6.2463020393309599e-17,7.980416240724634e-21,1.9164540480689275e-18,1.0325147937973658e-07,2.9503743247430857e-20,7.2798419710865245e-22,4.3191588156411576e-23,3.2544694985953467e-25,3.0519271844086219e-26,9.4404345722400274e-11
1.4795334807859856e-10,0.0026571342057916335,6.3617408079869846e-18,1.1837722978924525e-13,7.1889416757714128e-14,-1.3580206190187204e-16,3.0898293354116506e-11,5.4382760946884984e-17,-6.9864745830730116e-28,-1.101642372051425e-24,4.9362687895539647e-32,-1.3088955459424346e-15,-8.9341420456499398e-16,2.6307284244896966e-18,-4.3009949757814729e-20,-1.8328482891099339e-29,-5.8607568646930695e-30,-9.887457551680899e-28,7.207122189334678e-32,9.2722100623881859e-38,-1.2586059929806644e-29,1.0445742239785992e-15,-3.5306103285117125e-38,5.6673432123874118e-17,-1.1405631995390733e-31,-2.2593100104294713e-32,-3.8828770347379072e-20,-6.622758807383767e-17,-4.5713998682050685e-37,3.7469660223224684e-21,1.4981605394631281e-24,2.6930342056525062e-31,2.8296094020546335e-35,0.88129999999999997,0.0,0.0,0.0,0.0098884996334420924,0.10880290429362181,9.9999999999997267e-05,7.0619317808885022e-08,6.209709731267531e-07,5.2914398648991723e-07,3.0268164204034386e-13,9.3702883627809916e-08,7.344762777818301e-10,1.9720917694238639e-09,1.4220674181003767e-15,2.0032960604228188e-17,2.005236969286514e-13,1.5814512800276723e-11,7.8289704633429495e-08,3.6986218876878311e-10,7.7598684274458647e-20,6.4555674423431312e-17,8.1926753262517324e-21,1.9864227986357062e-18,1.0445042343883231e-07,3.0898064031511256e-20,7.6991333107721744e-22,4.5723884604268968e-23,3.4838279281131233e-25,3.2670882197848309e-26,9.6519326800253679e-11
1.4964509911535873e-10,0.0026571342016690424,6.4931684685510048e-18,1.2054333408414811e-13,7.2242550039318442e-14,-1.3725478390138217e-16,3.1598052847732916e-11,5.6800986551316837e-17,-7.0585134225023277e-28,4.1752970728342624e-23,5.0504683334934181e-32,-1.3111402670734692e-15,-8.9099916904368545e-16,2.7088533052790897e-18,-4.3597737190971862e-20,-1.8329845220748151e-29,-6.0098329594029976e-30,-7.6883693108448579e-28,7.3928864924649728e-32,9.4347898139433467e-38,-1.2577663809364429e-29,1.0437976900193809e-15,-3.5690022420785114e-38,5.7365847910747502e-17,-1.1676425622050666e-31,-2.3215179004186047e-32,-3.926632829556103e-20,-6.697922024055332e-17,-4.6746484746614645e-37,3.8262803323991779e-21,1.5357597194415321e-24,2.805566548489113e-31,2.893794493132475e-35,0.88129999999999997,0.0,0.0,0.0,0.0098884824762744093,0.10880290274125635,9.9999999999997186e-05,7.1426655817072122e-08,6.2806991758078561e-07,5.3473461166773388e-07,3.0614189949090919e-13,9.5231809554020544e-08,7.3447507933825699e-10,1.9948203355116272e-09,1.4452709369016736e-15,2.0263842618110788e-17,2.0823129103329224e-13,1.6180483030251133e-11,7.9188349215263685e-08,3.7836765621086519e-10,7.8632659992458321e-20,6.6692415459292742e-17,8.4087540596629711e-21,2.0582299570508709e-18,1.0564936554191914e-07,3.2342619803125681e-20,8.1375314405940137e-22,4.8374565714803211e-23,3.7265220538311405e-25,3.4948233154551303e-26,9.8656759827282235e-11
1.513368501521189e-10,0.00265713419753769,6.6256870713383791e-18,1.2271992800181336e-13,7.2588914115921851e-14,-1.3870108128615388e-16,3.2305584994372077e-11,5.9298548684338866e-17,-7.1301902102956343e-28,-9.218852139494306e-24,5.1656856130819616e-32,-1.313358241964564e-15,-8.8857070834066662e-16,2.7874505076523278e-18,-4.4186589558977061e-20,-1.8330658269610813e-29,-6.160791408963336e-30,-5.4242875377964976e-28,7.5819087767976697e-32,9.5979061375365934e-38,-1.2569870762145856e-29,1.0430016393297012e-15,-3.6073297747651252e-38,5.8057739109034499e-17,-1.1950031284077701e-31,-2.384696558779455e-32,-3.9702697066077742e-20,-6.7728942861763487e-17,-4.7788027326080281e-37,3.9063473337295728e-21,1.5738151782046104e-24,2.921419630569371e-31,2.9585215267221888e-35,0.88129999999999997,0.0,0.0,0.0,0.0098884653190703248,0.10880290118558823,9.9999999999997105e-05,7.2233990472125365e-08,6.3516883312190698e-07,5.4032189089374717e-07,3.0960214275198144e-13,9.6764030288055214e-08,7.3447388089184335e-10,2.0175488084029638e-09,1.4685244589153033e-15,2.0494723685282607e-17,2.161385292750291e-13,1.6550696450164606e-11,8.0086992110017938e-08,3.8696979062693296e-10,7.9669857232069573e-20,6.8873615106812272e-17,8.6286964773275311e-21,2.1319080721178613e-18,1.0684830568900094e-07,3.3838709483832028e-20,8.5956903796767583e-22,5.1147845949925343e-23,3.9831707166257791e-25,3.7357242694718016e-26,1.0081663077594962e-10
1.547203522256392e-10,0.0026571341892497897,6.8939937701403369e-18,1.2710437650018639e-13,7.3274871248694888e-14,-1.4157447797849478e-16,3.3743950114273441e-11,6.4538512295728333e-17,-7.2724692269728851e-28,-1.4817641075569802e-26,5.3991515816113551e-32,-1.3178084273636439e-15,-8.8376701906466272e-16,2.9459414843702508e-18,-4.5367514535678365e-20,-1.8332946190800434e-29,-6.4683547018928899e-30,-6.9966148295500564e-29,7.970020397156982e-32,9.9257182488356678e-38,-1.2553513503357192e-29,1.0414447272414496e-15,-3.683786827455792e-38,5.9440003072756242e-17,-1.2505623708816676e-31,-2.5139847358068276e-32,-4.0571919876843455e-20,-6.9222747094612483e-17,-4.9897948961005376e-37,4.0687393537905729e-21,1.6512935488787033e-24,3.1633251852632208e-31,3.0895852322422245e-35,0.88129999999999997,0.0,0.0,0.0,0.00988843100455296,0.10880289806474215,9.9999999999996942e-05,7.3848649722850915e-08,6.493665774534203e-07,5.514868097893367e-07,3.1652258669970965e-13,9.9837957921711303e-08,7.3447148399049394e-10,2.0630054745581665e-09,1.5151754684717983e-15,2.0956482979105923e-17,2.3256247314084143e-13,1.7303860783097899e-11,8.1884272838274443e-08,4.0446405747876405e-10,8.1753922263621612e-20,7.3370865138596909e-17,9.0803491448504347e-21,2.2850091589385281e-18,1.0924618011516484e-07,3.6990797330115353e-20,9.5739839420882668e-22,5.7079592687329286e-23,4.5409157712373588e-25,4.2594982240434043e-26,1.0520363228786021e-10
1.5810385429915953e-10,0.002657134180929967,7.1666309043538296e-18,1.3152961586133975e-13,7.3944620661559821e-14,-1.4442207537278836e-16,3.5213385240474248e-11,7.0116489841008249e-17,-7.4133127644042545e-28,-3.2300714434029549e-23,5.6366033899191793e-32,-1.3222004898332212e-15,-8.7895744870894635e-16,3.106245319348558e-18,-4.6552690113264807e-20,-1.8334550899217904e-29,-6.7834454149103208e-30,4.2896514806309797e-28,8.3720345521952374e-32,1.0255563467351593e-37,-1.2537864267885109e-29,1.0398578835425506e-15,-3.7599850603404507e-38,6.0820207436712914e-17,-1.3072300541583422e-31,-2.6472112905819064e-32,-4.1436450073317742e-20,-7.0709016178690239e-17,-5.2043104188257273e-37,4.2341318347088256e-21,1.7305929551809162e-24,3.4192293801379532e-31,3.2227593094179921e-35,0.88129999999999997,0.0,0.0,0.0,0.0098883966898900173,0.10880289493185001,9.9999999999996779e-05,7.5463295561102752e-08,6.6356420609744146e-07,5.6263950966198344e-07,3.2344297387175789e-13,1.0292390012146287e-07,7.3446908707778237e-10,2.1084617678150349e-09,1.5620088154913017e-15,2.1418238484942013e-17,2.4981658801892587e-13,1.8074021648765774e-11,8.3681546818174537e-08,4.2234498351937326e-10,8.3850891346665909e-20,7.8050351007472645e-17,9.5479881536181086e-21,2.4459936718917898e-18,1.1164404671735491e-07,4.0365167606064032e-20,1.063955822998193e-21,6.3554988696754937e-23,5.1624546118716929e-25,4.8435797583860098e-26,1.0968022696627286e-10
1.6148735637267984e-10,0.0026571341725801284,7.4435520904071604e-18,1.3599431336140279e-13,7.4589234570182578e-14,-1.4724341416901242e-16,3.6713894117195926e-11,7.6046604192241383e-17,-7.552699328224273e-28,2.8695208184389147e-23,5.8779453137434511e-32,-1.3264575790039025e-15,-8.7406573010126657e-16,3.2685030270394837e-18,-4.7742008571833821e-20,-1.833412274098865e-29,-7.1060615663866336e-30,9.5471290915320521e-28,8.7885030275183553e-32,1.0587296236472751e-37,-1.2524796930306897e-29,1.0381646057946273e-15,-3.8359380888398524e-38,6.2198228320483101e-17,-1.364995162643285e-31,-2.7844124768037822e-32,-4.2296219607981749e-20,-7.2187631000170651e-17,-5.422283492428415e-37,4.4024955829459921e-21,1.8117106335915325e-24,3.6896175067668133e-31,3.3579843653016992e-35,0.88129999999999997,0.0,0.0,0.0,0.0098883623750815192,0.10880289178763271,9.9999999999996617e-05,7.7077927986921957e-08,6.7776171902996373e-07,5.7378071155720636e-07,3.3036330425632999e-13,1.0602113591344869e-07,7.344666901537102e-10,2.1539176880938262e-09,1.609013558210021e-15,2.1879990201980815e-17,2.6792191570010953e-13,1.8861194900388153e-11,8.5478814049693723e-08,4.4061256294323194e-10,8.5960776461034429e-20,8.2914962523485678e-17,1.0031970203724341e-20,2.6151350451328535e-18,1.140419054956021e-07,4.3973028027848631e-20,1.1798215343379936e-21,7.061167883028539e-23,5.8535499079989604e-25,5.4935063758402577e-26,1.1424631637327378e-10
1.6487085844620016e-10,0.0026571341642020927,7.724724354766826e-18,1.4049746794799012e-13,7.5225671222152131e-14,-1.5003816709100109e-16,3.824545423896189e-11,8.2343262224419001e-17,-7.6906177765680232e-28,-1.963982988070155e-23,6.12309958538463e-32,-1.3307040173338836e-15,-8.6921665956700161e-16,3.4325264403543781e-18,-4.8935399606381781e-20,-1.8334209780965071e-29,-7.4362001326866402e-30,1.5076139720577006e-27,9.2200321629512512e-32,1.0920784413629332e-37,-1.2511253764181698e-29,1.0364896226187185e-15,-3.911653643148741e-38,6.3573997745574851e-17,-1.4238465351323276e-31,-2.9256240539713837e-32,-4.3151201992917407e-20,-7.3658542818430806e-17,-5.6436479235636245e-37,4.5738095369667935e-21,1.8946436545687781e-24,3.9749815533037134e-31,3.4952090278498576e-35,0.88129999999999997,0.0,0.0,0.0,0.0098883280601274846,0.1088028886327683,9.9999999999996454e-05,7.8692547000349613e-08,6.9195911622646996e-07,5.8491109354783106e-07,3.3728357784142735e-13,1.0912898729052525e-07,7.3446429321827867e-10,2.1993732353153432e-09,1.6561794069428322e-15,2.2341738129417823e-17,2.8689947907699267e-13,1.9665396393217549e-11,8.7276074532807517e-08,4.5926678994416198e-10,8.8083589588184309e-20,8.7967553108734785e-17,1.0532653729711673e-20,2.7927125969983448e-18,1.1643975644993733e-07,4.7825964382429139e-20,1.3056024788875415e-21,7.8289161055311683e-23,6.6203565414078512e-25,6.2152056264215566e-26,1.1890180768068402e-10
1.6825436051972047e-10,0.002657134155797543,8.0101243541499738e-18,1.4503831987709222e-13,7.5847673248675055e-14,-1.5280613403802679e-16,3.9808066731380403e-11,8.9021155671569939e-17,-7.8270711732616378e-28,2.568202518843176e-23,6.3720047367478277e-32,-1.3348982870303765e-15,-8.6436836609548727e-16,3.5983811966701559e-18,-5.013282883455124e-20,-1.833376021041052e-29,-7.773857299101533e-30,2.0879952025477812e-27,9.6672922618045965e-32,1.1255960747295589e-37,-1.2498481024044824e-29,1.0347911532236976e-15,-3.9871348688283605e-38,6.4947500621178012e-17,-1.4837729888573358e-31,-3.0708810673621334e-32,-4.4001409965034932e-20,-7.5121769326512063e-17,-5.8683375189589571e-37,4.7480635479138555e-21,1.9793889903249576e-24,4.2758201558366235e-31,3.6343929213512596e-35,0.88129999999999997,0.0,0.0,0.0,0.0098882937450279328,0.10880288546789418,9.9999999999996291e-05,8.0307152601426852e-08,7.0615639766328813e-07,5.9603129316066161e-07,3.4420379461550134e-13,1.1224681678593391e-07,7.344618962714884e-10,2.2448284094033519e-09,1.7034966872603636e-15,2.2803482266478637e-17,3.0677028126100313e-13,2.0486641983241901e-11,8.9073328267491461e-08,4.7830765871534032e-10,9.0219342709949179e-20,9.3210940192249316e-17,1.1050398767400546e-20,2.9790115719062892e-18,1.188375995803915e-07,5.1935949783186949e-20,1.4419332339609201e-21,8.662885424176919e-23,7.4694421209995826e-25,7.0150168278725187e-26,1.2364661335327119e-10
1.7163786259324079e-10,0.002657134147368075,8.2997473480675803e-18,1.4961656260299505e-13,7.6470779192561572e-14,-1.5554728649735328e-16,4.1401710526472147e-11,9.6095262142556549e-17,-7.9620745987816832e-28,-3.343631030540621e-23,6.624605299752197e-32,-1.33914459146065e-15,-8.5962452328841759e-16,3.7659013307361865e-18,-5.1334310970460387e-20,-1.8334999750240704e-29,-8.1190289238035169e-30,2.6961707584942711e-27,1.013098939266659e-31,1.1592784471282695e-37,-1.2483708220406269e-29,1.0331731774004834e-15,-4.0623761081345614e-38,6.6318794842381061e-17,-1.5447633374198743e-31,-3.2202183576443151e-32,-4.4846910027605481e-20,-7.6577419331991106e-17,-6.0962867062457125e-37,4.9252492102649867e-21,2.0659436376268343e-24,4.5926387003641114e-31,3.7754973802375437e-35,0.88129999999999997,0.0,0.0,0.0,0.0098882594297828828,0.10880288229360968,9.9999999999996129e-05,8.1921744790194729e-08,7.20353563316604e-07,6.0714190977740521e-07,3.511239545669691e-13,1.1537402507271425e-07,7.3445949931334012e-10,2.2902832102824744e-09,1.7509563035568125e-15,2.3265222612397562e-17,3.2755530497388386e-13,2.1324947526059169e-11,9.0870575253721044e-08,4.9773516344930999e-10,9.2368047807922364e-20,9.8647905724596505e-17,1.1585566827121118e-20,3.1743231582473296e-18,1.2123543488699562e-07,5.6315352515805503e-20,1.5894768002793403e-21,9.5674160064892419e-23,8.4078065836620282e-25,7.8997119263534755e-26,1.2848065083532253e-10
1.750213646667611e-10,0.00265713413891519,8.5936024163376415e-18,1.5423222870101007e-13,7.709171858727762e-14,-1.5826170162751702e-16,4.3026383591441232e-11,1.0358084373798441e-16,-8.0956554726058163e-28,4.3247827050517548e-25,6.8808589759523898e-32,-1.3434193573191639e-15,-8.5496026161135948e-16,3.9351233879239759e-18,-5.2539893432648977e-20,-1.8337409286690891e-29,-8.4717108997582979e-30,3.3324467534655893e-27,1.0611887271835344e-31,1.1931275786238501e-37,-1.2467549323939697e-29,1.0316112701129893e-15,-4.1373651429105011e-38,6.7687985528704897e-17,-1.6068066154705621e-31,-3.3736704859130381e-32,-4.5687803229291864e-20,-7.8025660203324054e-17,-6.3274310528949311e-37,5.1053665628536568e-21,2.1543047147519075e-24,4.9259492029108384e-31,3.9184925753848969e-35,0.88129999999999997,0.0,0.0,0.0,0.0098882251143923589,0.10880287911047809,9.9999999999995966e-05,8.3536323566694325e-08,7.3455061316342518e-07,6.1824350674229851e-07,3.5804405768468012e-13,1.1851004885637094e-07,7.3445710234383547e-10,2.3357376378782861e-09,1.7985497070682841e-15,2.3726959166418571e-17,3.4927551214972222e-13,2.2180328875968597e-11,9.2667815491471793e-08,5.1754929833799358e-10,9.4529716862613419e-20,1.0428119667641091e-16,1.2138520784876416e-20,3.3789444970030651e-18,1.2363326236978063e-07,6.097694283016448e-20,1.7489253129116779e-21,1.0547051866598875e-22,9.4429002215249525e-25,8.8765147955629104e-26,1.3340384227550696e-10
1.7840486674028142e-10,0.0026571341304402816,8.8917146751592656e-18,1.5888574154249691e-13,7.7727113204256191e-14,-1.6094956189256171e-16,4.4682063666701916e-11,1.11493446742762e-16,-8.2278509664150494e-28,-1.738058775426367e-23,7.1407413177504643e-32,-1.3478304274282172e-15,-8.5048209343785975e-16,4.1058808176082481e-18,-5.3749657007241772e-20,-1.8343469565347206e-29,-8.8318993570381359e-30,3.9971211521817736e-27,1.1110806527791711e-31,1.2271477978705681e-37,-1.2446966336436464e-29,1.0302125283762688e-15,-4.2120821297573673e-38,6.9055225902348756e-17,-1.6698921441759597e-31,-3.5312721281532565e-32,-4.6524225666421265e-20,-7.9466718733767793e-17,-6.5617075685542259e-37,5.2884237571241435e-21,2.24446951433809e-24,5.276270316036745e-31,4.0633572027176737e-35,0.88129999999999997,0.0,0.0,0.0,0.0098881907988563767,0.10880287591902925,9.9999999999995776e-05,8.5150888930966775e-08,7.487475471806298e-07,6.2933661391699373e-07,3.6496410395744555e-13,1.2165435832034684e-07,7.344547053629757e-10,2.3811916921170277e-09,1.846268857104354e-15,2.4188691927792396e-17,3.719518435664018e-13,2.3052801884937512e-11,9.4465048980719265e-08,5.3775005757270238e-10,9.6704361852793493e-20,1.1011352565354707e-16,1.2709624752507017e-20,3.5931786937348382e-18,1.2603108202877753e-07,6.5933901854664548e-20,1.9210009792017097e-21,1.1606548220138597e-22,1.058264764310461e-24,9.9531269190500342e-26,1.3841611419334943e-10
