Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664)
7.285257381151785e-10,0.002516028176995521,1.2400167142218751e-18,2.76737974165613e-14,2.9554311805113094e-15,-2.6760663757542003e-15,5.6752246072638254e-11,3.896820536379698e-16,-2.9599208869012417e-28,-1.5160547899882787e-24,1.849463295593266e-29,-9.7485919609404206e-15,-1.6820186440097022e-15,-2.6789781798312265e-18,-1.0351167537061732e-18,-5.4053471136966034e-30,-5.9530464999069277e-29,-3.0032797977310494e-26,3.965722588088964e-29,1.2566281605895216e-38,1.6538670515844961e-25,4.5594751326981052e-15,1.8772628334984631e-22,1.1578012871018412e-15,1.9903234541732037e-11,1.098791817838775e-20,-7.7104557670964737e-19,-1.352525992701905e-15,-2.517755238960486e-37,7.0199749957960798e-20,3.4349824430917397e-23,1.9527297093114949e-29,1.1228792456376953e-32,0.88129999999999997,0.0,0.0,0.0,0.0098887802412973014,0.10880278398141839,0.00010000000000000118,7.135918569855545e-08,5.5365944100621715e-07,3.4388834052970222e-07,4.6783504775304245e-13,2.1284377214284222e-07,3.4753503462073368e-11,3.1157119587881438e-09,5.0433498733092914e-15,4.7225345714207398e-17,1.8629991595758458e-12,3.3817981882431983e-11,1.660122837977654e-08,7.8186940497269016e-10,5.0340489484438557e-20,1.0767462997390616e-16,7.5670738102843114e-21,3.3698843919647024e-18,1.7387632427076287e-08,1.4258469389198004e-19,1.4966878407776417e-20,2.4095471779517502e-22,8.7156757865974208e-24,5.4856368612127748e-25,3.0710374285039924e-11,1.9890252390935208e-11,1.2982162303776043e-14
7.338570763078331e-10,0.0025160281723258997,1.2544470764624053e-18,2.7884316415047111e-14,2.9696226137622085e-15,-2.6842461317244311e-15,5.7566656307894612e-11,4.0073776346229694e-16,-2.9536641485150687e-28,-1.1224400936786179e-25,1.8616546778403756e-29,-9.7601875888934192e-15,-1.6666879708856625e-15,-2.6346609966012819e-18,-1.0438841453479617e-18,-5.3997300590930689e-30,-6.0421654295860007e-29,-3.018396994805074e-26,3.9940587379855389e-29,1.2623048953827772e-38,1.6896996263942003e-25,4.5503995202813583e-15,1.9039203045221335e-22,1.1650182969507087e-15,2.0271153577040153e-11,1.1275087404035056e-20,-7.7377301719233544e-19,-1.3577113812976352e-15,-2.5292101075661622e-37,7.1071402252540948e-20,3.4857010536672101e-23,2.0023236278809247e-29,1.1308628743134185e-32,0.88129999999999997,0.0,0.0,0.0,0.009888771310731256,0.10880278212411378,0.00010000000000000113,7.188123136178291e-08,5.5771028315973623e-07,3.4612788434693727e-07,4.7125795064719379e-13,2.1467735818153881e-07,3.4753473572093432e-11,3.1385698020007123e-09,5.0867968486103122e-15,4.7571805731245799e-17,1.9056326876568717e-12,3.4326012293782576e-11,1.6722829377710191e-08,7.9335332678769248e-10,5.0821939722368833e-20,1.0980288760080374e-16,7.7305417502311175e-21,3.4649788861220125e-18,1.7514994489664201e-08,1.4752239156210302e-19,1.5574883541337369e-20,2.5091327496953086e-22,9.1378106619056472e-24,5.7543710651543217e-25,3.103190042286947e-11,2.0257931364628624e-11,1.3222224219470201e-14
7.391884145004877e-10,0.0025160281676560076,1.2689784784571869e-18,2.8095737430858619e-14,2.9835974433298875e-15,-2.6923260430273098e-15,5.8386808660588709e-11,4.1202604778029469e-16,-2.9472703549092463e-28,4.1222320288961079e-25,1.8737524432774991e-29,-9.7713202586167509e-15,-1.6511723594196105e-15,-2.5899153537182892e-18,-1.0526623780200778e-18,-5.397345089522454e-30,-6.1319458216022626e-29,-3.0332771271103962e-26,4.0222291512409721e-29,1.2679830629931232e-38,1.726039285676304e-25,4.5410146733444176e-15,1.9307605734693774e-22,1.1722205447394107e-15,2.0642908325906009e-11,1.1567458612231305e-20,-7.7647481402669144e-19,-1.362855547845334e-15,-2.5404950833093766e-37,7.1947116868460248e-20,3.5368069037674673e-23,2.0528373478245557e-29,1.1388004176913649e-32,0.88129999999999997,0.0,0.0,0.0,0.009888762380101385,0.10880278026669221,0.00010000000000000108,7.2403274706756699e-08,5.6176111397062801e-07,3.4836730256158501e-07,4.7468084385235526e-13,2.165110548231389e-07,3.4753443681887798e-11,3.1614275805197245e-09,5.1302464446601531e-15,4.7918264767713536e-17,1.948908958065899e-12,3.483799721591816e-11,1.6844430260107304e-08,8.0492095395618695e-10,5.13050947579557e-20,1.1195606207978138e-16,7.8963877593945198e-21,3.562083107508613e-18,1.7642356442865582e-08,1.5259574787888446e-19,1.6203116358671426e-20,2.6121113188536021e-22,9.5772934489091967e-24,6.0343073225276954e-25,3.1354061936132757e-11,2.0629443548238963e-11,1.3464789781488373e-14
7.49851090885797e-10,0.0025160281583154662,1.2983593788611085e-18,2.8521879917031394e-14,3.0213264879326432e-15,-2.7081904709780107e-15,6.0044330334744212e-11,4.3531329366614085e-16,-2.934090099518697e-28,-5.0429047126144075e-27,1.8976672355584501e-29,-9.7932385215508666e-15,-1.6206160543674448e-15,-2.4991728751325291e-18,-1.0702509743193886e-18,-5.4005527198715676e-30,-6.3134886996679978e-29,-3.0623147529804711e-26,4.0780720287884303e-29,1.2793734263898478e-38,1.8002537549132582e-25,4.5223527752795779e-15,1.9849899063864914e-22,1.1865810217520424e-15,2.1397954821855825e-11,1.2168014221736156e-20,-7.8180253824578184e-19,-1.3730219640245832e-15,-2.5625552722067029e-37,7.3710655293202314e-20,3.6401817262035601e-23,2.1566690190621527e-29,1.1545371606140087e-32,0.88129999999999997,0.0,0.0,0.0,0.0098887445186501884,0.10880277655151972,0.00010000000000000098,7.3447354441962611e-08,5.6986274154675012e-07,3.5284578355801952e-07,4.8152660118073229e-13,2.2017875851439403e-07,3.4753383900799471e-11,3.2071429433795196e-09,5.217152991915274e-15,4.8611179897458251e-17,2.0374086374286972e-12,3.5873845138017028e-11,1.7087631678288806e-08,8.2830732282228107e-10,5.2276525458195127e-20,1.163374810505519e-16,8.2352840583996825e-21,3.7624335648733755e-18,1.7897080021107274e-08,1.6316055852990488e-19,1.752238810370892e-20,2.8286167629265353e-22,1.0510693723777371e-23,6.6293582218927026e-25,3.2000260190038523e-11,2.1383997383255385e-11,1.3957451344635744e-14
7.605137672711062e-10,0.002516028148974007,1.3281744547274603e-18,2.8952821103604898e-14,3.0477702444372532e-15,-2.7236641465543516e-15,6.1724831375910341e-11,4.5956983601552768e-16,-2.9204010341230229e-28,8.2916363000707755e-27,1.9212035012584118e-29,-9.814765892855405e-15,-1.5907558431123093e-15,-2.4067865516217771e-18,-1.0878812139118141e-18,-5.3939021115602179e-30,-6.4976706108848002e-29,-3.0903697449203993e-26,4.133240974612743e-29,1.2908281345673577e-38,1.8765382471407894e-25,4.5039025150140039e-15,2.0399516683341863e-22,1.2008822707418964e-15,2.2168433193034208e-11,1.2789999842486912e-20,-7.8702984020070289e-19,-1.3830269956758215e-15,-2.5839357524966487e-37,7.5490124908677755e-20,3.745109751792548e-23,2.2643147892007761e-29,1.1700868330616357e-32,0.88129999999999997,0.0,0.0,0.0,0.0098887266569437342,0.1088027728359422,0.00010000000000000089,7.4491424904211845e-08,5.7796432369848008e-07,3.5732382480329516e-07,4.8837231970775933e-13,2.2384684188072571e-07,3.4753324118808484e-11,3.2528580471683098e-09,5.3040685356161537e-15,4.9304091100421986e-17,2.1285360173611796e-12,3.6925554737530326e-11,1.7330832634314801e-08,8.5202850850762109e-10,5.3254794056200174e-20,1.2081952162877984e-16,8.5839028484557477e-21,3.9711625509184314e-18,1.815180316179833e-08,1.7430159156922248e-19,1.8928999850230617e-20,3.0598132636762544e-22,1.1520757143177033e-23,7.2740006008145626e-25,3.2648907863036722e-11,2.2153973020797688e-11,1.4460185633193058e-14
7.711764436564154e-10,0.0025160281396317207,1.3583978531015937e-18,2.9387532522798138e-14,3.0668579685337212e-15,-2.7387567350512272e-15,6.3428308471098281e-11,4.8482207287497357e-16,-2.9062236955461124e-28,-1.268968389250872e-25,1.9443646731877742e-29,-9.8360617473201602e-15,-1.5617230479167971e-15,-2.3127815076946682e-18,-1.1055525701839715e-18,-5.378458011898146e-30,-6.6844866847884742e-29,-3.1174193443159404e-26,4.1877409671907621e-29,1.3022984923906693e-38,1.954920585493123e-25,4.4858083083100262e-15,2.0956467866437603e-22,1.2151252295824786e-15,2.2954401186143526e-11,1.3433831193369961e-20,-7.9215920925511119e-19,-1.3928747673086188e-15,-2.6046369401609821e-37,7.728544502819773e-20,3.8515938386754772e-23,2.3758658273471669e-29,1.1854510129110271e-32,0.88129999999999997,0.0,0.0,0.0,0.0098887087949820554,0.10880276911999717,0.00010000000000000076,7.553548609354302e-08,5.8606586038814175e-07,3.6180146384240787e-07,4.9521799940168764e-13,2.2751526732533741e-07,3.4753264335914932e-11,3.2985728916725641e-09,5.3909921849023446e-15,4.99969983733682e-17,2.2223289088614931e-12,3.7993155097831357e-11,1.7574033128179067e-08,8.7608450794734838e-10,5.4239913020599618e-20,1.2540280784704759e-16,8.942384258375284e-21,4.1884997397579464e-18,1.8406525864935672e-08,1.8604188443163616e-19,2.0427413069164174e-20,3.3064793371980097e-22,1.2612619670380865e-23,7.9716177454964002e-25,3.329994534761865e-11,2.2939428169854071e-11,1.4973030361784143e-14
7.818391200417246e-10,0.002516028130288688,1.3890025996494583e-18,2.9824941247435941e-14,3.0819501470774312e-15,-2.7534769772298294e-15,6.515475805677788e-11,5.110967645165075e-16,-2.8915722667596049e-28,5.2476123769130588e-26,1.9671536093565828e-29,-9.8568173661786666e-15,-1.5331835683316047e-15,-2.2171695746901589e-18,-1.1232644266029017e-18,-5.359519299550684e-30,-6.8739319379700761e-29,-3.1434407889877402e-26,4.2415758734803775e-29,1.313729737538947e-38,2.035428627465564e-25,4.4677480127483745e-15,2.1520762828323626e-22,1.22931063514969e-15,2.3755915108620319e-11,1.4099924876097676e-20,-7.9719288733521719e-19,-1.4025689898199849e-15,-2.6246596379164427e-37,7.9096522955537129e-20,3.9596369022440571e-23,2.4914144393139529e-29,1.2006309523844214e-32,0.88129999999999997,0.0,0.0,0.0,0.0098886909327651745,0.10880276540371869,0.00010000000000000066,7.657953800999481e-08,5.9416735157803773e-07,3.6627873465546198e-07,5.0206364023074349e-13,2.3118400081613098e-07,3.4753204552118907e-11,3.3442874766792816e-09,5.4779231333793443e-15,5.0689901713068386e-17,2.3188251144572395e-12,3.9076675296978632e-11,1.7817233159875373e-08,9.0047531807500287e-10,5.5231894817780398e-20,1.3008795286289481e-16,9.3108684051837169e-21,4.4146778009063311e-18,1.8661248130516164e-08,1.9840507531536569e-19,2.2022253884250916e-20,3.5694240872423812e-22,1.3791692435491691e-23,8.7257787816960913e-25,3.3953314627809667e-11,2.3740419101086954e-11,1.5496022304979221e-14
7.925017964270338e-10,0.00251602812094499,1.4199779586828293e-18,3.0264619715915073e-14,3.0979214370880712e-15,-2.767832628702477e-15,6.6904175271164251e-11,5.3842103018184318e-16,-2.8764669941702645e-28,-6.5677230348039104e-26,1.9895719479750177e-29,-9.8771410650565006e-15,-1.5052231378892901e-15,-2.1199709991687669e-18,-1.1410160683806097e-18,-5.3397875978469385e-30,-7.0660012970961916e-29,-3.1684112782945767e-26,4.2947471608175666e-29,1.325101133334951e-38,2.11809027571412e-25,4.4498181330586951e-15,2.2092412719965233e-22,1.2434390113761865e-15,2.4573029875199626e-11,1.4788698324791762e-20,-8.0213285712377747e-19,-1.4121129404691553e-15,-2.6440050533211e-37,8.0923229178219474e-20,4.0692419176291645e-23,2.611054068498383e-29,1.2156272480029901e-32,0.88129999999999997,0.0,0.0,0.0,0.0098886730702931209,0.10880276168713754,0.00010000000000000055,7.762358065360582e-08,6.0226879723109783e-07,3.7075566801672628e-07,5.0890924216367818e-13,2.3485301152667273e-07,3.4753144767420499e-11,3.3900018019794348e-09,5.564860650611238e-15,5.1382801116354289e-17,2.4180624288646646e-12,4.0176144408103579e-11,1.8060432729397474e-08,9.2520093582253496e-10,5.6230751912046648e-20,1.3487555931788518e-16,9.6894953953256238e-21,4.6499323718341683e-18,1.8915969958536638e-08,2.1141540623370726e-19,2.3718315592035888e-20,3.8494877711357065e-22,1.5063670862085272e-23,9.5402450470585181e-25,3.4608959217539296e-11,2.4557000693366927e-11,1.6029197327711723e-14
8.138271491976524e-10,0.002516028102255872,1.4830201984875156e-18,3.1149975161096457e-14,3.1298915857638577e-15,-2.7954715167709215e-15,7.0471912337402495e-11,5.9632844605122821e-16,-2.8449545215640857e-28,3.8530855122767827e-27,2.0332927226920773e-29,-9.9158057495237154e-15,-1.4502901773441833e-15,-1.9208607981475401e-18,-1.1766345680963807e-18,-5.3026738618709225e-30,-7.4579914336928268e-29,-3.2151077302982637e-26,4.3990835533098917e-29,1.3476194807818579e-38,2.2899862110548068e-25,4.4136318253202148e-15,2.3257826250653622e-22,1.2715243805175669e-15,2.6254275348499101e-11,1.6235957830132636e-20,-8.1173699711819686e-19,-1.4307587456149757e-15,-2.6806704207102378e-37,8.4622774228250239e-20,4.2931497868035602e-23,2.8629854855036371e-29,1.2450653369322368e-32,0.88129999999999997,0.0,0.0,0.0,0.0098886373445836034,0.10880275425317754,0.00010000000000000033,7.9711638122460122e-08,6.1847155177936636e-07,3.7970863267484991e-07,5.2260032921695919e-13,2.4219175410668675e-07,3.4753025195316921e-11,3.4814296726305547e-09,5.7387527730219809e-15,5.2768588101110525e-17,2.6249115303073383e-12,4.2423045638010475e-11,1.8546830481894172e-08,9.7565658189767763e-10,5.8249141840213147e-20,1.447605199803755e-16,1.0477738288969226e-20,5.1486274226134233e-18,1.942541230188454e-08,2.3947733357279139e-19,2.7434084190693194e-20,4.4644845523369546e-22,1.7910541304612034e-23,1.1366098045849171e-24,3.5926855182402165e-11,2.623714912952638e-11,1.7126235988660536e-14
8.351525019682708e-10,0.0025160280835648742,1.5476483226688197e-18,3.2048510072949959e-14,3.1939850256151535e-15,-2.8217195296215488e-15,7.413148053472961e-11,6.5876836386202836e-16,-2.8119067838348698e-28,3.6823973625551864e-25,2.0755257553757631e-29,-9.9527024290306293e-15,-1.3974354785159398e-15,-1.7155798545777254e-18,-1.2124007037959203e-18,-5.2906780696926617e-30,-7.8604135741371968e-29,-3.2573248475339339e-26,4.500733774363632e-29,1.3700898138110518e-38,2.4708325680873562e-25,4.3778276702767632e-15,2.4452816035181705e-22,1.2993820434764771e-15,2.7998550772880028e-11,1.7778964019478931e-20,-8.2098328536287109e-19,-1.4488313662699918e-15,-2.7146516125549439e-37,8.8382638860977038e-20,4.5233417512779166e-23,3.1324301947652043e-29,1.2737621460095068e-32,0.88129999999999997,0.0,0.0,0.0,0.009888601617853713,0.10880274681831079,0.00010000000000000011,8.1799658500415175e-08,6.346741237447393e-07,3.886605513027845e-07,5.3629126031850253e-13,2.495313011592316e-07,3.4752905619604904e-11,3.5728565019993813e-09,5.9126639575059667e-15,5.4154359302983101e-17,2.8431784359656522e-12,4.4734091286693207e-11,1.9033226385619311e-08,1.0274514215976054e-09,6.029518248339343e-20,1.5506231386772028e-16,1.1308233617870058e-20,5.6865282091917726e-18,1.9934852894952985e-08,2.7043376251340473e-19,3.1616495212443345e-20,5.1588347817084767e-22,2.1204822796354243e-23,1.3483354071391302e-24,3.7253209769411739e-11,2.7980286375335122e-11,1.8264416183763443e-14
8.564778547388893e-10,0.0025160280648723575,1.6139127600679539e-18,3.2962223279336009e-14,3.2382023092879091e-15,-2.8466266562394374e-15,7.7882926580492622e-11,7.2597052658182442e-16,-2.7774929526540545e-28,-2.627260905135305e-25,2.1162854908217813e-29,-9.9881317187033956e-15,-1.3468128913638141e-15,-1.5042994047628958e-18,-1.2483082168232932e-18,-5.2607460536138988e-30,-8.2732213545593694e-29,-3.2948782510623792e-26,4.5997133368541822e-29,1.3925866091196449e-38,2.660854399163117e-25,4.342630728348481e-15,2.567750424982555e-22,1.3270141968480123e-15,2.9806249452875955e-11,1.9421081780610921e-20,-8.2988445216481609e-19,-1.4663518651772138e-15,-2.7459750448581848e-37,9.2201768624706626e-20,4.7598425231665891e-23,3.420176509391095e-29,1.3017230056299469e-32,0.88129999999999997,0.0,0.0,0.0,0.0098885658901036629,0.10880273938269636,9.9999999999999896e-05,8.3887641787780158e-08,6.5087651283608686e-07,3.9761158286083809e-07,5.4998203522273685e-13,2.5687149330197515e-07,3.4752786040285171e-11,3.6642822884512587e-09,6.0865904274803894e-15,5.55401146971953e-17,3.0731652756859363e-12,4.7109513793799283e-11,1.9519620440523056e-08,1.0805854303227564e-09,6.2368973494095224e-20,1.6578541567879296e-16,1.2182101952242081e-20,6.2656243620412851e-18,2.0444291737714873e-08,3.0450072969501676e-19,3.6310182586283565e-20,5.9404426428485485e-22,2.5003301261159678e-23,1.5929719278515844e-24,3.8587620859042403e-11,2.9786805478464129e-11,1.9443994779332946e-14
8.778032075095077e-10,0.002516028046178714,1.6816877599593939e-18,3.3886114727750691e-14,3.2534091841633293e-15,-2.8702365047995454e-15,8.1726259501076059e-11,7.9817034605393616e-16,-2.7418266725125354e-28,3.4030442220220153e-25,2.1555782688489809e-29,-1.0021226155737994e-14,-1.2974269475176954e-15,-1.2871279335216185e-18,-1.2843503608862171e-18,-5.2126933953941868e-30,-8.6963661854070437e-29,-3.3275828162769191e-26,4.6960221045280345e-29,1.4149028858344886e-38,2.8602777414903391e-25,4.3071086146106436e-15,2.6932027445246545e-22,1.3544217793499067e-15,3.1677746103356901e-11,2.1165685146671499e-20,-8.3845149035461003e-19,-1.4833384251061168e-15,-2.7746729433099669e-37,9.6078784481915012e-20,5.0026772338929456e-23,3.7270309026656495e-29,1.3289490212183729e-32,0.88129999999999997,0.0,0.0,0.0,0.0098885301613336734,0.10880273194646579,9.9999999999999652e-05,8.5975587984864358e-08,6.6707871875544774e-07,4.0656185879430925e-07,5.6367265367827092e-13,2.6421219866607578e-07,3.4752666457358485e-11,3.7557070303108498e-09,6.2605290582977937e-15,5.6925854258353753e-17,3.3151741003292698e-12,4.9549545548018273e-11,2.0006012646555592e-08,1.1350585834491642e-09,6.4470614502494844e-20,1.7693416078184329e-16,1.3100463780717464e-20,6.8879509988620234e-18,2.0953728830142428e-08,3.4190430938230254e-19,4.1562721006680116e-20,6.8177706662469696e-22,2.9368292829149141e-23,1.874666669399973e-24,3.9929706117198287e-11,3.1657080909062425e-11,2.0665216500136787e-14
8.991285602801261e-10,0.0025160280274841838,1.7510322393074251e-18,3.4822522342022356e-14,3.3227225409677387e-15,-2.8926026337989577e-15,8.5661394315495818e-11,8.7560883507382117e-16,-2.7050856991437197e-28,-1.5060940372990855e-25,2.1934284292257691e-29,-1.0053805296414454e-14,-1.2509392109807538e-15,-1.0642167195955111e-18,-1.3205224389978234e-18,-5.1919193592072183e-30,-9.1297971804715471e-29,-3.3552525763093745e-26,4.7896965827708425e-29,1.4371389955288286e-38,3.0693297733405387e-25,4.2729978170338942e-15,2.8216536515742695e-22,1.381608891113817e-15,3.3613397804449583e-11,2.3016156227347479e-20,-8.4669819166597435e-19,-1.499814026399912e-15,-2.8007831567475698e-37,1.0001262121374595e-19,5.2518716647247339e-23,4.0538181271564884e-29,1.3554514136465225e-32,0.88129999999999997,0.0,0.0,0.0,0.0098884944315439614,0.10880272450972821,9.9999999999999422e-05,8.8063497091977113e-08,6.8328074121216153e-07,4.1551148800819228e-07,5.7736311543982833e-13,2.7155330792179943e-07,3.4752546870825601e-11,3.8471307259296091e-09,6.4344772593774831e-15,5.8311577961471185e-17,3.5695068920298196e-12,5.2054418893464548e-11,2.0492403003667105e-08,1.1908708563284606e-09,6.6600205120723737e-20,1.8851275283360921e-16,1.4064439531093835e-20,7.5555883694500147e-18,2.1463164172207229e-08,3.8288079365366074e-19,4.7424731322517865e-20,7.7998632953429979e-22,3.436802841792887e-23,2.1979709816643014e-24,4.1279101830664668e-11,3.3591469514053562e-11,2.1928314553139322e-14
9.204539130507446e-10,0.0025160280087889995,1.821873950829346e-18,3.5768572207568786e-14,3.3344475821680395e-15,-2.9137619042280064e-15,8.9688437839162426e-11,9.5853265553596781e-16,-2.6672590786837661e-28,4.4127918123228292e-25,2.2298535357339209e-29,-1.0083389275790178e-14,-1.2047605788677562e-15,-8.356591259790886e-19,-1.3568177758582815e-18,-5.1423094455909969e-30,-9.5734616333357169e-29,-3.3777003603778977e-26,4.8807604332079787e-29,1.4590574772302599e-38,3.2882388186550977e-25,4.2377637367102763e-15,2.9531196539125762e-22,1.4085756627269712e-15,3.5613544777657649e-11,2.4975884201549583e-20,-8.5463381970930787e-19,-1.5157940479636051e-15,-2.8243454088843991e-37,1.0400235710519955e-19,5.5074521867000532e-23,4.4013812397235486e-29,1.3812368843704707e-32,0.88129999999999997,0.0,0.0,0.0,0.0098884587007347421,0.10880271707257361,9.9999999999999165e-05,9.0151369109427789e-08,6.9948257991044496e-07,4.2446056049792964e-07,5.9105342025776411e-13,2.7889473064791576e-07,3.4752427280687244e-11,3.93855337365066e-09,6.6084328881779438e-15,5.9697285781434073e-17,3.8364655718464918e-12,5.4624366134540456e-11,2.0978791511807792e-08,1.2480222242877283e-09,6.8757844942877138e-20,2.0052527004422864e-16,1.5075149586544975e-20,8.2706617131539388e-18,2.1972597763880277e-08,4.2767690548595283e-19,5.394999443492814e-20,8.8963722072967145e-22,4.0077063913779588e-23,2.5678694782009891e-24,4.2635461977753816e-11,3.5590311292748895e-11,2.3233511134446995e-14
9.41779265821363e-10,0.002516027990093342,1.8945663982570061e-18,3.6738310704452061e-14,3.4816732133291621e-15,-2.9337412723519249e-15,9.3807182651607171e-11,1.0471941307012768e-15,-2.6287796721193697e-28,1.9082682502859489e-24,2.2648346243096922e-29,-1.0111109784454229e-14,-1.1599408485545902e-15,-6.0149020724867421e-19,-1.3932285960293438e-18,-5.2085279835625421e-30,-1.0027305192783953e-28,-3.3947364204655963e-26,4.9691648243653967e-29,1.4815099965679627e-38,3.5172345914518861e-25,4.2024991203682846e-15,3.0876186855703903e-22,1.4353201043131412e-15,3.7678511140643063e-11,2.7048264252362903e-20,-8.622650979551097e-19,-1.5312896220732185e-15,-2.8454081935509177e-37,1.0804551910891159e-19,5.7694454559893925e-23,4.7705820777961899e-29,1.406293657627831e-32,0.88129999999999997,0.0,0.0,0.0,0.0098884229689062183,0.10880270963507652,9.9999999999998921e-05,9.2239204037525791e-08,7.1568423457146589e-07,4.334091504087996e-07,6.047435678967176e-13,2.8623639227255889e-07,3.4752307686944118e-11,4.0299749718842731e-09,6.7823941777101886e-15,6.1082977694146599e-17,4.1163520065304975e-12,5.7259619540340437e-11,2.1465178170927868e-08,1.3065126626300441e-09,7.0943633549203784e-20,2.1297567127211333e-16,1.6133714300193612e-20,9.0353410696429626e-18,2.2482029605131953e-08,4.765499998180829e-19,6.1195562636631919e-20,1.0117581403201203e-21,4.6576701187928117e-23,2.9898101042188449e-24,4.3998457344120891e-11,3.7653930151135974e-11,2.4581017922309615e-14
9.631046185919815e-10,0.0025160279713973767,1.9692375453456508e-18,3.7736817440420176e-14,3.5585100809553416e-15,-2.952608257717668e-15,9.8017833863664884e-11,1.1418511532300417e-15,-2.589508412044599e-28,-2.5873541175856607e-24,2.2984461588895439e-29,-1.0140560006166269e-14,-1.1198731436207041e-15,-3.6206842346951228e-19,-1.4297537552660648e-18,-5.1908807617676529e-30,-1.0491270140964075e-28,-3.4061712770091522e-26,5.0550485532428204e-29,1.5043608410832918e-38,3.7565482192706251e-25,4.1706880622353994e-15,3.2251700894538429e-22,1.4618513136908554e-15,3.9808605676958382e-11,2.9236696944751487e-20,-8.6960975052203452e-19,-1.5463305528217968e-15,-2.8640234393410007e-37,1.1214248881624034e-19,6.0378789690307614e-23,5.162301039422671e-29,1.4306597103598376e-32,0.88129999999999997,0.0,0.0,0.0,0.0098883872360586069,0.10880270219729782,9.9999999999998677e-05,9.4327001876580512e-08,7.3188570490703396e-07,4.4235731877109894e-07,6.1843355811338867e-13,2.9357823133809543e-07,3.4752188089596972e-11,4.1213955190225473e-09,6.9563596717284891e-15,6.2468653675237572e-17,4.4094680147761258e-12,5.99604113486941e-11,2.1951562980977546e-08,1.3663421466346898e-09,7.3157670507176274e-20,2.2586780222030736e-16,1.7241254008613941e-20,9.8518409939471167e-18,2.2991459695932114e-08,5.2976824545080571e-19,6.9221866900945409e-20,1.1474431822742421e-21,5.3955419309644717e-23,3.4697350438446516e-24,4.5367774637065952e-11,3.9782634671108051e-11,2.5971036579881543e-14
9.844299713625999e-10,0.0025160279527012227,2.0454058405766399e-18,3.8744960283301008e-14,3.5382621201707399e-15,-2.9704362079248112e-15,1.0232042944099887e-10,1.2427682629245509e-15,-2.549806260555531e-28,-9.6605069533676741e-25,2.3307712338543425e-29,-1.0168902837754042e-14,-1.0815045104130047e-15,-1.1749565442430506e-19,-1.4663937143526571e-18,-5.0940759690769293e-30,-1.0965298340423194e-28,-3.4118165482469748e-26,5.1385690667483813e-29,1.5270009373985434e-38,4.0064125394801464e-25,4.1393743812749981e-15,3.3657947820386453e-22,1.4881804759841162e-15,4.2004120653310218e-11,3.1544587218702574e-20,-8.7668698583078618e-19,-1.5609492426022545e-15,-2.8802494417297681e-37,1.1629378329105738e-19,6.3127821011002156e-23,5.5774400455769763e-29,1.4543781889992557e-32,0.88129999999999997,0.0,0.0,0.0,0.0098883515021921387,0.10880269475928657,9.9999999999998406e-05,9.6414762626901449e-08,7.4808699060537245e-07,4.5130511452775308e-07,6.3212339064451172e-13,3.0092019847351175e-07,3.4752068488646595e-11,4.2128150133205071e-09,7.1303282003809658e-15,6.3854313698258112e-17,4.7161153673933344e-12,6.2726973766489573e-11,2.2437945941907061e-08,1.4275106515526786e-09,7.5400055365932424e-20,2.3920538730937362e-16,1.8398889044276971e-20,1.0722426239181183e-17,2.350088803625002e-08,5.8761230985897007e-19,7.8093305943383918e-20,1.2978640782325619e-21,6.2310394336281961e-23,4.0141853961403631e-24,4.6743117628666702e-11,4.1976716928500012e-11,2.7403757982780988e-14
